#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Prdm1/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR933--MA0508.2.PRDM1	chr17	86187950	86187959	-	0.000	0.000	Merged-chr17-86187981-35
NR1281--MA0508.2.PRDM1	chr3	5272106	5272115	-	0.000	0.000	Merged-chr3-5272073-63
NR1204--MA0508.2.PRDM1	chr2	128367757	128367766	-	0.000	0.000	Merged-chr2-128367839-63
NR771--MA0508.2.PRDM1	chr15	97373996	97374005	-	0.000	0.000	Merged-chr15-97373973-3
NR370--MA0508.2.PRDM1	chr11	85384496	85384505	-	0.000	0.000	Merged-chr11-85384605-20
NR1055--MA0508.2.PRDM1	chr19	33081663	33081672	-	0.000	0.000	Merged-chr19-33081699-35
NR893--MA0508.2.PRDM1	chr17	29552540	29552549	+	0.000	0.000	Merged-chr17-29552502-38
NR1578--MA0508.2.PRDM1	chr4	147848475	147848484	-	0.000	0.000	Merged-chr4-147848412-69
NR1849--MA0508.2.PRDM1	chr7	12891113	12891122	-	0.000	0.000	Merged-chr7-12891207-39
NR1706--MA0508.2.PRDM1	chr6	33249105	33249114	+	0.000	0.000	Merged-chr6-33249191-56
NR1687--MA0508.2.PRDM1	chr5	146882603	146882612	-	0.000	0.000	Merged-chr5-146882424-24
NR620--MA0508.2.PRDM1	chr13	117033923	117033932	+	0.000	0.000	Merged-chr13-117034098-43
NR66--MA0508.2.PRDM1	chr1	127653720	127653729	-	0.000	0.000	Merged-chr1-127653505-23
NR1828--MA0508.2.PRDM1	chr6	142752600	142752609	+	0.000	0.000	Merged-chr6-142752635-30
NR524--MA0508.2.PRDM1	chr13	8831758	8831767	-	0.000	0.000	Merged-chr13-8831757-38
NR1666--MA0508.2.PRDM1	chr5	124022579	124022588	+	0.000	0.000	Merged-chr5-124022476-27
NR633--MA0508.2.PRDM1	chr14	20253608	20253617	-	0.000	0.000	Merged-chr14-20253489-29
NR1252--MA0508.2.PRDM1	chr2	153345647	153345656	-	0.000	0.000	Merged-chr2-153345751-112
NR1318--MA0508.2.PRDM1	chr3	68056599	68056608	-	0.000	0.000	Merged-chr3-68056784-48
NR1090--MA0508.2.PRDM1	chr2	13010672	13010681	-	0.000	0.000	Merged-chr2-13010622-50
NR994--MA0508.2.PRDM1	chr18	73765290	73765299	+	0.000	0.000	Merged-chr18-73765273-28
NR1679--MA0508.2.PRDM1	chr5	140847300	140847309	+	0.000	0.000	Merged-chr5-140847444-22
NR917--MA0508.2.PRDM1	chr17	56913711	56913720	-	0.000	0.000	Merged-chr17-56913567-28
NR1536--MA0508.2.PRDM1	chr4	127021123	127021132	+	0.000	0.000	Merged-chr4-127021266-22
NR1807--MA0508.2.PRDM1	chr6	130538653	130538662	-	0.000	0.000	Merged-chr6-130538609-12
NR232--MA0508.2.PRDM1	chr10	67620233	67620242	+	0.000	0.000	Merged-chr10-67620150-41
NR503--MA0508.2.PRDM1	chr12	116620104	116620113	+	0.000	0.000	Merged-chr12-116620074-47
NR612--MA0508.2.PRDM1	chr13	113396610	113396619	+	0.000	0.000	Merged-chr13-113396474-7
NR721--MA0508.2.PRDM1	chr14	122878009	122878018	-	0.000	0.000	Merged-chr14-122878138-13
NR1135--MA0508.2.PRDM1	chr2	60801293	60801302	-	0.000	0.000	Merged-chr2-60801371-19
NR24--MA0508.2.PRDM1	chr1	74379260	74379269	+	0.000	0.000	Merged-chr1-74379433-14
NR830--MA0508.2.PRDM1	chr16	52468480	52468489	+	0.000	0.000	Merged-chr16-52468577-24
NR1244--MA0508.2.PRDM1	chr2	150869559	150869568	+	0.000	0.000	Merged-chr2-150869596-45
NR1767--MA0508.2.PRDM1	chr6	108165124	108165133	-	0.000	0.000	Merged-chr6-108164965-54
NR986--MA0508.2.PRDM1	chr18	67870229	67870238	+	0.000	0.000	Merged-chr18-67870077-8
NR2160--MA0508.2.PRDM1	chrX	11653504	11653513	-	0.000	0.000	Merged-chrX-11653555-22
NR37--MA0508.2.PRDM1	chr1	88575975	88575984	-	0.000	0.000	Merged-chr1-88576113-71
NR224--MA0508.2.PRDM1	chr10	53812672	53812681	-	0.000	0.000	Merged-chr10-53812812-28
NR747--MA0508.2.PRDM1	chr15	66778835	66778844	-	0.000	0.000	Merged-chr15-66778898-35
NR790--MA0508.2.PRDM1	chr16	11286085	11286094	-	0.000	0.000	Merged-chr16-11286053-13
NR1475--MA0508.2.PRDM1	chr4	57813604	57813613	-	0.000	0.000	Merged-chr4-57813680-42
NR965--MA0508.2.PRDM1	chr18	46917849	46917858	+	0.000	0.000	Merged-chr18-46917814-10
NR617--MA0508.2.PRDM1	chr13	115099460	115099469	-	0.000	0.000	Merged-chr13-115099527-3
NR1507--MA0508.2.PRDM1	chr4	89459897	89459906	+	0.000	0.000	Merged-chr4-89460036-10
NR1759--MA0508.2.PRDM1	chr6	100841712	100841721	+	0.000	0.000	Merged-chr6-100841733-15
NR455--MA0508.2.PRDM1	chr12	85602912	85602921	-	0.000	0.000	Merged-chr12-85603037-13
NR1345--MA0508.2.PRDM1	chr3	94954018	94954027	+	0.000	0.000	Merged-chr3-94953960-56
NR1249--MA0508.2.PRDM1	chr2	152788895	152788904	-	0.000	0.000	Merged-chr2-152788714-7,Merged-chr2-152789002-1
NR1106--MA0508.2.PRDM1	chr2	30794600	30794609	-	0.000	0.000	Merged-chr2-30794786-46
NR673--MA0508.2.PRDM1	chr14	64884950	64884959	+	0.000	0.000	Merged-chr14-64885056-34
NR1196--MA0508.2.PRDM1	chr2	120939189	120939198	-	0.000	0.000	Merged-chr2-120939151-7
NR2022--MA0508.2.PRDM1	chr8	88362331	88362340	+	0.000	0.000	Merged-chr8-88362163-113
NR1053--MA0508.2.PRDM1	chr19	32999028	32999037	+	0.000	0.000	Merged-chr19-32999080-29
NR543--MA0508.2.PRDM1	chr13	51848938	51848947	+	0.000	0.000	Merged-chr13-51849013-24
NR718--MA0508.2.PRDM1	chr14	122029104	122029113	+	0.000	0.000	Merged-chr14-122029195-41
NR1337--MA0508.2.PRDM1	chr3	84622122	84622131	+	0.000	0.000	Merged-chr3-84622230-22
NR556--MA0508.2.PRDM1	chr13	74639845	74639854	+	0.000	0.000	Merged-chr13-74639723-103
NR1175--MA0508.2.PRDM1	chr2	106003263	106003272	+	0.000	0.000	Merged-chr2-106003306-49
NR1079--MA0508.2.PRDM1	chr19	56548050	56548059	+	0.000	0.000	Merged-chr19-56547872-1
NR522--MA0508.2.PRDM1	chr13	6633782	6633791	-	0.000	0.000	Merged-chr13-6633671-76
NR774--MA0508.2.PRDM1	chr15	98969819	98969828	-	0.000	0.000	Merged-chr15-98969873-9
NR77--MA0508.2.PRDM1	chr1	138952323	138952332	+	0.000	0.000	Merged-chr1-138952405-35
NR678--MA0508.2.PRDM1	chr14	69241602	69241611	+	0.000	0.000	Merged-chr14-69241687-19
NR535--MA0508.2.PRDM1	chr13	30166640	30166649	-	0.000	0.000	Merged-chr13-30166672-75
NR121--MA0508.2.PRDM1	chr1	167340225	167340234	+	0.000	0.000	Merged-chr1-167340348-59
NR787--MA0508.2.PRDM1	chr16	10769881	10769890	+	0.000	0.000	Merged-chr16-10769811-36
NR439--MA0508.2.PRDM1	chr12	69537945	69537954	-	0.000	0.000	Merged-chr12-69537994-76
NR753--MA0508.2.PRDM1	chr15	76251937	76251946	-	0.000	0.000	Merged-chr15-76251941-7
NR548--MA0508.2.PRDM1	chr13	55199709	55199718	-	0.000	0.000	Merged-chr13-55199787-10
NR819--MA0508.2.PRDM1	chr16	33685671	33685680	-	0.000	0.000	Merged-chr16-33685543-14
NR405--MA0508.2.PRDM1	chr11	121039431	121039440	-	0.000	0.000	Merged-chr11-121039238-62
NR2083--MA0508.2.PRDM1	chr9	60991674	60991683	+	0.000	0.000	Merged-chr9-60991715-48
NR495--MA0508.2.PRDM1	chr12	115119644	115119653	-	0.000	0.000	Merged-chr12-115119779-55
NR100--MA0508.2.PRDM1	chr1	155505876	155505885	-	0.000	0.000	Merged-chr1-155505844-22
NR352--MA0508.2.PRDM1	chr11	72946478	72946487	-	0.000	0.000	Merged-chr11-72946553-29
NR2192--MA0508.2.PRDM1	chrX	167231346	167231355	+	0.000	0.000	Merged-chrX-167231316-28
NR399--MA0508.2.PRDM1	chr11	108224762	108224771	+	0.000	0.000	Merged-chr11-108224834-18
NR1289--MA0508.2.PRDM1	chr3	21838229	21838238	+	0.000	0.000	Merged-chr3-21838264-19
NR113--MA0508.2.PRDM1	chr1	162740472	162740481	+	0.000	0.000	Merged-chr1-162740242-97
NR2062--MA0508.2.PRDM1	chr9	35475596	35475605	+	0.000	0.000	Merged-chr9-35475679-27
NR474--MA0508.2.PRDM1	chr12	101075286	101075295	-	0.000	0.000	Merged-chr12-101075229-34
NR331--MA0508.2.PRDM1	chr11	49100683	49100692	-	0.000	0.000	Merged-chr11-49100506-9
NR758--MA0508.2.PRDM1	chr15	84924005	84924014	-	0.000	0.000	Merged-chr15-84923887-3
NR139--MA0508.2.PRDM1	chr1	180810496	180810505	+	0.000	0.000	Merged-chr1-180810648-13
NR2184--MA0508.2.PRDM1	chrX	152353060	152353069	-	0.000	0.000	Merged-chrX-152352945-26
NR1601--MA0508.2.PRDM1	chr5	24041502	24041511	+	0.000	0.000	Merged-chr5-24041571-31
NR2041--MA0508.2.PRDM1	chr8	122533265	122533274	+	0.000	0.000	Merged-chr8-122533289-14
NR2107--MA0508.2.PRDM1	chr9	77806872	77806881	+	0.000	0.000	Merged-chr9-77806830-39
NR519--MA0508.2.PRDM1	chr13	5890289	5890298	+	0.000	0.000	Merged-chr13-5890173-33
NR105--MA0508.2.PRDM1	chr1	161195780	161195789	-	0.000	0.000	Merged-chr1-161195865-58
NR357--MA0508.2.PRDM1	chr11	79132194	79132203	-	0.000	0.000	Merged-chr11-79132078-52
NR1561--MA0508.2.PRDM1	chr4	138222591	138222600	-	0.000	0.000	Merged-chr4-138222577-29
NR1941--MA0508.2.PRDM1	chr7	127746164	127746173	-	0.000	0.000	Merged-chr7-127746259-1
NR2033--MA0508.2.PRDM1	chr8	115232602	115232611	+	0.000	0.000	Merged-chr8-115232618-16
NR283--MA0508.2.PRDM1	chr10	117571562	117571571	+	0.000	0.000	Merged-chr10-117571495-58
NR349--MA0508.2.PRDM1	chr11	70790626	70790635	+	0.000	0.000	Merged-chr11-70790875-54
NR2189--MA0508.2.PRDM1	chrX	163869098	163869107	+	0.000	0.000	Merged-chrX-163869062-41
NR1540--MA0508.2.PRDM1	chr4	129033330	129033339	-	0.000	0.000	Merged-chr4-129033261-133
NR458--MA0508.2.PRDM1	chr12	88437418	88437427	-	0.000	0.000	Merged-chr12-88437518-14
NR838--MA0508.2.PRDM1	chr16	62826543	62826552	+	0.000	0.000	Merged-chr16-62826430-33
NR2059--MA0508.2.PRDM1	chr9	30480775	30480784	-	0.000	0.000	Merged-chr9-30480669-44
NR328--MA0508.2.PRDM1	chr11	48935117	48935126	+	0.000	0.000	Merged-chr11-48935044-1
NR1880--MA0508.2.PRDM1	chr7	72275540	72275549	-	0.000	0.000	Merged-chr7-72275636-59
NR1946--MA0508.2.PRDM1	chr7	130448104	130448113	-	0.000	0.000	Merged-chr7-130448231-21
NR798--MA0508.2.PRDM1	chr16	20930158	20930167	-	0.000	0.000	Merged-chr16-20930100-26
NR1803--MA0508.2.PRDM1	chr6	129406200	129406209	+	0.000	0.000	Merged-chr6-129406250-15
NR179--MA0508.2.PRDM1	chr10	12842776	12842785	+	0.000	0.000	Merged-chr10-12842715-46
NR1912--MA0508.2.PRDM1	chr7	107664528	107664537	+	0.000	0.000	Merged-chr7-107664561-57
NR1750--MA0508.2.PRDM1	chr6	94986366	94986375	+	0.000	0.000	Merged-chr6-94986542-29
NR668--MA0508.2.PRDM1	chr14	61648513	61648522	-	0.000	0.000	Merged-chr14-61648687-125
NR1654--MA0508.2.PRDM1	chr5	107546186	107546195	+	0.000	0.000	Merged-chr5-107546120-23
NR538--MA0508.2.PRDM1	chr13	41471645	41471654	+	0.000	0.000	Merged-chr13-41471691-6
NR1872--MA0508.2.PRDM1	chr7	58701546	58701555	+	0.000	0.000	Merged-chr7-58701532-33
NR1938--MA0508.2.PRDM1	chr7	125511557	125511566	-	0.000	0.000	Merged-chr7-125511628-40
NR1981--MA0508.2.PRDM1	chr8	25948927	25948936	+	0.000	0.000	Merged-chr8-25949044-65
NR2139--MA0508.2.PRDM1	chr9	106752241	106752250	-	0.000	0.000	Merged-chr9-106752260-31
NR1885--MA0508.2.PRDM1	chr7	75914211	75914220	+	0.000	0.000	Merged-chr7-75914112-33
NR1808--MA0508.2.PRDM1	chr6	130538705	130538714	-	0.000	0.000	Merged-chr6-130538609-12
NR389--MA0508.2.PRDM1	chr11	100574826	100574835	+	0.000	0.000	Merged-chr11-100574858-115
NR1994--MA0508.2.PRDM1	chr8	57417000	57417009	-	0.000	0.000	Merged-chr8-57416909-32
NR246--MA0508.2.PRDM1	chr10	82778359	82778368	+	0.000	0.000	Merged-chr10-82778212-17
NR1580--MA0508.2.PRDM1	chr4	149542206	149542215	+	0.000	0.000	Merged-chr4-149542129-26
NR1917--MA0508.2.PRDM1	chr7	110204289	110204298	+	0.000	0.000	Merged-chr7-110204373-3
NR1503--MA0508.2.PRDM1	chr4	88692666	88692675	+	0.000	0.000	Merged-chr4-88692699-24
NR259--MA0508.2.PRDM1	chr10	96118272	96118281	-	0.000	0.000	Merged-chr10-96118246-10
NR2099--MA0508.2.PRDM1	chr9	72389737	72389746	-	0.000	0.000	Merged-chr9-72389636-26
NR1102--MA0508.2.PRDM1	chr2	23006230	23006239	-	0.000	0.000	Merged-chr2-23006422-36
NR1768--MA0508.2.PRDM1	chr6	108717980	108717989	-	0.000	0.000	Merged-chr6-108717791-30
NR2174--MA0508.2.PRDM1	chrX	103622468	103622477	+	0.000	0.000	Merged-chrX-103622282-68
NR1224--MA0508.2.PRDM1	chr2	144188137	144188146	+	0.000	0.000	Merged-chr2-144188289-22
NR1604--MA0508.2.PRDM1	chr5	31918817	31918826	-	0.000	0.000	Merged-chr5-31918818-43
NR1856--MA0508.2.PRDM1	chr7	25835656	25835665	+	0.000	0.000	Merged-chr7-25835602-47
NR1171--MA0508.2.PRDM1	chr2	103672987	103672996	-	0.000	0.000	Merged-chr2-103672845-28
NR1713--MA0508.2.PRDM1	chr6	39341825	39341834	+	0.000	0.000	Merged-chr6-39341975-16
NR1551--MA0508.2.PRDM1	chr4	134273506	134273515	+	0.000	0.000	Merged-chr4-134273569-45
NR2057--MA0508.2.PRDM1	chr9	20651889	20651898	+	0.000	0.000	Merged-chr9-20651986-63
NR1869--MA0508.2.PRDM1	chr7	49088529	49088538	+	0.000	0.000	Merged-chr7-49088536-6
NR1455--MA0508.2.PRDM1	chr4	16102103	16102112	-	0.000	0.000	Merged-chr4-16102324-55
NR1726--MA0508.2.PRDM1	chr6	61066113	61066122	+	0.000	0.000	Merged-chr6-61066166-46
NR2166--MA0508.2.PRDM1	chrX	70385620	70385629	+	0.000	0.000	Merged-chrX-70385731-95
NR73--MA0508.2.PRDM1	chr1	133787920	133787929	+	0.000	0.000	Merged-chr1-133787965-48
NR1564--MA0508.2.PRDM1	chr4	139616926	139616935	+	0.000	0.000	Merged-chr4-139616773-45
NR1150--MA0508.2.PRDM1	chr2	75990982	75990991	+	0.000	0.000	Merged-chr2-75991050-38
NR1468--MA0508.2.PRDM1	chr4	47799350	47799359	-	0.000	0.000	Merged-chr4-47799329-53
NR1739--MA0508.2.PRDM1	chr6	82921955	82921964	-	0.000	0.000	Merged-chr6-82922037-57
NR911--MA0508.2.PRDM1	chr17	46283122	46283131	-	0.000	0.000	Merged-chr17-46282976-55
NR1054--MA0508.2.PRDM1	chr19	32999034	32999043	+	0.000	0.000	Merged-chr19-32999080-29
NR1163--MA0508.2.PRDM1	chr2	92243956	92243965	-	0.000	0.000	Merged-chr2-92243919-9
NR1543--MA0508.2.PRDM1	chr4	129496812	129496821	+	0.000	0.000	Merged-chr4-129496759-24
NR1609--MA0508.2.PRDM1	chr5	43856007	43856016	+	0.000	0.000	Merged-chr5-43855987-24
NR2049--MA0508.2.PRDM1	chr8	127500338	127500347	-	0.000	0.000	Merged-chr8-127500234-70
NR1795--MA0508.2.PRDM1	chr6	125231733	125231742	+	0.000	0.000	Merged-chr6-125231768-97
NR1400--MA0508.2.PRDM1	chr3	138400204	138400213	+	0.000	0.000	Merged-chr3-138400333-21
NR1652--MA0508.2.PRDM1	chr5	105495369	105495378	+	0.000	0.000	Merged-chr5-105495544-71
NR1718--MA0508.2.PRDM1	chr6	50416936	50416945	+	0.000	0.000	Merged-chr6-50417055-62
NR2158--MA0508.2.PRDM1	chr9	123989800	123989809	-	0.000	0.000	Merged-chr9-123989844-27
NR1304--MA0508.2.PRDM1	chr3	52791142	52791151	+	0.000	0.000	Merged-chr3-52791161-46
NR1142--MA0508.2.PRDM1	chr2	69043581	69043590	-	0.000	0.000	Merged-chr2-69043604-35
NR903--MA0508.2.PRDM1	chr17	36229241	36229250	-	0.000	0.000	Merged-chr17-36229276-20
NR1522--MA0508.2.PRDM1	chr4	108458274	108458283	+	0.000	0.000	Merged-chr4-108458469-21
NR1317--MA0508.2.PRDM1	chr3	65929709	65929718	-	0.000	0.000	Merged-chr3-65929899-83
NR44--MA0508.2.PRDM1	chr1	91405861	91405870	-	0.000	0.000	Merged-chr1-91405791-30
NR1264--MA0508.2.PRDM1	chr2	166719507	166719516	-	0.000	0.000	Merged-chr2-166719426-29
NR1787--MA0508.2.PRDM1	chr6	120056377	120056386	+	0.000	0.000	Merged-chr6-120056156-40
NR754--MA0508.2.PRDM1	chr15	76799635	76799644	+	0.000	0.000	Merged-chr15-76799596-17
NR1548--MA0508.2.PRDM1	chr4	132972384	132972393	-	0.000	0.000	Merged-chr4-132972199-49
NR1819--MA0508.2.PRDM1	chr6	135011572	135011581	-	0.000	0.000	Merged-chr6-135011680-51
NR720--MA0508.2.PRDM1	chr14	122830690	122830699	+	0.000	0.000	Merged-chr14-122830576-36
NR1928--MA0508.2.PRDM1	chr7	119866627	119866636	+	0.000	0.000	Merged-chr7-119866666-5
NR1038--MA0508.2.PRDM1	chr19	18591303	18591312	-	0.000	0.000	Merged-chr19-18591291-34
NR210--MA0508.2.PRDM1	chr10	39492380	39492389	+	0.000	0.000	Merged-chr10-39492279-24
NR1081--MA0508.2.PRDM1	chr19	58087227	58087236	-	0.000	0.000	Merged-chr19-58087296-13
NR1352--MA0508.2.PRDM1	chr3	99233965	99233974	-	0.000	0.000	Merged-chr3-99234214-90
NR1004--MA0508.2.PRDM1	chr18	80979661	80979670	+	0.000	0.000	Merged-chr18-80979696-46
NR842--MA0508.2.PRDM1	chr16	75617833	75617842	-	0.000	0.000	Merged-chr16-75617911-31
NR1190--MA0508.2.PRDM1	chr2	116999112	116999121	-	0.000	0.000	Merged-chr2-116999120-8
NR951--MA0508.2.PRDM1	chr18	12972142	12972151	+	0.000	0.000	Merged-chr18-12972199-6
NR1017--MA0508.2.PRDM1	chr18	89159488	89159497	-	0.000	0.000	Merged-chr18-89159613-61
