#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR48409--MA0740.1.KLF14	chr4	135494647	135494660	-	0.000	0.000	Merged-chr4-135494610-66
NR10323--MA0740.1.KLF14	chr11	31870854	31870867	+	0.000	0.000	Merged-chr11-31870754-70
NR58019--MA1107.1.KLF9	chr7	4647538	4647550	+	0.000	0.000	Merged-chr7-4647555-37
NR6903--MA0740.1.KLF14	chr10	66953773	66953786	-	0.000	0.000	Merged-chr10-66953660-61
NR49201--MA0741.1.KLF16	chr4	155563514	155563524	+	0.000	0.000	Merged-chr4-155563706-85
NR16404--MA0599.1.KLF5	chr13	21506223	21506232	-	0.000	0.000	Merged-chr13-21506408-51
NR65272--MA1107.1.KLF9	chr8	123203631	123203643	+	0.000	0.000	Merged-chr8-123203714-21
NR3801--MA0039.3.KLF4	chr1	160053616	160053626	-	0.000	0.000	Merged-chr1-160053620-125
NR13700--MA0740.1.KLF14	chr12	32168873	32168886	-	0.000	0.000	Merged-chr12-32169009-55
NR66484--MA0599.1.KLF5	chr9	50491822	50491831	+	0.000	0.000	Merged-chr9-50491898-16
NR55877--MA0039.3.KLF4	chr6	87536294	87536304	-	0.000	0.000	Merged-chr6-87536423-6
NR48133--MA0599.1.KLF5	chr4	130520445	130520454	-	0.000	0.000	Merged-chr4-130520365-48
NR761--MA1107.1.KLF9	chr1	38884015	38884027	+	0.000	0.000	Merged-chr1-38884000-31
NR67890--MA0039.3.KLF4	chr9	106822363	106822373	-	0.000	0.000	Merged-chr9-106822240-128
NR7396--MA0493.1.Klf1	chr10	78457982	78457992	+	0.000	0.000	Merged-chr10-78458040-65
NR14693--MA1107.1.KLF9	chr12	80109123	80109135	+	0.000	0.000	Merged-chr12-80109164-14
NR47803--MA1107.1.KLF9	chr4	120951733	120951745	+	0.000	0.000	Merged-chr4-120951582-67
NR34746--MA0599.1.KLF5	chr19	46761445	46761454	+	0.000	0.000	Merged-chr19-46761432-95
NR6727--MA0493.1.Klf1	chr10	59964925	59964935	-	0.000	0.000	Merged-chr10-59964870-60
NR61446--MA0493.1.Klf1	chr7	127137854	127137864	+	0.000	0.000	Merged-chr7-127137762-54
NR19500--MA0741.1.KLF16	chr14	8173114	8173124	+	0.000	0.000	Merged-chr14-8173262-80
NR24413--MA0740.1.KLF14	chr15	79927823	79927836	+	0.000	0.000	Merged-chr15-79927783-58
NR14509--MA0741.1.KLF16	chr12	72085583	72085593	-	0.000	0.000	Merged-chr12-72085712-110
NR12837--MA0599.1.KLF5	chr11	116842941	116842950	-	0.000	0.000	Merged-chr11-116842841-2
NR33763--MA0493.1.Klf1	chr19	3943436	3943446	-	0.000	0.000	Merged-chr19-3943382-37
NR43685--MA0741.1.KLF16	chr3	129533712	129533722	+	0.000	0.000	Merged-chr3-129533518-164
NR9696--MA1107.1.KLF9	chr11	4289405	4289417	+	0.000	0.000	Merged-chr11-4289401-53
NR11410--MA1107.1.KLF9	chr11	77484084	77484096	+	0.000	0.000	Merged-chr11-77483872-51
NR58868--MA0740.1.KLF14	chr7	28436506	28436519	+	0.000	0.000	Merged-chr7-28436683-87
NR51341--MA0741.1.KLF16	chr5	77144802	77144812	-	0.000	0.000	Merged-chr5-77144936-48
NR5356--MA0742.1.Klf12	chr10	7589676	7589690	-	0.000	0.000	Merged-chr10-7589879-63
NR52524--MA0599.1.KLF5	chr5	119359919	119359928	-	0.000	0.000	Merged-chr5-119360019-16
NR25124--MA0740.1.KLF14	chr15	94543623	94543636	+	0.000	0.000	Merged-chr15-94543602-76
NR3010--MA0742.1.Klf12	chr1	135766473	135766487	-	0.000	0.000	Merged-chr1-135766283-55
NR38535--MA0741.1.KLF16	chr2	126499970	126499980	-	0.000	0.000	Merged-chr2-126499929-54
NR49317--MA0599.1.KLF5	chr5	4842591	4842600	-	0.000	0.000	Merged-chr5-4842482-1
NR38806--MA0741.1.KLF16	chr2	132511680	132511690	-	0.000	0.000	Merged-chr2-132511544-14
NR4239--MA0599.1.KLF5	chr1	172376526	172376535	-	0.000	0.000	Merged-chr1-172376760-99
NR27890--MA1107.1.KLF9	chr16	92786891	92786903	+	0.000	0.000	Merged-chr16-92786948-54
NR47943--MA0599.1.KLF5	chr4	126309999	126310008	-	0.000	0.000	Merged-chr4-126309943-26
NR41622--MA1107.1.KLF9	chr3	51391481	51391493	-	0.000	0.000	Merged-chr3-51391339-9
NR2865--MA0599.1.KLF5	chr1	131827914	131827923	-	0.000	0.000	Merged-chr1-131828072-77
NR2179--MA1107.1.KLF9	chr1	96570710	96570722	-	0.000	0.000	Merged-chr1-96570567-3
NR39571--MA0657.1.KLF13	chr2	158146586	158146603	+	0.000	0.000	Merged-chr2-158146443-31
NR12809--MA1107.1.KLF9	chr11	116413800	116413812	+	0.000	0.000	Merged-chr11-116413777-2
NR57167--MA0493.1.Klf1	chr6	128962289	128962299	+	0.000	0.000	Merged-chr6-128962247-24
NR2956--MA0741.1.KLF16	chr1	134455384	134455394	+	0.000	0.000	Merged-chr1-134455464-58
NR47741--MA0740.1.KLF14	chr4	120288020	120288033	+	0.000	0.000	Merged-chr4-120287807-68
NR26774--MA0493.1.Klf1	chr16	50074227	50074237	-	0.000	0.000	Merged-chr16-50074198-9
NR66676--MA0493.1.Klf1	chr9	59486725	59486735	+	0.000	0.000	Merged-chr9-59486572-90
NR60240--MA0742.1.Klf12	chr7	80340267	80340281	-	0.000	0.000	Merged-chr7-80340417-98
NR47910--MA0742.1.Klf12	chr4	124936956	124936970	+	0.000	0.000	Merged-chr4-124937021-50
NR66142--MA0741.1.KLF16	chr9	35267873	35267883	+	0.000	0.000	Merged-chr9-35267838-70
NR66381--MA0599.1.KLF5	chr9	45010680	45010689	+	0.000	0.000	Merged-chr9-45010610-29
NR6773--MA0741.1.KLF16	chr10	61273479	61273489	-	0.000	0.000	Merged-chr10-61273428-33
NR52645--MA0599.1.KLF5	chr5	122284329	122284338	-	0.000	0.000	Merged-chr5-122284507-55
NR25274--MA0742.1.Klf12	chr15	99088499	99088513	-	0.000	0.000	Merged-chr15-99088403-27
NR66674--MA0742.1.Klf12	chr9	59486725	59486739	+	0.000	0.000	Merged-chr9-59486572-90
NR17018--MA0742.1.Klf12	chr13	52981375	52981389	+	0.000	0.000	Merged-chr13-52981533-1
NR20857--MA0657.1.KLF13	chr14	54225386	54225403	+	0.000	0.000	Merged-chr14-54225223-49
NR48912--MA0599.1.KLF5	chr4	149099758	149099767	+	0.000	0.000	Merged-chr4-149099611-68
NR12191--MA1107.1.KLF9	chr11	99132667	99132679	-	0.000	0.000	Merged-chr11-99132520-18
NR15659--MA0599.1.KLF5	chr12	112829534	112829543	+	0.000	0.000	Merged-chr12-112829457-77
NR21361--MA0599.1.KLF5	chr14	73290094	73290103	-	0.000	0.000	Merged-chr14-73290096-39
NR58126--MA0039.3.KLF4	chr7	6383276	6383286	-	0.000	0.000	Merged-chr7-6383352-66
NR46176--MA1107.1.KLF9	chr4	53491581	53491593	-	0.000	0.000	Merged-chr4-53491453-32
NR12734--MA0599.1.KLF5	chr11	116012721	116012730	-	0.000	0.000	Merged-chr11-116012659-52
NR13907--MA0741.1.KLF16	chr12	40037415	40037425	+	0.000	0.000	Merged-chr12-40037304-3
NR39093--MA0742.1.Klf12	chr2	144224474	144224488	+	0.000	0.000	Merged-chr2-144224483-67
NR38546--MA0599.1.KLF5	chr2	126932643	126932652	+	0.000	0.000	Merged-chr2-126932550-2
NR58072--MA0741.1.KLF16	chr7	5038267	5038277	+	0.000	0.000	Merged-chr7-5038413-57
NR26766--MA0742.1.Klf12	chr16	49854433	49854447	-	0.000	0.000	Merged-chr16-49854418-36
NR17724--MA0741.1.KLF16	chr13	74770193	74770203	-	0.000	0.000	Merged-chr13-74770012-5
NR749--MA0741.1.KLF16	chr1	37541068	37541078	+	0.000	0.000	Merged-chr1-37541062-55
NR25385--MA0657.1.KLF13	chr15	101224538	101224555	-	0.000	0.000	Merged-chr15-101224527-101
NR56729--MA0741.1.KLF16	chr6	116003749	116003759	+	0.000	0.000	Merged-chr6-116003758-12
NR20957--MA0740.1.KLF14	chr14	56575517	56575530	+	0.000	0.000	Merged-chr14-56575625-39
NR31029--MA0599.1.KLF5	chr17	87325453	87325462	-	0.000	0.000	Merged-chr17-87325627-13
NR16628--MA0599.1.KLF5	chr13	33079574	33079583	-	0.000	0.000	Merged-chr13-33079670-11
NR3073--MA0599.1.KLF5	chr1	138248300	138248309	+	0.000	0.000	Merged-chr1-138248268-25
NR20146--MA0599.1.KLF5	chr14	29968440	29968449	-	0.000	0.000	Merged-chr14-29968394-58
NR34764--MA0599.1.KLF5	chr19	47413128	47413137	+	0.000	0.000	Merged-chr19-47413137-5
NR40323--MA0599.1.KLF5	chr2	174473085	174473094	+	0.000	0.000	Merged-chr2-174473048-89
NR9375--MA0599.1.KLF5	chr10	127063469	127063478	+	0.000	0.000	Merged-chr10-127063580-81
NR43033--MA0599.1.KLF5	chr3	103968321	103968330	-	0.000	0.000	Merged-chr3-103968359-78
NR1029--MA0742.1.Klf12	chr1	51624750	51624764	+	0.000	0.000	Merged-chr1-51624803-20
NR15430--MA0493.1.Klf1	chr12	107129564	107129574	+	0.000	0.000	Merged-chr12-107129420-39
NR55062--MA0741.1.KLF16	chr6	48664904	48664914	-	0.000	0.000	Merged-chr6-48664827-36
NR37116--MA0599.1.KLF5	chr2	69897126	69897135	-	0.000	0.000	Merged-chr2-69897295-21
NR37199--MA0741.1.KLF16	chr2	71873218	71873228	-	0.000	0.000	Merged-chr2-71873346-69
NR24206--MA0741.1.KLF16	chr15	76879193	76879203	+	0.000	0.000	Merged-chr15-76879232-42
NR69399--MA1107.1.KLF9	chrX	140505989	140506001	+	0.000	0.000	Merged-chrX-140506133-71
NR59006--MA1107.1.KLF9	chr7	30333132	30333144	-	0.000	0.000	Merged-chr7-30333026-1
NR6307--MA0599.1.KLF5	chr10	42699281	42699290	+	0.000	0.000	Merged-chr10-42699170-35
NR66811--MA0599.1.KLF5	chr9	63758290	63758299	+	0.000	0.000	Merged-chr9-63758205-66
NR67686--MA0599.1.KLF5	chr9	100462344	100462353	-	0.000	0.000	Merged-chr9-100462229-47
NR29014--MA0742.1.Klf12	chr17	27325125	27325139	-	0.000	0.000	Merged-chr17-27325215-15
NR45965--MA0740.1.KLF14	chr4	45018582	45018595	-	0.000	0.000	Merged-chr4-45018744-59
NR30919--MA0493.1.Klf1	chr17	84022528	84022538	-	0.000	0.000	Merged-chr17-84022626-28
NR40308--MA0740.1.KLF14	chr2	174415757	174415770	+	0.000	0.000	Merged-chr2-174415920-60
NR50349--MA0599.1.KLF5	chr5	37037052	37037061	+	0.000	0.000	Merged-chr5-37037087-13
NR26900--MA0599.1.KLF5	chr16	55822221	55822230	+	0.000	0.000	Merged-chr16-55822144-53
NR15630--MA0741.1.KLF16	chr12	111944519	111944529	-	0.000	0.000	Merged-chr12-111944395-37
NR43717--MA0741.1.KLF16	chr3	130691423	130691433	+	0.000	0.000	Merged-chr3-130691489-97
NR33414--MA0493.1.Klf1	chr18	80200678	80200688	-	0.000	0.000	Merged-chr18-80200692-56
NR23681--MA0741.1.KLF16	chr15	53267152	53267162	+	0.000	0.000	Merged-chr15-53267286-91
NR51768--MA0741.1.KLF16	chr5	99252910	99252920	+	0.000	0.000	Merged-chr5-99252869-81
NR24164--MA1107.1.KLF9	chr15	76511965	76511977	-	0.000	0.000	Merged-chr15-76512079-61
NR57185--MA0493.1.Klf1	chr6	129049281	129049291	-	0.000	0.000	Merged-chr6-129049251-27
NR67867--MA0740.1.KLF14	chr9	106477194	106477207	-	0.000	0.000	Merged-chr9-106477001-83
NR3941--MA0493.1.Klf1	chr1	165194482	165194492	-	0.000	0.000	Merged-chr1-165194301-85
NR59238--MA0742.1.Klf12	chr7	38094553	38094567	+	0.000	0.000	Merged-chr7-38094543-44
NR14185--MA0741.1.KLF16	chr12	55398851	55398861	-	0.000	0.000	Merged-chr12-55398885-58
NR24729--MA0741.1.KLF16	chr15	85634803	85634813	+	0.000	0.000	Merged-chr15-85634773-65
NR24902--MA0740.1.KLF14	chr15	89315362	89315375	-	0.000	0.000	Merged-chr15-89315348-55
NR39421--MA0599.1.KLF5	chr2	153015447	153015456	-	0.000	0.000	Merged-chr2-153015323-52
NR9003--MA0493.1.Klf1	chr10	118141627	118141637	+	0.000	0.000	Merged-chr10-118141818-53
NR42409--MA0742.1.Klf12	chr3	86547245	86547259	+	0.000	0.000	Merged-chr3-86547154-101
NR15542--MA0493.1.Klf1	chr12	110505022	110505032	+	0.000	0.000	Merged-chr12-110505059-48
NR51830--MA0741.1.KLF16	chr5	100570820	100570830	+	0.000	0.000	Merged-chr5-100570837-10
NR26899--MA1107.1.KLF9	chr16	55821028	55821040	+	0.000	0.000	Merged-chr16-55821137-128
NR10793--MA0740.1.KLF14	chr11	58214938	58214951	+	0.000	0.000	Merged-chr11-58214991-50
NR15462--MA0599.1.KLF5	chr12	108275432	108275441	+	0.000	0.000	Merged-chr12-108275445-64
NR66586--MA1107.1.KLF9	chr9	56041895	56041907	-	0.000	0.000	Merged-chr9-56042037-52
NR43126--MA1107.1.KLF9	chr3	106484079	106484091	-	0.000	0.000	Merged-chr3-106483877-61
NR69031--MA0742.1.Klf12	chrX	75084985	75084999	+	0.000	0.000	Merged-chrX-75084750-60
NR42368--MA0493.1.Klf1	chr3	84345604	84345614	+	0.000	0.000	Merged-chr3-84345416-77
NR23616--MA1107.1.KLF9	chr15	50048734	50048746	-	0.000	0.000	Merged-chr15-50048880-3
NR63518--MA1107.1.KLF9	chr8	68420300	68420312	-	0.000	0.000	Merged-chr8-68420195-2
NR58956--MA0599.1.KLF5	chr7	29289121	29289130	+	0.000	0.000	Merged-chr7-29289173-29
NR57122--MA0741.1.KLF16	chr6	128035743	128035753	+	0.000	0.000	Merged-chr6-128035803-4
NR11975--MA0493.1.Klf1	chr11	96789535	96789545	-	0.000	0.000	Merged-chr11-96789293-51
NR27403--MA0493.1.Klf1	chr16	75920943	75920953	+	0.000	0.000	Merged-chr16-75921068-56
NR18153--MA1107.1.KLF9	chr13	89454699	89454711	-	0.000	0.000	Merged-chr13-89454773-11
NR65920--MA0741.1.KLF16	chr9	22468356	22468366	-	0.000	0.000	Merged-chr9-22468507-1
NR55171--MA0741.1.KLF16	chr6	52191787	52191797	+	0.000	0.000	Merged-chr6-52191955-39
NR24276--MA1107.1.KLF9	chr15	78450141	78450153	+	0.000	0.000	Merged-chr15-78450295-54
NR55442--MA0741.1.KLF16	chr6	67295140	67295150	-	0.000	0.000	Merged-chr6-67295032-2
NR39622--MA0493.1.Klf1	chr2	158794812	158794822	+	0.000	0.000	Merged-chr2-158794730-73
NR53491--MA0741.1.KLF16	chr5	138619758	138619768	+	0.000	0.000	Merged-chr5-138619664-54
NR31047--MA0599.1.KLF5	chr17	87609162	87609171	-	0.000	0.000	Merged-chr17-87608990-28
NR47500--MA0599.1.KLF5	chr4	111414975	111414984	+	0.000	0.000	Merged-chr4-111415155-52
NR25470--MA0741.1.KLF16	chr15	102510713	102510723	-	0.000	0.000	Merged-chr15-102510806-31
NR10110--MA1107.1.KLF9	chr11	22782985	22782997	-	0.000	0.000	Merged-chr11-22782908-24
NR53613--MA1107.1.KLF9	chr5	140636812	140636824	+	0.000	0.000	Merged-chr5-140636895-23
NR33427--MA1107.1.KLF9	chr18	80200732	80200744	-	0.000	0.000	Merged-chr18-80200692-56
NR57198--MA1107.1.KLF9	chr6	129518079	129518091	+	0.000	0.000	Merged-chr6-129518183-25
NR25254--MA1107.1.KLF9	chr15	98634981	98634993	-	0.000	0.000	Merged-chr15-98634819-42
NR60733--MA0599.1.KLF5	chr7	99946489	99946498	+	0.000	0.000	Merged-chr7-99946527-26
NR66368--MA0599.1.KLF5	chr9	44799246	44799255	-	0.000	0.000	Merged-chr9-44799443-51
NR36183--MA0741.1.KLF16	chr2	33371146	33371156	+	0.000	0.000	Merged-chr2-33371227-82
NR2990--MA0493.1.Klf1	chr1	135105396	135105406	-	0.000	0.000	Merged-chr1-135105235-19
NR28507--MA0599.1.KLF5	chr17	12755963	12755972	+	0.000	0.000	Merged-chr17-12756128-8
NR52588--MA0741.1.KLF16	chr5	121330243	121330253	+	0.000	0.000	Merged-chr5-121330431-35
NR52285--MA0740.1.KLF14	chr5	113830524	113830537	+	0.000	0.000	Merged-chr5-113830533-46
NR54134--MA0742.1.Klf12	chr6	7844637	7844651	+	0.000	0.000	Merged-chr6-7844794-101
NR52556--MA0740.1.KLF14	chr5	120511172	120511185	-	0.000	0.000	Merged-chr5-120511260-45
NR24567--MA0741.1.KLF16	chr15	82127843	82127853	-	0.000	0.000	Merged-chr15-82127921-49
NR2826--MA0741.1.KLF16	chr1	131097895	131097905	-	0.000	0.000	Merged-chr1-131097779-22
NR21133--MA0599.1.KLF5	chr14	61599510	61599519	-	0.000	0.000	Merged-chr14-61599555-43
NR47709--MA0741.1.KLF16	chr4	119733755	119733765	-	0.000	0.000	Merged-chr4-119733692-69
NR51773--MA0039.3.KLF4	chr5	99252933	99252943	+	0.000	0.000	Merged-chr5-99252869-81
NR39507--MA0657.1.KLF13	chr2	156007958	156007975	-	0.000	0.000	Merged-chr2-156008083-48
NR12506--MA0599.1.KLF5	chr11	108223136	108223145	-	0.000	0.000	Merged-chr11-108223138-56
NR1207--MA0599.1.KLF5	chr1	60017019	60017028	+	0.000	0.000	Merged-chr1-60017133-4
NR45758--MA0741.1.KLF16	chr4	41348058	41348068	+	0.000	0.000	Merged-chr4-41348000-22
NR57193--MA0039.3.KLF4	chr6	129284582	129284592	-	0.000	0.000	Merged-chr6-129284661-64
NR67131--MA0599.1.KLF5	chr9	78175890	78175899	+	0.000	0.000	Merged-chr9-78176145-151
NR31033--MA0493.1.Klf1	chr17	87344580	87344590	+	0.000	0.000	Merged-chr17-87344693-70
NR40542--MA0493.1.Klf1	chr2	181520309	181520319	+	0.000	0.000	Merged-chr2-181520538-61
NR56454--MA0599.1.KLF5	chr6	106799864	106799873	-	0.000	0.000	Merged-chr6-106799866-87
NR41256--MA0741.1.KLF16	chr3	36475828	36475838	+	0.000	0.000	Merged-chr3-36475795-73
NR3798--MA0742.1.Klf12	chr1	160053614	160053628	-	0.000	0.000	Merged-chr1-160053620-125
NR34625--MA0493.1.Klf1	chr19	42045482	42045492	-	0.000	0.000	Merged-chr19-42045470-25
NR33333--MA1107.1.KLF9	chr18	77072715	77072727	+	0.000	0.000	Merged-chr18-77072792-44
NR47895--MA0741.1.KLF16	chr4	124657351	124657361	+	0.000	0.000	Merged-chr4-124657486-59
NR6795--MA0599.1.KLF5	chr10	61475718	61475727	+	0.000	0.000	Merged-chr10-61475900-58
NR65268--MA1107.1.KLF9	chr8	123203623	123203635	+	0.000	0.000	Merged-chr8-123203714-21
NR43163--MA0599.1.KLF5	chr3	107760512	107760521	+	0.000	0.000	Merged-chr3-107760330-76
NR6507--MA0039.3.KLF4	chr10	53889522	53889532	-	0.000	0.000	Merged-chr10-53889619-14
NR47863--MA0740.1.KLF14	chr4	123412059	123412072	-	0.000	0.000	Merged-chr4-123411950-84
NR60464--MA0740.1.KLF14	chr7	89308456	89308469	-	0.000	0.000	Merged-chr7-89308449-38
NR29334--MA0740.1.KLF14	chr17	33998961	33998974	-	0.000	0.000	Merged-chr17-33999093-34
NR60221--MA0657.1.KLF13	chr7	80123325	80123342	+	0.000	0.000	Merged-chr7-80123359-34
NR37246--MA0599.1.KLF5	chr2	73214456	73214465	+	0.000	0.000	Merged-chr2-73214305-60
NR48468--MA1107.1.KLF9	chr4	136178075	136178087	-	0.000	0.000	Merged-chr4-136177885-58
NR40255--MA0740.1.KLF14	chr2	173659684	173659697	+	0.000	0.000	Merged-chr2-173659827-104
NR38662--MA0493.1.Klf1	chr2	129065917	129065927	-	0.000	0.000	Merged-chr2-129066183-78
NR10657--MA0493.1.Klf1	chr11	53893205	53893215	-	0.000	0.000	Merged-chr11-53893292-15
NR3851--MA1107.1.KLF9	chr1	162186922	162186934	+	0.000	0.000	Merged-chr1-162187046-32
NR17323--MA0741.1.KLF16	chr13	63189563	63189573	-	0.000	0.000	Merged-chr13-63189715-33
NR68952--MA0742.1.Klf12	chrX	71492866	71492880	-	0.000	0.000	Merged-chrX-71492883-59
NR43188--MA0741.1.KLF16	chr3	108383923	108383933	-	0.000	0.000	Merged-chr3-108383794-50
NR30763--MA0599.1.KLF5	chr17	80441898	80441907	-	0.000	0.000	Merged-chr17-80441791-30
NR23634--MA1107.1.KLF9	chr15	50048925	50048937	-	0.000	0.000	Merged-chr15-50048880-3
NR45210--MA0742.1.Klf12	chr4	11900134	11900148	-	0.000	0.000	Merged-chr4-11900204-55
NR10362--MA0599.1.KLF5	chr11	32580749	32580758	-	0.000	0.000	Merged-chr11-32580688-47
NR64379--MA0741.1.KLF16	chr8	94191427	94191437	-	0.000	0.000	Merged-chr8-94191444-39
NR24631--MA0599.1.KLF5	chr15	83350231	83350240	-	0.000	0.000	Merged-chr15-83350192-58
NR57404--MA1107.1.KLF9	chr6	136938862	136938874	-	0.000	0.000	Merged-chr6-136938967-40
NR38563--MA1107.1.KLF9	chr2	127319251	127319263	-	0.000	0.000	Merged-chr2-127319189-56
NR691--MA0599.1.KLF5	chr1	36308104	36308113	+	0.000	0.000	Merged-chr1-36307925-67
NR10106--MA0657.1.KLF13	chr11	22782981	22782998	-	0.000	0.000	Merged-chr11-22782908-24
NR58279--MA1107.1.KLF9	chr7	16201384	16201396	+	0.000	0.000	Merged-chr7-16201318-27
NR18162--MA1107.1.KLF9	chr13	89454717	89454729	-	0.000	0.000	Merged-chr13-89454773-11
NR27886--MA1107.1.KLF9	chr16	92644935	92644947	+	0.000	0.000	Merged-chr16-92645041-59
NR29018--MA0741.1.KLF16	chr17	27325128	27325138	-	0.000	0.000	Merged-chr17-27325215-15
NR60065--MA1107.1.KLF9	chr7	75788656	75788668	-	0.000	0.000	Merged-chr7-75788525-69
NR30923--MA0741.1.KLF16	chr17	84026425	84026435	-	0.000	0.000	Merged-chr17-84026257-31
NR56332--MA1107.1.KLF9	chr6	101524034	101524046	+	0.000	0.000	Merged-chr6-101523995-1
NR38495--MA0741.1.KLF16	chr2	125456202	125456212	-	0.000	0.000	Merged-chr2-125456296-22
NR58331--MA0742.1.Klf12	chr7	16844088	16844102	-	0.000	0.000	Merged-chr7-16844063-21
NR12384--MA0742.1.Klf12	chr11	103966554	103966568	-	0.000	0.000	Merged-chr11-103966645-61
NR48378--MA0657.1.KLF13	chr4	135198109	135198126	+	0.000	0.000	Merged-chr4-135197991-22
NR12196--MA1107.1.KLF9	chr11	99132677	99132689	-	0.000	0.000	Merged-chr11-99132520-18
NR35255--MA0742.1.Klf12	chr2	9594245	9594259	+	0.000	0.000	Merged-chr2-9594121-50
NR40207--MA0599.1.KLF5	chr2	173000086	173000095	-	0.000	0.000	Merged-chr2-173000238-62
NR38019--MA0740.1.KLF14	chr2	112510307	112510320	-	0.000	0.000	Merged-chr2-112510265-49
NR6818--MA0741.1.KLF16	chr10	61680304	61680314	-	0.000	0.000	Merged-chr10-61680390-61
NR24076--MA0599.1.KLF5	chr15	74753072	74753081	+	0.000	0.000	Merged-chr15-74752931-48
NR68408--MA1107.1.KLF9	chr9	122886860	122886872	-	0.000	0.000	Merged-chr9-122886924-53
NR30875--MA0599.1.KLF5	chr17	83632067	83632076	+	0.000	0.000	Merged-chr17-83632090-95
NR12524--MA0599.1.KLF5	chr11	109331237	109331246	+	0.000	0.000	Merged-chr11-109331360-60
NR50107--MA0493.1.Klf1	chr5	30949986	30949996	-	0.000	0.000	Merged-chr5-30949994-50
NR33585--MA0599.1.KLF5	chr18	84859605	84859614	+	0.000	0.000	Merged-chr18-84859622-32
NR36295--MA0599.1.KLF5	chr2	37443127	37443136	-	0.000	0.000	Merged-chr2-37443185-70
NR16650--MA0493.1.Klf1	chr13	34130391	34130401	-	0.000	0.000	Merged-chr13-34130177-64
NR49219--MA0599.1.KLF5	chr4	155669501	155669510	-	0.000	0.000	Merged-chr4-155669356-57
NR21132--MA1107.1.KLF9	chr14	61556994	61557006	-	0.000	0.000	Merged-chr14-61556804-76
NR42601--MA0493.1.Klf1	chr3	90587046	90587056	-	0.000	0.000	Merged-chr3-90587051-129
NR16776--MA0599.1.KLF5	chr13	40922439	40922448	-	0.000	0.000	Merged-chr13-40922316-2,Merged-chr13-40922608-25
NR61284--MA0740.1.KLF14	chr7	120635181	120635194	-	0.000	0.000	Merged-chr7-120635408-90
NR39672--MA0599.1.KLF5	chr2	160471239	160471248	+	0.000	0.000	Merged-chr2-160471164-70
NR18950--MA1107.1.KLF9	chr13	108297728	108297740	-	0.000	0.000	Merged-chr13-108297760-66
NR57069--MA0493.1.Klf1	chr6	127109649	127109659	+	0.000	0.000	Merged-chr6-127109560-52
NR53743--MA1107.1.KLF9	chr5	144223499	144223511	+	0.000	0.000	Merged-chr5-144223474-90
NR30770--MA0742.1.Klf12	chr17	80468682	80468696	+	0.000	0.000	Merged-chr17-80468641-48
NR16418--MA0599.1.KLF5	chr13	22006445	22006454	+	0.000	0.000	Merged-chr13-22006398-128
NR67121--MA1107.1.KLF9	chr9	78074213	78074225	+	0.000	0.000	Merged-chr9-78074095-46
NR61459--MA0039.3.KLF4	chr7	127181012	127181022	+	0.000	0.000	Merged-chr7-127180997-43
NR49270--MA0741.1.KLF16	chr4	156235964	156235974	-	0.000	0.000	Merged-chr4-156236095-69
NR37479--MA0599.1.KLF5	chr2	83644733	83644742	+	0.000	0.000	Merged-chr2-83644622-62
NR48147--MA0599.1.KLF5	chr4	130914277	130914286	+	0.000	0.000	Merged-chr4-130914232-60
NR69073--MA0493.1.Klf1	chrX	93701031	93701041	-	0.000	0.000	Merged-chrX-93701009-42
NR62981--MA0740.1.KLF14	chr8	40963169	40963182	-	0.000	0.000	Merged-chr8-40963134-88
NR40328--MA0599.1.KLF5	chr2	174556048	174556057	-	0.000	0.000	Merged-chr2-174555978-36
NR16542--MA1107.1.KLF9	chr13	28762740	28762752	-	0.000	0.000	Merged-chr13-28762755-10
NR20818--MA0599.1.KLF5	chr14	53553951	53553960	-	0.000	0.000	Merged-chr14-53553995-16
NR17754--MA0599.1.KLF5	chr13	75845602	75845611	-	0.000	0.000	Merged-chr13-75845828-42
NR35890--MA0599.1.KLF5	chr2	28640914	28640923	+	0.000	0.000	Merged-chr2-28641113-91
NR43162--MA1107.1.KLF9	chr3	107233419	107233431	-	0.000	0.000	Merged-chr3-107233528-55
NR12430--MA0599.1.KLF5	chr11	106193671	106193680	+	0.000	0.000	Merged-chr11-106193514-84
NR61921--MA0493.1.Klf1	chr7	141437737	141437747	-	0.000	0.000	Merged-chr7-141437625-56
NR33767--MA0039.3.KLF4	chr19	4000357	4000367	+	0.000	0.000	Merged-chr19-4000436-69
NR53361--MA0741.1.KLF16	chr5	137032887	137032897	+	0.000	0.000	Merged-chr5-137032758-64
NR46078--MA1107.1.KLF9	chr4	47303293	47303305	+	0.000	0.000	Merged-chr4-47303220-82
NR35498--MA0741.1.KLF16	chr2	16568334	16568344	-	0.000	0.000	Merged-chr2-16568402-24
NR15346--MA0599.1.KLF5	chr12	102704991	102705000	-	0.000	0.000	Merged-chr12-102704988-92
NR14817--MA0740.1.KLF14	chr12	84451189	84451202	+	0.000	0.000	Merged-chr12-84451236-79
