#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR1856--MA0482.1.Gata4	chr12	16588626	16588636	+	0.000	0.000	Merged-chr12-16588738-7
NR8657--MA0037.3.GATA3	chr7	30099623	30099630	+	0.000	0.000	Merged-chr7-30099514-26
NR890--MA0035.3.Gata1	chr10	13993678	13993688	+	0.000	0.000	Merged-chr10-13993632-56
NR2141--MA0140.2.GATA1::TAL1	chr12	81595270	81595287	-	0.000	0.000	Merged-chr12-81595167-52
NR3186--MA0037.3.GATA3	chr14	66241477	66241484	-	0.000	0.000	Merged-chr14-66241484-22
NR5105--MA0036.3.GATA2	chr19	58376992	58377002	-	0.000	0.000	Merged-chr19-58376963-7
NR5756--MA1104.1.GATA6	chr2	153525958	153525970	-	0.000	0.000	Merged-chr2-153526092-26
NR712--MA0036.3.GATA2	chr1	164366710	164366720	+	0.000	0.000	Merged-chr1-164366862-30
NR6420--MA0037.3.GATA3	chr3	133332579	133332586	-	0.000	0.000	Merged-chr3-133332565-72
NR7200--MA0035.3.Gata1	chr4	149147505	149147515	-	0.000	0.000	Merged-chr4-149147530-1
NR9477--MA0037.3.GATA3	chr9	13466584	13466591	+	0.000	0.000	Merged-chr9-13466686-68
NR3754--MA0482.1.Gata4	chr15	97831564	97831574	+	0.000	0.000	Merged-chr15-97831393-88
NR3406--MA0482.1.Gata4	chr14	121995694	121995704	-	0.000	0.000	Merged-chr14-121995600-7
NR7427--MA0766.1.GATA5	chr5	37083247	37083254	-	0.000	0.000	Merged-chr5-37083387-28
NR25--MA0766.1.GATA5	chr1	6453564	6453571	+	0.000	0.000	Merged-chr1-6453471-6
NR4892--MA0140.2.GATA1::TAL1	chr18	67212824	67212841	+	0.000	0.000	Merged-chr18-67212775-57
NR4369--MA0482.1.Gata4	chr17	32350601	32350611	+	0.000	0.000	Merged-chr17-32350599-47
NR5052--MA0036.3.GATA2	chr19	31210683	31210693	+	0.000	0.000	Merged-chr19-31210653-54
NR5989--MA0036.3.GATA2	chr3	41107781	41107791	+	0.000	0.000	Merged-chr3-41107952-27
NR1765--MA0140.2.GATA1::TAL1	chr11	110919281	110919298	-	0.000	0.000	Merged-chr11-110919203-38
NR7287--MA0037.3.GATA3	chr5	15470117	15470124	-	0.000	0.000	Merged-chr5-15470199-54
NR7807--MA0766.1.GATA5	chr5	150593213	150593220	-	0.000	0.000	Merged-chr5-150593583-231
NR8109--MA0482.1.Gata4	chr6	66252375	66252385	+	0.000	0.000	Merged-chr6-66252273-1,Merged-chr6-66252474-1
NR5328--MA0035.3.Gata1	chr2	60418236	60418246	-	0.000	0.000	Merged-chr2-60418304-27
NR9729--MA0036.3.GATA2	chr9	92274453	92274463	+	0.000	0.000	Merged-chr9-92274591-56
NR7112--MA0036.3.GATA2	chr4	126677481	126677491	-	0.000	0.000	Merged-chr4-126677717-65
NR4359--MA0035.3.Gata1	chr17	27323302	27323312	+	0.000	0.000	Merged-chr17-27323176-36
NR9416--MA0035.3.Gata1	chr8	124520719	124520729	+	0.000	0.000	Merged-chr8-124520851-52
NR1673--MA0482.1.Gata4	chr11	70594812	70594822	+	0.000	0.000	Merged-chr11-70594778-39
NR4038--MA1104.1.GATA6	chr16	64758765	64758777	+	0.000	0.000	Merged-chr16-64758494-145
NR2358--MA1104.1.GATA6	chr13	3637161	3637173	-	0.000	0.000	Merged-chr13-3636993-50
NR1519--MA0036.3.GATA2	chr11	6528674	6528684	-	0.000	0.000	Merged-chr11-6528717-51
NR9373--MA0482.1.Gata4	chr8	111955418	111955428	+	0.000	0.000	Merged-chr8-111955328-48
NR8378--MA1104.1.GATA6	chr6	130102976	130102988	-	0.000	0.000	Merged-chr6-130103023-31
NR1756--MA1104.1.GATA6	chr11	106430741	106430753	-	0.000	0.000	Merged-chr11-106430638-37
NR3409--MA0035.3.Gata1	chr14	121995695	121995705	-	0.000	0.000	Merged-chr14-121995600-7
NR2288--MA0482.1.Gata4	chr12	105019701	105019711	+	0.000	0.000	Merged-chr12-105019829-37
NR3866--MA0035.3.Gata1	chr16	24826502	24826512	+	0.000	0.000	Merged-chr16-24826564-20
NR5184--MA0766.1.GATA5	chr2	17644736	17644743	+	0.000	0.000	Merged-chr2-17644831-25
NR1315--MA0035.3.Gata1	chr10	99393612	99393622	-	0.000	0.000	Merged-chr10-99393384-65
NR2741--MA0035.3.Gata1	chr13	85498876	85498886	-	0.000	0.000	Merged-chr13-85498931-37
NR3750--MA1104.1.GATA6	chr15	97790275	97790287	+	0.000	0.000	Merged-chr15-97790248-21
NR2738--MA0037.3.GATA3	chr13	85498878	85498885	+	0.000	0.000	Merged-chr13-85498931-37
NR5107--MA0766.1.GATA5	chr19	60838027	60838034	+	0.000	0.000	Merged-chr19-60837918-27
NR194--MA0037.3.GATA3	chr1	59173180	59173187	+	0.000	0.000	Merged-chr1-59173225-2
NR6664--MA0037.3.GATA3	chr4	10770164	10770171	+	0.000	0.000	Merged-chr4-10770192-53
NR9376--MA0035.3.Gata1	chr8	111955417	111955427	+	0.000	0.000	Merged-chr8-111955328-48
NR9918--MA0035.3.Gata1	chrX	140537798	140537808	+	0.000	0.000	Merged-chrX-140537922-35
NR3170--MA0482.1.Gata4	chr14	60131692	60131702	+	0.000	0.000	Merged-chr14-60131750-51
NR1761--MA0482.1.Gata4	chr11	109561090	109561100	-	0.000	0.000	Merged-chr11-109560984-42
NR9403--MA0036.3.GATA2	chr8	120537477	120537487	-	0.000	0.000	Merged-chr8-120537413-55
NR6271--MA0140.2.GATA1::TAL1	chr3	96273719	96273736	+	0.000	0.000	Merged-chr3-96273916-38
NR5838--MA0036.3.GATA2	chr2	179369438	179369448	-	0.000	0.000	Merged-chr2-179369287-1
NR7232--MA1104.1.GATA6	chr4	156022067	156022079	-	0.000	0.000	Merged-chr4-156022073-120
NR3821--MA0482.1.Gata4	chr16	10732546	10732556	+	0.000	0.000	Merged-chr16-10732689-38
NR3074--MA0482.1.Gata4	chr14	30675115	30675125	-	0.000	0.000	Merged-chr14-30675172-26
NR7290--MA0036.3.GATA2	chr5	15470116	15470126	+	0.000	0.000	Merged-chr5-15470199-54
NR1716--MA0036.3.GATA2	chr11	95835284	95835294	-	0.000	0.000	Merged-chr11-95835319-21
NR5067--MA0766.1.GATA5	chr19	33053337	33053344	-	0.000	0.000	Merged-chr19-33053321-32
NR9907--MA0482.1.Gata4	chrX	134601054	134601064	+	0.000	0.000	Merged-chrX-134601254-82
NR7685--MA0482.1.Gata4	chr5	107648992	107649002	+	0.000	0.000	Merged-chr5-107649073-49
NR6164--MA0140.2.GATA1::TAL1	chr3	69041523	69041540	-	0.000	0.000	Merged-chr3-69041504-24
NR715--MA0037.3.GATA3	chr1	164494819	164494826	+	0.000	0.000	Merged-chr1-164494906-11
NR6249--MA0140.2.GATA1::TAL1	chr3	86635973	86635990	-	0.000	0.000	Merged-chr3-86635879-25
NR4487--MA0037.3.GATA3	chr17	65954138	65954145	-	0.000	0.000	Merged-chr17-65954196-36
NR9806--MA0766.1.GATA5	chr9	123928903	123928910	-	0.000	0.000	Merged-chr9-123928756-104
NR7784--MA0035.3.Gata1	chr5	149255636	149255646	+	0.000	0.000	Merged-chr5-149255735-4
NR2297--MA0037.3.GATA3	chr12	107139203	107139210	+	0.000	0.000	Merged-chr12-107139139-48
NR3851--MA0037.3.GATA3	chr16	20930013	20930020	-	0.000	0.000	Merged-chr16-20930100-26
NR8761--MA0036.3.GATA2	chr7	67672916	67672926	-	0.000	0.000	Merged-chr7-67672812-28
NR4167--MA0140.2.GATA1::TAL1	chr16	91063928	91063945	-	0.000	0.000	Merged-chr16-91063973-29
NR3484--MA1104.1.GATA6	chr15	19857645	19857657	-	0.000	0.000	Merged-chr15-19857574-17
NR3847--MA0482.1.Gata4	chr16	18075421	18075431	-	0.000	0.000	Merged-chr16-18075425-17
NR3637--MA0766.1.GATA5	chr15	53267119	53267126	+	0.000	0.000	Merged-chr15-53267286-91
NR5779--MA0482.1.Gata4	chr2	163054625	163054635	-	0.000	0.000	Merged-chr2-163054784-63
NR8968--MA0037.3.GATA3	chr7	119894981	119894988	+	0.000	0.000	Merged-chr7-119895039-1
NR7773--MA0482.1.Gata4	chr5	148596595	148596605	+	0.000	0.000	Merged-chr5-148596681-29
NR3450--MA1104.1.GATA6	chr15	8280448	8280460	-	0.000	0.000	Merged-chr15-8280344-8
NR762--MA0766.1.GATA5	chr1	172526891	172526898	-	0.000	0.000	Merged-chr1-172526755-50
NR3149--MA0037.3.GATA3	chr14	55724754	55724761	+	0.000	0.000	Merged-chr14-55724704-52
NR23--MA0482.1.Gata4	chr1	6453561	6453571	-	0.000	0.000	Merged-chr1-6453471-6
NR8774--MA0036.3.GATA2	chr7	72308182	72308192	+	0.000	0.000	Merged-chr7-72308227-31
NR1674--MA1104.1.GATA6	chr11	70594810	70594822	-	0.000	0.000	Merged-chr11-70594778-39
NR9374--MA1104.1.GATA6	chr8	111955416	111955428	-	0.000	0.000	Merged-chr8-111955328-48
NR8296--MA0037.3.GATA3	chr6	122742624	122742631	-	0.000	0.000	Merged-chr6-122742614-91
NR2905--MA0766.1.GATA5	chr13	113580117	113580124	+	0.000	0.000	Merged-chr13-113580257-62
NR2289--MA1104.1.GATA6	chr12	105019699	105019711	-	0.000	0.000	Merged-chr12-105019829-37
NR2513--MA0037.3.GATA3	chr13	29756231	29756238	+	0.000	0.000	Merged-chr13-29756237-14
NR7199--MA0036.3.GATA2	chr4	149147505	149147515	-	0.000	0.000	Merged-chr4-149147530-1
NR68--MA0036.3.GATA2	chr1	13293495	13293505	+	0.000	0.000	Merged-chr1-13293593-50
NR7752--MA0482.1.Gata4	chr5	137787615	137787625	-	0.000	0.000	Merged-chr5-137787536-7
NR3249--MA0766.1.GATA5	chr14	87439913	87439920	-	0.000	0.000	Merged-chr14-87439901-5
NR7428--MA0035.3.Gata1	chr5	37083246	37083256	+	0.000	0.000	Merged-chr5-37083387-28
NR26--MA0035.3.Gata1	chr1	6453562	6453572	-	0.000	0.000	Merged-chr1-6453471-6
NR5477--MA0035.3.Gata1	chr2	102975817	102975827	-	0.000	0.000	Merged-chr2-102975832-14
NR1273--MA1104.1.GATA6	chr10	95971100	95971112	-	0.000	0.000	Merged-chr10-95971075-85
NR3696--MA0036.3.GATA2	chr15	80590804	80590814	-	0.000	0.000	Merged-chr15-80590747-44
NR1666--MA0140.2.GATA1::TAL1	chr11	66906100	66906117	-	0.000	0.000	Merged-chr11-66906049-23
NR7808--MA0035.3.Gata1	chr5	150593212	150593222	+	0.000	0.000	Merged-chr5-150593583-231
NR1815--MA0037.3.GATA3	chr12	12172556	12172563	-	0.000	0.000	Merged-chr12-12172464-29
NR4784--MA0766.1.GATA5	chr18	50014639	50014646	+	0.000	0.000	Merged-chr18-50014584-52
NR5086--MA0482.1.Gata4	chr19	46620060	46620070	-	0.000	0.000	Merged-chr19-46620252-57
NR5081--MA0766.1.GATA5	chr19	42166224	42166231	+	0.000	0.000	Merged-chr19-42166251-13
NR3171--MA1104.1.GATA6	chr14	60131690	60131702	-	0.000	0.000	Merged-chr14-60131750-51
NR7545--MA0036.3.GATA2	chr5	65867407	65867417	+	0.000	0.000	Merged-chr5-65867573-52
NR8971--MA0036.3.GATA2	chr7	119894979	119894989	-	0.000	0.000	Merged-chr7-119895039-1
NR744--MA0036.3.GATA2	chr1	171118396	171118406	-	0.000	0.000	Merged-chr1-171118470-13
NR5256--MA0766.1.GATA5	chr2	45972084	45972091	-	0.000	0.000	Merged-chr2-45972102-2
NR704--MA0140.2.GATA1::TAL1	chr1	161794947	161794964	+	0.000	0.000	Merged-chr1-161794797-65
NR3713--MA0037.3.GATA3	chr15	91578252	91578259	-	0.000	0.000	Merged-chr15-91578192-2
NR8700--MA0482.1.Gata4	chr7	45526451	45526461	+	0.000	0.000	Merged-chr7-45526317-62
NR5185--MA0035.3.Gata1	chr2	17644734	17644744	-	0.000	0.000	Merged-chr2-17644831-25
NR1819--MA0766.1.GATA5	chr12	12172556	12172563	-	0.000	0.000	Merged-chr12-12172464-29
NR8860--MA1104.1.GATA6	chr7	92420480	92420492	-	0.000	0.000	Merged-chr7-92420666-38
NR5094--MA0766.1.GATA5	chr19	53185684	53185691	-	0.000	0.000	Merged-chr19-53185705-40
NR3666--MA0140.2.GATA1::TAL1	chr15	64031989	64032006	+	0.000	0.000	Merged-chr15-64031961-34
NR1124--MA0036.3.GATA2	chr10	67205199	67205209	-	0.000	0.000	Merged-chr10-67205181-43
NR5042--MA0035.3.Gata1	chr19	25360764	25360774	-	0.000	0.000	Merged-chr19-25360847-26
NR5754--MA0037.3.GATA3	chr2	153525960	153525967	-	0.000	0.000	Merged-chr2-153526092-26
NR5193--MA0036.3.GATA2	chr2	20969347	20969357	-	0.000	0.000	Merged-chr2-20969092-180
NR1028--MA0036.3.GATA2	chr10	43758227	43758237	+	0.000	0.000	Merged-chr10-43758318-11
NR6762--MA0482.1.Gata4	chr4	32291744	32291754	-	0.000	0.000	Merged-chr4-32291576-26
NR3165--MA0036.3.GATA2	chr14	60118304	60118314	+	0.000	0.000	Merged-chr14-60118138-14
NR8222--MA0036.3.GATA2	chr6	100011906	100011916	-	0.000	0.000	Merged-chr6-100011850-11
NR1632--MA0037.3.GATA3	chr11	54063314	54063321	+	0.000	0.000	Merged-chr11-54063198-57
NR5387--MA0140.2.GATA1::TAL1	chr2	73485538	73485555	+	0.000	0.000	Merged-chr2-73485645-123
NR9804--MA0482.1.Gata4	chr9	123928903	123928913	+	0.000	0.000	Merged-chr9-123928756-104
NR5758--MA0766.1.GATA5	chr2	153525960	153525967	-	0.000	0.000	Merged-chr2-153526092-26
NR5462--MA1104.1.GATA6	chr2	98665145	98665157	+	0.000	0.000	Merged-chr2-98665090-39
NR5078--MA0482.1.Gata4	chr19	42166221	42166231	-	0.000	0.000	Merged-chr19-42166251-13
NR4179--MA0037.3.GATA3	chr16	93918466	93918473	-	0.000	0.000	Merged-chr16-93918388-61
NR9166--MA0482.1.Gata4	chr8	36194320	36194330	+	0.000	0.000	Merged-chr8-36194183-57
NR7494--MA0140.2.GATA1::TAL1	chr5	57610170	57610187	-	0.000	0.000	Merged-chr5-57610042-1
NR2324--MA0036.3.GATA2	chr12	112743308	112743318	+	0.000	0.000	Merged-chr12-112743369-41
NR3306--MA0036.3.GATA2	chr14	101477377	101477387	-	0.000	0.000	Merged-chr14-101477413-70
NR6422--MA0766.1.GATA5	chr3	133332579	133332586	-	0.000	0.000	Merged-chr3-133332565-72
NR5068--MA0035.3.Gata1	chr19	33053336	33053346	+	0.000	0.000	Merged-chr19-33053321-32
NR8376--MA0037.3.GATA3	chr6	130102978	130102985	-	0.000	0.000	Merged-chr6-130103023-31
NR7774--MA1104.1.GATA6	chr5	148596593	148596605	-	0.000	0.000	Merged-chr5-148596681-29
NR794--MA0482.1.Gata4	chr1	180364121	180364131	+	0.000	0.000	Merged-chr1-180364196-41
NR4324--MA0140.2.GATA1::TAL1	chr17	17636257	17636274	-	0.000	0.000	Merged-chr17-17636367-22
NR651--MA0482.1.Gata4	chr1	151002319	151002329	+	0.000	0.000	Merged-chr1-151002204-60
NR4570--MA0036.3.GATA2	chr17	84061870	84061880	+	0.000	0.000	Merged-chr17-84061758-18
NR4365--MA0036.3.GATA2	chr17	31210485	31210495	+	0.000	0.000	Merged-chr17-31210494-9
NR1607--MA0482.1.Gata4	chr11	35537612	35537622	+	0.000	0.000	Merged-chr11-35537638-11
NR8342--MA0037.3.GATA3	chr6	128362492	128362499	-	0.000	0.000	Merged-chr6-128362737-69
NR2895--MA0035.3.Gata1	chr13	111655962	111655972	-	0.000	0.000	Merged-chr13-111655949-74
NR370--MA0035.3.Gata1	chr1	91099024	91099034	+	0.000	0.000	Merged-chr1-91099031-34
NR8910--MA0482.1.Gata4	chr7	110265934	110265944	-	0.000	0.000	Merged-chr7-110265938-33
NR2698--MA0036.3.GATA2	chr13	81659054	81659064	-	0.000	0.000	Merged-chr13-81658891-4
NR725--MA0766.1.GATA5	chr1	165985897	165985904	+	0.000	0.000	Merged-chr1-165985990-54
NR700--MA1104.1.GATA6	chr1	161707158	161707170	+	0.000	0.000	Merged-chr1-161707270-12
NR3638--MA0035.3.Gata1	chr15	53267117	53267127	-	0.000	0.000	Merged-chr15-53267286-91
NR2826--MA0036.3.GATA2	chr13	100576088	100576098	-	0.000	0.000	Merged-chr13-100576105-29
NR7753--MA1104.1.GATA6	chr5	137787615	137787627	+	0.000	0.000	Merged-chr5-137787536-7
NR977--MA0766.1.GATA5	chr10	28518460	28518467	-	0.000	0.000	Merged-chr10-28518434-39
NR7230--MA0037.3.GATA3	chr4	156022069	156022076	-	0.000	0.000	Merged-chr4-156022073-120
NR4445--MA0035.3.Gata1	chr17	56291309	56291319	+	0.000	0.000	Merged-chr17-56291357-21
NR3181--MA0482.1.Gata4	chr14	66218980	66218990	+	0.000	0.000	Merged-chr14-66218968-32
NR763--MA0035.3.Gata1	chr1	172526890	172526900	+	0.000	0.000	Merged-chr1-172526755-50
NR186--MA0036.3.GATA2	chr1	53782263	53782273	+	0.000	0.000	Merged-chr1-53782254-16
NR7840--MA0140.2.GATA1::TAL1	chr6	7847066	7847083	+	0.000	0.000	Merged-chr6-7847080-25
NR4182--MA0036.3.GATA2	chr16	93918465	93918475	+	0.000	0.000	Merged-chr16-93918388-61
NR9623--MA0140.2.GATA1::TAL1	chr9	76831666	76831683	-	0.000	0.000	Merged-chr9-76831707-1
NR2906--MA0035.3.Gata1	chr13	113580115	113580125	-	0.000	0.000	Merged-chr13-113580257-62
NR8701--MA1104.1.GATA6	chr7	45526449	45526461	-	0.000	0.000	Merged-chr7-45526317-62
NR1488--MA1104.1.GATA6	chr10	127135638	127135650	-	0.000	0.000	Merged-chr10-127135675-65
NR4521--MA0140.2.GATA1::TAL1	chr17	70925029	70925046	+	0.000	0.000	Merged-chr17-70924985-48
NR4355--MA0037.3.GATA3	chr17	27323303	27323310	-	0.000	0.000	Merged-chr17-27323176-36
NR446--MA0766.1.GATA5	chr1	105803095	105803102	+	0.000	0.000	Merged-chr1-105803155-19
NR3749--MA0482.1.Gata4	chr15	97790275	97790285	-	0.000	0.000	Merged-chr15-97790248-21
NR1798--MA0482.1.Gata4	chr12	4234234	4234244	+	0.000	0.000	Merged-chr12-4234133-70
NR6763--MA1104.1.GATA6	chr4	32291744	32291756	+	0.000	0.000	Merged-chr4-32291576-26
NR2547--MA0036.3.GATA2	chr13	41097618	41097628	-	0.000	0.000	Merged-chr13-41097728-40
NR4785--MA0035.3.Gata1	chr18	50014637	50014647	-	0.000	0.000	Merged-chr18-50014584-52
NR3405--MA0037.3.GATA3	chr14	121995697	121995704	+	0.000	0.000	Merged-chr14-121995600-7
NR3862--MA0037.3.GATA3	chr16	24826503	24826510	-	0.000	0.000	Merged-chr16-24826564-20
NR5446--MA1104.1.GATA6	chr2	91876527	91876539	-	0.000	0.000	Merged-chr2-91876592-59
NR351--MA0482.1.Gata4	chr1	87878051	87878061	+	0.000	0.000	Merged-chr1-87877929-42
NR4368--MA0037.3.GATA3	chr17	32350601	32350608	-	0.000	0.000	Merged-chr17-32350599-47
NR7008--MA0766.1.GATA5	chr4	95197266	95197273	+	0.000	0.000	Merged-chr4-95197383-10
NR5047--MA0036.3.GATA2	chr19	29367424	29367434	-	0.000	0.000	Merged-chr19-29367376-49
NR9011--MA0037.3.GATA3	chr7	135598690	135598697	+	0.000	0.000	Merged-chr7-135598633-32
NR8777--MA0035.3.Gata1	chr7	72314634	72314644	+	0.000	0.000	Merged-chr7-72314558-78
NR664--MA0766.1.GATA5	chr1	151973294	151973301	+	0.000	0.000	Merged-chr1-151973357-25
NR8108--MA0037.3.GATA3	chr6	66252375	66252382	-	0.000	0.000	Merged-chr6-66252273-1,Merged-chr6-66252474-1
NR5079--MA1104.1.GATA6	chr19	42166221	42166233	+	0.000	0.000	Merged-chr19-42166251-13
NR4352--MA0140.2.GATA1::TAL1	chr17	25273063	25273080	-	0.000	0.000	Merged-chr17-25272992-3
NR9167--MA1104.1.GATA6	chr8	36194318	36194330	-	0.000	0.000	Merged-chr8-36194183-57
NR2571--MA0482.1.Gata4	chr13	52922195	52922205	-	0.000	0.000	Merged-chr13-52922066-27
NR7758--MA1104.1.GATA6	chr5	139483515	139483527	-	0.000	0.000	Merged-chr5-139483495-36
NR1672--MA0037.3.GATA3	chr11	70594812	70594819	-	0.000	0.000	Merged-chr11-70594778-39
NR2803--MA0140.2.GATA1::TAL1	chr13	95393443	95393460	+	0.000	0.000	Merged-chr13-95393533-22
NR5095--MA0035.3.Gata1	chr19	53185683	53185693	+	0.000	0.000	Merged-chr19-53185705-40
NR4825--MA0036.3.GATA2	chr18	56733837	56733847	-	0.000	0.000	Merged-chr18-56734019-60
NR795--MA1104.1.GATA6	chr1	180364119	180364131	-	0.000	0.000	Merged-chr1-180364196-41
NR2287--MA0037.3.GATA3	chr12	105019701	105019708	-	0.000	0.000	Merged-chr12-105019829-37
NR4206--MA0036.3.GATA2	chr16	97204300	97204310	+	0.000	0.000	Merged-chr16-97204388-55
NR667--MA0036.3.GATA2	chr1	153141157	153141167	+	0.000	0.000	Merged-chr1-153140977-54
NR9015--MA0766.1.GATA5	chr7	135598690	135598697	+	0.000	0.000	Merged-chr7-135598633-32
NR354--MA0035.3.Gata1	chr1	87878050	87878060	+	0.000	0.000	Merged-chr1-87877929-42
NR4966--MA1104.1.GATA6	chr18	79027924	79027936	-	0.000	0.000	Merged-chr18-79027907-21
NR1520--MA0766.1.GATA5	chr11	6528676	6528683	+	0.000	0.000	Merged-chr11-6528717-51
NR1634--MA0140.2.GATA1::TAL1	chr11	55023338	55023355	+	0.000	0.000	Merged-chr11-55023207-51
NR3199--MA0482.1.Gata4	chr14	73123961	73123971	-	0.000	0.000	Merged-chr14-73124034-46
NR8911--MA1104.1.GATA6	chr7	110265934	110265946	+	0.000	0.000	Merged-chr7-110265938-33
NR2431--MA0035.3.Gata1	chr13	8457040	8457050	+	0.000	0.000	Merged-chr13-8457184-81
NR4482--MA0482.1.Gata4	chr17	64602271	64602281	-	0.000	0.000	Merged-chr17-64602197-17
NR3826--MA0140.2.GATA1::TAL1	chr16	10732547	10732564	+	0.000	0.000	Merged-chr16-10732689-38
NR6475--MA0766.1.GATA5	chr3	136742960	136742967	-	0.000	0.000	Merged-chr3-136742959-57
NR3692--MA0037.3.GATA3	chr15	78495178	78495185	+	0.000	0.000	Merged-chr15-78495177-43
NR656--MA0766.1.GATA5	chr1	151009415	151009422	-	0.000	0.000	Merged-chr1-151009545-50
NR6322--MA0036.3.GATA2	chr3	115693559	115693569	+	0.000	0.000	Merged-chr3-115693579-13
NR4371--MA0036.3.GATA2	chr17	32350600	32350610	+	0.000	0.000	Merged-chr17-32350599-47
NR9389--MA0766.1.GATA5	chr8	117278454	117278461	-	0.000	0.000	Merged-chr8-117278352-17
NR8254--MA0036.3.GATA2	chr6	108168406	108168416	-	0.000	0.000	Merged-chr6-108168461-115
NR7703--MA0037.3.GATA3	chr5	122145603	122145610	-	0.000	0.000	Merged-chr5-122145635-51
NR8121--MA0766.1.GATA5	chr6	67184856	67184863	+	0.000	0.000	Merged-chr6-67184785-39
NR4490--MA0766.1.GATA5	chr17	65954138	65954145	-	0.000	0.000	Merged-chr17-65954196-36
NR9906--MA0037.3.GATA3	chrX	134601054	134601061	-	0.000	0.000	Merged-chrX-134601254-82
NR2580--MA1104.1.GATA6	chr13	55636685	55636697	-	0.000	0.000	Merged-chr13-55636712-28
NR3449--MA0482.1.Gata4	chr15	8280450	8280460	+	0.000	0.000	Merged-chr15-8280344-8
NR932--MA0140.2.GATA1::TAL1	chr10	19597077	19597094	-	0.000	0.000	Merged-chr10-19597137-35
NR4485--MA0035.3.Gata1	chr17	64602272	64602282	-	0.000	0.000	Merged-chr17-64602197-17
NR8000--MA1104.1.GATA6	chr6	54088248	54088260	+	0.000	0.000	Merged-chr6-54088359-21
NR2290--MA0036.3.GATA2	chr12	105019700	105019710	+	0.000	0.000	Merged-chr12-105019829-37
NR768--MA0036.3.GATA2	chr1	174635511	174635521	+	0.000	0.000	Merged-chr1-174635411-1
NR726--MA0035.3.Gata1	chr1	165985895	165985905	-	0.000	0.000	Merged-chr1-165985990-54
NR8918--MA0036.3.GATA2	chr7	110432410	110432420	+	0.000	0.000	Merged-chr7-110432490-32
NR3824--MA0766.1.GATA5	chr16	10732546	10732553	-	0.000	0.000	Merged-chr16-10732689-38
NR4777--MA0036.3.GATA2	chr18	49982267	49982277	+	0.000	0.000	Merged-chr18-49982392-61
NR352--MA1104.1.GATA6	chr1	87878049	87878061	-	0.000	0.000	Merged-chr1-87877929-42
NR7772--MA0037.3.GATA3	chr5	148596595	148596602	-	0.000	0.000	Merged-chr5-148596681-29
NR8190--MA0766.1.GATA5	chr6	91125080	91125087	+	0.000	0.000	Merged-chr6-91125010-35
NR6295--MA0036.3.GATA2	chr3	106788698	106788708	-	0.000	0.000	Merged-chr3-106788511-97
NR22--MA0037.3.GATA3	chr1	6453564	6453571	+	0.000	0.000	Merged-chr1-6453471-6
NR6253--MA0035.3.Gata1	chr3	89187848	89187858	-	0.000	0.000	Merged-chr3-89188181-94
NR2572--MA1104.1.GATA6	chr13	52922195	52922207	+	0.000	0.000	Merged-chr13-52922066-27
NR1743--MA0766.1.GATA5	chr11	101627409	101627416	-	0.000	0.000	Merged-chr11-101627512-104
NR8432--MA0482.1.Gata4	chr6	134533243	134533253	+	0.000	0.000	Merged-chr6-134533147-7
NR6799--MA0482.1.Gata4	chr4	43973613	43973623	+	0.000	0.000	Merged-chr4-43973629-28
NR6250--MA0140.2.GATA1::TAL1	chr3	87515997	87516014	+	0.000	0.000	Merged-chr3-87515850-49
NR2568--MA0482.1.Gata4	chr13	51738080	51738090	+	0.000	0.000	Merged-chr13-51738268-47
NR8859--MA0482.1.Gata4	chr7	92420482	92420492	+	0.000	0.000	Merged-chr7-92420666-38
NR447--MA0035.3.Gata1	chr1	105803093	105803103	-	0.000	0.000	Merged-chr1-105803155-19
NR4169--MA0037.3.GATA3	chr16	91448309	91448316	+	0.000	0.000	Merged-chr16-91448282-13
NR7751--MA0037.3.GATA3	chr5	137787618	137787625	+	0.000	0.000	Merged-chr5-137787536-7
NR2186--MA0036.3.GATA2	chr12	91065610	91065620	+	0.000	0.000	Merged-chr12-91065547-31
NR743--MA0140.2.GATA1::TAL1	chr1	171037127	171037144	-	0.000	0.000	Merged-chr1-171037046-24
NR8302--MA0482.1.Gata4	chr6	122804674	122804684	+	0.000	0.000	Merged-chr6-122804652-39
NR8283--MA0482.1.Gata4	chr6	118167289	118167299	-	0.000	0.000	Merged-chr6-118167184-65
NR1542--MA0035.3.Gata1	chr11	11564365	11564375	+	0.000	0.000	Merged-chr11-11564485-53
NR6163--MA1104.1.GATA6	chr3	69041531	69041543	+	0.000	0.000	Merged-chr3-69041504-24
NR4483--MA1104.1.GATA6	chr17	64602271	64602283	+	0.000	0.000	Merged-chr17-64602197-17
NR5781--MA0036.3.GATA2	chr2	163229299	163229309	-	0.000	0.000	Merged-chr2-163229277-53
NR7981--MA0140.2.GATA1::TAL1	chr6	49128488	49128505	-	0.000	0.000	Merged-chr6-49128471-29
NR197--MA0036.3.GATA2	chr1	59173178	59173188	-	0.000	0.000	Merged-chr1-59173225-2
