#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
NR8644--MA0511.2.RUNX2	chr8	34740486	34740494	-	0.000	0.000	Merged-chr8-34740455-84
NR1307--MA0511.2.RUNX2	chr10	121189374	121189382	-	0.000	0.000	Merged-chr10-121189304-59
NR2733--MA0511.2.RUNX2	chr13	117034088	117034096	+	0.000	0.000	Merged-chr13-117034098-43
NR8545--MA0002.2.RUNX1	chr8	11464118	11464128	-	0.000	0.000	Merged-chr8-11464225-54
NR4043--MA0002.2.RUNX1	chr17	12992196	12992206	-	0.000	0.000	Merged-chr17-12992302-122
NR5297--MA0684.1.RUNX3	chr2	112507524	112507533	-	0.000	0.000	Merged-chr2-112507413-30
NR6994--MA0684.1.RUNX3	chr5	41708343	41708352	+	0.000	0.000	Merged-chr5-41708072-132
NR7056--MA0511.2.RUNX2	chr5	62772103	62772111	+	0.000	0.000	Merged-chr5-62772215-28
NR8482--MA0511.2.RUNX2	chr7	132686646	132686654	+	0.000	0.000	Merged-chr7-132686748-28
NR8753--MA0511.2.RUNX2	chr8	81704155	81704163	-	0.000	0.000	Merged-chr8-81703996-53
NR4566--MA0002.2.RUNX1	chr18	54940565	54940575	-	0.000	0.000	Merged-chr18-54940674-40
NR4837--MA0002.2.RUNX1	chr19	41874495	41874505	-	0.000	0.000	Merged-chr19-41874574-30
NR5992--MA0002.2.RUNX1	chr3	103466208	103466218	-	0.000	0.000	Merged-chr3-103466121-19
NR8654--MA0002.2.RUNX1	chr8	36016391	36016401	+	0.000	0.000	Merged-chr8-36016456-26
NR6646--MA0684.1.RUNX3	chr4	108987773	108987782	+	0.000	0.000	Merged-chr4-108987548-41
NR1761--MA0002.2.RUNX1	chr11	119083833	119083843	-	0.000	0.000	Merged-chr11-119083935-60
NR2809--MA0002.2.RUNX1	chr14	10368323	10368333	+	0.000	0.000	Merged-chr14-10368196-11
NR4946--MA0002.2.RUNX1	chr2	18524635	18524645	+	0.000	0.000	Merged-chr2-18524516-29
NR4360--MA0511.2.RUNX2	chr17	80772670	80772678	-	0.000	0.000	Merged-chr17-80772766-52
NR8558--MA0002.2.RUNX1	chr8	14090512	14090522	+	0.000	0.000	Merged-chr8-14090395-62
NR807--MA0002.2.RUNX1	chr10	7005413	7005423	-	0.000	0.000	Merged-chr10-7005430-4
NR4949--MA0511.2.RUNX2	chr2	18952328	18952336	+	0.000	0.000	Merged-chr2-18952458-63
NR122--MA0002.2.RUNX1	chr1	38777641	38777651	-	0.000	0.000	Merged-chr1-38777708-41
NR1079--MA0684.1.RUNX3	chr10	68673690	68673699	-	0.000	0.000	Merged-chr10-68673774-53
NR8144--MA0002.2.RUNX1	chr7	27508321	27508331	+	0.000	0.000	Merged-chr7-27508351-96
NR9398--MA0684.1.RUNX3	chr9	120054930	120054939	+	0.000	0.000	Merged-chr9-120055033-46
NR9477--MA0511.2.RUNX2	chrX	57310110	57310118	-	0.000	0.000	Merged-chrX-57310232-22
NR6116--MA0002.2.RUNX1	chr3	136688185	136688195	+	0.000	0.000	Merged-chr3-136688298-63
NR1015--MA0511.2.RUNX2	chr10	53889738	53889746	-	0.000	0.000	Merged-chr10-53889619-14
NR3139--MA0684.1.RUNX3	chr14	115017782	115017791	-	0.000	0.000	Merged-chr14-115017884-47
NR6573--MA0002.2.RUNX1	chr4	88046544	88046554	-	0.000	0.000	Merged-chr4-88046485-60
NR1360--MA0002.2.RUNX1	chr11	5541337	5541347	-	0.000	0.000	Merged-chr11-5541384-26
NR2342--MA0002.2.RUNX1	chr13	28502512	28502522	-	0.000	0.000	Merged-chr13-28502397-49
NR8110--MA0002.2.RUNX1	chr7	16827511	16827521	+	0.000	0.000	Merged-chr7-16827547-27
NR4422--MA0684.1.RUNX3	chr18	4295245	4295254	+	0.000	0.000	Merged-chr18-4295238-102
NR2616--MA0511.2.RUNX2	chr13	99503596	99503604	-	0.000	0.000	Merged-chr13-99503494-98
NR4674--MA0684.1.RUNX3	chr18	75541214	75541223	+	0.000	0.000	Merged-chr18-75541168-25
NR6477--MA0002.2.RUNX1	chr4	59244348	59244358	-	0.000	0.000	Merged-chr4-59244253-10
NR8762--MA0684.1.RUNX3	chr8	84813285	84813294	-	0.000	0.000	Merged-chr8-84813219-19
NR4482--MA0511.2.RUNX2	chr18	32352881	32352889	-	0.000	0.000	Merged-chr18-32352849-42
NR264--MA0684.1.RUNX3	chr1	74249028	74249037	-	0.000	0.000	Merged-chr1-74249152-57
NR8014--MA0002.2.RUNX1	chr6	140817135	140817145	-	0.000	0.000	Merged-chr6-140817043-66
NR929--MA0002.2.RUNX1	chr10	26322495	26322505	-	0.000	0.000	Merged-chr10-26322631-48
NR409--MA0511.2.RUNX2	chr1	105435212	105435220	-	0.000	0.000	Merged-chr1-105435161-34
NR4578--MA0684.1.RUNX3	chr18	56413121	56413130	-	0.000	0.000	Merged-chr18-56413005-50
NR2355--MA0002.2.RUNX1	chr13	32902689	32902699	+	0.000	0.000	Merged-chr13-32902705-9
NR6608--MA0511.2.RUNX2	chr4	97657874	97657882	+	0.000	0.000	Merged-chr4-97657761-27
NR5461--MA0002.2.RUNX1	chr2	151959545	151959555	-	0.000	0.000	Merged-chr2-151959461-52
NR723--MA0511.2.RUNX2	chr1	181860901	181860909	-	0.000	0.000	Merged-chr1-181860828-54
NR4558--MA0002.2.RUNX1	chr18	53937434	53937444	+	0.000	0.000	Merged-chr18-53937531-41
NR2878--MA0002.2.RUNX1	chr14	27045264	27045274	-	0.000	0.000	Merged-chr14-27045220-26
NR896--MA0684.1.RUNX3	chr10	17797004	17797013	+	0.000	0.000	Merged-chr10-17797209-6
NR4958--MA0684.1.RUNX3	chr2	19734664	19734673	-	0.000	0.000	Merged-chr2-19734692-8
NR2612--MA0684.1.RUNX3	chr13	97681987	97681996	+	0.000	0.000	Merged-chr13-97682077-4
NR7349--MA0684.1.RUNX3	chr5	138085494	138085503	-	0.000	0.000	Merged-chr5-138085334-61
NR2136--MA0684.1.RUNX3	chr12	100988529	100988538	+	0.000	0.000	Merged-chr12-100988724-71
NR1389--MA0511.2.RUNX2	chr11	11657343	11657351	+	0.000	0.000	Merged-chr11-11657249-55
NR6175--MA0511.2.RUNX2	chr3	144411167	144411175	-	0.000	0.000	Merged-chr3-144411311-32
NR3118--MA0684.1.RUNX3	chr14	105480284	105480293	-	0.000	0.000	Merged-chr14-105480266-22
NR8503--MA0002.2.RUNX1	chr7	140321276	140321286	+	0.000	0.000	Merged-chr7-140321203-63
NR8583--MA0511.2.RUNX2	chr8	19335596	19335604	-	0.000	0.000	Merged-chr8-19335441-2
NR2864--MA0684.1.RUNX3	chr14	20885308	20885317	-	0.000	0.000	Merged-chr14-20885499-75
NR6032--MA0511.2.RUNX2	chr3	115692546	115692554	+	0.000	0.000	Merged-chr3-115692552-34
NR8632--MA0684.1.RUNX3	chr8	31123527	31123536	-	0.000	0.000	Merged-chr8-31123527-1
NR1591--MA0002.2.RUNX1	chr11	78698071	78698081	+	0.000	0.000	Merged-chr11-78698045-1
NR6062--MA0684.1.RUNX3	chr3	121444168	121444177	-	0.000	0.000	Merged-chr3-121444097-11
NR8407--MA0002.2.RUNX1	chr7	114070252	114070262	+	0.000	0.000	Merged-chr7-114069993-85
NR6585--MA0684.1.RUNX3	chr4	89875745	89875754	+	0.000	0.000	Merged-chr4-89875945-52
NR117--MA0511.2.RUNX2	chr1	38557783	38557791	+	0.000	0.000	Merged-chr1-38557840-50
NR766--MA0684.1.RUNX3	chr1	189855828	189855837	-	0.000	0.000	Merged-chr1-189855745-11
NR5583--MA0002.2.RUNX1	chr2	181288180	181288190	+	0.000	0.000	Merged-chr2-181288221-3
NR6565--MA0002.2.RUNX1	chr4	86712877	86712887	+	0.000	0.000	Merged-chr4-86712811-38
NR1352--MA0002.2.RUNX1	chr11	3371444	3371454	+	0.000	0.000	Merged-chr11-3371528-30
NR352--MA0684.1.RUNX3	chr1	88587508	88587517	+	0.000	0.000	Merged-chr1-88587471-60
NR2956--MA0511.2.RUNX2	chr14	54138478	54138486	-	0.000	0.000	Merged-chr14-54138460-21
NR4266--MA0002.2.RUNX1	chr17	62246892	62246902	+	0.000	0.000	Merged-chr17-62246918-5
NR683--MA0511.2.RUNX2	chr1	175602475	175602483	+	0.000	0.000	Merged-chr1-175602466-27
NR6203--MA0684.1.RUNX3	chr3	146686722	146686731	-	0.000	0.000	Merged-chr3-146686610-31
NR6326--MA0002.2.RUNX1	chr4	15986589	15986599	-	0.000	0.000	Merged-chr4-15986540-43
NR3620--MA0511.2.RUNX2	chr16	14088428	14088436	-	0.000	0.000	Merged-chr16-14088440-49
NR1570--MA0002.2.RUNX1	chr11	75279833	75279843	-	0.000	0.000	Merged-chr11-75279801-60
NR6578--MA0002.2.RUNX1	chr4	88300824	88300834	-	0.000	0.000	Merged-chr4-88300823-32
NR6805--MA0511.2.RUNX2	chr4	150339060	150339068	-	0.000	0.000	Merged-chr4-150339180-18
NR8863--MA0684.1.RUNX3	chr8	114879898	114879907	-	0.000	0.000	Merged-chr8-114879936-19
NR8658--MA0684.1.RUNX3	chr8	36319285	36319294	-	0.000	0.000	Merged-chr8-36319399-12
NR4649--MA0511.2.RUNX2	chr18	70633836	70633844	+	0.000	0.000	Merged-chr18-70633740-34
NR2032--MA0511.2.RUNX2	chr12	79633989	79633997	-	0.000	0.000	Merged-chr12-79634130-2
NR8115--MA0002.2.RUNX1	chr7	16950377	16950387	-	0.000	0.000	Merged-chr7-16950305-32
NR2204--MA0002.2.RUNX1	chr12	116620054	116620064	+	0.000	0.000	Merged-chr12-116620074-47
NR8367--MA0002.2.RUNX1	chr7	99536408	99536418	-	0.000	0.000	Merged-chr7-99536356-6
NR5932--MA0511.2.RUNX2	chr3	86961165	86961173	-	0.000	0.000	Merged-chr3-86961231-31
NR2456--MA0002.2.RUNX1	chr13	63189852	63189862	-	0.000	0.000	Merged-chr13-63189715-33
NR4963--MA0511.2.RUNX2	chr2	21222924	21222932	+	0.000	0.000	Merged-chr2-21222970-39
NR1331--MA0002.2.RUNX1	chr10	128270427	128270437	+	0.000	0.000	Merged-chr10-128270552-51
NR282--MA0511.2.RUNX2	chr1	80015619	80015627	-	0.000	0.000	Merged-chr1-80015644-32
NR3805--MA0002.2.RUNX1	chr16	59007358	59007368	+	0.000	0.000	Merged-chr16-59007299-38
NR8161--MA0511.2.RUNX2	chr7	30333028	30333036	-	0.000	0.000	Merged-chr7-30333026-1
NR8876--MA0684.1.RUNX3	chr8	116635507	116635516	+	0.000	0.000	Merged-chr8-116635370-35
NR649--MA0684.1.RUNX3	chr1	170167995	170168004	+	0.000	0.000	Merged-chr1-170167960-28
NR4102--MA0002.2.RUNX1	chr17	19445082	19445092	-	0.000	0.000	Merged-chr17-19445027-33
NR4724--MA0511.2.RUNX2	chr18	84851323	84851331	-	0.000	0.000	Merged-chr18-84851440-69
NR6577--MA0684.1.RUNX3	chr4	88115656	88115665	-	0.000	0.000	Merged-chr4-88115597-29
NR9411--MA0002.2.RUNX1	chr9	123734267	123734277	+	0.000	0.000	Merged-chr9-123734197-54
NR6286--MA0002.2.RUNX1	chr4	8811197	8811207	+	0.000	0.000	Merged-chr4-8811216-44
NR2203--MA0684.1.RUNX3	chr12	116138977	116138986	+	0.000	0.000	Merged-chr12-116138953-46
NR4006--MA0002.2.RUNX1	chr17	7889095	7889105	-	0.000	0.000	Merged-chr17-7889151-33
NR4086--MA0511.2.RUNX2	chr17	18615280	18615288	+	0.000	0.000	Merged-chr17-18615356-8
NR4357--MA0511.2.RUNX2	chr17	80419014	80419022	+	0.000	0.000	Merged-chr17-80418993-27
NR4340--MA0684.1.RUNX3	chr17	73815028	73815037	-	0.000	0.000	Merged-chr17-73814943-62
NR8445--MA0511.2.RUNX2	chr7	122288946	122288954	-	0.000	0.000	Merged-chr7-122289082-6
NR8075--MA0002.2.RUNX1	chr6	149348341	149348351	-	0.000	0.000	Merged-chr6-149348388-7
NR3404--MA0002.2.RUNX1	chr15	59739349	59739359	-	0.000	0.000	Merged-chr15-59739461-33
NR6609--MA0684.1.RUNX3	chr4	97657874	97657883	+	0.000	0.000	Merged-chr4-97657761-27
NR4658--MA0684.1.RUNX3	chr18	73548756	73548765	-	0.000	0.000	Merged-chr18-73548790-35
NR1724--MA0002.2.RUNX1	chr11	115475725	115475735	-	0.000	0.000	Merged-chr11-115475686-55
NR2978--MA0684.1.RUNX3	chr14	60783447	60783456	+	0.000	0.000	Merged-chr14-60783398-4
NR4115--MA0002.2.RUNX1	chr17	21733926	21733936	-	0.000	0.000	Merged-chr17-21733799-41
NR2088--MA0684.1.RUNX3	chr12	91765685	91765694	+	0.000	0.000	Merged-chr12-91765630-19
NR71--MA0002.2.RUNX1	chr1	20259103	20259113	+	0.000	0.000	Merged-chr1-20259129-7
NR6003--MA0511.2.RUNX2	chr3	104511766	104511774	+	0.000	0.000	Merged-chr3-104511895-67
NR6447--MA0684.1.RUNX3	chr4	53826423	53826432	-	0.000	0.000	Merged-chr4-53826364-82
NR3513--MA0002.2.RUNX1	chr15	89131568	89131578	-	0.000	0.000	Merged-chr15-89131620-40
NR6718--MA0684.1.RUNX3	chr4	134511127	134511136	-	0.000	0.000	Merged-chr4-134511089-32
NR7330--MA0002.2.RUNX1	chr5	134282794	134282804	+	0.000	0.000	Merged-chr5-134282688-60
NR5921--MA0002.2.RUNX1	chr3	84069505	84069515	+	0.000	0.000	Merged-chr3-84069466-34
NR6427--MA0002.2.RUNX1	chr4	46485877	46485887	+	0.000	0.000	Merged-chr4-46485924-53
NR7853--MA0002.2.RUNX1	chr6	119918695	119918705	-	0.000	0.000	Merged-chr6-119918835-40
NR6827--MA0684.1.RUNX3	chr4	154825980	154825989	+	0.000	0.000	Merged-chr4-154825978-24
NR8315--MA0511.2.RUNX2	chr7	80209934	80209942	-	0.000	0.000	Merged-chr7-80209951-53
NR2177--MA0002.2.RUNX1	chr12	115145466	115145476	+	0.000	0.000	Merged-chr12-115145586-48
NR8693--MA0684.1.RUNX3	chr8	61451114	61451123	-	0.000	0.000	Merged-chr8-61451013-86
NR8759--MA0684.1.RUNX3	chr8	83740326	83740335	+	0.000	0.000	Merged-chr8-83740218-49
NR4191--MA0684.1.RUNX3	chr17	35997110	35997119	-	0.000	0.000	Merged-chr17-35997233-37
NR8074--MA0684.1.RUNX3	chr6	149348299	149348308	+	0.000	0.000	Merged-chr6-149348388-7
NR6936--MA0684.1.RUNX3	chr5	24393606	24393615	+	0.000	0.000	Merged-chr5-24393621-16
NR1723--MA0684.1.RUNX3	chr11	115231721	115231730	+	0.000	0.000	Merged-chr11-115231746-46
NR7343--MA0002.2.RUNX1	chr5	137072177	137072187	+	0.000	0.000	Merged-chr5-137072251-26
NR6046--MA0684.1.RUNX3	chr3	116652129	116652138	-	0.000	0.000	Merged-chr3-116652176-28
NR1703--MA0002.2.RUNX1	chr11	109671985	109671995	+	0.000	0.000	Merged-chr11-109672054-52
NR2957--MA0684.1.RUNX3	chr14	54138477	54138486	-	0.000	0.000	Merged-chr14-54138460-21
NR4489--MA0002.2.RUNX1	chr18	34856379	34856389	-	0.000	0.000	Merged-chr18-34856324-36
NR7595--MA0002.2.RUNX1	chr6	51768163	51768173	+	0.000	0.000	Merged-chr6-51768092-8
NR7200--MA0002.2.RUNX1	chr5	100886743	100886753	-	0.000	0.000	Merged-chr5-100886788-32
NR7866--MA0002.2.RUNX1	chr6	120486195	120486205	+	0.000	0.000	Merged-chr6-120486424-77
NR8454--MA0684.1.RUNX3	chr7	123355109	123355118	+	0.000	0.000	Merged-chr7-123355107-50
NR5520--MA0002.2.RUNX1	chr2	167657066	167657076	+	0.000	0.000	Merged-chr2-167656925-59
NR227--MA0684.1.RUNX3	chr1	66896356	66896365	-	0.000	0.000	Merged-chr1-66896467-67
NR8249--MA0684.1.RUNX3	chr7	64141526	64141535	+	0.000	0.000	Merged-chr7-64141555-53
NR479--MA0684.1.RUNX3	chr1	128614922	128614931	-	0.000	0.000	Merged-chr1-128615083-92
NR1812--MA0002.2.RUNX1	chr12	12354508	12354518	+	0.000	0.000	Merged-chr12-12354547-3
NR4598--MA0002.2.RUNX1	chr18	60501175	60501185	-	0.000	0.000	Merged-chr18-60500961-174
NR5424--MA0002.2.RUNX1	chr2	144231342	144231352	+	0.000	0.000	Merged-chr2-144231243-34
NR8642--MA0511.2.RUNX2	chr8	34689158	34689166	+	0.000	0.000	Merged-chr8-34689039-1
NR415--MA0511.2.RUNX2	chr1	106152018	106152026	-	0.000	0.000	Merged-chr1-106152101-46
NR7561--MA0002.2.RUNX1	chr6	43619393	43619403	-	0.000	0.000	Merged-chr6-43619418-19
NR2299--MA0002.2.RUNX1	chr13	13729840	13729850	+	0.000	0.000	Merged-chr13-13729900-19
NR7832--MA0002.2.RUNX1	chr6	114893967	114893977	-	0.000	0.000	Merged-chr6-114894029-89
NR5881--MA0002.2.RUNX1	chr3	75930325	75930335	+	0.000	0.000	Merged-chr3-75930291-55
NR2699--MA0684.1.RUNX3	chr13	109845031	109845040	-	0.000	0.000	Merged-chr13-109845162-65
NR8023--MA0511.2.RUNX2	chr6	142915580	142915588	-	0.000	0.000	Merged-chr6-142915635-53
NR6409--MA0511.2.RUNX2	chr4	40845073	40845081	-	0.000	0.000	Merged-chr4-40845013-13
NR253--MA0511.2.RUNX2	chr1	72123869	72123877	-	0.000	0.000	Merged-chr1-72123822-28
NR2679--MA0002.2.RUNX1	chr13	108667277	108667287	+	0.000	0.000	Merged-chr13-108667281-5
NR1283--MA0002.2.RUNX1	chr10	118407016	118407026	-	0.000	0.000	Merged-chr10-118407091-36
NR3962--MA0002.2.RUNX1	chr16	95705086	95705096	+	0.000	0.000	Merged-chr16-95704955-1
NR2016--MA0511.2.RUNX2	chr12	76853983	76853991	-	0.000	0.000	Merged-chr12-76853895-20
NR6419--MA0002.2.RUNX1	chr4	43000568	43000578	+	0.000	0.000	Merged-chr4-43000576-6
NR6277--MA0684.1.RUNX3	chr4	6924977	6924986	+	0.000	0.000	Merged-chr4-6924913-49
NR6548--MA0684.1.RUNX3	chr4	83273864	83273873	-	0.000	0.000	Merged-chr4-83273873-49
NR1392--MA0002.2.RUNX1	chr11	11719998	11720008	+	0.000	0.000	Merged-chr11-11719997-29
NR1663--MA0002.2.RUNX1	chr11	98487922	98487932	+	0.000	0.000	Merged-chr11-98487809-30
NR5480--MA0002.2.RUNX1	chr2	156877905	156877915	+	0.000	0.000	Merged-chr2-156878033-50
NR187--MA0684.1.RUNX3	chr1	57377523	57377532	+	0.000	0.000	Merged-chr1-57377842-99
NR1792--MA0684.1.RUNX3	chr12	8208226	8208235	-	0.000	0.000	Merged-chr12-8208226-52
NR3595--MA0002.2.RUNX1	chr16	8655804	8655814	+	0.000	0.000	Merged-chr16-8655850-21
NR8764--MA0511.2.RUNX2	chr8	86708145	86708153	-	0.000	0.000	Merged-chr8-86708082-46
NR266--MA0511.2.RUNX2	chr1	74390213	74390221	-	0.000	0.000	Merged-chr1-74390334-35
NR2569--MA0684.1.RUNX3	chr13	91541188	91541197	-	0.000	0.000	Merged-chr13-91541138-52
NR1871--MA0511.2.RUNX2	chr12	32895347	32895355	-	0.000	0.000	Merged-chr12-32895351-16
NR8271--MA0684.1.RUNX3	chr7	68127947	68127956	-	0.000	0.000	Merged-chr7-68127930-13
NR6928--MA0684.1.RUNX3	chr5	23394519	23394528	+	0.000	0.000	Merged-chr5-23394422-14
NR1838--MA0002.2.RUNX1	chr12	17511242	17511252	+	0.000	0.000	Merged-chr12-17511273-48
NR4229--MA0002.2.RUNX1	chr17	50525260	50525270	+	0.000	0.000	Merged-chr17-50525188-50
NR6465--MA0511.2.RUNX2	chr4	57883717	57883725	-	0.000	0.000	Merged-chr4-57883873-2
NR9571--MA0511.2.RUNX2	chrX	150459046	150459054	+	0.000	0.000	Merged-chrX-150458996-64
NR5926--MA0002.2.RUNX1	chr3	86196699	86196709	-	0.000	0.000	Merged-chr3-86196613-32
NR8317--MA0002.2.RUNX1	chr7	80444655	80444665	+	0.000	0.000	Merged-chr7-80444672-5
NR8939--MA0511.2.RUNX2	chr8	127655684	127655692	-	0.000	0.000	Merged-chr8-127655779-25
NR5784--MA0684.1.RUNX3	chr3	52555267	52555276	-	0.000	0.000	Merged-chr3-52555195-52
NR2135--MA0002.2.RUNX1	chr12	100988529	100988539	-	0.000	0.000	Merged-chr12-100988724-71
NR6117--MA0511.2.RUNX2	chr3	136725401	136725409	-	0.000	0.000	Merged-chr3-136725551-46
NR8446--MA0684.1.RUNX3	chr7	122288945	122288954	-	0.000	0.000	Merged-chr7-122289082-6
NR3627--MA0002.2.RUNX1	chr16	14088506	14088516	+	0.000	0.000	Merged-chr16-14088440-49
NR5493--MA0002.2.RUNX1	chr2	160746824	160746834	+	0.000	0.000	Merged-chr2-160746776-15
NR6418--MA0684.1.RUNX3	chr4	41708558	41708567	-	0.000	0.000	Merged-chr4-41708469-7
NR1391--MA0684.1.RUNX3	chr11	11657343	11657352	+	0.000	0.000	Merged-chr11-11657249-55
NR2595--MA0511.2.RUNX2	chr13	95892234	95892242	+	0.000	0.000	Merged-chr13-95891948-150
NR4176--MA0002.2.RUNX1	chr17	34896559	34896569	-	0.000	0.000	Merged-chr17-34896478-26
NR1470--MA0511.2.RUNX2	chr11	43767288	43767296	+	0.000	0.000	Merged-chr11-43767173-52
NR7282--MA0002.2.RUNX1	chr5	118465459	118465469	+	0.000	0.000	Merged-chr5-118465239-56
NR5816--MA0684.1.RUNX3	chr3	60531040	60531049	+	0.000	0.000	Merged-chr3-60530998-30
NR4132--MA0511.2.RUNX2	chr17	25584079	25584087	-	0.000	0.000	Merged-chr17-25583989-33
NR5002--MA0002.2.RUNX1	chr2	30897091	30897101	-	0.000	0.000	Merged-chr2-30897276-26
NR5939--MA0002.2.RUNX1	chr3	88772699	88772709	+	0.000	0.000	Merged-chr3-88772617-19
NR3944--MA0511.2.RUNX2	chr16	93552877	93552885	-	0.000	0.000	Merged-chr16-93552984-42
NR5402--MA0684.1.RUNX3	chr2	140066580	140066589	+	0.000	0.000	Merged-chr2-140066734-59
NR5730--MA0002.2.RUNX1	chr3	41170107	41170117	-	0.000	0.000	Merged-chr3-41169963-6
NR5525--MA0002.2.RUNX1	chr2	169089154	169089164	-	0.000	0.000	Merged-chr2-169089199-37
NR7761--MA0511.2.RUNX2	chr6	97447186	97447194	-	0.000	0.000	Merged-chr6-97447180-22
NR9071--MA0002.2.RUNX1	chr9	42158806	42158816	-	0.000	0.000	Merged-chr9-42158908-46
NR8045--MA0684.1.RUNX3	chr6	144910470	144910479	-	0.000	0.000	Merged-chr6-144910390-40
NR2356--MA0511.2.RUNX2	chr13	32966242	32966250	-	0.000	0.000	Merged-chr13-32966239-7
NR1751--MA0002.2.RUNX1	chr11	118379789	118379799	+	0.000	0.000	Merged-chr11-118379704-27
NR497--MA0511.2.RUNX2	chr1	135019149	135019157	+	0.000	0.000	Merged-chr1-135019182-17
NR2405--MA0684.1.RUNX3	chr13	46616883	46616892	-	0.000	0.000	Merged-chr13-46616857-10
NR3560--MA0684.1.RUNX3	chr15	98772773	98772782	-	0.000	0.000	Merged-chr15-98772758-63
NR5634--MA0002.2.RUNX1	chr3	19319243	19319253	-	0.000	0.000	Merged-chr3-19319228-45
NR7295--MA0002.2.RUNX1	chr5	120775836	120775846	+	0.000	0.000	Merged-chr5-120775735-65
NR1655--MA0002.2.RUNX1	chr11	97718555	97718565	-	0.000	0.000	Merged-chr11-97718519-10
NR2988--MA0511.2.RUNX2	chr14	64884972	64884980	-	0.000	0.000	Merged-chr14-64885056-34
NR2117--MA0511.2.RUNX2	chr12	98269813	98269821	+	0.000	0.000	Merged-chr12-98269804-132
NR7902--MA0511.2.RUNX2	chr6	128007301	128007309	+	0.000	0.000	Merged-chr6-128007455-5
NR1764--MA0002.2.RUNX1	chr11	119166074	119166084	+	0.000	0.000	Merged-chr11-119166198-51
NR4111--MA0511.2.RUNX2	chr17	21477931	21477939	-	0.000	0.000	Merged-chr17-21477863-62
NR3696--MA0002.2.RUNX1	chr16	32190254	32190264	-	0.000	0.000	Merged-chr16-32190230-31
NR3301--MA0002.2.RUNX1	chr15	36562936	36562946	-	0.000	0.000	Merged-chr15-36562926-39
NR3967--MA0002.2.RUNX1	chr16	96273469	96273479	-	0.000	0.000	Merged-chr16-96273446-72
NR1350--MA0002.2.RUNX1	chr11	3328488	3328498	+	0.000	0.000	Merged-chr11-3328528-3
NR9193--MA0002.2.RUNX1	chr9	77966098	77966108	+	0.000	0.000	Merged-chr9-77966049-24
NR9321--MA0002.2.RUNX1	chr9	102539952	102539962	-	0.000	0.000	Merged-chr9-102539934-44
NR7641--MA0002.2.RUNX1	chr6	65590218	65590228	+	0.000	0.000	Merged-chr6-65590340-6
NR3490--MA0511.2.RUNX2	chr15	80572482	80572490	-	0.000	0.000	Merged-chr15-80572443-63
NR3761--MA0511.2.RUNX2	chr16	49818780	49818788	+	0.000	0.000	Merged-chr16-49818889-55
NR9573--MA0002.2.RUNX1	chrX	151344070	151344080	+	0.000	0.000	Merged-chrX-151344027-1
NR5071--MA0002.2.RUNX1	chr2	49313370	49313380	-	0.000	0.000	Merged-chr2-49313171-56
NR5342--MA0002.2.RUNX1	chr2	127587255	127587265	+	0.000	0.000	Merged-chr2-127587331-50
NR4809--MA0511.2.RUNX2	chr19	26646307	26646315	-	0.000	0.000	Merged-chr19-26646309-47
NR3728--MA0002.2.RUNX1	chr16	42165180	42165190	-	0.000	0.000	Merged-chr16-42165090-50
NR8084--MA0511.2.RUNX2	chr7	6434726	6434734	-	0.000	0.000	Merged-chr7-6434694-10
NR4439--MA0002.2.RUNX1	chr18	7524413	7524423	-	0.000	0.000	Merged-chr18-7524437-7
NR9225--MA0002.2.RUNX1	chr9	84031079	84031089	-	0.000	0.000	Merged-chr9-84030961-27
NR3791--MA0684.1.RUNX3	chr16	57231581	57231590	+	0.000	0.000	Merged-chr16-57231478-49
NR3043--MA0002.2.RUNX1	chr14	78908656	78908666	+	0.000	0.000	Merged-chr14-78908483-12
NR3870--MA0511.2.RUNX2	chr16	78546726	78546734	+	0.000	0.000	Merged-chr16-78546881-68
NR8878--MA0511.2.RUNX2	chr8	116689973	116689981	+	0.000	0.000	Merged-chr8-116689955-52
NR5451--MA0002.2.RUNX1	chr2	149283457	149283467	-	0.000	0.000	Merged-chr2-149283481-12
NR4376--MA0511.2.RUNX2	chr17	86038397	86038405	+	0.000	0.000	Merged-chr17-86038391-20
NR4677--MA0684.1.RUNX3	chr18	75716276	75716285	+	0.000	0.000	Merged-chr18-75716251-26
NR1809--MA0002.2.RUNX1	chr12	11178964	11178974	+	0.000	0.000	Merged-chr12-11178887-31
NR6707--MA0511.2.RUNX2	chr4	133873112	133873120	-	0.000	0.000	Merged-chr4-133873054-46
NR267--MA0684.1.RUNX3	chr1	74390212	74390221	-	0.000	0.000	Merged-chr1-74390334-35
NR9320--MA0684.1.RUNX3	chr9	102539905	102539914	-	0.000	0.000	Merged-chr9-102539934-44
NR1995--MA0002.2.RUNX1	chr12	73580909	73580919	-	0.000	0.000	Merged-chr12-73581050-7
NR5484--MA0684.1.RUNX3	chr2	158166806	158166815	+	0.000	0.000	Merged-chr2-158166857-55
NR3261--MA0002.2.RUNX1	chr15	25843519	25843529	+	0.000	0.000	Merged-chr15-25843481-99
