#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR7597--MA0659.1.MAFG	chr3	8971766	8971786	+	0.000	0.000	Merged-chr3-8971852-23
NR1539--MA0591.1.Bach1::Mafk	chr10	93188601	93188615	-	0.000	0.000	Merged-chr10-93188465-33
NR1604--MA0659.1.MAFG	chr10	99221678	99221698	-	0.000	0.000	Merged-chr10-99221651-27
NR9341--MA0591.1.Bach1::Mafk	chr5	38580974	38580988	-	0.000	0.000	Merged-chr5-38580877-38
NR8794--MA0117.2.Mafb	chr4	111440559	111440570	+	0.000	0.000	Merged-chr4-111440477-13
NR4990--MA0591.1.Bach1::Mafk	chr16	87597882	87597896	-	0.000	0.000	Merged-chr16-87597793-27
NR4708--MA0591.1.Bach1::Mafk	chr16	23262326	23262340	-	0.000	0.000	Merged-chr16-23262371-32
NR1944--MA0117.2.Mafb	chr11	51817921	51817932	-	0.000	0.000	Merged-chr11-51817989-18
NR6451--MA0591.1.Bach1::Mafk	chr2	25500911	25500925	-	0.000	0.000	Merged-chr2-25500833-51
NR5233--MA0089.1.MAFG::NFE2L1	chr17	26518579	26518584	+	0.000	0.000	Merged-chr17-26518491-6
NR110--MA0501.1.MAF::NFE2	chr1	43207351	43207365	+	0.000	0.000	Merged-chr1-43207362-30
NR1863--MA0591.1.Bach1::Mafk	chr11	20477618	20477632	+	0.000	0.000	Merged-chr11-20477652-51
NR546--MA0089.1.MAFG::NFE2L1	chr1	128771028	128771033	+	0.000	0.000	Merged-chr1-128770934-28
NR12994--MA0089.1.MAFG::NFE2L1	chrX	151096280	151096285	+	0.000	0.000	Merged-chrX-151096457-56
NR2011--MA0496.2.MAFK	chr11	62280804	62280822	-	0.000	0.000	Merged-chr11-62280813-1
NR11928--MA0495.2.MAFF	chr8	104239684	104239704	+	0.000	0.000	Merged-chr8-104239709-64
NR9878--MA0591.1.Bach1::Mafk	chr5	147063450	147063464	-	0.000	0.000	Merged-chr5-147063758-85
NR8643--MA0591.1.Bach1::Mafk	chr4	89137848	89137862	-	0.000	0.000	Merged-chr4-89137676-98
NR12373--MA0495.2.MAFF	chr9	57766133	57766153	-	0.000	0.000	Merged-chr9-57766048-3
NR1855--MA0659.1.MAFG	chr11	19993172	19993192	+	0.000	0.000	Merged-chr11-19993082-47
NR7607--MA0089.1.MAFG::NFE2L1	chr3	9767229	9767234	+	0.000	0.000	Merged-chr3-9767219-17
NR4787--MA0495.2.MAFF	chr16	38506232	38506252	+	0.000	0.000	Merged-chr16-38506252-25
NR8472--MA0117.2.Mafb	chr4	42965604	42965615	+	0.000	0.000	Merged-chr4-42965581-38
NR9835--MA0591.1.Bach1::Mafk	chr5	142881149	142881163	+	0.000	0.000	Merged-chr5-142881345-35
NR8536--MA0089.1.MAFG::NFE2L1	chr4	57928013	57928018	-	0.000	0.000	Merged-chr4-57928066-27
NR10888--MA0501.1.MAF::NFE2	chr7	16343741	16343755	+	0.000	0.000	Merged-chr7-16343810-22
NR119--MA0496.2.MAFK	chr1	43478150	43478168	+	0.000	0.000	Merged-chr1-43478113-25
NR6753--MA0089.1.MAFG::NFE2L1	chr2	83746474	83746479	+	0.000	0.000	Merged-chr2-83746640-22
NR11472--MA0089.1.MAFG::NFE2L1	chr7	128411778	128411783	-	0.000	0.000	Merged-chr7-128411878-25
NR10052--MA0089.1.MAFG::NFE2L1	chr6	48723848	48723853	-	0.000	0.000	Merged-chr6-48723812-13
NR12947--MA0591.1.Bach1::Mafk	chrX	103616989	103617003	-	0.000	0.000	Merged-chrX-103616839-86
NR2626--MA0591.1.Bach1::Mafk	chr12	76593994	76594008	-	0.000	0.000	Merged-chr12-76594032-18
NR8466--MA0495.2.MAFF	chr4	41569525	41569545	-	0.000	0.000	Merged-chr4-41569502-63
NR4462--MA0659.1.MAFG	chr15	81872293	81872313	-	0.000	0.000	Merged-chr15-81872198-88
NR1284--MA0496.2.MAFK	chr10	42031177	42031195	-	0.000	0.000	Merged-chr10-42031220-30
NR6176--MA0117.2.Mafb	chr19	32406945	32406956	-	0.000	0.000	Merged-chr19-32406889-30
NR12798--MA0591.1.Bach1::Mafk	chr9	120073393	120073407	-	0.000	0.000	Merged-chr9-120073346-13
NR3914--MA0659.1.MAFG	chr14	69813196	69813216	+	0.000	0.000	Merged-chr14-69813335-19
NR4789--MA0659.1.MAFG	chr16	38506232	38506252	+	0.000	0.000	Merged-chr16-38506252-25
NR6237--MA0591.1.Bach1::Mafk	chr19	46478918	46478932	-	0.000	0.000	Merged-chr19-46479050-50
NR11368--MA0496.2.MAFK	chr7	118104854	118104872	-	0.000	0.000	Merged-chr7-118104738-1,Merged-chr7-118105003-9
NR7960--MA0659.1.MAFG	chr3	105756697	105756717	+	0.000	0.000	Merged-chr3-105756805-38
NR6559--MA0591.1.Bach1::Mafk	chr2	45023958	45023972	+	0.000	0.000	Merged-chr2-45024097-31
NR1649--MA0591.1.Bach1::Mafk	chr10	111378296	111378310	+	0.000	0.000	Merged-chr10-111378501-63
NR4290--MA0089.1.MAFG::NFE2L1	chr15	61540978	61540983	-	0.000	0.000	Merged-chr15-61541070-57
NR3392--MA0591.1.Bach1::Mafk	chr13	90101698	90101712	-	0.000	0.000	Merged-chr13-90101603-11
NR8549--MA0089.1.MAFG::NFE2L1	chr4	59331867	59331872	+	0.000	0.000	Merged-chr4-59331656-79
NR10963--MA0496.2.MAFK	chr7	35647507	35647525	+	0.000	0.000	Merged-chr7-35647371-69
NR8925--MA0089.1.MAFG::NFE2L1	chr4	130774593	130774598	-	0.000	0.000	Merged-chr4-130774769-43
NR5359--MA0089.1.MAFG::NFE2L1	chr17	55976400	55976405	+	0.000	0.000	Merged-chr17-55976480-32
NR258--MA0496.2.MAFK	chr1	72320875	72320893	-	0.000	0.000	Merged-chr1-72320998-10
NR6076--MA0495.2.MAFF	chr19	8997796	8997816	+	0.000	0.000	Merged-chr19-8997882-60
NR11485--MA0089.1.MAFG::NFE2L1	chr7	130893287	130893292	+	0.000	0.000	Merged-chr7-130893114-41
NR10264--MA0591.1.Bach1::Mafk	chr6	91156702	91156716	+	0.000	0.000	Merged-chr6-91156791-33
NR11048--MA0117.2.Mafb	chr7	64158958	64158969	+	0.000	0.000	Merged-chr7-64158985-48
NR2041--MA0089.1.MAFG::NFE2L1	chr11	70237800	70237805	-	0.000	0.000	Merged-chr11-70237870-62
NR1826--MA0496.2.MAFK	chr11	5099438	5099456	-	0.000	0.000	Merged-chr11-5099369-106
NR4517--MA0089.1.MAFG::NFE2L1	chr15	89128414	89128419	-	0.000	0.000	Merged-chr15-89128599-54
NR9565--MA0089.1.MAFG::NFE2L1	chr5	97055809	97055814	-	0.000	0.000	Merged-chr5-97055881-18
NR4321--MA0496.2.MAFK	chr15	64041701	64041719	+	0.000	0.000	Merged-chr15-64041818-65
NR5528--MA0495.2.MAFF	chr17	86063692	86063712	-	0.000	0.000	Merged-chr17-86063661-27
NR967--MA0591.1.Bach1::Mafk	chr1	182528175	182528189	-	0.000	0.000	Merged-chr1-182528373-67
NR10782--MA0659.1.MAFG	chr6	145855785	145855805	+	0.000	0.000	Merged-chr6-145855967-35
NR12311--MA0089.1.MAFG::NFE2L1	chr9	45247677	45247682	-	0.000	0.000	Merged-chr9-45247703-45
NR6864--MA0495.2.MAFF	chr2	104459197	104459217	+	0.000	0.000	Merged-chr2-104459041-25
NR8988--MA0591.1.Bach1::Mafk	chr4	140859538	140859552	+	0.000	0.000	Merged-chr4-140859564-16
NR91--MA0089.1.MAFG::NFE2L1	chr1	39235259	39235264	+	0.000	0.000	Merged-chr1-39235066-45
NR10490--MA0501.1.MAF::NFE2	chr6	122291984	122291998	-	0.000	0.000	Merged-chr6-122292043-61
NR1779--MA0591.1.Bach1::Mafk	chr10	127350788	127350802	-	0.000	0.000	Merged-chr10-127350849-34
NR4433--MA0496.2.MAFK	chr15	79328210	79328228	+	0.000	0.000	Merged-chr15-79328273-51
NR966--MA0495.2.MAFF	chr1	182528172	182528192	-	0.000	0.000	Merged-chr1-182528373-67
NR6828--MA0501.1.MAF::NFE2	chr2	101886120	101886134	-	0.000	0.000	Merged-chr2-101886244-51
NR9686--MA0495.2.MAFF	chr5	115635603	115635623	-	0.000	0.000	Merged-chr5-115635680-25
NR1770--MA0117.2.Mafb	chr10	127058401	127058412	-	0.000	0.000	Merged-chr10-127058446-23
NR731--MA0089.1.MAFG::NFE2L1	chr1	156674303	156674308	+	0.000	0.000	Merged-chr1-156674255-139
NR6866--MA0659.1.MAFG	chr2	104459197	104459217	+	0.000	0.000	Merged-chr2-104459041-25
NR7593--MA0089.1.MAFG::NFE2L1	chr3	7613202	7613207	-	0.000	0.000	Merged-chr3-7613271-98
NR261--MA0591.1.Bach1::Mafk	chr1	72718986	72719000	-	0.000	0.000	Merged-chr1-72719042-27
NR1289--MA0496.2.MAFK	chr10	42277381	42277399	+	0.000	0.000	Merged-chr10-42277401-64
NR8007--MA0117.2.Mafb	chr3	109740671	109740682	+	0.000	0.000	Merged-chr3-109740806-11
NR11974--MA0089.1.MAFG::NFE2L1	chr8	111527342	111527347	-	0.000	0.000	Merged-chr8-111527388-53
NR2414--MA0591.1.Bach1::Mafk	chr11	120888815	120888829	-	0.000	0.000	Merged-chr11-120888924-18
NR3926--MA0495.2.MAFF	chr14	70767710	70767730	-	0.000	0.000	Merged-chr14-70767609-24
NR2632--MA0659.1.MAFG	chr12	77020108	77020128	-	0.000	0.000	Merged-chr12-77020175-38
NR3162--MA0117.2.Mafb	chr13	43769096	43769107	-	0.000	0.000	Merged-chr13-43769048-23
NR11685--MA0089.1.MAFG::NFE2L1	chr8	34155114	34155119	-	0.000	0.000	Merged-chr8-34154799-104
NR10265--MA0089.1.MAFG::NFE2L1	chr6	91440937	91440942	+	0.000	0.000	Merged-chr6-91441090-75
NR3285--MA0089.1.MAFG::NFE2L1	chr13	65242085	65242090	-	0.000	0.000	Merged-chr13-65242064-2
NR10753--MA0496.2.MAFK	chr6	144444685	144444703	+	0.000	0.000	Merged-chr6-144444692-25
NR11281--MA0089.1.MAFG::NFE2L1	chr7	105752211	105752216	-	0.000	0.000	Merged-chr7-105752191-52
NR4111--MA0496.2.MAFK	chr14	118796409	118796427	-	0.000	0.000	Merged-chr14-118796395-16
NR10433--MA0117.2.Mafb	chr6	116654427	116654438	-	0.000	0.000	Merged-chr6-116654306-47
NR11167--MA0496.2.MAFK	chr7	83597298	83597316	+	0.000	0.000	Merged-chr7-83597333-20
NR2402--MA0501.1.MAF::NFE2	chr11	119991489	119991503	+	0.000	0.000	Merged-chr11-119991452-27
NR6662--MA0089.1.MAFG::NFE2L1	chr2	65818664	65818669	+	0.000	0.000	Merged-chr2-65818542-58
NR12071--MA0117.2.Mafb	chr8	122702491	122702502	-	0.000	0.000	Merged-chr8-122702580-1
NR4528--MA0089.1.MAFG::NFE2L1	chr15	93583134	93583139	+	0.000	0.000	Merged-chr15-93583275-25
NR3841--MA0495.2.MAFF	chr14	60705215	60705235	-	0.000	0.000	Merged-chr14-60705209-36
NR6238--MA0501.1.MAF::NFE2	chr19	46478915	46478929	-	0.000	0.000	Merged-chr19-46479050-50
NR4232--MA0501.1.MAF::NFE2	chr15	41612398	41612412	+	0.000	0.000	Merged-chr15-41612397-47
NR11225--MA0501.1.MAF::NFE2	chr7	96914246	96914260	-	0.000	0.000	Merged-chr7-96914274-42
NR3133--MA0501.1.MAF::NFE2	chr13	36203183	36203197	+	0.000	0.000	Merged-chr13-36203222-10
NR1098--MA0501.1.MAF::NFE2	chr1	193102732	193102746	+	0.000	0.000	Merged-chr1-193102904-19
NR1554--MA0495.2.MAFF	chr10	94913464	94913484	+	0.000	0.000	Merged-chr10-94913400-13
NR12114--MA0591.1.Bach1::Mafk	chr8	126188894	126188908	+	0.000	0.000	Merged-chr8-126188962-13
NR3270--MA0089.1.MAFG::NFE2L1	chr13	62383279	62383284	+	0.000	0.000	Merged-chr13-62383171-58
NR857--MA0089.1.MAFG::NFE2L1	chr1	170729601	170729606	-	0.000	0.000	Merged-chr1-170729637-43
NR12971--MA0117.2.Mafb	chrX	135752939	135752950	+	0.000	0.000	Merged-chrX-135752954-36
NR10182--MA0591.1.Bach1::Mafk	chr6	72407396	72407410	-	0.000	0.000	Merged-chr6-72407368-35
NR2189--MA0117.2.Mafb	chr11	95310316	95310327	-	0.000	0.000	Merged-chr11-95310045-112
NR4211--MA0089.1.MAFG::NFE2L1	chr15	36792595	36792600	-	0.000	0.000	Merged-chr15-36792702-8
NR5979--MA0501.1.MAF::NFE2	chr18	79589343	79589357	+	0.000	0.000	Merged-chr18-79589307-27
NR6560--MA0089.1.MAFG::NFE2L1	chr2	45024197	45024202	+	0.000	0.000	Merged-chr2-45024097-31
NR885--MA0591.1.Bach1::Mafk	chr1	173673901	173673915	-	0.000	0.000	Merged-chr1-173673787-63
NR1858--MA0496.2.MAFK	chr11	19993173	19993191	-	0.000	0.000	Merged-chr11-19993082-47
NR12864--MA0659.1.MAFG	chrX	42336931	42336951	-	0.000	0.000	Merged-chrX-42336875-23
NR8921--MA0089.1.MAFG::NFE2L1	chr4	129621186	129621191	-	0.000	0.000	Merged-chr4-129621333-30
NR12892--MA0501.1.MAF::NFE2	chrX	71622524	71622538	+	0.000	0.000	Merged-chrX-71622436-27
NR2152--MA0089.1.MAFG::NFE2L1	chr11	88589378	88589383	+	0.000	0.000	Merged-chr11-88589590-30
NR5135--MA0591.1.Bach1::Mafk	chr17	5165537	5165551	-	0.000	0.000	Merged-chr17-5165532-60
NR177--MA0591.1.Bach1::Mafk	chr1	58029647	58029661	+	0.000	0.000	Merged-chr1-58029750-23
NR3805--MA0496.2.MAFK	chr14	54259258	54259276	-	0.000	0.000	Merged-chr14-54259345-44
NR5933--MA0089.1.MAFG::NFE2L1	chr18	75489514	75489519	-	0.000	0.000	Merged-chr18-75489446-39
NR4387--MA0659.1.MAFG	chr15	73627474	73627494	-	0.000	0.000	Merged-chr15-73627530-51
NR3862--MA0501.1.MAF::NFE2	chr14	62870561	62870575	-	0.000	0.000	Merged-chr14-62870465-48
NR2874--MA0117.2.Mafb	chr12	110389695	110389706	+	0.000	0.000	Merged-chr12-110389691-32
NR8818--MA0117.2.Mafb	chr4	115984234	115984245	-	0.000	0.000	Merged-chr4-115984376-24
NR12146--MA0089.1.MAFG::NFE2L1	chr8	126971098	126971103	-	0.000	0.000	Merged-chr8-126971027-48
NR3917--MA0496.2.MAFK	chr14	69813197	69813215	-	0.000	0.000	Merged-chr14-69813335-19
NR7993--MA0089.1.MAFG::NFE2L1	chr3	108562552	108562557	-	0.000	0.000	Merged-chr3-108562830-113
NR6573--MA0089.1.MAFG::NFE2L1	chr2	48315504	48315509	-	0.000	0.000	Merged-chr2-48315490-45
NR1410--MA0089.1.MAFG::NFE2L1	chr10	75303954	75303959	-	0.000	0.000	Merged-chr10-75303775-85
NR11682--MA0501.1.MAF::NFE2	chr8	33636651	33636665	-	0.000	0.000	Merged-chr8-33636764-22
NR6788--MA0089.1.MAFG::NFE2L1	chr2	91265163	91265168	-	0.000	0.000	Merged-chr2-91265194-57
NR11586--MA0501.1.MAF::NFE2	chr7	144181110	144181124	-	0.000	0.000	Merged-chr7-144181072-30
NR2891--MA0591.1.Bach1::Mafk	chr12	112449503	112449517	-	0.000	0.000	Merged-chr12-112449427-68
NR5744--MA0089.1.MAFG::NFE2L1	chr18	53647840	53647845	-	0.000	0.000	Merged-chr18-53647754-9
NR7886--MA0591.1.Bach1::Mafk	chr3	96161354	96161368	-	0.000	0.000	Merged-chr3-96161251-32
NR11665--MA0495.2.MAFF	chr8	25256137	25256157	+	0.000	0.000	Merged-chr8-25256219-29
NR10420--MA0501.1.MAF::NFE2	chr6	114936785	114936799	+	0.000	0.000	Merged-chr6-114936685-54
NR7643--MA0117.2.Mafb	chr3	21936091	21936102	-	0.000	0.000	Merged-chr3-21936128-91
NR2183--MA0591.1.Bach1::Mafk	chr11	94370924	94370938	+	0.000	0.000	Merged-chr11-94371007-27
NR9083--MA0089.1.MAFG::NFE2L1	chr4	147904931	147904936	-	0.000	0.000	Merged-chr4-147904845-69
NR11224--MA0591.1.Bach1::Mafk	chr7	96914249	96914263	-	0.000	0.000	Merged-chr7-96914274-42
NR10785--MA0496.2.MAFK	chr6	145855786	145855804	+	0.000	0.000	Merged-chr6-145855967-35
NR4031--MA0496.2.MAFK	chr14	101470025	101470043	+	0.000	0.000	Merged-chr14-101470106-24
NR10212--MA0496.2.MAFK	chr6	83428485	83428503	+	0.000	0.000	Merged-chr6-83428521-21
NR11660--MA0496.2.MAFK	chr8	22537098	22537116	-	0.000	0.000	Merged-chr8-22537059-19
NR2539--MA0659.1.MAFG	chr12	33380191	33380211	-	0.000	0.000	Merged-chr12-33380156-47
NR10913--MA0659.1.MAFG	chr7	25107335	25107355	-	0.000	0.000	Merged-chr7-25107253-25
NR10852--MA0089.1.MAFG::NFE2L1	chr7	4651685	4651690	+	0.000	0.000	Merged-chr7-4651775-26
NR9285--MA0591.1.Bach1::Mafk	chr5	24261063	24261077	-	0.000	0.000	Merged-chr5-24261246-22
NR6207--MA0089.1.MAFG::NFE2L1	chr19	40477793	40477798	+	0.000	0.000	Merged-chr19-40477844-34
NR6397--MA0089.1.MAFG::NFE2L1	chr2	11210824	11210829	-	0.000	0.000	Merged-chr2-11210694-5
NR10013--MA0117.2.Mafb	chr6	34863111	34863122	-	0.000	0.000	Merged-chr6-34862986-94
NR3176--MA0501.1.MAF::NFE2	chr13	45624148	45624162	-	0.000	0.000	Merged-chr13-45624002-39
NR1248--MA0591.1.Bach1::Mafk	chr10	34418442	34418456	-	0.000	0.000	Merged-chr10-34418340-93
NR8464--MA0501.1.MAF::NFE2	chr4	41295746	41295760	+	0.000	0.000	Merged-chr4-41295781-15
NR11121--MA0659.1.MAFG	chr7	79301003	79301023	+	0.000	0.000	Merged-chr7-79300921-71
NR12750--MA0496.2.MAFK	chr9	116319685	116319703	-	0.000	0.000	Merged-chr9-116319642-35
NR10848--MA0591.1.Bach1::Mafk	chr7	4493029	4493043	+	0.000	0.000	Merged-chr7-4492991-39
NR2355--MA0591.1.Bach1::Mafk	chr11	116130748	116130762	-	0.000	0.000	Merged-chr11-116130854-68
NR4972--MA0495.2.MAFF	chr16	84625359	84625379	+	0.000	0.000	Merged-chr16-84625247-15
NR1442--MA0591.1.Bach1::Mafk	chr10	79767214	79767228	-	0.000	0.000	Merged-chr10-79767054-76
NR9283--MA0089.1.MAFG::NFE2L1	chr5	23616587	23616592	+	0.000	0.000	Merged-chr5-23616699-80
NR5164--MA0089.1.MAFG::NFE2L1	chr17	8209931	8209936	-	0.000	0.000	Merged-chr17-8210146-46
NR4862--MA0659.1.MAFG	chr16	52418693	52418713	+	0.000	0.000	Merged-chr16-52418568-49
NR2541--MA0496.2.MAFK	chr12	33380192	33380210	+	0.000	0.000	Merged-chr12-33380156-47
NR8930--MA0591.1.Bach1::Mafk	chr4	130905591	130905605	-	0.000	0.000	Merged-chr4-130905767-1
NR9874--MA0089.1.MAFG::NFE2L1	chr5	146897093	146897098	-	0.000	0.000	Merged-chr5-146897155-34
NR12323--MA0659.1.MAFG	chr9	48538398	48538418	+	0.000	0.000	Merged-chr9-48538454-59
NR3846--MA0496.2.MAFK	chr14	60705216	60705234	-	0.000	0.000	Merged-chr14-60705209-36
NR9779--MA0591.1.Bach1::Mafk	chr5	134489801	134489815	-	0.000	0.000	Merged-chr5-134489767-10
NR4547--MA0591.1.Bach1::Mafk	chr15	95276864	95276878	+	0.000	0.000	Merged-chr15-95276729-22
NR12822--MA0089.1.MAFG::NFE2L1	chr9	122999063	122999068	+	0.000	0.000	Merged-chr9-122998941-71
NR940--MA0089.1.MAFG::NFE2L1	chr1	179578778	179578783	-	0.000	0.000	Merged-chr1-179578897-31
NR4291--MA0496.2.MAFK	chr15	61541266	61541284	+	0.000	0.000	Merged-chr15-61541070-57
NR12878--MA0117.2.Mafb	chrX	56346306	56346317	-	0.000	0.000	Merged-chrX-56346415-28
NR2788--MA0495.2.MAFF	chr12	102588572	102588592	+	0.000	0.000	Merged-chr12-102588735-27
NR9094--MA0089.1.MAFG::NFE2L1	chr4	148742849	148742854	-	0.000	0.000	Merged-chr4-148742861-33
NR3544--MA0659.1.MAFG	chr13	108763560	108763580	+	0.000	0.000	Merged-chr13-108763497-25
NR457--MA0495.2.MAFF	chr1	106187695	106187715	+	0.000	0.000	Merged-chr1-106187715-26
NR11617--MA0089.1.MAFG::NFE2L1	chr8	12607412	12607417	-	0.000	0.000	Merged-chr8-12607436-37
NR5553--MA0089.1.MAFG::NFE2L1	chr17	87315165	87315170	-	0.000	0.000	Merged-chr17-87315064-70
NR10763--MA0089.1.MAFG::NFE2L1	chr6	144920094	144920099	+	0.000	0.000	Merged-chr6-144919933-48
NR8158--MA0591.1.Bach1::Mafk	chr3	136578215	136578229	-	0.000	0.000	Merged-chr3-136578173-14
NR2016--MA0501.1.MAF::NFE2	chr11	62550461	62550475	+	0.000	0.000	Merged-chr11-62550313-13
NR9887--MA0089.1.MAFG::NFE2L1	chr5	148866714	148866719	+	0.000	0.000	Merged-chr5-148866776-40
NR3913--MA0591.1.Bach1::Mafk	chr14	69813199	69813213	-	0.000	0.000	Merged-chr14-69813335-19
NR4724--MA0089.1.MAFG::NFE2L1	chr16	24856262	24856267	-	0.000	0.000	Merged-chr16-24856288-3
NR8437--MA0591.1.Bach1::Mafk	chr4	33582099	33582113	-	0.000	0.000	Merged-chr4-33582045-40
NR461--MA0496.2.MAFK	chr1	106187696	106187714	+	0.000	0.000	Merged-chr1-106187715-26
NR7820--MA0501.1.MAF::NFE2	chr3	87508385	87508399	+	0.000	0.000	Merged-chr3-87508394-38
NR11251--MA0117.2.Mafb	chr7	102426506	102426517	-	0.000	0.000	Merged-chr7-102426341-48
NR12867--MA0496.2.MAFK	chrX	42336932	42336950	-	0.000	0.000	Merged-chrX-42336875-23
NR9030--MA0591.1.Bach1::Mafk	chr4	144996074	144996088	-	0.000	0.000	Merged-chr4-144996009-47
NR9352--MA0591.1.Bach1::Mafk	chr5	43869181	43869195	+	0.000	0.000	Merged-chr5-43869112-81
NR4871--MA0117.2.Mafb	chr16	55888376	55888387	-	0.000	0.000	Merged-chr16-55888204-77
NR5041--MA0496.2.MAFK	chr16	91458461	91458479	-	0.000	0.000	Merged-chr16-91458456-57
NR3721--MA0591.1.Bach1::Mafk	chr14	27351647	27351661	+	0.000	0.000	Merged-chr14-27351647-44
NR11226--MA0089.1.MAFG::NFE2L1	chr7	97067531	97067536	-	0.000	0.000	Merged-chr7-97067401-28
NR8078--MA0496.2.MAFK	chr3	129421936	129421954	-	0.000	0.000	Merged-chr3-129421994-33
NR178--MA0501.1.MAF::NFE2	chr1	58029650	58029664	+	0.000	0.000	Merged-chr1-58029750-23
NR8290--MA0591.1.Bach1::Mafk	chr3	152355500	152355514	-	0.000	0.000	Merged-chr3-152355609-21
NR6091--MA0089.1.MAFG::NFE2L1	chr19	10732219	10732224	+	0.000	0.000	Merged-chr19-10732226-43
NR9953--MA0591.1.Bach1::Mafk	chr6	15726622	15726636	-	0.000	0.000	Merged-chr6-15726718-35
NR9306--MA0089.1.MAFG::NFE2L1	chr5	30240764	30240769	-	0.000	0.000	Merged-chr5-30240775-35
NR4824--MA0089.1.MAFG::NFE2L1	chr16	49016785	49016790	+	0.000	0.000	Merged-chr16-49016858-18
NR2005--MA0495.2.MAFF	chr11	62280803	62280823	-	0.000	0.000	Merged-chr11-62280813-1
NR1821--MA0117.2.Mafb	chr11	5099437	5099448	+	0.000	0.000	Merged-chr11-5099369-106
NR575--MA0089.1.MAFG::NFE2L1	chr1	133800982	133800987	-	0.000	0.000	Merged-chr1-133800869-2
NR5171--MA0496.2.MAFK	chr17	10840175	10840193	+	0.000	0.000	Merged-chr17-10840429-74
NR3453--MA0495.2.MAFF	chr13	99412994	99413014	+	0.000	0.000	Merged-chr13-99412830-24
NR8676--MA0659.1.MAFG	chr4	95162623	95162643	-	0.000	0.000	Merged-chr4-95162673-9
NR4635--MA0089.1.MAFG::NFE2L1	chr16	10665322	10665327	-	0.000	0.000	Merged-chr16-10665545-75
NR4186--MA0591.1.Bach1::Mafk	chr15	27325981	27325995	+	0.000	0.000	Merged-chr15-27326036-33
NR4981--MA0496.2.MAFK	chr16	84879302	84879320	-	0.000	0.000	Merged-chr16-84879378-33
NR9683--MA0089.1.MAFG::NFE2L1	chr5	115474452	115474457	-	0.000	0.000	Merged-chr5-115474524-35
NR12920--MA0089.1.MAFG::NFE2L1	chrX	96025992	96025997	-	0.000	0.000	Merged-chrX-96026030-41
NR10398--MA0089.1.MAFG::NFE2L1	chr6	108895611	108895616	-	0.000	0.000	Merged-chr6-108895381-27
NR12136--MA0501.1.MAF::NFE2	chr8	126686967	126686981	-	0.000	0.000	Merged-chr8-126687126-29
NR8582--MA0659.1.MAFG	chr4	63840667	63840687	+	0.000	0.000	Merged-chr4-63840637-20
NR11960--MA0591.1.Bach1::Mafk	chr8	107324383	107324397	+	0.000	0.000	Merged-chr8-107324257-32
NR12140--MA0089.1.MAFG::NFE2L1	chr8	126828233	126828238	+	0.000	0.000	Merged-chr8-126828287-16
NR4380--MA0591.1.Bach1::Mafk	chr15	73423160	73423174	+	0.000	0.000	Merged-chr15-73423381-101
NR4192--MA0501.1.MAF::NFE2	chr15	28081382	28081396	+	0.000	0.000	Merged-chr15-28081319-36
NR9138--MA0591.1.Bach1::Mafk	chr4	154944473	154944487	-	0.000	0.000	Merged-chr4-154944295-57
NR9803--MA0591.1.Bach1::Mafk	chr5	136550859	136550873	+	0.000	0.000	Merged-chr5-136550897-14
NR10006--MA0089.1.MAFG::NFE2L1	chr6	33004674	33004679	+	0.000	0.000	Merged-chr6-33004502-19
NR276--MA0659.1.MAFG	chr1	74398274	74398294	-	0.000	0.000	Merged-chr1-74398237-10
NR2488--MA0591.1.Bach1::Mafk	chr12	17373770	17373784	+	0.000	0.000	Merged-chr12-17373480-96
NR10572--MA0089.1.MAFG::NFE2L1	chr6	128889035	128889040	+	0.000	0.000	Merged-chr6-128889092-57
NR6080--MA0659.1.MAFG	chr19	8997796	8997816	+	0.000	0.000	Merged-chr19-8997882-60
NR1152--MA0501.1.MAF::NFE2	chr10	7826314	7826328	-	0.000	0.000	Merged-chr10-7826287-40
NR472--MA0501.1.MAF::NFE2	chr1	107590012	107590026	-	0.000	0.000	Merged-chr1-107590197-16
NR8977--MA0501.1.MAF::NFE2	chr4	138884315	138884329	-	0.000	0.000	Merged-chr4-138884426-16
NR4157--MA0089.1.MAFG::NFE2L1	chr15	9466674	9466679	+	0.000	0.000	Merged-chr15-9466691-10
NR11124--MA0496.2.MAFK	chr7	79301004	79301022	+	0.000	0.000	Merged-chr7-79300921-71
NR7913--MA0591.1.Bach1::Mafk	chr3	101047786	101047800	-	0.000	0.000	Merged-chr3-101047810-38
NR5055--MA0496.2.MAFK	chr16	92400176	92400194	+	0.000	0.000	Merged-chr16-92400195-21
NR11720--MA0495.2.MAFF	chr8	46550338	46550358	-	0.000	0.000	Merged-chr8-46550228-39
NR11030--MA0496.2.MAFK	chr7	51892731	51892749	+	0.000	0.000	Merged-chr7-51892724-31
NR4036--MA0591.1.Bach1::Mafk	chr14	102914987	102915001	-	0.000	0.000	Merged-chr14-102915163-2
