#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Prdm1/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
NR236--MA0508.2.PRDM1	chr10	40462436	40462445	+	0.000	0.000	Merged-chr10-40462347-27
NR2076--MA0508.2.PRDM1	chr6	145285860	145285869	+	0.000	0.000	Merged-chr6-145285757-35
NR616--MA0508.2.PRDM1	chr13	30972270	30972279	-	0.000	0.000	Merged-chr13-30972253-49
NR2456--MA0508.2.PRDM1	chr9	120340031	120340040	+	0.000	0.000	Merged-chr9-120340117-48
NR2042--MA0508.2.PRDM1	chr6	124911743	124911752	-	0.000	0.000	Merged-chr6-124911783-36
NR2313--MA0508.2.PRDM1	chr8	105746493	105746502	-	0.000	0.000	Merged-chr8-105746434-56
NR1854--MA0508.2.PRDM1	chr5	96825041	96825050	+	0.000	0.000	Merged-chr5-96825060-50
NR629--MA0508.2.PRDM1	chr13	54209589	54209598	-	0.000	0.000	Merged-chr13-54209586-83
NR2469--MA0508.2.PRDM1	chrX	23697449	23697458	-	0.000	0.000	Merged-chrX-23697547-21
NR2435--MA0508.2.PRDM1	chr9	94670319	94670328	-	0.000	0.000	Merged-chr9-94670459-1
NR1562--MA0508.2.PRDM1	chr3	142243504	142243513	+	0.000	0.000	Merged-chr3-142243538-27
NR1833--MA0508.2.PRDM1	chr5	90257423	90257432	-	0.000	0.000	Merged-chr5-90257254-26
NR2305--MA0508.2.PRDM1	chr8	94434389	94434398	+	0.000	0.000	Merged-chr8-94434227-54
NR446--MA0508.2.PRDM1	chr11	121039431	121039440	-	0.000	0.000	Merged-chr11-121039238-62
NR1270--MA0508.2.PRDM1	chr2	68364638	68364647	+	0.000	0.000	Merged-chr2-68364639-40
NR2047--MA0508.2.PRDM1	chr6	129817706	129817715	+	0.000	0.000	Merged-chr6-129817846-22
NR459--MA0508.2.PRDM1	chr12	12172580	12172589	-	0.000	0.000	Merged-chr12-12172464-29
NR1921--MA0508.2.PRDM1	chr6	29278874	29278883	+	0.000	0.000	Merged-chr6-29279043-26
NR2156--MA0508.2.PRDM1	chr7	101341586	101341595	+	0.000	0.000	Merged-chr7-101341598-26
NR1031--MA0508.2.PRDM1	chr17	48316139	48316148	+	0.000	0.000	Merged-chr17-48316195-8
NR329--MA0508.2.PRDM1	chr10	118561871	118561880	+	0.000	0.000	Merged-chr10-118561767-20
NR1392--MA0508.2.PRDM1	chr2	167589433	167589442	-	0.000	0.000	Merged-chr2-167589263-66
NR2374--MA0508.2.PRDM1	chr9	42995496	42995505	+	0.000	0.000	Merged-chr9-42995452-17
NR438--MA0508.2.PRDM1	chr11	109375608	109375617	+	0.000	0.000	Merged-chr11-109375589-56
NR1900--MA0508.2.PRDM1	chr5	146882603	146882612	-	0.000	0.000	Merged-chr5-146882424-24
NR1010--MA0508.2.PRDM1	chr17	28407662	28407671	+	0.000	0.000	Merged-chr17-28407635-51
NR2039--MA0508.2.PRDM1	chr6	121241940	121241949	-	0.000	0.000	Merged-chr6-121242053-23
NR1785--MA0508.2.PRDM1	chr5	36538824	36538833	+	0.000	0.000	Merged-chr5-36538864-43
NR1913--MA0508.2.PRDM1	chr6	17629954	17629963	-	0.000	0.000	Merged-chr6-17630018-29
NR1894--MA0508.2.PRDM1	chr5	140215979	140215988	-	0.000	0.000	Merged-chr5-140215756-33
NR1798--MA0508.2.PRDM1	chr5	44180998	44181007	+	0.000	0.000	Merged-chr5-44180865-15
NR1655--MA0508.2.PRDM1	chr4	63486631	63486640	-	0.000	0.000	Merged-chr4-63486767-20
NR1926--MA0508.2.PRDM1	chr6	35462700	35462709	+	0.000	0.000	Merged-chr6-35462751-23
NR2366--MA0508.2.PRDM1	chr9	35475596	35475605	+	0.000	0.000	Merged-chr9-35475679-27
NR159--MA0508.2.PRDM1	chr1	171033702	171033711	-	0.000	0.000	Merged-chr1-171033722-93
NR1493--MA0508.2.PRDM1	chr3	99233965	99233974	-	0.000	0.000	Merged-chr3-99234214-90
NR1621--MA0508.2.PRDM1	chr4	41064283	41064292	+	0.000	0.000	Merged-chr4-41064306-11
NR268--MA0508.2.PRDM1	chr10	70156679	70156688	-	0.000	0.000	Merged-chr10-70156646-22
NR1668--MA0508.2.PRDM1	chr4	86725257	86725266	+	0.000	0.000	Merged-chr4-86725378-12
NR1730--MA0508.2.PRDM1	chr4	138282969	138282978	-	0.000	0.000	Merged-chr4-138283015-36
NR1982--MA0508.2.PRDM1	chr6	83718295	83718304	+	0.000	0.000	Merged-chr6-83718285-22
NR2488--MA0508.2.PRDM1	chrX	98259641	98259650	-	0.000	0.000	Merged-chrX-98259743-49
NR1092--MA0508.2.PRDM1	chr18	32441177	32441186	+	0.000	0.000	Merged-chr18-32441368-26
NR1886--MA0508.2.PRDM1	chr5	134304253	134304262	+	0.000	0.000	Merged-chr5-134304232-28
NR1376--MA0508.2.PRDM1	chr2	150869559	150869568	+	0.000	0.000	Merged-chr2-150869596-45
NR2358--MA0508.2.PRDM1	chr9	22366938	22366947	+	0.000	0.000	Merged-chr9-22366928-17
NR13--MA0508.2.PRDM1	chr1	20825268	20825277	-	0.000	0.000	Merged-chr1-20825313-33
NR1504--MA0508.2.PRDM1	chr3	106974651	106974660	+	0.000	0.000	Merged-chr3-106974504-27
NR1071--MA0508.2.PRDM1	chr17	88042613	88042622	+	0.000	0.000	Merged-chr17-88042729-54
NR832--MA0508.2.PRDM1	chr15	9529675	9529684	+	0.000	0.000	Merged-chr15-9529844-37
NR1451--MA0508.2.PRDM1	chr3	65929709	65929718	-	0.000	0.000	Merged-chr3-65929899-83
NR1722--MA0508.2.PRDM1	chr4	133757633	133757642	-	0.000	0.000	Merged-chr4-133757542-4
NR1246--MA0508.2.PRDM1	chr2	48322220	48322229	+	0.000	0.000	Merged-chr2-48322438-54
NR1498--MA0508.2.PRDM1	chr3	101033725	101033734	-	0.000	0.000	Merged-chr3-101033836-38
NR1103--MA0508.2.PRDM1	chr18	54482791	54482800	-	0.000	0.000	Merged-chr18-54482664-28
NR1212--MA0508.2.PRDM1	chr2	5642776	5642785	-	0.000	0.000	Merged-chr2-5642867-48
NR1878--MA0508.2.PRDM1	chr5	120579374	120579383	+	0.000	0.000	Merged-chr5-120579534-1
NR1735--MA0508.2.PRDM1	chr4	139616926	139616935	+	0.000	0.000	Merged-chr4-139616773-45
NR1116--MA0508.2.PRDM1	chr18	65015988	65015997	-	0.000	0.000	Merged-chr18-65016159-16
NR1573--MA0508.2.PRDM1	chr3	148844485	148844494	-	0.000	0.000	Merged-chr3-148844306-23
NR540--MA0508.2.PRDM1	chr12	105684196	105684205	+	0.000	0.000	Merged-chr12-105684124-9
NR1443--MA0508.2.PRDM1	chr3	59222492	59222501	-	0.000	0.000	Merged-chr3-59222464-17
NR1714--MA0508.2.PRDM1	chr4	128728620	128728629	+	0.000	0.000	Merged-chr4-128728655-13
NR2--MA0508.2.PRDM1	chr1	13161576	13161585	+	0.000	0.000	Merged-chr1-13161604-37
NR2058--MA0508.2.PRDM1	chr6	137541344	137541353	-	0.000	0.000	Merged-chr6-137541549-52
NR1185--MA0508.2.PRDM1	chr19	32999028	32999037	+	0.000	0.000	Merged-chr19-32999080-29
NR1042--MA0508.2.PRDM1	chr17	63459979	63459988	-	0.000	0.000	Merged-chr17-63460148-16
NR1313--MA0508.2.PRDM1	chr2	106003263	106003272	+	0.000	0.000	Merged-chr2-106003306-49
NR1979--MA0508.2.PRDM1	chr6	82921955	82921964	-	0.000	0.000	Merged-chr6-82922037-57
NR1294--MA0508.2.PRDM1	chr2	91078435	91078444	+	0.000	0.000	Merged-chr2-91078502-21
NR1217--MA0508.2.PRDM1	chr2	10101440	10101449	-	0.000	0.000	Merged-chr2-10101354-20
NR40--MA0508.2.PRDM1	chr1	52100604	52100613	+	0.000	0.000	Merged-chr1-52100715-41
NR893--MA0508.2.PRDM1	chr15	95850110	95850119	+	0.000	0.000	Merged-chr15-95850129-22
NR1706--MA0508.2.PRDM1	chr4	121074469	121074478	+	0.000	0.000	Merged-chr4-121074413-23
NR1021--MA0508.2.PRDM1	chr17	34103002	34103011	+	0.000	0.000	Merged-chr17-34102981-20
NR53--MA0508.2.PRDM1	chr1	66279478	66279487	+	0.000	0.000	Merged-chr1-66279555-43
NR925--MA0508.2.PRDM1	chr16	24165794	24165803	+	0.000	0.000	Merged-chr16-24165807-44
NR1273--MA0508.2.PRDM1	chr2	69043581	69043590	-	0.000	0.000	Merged-chr2-69043604-35
NR1815--MA0508.2.PRDM1	chr5	62939302	62939311	-	0.000	0.000	Merged-chr5-62939189-18
NR511--MA0508.2.PRDM1	chr12	84762574	84762583	+	0.000	0.000	Merged-chr12-84762785-51
NR1382--MA0508.2.PRDM1	chr2	158380072	158380081	+	0.000	0.000	Merged-chr2-158379910-26
NR2460--MA0508.2.PRDM1	chr9	122398941	122398950	-	0.000	0.000	Merged-chr9-122399009-31
NR110--MA0508.2.PRDM1	chr1	133711411	133711420	+	0.000	0.000	Merged-chr1-133711440-47
NR776--MA0508.2.PRDM1	chr14	64867111	64867120	+	0.000	0.000	Merged-chr14-64867013-43
NR471--MA0508.2.PRDM1	chr12	32006713	32006722	+	0.000	0.000	Merged-chr12-32006631-21
NR1427--MA0508.2.PRDM1	chr3	38283168	38283177	-	0.000	0.000	Merged-chr3-38283048-27
NR994--MA0508.2.PRDM1	chr17	8195750	8195759	+	0.000	0.000	Merged-chr17-8195901-46
NR1013--MA0508.2.PRDM1	chr17	29552540	29552549	+	0.000	0.000	Merged-chr17-29552502-38
NR45--MA0508.2.PRDM1	chr1	60070965	60070974	+	0.000	0.000	Merged-chr1-60070874-17
NR917--MA0508.2.PRDM1	chr16	18443709	18443718	+	0.000	0.000	Merged-chr16-18443657-29
NR1265--MA0508.2.PRDM1	chr2	62408912	62408921	+	0.000	0.000	Merged-chr2-62408986-36
NR1807--MA0508.2.PRDM1	chr5	53213783	53213792	+	0.000	0.000	Merged-chr5-53213963-3
NR960--MA0508.2.PRDM1	chr16	55551064	55551073	-	0.000	0.000	Merged-chr16-55551053-37
NR484--MA0508.2.PRDM1	chr12	52830983	52830992	-	0.000	0.000	Merged-chr12-52830906-26
NR593--MA0508.2.PRDM1	chr13	16021028	16021037	-	0.000	0.000	Merged-chr13-16020821-23
NR1483--MA0508.2.PRDM1	chr3	96198425	96198434	+	0.000	0.000	Merged-chr3-96198410-32
NR1278--MA0508.2.PRDM1	chr2	73281399	73281408	+	0.000	0.000	Merged-chr2-73281326-31
NR1135--MA0508.2.PRDM1	chr18	79080252	79080261	-	0.000	0.000	Merged-chr18-79080001-30
NR1929--MA0508.2.PRDM1	chr6	38789506	38789515	+	0.000	0.000	Merged-chr6-38789563-52
NR877--MA0508.2.PRDM1	chr15	80948576	80948585	-	0.000	0.000	Merged-chr15-80948556-72
NR1101--MA0508.2.PRDM1	chr18	52410246	52410255	-	0.000	0.000	Merged-chr18-52410134-29
NR2431--MA0508.2.PRDM1	chr9	91365295	91365304	+	0.000	0.000	Merged-chr9-91365340-1
NR1528--MA0508.2.PRDM1	chr3	126650982	126650991	+	0.000	0.000	Merged-chr3-126650760-81
NR224--MA0508.2.PRDM1	chr10	19598284	19598293	-	0.000	0.000	Merged-chr10-19598256-42
NR1095--MA0508.2.PRDM1	chr18	36328877	36328886	-	0.000	0.000	Merged-chr18-36328839-42
NR604--MA0508.2.PRDM1	chr13	19219698	19219707	+	0.000	0.000	Merged-chr13-19219739-41
NR1475--MA0508.2.PRDM1	chr3	89730749	89730758	-	0.000	0.000	Merged-chr3-89730861-61
NR1127--MA0508.2.PRDM1	chr18	69068570	69068579	+	0.000	0.000	Merged-chr18-69068591-21
NR280--MA0508.2.PRDM1	chr10	81249703	81249712	-	0.000	0.000	Merged-chr10-81249714-12
NR822--MA0508.2.PRDM1	chr14	118109989	118109998	+	0.000	0.000	Merged-chr14-118109992-14
NR617--MA0508.2.PRDM1	chr13	32864942	32864951	+	0.000	0.000	Merged-chr13-32864701-28
NR869--MA0508.2.PRDM1	chr15	75850936	75850945	+	0.000	0.000	Merged-chr15-75851032-8
NR1488--MA0508.2.PRDM1	chr3	97076594	97076603	+	0.000	0.000	Merged-chr3-97076384-70
NR455--MA0508.2.PRDM1	chr12	8659992	8660001	-	0.000	0.000	Merged-chr12-8659979-34
NR978--MA0508.2.PRDM1	chr16	90277060	90277069	+	0.000	0.000	Merged-chr16-90277146-33
NR2423--MA0508.2.PRDM1	chr9	84970182	84970191	-	0.000	0.000	Merged-chr9-84970224-28
NR29--MA0508.2.PRDM1	chr1	38987572	38987581	+	0.000	0.000	Merged-chr1-38987666-67
NR1183--MA0508.2.PRDM1	chr19	32292730	32292739	+	0.000	0.000	Merged-chr19-32292783-63
NR2261--MA0508.2.PRDM1	chr8	36030434	36030443	+	0.000	0.000	Merged-chr8-36030382-8
NR1087--MA0508.2.PRDM1	chr18	23773231	23773240	-	0.000	0.000	Merged-chr18-23773308-23
NR2370--MA0508.2.PRDM1	chr9	37616940	37616949	-	0.000	0.000	Merged-chr9-37616969-11
NR434--MA0508.2.PRDM1	chr11	105364512	105364521	+	0.000	0.000	Merged-chr11-105364636-18
NR891--MA0508.2.PRDM1	chr15	94565076	94565085	-	0.000	0.000	Merged-chr15-94565077-32
NR272--MA0508.2.PRDM1	chr10	76802277	76802286	-	0.000	0.000	Merged-chr10-76802342-40
NR814--MA0508.2.PRDM1	chr14	103850768	103850777	-	0.000	0.000	Merged-chr14-103850623-36
NR609--MA0508.2.PRDM1	chr13	23761507	23761516	-	0.000	0.000	Merged-chr13-23761314-21
NR1228--MA0508.2.PRDM1	chr2	24962298	24962307	+	0.000	0.000	Merged-chr2-24962468-44
NR795--MA0508.2.PRDM1	chr14	79331947	79331956	-	0.000	0.000	Merged-chr14-79332097-1
NR652--MA0508.2.PRDM1	chr13	75839921	75839930	+	0.000	0.000	Merged-chr13-75840041-65
NR2492--MA0508.2.PRDM1	chrX	101429573	101429582	+	0.000	0.000	Merged-chrX-101429503-77
NR304--MA0508.2.PRDM1	chr10	98776467	98776476	+	0.000	0.000	Merged-chr10-98776574-38
NR142--MA0508.2.PRDM1	chr1	161480175	161480184	+	0.000	0.000	Merged-chr1-161480099-19
NR394--MA0508.2.PRDM1	chr11	75193676	75193685	+	0.000	0.000	Merged-chr11-75193869-40
NR251--MA0508.2.PRDM1	chr10	56486743	56486752	-	0.000	0.000	Merged-chr10-56486689-18
NR1207--MA0508.2.PRDM1	chr19	58096025	58096034	+	0.000	0.000	Merged-chr19-58095870-50
NR631--MA0508.2.PRDM1	chr13	58067866	58067875	+	0.000	0.000	Merged-chr13-58067754-68
NR2375--MA0508.2.PRDM1	chr9	43242609	43242618	+	0.000	0.000	Merged-chr9-43242516-24
NR1058--MA0508.2.PRDM1	chr17	80174494	80174503	+	0.000	0.000	Merged-chr17-80174428-10
NR1329--MA0508.2.PRDM1	chr2	117352907	117352916	-	0.000	0.000	Merged-chr2-117352784-31
NR2484--MA0508.2.PRDM1	chrX	77522749	77522758	+	0.000	0.000	Merged-chrX-77522857-17
NR896--MA0508.2.PRDM1	chr15	96567194	96567203	-	0.000	0.000	Merged-chr15-96567129-35
NR501--MA0508.2.PRDM1	chr12	75531651	75531660	-	0.000	0.000	Merged-chr12-75531793-15
NR134--MA0508.2.PRDM1	chr1	156673798	156673807	-	0.000	0.000	Merged-chr1-156673751-1
NR928--MA0508.2.PRDM1	chr16	26581729	26581738	-	0.000	0.000	Merged-chr16-26581670-77
NR2102--MA0508.2.PRDM1	chr7	39642546	39642555	+	0.000	0.000	Merged-chr7-39642605-22
NR2354--MA0508.2.PRDM1	chr9	14248385	14248394	+	0.000	0.000	Merged-chr9-14248366-20
NR623--MA0508.2.PRDM1	chr13	46364727	46364736	-	0.000	0.000	Merged-chr13-46364676-21
NR875--MA0508.2.PRDM1	chr15	80697716	80697725	+	0.000	0.000	Merged-chr15-80697819-49
NR190--MA0508.2.PRDM1	chr1	184060590	184060599	-	0.000	0.000	Merged-chr1-184060676-8
NR461--MA0508.2.PRDM1	chr12	16532201	16532210	+	0.000	0.000	Merged-chr12-16532110-1
NR2367--MA0508.2.PRDM1	chr9	36802493	36802502	-	0.000	0.000	Merged-chr9-36802612-8
NR365--MA0508.2.PRDM1	chr11	32000073	32000082	+	0.000	0.000	Merged-chr11-32000120-91
NR997--MA0508.2.PRDM1	chr17	12692069	12692078	+	0.000	0.000	Merged-chr17-12692013-52
NR2237--MA0508.2.PRDM1	chr8	8334599	8334608	-	0.000	0.000	Merged-chr8-8334812-71
NR2508--MA0508.2.PRDM1	chrX	167231346	167231355	+	0.000	0.000	Merged-chrX-167231316-28
NR378--MA0508.2.PRDM1	chr11	53128858	53128867	+	0.000	0.000	Merged-chr11-53128879-36
NR2280--MA0508.2.PRDM1	chr8	69985516	69985525	-	0.000	0.000	Merged-chr8-69985450-23
NR2346--MA0508.2.PRDM1	chr9	7473079	7473088	+	0.000	0.000	Merged-chr9-7473003-16
NR2203--MA0508.2.PRDM1	chr7	127746164	127746173	-	0.000	0.000	Merged-chr7-127746259-1
NR201--MA0508.2.PRDM1	chr1	191111425	191111434	-	0.000	0.000	Merged-chr1-191111364-43
NR1601--MA0508.2.PRDM1	chr4	8928580	8928589	+	0.000	0.000	Merged-chr4-8928787-42
NR453--MA0508.2.PRDM1	chr12	8344997	8345006	-	0.000	0.000	Merged-chr12-8345102-29
NR357--MA0508.2.PRDM1	chr11	20064304	20064313	-	0.000	0.000	Merged-chr11-20064139-6
NR628--MA0508.2.PRDM1	chr13	52721659	52721668	+	0.000	0.000	Merged-chr13-52721741-44
NR1962--MA0508.2.PRDM1	chr6	65585172	65585181	+	0.000	0.000	Merged-chr6-65585243-27
NR214--MA0508.2.PRDM1	chr10	4357669	4357678	-	0.000	0.000	Merged-chr10-4357640-28
NR846--MA0508.2.PRDM1	chr15	30662237	30662246	-	0.000	0.000	Merged-chr15-30662184-17
NR161--MA0508.2.PRDM1	chr1	172306395	172306404	+	0.000	0.000	Merged-chr1-172306276-26
NR1561--MA0508.2.PRDM1	chr3	142183742	142183751	+	0.000	0.000	Merged-chr3-142183834-1
NR1670--MA0508.2.PRDM1	chr4	87669637	87669646	-	0.000	0.000	Merged-chr4-87669731-33
NR2176--MA0508.2.PRDM1	chr7	112180324	112180333	+	0.000	0.000	Merged-chr7-112180328-30
NR174--MA0508.2.PRDM1	chr1	176996870	176996879	+	0.000	0.000	Merged-chr1-176997002-19
NR697--MA0508.2.PRDM1	chr13	108426961	108426970	+	0.000	0.000	Merged-chr13-108426890-1
NR349--MA0508.2.PRDM1	chr11	3181549	3181558	-	0.000	0.000	Merged-chr11-3181415-55
NR2317--MA0508.2.PRDM1	chr8	107056869	107056878	-	0.000	0.000	Merged-chr8-107056733-66
NR458--MA0508.2.PRDM1	chr12	11300958	11300967	+	0.000	0.000	Merged-chr12-11300955-23
NR729--MA0508.2.PRDM1	chr14	12307864	12307873	-	0.000	0.000	Merged-chr14-12307905-40
NR1920--MA0508.2.PRDM1	chr6	24516169	24516178	+	0.000	0.000	Merged-chr6-24516367-18
NR296--MA0508.2.PRDM1	chr10	93195069	93195078	+	0.000	0.000	Merged-chr10-93194947-1
NR328--MA0508.2.PRDM1	chr10	118550409	118550418	-	0.000	0.000	Merged-chr10-118550430-27
NR2373--MA0508.2.PRDM1	chr9	42995490	42995499	+	0.000	0.000	Merged-chr9-42995452-17
NR2025--MA0508.2.PRDM1	chr6	114397975	114397984	+	0.000	0.000	Merged-chr6-114397925-17
NR1880--MA0508.2.PRDM1	chr5	123344705	123344714	-	0.000	0.000	Merged-chr5-123344591-87
NR2386--MA0508.2.PRDM1	chr9	57990971	57990980	+	0.000	0.000	Merged-chr9-57990805-40
NR2243--MA0508.2.PRDM1	chr8	18954089	18954098	+	0.000	0.000	Merged-chr8-18954142-48
NR2038--MA0508.2.PRDM1	chr6	121227027	121227036	-	0.000	0.000	Merged-chr6-121226970-16
NR179--MA0508.2.PRDM1	chr1	179130277	179130286	+	0.000	0.000	Merged-chr1-179130359-23
NR2081--MA0508.2.PRDM1	chr6	146530553	146530562	+	0.000	0.000	Merged-chr6-146530581-26
NR2399--MA0508.2.PRDM1	chr9	64832009	64832018	-	0.000	0.000	Merged-chr9-64831906-29
NR1925--MA0508.2.PRDM1	chr6	33249105	33249114	+	0.000	0.000	Merged-chr6-33249191-56
NR2365--MA0508.2.PRDM1	chr9	35007139	35007148	+	0.000	0.000	Merged-chr9-35007274-11
NR20--MA0508.2.PRDM1	chr1	23882946	23882955	+	0.000	0.000	Merged-chr1-23882900-25
NR2017--MA0508.2.PRDM1	chr6	108717980	108717989	-	0.000	0.000	Merged-chr6-108717791-30
NR2269--MA0508.2.PRDM1	chr8	46941504	46941513	+	0.000	0.000	Merged-chr8-46941577-53
NR1620--MA0508.2.PRDM1	chr4	40839316	40839325	+	0.000	0.000	Merged-chr4-40839433-53
NR1872--MA0508.2.PRDM1	chr5	115488926	115488935	-	0.000	0.000	Merged-chr5-115489040-3
NR2235--MA0508.2.PRDM1	chr8	3631199	3631208	-	0.000	0.000	Merged-chr8-3631064-68
NR1981--MA0508.2.PRDM1	chr6	83421920	83421929	-	0.000	0.000	Merged-chr6-83421842-37
NR408--MA0508.2.PRDM1	chr11	84880156	84880165	+	0.000	0.000	Merged-chr11-84880218-87
NR1471--MA0508.2.PRDM1	chr3	84715287	84715296	+	0.000	0.000	Merged-chr3-84715324-47
NR1646--MA0508.2.PRDM1	chr4	59278647	59278656	-	0.000	0.000	Merged-chr4-59278599-46
NR1917--MA0508.2.PRDM1	chr6	22330459	22330468	-	0.000	0.000	Merged-chr6-22330722-48
NR2357--MA0508.2.PRDM1	chr9	21978126	21978135	+	0.000	0.000	Merged-chr9-21978174-8
NR1070--MA0508.2.PRDM1	chr17	88038451	88038460	+	0.000	0.000	Merged-chr17-88038382-13
NR259--MA0508.2.PRDM1	chr10	62187122	62187131	+	0.000	0.000	Merged-chr10-62187045-24
NR1721--MA0508.2.PRDM1	chr4	132972384	132972393	-	0.000	0.000	Merged-chr4-132972199-49
NR1830--MA0508.2.PRDM1	chr5	88727956	88727965	+	0.000	0.000	Merged-chr5-88727833-39
NR1211--MA0508.2.PRDM1	chr2	5025588	5025597	-	0.000	0.000	Merged-chr2-5025454-23
NR1877--MA0508.2.PRDM1	chr5	120116547	120116556	-	0.000	0.000	Merged-chr5-120116585-62
NR81--MA0508.2.PRDM1	chr1	105543573	105543582	-	0.000	0.000	Merged-chr1-105543373-21
NR2078--MA0508.2.PRDM1	chr6	145616546	145616555	-	0.000	0.000	Merged-chr6-145616643-48
NR2044--MA0508.2.PRDM1	chr6	127265147	127265156	-	0.000	0.000	Merged-chr6-127265230-18
NR2296--MA0508.2.PRDM1	chr8	84601590	84601599	-	0.000	0.000	Merged-chr8-84601669-24
NR1442--MA0508.2.PRDM1	chr3	59120161	59120170	-	0.000	0.000	Merged-chr3-59120352-78
NR1965--MA0508.2.PRDM1	chr6	66473130	66473139	-	0.000	0.000	Merged-chr6-66473070-26
NR932--MA0508.2.PRDM1	chr16	32130072	32130081	+	0.000	0.000	Merged-chr16-32130229-66
NR1280--MA0508.2.PRDM1	chr2	76030120	76030129	-	0.000	0.000	Merged-chr2-76030062-28
NR1617--MA0508.2.PRDM1	chr4	33270254	33270263	+	0.000	0.000	Merged-chr4-33270288-23
NR1203--MA0508.2.PRDM1	chr19	54015204	54015213	+	0.000	0.000	Merged-chr19-54015154-21
NR1455--MA0508.2.PRDM1	chr3	69005934	69005943	+	0.000	0.000	Merged-chr3-69006115-39
NR2036--MA0508.2.PRDM1	chr6	120056377	120056386	+	0.000	0.000	Merged-chr6-120056156-40
NR1434--MA0508.2.PRDM1	chr3	51553104	51553113	+	0.000	0.000	Merged-chr3-51553157-56
NR1020--MA0508.2.PRDM1	chr17	33919639	33919648	-	0.000	0.000	Merged-chr17-33919703-60
NR1686--MA0508.2.PRDM1	chr4	101458550	101458559	+	0.000	0.000	Merged-chr4-101458526-22
NR924--MA0508.2.PRDM1	chr16	24152155	24152164	+	0.000	0.000	Merged-chr16-24152137-5
NR1814--MA0508.2.PRDM1	chr5	62711044	62711053	+	0.000	0.000	Merged-chr5-62711036-55
NR1609--MA0508.2.PRDM1	chr4	15958522	15958531	-	0.000	0.000	Merged-chr4-15958337-98
NR1795--MA0508.2.PRDM1	chr5	43856007	43856016	+	0.000	0.000	Merged-chr5-43855987-24
NR1400--MA0508.2.PRDM1	chr2	174723538	174723547	+	0.000	0.000	Merged-chr2-174723668-14
NR1381--MA0508.2.PRDM1	chr2	157746757	157746766	-	0.000	0.000	Merged-chr2-157746803-36
NR1923--MA0508.2.PRDM1	chr6	30141149	30141158	+	0.000	0.000	Merged-chr6-30141112-2
NR1827--MA0508.2.PRDM1	chr5	72938449	72938458	+	0.000	0.000	Merged-chr5-72938590-38
NR1251--MA0508.2.PRDM1	chr2	53088983	53088992	-	0.000	0.000	Merged-chr2-53088913-36
NR1774--MA0508.2.PRDM1	chr5	21188669	21188678	+	0.000	0.000	Merged-chr5-21188682-9
NR1569--MA0508.2.PRDM1	chr3	146173285	146173294	+	0.000	0.000	Merged-chr3-146173193-9
NR1426--MA0508.2.PRDM1	chr3	37281219	37281228	-	0.000	0.000	Merged-chr3-37281103-32
NR1264--MA0508.2.PRDM1	chr2	61492435	61492444	+	0.000	0.000	Merged-chr2-61492330-26
NR1535--MA0508.2.PRDM1	chr3	131126041	131126050	-	0.000	0.000	Merged-chr3-131125958-32
NR1787--MA0508.2.PRDM1	chr5	36727421	36727430	-	0.000	0.000	Merged-chr5-36727295-8
NR1439--MA0508.2.PRDM1	chr3	55660117	55660126	-	0.000	0.000	Merged-chr3-55660012-44
NR1896--MA0508.2.PRDM1	chr5	140915557	140915566	+	0.000	0.000	Merged-chr5-140915429-24
NR57--MA0508.2.PRDM1	chr1	80637467	80637476	+	0.000	0.000	Merged-chr1-80637446-57
NR592--MA0508.2.PRDM1	chr13	14063585	14063594	+	0.000	0.000	Merged-chr13-14063519-130
NR972--MA0508.2.PRDM1	chr16	78532151	78532160	-	0.000	0.000	Merged-chr16-78532286-51
NR624--MA0508.2.PRDM1	chr13	48513373	48513382	+	0.000	0.000	Merged-chr13-48513320-57
NR1514--MA0508.2.PRDM1	chr3	117728538	117728547	+	0.000	0.000	Merged-chr3-117728445-14
NR1309--MA0508.2.PRDM1	chr2	102853438	102853447	-	0.000	0.000	Merged-chr2-102853359-14
NR1100--MA0508.2.PRDM1	chr18	50053409	50053418	+	0.000	0.000	Merged-chr18-50053279-83
NR733--MA0508.2.PRDM1	chr14	19751176	19751185	+	0.000	0.000	Merged-chr14-19751305-34
NR1081--MA0508.2.PRDM1	chr18	13787159	13787168	+	0.000	0.000	Merged-chr18-13787099-71
NR1623--MA0508.2.PRDM1	chr4	44065641	44065650	+	0.000	0.000	Merged-chr4-44065712-54
NR1875--MA0508.2.PRDM1	chr5	117938513	117938522	+	0.000	0.000	Merged-chr5-117938550-41
NR1399--MA0508.2.PRDM1	chr2	174566135	174566144	+	0.000	0.000	Merged-chr2-174566072-46
NR1527--MA0508.2.PRDM1	chr3	126630883	126630892	-	0.000	0.000	Merged-chr3-126630748-8
NR1907--MA0508.2.PRDM1	chr5	149846969	149846978	-	0.000	0.000	Merged-chr5-149846777-12
