#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR3502--MA0036.3.GATA2	chr19	5094351	5094361	-	0.000	0.000	Merged-chr19-5094459-12
NR2328--MA0036.3.GATA2	chr14	60131691	60131701	+	0.000	0.000	Merged-chr14-60131750-51
NR6517--MA0035.3.Gata1	chr8	111976661	111976671	-	0.000	0.000	Merged-chr8-111976573-47
NR1203--MA0036.3.GATA2	chr11	75319147	75319157	-	0.000	0.000	Merged-chr11-75318979-50
NR6017--MA0482.1.Gata4	chr7	66060370	66060380	+	0.000	0.000	Merged-chr7-66060555-63
NR6815--MA0037.3.GATA3	chr9	78022508	78022515	+	0.000	0.000	Merged-chr9-78022388-19
NR5272--MA0036.3.GATA2	chr5	105192810	105192820	+	0.000	0.000	Merged-chr5-105192735-25
NR2038--MA0482.1.Gata4	chr13	98124619	98124629	+	0.000	0.000	Merged-chr13-98124541-43
NR1073--MA0037.3.GATA3	chr11	11836941	11836948	-	0.000	0.000	Merged-chr11-11837020-26
NR4379--MA0766.1.GATA5	chr3	79128066	79128073	+	0.000	0.000	Merged-chr3-79127993-19
NR2770--MA0037.3.GATA3	chr16	43661710	43661717	+	0.000	0.000	Merged-chr16-43661789-37
NR4175--MA0482.1.Gata4	chr2	156882818	156882828	+	0.000	0.000	Merged-chr2-156882642-42
NR2674--MA1104.1.GATA6	chr15	103339524	103339536	-	0.000	0.000	Merged-chr15-103339534-3
NR6649--MA0482.1.Gata4	chr8	128562985	128562995	+	0.000	0.000	Merged-chr8-128563020-29
NR1--MA0140.2.GATA1::TAL1	chr1	9883364	9883381	-	0.000	0.000	Merged-chr1-9883358-36
NR1160--MA0766.1.GATA5	chr11	64037641	64037648	+	0.000	0.000	Merged-chr11-64037767-32
NR1702--MA0766.1.GATA5	chr12	113414681	113414688	-	0.000	0.000	Merged-chr12-113414554-11
NR6439--MA0766.1.GATA5	chr8	81766181	81766188	+	0.000	0.000	Merged-chr8-81766244-47
NR467--MA1104.1.GATA6	chr1	165985996	165986008	+	0.000	0.000	Merged-chr1-165985990-54
NR7086--MA0140.2.GATA1::TAL1	chrX	7586698	7586715	-	0.000	0.000	Merged-chrX-7586610-10
NR5314--MA0766.1.GATA5	chr5	124022517	124022524	-	0.000	0.000	Merged-chr5-124022476-27
NR324--MA1104.1.GATA6	chr1	143319750	143319762	-	0.000	0.000	Merged-chr1-143319719-34
NR5260--MA0140.2.GATA1::TAL1	chr5	96219689	96219706	-	0.000	0.000	Merged-chr5-96219655-31
NR2802--MA0037.3.GATA3	chr16	58670210	58670217	-	0.000	0.000	Merged-chr16-58670422-58
NR6819--MA0766.1.GATA5	chr9	78022508	78022515	+	0.000	0.000	Merged-chr9-78022388-19
NR3590--MA1104.1.GATA6	chr19	40267567	40267579	-	0.000	0.000	Merged-chr19-40267576-38
NR3563--MA0035.3.Gata1	chr19	29367424	29367434	-	0.000	0.000	Merged-chr19-29367376-49
NR4188--MA0482.1.Gata4	chr2	163054625	163054635	-	0.000	0.000	Merged-chr2-163054784-63
NR5445--MA0037.3.GATA3	chr6	4664524	4664531	-	0.000	0.000	Merged-chr6-4664595-18
NR3191--MA0036.3.GATA2	chr17	83307182	83307192	-	0.000	0.000	Merged-chr17-83307130-30
NR4069--MA0035.3.Gata1	chr2	132497593	132497603	-	0.000	0.000	Merged-chr2-132497706-22
NR1858--MA0766.1.GATA5	chr13	43191941	43191948	-	0.000	0.000	Merged-chr13-43191968-21
NR6775--MA1104.1.GATA6	chr9	69073400	69073412	-	0.000	0.000	Merged-chr9-69073494-25
NR1740--MA0035.3.Gata1	chr12	118439072	118439082	-	0.000	0.000	Merged-chr12-118439012-3
NR1195--MA0037.3.GATA3	chr11	75169169	75169176	-	0.000	0.000	Merged-chr11-75169080-24
NR2339--MA1104.1.GATA6	chr14	62799050	62799062	-	0.000	0.000	Merged-chr14-62798973-44
NR6129--MA0035.3.Gata1	chr7	101027844	101027854	+	0.000	0.000	Merged-chr7-101027827-19
NR860--MA0140.2.GATA1::TAL1	chr10	93228766	93228783	-	0.000	0.000	Merged-chr10-93228796-6
NR7141--MA0035.3.Gata1	chrX	137019422	137019432	-	0.000	0.000	Merged-chrX-137019593-29
NR3604--MA0140.2.GATA1::TAL1	chr19	40818906	40818923	+	0.000	0.000	Merged-chr19-40819012-30
NR2060--MA0482.1.Gata4	chr13	100576087	100576097	-	0.000	0.000	Merged-chr13-100576105-29
NR5729--MA0037.3.GATA3	chr6	129997694	129997701	-	0.000	0.000	Merged-chr6-129997694-33
NR3433--MA0035.3.Gata1	chr18	79353029	79353039	-	0.000	0.000	Merged-chr18-79353064-26
NR2649--MA0482.1.Gata4	chr15	96778481	96778491	+	0.000	0.000	Merged-chr15-96778537-47
NR3998--MA0036.3.GATA2	chr2	106985120	106985130	+	0.000	0.000	Merged-chr2-106985167-21
NR1718--MA0036.3.GATA2	chr12	117403955	117403965	-	0.000	0.000	Merged-chr12-117403786-38
NR6466--MA0482.1.Gata4	chr8	94802597	94802607	-	0.000	0.000	Merged-chr8-94802531-14
NR4396--MA0035.3.Gata1	chr3	84093107	84093117	-	0.000	0.000	Merged-chr3-84093112-19
NR1405--MA0035.3.Gata1	chr11	113574273	113574283	-	0.000	0.000	Merged-chr11-113574265-17
NR3069--MA0140.2.GATA1::TAL1	chr17	44893776	44893793	-	0.000	0.000	Merged-chr17-44893726-24
NR3390--MA0482.1.Gata4	chr18	70478126	70478136	+	0.000	0.000	Merged-chr18-70478078-27
NR4346--MA1104.1.GATA6	chr3	59114098	59114110	-	0.000	0.000	Merged-chr3-59114221-20
NR5787--MA0036.3.GATA2	chr6	136743839	136743849	-	0.000	0.000	Merged-chr6-136743937-14
NR4617--MA1104.1.GATA6	chr3	136742958	136742970	-	0.000	0.000	Merged-chr3-136742959-57
NR7008--MA1104.1.GATA6	chr9	108832552	108832564	+	0.000	0.000	Merged-chr9-108832464-53
NR1565--MA0140.2.GATA1::TAL1	chr12	75836921	75836938	+	0.000	0.000	Merged-chr12-75836908-24
NR3393--MA0140.2.GATA1::TAL1	chr18	70632309	70632326	-	0.000	0.000	Merged-chr18-70632317-35
NR7011--MA0035.3.Gata1	chr9	108832553	108832563	-	0.000	0.000	Merged-chr9-108832464-53
NR1495--MA0035.3.Gata1	chr12	35682154	35682164	+	0.000	0.000	Merged-chr12-35682263-36
NR5896--MA0036.3.GATA2	chr7	6127301	6127311	+	0.000	0.000	Merged-chr7-6127268-44
NR3648--MA0037.3.GATA3	chr19	55688659	55688666	-	0.000	0.000	Merged-chr19-55688769-29
NR4428--MA0035.3.Gata1	chr3	96675626	96675636	+	0.000	0.000	Merged-chr3-96675499-26
NR3601--MA1104.1.GATA6	chr19	40818903	40818915	-	0.000	0.000	Merged-chr19-40819012-30
NR41--MA0766.1.GATA5	chr1	39954905	39954912	+	0.000	0.000	Merged-chr1-39954782-26
NR4799--MA0482.1.Gata4	chr4	46152004	46152014	+	0.000	0.000	Merged-chr4-46152127-36
NR6515--MA1104.1.GATA6	chr8	111976660	111976672	+	0.000	0.000	Merged-chr8-111976573-47
NR497--MA0140.2.GATA1::TAL1	chr1	171648790	171648807	+	0.000	0.000	Merged-chr1-171648969-45
NR5963--MA0035.3.Gata1	chr7	42980458	42980468	+	0.000	0.000	Merged-chr7-42980472-32
NR3987--MA0766.1.GATA5	chr2	104763430	104763437	+	0.000	0.000	Merged-chr2-104763396-33
NR1458--MA0037.3.GATA3	chr12	14086786	14086793	-	0.000	0.000	Merged-chr12-14086767-28
NR498--MA0482.1.Gata4	chr1	172526891	172526901	+	0.000	0.000	Merged-chr1-172526755-50
NR1729--MA0037.3.GATA3	chr12	118255862	118255869	+	0.000	0.000	Merged-chr12-118255780-45
NR5069--MA0140.2.GATA1::TAL1	chr5	8669832	8669849	+	0.000	0.000	Merged-chr5-8669855-46
NR4564--MA0037.3.GATA3	chr3	133332579	133332586	-	0.000	0.000	Merged-chr3-133332565-72
NR6716--MA0482.1.Gata4	chr9	44717220	44717230	+	0.000	0.000	Merged-chr9-44717151-19
NR6940--MA0036.3.GATA2	chr9	95279896	95279906	+	0.000	0.000	Merged-chr9-95279790-94
NR1484--MA0482.1.Gata4	chr12	32183055	32183065	+	0.000	0.000	Merged-chr12-32183013-17
NR2374--MA0037.3.GATA3	chr14	79557829	79557836	+	0.000	0.000	Merged-chr14-79557870-40
NR2916--MA0037.3.GATA3	chr16	97272559	97272566	-	0.000	0.000	Merged-chr16-97272459-57
NR5307--MA0037.3.GATA3	chr5	123749486	123749493	+	0.000	0.000	Merged-chr5-123749470-86
NR5291--MA0035.3.Gata1	chr5	115755109	115755119	-	0.000	0.000	Merged-chr5-115755148-41
NR5833--MA0035.3.Gata1	chr6	142809492	142809502	-	0.000	0.000	Merged-chr6-142809719-29
NR5732--MA0036.3.GATA2	chr6	129997693	129997703	+	0.000	0.000	Merged-chr6-129997694-33
NR438--MA0037.3.GATA3	chr1	164366711	164366718	-	0.000	0.000	Merged-chr1-164366862-30
NR6044--MA0482.1.Gata4	chr7	78583901	78583911	-	0.000	0.000	Merged-chr7-78583930-15
NR6018--MA1104.1.GATA6	chr7	66060368	66060380	-	0.000	0.000	Merged-chr7-66060555-63
NR2479--MA0482.1.Gata4	chr15	5108584	5108594	+	0.000	0.000	Merged-chr15-5108448-64
NR863--MA0036.3.GATA2	chr10	93430894	93430904	+	0.000	0.000	Merged-chr10-93431068-32
NR1287--MA0766.1.GATA5	chr11	96075702	96075709	-	0.000	0.000	Merged-chr11-96075825-57
NR2039--MA1104.1.GATA6	chr13	98124617	98124629	-	0.000	0.000	Merged-chr13-98124541-43
NR5621--MA1104.1.GATA6	chr6	108540521	108540533	+	0.000	0.000	Merged-chr6-108540679-20
NR5052--MA0035.3.Gata1	chr4	150938225	150938235	+	0.000	0.000	Merged-chr4-150938152-39
NR1211--MA0482.1.Gata4	chr11	79207970	79207980	+	0.000	0.000	Merged-chr11-79207824-18
NR4176--MA1104.1.GATA6	chr2	156882816	156882828	-	0.000	0.000	Merged-chr2-156882642-42
NR1344--MA0035.3.Gata1	chr11	106439013	106439023	+	0.000	0.000	Merged-chr11-106438995-31
NR6170--MA1104.1.GATA6	chr7	110204277	110204289	-	0.000	0.000	Merged-chr7-110204373-3
NR1596--MA0035.3.Gata1	chr12	85818540	85818550	-	0.000	0.000	Merged-chr12-85818661-14
NR81--MA0482.1.Gata4	chr1	69513758	69513768	-	0.000	0.000	Merged-chr1-69513618-39
NR5136--MA0766.1.GATA5	chr5	36722519	36722526	+	0.000	0.000	Merged-chr5-36722614-37
NR3651--MA0036.3.GATA2	chr19	55688658	55688668	+	0.000	0.000	Merged-chr19-55688769-29
NR5407--MA0766.1.GATA5	chr5	149392281	149392288	+	0.000	0.000	Merged-chr5-149392157-30
NR3727--MA0766.1.GATA5	chr2	17644926	17644933	+	0.000	0.000	Merged-chr2-17644831-25
NR6049--MA0140.2.GATA1::TAL1	chr7	79349919	79349936	+	0.000	0.000	Merged-chr7-79349888-28
NR1182--MA0035.3.Gata1	chr11	70594811	70594821	+	0.000	0.000	Merged-chr11-70594778-39
NR6714--MA0140.2.GATA1::TAL1	chr9	44533187	44533204	+	0.000	0.000	Merged-chr9-44533307-45
NR5695--MA0140.2.GATA1::TAL1	chr6	124375792	124375809	-	0.000	0.000	Merged-chr6-124375670-49
NR3042--MA0766.1.GATA5	chr17	36414628	36414635	-	0.000	0.000	Merged-chr17-36414652-17
NR1147--MA0036.3.GATA2	chr11	57952913	57952923	-	0.000	0.000	Merged-chr11-57952769-40
NR3927--MA0035.3.Gata1	chr2	90583736	90583746	-	0.000	0.000	Merged-chr2-90583818-37
NR5721--MA0766.1.GATA5	chr6	129284596	129284603	-	0.000	0.000	Merged-chr6-129284661-64
NR3632--MA0482.1.Gata4	chr19	53185684	53185694	+	0.000	0.000	Merged-chr19-53185705-40
NR4142--MA0037.3.GATA3	chr2	148857033	148857040	-	0.000	0.000	Merged-chr2-148856922-22
NR5973--MA0766.1.GATA5	chr7	45510504	45510511	-	0.000	0.000	Merged-chr7-45510367-63
NR5487--MA0036.3.GATA2	chr6	39284044	39284054	-	0.000	0.000	Merged-chr6-39284001-16
NR1461--MA0036.3.GATA2	chr12	14086785	14086795	+	0.000	0.000	Merged-chr12-14086767-28
NR1732--MA0036.3.GATA2	chr12	118255860	118255870	-	0.000	0.000	Merged-chr12-118255780-45
NR2011--MA0140.2.GATA1::TAL1	chr13	91484431	91484448	-	0.000	0.000	Merged-chr13-91484361-55
NR5354--MA0766.1.GATA5	chr5	137787618	137787625	+	0.000	0.000	Merged-chr5-137787536-7
NR460--MA0037.3.GATA3	chr1	165985897	165985904	+	0.000	0.000	Merged-chr1-165985990-54
NR7101--MA0482.1.Gata4	chrX	42343745	42343755	+	0.000	0.000	Merged-chrX-42343636-58
NR1790--MA0482.1.Gata4	chr13	20094995	20095005	+	0.000	0.000	Merged-chr13-20095026-36
NR4426--MA1104.1.GATA6	chr3	95909370	95909382	+	0.000	0.000	Merged-chr3-95909537-31
NR1593--MA0140.2.GATA1::TAL1	chr12	85177367	85177384	+	0.000	0.000	Merged-chr12-85177311-38
NR84--MA0035.3.Gata1	chr1	69513759	69513769	-	0.000	0.000	Merged-chr1-69513618-39
NR4279--MA0036.3.GATA2	chr3	9867515	9867525	-	0.000	0.000	Merged-chr3-9867662-24
NR2009--MA0766.1.GATA5	chr13	91484442	91484449	+	0.000	0.000	Merged-chr13-91484361-55
NR1846--MA0035.3.Gata1	chr13	37403961	37403971	-	0.000	0.000	Merged-chr13-37403815-12
NR3698--MA0140.2.GATA1::TAL1	chr2	9748605	9748622	+	0.000	0.000	Merged-chr2-9748530-32
NR3425--MA0036.3.GATA2	chr18	79257455	79257465	-	0.000	0.000	Merged-chr18-79257508-110
NR6467--MA1104.1.GATA6	chr8	94802597	94802609	+	0.000	0.000	Merged-chr8-94802531-14
NR1703--MA0035.3.Gata1	chr12	113414680	113414690	+	0.000	0.000	Merged-chr12-113414554-11
NR441--MA0036.3.GATA2	chr1	164366710	164366720	+	0.000	0.000	Merged-chr1-164366862-30
NR5315--MA0035.3.Gata1	chr5	124022516	124022526	+	0.000	0.000	Merged-chr5-124022476-27
NR2584--MA0037.3.GATA3	chr15	71917806	71917813	+	0.000	0.000	Merged-chr15-71917869-36
NR6053--MA1104.1.GATA6	chr7	80166889	80166901	-	0.000	0.000	Merged-chr7-80166871-28
NR6943--MA0037.3.GATA3	chr9	95289193	95289200	+	0.000	0.000	Merged-chr9-95289296-28
NR7090--MA0766.1.GATA5	chrX	17365319	17365326	-	0.000	0.000	Merged-chrX-17365333-21
NR3221--MA0035.3.Gata1	chr18	4369241	4369251	+	0.000	0.000	Merged-chr18-4369357-16
NR7156--MA0766.1.GATA5	chrX	166323368	166323375	+	0.000	0.000	Merged-chrX-166323438-29
NR2236--MA0037.3.GATA3	chr14	40927279	40927286	+	0.000	0.000	Merged-chr14-40927194-29
NR7146--MA0036.3.GATA2	chrX	140537798	140537808	+	0.000	0.000	Merged-chrX-140537922-35
NR821--MA0036.3.GATA2	chr10	79417358	79417368	+	0.000	0.000	Merged-chr10-79417442-89
NR1235--MA0036.3.GATA2	chr11	85454136	85454146	-	0.000	0.000	Merged-chr11-85454065-23
NR2678--MA0140.2.GATA1::TAL1	chr15	103339527	103339544	+	0.000	0.000	Merged-chr15-103339534-3
NR5989--MA0036.3.GATA2	chr7	51750388	51750398	-	0.000	0.000	Merged-chr7-51750437-26
NR2689--MA0482.1.Gata4	chr16	10814976	10814986	-	0.000	0.000	Merged-chr16-10815093-30
NR1102--MA0766.1.GATA5	chr11	46389539	46389546	-	0.000	0.000	Merged-chr11-46389577-59
NR4149--MA0036.3.GATA2	chr2	150667355	150667365	-	0.000	0.000	Merged-chr2-150667676-130
NR2597--MA0037.3.GATA3	chr15	78495178	78495185	+	0.000	0.000	Merged-chr15-78495177-43
NR1028--MA0037.3.GATA3	chr10	128990355	128990362	-	0.000	0.000	Merged-chr10-128990510-111
NR3550--MA0140.2.GATA1::TAL1	chr19	20875906	20875923	+	0.000	0.000	Merged-chr19-20876096-16
NR5479--MA0036.3.GATA2	chr6	33051809	33051819	-	0.000	0.000	Merged-chr6-33051908-11
NR2179--MA0482.1.Gata4	chr14	7994567	7994577	-	0.000	0.000	Merged-chr14-7994545-46
NR4660--MA0035.3.Gata1	chr3	142281017	142281027	+	0.000	0.000	Merged-chr3-142281213-32
NR5490--MA0482.1.Gata4	chr6	39341881	39341891	-	0.000	0.000	Merged-chr6-39341975-16
NR5166--MA0035.3.Gata1	chr5	53605614	53605624	-	0.000	0.000	Merged-chr5-53605625-25
NR6717--MA1104.1.GATA6	chr9	44772868	44772880	+	0.000	0.000	Merged-chr9-44772887-60
NR5551--MA0766.1.GATA5	chr6	83162824	83162831	+	0.000	0.000	Merged-chr6-83162817-10
NR5065--MA0036.3.GATA2	chr4	155091241	155091251	-	0.000	0.000	Merged-chr4-155091102-19
NR5617--MA0766.1.GATA5	chr6	108168408	108168415	+	0.000	0.000	Merged-chr6-108168461-115
NR5050--MA1104.1.GATA6	chr4	150938224	150938236	-	0.000	0.000	Merged-chr4-150938152-39
NR3462--MA0482.1.Gata4	chr18	82493040	82493050	-	0.000	0.000	Merged-chr18-82492983-14
NR1485--MA1104.1.GATA6	chr12	32183053	32183065	-	0.000	0.000	Merged-chr12-32183013-17
NR1848--MA0482.1.Gata4	chr13	42101817	42101827	+	0.000	0.000	Merged-chr13-42101708-35
NR2629--MA0037.3.GATA3	chr15	93379556	93379563	+	0.000	0.000	Merged-chr15-93379459-27
NR5665--MA0482.1.Gata4	chr6	117166982	117166992	-	0.000	0.000	Merged-chr6-117167105-10
NR2672--MA0037.3.GATA3	chr15	103339526	103339533	-	0.000	0.000	Merged-chr15-103339534-3
NR3247--MA0035.3.Gata1	chr18	34783578	34783588	+	0.000	0.000	Merged-chr18-34783714-45
NR5978--MA0766.1.GATA5	chr7	45592270	45592277	-	0.000	0.000	Merged-chr7-45592111-34
NR3361--MA0766.1.GATA5	chr18	67768398	67768405	-	0.000	0.000	Merged-chr18-67768535-29
NR5107--MA0766.1.GATA5	chr5	21369076	21369083	+	0.000	0.000	Merged-chr5-21368960-21
NR2993--MA0035.3.Gata1	chr17	18597682	18597692	+	0.000	0.000	Merged-chr17-18597509-40
NR1466--MA0036.3.GATA2	chr12	15967869	15967879	-	0.000	0.000	Merged-chr12-15967723-42
NR1451--MA1104.1.GATA6	chr12	3891251	3891263	-	0.000	0.000	Merged-chr12-3891363-76
NR5359--MA0766.1.GATA5	chr5	138657964	138657971	-	0.000	0.000	Merged-chr5-138657986-28
NR465--MA0037.3.GATA3	chr1	165985999	165986006	+	0.000	0.000	Merged-chr1-165985990-54
NR3680--MA0482.1.Gata4	chr19	59926171	59926181	+	0.000	0.000	Merged-chr19-59926305-20
NR5512--MA0035.3.Gata1	chr6	59315104	59315114	-	0.000	0.000	Merged-chr6-59315196-15
NR6045--MA1104.1.GATA6	chr7	78583901	78583913	+	0.000	0.000	Merged-chr7-78583930-15
NR5216--MA0766.1.GATA5	chr5	90612256	90612263	+	0.000	0.000	Merged-chr5-90612116-89
NR322--MA0037.3.GATA3	chr1	143319752	143319759	-	0.000	0.000	Merged-chr1-143319719-34
NR3332--MA0482.1.Gata4	chr18	56888877	56888887	+	0.000	0.000	Merged-chr18-56889017-47
NR4914--MA0140.2.GATA1::TAL1	chr4	115056687	115056704	+	0.000	0.000	Merged-chr4-115056666-5
NR5264--MA0482.1.Gata4	chr5	99340067	99340077	-	0.000	0.000	Merged-chr5-99339913-40
NR1699--MA0482.1.Gata4	chr12	113414681	113414691	+	0.000	0.000	Merged-chr12-113414554-11
NR1285--MA0482.1.Gata4	chr11	96075702	96075712	+	0.000	0.000	Merged-chr11-96075825-57
NR3988--MA0035.3.Gata1	chr2	104763428	104763438	-	0.000	0.000	Merged-chr2-104763396-33
NR2337--MA0037.3.GATA3	chr14	62799052	62799059	-	0.000	0.000	Merged-chr14-62798973-44
NR1075--MA0766.1.GATA5	chr11	11836941	11836948	-	0.000	0.000	Merged-chr11-11837020-26
NR6951--MA0035.3.Gata1	chr9	95836023	95836033	+	0.000	0.000	Merged-chr9-95835913-33
NR5434--MA0766.1.GATA5	chr5	150593213	150593220	-	0.000	0.000	Merged-chr5-150593583-231
NR3483--MA0766.1.GATA5	chr18	89206490	89206497	+	0.000	0.000	Merged-chr18-89206335-76
NR5219--MA0036.3.GATA2	chr5	90742163	90742173	+	0.000	0.000	Merged-chr5-90742238-22
NR82--MA1104.1.GATA6	chr1	69513758	69513770	+	0.000	0.000	Merged-chr1-69513618-39
NR4400--MA0035.3.Gata1	chr3	84772178	84772188	-	0.000	0.000	Merged-chr3-84772067-31
NR2720--MA0035.3.Gata1	chr16	19985111	19985121	+	0.000	0.000	Merged-chr16-19985121-18
NR2553--MA0140.2.GATA1::TAL1	chr15	60132881	60132898	-	0.000	0.000	Merged-chr15-60132913-50
NR5957--MA0766.1.GATA5	chr7	30280502	30280509	+	0.000	0.000	Merged-chr7-30280528-94
NR7162--MA0482.1.Gata4	chrX	167131029	167131039	+	0.000	0.000	Merged-chrX-167131211-21
NR5482--MA0482.1.Gata4	chr6	35380106	35380116	+	0.000	0.000	Merged-chr6-35380025-41
NR3406--MA0766.1.GATA5	chr18	75419639	75419646	+	0.000	0.000	Merged-chr18-75419579-57
NR4381--MA0140.2.GATA1::TAL1	chr3	79128055	79128072	-	0.000	0.000	Merged-chr3-79127993-19
NR5067--MA0766.1.GATA5	chr4	156022069	156022076	-	0.000	0.000	Merged-chr4-156022073-120
NR4189--MA0035.3.Gata1	chr2	163054626	163054636	-	0.000	0.000	Merged-chr2-163054784-63
NR5134--MA0482.1.Gata4	chr5	36722516	36722526	-	0.000	0.000	Merged-chr5-36722614-37
NR5220--MA0035.3.Gata1	chr5	90742163	90742173	+	0.000	0.000	Merged-chr5-90742238-22
NR3633--MA1104.1.GATA6	chr19	53185682	53185694	-	0.000	0.000	Merged-chr19-53185705-40
NR1293--MA0766.1.GATA5	chr11	96441665	96441672	+	0.000	0.000	Merged-chr11-96441741-50
NR622--MA0035.3.Gata1	chr1	193449795	193449805	-	0.000	0.000	Merged-chr1-193449672-37
NR7102--MA1104.1.GATA6	chrX	42343743	42343755	-	0.000	0.000	Merged-chrX-42343636-58
NR4344--MA0037.3.GATA3	chr3	59114100	59114107	-	0.000	0.000	Merged-chr3-59114221-20
NR5124--MA0035.3.Gata1	chr5	29901929	29901939	+	0.000	0.000	Merged-chr5-29901920-39
NR1791--MA1104.1.GATA6	chr13	20094993	20095005	-	0.000	0.000	Merged-chr13-20095026-36
NR1288--MA0035.3.Gata1	chr11	96075701	96075711	+	0.000	0.000	Merged-chr11-96075825-57
NR3138--MA0036.3.GATA2	chr17	73096653	73096663	-	0.000	0.000	Merged-chr17-73096591-8
NR1739--MA0766.1.GATA5	chr12	118439074	118439081	+	0.000	0.000	Merged-chr12-118439012-3
NR1300--MA1104.1.GATA6	chr11	98487787	98487799	+	0.000	0.000	Merged-chr11-98487809-30
NR7074--MA0766.1.GATA5	chr9	122248087	122248094	+	0.000	0.000	Merged-chr9-122247991-34
NR1424--MA0036.3.GATA2	chr11	116077056	116077066	+	0.000	0.000	Merged-chr11-116076989-9
NR5137--MA0035.3.Gata1	chr5	36722517	36722527	-	0.000	0.000	Merged-chr5-36722614-37
NR4801--MA0036.3.GATA2	chr4	46152003	46152013	+	0.000	0.000	Merged-chr4-46152127-36
NR5408--MA0035.3.Gata1	chr5	149392279	149392289	-	0.000	0.000	Merged-chr5-149392157-30
NR6238--MA0482.1.Gata4	chr7	122242432	122242442	+	0.000	0.000	Merged-chr7-122242556-28
NR3728--MA0035.3.Gata1	chr2	17644924	17644934	-	0.000	0.000	Merged-chr2-17644831-25
NR786--MA0036.3.GATA2	chr10	67586330	67586340	+	0.000	0.000	Merged-chr10-67586382-65
NR3070--MA1104.1.GATA6	chr17	47272513	47272525	-	0.000	0.000	Merged-chr17-47272458-17
NR52--MA0766.1.GATA5	chr1	44101608	44101615	+	0.000	0.000	Merged-chr1-44101717-6
NR5298--MA0766.1.GATA5	chr5	118069585	118069592	+	0.000	0.000	Merged-chr5-118069472-39
NR5246--MA0035.3.Gata1	chr5	93135910	93135920	-	0.000	0.000	Merged-chr5-93135813-27
NR3465--MA0036.3.GATA2	chr18	82559475	82559485	-	0.000	0.000	Merged-chr18-82559371-35
NR6398--MA0037.3.GATA3	chr8	36194320	36194327	-	0.000	0.000	Merged-chr8-36194183-57
NR2340--MA0036.3.GATA2	chr14	62799051	62799061	+	0.000	0.000	Merged-chr14-62798973-44
NR5002--MA0036.3.GATA2	chr4	145312626	145312636	-	0.000	0.000	Merged-chr4-145312696-44
NR5939--MA0036.3.GATA2	chr7	27357772	27357782	-	0.000	0.000	Merged-chr7-27357694-29
NR2693--MA0035.3.Gata1	chr16	10814977	10814987	-	0.000	0.000	Merged-chr16-10815093-30
NR5355--MA0035.3.Gata1	chr5	137787616	137787626	-	0.000	0.000	Merged-chr5-137787536-7
NR3589--MA0482.1.Gata4	chr19	40267569	40267579	+	0.000	0.000	Merged-chr19-40267576-38
NR5535--MA0766.1.GATA5	chr6	67184856	67184863	+	0.000	0.000	Merged-chr6-67184785-39
NR143--MA0766.1.GATA5	chr1	87899817	87899824	-	0.000	0.000	Merged-chr1-87899931-42
NR5510--MA1104.1.GATA6	chr6	59315103	59315115	+	0.000	0.000	Merged-chr6-59315196-15
NR1023--MA0036.3.GATA2	chr10	127759708	127759718	+	0.000	0.000	Merged-chr10-127759558-36
NR1304--MA0766.1.GATA5	chr11	99150431	99150438	-	0.000	0.000	Merged-chr11-99150380-50
NR40--MA1104.1.GATA6	chr1	39954902	39954914	+	0.000	0.000	Merged-chr1-39954782-26
NR6890--MA0035.3.Gata1	chr9	88722041	88722051	+	0.000	0.000	Merged-chr9-88721964-40
NR6016--MA0037.3.GATA3	chr7	66060370	66060377	-	0.000	0.000	Merged-chr7-66060555-63
NR1849--MA1104.1.GATA6	chr13	42101815	42101827	-	0.000	0.000	Merged-chr13-42101708-35
NR6813--MA0035.3.Gata1	chr9	78010964	78010974	-	0.000	0.000	Merged-chr9-78010803-82
NR5666--MA1104.1.GATA6	chr6	117166982	117166994	+	0.000	0.000	Merged-chr6-117167105-10
NR490--MA0140.2.GATA1::TAL1	chr1	171610172	171610189	-	0.000	0.000	Merged-chr1-171610314-6
NR4192--MA0140.2.GATA1::TAL1	chr2	163131101	163131118	+	0.000	0.000	Merged-chr2-163131105-39
NR3022--MA0035.3.Gata1	chr17	31829017	31829027	+	0.000	0.000	Merged-chr17-31829113-6
NR4174--MA0037.3.GATA3	chr2	156882818	156882825	-	0.000	0.000	Merged-chr2-156882642-42
NR1065--MA0140.2.GATA1::TAL1	chr11	4339458	4339475	-	0.000	0.000	Merged-chr11-4339426-10
NR78--MA0766.1.GATA5	chr1	64956882	64956889	-	0.000	0.000	Merged-chr1-64956845-95
NR68--MA0036.3.GATA2	chr1	61402629	61402639	+	0.000	0.000	Merged-chr1-61402618-25
NR6560--MA0766.1.GATA5	chr8	117548685	117548692	-	0.000	0.000	Merged-chr8-117548585-70
NR6648--MA0037.3.GATA3	chr8	128562985	128562992	-	0.000	0.000	Merged-chr8-128563020-29
