#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Bcl6/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
NR1780--MA0463.1.Bcl6	chr4	9630905	9630918	+	0.000	0.000	Merged-chr4-9631004-95
NR1025--MA0731.1.BCL6B	chr16	8728335	8728351	-	0.000	0.000	Merged-chr16-8728485-34
NR57--MA0731.1.BCL6B	chr1	53843227	53843243	+	0.000	0.000	Merged-chr1-53843171-20
NR1440--MA0463.1.Bcl6	chr2	69862573	69862586	-	0.000	0.000	Merged-chr2-69862499-13
NR1212--MA0463.1.Bcl6	chr17	70973772	70973785	+	0.000	0.000	Merged-chr17-70973710-59
NR1342--MA0463.1.Bcl6	chr19	38298314	38298327	-	0.000	0.000	Merged-chr19-38298328-29
NR332--MA0731.1.BCL6B	chr10	77984605	77984621	-	0.000	0.000	Merged-chr10-77984793-34
NR1669--MA0463.1.Bcl6	chr3	96273720	96273733	-	0.000	0.000	Merged-chr3-96273916-38
NR2432--MA0463.1.Bcl6	chr7	132304076	132304089	+	0.000	0.000	Merged-chr7-132304150-3
NR101--MA0463.1.Bcl6	chr1	85894504	85894517	+	0.000	0.000	Merged-chr1-85894541-45
NR1360--MA0463.1.Bcl6	chr2	5845145	5845158	-	0.000	0.000	Merged-chr2-5845147-67
NR1126--MA0731.1.BCL6B	chr16	89986157	89986173	+	0.000	0.000	Merged-chr16-89986478-112
NR616--MA0731.1.BCL6B	chr13	6515741	6515757	-	0.000	0.000	Merged-chr13-6515620-23
NR325--MA0463.1.Bcl6	chr10	66864663	66864676	-	0.000	0.000	Merged-chr10-66864707-69
NR2562--MA0463.1.Bcl6	chr8	124266025	124266038	+	0.000	0.000	Merged-chr8-124265993-45
NR1338--MA0463.1.Bcl6	chr19	34290522	34290535	+	0.000	0.000	Merged-chr19-34290594-61
NR2101--MA0463.1.Bcl6	chr5	114194318	114194331	+	0.000	0.000	Merged-chr5-114194325-12
NR2422--MA0731.1.BCL6B	chr7	117429000	117429016	-	0.000	0.000	Merged-chr7-117429043-56
NR361--MA0463.1.Bcl6	chr10	99592154	99592167	-	0.000	0.000	Merged-chr10-99592304-27
NR324--MA0731.1.BCL6B	chr10	63176747	63176763	+	0.000	0.000	Merged-chr10-63176806-32
NR473--MA0463.1.Bcl6	chr11	101087270	101087283	+	0.000	0.000	Merged-chr11-101087263-56
NR1589--MA0463.1.Bcl6	chr2	181377375	181377388	+	0.000	0.000	Merged-chr2-181377481-47
NR1374--MA0463.1.Bcl6	chr2	18765846	18765859	+	0.000	0.000	Merged-chr2-18765910-35
NR1195--MA0731.1.BCL6B	chr17	53463444	53463460	+	0.000	0.000	Merged-chr17-53463323-32
NR2558--MA0463.1.Bcl6	chr8	123051768	123051781	-	0.000	0.000	Merged-chr8-123051694-23
NR1052--MA0731.1.BCL6B	chr16	23250854	23250870	+	0.000	0.000	Merged-chr16-23250750-42
NR2401--MA0731.1.BCL6B	chr7	105395366	105395382	-	0.000	0.000	Merged-chr7-105395581-59
NR2382--MA0731.1.BCL6B	chr7	84164954	84164970	+	0.000	0.000	Merged-chr7-84165071-54
NR1336--MA0731.1.BCL6B	chr19	31199616	31199632	-	0.000	0.000	Merged-chr19-31199719-19
NR1588--MA0731.1.BCL6B	chr2	181375967	181375983	+	0.000	0.000	Merged-chr2-181375912-7
NR2348--MA0463.1.Bcl6	chr7	58569056	58569069	+	0.000	0.000	Merged-chr7-58568960-29
NR1182--MA0463.1.Bcl6	chr17	44121610	44121623	-	0.000	0.000	Merged-chr17-44121634-62
NR2008--MA0463.1.Bcl6	chr5	21786687	21786700	-	0.000	0.000	Merged-chr5-21786800-52
NR2090--MA0731.1.BCL6B	chr5	99336699	99336715	-	0.000	0.000	Merged-chr5-99336656-39
NR568--MA0731.1.BCL6B	chr12	84451209	84451225	-	0.000	0.000	Merged-chr12-84451236-79
NR1048--MA0463.1.Bcl6	chr16	21794450	21794463	-	0.000	0.000	Merged-chr16-21794397-74
NR1724--MA0463.1.Bcl6	chr3	137611265	137611278	+	0.000	0.000	Merged-chr3-137611144-106
NR1836--MA0463.1.Bcl6	chr4	57065438	57065451	+	0.000	0.000	Merged-chr4-57065457-35
NR2645--MA0731.1.BCL6B	chr9	94668747	94668763	+	0.000	0.000	Merged-chr9-94668774-42
NR438--MA0731.1.BCL6B	chr11	55221690	55221706	+	0.000	0.000	Merged-chr11-55221509-28
NR89--MA0731.1.BCL6B	chr1	76754940	76754956	+	0.000	0.000	Merged-chr1-76755045-2
NR398--MA0463.1.Bcl6	chr11	3157550	3157563	+	0.000	0.000	Merged-chr11-3157744-93
NR1966--MA0463.1.Bcl6	chr4	155491181	155491194	+	0.000	0.000	Merged-chr4-155491010-1
NR1196--MA0463.1.Bcl6	chr17	56885000	56885013	+	0.000	0.000	Merged-chr17-56885050-19
NR242--MA0731.1.BCL6B	chr10	5194947	5194963	-	0.000	0.000	Merged-chr10-5194873-88
NR41--MA0463.1.Bcl6	chr1	33883646	33883659	+	0.000	0.000	Merged-chr1-33883578-48
NR417--MA0731.1.BCL6B	chr11	19993910	19993926	-	0.000	0.000	Merged-chr11-19993906-5
NR1434--MA0463.1.Bcl6	chr2	66114547	66114560	-	0.000	0.000	Merged-chr2-66114486-5
NR1331--MA0463.1.Bcl6	chr19	18591399	18591412	-	0.000	0.000	Merged-chr19-18591291-34
NR2515--MA0463.1.Bcl6	chr8	81491449	81491462	-	0.000	0.000	Merged-chr8-81491424-1
NR1443--MA0463.1.Bcl6	chr2	72283051	72283064	-	0.000	0.000	Merged-chr2-72282934-17
NR2597--MA0731.1.BCL6B	chr9	41116375	41116391	+	0.000	0.000	Merged-chr9-41116264-54
NR663--MA0463.1.Bcl6	chr13	39011864	39011877	+	0.000	0.000	Merged-chr13-39011940-27
NR104--MA0731.1.BCL6B	chr1	88244895	88244911	-	0.000	0.000	Merged-chr1-88244946-1
NR356--MA0731.1.BCL6B	chr10	96181067	96181083	-	0.000	0.000	Merged-chr10-96181297-117
NR2324--MA0731.1.BCL6B	chr7	29908352	29908368	+	0.000	0.000	Merged-chr7-29908489-59
NR465--MA0731.1.BCL6B	chr11	98487928	98487944	+	0.000	0.000	Merged-chr11-98487809-30
NR659--MA0463.1.Bcl6	chr13	34046548	34046561	+	0.000	0.000	Merged-chr13-34046570-24
NR2323--MA0463.1.Bcl6	chr7	29908352	29908365	-	0.000	0.000	Merged-chr7-29908489-59
NR350--MA0463.1.Bcl6	chr10	94378508	94378521	+	0.000	0.000	Merged-chr10-94378414-58
NR1940--MA0731.1.BCL6B	chr4	134102477	134102493	+	0.000	0.000	Merged-chr4-134102653-39
NR858--MA0731.1.BCL6B	chr14	57680130	57680146	-	0.000	0.000	Merged-chr14-57680165-28
NR2438--MA0731.1.BCL6B	chr7	139648277	139648293	+	0.000	0.000	Merged-chr7-139648313-24
NR2127--MA0463.1.Bcl6	chr5	143485210	143485223	-	0.000	0.000	Merged-chr5-143485209-17
NR2145--MA0463.1.Bcl6	chr6	8736127	8736140	+	0.000	0.000	Merged-chr6-8736179-83
NR387--MA0463.1.Bcl6	chr10	118722039	118722052	-	0.000	0.000	Merged-chr10-118722050-7
NR499--MA0463.1.Bcl6	chr12	16133731	16133744	-	0.000	0.000	Merged-chr12-16133558-59
NR1709--MA0463.1.Bcl6	chr3	129308481	129308494	+	0.000	0.000	Merged-chr3-129308560-67
NR2293--MA0463.1.Bcl6	chr6	143115346	143115359	-	0.000	0.000	Merged-chr6-143115192-122
NR428--MA0731.1.BCL6B	chr11	46358556	46358572	+	0.000	0.000	Merged-chr11-46358620-3
NR2648--MA0731.1.BCL6B	chr9	95072707	95072723	+	0.000	0.000	Merged-chr9-95072706-61
NR862--MA0463.1.Bcl6	chr14	63193889	63193902	+	0.000	0.000	Merged-chr14-63193803-41
NR983--MA0463.1.Bcl6	chr15	67460444	67460457	-	0.000	0.000	Merged-chr15-67460467-5
NR2298--MA0463.1.Bcl6	chr6	144677784	144677797	+	0.000	0.000	Merged-chr6-144677900-59
NR44--MA0463.1.Bcl6	chr1	36273171	36273184	+	0.000	0.000	Merged-chr1-36273311-46
NR1611--MA0731.1.BCL6B	chr3	31145929	31145945	-	0.000	0.000	Merged-chr3-31145985-42
NR670--MA0463.1.Bcl6	chr13	49247952	49247965	+	0.000	0.000	Merged-chr13-49248043-74
NR442--MA0463.1.Bcl6	chr11	58214898	58214911	-	0.000	0.000	Merged-chr11-58214991-50
NR102--MA0463.1.Bcl6	chr1	86344411	86344424	+	0.000	0.000	Merged-chr1-86344486-59
NR572--MA0463.1.Bcl6	chr12	86687071	86687084	-	0.000	0.000	Merged-chr12-86687051-28
NR2109--MA0731.1.BCL6B	chr5	124022443	124022459	+	0.000	0.000	Merged-chr5-124022476-27
NR1441--MA0731.1.BCL6B	chr2	69862572	69862588	-	0.000	0.000	Merged-chr2-69862499-13
NR2581--MA0463.1.Bcl6	chr9	20581378	20581391	-	0.000	0.000	Merged-chr9-20581482-47
NR1912--MA0463.1.Bcl6	chr4	116708568	116708581	-	0.000	0.000	Merged-chr4-116708529-54
NR456--MA0463.1.Bcl6	chr11	78345897	78345910	+	0.000	0.000	Merged-chr11-78345997-37
NR2327--MA0731.1.BCL6B	chr7	38215087	38215103	+	0.000	0.000	Merged-chr7-38215034-63
NR2120--MA0463.1.Bcl6	chr5	137338377	137338390	-	0.000	0.000	Merged-chr5-137338498-22
NR2232--MA0463.1.Bcl6	chr6	100215089	100215102	+	0.000	0.000	Merged-chr6-100214989-3
NR904--MA0463.1.Bcl6	chr14	118658263	118658276	+	0.000	0.000	Merged-chr14-118658326-68
NR1292--MA0731.1.BCL6B	chr18	65395665	65395681	-	0.000	0.000	Merged-chr18-65395765-31
NR1563--MA0731.1.BCL6B	chr2	158794583	158794599	-	0.000	0.000	Merged-chr2-158794730-73
NR349--MA0463.1.Bcl6	chr10	93742757	93742770	-	0.000	0.000	Merged-chr10-93742892-5
