#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
NR11719--MA1107.1.KLF9	chr11	94211075	94211087	+	0.000	0.000	Merged-chr11-94211019-172
NR52009--MA0741.1.KLF16	chr5	112343101	112343111	+	0.000	0.000	Merged-chr5-112343084-79
NR72261--MA1107.1.KLF9	chrX	77511809	77511821	-	0.000	0.000	Merged-chrX-77511881-30
NR9030--MA0599.1.KLF5	chr10	128590325	128590334	-	0.000	0.000	Merged-chr10-128590439-2
NR18010--MA0493.1.Klf1	chr13	94976619	94976629	-	0.000	0.000	Merged-chr13-94976470-58
NR7195--MA0599.1.KLF5	chr10	81136165	81136174	+	0.000	0.000	Merged-chr10-81136337-26
NR24123--MA0039.3.KLF4	chr15	86054327	86054337	+	0.000	0.000	Merged-chr15-86054318-51
NR12510--MA0599.1.KLF5	chr11	106674719	106674728	-	0.000	0.000	Merged-chr11-106674818-63
NR61799--MA1107.1.KLF9	chr7	101970110	101970122	+	0.000	0.000	Merged-chr7-101970199-8
NR4207--MA0493.1.Klf1	chr1	179959999	179960009	-	0.000	0.000	Merged-chr1-179960059-76
NR36352--MA0493.1.Klf1	chr2	60774639	60774649	-	0.000	0.000	Merged-chr2-60774747-55
NR50795--MA0742.1.Klf12	chr5	67419603	67419617	-	0.000	0.000	Merged-chr5-67419651-31
NR67341--MA0599.1.KLF5	chr8	124085801	124085810	+	0.000	0.000	Merged-chr8-124085760-17
NR63187--MA0493.1.Klf1	chr7	132576173	132576183	+	0.000	0.000	Merged-chr7-132576269-107
NR67680--MA1107.1.KLF9	chr9	7764018	7764030	+	0.000	0.000	Merged-chr9-7764239-129
NR5678--MA0599.1.KLF5	chr10	40007146	40007155	+	0.000	0.000	Merged-chr10-40007208-3
NR20086--MA0741.1.KLF16	chr14	45318700	45318710	+	0.000	0.000	Merged-chr14-45318502-85
NR38528--MA0599.1.KLF5	chr2	139590039	139590048	-	0.000	0.000	Merged-chr2-139590096-23
NR20357--MA0741.1.KLF16	chr14	54714754	54714764	-	0.000	0.000	Merged-chr14-54714519-57
NR117--MA0741.1.KLF16	chr1	13426973	13426983	-	0.000	0.000	Merged-chr1-13426973-84
NR65291--MA0599.1.KLF5	chr8	70527736	70527745	-	0.000	0.000	Merged-chr8-70527862-52
NR995--MA0599.1.KLF5	chr1	64737747	64737756	+	0.000	0.000	Merged-chr1-64737763-173
NR16762--MA0599.1.KLF5	chr13	44323957	44323966	+	0.000	0.000	Merged-chr13-44323801-22
NR15412--MA0741.1.KLF16	chr12	105537581	105537591	+	0.000	0.000	Merged-chr12-105537597-12
NR28676--MA0741.1.KLF16	chr17	34171064	34171074	-	0.000	0.000	Merged-chr17-34171199-68
NR63168--MA0039.3.KLF4	chr7	132336888	132336898	-	0.000	0.000	Merged-chr7-132337014-20
NR70735--MA1107.1.KLF9	chr9	108460408	108460420	+	0.000	0.000	Merged-chr9-108460617-49
NR22321--MA0599.1.KLF5	chr15	8568735	8568744	+	0.000	0.000	Merged-chr15-8568656-1
NR17359--MA0493.1.Klf1	chr13	63563396	63563406	+	0.000	0.000	Merged-chr13-63563458-65
NR59355--MA1107.1.KLF9	chr7	19824433	19824445	-	0.000	0.000	Merged-chr7-19824278-64
NR17064--MA0599.1.KLF5	chr13	55322127	55322136	+	0.000	0.000	Merged-chr13-55322004-61
NR63079--MA1107.1.KLF9	chr7	130801727	130801739	+	0.000	0.000	Merged-chr7-130801893-35
NR40859--MA1107.1.KLF9	chr3	38497310	38497322	+	0.000	0.000	Merged-chr3-38497155-35
NR60830--MA1107.1.KLF9	chr7	64392530	64392542	+	0.000	0.000	Merged-chr7-64392480-85
NR8596--MA0741.1.KLF16	chr10	121501346	121501356	-	0.000	0.000	Merged-chr10-121501347-25
NR845--MA0741.1.KLF16	chr1	58424071	58424081	-	0.000	0.000	Merged-chr1-58424071-3
NR17344--MA0741.1.KLF16	chr13	63189566	63189576	-	0.000	0.000	Merged-chr13-63189715-33
NR8201--MA0741.1.KLF16	chr10	111619924	111619934	-	0.000	0.000	Merged-chr10-111620030-35
NR32471--MA1107.1.KLF9	chr18	80200698	80200710	-	0.000	0.000	Merged-chr18-80200692-56
NR61151--MA0599.1.KLF5	chr7	80123327	80123336	+	0.000	0.000	Merged-chr7-80123359-34
NR70875--MA0599.1.KLF5	chr9	111118106	111118115	+	0.000	0.000	Merged-chr9-111118282-73
NR16287--MA0493.1.Klf1	chr13	21222587	21222597	-	0.000	0.000	Merged-chr13-21222520-28
NR35939--MA0599.1.KLF5	chr2	37443127	37443136	-	0.000	0.000	Merged-chr2-37443185-70
NR61347--MA1107.1.KLF9	chr7	84149055	84149067	+	0.000	0.000	Merged-chr7-84149073-24
NR59931--MA0741.1.KLF16	chr7	30535271	30535281	+	0.000	0.000	Merged-chr7-30535126-64
NR49182--MA0741.1.KLF16	chr4	156203248	156203258	+	0.000	0.000	Merged-chr4-156203414-81
NR36599--MA0599.1.KLF5	chr2	71873219	71873228	-	0.000	0.000	Merged-chr2-71873346-69
NR51531--MA0039.3.KLF4	chr5	100416270	100416280	+	0.000	0.000	Merged-chr5-100416341-60
NR69067--MA0657.1.KLF13	chr9	61745280	61745297	+	0.000	0.000	Merged-chr9-61745239-9
NR4365--MA0741.1.KLF16	chr1	182490217	182490227	+	0.000	0.000	Merged-chr1-182490121-49
NR42914--MA0493.1.Klf1	chr3	121370598	121370608	-	0.000	0.000	Merged-chr3-121370505-2
NR15530--MA0742.1.Klf12	chr12	107961261	107961275	+	0.000	0.000	Merged-chr12-107961222-28
NR34065--MA0493.1.Klf1	chr19	45058480	45058490	+	0.000	0.000	Merged-chr19-45058529-63
NR19799--MA0599.1.KLF5	chr14	31830808	31830817	-	0.000	0.000	Merged-chr14-31830494-112
NR54789--MA0657.1.KLF13	chr6	29474061	29474078	+	0.000	0.000	Merged-chr6-29474137-48
NR52118--MA0741.1.KLF16	chr5	114175790	114175800	-	0.000	0.000	Merged-chr5-114175903-40
NR60294--MA0599.1.KLF5	chr7	44553522	44553531	+	0.000	0.000	Merged-chr7-44553464-1
NR30606--MA0599.1.KLF5	chr17	87107190	87107199	+	0.000	0.000	Merged-chr17-87107301-129
NR7200--MA0740.1.KLF14	chr10	81136437	81136450	-	0.000	0.000	Merged-chr10-81136337-26
NR31935--MA0742.1.Klf12	chr18	65430912	65430926	+	0.000	0.000	Merged-chr18-65430843-87
NR11704--MA0741.1.KLF16	chr11	93995358	93995368	+	0.000	0.000	Merged-chr11-93995310-5
NR51667--MA0599.1.KLF5	chr5	103692354	103692363	-	0.000	0.000	Merged-chr5-103692321-99
NR29039--MA0741.1.KLF16	chr17	44738172	44738182	+	0.000	0.000	Merged-chr17-44738227-48
NR34770--MA0742.1.Klf12	chr2	6379102	6379116	+	0.000	0.000	Merged-chr2-6378947-26
NR4005--MA1107.1.KLF9	chr1	173599106	173599118	-	0.000	0.000	Merged-chr1-173599178-60
NR58807--MA1107.1.KLF9	chr7	4653944	4653956	+	0.000	0.000	Merged-chr7-4653985-45
NR66676--MA0493.1.Klf1	chr8	111145677	111145687	+	0.000	0.000	Merged-chr8-111145545-75
NR66461--MA0493.1.Klf1	chr8	105623212	105623222	-	0.000	0.000	Merged-chr8-105622975-103
NR19818--MA0741.1.KLF16	chr14	32492708	32492718	+	0.000	0.000	Merged-chr14-32492758-31
NR20195--MA0741.1.KLF16	chr14	51984694	51984704	-	0.000	0.000	Merged-chr14-51984849-36
NR57969--MA0599.1.KLF5	chr6	134920339	134920348	-	0.000	0.000	Merged-chr6-134920450-37
NR17867--MA0741.1.KLF16	chr13	89740468	89740478	+	0.000	0.000	Merged-chr13-89740261-155
NR41166--MA0493.1.Klf1	chr3	59296725	59296735	-	0.000	0.000	Merged-chr3-59296543-72
NR12112--MA0740.1.KLF14	chr11	99230457	99230470	+	0.000	0.000	Merged-chr11-99230573-70
NR58877--MA0657.1.KLF13	chr7	6286392	6286409	-	0.000	0.000	Merged-chr7-6286404-52
NR59252--MA1107.1.KLF9	chr7	19272254	19272266	+	0.000	0.000	Merged-chr7-19272089-134
NR69091--MA0599.1.KLF5	chr9	62425306	62425315	-	0.000	0.000	Merged-chr9-62425384-15
NR35649--MA0740.1.KLF14	chr2	31142012	31142025	-	0.000	0.000	Merged-chr2-31142023-55
NR69028--MA0493.1.Klf1	chr9	60998295	60998305	-	0.000	0.000	Merged-chr9-60998373-9
NR66674--MA0742.1.Klf12	chr8	111145677	111145691	+	0.000	0.000	Merged-chr8-111145545-75
NR14108--MA0599.1.KLF5	chr12	52383132	52383141	-	0.000	0.000	Merged-chr12-52383146-23
NR23411--MA0599.1.KLF5	chr15	74753072	74753081	+	0.000	0.000	Merged-chr15-74752931-48
NR9469--MA0599.1.KLF5	chr11	20532381	20532390	+	0.000	0.000	Merged-chr11-20532387-59
NR58418--MA0742.1.Klf12	chr6	142862374	142862388	-	0.000	0.000	Merged-chr6-142862347-56
NR33596--MA0742.1.Klf12	chr19	29251589	29251603	+	0.000	0.000	Merged-chr19-29251639-67
NR66362--MA1107.1.KLF9	chr8	104565152	104565164	-	0.000	0.000	Merged-chr8-104565019-56
NR10415--MA0493.1.Klf1	chr11	60115375	60115385	+	0.000	0.000	Merged-chr11-60115208-93
NR69336--MA0742.1.Klf12	chr9	68969074	68969088	-	0.000	0.000	Merged-chr9-68969270-17
NR26327--MA0599.1.KLF5	chr16	56717479	56717488	-	0.000	0.000	Merged-chr16-56717315-119
NR26666--MA1107.1.KLF9	chr16	75909028	75909040	-	0.000	0.000	Merged-chr16-75909090-59
NR8486--MA0493.1.Klf1	chr10	119005763	119005773	+	0.000	0.000	Merged-chr10-119005704-15
NR60026--MA0741.1.KLF16	chr7	34630499	34630509	-	0.000	0.000	Merged-chr7-34630517-24
NR50024--MA0741.1.KLF16	chr5	35176593	35176603	+	0.000	0.000	Merged-chr5-35176446-65
NR69400--MA0599.1.KLF5	chr9	70656223	70656232	+	0.000	0.000	Merged-chr9-70656354-14
NR50022--MA0599.1.KLF5	chr5	35176593	35176602	+	0.000	0.000	Merged-chr5-35176446-65
NR26766--MA0742.1.Klf12	chr16	78537697	78537711	-	0.000	0.000	Merged-chr16-78537818-67
NR12715--MA1107.1.KLF9	chr11	113508531	113508543	-	0.000	0.000	Merged-chr11-113508478-30
NR39635--MA0742.1.Klf12	chr2	167349389	167349403	-	0.000	0.000	Merged-chr2-167349371-94
NR30512--MA0599.1.KLF5	chr17	84838096	84838105	-	0.000	0.000	Merged-chr17-84837991-26
NR59392--MA0599.1.KLF5	chr7	24237638	24237647	+	0.000	0.000	Merged-chr7-24237656-23
NR57073--MA0493.1.Klf1	chr6	115853411	115853421	+	0.000	0.000	Merged-chr6-115853380-61
NR22669--MA0741.1.KLF16	chr15	37100250	37100260	+	0.000	0.000	Merged-chr15-37100344-35
NR40690--MA0599.1.KLF5	chr3	30969472	30969481	-	0.000	0.000	Merged-chr3-30969412-4
NR42946--MA0599.1.KLF5	chr3	122619752	122619761	-	0.000	0.000	Merged-chr3-122619797-100
NR37955--MA0742.1.Klf12	chr2	121008287	121008301	-	0.000	0.000	Merged-chr2-121008420-56
NR19696--MA0599.1.KLF5	chr14	29968440	29968449	-	0.000	0.000	Merged-chr14-29968394-58
NR8397--MA0599.1.KLF5	chr10	117861085	117861094	-	0.000	0.000	Merged-chr10-117861044-50
NR17724--MA0741.1.KLF16	chr13	80885659	80885669	-	0.000	0.000	Merged-chr13-80885729-117
NR20323--MA0741.1.KLF16	chr14	54225388	54225398	+	0.000	0.000	Merged-chr14-54225223-49
NR53614--MA0599.1.KLF5	chr5	139149978	139149987	+	0.000	0.000	Merged-chr5-139150117-104
NR67207--MA0599.1.KLF5	chr8	122376581	122376590	-	0.000	0.000	Merged-chr8-122376734-68
NR57945--MA0039.3.KLF4	chr6	134450906	134450916	-	0.000	0.000	Merged-chr6-134450954-21
NR2752--MA1107.1.KLF9	chr1	137806185	137806197	+	0.000	0.000	Merged-chr1-137806052-1
NR51721--MA0741.1.KLF16	chr5	105616215	105616225	-	0.000	0.000	Merged-chr5-105616345-34
NR6154--MA0741.1.KLF16	chr10	60305571	60305581	+	0.000	0.000	Merged-chr10-60305430-32
NR440--MA0599.1.KLF5	chr1	37430031	37430040	-	0.000	0.000	Merged-chr1-37430109-65
NR20146--MA0599.1.KLF5	chr14	48446629	48446638	+	0.000	0.000	Merged-chr14-48446535-78
NR41038--MA0741.1.KLF16	chr3	52732160	52732170	+	0.000	0.000	Merged-chr3-52732187-17
NR28708--MA0741.1.KLF16	chr17	34972197	34972207	+	0.000	0.000	Merged-chr17-34972191-70
NR22526--MA1107.1.KLF9	chr15	27923868	27923880	-	0.000	0.000	Merged-chr15-27923818-49
NR31004--MA0740.1.KLF14	chr18	21300233	21300246	+	0.000	0.000	Merged-chr18-21300237-62
NR35075--MA0599.1.KLF5	chr2	19554308	19554317	+	0.000	0.000	Merged-chr2-19554188-54
NR16723--MA0740.1.KLF14	chr13	43192068	43192081	+	0.000	0.000	Merged-chr13-43191968-21
NR62790--MA0039.3.KLF4	chr7	127181052	127181062	+	0.000	0.000	Merged-chr7-127180997-43
NR66689--MA1107.1.KLF9	chr8	111522260	111522272	+	0.000	0.000	Merged-chr8-111522128-54
NR17269--MA1107.1.KLF9	chr13	59585300	59585312	-	0.000	0.000	Merged-chr13-59585318-80
NR53382--MA0741.1.KLF16	chr5	135744112	135744122	-	0.000	0.000	Merged-chr5-135744270-59
NR26439--MA0599.1.KLF5	chr16	62854179	62854188	+	0.000	0.000	Merged-chr16-62854139-85
NR14838--MA0740.1.KLF14	chr12	85486186	85486199	+	0.000	0.000	Merged-chr12-85486103-52
NR57632--MA1107.1.KLF9	chr6	127575255	127575267	+	0.000	0.000	Merged-chr6-127575169-36
NR335--MA0741.1.KLF16	chr1	34462941	34462951	+	0.000	0.000	Merged-chr1-34462977-38
NR33619--MA0039.3.KLF4	chr19	29805227	29805237	-	0.000	0.000	Merged-chr19-29805286-18
NR71275--MA0493.1.Klf1	chr9	118737381	118737391	-	0.000	0.000	Merged-chr9-118737460-19
NR51973--MA0741.1.KLF16	chr5	112274126	112274136	-	0.000	0.000	Merged-chr5-112274120-60
NR8383--MA0493.1.Klf1	chr10	117651216	117651226	-	0.000	0.000	Merged-chr10-117651194-26
NR30839--MA0599.1.KLF5	chr18	5819884	5819893	+	0.000	0.000	Merged-chr18-5820020-28
NR51768--MA0741.1.KLF16	chr5	107359524	107359534	+	0.000	0.000	Merged-chr5-107359666-49
NR33239--MA0741.1.KLF16	chr19	8798614	8798624	+	0.000	0.000	Merged-chr19-8798550-51
NR16829--MA0493.1.Klf1	chr13	47043437	47043447	+	0.000	0.000	Merged-chr13-47043518-72
NR68068--MA0493.1.Klf1	chr9	25186658	25186668	+	0.000	0.000	Merged-chr9-25186654-66
NR64403--MA0599.1.KLF5	chr8	22701626	22701635	+	0.000	0.000	Merged-chr8-22701538-39
NR22666--MA0599.1.KLF5	chr15	37100245	37100254	+	0.000	0.000	Merged-chr15-37100344-35
NR69033--MA0657.1.KLF13	chr9	61054574	61054591	-	0.000	0.000	Merged-chr9-61054632-26
NR72022--MA0741.1.KLF16	chrX	53643797	53643807	-	0.000	0.000	Merged-chrX-53643613-70
NR36598--MA1107.1.KLF9	chr2	71873141	71873153	-	0.000	0.000	Merged-chr2-71873346-69
NR54159--MA0741.1.KLF16	chr5	146675279	146675289	+	0.000	0.000	Merged-chr5-146675414-29
NR16749--MA0599.1.KLF5	chr13	43560274	43560283	+	0.000	0.000	Merged-chr13-43560201-73
NR60024--MA0039.3.KLF4	chr7	34630505	34630515	-	0.000	0.000	Merged-chr7-34630517-24
NR64609--MA0599.1.KLF5	chr8	34805341	34805350	-	0.000	0.000	Merged-chr8-34805303-58
NR70342--MA0741.1.KLF16	chr9	99140120	99140130	+	0.000	0.000	Merged-chr9-99140215-90
NR54180--MA0599.1.KLF5	chr5	146839876	146839885	+	0.000	0.000	Merged-chr5-146839913-1
NR37460--MA0493.1.Klf1	chr2	104122881	104122891	+	0.000	0.000	Merged-chr2-104122905-60
NR70613--MA0741.1.KLF16	chr9	106372076	106372086	-	0.000	0.000	Merged-chr9-106371968-17
NR47809--MA0599.1.KLF5	chr4	134061709	134061718	+	0.000	0.000	Merged-chr4-134061948-77
NR55790--MA0741.1.KLF16	chr6	67533270	67533280	+	0.000	0.000	Merged-chr6-67533170-65
NR6814--MA0742.1.Klf12	chr10	77259115	77259129	-	0.000	0.000	Merged-chr10-77259226-56
NR23048--MA0493.1.Klf1	chr15	58213948	58213958	+	0.000	0.000	Merged-chr15-58214039-16
NR60916--MA0493.1.Klf1	chr7	67645244	67645254	-	0.000	0.000	Merged-chr7-67645376-76
NR48263--MA0599.1.KLF5	chr4	140601397	140601406	-	0.000	0.000	Merged-chr4-140601329-15
NR61360--MA0039.3.KLF4	chr7	84605957	84605967	+	0.000	0.000	Merged-chr7-84605972-68
NR39636--MA0599.1.KLF5	chr2	167349393	167349402	-	0.000	0.000	Merged-chr2-167349371-94
NR52733--MA0039.3.KLF4	chr5	124953186	124953196	+	0.000	0.000	Merged-chr5-124953215-25
NR45583--MA0741.1.KLF16	chr4	56114123	56114133	-	0.000	0.000	Merged-chr4-56114012-43
NR2717--MA0741.1.KLF16	chr1	136707542	136707552	-	0.000	0.000	Merged-chr1-136707647-26
NR65739--MA0657.1.KLF13	chr8	81015074	81015091	+	0.000	0.000	Merged-chr8-81015053-72
NR54161--MA1107.1.KLF9	chr5	146675278	146675290	+	0.000	0.000	Merged-chr5-146675414-29
NR24384--MA0493.1.Klf1	chr15	93443907	93443917	+	0.000	0.000	Merged-chr15-93443797-12
NR45534--MA1107.1.KLF9	chr4	55343391	55343403	+	0.000	0.000	Merged-chr4-55343422-62
NR23092--MA1107.1.KLF9	chr15	59618498	59618510	-	0.000	0.000	Merged-chr15-59618561-44
NR12473--MA0740.1.KLF14	chr11	106193504	106193517	+	0.000	0.000	Merged-chr11-106193514-84
NR9487--MA0599.1.KLF5	chr11	20561490	20561499	-	0.000	0.000	Merged-chr11-20561447-13
NR3872--MA0741.1.KLF16	chr1	170255755	170255765	-	0.000	0.000	Merged-chr1-170255603-48
NR12896--MA0657.1.KLF13	chr11	115999777	115999794	+	0.000	0.000	Merged-chr11-115999757-14
NR68986--MA0742.1.Klf12	chr9	59486725	59486739	+	0.000	0.000	Merged-chr9-59486572-90
NR41352--MA0741.1.KLF16	chr3	69524995	69525005	+	0.000	0.000	Merged-chr3-69525025-15
NR64223--MA0741.1.KLF16	chr8	14911711	14911721	-	0.000	0.000	Merged-chr8-14911636-31
NR44481--MA0599.1.KLF5	chr4	8811207	8811216	-	0.000	0.000	Merged-chr4-8811216-44
NR54009--MA1107.1.KLF9	chr5	143485019	143485031	+	0.000	0.000	Merged-chr5-143485209-17
NR31145--MA0741.1.KLF16	chr18	32939287	32939297	-	0.000	0.000	Merged-chr18-32939306-98
NR47191--MA0599.1.KLF5	chr4	122829454	122829463	-	0.000	0.000	Merged-chr4-122829434-12
NR10859--MA0740.1.KLF14	chr11	70510119	70510132	-	0.000	0.000	Merged-chr11-70510129-40
NR21021--MA0599.1.KLF5	chr14	74732255	74732264	-	0.000	0.000	Merged-chr14-74732316-54
NR26595--MA0741.1.KLF16	chr16	72663658	72663668	-	0.000	0.000	Merged-chr16-72663616-18
NR70647--MA0599.1.KLF5	chr9	106887098	106887107	-	0.000	0.000	Merged-chr9-106886867-102
NR51671--MA0493.1.Klf1	chr5	103692354	103692364	-	0.000	0.000	Merged-chr5-103692321-99
NR62067--MA0741.1.KLF16	chr7	110221681	110221691	-	0.000	0.000	Merged-chr7-110221778-96
NR28412--MA0742.1.Klf12	chr17	29304612	29304626	-	0.000	0.000	Merged-chr17-29304449-24
NR33240--MA0599.1.KLF5	chr19	8802239	8802248	+	0.000	0.000	Merged-chr19-8802407-58
NR44462--MA1107.1.KLF9	chr4	6903916	6903928	-	0.000	0.000	Merged-chr4-6903816-37
NR2698--MA0741.1.KLF16	chr1	136624802	136624812	+	0.000	0.000	Merged-chr1-136624907-119
NR60831--MA0740.1.KLF14	chr7	64392596	64392609	+	0.000	0.000	Merged-chr7-64392480-85
NR71983--MA0599.1.KLF5	chrX	48454330	48454339	-	0.000	0.000	Merged-chrX-48454297-63
NR11717--MA0741.1.KLF16	chr11	94211083	94211093	+	0.000	0.000	Merged-chr11-94211019-172
NR16726--MA0493.1.Klf1	chr13	43192068	43192078	+	0.000	0.000	Merged-chr13-43191968-21
NR53491--MA0741.1.KLF16	chr5	137510645	137510655	+	0.000	0.000	Merged-chr5-137510550-66
NR11680--MA0599.1.KLF5	chr11	90638556	90638565	-	0.000	0.000	Merged-chr11-90638688-1
NR27529--MA0599.1.KLF5	chr17	6961216	6961225	+	0.000	0.000	Merged-chr17-6961334-74
NR66360--MA0741.1.KLF16	chr8	104565157	104565167	-	0.000	0.000	Merged-chr8-104565019-56
NR32810--MA0740.1.KLF14	chr18	89626889	89626902	+	0.000	0.000	Merged-chr18-89627032-39
NR60253--MA0742.1.Klf12	chr7	44305216	44305230	-	0.000	0.000	Merged-chr7-44305170-86
NR31047--MA0599.1.KLF5	chr18	24530153	24530162	+	0.000	0.000	Merged-chr18-24530070-76
NR5347--MA0599.1.KLF5	chr10	19009541	19009550	-	0.000	0.000	Merged-chr10-19009477-32
NR444--MA0741.1.KLF16	chr1	37430040	37430050	+	0.000	0.000	Merged-chr1-37430109-65
NR22998--MA0740.1.KLF14	chr15	57912419	57912432	-	0.000	0.000	Merged-chr15-57912529-99
NR48375--MA0599.1.KLF5	chr4	141538671	141538680	+	0.000	0.000	Merged-chr4-141538465-87
NR8466--MA0741.1.KLF16	chr10	118884343	118884353	-	0.000	0.000	Merged-chr10-118884259-20
NR14112--MA0493.1.Klf1	chr12	52383127	52383137	-	0.000	0.000	Merged-chr12-52383146-23
NR71410--MA0599.1.KLF5	chr9	121317361	121317370	-	0.000	0.000	Merged-chr9-121317284-25
NR11322--MA0599.1.KLF5	chr11	79660665	79660674	-	0.000	0.000	Merged-chr11-79660589-44
NR51211--MA0741.1.KLF16	chr5	90931231	90931241	+	0.000	0.000	Merged-chr5-90931301-77
NR100--MA0599.1.KLF5	chr1	13426247	13426256	-	0.000	0.000	Merged-chr1-13426013-7
NR63523--MA0493.1.Klf1	chr7	139169314	139169324	+	0.000	0.000	Merged-chr7-139169350-23
NR38258--MA0740.1.KLF14	chr2	130642899	130642912	+	0.000	0.000	Merged-chr2-130642738-65
NR12023--MA0742.1.Klf12	chr11	98477451	98477465	-	0.000	0.000	Merged-chr11-98477457-48
NR52640--MA0493.1.Klf1	chr5	124032287	124032297	+	0.000	0.000	Merged-chr5-124032239-28
NR38405--MA0741.1.KLF16	chr2	132511681	132511691	-	0.000	0.000	Merged-chr2-132511544-14
NR66233--MA0493.1.Klf1	chr8	95534060	95534070	+	0.000	0.000	Merged-chr8-95534115-30
NR36183--MA0741.1.KLF16	chr2	52319512	52319522	-	0.000	0.000	Merged-chr2-52319482-58
NR43421--MA0742.1.Klf12	chr3	133758585	133758599	+	0.000	0.000	Merged-chr3-133758511-65
NR4440--MA0741.1.KLF16	chr1	184034047	184034057	-	0.000	0.000	Merged-chr1-184034226-93
NR54441--MA0740.1.KLF14	chr5	151368641	151368654	+	0.000	0.000	Merged-chr5-151368809-80
NR69078--MA0599.1.KLF5	chr9	62122723	62122732	-	0.000	0.000	Merged-chr9-62122784-57
NR14914--MA0599.1.KLF5	chr12	87266690	87266699	-	0.000	0.000	Merged-chr12-87266571-77
NR52560--MA0599.1.KLF5	chr5	123016172	123016181	-	0.000	0.000	Merged-chr5-123016010-9
NR68409--MA0599.1.KLF5	chr9	44130212	44130221	+	0.000	0.000	Merged-chr9-44130219-40
NR4235--MA0741.1.KLF16	chr1	180410509	180410519	+	0.000	0.000	Merged-chr1-180410391-12
NR6325--MA0599.1.KLF5	chr10	63176831	63176840	+	0.000	0.000	Merged-chr10-63176806-32
NR57526--MA0599.1.KLF5	chr6	125433809	125433818	+	0.000	0.000	Merged-chr6-125433874-28
NR70633--MA0493.1.Klf1	chr9	106685821	106685831	+	0.000	0.000	Merged-chr9-106685635-87
NR28631--MA1107.1.KLF9	chr17	33843071	33843083	+	0.000	0.000	Merged-chr17-33843273-52
NR15574--MA0599.1.KLF5	chr12	108334224	108334233	-	0.000	0.000	Merged-chr12-108333959-92
NR26796--MA1107.1.KLF9	chr16	84682178	84682190	+	0.000	0.000	Merged-chr16-84682332-17
NR47340--MA0740.1.KLF14	chr4	126468714	126468727	-	0.000	0.000	Merged-chr4-126468465-94
NR69745--MA0599.1.KLF5	chr9	79793458	79793467	-	0.000	0.000	Merged-chr9-79793241-102
NR24058--MA0599.1.KLF5	chr15	84372976	84372985	-	0.000	0.000	Merged-chr15-84372915-18
NR2828--MA0039.3.KLF4	chr1	143319643	143319653	+	0.000	0.000	Merged-chr1-143319719-34
NR50308--MA0741.1.KLF16	chr5	47983072	47983082	-	0.000	0.000	Merged-chr5-47983242-36
NR12506--MA0599.1.KLF5	chr11	106658141	106658150	+	0.000	0.000	Merged-chr11-106658124-18
NR22887--MA0741.1.KLF16	chr15	51865545	51865555	-	0.000	0.000	Merged-chr15-51865405-64
NR9702--MA0599.1.KLF5	chr11	30986477	30986486	+	0.000	0.000	Merged-chr11-30986417-66
NR39648--MA0742.1.Klf12	chr2	167632158	167632172	+	0.000	0.000	Merged-chr2-167632036-61
NR36277--MA0599.1.KLF5	chr2	58324506	58324515	+	0.000	0.000	Merged-chr2-58324650-40
NR15555--MA1107.1.KLF9	chr12	108275431	108275443	+	0.000	0.000	Merged-chr12-108275445-64
NR25394--MA0599.1.KLF5	chr16	16213268	16213277	-	0.000	0.000	Merged-chr16-16213421-42
NR48051--MA0740.1.KLF14	chr4	136469745	136469758	+	0.000	0.000	Merged-chr4-136469909-78
NR71553--MA0657.1.KLF13	chr9	124425707	124425724	-	0.000	0.000	Merged-chr9-124425759-16
NR19168--MA0742.1.Klf12	chr14	8173113	8173127	+	0.000	0.000	Merged-chr14-8173262-80
NR35947--MA1107.1.KLF9	chr2	37443278	37443290	-	0.000	0.000	Merged-chr2-37443185-70
NR3234--MA0740.1.KLF14	chr1	155742405	155742418	-	0.000	0.000	Merged-chr1-155742292-41
NR35351--MA0742.1.Klf12	chr2	25983491	25983505	+	0.000	0.000	Merged-chr2-25983366-83
NR48496--MA0599.1.KLF5	chr4	145254609	145254618	-	0.000	0.000	Merged-chr4-145254618-54
NR12275--MA0742.1.Klf12	chr11	102284766	102284780	+	0.000	0.000	Merged-chr11-102284938-63
NR64603--MA0741.1.KLF16	chr8	34689208	34689218	-	0.000	0.000	Merged-chr8-34689039-1
NR51210--MA0493.1.Klf1	chr5	90931230	90931240	+	0.000	0.000	Merged-chr5-90931301-77
NR68888--MA0599.1.KLF5	chr9	57339968	57339977	-	0.000	0.000	Merged-chr9-57339944-60
NR54125--MA0741.1.KLF16	chr5	146231467	146231477	+	0.000	0.000	Merged-chr5-146231387-79
NR72925--MA0741.1.KLF16	chrX	164419728	164419738	-	0.000	0.000	Merged-chrX-164419755-68
NR49575--MA0741.1.KLF16	chr5	23413835	23413845	+	0.000	0.000	Merged-chr5-23413835-21
NR42503--MA0599.1.KLF5	chr3	104961776	104961785	-	0.000	0.000	Merged-chr3-104961785-36
