#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR3632--MA0482.1.Gata4	chr19	53185684	53185694	+	0.000	0.000	Merged-chr19-53185705-40
NR1628--MA0035.3.Gata1	chr12	98215673	98215683	-	0.000	0.000	Merged-chr12-98215762-18
NR1461--MA0036.3.GATA2	chr12	14086785	14086795	+	0.000	0.000	Merged-chr12-14086767-28
NR6183--MA1104.1.GATA6	chr7	113419584	113419596	+	0.000	0.000	Merged-chr7-113419557-35
NR3911--MA0140.2.GATA1::TAL1	chr2	83659998	83660015	-	0.000	0.000	Merged-chr2-83659972-2
NR460--MA0037.3.GATA3	chr1	165985897	165985904	+	0.000	0.000	Merged-chr1-165985990-54
NR3935--MA0036.3.GATA2	chr2	92192027	92192037	-	0.000	0.000	Merged-chr2-92192158-30
NR2820--MA0766.1.GATA5	chr16	64824834	64824841	-	0.000	0.000	Merged-chr16-64824762-36
NR3788--MA0482.1.Gata4	chr2	38927188	38927198	-	0.000	0.000	Merged-chr2-38927385-1
NR3698--MA0140.2.GATA1::TAL1	chr2	9748605	9748622	+	0.000	0.000	Merged-chr2-9748530-32
NR3425--MA0036.3.GATA2	chr18	79257455	79257465	-	0.000	0.000	Merged-chr18-79257508-110
NR1551--MA0482.1.Gata4	chr12	73598433	73598443	+	0.000	0.000	Merged-chr12-73598343-51
NR6467--MA1104.1.GATA6	chr8	94802597	94802609	+	0.000	0.000	Merged-chr8-94802531-14
NR441--MA0036.3.GATA2	chr1	164366710	164366720	+	0.000	0.000	Merged-chr1-164366862-30
NR712--MA0036.3.GATA2	chr10	34096574	34096584	-	0.000	0.000	Merged-chr10-34096665-20
NR4806--MA0037.3.GATA3	chr4	53384822	53384829	-	0.000	0.000	Merged-chr4-53384912-31
NR2584--MA0037.3.GATA3	chr15	71917806	71917813	+	0.000	0.000	Merged-chr15-71917869-36
NR6053--MA1104.1.GATA6	chr7	80166889	80166901	-	0.000	0.000	Merged-chr7-80166871-28
NR6943--MA0037.3.GATA3	chr9	95289193	95289200	+	0.000	0.000	Merged-chr9-95289296-28
NR1649--MA0036.3.GATA2	chr12	104067615	104067625	+	0.000	0.000	Merged-chr12-104067684-35
NR3221--MA0035.3.Gata1	chr18	4369241	4369251	+	0.000	0.000	Merged-chr18-4369357-16
NR7156--MA0766.1.GATA5	chrX	166323368	166323375	+	0.000	0.000	Merged-chrX-166323438-29
NR7146--MA0036.3.GATA2	chrX	140537798	140537808	+	0.000	0.000	Merged-chrX-140537922-35
NR821--MA0036.3.GATA2	chr10	79417358	79417368	+	0.000	0.000	Merged-chr10-79417442-89
NR5989--MA0036.3.GATA2	chr7	51750388	51750398	-	0.000	0.000	Merged-chr7-51750437-26
NR4149--MA0036.3.GATA2	chr2	150667355	150667365	-	0.000	0.000	Merged-chr2-150667676-130
NR1083--MA0766.1.GATA5	chr11	21549919	21549926	-	0.000	0.000	Merged-chr11-21549629-38
NR3532--MA1104.1.GATA6	chr19	14286728	14286740	-	0.000	0.000	Merged-chr19-14286604-14
NR2179--MA0482.1.Gata4	chr14	7994567	7994577	-	0.000	0.000	Merged-chr14-7994545-46
NR6510--MA0036.3.GATA2	chr8	110859814	110859824	+	0.000	0.000	Merged-chr8-110860019-49
NR1258--MA0766.1.GATA5	chr11	90225057	90225064	-	0.000	0.000	Merged-chr11-90225249-59
NR5551--MA0766.1.GATA5	chr6	83162824	83162831	+	0.000	0.000	Merged-chr6-83162817-10
NR5065--MA0036.3.GATA2	chr4	155091241	155091251	-	0.000	0.000	Merged-chr4-155091102-19
NR3656--MA0036.3.GATA2	chr19	55865998	55866008	-	0.000	0.000	Merged-chr19-55866165-31
NR5050--MA1104.1.GATA6	chr4	150938224	150938236	-	0.000	0.000	Merged-chr4-150938152-39
NR1485--MA1104.1.GATA6	chr12	32183053	32183065	-	0.000	0.000	Merged-chr12-32183013-17
NR6446--MA0037.3.GATA3	chr8	84813348	84813355	+	0.000	0.000	Merged-chr8-84813219-19
NR4766--MA0037.3.GATA3	chr4	32615369	32615376	-	0.000	0.000	Merged-chr4-32615355-52
NR2215--MA0037.3.GATA3	chr14	34549217	34549224	+	0.000	0.000	Merged-chr14-34549308-78
NR4527--MA1104.1.GATA6	chr3	127759487	127759499	-	0.000	0.000	Merged-chr3-127759429-25
NR3361--MA0766.1.GATA5	chr18	67768398	67768405	-	0.000	0.000	Merged-chr18-67768535-29
NR1466--MA0036.3.GATA2	chr12	15967869	15967879	-	0.000	0.000	Merged-chr12-15967723-42
NR1451--MA1104.1.GATA6	chr12	3891251	3891263	-	0.000	0.000	Merged-chr12-3891363-76
NR465--MA0037.3.GATA3	chr1	165985999	165986006	+	0.000	0.000	Merged-chr1-165985990-54
NR1989--MA0036.3.GATA2	chr13	89965600	89965610	+	0.000	0.000	Merged-chr13-89965778-3
NR5512--MA0035.3.Gata1	chr6	59315104	59315114	-	0.000	0.000	Merged-chr6-59315196-15
NR6045--MA1104.1.GATA6	chr7	78583901	78583913	+	0.000	0.000	Merged-chr7-78583930-15
NR5216--MA0766.1.GATA5	chr5	90612256	90612263	+	0.000	0.000	Merged-chr5-90612116-89
NR5678--MA0482.1.Gata4	chr6	122274706	122274716	-	0.000	0.000	Merged-chr6-122274694-14
NR3332--MA0482.1.Gata4	chr18	56888877	56888887	+	0.000	0.000	Merged-chr18-56889017-47
NR5764--MA0035.3.Gata1	chr6	132735611	132735621	+	0.000	0.000	Merged-chr6-132735696-3
NR1626--MA1104.1.GATA6	chr12	98215672	98215684	+	0.000	0.000	Merged-chr12-98215762-18
NR1171--MA0766.1.GATA5	chr11	65806927	65806934	+	0.000	0.000	Merged-chr11-65807044-98
NR3507--MA0482.1.Gata4	chr19	9899583	9899593	+	0.000	0.000	Merged-chr19-9899505-60
NR3988--MA0035.3.Gata1	chr2	104763428	104763438	-	0.000	0.000	Merged-chr2-104763396-33
NR2337--MA0037.3.GATA3	chr14	62799052	62799059	-	0.000	0.000	Merged-chr14-62798973-44
NR1166--MA0035.3.Gata1	chr11	64899064	64899074	+	0.000	0.000	Merged-chr11-64899021-36
NR2702--MA0140.2.GATA1::TAL1	chr16	11526680	11526697	-	0.000	0.000	Merged-chr16-11526520-43
NR4530--MA0140.2.GATA1::TAL1	chr3	127759490	127759507	+	0.000	0.000	Merged-chr3-127759429-25
NR3483--MA0766.1.GATA5	chr18	89206490	89206497	+	0.000	0.000	Merged-chr18-89206335-76
NR5219--MA0036.3.GATA2	chr5	90742163	90742173	+	0.000	0.000	Merged-chr5-90742238-22
NR1297--MA0140.2.GATA1::TAL1	chr11	98026915	98026932	-	0.000	0.000	Merged-chr11-98026948-69
NR6872--MA0140.2.GATA1::TAL1	chr9	86076694	86076711	+	0.000	0.000	Merged-chr9-86076684-25
NR7162--MA0482.1.Gata4	chrX	167131029	167131039	+	0.000	0.000	Merged-chrX-167131211-21
NR3135--MA0766.1.GATA5	chr17	72904258	72904265	-	0.000	0.000	Merged-chr17-72904124-19
NR3406--MA0766.1.GATA5	chr18	75419639	75419646	+	0.000	0.000	Merged-chr18-75419579-57
NR2871--MA0036.3.GATA2	chr16	87603199	87603209	-	0.000	0.000	Merged-chr16-87603079-11
NR5220--MA0035.3.Gata1	chr5	90742163	90742173	+	0.000	0.000	Merged-chr5-90742238-22
NR3633--MA1104.1.GATA6	chr19	53185682	53185694	-	0.000	0.000	Merged-chr19-53185705-40
NR622--MA0035.3.Gata1	chr1	193449795	193449805	-	0.000	0.000	Merged-chr1-193449672-37
NR5176--MA0766.1.GATA5	chr5	65795514	65795521	-	0.000	0.000	Merged-chr5-65795420-10
NR3138--MA0036.3.GATA2	chr17	73096653	73096663	-	0.000	0.000	Merged-chr17-73096591-8
NR3789--MA1104.1.GATA6	chr2	38927188	38927200	+	0.000	0.000	Merged-chr2-38927385-1
NR2894--MA0766.1.GATA5	chr16	92443694	92443701	-	0.000	0.000	Merged-chr16-92443749-37
NR3742--MA0037.3.GATA3	chr2	25054340	25054347	-	0.000	0.000	Merged-chr2-25054565-53
NR1300--MA1104.1.GATA6	chr11	98487787	98487799	+	0.000	0.000	Merged-chr11-98487809-30
NR7074--MA0766.1.GATA5	chr9	122248087	122248094	+	0.000	0.000	Merged-chr9-122247991-34
NR7064--MA0036.3.GATA2	chr9	120493244	120493254	+	0.000	0.000	Merged-chr9-120493281-1
NR5745--MA0140.2.GATA1::TAL1	chr6	131421599	131421616	+	0.000	0.000	Merged-chr6-131421811-26
NR805--MA0036.3.GATA2	chr10	75764405	75764415	+	0.000	0.000	Merged-chr10-75764403-65
NR5408--MA0035.3.Gata1	chr5	149392279	149392289	-	0.000	0.000	Merged-chr5-149392157-30
NR786--MA0036.3.GATA2	chr10	67586330	67586340	+	0.000	0.000	Merged-chr10-67586382-65
NR3704--MA0482.1.Gata4	chr2	11320204	11320214	-	0.000	0.000	Merged-chr2-11320345-22
NR52--MA0766.1.GATA5	chr1	44101608	44101615	+	0.000	0.000	Merged-chr1-44101717-6
NR5246--MA0035.3.Gata1	chr5	93135910	93135920	-	0.000	0.000	Merged-chr5-93135813-27
NR3618--MA0140.2.GATA1::TAL1	chr19	44078411	44078428	+	0.000	0.000	Merged-chr19-44078434-18
NR3465--MA0036.3.GATA2	chr18	82559475	82559485	-	0.000	0.000	Merged-chr18-82559371-35
NR3746--MA0766.1.GATA5	chr2	25054340	25054347	-	0.000	0.000	Merged-chr2-25054565-53
NR2340--MA0036.3.GATA2	chr14	62799051	62799061	+	0.000	0.000	Merged-chr14-62798973-44
NR3589--MA0482.1.Gata4	chr19	40267569	40267579	+	0.000	0.000	Merged-chr19-40267576-38
NR5535--MA0766.1.GATA5	chr6	67184856	67184863	+	0.000	0.000	Merged-chr6-67184785-39
NR1880--MA0140.2.GATA1::TAL1	chr13	49300932	49300949	+	0.000	0.000	Merged-chr13-49300930-11
NR5510--MA1104.1.GATA6	chr6	59315103	59315115	+	0.000	0.000	Merged-chr6-59315196-15
NR2821--MA0035.3.Gata1	chr16	64824833	64824843	+	0.000	0.000	Merged-chr16-64824762-36
NR1023--MA0036.3.GATA2	chr10	127759708	127759718	+	0.000	0.000	Merged-chr10-127759558-36
NR1304--MA0766.1.GATA5	chr11	99150431	99150438	-	0.000	0.000	Merged-chr11-99150380-50
NR871--MA0766.1.GATA5	chr10	95283594	95283601	-	0.000	0.000	Merged-chr10-95283638-28
NR40--MA1104.1.GATA6	chr1	39954902	39954914	+	0.000	0.000	Merged-chr1-39954782-26
NR6603--MA0036.3.GATA2	chr8	124520719	124520729	+	0.000	0.000	Merged-chr8-124520851-52
NR3707--MA0035.3.Gata1	chr2	11320205	11320215	-	0.000	0.000	Merged-chr2-11320345-22
NR4192--MA0140.2.GATA1::TAL1	chr2	163131101	163131118	+	0.000	0.000	Merged-chr2-163131105-39
NR3022--MA0035.3.Gata1	chr17	31829017	31829027	+	0.000	0.000	Merged-chr17-31829113-6
NR68--MA0036.3.GATA2	chr1	61402629	61402639	+	0.000	0.000	Merged-chr1-61402618-25
NR6560--MA0766.1.GATA5	chr8	117548685	117548692	-	0.000	0.000	Merged-chr8-117548585-70
NR1094--MA0482.1.Gata4	chr11	32489303	32489313	-	0.000	0.000	Merged-chr11-32489418-40
NR5090--MA1104.1.GATA6	chr5	20792369	20792381	+	0.000	0.000	Merged-chr5-20792282-29
NR855--MA0482.1.Gata4	chr10	93228774	93228784	-	0.000	0.000	Merged-chr10-93228796-6
NR763--MA1104.1.GATA6	chr10	61658158	61658170	+	0.000	0.000	Merged-chr10-61658061-29
NR1448--MA1104.1.GATA6	chr12	3427690	3427702	-	0.000	0.000	Merged-chr12-3427631-4
NR1060--MA0482.1.Gata4	chr11	4336833	4336843	+	0.000	0.000	Merged-chr11-4336811-40
NR620--MA1104.1.GATA6	chr1	193449794	193449806	+	0.000	0.000	Merged-chr1-193449672-37
NR6247--MA1104.1.GATA6	chr7	125472207	125472219	-	0.000	0.000	Merged-chr7-125472313-74
NR988--MA0035.3.Gata1	chr10	120979241	120979251	-	0.000	0.000	Merged-chr10-120978950-160
NR5147--MA0766.1.GATA5	chr5	37147598	37147605	-	0.000	0.000	Merged-chr5-37147664-17
NR4984--MA0035.3.Gata1	chr4	141210627	141210637	-	0.000	0.000	Merged-chr4-141210554-49
NR3508--MA1104.1.GATA6	chr19	9899581	9899593	-	0.000	0.000	Merged-chr19-9899505-60
NR6181--MA0037.3.GATA3	chr7	113419587	113419594	+	0.000	0.000	Merged-chr7-113419557-35
NR160--MA0035.3.Gata1	chr1	91099024	91099034	+	0.000	0.000	Merged-chr1-91099031-34
NR2855--MA0036.3.GATA2	chr16	84603167	84603177	-	0.000	0.000	Merged-chr16-84602933-51
NR47--MA0036.3.GATA2	chr1	43538868	43538878	+	0.000	0.000	Merged-chr1-43538951-30
NR4950--MA0035.3.Gata1	chr4	132040443	132040453	-	0.000	0.000	Merged-chr4-132040319-80
NR7163--MA1104.1.GATA6	chrX	167131027	167131039	-	0.000	0.000	Merged-chrX-167131211-21
NR1838--MA0140.2.GATA1::TAL1	chr13	36731713	36731730	-	0.000	0.000	Merged-chr13-36731788-29
NR1615--MA0482.1.Gata4	chr12	97269746	97269756	+	0.000	0.000	Merged-chr12-97269671-1
NR2431--MA0140.2.GATA1::TAL1	chr14	103017227	103017244	-	0.000	0.000	Merged-chr14-103017290-44
NR1134--MA0766.1.GATA5	chr11	53470104	53470111	-	0.000	0.000	Merged-chr11-53470263-39
NR4511--MA0766.1.GATA5	chr3	115729287	115729294	-	0.000	0.000	Merged-chr3-115729400-55
NR792--MA0035.3.Gata1	chr10	68540789	68540799	+	0.000	0.000	Merged-chr10-68540864-1
NR1201--MA0482.1.Gata4	chr11	75319146	75319156	-	0.000	0.000	Merged-chr11-75318979-50
NR6805--MA0035.3.Gata1	chr9	75631002	75631012	+	0.000	0.000	Merged-chr9-75631100-49
NR6465--MA0037.3.GATA3	chr8	94802600	94802607	+	0.000	0.000	Merged-chr8-94802531-14
NR1063--MA0035.3.Gata1	chr11	4336832	4336842	+	0.000	0.000	Merged-chr11-4336811-40
NR2202--MA0036.3.GATA2	chr14	27268427	27268437	-	0.000	0.000	Merged-chr14-27268313-23
NR6042--MA0140.2.GATA1::TAL1	chr7	78451915	78451932	-	0.000	0.000	Merged-chr7-78451897-56
NR614--MA0036.3.GATA2	chr1	191391469	191391479	+	0.000	0.000	Merged-chr1-191391579-39
NR5244--MA1104.1.GATA6	chr5	92398408	92398420	+	0.000	0.000	Merged-chr5-92398390-31
NR3359--MA1104.1.GATA6	chr18	67768396	67768408	-	0.000	0.000	Merged-chr18-67768535-29
NR2710--MA1104.1.GATA6	chr16	14701520	14701532	+	0.000	0.000	Merged-chr16-14701585-15
NR2040--MA0036.3.GATA2	chr13	98124618	98124628	+	0.000	0.000	Merged-chr13-98124541-43
NR2664--MA0035.3.Gata1	chr15	100750371	100750381	+	0.000	0.000	Merged-chr15-100750259-57
NR2935--MA0035.3.Gata1	chr17	5798609	5798619	-	0.000	0.000	Merged-chr17-5798527-14
NR450--MA0140.2.GATA1::TAL1	chr1	164972974	164972991	+	0.000	0.000	Merged-chr1-164973033-32
NR2911--MA0482.1.Gata4	chr16	97204301	97204311	+	0.000	0.000	Merged-chr16-97204388-55
NR4201--MA0035.3.Gata1	chr2	166046194	166046204	-	0.000	0.000	Merged-chr2-166046105-43
NR5697--MA0482.1.Gata4	chr6	127272914	127272924	-	0.000	0.000	Merged-chr6-127272790-27
NR1052--MA0482.1.Gata4	chr10	130344126	130344136	+	0.000	0.000	Merged-chr10-130344274-29
NR7014--MA0036.3.GATA2	chr9	112174908	112174918	-	0.000	0.000	Merged-chr9-112174843-101
NR4700--MA0482.1.Gata4	chr3	154779186	154779196	-	0.000	0.000	Merged-chr3-154778992-62
NR1204--MA0035.3.Gata1	chr11	75319147	75319157	-	0.000	0.000	Merged-chr11-75318979-50
NR3705--MA1104.1.GATA6	chr2	11320204	11320216	+	0.000	0.000	Merged-chr2-11320345-22
NR3136--MA0035.3.Gata1	chr17	72904257	72904267	+	0.000	0.000	Merged-chr17-72904124-19
NR1278--MA1104.1.GATA6	chr11	95336985	95336997	+	0.000	0.000	Merged-chr11-95337203-127
NR4808--MA0766.1.GATA5	chr4	53384822	53384829	-	0.000	0.000	Merged-chr4-53384912-31
NR1483--MA0037.3.GATA3	chr12	32183055	32183062	-	0.000	0.000	Merged-chr12-32183013-17
NR4671--MA0035.3.Gata1	chr3	146275830	146275840	+	0.000	0.000	Merged-chr3-146275724-31
NR1217--MA0035.3.Gata1	chr11	80576067	80576077	-	0.000	0.000	Merged-chr11-80575922-30
NR2895--MA0035.3.Gata1	chr16	92443693	92443703	+	0.000	0.000	Merged-chr16-92443749-37
NR5557--MA0035.3.Gata1	chr6	88189800	88189810	-	0.000	0.000	Merged-chr6-88189765-31
NR6043--MA0037.3.GATA3	chr7	78583904	78583911	+	0.000	0.000	Merged-chr7-78583930-15
NR4341--MA0766.1.GATA5	chr3	52878543	52878550	-	0.000	0.000	Merged-chr3-52878450-55
NR2651--MA0036.3.GATA2	chr15	96778480	96778490	+	0.000	0.000	Merged-chr15-96778537-47
NR4982--MA1104.1.GATA6	chr4	141210626	141210638	+	0.000	0.000	Merged-chr4-141210554-49
NR63--MA0482.1.Gata4	chr1	61203277	61203287	-	0.000	0.000	Merged-chr1-61203375-24
NR868--MA0766.1.GATA5	chr10	94116420	94116427	+	0.000	0.000	Merged-chr10-94116374-33
NR4864--MA0766.1.GATA5	chr4	95530936	95530943	+	0.000	0.000	Merged-chr4-95530923-13
NR1349--MA0482.1.Gata4	chr11	107547685	107547695	-	0.000	0.000	Merged-chr11-107547727-88
NR5409--MA0140.2.GATA1::TAL1	chr5	149392270	149392287	-	0.000	0.000	Merged-chr5-149392157-30
NR1651--MA0140.2.GATA1::TAL1	chr12	104067617	104067634	+	0.000	0.000	Merged-chr12-104067684-35
NR5550--MA0037.3.GATA3	chr6	83162824	83162831	+	0.000	0.000	Merged-chr6-83162817-10
NR5132--MA0482.1.Gata4	chr5	35771305	35771315	+	0.000	0.000	Merged-chr5-35771159-16
NR790--MA1104.1.GATA6	chr10	68540788	68540800	-	0.000	0.000	Merged-chr10-68540864-1
NR6818--MA0036.3.GATA2	chr9	78022506	78022516	-	0.000	0.000	Merged-chr9-78022388-19
NR4877--MA0766.1.GATA5	chr4	101586047	101586054	+	0.000	0.000	Merged-chr4-101585990-74
NR856--MA1104.1.GATA6	chr10	93228774	93228786	+	0.000	0.000	Merged-chr10-93228796-6
NR1061--MA1104.1.GATA6	chr11	4336831	4336843	-	0.000	0.000	Merged-chr11-4336811-40
NR1629--MA0140.2.GATA1::TAL1	chr12	98627957	98627974	-	0.000	0.000	Merged-chr12-98628210-48
NR3631--MA0037.3.GATA3	chr19	53185684	53185691	-	0.000	0.000	Merged-chr19-53185705-40
NR5215--MA1104.1.GATA6	chr5	90612253	90612265	+	0.000	0.000	Merged-chr5-90612116-89
NR4408--MA0037.3.GATA3	chr3	89887799	89887806	+	0.000	0.000	Merged-chr3-89887842-17
NR280--MA1104.1.GATA6	chr1	130838472	130838484	+	0.000	0.000	Merged-chr1-130838519-27
NR2805--MA0036.3.GATA2	chr16	58670209	58670219	+	0.000	0.000	Merged-chr16-58670422-58
NR3787--MA0037.3.GATA3	chr2	38927191	38927198	+	0.000	0.000	Merged-chr2-38927385-1
NR1616--MA1104.1.GATA6	chr12	97269744	97269756	-	0.000	0.000	Merged-chr12-97269671-1
NR4153--MA0035.3.Gata1	chr2	150748923	150748933	-	0.000	0.000	Merged-chr2-150749158-47
NR5049--MA0482.1.Gata4	chr4	150938226	150938236	+	0.000	0.000	Merged-chr4-150938152-39
NR1202--MA1104.1.GATA6	chr11	75319146	75319158	+	0.000	0.000	Merged-chr11-75318979-50
NR6558--MA0037.3.GATA3	chr8	117548685	117548692	-	0.000	0.000	Merged-chr8-117548585-70
NR755--MA0140.2.GATA1::TAL1	chr10	59430906	59430923	+	0.000	0.000	Merged-chr10-59431050-41
NR4432--MA0036.3.GATA2	chr3	97076430	97076440	-	0.000	0.000	Merged-chr3-97076384-70
NR2481--MA0036.3.GATA2	chr15	5108583	5108593	+	0.000	0.000	Merged-chr15-5108448-64
NR698--MA0766.1.GATA5	chr10	28518460	28518467	-	0.000	0.000	Merged-chr10-28518434-39
NR969--MA0766.1.GATA5	chr10	117676230	117676237	-	0.000	0.000	Merged-chr10-117676030-42
NR3405--MA0037.3.GATA3	chr18	75419639	75419646	+	0.000	0.000	Merged-chr18-75419579-57
NR6221--MA0036.3.GATA2	chr7	119836235	119836245	+	0.000	0.000	Merged-chr7-119836348-71
NR5148--MA0035.3.Gata1	chr5	37147597	37147607	+	0.000	0.000	Merged-chr5-37147664-17
NR2912--MA1104.1.GATA6	chr16	97204299	97204311	-	0.000	0.000	Merged-chr16-97204388-55
NR5698--MA1104.1.GATA6	chr6	127272914	127272926	+	0.000	0.000	Merged-chr6-127272790-27
NR6160--MA0035.3.Gata1	chr7	108967111	108967121	-	0.000	0.000	Merged-chr7-108967182-43
NR4665--MA0482.1.Gata4	chr3	145663520	145663530	-	0.000	0.000	Merged-chr3-145663343-1
NR2985--MA0482.1.Gata4	chr17	17838231	17838241	+	0.000	0.000	Merged-chr17-17838305-60
NR5303--MA0037.3.GATA3	chr5	120648693	120648700	-	0.000	0.000	Merged-chr5-120648871-127
NR2181--MA0035.3.Gata1	chr14	7994568	7994578	-	0.000	0.000	Merged-chr14-7994545-46
NR4978--MA0766.1.GATA5	chr4	139293492	139293499	-	0.000	0.000	Merged-chr4-139293440-1
NR6454--MA0482.1.Gata4	chr8	91073944	91073954	-	0.000	0.000	Merged-chr8-91073966-44
NR6977--MA0482.1.Gata4	chr9	103624593	103624603	+	0.000	0.000	Merged-chr9-103624813-32
NR5990--MA0766.1.GATA5	chr7	51750390	51750397	+	0.000	0.000	Merged-chr7-51750437-26
NR2627--MA0035.3.Gata1	chr15	93298391	93298401	+	0.000	0.000	Merged-chr15-93298411-30
NR2670--MA0035.3.Gata1	chr15	100755064	100755074	-	0.000	0.000	Merged-chr15-100755115-72
NR3790--MA0036.3.GATA2	chr2	38927189	38927199	-	0.000	0.000	Merged-chr2-38927385-1
NR4567--MA0036.3.GATA2	chr3	133332578	133332588	+	0.000	0.000	Merged-chr3-133332565-72
NR2502--MA0766.1.GATA5	chr15	19857647	19857654	-	0.000	0.000	Merged-chr15-19857574-17
NR5677--MA0037.3.GATA3	chr6	122274709	122274716	+	0.000	0.000	Merged-chr6-122274694-14
NR64--MA1104.1.GATA6	chr1	61203277	61203289	+	0.000	0.000	Merged-chr1-61203375-24
NR6832--MA0036.3.GATA2	chr9	80318149	80318159	+	0.000	0.000	Merged-chr9-80318250-48
NR6637--MA0766.1.GATA5	chr8	127963050	127963057	+	0.000	0.000	Merged-chr8-127963000-27
NR7144--MA0482.1.Gata4	chrX	140537799	140537809	+	0.000	0.000	Merged-chrX-140537922-35
NR2683--MA0035.3.Gata1	chr16	7419925	7419935	+	0.000	0.000	Merged-chr16-7419949-42
NR385--MA0766.1.GATA5	chr1	153847117	153847124	+	0.000	0.000	Merged-chr1-153847127-37
NR4151--MA1104.1.GATA6	chr2	150748922	150748934	+	0.000	0.000	Merged-chr2-150749158-47
NR7161--MA0037.3.GATA3	chrX	167131029	167131036	-	0.000	0.000	Merged-chrX-167131211-21
NR3870--MA0035.3.Gata1	chr2	66185005	66185015	-	0.000	0.000	Merged-chr2-66184903-51
NR3312--MA0140.2.GATA1::TAL1	chr18	55107112	55107129	+	0.000	0.000	Merged-chr18-55107186-34
NR5720--MA0036.3.GATA2	chr6	129284595	129284605	+	0.000	0.000	Merged-chr6-129284661-64
NR26--MA0482.1.Gata4	chr1	36768934	36768944	+	0.000	0.000	Merged-chr1-36768955-19
NR2876--MA0766.1.GATA5	chr16	87726178	87726185	+	0.000	0.000	Merged-chr16-87726198-44
NR6803--MA0140.2.GATA1::TAL1	chr9	75424569	75424586	-	0.000	0.000	Merged-chr9-75424594-10
NR1839--MA0037.3.GATA3	chr13	37325801	37325808	-	0.000	0.000	Merged-chr13-37325634-26
NR932--MA0140.2.GATA1::TAL1	chr10	108167988	108168005	-	0.000	0.000	Merged-chr10-108168166-48
NR6335--MA0036.3.GATA2	chr7	143649722	143649732	+	0.000	0.000	Merged-chr7-143649559-54
NR1422--MA0140.2.GATA1::TAL1	chr11	116018323	116018340	+	0.000	0.000	Merged-chr11-116018279-9
NR4190--MA0482.1.Gata4	chr2	163131100	163131110	+	0.000	0.000	Merged-chr2-163131105-39
NR4342--MA0035.3.Gata1	chr3	52878542	52878552	+	0.000	0.000	Merged-chr3-52878450-55
NR3357--MA0037.3.GATA3	chr18	67768398	67768405	-	0.000	0.000	Merged-chr18-67768535-29
NR516--MA0036.3.GATA2	chr1	175672150	175672160	+	0.000	0.000	Merged-chr1-175671979-22
NR5509--MA0482.1.Gata4	chr6	59315103	59315113	-	0.000	0.000	Merged-chr6-59315196-15
NR39--MA0482.1.Gata4	chr1	39954902	39954912	-	0.000	0.000	Merged-chr1-39954782-26
NR6040--MA0766.1.GATA5	chr7	75863453	75863460	-	0.000	0.000	Merged-chr7-75863636-9
NR6563--MA0766.1.GATA5	chr8	117801966	117801973	+	0.000	0.000	Merged-chr8-117802067-74
NR2051--MA0036.3.GATA2	chr13	100015781	100015791	-	0.000	0.000	Merged-chr13-100015738-57
NR2332--MA0766.1.GATA5	chr14	61818661	61818668	-	0.000	0.000	Merged-chr14-61818597-46
NR7059--MA0036.3.GATA2	chr9	120057231	120057241	-	0.000	0.000	Merged-chr9-120057282-6
NR3814--MA0036.3.GATA2	chr2	48473456	48473466	+	0.000	0.000	Merged-chr2-48473305-60
NR5961--MA0766.1.GATA5	chr7	35742554	35742561	-	0.000	0.000	Merged-chr7-35742502-39
NR5217--MA0482.1.Gata4	chr5	90742164	90742174	+	0.000	0.000	Merged-chr5-90742238-22
NR696--MA0482.1.Gata4	chr10	28518460	28518470	+	0.000	0.000	Merged-chr10-28518434-39
NR2335--MA0036.3.GATA2	chr14	62342732	62342742	-	0.000	0.000	Merged-chr14-62342844-35
NR3588--MA0037.3.GATA3	chr19	40267569	40267576	-	0.000	0.000	Merged-chr19-40267576-38
NR2986--MA1104.1.GATA6	chr17	17838229	17838241	-	0.000	0.000	Merged-chr17-17838305-60
NR461--MA1104.1.GATA6	chr1	165985894	165985906	+	0.000	0.000	Merged-chr1-165985990-54
NR619--MA0482.1.Gata4	chr1	193449794	193449804	-	0.000	0.000	Merged-chr1-193449672-37
NR4548--MA0766.1.GATA5	chr3	130796845	130796852	+	0.000	0.000	Merged-chr3-130796721-21
NR3552--MA0140.2.GATA1::TAL1	chr19	21629142	21629159	-	0.000	0.000	Merged-chr19-21629200-14
NR3637--MA0140.2.GATA1::TAL1	chr19	53185685	53185702	+	0.000	0.000	Merged-chr19-53185705-40
NR6946--MA0036.3.GATA2	chr9	95289191	95289201	-	0.000	0.000	Merged-chr9-95289296-28
NR2316--MA0482.1.Gata4	chr14	59397232	59397242	-	0.000	0.000	Merged-chr14-59397210-50
NR6978--MA1104.1.GATA6	chr9	103624591	103624603	-	0.000	0.000	Merged-chr9-103624813-32
NR1842--MA0036.3.GATA2	chr13	37325800	37325810	+	0.000	0.000	Merged-chr13-37325634-26
NR4807--MA1104.1.GATA6	chr4	53384820	53384832	-	0.000	0.000	Merged-chr4-53384912-31
