#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR5038--MA1107.1.KLF9	chr10	41984479	41984491	-	0.000	0.000	Merged-chr10-41984389-13
NR36154--MA0741.1.KLF16	chr2	151974370	151974380	-	0.000	0.000	Merged-chr2-151974232-5
NR1815--MA0741.1.KLF16	chr1	127322325	127322335	-	0.000	0.000	Merged-chr1-127322582-29
NR28840--MA0742.1.Klf12	chr18	5819883	5819897	+	0.000	0.000	Merged-chr18-5820020-28
NR57074--MA0741.1.KLF16	chr7	115217061	115217071	-	0.000	0.000	Merged-chr7-115217038-43
NR59410--MA1107.1.KLF9	chr8	61283224	61283236	+	0.000	0.000	Merged-chr8-61283229-50
NR65872--MA0741.1.KLF16	chrX	36864293	36864303	-	0.000	0.000	Merged-chrX-36864298-41
NR42189--MA0039.3.KLF4	chr4	47251263	47251273	+	0.000	0.000	Merged-chr4-47251279-48
NR57575--MA1107.1.KLF9	chr7	128166498	128166510	+	0.000	0.000	Merged-chr7-128166555-30
NR13420--MA0742.1.Klf12	chr12	65258704	65258718	-	0.000	0.000	Merged-chr12-65258774-28
NR26843--MA0599.1.KLF5	chr17	33092557	33092566	-	0.000	0.000	Merged-chr17-33092643-43
NR24440--MA0740.1.KLF14	chr16	43979813	43979826	+	0.000	0.000	Merged-chr16-43979802-105
NR10040--MA0493.1.Klf1	chr11	70983021	70983031	+	0.000	0.000	Merged-chr11-70982951-40
NR2223--MA0740.1.KLF14	chr1	136707560	136707573	-	0.000	0.000	Merged-chr1-136707647-26
NR35676--MA0599.1.KLF5	chr2	132687064	132687073	-	0.000	0.000	Merged-chr2-132687004-41
NR15006--MA0493.1.Klf1	chr12	114313411	114313421	-	0.000	0.000	Merged-chr12-114313437-14
NR6702--MA0599.1.KLF5	chr10	89747873	89747882	+	0.000	0.000	Merged-chr10-89747839-80
NR7577--MA0599.1.KLF5	chr10	118461489	118461498	+	0.000	0.000	Merged-chr10-118461532-37
NR58778--MA0599.1.KLF5	chr8	22544874	22544883	-	0.000	0.000	Merged-chr8-22544867-25
NR43680--MA0740.1.KLF14	chr4	128962502	128962515	+	0.000	0.000	Merged-chr4-128962566-44
NR45576--MA0493.1.Klf1	chr4	156197624	156197634	+	0.000	0.000	Merged-chr4-156197657-98
NR32931--MA0742.1.Klf12	chr2	25395858	25395872	-	0.000	0.000	Merged-chr2-25395887-13
NR21725--MA0599.1.KLF5	chr15	76299957	76299966	+	0.000	0.000	Merged-chr15-76299697-39
NR22182--MA0742.1.Klf12	chr15	81926307	81926321	-	0.000	0.000	Merged-chr15-81926183-56
NR1041--MA1107.1.KLF9	chr1	74854897	74854909	-	0.000	0.000	Merged-chr1-74854969-34
NR19854--MA0742.1.Klf12	chr14	79141817	79141831	+	0.000	0.000	Merged-chr14-79141631-1
NR15808--MA0599.1.KLF5	chr13	35129645	35129654	-	0.000	0.000	Merged-chr13-35129636-40
NR4848--MA1107.1.KLF9	chr10	26772898	26772910	-	0.000	0.000	Merged-chr10-26772770-85
NR35442--MA1107.1.KLF9	chr2	128156776	128156788	-	0.000	0.000	Merged-chr2-128156895-3
NR36882--MA0741.1.KLF16	chr2	166622926	166622936	+	0.000	0.000	Merged-chr2-166622738-30
NR13140--MA0741.1.KLF16	chr12	35192533	35192543	+	0.000	0.000	Merged-chr12-35192398-29
NR47876--MA1107.1.KLF9	chr5	112273921	112273933	+	0.000	0.000	Merged-chr5-112273853-3
NR280--MA0599.1.KLF5	chr1	34801680	34801689	-	0.000	0.000	Merged-chr1-34801766-1
NR5845--MA0599.1.KLF5	chr10	77418323	77418332	-	0.000	0.000	Merged-chr10-77418101-77
NR54188--MA0740.1.KLF14	chr7	4964459	4964472	+	0.000	0.000	Merged-chr7-4964465-28
NR32285--MA0493.1.Klf1	chr19	56858595	56858605	-	0.000	0.000	Merged-chr19-56858435-39
NR9295--MA0493.1.Klf1	chr11	53519829	53519839	-	0.000	0.000	Merged-chr11-53519837-32
NR34997--MA0741.1.KLF16	chr2	115636169	115636179	+	0.000	0.000	Merged-chr2-115636218-2
NR54512--MA0493.1.Klf1	chr7	18925383	18925393	-	0.000	0.000	Merged-chr7-18925390-20
NR41488--MA0742.1.Klf12	chr4	9669124	9669138	+	0.000	0.000	Merged-chr4-9669090-69
NR26358--MA0039.3.KLF4	chr17	26203268	26203278	+	0.000	0.000	Merged-chr17-26203308-51
NR22366--MA1107.1.KLF9	chr15	84663176	84663188	-	0.000	0.000	Merged-chr15-84663201-26
NR60467--MA0741.1.KLF16	chr8	104631365	104631375	+	0.000	0.000	Merged-chr8-104631259-113
NR13672--MA0742.1.Klf12	chr12	75818293	75818307	-	0.000	0.000	Merged-chr12-75818494-81
NR4176--MA0039.3.KLF4	chr1	191152613	191152623	-	0.000	0.000	Merged-chr1-191152485-1
NR58087--MA0039.3.KLF4	chr7	139968706	139968716	-	0.000	0.000	Merged-chr7-139968750-61
NR54432--MA0599.1.KLF5	chr7	16891718	16891727	+	0.000	0.000	Merged-chr7-16891959-60
NR52597--MA0599.1.KLF5	chr6	119388794	119388803	+	0.000	0.000	Merged-chr6-119388745-63
NR11992--MA0742.1.Klf12	chr11	113187328	113187342	+	0.000	0.000	Merged-chr11-113187180-1
NR34922--MA0599.1.KLF5	chr2	112379183	112379192	-	0.000	0.000	Merged-chr2-112379283-52
NR2901--MA1107.1.KLF9	chr1	162476923	162476935	+	0.000	0.000	Merged-chr1-162477062-12
NR32717--MA0741.1.KLF16	chr2	17855801	17855811	-	0.000	0.000	Merged-chr2-17855738-13
NR53842--MA0741.1.KLF16	chr6	145002406	145002416	-	0.000	0.000	Merged-chr6-145002461-23
NR58579--MA0741.1.KLF16	chr8	11636519	11636529	-	0.000	0.000	Merged-chr8-11636521-2
NR57348--MA0599.1.KLF5	chr7	122317172	122317181	+	0.000	0.000	Merged-chr7-122317075-24
NR49931--MA0493.1.Klf1	chr5	144358278	144358288	-	0.000	0.000	Merged-chr5-144358177-56
NR35010--MA0740.1.KLF14	chr2	116893935	116893948	+	0.000	0.000	Merged-chr2-116894094-31
NR6486--MA1107.1.KLF9	chr10	82780504	82780516	-	0.000	0.000	Merged-chr10-82780687-69
NR35582--MA0599.1.KLF5	chr2	131352883	131352892	-	0.000	0.000	Merged-chr2-131352831-82
NR35108--MA0741.1.KLF16	chr2	118598278	118598288	-	0.000	0.000	Merged-chr2-118598188-51
NR23005--MA0599.1.KLF5	chr15	98985894	98985903	-	0.000	0.000	Merged-chr15-98985703-57
NR46250--MA0599.1.KLF5	chr5	34949369	34949378	+	0.000	0.000	Merged-chr5-34949325-82
NR319--MA0741.1.KLF16	chr1	36471532	36471542	-	0.000	0.000	Merged-chr1-36471708-91
NR38782--MA0740.1.KLF14	chr3	88376368	88376381	-	0.000	0.000	Merged-chr3-88376347-33
NR37962--MA1107.1.KLF9	chr3	28402421	28402433	-	0.000	0.000	Merged-chr3-28402386-46
NR60321--MA1107.1.KLF9	chr8	93810271	93810283	-	0.000	0.000	Merged-chr8-93810346-59
NR50865--MA0599.1.KLF5	chr6	39349271	39349280	+	0.000	0.000	Merged-chr6-39349203-4
NR67023--MA0039.3.KLF4	chrX	167092077	167092087	+	0.000	0.000	Merged-chrX-167092139-46
NR54250--MA0740.1.KLF14	chr7	6343624	6343637	+	0.000	0.000	Merged-chr7-6343741-28
NR10072--MA0599.1.KLF5	chr11	72490062	72490071	+	0.000	0.000	Merged-chr11-72489969-18
NR36630--MA0039.3.KLF4	chr2	161109049	161109059	+	0.000	0.000	Merged-chr2-161109089-80
NR48509--MA0742.1.Klf12	chr5	122354270	122354284	+	0.000	0.000	Merged-chr5-122354420-69
NR64582--MA1107.1.KLF9	chr9	108078342	108078354	+	0.000	0.000	Merged-chr9-108078583-17
NR31868--MA0657.1.KLF13	chr19	45545110	45545127	-	0.000	0.000	Merged-chr19-45545112-31
NR44856--MA0741.1.KLF16	chr4	145353998	145354008	+	0.000	0.000	Merged-chr4-145353914-49
NR47443--MA0599.1.KLF5	chr5	100719740	100719749	+	0.000	0.000	Merged-chr5-100719694-58
NR13902--MA0740.1.KLF14	chr12	85375060	85375073	+	0.000	0.000	Merged-chr12-85374900-5
NR55401--MA0599.1.KLF5	chr7	45017795	45017804	+	0.000	0.000	Merged-chr7-45017720-50
NR11345--MA0493.1.Klf1	chr11	100771000	100771010	-	0.000	0.000	Merged-chr11-100770914-54
NR55740--MA1107.1.KLF9	chr7	58759360	58759372	+	0.000	0.000	Merged-chr7-58759463-23
NR16374--MA0599.1.KLF5	chr13	56522377	56522386	-	0.000	0.000	Merged-chr13-56522495-59
NR47649--MA0599.1.KLF5	chr5	107359524	107359533	+	0.000	0.000	Merged-chr5-107359666-49
NR60756--MA0493.1.Klf1	chr8	113669808	113669818	-	0.000	0.000	Merged-chr8-113669969-10
NR51167--MA0599.1.KLF5	chr6	52191881	52191890	+	0.000	0.000	Merged-chr6-52191955-39
NR60119--MA0741.1.KLF16	chr8	84908516	84908526	-	0.000	0.000	Merged-chr8-84908616-54
NR18415--MA0599.1.KLF5	chr14	18893963	18893972	-	0.000	0.000	Merged-chr14-18893829-80
NR59662--MA0599.1.KLF5	chr8	70619090	70619099	+	0.000	0.000	Merged-chr8-70619084-21
NR11050--MA0599.1.KLF5	chr11	97115394	97115403	+	0.000	0.000	Merged-chr11-97115476-51
NR19226--MA0741.1.KLF16	chr14	57093117	57093127	+	0.000	0.000	Merged-chr14-57093149-9
NR58880--MA0741.1.KLF16	chr8	27201025	27201035	+	0.000	0.000	Merged-chr8-27201067-26
NR30352--MA0741.1.KLF16	chr18	77822611	77822621	+	0.000	0.000	Merged-chr18-77822747-6
NR47113--MA0742.1.Klf12	chr5	88764993	88765007	+	0.000	0.000	Merged-chr5-88764989-68
NR1588--MA0493.1.Klf1	chr1	106037031	106037041	-	0.000	0.000	Merged-chr1-106037167-27
NR66660--MA0740.1.KLF14	chrX	139610570	139610583	-	0.000	0.000	Merged-chrX-139610581-86
NR42110--MA0599.1.KLF5	chr4	46411764	46411773	-	0.000	0.000	Merged-chr4-46411765-13
NR25525--MA0599.1.KLF5	chr16	97313153	97313162	-	0.000	0.000	Merged-chr16-97313121-43
NR44705--MA1107.1.KLF9	chr4	141405093	141405105	-	0.000	0.000	Merged-chr4-141404988-27
NR17817--MA0741.1.KLF16	chr13	110394994	110395004	+	0.000	0.000	Merged-chr13-110394904-109
NR14642--MA0599.1.KLF5	chr12	108275432	108275441	+	0.000	0.000	Merged-chr12-108275445-64
NR49151--MA0039.3.KLF4	chr5	135134274	135134284	-	0.000	0.000	Merged-chr5-135134293-53
NR6452--MA0741.1.KLF16	chr10	81659619	81659629	-	0.000	0.000	Merged-chr10-81659727-10
NR34358--MA0599.1.KLF5	chr2	76980374	76980383	-	0.000	0.000	Merged-chr2-76980390-27
NR8309--MA0599.1.KLF5	chr11	3289539	3289548	-	0.000	0.000	Merged-chr11-3289490-8
NR38737--MA0741.1.KLF16	chr3	87385417	87385427	-	0.000	0.000	Merged-chr3-87385488-4
NR12592--MA0599.1.KLF5	chr11	120721440	120721449	+	0.000	0.000	Merged-chr11-120721188-71
NR59862--MA0741.1.KLF16	chr8	72723277	72723287	-	0.000	0.000	Merged-chr8-72723384-47
NR46246--MA0740.1.KLF14	chr5	34949354	34949367	+	0.000	0.000	Merged-chr5-34949325-82
NR48412--MA0599.1.KLF5	chr5	120588797	120588806	-	0.000	0.000	Merged-chr5-120588744-78
NR31302--MA0740.1.KLF14	chr19	21737793	21737806	+	0.000	0.000	Merged-chr19-21737663-55
NR54525--MA1107.1.KLF9	chr7	19149329	19149341	+	0.000	0.000	Merged-chr7-19149446-69
NR62527--MA0741.1.KLF16	chr9	44873743	44873753	+	0.000	0.000	Merged-chr9-44873882-32
NR62394--MA0493.1.Klf1	chr9	42028979	42028989	-	0.000	0.000	Merged-chr9-42029038-28
NR23068--MA0742.1.Klf12	chr15	99370488	99370502	+	0.000	0.000	Merged-chr15-99370474-52
NR29890--MA0741.1.KLF16	chr18	65430913	65430923	+	0.000	0.000	Merged-chr18-65430843-87
NR60576--MA0741.1.KLF16	chr8	106211014	106211024	+	0.000	0.000	Merged-chr8-106210878-81
NR9430--MA0599.1.KLF5	chr11	57644554	57644563	+	0.000	0.000	Merged-chr11-57644449-7
NR1274--MA1107.1.KLF9	chr1	87185101	87185113	-	0.000	0.000	Merged-chr1-87185093-29
NR55360--MA0741.1.KLF16	chr7	44311306	44311316	-	0.000	0.000	Merged-chr7-44311321-7
NR4687--MA0657.1.KLF13	chr10	19009535	19009552	-	0.000	0.000	Merged-chr10-19009477-32
NR34800--MA1107.1.KLF9	chr2	103657894	103657906	-	0.000	0.000	Merged-chr2-103657968-40
NR19070--MA0493.1.Klf1	chr14	53362233	53362243	-	0.000	0.000	Merged-chr14-53362328-16
NR34972--MA0742.1.Klf12	chr2	114136989	114137003	-	0.000	0.000	Merged-chr2-114137020-31
NR55728--MA0599.1.KLF5	chr7	58758633	58758642	+	0.000	0.000	Merged-chr7-58758564-8
NR35121--MA0599.1.KLF5	chr2	118779671	118779680	+	0.000	0.000	Merged-chr2-118779707-27
NR57902--MA1107.1.KLF9	chr7	136140751	136140763	+	0.000	0.000	Merged-chr7-136140771-1
NR27610--MA0741.1.KLF16	chr17	55959464	55959474	+	0.000	0.000	Merged-chr17-55959368-72
NR42526--MA0493.1.Klf1	chr4	75267234	75267244	-	0.000	0.000	Merged-chr4-75267196-29
NR16280--MA0599.1.KLF5	chr13	54503744	54503753	-	0.000	0.000	Merged-chr13-54503961-93
NR1602--MA0599.1.KLF5	chr1	106152999	106153008	+	0.000	0.000	Merged-chr1-106153126-17
NR2753--MA0742.1.Klf12	chr1	156617077	156617091	-	0.000	0.000	Merged-chr1-156617211-14
NR35460--MA1107.1.KLF9	chr2	128392471	128392483	+	0.000	0.000	Merged-chr2-128392502-21
NR30012--MA0599.1.KLF5	chr18	67768646	67768655	-	0.000	0.000	Merged-chr18-67768535-29
NR55892--MA0742.1.Klf12	chr7	66652308	66652322	-	0.000	0.000	Merged-chr7-66652361-19
NR47894--MA1107.1.KLF9	chr5	112274140	112274152	-	0.000	0.000	Merged-chr5-112274120-60
NR157--MA0741.1.KLF16	chr1	20740725	20740735	-	0.000	0.000	Merged-chr1-20740658-39
NR330--MA0740.1.KLF14	chr1	36760509	36760522	+	0.000	0.000	Merged-chr1-36760615-22
NR65691--MA0599.1.KLF5	chrX	9219773	9219782	-	0.000	0.000	Merged-chrX-9219820-29
NR15181--MA0741.1.KLF16	chr12	117834790	117834800	-	0.000	0.000	Merged-chr12-117834906-3
NR8179--MA0741.1.KLF16	chr10	128411597	128411607	-	0.000	0.000	Merged-chr10-128411568-50
NR36878--MA0599.1.KLF5	chr2	166622930	166622939	+	0.000	0.000	Merged-chr2-166622738-30
NR25995--MA0599.1.KLF5	chr17	14943309	14943318	-	0.000	0.000	Merged-chr17-14943321-56
NR46850--MA0741.1.KLF16	chr5	72868484	72868494	+	0.000	0.000	Merged-chr5-72868585-83
NR7904--MA0599.1.KLF5	chr10	122792536	122792545	+	0.000	0.000	Merged-chr10-122792463-35
NR44826--MA1107.1.KLF9	chr4	144906817	144906829	-	0.000	0.000	Merged-chr4-144906777-28
NR56163--MA1107.1.KLF9	chr7	80450046	80450058	+	0.000	0.000	Merged-chr7-80450087-44
NR20751--MA0493.1.Klf1	chr15	10714811	10714821	+	0.000	0.000	Merged-chr15-10714882-50
NR33943--MA1107.1.KLF9	chr2	60880813	60880825	+	0.000	0.000	Merged-chr2-60880763-2
NR16467--MA1107.1.KLF9	chr13	60654950	60654962	-	0.000	0.000	Merged-chr13-60654914-2
NR44694--MA0741.1.KLF16	chr4	141296034	141296044	+	0.000	0.000	Merged-chr4-141296105-4
NR28712--MA0657.1.KLF13	chr17	87797389	87797406	-	0.000	0.000	Merged-chr17-87797480-2
NR26436--MA0741.1.KLF16	chr17	27051785	27051795	+	0.000	0.000	Merged-chr17-27051875-11
NR1579--MA0742.1.Klf12	chr1	105663808	105663822	-	0.000	0.000	Merged-chr1-105663837-98
NR21223--MA0741.1.KLF16	chr15	51730329	51730339	-	0.000	0.000	Merged-chr15-51730224-2
NR36709--MA0741.1.KLF16	chr2	163750288	163750298	+	0.000	0.000	Merged-chr2-163750187-67
NR11221--MA0741.1.KLF16	chr11	98925112	98925122	-	0.000	0.000	Merged-chr11-98925291-3
NR43773--MA0599.1.KLF5	chr4	129696605	129696614	+	0.000	0.000	Merged-chr4-129696622-67
NR51045--MA1107.1.KLF9	chr6	48706271	48706283	+	0.000	0.000	Merged-chr6-48706289-36
NR59540--MA1107.1.KLF9	chr8	69822491	69822503	-	0.000	0.000	Merged-chr8-69822616-46
NR52257--MA0599.1.KLF5	chr6	108686092	108686101	-	0.000	0.000	Merged-chr6-108686198-23
NR7581--MA0493.1.Klf1	chr10	118461466	118461476	-	0.000	0.000	Merged-chr10-118461532-37
NR60228--MA0741.1.KLF16	chr8	88647263	88647273	-	0.000	0.000	Merged-chr8-88647358-34
NR2712--MA0740.1.KLF14	chr1	156076615	156076628	-	0.000	0.000	Merged-chr1-156076663-15
NR64556--MA0493.1.Klf1	chr9	107602181	107602191	+	0.000	0.000	Merged-chr9-107602294-28
NR34931--MA0599.1.KLF5	chr2	112510310	112510319	-	0.000	0.000	Merged-chr2-112510265-49
NR60000--MA0599.1.KLF5	chr8	81881728	81881737	+	0.000	0.000	Merged-chr8-81881786-34
NR49930--MA0039.3.KLF4	chr5	144358276	144358286	-	0.000	0.000	Merged-chr5-144358177-56
NR4997--MA0599.1.KLF5	chr10	40713392	40713401	+	0.000	0.000	Merged-chr10-40713251-44
NR2134--MA0742.1.Klf12	chr1	134747712	134747726	+	0.000	0.000	Merged-chr1-134747834-30
NR44831--MA0493.1.Klf1	chr4	144996133	144996143	-	0.000	0.000	Merged-chr4-144996009-47
NR35242--MA0599.1.KLF5	chr2	121414492	121414501	+	0.000	0.000	Merged-chr2-121414603-1
NR26278--MA1107.1.KLF9	chr17	24896473	24896485	+	0.000	0.000	Merged-chr17-24896442-47
NR25040--MA0741.1.KLF16	chr16	89849250	89849260	-	0.000	0.000	Merged-chr16-89849155-62
NR13897--MA0599.1.KLF5	chr12	84885168	84885177	-	0.000	0.000	Merged-chr12-84885277-1
NR32944--MA0742.1.Klf12	chr2	25480732	25480746	-	0.000	0.000	Merged-chr2-25480802-4
NR38914--MA0493.1.Klf1	chr3	89871067	89871077	+	0.000	0.000	Merged-chr3-89871193-44
NR8307--MA0741.1.KLF16	chr11	3289483	3289493	-	0.000	0.000	Merged-chr11-3289490-8
NR39779--MA0039.3.KLF4	chr3	116024475	116024485	-	0.000	0.000	Merged-chr3-116024547-26
NR20888--MA0740.1.KLF14	chr15	25812610	25812623	-	0.000	0.000	Merged-chr15-25812728-1
NR59750--MA0039.3.KLF4	chr8	71405961	71405971	-	0.000	0.000	Merged-chr8-71406037-52
NR23902--MA0741.1.KLF16	chr16	18066416	18066426	-	0.000	0.000	Merged-chr16-18066490-64
NR36863--MA0740.1.KLF14	chr2	166607045	166607058	+	0.000	0.000	Merged-chr2-166607083-27
NR26959--MA0741.1.KLF16	chr17	34627447	34627457	-	0.000	0.000	Merged-chr17-34627444-59
NR18757--MA0657.1.KLF13	chr14	34188722	34188739	-	0.000	0.000	Merged-chr14-34188764-7
NR13663--MA1107.1.KLF9	chr12	75143742	75143754	+	0.000	0.000	Merged-chr12-75143712-1
NR33379--MA1107.1.KLF9	chr2	32065742	32065754	+	0.000	0.000	Merged-chr2-32065607-48
NR33501--MA0599.1.KLF5	chr2	33025263	33025272	-	0.000	0.000	Merged-chr2-33025277-16
NR50183--MA0039.3.KLF4	chr5	148739431	148739441	-	0.000	0.000	Merged-chr5-148739523-60
NR45328--MA0741.1.KLF16	chr4	152179241	152179251	-	0.000	0.000	Merged-chr4-152179169-26
NR12152--MA0740.1.KLF14	chr11	115765591	115765604	-	0.000	0.000	Merged-chr11-115765590-61
NR60460--MA1107.1.KLF9	chr8	104565152	104565164	-	0.000	0.000	Merged-chr8-104565019-56
NR537--MA0741.1.KLF16	chr1	40681529	40681539	+	0.000	0.000	Merged-chr1-40681401-64
NR51833--MA1107.1.KLF9	chr6	88412662	88412674	+	0.000	0.000	Merged-chr6-88412709-5
NR14938--MA0742.1.Klf12	chr12	112743579	112743593	-	0.000	0.000	Merged-chr12-112743369-41
NR41486--MA0599.1.KLF5	chr4	9009883	9009892	-	0.000	0.000	Merged-chr4-9009782-37
NR43345--MA0740.1.KLF14	chr4	120288020	120288033	+	0.000	0.000	Merged-chr4-120287807-68
NR61057--MA0742.1.Klf12	chr8	120319621	120319635	-	0.000	0.000	Merged-chr8-120319667-36
NR59352--MA0741.1.KLF16	chr8	57653083	57653093	+	0.000	0.000	Merged-chr8-57652766-224
NR50995--MA0599.1.KLF5	chr6	48395566	48395575	+	0.000	0.000	Merged-chr6-48395696-62
NR39108--MA1107.1.KLF9	chr3	96040727	96040739	+	0.000	0.000	Merged-chr3-96040740-50
NR61663--MA0599.1.KLF5	chr8	128433381	128433390	+	0.000	0.000	Merged-chr8-128433570-8
NR26545--MA0741.1.KLF16	chr17	28488304	28488314	+	0.000	0.000	Merged-chr17-28488439-21
NR4328--MA0741.1.KLF16	chr1	193035765	193035775	-	0.000	0.000	Merged-chr1-193035808-62
NR5951--MA0039.3.KLF4	chr10	78372833	78372843	+	0.000	0.000	Merged-chr10-78372862-56
NR65994--MA0741.1.KLF16	chrX	48439403	48439413	-	0.000	0.000	Merged-chrX-48439360-33
NR41252--MA1107.1.KLF9	chr3	154628486	154628498	+	0.000	0.000	Merged-chr3-154628476-23
NR7910--MA0741.1.KLF16	chr10	123075816	123075826	+	0.000	0.000	Merged-chr10-123075905-2
NR10520--MA0599.1.KLF5	chr11	84880299	84880308	+	0.000	0.000	Merged-chr11-84880218-87
NR58580--MA1107.1.KLF9	chr8	11636518	11636530	-	0.000	0.000	Merged-chr8-11636521-2
NR5881--MA0599.1.KLF5	chr10	77978499	77978508	-	0.000	0.000	Merged-chr10-77978614-55
NR32410--MA1107.1.KLF9	chr19	58678484	58678496	-	0.000	0.000	Merged-chr19-58678576-2
NR42525--MA0039.3.KLF4	chr4	75267232	75267242	-	0.000	0.000	Merged-chr4-75267196-29
NR56128--MA0493.1.Klf1	chr7	80167000	80167010	+	0.000	0.000	Merged-chr7-80166871-28
NR2768--MA0657.1.KLF13	chr1	157020050	157020067	+	0.000	0.000	Merged-chr1-157020072-9
NR52802--MA1107.1.KLF9	chr6	125067857	125067869	-	0.000	0.000	Merged-chr6-125067765-41
NR11180--MA0599.1.KLF5	chr11	98740615	98740624	+	0.000	0.000	Merged-chr11-98740664-4
NR24658--MA1107.1.KLF9	chr16	56064457	56064469	+	0.000	0.000	Merged-chr16-56064562-47
NR45921--MA0493.1.Klf1	chr5	24445311	24445321	-	0.000	0.000	Merged-chr5-24445119-58
NR40126--MA0039.3.KLF4	chr3	126660888	126660898	+	0.000	0.000	Merged-chr3-126660767-126
NR48891--MA0741.1.KLF16	chr5	130079346	130079356	+	0.000	0.000	Merged-chr5-130079464-63
NR24104--MA0599.1.KLF5	chr16	24834895	24834904	+	0.000	0.000	Merged-chr16-24834930-16
NR37124--MA0742.1.Klf12	chr2	169632443	169632457	+	0.000	0.000	Merged-chr2-169632504-26
NR45175--MA0742.1.Klf12	chr4	150518992	150519006	+	0.000	0.000	Merged-chr4-150519164-27
NR48827--MA0039.3.KLF4	chr5	129192021	129192031	+	0.000	0.000	Merged-chr5-129191899-21
NR65557--MA0599.1.KLF5	chr9	123989752	123989761	-	0.000	0.000	Merged-chr9-123989844-27
NR10871--MA0741.1.KLF16	chr11	94210225	94210235	+	0.000	0.000	Merged-chr11-94210319-4
NR22730--MA0599.1.KLF5	chr15	94404234	94404243	+	0.000	0.000	Merged-chr15-94404282-43
NR65896--MA1107.1.KLF9	chrX	38182053	38182065	-	0.000	0.000	Merged-chrX-38181994-21
NR7903--MA1107.1.KLF9	chr10	122778157	122778169	+	0.000	0.000	Merged-chr10-122778014-1
NR43791--MA0599.1.KLF5	chr4	129811142	129811151	-	0.000	0.000	Merged-chr4-129811294-67
NR15879--MA0741.1.KLF16	chr13	37778367	37778377	-	0.000	0.000	Merged-chr13-37778418-44
NR50295--MA0039.3.KLF4	chr5	149647680	149647690	+	0.000	0.000	Merged-chr5-149647772-15
NR28150--MA0599.1.KLF5	chr17	74489824	74489833	-	0.000	0.000	Merged-chr17-74489645-54
NR13533--MA0741.1.KLF16	chr12	70825366	70825376	-	0.000	0.000	Merged-chr12-70825421-128
NR66893--MA0599.1.KLF5	chrX	162643608	162643617	+	0.000	0.000	Merged-chrX-162643590-34
NR49002--MA0741.1.KLF16	chr5	134099977	134099987	+	0.000	0.000	Merged-chr5-134099725-50
NR6850--MA0599.1.KLF5	chr10	95415673	95415682	+	0.000	0.000	Merged-chr10-95415735-33
NR10035--MA0039.3.KLF4	chr11	70949173	70949183	-	0.000	0.000	Merged-chr11-70949142-6
NR56597--MA0039.3.KLF4	chr7	100950762	100950772	+	0.000	0.000	Merged-chr7-100950799-22
NR13780--MA0493.1.Klf1	chr12	80132899	80132909	-	0.000	0.000	Merged-chr12-80132906-48
NR59406--MA1107.1.KLF9	chr8	61283216	61283228	+	0.000	0.000	Merged-chr8-61283229-50
NR55644--MA0741.1.KLF16	chr7	49494957	49494967	+	0.000	0.000	Merged-chr7-49494921-17
NR39797--MA0039.3.KLF4	chr3	116341198	116341208	-	0.000	0.000	Merged-chr3-116341192-33
NR49600--MA0493.1.Klf1	chr5	139791466	139791476	-	0.000	0.000	Merged-chr5-139791708-104
NR17350--MA0741.1.KLF16	chr13	100015685	100015695	+	0.000	0.000	Merged-chr13-100015738-57
NR61211--MA0599.1.KLF5	chr8	122376581	122376590	-	0.000	0.000	Merged-chr8-122376734-68
NR12088--MA0741.1.KLF16	chr11	114965660	114965670	-	0.000	0.000	Merged-chr11-114965534-1
NR30222--MA0741.1.KLF16	chr18	74442354	74442364	+	0.000	0.000	Merged-chr18-74442456-61
NR3660--MA0741.1.KLF16	chr1	180279809	180279819	+	0.000	0.000	Merged-chr1-180279893-43
NR14159--MA0657.1.KLF13	chr12	98572410	98572427	+	0.000	0.000	Merged-chr12-98572483-18
NR13422--MA0493.1.Klf1	chr12	65258708	65258718	-	0.000	0.000	Merged-chr12-65258774-28
NR66357--MA0741.1.KLF16	chrX	99135989	99135999	+	0.000	0.000	Merged-chrX-99136067-62
NR14297--MA0493.1.Klf1	chr12	101718561	101718571	+	0.000	0.000	Merged-chr12-101718493-65
NR52032--MA1107.1.KLF9	chr6	97352643	97352655	+	0.000	0.000	Merged-chr6-97352887-53
NR343--MA0740.1.KLF14	chr1	37029241	37029254	-	0.000	0.000	Merged-chr1-37029325-41
NR30017--MA0741.1.KLF16	chr18	67768651	67768661	-	0.000	0.000	Merged-chr18-67768535-29
NR38541--MA0741.1.KLF16	chr3	68784303	68784313	-	0.000	0.000	Merged-chr3-68784168-43
NR33804--MA0039.3.KLF4	chr2	53067448	53067458	-	0.000	0.000	Merged-chr2-53067376-9
NR54875--MA0493.1.Klf1	chr7	27258658	27258668	-	0.000	0.000	Merged-chr7-27258672-61
NR1928--MA1107.1.KLF9	chr1	130474549	130474561	+	0.000	0.000	Merged-chr1-130474446-9
