#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR13314--MA0659.1.MAFG	chr9	90257560	90257580	-	0.000	0.000	Merged-chr9-90257512-5
NR4837--MA0496.2.MAFK	chr15	60141741	60141759	-	0.000	0.000	Merged-chr15-60141822-49
NR4535--MA0659.1.MAFG	chr14	121315821	121315841	+	0.000	0.000	Merged-chr14-121315767-6
NR13581--MA0089.1.MAFG::NFE2L1	chrX	52988221	52988226	-	0.000	0.000	Merged-chrX-52988248-53
NR10869--MA0591.1.Bach1::Mafk	chr6	31803375	31803389	+	0.000	0.000	Merged-chr6-31803356-16
NR1283--MA0117.2.Mafb	chr10	21976504	21976515	-	0.000	0.000	Merged-chr10-21976372-39
NR6360--MA0501.1.MAF::NFE2	chr18	39035430	39035444	+	0.000	0.000	Merged-chr18-39035384-28
NR12376--MA0089.1.MAFG::NFE2L1	chr8	12607412	12607417	-	0.000	0.000	Merged-chr8-12607436-37
NR7542--MA0089.1.MAFG::NFE2L1	chr2	116438914	116438919	-	0.000	0.000	Merged-chr2-116438825-1
NR180--MA0591.1.Bach1::Mafk	chr1	38884011	38884025	-	0.000	0.000	Merged-chr1-38884000-31
NR8673--MA0089.1.MAFG::NFE2L1	chr3	109732676	109732681	-	0.000	0.000	Merged-chr3-109732646-37
NR2395--MA0089.1.MAFG::NFE2L1	chr11	100320433	100320438	-	0.000	0.000	Merged-chr11-100320194-102
NR6329--MA0501.1.MAF::NFE2	chr18	32311873	32311887	-	0.000	0.000	Merged-chr18-32311918-36
NR3510--MA0089.1.MAFG::NFE2L1	chr13	83318500	83318505	-	0.000	0.000	Merged-chr13-83318611-6
NR13392--MA0089.1.MAFG::NFE2L1	chr9	101182255	101182260	+	0.000	0.000	Merged-chr9-101182194-26
NR13404--MA0089.1.MAFG::NFE2L1	chr9	107771162	107771167	+	0.000	0.000	Merged-chr9-107771032-67
NR4265--MA0089.1.MAFG::NFE2L1	chr14	76152692	76152697	-	0.000	0.000	Merged-chr14-76152800-92
NR8887--MA0591.1.Bach1::Mafk	chr3	142770982	142770996	+	0.000	0.000	Merged-chr3-142770783-6
NR9338--MA0089.1.MAFG::NFE2L1	chr4	57797804	57797809	+	0.000	0.000	Merged-chr4-57797871-1
NR2507--MA0089.1.MAFG::NFE2L1	chr12	8844996	8845001	+	0.000	0.000	Merged-chr12-8844937-14
NR6135--MA0089.1.MAFG::NFE2L1	chr17	86937939	86937944	-	0.000	0.000	Merged-chr17-86937929-29
NR5849--MA0659.1.MAFG	chr17	33781060	33781080	+	0.000	0.000	Merged-chr17-33781173-86
NR10980--MA0117.2.Mafb	chr6	51384105	51384116	-	0.000	0.000	Merged-chr6-51384192-15
NR10491--MA0089.1.MAFG::NFE2L1	chr5	114942155	114942160	-	0.000	0.000	Merged-chr5-114942302-45
NR9916--MA0089.1.MAFG::NFE2L1	chr5	8723117	8723122	+	0.000	0.000	Merged-chr5-8722882-18
NR494--MA0501.1.MAF::NFE2	chr1	90128191	90128205	+	0.000	0.000	Merged-chr1-90128117-1
NR11736--MA0501.1.MAF::NFE2	chr7	19841915	19841929	-	0.000	0.000	Merged-chr7-19841908-7
NR8465--MA0659.1.MAFG	chr3	78958961	78958981	+	0.000	0.000	Merged-chr3-78959037-23
NR8607--MA0591.1.Bach1::Mafk	chr3	98030695	98030709	-	0.000	0.000	Merged-chr3-98030658-2
NR13290--MA0089.1.MAFG::NFE2L1	chr9	85328443	85328448	+	0.000	0.000	Merged-chr9-85328371-22
NR1088--MA0089.1.MAFG::NFE2L1	chr1	192092710	192092715	-	0.000	0.000	Merged-chr1-192092599-105
NR842--MA0495.2.MAFF	chr1	155029375	155029395	+	0.000	0.000	Merged-chr1-155029443-27
NR12826--MA0591.1.Bach1::Mafk	chr8	94191359	94191373	-	0.000	0.000	Merged-chr8-94191444-39
NR5608--MA0089.1.MAFG::NFE2L1	chr16	90727330	90727335	+	0.000	0.000	Merged-chr16-90727331-89
NR2029--MA0089.1.MAFG::NFE2L1	chr10	127211598	127211603	-	0.000	0.000	Merged-chr10-127211540-55
NR7077--MA0089.1.MAFG::NFE2L1	chr2	30699950	30699955	-	0.000	0.000	Merged-chr2-30700028-24
NR781--MA0089.1.MAFG::NFE2L1	chr1	144086355	144086360	-	0.000	0.000	Merged-chr1-144086303-34
NR2758--MA0501.1.MAF::NFE2	chr12	54313285	54313299	+	0.000	0.000	Merged-chr12-54313214-97
NR290--MA0089.1.MAFG::NFE2L1	chr1	62875856	62875861	-	0.000	0.000	Merged-chr1-62876051-68
NR13741--MA0591.1.Bach1::Mafk	chrX	162868568	162868582	+	0.000	0.000	Merged-chrX-162868446-21
NR1926--MA0496.2.MAFK	chr10	111107641	111107659	-	0.000	0.000	Merged-chr10-111107692-40
NR9323--MA0089.1.MAFG::NFE2L1	chr4	55738674	55738679	+	0.000	0.000	Merged-chr4-55738499-1
NR13234--MA0659.1.MAFG	chr9	78448210	78448230	+	0.000	0.000	Merged-chr9-78448370-64
NR5540--MA0117.2.Mafb	chr16	78198808	78198819	-	0.000	0.000	Merged-chr16-78198816-65
NR13616--MA0501.1.MAF::NFE2	chrX	71468813	71468827	-	0.000	0.000	Merged-chrX-71468864-48
NR2191--MA0089.1.MAFG::NFE2L1	chr11	32542734	32542739	+	0.000	0.000	Merged-chr11-32542755-79
NR2216--MA0089.1.MAFG::NFE2L1	chr11	43388470	43388475	-	0.000	0.000	Merged-chr11-43388426-63
NR3470--MA0496.2.MAFK	chr13	80939697	80939715	-	0.000	0.000	Merged-chr13-80939578-1
NR2387--MA0117.2.Mafb	chr11	98513118	98513129	+	0.000	0.000	Merged-chr11-98513180-30
NR5838--MA0496.2.MAFK	chr17	31789318	31789336	-	0.000	0.000	Merged-chr17-31789470-34
NR2057--MA0591.1.Bach1::Mafk	chr11	3165469	3165483	-	0.000	0.000	Merged-chr11-3165665-33
NR12406--MA0501.1.MAF::NFE2	chr8	18936424	18936438	+	0.000	0.000	Merged-chr8-18936505-32
NR3938--MA0089.1.MAFG::NFE2L1	chr14	14347567	14347572	-	0.000	0.000	Merged-chr14-14347680-9
NR7663--MA0501.1.MAF::NFE2	chr2	135967348	135967362	+	0.000	0.000	Merged-chr2-135967319-31
NR6816--MA0496.2.MAFK	chr19	32320555	32320573	-	0.000	0.000	Merged-chr19-32320426-40
NR1144--MA0591.1.Bach1::Mafk	chr10	7470132	7470146	+	0.000	0.000	Merged-chr10-7470291-37
NR2279--MA0501.1.MAF::NFE2	chr11	62280809	62280823	+	0.000	0.000	Merged-chr11-62280813-1
NR2536--MA0501.1.MAF::NFE2	chr12	16874311	16874325	+	0.000	0.000	Merged-chr12-16874379-16
NR511--MA0495.2.MAFF	chr1	94497025	94497045	+	0.000	0.000	Merged-chr1-94497080-23
NR2963--MA0495.2.MAFF	chr12	102425144	102425164	+	0.000	0.000	Merged-chr12-102425206-5
NR13137--MA0501.1.MAF::NFE2	chr9	45251480	45251494	-	0.000	0.000	Merged-chr9-45251567-12
NR13778--MA0496.2.MAFK	chrY	1010508	1010526	+	0.000	0.000	Merged-chrY-1010379-42
NR2853--MA0659.1.MAFG	chr12	81845168	81845188	-	0.000	0.000	Merged-chr12-81845150-28
NR225--MA0591.1.Bach1::Mafk	chr1	51509240	51509254	+	0.000	0.000	Merged-chr1-51509217-43
NR11530--MA0089.1.MAFG::NFE2L1	chr6	136498015	136498020	+	0.000	0.000	Merged-chr6-136498019-38
NR7803--MA0496.2.MAFK	chr2	155082572	155082590	-	0.000	0.000	Merged-chr2-155082625-23
NR1002--MA0501.1.MAF::NFE2	chr1	180403754	180403768	-	0.000	0.000	Merged-chr1-180403715-60
NR6535--MA0089.1.MAFG::NFE2L1	chr18	62186339	62186344	-	0.000	0.000	Merged-chr18-62186304-32
NR7088--MA0089.1.MAFG::NFE2L1	chr2	36136639	36136644	-	0.000	0.000	Merged-chr2-36136611-74
NR9116--MA0591.1.Bach1::Mafk	chr4	14819961	14819975	+	0.000	0.000	Merged-chr4-14819908-10
NR4206--MA0591.1.Bach1::Mafk	chr14	54200359	54200373	+	0.000	0.000	Merged-chr14-54200449-7
NR7174--MA0117.2.Mafb	chr2	52176797	52176808	+	0.000	0.000	Merged-chr2-52176630-15
NR10999--MA0659.1.MAFG	chr6	54925857	54925877	-	0.000	0.000	Merged-chr6-54926058-40
NR1660--MA0117.2.Mafb	chr10	77130571	77130582	+	0.000	0.000	Merged-chr10-77130786-40
NR9912--MA0089.1.MAFG::NFE2L1	chr5	8426055	8426060	+	0.000	0.000	Merged-chr5-8426095-8
NR3037--MA0495.2.MAFF	chr12	116625952	116625972	+	0.000	0.000	Merged-chr12-116625840-46
NR9079--MA0501.1.MAF::NFE2	chr4	8800193	8800207	+	0.000	0.000	Merged-chr4-8800117-1
NR5839--MA0501.1.MAF::NFE2	chr17	31871323	31871337	+	0.000	0.000	Merged-chr17-31871254-26
NR12192--MA0495.2.MAFF	chr7	111015013	111015033	-	0.000	0.000	Merged-chr7-111015040-32
NR2965--MA0117.2.Mafb	chr12	102622565	102622576	-	0.000	0.000	Merged-chr12-102622545-47
NR8170--MA0117.2.Mafb	chr3	27607605	27607616	-	0.000	0.000	Merged-chr3-27607578-27
NR12208--MA0089.1.MAFG::NFE2L1	chr7	112225753	112225758	+	0.000	0.000	Merged-chr7-112225883-54
NR7564--MA0089.1.MAFG::NFE2L1	chr2	121866041	121866046	+	0.000	0.000	Merged-chr2-121866161-7
NR8164--MA0495.2.MAFF	chr3	26667906	26667926	+	0.000	0.000	Merged-chr3-26667999-1
NR11569--MA0089.1.MAFG::NFE2L1	chr6	140466497	140466502	-	0.000	0.000	Merged-chr6-140466408-37
NR11516--MA0117.2.Mafb	chr6	134615230	134615241	-	0.000	0.000	Merged-chr6-134615220-54
NR6812--MA0501.1.MAF::NFE2	chr19	32275410	32275424	+	0.000	0.000	Merged-chr19-32275425-90
NR8712--MA0117.2.Mafb	chr3	116661661	116661672	-	0.000	0.000	Merged-chr3-116661706-5
NR3256--MA0089.1.MAFG::NFE2L1	chr13	32965638	32965643	+	0.000	0.000	Merged-chr13-32965785-122
NR6331--MA0089.1.MAFG::NFE2L1	chr18	32353049	32353054	+	0.000	0.000	Merged-chr18-32352849-42
NR1672--MA0501.1.MAF::NFE2	chr10	80249141	80249155	-	0.000	0.000	Merged-chr10-80249310-65
NR2403--MA0591.1.Bach1::Mafk	chr11	103028582	103028596	+	0.000	0.000	Merged-chr11-103028483-70
NR2351--MA0501.1.MAF::NFE2	chr11	87240407	87240421	+	0.000	0.000	Merged-chr11-87240422-3
NR7462--MA0089.1.MAFG::NFE2L1	chr2	102040308	102040313	+	0.000	0.000	Merged-chr2-102040255-6
NR1688--MA0089.1.MAFG::NFE2L1	chr10	82795540	82795545	+	0.000	0.000	Merged-chr10-82795366-64
NR6777--MA0495.2.MAFF	chr19	14352214	14352234	-	0.000	0.000	Merged-chr19-14352313-109
NR11966--MA0496.2.MAFK	chr7	74471952	74471970	-	0.000	0.000	Merged-chr7-74471905-6
NR670--MA0117.2.Mafb	chr1	119457064	119457075	+	0.000	0.000	Merged-chr1-119457268-70
NR5213--MA0089.1.MAFG::NFE2L1	chr16	23171169	23171174	+	0.000	0.000	Merged-chr16-23171002-17
NR2576--MA0591.1.Bach1::Mafk	chr12	25240220	25240234	+	0.000	0.000	Merged-chr12-25240283-42
NR1775--MA0089.1.MAFG::NFE2L1	chr10	93124500	93124505	-	0.000	0.000	Merged-chr10-93124386-49
NR4850--MA0089.1.MAFG::NFE2L1	chr15	63969410	63969415	+	0.000	0.000	Merged-chr15-63969330-24
NR1341--MA0591.1.Bach1::Mafk	chr10	34418442	34418456	-	0.000	0.000	Merged-chr10-34418340-93
NR5602--MA0501.1.MAF::NFE2	chr16	88710908	88710922	-	0.000	0.000	Merged-chr16-88710826-2
NR2533--MA0591.1.Bach1::Mafk	chr12	15811188	15811202	+	0.000	0.000	Merged-chr12-15811206-3
NR6434--MA0117.2.Mafb	chr18	46201103	46201114	-	0.000	0.000	Merged-chr18-46201005-50
NR9849--MA0089.1.MAFG::NFE2L1	chr4	152138760	152138765	-	0.000	0.000	Merged-chr4-152138737-60
NR2979--MA0117.2.Mafb	chr12	104076285	104076296	+	0.000	0.000	Merged-chr12-104076319-3
NR13150--MA0501.1.MAF::NFE2	chr9	53603581	53603595	-	0.000	0.000	Merged-chr9-53603556-33
NR301--MA0496.2.MAFK	chr1	65186473	65186491	+	0.000	0.000	Merged-chr1-65186701-72
NR12987--MA0659.1.MAFG	chr8	128596686	128596706	+	0.000	0.000	Merged-chr8-128596588-1
NR4403--MA0591.1.Bach1::Mafk	chr14	103979916	103979930	-	0.000	0.000	Merged-chr14-103979829-3
NR5817--MA0089.1.MAFG::NFE2L1	chr17	28013402	28013407	+	0.000	0.000	Merged-chr17-28013455-33
NR2471--MA0591.1.Bach1::Mafk	chr11	119991486	119991500	+	0.000	0.000	Merged-chr11-119991452-27
NR899--MA0659.1.MAFG	chr1	165828808	165828828	+	0.000	0.000	Merged-chr1-165828679-59
NR9062--MA0495.2.MAFF	chr4	6446815	6446835	+	0.000	0.000	Merged-chr4-6446926-20
NR291--MA0501.1.MAF::NFE2	chr1	62986479	62986493	-	0.000	0.000	Merged-chr1-62986538-11
NR4618--MA0591.1.Bach1::Mafk	chr15	18821598	18821612	+	0.000	0.000	Merged-chr15-18821535-37
NR9834--MA0089.1.MAFG::NFE2L1	chr4	147904931	147904936	-	0.000	0.000	Merged-chr4-147904845-69
NR12318--MA0591.1.Bach1::Mafk	chr7	141072587	141072601	-	0.000	0.000	Merged-chr7-141072410-71
NR4924--MA0496.2.MAFK	chr15	75549077	75549095	-	0.000	0.000	Merged-chr15-75549017-20
NR6951--MA0501.1.MAF::NFE2	chr2	11205823	11205837	+	0.000	0.000	Merged-chr2-11205998-7
NR9064--MA0659.1.MAFG	chr4	6446815	6446835	+	0.000	0.000	Merged-chr4-6446926-20
NR11964--MA0591.1.Bach1::Mafk	chr7	74471954	74471968	+	0.000	0.000	Merged-chr7-74471905-6
NR13687--MA0501.1.MAF::NFE2	chrX	114474092	114474106	+	0.000	0.000	Merged-chrX-114474330-36
NR13233--MA0591.1.Bach1::Mafk	chr9	78448213	78448227	+	0.000	0.000	Merged-chr9-78448370-64
NR5802--MA0089.1.MAFG::NFE2L1	chr17	26503163	26503168	+	0.000	0.000	Merged-chr17-26503198-72
NR3152--MA0089.1.MAFG::NFE2L1	chr13	12278062	12278067	-	0.000	0.000	Merged-chr13-12278128-6
NR13735--MA0495.2.MAFF	chrX	152233149	152233169	-	0.000	0.000	Merged-chrX-152233143-82
NR12749--MA0501.1.MAF::NFE2	chr8	83773299	83773313	-	0.000	0.000	Merged-chr8-83773250-61
NR4657--MA0501.1.MAF::NFE2	chr15	25817412	25817426	-	0.000	0.000	Merged-chr15-25817272-36
NR3743--MA0089.1.MAFG::NFE2L1	chr13	109922339	109922344	-	0.000	0.000	Merged-chr13-109922319-36
NR3606--MA0496.2.MAFK	chr13	92636942	92636960	+	0.000	0.000	Merged-chr13-92636983-54
NR2459--MA0501.1.MAF::NFE2	chr11	117109902	117109916	+	0.000	0.000	Merged-chr11-117109823-31
NR1263--MA0659.1.MAFG	chr10	20119542	20119562	-	0.000	0.000	Merged-chr10-20119637-31
NR12493--MA0591.1.Bach1::Mafk	chr8	35250900	35250914	-	0.000	0.000	Merged-chr8-35250826-10
NR12761--MA0496.2.MAFK	chr8	84825733	84825751	+	0.000	0.000	Merged-chr8-84825845-44
NR380--MA0659.1.MAFG	chr1	72870499	72870519	-	0.000	0.000	Merged-chr1-72870469-25
NR11463--MA0089.1.MAFG::NFE2L1	chr6	128845488	128845493	+	0.000	0.000	Merged-chr6-128845601-30
NR4499--MA0496.2.MAFK	chr14	118796409	118796427	+	0.000	0.000	Merged-chr14-118796395-16
NR2575--MA0495.2.MAFF	chr12	25240217	25240237	-	0.000	0.000	Merged-chr12-25240283-42
NR10236--MA0591.1.Bach1::Mafk	chr5	65895445	65895459	-	0.000	0.000	Merged-chr5-65895360-6
NR13175--MA0496.2.MAFK	chr9	62811079	62811097	-	0.000	0.000	Merged-chr9-62811056-2
NR7384--MA0089.1.MAFG::NFE2L1	chr2	79981166	79981171	+	0.000	0.000	Merged-chr2-79981258-2
NR2107--MA0659.1.MAFG	chr11	11573642	11573662	-	0.000	0.000	Merged-chr11-11573827-37
NR5626--MA0089.1.MAFG::NFE2L1	chr16	93918207	93918212	-	0.000	0.000	Merged-chr16-93918388-61
NR13413--MA0495.2.MAFF	chr9	108156924	108156944	+	0.000	0.000	Merged-chr9-108157018-18
NR6555--MA0089.1.MAFG::NFE2L1	chr18	65301639	65301644	-	0.000	0.000	Merged-chr18-65301634-12
NR6361--MA0501.1.MAF::NFE2	chr18	39035417	39035431	-	0.000	0.000	Merged-chr18-39035384-28
NR9752--MA0495.2.MAFF	chr4	142153734	142153754	-	0.000	0.000	Merged-chr4-142153700-30
NR13131--MA0089.1.MAFG::NFE2L1	chr9	44361684	44361689	-	0.000	0.000	Merged-chr9-44361748-43
NR12668--MA0495.2.MAFF	chr8	72571103	72571123	-	0.000	0.000	Merged-chr8-72571324-95
NR12492--MA0089.1.MAFG::NFE2L1	chr8	35205679	35205684	+	0.000	0.000	Merged-chr8-35205738-9
NR9754--MA0659.1.MAFG	chr4	142153734	142153754	+	0.000	0.000	Merged-chr4-142153700-30
NR10690--MA0591.1.Bach1::Mafk	chr6	3345466	3345480	+	0.000	0.000	Merged-chr6-3345422-65
NR6568--MA0089.1.MAFG::NFE2L1	chr18	67441275	67441280	+	0.000	0.000	Merged-chr18-67441262-43
NR6908--MA0495.2.MAFF	chr2	6478400	6478420	-	0.000	0.000	Merged-chr2-6478572-51
NR6944--MA0089.1.MAFG::NFE2L1	chr2	11100473	11100478	+	0.000	0.000	Merged-chr2-11100320-38
NR3649--MA0117.2.Mafb	chr13	102273405	102273416	+	0.000	0.000	Merged-chr13-102273368-2
NR8539--MA0659.1.MAFG	chr3	88503277	88503297	-	0.000	0.000	Merged-chr3-88503323-39
NR11128--MA0659.1.MAFG	chr6	70709472	70709492	-	0.000	0.000	Merged-chr6-70709572-48
NR11287--MA0089.1.MAFG::NFE2L1	chr6	103685175	103685180	-	0.000	0.000	Merged-chr6-103685153-3
NR1599--MA0117.2.Mafb	chr10	67911606	67911617	-	0.000	0.000	Merged-chr10-67911704-3
NR13149--MA0591.1.Bach1::Mafk	chr9	53603584	53603598	-	0.000	0.000	Merged-chr9-53603556-33
NR10897--MA0501.1.MAF::NFE2	chr6	34869614	34869628	+	0.000	0.000	Merged-chr6-34869594-48
NR6811--MA0117.2.Mafb	chr19	32268705	32268716	+	0.000	0.000	Merged-chr19-32268730-8
NR1971--MA0089.1.MAFG::NFE2L1	chr10	117918729	117918734	+	0.000	0.000	Merged-chr10-117918701-83
NR9244--MA0501.1.MAF::NFE2	chr4	43052782	43052796	+	0.000	0.000	Merged-chr4-43052876-24
NR12106--MA0659.1.MAFG	chr7	96629755	96629775	-	0.000	0.000	Merged-chr7-96629765-2
NR12228--MA0089.1.MAFG::NFE2L1	chr7	114494256	114494261	+	0.000	0.000	Merged-chr7-114494244-9
NR9367--MA0089.1.MAFG::NFE2L1	chr4	62367785	62367790	-	0.000	0.000	Merged-chr4-62367859-6
NR6814--MA0495.2.MAFF	chr19	32320554	32320574	-	0.000	0.000	Merged-chr19-32320426-40
NR433--MA0089.1.MAFG::NFE2L1	chr1	82724875	82724880	+	0.000	0.000	Merged-chr1-82725083-56
NR13415--MA0117.2.Mafb	chr9	108156924	108156935	+	0.000	0.000	Merged-chr9-108157018-18
NR8635--MA0496.2.MAFK	chr3	104963532	104963550	+	0.000	0.000	Merged-chr3-104963538-12
NR1270--MA0496.2.MAFK	chr10	20966343	20966361	-	0.000	0.000	Merged-chr10-20966333-27
NR4518--MA0495.2.MAFF	chr14	120275574	120275594	+	0.000	0.000	Merged-chr14-120275634-49
NR2838--MA0089.1.MAFG::NFE2L1	chr12	79623461	79623466	+	0.000	0.000	Merged-chr12-79623487-16
NR9541--MA0089.1.MAFG::NFE2L1	chr4	88727550	88727555	-	0.000	0.000	Merged-chr4-88727531-27
NR3206--MA0117.2.Mafb	chr13	24515259	24515270	+	0.000	0.000	Merged-chr13-24515324-15
NR735--MA0089.1.MAFG::NFE2L1	chr1	133800982	133800987	-	0.000	0.000	Merged-chr1-133800869-2
NR2360--MA0496.2.MAFK	chr11	94386616	94386634	+	0.000	0.000	Merged-chr11-94386453-49
NR620--MA0089.1.MAFG::NFE2L1	chr1	108143184	108143189	-	0.000	0.000	Merged-chr1-108143272-2
NR9843--MA0089.1.MAFG::NFE2L1	chr4	150909918	150909923	-	0.000	0.000	Merged-chr4-150909856-55
NR2217--MA0591.1.Bach1::Mafk	chr11	43681869	43681883	+	0.000	0.000	Merged-chr11-43682127-96
NR1795--MA0089.1.MAFG::NFE2L1	chr10	95194223	95194228	+	0.000	0.000	Merged-chr10-95194130-23
NR1541--MA0591.1.Bach1::Mafk	chr10	59982656	59982670	-	0.000	0.000	Merged-chr10-59982666-5
NR13590--MA0659.1.MAFG	chrX	59568329	59568349	+	0.000	0.000	Merged-chrX-59568240-6
NR2068--MA0591.1.Bach1::Mafk	chr11	5762415	5762429	-	0.000	0.000	Merged-chr11-5762236-58
NR2472--MA0501.1.MAF::NFE2	chr11	119991489	119991503	+	0.000	0.000	Merged-chr11-119991452-27
NR394--MA0117.2.Mafb	chr1	75168894	75168905	-	0.000	0.000	Merged-chr1-75168775-61
NR182--MA0495.2.MAFF	chr1	40382980	40383000	+	0.000	0.000	Merged-chr1-40383046-56
NR12261--MA0591.1.Bach1::Mafk	chr7	127113133	127113147	+	0.000	0.000	Merged-chr7-127113224-85
NR11713--MA0495.2.MAFF	chr7	16314087	16314107	-	0.000	0.000	Merged-chr7-16314036-50
NR13155--MA0089.1.MAFG::NFE2L1	chr9	56118655	56118660	+	0.000	0.000	Merged-chr9-56118638-19
NR1671--MA0591.1.Bach1::Mafk	chr10	80249144	80249158	-	0.000	0.000	Merged-chr10-80249310-65
NR8536--MA0089.1.MAFG::NFE2L1	chr3	88325033	88325038	-	0.000	0.000	Merged-chr3-88325153-39
NR1967--MA0659.1.MAFG	chr10	117829926	117829946	+	0.000	0.000	Merged-chr10-117829855-64
NR10871--MA0117.2.Mafb	chr6	31803430	31803441	+	0.000	0.000	Merged-chr6-31803356-16
NR9667--MA0089.1.MAFG::NFE2L1	chr4	120032551	120032556	+	0.000	0.000	Merged-chr4-120032784-81
NR383--MA0496.2.MAFK	chr1	72870500	72870518	-	0.000	0.000	Merged-chr1-72870469-25
NR5516--MA0117.2.Mafb	chr16	75855646	75855657	-	0.000	0.000	Merged-chr16-75855662-51
NR5635--MA0089.1.MAFG::NFE2L1	chr16	95827629	95827634	+	0.000	0.000	Merged-chr16-95827524-61
NR2058--MA0501.1.MAF::NFE2	chr11	3165466	3165480	-	0.000	0.000	Merged-chr11-3165665-33
NR13481--MA0495.2.MAFF	chr9	118272791	118272811	-	0.000	0.000	Merged-chr9-118272859-65
NR10628--MA0495.2.MAFF	chr5	146655355	146655375	-	0.000	0.000	Merged-chr5-146655552-37
NR2219--MA0501.1.MAF::NFE2	chr11	43748001	43748015	-	0.000	0.000	Merged-chr11-43747947-60
NR13759--MA0089.1.MAFG::NFE2L1	chrX	167330592	167330597	+	0.000	0.000	Merged-chrX-167330775-21
NR7815--MA0495.2.MAFF	chr2	157131378	157131398	+	0.000	0.000	Merged-chr2-157131278-25
NR2374--MA0496.2.MAFK	chr11	95834502	95834520	-	0.000	0.000	Merged-chr11-95834511-50
NR5084--MA0496.2.MAFK	chr16	4736341	4736359	+	0.000	0.000	Merged-chr16-4736414-28
NR9231--MA0659.1.MAFG	chr4	40785992	40786012	+	0.000	0.000	Merged-chr4-40785986-16
NR13315--MA0496.2.MAFK	chr9	90257561	90257579	+	0.000	0.000	Merged-chr9-90257512-5
NR11605--MA0591.1.Bach1::Mafk	chr6	143462312	143462326	-	0.000	0.000	Merged-chr6-143462218-2
NR2280--MA0496.2.MAFK	chr11	62280804	62280822	+	0.000	0.000	Merged-chr11-62280813-1
NR5925--MA0591.1.Bach1::Mafk	chr17	50470628	50470642	+	0.000	0.000	Merged-chr17-50470429-100
NR7378--MA0117.2.Mafb	chr2	79180871	79180882	-	0.000	0.000	Merged-chr2-79180935-23
NR4592--MA0089.1.MAFG::NFE2L1	chr15	8109317	8109322	+	0.000	0.000	Merged-chr15-8109261-61
NR8356--MA0117.2.Mafb	chr3	61409840	61409851	-	0.000	0.000	Merged-chr3-61409766-58
NR605--MA0117.2.Mafb	chr1	107534012	107534023	+	0.000	0.000	Merged-chr1-107533964-30
NR11973--MA0495.2.MAFF	chr7	75630057	75630077	+	0.000	0.000	Merged-chr7-75629936-10
NR3387--MA0089.1.MAFG::NFE2L1	chr13	70611221	70611226	-	0.000	0.000	Merged-chr13-70611194-23
NR4216--MA0117.2.Mafb	chr14	55724768	55724779	+	0.000	0.000	Merged-chr14-55724704-52
NR4819--MA0089.1.MAFG::NFE2L1	chr15	57921636	57921641	-	0.000	0.000	Merged-chr15-57921644-21
NR2372--MA0591.1.Bach1::Mafk	chr11	95834504	95834518	+	0.000	0.000	Merged-chr11-95834511-50
NR7403--MA0089.1.MAFG::NFE2L1	chr2	85007967	85007972	-	0.000	0.000	Merged-chr2-85007896-35
NR9195--MA0591.1.Bach1::Mafk	chr4	33582099	33582113	-	0.000	0.000	Merged-chr4-33582045-40
NR3850--MA0089.1.MAFG::NFE2L1	chr14	7964762	7964767	+	0.000	0.000	Merged-chr14-7964637-21
NR9860--MA0591.1.Bach1::Mafk	chr4	155129616	155129630	+	0.000	0.000	Merged-chr4-155129607-22
NR9225--MA0495.2.MAFF	chr4	40785958	40785978	+	0.000	0.000	Merged-chr4-40785986-16
NR4234--MA0117.2.Mafb	chr14	64434220	64434231	+	0.000	0.000	Merged-chr14-64434245-45
NR12953--MA0659.1.MAFG	chr8	125557551	125557571	+	0.000	0.000	Merged-chr8-125557520-11
NR6733--MA0591.1.Bach1::Mafk	chr19	3851891	3851905	-	0.000	0.000	Merged-chr19-3851775-57
NR13177--MA0591.1.Bach1::Mafk	chr9	63602413	63602427	+	0.000	0.000	Merged-chr9-63602538-63
NR542--MA0089.1.MAFG::NFE2L1	chr1	98130346	98130351	-	0.000	0.000	Merged-chr1-98130284-39
NR12268--MA0117.2.Mafb	chr7	127968612	127968623	+	0.000	0.000	Merged-chr7-127968493-40
NR4519--MA0591.1.Bach1::Mafk	chr14	120275577	120275591	-	0.000	0.000	Merged-chr14-120275634-49
NR7544--MA0501.1.MAF::NFE2	chr2	116438904	116438918	-	0.000	0.000	Merged-chr2-116438825-1
NR12935--MA0117.2.Mafb	chr8	122568402	122568413	+	0.000	0.000	Merged-chr8-122568587-1
NR7723--MA0117.2.Mafb	chr2	145903139	145903150	+	0.000	0.000	Merged-chr2-145903332-51
NR6866--MA0117.2.Mafb	chr19	53520066	53520077	-	0.000	0.000	Merged-chr19-53520175-41
NR1542--MA0117.2.Mafb	chr10	60028309	60028320	-	0.000	0.000	Merged-chr10-60028260-54
NR10237--MA0501.1.MAF::NFE2	chr5	65895442	65895456	-	0.000	0.000	Merged-chr5-65895360-6
NR13151--MA0089.1.MAFG::NFE2L1	chr9	53673866	53673871	+	0.000	0.000	Merged-chr9-53673777-24
