#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR34267--MA0741.1.KLF16	chr2	57102549	57102559	-	0.000	0.000	Merged-chr2-57102684-19
NR55166--MA0599.1.KLF5	chr6	149408930	149408939	+	0.000	0.000	Merged-chr6-149409146-64
NR44283--MA0599.1.KLF5	chr4	115828066	115828075	-	0.000	0.000	Merged-chr4-115828181-99
NR34538--MA0741.1.KLF16	chr2	68382465	68382475	-	0.000	0.000	Merged-chr2-68382520-132
NR49104--MA0039.3.KLF4	chr5	110448709	110448719	+	0.000	0.000	Merged-chr5-110448541-117
NR36955--MA0742.1.Klf12	chr2	151996496	151996510	-	0.000	0.000	Merged-chr2-151996585-55
NR24097--MA0599.1.KLF5	chr16	24834890	24834899	+	0.000	0.000	Merged-chr16-24834930-16
NR46878--MA1107.1.KLF9	chr5	20845383	20845395	+	0.000	0.000	Merged-chr5-20845245-18
NR65936--MA0741.1.KLF16	chr9	107340713	107340723	+	0.000	0.000	Merged-chr9-107340587-50
NR44005--MA0493.1.Klf1	chr4	106679045	106679055	+	0.000	0.000	Merged-chr4-106678973-52
NR35441--MA0599.1.KLF5	chr2	103485176	103485185	+	0.000	0.000	Merged-chr2-103485172-63
NR7422--MA0493.1.Klf1	chr10	96118232	96118242	-	0.000	0.000	Merged-chr10-96118246-10
NR38151--MA0599.1.KLF5	chr2	174294702	174294711	+	0.000	0.000	Merged-chr2-174294615-11
NR49373--MA1107.1.KLF9	chr5	114041785	114041797	-	0.000	0.000	Merged-chr5-114041714-24
NR47875--MA0599.1.KLF5	chr5	66200264	66200273	+	0.000	0.000	Merged-chr5-66200219-43
NR29524--MA0599.1.KLF5	chr18	39031324	39031333	+	0.000	0.000	Merged-chr18-39031215-33
NR12075--MA0740.1.KLF14	chr11	103966497	103966510	-	0.000	0.000	Merged-chr11-103966645-61
NR17706--MA0741.1.KLF16	chr13	101344175	101344185	+	0.000	0.000	Merged-chr13-101344260-14
NR45322--MA0742.1.Klf12	chr4	134496952	134496966	-	0.000	0.000	Merged-chr4-134496951-35
NR53746--MA0740.1.KLF14	chr6	119199104	119199117	+	0.000	0.000	Merged-chr6-119199024-52
NR33248--MA0599.1.KLF5	chr2	19622160	19622169	-	0.000	0.000	Merged-chr2-19622223-29
NR53898--MA0657.1.KLF13	chr6	122295441	122295458	+	0.000	0.000	Merged-chr6-122295390-9
NR8655--MA0740.1.KLF14	chr10	128337726	128337739	-	0.000	0.000	Merged-chr10-128337849-72
NR10271--MA0741.1.KLF16	chr11	66961666	66961676	+	0.000	0.000	Merged-chr11-66961666-9
NR63898--MA0493.1.Klf1	chr9	42208801	42208811	+	0.000	0.000	Merged-chr9-42208688-2
NR49015--MA1107.1.KLF9	chr5	107926655	107926667	+	0.000	0.000	Merged-chr5-107926816-56
NR51552--MA0657.1.KLF13	chr6	17634050	17634067	+	0.000	0.000	Merged-chr6-17634029-17
NR39693--MA0599.1.KLF5	chr3	90248190	90248199	-	0.000	0.000	Merged-chr3-90248138-59
NR28321--MA0740.1.KLF14	chr17	75558634	75558647	+	0.000	0.000	Merged-chr17-75558530-11
NR58524--MA1107.1.KLF9	chr7	118740246	118740258	-	0.000	0.000	Merged-chr7-118740082-2
NR13523--MA0599.1.KLF5	chr12	41040123	41040132	-	0.000	0.000	Merged-chr12-41040097-12
NR53425--MA0599.1.KLF5	chr6	108251595	108251604	-	0.000	0.000	Merged-chr6-108251708-11
NR34584--MA0599.1.KLF5	chr2	69995021	69995030	+	0.000	0.000	Merged-chr2-69994879-68
NR56035--MA0742.1.Klf12	chr7	28803083	28803097	+	0.000	0.000	Merged-chr7-28802927-28
NR53764--MA1107.1.KLF9	chr6	119199130	119199142	+	0.000	0.000	Merged-chr6-119199024-52
NR20037--MA0493.1.Klf1	chr14	75064698	75064708	+	0.000	0.000	Merged-chr14-75064758-13
NR23672--MA0742.1.Klf12	chr16	11014540	11014554	+	0.000	0.000	Merged-chr16-11014683-9
NR59521--MA0599.1.KLF5	chr7	140036677	140036686	-	0.000	0.000	Merged-chr7-140036517-83
NR63315--MA0039.3.KLF4	chr9	7805081	7805091	-	0.000	0.000	Merged-chr9-7805138-27
NR49036--MA0740.1.KLF14	chr5	108660812	108660825	-	0.000	0.000	Merged-chr5-108660605-68
NR16310--MA0741.1.KLF16	chr13	48863671	48863681	+	0.000	0.000	Merged-chr13-48863678-11
NR26436--MA0740.1.KLF14	chr17	24696195	24696208	-	0.000	0.000	Merged-chr17-24696255-66
NR31279--MA0742.1.Klf12	chr19	6236307	6236321	-	0.000	0.000	Merged-chr19-6236407-1
NR47085--MA0740.1.KLF14	chr5	24685791	24685804	+	0.000	0.000	Merged-chr5-24685796-115
NR26334--MA0742.1.Klf12	chr17	23660590	23660604	-	0.000	0.000	Merged-chr17-23660570-11
NR42523--MA1107.1.KLF9	chr4	32335951	32335963	+	0.000	0.000	Merged-chr4-32335883-56
NR34861--MA0742.1.Klf12	chr2	75119357	75119371	-	0.000	0.000	Merged-chr2-75119235-19
NR14630--MA0741.1.KLF16	chr12	100876270	100876280	-	0.000	0.000	Merged-chr12-100876279-15
NR57732--MA0742.1.Klf12	chr7	98309584	98309598	+	0.000	0.000	Merged-chr7-98309453-63
NR4147--MA0039.3.KLF4	chr1	184908650	184908660	+	0.000	0.000	Merged-chr1-184908710-36
NR27591--MA0740.1.KLF14	chr17	47611529	47611542	-	0.000	0.000	Merged-chr17-47611424-64
NR67371--MA0493.1.Klf1	chrX	48439313	48439323	+	0.000	0.000	Merged-chrX-48439360-33
NR19909--MA0741.1.KLF16	chr14	70577729	70577739	+	0.000	0.000	Merged-chr14-70577863-60
NR14750--MA0657.1.KLF13	chr12	102725251	102725268	+	0.000	0.000	Merged-chr12-102725313-9
NR63908--MA0741.1.KLF16	chr9	42423876	42423886	+	0.000	0.000	Merged-chr9-42423784-11
NR65410--MA1107.1.KLF9	chr9	94678328	94678340	+	0.000	0.000	Merged-chr9-94678368-26
NR23673--MA1107.1.KLF9	chr16	11014540	11014552	+	0.000	0.000	Merged-chr16-11014683-9
NR12745--MA0741.1.KLF16	chr11	117772488	117772498	+	0.000	0.000	Merged-chr11-117772579-30
NR27760--MA0742.1.Klf12	chr17	53570026	53570040	-	0.000	0.000	Merged-chr17-53570221-85
NR28639--MA1107.1.KLF9	chr17	84181176	84181188	+	0.000	0.000	Merged-chr17-84181390-116
NR37942--MA1107.1.KLF9	chr2	170206035	170206047	-	0.000	0.000	Merged-chr2-170206161-1
NR46436--MA0599.1.KLF5	chr4	152341073	152341082	-	0.000	0.000	Merged-chr4-152341132-7
NR23392--MA0741.1.KLF16	chr15	102234172	102234182	+	0.000	0.000	Merged-chr15-102234091-17
NR10794--MA0741.1.KLF16	chr11	77792147	77792157	-	0.000	0.000	Merged-chr11-77792176-31
NR10328--MA0039.3.KLF4	chr11	68853105	68853115	-	0.000	0.000	Merged-chr11-68853077-70
NR12308--MA0599.1.KLF5	chr11	109585338	109585347	+	0.000	0.000	Merged-chr11-109585234-31
NR63503--MA0742.1.Klf12	chr9	21419885	21419899	-	0.000	0.000	Merged-chr9-21419783-26
NR61176--MA1107.1.KLF9	chr8	71665599	71665611	-	0.000	0.000	Merged-chr8-71665590-47
NR1348--MA1107.1.KLF9	chr1	85720758	85720770	+	0.000	0.000	Merged-chr1-85720773-26
NR22351--MA0493.1.Klf1	chr15	79774557	79774567	-	0.000	0.000	Merged-chr15-79774475-53
NR33936--MA0741.1.KLF16	chr2	34938774	34938784	-	0.000	0.000	Merged-chr2-34938971-69
NR55945--MA0599.1.KLF5	chr7	27508263	27508272	-	0.000	0.000	Merged-chr7-27508351-96
NR64045--MA0740.1.KLF14	chr9	46151677	46151690	+	0.000	0.000	Merged-chr9-46151705-34
NR27380--MA0599.1.KLF5	chr17	44569346	44569355	+	0.000	0.000	Merged-chr17-44569444-63
NR67282--MA0599.1.KLF5	chrX	38635160	38635169	-	0.000	0.000	Merged-chrX-38635204-84
NR10258--MA0599.1.KLF5	chr11	65807158	65807167	+	0.000	0.000	Merged-chr11-65807044-98
NR21817--MA0599.1.KLF5	chr15	64075846	64075855	-	0.000	0.000	Merged-chr15-64075636-83
NR31985--MA0741.1.KLF16	chr19	37018632	37018642	+	0.000	0.000	Merged-chr19-37018602-32
NR10934--MA0599.1.KLF5	chr11	79658780	79658789	-	0.000	0.000	Merged-chr11-79658610-54
NR50499--MA1107.1.KLF9	chr5	136569095	136569107	+	0.000	0.000	Merged-chr5-136568952-11
NR25267--MA0493.1.Klf1	chr16	90810575	90810585	-	0.000	0.000	Merged-chr16-90810372-70
NR53546--MA0599.1.KLF5	chr6	113697034	113697043	+	0.000	0.000	Merged-chr6-113697016-110
NR54952--MA0039.3.KLF4	chr6	146081187	146081197	-	0.000	0.000	Merged-chr6-146081045-99
NR45373--MA0599.1.KLF5	chr4	134773158	134773167	+	0.000	0.000	Merged-chr4-134773310-29
NR50960--MA1107.1.KLF9	chr5	143976870	143976882	-	0.000	0.000	Merged-chr5-143976902-14
NR56595--MA1107.1.KLF9	chr7	45643870	45643882	-	0.000	0.000	Merged-chr7-45643762-54
NR49559--MA0740.1.KLF14	chr5	118082040	118082053	+	0.000	0.000	Merged-chr5-118082270-75
NR56041--MA0599.1.KLF5	chr7	28809179	28809188	+	0.000	0.000	Merged-chr7-28809284-68
NR42698--MA0741.1.KLF16	chr4	41348061	41348071	+	0.000	0.000	Merged-chr4-41348000-22
NR42871--MA0740.1.KLF14	chr4	44300894	44300907	+	0.000	0.000	Merged-chr4-44301035-47
NR29702--MA0741.1.KLF16	chr18	50065030	50065040	-	0.000	0.000	Merged-chr18-50064967-11
NR31986--MA0599.1.KLF5	chr19	37018706	37018715	-	0.000	0.000	Merged-chr19-37018602-32
NR4098--MA0742.1.Klf12	chr1	184277181	184277195	-	0.000	0.000	Merged-chr1-184277240-19
NR29226--MA0741.1.KLF16	chr18	23841685	23841695	-	0.000	0.000	Merged-chr18-23841558-17
NR55711--MA1107.1.KLF9	chr7	24369911	24369923	-	0.000	0.000	Merged-chr7-24370030-56
NR45089--MA0741.1.KLF16	chr4	132329591	132329601	-	0.000	0.000	Merged-chr4-132329492-60
NR32152--MA0039.3.KLF4	chr19	42149848	42149858	+	0.000	0.000	Merged-chr19-42149753-11
NR51138--MA0599.1.KLF5	chr5	147431266	147431275	-	0.000	0.000	Merged-chr5-147431237-9
NR37191--MA0599.1.KLF5	chr2	157006935	157006944	+	0.000	0.000	Merged-chr2-157006933-70
NR39447--MA0599.1.KLF5	chr3	84826079	84826088	-	0.000	0.000	Merged-chr3-84826191-13
NR27817--MA0741.1.KLF16	chr17	56462418	56462428	-	0.000	0.000	Merged-chr17-56462383-73
NR10906--MA1107.1.KLF9	chr11	79076670	79076682	-	0.000	0.000	Merged-chr11-79076715-52
NR11021--MA0599.1.KLF5	chr11	80780073	80780082	+	0.000	0.000	Merged-chr11-80779980-65
NR17681--MA0599.1.KLF5	chr13	100786644	100786653	-	0.000	0.000	Merged-chr13-100786411-88
NR51262--MA1107.1.KLF9	chr5	149594170	149594182	+	0.000	0.000	Merged-chr5-149594297-11
NR20111--MA0740.1.KLF14	chr14	75845211	75845224	+	0.000	0.000	Merged-chr14-75845337-99
NR31413--MA0599.1.KLF5	chr19	8929488	8929497	+	0.000	0.000	Merged-chr19-8929599-92
NR10592--MA0039.3.KLF4	chr11	72952835	72952845	-	0.000	0.000	Merged-chr11-72952889-5
NR9092--MA0599.1.KLF5	chr11	20542960	20542969	+	0.000	0.000	Merged-chr11-20543083-82
NR47091--MA0493.1.Klf1	chr5	24685771	24685781	+	0.000	0.000	Merged-chr5-24685796-115
NR46120--MA0741.1.KLF16	chr4	148288179	148288189	+	0.000	0.000	Merged-chr4-148288108-27
NR27412--MA0742.1.Klf12	chr17	44745576	44745590	+	0.000	0.000	Merged-chr17-44745562-14
NR15984--MA0657.1.KLF13	chr13	34874426	34874443	+	0.000	0.000	Merged-chr13-34874337-44
NR33694--MA0039.3.KLF4	chr2	30587365	30587375	-	0.000	0.000	Merged-chr2-30587397-33
NR59655--MA0741.1.KLF16	chr7	141579228	141579238	-	0.000	0.000	Merged-chr7-141579078-48
NR6024--MA0599.1.KLF5	chr10	69536868	69536877	+	0.000	0.000	Merged-chr10-69536721-21
NR9351--MA0741.1.KLF16	chr11	32533271	32533281	-	0.000	0.000	Merged-chr11-32533186-22
NR47963--MA0039.3.KLF4	chr5	72163344	72163354	+	0.000	0.000	Merged-chr5-72163190-22
NR67977--MA0741.1.KLF16	chrX	150812966	150812976	+	0.000	0.000	Merged-chrX-150813149-62
NR62049--MA0741.1.KLF16	chr8	104442782	104442792	+	0.000	0.000	Merged-chr8-104442782-74
NR63338--MA1107.1.KLF9	chr9	13518705	13518717	-	0.000	0.000	Merged-chr9-13518732-12
NR11208--MA1107.1.KLF9	chr11	86683896	86683908	+	0.000	0.000	Merged-chr11-86683864-65
NR25388--MA0493.1.Klf1	chr16	93447188	93447198	+	0.000	0.000	Merged-chr16-93447186-16
NR56242--MA0493.1.Klf1	chr7	34312972	34312982	+	0.000	0.000	Merged-chr7-34312942-1
NR9401--MA0599.1.KLF5	chr11	33701956	33701965	-	0.000	0.000	Merged-chr11-33701915-7
NR66039--MA1107.1.KLF9	chr9	108144587	108144599	-	0.000	0.000	Merged-chr9-108144717-30
NR57989--MA0039.3.KLF4	chr7	105384138	105384148	+	0.000	0.000	Merged-chr7-105384066-1
NR55832--MA1107.1.KLF9	chr7	25274703	25274715	-	0.000	0.000	Merged-chr7-25274742-22
NR45932--MA0741.1.KLF16	chr4	143258802	143258812	-	0.000	0.000	Merged-chr4-143258700-12
NR27688--MA1107.1.KLF9	chr17	49968563	49968575	-	0.000	0.000	Merged-chr17-49968692-61
NR22105--MA0493.1.Klf1	chr15	76299956	76299966	+	0.000	0.000	Merged-chr15-76299697-39
NR62070--MA0599.1.KLF5	chr8	105170649	105170658	-	0.000	0.000	Merged-chr8-105170559-11
NR47606--MA0493.1.Klf1	chr5	52142060	52142070	-	0.000	0.000	Merged-chr5-52142110-48
NR28765--MA0493.1.Klf1	chr17	86760432	86760442	-	0.000	0.000	Merged-chr17-86760300-15
NR2242--MA0599.1.KLF5	chr1	133053260	133053269	+	0.000	0.000	Merged-chr1-133053249-27
NR16251--MA0599.1.KLF5	chr13	45002177	45002186	-	0.000	0.000	Merged-chr13-45001916-102
NR33933--MA0599.1.KLF5	chr2	34938758	34938767	-	0.000	0.000	Merged-chr2-34938971-69
NR11348--MA0599.1.KLF5	chr11	88993896	88993905	-	0.000	0.000	Merged-chr11-88993773-46
NR42541--MA1107.1.KLF9	chr4	32768167	32768179	-	0.000	0.000	Merged-chr4-32768214-30
NR44963--MA0741.1.KLF16	chr4	129988125	129988135	+	0.000	0.000	Merged-chr4-129987965-32
NR24091--MA0039.3.KLF4	chr16	24624701	24624711	-	0.000	0.000	Merged-chr16-24624633-23
NR16671--MA0741.1.KLF16	chr13	56702997	56703007	+	0.000	0.000	Merged-chr13-56702831-4
NR6905--MA0742.1.Klf12	chr10	83733912	83733926	-	0.000	0.000	Merged-chr10-83733897-13
NR50267--MA0493.1.Klf1	chr5	134393838	134393848	-	0.000	0.000	Merged-chr5-134393835-14
NR68014--MA0599.1.KLF5	chrX	152019446	152019455	-	0.000	0.000	Merged-chrX-152019412-12
NR31864--MA1107.1.KLF9	chr19	32172587	32172599	-	0.000	0.000	Merged-chr19-32172725-56
NR34574--MA1107.1.KLF9	chr2	69802994	69803006	+	0.000	0.000	Merged-chr2-69803068-39
NR34911--MA0599.1.KLF5	chr2	76648163	76648172	+	0.000	0.000	Merged-chr2-76648077-91
NR65678--MA0741.1.KLF16	chr9	102779723	102779733	+	0.000	0.000	Merged-chr9-102779765-25
NR65851--MA0740.1.KLF14	chr9	106203106	106203119	-	0.000	0.000	Merged-chr9-106203255-66
NR37621--MA0599.1.KLF5	chr2	166610541	166610550	+	0.000	0.000	Merged-chr2-166610595-30
NR7757--MA0039.3.KLF4	chr10	111635691	111635701	-	0.000	0.000	Merged-chr10-111635766-22
NR28657--MA1107.1.KLF9	chr17	84368866	84368878	-	0.000	0.000	Merged-chr17-84368765-10
NR30532--MA0039.3.KLF4	chr18	74773491	74773501	+	0.000	0.000	Merged-chr18-74773331-55
NR52228--MA0599.1.KLF5	chr6	52221595	52221604	-	0.000	0.000	Merged-chr6-52221679-44
NR30254--MA0741.1.KLF16	chr18	67724731	67724741	-	0.000	0.000	Merged-chr18-67724731-110
NR22566--MA0740.1.KLF14	chr15	83350277	83350290	+	0.000	0.000	Merged-chr15-83350192-58
NR2443--MA0493.1.Klf1	chr1	138039199	138039209	-	0.000	0.000	Merged-chr1-138039087-63
NR21835--MA0599.1.KLF5	chr15	65787338	65787347	-	0.000	0.000	Merged-chr15-65787268-60
NR22193--MA0742.1.Klf12	chr15	77842394	77842408	+	0.000	0.000	Merged-chr15-77842225-62
NR35977--MA0741.1.KLF16	chr2	122369185	122369195	-	0.000	0.000	Merged-chr2-122369135-71
NR45461--MA0039.3.KLF4	chr4	135520670	135520680	-	0.000	0.000	Merged-chr4-135520643-13
NR6117--MA1107.1.KLF9	chr10	71239713	71239725	+	0.000	0.000	Merged-chr10-71239715-44
NR1357--MA1107.1.KLF9	chr1	85720776	85720788	+	0.000	0.000	Merged-chr1-85720773-26
NR1141--MA0741.1.KLF16	chr1	75398933	75398943	+	0.000	0.000	Merged-chr1-75398921-21
NR24330--MA0599.1.KLF5	chr16	35984021	35984030	-	0.000	0.000	Merged-chr16-35984000-4
NR1412--MA0741.1.KLF16	chr1	87185102	87185112	-	0.000	0.000	Merged-chr1-87185093-29
NR38639--MA0741.1.KLF16	chr3	28236853	28236863	+	0.000	0.000	Merged-chr3-28236857-20
NR47095--MA1107.1.KLF9	chr5	24685791	24685803	+	0.000	0.000	Merged-chr5-24685796-115
NR4371--MA0740.1.KLF14	chr1	189688143	189688156	+	0.000	0.000	Merged-chr1-189688253-55
NR66612--MA1107.1.KLF9	chr9	118926968	118926980	-	0.000	0.000	Merged-chr9-118927066-22
NR17994--MA0493.1.Klf1	chr13	108170104	108170114	+	0.000	0.000	Merged-chr13-108170237-20
NR62997--MA0740.1.KLF14	chr8	124434675	124434688	+	0.000	0.000	Merged-chr8-124434522-47
NR15634--MA0742.1.Klf12	chr13	9360272	9360286	-	0.000	0.000	Merged-chr13-9360244-14
NR50620--MA1107.1.KLF9	chr5	138473862	138473874	-	0.000	0.000	Merged-chr5-138473735-19
NR49812--MA1107.1.KLF9	chr5	123129152	123129164	+	0.000	0.000	Merged-chr5-123128921-91
NR44027--MA1107.1.KLF9	chr4	106970873	106970885	-	0.000	0.000	Merged-chr4-106970923-40
NR34408--MA0741.1.KLF16	chr2	61402416	61402426	-	0.000	0.000	Merged-chr2-61402469-66
NR23749--MA0039.3.KLF4	chr16	14361830	14361840	-	0.000	0.000	Merged-chr16-14361818-86
NR35096--MA0493.1.Klf1	chr2	85224690	85224700	+	0.000	0.000	Merged-chr2-85224623-28
NR52492--MA0599.1.KLF5	chr6	66896663	66896672	-	0.000	0.000	Merged-chr6-66896636-91
NR66085--MA0599.1.KLF5	chr9	108832647	108832656	-	0.000	0.000	Merged-chr9-108832464-53
NR20969--MA0599.1.KLF5	chr14	123001582	123001591	+	0.000	0.000	Merged-chr14-123001594-21
NR39216--MA0742.1.Klf12	chr3	68784300	68784314	-	0.000	0.000	Merged-chr3-68784168-43
NR50239--MA0740.1.KLF14	chr5	134184411	134184424	-	0.000	0.000	Merged-chr5-134184389-83
NR51137--MA1107.1.KLF9	chr5	147159370	147159382	-	0.000	0.000	Merged-chr5-147159547-44
NR12692--MA0741.1.KLF16	chr11	116688052	116688062	-	0.000	0.000	Merged-chr11-116688042-60
NR58910--MA0741.1.KLF16	chr7	127014366	127014376	+	0.000	0.000	Merged-chr7-127014477-45
NR50379--MA0493.1.Klf1	chr5	135134276	135134286	-	0.000	0.000	Merged-chr5-135134293-53
NR53648--MA0741.1.KLF16	chr6	115676690	115676700	-	0.000	0.000	Merged-chr6-115676750-90
NR17873--MA0740.1.KLF14	chr13	104109693	104109706	+	0.000	0.000	Merged-chr13-104109580-88
NR28563--MA1107.1.KLF9	chr17	83632188	83632200	+	0.000	0.000	Merged-chr17-83632090-95
NR57243--MA0599.1.KLF5	chr7	80123327	80123336	+	0.000	0.000	Merged-chr7-80123359-34
NR61872--MA0740.1.KLF14	chr8	94183278	94183291	+	0.000	0.000	Merged-chr8-94183356-48
NR1219--MA0493.1.Klf1	chr1	80389549	80389559	-	0.000	0.000	Merged-chr1-80389705-48
NR46481--MA0741.1.KLF16	chr4	154105752	154105762	-	0.000	0.000	Merged-chr4-154105612-38
NR35898--MA0599.1.KLF5	chr2	120353163	120353172	+	0.000	0.000	Merged-chr2-120353009-52
NR58794--MA0599.1.KLF5	chr7	125592991	125593000	-	0.000	0.000	Merged-chr7-125593204-10
NR56754--MA0741.1.KLF16	chr7	49616547	49616557	+	0.000	0.000	Merged-chr7-49616493-31
NR32287--MA1107.1.KLF9	chr19	45075212	45075224	+	0.000	0.000	Merged-chr19-45075087-111
NR50084--MA0599.1.KLF5	chr5	129914180	129914189	+	0.000	0.000	Merged-chr5-129914211-20
NR43409--MA0740.1.KLF14	chr4	62661629	62661642	-	0.000	0.000	Merged-chr4-62661511-68
NR28018--MA0741.1.KLF16	chr17	64617890	64617900	+	0.000	0.000	Merged-chr17-64617840-28
NR36545--MA0741.1.KLF16	chr2	142728902	142728912	-	0.000	0.000	Merged-chr2-142728774-2
NR64805--MA0740.1.KLF14	chr9	70657348	70657361	-	0.000	0.000	Merged-chr9-70657290-17
NR53756--MA0493.1.Klf1	chr6	119199120	119199130	+	0.000	0.000	Merged-chr6-119199024-52
NR25191--MA0493.1.Klf1	chr16	89960825	89960835	-	0.000	0.000	Merged-chr16-89960655-20
NR31332--MA0741.1.KLF16	chr19	6974936	6974946	-	0.000	0.000	Merged-chr19-6974819-71
NR52125--MA0599.1.KLF5	chr6	50110139	50110148	-	0.000	0.000	Merged-chr6-50110247-81
NR31998--MA0741.1.KLF16	chr19	37175371	37175381	+	0.000	0.000	Merged-chr19-37175347-2
NR1903--MA0740.1.KLF14	chr1	119526094	119526107	+	0.000	0.000	Merged-chr1-119526190-58
NR44201--MA0741.1.KLF16	chr4	111414970	111414980	+	0.000	0.000	Merged-chr4-111415155-52
NR13098--MA0599.1.KLF5	chr12	8674231	8674240	-	0.000	0.000	Merged-chr12-8674296-93
NR64559--MA0599.1.KLF5	chr9	65435757	65435766	+	0.000	0.000	Merged-chr9-65435912-41
NR25387--MA0039.3.KLF4	chr16	93447190	93447200	+	0.000	0.000	Merged-chr16-93447186-16
NR64898--MA1107.1.KLF9	chr9	73176864	73176876	-	0.000	0.000	Merged-chr9-73176903-12
NR56241--MA0039.3.KLF4	chr7	34312974	34312984	+	0.000	0.000	Merged-chr7-34312942-1
NR57736--MA0741.1.KLF16	chr7	98309585	98309595	+	0.000	0.000	Merged-chr7-98309453-63
NR7306--MA0493.1.Klf1	chr10	93882864	93882874	-	0.000	0.000	Merged-chr10-93883012-34
NR65121--MA0741.1.KLF16	chr9	80164721	80164731	+	0.000	0.000	Merged-chr9-80164813-89
NR67054--MA0599.1.KLF5	chrX	11999165	11999174	+	0.000	0.000	Merged-chrX-11999203-45
NR32043--MA0741.1.KLF16	chr19	38746134	38746144	-	0.000	0.000	Merged-chr19-38746267-36
NR50608--MA0599.1.KLF5	chr5	138280067	138280076	-	0.000	0.000	Merged-chr5-138280109-50
NR49042--MA1107.1.KLF9	chr5	108670953	108670965	-	0.000	0.000	Merged-chr5-108670998-12
NR39586--MA0599.1.KLF5	chr3	88716849	88716858	+	0.000	0.000	Merged-chr3-88716875-51
NR2241--MA0742.1.Klf12	chr1	133053259	133053273	+	0.000	0.000	Merged-chr1-133053249-27
NR40365--MA0741.1.KLF16	chr3	107631690	107631700	+	0.000	0.000	Merged-chr3-107631473-90
NR65607--MA0039.3.KLF4	chr9	101073564	101073574	+	0.000	0.000	Merged-chr9-101073611-17
NR65680--MA0599.1.KLF5	chr9	102791903	102791912	+	0.000	0.000	Merged-chr9-102792084-52
NR32677--MA0740.1.KLF14	chr19	57124012	57124025	-	0.000	0.000	Merged-chr19-57123944-45
NR66071--MA0493.1.Klf1	chr9	108662122	108662132	+	0.000	0.000	Merged-chr9-108662200-36
NR53442--MA1107.1.KLF9	chr6	108512155	108512167	+	0.000	0.000	Merged-chr6-108512233-21
NR40385--MA0599.1.KLF5	chr3	108210523	108210532	+	0.000	0.000	Merged-chr3-108210619-89
NR33256--MA1107.1.KLF9	chr2	19630761	19630773	+	0.000	0.000	Merged-chr2-19630844-34
NR58957--MA0741.1.KLF16	chr7	127232963	127232973	+	0.000	0.000	Merged-chr7-127233150-71
NR20875--MA0599.1.KLF5	chr14	121346063	121346072	+	0.000	0.000	Merged-chr14-121345907-1
NR10393--MA0741.1.KLF16	chr11	69606025	69606035	+	0.000	0.000	Merged-chr11-69605875-33
NR45136--MA0599.1.KLF5	chr4	132808285	132808294	-	0.000	0.000	Merged-chr4-132808337-17
NR10664--MA0741.1.KLF16	chr11	74837926	74837936	+	0.000	0.000	Merged-chr11-74837874-1
NR38748--MA0741.1.KLF16	chr3	36475828	36475838	+	0.000	0.000	Merged-chr3-36475795-73
NR26295--MA0599.1.KLF5	chr17	22361396	22361405	+	0.000	0.000	Merged-chr17-22361364-73
NR27800--MA1107.1.KLF9	chr17	56350995	56351007	-	0.000	0.000	Merged-chr17-56350875-30
NR40366--MA1107.1.KLF9	chr3	107631689	107631701	+	0.000	0.000	Merged-chr3-107631473-90
NR9093--MA0741.1.KLF16	chr11	20542960	20542970	+	0.000	0.000	Merged-chr11-20543083-82
NR54984--MA1107.1.KLF9	chr6	147042900	147042912	-	0.000	0.000	Merged-chr6-147042923-59
NR31855--MA0741.1.KLF16	chr19	31337346	31337356	-	0.000	0.000	Merged-chr19-31337298-1
NR67324--MA0741.1.KLF16	chrX	48139982	48139992	-	0.000	0.000	Merged-chrX-48139893-5
NR40909--MA0599.1.KLF5	chr3	127553073	127553082	-	0.000	0.000	Merged-chr3-127553183-75
NR41213--MA0742.1.Klf12	chr3	135417973	135417987	+	0.000	0.000	Merged-chr3-135417903-41
NR21550--MA0740.1.KLF14	chr15	42983385	42983398	+	0.000	0.000	Merged-chr15-42983258-15
NR31108--MA0740.1.KLF14	chr19	4012785	4012798	+	0.000	0.000	Merged-chr19-4012804-52
NR64479--MA0742.1.Klf12	chr9	62412491	62412505	+	0.000	0.000	Merged-chr9-62412387-14
NR44421--MA0740.1.KLF14	chr4	119195347	119195360	+	0.000	0.000	Merged-chr4-119195443-60
NR21177--MA0599.1.KLF5	chr15	12667883	12667892	-	0.000	0.000	Merged-chr15-12668076-24
NR32736--MA0599.1.KLF5	chr19	57610934	57610943	+	0.000	0.000	Merged-chr19-57611096-119
NR47830--MA0741.1.KLF16	chr5	65335688	65335698	+	0.000	0.000	Merged-chr5-65335662-66
NR58691--MA0599.1.KLF5	chr7	122352046	122352055	-	0.000	0.000	Merged-chr7-122351957-38
NR38011--MA0039.3.KLF4	chr2	172439344	172439354	-	0.000	0.000	Merged-chr2-172439271-2
NR29967--MA0741.1.KLF16	chr18	61211529	61211539	+	0.000	0.000	Merged-chr18-61211518-67
