#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR5144--MA0741.1.KLF16	chr10	44368933	44368943	-	0.000	0.000	Merged-chr10-44368737-26
NR55057--MA0599.1.KLF5	chr7	29906112	29906121	-	0.000	0.000	Merged-chr7-29906235-59
NR66279--MA1107.1.KLF9	chrX	94234818	94234830	+	0.000	0.000	Merged-chrX-94234780-62
NR57231--MA1107.1.KLF9	chr7	118996149	118996161	+	0.000	0.000	Merged-chr7-118996312-34
NR15494--MA1107.1.KLF9	chr13	20111680	20111692	+	0.000	0.000	Merged-chr13-20111586-25
NR27427--MA0741.1.KLF16	chr17	47593476	47593486	-	0.000	0.000	Merged-chr17-47593583-60
NR66401--MA0599.1.KLF5	chrX	101222458	101222467	-	0.000	0.000	Merged-chrX-101222420-75
NR50287--MA1107.1.KLF9	chr5	149594184	149594196	+	0.000	0.000	Merged-chr5-149594297-11
NR64566--MA0599.1.KLF5	chr9	107633478	107633487	+	0.000	0.000	Merged-chr9-107633459-50
NR19739--MA0740.1.KLF14	chr14	75845211	75845224	+	0.000	0.000	Merged-chr14-75845337-99
NR894--MA0741.1.KLF16	chr1	66817617	66817627	-	0.000	0.000	Merged-chr1-66817306-158
NR30741--MA0741.1.KLF16	chr19	4155033	4155043	+	0.000	0.000	Merged-chr19-4154888-60
NR4738--MA0599.1.KLF5	chr10	20952523	20952532	-	0.000	0.000	Merged-chr10-20952486-81
NR43610--MA0741.1.KLF16	chr4	126556925	126556935	-	0.000	0.000	Merged-chr4-126557087-49
NR65972--MA0039.3.KLF4	chrX	48314746	48314756	+	0.000	0.000	Merged-chrX-48314836-34
NR33132--MA0741.1.KLF16	chr2	29102776	29102786	-	0.000	0.000	Merged-chr2-29102866-17
NR38042--MA0740.1.KLF14	chr3	36475705	36475718	+	0.000	0.000	Merged-chr3-36475795-73
NR46396--MA0741.1.KLF16	chr5	36988983	36988993	-	0.000	0.000	Merged-chr5-36989172-64
NR18532--MA0599.1.KLF5	chr14	25534318	25534327	+	0.000	0.000	Merged-chr14-25534315-15
NR39593--MA0599.1.KLF5	chr3	106485992	106486001	-	0.000	0.000	Merged-chr3-106485995-50
NR36605--MA0493.1.Klf1	chr2	160731190	160731200	-	0.000	0.000	Merged-chr2-160731143-4
NR4890--MA0741.1.KLF16	chr10	30618173	30618183	+	0.000	0.000	Merged-chr10-30618352-61
NR9613--MA1107.1.KLF9	chr11	60932006	60932018	-	0.000	0.000	Merged-chr11-60932010-53
NR62374--MA0741.1.KLF16	chr9	40757694	40757704	-	0.000	0.000	Merged-chr9-40757896-67
NR25137--MA0742.1.Klf12	chr16	91464958	91464972	-	0.000	0.000	Merged-chr16-91465021-54
NR26031--MA0741.1.KLF16	chr17	15706301	15706311	+	0.000	0.000	Merged-chr17-15706137-17
NR16339--MA0599.1.KLF5	chr13	55418268	55418277	-	0.000	0.000	Merged-chr13-55418309-36
NR9027--MA0741.1.KLF16	chr11	46076169	46076179	+	0.000	0.000	Merged-chr11-46076262-41
NR36428--MA0740.1.KLF14	chr2	156720993	156721006	-	0.000	0.000	Merged-chr2-156720984-78
NR16300--MA0741.1.KLF16	chr13	54766568	54766578	+	0.000	0.000	Merged-chr13-54766409-35
NR45358--MA0599.1.KLF5	chr4	152325855	152325864	+	0.000	0.000	Merged-chr4-152325932-66
NR54661--MA0599.1.KLF5	chr7	24378246	24378255	-	0.000	0.000	Merged-chr7-24378380-41
NR60694--MA0741.1.KLF16	chr8	111259249	111259259	-	0.000	0.000	Merged-chr8-111259123-96
NR8089--MA1107.1.KLF9	chr10	127592973	127592985	+	0.000	0.000	Merged-chr10-127593065-1
NR39020--MA0599.1.KLF5	chr3	94658908	94658917	+	0.000	0.000	Merged-chr3-94658975-68
NR16800--MA0599.1.KLF5	chr13	76018606	76018615	+	0.000	0.000	Merged-chr13-76018576-95
NR11015--MA0599.1.KLF5	chr11	96916553	96916562	+	0.000	0.000	Merged-chr11-96916500-59
NR5840--MA1107.1.KLF9	chr10	77264471	77264483	+	0.000	0.000	Merged-chr10-77264465-20
NR21777--MA0742.1.Klf12	chr15	76799702	76799716	+	0.000	0.000	Merged-chr15-76799596-17
NR30782--MA0493.1.Klf1	chr19	4878607	4878617	+	0.000	0.000	Merged-chr19-4878661-55
NR46694--MA0599.1.KLF5	chr5	64864833	64864842	+	0.000	0.000	Merged-chr5-64864889-25
NR25972--MA1107.1.KLF9	chr17	13668634	13668646	+	0.000	0.000	Merged-chr17-13668793-34
NR31746--MA1107.1.KLF9	chr19	41360699	41360711	-	0.000	0.000	Merged-chr19-41360707-21
NR40453--MA0740.1.KLF14	chr3	135307623	135307636	+	0.000	0.000	Merged-chr3-135307763-66
NR21399--MA0599.1.KLF5	chr15	60141705	60141714	-	0.000	0.000	Merged-chr15-60141822-49
NR12464--MA0741.1.KLF16	chr11	118609552	118609562	+	0.000	0.000	Merged-chr11-118609481-11
NR1052--MA0599.1.KLF5	chr1	75168741	75168750	-	0.000	0.000	Merged-chr1-75168775-61
NR61977--MA0599.1.KLF5	chr9	21918208	21918217	-	0.000	0.000	Merged-chr9-21918186-50
NR8773--MA0741.1.KLF16	chr11	22287088	22287098	+	0.000	0.000	Merged-chr11-22287125-73
NR15347--MA0493.1.Klf1	chr13	4609055	4609065	+	0.000	0.000	Merged-chr13-4609107-53
NR1391--MA1107.1.KLF9	chr1	91193338	91193350	-	0.000	0.000	Merged-chr1-91193266-65
NR52592--MA1107.1.KLF9	chr6	119199104	119199116	+	0.000	0.000	Merged-chr6-119199024-52
NR27274--MA0742.1.Klf12	chr17	44745576	44745590	+	0.000	0.000	Merged-chr17-44745562-14
NR46675--MA1107.1.KLF9	chr5	64803407	64803419	-	0.000	0.000	Merged-chr5-64803282-82
NR64472--MA0599.1.KLF5	chr9	106477197	106477206	-	0.000	0.000	Merged-chr9-106477001-83
NR43928--MA0741.1.KLF16	chr4	132796429	132796439	+	0.000	0.000	Merged-chr4-132796395-33
NR10023--MA0493.1.Klf1	chr11	70790717	70790727	-	0.000	0.000	Merged-chr11-70790875-54
NR48465--MA0742.1.Klf12	chr5	121618989	121619003	+	0.000	0.000	Merged-chr5-121619111-49
NR47672--MA0599.1.KLF5	chr5	107597691	107597700	+	0.000	0.000	Merged-chr5-107597762-77
NR26950--MA1107.1.KLF9	chr17	34604045	34604057	-	0.000	0.000	Merged-chr17-34603959-87
NR21497--MA0741.1.KLF16	chr15	64312924	64312934	+	0.000	0.000	Merged-chr15-64312713-123
NR9279--MA0741.1.KLF16	chr11	53350868	53350878	+	0.000	0.000	Merged-chr11-53350915-81
NR39423--MA0741.1.KLF16	chr3	103102585	103102595	-	0.000	0.000	Merged-chr3-103102606-96
NR47950--MA0741.1.KLF16	chr5	113165013	113165023	+	0.000	0.000	Merged-chr5-113165071-16
NR37743--MA0741.1.KLF16	chr3	8964300	8964310	-	0.000	0.000	Merged-chr3-8964131-34
NR50344--MA0741.1.KLF16	chr5	150594559	150594569	+	0.000	0.000	Merged-chr5-150594562-11
NR62319--MA0742.1.Klf12	chr9	37613728	37613742	-	0.000	0.000	Merged-chr9-37613719-89
NR24127--MA0740.1.KLF14	chr16	27389040	27389053	-	0.000	0.000	Merged-chr16-27388647-132
NR3652--MA0493.1.Klf1	chr1	180256288	180256298	+	0.000	0.000	Merged-chr1-180256121-75
NR28544--MA0493.1.Klf1	chr17	84859952	84859962	+	0.000	0.000	Merged-chr17-84860120-51
NR11001--MA0493.1.Klf1	chr11	96777603	96777613	+	0.000	0.000	Merged-chr11-96777630-53
NR5048--MA0741.1.KLF16	chr10	42018397	42018407	-	0.000	0.000	Merged-chr10-42018378-38
NR28464--MA0599.1.KLF5	chr17	84022528	84022537	-	0.000	0.000	Merged-chr17-84022626-28
NR29477--MA0742.1.Klf12	chr18	46597705	46597719	-	0.000	0.000	Merged-chr18-46597780-100
NR47644--MA1107.1.KLF9	chr5	107285746	107285758	-	0.000	0.000	Merged-chr5-107285752-8
NR25282--MA0740.1.KLF14	chr16	93711744	93711757	+	0.000	0.000	Merged-chr16-93711802-127
NR12116--MA0741.1.KLF16	chr11	115367746	115367756	+	0.000	0.000	Merged-chr11-115367614-40
NR16912--MA0599.1.KLF5	chr13	85189335	85189344	+	0.000	0.000	Merged-chr13-85189602-82
NR38151--MA0740.1.KLF14	chr3	41083088	41083101	-	0.000	0.000	Merged-chr3-41083179-113
NR23426--MA0493.1.Klf1	chr15	102257680	102257690	+	0.000	0.000	Merged-chr15-102257531-48
NR44487--MA0493.1.Klf1	chr4	138779729	138779739	+	0.000	0.000	Merged-chr4-138779760-7
NR40485--MA1107.1.KLF9	chr3	135579485	135579497	-	0.000	0.000	Merged-chr3-135579457-44
NR1861--MA0740.1.KLF14	chr1	128103292	128103305	-	0.000	0.000	Merged-chr1-128103135-101
NR22134--MA1107.1.KLF9	chr15	81507345	81507357	-	0.000	0.000	Merged-chr15-81507404-4
NR55145--MA0039.3.KLF4	chr7	30887691	30887701	-	0.000	0.000	Merged-chr7-30887782-39
NR11251--MA1107.1.KLF9	chr11	99012469	99012481	-	0.000	0.000	Merged-chr11-99012536-12
NR55155--MA0493.1.Klf1	chr7	31028758	31028768	+	0.000	0.000	Merged-chr7-31028766-21
NR26812--MA0493.1.Klf1	chr17	32389558	32389568	-	0.000	0.000	Merged-chr17-32389394-69
NR18484--MA0741.1.KLF16	chr14	21500673	21500683	-	0.000	0.000	Merged-chr14-21500685-108
NR44262--MA0039.3.KLF4	chr4	135946420	135946430	+	0.000	0.000	Merged-chr4-135946528-48
NR64705--MA0741.1.KLF16	chr9	110732746	110732756	-	0.000	0.000	Merged-chr9-110732795-38
NR12463--MA0599.1.KLF5	chr11	118609552	118609561	+	0.000	0.000	Merged-chr11-118609481-11
NR31627--MA0741.1.KLF16	chr19	37550742	37550752	-	0.000	0.000	Merged-chr19-37550611-70
NR64664--MA0493.1.Klf1	chr9	108991855	108991865	-	0.000	0.000	Merged-chr9-108991792-53
NR44192--MA0599.1.KLF5	chr4	135152494	135152503	+	0.000	0.000	Merged-chr4-135152562-38
NR44129--MA0493.1.Klf1	chr4	134534558	134534568	+	0.000	0.000	Merged-chr4-134534492-8
NR23470--MA1107.1.KLF9	chr15	103182418	103182430	+	0.000	0.000	Merged-chr15-103182450-32
NR26180--MA1107.1.KLF9	chr17	23828823	23828835	+	0.000	0.000	Merged-chr17-23829127-85
NR47854--MA0039.3.KLF4	chr5	112239765	112239775	-	0.000	0.000	Merged-chr5-112239781-12
NR26938--MA0599.1.KLF5	chr17	34589764	34589773	-	0.000	0.000	Merged-chr17-34589864-16
NR34018--MA0741.1.KLF16	chr2	65238745	65238755	+	0.000	0.000	Merged-chr2-65238613-163
NR46437--MA0742.1.Klf12	chr5	43802955	43802969	-	0.000	0.000	Merged-chr5-43802965-6
NR46233--MA0599.1.KLF5	chr5	34636798	34636807	-	0.000	0.000	Merged-chr5-34636823-94
NR4756--MA0599.1.KLF5	chr10	21252352	21252361	-	0.000	0.000	Merged-chr10-21252266-47
NR36981--MA0493.1.Klf1	chr2	167349479	167349489	-	0.000	0.000	Merged-chr2-167349371-94
NR29468--MA0741.1.KLF16	chr18	46574363	46574373	+	0.000	0.000	Merged-chr18-46574183-54
NR37995--MA0741.1.KLF16	chr3	31145843	31145853	+	0.000	0.000	Merged-chr3-31145985-42
NR47602--MA0741.1.KLF16	chr5	105700717	105700727	+	0.000	0.000	Merged-chr5-105700734-6
NR18765--MA0599.1.KLF5	chr14	34310758	34310767	-	0.000	0.000	Merged-chr14-34310897-109
NR1145--MA1107.1.KLF9	chr1	80389547	80389559	-	0.000	0.000	Merged-chr1-80389705-48
NR19495--MA0039.3.KLF4	chr14	67841918	67841928	-	0.000	0.000	Merged-chr14-67841831-15
NR50867--MA0741.1.KLF16	chr6	39810898	39810908	+	0.000	0.000	Merged-chr6-39810868-53
NR47784--MA0599.1.KLF5	chr5	110810217	110810226	-	0.000	0.000	Merged-chr5-110810101-58
NR41463--MA1107.1.KLF9	chr4	8712445	8712457	-	0.000	0.000	Merged-chr4-8712432-5
NR22--MA0740.1.KLF14	chr1	7206452	7206465	+	0.000	0.000	Merged-chr1-7206621-34
NR8872--MA0039.3.KLF4	chr11	29515126	29515136	+	0.000	0.000	Merged-chr11-29515062-56
NR10394--MA1107.1.KLF9	chr11	79658776	79658788	-	0.000	0.000	Merged-chr11-79658610-54
NR50633--MA0599.1.KLF5	chr6	29768354	29768363	-	0.000	0.000	Merged-chr6-29768613-160
NR29334--MA0742.1.Klf12	chr18	39009087	39009101	-	0.000	0.000	Merged-chr18-39009323-57
NR33157--MA0599.1.KLF5	chr2	29649894	29649903	+	0.000	0.000	Merged-chr2-29649675-51
NR44379--MA1107.1.KLF9	chr4	137609855	137609867	-	0.000	0.000	Merged-chr4-137609762-50
NR14785--MA0742.1.Klf12	chr12	110737910	110737924	-	0.000	0.000	Merged-chr12-110737948-78
NR11391--MA0599.1.KLF5	chr11	101448390	101448399	-	0.000	0.000	Merged-chr11-101448490-55
NR15821--MA1107.1.KLF9	chr13	35741216	35741228	+	0.000	0.000	Merged-chr13-35741035-13
NR17035--MA0657.1.KLF13	chr13	92611011	92611028	-	0.000	0.000	Merged-chr13-92610910-95
NR33190--MA0740.1.KLF14	chr2	30133740	30133753	+	0.000	0.000	Merged-chr2-30133753-51
NR5058--MA0599.1.KLF5	chr10	42269342	42269351	-	0.000	0.000	Merged-chr10-42269495-58
NR47211--MA0599.1.KLF5	chr5	92128735	92128744	+	0.000	0.000	Merged-chr5-92128744-12
NR10688--MA0741.1.KLF16	chr11	88595870	88595880	+	0.000	0.000	Merged-chr11-88595910-28
NR13432--MA0599.1.KLF5	chr12	69168560	69168569	+	0.000	0.000	Merged-chr12-69168736-61
NR25974--MA0742.1.Klf12	chr17	13668661	13668675	+	0.000	0.000	Merged-chr17-13668793-34
NR51489--MA1107.1.KLF9	chr6	71322686	71322698	+	0.000	0.000	Merged-chr6-71322825-41
NR25769--MA0742.1.Klf12	chr17	7945650	7945664	-	0.000	0.000	Merged-chr17-7945790-77
NR14082--MA1107.1.KLF9	chr12	93549962	93549974	+	0.000	0.000	Merged-chr12-93549943-12
NR41879--MA0039.3.KLF4	chr4	41770511	41770521	+	0.000	0.000	Merged-chr4-41770467-12
NR34135--MA0599.1.KLF5	chr2	71786880	71786889	-	0.000	0.000	Merged-chr2-71787122-109
NR39056--MA0741.1.KLF16	chr3	95160446	95160456	-	0.000	0.000	Merged-chr3-95160363-68
NR44716--MA0740.1.KLF14	chr4	141618779	141618792	-	0.000	0.000	Merged-chr4-141618821-28
NR3326--MA0599.1.KLF5	chr1	172217400	172217409	-	0.000	0.000	Merged-chr1-172217304-35
NR42494--MA0740.1.KLF14	chr4	65604930	65604943	-	0.000	0.000	Merged-chr4-65605051-78
NR11367--MA0740.1.KLF14	chr11	101095444	101095457	-	0.000	0.000	Merged-chr11-101095515-65
NR26914--MA0039.3.KLF4	chr17	34127650	34127660	+	0.000	0.000	Merged-chr17-34127670-6
NR43644--MA0599.1.KLF5	chr4	128609907	128609916	+	0.000	0.000	Merged-chr4-128610042-53
NR11700--MA0599.1.KLF5	chr11	106193671	106193680	+	0.000	0.000	Merged-chr11-106193514-84
NR23458--MA0599.1.KLF5	chr15	102722114	102722123	-	0.000	0.000	Merged-chr15-102722024-72
NR26168--MA0599.1.KLF5	chr17	23740367	23740376	+	0.000	0.000	Merged-chr17-23740496-75
NR1952--MA0599.1.KLF5	chr1	130878516	130878525	+	0.000	0.000	Merged-chr1-130878427-26
NR55187--MA0599.1.KLF5	chr7	34313568	34313577	+	0.000	0.000	Merged-chr7-34313409-64
NR64490--MA0599.1.KLF5	chr9	106685822	106685831	+	0.000	0.000	Merged-chr9-106685635-87
NR34802--MA0599.1.KLF5	chr2	103750420	103750429	+	0.000	0.000	Merged-chr2-103750485-21
NR35030--MA0741.1.KLF16	chr2	116900133	116900143	-	0.000	0.000	Merged-chr2-116900141-29
NR18957--MA0493.1.Klf1	chr14	50870604	50870614	-	0.000	0.000	Merged-chr14-50870513-68
NR37851--MA1107.1.KLF9	chr3	21838242	21838254	+	0.000	0.000	Merged-chr3-21838264-19
NR62367--MA0039.3.KLF4	chr9	40455371	40455381	-	0.000	0.000	Merged-chr9-40455611-102
NR3650--MA0740.1.KLF14	chr1	180256288	180256301	+	0.000	0.000	Merged-chr1-180256121-75
NR57904--MA0599.1.KLF5	chr7	136164719	136164728	+	0.000	0.000	Merged-chr7-136164647-23
NR21183--MA1107.1.KLF9	chr15	43282854	43282866	-	0.000	0.000	Merged-chr15-43282649-75
NR9076--MA1107.1.KLF9	chr11	48788060	48788072	+	0.000	0.000	Merged-chr11-48788226-76
NR42652--MA0493.1.Klf1	chr4	88912398	88912408	-	0.000	0.000	Merged-chr4-88912378-27
NR10242--MA0740.1.KLF14	chr11	77484084	77484097	+	0.000	0.000	Merged-chr11-77483872-51
NR56855--MA0740.1.KLF14	chr7	109986338	109986351	+	0.000	0.000	Merged-chr7-109986340-83
NR57209--MA1107.1.KLF9	chr7	118740246	118740258	-	0.000	0.000	Merged-chr7-118740082-2
NR48072--MA0493.1.Klf1	chr5	114639608	114639618	-	0.000	0.000	Merged-chr5-114639574-38
NR23777--MA0740.1.KLF14	chr16	13819264	13819277	-	0.000	0.000	Merged-chr16-13819185-114
NR25852--MA0493.1.Klf1	chr17	8856667	8856677	+	0.000	0.000	Merged-chr17-8856743-33
NR62863--MA0741.1.KLF16	chr9	57638746	57638756	+	0.000	0.000	Merged-chr9-57638842-6
NR46134--MA0657.1.KLF13	chr5	32458934	32458951	-	0.000	0.000	Merged-chr5-32459056-73
NR39784--MA0741.1.KLF16	chr3	116200268	116200278	+	0.000	0.000	Merged-chr3-116200281-40
NR46919--MA0740.1.KLF14	chr5	74404327	74404340	-	0.000	0.000	Merged-chr5-74404312-40
NR18304--MA0599.1.KLF5	chr14	8098427	8098436	-	0.000	0.000	Merged-chr14-8098314-52
NR40459--MA0493.1.Klf1	chr3	135307613	135307623	+	0.000	0.000	Merged-chr3-135307763-66
NR54791--MA0599.1.KLF5	chr7	25282195	25282204	-	0.000	0.000	Merged-chr7-25282176-85
NR32276--MA0039.3.KLF4	chr19	56761939	56761949	-	0.000	0.000	Merged-chr19-56762004-4
NR8421--MA0493.1.Klf1	chr11	4637692	4637702	-	0.000	0.000	Merged-chr11-4637853-53
NR14362--MA0741.1.KLF16	chr12	102878548	102878558	-	0.000	0.000	Merged-chr12-102878597-9
NR55762--MA0741.1.KLF16	chr7	63930351	63930361	+	0.000	0.000	Merged-chr7-63930287-48
NR11145--MA0599.1.KLF5	chr11	98019400	98019409	-	0.000	0.000	Merged-chr11-98019407-17
NR37991--MA0599.1.KLF5	chr3	31145841	31145850	+	0.000	0.000	Merged-chr3-31145985-42
NR15476--MA0039.3.KLF4	chr13	17695382	17695392	-	0.000	0.000	Merged-chr13-17695219-103
NR66732--MA0493.1.Klf1	chrX	151017271	151017281	+	0.000	0.000	Merged-chrX-151017218-72
NR25075--MA0741.1.KLF16	chr16	90334348	90334358	+	0.000	0.000	Merged-chr16-90334244-28
NR12748--MA0741.1.KLF16	chr12	8521793	8521803	+	0.000	0.000	Merged-chr12-8521654-50
NR38373--MA0493.1.Klf1	chr3	59296725	59296735	-	0.000	0.000	Merged-chr3-59296543-72
NR19507--MA0742.1.Klf12	chr14	67951870	67951884	+	0.000	0.000	Merged-chr14-67951902-1
NR12203--MA0493.1.Klf1	chr11	116306797	116306807	-	0.000	0.000	Merged-chr11-116306675-50
NR3454--MA0657.1.KLF13	chr1	175692815	175692832	+	0.000	0.000	Merged-chr1-175692845-123
NR48640--MA1107.1.KLF9	chr5	124095846	124095858	-	0.000	0.000	Merged-chr5-124095874-61
NR54793--MA0741.1.KLF16	chr7	25282194	25282204	-	0.000	0.000	Merged-chr7-25282176-85
NR43541--MA0599.1.KLF5	chr4	124693394	124693403	-	0.000	0.000	Merged-chr4-124693528-61
NR56539--MA0741.1.KLF16	chr7	99381413	99381423	-	0.000	0.000	Merged-chr7-99381387-71
NR8528--MA1107.1.KLF9	chr11	6410289	6410301	-	0.000	0.000	Merged-chr11-6410402-18
NR1449--MA0741.1.KLF16	chr1	92831570	92831580	+	0.000	0.000	Merged-chr1-92831639-72
NR59850--MA0741.1.KLF16	chr8	72409517	72409527	-	0.000	0.000	Merged-chr8-72409606-16
NR28723--MA0741.1.KLF16	chr17	87974945	87974955	+	0.000	0.000	Merged-chr17-87975056-71
NR38849--MA0740.1.KLF14	chr3	89160290	89160303	-	0.000	0.000	Merged-chr3-89160160-27
NR52025--MA0599.1.KLF5	chr6	97277041	97277050	+	0.000	0.000	Merged-chr6-97277155-29
NR54761--MA0740.1.KLF14	chr7	25221427	25221440	-	0.000	0.000	Merged-chr7-25221475-48
NR18783--MA0599.1.KLF5	chr14	34768544	34768553	+	0.000	0.000	Merged-chr14-34768619-7
NR54859--MA0741.1.KLF16	chr7	25816605	25816615	-	0.000	0.000	Merged-chr7-25816600-49
NR41481--MA1107.1.KLF9	chr4	8926794	8926806	-	0.000	0.000	Merged-chr4-8926844-63
NR21908--MA0039.3.KLF4	chr15	78828382	78828392	-	0.000	0.000	Merged-chr15-78828549-22
NR9768--MA0741.1.KLF16	chr11	65807153	65807163	+	0.000	0.000	Merged-chr11-65807044-98
NR12329--MA0599.1.KLF5	chr11	117302029	117302038	-	0.000	0.000	Merged-chr11-117302059-32
NR18516--MA0741.1.KLF16	chr14	24486846	24486856	+	0.000	0.000	Merged-chr14-24486957-56
NR35225--MA0599.1.KLF5	chr2	121294351	121294360	-	0.000	0.000	Merged-chr2-121294452-16
NR52210--MA0740.1.KLF14	chr6	108065362	108065375	-	0.000	0.000	Merged-chr6-108065326-73
NR42035--MA0741.1.KLF16	chr4	44300895	44300905	+	0.000	0.000	Merged-chr4-44301035-47
NR18210--MA0599.1.KLF5	chr13	120300191	120300200	-	0.000	0.000	Merged-chr13-120300021-103
NR50530--MA0740.1.KLF14	chr6	21950004	21950017	+	0.000	0.000	Merged-chr6-21949884-124
NR27180--MA0740.1.KLF14	chr17	40934667	40934680	+	0.000	0.000	Merged-chr17-40934697-83
NR56277--MA0599.1.KLF5	chr7	84151944	84151953	-	0.000	0.000	Merged-chr7-84151782-98
NR22541--MA0741.1.KLF16	chr15	90224257	90224267	+	0.000	0.000	Merged-chr15-90224402-90
NR39827--MA0657.1.KLF13	chr3	116711876	116711893	+	0.000	0.000	Merged-chr3-116712114-84
NR38602--MA0599.1.KLF5	chr3	81835923	81835932	-	0.000	0.000	Merged-chr3-81835793-30
NR22812--MA0741.1.KLF16	chr15	96599089	96599099	+	0.000	0.000	Merged-chr15-96599090-44
NR52584--MA0493.1.Klf1	chr6	119199104	119199114	+	0.000	0.000	Merged-chr6-119199024-52
NR25598--MA0741.1.KLF16	chr17	4994413	4994423	+	0.000	0.000	Merged-chr17-4994437-49
NR8643--MA0741.1.KLF16	chr11	17159268	17159278	+	0.000	0.000	Merged-chr11-17159248-29
NR63252--MA0493.1.Klf1	chr9	65676512	65676522	-	0.000	0.000	Merged-chr9-65676476-52
NR5743--MA0599.1.KLF5	chr10	75060596	75060605	-	0.000	0.000	Merged-chr10-75060687-104
NR20656--MA0741.1.KLF16	chr15	5237423	5237433	-	0.000	0.000	Merged-chr15-5237523-64
NR16356--MA1107.1.KLF9	chr13	55623007	55623019	-	0.000	0.000	Merged-chr13-55622931-60
NR33525--MA0741.1.KLF16	chr2	33371151	33371161	+	0.000	0.000	Merged-chr2-33371227-82
NR31098--MA0741.1.KLF16	chr19	10525243	10525253	-	0.000	0.000	Merged-chr19-10525471-98
NR54716--MA0741.1.KLF16	chr7	24628997	24629007	+	0.000	0.000	Merged-chr7-24629039-26
NR48628--MA0599.1.KLF5	chr5	124075988	124075997	-	0.000	0.000	Merged-chr5-124075936-23
NR13013--MA0740.1.KLF14	chr12	25155527	25155540	-	0.000	0.000	Merged-chr12-25155613-40
NR50096--MA0599.1.KLF5	chr5	147431247	147431256	-	0.000	0.000	Merged-chr5-147431237-9
NR98--MA0493.1.Klf1	chr1	13559536	13559546	-	0.000	0.000	Merged-chr1-13559747-54
NR28566--MA1107.1.KLF9	chr17	85255779	85255791	+	0.000	0.000	Merged-chr17-85255784-17
NR49046--MA0742.1.Klf12	chr5	134552458	134552472	-	0.000	0.000	Merged-chr5-134552324-62
NR7469--MA0741.1.KLF16	chr10	117526719	117526729	+	0.000	0.000	Merged-chr10-117526787-23
NR6384--MA1107.1.KLF9	chr10	81378710	81378722	+	0.000	0.000	Merged-chr10-81378614-74
NR29778--MA0599.1.KLF5	chr18	61726352	61726361	+	0.000	0.000	Merged-chr18-61726319-69
NR35417--MA0493.1.Klf1	chr2	127335993	127336003	+	0.000	0.000	Merged-chr2-127336140-52
NR45008--MA1107.1.KLF9	chr4	148115749	148115761	+	0.000	0.000	Merged-chr4-148115678-7
NR56478--MA0493.1.Klf1	chr7	97480888	97480898	+	0.000	0.000	Merged-chr7-97481047-54
NR55809--MA0493.1.Klf1	chr7	64160764	64160774	-	0.000	0.000	Merged-chr7-64160970-41
NR37511--MA1107.1.KLF9	chr2	178427066	178427078	+	0.000	0.000	Merged-chr2-178427210-3
NR57227--MA1107.1.KLF9	chr7	118996141	118996153	+	0.000	0.000	Merged-chr7-118996312-34
NR2272--MA0599.1.KLF5	chr1	138299676	138299685	+	0.000	0.000	Merged-chr1-138299764-45
NR48080--MA0039.3.KLF4	chr5	114667636	114667646	-	0.000	0.000	Merged-chr5-114667670-56
NR33287--MA0599.1.KLF5	chr2	30982314	30982323	-	0.000	0.000	Merged-chr2-30982189-58
NR48894--MA0740.1.KLF14	chr5	130256866	130256879	+	0.000	0.000	Merged-chr5-130256928-49
NR11448--MA0039.3.KLF4	chr11	102061346	102061356	+	0.000	0.000	Merged-chr11-102061381-17
NR5188--MA0599.1.KLF5	chr10	50592682	50592691	+	0.000	0.000	Merged-chr10-50592743-76
NR48446--MA0657.1.KLF13	chr5	121385619	121385636	+	0.000	0.000	Merged-chr5-121385617-82
NR19197--MA0599.1.KLF5	chr14	55788863	55788872	+	0.000	0.000	Merged-chr14-55788738-58
NR59775--MA0599.1.KLF5	chr8	71634416	71634425	+	0.000	0.000	Merged-chr8-71634399-33
NR31625--MA0039.3.KLF4	chr19	37550755	37550765	-	0.000	0.000	Merged-chr19-37550611-70
NR16129--MA0599.1.KLF5	chr13	51100900	51100909	-	0.000	0.000	Merged-chr13-51101070-137
NR9006--MA0741.1.KLF16	chr11	44470562	44470572	-	0.000	0.000	Merged-chr11-44470413-135
NR26947--MA0741.1.KLF16	chr17	34604040	34604050	-	0.000	0.000	Merged-chr17-34603959-87
NR36100--MA0599.1.KLF5	chr2	150608681	150608690	+	0.000	0.000	Merged-chr2-150608735-106
NR63284--MA0599.1.KLF5	chr9	66795792	66795801	-	0.000	0.000	Merged-chr9-66795647-70
NR31340--MA0599.1.KLF5	chr19	23273915	23273924	+	0.000	0.000	Merged-chr19-23273759-64
NR47596--MA0741.1.KLF16	chr5	105686617	105686627	+	0.000	0.000	Merged-chr5-105686468-30
NR52328--MA0039.3.KLF4	chr6	113681520	113681530	-	0.000	0.000	Merged-chr6-113681431-40
NR3456--MA0599.1.KLF5	chr1	175692817	175692826	+	0.000	0.000	Merged-chr1-175692845-123
