#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR3278--MA0766.1.GATA5	chr17	86496073	86496080	-	0.000	0.000	Merged-chr17-86495952-1
NR7186--MA0035.3.Gata1	chrX	160496686	160496696	+	0.000	0.000	Merged-chrX-160496581-5
NR3539--MA0036.3.GATA2	chr19	16418578	16418588	+	0.000	0.000	Merged-chr19-16418552-32
NR3431--MA0035.3.Gata1	chr18	79353029	79353039	-	0.000	0.000	Merged-chr18-79353064-26
NR7085--MA0036.3.GATA2	chrX	12007353	12007363	-	0.000	0.000	Merged-chrX-12007363-15
NR5932--MA1104.1.GATA6	chr6	135400623	135400635	+	0.000	0.000	Merged-chr6-135400519-22
NR6167--MA1104.1.GATA6	chr7	84166132	84166144	+	0.000	0.000	Merged-chr7-84166236-11
NR1132--MA0035.3.Gata1	chr11	87770968	87770978	+	0.000	0.000	Merged-chr11-87771136-20
NR1403--MA0035.3.Gata1	chr12	28589597	28589607	+	0.000	0.000	Merged-chr12-28589573-34
NR5533--MA0036.3.GATA2	chr5	149392279	149392289	-	0.000	0.000	Merged-chr5-149392157-30
NR173--MA0037.3.GATA3	chr1	94035513	94035520	-	0.000	0.000	Merged-chr1-94035484-87
NR5251--MA0140.2.GATA1::TAL1	chr5	88952942	88952959	-	0.000	0.000	Merged-chr5-88953106-21
NR2284--MA0037.3.GATA3	chr14	60072723	60072730	-	0.000	0.000	Merged-chr14-60072713-24
NR5573--MA0140.2.GATA1::TAL1	chr6	15793418	15793435	-	0.000	0.000	Merged-chr6-15793359-107
NR6340--MA0036.3.GATA2	chr7	143649722	143649732	+	0.000	0.000	Merged-chr7-143649559-54
NR470--MA0482.1.Gata4	chr1	189933725	189933735	-	0.000	0.000	Merged-chr1-189933791-26
NR5267--MA0035.3.Gata1	chr5	90742163	90742173	+	0.000	0.000	Merged-chr5-90742238-22
NR2980--MA0036.3.GATA2	chr16	93839229	93839239	-	0.000	0.000	Merged-chr16-93839317-9
NR2412--MA0037.3.GATA3	chr14	104517162	104517169	-	0.000	0.000	Merged-chr14-104517244-7
NR5381--MA0766.1.GATA5	chr5	121837258	121837265	-	0.000	0.000	Merged-chr5-121837232-116
NR7127--MA0766.1.GATA5	chrX	93617499	93617506	+	0.000	0.000	Merged-chrX-93617420-5
NR3486--MA0036.3.GATA2	chr19	6015317	6015327	+	0.000	0.000	Merged-chr19-6015500-73
NR993--MA0482.1.Gata4	chr11	35537612	35537622	+	0.000	0.000	Merged-chr11-35537638-11
NR7098--MA0036.3.GATA2	chrX	17365318	17365328	+	0.000	0.000	Merged-chrX-17365333-21
NR44--MA0482.1.Gata4	chr1	36920487	36920497	+	0.000	0.000	Merged-chr1-36920402-81
NR5556--MA0766.1.GATA5	chr6	4664524	4664531	-	0.000	0.000	Merged-chr6-4664595-18
NR2297--MA0037.3.GATA3	chr14	63905904	63905911	-	0.000	0.000	Merged-chr14-63906056-16
NR2751--MA0766.1.GATA5	chr16	11078641	11078648	-	0.000	0.000	Merged-chr16-11078619-14
NR4178--MA0482.1.Gata4	chr2	164403160	164403170	-	0.000	0.000	Merged-chr2-164403168-19
NR5208--MA0766.1.GATA5	chr5	64472608	64472615	-	0.000	0.000	Merged-chr5-64472447-77
NR34--MA0035.3.Gata1	chr1	35653568	35653578	-	0.000	0.000	Merged-chr1-35653441-55
NR1823--MA1104.1.GATA6	chr13	45693762	45693774	+	0.000	0.000	Merged-chr13-45693757-77
NR5802--MA0037.3.GATA3	chr6	116136310	116136317	-	0.000	0.000	Merged-chr6-116136227-16
NR295--MA0037.3.GATA3	chr1	151025274	151025281	-	0.000	0.000	Merged-chr1-151025373-52
NR465--MA0140.2.GATA1::TAL1	chr1	187228838	187228855	-	0.000	0.000	Merged-chr1-187228770-56
NR534--MA0036.3.GATA2	chr10	13993678	13993688	+	0.000	0.000	Merged-chr10-13993632-56
NR5640--MA1104.1.GATA6	chr6	50387873	50387885	+	0.000	0.000	Merged-chr6-50387910-30
NR4357--MA0037.3.GATA3	chr3	98362922	98362929	-	0.000	0.000	Merged-chr3-98362961-5
NR5137--MA0035.3.Gata1	chr5	24505728	24505738	+	0.000	0.000	Merged-chr5-24505685-17
NR4811--MA0766.1.GATA5	chr4	89044206	89044213	-	0.000	0.000	Merged-chr4-89044155-38
NR6765--MA0037.3.GATA3	chr9	51908932	51908939	+	0.000	0.000	Merged-chr9-51909085-33
NR4214--MA0037.3.GATA3	chr2	173063423	173063430	-	0.000	0.000	Merged-chr2-173063390-29
NR1482--MA0482.1.Gata4	chr12	82175887	82175897	+	0.000	0.000	Merged-chr12-82175969-10
NR744--MA0035.3.Gata1	chr10	96391847	96391857	-	0.000	0.000	Merged-chr10-96391802-8
NR1456--MA1104.1.GATA6	chr12	70078944	70078956	+	0.000	0.000	Merged-chr12-70078875-55
NR6080--MA0037.3.GATA3	chr7	30099623	30099630	+	0.000	0.000	Merged-chr7-30099514-26
NR3889--MA0766.1.GATA5	chr2	78961707	78961714	+	0.000	0.000	Merged-chr2-78961805-37
NR643--MA0036.3.GATA2	chr10	59431033	59431043	-	0.000	0.000	Merged-chr10-59431050-41
NR1609--MA0766.1.GATA5	chr12	107497092	107497099	-	0.000	0.000	Merged-chr12-107497155-16
NR6596--MA0140.2.GATA1::TAL1	chr8	124260461	124260478	+	0.000	0.000	Merged-chr8-124260405-50
NR1319--MA0140.2.GATA1::TAL1	chr11	116018323	116018340	+	0.000	0.000	Merged-chr11-116018279-9
NR2712--MA0035.3.Gata1	chr15	97373362	97373372	+	0.000	0.000	Merged-chr15-97373444-153
NR47--MA0035.3.Gata1	chr1	36920486	36920496	+	0.000	0.000	Merged-chr1-36920402-81
NR4052--MA0037.3.GATA3	chr2	122138271	122138278	-	0.000	0.000	Merged-chr2-122138123-26
NR3337--MA0482.1.Gata4	chr18	46448738	46448748	-	0.000	0.000	Merged-chr18-46448750-18
NR2611--MA0036.3.GATA2	chr15	78495176	78495186	-	0.000	0.000	Merged-chr15-78495177-43
NR4319--MA0482.1.Gata4	chr3	82333843	82333853	+	0.000	0.000	Merged-chr3-82333766-35
NR5949--MA0766.1.GATA5	chr6	140308148	140308155	+	0.000	0.000	Merged-chr6-140308190-9
NR3149--MA0037.3.GATA3	chr17	36020628	36020635	+	0.000	0.000	Merged-chr17-36020745-74
NR4814--MA0036.3.GATA2	chr4	89400518	89400528	-	0.000	0.000	Merged-chr4-89400416-12
NR7205--MA0036.3.GATA2	chrX	167233408	167233418	+	0.000	0.000	Merged-chrX-167233516-43
NR5297--MA0140.2.GATA1::TAL1	chr5	100070476	100070493	+	0.000	0.000	Merged-chr5-100070344-29
NR5331--MA0482.1.Gata4	chr5	107759309	107759319	+	0.000	0.000	Merged-chr5-107759301-16
NR49--MA0140.2.GATA1::TAL1	chr1	37478680	37478697	+	0.000	0.000	Merged-chr1-37478552-128
NR40--MA1104.1.GATA6	chr1	36684297	36684309	+	0.000	0.000	Merged-chr1-36684318-20
NR656--MA0036.3.GATA2	chr10	67586330	67586340	+	0.000	0.000	Merged-chr10-67586382-65
NR5762--MA1104.1.GATA6	chr6	98609384	98609396	-	0.000	0.000	Merged-chr6-98609321-36
NR5378--MA0482.1.Gata4	chr5	121837258	121837268	+	0.000	0.000	Merged-chr5-121837232-116
NR3303--MA0482.1.Gata4	chr18	34783579	34783589	+	0.000	0.000	Merged-chr18-34783714-45
NR614--MA0035.3.Gata1	chr10	54092218	54092228	+	0.000	0.000	Merged-chr10-54092203-26
NR6890--MA0035.3.Gata1	chr9	86579814	86579824	+	0.000	0.000	Merged-chr9-86579809-9
NR274--MA0037.3.GATA3	chr1	144644804	144644811	+	0.000	0.000	Merged-chr1-144644739-1
NR4341--MA0140.2.GATA1::TAL1	chr3	90446508	90446525	-	0.000	0.000	Merged-chr3-90446607-7
NR6855--MA0036.3.GATA2	chr9	80318149	80318159	+	0.000	0.000	Merged-chr9-80318250-48
NR1399--MA0482.1.Gata4	chr12	28589598	28589608	+	0.000	0.000	Merged-chr12-28589573-34
NR1485--MA0035.3.Gata1	chr12	82175886	82175896	+	0.000	0.000	Merged-chr12-82175969-10
NR970--MA0036.3.GATA2	chr11	20332615	20332625	-	0.000	0.000	Merged-chr11-20332805-89
NR1531--MA0037.3.GATA3	chr12	91746103	91746110	+	0.000	0.000	Merged-chr12-91745848-45
NR632--MA0766.1.GATA5	chr10	59392117	59392124	-	0.000	0.000	Merged-chr10-59392092-23
NR903--MA0766.1.GATA5	chr10	128990355	128990362	-	0.000	0.000	Merged-chr10-128990510-111
NR2563--MA0035.3.Gata1	chr15	60132890	60132900	-	0.000	0.000	Merged-chr15-60132913-50
NR3319--MA0140.2.GATA1::TAL1	chr18	39017889	39017906	+	0.000	0.000	Merged-chr18-39017881-40
NR3320--MA0037.3.GATA3	chr18	39457947	39457954	-	0.000	0.000	Merged-chr18-39457993-13
NR6560--MA0766.1.GATA5	chr8	115436487	115436494	+	0.000	0.000	Merged-chr8-115436321-24
NR3045--MA0482.1.Gata4	chr17	12165548	12165558	+	0.000	0.000	Merged-chr17-12165459-54
NR5477--MA0035.3.Gata1	chr5	141045158	141045168	-	0.000	0.000	Merged-chr5-141045198-6
NR1907--MA0482.1.Gata4	chr13	83727556	83727566	-	0.000	0.000	Merged-chr13-83727511-10
NR5386--MA0766.1.GATA5	chr5	122232124	122232131	+	0.000	0.000	Merged-chr5-122232202-28
NR5632--MA1104.1.GATA6	chr6	50160019	50160031	-	0.000	0.000	Merged-chr6-50160084-30
NR3568--MA0482.1.Gata4	chr19	32465412	32465422	+	0.000	0.000	Merged-chr19-32465460-36
NR4078--MA0037.3.GATA3	chr2	132449038	132449045	-	0.000	0.000	Merged-chr2-132449088-2
NR5605--MA0035.3.Gata1	chr6	37455628	37455638	-	0.000	0.000	Merged-chr6-37455816-24
NR1107--MA0140.2.GATA1::TAL1	chr11	79132071	79132088	-	0.000	0.000	Merged-chr11-79132078-52
NR4187--MA1104.1.GATA6	chr2	166719516	166719528	-	0.000	0.000	Merged-chr2-166719426-29
NR1769--MA0035.3.Gata1	chr13	29756229	29756239	-	0.000	0.000	Merged-chr13-29756237-14
NR5038--MA0766.1.GATA5	chr4	154334813	154334820	+	0.000	0.000	Merged-chr4-154334922-29
NR4875--MA0035.3.Gata1	chr4	114910042	114910052	+	0.000	0.000	Merged-chr4-114910225-3
NR1002--MA0036.3.GATA2	chr11	45959892	45959902	+	0.000	0.000	Merged-chr11-45959987-18
NR1815--MA0037.3.GATA3	chr13	42101817	42101824	-	0.000	0.000	Merged-chr13-42101708-35
NR1474--MA0482.1.Gata4	chr12	76533015	76533025	+	0.000	0.000	Merged-chr12-76533132-4
NR1719--MA1104.1.GATA6	chr13	5757295	5757307	+	0.000	0.000	Merged-chr13-5757363-53
NR4190--MA0035.3.Gata1	chr2	166719517	166719527	+	0.000	0.000	Merged-chr2-166719426-29
NR5562--MA0482.1.Gata4	chr6	12784994	12785004	-	0.000	0.000	Merged-chr6-12785179-11
NR2159--MA1104.1.GATA6	chr14	20938523	20938535	+	0.000	0.000	Merged-chr14-20938430-1
NR3215--MA0766.1.GATA5	chr17	71192199	71192206	+	0.000	0.000	Merged-chr17-71192022-46
NR3205--MA0036.3.GATA2	chr17	65558609	65558619	+	0.000	0.000	Merged-chr17-65558424-20
NR6040--MA0036.3.GATA2	chr7	3707126	3707136	-	0.000	0.000	Merged-chr7-3707175-8
NR5265--MA1104.1.GATA6	chr5	90742162	90742174	-	0.000	0.000	Merged-chr5-90742238-22
NR322--MA0035.3.Gata1	chr1	153847115	153847125	-	0.000	0.000	Merged-chr1-153847127-37
NR4127--MA0140.2.GATA1::TAL1	chr2	146498567	146498584	+	0.000	0.000	Merged-chr2-146498425-8
NR6844--MA0766.1.GATA5	chr9	78024981	78024988	-	0.000	0.000	Merged-chr9-78024957-31
NR2704--MA0035.3.Gata1	chr15	96543514	96543524	-	0.000	0.000	Merged-chr15-96543525-72
NR2093--MA0037.3.GATA3	chr13	114935608	114935615	-	0.000	0.000	Merged-chr13-114935699-10
NR1491--MA1104.1.GATA6	chr12	84764149	84764161	+	0.000	0.000	Merged-chr12-84764443-25
NR5399--MA0766.1.GATA5	chr5	129715422	129715429	-	0.000	0.000	Merged-chr5-129715582-48
NR3790--MA0037.3.GATA3	chr2	52952406	52952413	-	0.000	0.000	Merged-chr2-52952534-7
NR3324--MA0766.1.GATA5	chr18	39457947	39457954	-	0.000	0.000	Merged-chr18-39457993-13
NR3109--MA0036.3.GATA2	chr17	27323302	27323312	+	0.000	0.000	Merged-chr17-27323176-36
NR3694--MA1104.1.GATA6	chr2	17644923	17644935	+	0.000	0.000	Merged-chr2-17644831-25
NR4750--MA0766.1.GATA5	chr4	47319835	47319842	+	0.000	0.000	Merged-chr4-47319930-54
NR2594--MA0766.1.GATA5	chr15	73599774	73599781	-	0.000	0.000	Merged-chr15-73599756-21
NR2855--MA0036.3.GATA2	chr16	45025478	45025488	-	0.000	0.000	Merged-chr16-45025536-40
NR4424--MA0037.3.GATA3	chr3	122419826	122419833	+	0.000	0.000	Merged-chr3-122419865-81
NR5204--MA0035.3.Gata1	chr5	64371382	64371392	+	0.000	0.000	Merged-chr5-64371502-26
NR3815--MA0140.2.GATA1::TAL1	chr2	60278883	60278900	-	0.000	0.000	Merged-chr2-60278865-11
NR5432--MA0482.1.Gata4	chr5	137170915	137170925	-	0.000	0.000	Merged-chr5-137171021-10
NR5042--MA0035.3.Gata1	chr4	154981682	154981692	-	0.000	0.000	Merged-chr4-154981680-18
NR3818--MA0482.1.Gata4	chr2	60328750	60328760	+	0.000	0.000	Merged-chr2-60328757-33
NR792--MA0035.3.Gata1	chr10	108406936	108406946	-	0.000	0.000	Merged-chr10-108407108-16
NR123--MA0037.3.GATA3	chr1	79752490	79752497	+	0.000	0.000	Merged-chr1-79752241-78
NR3056--MA0036.3.GATA2	chr17	12513727	12513737	+	0.000	0.000	Merged-chr17-12513699-7
NR486--MA0036.3.GATA2	chr1	191445990	191446000	+	0.000	0.000	Merged-chr1-191445969-55
NR1182--MA0482.1.Gata4	chr11	98497545	98497555	+	0.000	0.000	Merged-chr11-98497586-22
NR7154--MA0766.1.GATA5	chrX	107088384	107088391	-	0.000	0.000	Merged-chrX-107088422-23
NR3014--MA0035.3.Gata1	chr16	97204300	97204310	+	0.000	0.000	Merged-chr16-97204388-55
NR3623--MA0140.2.GATA1::TAL1	chr19	40818906	40818923	+	0.000	0.000	Merged-chr19-40819012-30
NR5259--MA0036.3.GATA2	chr5	90403088	90403098	+	0.000	0.000	Merged-chr5-90403196-7
NR3579--MA0036.3.GATA2	chr19	33053336	33053346	+	0.000	0.000	Merged-chr19-33053321-32
NR5336--MA0482.1.Gata4	chr5	107778860	107778870	+	0.000	0.000	Merged-chr5-107778992-16
NR4620--MA0766.1.GATA5	chr3	149225937	149225944	-	0.000	0.000	Merged-chr3-149225806-29
NR4708--MA0037.3.GATA3	chr4	33189443	33189450	-	0.000	0.000	Merged-chr4-33189254-36
NR5126--MA0766.1.GATA5	chr5	20931521	20931528	-	0.000	0.000	Merged-chr5-20931511-6
NR2710--MA1104.1.GATA6	chr15	97373361	97373373	-	0.000	0.000	Merged-chr15-97373444-153
NR45--MA1104.1.GATA6	chr1	36920485	36920497	-	0.000	0.000	Merged-chr1-36920402-81
NR824--MA0035.3.Gata1	chr10	116664336	116664346	-	0.000	0.000	Merged-chr10-116664420-26
NR1628--MA0482.1.Gata4	chr12	112743309	112743319	+	0.000	0.000	Merged-chr12-112743369-41
NR7048--MA0036.3.GATA2	chr9	120961808	120961818	-	0.000	0.000	Merged-chr9-120961674-26
NR6895--MA0035.3.Gata1	chr9	88722041	88722051	+	0.000	0.000	Merged-chr9-88721964-40
NR5720--MA0037.3.GATA3	chr6	83125225	83125232	+	0.000	0.000	Merged-chr6-83125088-40
NR5368--MA0036.3.GATA2	chr5	118069583	118069593	-	0.000	0.000	Merged-chr5-118069472-39
NR5065--MA0140.2.GATA1::TAL1	chr5	3887073	3887090	-	0.000	0.000	Merged-chr5-3887091-30
NR3688--MA0036.3.GATA2	chr2	11706150	11706160	-	0.000	0.000	Merged-chr2-11706228-2
NR5082--MA1104.1.GATA6	chr5	8374460	8374472	+	0.000	0.000	Merged-chr5-8374526-17
NR7006--MA0035.3.Gata1	chr9	115526272	115526282	-	0.000	0.000	Merged-chr9-115526484-32
NR4179--MA1104.1.GATA6	chr2	164403160	164403172	+	0.000	0.000	Merged-chr2-164403168-19
NR5210--MA1104.1.GATA6	chr5	64568010	64568022	+	0.000	0.000	Merged-chr5-64568007-12
NR4110--MA0766.1.GATA5	chr2	144300385	144300392	+	0.000	0.000	Merged-chr2-144300316-30
NR4751--MA1104.1.GATA6	chr4	48039820	48039832	+	0.000	0.000	Merged-chr4-48039854-22
NR5191--MA1104.1.GATA6	chr5	53566528	53566540	-	0.000	0.000	Merged-chr5-53566690-62
NR356--MA0036.3.GATA2	chr1	162734416	162734426	+	0.000	0.000	Merged-chr1-162734445-9
NR1993--MA0037.3.GATA3	chr13	100576090	100576097	+	0.000	0.000	Merged-chr13-100576105-29
NR1246--MA0036.3.GATA2	chr11	106438887	106438897	+	0.000	0.000	Merged-chr11-106438995-31
NR4081--MA0036.3.GATA2	chr2	132449037	132449047	+	0.000	0.000	Merged-chr2-132449088-2
NR1323--MA0482.1.Gata4	chr11	118379749	118379759	-	0.000	0.000	Merged-chr11-118379704-27
NR1989--MA0482.1.Gata4	chr13	98944928	98944938	-	0.000	0.000	Merged-chr13-98944863-49
NR3279--MA0035.3.Gata1	chr17	86496072	86496082	+	0.000	0.000	Merged-chr17-86495952-1
NR2943--MA0036.3.GATA2	chr16	89849287	89849297	-	0.000	0.000	Merged-chr16-89849155-62
NR5063--MA0036.3.GATA2	chr5	3887082	3887092	-	0.000	0.000	Merged-chr5-3887091-30
NR6587--MA0037.3.GATA3	chr8	121650684	121650691	+	0.000	0.000	Merged-chr8-121650674-17
NR685--MA0482.1.Gata4	chr10	77021478	77021488	+	0.000	0.000	Merged-chr10-77021563-39
NR593--MA1104.1.GATA6	chr10	39378350	39378362	-	0.000	0.000	Merged-chr10-39378270-8
NR1483--MA1104.1.GATA6	chr12	82175885	82175897	-	0.000	0.000	Merged-chr12-82175969-10
NR4681--MA0482.1.Gata4	chr4	10770161	10770171	-	0.000	0.000	Merged-chr4-10770192-53
NR2334--MA0766.1.GATA5	chr14	78436108	78436115	+	0.000	0.000	Merged-chr14-78436014-44
NR1626--MA0140.2.GATA1::TAL1	chr12	112623894	112623911	-	0.000	0.000	Merged-chr12-112623897-8
NR5733--MA0037.3.GATA3	chr6	91125080	91125087	+	0.000	0.000	Merged-chr6-91125010-35
NR194--MA0036.3.GATA2	chr1	105543278	105543288	-	0.000	0.000	Merged-chr1-105543373-21
NR475--MA0766.1.GATA5	chr1	191102864	191102871	-	0.000	0.000	Merged-chr1-191102990-43
NR1502--MA0037.3.GATA3	chr12	89853230	89853237	-	0.000	0.000	Merged-chr12-89853221-2
NR542--MA0482.1.Gata4	chr10	17550174	17550184	-	0.000	0.000	Merged-chr10-17550297-37
NR2653--MA0482.1.Gata4	chr15	82914619	82914629	-	0.000	0.000	Merged-chr15-82914694-36
NR2561--MA1104.1.GATA6	chr15	60132889	60132901	+	0.000	0.000	Merged-chr15-60132913-50
NR3558--MA0036.3.GATA2	chr19	31321987	31321997	-	0.000	0.000	Merged-chr19-31321995-11
NR3338--MA1104.1.GATA6	chr18	46448738	46448750	+	0.000	0.000	Merged-chr18-46448750-18
NR5838--MA0482.1.Gata4	chr6	125071326	125071336	+	0.000	0.000	Merged-chr6-125071459-61
NR7128--MA0035.3.Gata1	chrX	93617497	93617507	-	0.000	0.000	Merged-chrX-93617420-5
NR3970--MA0140.2.GATA1::TAL1	chr2	102955392	102955409	-	0.000	0.000	Merged-chr2-102955467-1
NR5719--MA0035.3.Gata1	chr6	83033613	83033623	+	0.000	0.000	Merged-chr6-83033579-6
NR6993--MA0482.1.Gata4	chr9	112174907	112174917	-	0.000	0.000	Merged-chr9-112174843-101
NR6152--MA0140.2.GATA1::TAL1	chr7	79349919	79349936	+	0.000	0.000	Merged-chr7-79349888-28
NR4646--MA0766.1.GATA5	chr3	152928850	152928857	-	0.000	0.000	Merged-chr3-152928852-31
NR2300--MA0766.1.GATA5	chr14	63905904	63905911	-	0.000	0.000	Merged-chr14-63906056-16
NR7104--MA0482.1.Gata4	chrX	23673359	23673369	+	0.000	0.000	Merged-chrX-23673581-22
NR5153--MA0482.1.Gata4	chr5	33304162	33304172	-	0.000	0.000	Merged-chr5-33304235-9
NR5332--MA1104.1.GATA6	chr5	107759307	107759319	-	0.000	0.000	Merged-chr5-107759301-16
NR3268--MA0482.1.Gata4	chr17	86038315	86038325	+	0.000	0.000	Merged-chr17-86038391-20
NR4898--MA0766.1.GATA5	chr4	123510579	123510586	-	0.000	0.000	Merged-chr4-123510606-7
NR5680--MA0037.3.GATA3	chr6	58640340	58640347	-	0.000	0.000	Merged-chr6-58640552-47
NR5599--MA0036.3.GATA2	chr6	34364727	34364737	-	0.000	0.000	Merged-chr6-34364838-25
NR3400--MA0037.3.GATA3	chr18	66502128	66502135	+	0.000	0.000	Merged-chr18-66502099-22
NR5379--MA1104.1.GATA6	chr5	121837256	121837268	-	0.000	0.000	Merged-chr5-121837232-116
NR5557--MA0035.3.Gata1	chr6	4664523	4664533	+	0.000	0.000	Merged-chr6-4664595-18
NR370--MA0035.3.Gata1	chr1	164136961	164136971	-	0.000	0.000	Merged-chr1-164136892-1
NR826--MA0482.1.Gata4	chr10	117418184	117418194	+	0.000	0.000	Merged-chr10-117417999-69
NR1174--MA0482.1.Gata4	chr11	97246705	97246715	+	0.000	0.000	Merged-chr11-97246717-13
NR3304--MA1104.1.GATA6	chr18	34783577	34783589	-	0.000	0.000	Merged-chr18-34783714-45
NR4280--MA0482.1.Gata4	chr3	41107782	41107792	+	0.000	0.000	Merged-chr3-41107952-27
NR7008--MA0482.1.Gata4	chr9	116283895	116283905	+	0.000	0.000	Merged-chr9-116283998-37
NR3285--MA1104.1.GATA6	chr17	86880651	86880663	-	0.000	0.000	Merged-chr17-86880662-37
NR2932--MA0766.1.GATA5	chr16	78237070	78237077	-	0.000	0.000	Merged-chr16-78236959-38
NR2523--MA0482.1.Gata4	chr15	37932656	37932666	-	0.000	0.000	Merged-chr15-37932559-17
NR1078--MA0482.1.Gata4	chr11	70221901	70221911	+	0.000	0.000	Merged-chr11-70221855-4
NR4812--MA0035.3.Gata1	chr4	89044205	89044215	+	0.000	0.000	Merged-chr4-89044155-38
NR7117--MA0482.1.Gata4	chrX	75032273	75032283	+	0.000	0.000	Merged-chrX-75032186-8
NR5345--MA1104.1.GATA6	chr5	110284773	110284785	+	0.000	0.000	Merged-chr5-110284699-32
NR4818--MA0140.2.GATA1::TAL1	chr4	89486077	89486094	-	0.000	0.000	Merged-chr4-89486149-23
NR4711--MA0036.3.GATA2	chr4	33189442	33189452	+	0.000	0.000	Merged-chr4-33189254-36
NR402--MA0035.3.Gata1	chr1	175672150	175672160	+	0.000	0.000	Merged-chr1-175671979-22
NR2564--MA0140.2.GATA1::TAL1	chr15	60132881	60132898	-	0.000	0.000	Merged-chr15-60132913-50
NR1733--MA0037.3.GATA3	chr13	12412202	12412209	+	0.000	0.000	Merged-chr13-12412239-11
NR6914--MA0036.3.GATA2	chr9	92274724	92274734	-	0.000	0.000	Merged-chr9-92274591-56
NR690--MA0140.2.GATA1::TAL1	chr10	77353529	77353546	-	0.000	0.000	Merged-chr10-77353573-28
NR3046--MA1104.1.GATA6	chr17	12165546	12165558	-	0.000	0.000	Merged-chr17-12165459-54
NR1908--MA1104.1.GATA6	chr13	83727556	83727568	+	0.000	0.000	Merged-chr13-83727511-10
NR5156--MA0035.3.Gata1	chr5	33304163	33304173	-	0.000	0.000	Merged-chr5-33304235-9
NR677--MA0482.1.Gata4	chr10	75406252	75406262	-	0.000	0.000	Merged-chr10-75406076-29
NR4671--MA0140.2.GATA1::TAL1	chr4	7152112	7152129	-	0.000	0.000	Merged-chr4-7152146-8
NR1296--MA0482.1.Gata4	chr11	112889835	112889845	-	0.000	0.000	Merged-chr11-112889934-3
NR1475--MA1104.1.GATA6	chr12	76533013	76533025	-	0.000	0.000	Merged-chr12-76533132-4
NR1838--MA0482.1.Gata4	chr13	55636687	55636697	+	0.000	0.000	Merged-chr13-55636712-28
NR5930--MA0037.3.GATA3	chr6	135400626	135400633	+	0.000	0.000	Merged-chr6-135400519-22
NR6165--MA0037.3.GATA3	chr7	84166135	84166142	+	0.000	0.000	Merged-chr7-84166236-11
NR4734--MA0766.1.GATA5	chr4	43973613	43973620	-	0.000	0.000	Merged-chr4-43973629-28
NR1998--MA1104.1.GATA6	chr13	101702249	101702261	+	0.000	0.000	Merged-chr13-101702260-81
NR6590--MA0036.3.GATA2	chr8	121650682	121650692	-	0.000	0.000	Merged-chr8-121650674-17
NR6937--MA0766.1.GATA5	chr9	95289193	95289200	+	0.000	0.000	Merged-chr9-95289296-28
NR3806--MA1104.1.GATA6	chr2	58179217	58179229	-	0.000	0.000	Merged-chr2-58179178-61
NR4782--MA0482.1.Gata4	chr4	85005540	85005550	+	0.000	0.000	Merged-chr4-85005781-54
NR847--MA0766.1.GATA5	chr10	118172705	118172712	-	0.000	0.000	Merged-chr10-118172658-46
NR1501--MA0140.2.GATA1::TAL1	chr12	86801008	86801025	+	0.000	0.000	Merged-chr12-86801088-15
NR822--MA1104.1.GATA6	chr10	116664335	116664347	+	0.000	0.000	Merged-chr10-116664420-26
NR2882--MA0036.3.GATA2	chr16	56800671	56800681	+	0.000	0.000	Merged-chr16-56800625-33
NR4628--MA0036.3.GATA2	chr3	149485336	149485346	-	0.000	0.000	Merged-chr3-149485335-12
NR4520--MA0035.3.Gata1	chr3	136725868	136725878	+	0.000	0.000	Merged-chr3-136725981-1
NR500--MA0482.1.Gata4	chr1	193449794	193449804	-	0.000	0.000	Merged-chr1-193449672-37
NR6181--MA0035.3.Gata1	chr7	92805485	92805495	-	0.000	0.000	Merged-chr7-92805492-6
NR7077--MA0482.1.Gata4	chrX	11664675	11664685	+	0.000	0.000	Merged-chrX-11664686-45
NR6669--MA0140.2.GATA1::TAL1	chr9	14499422	14499439	+	0.000	0.000	Merged-chr9-14499189-81
NR6178--MA0037.3.GATA3	chr7	90345206	90345213	-	0.000	0.000	Merged-chr7-90345081-52
NR5519--MA0140.2.GATA1::TAL1	chr5	148379872	148379889	+	0.000	0.000	Merged-chr5-148379823-53
NR4737--MA0036.3.GATA2	chr4	46152003	46152013	+	0.000	0.000	Merged-chr4-46152127-36
NR904--MA0035.3.Gata1	chr10	128990354	128990364	+	0.000	0.000	Merged-chr10-128990510-111
NR2592--MA0482.1.Gata4	chr15	73599774	73599784	+	0.000	0.000	Merged-chr15-73599756-21
NR2863--MA0482.1.Gata4	chr16	49774803	49774813	+	0.000	0.000	Merged-chr16-49774880-113
NR261--MA0036.3.GATA2	chr1	138249025	138249035	+	0.000	0.000	Merged-chr1-138248934-12
NR3819--MA1104.1.GATA6	chr2	60328748	60328760	-	0.000	0.000	Merged-chr2-60328757-33
NR755--MA0140.2.GATA1::TAL1	chr10	96648117	96648134	+	0.000	0.000	Merged-chr10-96648180-16
NR537--MA0035.3.Gata1	chr10	13999025	13999035	-	0.000	0.000	Merged-chr10-13999186-36
