#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/Prdm1KO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
NR3932--MA0496.2.MAFK	chr13	112385234	112385252	-	0.000	0.000	Merged-chr13-112385232-32
NR9245--MA0089.1.MAFG::NFE2L1	chr4	101141976	101141981	-	0.000	0.000	Merged-chr4-101141952-10
NR6722--MA0591.1.Bach1::Mafk	chr19	53434060	53434074	+	0.000	0.000	Merged-chr19-53434218-37
NR13081--MA0591.1.Bach1::Mafk	chr9	48817501	48817515	+	0.000	0.000	Merged-chr9-48817420-28
NR7462--MA0089.1.MAFG::NFE2L1	chr2	118660077	118660082	+	0.000	0.000	Merged-chr2-118660101-45
NR1688--MA0089.1.MAFG::NFE2L1	chr10	96325544	96325549	-	0.000	0.000	Merged-chr10-96325497-34
NR9484--MA0117.2.Mafb	chr4	139579225	139579236	+	0.000	0.000	Merged-chr4-139579133-70
NR6555--MA0659.1.MAFG	chr19	12473170	12473190	-	0.000	0.000	Merged-chr19-12473105-63
NR13372--MA0501.1.MAF::NFE2	chr9	96782300	96782314	+	0.000	0.000	Merged-chr9-96782451-32
NR3706--MA0117.2.Mafb	chr13	95419599	95419610	-	0.000	0.000	Merged-chr13-95419619-28
NR8486--MA0496.2.MAFK	chr3	107357233	107357251	-	0.000	0.000	Merged-chr3-107357315-31
NR2708--MA0496.2.MAFK	chr12	32292544	32292562	-	0.000	0.000	Merged-chr12-32292439-88
NR11664--MA0659.1.MAFG	chr7	29816016	29816036	+	0.000	0.000	Merged-chr7-29816029-62
NR10344--MA0495.2.MAFF	chr5	122995123	122995143	+	0.000	0.000	Merged-chr5-122995076-1
NR3917--MA0591.1.Bach1::Mafk	chr13	112287334	112287348	-	0.000	0.000	Merged-chr13-112287336-21
NR303--MA0117.2.Mafb	chr1	80728462	80728473	+	0.000	0.000	Merged-chr1-80728475-49
NR1663--MA0591.1.Bach1::Mafk	chr10	93946124	93946138	-	0.000	0.000	Merged-chr10-93946109-39
NR143--MA0591.1.Bach1::Mafk	chr1	40054070	40054084	-	0.000	0.000	Merged-chr1-40054035-12
NR10704--MA0591.1.Bach1::Mafk	chr6	39312040	39312054	-	0.000	0.000	Merged-chr6-39311993-25
NR2079--MA0117.2.Mafb	chr11	44504926	44504937	+	0.000	0.000	Merged-chr11-44505039-2
NR4689--MA0089.1.MAFG::NFE2L1	chr15	41612508	41612513	-	0.000	0.000	Merged-chr15-41612397-47
NR7506--MA0117.2.Mafb	chr2	125667316	125667327	-	0.000	0.000	Merged-chr2-125667396-37
NR2225--MA0089.1.MAFG::NFE2L1	chr11	72953999	72954004	-	0.000	0.000	Merged-chr11-72953852-64
NR6866--MA0496.2.MAFK	chr2	11497009	11497027	+	0.000	0.000	Merged-chr2-11496832-15
NR6101--MA0495.2.MAFF	chr18	10744227	10744247	-	0.000	0.000	Merged-chr18-10744169-16
NR1455--MA0659.1.MAFG	chr10	63175222	63175242	-	0.000	0.000	Merged-chr10-63175316-22
NR7979--MA0089.1.MAFG::NFE2L1	chr2	177840318	177840323	+	0.000	0.000	Merged-chr2-177840278-65
NR13284--MA0117.2.Mafb	chr9	85118101	85118112	-	0.000	0.000	Merged-chr9-85118117-16
NR2618--MA0591.1.Bach1::Mafk	chr12	8521715	8521729	+	0.000	0.000	Merged-chr12-8521654-50
NR13143--MA0496.2.MAFK	chr9	61277815	61277833	+	0.000	0.000	Merged-chr9-61277901-26
NR4361--MA0591.1.Bach1::Mafk	chr14	75444959	75444973	+	0.000	0.000	Merged-chr14-75444835-23
NR3732--MA0089.1.MAFG::NFE2L1	chr13	98944821	98944826	+	0.000	0.000	Merged-chr13-98944863-49
NR9814--MA0495.2.MAFF	chr5	21658704	21658724	+	0.000	0.000	Merged-chr5-21658802-28
NR4364--MA0496.2.MAFK	chr14	75444957	75444975	+	0.000	0.000	Merged-chr14-75444835-23
NR6546--MA0117.2.Mafb	chr19	11130149	11130160	-	0.000	0.000	Merged-chr19-11129976-16
NR3987--MA0501.1.MAF::NFE2	chr13	117196139	117196153	+	0.000	0.000	Merged-chr13-117196008-56
NR770--MA0501.1.MAF::NFE2	chr1	160042516	160042530	-	0.000	0.000	Merged-chr1-160042538-15
NR8066--MA0495.2.MAFF	chr3	18243867	18243887	+	0.000	0.000	Merged-chr3-18243680-52
NR12811--MA0591.1.Bach1::Mafk	chr8	117033602	117033616	-	0.000	0.000	Merged-chr8-117033568-28
NR11792--MA0591.1.Bach1::Mafk	chr7	66292087	66292101	+	0.000	0.000	Merged-chr7-66292206-13
NR8948--MA0495.2.MAFF	chr4	24569373	24569393	+	0.000	0.000	Merged-chr4-24569297-30
NR6155--MA0089.1.MAFG::NFE2L1	chr18	32543299	32543304	-	0.000	0.000	Merged-chr18-32543284-47
NR9704--MA0659.1.MAFG	chr5	8056411	8056431	+	0.000	0.000	Merged-chr5-8056503-117
NR9230--MA0089.1.MAFG::NFE2L1	chr4	99942369	99942374	-	0.000	0.000	Merged-chr4-99942261-47
NR2036--MA0089.1.MAFG::NFE2L1	chr11	33767426	33767431	+	0.000	0.000	Merged-chr11-33767585-2
NR648--MA0117.2.Mafb	chr1	143192337	143192348	+	0.000	0.000	Merged-chr1-143192394-27
NR5262--MA0495.2.MAFF	chr16	57174664	57174684	+	0.000	0.000	Merged-chr16-57174772-11
NR424--MA0089.1.MAFG::NFE2L1	chr1	94056132	94056137	-	0.000	0.000	Merged-chr1-94056150-27
NR7129--MA0501.1.MAF::NFE2	chr2	65199770	65199784	+	0.000	0.000	Merged-chr2-65199920-22
NR11512--MA0591.1.Bach1::Mafk	chr6	145256833	145256847	+	0.000	0.000	Merged-chr6-145256997-16
NR12421--MA0495.2.MAFF	chr8	34173429	34173449	-	0.000	0.000	Merged-chr8-34173383-21
NR6948--MA0089.1.MAFG::NFE2L1	chr2	31082814	31082819	+	0.000	0.000	Merged-chr2-31082849-41
NR11203--MA0117.2.Mafb	chr6	114861341	114861352	+	0.000	0.000	Merged-chr6-114861372-21
NR7877--MA0089.1.MAFG::NFE2L1	chr2	167358515	167358520	+	0.000	0.000	Merged-chr2-167358645-9
NR4674--MA0089.1.MAFG::NFE2L1	chr15	38535543	38535548	-	0.000	0.000	Merged-chr15-38535554-39
NR10623--MA0089.1.MAFG::NFE2L1	chr6	15841675	15841680	-	0.000	0.000	Merged-chr6-15841669-6
NR7210--MA0501.1.MAF::NFE2	chr2	79009913	79009927	+	0.000	0.000	Merged-chr2-79010022-27
NR10346--MA0117.2.Mafb	chr5	122995132	122995143	-	0.000	0.000	Merged-chr5-122995076-1
NR2750--MA0591.1.Bach1::Mafk	chr12	36134326	36134340	-	0.000	0.000	Merged-chr12-36134299-2
NR2785--MA0495.2.MAFF	chr12	51543641	51543661	-	0.000	0.000	Merged-chr12-51543736-20
NR12798--MA0089.1.MAFG::NFE2L1	chr8	114572656	114572661	+	0.000	0.000	Merged-chr8-114572500-1
NR6544--MA0089.1.MAFG::NFE2L1	chr19	10839216	10839221	+	0.000	0.000	Merged-chr19-10839389-65
NR1839--MA0501.1.MAF::NFE2	chr10	121334826	121334840	-	0.000	0.000	Merged-chr10-121334819-22
NR6920--MA0089.1.MAFG::NFE2L1	chr2	26327839	26327844	+	0.000	0.000	Merged-chr2-26327920-6
NR5446--MA0591.1.Bach1::Mafk	chr16	95168392	95168406	+	0.000	0.000	Merged-chr16-95168544-53
NR9895--MA0501.1.MAF::NFE2	chr5	38307974	38307988	-	0.000	0.000	Merged-chr5-38307807-52
NR3192--MA0591.1.Bach1::Mafk	chr12	113485581	113485595	-	0.000	0.000	Merged-chr12-113485346-21
NR1080--MA0089.1.MAFG::NFE2L1	chr1	189675706	189675711	-	0.000	0.000	Merged-chr1-189675672-22
NR4618--MA0591.1.Bach1::Mafk	chr15	12667948	12667962	-	0.000	0.000	Merged-chr15-12668076-24
NR8977--MA0659.1.MAFG	chr4	33587738	33587758	-	0.000	0.000	Merged-chr4-33587729-131
NR8632--MA0117.2.Mafb	chr3	133760372	133760383	+	0.000	0.000	Merged-chr3-133760332-18
NR9841--MA0495.2.MAFF	chr5	30000613	30000633	-	0.000	0.000	Merged-chr5-30000750-6
NR8414--MA0089.1.MAFG::NFE2L1	chr3	95909548	95909553	-	0.000	0.000	Merged-chr3-95909537-31
NR10758--MA0501.1.MAF::NFE2	chr6	52825699	52825713	+	0.000	0.000	Merged-chr6-52825813-18
NR12877--MA0591.1.Bach1::Mafk	chr8	124793492	124793506	-	0.000	0.000	Merged-chr8-124793304-30
NR9105--MA0501.1.MAF::NFE2	chr4	63899067	63899081	-	0.000	0.000	Merged-chr4-63899190-80
NR2512--MA0089.1.MAFG::NFE2L1	chr11	117666743	117666748	-	0.000	0.000	Merged-chr11-117666670-15
NR10581--MA0496.2.MAFK	chr6	3496430	3496448	+	0.000	0.000	Merged-chr6-3496456-14
NR1920--MA0501.1.MAF::NFE2	chr10	130340402	130340416	-	0.000	0.000	Merged-chr10-130340277-13
NR12770--MA0089.1.MAFG::NFE2L1	chr8	109694108	109694113	+	0.000	0.000	Merged-chr8-109694210-14
NR11964--MA0591.1.Bach1::Mafk	chr7	101504749	101504763	-	0.000	0.000	Merged-chr7-101504709-13
NR2787--MA0659.1.MAFG	chr12	51543641	51543661	+	0.000	0.000	Merged-chr12-51543736-20
NR6846--MA0089.1.MAFG::NFE2L1	chr2	9997716	9997721	+	0.000	0.000	Merged-chr2-9997770-18
NR11201--MA0496.2.MAFK	chr6	114781491	114781509	+	0.000	0.000	Merged-chr6-114781615-12
NR6759--MA0501.1.MAF::NFE2	chr19	56647504	56647518	+	0.000	0.000	Merged-chr19-56647541-17
NR3878--MA0591.1.Bach1::Mafk	chr13	109822603	109822617	-	0.000	0.000	Merged-chr13-109822486-79
NR12311--MA0117.2.Mafb	chr7	143685923	143685934	-	0.000	0.000	Merged-chr7-143685833-51
NR1012--MA0117.2.Mafb	chr1	182657754	182657765	-	0.000	0.000	Merged-chr1-182657860-43
NR13186--MA0117.2.Mafb	chr9	70581174	70581185	+	0.000	0.000	Merged-chr9-70581200-1
NR1018--MA0089.1.MAFG::NFE2L1	chr1	183987870	183987875	+	0.000	0.000	Merged-chr1-183987914-47
NR624--MA0089.1.MAFG::NFE2L1	chr1	138162772	138162777	-	0.000	0.000	Merged-chr1-138162905-55
NR11528--MA0496.2.MAFK	chr6	146439389	146439407	-	0.000	0.000	Merged-chr6-146439604-15
NR5264--MA0117.2.Mafb	chr16	57174664	57174675	+	0.000	0.000	Merged-chr16-57174772-11
NR8225--MA0089.1.MAFG::NFE2L1	chr3	65666318	65666323	-	0.000	0.000	Merged-chr3-65666275-57
NR3815--MA0501.1.MAF::NFE2	chr13	103357064	103357078	+	0.000	0.000	Merged-chr13-103356902-29
NR6583--MA0501.1.MAF::NFE2	chr19	20239517	20239531	-	0.000	0.000	Merged-chr19-20239652-7
NR1006--MA0495.2.MAFF	chr1	182528172	182528192	-	0.000	0.000	Merged-chr1-182528373-67
NR2716--MA0501.1.MAF::NFE2	chr12	33160631	33160645	+	0.000	0.000	Merged-chr12-33160530-65
NR2257--MA0591.1.Bach1::Mafk	chr11	78328340	78328354	+	0.000	0.000	Merged-chr11-78328473-53
NR6236--MA0495.2.MAFF	chr18	50024246	50024266	+	0.000	0.000	Merged-chr18-50024197-35
NR3454--MA0089.1.MAFG::NFE2L1	chr13	40843634	40843639	+	0.000	0.000	Merged-chr13-40843566-9
NR8621--MA0496.2.MAFK	chr3	132791339	132791357	-	0.000	0.000	Merged-chr3-132791387-40
NR7082--MA0089.1.MAFG::NFE2L1	chr2	59393329	59393334	-	0.000	0.000	Merged-chr2-59393267-21
NR3503--MA0496.2.MAFK	chr13	45827704	45827722	+	0.000	0.000	Merged-chr13-45827627-7
NR2669--MA0495.2.MAFF	chr12	25240217	25240237	-	0.000	0.000	Merged-chr12-25240283-42
NR7107--MA0089.1.MAFG::NFE2L1	chr2	61712733	61712738	-	0.000	0.000	Merged-chr2-61712803-19
NR8510--MA0591.1.Bach1::Mafk	chr3	109124297	109124311	-	0.000	0.000	Merged-chr3-109124189-33
NR10534--MA0089.1.MAFG::NFE2L1	chr5	149160677	149160682	-	0.000	0.000	Merged-chr5-149160687-30
NR3449--MA0591.1.Bach1::Mafk	chr13	40099325	40099339	+	0.000	0.000	Merged-chr13-40099139-6
NR11537--MA0496.2.MAFK	chr6	146960324	146960342	-	0.000	0.000	Merged-chr6-146960171-26
NR7379--MA0501.1.MAF::NFE2	chr2	114059834	114059848	+	0.000	0.000	Merged-chr2-114059851-34
NR11105--MA0117.2.Mafb	chr6	100601750	100601761	+	0.000	0.000	Merged-chr6-100601796-17
NR10558--MA0591.1.Bach1::Mafk	chr5	150223497	150223511	-	0.000	0.000	Merged-chr5-150223706-44
NR13369--MA0501.1.MAF::NFE2	chr9	96650106	96650120	+	0.000	0.000	Merged-chr9-96650161-33
NR12404--MA0089.1.MAFG::NFE2L1	chr8	25785326	25785331	-	0.000	0.000	Merged-chr8-25785400-55
NR9543--MA0089.1.MAFG::NFE2L1	chr4	145342070	145342075	+	0.000	0.000	Merged-chr4-145342099-62
NR8123--MA0089.1.MAFG::NFE2L1	chr3	34081186	34081191	+	0.000	0.000	Merged-chr3-34081319-62
NR12594--MA0089.1.MAFG::NFE2L1	chr8	77424335	77424340	+	0.000	0.000	Merged-chr8-77424408-4
NR6340--MA0089.1.MAFG::NFE2L1	chr18	67301728	67301733	+	0.000	0.000	Merged-chr18-67301646-31
NR1482--MA0089.1.MAFG::NFE2L1	chr10	68301207	68301212	-	0.000	0.000	Merged-chr10-68301225-15
NR3499--MA0501.1.MAF::NFE2	chr13	45623936	45623950	-	0.000	0.000	Merged-chr13-45624002-39
NR13625--MA0117.2.Mafb	chrX	17365491	17365502	-	0.000	0.000	Merged-chrX-17365333-21
NR2221--MA0089.1.MAFG::NFE2L1	chr11	72207276	72207281	-	0.000	0.000	Merged-chr11-72207242-88
NR13206--MA0501.1.MAF::NFE2	chr9	75541743	75541757	+	0.000	0.000	Merged-chr9-75541698-38
NR3877--MA0117.2.Mafb	chr13	109822600	109822611	-	0.000	0.000	Merged-chr13-109822486-79
NR2172--MA0501.1.MAF::NFE2	chr11	60935537	60935551	+	0.000	0.000	Merged-chr11-60935533-50
NR3432--MA0501.1.MAF::NFE2	chr13	35208412	35208426	-	0.000	0.000	Merged-chr13-35208466-19
NR11200--MA0501.1.MAF::NFE2	chr6	114781490	114781504	-	0.000	0.000	Merged-chr6-114781615-12
NR7460--MA0501.1.MAF::NFE2	chr2	118491267	118491281	+	0.000	0.000	Merged-chr2-118491236-48
NR9082--MA0117.2.Mafb	chr4	59790145	59790156	-	0.000	0.000	Merged-chr4-59790006-29
NR12115--MA0089.1.MAFG::NFE2L1	chr7	123369060	123369065	+	0.000	0.000	Merged-chr7-123369010-1
NR10836--MA0089.1.MAFG::NFE2L1	chr6	61225553	61225558	-	0.000	0.000	Merged-chr6-61225621-10
NR1796--MA0591.1.Bach1::Mafk	chr10	116473397	116473411	+	0.000	0.000	Merged-chr10-116473296-5
NR12000--MA0089.1.MAFG::NFE2L1	chr7	109781589	109781594	-	0.000	0.000	Merged-chr7-109781592-85
NR11005--MA0495.2.MAFF	chr6	85075166	85075186	-	0.000	0.000	Merged-chr6-85075148-16
NR10837--MA0591.1.Bach1::Mafk	chr6	61225546	61225560	-	0.000	0.000	Merged-chr6-61225621-10
NR12094--MA0501.1.MAF::NFE2	chr7	122386967	122386981	+	0.000	0.000	Merged-chr7-122386873-7
NR13354--MA0501.1.MAF::NFE2	chr9	94696890	94696904	-	0.000	0.000	Merged-chr9-94696966-6
NR12190--MA0089.1.MAFG::NFE2L1	chr7	130886494	130886499	-	0.000	0.000	Merged-chr7-130886495-31
NR8049--MA0089.1.MAFG::NFE2L1	chr3	9715284	9715289	-	0.000	0.000	Merged-chr3-9715345-15
NR5166--MA0501.1.MAF::NFE2	chr16	43700788	43700802	-	0.000	0.000	Merged-chr16-43700750-21
NR12896--MA0089.1.MAFG::NFE2L1	chr8	126971098	126971103	-	0.000	0.000	Merged-chr8-126971027-48
NR13193--MA0496.2.MAFK	chr9	72097292	72097310	+	0.000	0.000	Merged-chr9-72097262-35
NR6426--MA0591.1.Bach1::Mafk	chr18	80554956	80554970	+	0.000	0.000	Merged-chr18-80555147-42
NR5193--MA0659.1.MAFG	chr16	45310575	45310595	-	0.000	0.000	Merged-chr16-45310615-7
NR4257--MA0591.1.Bach1::Mafk	chr14	64666772	64666786	-	0.000	0.000	Merged-chr14-64666873-42
NR8136--MA0089.1.MAFG::NFE2L1	chr3	37161278	37161283	+	0.000	0.000	Merged-chr3-37161165-34
NR12428--MA0117.2.Mafb	chr8	34208232	34208243	-	0.000	0.000	Merged-chr8-34208072-51
NR10031--MA0496.2.MAFK	chr5	74456859	74456877	-	0.000	0.000	Merged-chr5-74456993-19
NR6019--MA0659.1.MAFG	chr17	86063692	86063712	+	0.000	0.000	Merged-chr17-86063661-27
NR82--MA0089.1.MAFG::NFE2L1	chr1	30839746	30839751	+	0.000	0.000	Merged-chr1-30839662-25
NR11072--MA0089.1.MAFG::NFE2L1	chr6	97447145	97447150	+	0.000	0.000	Merged-chr6-97447180-22
NR11573--MA0496.2.MAFK	chr7	3617196	3617214	-	0.000	0.000	Merged-chr7-3617392-59
NR8897--MA0659.1.MAFG	chr4	6446815	6446835	+	0.000	0.000	Merged-chr4-6446926-20
NR8411--MA0496.2.MAFK	chr3	95664228	95664246	+	0.000	0.000	Merged-chr3-95664146-32
NR9643--MA0089.1.MAFG::NFE2L1	chr4	152151980	152151985	-	0.000	0.000	Merged-chr4-152151812-1
NR6077--MA0089.1.MAFG::NFE2L1	chr18	5334382	5334387	-	0.000	0.000	Merged-chr18-5334580-80
NR9152--MA0089.1.MAFG::NFE2L1	chr4	89178073	89178078	+	0.000	0.000	Merged-chr4-89178152-23
NR5900--MA0089.1.MAFG::NFE2L1	chr17	70746941	70746946	+	0.000	0.000	Merged-chr17-70746811-20
NR12679--MA0659.1.MAFG	chr8	90961834	90961854	+	0.000	0.000	Merged-chr8-90961787-20
NR9858--MA0089.1.MAFG::NFE2L1	chr5	32192215	32192220	+	0.000	0.000	Merged-chr5-32192251-27
NR12686--MA0495.2.MAFF	chr8	91395653	91395673	+	0.000	0.000	Merged-chr8-91395862-46
NR9367--MA0089.1.MAFG::NFE2L1	chr4	121016847	121016852	-	0.000	0.000	Merged-chr4-121016870-126
NR10330--MA0089.1.MAFG::NFE2L1	chr5	121103908	121103913	-	0.000	0.000	Merged-chr5-121103807-2
NR126--MA0591.1.Bach1::Mafk	chr1	38884063	38884077	+	0.000	0.000	Merged-chr1-38884000-31
NR6043--MA0501.1.MAF::NFE2	chr17	88479205	88479219	+	0.000	0.000	Merged-chr17-88479234-18
NR9707--MA0496.2.MAFK	chr5	8056412	8056430	-	0.000	0.000	Merged-chr5-8056503-117
NR7234--MA0117.2.Mafb	chr2	84059439	84059450	+	0.000	0.000	Merged-chr2-84059493-47
NR6379--MA0089.1.MAFG::NFE2L1	chr18	73846872	73846877	+	0.000	0.000	Merged-chr18-73846935-30
NR12888--MA0501.1.MAF::NFE2	chr8	126686967	126686981	-	0.000	0.000	Merged-chr8-126687126-29
NR2707--MA0501.1.MAF::NFE2	chr12	32292549	32292563	+	0.000	0.000	Merged-chr12-32292439-88
NR8034--MA0089.1.MAFG::NFE2L1	chr3	8923794	8923799	+	0.000	0.000	Merged-chr3-8923725-59
NR5335--MA0089.1.MAFG::NFE2L1	chr16	76354382	76354387	-	0.000	0.000	Merged-chr16-76354540-16
NR5708--MA0117.2.Mafb	chr17	33555493	33555504	-	0.000	0.000	Merged-chr17-33555665-46
NR2477--MA0495.2.MAFF	chr11	115172976	115172996	-	0.000	0.000	Merged-chr11-115173098-6
NR6021--MA0496.2.MAFK	chr17	86063693	86063711	+	0.000	0.000	Merged-chr17-86063661-27
NR9988--MA0501.1.MAF::NFE2	chr5	65903032	65903046	+	0.000	0.000	Merged-chr5-65902900-8
NR12629--MA0501.1.MAF::NFE2	chr8	81823348	81823362	+	0.000	0.000	Merged-chr8-81823387-3
NR7031--MA0501.1.MAF::NFE2	chr2	52319424	52319438	-	0.000	0.000	Merged-chr2-52319482-58
NR5046--MA0089.1.MAFG::NFE2L1	chr16	18617873	18617878	-	0.000	0.000	Merged-chr16-18617825-32
NR9541--MA0089.1.MAFG::NFE2L1	chr4	145264583	145264588	+	0.000	0.000	Merged-chr4-145264291-60
NR10256--MA0089.1.MAFG::NFE2L1	chr5	112275279	112275284	+	0.000	0.000	Merged-chr5-112275327-24
NR7085--MA0591.1.Bach1::Mafk	chr2	59617049	59617063	+	0.000	0.000	Merged-chr2-59617159-6
NR11185--MA0089.1.MAFG::NFE2L1	chr6	114644708	114644713	-	0.000	0.000	Merged-chr6-114644613-24
NR7835--MA0591.1.Bach1::Mafk	chr2	162931537	162931551	+	0.000	0.000	Merged-chr2-162931607-133
NR13546--MA0089.1.MAFG::NFE2L1	chr9	119444985	119444990	-	0.000	0.000	Merged-chr9-119445072-73
NR12126--MA0089.1.MAFG::NFE2L1	chr7	125475655	125475660	-	0.000	0.000	Merged-chr7-125475749-6
NR10343--MA0089.1.MAFG::NFE2L1	chr5	122994649	122994654	+	0.000	0.000	Merged-chr5-122994726-55
NR2810--MA0089.1.MAFG::NFE2L1	chr12	55027308	55027313	-	0.000	0.000	Merged-chr12-55027232-31
NR12690--MA0591.1.Bach1::Mafk	chr8	91545722	91545736	-	0.000	0.000	Merged-chr8-91545805-43
NR7003--MA0089.1.MAFG::NFE2L1	chr2	44956440	44956445	-	0.000	0.000	Merged-chr2-44956484-14
NR2691--MA0591.1.Bach1::Mafk	chr12	31950445	31950459	-	0.000	0.000	Merged-chr12-31950155-135
NR12213--MA0089.1.MAFG::NFE2L1	chr7	133159670	133159675	+	0.000	0.000	Merged-chr7-133159703-12
NR2217--MA0591.1.Bach1::Mafk	chr11	71230852	71230866	+	0.000	0.000	Merged-chr11-71230864-28
NR7679--MA0501.1.MAF::NFE2	chr2	145957773	145957787	+	0.000	0.000	Merged-chr2-145957643-25
NR3450--MA0089.1.MAFG::NFE2L1	chr13	40461806	40461811	-	0.000	0.000	Merged-chr13-40461699-3
NR4670--MA0501.1.MAF::NFE2	chr15	37932575	37932589	+	0.000	0.000	Merged-chr15-37932559-17
NR13848--MA0089.1.MAFG::NFE2L1	chrX	162761951	162761956	+	0.000	0.000	Merged-chrX-162761952-2
NR2916--MA0495.2.MAFF	chr12	81845341	81845361	-	0.000	0.000	Merged-chr12-81845150-28
NR2068--MA0591.1.Bach1::Mafk	chr11	43729111	43729125	+	0.000	0.000	Merged-chr11-43729040-41
NR5320--MA0089.1.MAFG::NFE2L1	chr16	75838180	75838185	-	0.000	0.000	Merged-chr16-75838042-13
NR11950--MA0089.1.MAFG::NFE2L1	chr7	97463559	97463564	+	0.000	0.000	Merged-chr7-97463655-18
NR4090--MA0089.1.MAFG::NFE2L1	chr14	27341583	27341588	-	0.000	0.000	Merged-chr14-27341524-59
NR6387--MA0591.1.Bach1::Mafk	chr18	75484552	75484566	+	0.000	0.000	Merged-chr18-75484629-7
NR4606--MA0089.1.MAFG::NFE2L1	chr15	9528410	9528415	-	0.000	0.000	Merged-chr15-9528468-81
NR10369--MA0089.1.MAFG::NFE2L1	chr5	124953214	124953219	+	0.000	0.000	Merged-chr5-124953215-25
NR13174--MA0591.1.Bach1::Mafk	chr9	68972415	68972429	+	0.000	0.000	Merged-chr9-68972513-17
NR3376--MA0089.1.MAFG::NFE2L1	chr13	23752647	23752652	-	0.000	0.000	Merged-chr13-23752435-52
NR142--MA0089.1.MAFG::NFE2L1	chr1	40054083	40054088	+	0.000	0.000	Merged-chr1-40054035-12
NR4883--MA0591.1.Bach1::Mafk	chr15	84450763	84450777	-	0.000	0.000	Merged-chr15-84450776-14
NR8504--MA0501.1.MAF::NFE2	chr3	108644994	108645008	+	0.000	0.000	Merged-chr3-108645070-17
NR1289--MA0495.2.MAFF	chr10	26325616	26325636	-	0.000	0.000	Merged-chr10-26325461-56
NR3674--MA0496.2.MAFK	chr13	85356563	85356581	+	0.000	0.000	Merged-chr13-85356477-8
NR1438--MA0501.1.MAF::NFE2	chr10	59861935	59861949	+	0.000	0.000	Merged-chr10-59861851-9
NR6026--MA0496.2.MAFK	chr17	86168986	86169004	+	0.000	0.000	Merged-chr17-86168883-5
NR13155--MA0089.1.MAFG::NFE2L1	chr9	65084607	65084612	-	0.000	0.000	Merged-chr9-65084631-10
NR5088--MA0591.1.Bach1::Mafk	chr16	29814285	29814299	-	0.000	0.000	Merged-chr16-29814134-35
NR4202--MA0089.1.MAFG::NFE2L1	chr14	55660370	55660375	-	0.000	0.000	Merged-chr14-55660377-55
NR5431--MA0591.1.Bach1::Mafk	chr16	92654140	92654154	+	0.000	0.000	Merged-chr16-92654045-22
NR2170--MA0117.2.Mafb	chr11	60935540	60935551	-	0.000	0.000	Merged-chr11-60935533-50
NR13453--MA0591.1.Bach1::Mafk	chr9	110742368	110742382	-	0.000	0.000	Merged-chr9-110742507-7
NR13216--MA0591.1.Bach1::Mafk	chr9	78074141	78074155	+	0.000	0.000	Merged-chr9-78074095-46
NR8536--MA0089.1.MAFG::NFE2L1	chr3	116474739	116474744	-	0.000	0.000	Merged-chr3-116474712-27
NR3678--MA0089.1.MAFG::NFE2L1	chr13	85724254	85724259	-	0.000	0.000	Merged-chr13-85724321-2
NR5045--MA0591.1.Bach1::Mafk	chr16	18343883	18343897	-	0.000	0.000	Merged-chr16-18343895-61
NR4332--MA0117.2.Mafb	chr14	71269280	71269291	+	0.000	0.000	Merged-chr14-71269181-1
NR5066--MA0496.2.MAFK	chr16	24831176	24831194	+	0.000	0.000	Merged-chr16-24831230-9
NR647--MA0501.1.MAF::NFE2	chr1	143192270	143192284	-	0.000	0.000	Merged-chr1-143192394-27
NR155--MA0089.1.MAFG::NFE2L1	chr1	40479640	40479645	-	0.000	0.000	Merged-chr1-40479730-47
NR8451--MA0591.1.Bach1::Mafk	chr3	101661849	101661863	+	0.000	0.000	Merged-chr3-101661770-28
NR1960--MA0496.2.MAFK	chr11	11573643	11573661	+	0.000	0.000	Merged-chr11-11573827-37
NR12700--MA0495.2.MAFF	chr8	94186724	94186744	+	0.000	0.000	Merged-chr8-94186753-31
NR3541--MA0591.1.Bach1::Mafk	chr13	51970334	51970348	+	0.000	0.000	Merged-chr13-51970284-43
NR12812--MA0501.1.MAF::NFE2	chr8	117033599	117033613	-	0.000	0.000	Merged-chr8-117033568-28
NR13561--MA0496.2.MAFK	chr9	120960856	120960874	-	0.000	0.000	Merged-chr9-120960803-26
NR12628--MA0089.1.MAFG::NFE2L1	chr8	81756826	81756831	+	0.000	0.000	Merged-chr8-81756964-44
NR5144--MA0089.1.MAFG::NFE2L1	chr16	38353796	38353801	-	0.000	0.000	Merged-chr16-38353945-34
NR13481--MA0495.2.MAFF	chr9	114788828	114788848	-	0.000	0.000	Merged-chr9-114788883-8
NR6823--MA0496.2.MAFK	chr2	5840989	5841007	-	0.000	0.000	Merged-chr2-5840978-13
NR1714--MA0496.2.MAFK	chr10	98880175	98880193	-	0.000	0.000	Merged-chr10-98880383-54
NR8484--MA0495.2.MAFF	chr3	107357232	107357252	+	0.000	0.000	Merged-chr3-107357315-31
