#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR7752--MA0002.2.RUNX1	chr5	136459000	136459010	+	0.000	0.000	Merged-chr5-136458862-38
NR6948--MA0511.2.RUNX2	chr4	108987531	108987539	-	0.000	0.000	Merged-chr4-108987548-41
NR9339--MA0511.2.RUNX2	chr8	94240484	94240492	+	0.000	0.000	Merged-chr8-94240399-13
NR2446--MA0511.2.RUNX2	chr13	12507639	12507647	+	0.000	0.000	Merged-chr13-12507577-43
NR4232--MA0002.2.RUNX1	chr17	33555685	33555695	+	0.000	0.000	Merged-chr17-33555665-46
NR9955--MA0002.2.RUNX1	chr9	114016573	114016583	-	0.000	0.000	Merged-chr9-114016465-30
NR6041--MA0684.1.RUNX3	chr3	59101876	59101885	-	0.000	0.000	Merged-chr3-59101725-81
NR7960--MA0511.2.RUNX2	chr6	50566584	50566592	+	0.000	0.000	Merged-chr6-50566490-70
NR6164--MA0002.2.RUNX1	chr3	89087799	89087809	+	0.000	0.000	Merged-chr3-89087787-7
NR8671--MA0511.2.RUNX2	chr7	64141526	64141534	+	0.000	0.000	Merged-chr7-64141555-53
NR715--MA0511.2.RUNX2	chr1	176827611	176827619	-	0.000	0.000	Merged-chr1-176827492-35
NR4440--MA0511.2.RUNX2	chr17	80579294	80579302	-	0.000	0.000	Merged-chr17-80579337-18
NR8367--MA0002.2.RUNX1	chr6	130103006	130103016	-	0.000	0.000	Merged-chr6-130103023-31
NR6687--MA0002.2.RUNX1	chr4	34881101	34881111	-	0.000	0.000	Merged-chr4-34881201-30
NR8052--MA0511.2.RUNX2	chr6	72190328	72190336	+	0.000	0.000	Merged-chr6-72190479-35
NR2333--MA0684.1.RUNX3	chr12	112861005	112861014	+	0.000	0.000	Merged-chr12-112860925-89
NR6438--MA0511.2.RUNX2	chr3	137800415	137800423	+	0.000	0.000	Merged-chr3-137800561-20
NR5291--MA0002.2.RUNX1	chr2	34074198	34074208	+	0.000	0.000	Merged-chr2-34074171-45
NR8101--MA0684.1.RUNX3	chr6	88939628	88939637	-	0.000	0.000	Merged-chr6-88939617-36
NR8767--MA0684.1.RUNX3	chr7	88459938	88459947	-	0.000	0.000	Merged-chr7-88459917-15
NR6150--MA0684.1.RUNX3	chr3	86961164	86961173	-	0.000	0.000	Merged-chr3-86961231-31
NR6273--MA0002.2.RUNX1	chr3	107274013	107274023	+	0.000	0.000	Merged-chr3-107274021-28
NR4388--MA0002.2.RUNX1	chr17	71192225	71192235	-	0.000	0.000	Merged-chr17-71192022-46
NR7765--MA0002.2.RUNX1	chr5	139206775	139206785	+	0.000	0.000	Merged-chr5-139206711-28
NR4615--MA0511.2.RUNX2	chr18	37926032	37926040	-	0.000	0.000	Merged-chr18-37926090-48
NR4516--MA0002.2.RUNX1	chr18	6106732	6106742	-	0.000	0.000	Merged-chr18-6106813-28
NR6752--MA0511.2.RUNX2	chr4	55343348	55343356	+	0.000	0.000	Merged-chr4-55343422-62
NR7351--MA0002.2.RUNX1	chr5	43915407	43915417	-	0.000	0.000	Merged-chr5-43915438-14
NR649--MA0684.1.RUNX3	chr1	164960258	164960267	-	0.000	0.000	Merged-chr1-164960365-86
NR2316--MA0511.2.RUNX2	chr12	108646411	108646419	+	0.000	0.000	Merged-chr12-108646363-75
NR6719--MA0002.2.RUNX1	chr4	43937320	43937330	-	0.000	0.000	Merged-chr4-43937152-65
NR9825--MA0002.2.RUNX1	chr9	86624319	86624329	+	0.000	0.000	Merged-chr9-86624608-86
NR1791--MA0511.2.RUNX2	chr11	100804662	100804670	+	0.000	0.000	Merged-chr11-100804708-41
NR4182--MA0511.2.RUNX2	chr17	21463758	21463766	+	0.000	0.000	Merged-chr17-21463736-49
NR235--MA0684.1.RUNX3	chr1	71594452	71594461	+	0.000	0.000	Merged-chr1-71594444-22
NR2297--MA0511.2.RUNX2	chr12	107119318	107119326	-	0.000	0.000	Merged-chr12-107119357-16
NR6848--MA0684.1.RUNX3	chr4	89008715	89008724	+	0.000	0.000	Merged-chr4-89008819-38
NR9411--MA0002.2.RUNX1	chr8	116590654	116590664	-	0.000	0.000	Merged-chr8-116590566-65
NR4149--MA0002.2.RUNX1	chr17	12351830	12351840	+	0.000	0.000	Merged-chr17-12351777-16
NR758--MA0684.1.RUNX3	chr1	182504346	182504355	-	0.000	0.000	Merged-chr1-182504417-24
NR930--MA0002.2.RUNX1	chr10	21226354	21226364	-	0.000	0.000	Merged-chr10-21226469-19
NR8237--MA0002.2.RUNX1	chr6	116136108	116136118	+	0.000	0.000	Merged-chr6-116136227-16
NR1820--MA0002.2.RUNX1	chr11	106613041	106613051	-	0.000	0.000	Merged-chr11-106612974-112
NR9663--MA0002.2.RUNX1	chr9	54612825	54612835	+	0.000	0.000	Merged-chr9-54612864-43
NR2869--MA0684.1.RUNX3	chr13	108860300	108860309	-	0.000	0.000	Merged-chr13-108860435-34
NR2055--MA0002.2.RUNX1	chr12	52824993	52825003	+	0.000	0.000	Merged-chr12-52824887-17
NR4291--MA0511.2.RUNX2	chr17	47531620	47531628	-	0.000	0.000	Merged-chr17-47531666-50
NR8366--MA0684.1.RUNX3	chr6	130031808	130031817	+	0.000	0.000	Merged-chr6-130031811-45
NR5432--MA0002.2.RUNX1	chr2	72365426	72365436	+	0.000	0.000	Merged-chr2-72365558-19
NR3481--MA0002.2.RUNX1	chr15	50400453	50400463	+	0.000	0.000	Merged-chr15-50400444-64
NR2011--MA0511.2.RUNX2	chr12	33129764	33129772	-	0.000	0.000	Merged-chr12-33129599-30
NR8489--MA0002.2.RUNX1	chr6	146434552	146434562	-	0.000	0.000	Merged-chr6-146434496-35
NR152--MA0511.2.RUNX2	chr1	53784797	53784805	+	0.000	0.000	Merged-chr1-53784836-115
NR7635--MA0002.2.RUNX1	chr5	115085000	115085010	+	0.000	0.000	Merged-chr5-115085067-14
NR8223--MA0684.1.RUNX3	chr6	113696958	113696967	+	0.000	0.000	Merged-chr6-113697016-110
NR6272--MA0684.1.RUNX3	chr3	106996465	106996474	+	0.000	0.000	Merged-chr3-106996369-21
NR2805--MA0511.2.RUNX2	chr13	98803941	98803949	+	0.000	0.000	Merged-chr13-98803850-12
NR8617--MA0002.2.RUNX1	chr7	48795271	48795281	+	0.000	0.000	Merged-chr7-48795353-37
NR6666--MA0002.2.RUNX1	chr4	32258252	32258262	+	0.000	0.000	Merged-chr4-32258239-72
NR5640--MA0511.2.RUNX2	chr2	129180169	129180177	-	0.000	0.000	Merged-chr2-129180074-1
NR7221--MA0002.2.RUNX1	chr5	10254861	10254871	+	0.000	0.000	Merged-chr5-10254903-14
NR5812--MA0002.2.RUNX1	chr2	165408114	165408124	-	0.000	0.000	Merged-chr2-165408039-24
NR8203--MA0002.2.RUNX1	chr6	108717915	108717925	+	0.000	0.000	Merged-chr6-108717791-30
NR261--MA0511.2.RUNX2	chr1	80015619	80015627	-	0.000	0.000	Merged-chr1-80015644-32
NR6318--MA0002.2.RUNX1	chr3	115815790	115815800	-	0.000	0.000	Merged-chr3-115815828-66
NR2564--MA0684.1.RUNX3	chr13	41302822	41302831	+	0.000	0.000	Merged-chr13-41302926-20
NR8554--MA0511.2.RUNX2	chr7	24457834	24457842	+	0.000	0.000	Merged-chr7-24457903-49
NR4909--MA0002.2.RUNX1	chr19	8592422	8592432	-	0.000	0.000	Merged-chr19-8592238-38
NR8332--MA0684.1.RUNX3	chr6	127617437	127617446	+	0.000	0.000	Merged-chr6-127617353-34
NR4052--MA0511.2.RUNX2	chr16	91789929	91789937	+	0.000	0.000	Merged-chr16-91789935-50
NR4989--MA0511.2.RUNX2	chr19	32266644	32266652	+	0.000	0.000	Merged-chr19-32266743-101
NR8455--MA0002.2.RUNX1	chr6	144910469	144910479	+	0.000	0.000	Merged-chr6-144910390-40
NR3242--MA0002.2.RUNX1	chr14	99419171	99419181	+	0.000	0.000	Merged-chr14-99419131-33
NR228--MA0002.2.RUNX1	chr1	69759798	69759808	+	0.000	0.000	Merged-chr1-69759830-47
NR1562--MA0002.2.RUNX1	chr11	31999989	31999999	-	0.000	0.000	Merged-chr11-32000120-91
NR8855--MA0684.1.RUNX3	chr7	107707905	107707914	-	0.000	0.000	Merged-chr7-107707960-19
NR4082--MA0684.1.RUNX3	chr16	95984999	95985008	-	0.000	0.000	Merged-chr16-95985074-35
NR3765--MA0002.2.RUNX1	chr16	14088506	14088516	+	0.000	0.000	Merged-chr16-14088440-49
NR6156--MA0002.2.RUNX1	chr3	88510192	88510202	+	0.000	0.000	Merged-chr3-88510082-59
NR4148--MA0684.1.RUNX3	chr17	12205920	12205929	-	0.000	0.000	Merged-chr17-12205812-57
NR7853--MA0002.2.RUNX1	chr6	13871562	13871572	-	0.000	0.000	Merged-chr6-13871403-58
NR8088--MA0002.2.RUNX1	chr6	87395086	87395096	+	0.000	0.000	Merged-chr6-87395104-19
NR337--MA0002.2.RUNX1	chr1	94048234	94048244	-	0.000	0.000	Merged-chr1-94048267-32
NR1671--MA0002.2.RUNX1	chr11	72690121	72690131	+	0.000	0.000	Merged-chr11-72690099-58
NR9990--MA0002.2.RUNX1	chr9	116214505	116214515	+	0.000	0.000	Merged-chr9-116214567-36
NR2325--MA0684.1.RUNX3	chr12	111442586	111442595	-	0.000	0.000	Merged-chr12-111442481-10
NR4128--MA0002.2.RUNX1	chr17	7889198	7889208	+	0.000	0.000	Merged-chr17-7889151-33
NR195--MA0684.1.RUNX3	chr1	64136472	64136481	-	0.000	0.000	Merged-chr1-64136457-23
NR4684--MA0511.2.RUNX2	chr18	56413122	56413130	-	0.000	0.000	Merged-chr18-56413005-50
NR7790--MA0511.2.RUNX2	chr5	144126109	144126117	+	0.000	0.000	Merged-chr5-144126158-36
NR2133--MA0511.2.RUNX2	chr12	79437130	79437138	-	0.000	0.000	Merged-chr12-79437240-16
NR3874--MA0002.2.RUNX1	chr16	44347446	44347456	+	0.000	0.000	Merged-chr16-44347473-58
NR4528--MA0684.1.RUNX3	chr18	10742979	10742988	-	0.000	0.000	Merged-chr18-10742937-26
NR118--MA0684.1.RUNX3	chr1	40515391	40515400	+	0.000	0.000	Merged-chr1-40515347-62
NR3460--MA0002.2.RUNX1	chr15	39112688	39112698	-	0.000	0.000	Merged-chr15-39112696-94
NR8197--MA0002.2.RUNX1	chr6	108318369	108318379	+	0.000	0.000	Merged-chr6-108318445-25
NR5762--MA0511.2.RUNX2	chr2	156918687	156918695	-	0.000	0.000	Merged-chr2-156918803-29
NR2705--MA0684.1.RUNX3	chr13	76858200	76858209	-	0.000	0.000	Merged-chr13-76858306-6
NR5934--MA0002.2.RUNX1	chr3	16227501	16227511	+	0.000	0.000	Merged-chr3-16227487-10
NR383--MA0511.2.RUNX2	chr1	105565162	105565170	+	0.000	0.000	Merged-chr1-105565114-33
NR178--MA0511.2.RUNX2	chr1	60777111	60777119	-	0.000	0.000	Merged-chr1-60777260-88
NR7866--MA0002.2.RUNX1	chr6	17851277	17851287	+	0.000	0.000	Merged-chr6-17851443-16
NR1290--MA0684.1.RUNX3	chr10	96015964	96015973	-	0.000	0.000	Merged-chr10-96015913-48
NR6774--MA0684.1.RUNX3	chr4	59204825	59204834	-	0.000	0.000	Merged-chr4-59204829-36
NR50--MA0002.2.RUNX1	chr1	20740681	20740691	+	0.000	0.000	Merged-chr1-20740658-39
NR4031--MA0511.2.RUNX2	chr16	89974598	89974606	+	0.000	0.000	Merged-chr16-89974505-28
NR6155--MA0684.1.RUNX3	chr3	88452427	88452436	+	0.000	0.000	Merged-chr3-88452451-33
NR2146--MA0511.2.RUNX2	chr12	82394383	82394391	+	0.000	0.000	Merged-chr12-82394298-69
NR3887--MA0002.2.RUNX1	chr16	45224873	45224883	+	0.000	0.000	Merged-chr16-45224800-5
NR2417--MA0511.2.RUNX2	chr13	5847055	5847063	+	0.000	0.000	Merged-chr13-5847113-25
NR1892--MA0511.2.RUNX2	chr11	118232513	118232521	+	0.000	0.000	Merged-chr11-118232579-51
NR2318--MA0002.2.RUNX1	chr12	108646430	108646440	-	0.000	0.000	Merged-chr12-108646363-75
NR1670--MA0684.1.RUNX3	chr11	72429405	72429414	+	0.000	0.000	Merged-chr11-72429357-54
NR8371--MA0511.2.RUNX2	chr6	130387068	130387076	+	0.000	0.000	Merged-chr6-130387166-57
NR144--MA0511.2.RUNX2	chr1	51572884	51572892	-	0.000	0.000	Merged-chr1-51572755-47
NR2447--MA0684.1.RUNX3	chr13	12507639	12507648	+	0.000	0.000	Merged-chr13-12507577-43
NR3700--MA0511.2.RUNX2	chr15	99333229	99333237	+	0.000	0.000	Merged-chr15-99333202-49
NR3996--MA0002.2.RUNX1	chr16	78546726	78546736	-	0.000	0.000	Merged-chr16-78546881-68
NR9493--MA0002.2.RUNX1	chr8	126832953	126832963	-	0.000	0.000	Merged-chr8-126833007-101
NR3952--MA0511.2.RUNX2	chr16	59517585	59517593	-	0.000	0.000	Merged-chr16-59517652-60
NR9764--MA0002.2.RUNX1	chr9	79919425	79919435	-	0.000	0.000	Merged-chr9-79919473-56
NR5262--MA0002.2.RUNX1	chr2	29632143	29632153	-	0.000	0.000	Merged-chr2-29632325-58
NR5533--MA0002.2.RUNX1	chr2	102912596	102912606	-	0.000	0.000	Merged-chr2-102912597-1
NR1653--MA0511.2.RUNX2	chr11	63148535	63148543	+	0.000	0.000	Merged-chr11-63148506-21
NR5990--MA0002.2.RUNX1	chr3	36060286	36060296	+	0.000	0.000	Merged-chr3-36060425-51
NR2364--MA0511.2.RUNX2	chr12	115293943	115293951	+	0.000	0.000	Merged-chr12-115293953-33
NR3710--MA0002.2.RUNX1	chr15	100461456	100461466	+	0.000	0.000	Merged-chr15-100461368-57
NR2159--MA0511.2.RUNX2	chr12	85603049	85603057	-	0.000	0.000	Merged-chr12-85603037-13
NR9873--MA0002.2.RUNX1	chr9	96350785	96350795	-	0.000	0.000	Merged-chr9-96350613-81
NR1510--MA0511.2.RUNX2	chr11	11766269	11766277	+	0.000	0.000	Merged-chr11-11766225-56
NR7322--MA0002.2.RUNX1	chr5	34513827	34513837	-	0.000	0.000	Merged-chr5-34513990-85
NR10209--MA0511.2.RUNX2	chrX	134804309	134804317	+	0.000	0.000	Merged-chrX-134804510-14
NR3905--MA0684.1.RUNX3	chr16	49818780	49818789	+	0.000	0.000	Merged-chr16-49818889-55
NR8033--MA0002.2.RUNX1	chr6	70830906	70830916	+	0.000	0.000	Merged-chr6-70831056-63
NR6499--MA0511.2.RUNX2	chr3	145538030	145538038	+	0.000	0.000	Merged-chr3-145538069-30
NR1811--MA0684.1.RUNX3	chr11	104582881	104582890	-	0.000	0.000	Merged-chr11-104582835-39
NR1392--MA0002.2.RUNX1	chr10	118486819	118486829	-	0.000	0.000	Merged-chr10-118486914-30
NR8036--MA0511.2.RUNX2	chr6	70831385	70831393	+	0.000	0.000	Merged-chr6-70831450-1
NR8307--MA0511.2.RUNX2	chr6	124730117	124730125	+	0.000	0.000	Merged-chr6-124730249-43
NR7702--MA0002.2.RUNX1	chr5	124302983	124302993	-	0.000	0.000	Merged-chr5-124303032-6
NR3595--MA0002.2.RUNX1	chr15	81539771	81539781	-	0.000	0.000	Merged-chr15-81539760-43
NR6405--MA0684.1.RUNX3	chr3	133506492	133506501	+	0.000	0.000	Merged-chr3-133506515-24
NR901--MA0002.2.RUNX1	chr10	13035333	13035343	+	0.000	0.000	Merged-chr10-13035332-21
NR1871--MA0511.2.RUNX2	chr11	115231721	115231729	+	0.000	0.000	Merged-chr11-115231746-46
NR1772--MA0002.2.RUNX1	chr11	97026332	97026342	+	0.000	0.000	Merged-chr11-97026216-31
NR9886--MA0002.2.RUNX1	chr9	98424923	98424933	-	0.000	0.000	Merged-chr9-98424940-20
NR7540--MA0002.2.RUNX1	chr5	103975957	103975967	+	0.000	0.000	Merged-chr5-103975926-24
NR1523--MA0511.2.RUNX2	chr11	16988016	16988024	+	0.000	0.000	Merged-chr11-16987963-24
NR3852--MA0684.1.RUNX3	chr16	38476407	38476416	+	0.000	0.000	Merged-chr16-38476219-1
NR1030--MA0684.1.RUNX3	chr10	50898383	50898392	+	0.000	0.000	Merged-chr10-50898307-41
NR2234--MA0511.2.RUNX2	chr12	98269813	98269821	+	0.000	0.000	Merged-chr12-98269804-132
NR4292--MA0684.1.RUNX3	chr17	47531619	47531628	-	0.000	0.000	Merged-chr17-47531666-50
NR3104--MA0002.2.RUNX1	chr14	60744637	60744647	+	0.000	0.000	Merged-chr14-60744715-28
NR4629--MA0684.1.RUNX3	chr18	39282250	39282259	+	0.000	0.000	Merged-chr18-39282313-47
NR2012--MA0684.1.RUNX3	chr12	33129763	33129772	-	0.000	0.000	Merged-chr12-33129599-30
NR8668--MA0511.2.RUNX2	chr7	64005455	64005463	+	0.000	0.000	Merged-chr7-64005371-3
NR1980--MA0511.2.RUNX2	chr12	21472602	21472610	-	0.000	0.000	Merged-chr12-21472738-21
NR8298--MA0002.2.RUNX1	chr6	122804610	122804620	-	0.000	0.000	Merged-chr6-122804652-39
NR1824--MA0684.1.RUNX3	chr11	106961728	106961737	+	0.000	0.000	Merged-chr11-106961822-47
NR4215--MA0684.1.RUNX3	chr17	28702909	28702918	+	0.000	0.000	Merged-chr17-28702869-12
NR9995--MA0002.2.RUNX1	chr9	116366366	116366376	-	0.000	0.000	Merged-chr9-116366334-59
NR7321--MA0684.1.RUNX3	chr5	33038741	33038750	-	0.000	0.000	Merged-chr5-33038881-5
NR9600--MA0002.2.RUNX1	chr9	43096539	43096549	-	0.000	0.000	Merged-chr9-43096353-58
NR7173--MA0002.2.RUNX1	chr4	150570003	150570013	+	0.000	0.000	Merged-chr4-150570161-6
NR7444--MA0002.2.RUNX1	chr5	77252315	77252325	-	0.000	0.000	Merged-chr5-77252339-67
NR8698--MA0684.1.RUNX3	chr7	72344532	72344541	-	0.000	0.000	Merged-chr7-72344400-34
NR1533--MA0002.2.RUNX1	chr11	20107758	20107768	+	0.000	0.000	Merged-chr11-20107877-60
NR8111--MA0511.2.RUNX2	chr6	91061195	91061203	-	0.000	0.000	Merged-chr6-91061386-8
NR3835--MA0511.2.RUNX2	chr16	35485045	35485053	+	0.000	0.000	Merged-chr16-35485007-20
NR9647--MA0002.2.RUNX1	chr9	51402043	51402053	+	0.000	0.000	Merged-chr9-51401998-48
NR5893--MA0684.1.RUNX3	chr3	5860542	5860551	+	0.000	0.000	Merged-chr3-5860580-55
NR7030--MA0002.2.RUNX1	chr4	129585111	129585121	+	0.000	0.000	Merged-chr4-129585203-50
NR7696--MA0002.2.RUNX1	chr5	124215134	124215144	-	0.000	0.000	Merged-chr5-124215011-42
NR4546--MA0511.2.RUNX2	chr18	14669384	14669392	+	0.000	0.000	Merged-chr18-14669573-8
NR1785--MA0002.2.RUNX1	chr11	98943507	98943517	+	0.000	0.000	Merged-chr11-98943480-23
NR6127--MA0002.2.RUNX1	chr3	84069505	84069515	+	0.000	0.000	Merged-chr3-84069466-34
NR3150--MA0511.2.RUNX2	chr14	71035781	71035789	-	0.000	0.000	Merged-chr14-71035782-16
NR5750--MA0684.1.RUNX3	chr2	155518068	155518077	+	0.000	0.000	Merged-chr2-155518074-63
NR7282--MA0002.2.RUNX1	chr5	23387127	23387137	-	0.000	0.000	Merged-chr5-23387051-61
NR10169--MA0511.2.RUNX2	chrX	85868244	85868252	+	0.000	0.000	Merged-chrX-85868335-21
NR9633--MA0684.1.RUNX3	chr9	48357393	48357402	+	0.000	0.000	Merged-chr9-48357343-17
NR6379--MA0002.2.RUNX1	chr3	129613934	129613944	+	0.000	0.000	Merged-chr3-129613875-22
NR1913--MA0002.2.RUNX1	chr11	119929865	119929875	+	0.000	0.000	Merged-chr11-119929820-6
NR166--MA0684.1.RUNX3	chr1	54871549	54871558	+	0.000	0.000	Merged-chr1-54871447-51
NR2419--MA0002.2.RUNX1	chr13	5847065	5847075	-	0.000	0.000	Merged-chr13-5847113-25
NR3451--MA0684.1.RUNX3	chr15	37461457	37461466	+	0.000	0.000	Merged-chr15-37461428-38
NR8459--MA0684.1.RUNX3	chr6	144953072	144953081	+	0.000	0.000	Merged-chr6-144953133-29
NR8267--MA0511.2.RUNX2	chr6	120124866	120124874	-	0.000	0.000	Merged-chr6-120124865-39
NR2548--MA0684.1.RUNX3	chr13	37783871	37783880	+	0.000	0.000	Merged-chr13-37783892-22
NR5982--MA0002.2.RUNX1	chr3	30876915	30876925	+	0.000	0.000	Merged-chr3-30876888-40
NR9693--MA0511.2.RUNX2	chr9	61225167	61225175	+	0.000	0.000	Merged-chr9-61225287-14
NR5777--MA0002.2.RUNX1	chr2	158166806	158166816	-	0.000	0.000	Merged-chr2-158166857-55
NR4307--MA0511.2.RUNX2	chr17	50148364	50148372	-	0.000	0.000	Merged-chr17-50148334-29
NR861--MA0002.2.RUNX1	chr10	5448546	5448556	+	0.000	0.000	Merged-chr10-5448562-35
NR1751--MA0002.2.RUNX1	chr11	89100992	89101002	+	0.000	0.000	Merged-chr11-89100844-64
NR1546--MA0002.2.RUNX1	chr11	23846633	23846643	-	0.000	0.000	Merged-chr11-23846539-65
NR3782--MA0511.2.RUNX2	chr16	22466505	22466513	+	0.000	0.000	Merged-chr16-22466658-43
NR1817--MA0002.2.RUNX1	chr11	106352128	106352138	+	0.000	0.000	Merged-chr11-106352092-27
NR2405--MA0684.1.RUNX3	chr12	118428539	118428548	-	0.000	0.000	Merged-chr12-118428603-36
NR1502--MA0511.2.RUNX2	chr11	10276429	10276437	-	0.000	0.000	Merged-chr11-10276392-45
NR6074--MA0002.2.RUNX1	chr3	68789751	68789761	-	0.000	0.000	Merged-chr3-68789660-34
NR4608--MA0684.1.RUNX3	chr18	36701977	36701986	-	0.000	0.000	Merged-chr18-36701992-26
NR6967--MA0511.2.RUNX2	chr4	116558694	116558702	-	0.000	0.000	Merged-chr4-116558716-2
NR4145--MA0511.2.RUNX2	chr17	12165580	12165588	+	0.000	0.000	Merged-chr17-12165459-54
NR7522--MA0511.2.RUNX2	chr5	100875965	100875973	+	0.000	0.000	Merged-chr5-100875815-38
NR1803--MA0684.1.RUNX3	chr11	102930829	102930838	-	0.000	0.000	Merged-chr11-102930777-13
NR21--MA0002.2.RUNX1	chr1	13514011	13514021	+	0.000	0.000	Merged-chr1-13513958-35
NR3464--MA0684.1.RUNX3	chr15	40131071	40131080	-	0.000	0.000	Merged-chr15-40131241-26
NR5538--MA0002.2.RUNX1	chr2	103600336	103600346	+	0.000	0.000	Merged-chr2-103600179-1
NR6126--MA0684.1.RUNX3	chr3	84022995	84023004	+	0.000	0.000	Merged-chr3-84022944-34
NR7774--MA0511.2.RUNX2	chr5	140872748	140872756	-	0.000	0.000	Merged-chr5-140872723-52
NR5809--MA0002.2.RUNX1	chr2	164522113	164522123	+	0.000	0.000	Merged-chr2-164522011-62
NR7675--MA0002.2.RUNX1	chr5	121184941	121184951	-	0.000	0.000	Merged-chr5-121185063-20
NR5995--MA0002.2.RUNX1	chr3	37173479	37173489	+	0.000	0.000	Merged-chr3-37173489-44
NR4032--MA0684.1.RUNX3	chr16	89974598	89974607	+	0.000	0.000	Merged-chr16-89974505-28
NR1764--MA0002.2.RUNX1	chr11	94141817	94141827	-	0.000	0.000	Merged-chr11-94141772-16
NR1559--MA0002.2.RUNX1	chr11	30187397	30187407	+	0.000	0.000	Merged-chr11-30187397-59
NR2147--MA0684.1.RUNX3	chr12	82394383	82394392	+	0.000	0.000	Merged-chr12-82394298-69
NR6186--MA0511.2.RUNX2	chr3	94375473	94375481	-	0.000	0.000	Merged-chr3-94375656-27
NR4111--MA0511.2.RUNX2	chr17	6008219	6008227	-	0.000	0.000	Merged-chr17-6008372-53
NR1350--MA0002.2.RUNX1	chr10	117055902	117055912	+	0.000	0.000	Merged-chr10-117055786-1
NR9341--MA0684.1.RUNX3	chr8	94240484	94240493	+	0.000	0.000	Merged-chr8-94240399-13
NR6358--MA0002.2.RUNX1	chr3	126690814	126690824	+	0.000	0.000	Merged-chr3-126690917-48
NR1416--MA0002.2.RUNX1	chr10	121189372	121189382	+	0.000	0.000	Merged-chr10-121189304-59
NR9464--MA0002.2.RUNX1	chr8	124317365	124317375	+	0.000	0.000	Merged-chr8-124317327-6
NR6314--MA0511.2.RUNX2	chr3	115692546	115692554	+	0.000	0.000	Merged-chr3-115692552-34
NR5776--MA0684.1.RUNX3	chr2	158154378	158154387	-	0.000	0.000	Merged-chr2-158154460-58
NR5504--MA0002.2.RUNX1	chr2	90503401	90503411	+	0.000	0.000	Merged-chr2-90503478-20
NR3282--MA0002.2.RUNX1	chr14	106027144	106027154	+	0.000	0.000	Merged-chr14-106027200-23
NR983--MA0002.2.RUNX1	chr10	30550617	30550627	-	0.000	0.000	Merged-chr10-30550740-45
NR9864--MA0684.1.RUNX3	chr9	94993757	94993766	+	0.000	0.000	Merged-chr9-94993790-30
NR7165--MA0002.2.RUNX1	chr4	148683727	148683737	+	0.000	0.000	Merged-chr4-148683681-71
NR9672--MA0511.2.RUNX2	chr9	56104474	56104482	+	0.000	0.000	Merged-chr9-56104454-58
NR8147--MA0002.2.RUNX1	chr6	97387553	97387563	-	0.000	0.000	Merged-chr6-97387514-39
NR9450--MA0684.1.RUNX3	chr8	122530696	122530705	-	0.000	0.000	Merged-chr8-122530722-16
NR5170--MA0511.2.RUNX2	chr2	7254734	7254742	-	0.000	0.000	Merged-chr2-7254714-17
NR3205--MA0002.2.RUNX1	chr14	78914392	78914402	+	0.000	0.000	Merged-chr14-78914359-46
NR3761--MA0511.2.RUNX2	chr16	14088468	14088476	-	0.000	0.000	Merged-chr16-14088440-49
NR9573--MA0002.2.RUNX1	chr9	32628884	32628894	+	0.000	0.000	Merged-chr9-32628980-21
NR2779--MA0684.1.RUNX3	chr13	93764721	93764730	+	0.000	0.000	Merged-chr13-93764810-22
NR8547--MA0684.1.RUNX3	chr7	19817721	19817730	+	0.000	0.000	Merged-chr7-19817599-46
NR4267--MA0511.2.RUNX2	chr17	43645417	43645425	+	0.000	0.000	Merged-chr17-43645396-23
NR3186--MA0002.2.RUNX1	chr14	75787126	75787136	-	0.000	0.000	Merged-chr14-75786967-70
NR3457--MA0002.2.RUNX1	chr15	38602935	38602945	-	0.000	0.000	Merged-chr15-38603137-3
NR3728--MA0002.2.RUNX1	chr15	102722147	102722157	+	0.000	0.000	Merged-chr15-102722024-72
NR4439--MA0002.2.RUNX1	chr17	80441972	80441982	+	0.000	0.000	Merged-chr17-80441791-30
NR6199--MA0511.2.RUNX2	chr3	95141663	95141671	+	0.000	0.000	Merged-chr3-95141706-11
NR7816--MA0002.2.RUNX1	chr5	149016919	149016929	-	0.000	0.000	Merged-chr5-149016995-7
NR1511--MA0684.1.RUNX3	chr11	11766269	11766278	+	0.000	0.000	Merged-chr11-11766225-56
NR7896--MA0511.2.RUNX2	chr6	37046641	37046649	+	0.000	0.000	Merged-chr6-37046555-33
NR5821--MA0511.2.RUNX2	chr2	166610501	166610509	+	0.000	0.000	Merged-chr2-166610595-30
NR9682--MA0002.2.RUNX1	chr9	58280706	58280716	+	0.000	0.000	Merged-chr9-58280700-28
NR7797--MA0002.2.RUNX1	chr5	144221511	144221521	-	0.000	0.000	Merged-chr5-144221643-44
NR7753--MA0511.2.RUNX2	chr5	136460078	136460086	+	0.000	0.000	Merged-chr5-136460136-37
NR4992--MA0002.2.RUNX1	chr19	32275218	32275228	-	0.000	0.000	Merged-chr19-32275425-90
