#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR48137--MA0742.1.Klf12	chr4	130520535	130520549	-	0.000	0.000	Merged-chr4-130520365-48
NR60862--MA1107.1.KLF9	chr7	103897812	103897824	-	0.000	0.000	Merged-chr7-103897869-1
NR52296--MA0741.1.KLF16	chr5	113873220	113873230	-	0.000	0.000	Merged-chr5-113873174-24
NR58732--MA0493.1.Klf1	chr7	25627339	25627349	+	0.000	0.000	Merged-chr7-25627360-20
NR26923--MA0599.1.KLF5	chr16	56075454	56075463	+	0.000	0.000	Merged-chr16-56075692-109
NR2771--MA0493.1.Klf1	chr1	128667547	128667557	+	0.000	0.000	Merged-chr1-128667443-20
NR16019--MA0741.1.KLF16	chr13	8385550	8385560	+	0.000	0.000	Merged-chr13-8385507-1
NR16780--MA0493.1.Klf1	chr13	40922444	40922454	-	0.000	0.000	Merged-chr13-40922316-2,Merged-chr13-40922608-25
NR64089--MA1107.1.KLF9	chr8	83768641	83768653	-	0.000	0.000	Merged-chr8-83768833-20
NR39872--MA0039.3.KLF4	chr2	166620684	166620694	-	0.000	0.000	Merged-chr2-166620624-54
NR18956--MA0599.1.KLF5	chr13	108316275	108316284	+	0.000	0.000	Merged-chr13-108316339-65
NR61297--MA0740.1.KLF14	chr7	121034621	121034634	+	0.000	0.000	Merged-chr7-121034758-80
NR53534--MA0599.1.KLF5	chr5	139736491	139736500	+	0.000	0.000	Merged-chr5-139736342-40
NR66928--MA0741.1.KLF16	chr9	69073445	69073455	-	0.000	0.000	Merged-chr9-69073494-25
NR45332--MA0742.1.Klf12	chr4	19932261	19932275	+	0.000	0.000	Merged-chr4-19932184-11
NR43754--MA0740.1.KLF14	chr3	131272065	131272078	-	0.000	0.000	Merged-chr3-131271947-79
NR51713--MA0741.1.KLF16	chr5	96990704	96990714	-	0.000	0.000	Merged-chr5-96990741-12
NR1089--MA0741.1.KLF16	chr1	54914509	54914519	-	0.000	0.000	Merged-chr1-54914560-13
NR47617--MA0599.1.KLF5	chr4	117251984	117251993	-	0.000	0.000	Merged-chr4-117251889-52
NR11582--MA0599.1.KLF5	chr11	80301618	80301627	+	0.000	0.000	Merged-chr11-80301422-73
NR1057--MA0740.1.KLF14	chr1	52630917	52630930	+	0.000	0.000	Merged-chr1-52631121-87
NR28331--MA0740.1.KLF14	chr17	7170096	7170109	-	0.000	0.000	Merged-chr17-7169938-73
NR31073--MA1107.1.KLF9	chr17	88316357	88316369	-	0.000	0.000	Merged-chr17-88316434-22
NR67336--MA0740.1.KLF14	chr9	86695953	86695966	-	0.000	0.000	Merged-chr9-86695858-50
NR49683--MA0039.3.KLF4	chr5	17341594	17341604	+	0.000	0.000	Merged-chr5-17341610-1
NR9647--MA0740.1.KLF14	chr11	3539330	3539343	+	0.000	0.000	Merged-chr11-3539398-47
NR11263--MA0741.1.KLF16	chr11	74522812	74522822	+	0.000	0.000	Merged-chr11-74522748-45
NR32150--MA0493.1.Klf1	chr18	38144877	38144887	-	0.000	0.000	Merged-chr18-38144926-39
NR51465--MA1107.1.KLF9	chr5	88676304	88676316	-	0.000	0.000	Merged-chr5-88676360-5
NR63899--MA1107.1.KLF9	chr8	75071894	75071906	+	0.000	0.000	Merged-chr8-75071889-52
NR39315--MA0740.1.KLF14	chr2	150904770	150904783	+	0.000	0.000	Merged-chr2-150904585-65
NR45548--MA1107.1.KLF9	chr4	32388038	32388050	+	0.000	0.000	Merged-chr4-32387941-10
NR19239--MA1107.1.KLF9	chr13	117203249	117203261	-	0.000	0.000	Merged-chr13-117203167-67
NR60974--MA1107.1.KLF9	chr7	107659438	107659450	-	0.000	0.000	Merged-chr7-107659322-39
NR60070--MA0742.1.Klf12	chr7	75914145	75914159	-	0.000	0.000	Merged-chr7-75914112-33
NR12560--MA0599.1.KLF5	chr11	111066112	111066121	-	0.000	0.000	Merged-chr11-111066070-45
NR26615--MA0742.1.Klf12	chr16	44016449	44016463	+	0.000	0.000	Merged-chr16-44016321-50
NR15270--MA0599.1.KLF5	chr12	100856453	100856462	+	0.000	0.000	Merged-chr12-100856491-28
NR45989--MA0741.1.KLF16	chr4	45530839	45530849	+	0.000	0.000	Merged-chr4-45530813-118
NR28748--MA1107.1.KLF9	chr17	21474862	21474874	-	0.000	0.000	Merged-chr17-21475108-14
NR55109--MA0493.1.Klf1	chr6	50110139	50110149	-	0.000	0.000	Merged-chr6-50110247-81
NR30774--MA0741.1.KLF16	chr17	80479369	80479379	-	0.000	0.000	Merged-chr17-80479314-1
NR66514--MA0741.1.KLF16	chr9	51020525	51020535	+	0.000	0.000	Merged-chr9-51020554-22
NR12202--MA0599.1.KLF5	chr11	99163371	99163380	-	0.000	0.000	Merged-chr11-99163230-42
NR65072--MA0493.1.Klf1	chr8	120078309	120078319	+	0.000	0.000	Merged-chr8-120078339-32
NR57409--MA1107.1.KLF9	chr6	136947147	136947159	-	0.000	0.000	Merged-chr6-136947119-17
NR69539--MA0740.1.KLF14	chrX	159809741	159809754	-	0.000	0.000	Merged-chrX-159809700-46
NR18167--MA1107.1.KLF9	chr13	89454727	89454739	-	0.000	0.000	Merged-chr13-89454773-11
NR24627--MA0599.1.KLF5	chr15	83350009	83350018	+	0.000	0.000	Merged-chr15-83350192-58
NR17399--MA0039.3.KLF4	chr13	64161801	64161811	-	0.000	0.000	Merged-chr13-64161873-63
NR11120--MA0741.1.KLF16	chr11	69410807	69410817	+	0.000	0.000	Merged-chr11-69410612-81
NR24655--MA0741.1.KLF16	chr15	83563318	83563328	-	0.000	0.000	Merged-chr15-83563497-129
NR67700--MA0599.1.KLF5	chr9	101251791	101251800	+	0.000	0.000	Merged-chr9-101251656-72
NR39838--MA0740.1.KLF14	chr2	164953397	164953410	-	0.000	0.000	Merged-chr2-164953372-29
NR22352--MA1107.1.KLF9	chr14	119007573	119007585	+	0.000	0.000	Merged-chr14-119007466-85
NR39341--MA0599.1.KLF5	chr2	151542920	151542929	-	0.000	0.000	Merged-chr2-151542776-88
NR54081--MA1107.1.KLF9	chr6	5867159	5867171	-	0.000	0.000	Merged-chr6-5867138-2
NR56337--MA1107.1.KLF9	chr6	101524044	101524056	+	0.000	0.000	Merged-chr6-101523995-1
NR37016--MA0740.1.KLF14	chr2	65567733	65567746	-	0.000	0.000	Merged-chr2-65567676-20
NR58141--MA0740.1.KLF14	chr7	7130764	7130777	+	0.000	0.000	Merged-chr7-7130705-50
NR14416--MA0740.1.KLF14	chr12	69461954	69461967	+	0.000	0.000	Merged-chr12-69461998-25
NR22943--MA0740.1.KLF14	chr15	25696039	25696052	-	0.000	0.000	Merged-chr15-25696018-37
NR66100--MA0741.1.KLF16	chr9	32728396	32728406	-	0.000	0.000	Merged-chr9-32728530-9
NR43592--MA0740.1.KLF14	chr3	126660886	126660899	+	0.000	0.000	Merged-chr3-126660767-126
NR57334--MA0599.1.KLF5	chr6	135167962	135167971	-	0.000	0.000	Merged-chr6-135168143-37
NR68556--MA1107.1.KLF9	chrX	11807626	11807638	-	0.000	0.000	Merged-chrX-11807540-17
NR37487--MA1107.1.KLF9	chr2	83929607	83929619	-	0.000	0.000	Merged-chr2-83929608-43
NR43761--MA0742.1.Klf12	chr3	131272102	131272116	+	0.000	0.000	Merged-chr3-131271947-79
NR48498--MA0742.1.Klf12	chr4	137367923	137367937	+	0.000	0.000	Merged-chr4-137367876-79
NR66843--MA0599.1.KLF5	chr9	65294271	65294280	-	0.000	0.000	Merged-chr9-65294356-65
NR54576--MA0740.1.KLF14	chr6	28421776	28421789	-	0.000	0.000	Merged-chr6-28421757-53
NR54605--MA1107.1.KLF9	chr6	29473969	29473981	-	0.000	0.000	Merged-chr6-29474137-48
NR25282--MA0493.1.Klf1	chr15	99276217	99276227	-	0.000	0.000	Merged-chr15-99276334-34
NR24090--MA0657.1.KLF13	chr15	75678794	75678811	+	0.000	0.000	Merged-chr15-75678935-117
NR55163--MA0741.1.KLF16	chr6	52191779	52191789	+	0.000	0.000	Merged-chr6-52191955-39
NR55050--MA1107.1.KLF9	chr6	48395580	48395592	+	0.000	0.000	Merged-chr6-48395696-62
NR36822--MA0039.3.KLF4	chr2	59167111	59167121	+	0.000	0.000	Merged-chr2-59167123-35
NR67145--MA0599.1.KLF5	chr9	78489199	78489208	+	0.000	0.000	Merged-chr9-78489122-54
NR55705--MA0741.1.KLF16	chr6	82773534	82773544	+	0.000	0.000	Merged-chr6-82773565-31
NR14397--MA0740.1.KLF14	chr12	69227896	69227909	+	0.000	0.000	Merged-chr12-69228126-55
NR29115--MA0742.1.Klf12	chr17	28575521	28575535	+	0.000	0.000	Merged-chr17-28575603-4
NR50243--MA0742.1.Klf12	chr5	34949368	34949382	+	0.000	0.000	Merged-chr5-34949325-82
NR16566--MA0599.1.KLF5	chr13	30186465	30186474	-	0.000	0.000	Merged-chr13-30186492-12
NR8187--MA0741.1.KLF16	chr10	95605042	95605052	+	0.000	0.000	Merged-chr10-95605167-17
NR30949--MA0741.1.KLF16	chr17	84187478	84187488	+	0.000	0.000	Merged-chr17-84187372-1
NR707--MA0741.1.KLF16	chr1	36557328	36557338	+	0.000	0.000	Merged-chr1-36557303-50
NR33347--MA1107.1.KLF9	chr18	77072743	77072755	+	0.000	0.000	Merged-chr18-77072792-44
NR40261--MA0599.1.KLF5	chr2	173659729	173659738	-	0.000	0.000	Merged-chr2-173659827-104
NR25174--MA1107.1.KLF9	chr15	96684759	96684771	+	0.000	0.000	Merged-chr15-96684531-29
NR56011--MA0742.1.Klf12	chr6	90604825	90604839	+	0.000	0.000	Merged-chr6-90604806-66
NR12999--MA0599.1.KLF5	chr11	119942879	119942888	+	0.000	0.000	Merged-chr11-119943000-66
NR37393--MA1107.1.KLF9	chr2	78750720	78750732	-	0.000	0.000	Merged-chr2-78750883-2
NR10606--MA0742.1.Klf12	chr11	53519825	53519839	-	0.000	0.000	Merged-chr11-53519837-32
NR25502--MA0599.1.KLF5	chr15	103340142	103340151	-	0.000	0.000	Merged-chr15-103340196-50
NR4195--MA0599.1.KLF5	chr1	171390340	171390349	+	0.000	0.000	Merged-chr1-171390239-45
NR68284--MA0741.1.KLF16	chr9	119937563	119937573	+	0.000	0.000	Merged-chr9-119937527-45
NR47603--MA0740.1.KLF14	chr4	116877375	116877388	-	0.000	0.000	Merged-chr4-116877441-82
NR68555--MA0741.1.KLF16	chrX	11807627	11807637	-	0.000	0.000	Merged-chrX-11807540-17
NR13095--MA0599.1.KLF5	chr12	4038974	4038983	+	0.000	0.000	Merged-chr12-4038819-48
NR39845--MA0742.1.Klf12	chr2	165326495	165326509	+	0.000	0.000	Merged-chr2-165326643-68
NR32215--MA0741.1.KLF16	chr18	39801158	39801168	+	0.000	0.000	Merged-chr18-39801283-11
NR12426--MA0599.1.KLF5	chr11	106160070	106160079	-	0.000	0.000	Merged-chr11-106160193-191
NR52328--MA0599.1.KLF5	chr5	114461497	114461506	-	0.000	0.000	Merged-chr5-114461497-19
NR61631--MA0599.1.KLF5	chr7	132576464	132576473	+	0.000	0.000	Merged-chr7-132576269-107
NR58348--MA0741.1.KLF16	chr7	16950239	16950249	-	0.000	0.000	Merged-chr7-16950305-32
NR53135--MA0741.1.KLF16	chr5	134437538	134437548	+	0.000	0.000	Merged-chr5-134437601-35
NR55714--MA0599.1.KLF5	chr6	83038868	83038877	-	0.000	0.000	Merged-chr6-83038793-36
NR43972--MA0740.1.KLF14	chr3	137623757	137623770	-	0.000	0.000	Merged-chr3-137623854-47
NR61933--MA0741.1.KLF16	chr7	141579228	141579238	-	0.000	0.000	Merged-chr7-141579078-48
NR385--MA0740.1.KLF14	chr1	20912780	20912793	-	0.000	0.000	Merged-chr1-20912686-65
NR51184--MA0741.1.KLF16	chr5	73292977	73292987	-	0.000	0.000	Merged-chr5-73292863-53
NR36934--MA0039.3.KLF4	chr2	61755187	61755197	+	0.000	0.000	Merged-chr2-61755182-23
NR67257--MA0599.1.KLF5	chr9	83925120	83925129	+	0.000	0.000	Merged-chr9-83925198-57
NR42708--MA0039.3.KLF4	chr3	95315145	95315155	+	0.000	0.000	Merged-chr3-95315367-55
NR28761--MA0039.3.KLF4	chr17	21679883	21679893	-	0.000	0.000	Merged-chr17-21679790-78
NR20794--MA0742.1.Klf12	chr14	53364152	53364166	-	0.000	0.000	Merged-chr14-53364139-16
NR38822--MA0740.1.KLF14	chr2	132687112	132687125	+	0.000	0.000	Merged-chr2-132687004-41
NR59774--MA0741.1.KLF16	chr7	58569009	58569019	-	0.000	0.000	Merged-chr7-58568960-29
NR4684--MA0741.1.KLF16	chr1	184732725	184732735	-	0.000	0.000	Merged-chr1-184732542-127
NR69029--MA0740.1.KLF14	chrX	75084985	75084998	+	0.000	0.000	Merged-chrX-75084750-60
NR66274--MA0493.1.Klf1	chr9	44043307	44043317	+	0.000	0.000	Merged-chr9-44043404-33
NR41994--MA0039.3.KLF4	chr3	65929633	65929643	+	0.000	0.000	Merged-chr3-65929899-83
NR39555--MA1107.1.KLF9	chr2	157119287	157119299	-	0.000	0.000	Merged-chr2-157119108-55
NR32196--MA0741.1.KLF16	chr18	39084145	39084155	-	0.000	0.000	Merged-chr18-39084006-14
NR17736--MA0493.1.Klf1	chr13	74861545	74861555	+	0.000	0.000	Merged-chr13-74861692-20
NR59947--MA1107.1.KLF9	chr7	68127943	68127955	-	0.000	0.000	Merged-chr7-68127930-13
NR66861--MA0599.1.KLF5	chr9	65541815	65541824	+	0.000	0.000	Merged-chr9-65541837-66
NR29875--MA0599.1.KLF5	chr17	51408582	51408591	+	0.000	0.000	Merged-chr17-51408616-68
NR23891--MA0741.1.KLF16	chr15	64113270	64113280	+	0.000	0.000	Merged-chr15-64113403-29
NR66166--MA1107.1.KLF9	chr9	37208162	37208174	+	0.000	0.000	Merged-chr9-37208217-52
NR67378--MA0599.1.KLF5	chr9	88719823	88719832	-	0.000	0.000	Merged-chr9-88719952-88
NR54614--MA1107.1.KLF9	chr6	29474062	29474074	+	0.000	0.000	Merged-chr6-29474137-48
NR25281--MA0039.3.KLF4	chr15	99276215	99276225	-	0.000	0.000	Merged-chr15-99276334-34
NR69038--MA0657.1.KLF13	chrX	76598729	76598746	+	0.000	0.000	Merged-chrX-76598823-55
NR4625--MA0599.1.KLF5	chr1	181256925	181256934	-	0.000	0.000	Merged-chr1-181256937-103
NR10139--MA0599.1.KLF5	chr11	23257530	23257539	-	0.000	0.000	Merged-chr11-23257441-61
NR26077--MA0741.1.KLF16	chr16	18426573	18426583	-	0.000	0.000	Merged-chr16-18426465-56
NR58875--MA1107.1.KLF9	chr7	28452044	28452056	-	0.000	0.000	Merged-chr7-28452002-19
NR54608--MA0740.1.KLF14	chr6	29474062	29474075	+	0.000	0.000	Merged-chr6-29474137-48
NR28765--MA0742.1.Klf12	chr17	21733985	21733999	-	0.000	0.000	Merged-chr17-21733799-41
NR11133--MA0741.1.KLF16	chr11	69766492	69766502	-	0.000	0.000	Merged-chr11-69766217-75
NR26619--MA0741.1.KLF16	chr16	44016450	44016460	+	0.000	0.000	Merged-chr16-44016321-50
NR55950--MA1107.1.KLF9	chr6	88924919	88924931	+	0.000	0.000	Merged-chr6-88924833-5
NR50165--MA1107.1.KLF9	chr5	33143057	33143069	-	0.000	0.000	Merged-chr5-33143118-19
NR47268--MA0741.1.KLF16	chr4	101419608	101419618	-	0.000	0.000	Merged-chr4-101419713-70
NR42802--MA0741.1.KLF16	chr3	96670276	96670286	-	0.000	0.000	Merged-chr3-96670226-48
NR50708--MA0599.1.KLF5	chr5	53213640	53213649	+	0.000	0.000	Merged-chr5-53213539-17
NR33365--MA1107.1.KLF9	chr18	77743802	77743814	-	0.000	0.000	Merged-chr18-77743762-23
NR68427--MA0493.1.Klf1	chr9	123478654	123478664	+	0.000	0.000	Merged-chr9-123478812-84
NR9053--MA0493.1.Klf1	chr10	118813768	118813778	-	0.000	0.000	Merged-chr10-118813922-11
NR33007--MA1107.1.KLF9	chr18	67768650	67768662	-	0.000	0.000	Merged-chr18-67768535-29
NR28445--MA0599.1.KLF5	chr17	10840204	10840213	+	0.000	0.000	Merged-chr17-10840429-74
NR47625--MA1107.1.KLF9	chr4	117289511	117289523	-	0.000	0.000	Merged-chr4-117289417-85
NR40260--MA1107.1.KLF9	chr2	173659684	173659696	+	0.000	0.000	Merged-chr2-173659827-104
NR60652--MA1107.1.KLF9	chr7	97878024	97878036	-	0.000	0.000	Merged-chr7-97878127-12
NR34343--MA1107.1.KLF9	chr19	32266922	32266934	+	0.000	0.000	Merged-chr19-32266743-101
NR8643--MA1107.1.KLF9	chr10	110952120	110952132	+	0.000	0.000	Merged-chr10-110952029-21
NR46303--MA0493.1.Klf1	chr4	57901388	57901398	-	0.000	0.000	Merged-chr4-57901467-17
NR10696--MA0742.1.Klf12	chr11	54956165	54956179	-	0.000	0.000	Merged-chr11-54956037-55
NR4588--MA0741.1.KLF16	chr1	180548102	180548112	-	0.000	0.000	Merged-chr1-180548194-33
NR62548--MA0741.1.KLF16	chr8	23208427	23208437	+	0.000	0.000	Merged-chr8-23208260-108
NR15369--MA0599.1.KLF5	chr12	103532350	103532359	-	0.000	0.000	Merged-chr12-103532380-77
NR12783--MA1107.1.KLF9	chr11	116377472	116377484	-	0.000	0.000	Merged-chr11-116377399-54
NR68113--MA1107.1.KLF9	chr9	114613220	114613232	-	0.000	0.000	Merged-chr9-114613191-38
NR24878--MA0599.1.KLF5	chr15	89149708	89149717	-	0.000	0.000	Merged-chr15-89149704-89
NR67356--MA0742.1.Klf12	chr9	88327586	88327600	+	0.000	0.000	Merged-chr9-88327634-62
NR34700--MA0740.1.KLF14	chr19	46003423	46003436	-	0.000	0.000	Merged-chr19-46003515-58
NR47964--MA0740.1.KLF14	chr4	126967999	126968012	-	0.000	0.000	Merged-chr4-126967964-77
NR16193--MA0742.1.Klf12	chr13	12565828	12565842	-	0.000	0.000	Merged-chr13-12565989-76
NR58728--MA0493.1.Klf1	chr7	25576829	25576839	-	0.000	0.000	Merged-chr7-25576733-65
NR3525--MA1107.1.KLF9	chr1	153424998	153425010	-	0.000	0.000	Merged-chr1-153424987-71
NR2308--MA0741.1.KLF16	chr1	106037227	106037237	-	0.000	0.000	Merged-chr1-106037167-27
NR50710--MA0741.1.KLF16	chr5	53213640	53213650	+	0.000	0.000	Merged-chr5-53213539-17
NR29629--MA0599.1.KLF5	chr17	45298536	45298545	-	0.000	0.000	Merged-chr17-45298437-3
NR52327--MA1107.1.KLF9	chr5	114380540	114380552	+	0.000	0.000	Merged-chr5-114380529-85
NR47765--MA0599.1.KLF5	chr4	120731119	120731128	-	0.000	0.000	Merged-chr4-120731377-66
NR30222--MA0599.1.KLF5	chr17	64331966	64331975	+	0.000	0.000	Merged-chr17-64332180-104
NR48280--MA0741.1.KLF16	chr4	133967539	133967549	-	0.000	0.000	Merged-chr4-133967780-121
NR66961--MA0657.1.KLF13	chr9	70584849	70584866	+	0.000	0.000	Merged-chr9-70584670-22
NR66292--MA0493.1.Klf1	chr9	44305641	44305651	+	0.000	0.000	Merged-chr9-44305753-50
NR28071--MA0741.1.KLF16	chr16	96089728	96089738	+	0.000	0.000	Merged-chr16-96089683-18
NR34769--MA0493.1.Klf1	chr19	47464463	47464473	-	0.000	0.000	Merged-chr19-47464349-56
NR64685--MA0741.1.KLF16	chr8	105966145	105966155	+	0.000	0.000	Merged-chr8-105965936-106
NR53663--MA1107.1.KLF9	chr5	141081202	141081214	-	0.000	0.000	Merged-chr5-141081137-7
NR33814--MA0599.1.KLF5	chr19	4338330	4338339	-	0.000	0.000	Merged-chr19-4338387-4
NR12993--MA0039.3.KLF4	chr11	119671196	119671206	-	0.000	0.000	Merged-chr11-119671227-50
NR58846--MA0742.1.Klf12	chr7	27860557	27860571	-	0.000	0.000	Merged-chr7-27860517-78
NR48097--MA0742.1.Klf12	chr4	129793968	129793982	-	0.000	0.000	Merged-chr4-129793960-55
NR47746--MA1107.1.KLF9	chr4	120288020	120288032	+	0.000	0.000	Merged-chr4-120287807-68
NR29296--MA0039.3.KLF4	chr17	33629373	33629383	+	0.000	0.000	Merged-chr17-33629191-60
NR36664--MA0741.1.KLF16	chr2	52315732	52315742	-	0.000	0.000	Merged-chr2-52315890-51
NR18512--MA1107.1.KLF9	chr13	97681946	97681958	-	0.000	0.000	Merged-chr13-97682077-4
NR31078--MA1107.1.KLF9	chr17	88316367	88316379	-	0.000	0.000	Merged-chr17-88316434-22
NR16677--MA1107.1.KLF9	chr13	34994155	34994167	-	0.000	0.000	Merged-chr13-34994132-82
NR36935--MA0741.1.KLF16	chr2	61755186	61755196	+	0.000	0.000	Merged-chr2-61755182-23
NR25847--MA0599.1.KLF5	chr16	10690156	10690165	+	0.000	0.000	Merged-chr16-10690218-33
NR695--MA1107.1.KLF9	chr1	36322006	36322018	-	0.000	0.000	Merged-chr1-36321937-14
NR32075--MA0599.1.KLF5	chr18	35830179	35830188	+	0.000	0.000	Merged-chr18-35830192-19
NR2765--MA0741.1.KLF16	chr1	128592387	128592397	-	0.000	0.000	Merged-chr1-128592203-155
NR52322--MA0039.3.KLF4	chr5	114380477	114380487	+	0.000	0.000	Merged-chr5-114380529-85
NR42911--MA0741.1.KLF16	chr3	101377060	101377070	-	0.000	0.000	Merged-chr3-101377096-48
NR23572--MA1107.1.KLF9	chr15	44364218	44364230	-	0.000	0.000	Merged-chr15-44364254-41
NR58849--MA0493.1.Klf1	chr7	27929242	27929252	+	0.000	0.000	Merged-chr7-27929384-28
NR3646--MA1107.1.KLF9	chr1	155050468	155050480	+	0.000	0.000	Merged-chr1-155050378-11
NR6017--MA0599.1.KLF5	chr10	31313221	31313230	-	0.000	0.000	Merged-chr10-31313443-90
NR17101--MA0599.1.KLF5	chr13	55105273	55105282	+	0.000	0.000	Merged-chr13-55105411-57
NR64271--MA0741.1.KLF16	chr8	90908555	90908565	-	0.000	0.000	Merged-chr8-90908589-118
NR29198--MA1107.1.KLF9	chr17	29964010	29964022	-	0.000	0.000	Merged-chr17-29963918-10
NR14436--MA0742.1.Klf12	chr12	69853616	69853630	+	0.000	0.000	Merged-chr12-69853558-20
NR49927--MA0599.1.KLF5	chr5	24445274	24445283	+	0.000	0.000	Merged-chr5-24445119-58
NR51468--MA0741.1.KLF16	chr5	88764994	88765004	+	0.000	0.000	Merged-chr5-88764989-68
NR61403--MA0599.1.KLF5	chr7	126272514	126272523	-	0.000	0.000	Merged-chr7-126272467-83
NR2315--MA0493.1.Klf1	chr1	106152998	106153008	+	0.000	0.000	Merged-chr1-106153126-17
NR11779--MA0493.1.Klf1	chr11	88955513	88955523	+	0.000	0.000	Merged-chr11-88955371-64
NR6919--MA0741.1.KLF16	chr10	67096994	67097004	+	0.000	0.000	Merged-chr10-67096873-126
NR26043--MA0741.1.KLF16	chr16	17911117	17911127	-	0.000	0.000	Merged-chr16-17911310-48
NR14489--MA0493.1.Klf1	chr12	71136356	71136366	+	0.000	0.000	Merged-chr12-71136492-3
NR45333--MA0039.3.KLF4	chr4	19932263	19932273	+	0.000	0.000	Merged-chr4-19932184-11
NR35639--MA1107.1.KLF9	chr2	19622211	19622223	-	0.000	0.000	Merged-chr2-19622223-29
NR26492--MA0039.3.KLF4	chr16	34690562	34690572	-	0.000	0.000	Merged-chr16-34690700-62
NR34094--MA0741.1.KLF16	chr19	10018137	10018147	-	0.000	0.000	Merged-chr19-10018255-26
NR24363--MA0741.1.KLF16	chr15	79209165	79209175	-	0.000	0.000	Merged-chr15-79209220-43
NR55761--MA0741.1.KLF16	chr6	83572459	83572469	+	0.000	0.000	Merged-chr6-83572392-58
NR4563--MA0742.1.Klf12	chr1	180279808	180279822	+	0.000	0.000	Merged-chr1-180279893-43
NR37090--MA0599.1.KLF5	chr2	68436040	68436049	+	0.000	0.000	Merged-chr2-68436038-76
NR54709--MA0493.1.Klf1	chr6	34346684	34346694	-	0.000	0.000	Merged-chr6-34346731-18
NR68993--MA0740.1.KLF14	chrX	73921995	73922008	-	0.000	0.000	Merged-chrX-73921958-51
NR63121--MA0493.1.Klf1	chr8	46617378	46617388	-	0.000	0.000	Merged-chr8-46617433-87
NR45078--MA0741.1.KLF16	chr4	9669125	9669135	+	0.000	0.000	Merged-chr4-9669090-69
NR24094--MA0493.1.Klf1	chr15	75678795	75678805	+	0.000	0.000	Merged-chr15-75678935-117
NR11126--MA0599.1.KLF5	chr11	69632722	69632731	-	0.000	0.000	Merged-chr11-69632910-62
NR32187--MA0599.1.KLF5	chr18	39031324	39031333	+	0.000	0.000	Merged-chr18-39031215-33
NR20798--MA0741.1.KLF16	chr14	53364155	53364165	-	0.000	0.000	Merged-chr14-53364139-16
NR40821--MA0599.1.KLF5	chr3	20057713	20057722	-	0.000	0.000	Merged-chr3-20057760-55
NR54077--MA1107.1.KLF9	chr6	5867126	5867138	-	0.000	0.000	Merged-chr6-5867138-2
NR63380--MA1107.1.KLF9	chr8	61283214	61283226	+	0.000	0.000	Merged-chr8-61283229-50
NR41696--MA0599.1.KLF5	chr3	52555197	52555206	-	0.000	0.000	Merged-chr3-52555195-52
NR34904--MA0599.1.KLF5	chr19	55643742	55643751	+	0.000	0.000	Merged-chr19-55643563-56
NR67373--MA0493.1.Klf1	chr9	88599552	88599562	-	0.000	0.000	Merged-chr9-88599592-56
NR9193--MA0740.1.KLF14	chr10	123196992	123197005	+	0.000	0.000	Merged-chr10-123196771-143
NR20935--MA0742.1.Klf12	chr14	55745648	55745662	+	0.000	0.000	Merged-chr14-55745715-52
NR17213--MA0599.1.KLF5	chr13	58067717	58067726	-	0.000	0.000	Merged-chr13-58067754-68
NR59915--MA0741.1.KLF16	chr7	65705186	65705196	-	0.000	0.000	Merged-chr7-65705151-59
NR62038--MA0741.1.KLF16	chr8	3221122	3221132	+	0.000	0.000	Merged-chr8-3221344-66
NR41855--MA0742.1.Klf12	chr3	60417246	60417260	-	0.000	0.000	Merged-chr3-60417177-5
NR6766--MA0742.1.Klf12	chr10	61233349	61233363	+	0.000	0.000	Merged-chr10-61233317-40
NR16359--MA0741.1.KLF16	chr13	19395769	19395779	-	0.000	0.000	Merged-chr13-19395779-56
NR55142--MA0741.1.KLF16	chr6	51442362	51442372	+	0.000	0.000	Merged-chr6-51442349-19
NR30591--MA0741.1.KLF16	chr17	74295579	74295589	+	0.000	0.000	Merged-chr17-74295561-5
NR47210--MA0599.1.KLF5	chr4	97996086	97996095	+	0.000	0.000	Merged-chr4-97996259-58
NR20081--MA0740.1.KLF14	chr14	25768893	25768906	+	0.000	0.000	Merged-chr14-25768821-72
NR40266--MA0599.1.KLF5	chr2	173679382	173679391	-	0.000	0.000	Merged-chr2-173679251-44
NR9173--MA0039.3.KLF4	chr10	122717818	122717828	+	0.000	0.000	Merged-chr10-122717958-55
NR63448--MA0493.1.Klf1	chr8	64872039	64872049	-	0.000	0.000	Merged-chr8-64871934-64
NR3683--MA0599.1.KLF5	chr1	156474394	156474403	+	0.000	0.000	Merged-chr1-156474258-59
NR11032--MA0599.1.KLF5	chr11	67021101	67021110	+	0.000	0.000	Merged-chr11-67021187-12
NR39797--MA1107.1.KLF9	chr2	163750225	163750237	+	0.000	0.000	Merged-chr2-163750187-67
NR20756--MA0599.1.KLF5	chr14	52427889	52427898	+	0.000	0.000	Merged-chr14-52427807-17
NR8649--MA0599.1.KLF5	chr10	111031829	111031838	+	0.000	0.000	Merged-chr10-111031729-43
