#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
NR5654--MA0684.1.RUNX3	chr3	21911280	21911289	-	0.000	0.000	Merged-chr3-21911228-38
NR5777--MA0002.2.RUNX1	chr3	52498969	52498979	+	0.000	0.000	Merged-chr3-52498930-55
NR7314--MA0002.2.RUNX1	chr5	125339640	125339650	-	0.000	0.000	Merged-chr5-125339591-35
NR1132--MA0002.2.RUNX1	chr10	82887536	82887546	-	0.000	0.000	Merged-chr10-82887554-36
NR1798--MA0002.2.RUNX1	chr12	8818046	8818056	-	0.000	0.000	Merged-chr12-8817903-12
NR2386--MA0684.1.RUNX3	chr13	41302822	41302831	+	0.000	0.000	Merged-chr13-41302926-20
NR5886--MA0002.2.RUNX1	chr3	76268629	76268639	+	0.000	0.000	Merged-chr3-76268438-1
NR3811--MA0002.2.RUNX1	chr16	62853031	62853041	+	0.000	0.000	Merged-chr16-62853027-5
NR8899--MA0511.2.RUNX2	chr8	119812443	119812451	+	0.000	0.000	Merged-chr8-119812593-113
NR3940--MA0684.1.RUNX3	chr16	92801759	92801768	-	0.000	0.000	Merged-chr16-92801827-54
NR3735--MA0684.1.RUNX3	chr16	43376987	43376996	-	0.000	0.000	Merged-chr16-43376977-35
NR3858--MA0002.2.RUNX1	chr16	76249895	76249905	+	0.000	0.000	Merged-chr16-76249767-78
NR9503--MA0684.1.RUNX3	chrX	77580136	77580145	-	0.000	0.000	Merged-chrX-77580117-37
NR159--MA0002.2.RUNX1	chr1	51104850	51104860	-	0.000	0.000	Merged-chr1-51104887-5
NR2369--MA0511.2.RUNX2	chr13	35871294	35871302	+	0.000	0.000	Merged-chr13-35871308-48
NR8342--MA0511.2.RUNX2	chr7	90131277	90131285	-	0.000	0.000	Merged-chr7-90131300-10
NR7883--MA0511.2.RUNX2	chr6	124730117	124730125	+	0.000	0.000	Merged-chr6-124730249-43
NR1621--MA0002.2.RUNX1	chr11	85324191	85324201	+	0.000	0.000	Merged-chr11-85324179-42
NR3652--MA0511.2.RUNX2	chr16	22461878	22461886	-	0.000	0.000	Merged-chr16-22461951-26
NR6043--MA0511.2.RUNX2	chr3	116380635	116380643	+	0.000	0.000	Merged-chr3-116380638-41
NR9420--MA0511.2.RUNX2	chrX	11647196	11647204	+	0.000	0.000	Merged-chrX-11647127-35
NR1750--MA0684.1.RUNX3	chr11	118232694	118232703	+	0.000	0.000	Merged-chr11-118232579-51
NR983--MA0002.2.RUNX1	chr10	39402665	39402675	+	0.000	0.000	Merged-chr10-39402648-48
NR8246--MA0511.2.RUNX2	chr7	64101861	64101869	-	0.000	0.000	Merged-chr7-64101971-35
NR7370--MA0002.2.RUNX1	chr5	143235103	143235113	-	0.000	0.000	Merged-chr5-143235302-59
NR7912--MA0002.2.RUNX1	chr6	129067174	129067184	+	0.000	0.000	Merged-chr6-129067175-32
NR2335--MA0511.2.RUNX2	chr13	24617870	24617878	-	0.000	0.000	Merged-chr13-24617853-51
NR4188--MA0684.1.RUNX3	chr17	35993998	35994007	+	0.000	0.000	Merged-chr17-35993975-42
NR1876--MA0511.2.RUNX2	chr12	34248929	34248937	+	0.000	0.000	Merged-chr12-34249045-49
NR3605--MA0684.1.RUNX3	chr16	11203415	11203424	-	0.000	0.000	Merged-chr16-11203305-84
NR3662--MA0002.2.RUNX1	chr16	23284583	23284593	-	0.000	0.000	Merged-chr16-23284588-3
NR7422--MA0684.1.RUNX3	chr6	8068567	8068576	+	0.000	0.000	Merged-chr6-8068549-6
NR1733--MA0511.2.RUNX2	chr11	117872036	117872044	-	0.000	0.000	Merged-chr11-117872185-83
NR3857--MA0684.1.RUNX3	chr16	76002577	76002586	+	0.000	0.000	Merged-chr16-76002490-12
NR7230--MA0511.2.RUNX2	chr5	106677005	106677013	+	0.000	0.000	Merged-chr5-106676986-37
NR1511--MA0684.1.RUNX3	chr11	52224161	52224170	+	0.000	0.000	Merged-chr11-52224357-50
NR7896--MA0511.2.RUNX2	chr6	127434327	127434335	-	0.000	0.000	Merged-chr6-127434285-47
NR5180--MA0002.2.RUNX1	chr2	71941537	71941547	-	0.000	0.000	Merged-chr2-71941624-65
NR3771--MA0002.2.RUNX1	chr16	52007167	52007177	+	0.000	0.000	Merged-chr16-52007257-28
NR8193--MA0511.2.RUNX2	chr7	45082993	45083001	-	0.000	0.000	Merged-chr7-45083107-80
NR6228--MA0002.2.RUNX1	chr3	152355531	152355541	+	0.000	0.000	Merged-chr3-152355609-21
NR4992--MA0002.2.RUNX1	chr2	27693898	27693908	-	0.000	0.000	Merged-chr2-27693880-30
NR9334--MA0002.2.RUNX1	chr9	107975788	107975798	-	0.000	0.000	Merged-chr9-107975775-69
NR8037--MA0684.1.RUNX3	chr6	144211185	144211194	+	0.000	0.000	Merged-chr6-144211213-1
NR6628--MA0684.1.RUNX3	chr4	101207685	101207694	-	0.000	0.000	Merged-chr4-101207630-19
NR1124--MA0002.2.RUNX1	chr10	80622476	80622486	+	0.000	0.000	Merged-chr10-80622471-84
NR3631--MA0511.2.RUNX2	chr16	15862878	15862886	+	0.000	0.000	Merged-chr16-15863011-112
NR5878--MA0002.2.RUNX1	chr3	75731470	75731480	-	0.000	0.000	Merged-chr3-75731321-54
NR1253--MA0684.1.RUNX3	chr10	108168050	108168059	-	0.000	0.000	Merged-chr10-108168166-48
NR3803--MA0002.2.RUNX1	chr16	58718949	58718959	+	0.000	0.000	Merged-chr16-58718786-22
NR1647--MA0002.2.RUNX1	chr11	96441759	96441769	+	0.000	0.000	Merged-chr11-96441741-50
NR5070--MA0684.1.RUNX3	chr2	48374447	48374456	+	0.000	0.000	Merged-chr2-48374556-9
NR9380--MA0511.2.RUNX2	chr9	116369244	116369252	-	0.000	0.000	Merged-chr9-116369265-54
NR3932--MA0684.1.RUNX3	chr16	91781029	91781038	+	0.000	0.000	Merged-chr16-91781071-63
NR2043--MA0511.2.RUNX2	chr12	85177263	85177271	-	0.000	0.000	Merged-chr12-85177311-38
NR3784--MA0002.2.RUNX1	chr16	55758395	55758405	-	0.000	0.000	Merged-chr16-55758589-1
NR7766--MA0511.2.RUNX2	chr6	99985480	99985488	-	0.000	0.000	Merged-chr6-99985483-19
NR4438--MA0684.1.RUNX3	chr18	7410390	7410399	-	0.000	0.000	Merged-chr18-7410256-40
NR1504--MA0002.2.RUNX1	chr11	50851164	50851174	+	0.000	0.000	Merged-chr11-50851355-7
NR4610--MA0002.2.RUNX1	chr18	64925659	64925669	-	0.000	0.000	Merged-chr18-64925642-4
NR7396--MA0002.2.RUNX1	chr5	149246236	149246246	-	0.000	0.000	Merged-chr5-149246178-51
NR5987--MA0002.2.RUNX1	chr3	103091964	103091974	+	0.000	0.000	Merged-chr3-103091976-34
NR2295--MA0511.2.RUNX2	chr13	13557079	13557087	-	0.000	0.000	Merged-chr13-13557258-36
NR3641--MA0002.2.RUNX1	chr16	18377256	18377266	+	0.000	0.000	Merged-chr16-18377300-20
NR8378--MA0002.2.RUNX1	chr7	104400913	104400923	-	0.000	0.000	Merged-chr7-104400949-29
NR3707--MA0002.2.RUNX1	chr16	35781230	35781240	+	0.000	0.000	Merged-chr16-35781109-15
NR8334--MA0511.2.RUNX2	chr7	84740072	84740080	-	0.000	0.000	Merged-chr7-84740151-41
NR2139--MA0684.1.RUNX3	chr12	102451594	102451603	-	0.000	0.000	Merged-chr12-102451586-20
NR1071--MA0002.2.RUNX1	chr10	67582048	67582058	-	0.000	0.000	Merged-chr10-67582122-21
NR4276--MA0684.1.RUNX3	chr17	62857484	62857493	+	0.000	0.000	Merged-chr17-62857583-41
NR3959--MA0002.2.RUNX1	chr16	95263159	95263169	-	0.000	0.000	Merged-chr16-95263048-64
NR1408--MA0002.2.RUNX1	chr11	19823813	19823823	+	0.000	0.000	Merged-chr11-19823630-23
NR7924--MA0684.1.RUNX3	chr6	130246074	130246083	+	0.000	0.000	Merged-chr6-130245976-1
NR1693--MA0511.2.RUNX2	chr11	106961728	106961736	+	0.000	0.000	Merged-chr11-106961822-47
NR6035--MA0511.2.RUNX2	chr3	115815790	115815798	+	0.000	0.000	Merged-chr3-115815828-66
NR6306--MA0511.2.RUNX2	chr4	11077683	11077691	+	0.000	0.000	Merged-chr4-11077783-17
NR3545--MA0002.2.RUNX1	chr15	95763082	95763092	-	0.000	0.000	Merged-chr15-95763066-31
NR3816--MA0002.2.RUNX1	chr16	64758703	64758713	+	0.000	0.000	Merged-chr16-64758494-145
NR9585--MA0684.1.RUNX3	chrX	159080706	159080715	+	0.000	0.000	Merged-chrX-159080720-54
NR7362--MA0002.2.RUNX1	chr5	140872746	140872756	+	0.000	0.000	Merged-chr5-140872723-52
NR1451--MA0002.2.RUNX1	chr11	32486694	32486704	+	0.000	0.000	Merged-chr11-32486832-15
NR7828--MA0684.1.RUNX3	chr6	113681491	113681500	-	0.000	0.000	Merged-chr6-113681431-40
NR5877--MA0684.1.RUNX3	chr3	75714111	75714120	+	0.000	0.000	Merged-chr3-75714014-36
NR3260--MA0684.1.RUNX3	chr15	25828625	25828634	-	0.000	0.000	Merged-chr15-25828667-44
NR3531--MA0684.1.RUNX3	chr15	93298365	93298374	-	0.000	0.000	Merged-chr15-93298411-30
NR3383--MA0002.2.RUNX1	chr15	53324885	53324895	+	0.000	0.000	Merged-chr15-53324911-2
NR7841--MA0511.2.RUNX2	chr6	117431711	117431719	+	0.000	0.000	Merged-chr6-117431708-65
NR1498--MA0002.2.RUNX1	chr11	50280317	50280327	-	0.000	0.000	Merged-chr11-50280206-7
NR8347--MA0511.2.RUNX2	chr7	90476343	90476351	-	0.000	0.000	Merged-chr7-90476243-63
NR12--MA0684.1.RUNX3	chr1	6467287	6467296	-	0.000	0.000	Merged-chr1-6467226-38
NR1183--MA0511.2.RUNX2	chr10	93225947	93225955	-	0.000	0.000	Merged-chr10-93225944-30
NR3035--MA0002.2.RUNX1	chr14	76569400	76569410	-	0.000	0.000	Merged-chr14-76569463-39
NR9551--MA0684.1.RUNX3	chrX	136616068	136616077	+	0.000	0.000	Merged-chrX-136616157-16
NR5172--MA0002.2.RUNX1	chr2	71051830	71051840	+	0.000	0.000	Merged-chr2-71051882-1
NR2195--MA0684.1.RUNX3	chr12	115623175	115623184	+	0.000	0.000	Merged-chr12-115623184-57
NR229--MA0511.2.RUNX2	chr1	67181367	67181375	+	0.000	0.000	Merged-chr1-67181322-10
NR9326--MA0002.2.RUNX1	chr9	105689681	105689691	+	0.000	0.000	Merged-chr9-105689631-24
NR5843--MA0684.1.RUNX3	chr3	65537571	65537580	-	0.000	0.000	Merged-chr3-65537527-21
NR7331--MA0511.2.RUNX2	chr5	134373116	134373124	+	0.000	0.000	Merged-chr5-134373166-2
NR1193--MA0002.2.RUNX1	chr10	94408831	94408841	+	0.000	0.000	Merged-chr10-94408966-47
NR1464--MA0002.2.RUNX1	chr11	34762526	34762536	-	0.000	0.000	Merged-chr11-34762658-71
NR3667--MA0002.2.RUNX1	chr16	23844809	23844819	-	0.000	0.000	Merged-chr16-23844946-41
NR702--MA0002.2.RUNX1	chr1	177670829	177670839	-	0.000	0.000	Merged-chr1-177670807-27
NR1321--MA0002.2.RUNX1	chr10	125317496	125317506	+	0.000	0.000	Merged-chr10-125317607-4
NR7090--MA0684.1.RUNX3	chr5	72163158	72163167	+	0.000	0.000	Merged-chr5-72163190-22
NR1516--MA0684.1.RUNX3	chr11	52314259	52314268	+	0.000	0.000	Merged-chr11-52314367-60
NR7884--MA0684.1.RUNX3	chr6	124730117	124730126	+	0.000	0.000	Merged-chr6-124730249-43
NR4950--MA0002.2.RUNX1	chr2	18975523	18975533	-	0.000	0.000	Merged-chr2-18975583-1
NR1800--MA0511.2.RUNX2	chr12	8844924	8844932	-	0.000	0.000	Merged-chr12-8844937-14
NR811--MA0002.2.RUNX1	chr10	7681080	7681090	-	0.000	0.000	Merged-chr10-7681283-94
NR3461--MA0511.2.RUNX2	chr15	75884331	75884339	+	0.000	0.000	Merged-chr15-75884248-28
NR8469--MA0511.2.RUNX2	chr7	128158951	128158959	-	0.000	0.000	Merged-chr7-128158931-27
NR6789--MA0511.2.RUNX2	chr4	147936493	147936501	+	0.000	0.000	Merged-chr4-147936725-45
NR5042--MA0002.2.RUNX1	chr2	45017322	45017332	+	0.000	0.000	Merged-chr2-45017480-33
NR9500--MA0511.2.RUNX2	chrX	77509329	77509337	+	0.000	0.000	Merged-chrX-77509424-59
NR3362--MA0002.2.RUNX1	chr15	50667820	50667830	-	0.000	0.000	Merged-chr15-50667671-62
NR9401--MA0002.2.RUNX1	chr9	120340154	120340164	+	0.000	0.000	Merged-chr9-120340117-48
NR3113--MA0511.2.RUNX2	chr14	105272269	105272277	+	0.000	0.000	Merged-chr14-105272291-16
NR9530--MA0684.1.RUNX3	chrX	101128786	101128795	+	0.000	0.000	Merged-chrX-101128722-47
NR715--MA0002.2.RUNX1	chr1	180432048	180432058	+	0.000	0.000	Merged-chr1-180432015-44
NR5521--MA0511.2.RUNX2	chr2	167996052	167996060	-	0.000	0.000	Merged-chr2-167996083-9
NR1605--MA0002.2.RUNX1	chr11	81613444	81613454	+	0.000	0.000	Merged-chr11-81613412-31
NR1129--MA0002.2.RUNX1	chr10	82778326	82778336	-	0.000	0.000	Merged-chr10-82778212-17
NR5965--MA0684.1.RUNX3	chr3	95722626	95722635	-	0.000	0.000	Merged-chr3-95722546-39
NR7502--MA0684.1.RUNX3	chr6	30671900	30671909	+	0.000	0.000	Merged-chr6-30671721-27
NR7976--MA0511.2.RUNX2	chr6	137541466	137541474	+	0.000	0.000	Merged-chr6-137541549-52
NR6500--MA0002.2.RUNX1	chr4	63049711	63049721	+	0.000	0.000	Merged-chr4-63049665-7
NR7754--MA0684.1.RUNX3	chr6	97016227	97016236	+	0.000	0.000	Merged-chr6-97016281-52
NR7291--MA0511.2.RUNX2	chr5	120577171	120577179	+	0.000	0.000	Merged-chr5-120577035-13
NR5011--MA0511.2.RUNX2	chr2	32047599	32047607	+	0.000	0.000	Merged-chr2-32047446-8
NR761--MA0511.2.RUNX2	chr1	189795639	189795647	-	0.000	0.000	Merged-chr1-189795440-7
NR5849--MA0002.2.RUNX1	chr3	65929644	65929654	-	0.000	0.000	Merged-chr3-65929899-83
NR7863--MA0684.1.RUNX3	chr6	120199717	120199726	-	0.000	0.000	Merged-chr6-120199707-32
NR1618--MA0002.2.RUNX1	chr11	84916302	84916312	-	0.000	0.000	Merged-chr11-84916345-39
NR1747--MA0684.1.RUNX3	chr11	118227849	118227858	+	0.000	0.000	Merged-chr11-118227847-19
NR1599--MA0002.2.RUNX1	chr11	79615051	79615061	+	0.000	0.000	Merged-chr11-79615076-27
NR3506--MA0511.2.RUNX2	chr15	86051395	86051403	-	0.000	0.000	Merged-chr15-86051383-21
NR7909--MA0002.2.RUNX1	chr6	128836399	128836409	-	0.000	0.000	Merged-chr6-128836446-70
NR8078--MA0002.2.RUNX1	chr7	4647481	4647491	+	0.000	0.000	Merged-chr7-4647555-37
NR1333--MA0684.1.RUNX3	chr10	128716497	128716506	+	0.000	0.000	Merged-chr10-128716299-65
NR7767--MA0684.1.RUNX3	chr6	99985479	99985488	-	0.000	0.000	Merged-chr6-99985483-19
NR9460--MA0511.2.RUNX2	chrX	48713032	48713040	-	0.000	0.000	Merged-chrX-48713049-46
NR3659--MA0002.2.RUNX1	chr16	23264253	23264263	-	0.000	0.000	Merged-chr16-23264212-1
NR6970--MA0002.2.RUNX1	chr5	36574382	36574392	-	0.000	0.000	Merged-chr5-36574492-52
NR9361--MA0002.2.RUNX1	chr9	114546839	114546849	+	0.000	0.000	Merged-chr9-114546935-29
NR3516--MA0002.2.RUNX1	chr15	89387214	89387224	+	0.000	0.000	Merged-chr15-89387305-17
NR1294--MA0002.2.RUNX1	chr10	119382449	119382459	+	0.000	0.000	Merged-chr10-119382475-33
NR1250--MA0511.2.RUNX2	chr10	107869158	107869166	+	0.000	0.000	Merged-chr10-107868994-49
NR7062--MA0002.2.RUNX1	chr5	64819593	64819603	+	0.000	0.000	Merged-chr5-64819652-30
NR5653--MA0002.2.RUNX1	chr3	21911279	21911289	+	0.000	0.000	Merged-chr3-21911228-38
NR5133--MA0511.2.RUNX2	chr2	59716628	59716636	-	0.000	0.000	Merged-chr2-59716624-17
NR7585--MA0002.2.RUNX1	chr6	48694101	48694111	-	0.000	0.000	Merged-chr6-48693973-35
NR1280--MA0684.1.RUNX3	chr10	116914010	116914019	+	0.000	0.000	Merged-chr10-116914032-56
NR1198--MA0002.2.RUNX1	chr10	95781379	95781389	+	0.000	0.000	Merged-chr10-95781275-17
NR6731--MA0002.2.RUNX1	chr4	136100573	136100583	-	0.000	0.000	Merged-chr4-136100586-63
NR5656--MA0511.2.RUNX2	chr3	22151260	22151268	+	0.000	0.000	Merged-chr3-22151308-21
NR740--MA0511.2.RUNX2	chr1	187348591	187348599	-	0.000	0.000	Merged-chr1-187348669-52
NR9122--MA0002.2.RUNX1	chr9	57759579	57759589	-	0.000	0.000	Merged-chr9-57759618-20
NR8318--MA0511.2.RUNX2	chr7	80450004	80450012	+	0.000	0.000	Merged-chr7-80450087-44
NR5557--MA0002.2.RUNX1	chr2	174675947	174675957	+	0.000	0.000	Merged-chr2-174675833-26
NR370--MA0002.2.RUNX1	chr1	92064486	92064496	+	0.000	0.000	Merged-chr1-92064482-52
NR3211--MA0002.2.RUNX1	chr15	3270984	3270994	+	0.000	0.000	Merged-chr15-3270817-58
NR7859--MA0511.2.RUNX2	chr6	120124866	120124874	-	0.000	0.000	Merged-chr6-120124865-39
NR4703--MA0002.2.RUNX1	chr18	81400378	81400388	+	0.000	0.000	Merged-chr18-81400344-68
NR2752--MA0002.2.RUNX1	chr13	120299880	120299890	+	0.000	0.000	Merged-chr13-120300021-103
NR5957--MA0684.1.RUNX3	chr3	93609397	93609406	+	0.000	0.000	Merged-chr3-93609208-30
NR1184--MA0684.1.RUNX3	chr10	93225946	93225955	-	0.000	0.000	Merged-chr10-93225944-30
NR893--MA0002.2.RUNX1	chr10	17539348	17539358	+	0.000	0.000	Merged-chr10-17539427-37
NR7445--MA0511.2.RUNX2	chr6	12081956	12081964	-	0.000	0.000	Merged-chr6-12082002-27
NR9502--MA0002.2.RUNX1	chrX	77580135	77580145	+	0.000	0.000	Merged-chrX-77580117-37
NR5609--MA0684.1.RUNX3	chr3	10466141	10466150	+	0.000	0.000	Merged-chr3-10466039-18
NR5937--MA0002.2.RUNX1	chr3	88510192	88510202	+	0.000	0.000	Merged-chr3-88510082-59
NR1312--MA0684.1.RUNX3	chr10	121282664	121282673	-	0.000	0.000	Merged-chr10-121282719-28
NR1164--MA0002.2.RUNX1	chr10	89327137	89327147	+	0.000	0.000	Merged-chr10-89327162-49
NR9483--MA0002.2.RUNX1	chrX	59508504	59508514	+	0.000	0.000	Merged-chrX-59508552-38
NR5252--MA0002.2.RUNX1	chr2	91710623	91710633	-	0.000	0.000	Merged-chr2-91710716-76
NR5318--MA0002.2.RUNX1	chr2	117180766	117180776	+	0.000	0.000	Merged-chr2-117180668-26
NR1835--MA0684.1.RUNX3	chr12	16532566	16532575	+	0.000	0.000	Merged-chr12-16532570-85
NR5718--MA0684.1.RUNX3	chr3	37978661	37978670	-	0.000	0.000	Merged-chr3-37978790-50
NR5775--MA0002.2.RUNX1	chr3	52401307	52401317	+	0.000	0.000	Merged-chr3-52401346-35
NR5299--MA0002.2.RUNX1	chr2	112510300	112510310	+	0.000	0.000	Merged-chr2-112510265-49
NR1339--MA0002.2.RUNX1	chr11	3135530	3135540	+	0.000	0.000	Merged-chr11-3135502-45
NR3575--MA0511.2.RUNX2	chr15	102165736	102165744	+	0.000	0.000	Merged-chr15-102165758-28
NR1500--MA0511.2.RUNX2	chr11	50371494	50371502	+	0.000	0.000	Merged-chr11-50371605-32
NR1796--MA0002.2.RUNX1	chr12	8660063	8660073	-	0.000	0.000	Merged-chr12-8659979-34
NR9515--MA0002.2.RUNX1	chrX	85839395	85839405	-	0.000	0.000	Merged-chrX-85839388-40
NR1481--MA0511.2.RUNX2	chr11	45851844	45851852	+	0.000	0.000	Merged-chr11-45851965-10
NR492--MA0002.2.RUNX1	chr1	132356019	132356029	+	0.000	0.000	Merged-chr1-132355998-23
NR8026--MA0511.2.RUNX2	chr6	143067015	143067023	+	0.000	0.000	Merged-chr6-143067094-13
NR7216--MA0002.2.RUNX1	chr5	103720193	103720203	+	0.000	0.000	Merged-chr5-103720100-12
NR8913--MA0002.2.RUNX1	chr8	123000551	123000561	-	0.000	0.000	Merged-chr8-123000494-51
NR7550--MA0684.1.RUNX3	chr6	41526600	41526609	+	0.000	0.000	Merged-chr6-41526509-3
NR2460--MA0002.2.RUNX1	chr13	63411078	63411088	+	0.000	0.000	Merged-chr13-63411317-71
NR7197--MA0002.2.RUNX1	chr5	100585346	100585356	-	0.000	0.000	Merged-chr5-100585262-59
NR7739--MA0002.2.RUNX1	chr6	91108696	91108706	+	0.000	0.000	Merged-chr6-91108882-74
NR5522--MA0684.1.RUNX3	chr2	167996051	167996060	-	0.000	0.000	Merged-chr2-167996083-9
NR3095--MA0684.1.RUNX3	chr14	101842696	101842705	+	0.000	0.000	Merged-chr14-101842574-67
NR1686--MA0684.1.RUNX3	chr11	104609516	104609525	-	0.000	0.000	Merged-chr11-104609685-47
NR5601--MA0511.2.RUNX2	chr3	9633482	9633490	-	0.000	0.000	Merged-chr3-9633388-6
NR7848--MA0002.2.RUNX1	chr6	119451208	119451218	-	0.000	0.000	Merged-chr6-119451010-23
NR1067--MA0684.1.RUNX3	chr10	67186073	67186082	-	0.000	0.000	Merged-chr10-67185842-58
NR1609--MA0684.1.RUNX3	chr11	82183451	82183460	-	0.000	0.000	Merged-chr11-82183511-55
NR6723--MA0002.2.RUNX1	chr4	134683125	134683135	-	0.000	0.000	Merged-chr4-134683033-16
NR4772--MA0002.2.RUNX1	chr19	11362201	11362211	-	0.000	0.000	Merged-chr19-11362084-57
NR7977--MA0684.1.RUNX3	chr6	137541466	137541475	+	0.000	0.000	Merged-chr6-137541549-52
NR7106--MA0684.1.RUNX3	chr5	75791956	75791965	+	0.000	0.000	Merged-chr5-75792010-32
NR5549--MA0002.2.RUNX1	chr2	173455381	173455391	+	0.000	0.000	Merged-chr2-173455329-43
NR6975--MA0002.2.RUNX1	chr5	37067424	37067434	+	0.000	0.000	Merged-chr5-37067269-61
NR9051--MA0511.2.RUNX2	chr9	37554457	37554465	-	0.000	0.000	Merged-chr9-37554470-32
NR4980--MA0511.2.RUNX2	chr2	25426799	25426807	-	0.000	0.000	Merged-chr2-25426860-48
NR7371--MA0511.2.RUNX2	chr5	144221511	144221519	+	0.000	0.000	Merged-chr5-144221643-44
NR5406--MA0002.2.RUNX1	chr2	140842987	140842997	+	0.000	0.000	Merged-chr2-140842907-1
NR3184--MA0002.2.RUNX1	chr14	120373173	120373183	-	0.000	0.000	Merged-chr14-120372978-21
NR1176--MA0684.1.RUNX3	chr10	91167021	91167030	+	0.000	0.000	Merged-chr10-91167120-36
NR8512--MA0002.2.RUNX1	chr7	143005003	143005013	-	0.000	0.000	Merged-chr7-143004947-1
NR6832--MA0002.2.RUNX1	chr4	155306844	155306854	-	0.000	0.000	Merged-chr4-155306831-50
NR1460--MA0511.2.RUNX2	chr11	34048974	34048982	+	0.000	0.000	Merged-chr11-34049016-54
NR8419--MA0511.2.RUNX2	chr7	117433803	117433811	+	0.000	0.000	Merged-chr7-117433722-72
NR7272--MA0002.2.RUNX1	chr5	115722713	115722723	-	0.000	0.000	Merged-chr5-115722586-6
NR7067--MA0002.2.RUNX1	chr5	65929347	65929357	-	0.000	0.000	Merged-chr5-65929353-41
NR5806--MA0684.1.RUNX3	chr3	59101876	59101885	-	0.000	0.000	Merged-chr3-59101725-81
NR3663--MA0511.2.RUNX2	chr16	23838336	23838344	-	0.000	0.000	Merged-chr16-23838386-46
NR3934--MA0511.2.RUNX2	chr16	92038190	92038198	+	0.000	0.000	Merged-chr16-92038114-2
NR3458--MA0511.2.RUNX2	chr15	75033764	75033772	+	0.000	0.000	Merged-chr15-75033830-3
NR2582--MA0002.2.RUNX1	chr13	93939604	93939614	+	0.000	0.000	Merged-chr13-93939742-17
NR4169--MA0511.2.RUNX2	chr17	34210707	34210715	-	0.000	0.000	Merged-chr17-34210763-36
NR994--MA0002.2.RUNX1	chr10	41474120	41474130	+	0.000	0.000	Merged-chr10-41474054-14
NR8621--MA0002.2.RUNX1	chr8	25949095	25949105	-	0.000	0.000	Merged-chr8-25949044-65
NR4933--MA0684.1.RUNX3	chr2	16568288	16568297	-	0.000	0.000	Merged-chr2-16568402-24
NR5915--MA0684.1.RUNX3	chr3	81789077	81789086	-	0.000	0.000	Merged-chr3-81789091-24
NR851--MA0002.2.RUNX1	chr10	12985259	12985269	-	0.000	0.000	Merged-chr10-12985296-24
NR375--MA0002.2.RUNX1	chr1	92469137	92469147	-	0.000	0.000	Merged-chr1-92469061-38
NR9584--MA0002.2.RUNX1	chrX	159080706	159080716	-	0.000	0.000	Merged-chrX-159080720-54
NR3567--MA0511.2.RUNX2	chr15	100461458	100461466	-	0.000	0.000	Merged-chr15-100461368-57
NR2962--MA0002.2.RUNX1	chr14	55106333	55106343	+	0.000	0.000	Merged-chr14-55106427-54
NR5975--MA0511.2.RUNX2	chr3	98281078	98281086	-	0.000	0.000	Merged-chr3-98281152-46
NR7285--MA0002.2.RUNX1	chr5	118601660	118601670	+	0.000	0.000	Merged-chr5-118601665-20
NR5277--MA0684.1.RUNX3	chr2	102913220	102913229	-	0.000	0.000	Merged-chr2-102913155-52
NR7827--MA0002.2.RUNX1	chr6	113681490	113681500	+	0.000	0.000	Merged-chr6-113681431-40
NR1251--MA0684.1.RUNX3	chr10	107869158	107869167	+	0.000	0.000	Merged-chr10-107868994-49
NR1522--MA0684.1.RUNX3	chr11	53097005	53097014	+	0.000	0.000	Merged-chr11-53097142-34
NR3947--MA0511.2.RUNX2	chr16	93585976	93585984	-	0.000	0.000	Merged-chr16-93586026-137
NR341--MA0002.2.RUNX1	chr1	87607792	87607802	-	0.000	0.000	Merged-chr1-87607643-76
NR1298--MA0684.1.RUNX3	chr10	120189409	120189418	+	0.000	0.000	Merged-chr10-120189510-27
NR7271--MA0684.1.RUNX3	chr5	115516845	115516854	+	0.000	0.000	Merged-chr5-115516638-85
NR7394--MA0002.2.RUNX1	chr5	149080639	149080649	+	0.000	0.000	Merged-chr5-149080540-39
NR2181--MA0002.2.RUNX1	chr12	115293853	115293863	-	0.000	0.000	Merged-chr12-115293953-33
NR741--MA0684.1.RUNX3	chr1	187348590	187348599	-	0.000	0.000	Merged-chr1-187348669-52
NR6811--MA0002.2.RUNX1	chr4	150903123	150903133	-	0.000	0.000	Merged-chr4-150903290-12
NR1549--MA0002.2.RUNX1	chr11	63135708	63135718	-	0.000	0.000	Merged-chr11-63135809-28
NR9202--MA0002.2.RUNX1	chr9	80266694	80266704	+	0.000	0.000	Merged-chr9-80266579-55
NR1505--MA0511.2.RUNX2	chr11	51644500	51644508	+	0.000	0.000	Merged-chr11-51644413-4
NR245--MA0002.2.RUNX1	chr1	69868384	69868394	+	0.000	0.000	Merged-chr1-69868457-6
NR1949--MA0684.1.RUNX3	chr12	52035367	52035376	-	0.000	0.000	Merged-chr12-52035285-2
NR2290--MA0002.2.RUNX1	chr13	12521851	12521861	+	0.000	0.000	Merged-chr13-12521905-15
