#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/Prdm1KO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
NR2434--MA0089.1.MAFG::NFE2L1	chr11	107668471	107668476	-	0.000	0.000	Merged-chr11-107668374-46
NR620--MA0089.1.MAFG::NFE2L1	chr1	137898539	137898544	+	0.000	0.000	Merged-chr1-137898663-56
NR5943--MA0496.2.MAFK	chr17	79917205	79917223	-	0.000	0.000	Merged-chr17-79917226-25
NR1229--MA0089.1.MAFG::NFE2L1	chr10	17920151	17920156	+	0.000	0.000	Merged-chr10-17920210-30
NR6834--MA0659.1.MAFG	chr2	6733575	6733595	-	0.000	0.000	Merged-chr2-6733505-17
NR11487--MA0089.1.MAFG::NFE2L1	chr6	143609272	143609277	+	0.000	0.000	Merged-chr6-143609389-48
NR10154--MA0591.1.Bach1::Mafk	chr5	97095478	97095492	+	0.000	0.000	Merged-chr5-97095556-15
NR10616--MA0659.1.MAFG	chr6	15726619	15726639	-	0.000	0.000	Merged-chr6-15726718-35
NR8319--MA0591.1.Bach1::Mafk	chr3	87508382	87508396	+	0.000	0.000	Merged-chr3-87508394-38
NR11574--MA0089.1.MAFG::NFE2L1	chr7	3693596	3693601	+	0.000	0.000	Merged-chr7-3693587-203
NR5961--MA0496.2.MAFK	chr17	80621327	80621345	-	0.000	0.000	Merged-chr17-80621176-31
NR9442--MA0501.1.MAF::NFE2	chr4	130900050	130900064	-	0.000	0.000	Merged-chr4-130900085-53
NR11043--MA0117.2.Mafb	chr6	90746481	90746492	+	0.000	0.000	Merged-chr6-90746372-25
NR1369--MA0496.2.MAFK	chr10	44434866	44434884	-	0.000	0.000	Merged-chr10-44434814-22
NR162--MA0501.1.MAF::NFE2	chr1	43224401	43224415	-	0.000	0.000	Merged-chr1-43224405-37
NR9471--MA0591.1.Bach1::Mafk	chr4	136802625	136802639	+	0.000	0.000	Merged-chr4-136802562-3
NR10735--MA0495.2.MAFF	chr6	49128468	49128488	-	0.000	0.000	Merged-chr6-49128471-29
NR950--MA0501.1.MAF::NFE2	chr1	178463951	178463965	-	0.000	0.000	Merged-chr1-178463862-33
NR7597--MA0117.2.Mafb	chr2	132874109	132874120	-	0.000	0.000	Merged-chr2-132874056-29
NR3482--MA0495.2.MAFF	chr13	44819586	44819606	-	0.000	0.000	Merged-chr13-44819494-25
NR2264--MA0117.2.Mafb	chr11	79658719	79658730	+	0.000	0.000	Merged-chr11-79658610-54
NR4460--MA0495.2.MAFF	chr14	103850699	103850719	+	0.000	0.000	Merged-chr14-103850623-36
NR2712--MA0659.1.MAFG	chr12	32774704	32774724	-	0.000	0.000	Merged-chr12-32774759-19
NR13566--MA0495.2.MAFF	chr9	122014387	122014407	+	0.000	0.000	Merged-chr9-122014430-33
NR9250--MA0089.1.MAFG::NFE2L1	chr4	101234853	101234858	-	0.000	0.000	Merged-chr4-101235092-24
NR486--MA0496.2.MAFK	chr1	106187696	106187714	-	0.000	0.000	Merged-chr1-106187715-26
NR8172--MA0591.1.Bach1::Mafk	chr3	52638885	52638899	+	0.000	0.000	Merged-chr3-52638981-9
NR7191--MA0089.1.MAFG::NFE2L1	chr2	75683096	75683101	+	0.000	0.000	Merged-chr2-75683146-50
NR4462--MA0659.1.MAFG	chr14	103850699	103850719	+	0.000	0.000	Merged-chr14-103850623-36
NR5367--MA0591.1.Bach1::Mafk	chr16	84625362	84625376	-	0.000	0.000	Merged-chr16-84625247-15
NR6945--MA0591.1.Bach1::Mafk	chr2	30657779	30657793	-	0.000	0.000	Merged-chr2-30657819-6
NR10648--MA0591.1.Bach1::Mafk	chr6	29272554	29272568	-	0.000	0.000	Merged-chr6-29272695-53
NR4504--MA0089.1.MAFG::NFE2L1	chr14	118823538	118823543	+	0.000	0.000	Merged-chr14-118823574-15
NR13027--MA0501.1.MAF::NFE2	chr9	35475640	35475654	-	0.000	0.000	Merged-chr9-35475679-27
NR11876--MA0501.1.MAF::NFE2	chr7	80680400	80680414	-	0.000	0.000	Merged-chr7-80680474-47
NR10469--MA0089.1.MAFG::NFE2L1	chr5	144100365	144100370	+	0.000	0.000	Merged-chr5-144100460-55
NR746--MA0089.1.MAFG::NFE2L1	chr1	156421061	156421066	-	0.000	0.000	Merged-chr1-156420997-79
NR6188--MA0089.1.MAFG::NFE2L1	chr18	38701084	38701089	-	0.000	0.000	Merged-chr18-38700911-27
NR4590--MA0495.2.MAFF	chr15	6586259	6586279	-	0.000	0.000	Merged-chr15-6586508-38
NR3372--MA0117.2.Mafb	chr13	21750532	21750543	+	0.000	0.000	Merged-chr13-21750455-56
NR129--MA0591.1.Bach1::Mafk	chr1	39923374	39923388	-	0.000	0.000	Merged-chr1-39923270-90
NR12715--MA0089.1.MAFG::NFE2L1	chr8	95672944	95672949	-	0.000	0.000	Merged-chr8-95673039-19
NR2156--MA0089.1.MAFG::NFE2L1	chr11	58829764	58829769	+	0.000	0.000	Merged-chr11-58829916-12
NR12600--MA0089.1.MAFG::NFE2L1	chr8	77517879	77517884	-	0.000	0.000	Merged-chr8-77517863-120
NR11048--MA0117.2.Mafb	chr6	91440968	91440979	-	0.000	0.000	Merged-chr6-91441090-75
NR9453--MA0495.2.MAFF	chr4	134483935	134483955	-	0.000	0.000	Merged-chr4-134483836-10
NR7580--MA0089.1.MAFG::NFE2L1	chr2	131820290	131820295	-	0.000	0.000	Merged-chr2-131820410-33
NR2898--MA0501.1.MAF::NFE2	chr12	77666588	77666602	+	0.000	0.000	Merged-chr12-77666709-12
NR6503--MA0117.2.Mafb	chr19	5850313	5850324	+	0.000	0.000	Merged-chr19-5850230-41
NR9450--MA0089.1.MAFG::NFE2L1	chr4	133625935	133625940	+	0.000	0.000	Merged-chr4-133625907-62
NR8215--MA0496.2.MAFK	chr3	61467449	61467467	-	0.000	0.000	Merged-chr3-61467409-30
NR5792--MA0495.2.MAFF	chr17	47272446	47272466	+	0.000	0.000	Merged-chr17-47272458-17
NR5539--MA0591.1.Bach1::Mafk	chr17	8872198	8872212	+	0.000	0.000	Merged-chr17-8872173-14
NR3950--MA0591.1.Bach1::Mafk	chr13	113120527	113120541	-	0.000	0.000	Merged-chr13-113120627-75
NR8447--MA0089.1.MAFG::NFE2L1	chr3	101494136	101494141	-	0.000	0.000	Merged-chr3-101494196-55
NR1784--MA0501.1.MAF::NFE2	chr10	111576104	111576118	-	0.000	0.000	Merged-chr10-111576182-36
NR10958--MA0089.1.MAFG::NFE2L1	chr6	72644785	72644790	+	0.000	0.000	Merged-chr6-72644677-18
NR11383--MA0089.1.MAFG::NFE2L1	chr6	134217897	134217902	-	0.000	0.000	Merged-chr6-134217908-11
NR1542--MA0659.1.MAFG	chr10	79937280	79937300	-	0.000	0.000	Merged-chr10-79937148-47
NR10822--MA0591.1.Bach1::Mafk	chr6	59411876	59411890	-	0.000	0.000	Merged-chr6-59411943-3
NR11382--MA0501.1.MAF::NFE2	chr6	134189751	134189765	+	0.000	0.000	Merged-chr6-134189868-22
NR5306--MA0117.2.Mafb	chr16	64796766	64796777	-	0.000	0.000	Merged-chr16-64796887-9
NR52--MA0501.1.MAF::NFE2	chr1	21830160	21830174	-	0.000	0.000	Merged-chr1-21830153-46
NR11974--MA0089.1.MAFG::NFE2L1	chr7	102417552	102417557	-	0.000	0.000	Merged-chr7-102417609-26
NR12539--MA0089.1.MAFG::NFE2L1	chr8	69168595	69168600	-	0.000	0.000	Merged-chr8-69168549-18
NR5776--MA0117.2.Mafb	chr17	44557269	44557280	-	0.000	0.000	Merged-chr17-44557338-45
NR735--MA0117.2.Mafb	chr1	155224183	155224194	-	0.000	0.000	Merged-chr1-155224072-96
NR3776--MA0089.1.MAFG::NFE2L1	chr13	101706695	101706700	+	0.000	0.000	Merged-chr13-101706581-30
NR14--MA0089.1.MAFG::NFE2L1	chr1	13052456	13052461	+	0.000	0.000	Merged-chr1-13052356-32
NR2356--MA0089.1.MAFG::NFE2L1	chr11	94521443	94521448	+	0.000	0.000	Merged-chr11-94521402-11
NR10641--MA0089.1.MAFG::NFE2L1	chr6	25809222	25809227	-	0.000	0.000	Merged-chr6-25809205-59
NR10968--MA0496.2.MAFK	chr6	72881453	72881471	+	0.000	0.000	Merged-chr6-72881581-61
NR9236--MA0659.1.MAFG	chr4	100126578	100126598	+	0.000	0.000	Merged-chr4-100126685-1
NR5671--MA0591.1.Bach1::Mafk	chr17	28590798	28590812	+	0.000	0.000	Merged-chr17-28590948-24
NR12511--MA0089.1.MAFG::NFE2L1	chr8	66860200	66860205	+	0.000	0.000	Merged-chr8-66860248-21
NR8230--MA0089.1.MAFG::NFE2L1	chr3	67374057	67374062	+	0.000	0.000	Merged-chr3-67374115-44
NR6508--MA0117.2.Mafb	chr19	7020284	7020295	-	0.000	0.000	Merged-chr19-7020433-27
NR9439--MA0501.1.MAF::NFE2	chr4	130706881	130706895	-	0.000	0.000	Merged-chr4-130706849-20
NR2866--MA0591.1.Bach1::Mafk	chr12	76191118	76191132	+	0.000	0.000	Merged-chr12-76191112-17
NR10007--MA0591.1.Bach1::Mafk	chr5	67437634	67437648	+	0.000	0.000	Merged-chr5-67437495-24
NR11872--MA0089.1.MAFG::NFE2L1	chr7	80368912	80368917	-	0.000	0.000	Merged-chr7-80368780-1
NR9045--MA0591.1.Bach1::Mafk	chr4	54527849	54527863	+	0.000	0.000	Merged-chr4-54527768-19
NR2306--MA0501.1.MAF::NFE2	chr11	85324146	85324160	-	0.000	0.000	Merged-chr11-85324179-42
NR5331--MA0501.1.MAF::NFE2	chr16	76202104	76202118	+	0.000	0.000	Merged-chr16-76202306-30
NR4904--MA0089.1.MAFG::NFE2L1	chr15	89128414	89128419	-	0.000	0.000	Merged-chr15-89128599-54
NR13366--MA0089.1.MAFG::NFE2L1	chr9	96545543	96545548	-	0.000	0.000	Merged-chr9-96545653-10
NR3298--MA0089.1.MAFG::NFE2L1	chr13	4771659	4771664	+	0.000	0.000	Merged-chr13-4771617-34
NR8532--MA0089.1.MAFG::NFE2L1	chr3	116332015	116332020	+	0.000	0.000	Merged-chr3-116332074-27
NR2254--MA0089.1.MAFG::NFE2L1	chr11	77766683	77766688	-	0.000	0.000	Merged-chr11-77766597-12
NR1567--MA0591.1.Bach1::Mafk	chr10	82354287	82354301	-	0.000	0.000	Merged-chr10-82354419-73
NR2411--MA0495.2.MAFF	chr11	104664024	104664044	-	0.000	0.000	Merged-chr11-104664090-22
NR7070--MA0591.1.Bach1::Mafk	chr2	58107020	58107034	+	0.000	0.000	Merged-chr2-58107175-53
NR9968--MA0591.1.Bach1::Mafk	chr5	64102656	64102670	+	0.000	0.000	Merged-chr5-64102781-33
NR9015--MA0495.2.MAFF	chr4	46560560	46560580	-	0.000	0.000	Merged-chr4-46560470-31
NR12739--MA0089.1.MAFG::NFE2L1	chr8	103979271	103979276	-	0.000	0.000	Merged-chr8-103979175-27
NR1672--MA0117.2.Mafb	chr10	94689338	94689349	-	0.000	0.000	Merged-chr10-94689288-1
NR11760--MA0591.1.Bach1::Mafk	chr7	58584547	58584561	-	0.000	0.000	Merged-chr7-58584520-36
NR6675--MA0089.1.MAFG::NFE2L1	chr19	41366698	41366703	-	0.000	0.000	Merged-chr19-41366765-21
NR6519--MA0591.1.Bach1::Mafk	chr19	8997799	8997813	+	0.000	0.000	Merged-chr19-8997882-60
NR6--MA0591.1.Bach1::Mafk	chr1	6214604	6214618	-	0.000	0.000	Merged-chr1-6214817-88
NR8025--MA0591.1.Bach1::Mafk	chr2	181601378	181601392	-	0.000	0.000	Merged-chr2-181601291-52
NR9313--MA0501.1.MAF::NFE2	chr4	108826237	108826251	+	0.000	0.000	Merged-chr4-108826101-25
NR944--MA0089.1.MAFG::NFE2L1	chr1	177676835	177676840	+	0.000	0.000	Merged-chr1-177676690-44
NR13628--MA0591.1.Bach1::Mafk	chrX	20920914	20920928	+	0.000	0.000	Merged-chrX-20920924-53
NR8921--MA0089.1.MAFG::NFE2L1	chr4	11771810	11771815	-	0.000	0.000	Merged-chr4-11771838-52
NR10543--MA0496.2.MAFK	chr5	149454665	149454683	-	0.000	0.000	Merged-chr5-149454508-33
NR8054--MA0089.1.MAFG::NFE2L1	chr3	9853200	9853205	+	0.000	0.000	Merged-chr3-9853322-69
NR11320--MA0495.2.MAFF	chr6	128889030	128889050	-	0.000	0.000	Merged-chr6-128889092-57
NR7652--MA0659.1.MAFG	chr2	144245718	144245738	-	0.000	0.000	Merged-chr2-144245539-27
NR5457--MA0591.1.Bach1::Mafk	chr16	95893575	95893589	+	0.000	0.000	Merged-chr16-95893684-47
NR5105--MA0117.2.Mafb	chr16	30776369	30776380	+	0.000	0.000	Merged-chr16-30776474-6
NR3731--MA0117.2.Mafb	chr13	98896968	98896979	-	0.000	0.000	Merged-chr13-98896876-51
NR5658--MA0496.2.MAFK	chr17	26572480	26572498	+	0.000	0.000	Merged-chr17-26572396-49
NR975--MA0496.2.MAFK	chr1	180268832	180268850	+	0.000	0.000	Merged-chr1-180268774-35
NR12637--MA0089.1.MAFG::NFE2L1	chr8	84689264	84689269	-	0.000	0.000	Merged-chr8-84689283-39
NR10759--MA0501.1.MAF::NFE2	chr6	53038385	53038399	-	0.000	0.000	Merged-chr6-53038389-13
NR357--MA0501.1.MAF::NFE2	chr1	87906557	87906571	-	0.000	0.000	Merged-chr1-87906742-30
NR7605--MA0496.2.MAFK	chr2	132874101	132874119	-	0.000	0.000	Merged-chr2-132874056-29
NR7005--MA0591.1.Bach1::Mafk	chr2	45023958	45023972	+	0.000	0.000	Merged-chr2-45024097-31
NR8941--MA0496.2.MAFK	chr4	20033152	20033170	-	0.000	0.000	Merged-chr4-20033263-40
NR5338--MA0117.2.Mafb	chr16	76763208	76763219	+	0.000	0.000	Merged-chr16-76763076-33
NR9863--MA0089.1.MAFG::NFE2L1	chr5	34430819	34430824	-	0.000	0.000	Merged-chr5-34430803-28
NR11589--MA0591.1.Bach1::Mafk	chr7	16057373	16057387	-	0.000	0.000	Merged-chr7-16057177-61
NR4801--MA0496.2.MAFK	chr15	67290241	67290259	+	0.000	0.000	Merged-chr15-67290142-69
NR13025--MA0496.2.MAFK	chr9	35475548	35475566	-	0.000	0.000	Merged-chr9-35475679-27
NR10100--MA0496.2.MAFK	chr5	91038838	91038856	+	0.000	0.000	Merged-chr5-91038885-32
NR11519--MA0089.1.MAFG::NFE2L1	chr6	145616745	145616750	-	0.000	0.000	Merged-chr6-145616643-48
NR5309--MA0496.2.MAFK	chr16	64796758	64796776	+	0.000	0.000	Merged-chr16-64796887-9
NR2680--MA0495.2.MAFF	chr12	26439436	26439456	+	0.000	0.000	Merged-chr12-26439536-15
NR2872--MA0496.2.MAFK	chr12	76385222	76385240	+	0.000	0.000	Merged-chr12-76385327-16
NR2528--MA0495.2.MAFF	chr11	119345104	119345124	-	0.000	0.000	Merged-chr11-119345028-19
NR11868--MA0591.1.Bach1::Mafk	chr7	79721497	79721511	+	0.000	0.000	Merged-chr7-79721597-45
NR7536--MA0659.1.MAFG	chr2	128365990	128366010	+	0.000	0.000	Merged-chr2-128365920-27
NR11475--MA0501.1.MAF::NFE2	chr6	142867551	142867565	+	0.000	0.000	Merged-chr6-142867733-58
NR6649--MA0501.1.MAF::NFE2	chr19	33160060	33160074	+	0.000	0.000	Merged-chr19-33160221-22
NR10955--MA0591.1.Bach1::Mafk	chr6	72601931	72601945	-	0.000	0.000	Merged-chr6-72601954-26
NR8254--MA0089.1.MAFG::NFE2L1	chr3	78890009	78890014	+	0.000	0.000	Merged-chr3-78890015-28
NR4643--MA0501.1.MAF::NFE2	chr15	28081382	28081396	+	0.000	0.000	Merged-chr15-28081319-36
NR532--MA0496.2.MAFK	chr1	120550054	120550072	+	0.000	0.000	Merged-chr1-120550011-1
NR4761--MA0591.1.Bach1::Mafk	chr15	62092036	62092050	-	0.000	0.000	Merged-chr15-62091960-25
NR2792--MA0495.2.MAFF	chr12	51871958	51871978	+	0.000	0.000	Merged-chr12-51871812-58
NR2547--MA0591.1.Bach1::Mafk	chr11	120353799	120353813	-	0.000	0.000	Merged-chr11-120353921-57
NR12622--MA0089.1.MAFG::NFE2L1	chr8	79952879	79952884	-	0.000	0.000	Merged-chr8-79952934-1
NR2897--MA0659.1.MAFG	chr12	77666582	77666602	-	0.000	0.000	Merged-chr12-77666709-12
NR8736--MA0501.1.MAF::NFE2	chr3	146185222	146185236	-	0.000	0.000	Merged-chr3-146185185-25
NR7627--MA0089.1.MAFG::NFE2L1	chr2	139671877	139671882	+	0.000	0.000	Merged-chr2-139671820-32
NR3508--MA0089.1.MAFG::NFE2L1	chr13	45919219	45919224	+	0.000	0.000	Merged-chr13-45919195-6
NR1349--MA0089.1.MAFG::NFE2L1	chr10	42762368	42762373	-	0.000	0.000	Merged-chr10-42762562-19
NR13068--MA0659.1.MAFG	chr9	44999338	44999358	-	0.000	0.000	Merged-chr9-44999415-9
NR4399--MA0495.2.MAFF	chr14	87348966	87348986	-	0.000	0.000	Merged-chr14-87349015-16
NR11439--MA0591.1.Bach1::Mafk	chr6	140598695	140598709	-	0.000	0.000	Merged-chr6-140598794-45
NR1610--MA0089.1.MAFG::NFE2L1	chr10	85829481	85829486	-	0.000	0.000	Merged-chr10-85829298-76
NR6908--MA0591.1.Bach1::Mafk	chr2	23006517	23006531	+	0.000	0.000	Merged-chr2-23006422-36
NR6266--MA0501.1.MAF::NFE2	chr18	54987013	54987027	+	0.000	0.000	Merged-chr18-54986948-23
NR2342--MA0659.1.MAFG	chr11	94243314	94243334	+	0.000	0.000	Merged-chr11-94243595-44
NR13564--MA0089.1.MAFG::NFE2L1	chr9	121354996	121355001	-	0.000	0.000	Merged-chr9-121354935-22
NR4164--MA0501.1.MAF::NFE2	chr14	47533821	47533835	+	0.000	0.000	Merged-chr14-47533897-41
NR4235--MA0089.1.MAFG::NFE2L1	chr14	61440022	61440027	-	0.000	0.000	Merged-chr14-61439871-81
NR13173--MA0496.2.MAFK	chr9	68957342	68957360	-	0.000	0.000	Merged-chr9-68957208-21
NR5941--MA0495.2.MAFF	chr17	79917204	79917224	+	0.000	0.000	Merged-chr17-79917226-25
NR13073--MA0089.1.MAFG::NFE2L1	chr9	45247677	45247682	-	0.000	0.000	Merged-chr9-45247703-45
NR9928--MA0591.1.Bach1::Mafk	chr5	53605739	53605753	-	0.000	0.000	Merged-chr5-53605625-25
NR12639--MA0495.2.MAFF	chr8	84825732	84825752	+	0.000	0.000	Merged-chr8-84825845-44
NR557--MA0117.2.Mafb	chr1	127322598	127322609	+	0.000	0.000	Merged-chr1-127322582-29
NR11315--MA0089.1.MAFG::NFE2L1	chr6	128764265	128764270	+	0.000	0.000	Merged-chr6-128764213-62
NR1623--MA0089.1.MAFG::NFE2L1	chr10	88540272	88540277	-	0.000	0.000	Merged-chr10-88540211-41
NR13070--MA0496.2.MAFK	chr9	44999339	44999357	+	0.000	0.000	Merged-chr9-44999415-9
NR2868--MA0496.2.MAFK	chr12	76191116	76191134	+	0.000	0.000	Merged-chr12-76191112-17
NR10217--MA0496.2.MAFK	chr5	103817973	103817991	+	0.000	0.000	Merged-chr5-103817975-33
NR4401--MA0659.1.MAFG	chr14	87348966	87348986	+	0.000	0.000	Merged-chr14-87349015-16
NR11685--MA0117.2.Mafb	chr7	37978088	37978099	+	0.000	0.000	Merged-chr7-37977957-29
NR1549--MA0089.1.MAFG::NFE2L1	chr10	80075343	80075348	+	0.000	0.000	Merged-chr10-80075365-55
NR5258--MA0117.2.Mafb	chr16	55888376	55888387	-	0.000	0.000	Merged-chr16-55888204-77
NR1925--MA0089.1.MAFG::NFE2L1	chr11	3176651	3176656	+	0.000	0.000	Merged-chr11-3176549-79
NR12098--MA0591.1.Bach1::Mafk	chr7	122445136	122445150	+	0.000	0.000	Merged-chr7-122445212-13
NR10925--MA0495.2.MAFF	chr6	70709472	70709492	-	0.000	0.000	Merged-chr6-70709572-48
NR1264--MA0495.2.MAFF	chr10	21476468	21476488	+	0.000	0.000	Merged-chr10-21476462-10
NR8131--MA0501.1.MAF::NFE2	chr3	35802266	35802280	-	0.000	0.000	Merged-chr3-35802225-4
NR1030--MA0089.1.MAFG::NFE2L1	chr1	184751472	184751477	-	0.000	0.000	Merged-chr1-184751461-18
NR9483--MA0089.1.MAFG::NFE2L1	chr4	139556035	139556040	-	0.000	0.000	Merged-chr4-139556142-4
NR11251--MA0117.2.Mafb	chr6	120006229	120006240	+	0.000	0.000	Merged-chr6-120006378-7
NR10927--MA0659.1.MAFG	chr6	70709472	70709492	-	0.000	0.000	Merged-chr6-70709572-48
NR10528--MA0501.1.MAF::NFE2	chr5	148373369	148373383	-	0.000	0.000	Merged-chr5-148373511-17
NR4320--MA0089.1.MAFG::NFE2L1	chr14	70963668	70963673	+	0.000	0.000	Merged-chr14-70963640-56
NR1823--MA0089.1.MAFG::NFE2L1	chr10	119218524	119218529	-	0.000	0.000	Merged-chr10-119218704-23
NR12142--MA0591.1.Bach1::Mafk	chr7	126792437	126792451	-	0.000	0.000	Merged-chr7-126792395-57
NR13098--MA0495.2.MAFF	chr9	53436325	53436345	-	0.000	0.000	Merged-chr9-53436232-20
NR2465--MA0591.1.Bach1::Mafk	chr11	113684019	113684033	-	0.000	0.000	Merged-chr11-113684068-98
NR2108--MA0495.2.MAFF	chr11	52046563	52046583	-	0.000	0.000	Merged-chr11-52046638-57
NR2658--MA0496.2.MAFK	chr12	21437691	21437709	+	0.000	0.000	Merged-chr12-21437615-25
NR13575--MA0089.1.MAFG::NFE2L1	chr9	122241089	122241094	+	0.000	0.000	Merged-chr9-122241103-26
NR2087--MA0089.1.MAFG::NFE2L1	chr11	46326690	46326695	+	0.000	0.000	Merged-chr11-46326748-73
NR13012--MA0591.1.Bach1::Mafk	chr9	32645683	32645697	+	0.000	0.000	Merged-chr9-32645577-11
NR2463--MA0089.1.MAFG::NFE2L1	chr11	113574214	113574219	+	0.000	0.000	Merged-chr11-113574265-17
NR5948--MA0659.1.MAFG	chr17	80139917	80139937	-	0.000	0.000	Merged-chr17-80140059-47
NR1371--MA0496.2.MAFK	chr10	44443928	44443946	+	0.000	0.000	Merged-chr10-44443949-54
NR9929--MA0496.2.MAFK	chr5	53605737	53605755	-	0.000	0.000	Merged-chr5-53605625-25
NR8452--MA0089.1.MAFG::NFE2L1	chr3	101948811	101948816	-	0.000	0.000	Merged-chr3-101948658-63
NR9714--MA0496.2.MAFK	chr5	9073423	9073441	+	0.000	0.000	Merged-chr5-9073497-24
NR13662--MA0089.1.MAFG::NFE2L1	chrX	57200528	57200533	+	0.000	0.000	Merged-chrX-57200663-17
NR5048--MA0117.2.Mafb	chr16	20610833	20610844	+	0.000	0.000	Merged-chr16-20610688-33
NR6318--MA0089.1.MAFG::NFE2L1	chr18	65022162	65022167	+	0.000	0.000	Merged-chr18-65022239-24
NR4193--MA0496.2.MAFK	chr14	54259258	54259276	-	0.000	0.000	Merged-chr14-54259345-44
NR4997--MA0659.1.MAFG	chr16	4475219	4475239	+	0.000	0.000	Merged-chr16-4475244-54
NR8213--MA0495.2.MAFF	chr3	61467448	61467468	-	0.000	0.000	Merged-chr3-61467409-30
NR9096--MA0591.1.Bach1::Mafk	chr4	62739896	62739910	+	0.000	0.000	Merged-chr4-62739923-10
NR5679--MA0089.1.MAFG::NFE2L1	chr17	29494346	29494351	-	0.000	0.000	Merged-chr17-29494430-50
NR3461--MA0501.1.MAF::NFE2	chr13	41671422	41671436	-	0.000	0.000	Merged-chr13-41671517-12
NR5751--MA0659.1.MAFG	chr17	36042869	36042889	-	0.000	0.000	Merged-chr17-36042760-57
NR3428--MA0117.2.Mafb	chr13	34187617	34187628	+	0.000	0.000	Merged-chr13-34187711-22
NR9192--MA0089.1.MAFG::NFE2L1	chr4	95392552	95392557	-	0.000	0.000	Merged-chr4-95392409-2
NR7539--MA0496.2.MAFK	chr2	128365991	128366009	-	0.000	0.000	Merged-chr2-128365920-27
NR8969--MA0089.1.MAFG::NFE2L1	chr4	32363827	32363832	-	0.000	0.000	Merged-chr4-32363760-31
NR7869--MA0591.1.Bach1::Mafk	chr2	166607154	166607168	+	0.000	0.000	Merged-chr2-166607083-27
NR13427--MA0659.1.MAFG	chr9	105689643	105689663	-	0.000	0.000	Merged-chr9-105689631-24
NR8302--MA0496.2.MAFK	chr3	84732099	84732117	-	0.000	0.000	Merged-chr3-84732134-27
NR6695--MA0089.1.MAFG::NFE2L1	chr19	45006390	45006395	-	0.000	0.000	Merged-chr19-45006531-66
NR13184--MA0089.1.MAFG::NFE2L1	chr9	69987729	69987734	-	0.000	0.000	Merged-chr9-69987848-24
NR6956--MA0591.1.Bach1::Mafk	chr2	32583666	32583680	+	0.000	0.000	Merged-chr2-32583588-24
NR3106--MA0501.1.MAF::NFE2	chr12	103995367	103995381	-	0.000	0.000	Merged-chr12-103995489-26
NR10006--MA0089.1.MAFG::NFE2L1	chr5	67404642	67404647	-	0.000	0.000	Merged-chr5-67404737-28
NR964--MA0089.1.MAFG::NFE2L1	chr1	179578778	179578783	-	0.000	0.000	Merged-chr1-179578897-31
NR5626--MA0659.1.MAFG	chr17	24084863	24084883	-	0.000	0.000	Merged-chr17-24084802-20
NR8074--MA0089.1.MAFG::NFE2L1	chr3	19411337	19411342	-	0.000	0.000	Merged-chr3-19411369-33
NR3446--MA0117.2.Mafb	chr13	38211261	38211272	-	0.000	0.000	Merged-chr13-38211329-16
NR7282--MA0501.1.MAF::NFE2	chr2	92948676	92948690	-	0.000	0.000	Merged-chr2-92948458-20
NR13340--MA0495.2.MAFF	chr9	94441517	94441537	-	0.000	0.000	Merged-chr9-94441414-62
NR283--MA0495.2.MAFF	chr1	75533526	75533546	+	0.000	0.000	Merged-chr1-75533497-24
NR10661--MA0591.1.Bach1::Mafk	chr6	30227526	30227540	-	0.000	0.000	Merged-chr6-30227395-32
NR1897--MA0591.1.Bach1::Mafk	chr10	127744986	127745000	+	0.000	0.000	Merged-chr10-127744856-26
NR8189--MA0501.1.MAF::NFE2	chr3	58470213	58470227	-	0.000	0.000	Merged-chr3-58470222-35
NR5657--MA0591.1.Bach1::Mafk	chr17	26572482	26572496	-	0.000	0.000	Merged-chr17-26572396-49
NR7232--MA0089.1.MAFG::NFE2L1	chr2	83762333	83762338	-	0.000	0.000	Merged-chr2-83762342-13
NR2900--MA0496.2.MAFK	chr12	77666583	77666601	-	0.000	0.000	Merged-chr12-77666709-12
NR8461--MA0117.2.Mafb	chr3	103886159	103886170	+	0.000	0.000	Merged-chr3-103886155-31
NR6087--MA0501.1.MAF::NFE2	chr18	6281378	6281392	+	0.000	0.000	Merged-chr18-6281338-48
NR9645--MA0117.2.Mafb	chr4	152197839	152197850	+	0.000	0.000	Merged-chr4-152197766-46
NR11616--MA0591.1.Bach1::Mafk	chr7	19271610	19271624	-	0.000	0.000	Merged-chr7-19271749-1
NR2098--MA0089.1.MAFG::NFE2L1	chr11	49087230	49087235	-	0.000	0.000	Merged-chr11-49087163-29
NR7171--MA0501.1.MAF::NFE2	chr2	70939140	70939154	+	0.000	0.000	Merged-chr2-70939242-30
NR3323--MA0496.2.MAFK	chr13	9106914	9106932	-	0.000	0.000	Merged-chr13-9106869-1
NR419--MA0591.1.Bach1::Mafk	chr1	94025531	94025545	+	0.000	0.000	Merged-chr1-94025615-17
NR3360--MA0591.1.Bach1::Mafk	chr13	16017672	16017686	-	0.000	0.000	Merged-chr13-16017610-18
