#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR10284--MA0495.2.MAFF	chr5	72622447	72622467	+	0.000	0.000	Merged-chr5-72622310-11
NR1279--MA0089.1.MAFG::NFE2L1	chr10	21186863	21186868	+	0.000	0.000	Merged-chr10-21186963-29
NR4412--MA0495.2.MAFF	chr14	105177467	105177487	+	0.000	0.000	Merged-chr14-105177397-2
NR1712--MA0501.1.MAF::NFE2	chr10	85829471	85829485	-	0.000	0.000	Merged-chr10-85829298-76
NR10389--MA0659.1.MAFG	chr5	92353778	92353798	-	0.000	0.000	Merged-chr5-92353751-46
NR5940--MA0496.2.MAFK	chr17	52312186	52312204	-	0.000	0.000	Merged-chr17-52312219-8
NR596--MA0089.1.MAFG::NFE2L1	chr1	106171605	106171610	-	0.000	0.000	Merged-chr1-106171565-10
NR10382--MA0496.2.MAFK	chr5	92348951	92348969	+	0.000	0.000	Merged-chr5-92348973-52
NR4545--MA0501.1.MAF::NFE2	chr14	122000896	122000910	-	0.000	0.000	Merged-chr14-122000857-51
NR6328--MA0591.1.Bach1::Mafk	chr18	32311876	32311890	-	0.000	0.000	Merged-chr18-32311918-36
NR2460--MA0496.2.MAFK	chr11	117109897	117109915	+	0.000	0.000	Merged-chr11-117109823-31
NR12941--MA0089.1.MAFG::NFE2L1	chr8	123807201	123807206	+	0.000	0.000	Merged-chr8-123807206-24
NR9601--MA0089.1.MAFG::NFE2L1	chr4	99942369	99942374	-	0.000	0.000	Merged-chr4-99942261-47
NR4535--MA0659.1.MAFG	chr14	121315821	121315841	+	0.000	0.000	Merged-chr14-121315767-6
NR13581--MA0089.1.MAFG::NFE2L1	chrX	52988221	52988226	-	0.000	0.000	Merged-chrX-52988248-53
NR10869--MA0591.1.Bach1::Mafk	chr6	31803375	31803389	+	0.000	0.000	Merged-chr6-31803356-16
NR11140--MA0591.1.Bach1::Mafk	chr6	72601931	72601945	-	0.000	0.000	Merged-chr6-72601954-26
NR6360--MA0501.1.MAF::NFE2	chr18	39035430	39035444	+	0.000	0.000	Merged-chr18-39035384-28
NR9626--MA0117.2.Mafb	chr4	106935350	106935361	-	0.000	0.000	Merged-chr4-106935357-64
NR12376--MA0089.1.MAFG::NFE2L1	chr8	12607412	12607417	-	0.000	0.000	Merged-chr8-12607436-37
NR7542--MA0089.1.MAFG::NFE2L1	chr2	116438914	116438919	-	0.000	0.000	Merged-chr2-116438825-1
NR180--MA0591.1.Bach1::Mafk	chr1	38884011	38884025	-	0.000	0.000	Merged-chr1-38884000-31
NR13554--MA0495.2.MAFF	chrX	48310730	48310750	-	0.000	0.000	Merged-chrX-48310773-8
NR11251--MA0501.1.MAF::NFE2	chr6	97420173	97420187	-	0.000	0.000	Merged-chr6-97420267-23
NR4162--MA0501.1.MAF::NFE2	chr14	46578293	46578307	-	0.000	0.000	Merged-chr14-46578431-37
NR4178--MA0089.1.MAFG::NFE2L1	chr14	48199269	48199274	+	0.000	0.000	Merged-chr14-48199252-26
NR7051--MA0591.1.Bach1::Mafk	chr2	24745476	24745490	+	0.000	0.000	Merged-chr2-24745465-17
NR4554--MA0089.1.MAFG::NFE2L1	chr14	123163261	123163266	-	0.000	0.000	Merged-chr14-123163033-38
NR2395--MA0089.1.MAFG::NFE2L1	chr11	100320433	100320438	-	0.000	0.000	Merged-chr11-100320194-102
NR6329--MA0501.1.MAF::NFE2	chr18	32311873	32311887	-	0.000	0.000	Merged-chr18-32311918-36
NR618--MA0501.1.MAF::NFE2	chr1	108038596	108038610	+	0.000	0.000	Merged-chr1-108038539-17
NR13392--MA0089.1.MAFG::NFE2L1	chr9	101182255	101182260	+	0.000	0.000	Merged-chr9-101182194-26
NR13404--MA0089.1.MAFG::NFE2L1	chr9	107771162	107771167	+	0.000	0.000	Merged-chr9-107771032-67
NR11258--MA0089.1.MAFG::NFE2L1	chr6	99220668	99220673	-	0.000	0.000	Merged-chr6-99220619-12
NR3123--MA0659.1.MAFG	chr13	8385605	8385625	+	0.000	0.000	Merged-chr13-8385507-1
NR4265--MA0089.1.MAFG::NFE2L1	chr14	76152692	76152697	-	0.000	0.000	Merged-chr14-76152800-92
NR8887--MA0591.1.Bach1::Mafk	chr3	142770982	142770996	+	0.000	0.000	Merged-chr3-142770783-6
NR9338--MA0089.1.MAFG::NFE2L1	chr4	57797804	57797809	+	0.000	0.000	Merged-chr4-57797871-1
NR2507--MA0089.1.MAFG::NFE2L1	chr12	8844996	8845001	+	0.000	0.000	Merged-chr12-8844937-14
NR5849--MA0659.1.MAFG	chr17	33781060	33781080	+	0.000	0.000	Merged-chr17-33781173-86
NR10504--MA0495.2.MAFF	chr5	118269183	118269203	+	0.000	0.000	Merged-chr5-118269215-26
NR10980--MA0117.2.Mafb	chr6	51384105	51384116	-	0.000	0.000	Merged-chr6-51384192-15
NR10491--MA0089.1.MAFG::NFE2L1	chr5	114942155	114942160	-	0.000	0.000	Merged-chr5-114942302-45
NR11832--MA0501.1.MAF::NFE2	chr7	49335179	49335193	+	0.000	0.000	Merged-chr7-49335315-27
NR9916--MA0089.1.MAFG::NFE2L1	chr5	8723117	8723122	+	0.000	0.000	Merged-chr5-8722882-18
NR494--MA0501.1.MAF::NFE2	chr1	90128191	90128205	+	0.000	0.000	Merged-chr1-90128117-1
NR11736--MA0501.1.MAF::NFE2	chr7	19841915	19841929	-	0.000	0.000	Merged-chr7-19841908-7
NR8607--MA0591.1.Bach1::Mafk	chr3	98030695	98030709	-	0.000	0.000	Merged-chr3-98030658-2
NR2293--MA0089.1.MAFG::NFE2L1	chr11	68447293	68447298	+	0.000	0.000	Merged-chr11-68447453-15
NR10808--MA0496.2.MAFK	chr6	17629865	17629883	-	0.000	0.000	Merged-chr6-17630018-29
NR5522--MA0117.2.Mafb	chr16	76202324	76202335	-	0.000	0.000	Merged-chr16-76202306-30
NR842--MA0495.2.MAFF	chr1	155029375	155029395	+	0.000	0.000	Merged-chr1-155029443-27
NR5608--MA0089.1.MAFG::NFE2L1	chr16	90727330	90727335	+	0.000	0.000	Merged-chr16-90727331-89
NR7077--MA0089.1.MAFG::NFE2L1	chr2	30699950	30699955	-	0.000	0.000	Merged-chr2-30700028-24
NR290--MA0089.1.MAFG::NFE2L1	chr1	62875856	62875861	-	0.000	0.000	Merged-chr1-62876051-68
NR6827--MA0117.2.Mafb	chr19	36477338	36477349	+	0.000	0.000	Merged-chr19-36477668-89
NR1991--MA0659.1.MAFG	chr10	122987857	122987877	-	0.000	0.000	Merged-chr10-122987873-30
NR9323--MA0089.1.MAFG::NFE2L1	chr4	55738674	55738679	+	0.000	0.000	Merged-chr4-55738499-1
NR3045--MA0089.1.MAFG::NFE2L1	chr12	117993607	117993612	+	0.000	0.000	Merged-chr12-117993666-52
NR13234--MA0659.1.MAFG	chr9	78448210	78448230	+	0.000	0.000	Merged-chr9-78448370-64
NR11169--MA0089.1.MAFG::NFE2L1	chr6	83763019	83763024	+	0.000	0.000	Merged-chr6-83763123-27
NR10506--MA0117.2.Mafb	chr5	118269183	118269194	+	0.000	0.000	Merged-chr5-118269215-26
NR3470--MA0496.2.MAFK	chr13	80939697	80939715	-	0.000	0.000	Merged-chr13-80939578-1
NR3025--MA0659.1.MAFG	chr12	114991122	114991142	-	0.000	0.000	Merged-chr12-114991248-55
NR2057--MA0591.1.Bach1::Mafk	chr11	3165469	3165483	-	0.000	0.000	Merged-chr11-3165665-33
NR12406--MA0501.1.MAF::NFE2	chr8	18936424	18936438	+	0.000	0.000	Merged-chr8-18936505-32
NR7663--MA0501.1.MAF::NFE2	chr2	135967348	135967362	+	0.000	0.000	Merged-chr2-135967319-31
NR6816--MA0496.2.MAFK	chr19	32320555	32320573	-	0.000	0.000	Merged-chr19-32320426-40
NR511--MA0495.2.MAFF	chr1	94497025	94497045	+	0.000	0.000	Merged-chr1-94497080-23
NR4887--MA0496.2.MAFK	chr15	69158261	69158279	-	0.000	0.000	Merged-chr15-69158261-1
NR13778--MA0496.2.MAFK	chrY	1010508	1010526	+	0.000	0.000	Merged-chrY-1010379-42
NR11090--MA0117.2.Mafb	chr6	67348193	67348204	+	0.000	0.000	Merged-chr6-67348220-52
NR13428--MA0089.1.MAFG::NFE2L1	chr9	109862857	109862862	-	0.000	0.000	Merged-chr9-109862838-42
NR2853--MA0659.1.MAFG	chr12	81845168	81845188	-	0.000	0.000	Merged-chr12-81845150-28
NR225--MA0591.1.Bach1::Mafk	chr1	51509240	51509254	+	0.000	0.000	Merged-chr1-51509217-43
NR5028--MA0089.1.MAFG::NFE2L1	chr15	93712836	93712841	-	0.000	0.000	Merged-chr15-93712745-43
NR11530--MA0089.1.MAFG::NFE2L1	chr6	136498015	136498020	+	0.000	0.000	Merged-chr6-136498019-38
NR8472--MA0496.2.MAFK	chr3	79100355	79100373	-	0.000	0.000	Merged-chr3-79100420-9
NR1002--MA0501.1.MAF::NFE2	chr1	180403754	180403768	-	0.000	0.000	Merged-chr1-180403715-60
NR6754--MA0495.2.MAFF	chr19	8997796	8997816	-	0.000	0.000	Merged-chr19-8997882-60
NR7088--MA0089.1.MAFG::NFE2L1	chr2	36136639	36136644	-	0.000	0.000	Merged-chr2-36136611-74
NR9116--MA0591.1.Bach1::Mafk	chr4	14819961	14819975	+	0.000	0.000	Merged-chr4-14819908-10
NR4206--MA0591.1.Bach1::Mafk	chr14	54200359	54200373	+	0.000	0.000	Merged-chr14-54200449-7
NR7174--MA0117.2.Mafb	chr2	52176797	52176808	+	0.000	0.000	Merged-chr2-52176630-15
NR10999--MA0659.1.MAFG	chr6	54925857	54925877	-	0.000	0.000	Merged-chr6-54926058-40
NR1660--MA0117.2.Mafb	chr10	77130571	77130582	+	0.000	0.000	Merged-chr10-77130786-40
NR1979--MA0089.1.MAFG::NFE2L1	chr10	121331255	121331260	+	0.000	0.000	Merged-chr10-121331107-36
NR4012--MA0117.2.Mafb	chr14	27560687	27560698	+	0.000	0.000	Merged-chr14-27560598-17
NR3037--MA0495.2.MAFF	chr12	116625952	116625972	+	0.000	0.000	Merged-chr12-116625840-46
NR13211--MA0089.1.MAFG::NFE2L1	chr9	75645726	75645731	+	0.000	0.000	Merged-chr9-75645586-46
NR9079--MA0501.1.MAF::NFE2	chr4	8800193	8800207	+	0.000	0.000	Merged-chr4-8800117-1
NR11831--MA0591.1.Bach1::Mafk	chr7	49335176	49335190	+	0.000	0.000	Merged-chr7-49335315-27
NR5839--MA0501.1.MAF::NFE2	chr17	31871323	31871337	+	0.000	0.000	Merged-chr17-31871254-26
NR1009--MA0089.1.MAFG::NFE2L1	chr1	185193693	185193698	-	0.000	0.000	Merged-chr1-185193700-43
NR12192--MA0495.2.MAFF	chr7	111015013	111015033	-	0.000	0.000	Merged-chr7-111015040-32
NR3126--MA0496.2.MAFK	chr13	8385606	8385624	+	0.000	0.000	Merged-chr13-8385507-1
NR9838--MA0089.1.MAFG::NFE2L1	chr4	148742849	148742854	-	0.000	0.000	Merged-chr4-148742861-33
NR12208--MA0089.1.MAFG::NFE2L1	chr7	112225753	112225758	+	0.000	0.000	Merged-chr7-112225883-54
NR7564--MA0089.1.MAFG::NFE2L1	chr2	121866041	121866046	+	0.000	0.000	Merged-chr2-121866161-7
NR8164--MA0495.2.MAFF	chr3	26667906	26667926	+	0.000	0.000	Merged-chr3-26667999-1
NR11569--MA0089.1.MAFG::NFE2L1	chr6	140466497	140466502	-	0.000	0.000	Merged-chr6-140466408-37
NR11516--MA0117.2.Mafb	chr6	134615230	134615241	-	0.000	0.000	Merged-chr6-134615220-54
NR8712--MA0117.2.Mafb	chr3	116661661	116661672	-	0.000	0.000	Merged-chr3-116661706-5
NR9736--MA0089.1.MAFG::NFE2L1	chr4	135567843	135567848	+	0.000	0.000	Merged-chr4-135567986-19
NR2351--MA0501.1.MAF::NFE2	chr11	87240407	87240421	+	0.000	0.000	Merged-chr11-87240422-3
NR7462--MA0089.1.MAFG::NFE2L1	chr2	102040308	102040313	+	0.000	0.000	Merged-chr2-102040255-6
NR1688--MA0089.1.MAFG::NFE2L1	chr10	82795540	82795545	+	0.000	0.000	Merged-chr10-82795366-64
NR11252--MA0089.1.MAFG::NFE2L1	chr6	97447145	97447150	+	0.000	0.000	Merged-chr6-97447180-22
NR12181--MA0089.1.MAFG::NFE2L1	chr7	109265802	109265807	-	0.000	0.000	Merged-chr7-109265818-41
NR6777--MA0495.2.MAFF	chr19	14352214	14352234	-	0.000	0.000	Merged-chr19-14352313-109
NR8550--MA0591.1.Bach1::Mafk	chr3	89912852	89912866	+	0.000	0.000	Merged-chr3-89912987-87
NR11966--MA0496.2.MAFK	chr7	74471952	74471970	-	0.000	0.000	Merged-chr7-74471905-6
NR670--MA0117.2.Mafb	chr1	119457064	119457075	+	0.000	0.000	Merged-chr1-119457268-70
NR2634--MA0117.2.Mafb	chr12	36317334	36317345	-	0.000	0.000	Merged-chr12-36317326-46
NR7938--MA0496.2.MAFK	chr2	173749173	173749191	+	0.000	0.000	Merged-chr2-173749391-11
NR7595--MA0501.1.MAF::NFE2	chr2	125136046	125136060	+	0.000	0.000	Merged-chr2-125136116-38
NR3057--MA0117.2.Mafb	chr13	4110540	4110551	-	0.000	0.000	Merged-chr13-4110676-26
NR4393--MA0117.2.Mafb	chr14	103017209	103017220	-	0.000	0.000	Merged-chr14-103017290-44
NR9258--MA0089.1.MAFG::NFE2L1	chr4	47287681	47287686	-	0.000	0.000	Merged-chr4-47287610-6
NR5139--MA0089.1.MAFG::NFE2L1	chr16	8470799	8470804	-	0.000	0.000	Merged-chr16-8470808-56
NR5577--MA0117.2.Mafb	chr16	84972108	84972119	+	0.000	0.000	Merged-chr16-84972104-8
NR968--MA0496.2.MAFK	chr1	174921247	174921265	-	0.000	0.000	Merged-chr1-174921307-1
NR744--MA0591.1.Bach1::Mafk	chr1	139179655	139179669	-	0.000	0.000	Merged-chr1-139179531-1
NR3028--MA0496.2.MAFK	chr12	114991123	114991141	-	0.000	0.000	Merged-chr12-114991248-55
NR9849--MA0089.1.MAFG::NFE2L1	chr4	152138760	152138765	-	0.000	0.000	Merged-chr4-152138737-60
NR6531--MA0089.1.MAFG::NFE2L1	chr18	61638188	61638193	-	0.000	0.000	Merged-chr18-61638222-61
NR301--MA0496.2.MAFK	chr1	65186473	65186491	+	0.000	0.000	Merged-chr1-65186701-72
NR595--MA0591.1.Bach1::Mafk	chr1	106158132	106158146	-	0.000	0.000	Merged-chr1-106158254-8
NR835--MA0501.1.MAF::NFE2	chr1	152010406	152010420	+	0.000	0.000	Merged-chr1-152010502-52
NR12987--MA0659.1.MAFG	chr8	128596686	128596706	+	0.000	0.000	Merged-chr8-128596588-1
NR4403--MA0591.1.Bach1::Mafk	chr14	103979916	103979930	-	0.000	0.000	Merged-chr14-103979829-3
NR2471--MA0591.1.Bach1::Mafk	chr11	119991486	119991500	+	0.000	0.000	Merged-chr11-119991452-27
NR10032--MA0089.1.MAFG::NFE2L1	chr5	20845378	20845383	+	0.000	0.000	Merged-chr5-20845245-18
NR10380--MA0495.2.MAFF	chr5	92348938	92348958	-	0.000	0.000	Merged-chr5-92348973-52
NR899--MA0659.1.MAFG	chr1	165828808	165828828	+	0.000	0.000	Merged-chr1-165828679-59
NR4597--MA0496.2.MAFK	chr15	8625547	8625565	-	0.000	0.000	Merged-chr15-8625615-29
NR10131--MA0117.2.Mafb	chr5	43425120	43425131	+	0.000	0.000	Merged-chr5-43425059-17
NR5492--MA0117.2.Mafb	chr16	70421351	70421362	+	0.000	0.000	Merged-chr16-70421204-38
NR11888--MA0117.2.Mafb	chr7	58770478	58770489	+	0.000	0.000	Merged-chr7-58770520-9
NR9386--MA0117.2.Mafb	chr4	63486681	63486692	+	0.000	0.000	Merged-chr4-63486767-20
NR431--MA0496.2.MAFK	chr1	81301964	81301982	-	0.000	0.000	Merged-chr1-81301857-6
NR4618--MA0591.1.Bach1::Mafk	chr15	18821598	18821612	+	0.000	0.000	Merged-chr15-18821535-37
NR9834--MA0089.1.MAFG::NFE2L1	chr4	147904931	147904936	-	0.000	0.000	Merged-chr4-147904845-69
NR12318--MA0591.1.Bach1::Mafk	chr7	141072587	141072601	-	0.000	0.000	Merged-chr7-141072410-71
NR4924--MA0496.2.MAFK	chr15	75549077	75549095	-	0.000	0.000	Merged-chr15-75549017-20
NR6951--MA0501.1.MAF::NFE2	chr2	11205823	11205837	+	0.000	0.000	Merged-chr2-11205998-7
NR11964--MA0591.1.Bach1::Mafk	chr7	74471954	74471968	+	0.000	0.000	Merged-chr7-74471905-6
NR13687--MA0501.1.MAF::NFE2	chrX	114474092	114474106	+	0.000	0.000	Merged-chrX-114474330-36
NR13233--MA0591.1.Bach1::Mafk	chr9	78448213	78448227	+	0.000	0.000	Merged-chr9-78448370-64
NR10636--MA0089.1.MAFG::NFE2L1	chr5	147063457	147063462	-	0.000	0.000	Merged-chr5-147063758-85
NR5802--MA0089.1.MAFG::NFE2L1	chr17	26503163	26503168	+	0.000	0.000	Merged-chr17-26503198-72
NR8229--MA0591.1.Bach1::Mafk	chr3	37174728	37174742	+	0.000	0.000	Merged-chr3-37174845-28
NR13735--MA0495.2.MAFF	chrX	152233149	152233169	-	0.000	0.000	Merged-chrX-152233143-82
NR8738--MA0495.2.MAFF	chr3	121593326	121593346	-	0.000	0.000	Merged-chr3-121593516-30
NR1730--MA0591.1.Bach1::Mafk	chr10	88405930	88405944	-	0.000	0.000	Merged-chr10-88405928-47
NR3606--MA0496.2.MAFK	chr13	92636942	92636960	+	0.000	0.000	Merged-chr13-92636983-54
NR2459--MA0501.1.MAF::NFE2	chr11	117109902	117109916	+	0.000	0.000	Merged-chr11-117109823-31
NR12493--MA0591.1.Bach1::Mafk	chr8	35250900	35250914	-	0.000	0.000	Merged-chr8-35250826-10
NR12211--MA0495.2.MAFF	chr7	112369096	112369116	-	0.000	0.000	Merged-chr7-112369142-36
NR7082--MA0089.1.MAFG::NFE2L1	chr2	34790510	34790515	+	0.000	0.000	Merged-chr2-34790571-52
NR13513--MA0117.2.Mafb	chrX	9254245	9254256	-	0.000	0.000	Merged-chrX-9254140-30
NR380--MA0659.1.MAFG	chr1	72870499	72870519	-	0.000	0.000	Merged-chr1-72870469-25
NR4499--MA0496.2.MAFK	chr14	118796409	118796427	+	0.000	0.000	Merged-chr14-118796395-16
NR12515--MA0496.2.MAFK	chr8	40962897	40962915	-	0.000	0.000	Merged-chr8-40963134-88
NR12213--MA0659.1.MAFG	chr7	112369096	112369116	+	0.000	0.000	Merged-chr7-112369142-36
NR10036--MA0495.2.MAFF	chr5	21658704	21658724	+	0.000	0.000	Merged-chr5-21658802-28
NR12115--MA0089.1.MAFG::NFE2L1	chr7	99027423	99027428	+	0.000	0.000	Merged-chr7-99027397-37
NR2815--MA0591.1.Bach1::Mafk	chr12	69893059	69893073	-	0.000	0.000	Merged-chr12-69892936-80
NR6555--MA0089.1.MAFG::NFE2L1	chr18	65301639	65301644	-	0.000	0.000	Merged-chr18-65301634-12
NR6361--MA0501.1.MAF::NFE2	chr18	39035417	39035431	-	0.000	0.000	Merged-chr18-39035384-28
NR9752--MA0495.2.MAFF	chr4	142153734	142153754	-	0.000	0.000	Merged-chr4-142153700-30
NR12896--MA0089.1.MAFG::NFE2L1	chr8	111527342	111527347	-	0.000	0.000	Merged-chr8-111527388-53
NR12668--MA0495.2.MAFF	chr8	72571103	72571123	-	0.000	0.000	Merged-chr8-72571324-95
NR1809--MA0089.1.MAFG::NFE2L1	chr10	96725018	96725023	+	0.000	0.000	Merged-chr10-96724956-66
NR9917--MA0591.1.Bach1::Mafk	chr5	8798566	8798580	+	0.000	0.000	Merged-chr5-8798453-77
NR12492--MA0089.1.MAFG::NFE2L1	chr8	35205679	35205684	+	0.000	0.000	Merged-chr8-35205738-9
NR11072--MA0089.1.MAFG::NFE2L1	chr6	66155080	66155085	-	0.000	0.000	Merged-chr6-66154948-26
NR9754--MA0659.1.MAFG	chr4	142153734	142153754	+	0.000	0.000	Merged-chr4-142153700-30
NR6568--MA0089.1.MAFG::NFE2L1	chr18	67441275	67441280	+	0.000	0.000	Merged-chr18-67441262-43
NR6908--MA0495.2.MAFF	chr2	6478400	6478420	-	0.000	0.000	Merged-chr2-6478572-51
NR11128--MA0659.1.MAFG	chr6	70709472	70709492	-	0.000	0.000	Merged-chr6-70709572-48
NR11287--MA0089.1.MAFG::NFE2L1	chr6	103685175	103685180	-	0.000	0.000	Merged-chr6-103685153-3
NR1599--MA0117.2.Mafb	chr10	67911606	67911617	-	0.000	0.000	Merged-chr10-67911704-3
NR834--MA0591.1.Bach1::Mafk	chr1	152010403	152010417	+	0.000	0.000	Merged-chr1-152010502-52
NR6811--MA0117.2.Mafb	chr19	32268705	32268716	+	0.000	0.000	Merged-chr19-32268730-8
NR12106--MA0659.1.MAFG	chr7	96629755	96629775	-	0.000	0.000	Merged-chr7-96629765-2
NR2436--MA0496.2.MAFK	chr11	115463666	115463684	+	0.000	0.000	Merged-chr11-115463666-29
NR12228--MA0089.1.MAFG::NFE2L1	chr7	114494256	114494261	+	0.000	0.000	Merged-chr7-114494244-9
NR8814--MA0089.1.MAFG::NFE2L1	chr3	133563707	133563712	-	0.000	0.000	Merged-chr3-133563771-42
NR6814--MA0495.2.MAFF	chr19	32320554	32320574	-	0.000	0.000	Merged-chr19-32320426-40
NR11253--MA0117.2.Mafb	chr6	98105382	98105393	-	0.000	0.000	Merged-chr6-98105536-59
NR8049--MA0501.1.MAF::NFE2	chr3	9833530	9833544	-	0.000	0.000	Merged-chr3-9833444-80
NR10638--MA0501.1.MAF::NFE2	chr5	147063447	147063461	-	0.000	0.000	Merged-chr5-147063758-85
NR1800--MA0501.1.MAF::NFE2	chr10	95971023	95971037	-	0.000	0.000	Merged-chr10-95971075-85
NR6379--MA0089.1.MAFG::NFE2L1	chr18	39801296	39801301	+	0.000	0.000	Merged-chr18-39801283-11
NR433--MA0089.1.MAFG::NFE2L1	chr1	82724875	82724880	+	0.000	0.000	Merged-chr1-82725083-56
NR4596--MA0089.1.MAFG::NFE2L1	chr15	8577694	8577699	+	0.000	0.000	Merged-chr15-8577774-16
NR8635--MA0496.2.MAFK	chr3	104963532	104963550	+	0.000	0.000	Merged-chr3-104963538-12
NR1270--MA0496.2.MAFK	chr10	20966343	20966361	-	0.000	0.000	Merged-chr10-20966333-27
NR4518--MA0495.2.MAFF	chr14	120275574	120275594	+	0.000	0.000	Merged-chr14-120275634-49
NR2838--MA0089.1.MAFG::NFE2L1	chr12	79623461	79623466	+	0.000	0.000	Merged-chr12-79623487-16
NR5913--MA0089.1.MAFG::NFE2L1	chr17	45632145	45632150	+	0.000	0.000	Merged-chr17-45632137-18
NR4666--MA0591.1.Bach1::Mafk	chr15	27518266	27518280	-	0.000	0.000	Merged-chr15-27518308-43
NR6133--MA0496.2.MAFK	chr17	86185078	86185096	+	0.000	0.000	Merged-chr17-86185009-23
NR735--MA0089.1.MAFG::NFE2L1	chr1	133800982	133800987	-	0.000	0.000	Merged-chr1-133800869-2
NR4217--MA0089.1.MAFG::NFE2L1	chr14	55745690	55745695	+	0.000	0.000	Merged-chr14-55745715-52
NR10540--MA0591.1.Bach1::Mafk	chr5	125158609	125158623	-	0.000	0.000	Merged-chr5-125158641-59
NR620--MA0089.1.MAFG::NFE2L1	chr1	108143184	108143189	-	0.000	0.000	Merged-chr1-108143272-2
NR13281--MA0591.1.Bach1::Mafk	chr9	83548440	83548454	+	0.000	0.000	Merged-chr9-83548335-44
NR9843--MA0089.1.MAFG::NFE2L1	chr4	150909918	150909923	-	0.000	0.000	Merged-chr4-150909856-55
NR2217--MA0591.1.Bach1::Mafk	chr11	43681869	43681883	+	0.000	0.000	Merged-chr11-43682127-96
NR1541--MA0591.1.Bach1::Mafk	chr10	59982656	59982670	-	0.000	0.000	Merged-chr10-59982666-5
NR2736--MA0089.1.MAFG::NFE2L1	chr12	52796533	52796538	-	0.000	0.000	Merged-chr12-52796443-43
NR11198--MA0089.1.MAFG::NFE2L1	chr6	90370355	90370360	+	0.000	0.000	Merged-chr6-90370434-4
NR3665--MA0089.1.MAFG::NFE2L1	chr13	102895939	102895944	+	0.000	0.000	Merged-chr13-102896052-33
NR2245--MA0089.1.MAFG::NFE2L1	chr11	52320617	52320622	-	0.000	0.000	Merged-chr11-52320694-9
NR13590--MA0659.1.MAFG	chrX	59568329	59568349	+	0.000	0.000	Merged-chrX-59568240-6
NR2068--MA0591.1.Bach1::Mafk	chr11	5762415	5762429	-	0.000	0.000	Merged-chr11-5762236-58
NR11950--MA0089.1.MAFG::NFE2L1	chr7	72306444	72306449	+	0.000	0.000	Merged-chr7-72306656-56
NR2472--MA0501.1.MAF::NFE2	chr11	119991489	119991503	+	0.000	0.000	Merged-chr11-119991452-27
NR1799--MA0591.1.Bach1::Mafk	chr10	95971026	95971040	-	0.000	0.000	Merged-chr10-95971075-85
NR182--MA0495.2.MAFF	chr1	40382980	40383000	+	0.000	0.000	Merged-chr1-40383046-56
NR7241--MA0496.2.MAFK	chr2	57698741	57698759	+	0.000	0.000	Merged-chr2-57698890-7
NR11713--MA0495.2.MAFF	chr7	16314087	16314107	-	0.000	0.000	Merged-chr7-16314036-50
NR13155--MA0089.1.MAFG::NFE2L1	chr9	56118655	56118660	+	0.000	0.000	Merged-chr9-56118638-19
NR3021--MA0495.2.MAFF	chr12	114991122	114991142	+	0.000	0.000	Merged-chr12-114991248-55
NR1967--MA0659.1.MAFG	chr10	117829926	117829946	+	0.000	0.000	Merged-chr10-117829855-64
NR10871--MA0117.2.Mafb	chr6	31803430	31803441	+	0.000	0.000	Merged-chr6-31803356-16
NR9667--MA0089.1.MAFG::NFE2L1	chr4	120032551	120032556	+	0.000	0.000	Merged-chr4-120032784-81
NR383--MA0496.2.MAFK	chr1	72870500	72870518	-	0.000	0.000	Merged-chr1-72870469-25
NR5516--MA0117.2.Mafb	chr16	75855646	75855657	-	0.000	0.000	Merged-chr16-75855662-51
NR5635--MA0089.1.MAFG::NFE2L1	chr16	95827629	95827634	+	0.000	0.000	Merged-chr16-95827524-61
NR2058--MA0501.1.MAF::NFE2	chr11	3165466	3165480	-	0.000	0.000	Merged-chr11-3165665-33
NR3372--MA0117.2.Mafb	chr13	67128414	67128425	+	0.000	0.000	Merged-chr13-67128310-57
NR6082--MA0117.2.Mafb	chr17	80392000	80392011	+	0.000	0.000	Merged-chr17-80391888-51
NR13481--MA0495.2.MAFF	chr9	118272791	118272811	-	0.000	0.000	Merged-chr9-118272859-65
NR9674--MA0117.2.Mafb	chr4	120815857	120815868	-	0.000	0.000	Merged-chr4-120815867-58
NR2219--MA0501.1.MAF::NFE2	chr11	43748001	43748015	-	0.000	0.000	Merged-chr11-43747947-60
NR13759--MA0089.1.MAFG::NFE2L1	chrX	167330592	167330597	+	0.000	0.000	Merged-chrX-167330775-21
NR9231--MA0659.1.MAFG	chr4	40785992	40786012	+	0.000	0.000	Merged-chr4-40785986-16
NR8815--MA0591.1.Bach1::Mafk	chr3	133563700	133563714	-	0.000	0.000	Merged-chr3-133563771-42
NR1603--MA0089.1.MAFG::NFE2L1	chr10	68724427	68724432	-	0.000	0.000	Merged-chr10-68724362-53
NR11605--MA0591.1.Bach1::Mafk	chr6	143462312	143462326	-	0.000	0.000	Merged-chr6-143462218-2
NR13670--MA0591.1.Bach1::Mafk	chrX	101954285	101954299	-	0.000	0.000	Merged-chrX-101954276-51
