#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR3627--MA0002.2.RUNX1	chr16	14088506	14088516	+	0.000	0.000	Merged-chr16-14088440-49
NR6018--MA0002.2.RUNX1	chr3	108562545	108562555	+	0.000	0.000	Merged-chr3-108562830-113
NR5493--MA0002.2.RUNX1	chr2	160746824	160746834	+	0.000	0.000	Merged-chr2-160746776-15
NR7400--MA0511.2.RUNX2	chr5	149368335	149368343	-	0.000	0.000	Merged-chr5-149368318-30
NR2409--MA0511.2.RUNX2	chr13	47105883	47105891	+	0.000	0.000	Merged-chr13-47106094-91
NR8284--MA0684.1.RUNX3	chr7	73572692	73572701	-	0.000	0.000	Merged-chr7-73572750-41
NR5350--MA0002.2.RUNX1	chr2	129180167	129180177	+	0.000	0.000	Merged-chr2-129180074-1
NR4275--MA0511.2.RUNX2	chr17	62857484	62857492	+	0.000	0.000	Merged-chr17-62857583-41
NR2595--MA0511.2.RUNX2	chr13	95892234	95892242	+	0.000	0.000	Merged-chr13-95891948-150
NR4176--MA0002.2.RUNX1	chr17	34896559	34896569	-	0.000	0.000	Merged-chr17-34896478-26
NR7282--MA0002.2.RUNX1	chr5	118465459	118465469	+	0.000	0.000	Merged-chr5-118465239-56
NR5002--MA0002.2.RUNX1	chr2	30897091	30897101	-	0.000	0.000	Merged-chr2-30897276-26
NR3988--MA0002.2.RUNX1	chr16	97593309	97593319	+	0.000	0.000	Merged-chr16-97593243-42
NR6379--MA0002.2.RUNX1	chr4	32768321	32768331	-	0.000	0.000	Merged-chr4-32768214-30
NR3944--MA0511.2.RUNX2	chr16	93552877	93552885	-	0.000	0.000	Merged-chr16-93552984-42
NR9071--MA0002.2.RUNX1	chr9	42158806	42158816	-	0.000	0.000	Merged-chr9-42158908-46
NR3801--MA0511.2.RUNX2	chr16	58718951	58718959	-	0.000	0.000	Merged-chr16-58718786-22
NR5654--MA0684.1.RUNX3	chr3	21911280	21911289	-	0.000	0.000	Merged-chr3-21911228-38
NR2356--MA0511.2.RUNX2	chr13	32966242	32966250	-	0.000	0.000	Merged-chr13-32966239-7
NR1751--MA0002.2.RUNX1	chr11	118379789	118379799	+	0.000	0.000	Merged-chr11-118379704-27
NR3560--MA0684.1.RUNX3	chr15	98772773	98772782	-	0.000	0.000	Merged-chr15-98772758-63
NR5634--MA0002.2.RUNX1	chr3	19319243	19319253	-	0.000	0.000	Merged-chr3-19319228-45
NR1132--MA0002.2.RUNX1	chr10	82887536	82887546	-	0.000	0.000	Merged-chr10-82887554-36
NR2386--MA0684.1.RUNX3	chr13	41302822	41302831	+	0.000	0.000	Merged-chr13-41302926-20
NR7295--MA0002.2.RUNX1	chr5	120775836	120775846	+	0.000	0.000	Merged-chr5-120775735-65
NR1655--MA0002.2.RUNX1	chr11	97718555	97718565	-	0.000	0.000	Merged-chr11-97718519-10
NR3735--MA0684.1.RUNX3	chr16	43376987	43376996	-	0.000	0.000	Merged-chr16-43376977-35
NR2988--MA0511.2.RUNX2	chr14	64884972	64884980	-	0.000	0.000	Merged-chr14-64885056-34
NR9503--MA0684.1.RUNX3	chrX	77580136	77580145	-	0.000	0.000	Merged-chrX-77580117-37
NR2369--MA0511.2.RUNX2	chr13	35871294	35871302	+	0.000	0.000	Merged-chr13-35871308-48
NR4111--MA0511.2.RUNX2	chr17	21477931	21477939	-	0.000	0.000	Merged-chr17-21477863-62
NR7883--MA0511.2.RUNX2	chr6	124730117	124730125	+	0.000	0.000	Merged-chr6-124730249-43
NR3696--MA0002.2.RUNX1	chr16	32190254	32190264	-	0.000	0.000	Merged-chr16-32190230-31
NR3301--MA0002.2.RUNX1	chr15	36562936	36562946	-	0.000	0.000	Merged-chr15-36562926-39
NR1750--MA0684.1.RUNX3	chr11	118232694	118232703	+	0.000	0.000	Merged-chr11-118232579-51
NR983--MA0002.2.RUNX1	chr10	39402665	39402675	+	0.000	0.000	Merged-chr10-39402648-48
NR8246--MA0511.2.RUNX2	chr7	64101861	64101869	-	0.000	0.000	Merged-chr7-64101971-35
NR2335--MA0511.2.RUNX2	chr13	24617870	24617878	-	0.000	0.000	Merged-chr13-24617853-51
NR4188--MA0684.1.RUNX3	chr17	35993998	35994007	+	0.000	0.000	Merged-chr17-35993975-42
NR3490--MA0511.2.RUNX2	chr15	80572482	80572490	-	0.000	0.000	Merged-chr15-80572443-63
NR3605--MA0684.1.RUNX3	chr16	11203415	11203424	-	0.000	0.000	Merged-chr16-11203305-84
NR8084--MA0511.2.RUNX2	chr7	6434726	6434734	-	0.000	0.000	Merged-chr7-6434694-10
NR1733--MA0511.2.RUNX2	chr11	117872036	117872044	-	0.000	0.000	Merged-chr11-117872185-83
NR3791--MA0684.1.RUNX3	chr16	57231581	57231590	+	0.000	0.000	Merged-chr16-57231478-49
NR7230--MA0511.2.RUNX2	chr5	106677005	106677013	+	0.000	0.000	Merged-chr5-106676986-37
NR1511--MA0684.1.RUNX3	chr11	52224161	52224170	+	0.000	0.000	Merged-chr11-52224357-50
NR5180--MA0002.2.RUNX1	chr2	71941537	71941547	-	0.000	0.000	Merged-chr2-71941624-65
NR5451--MA0002.2.RUNX1	chr2	149283457	149283467	-	0.000	0.000	Merged-chr2-149283481-12
NR8193--MA0511.2.RUNX2	chr7	45082993	45083001	-	0.000	0.000	Merged-chr7-45083107-80
NR4992--MA0002.2.RUNX1	chr2	27693898	27693908	-	0.000	0.000	Merged-chr2-27693880-30
NR9334--MA0002.2.RUNX1	chr9	107975788	107975798	-	0.000	0.000	Merged-chr9-107975775-69
NR6628--MA0684.1.RUNX3	chr4	101207685	101207694	-	0.000	0.000	Merged-chr4-101207630-19
NR4677--MA0684.1.RUNX3	chr18	75716276	75716285	+	0.000	0.000	Merged-chr18-75716251-26
NR267--MA0684.1.RUNX3	chr1	74390212	74390221	-	0.000	0.000	Merged-chr1-74390334-35
NR1995--MA0002.2.RUNX1	chr12	73580909	73580919	-	0.000	0.000	Merged-chr12-73581050-7
NR1124--MA0002.2.RUNX1	chr10	80622476	80622486	+	0.000	0.000	Merged-chr10-80622471-84
NR3631--MA0511.2.RUNX2	chr16	15862878	15862886	+	0.000	0.000	Merged-chr16-15863011-112
NR5878--MA0002.2.RUNX1	chr3	75731470	75731480	-	0.000	0.000	Merged-chr3-75731321-54
NR2457--MA0511.2.RUNX2	chr13	63261596	63261604	-	0.000	0.000	Merged-chr13-63261451-54
NR3803--MA0002.2.RUNX1	chr16	58718949	58718959	+	0.000	0.000	Merged-chr16-58718786-22
NR1581--MA0002.2.RUNX1	chr11	76993050	76993060	-	0.000	0.000	Merged-chr11-76993098-31
NR9572--MA0684.1.RUNX3	chrX	150459046	150459055	+	0.000	0.000	Merged-chrX-150458996-64
NR1647--MA0002.2.RUNX1	chr11	96441759	96441769	+	0.000	0.000	Merged-chr11-96441741-50
NR9300--MA0002.2.RUNX1	chr9	96785404	96785414	-	0.000	0.000	Merged-chr9-96785400-18
NR5070--MA0684.1.RUNX3	chr2	48374447	48374456	+	0.000	0.000	Merged-chr2-48374556-9
NR2087--MA0002.2.RUNX1	chr12	91765685	91765695	-	0.000	0.000	Merged-chr12-91765630-19
NR1998--MA0511.2.RUNX2	chr12	73593511	73593519	+	0.000	0.000	Merged-chr12-73593577-88
NR9380--MA0511.2.RUNX2	chr9	116369244	116369252	-	0.000	0.000	Merged-chr9-116369265-54
NR3932--MA0684.1.RUNX3	chr16	91781029	91781038	+	0.000	0.000	Merged-chr16-91781071-63
NR2043--MA0511.2.RUNX2	chr12	85177263	85177271	-	0.000	0.000	Merged-chr12-85177311-38
NR7766--MA0511.2.RUNX2	chr6	99985480	99985488	-	0.000	0.000	Merged-chr6-99985483-19
NR5864--MA0684.1.RUNX3	chr3	69159662	69159671	+	0.000	0.000	Merged-chr3-69159681-49
NR7396--MA0002.2.RUNX1	chr5	149246236	149246246	-	0.000	0.000	Merged-chr5-149246178-51
NR7667--MA0002.2.RUNX1	chr6	72190328	72190338	-	0.000	0.000	Merged-chr6-72190479-35
NR5987--MA0002.2.RUNX1	chr3	103091964	103091974	+	0.000	0.000	Merged-chr3-103091976-34
NR2295--MA0511.2.RUNX2	chr13	13557079	13557087	-	0.000	0.000	Merged-chr13-13557258-36
NR3165--MA0002.2.RUNX1	chr14	118681223	118681233	+	0.000	0.000	Merged-chr14-118681179-25
NR2139--MA0684.1.RUNX3	chr12	102451594	102451603	-	0.000	0.000	Merged-chr12-102451586-20
NR7253--MA0002.2.RUNX1	chr5	111573524	111573534	+	0.000	0.000	Merged-chr5-111573602-40
NR1071--MA0002.2.RUNX1	chr10	67582048	67582058	-	0.000	0.000	Merged-chr10-67582122-21
NR4276--MA0684.1.RUNX3	chr17	62857484	62857493	+	0.000	0.000	Merged-chr17-62857583-41
NR1408--MA0002.2.RUNX1	chr11	19823813	19823823	+	0.000	0.000	Merged-chr11-19823630-23
NR7924--MA0684.1.RUNX3	chr6	130246074	130246083	+	0.000	0.000	Merged-chr6-130245976-1
NR1693--MA0511.2.RUNX2	chr11	106961728	106961736	+	0.000	0.000	Merged-chr11-106961822-47
NR3816--MA0002.2.RUNX1	chr16	64758703	64758713	+	0.000	0.000	Merged-chr16-64758494-145
NR9585--MA0684.1.RUNX3	chrX	159080706	159080715	+	0.000	0.000	Merged-chrX-159080720-54
NR7091--MA0002.2.RUNX1	chr5	72580633	72580643	-	0.000	0.000	Merged-chr5-72580712-41
NR7362--MA0002.2.RUNX1	chr5	140872746	140872756	+	0.000	0.000	Merged-chr5-140872723-52
NR197--MA0511.2.RUNX2	chr1	60907722	60907730	+	0.000	0.000	Merged-chr1-60907642-6
NR7828--MA0684.1.RUNX3	chr6	113681491	113681500	-	0.000	0.000	Merged-chr6-113681431-40
NR7885--MA0002.2.RUNX1	chr6	124898449	124898459	+	0.000	0.000	Merged-chr6-124898421-2
NR1498--MA0002.2.RUNX1	chr11	50280317	50280327	-	0.000	0.000	Merged-chr11-50280206-7
NR9551--MA0684.1.RUNX3	chrX	136616068	136616077	+	0.000	0.000	Merged-chrX-136616157-16
NR1212--MA0002.2.RUNX1	chr10	96721205	96721215	+	0.000	0.000	Merged-chr10-96721241-23
NR2195--MA0684.1.RUNX3	chr12	115623175	115623184	+	0.000	0.000	Merged-chr12-115623184-57
NR8456--MA0511.2.RUNX2	chr7	125597223	125597231	-	0.000	0.000	Merged-chr7-125597306-20
NR9055--MA0002.2.RUNX1	chr9	37576668	37576678	-	0.000	0.000	Merged-chr9-37576736-24
NR229--MA0511.2.RUNX2	chr1	67181367	67181375	+	0.000	0.000	Merged-chr1-67181322-10
NR9326--MA0002.2.RUNX1	chr9	105689681	105689691	+	0.000	0.000	Merged-chr9-105689631-24
NR5843--MA0684.1.RUNX3	chr3	65537571	65537580	-	0.000	0.000	Merged-chr3-65537527-21
NR7331--MA0511.2.RUNX2	chr5	134373116	134373124	+	0.000	0.000	Merged-chr5-134373166-2
NR1464--MA0002.2.RUNX1	chr11	34762526	34762536	-	0.000	0.000	Merged-chr11-34762658-71
NR7090--MA0684.1.RUNX3	chr5	72163158	72163167	+	0.000	0.000	Merged-chr5-72163190-22
NR3623--MA0511.2.RUNX2	chr16	14088468	14088476	-	0.000	0.000	Merged-chr16-14088440-49
NR5952--MA0684.1.RUNX3	chr3	89871230	89871239	-	0.000	0.000	Merged-chr3-89871193-44
NR5599--MA0002.2.RUNX1	chr3	9567028	9567038	-	0.000	0.000	Merged-chr3-9567055-14
NR1516--MA0684.1.RUNX3	chr11	52314259	52314268	+	0.000	0.000	Merged-chr11-52314367-60
NR7884--MA0684.1.RUNX3	chr6	124730117	124730126	+	0.000	0.000	Merged-chr6-124730249-43
NR1639--MA0002.2.RUNX1	chr11	93884969	93884979	+	0.000	0.000	Merged-chr11-93885060-4
NR811--MA0002.2.RUNX1	chr10	7681080	7681090	-	0.000	0.000	Merged-chr10-7681283-94
NR5141--MA0511.2.RUNX2	chr2	60774692	60774700	+	0.000	0.000	Merged-chr2-60774747-55
NR3461--MA0511.2.RUNX2	chr15	75884331	75884339	+	0.000	0.000	Merged-chr15-75884248-28
NR8469--MA0511.2.RUNX2	chr7	128158951	128158959	-	0.000	0.000	Merged-chr7-128158931-27
NR7807--MA0684.1.RUNX3	chr6	108535570	108535579	-	0.000	0.000	Merged-chr6-108535473-34
NR9530--MA0684.1.RUNX3	chrX	101128786	101128795	+	0.000	0.000	Merged-chrX-101128722-47
NR715--MA0002.2.RUNX1	chr1	180432048	180432058	+	0.000	0.000	Merged-chr1-180432015-44
NR5521--MA0511.2.RUNX2	chr2	167996052	167996060	-	0.000	0.000	Merged-chr2-167996083-9
NR1605--MA0002.2.RUNX1	chr11	81613444	81613454	+	0.000	0.000	Merged-chr11-81613412-31
NR1129--MA0002.2.RUNX1	chr10	82778326	82778336	-	0.000	0.000	Merged-chr10-82778212-17
NR5965--MA0684.1.RUNX3	chr3	95722626	95722635	-	0.000	0.000	Merged-chr3-95722546-39
NR7724--MA0511.2.RUNX2	chr6	86850881	86850889	-	0.000	0.000	Merged-chr6-86850884-40
NR9434--MA0684.1.RUNX3	chrX	17521350	17521359	+	0.000	0.000	Merged-chrX-17521323-26
NR1714--MA0002.2.RUNX1	chr11	114321677	114321687	-	0.000	0.000	Merged-chr11-114321606-35
NR9286--MA0002.2.RUNX1	chr9	94993741	94993751	-	0.000	0.000	Merged-chr9-94993790-30
NR7877--MA0002.2.RUNX1	chr6	122804610	122804620	-	0.000	0.000	Merged-chr6-122804652-39
NR2935--MA0002.2.RUNX1	chr14	45155696	45155706	-	0.000	0.000	Merged-chr14-45155731-26
NR3375--MA0002.2.RUNX1	chr15	52928615	52928625	-	0.000	0.000	Merged-chr15-52928656-21
NR1651--MA0511.2.RUNX2	chr11	97315644	97315652	-	0.000	0.000	Merged-chr11-97315787-53
NR5849--MA0002.2.RUNX1	chr3	65929644	65929654	-	0.000	0.000	Merged-chr3-65929899-83
NR1281--MA0002.2.RUNX1	chr10	118083228	118083238	-	0.000	0.000	Merged-chr10-118083304-59
NR7214--MA0511.2.RUNX2	chr5	103693348	103693356	-	0.000	0.000	Merged-chr5-103693380-4
NR5534--MA0511.2.RUNX2	chr2	170219240	170219248	+	0.000	0.000	Merged-chr2-170219301-96
NR3427--MA0684.1.RUNX3	chr15	67130174	67130183	+	0.000	0.000	Merged-chr15-67130106-32
NR3484--MA0002.2.RUNX1	chr15	79774383	79774393	-	0.000	0.000	Merged-chr15-79774475-53
NR1747--MA0684.1.RUNX3	chr11	118227849	118227858	+	0.000	0.000	Merged-chr11-118227847-19
NR3506--MA0511.2.RUNX2	chr15	86051395	86051403	-	0.000	0.000	Merged-chr15-86051383-21
NR2901--MA0002.2.RUNX1	chr14	32492741	32492751	+	0.000	0.000	Merged-chr14-32492758-31
NR7909--MA0002.2.RUNX1	chr6	128836399	128836409	-	0.000	0.000	Merged-chr6-128836446-70
NR8078--MA0002.2.RUNX1	chr7	4647481	4647491	+	0.000	0.000	Merged-chr7-4647555-37
NR1333--MA0684.1.RUNX3	chr10	128716497	128716506	+	0.000	0.000	Merged-chr10-128716299-65
NR7767--MA0684.1.RUNX3	chr6	99985479	99985488	-	0.000	0.000	Merged-chr6-99985483-19
NR5150--MA0684.1.RUNX3	chr2	61514184	61514193	-	0.000	0.000	Merged-chr2-61514287-58
NR6970--MA0002.2.RUNX1	chr5	36574382	36574392	-	0.000	0.000	Merged-chr5-36574492-52
NR7353--MA0684.1.RUNX3	chr5	139303758	139303767	+	0.000	0.000	Merged-chr5-139303910-62
NR4099--MA0002.2.RUNX1	chr17	19435175	19435185	-	0.000	0.000	Merged-chr17-19435269-18
NR3516--MA0002.2.RUNX1	chr15	89387214	89387224	+	0.000	0.000	Merged-chr15-89387305-17
NR1250--MA0511.2.RUNX2	chr10	107869158	107869166	+	0.000	0.000	Merged-chr10-107868994-49
NR7062--MA0002.2.RUNX1	chr5	64819593	64819603	+	0.000	0.000	Merged-chr5-64819652-30
NR5653--MA0002.2.RUNX1	chr3	21911279	21911289	+	0.000	0.000	Merged-chr3-21911228-38
NR5782--MA0684.1.RUNX3	chr3	52555212	52555221	+	0.000	0.000	Merged-chr3-52555195-52
NR7585--MA0002.2.RUNX1	chr6	48694101	48694111	-	0.000	0.000	Merged-chr6-48693973-35
NR1280--MA0684.1.RUNX3	chr10	116914010	116914019	+	0.000	0.000	Merged-chr10-116914032-56
NR1617--MA0684.1.RUNX3	chr11	84829256	84829265	-	0.000	0.000	Merged-chr11-84829158-56
NR6731--MA0002.2.RUNX1	chr4	136100573	136100583	-	0.000	0.000	Merged-chr4-136100586-63
NR5656--MA0511.2.RUNX2	chr3	22151260	22151268	+	0.000	0.000	Merged-chr3-22151308-21
NR740--MA0511.2.RUNX2	chr1	187348591	187348599	-	0.000	0.000	Merged-chr1-187348669-52
NR9122--MA0002.2.RUNX1	chr9	57759579	57759589	-	0.000	0.000	Merged-chr9-57759618-20
NR8318--MA0511.2.RUNX2	chr7	80450004	80450012	+	0.000	0.000	Merged-chr7-80450087-44
NR370--MA0002.2.RUNX1	chr1	92064486	92064496	+	0.000	0.000	Merged-chr1-92064482-52
NR1598--MA0684.1.RUNX3	chr11	79520074	79520083	-	0.000	0.000	Merged-chr11-79520137-35
NR8934--MA0002.2.RUNX1	chr8	125725663	125725673	+	0.000	0.000	Merged-chr8-125725496-61
NR7859--MA0511.2.RUNX2	chr6	120124866	120124874	-	0.000	0.000	Merged-chr6-120124865-39
NR4703--MA0002.2.RUNX1	chr18	81400378	81400388	+	0.000	0.000	Merged-chr18-81400344-68
NR8077--MA0684.1.RUNX3	chr6	149375282	149375291	-	0.000	0.000	Merged-chr6-149375184-57
NR9502--MA0002.2.RUNX1	chrX	77580135	77580145	+	0.000	0.000	Merged-chrX-77580117-37
NR7346--MA0002.2.RUNX1	chr5	138085468	138085478	+	0.000	0.000	Merged-chr5-138085334-61
NR5609--MA0684.1.RUNX3	chr3	10466141	10466150	+	0.000	0.000	Merged-chr3-10466039-18
NR5937--MA0002.2.RUNX1	chr3	88510192	88510202	+	0.000	0.000	Merged-chr3-88510082-59
NR9360--MA0684.1.RUNX3	chr9	114443479	114443488	-	0.000	0.000	Merged-chr9-114443515-48
NR5252--MA0002.2.RUNX1	chr2	91710623	91710633	-	0.000	0.000	Merged-chr2-91710716-76
NR2990--MA0684.1.RUNX3	chr14	64884971	64884980	-	0.000	0.000	Merged-chr14-64885056-34
NR5718--MA0684.1.RUNX3	chr3	37978661	37978670	-	0.000	0.000	Merged-chr3-37978790-50
NR5255--MA0511.2.RUNX2	chr2	91924163	91924171	-	0.000	0.000	Merged-chr2-91924034-46
NR3575--MA0511.2.RUNX2	chr15	102165736	102165744	+	0.000	0.000	Merged-chr15-102165758-28
NR3747--MA0002.2.RUNX1	chr16	46022382	46022392	+	0.000	0.000	Merged-chr16-46022516-69
NR1796--MA0002.2.RUNX1	chr12	8660063	8660073	-	0.000	0.000	Merged-chr12-8659979-34
NR7507--MA0684.1.RUNX3	chr6	32328213	32328222	-	0.000	0.000	Merged-chr6-32328311-28
NR492--MA0002.2.RUNX1	chr1	132356019	132356029	+	0.000	0.000	Merged-chr1-132355998-23
NR3333--MA0002.2.RUNX1	chr15	41846674	41846684	+	0.000	0.000	Merged-chr15-41846585-48
NR8913--MA0002.2.RUNX1	chr8	123000551	123000561	-	0.000	0.000	Merged-chr8-123000494-51
NR6962--MA0002.2.RUNX1	chr5	34520859	34520869	+	0.000	0.000	Merged-chr5-34520950-23
NR4239--MA0684.1.RUNX3	chr17	52125414	52125423	-	0.000	0.000	Merged-chr17-52125389-32
NR1590--MA0511.2.RUNX2	chr11	78698073	78698081	-	0.000	0.000	Merged-chr11-78698045-1
NR2460--MA0002.2.RUNX1	chr13	63411078	63411088	+	0.000	0.000	Merged-chr13-63411317-71
NR7197--MA0002.2.RUNX1	chr5	100585346	100585356	-	0.000	0.000	Merged-chr5-100585262-59
NR7739--MA0002.2.RUNX1	chr6	91108696	91108706	+	0.000	0.000	Merged-chr6-91108882-74
NR1163--MA0684.1.RUNX3	chr10	88420838	88420847	-	0.000	0.000	Merged-chr10-88420922-64
NR5522--MA0684.1.RUNX3	chr2	167996051	167996060	-	0.000	0.000	Merged-chr2-167996083-9
NR7325--MA0002.2.RUNX1	chr5	130139567	130139577	+	0.000	0.000	Merged-chr5-130139526-15
NR3095--MA0684.1.RUNX3	chr14	101842696	101842705	+	0.000	0.000	Merged-chr14-101842574-67
NR1686--MA0684.1.RUNX3	chr11	104609516	104609525	-	0.000	0.000	Merged-chr11-104609685-47
NR1414--MA0002.2.RUNX1	chr11	20133216	20133226	-	0.000	0.000	Merged-chr11-20133191-35
NR3716--MA0511.2.RUNX2	chr16	36588197	36588205	+	0.000	0.000	Merged-chr16-36588182-35
NR7848--MA0002.2.RUNX1	chr6	119451208	119451218	-	0.000	0.000	Merged-chr6-119451010-23
NR1067--MA0684.1.RUNX3	chr10	67186073	67186082	-	0.000	0.000	Merged-chr10-67185842-58
NR1609--MA0684.1.RUNX3	chr11	82183451	82183460	-	0.000	0.000	Merged-chr11-82183511-55
NR6723--MA0002.2.RUNX1	chr4	134683125	134683135	-	0.000	0.000	Merged-chr4-134683033-16
NR4772--MA0002.2.RUNX1	chr19	11362201	11362211	-	0.000	0.000	Merged-chr19-11362084-57
NR3697--MA0511.2.RUNX2	chr16	32430852	32430860	-	0.000	0.000	Merged-chr16-32431022-65
NR32--MA0002.2.RUNX1	chr1	10325539	10325549	-	0.000	0.000	Merged-chr1-10325689-27
NR3746--MA0684.1.RUNX3	chr16	45224874	45224883	-	0.000	0.000	Merged-chr16-45224800-5
NR5278--MA0002.2.RUNX1	chr2	102948327	102948337	-	0.000	0.000	Merged-chr2-102948525-77
NR904--MA0002.2.RUNX1	chr10	19209817	19209827	+	0.000	0.000	Merged-chr10-19209945-33
NR6975--MA0002.2.RUNX1	chr5	37067424	37067434	+	0.000	0.000	Merged-chr5-37067269-61
NR3554--MA0511.2.RUNX2	chr15	97455695	97455703	-	0.000	0.000	Merged-chr15-97455795-23
NR9366--MA0002.2.RUNX1	chr9	115468812	115468822	+	0.000	0.000	Merged-chr9-115468882-11
NR6931--MA0511.2.RUNX2	chr5	23637511	23637519	+	0.000	0.000	Merged-chr5-23637519-38
NR4980--MA0511.2.RUNX2	chr2	25426799	25426807	-	0.000	0.000	Merged-chr2-25426860-48
NR7371--MA0511.2.RUNX2	chr5	144221511	144221519	+	0.000	0.000	Merged-chr5-144221643-44
NR1652--MA0684.1.RUNX3	chr11	97315643	97315652	-	0.000	0.000	Merged-chr11-97315787-53
NR8512--MA0002.2.RUNX1	chr7	143005003	143005013	-	0.000	0.000	Merged-chr7-143004947-1
NR6561--MA0002.2.RUNX1	chr4	84977492	84977502	+	0.000	0.000	Merged-chr4-84977391-25
NR6832--MA0002.2.RUNX1	chr4	155306844	155306854	-	0.000	0.000	Merged-chr4-155306831-50
NR7215--MA0684.1.RUNX3	chr5	103693347	103693356	-	0.000	0.000	Merged-chr5-103693380-4
NR1460--MA0511.2.RUNX2	chr11	34048974	34048982	+	0.000	0.000	Merged-chr11-34049016-54
NR8419--MA0511.2.RUNX2	chr7	117433803	117433811	+	0.000	0.000	Merged-chr7-117433722-72
NR7272--MA0002.2.RUNX1	chr5	115722713	115722723	-	0.000	0.000	Merged-chr5-115722586-6
NR2330--MA0002.2.RUNX1	chr13	23431040	23431050	-	0.000	0.000	Merged-chr13-23431185-78
NR7067--MA0002.2.RUNX1	chr5	65929347	65929357	-	0.000	0.000	Merged-chr5-65929353-41
NR5806--MA0684.1.RUNX3	chr3	59101876	59101885	-	0.000	0.000	Merged-chr3-59101725-81
NR3855--MA0684.1.RUNX3	chr16	75984026	75984035	-	0.000	0.000	Merged-chr16-75984013-36
NR9475--MA0002.2.RUNX1	chrX	57196486	57196496	+	0.000	0.000	Merged-chrX-57196423-53
NR2582--MA0002.2.RUNX1	chr13	93939604	93939614	+	0.000	0.000	Merged-chr13-93939742-17
NR1112--MA0511.2.RUNX2	chr10	77627624	77627632	-	0.000	0.000	Merged-chr10-77627731-24
NR9431--MA0511.2.RUNX2	chrX	17521350	17521358	+	0.000	0.000	Merged-chrX-17521323-26
NR4169--MA0511.2.RUNX2	chr17	34210707	34210715	-	0.000	0.000	Merged-chr17-34210763-36
NR994--MA0002.2.RUNX1	chr10	41474120	41474130	+	0.000	0.000	Merged-chr10-41474054-14
NR8621--MA0002.2.RUNX1	chr8	25949095	25949105	-	0.000	0.000	Merged-chr8-25949044-65
NR4933--MA0684.1.RUNX3	chr2	16568288	16568297	-	0.000	0.000	Merged-chr2-16568402-24
NR1679--MA0002.2.RUNX1	chr11	102317762	102317772	+	0.000	0.000	Merged-chr11-102317551-136
NR9127--MA0002.2.RUNX1	chr9	58280706	58280716	+	0.000	0.000	Merged-chr9-58280700-28
NR5915--MA0684.1.RUNX3	chr3	81789077	81789086	-	0.000	0.000	Merged-chr3-81789091-24
NR5496--MA0002.2.RUNX1	chr2	160756899	160756909	+	0.000	0.000	Merged-chr2-160756885-65
NR851--MA0002.2.RUNX1	chr10	12985259	12985269	-	0.000	0.000	Merged-chr10-12985296-24
NR375--MA0002.2.RUNX1	chr1	92469137	92469147	-	0.000	0.000	Merged-chr1-92469061-38
NR7798--MA0511.2.RUNX2	chr6	108098721	108098729	+	0.000	0.000	Merged-chr6-108098714-35
NR9256--MA0684.1.RUNX3	chr9	90259714	90259723	+	0.000	0.000	Merged-chr9-90259820-55
NR9584--MA0002.2.RUNX1	chrX	159080706	159080716	-	0.000	0.000	Merged-chrX-159080720-54
NR602--MA0511.2.RUNX2	chr1	161396534	161396542	-	0.000	0.000	Merged-chr1-161396646-31
NR2962--MA0002.2.RUNX1	chr14	55106333	55106343	+	0.000	0.000	Merged-chr14-55106427-54
NR3197--MA0002.2.RUNX1	chr14	121983212	121983222	+	0.000	0.000	Merged-chr14-121983424-16
NR6007--MA0684.1.RUNX3	chr3	105929811	105929820	+	0.000	0.000	Merged-chr3-105929988-8
NR9236--MA0002.2.RUNX1	chr9	85671750	85671760	+	0.000	0.000	Merged-chr9-85671881-60
NR7827--MA0002.2.RUNX1	chr6	113681490	113681500	+	0.000	0.000	Merged-chr6-113681431-40
NR6801--MA0511.2.RUNX2	chr4	150269502	150269510	+	0.000	0.000	Merged-chr4-150269601-64
NR1251--MA0684.1.RUNX3	chr10	107869158	107869167	+	0.000	0.000	Merged-chr10-107868994-49
NR4480--MA0002.2.RUNX1	chr18	31628605	31628615	-	0.000	0.000	Merged-chr18-31628663-46
NR1330--MA0511.2.RUNX2	chr10	128270429	128270437	-	0.000	0.000	Merged-chr10-128270552-51
NR341--MA0002.2.RUNX1	chr1	87607792	87607802	-	0.000	0.000	Merged-chr1-87607643-76
NR1298--MA0684.1.RUNX3	chr10	120189409	120189418	+	0.000	0.000	Merged-chr10-120189510-27
NR3328--MA0511.2.RUNX2	chr15	41846517	41846525	-	0.000	0.000	Merged-chr15-41846585-48
NR2181--MA0002.2.RUNX1	chr12	115293853	115293863	-	0.000	0.000	Merged-chr12-115293953-33
NR1377--MA0511.2.RUNX2	chr11	10276429	10276437	-	0.000	0.000	Merged-chr11-10276392-45
NR741--MA0684.1.RUNX3	chr1	187348590	187348599	-	0.000	0.000	Merged-chr1-187348669-52
NR5465--MA0511.2.RUNX2	chr2	153161502	153161510	+	0.000	0.000	Merged-chr2-153161513-55
