#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/Prdm1KO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
NR8168--MA0002.2.RUNX1	chr7	74544584	74544594	+	0.000	0.000	Merged-chr7-74544568-34
NR1546--MA0002.2.RUNX1	chr11	73267422	73267432	+	0.000	0.000	Merged-chr11-73267242-14
NR9550--MA0511.2.RUNX2	chr9	116263828	116263836	-	0.000	0.000	Merged-chr9-116263985-48
NR5363--MA0002.2.RUNX1	chr2	128318463	128318473	-	0.000	0.000	Merged-chr2-128318457-15
NR6222--MA0684.1.RUNX3	chr4	8806069	8806078	+	0.000	0.000	Merged-chr4-8806089-48
NR1675--MA0684.1.RUNX3	chr11	103170970	103170979	-	0.000	0.000	Merged-chr11-103171084-22
NR2879--MA0511.2.RUNX2	chr14	52338913	52338921	-	0.000	0.000	Merged-chr14-52338882-26
NR4337--MA0684.1.RUNX3	chr18	14685076	14685085	-	0.000	0.000	Merged-chr18-14685216-10
NR4189--MA0002.2.RUNX1	chr17	71192225	71192235	-	0.000	0.000	Merged-chr17-71192022-46
NR2194--MA0511.2.RUNX2	chr12	115012937	115012945	+	0.000	0.000	Merged-chr12-115012998-22
NR3540--MA0002.2.RUNX1	chr16	8655804	8655814	+	0.000	0.000	Merged-chr16-8655850-21
NR8548--MA0002.2.RUNX1	chr7	141316012	141316022	+	0.000	0.000	Merged-chr7-141316131-26
NR7423--MA0002.2.RUNX1	chr6	8712113	8712123	+	0.000	0.000	Merged-chr6-8712206-28
NR5538--MA0002.2.RUNX1	chr2	164544938	164544948	-	0.000	0.000	Merged-chr2-164544892-36
NR1512--MA0002.2.RUNX1	chr11	64116918	64116928	+	0.000	0.000	Merged-chr11-64116814-48
NR7880--MA0002.2.RUNX1	chr6	134829973	134829983	-	0.000	0.000	Merged-chr6-134830106-68
NR1370--MA0684.1.RUNX3	chr11	26657795	26657804	+	0.000	0.000	Merged-chr11-26657743-22
NR1559--MA0002.2.RUNX1	chr11	75279833	75279843	-	0.000	0.000	Merged-chr11-75279801-60
NR3301--MA0002.2.RUNX1	chr15	55327441	55327451	+	0.000	0.000	Merged-chr15-55327422-12
NR6506--MA0684.1.RUNX3	chr4	98113775	98113784	-	0.000	0.000	Merged-chr4-98113853-12
NR1621--MA0002.2.RUNX1	chr11	86872721	86872731	+	0.000	0.000	Merged-chr11-86872855-18
NR1416--MA0002.2.RUNX1	chr11	46454744	46454754	-	0.000	0.000	Merged-chr11-46454823-30
NR9193--MA0002.2.RUNX1	chr9	50537442	50537452	-	0.000	0.000	Merged-chr9-50537430-19
NR7932--MA0684.1.RUNX3	chr6	143114648	143114657	-	0.000	0.000	Merged-chr6-143114675-1
NR9735--MA0002.2.RUNX1	chrX	105926560	105926570	+	0.000	0.000	Merged-chrX-105926610-52
NR4092--MA0511.2.RUNX2	chr17	46074014	46074022	-	0.000	0.000	Merged-chr17-46073947-66
NR8709--MA0684.1.RUNX3	chr8	46696511	46696520	+	0.000	0.000	Merged-chr8-46696426-18
NR1545--MA0684.1.RUNX3	chr11	73131192	73131201	-	0.000	0.000	Merged-chr11-73131233-35
NR3619--MA0002.2.RUNX1	chr16	23144576	23144586	+	0.000	0.000	Merged-chr16-23144552-50
NR6930--MA0002.2.RUNX1	chr5	33039319	33039329	+	0.000	0.000	Merged-chr5-33039465-62
NR7641--MA0002.2.RUNX1	chr6	88757235	88757245	+	0.000	0.000	Merged-chr6-88757111-24
NR5170--MA0511.2.RUNX2	chr2	72183929	72183937	-	0.000	0.000	Merged-chr2-72183936-23
NR8103--MA0511.2.RUNX2	chr7	51879573	51879581	-	0.000	0.000	Merged-chr7-51879410-58
NR7959--MA0002.2.RUNX1	chr6	146221588	146221598	-	0.000	0.000	Merged-chr6-146221533-3
NR5342--MA0002.2.RUNX1	chr2	126474253	126474263	+	0.000	0.000	Merged-chr2-126474389-26
NR5408--MA0002.2.RUNX1	chr2	136987995	136988005	+	0.000	0.000	Merged-chr2-136988057-20
NR7230--MA0511.2.RUNX2	chr5	118045555	118045563	-	0.000	0.000	Merged-chr5-118045541-17
NR7501--MA0511.2.RUNX2	chr6	41527203	41527211	-	0.000	0.000	Merged-chr6-41527380-17
NR5180--MA0002.2.RUNX1	chr2	73463871	73463881	-	0.000	0.000	Merged-chr2-73463969-56
NR4425--MA0684.1.RUNX3	chr18	46060058	46060067	+	0.000	0.000	Merged-chr18-46060088-16
NR1886--MA0002.2.RUNX1	chr12	33235877	33235887	-	0.000	0.000	Merged-chr12-33235849-22
NR3251--MA0511.2.RUNX2	chr15	38129487	38129495	+	0.000	0.000	Merged-chr15-38129582-31
NR4992--MA0002.2.RUNX1	chr2	22805782	22805792	-	0.000	0.000	Merged-chr2-22805681-51
NR237--MA0511.2.RUNX2	chr1	78682436	78682444	-	0.000	0.000	Merged-chr1-78682425-23
NR7383--MA0002.2.RUNX1	chr5	148769564	148769574	-	0.000	0.000	Merged-chr5-148769647-40
NR3152--MA0002.2.RUNX1	chr14	122191106	122191116	-	0.000	0.000	Merged-chr14-122191173-22
NR4677--MA0684.1.RUNX3	chr19	3731468	3731477	+	0.000	0.000	Merged-chr19-3731314-18
NR6800--MA0002.2.RUNX1	chr4	156013836	156013846	-	0.000	0.000	Merged-chr4-156013915-55
NR8116--MA0511.2.RUNX2	chr7	58500980	58500988	+	0.000	0.000	Merged-chr7-58501010-19
NR5560--MA0002.2.RUNX1	chr2	167421605	167421615	-	0.000	0.000	Merged-chr2-167421787-62
NR4485--MA0511.2.RUNX2	chr18	56888939	56888947	+	0.000	0.000	Merged-chr18-56889017-47
NR6009--MA0684.1.RUNX3	chr3	123192399	123192408	+	0.000	0.000	Merged-chr3-123192207-28
NR6066--MA0002.2.RUNX1	chr3	136556658	136556668	-	0.000	0.000	Merged-chr3-136556627-33
NR1124--MA0002.2.RUNX1	chr10	94524081	94524091	+	0.000	0.000	Merged-chr10-94523917-65
NR5977--MA0511.2.RUNX2	chr3	115972450	115972458	+	0.000	0.000	Merged-chr3-115972355-68
NR90--MA0002.2.RUNX1	chr1	40473882	40473892	+	0.000	0.000	Merged-chr1-40473860-44
NR8417--MA0684.1.RUNX3	chr7	119835508	119835517	-	0.000	0.000	Merged-chr7-119835561-3
NR4137--MA0511.2.RUNX2	chr17	56443647	56443655	+	0.000	0.000	Merged-chr17-56443573-18
NR2457--MA0511.2.RUNX2	chr13	52828328	52828336	+	0.000	0.000	Merged-chr13-52828332-16
NR5834--MA0511.2.RUNX2	chr3	86693949	86693957	-	0.000	0.000	Merged-chr3-86693783-4
NR8003--MA0684.1.RUNX3	chr7	16194021	16194030	-	0.000	0.000	Merged-chr7-16193928-27
NR5464--MA0002.2.RUNX1	chr2	151543706	151543716	-	0.000	0.000	Merged-chr2-151543630-14
NR8669--MA0684.1.RUNX3	chr8	33636748	33636757	+	0.000	0.000	Merged-chr8-33636764-22
NR6052--MA0684.1.RUNX3	chr3	133563767	133563776	-	0.000	0.000	Merged-chr3-133563771-42
NR7971--MA0511.2.RUNX2	chr6	149260815	149260823	+	0.000	0.000	Merged-chr6-149260973-38
NR4167--MA0684.1.RUNX3	chr17	64754406	64754415	-	0.000	0.000	Merged-chr17-64754304-57
NR9347--MA0002.2.RUNX1	chr9	79919432	79919442	-	0.000	0.000	Merged-chr9-79919473-56
NR7001--MA0002.2.RUNX1	chr5	65322208	65322218	-	0.000	0.000	Merged-chr5-65322314-18
NR5987--MA0002.2.RUNX1	chr3	119711755	119711765	-	0.000	0.000	Merged-chr3-119711675-3
NR7623--MA0511.2.RUNX2	chr6	86570878	86570886	-	0.000	0.000	Merged-chr6-86570900-55
NR3436--MA0002.2.RUNX1	chr15	89131568	89131578	-	0.000	0.000	Merged-chr15-89131620-40
NR5844--MA0002.2.RUNX1	chr3	86961163	86961173	+	0.000	0.000	Merged-chr3-86961231-31
NR1885--MA0684.1.RUNX3	chr12	32895346	32895355	-	0.000	0.000	Merged-chr12-32895351-16
NR3688--MA0002.2.RUNX1	chr16	38197265	38197275	+	0.000	0.000	Merged-chr16-38197383-22
NR3959--MA0002.2.RUNX1	chr17	12351830	12351840	+	0.000	0.000	Merged-chr17-12351777-16
NR1613--MA0002.2.RUNX1	chr11	85407856	85407866	+	0.000	0.000	Merged-chr11-85407928-27
NR9390--MA0002.2.RUNX1	chr9	86624344	86624354	+	0.000	0.000	Merged-chr9-86624608-86
NR3373--MA0511.2.RUNX2	chr15	78422731	78422739	-	0.000	0.000	Merged-chr15-78422686-21
NR9185--MA0002.2.RUNX1	chr9	46282784	46282794	+	0.000	0.000	Merged-chr9-46282956-57
NR3915--MA0511.2.RUNX2	chr17	5748187	5748195	+	0.000	0.000	Merged-chr17-5748141-46
NR1964--MA0511.2.RUNX2	chr12	73593511	73593519	+	0.000	0.000	Merged-chr12-73593577-88
NR5430--MA0002.2.RUNX1	chr2	144224564	144224574	+	0.000	0.000	Merged-chr2-144224483-67
NR5225--MA0002.2.RUNX1	chr2	90487665	90487675	+	0.000	0.000	Merged-chr2-90487735-49
NR1471--MA0684.1.RUNX3	chr11	57805278	57805287	+	0.000	0.000	Merged-chr11-57805317-26
NR1808--MA0684.1.RUNX3	chr12	3284054	3284063	+	0.000	0.000	Merged-chr12-3284182-20
NR9585--MA0684.1.RUNX3	chr9	119823983	119823992	+	0.000	0.000	Merged-chr9-119823942-29
NR9042--MA0002.2.RUNX1	chr8	128562899	128562909	+	0.000	0.000	Merged-chr8-128563020-29
NR5830--MA0684.1.RUNX3	chr3	84679038	84679047	+	0.000	0.000	Merged-chr3-84679070-45
NR3674--MA0684.1.RUNX3	chr16	35485045	35485054	+	0.000	0.000	Merged-chr16-35485007-20
NR26--MA0002.2.RUNX1	chr1	13616131	13616141	+	0.000	0.000	Merged-chr1-13616116-19
NR2105--MA0684.1.RUNX3	chr12	100988529	100988538	+	0.000	0.000	Merged-chr12-100988724-71
NR7828--MA0684.1.RUNX3	chr6	127574758	127574767	+	0.000	0.000	Merged-chr6-127574626-1
NR6415--MA0511.2.RUNX2	chr4	70410407	70410415	+	0.000	0.000	Merged-chr4-70410445-57
NR3260--MA0684.1.RUNX3	chr15	41846675	41846684	-	0.000	0.000	Merged-chr15-41846585-48
NR3449--MA0002.2.RUNX1	chr15	91735445	91735455	+	0.000	0.000	Merged-chr15-91735411-11
NR1498--MA0002.2.RUNX1	chr11	61564313	61564323	-	0.000	0.000	Merged-chr11-61564144-31
NR4308--MA0684.1.RUNX3	chr18	6310276	6310285	-	0.000	0.000	Merged-chr18-6310381-25
NR1769--MA0002.2.RUNX1	chr11	115839033	115839043	+	0.000	0.000	Merged-chr11-115839007-18
NR7266--MA0002.2.RUNX1	chr5	124215134	124215144	-	0.000	0.000	Merged-chr5-124215011-42
NR5586--MA0002.2.RUNX1	chr2	172440378	172440388	-	0.000	0.000	Merged-chr2-172440509-70
NR5857--MA0002.2.RUNX1	chr3	89449122	89449132	+	0.000	0.000	Merged-chr3-89449086-1
NR3849--MA0684.1.RUNX3	chr16	89986206	89986215	+	0.000	0.000	Merged-chr16-89986478-112
NR3240--MA0002.2.RUNX1	chr15	36562967	36562977	-	0.000	0.000	Merged-chr15-36562926-39
NR8248--MA0002.2.RUNX1	chr7	89308432	89308442	-	0.000	0.000	Merged-chr7-89308449-38
NR1503--MA0684.1.RUNX3	chr11	61639251	61639260	+	0.000	0.000	Merged-chr11-61639314-57
NR3035--MA0002.2.RUNX1	chr14	78458919	78458929	-	0.000	0.000	Merged-chr14-78458975-97
NR3640--MA0684.1.RUNX3	chr16	24974980	24974989	-	0.000	0.000	Merged-chr16-24975123-11
NR5238--MA0002.2.RUNX1	chr2	93196393	93196403	+	0.000	0.000	Merged-chr2-93196333-8
NR3763--MA0002.2.RUNX1	chr16	57231581	57231591	-	0.000	0.000	Merged-chr16-57231478-49
NR5509--MA0002.2.RUNX1	chr2	160657998	160658008	+	0.000	0.000	Merged-chr2-160657923-30
NR72--MA0511.2.RUNX2	chr1	38657791	38657799	-	0.000	0.000	Merged-chr1-38657935-57
NR3558--MA0002.2.RUNX1	chr16	11455903	11455913	+	0.000	0.000	Merged-chr16-11455887-1
NR9055--MA0002.2.RUNX1	chr9	5298618	5298628	+	0.000	0.000	Merged-chr9-5298744-86
NR3021--MA0684.1.RUNX3	chr14	76177346	76177355	-	0.000	0.000	Merged-chr14-76177407-12
NR5966--MA0002.2.RUNX1	chr3	109165408	109165418	-	0.000	0.000	Merged-chr3-109165436-34
NR1070--MA0684.1.RUNX3	chr10	86452647	86452656	-	0.000	0.000	Merged-chr10-86452580-30
NR7331--MA0511.2.RUNX2	chr5	138280162	138280170	-	0.000	0.000	Merged-chr5-138280109-50
NR3415--MA0002.2.RUNX1	chr15	84212294	84212304	-	0.000	0.000	Merged-chr15-84212289-37
NR1193--MA0002.2.RUNX1	chr10	115314908	115314918	-	0.000	0.000	Merged-chr10-115315106-126
NR4398--MA0684.1.RUNX3	chr18	37877745	37877754	-	0.000	0.000	Merged-chr18-37877604-30
NR1735--MA0002.2.RUNX1	chr11	109671985	109671995	+	0.000	0.000	Merged-chr11-109672054-52
NR1259--MA0002.2.RUNX1	chr10	121611919	121611929	-	0.000	0.000	Merged-chr10-121611915-8
NR9578--MA0002.2.RUNX1	chr9	119256428	119256438	-	0.000	0.000	Merged-chr9-119256469-14
NR5552--MA0002.2.RUNX1	chr2	166264959	166264969	-	0.000	0.000	Merged-chr2-166264997-23
NR3815--MA0684.1.RUNX3	chr16	78546726	78546735	+	0.000	0.000	Merged-chr16-78546881-68
NR5347--MA0002.2.RUNX1	chr2	127444661	127444671	-	0.000	0.000	Merged-chr2-127444520-53
NR6206--MA0684.1.RUNX3	chr4	6682089	6682098	-	0.000	0.000	Merged-chr4-6682175-50
NR9312--MA0684.1.RUNX3	chr9	72400244	72400253	+	0.000	0.000	Merged-chr9-72400300-19
NR5204--MA0002.2.RUNX1	chr2	79512071	79512081	+	0.000	0.000	Merged-chr2-79512092-19
NR6458--MA0684.1.RUNX3	chr4	89393389	89393398	-	0.000	0.000	Merged-chr4-89393499-15
NR5555--MA0511.2.RUNX2	chr2	166565694	166565702	+	0.000	0.000	Merged-chr2-166565613-5
NR4950--MA0002.2.RUNX1	chr2	9578187	9578197	+	0.000	0.000	Merged-chr2-9578093-49
NR9687--MA0002.2.RUNX1	chrX	71378633	71378643	+	0.000	0.000	Merged-chrX-71378738-26
NR7341--MA0002.2.RUNX1	chr5	139299319	139299329	-	0.000	0.000	Merged-chr5-139299297-63
NR1324--MA0511.2.RUNX2	chr11	10276429	10276437	-	0.000	0.000	Merged-chr11-10276392-45
NR7136--MA0002.2.RUNX1	chr5	103917326	103917336	-	0.000	0.000	Merged-chr5-103917325-19
NR811--MA0002.2.RUNX1	chr10	19494662	19494672	+	0.000	0.000	Merged-chr10-19494707-34
NR1768--MA0684.1.RUNX3	chr11	115589156	115589165	+	0.000	0.000	Merged-chr11-115589146-15
NR7470--MA0684.1.RUNX3	chr6	33683815	33683824	-	0.000	0.000	Merged-chr6-33683719-46
NR9273--MA0002.2.RUNX1	chr9	67901866	67901876	-	0.000	0.000	Merged-chr9-67901955-26
NR9544--MA0002.2.RUNX1	chr9	116190063	116190073	-	0.000	0.000	Merged-chr9-116190040-14
NR2922--MA0002.2.RUNX1	chr14	61056996	61057006	+	0.000	0.000	Merged-chr14-61056983-100
NR8247--MA0684.1.RUNX3	chr7	88459938	88459947	-	0.000	0.000	Merged-chr7-88459917-15
NR1477--MA0002.2.RUNX1	chr11	58904012	58904022	+	0.000	0.000	Merged-chr11-58904144-69
NR9130--MA0002.2.RUNX1	chr9	31301254	31301264	-	0.000	0.000	Merged-chr9-31301307-111
NR8055--MA0511.2.RUNX2	chr7	30974030	30974038	-	0.000	0.000	Merged-chr7-30973937-62
NR8104--MA0684.1.RUNX3	chr7	51879572	51879581	-	0.000	0.000	Merged-chr7-51879410-58
NR1334--MA0002.2.RUNX1	chr11	11808839	11808849	-	0.000	0.000	Merged-chr11-11809003-59
NR4711--MA0002.2.RUNX1	chr19	10842472	10842482	-	0.000	0.000	Merged-chr19-10842319-36
NR5965--MA0684.1.RUNX3	chr3	108795143	108795152	-	0.000	0.000	Merged-chr3-108795122-6
NR1685--MA0511.2.RUNX2	chr11	104582889	104582897	-	0.000	0.000	Merged-chr11-104582835-39
NR7182--MA0511.2.RUNX2	chr5	110284119	110284127	+	0.000	0.000	Merged-chr5-110284039-11
NR1463--MA0684.1.RUNX3	chr11	55031376	55031385	+	0.000	0.000	Merged-chr11-55031517-56
NR7453--MA0511.2.RUNX2	chr6	28949422	28949430	+	0.000	0.000	Merged-chr6-28949446-17
NR1586--MA0002.2.RUNX1	chr11	79962470	79962480	+	0.000	0.000	Merged-chr11-79962407-53
NR7502--MA0684.1.RUNX3	chr6	41527202	41527211	-	0.000	0.000	Merged-chr6-41527380-17
NR3222--MA0511.2.RUNX2	chr15	30610701	30610709	-	0.000	0.000	Merged-chr15-30610791-61
NR1608--MA0511.2.RUNX2	chr11	84829171	84829179	+	0.000	0.000	Merged-chr11-84829158-56
NR3666--MA0684.1.RUNX3	chr16	32430851	32430860	-	0.000	0.000	Merged-chr16-32431022-65
NR5469--MA0002.2.RUNX1	chr2	152884153	152884163	+	0.000	0.000	Merged-chr2-152884355-6
NR3789--MA0002.2.RUNX1	chr16	70326812	70326822	+	0.000	0.000	Merged-chr16-70326807-66
NR9163--MA0684.1.RUNX3	chr9	42158806	42158815	+	0.000	0.000	Merged-chr9-42158908-46
NR6500--MA0002.2.RUNX1	chr4	98040364	98040374	-	0.000	0.000	Merged-chr4-98040330-51
NR1367--MA0684.1.RUNX3	chr11	26575271	26575280	-	0.000	0.000	Merged-chr11-26575325-18
NR1695--MA0002.2.RUNX1	chr11	106762618	106762628	+	0.000	0.000	Merged-chr11-106762485-69
NR4029--MA0684.1.RUNX3	chr17	31165337	31165346	+	0.000	0.000	Merged-chr17-31165275-2
NR7734--MA0002.2.RUNX1	chr6	114893967	114893977	-	0.000	0.000	Merged-chr6-114894029-89
NR662--MA0002.2.RUNX1	chr1	180410442	180410452	-	0.000	0.000	Merged-chr1-180410391-12
NR1224--MA0684.1.RUNX3	chr10	118407016	118407025	+	0.000	0.000	Merged-chr10-118407091-36
NR1347--MA0002.2.RUNX1	chr11	21253563	21253573	-	0.000	0.000	Merged-chr11-21253599-7
NR5041--MA0684.1.RUNX3	chr2	33748262	33748271	-	0.000	0.000	Merged-chr2-33748310-7
NR7320--MA0002.2.RUNX1	chr5	136459000	136459010	+	0.000	0.000	Merged-chr5-136458862-38
NR8369--MA0684.1.RUNX3	chr7	110796769	110796778	-	0.000	0.000	Merged-chr7-110796753-46
NR5991--MA0511.2.RUNX2	chr3	121345090	121345098	+	0.000	0.000	Merged-chr3-121345048-25
NR6590--MA0002.2.RUNX1	chr4	118162267	118162277	+	0.000	0.000	Merged-chr4-118162293-29
NR4409--MA0684.1.RUNX3	chr18	39020734	39020743	-	0.000	0.000	Merged-chr18-39020827-46
NR7720--MA0684.1.RUNX3	chr6	107748974	107748983	-	0.000	0.000	Merged-chr6-107749008-33
NR3711--MA0511.2.RUNX2	chr16	43699129	43699137	-	0.000	0.000	Merged-chr16-43699187-66
NR8448--MA0511.2.RUNX2	chr7	125635629	125635637	-	0.000	0.000	Merged-chr7-125635870-68
NR1760--MA0511.2.RUNX2	chr11	115231721	115231729	+	0.000	0.000	Merged-chr11-115231746-46
NR6497--MA0511.2.RUNX2	chr4	97927130	97927138	-	0.000	0.000	Merged-chr4-97927118-18
NR771--MA0002.2.RUNX1	chr10	7816884	7816894	+	0.000	0.000	Merged-chr10-7816759-33
NR9381--MA0684.1.RUNX3	chr9	85671751	85671760	-	0.000	0.000	Merged-chr9-85671881-60
NR7989--MA0511.2.RUNX2	chr7	6434726	6434734	-	0.000	0.000	Merged-chr7-6434694-10
NR3487--MA0511.2.RUNX2	chr15	97836699	97836707	-	0.000	0.000	Merged-chr15-97837039-84
NR3741--MA0684.1.RUNX3	chr16	50070892	50070901	+	0.000	0.000	Merged-chr16-50070751-51
NR5544--MA0002.2.RUNX1	chr2	165408114	165408124	-	0.000	0.000	Merged-chr2-165408039-24
NR9361--MA0002.2.RUNX1	chr9	81863879	81863889	+	0.000	0.000	Merged-chr9-81863870-55
NR9778--MA0511.2.RUNX2	chrX	164318759	164318767	+	0.000	0.000	Merged-chrX-164318746-35
NR3516--MA0002.2.RUNX1	chr15	100905319	100905329	+	0.000	0.000	Merged-chr15-100905419-58
NR1836--MA0002.2.RUNX1	chr12	13518254	13518264	+	0.000	0.000	Merged-chr12-13518316-35
NR3374--MA0684.1.RUNX3	chr15	78422730	78422739	-	0.000	0.000	Merged-chr15-78422686-21
NR5177--MA0002.2.RUNX1	chr2	73054256	73054266	+	0.000	0.000	Merged-chr2-73054280-15
NR3916--MA0684.1.RUNX3	chr17	5748187	5748196	+	0.000	0.000	Merged-chr17-5748141-46
NR3768--MA0002.2.RUNX1	chr16	57495696	57495706	+	0.000	0.000	Merged-chr16-57495758-66
NR60--MA0684.1.RUNX3	chr1	36025136	36025145	+	0.000	0.000	Merged-chr1-36025179-31
NR3453--MA0511.2.RUNX2	chr15	93275367	93275375	+	0.000	0.000	Merged-chr15-93275409-98
NR2914--MA0002.2.RUNX1	chr14	60712417	60712427	-	0.000	0.000	Merged-chr14-60712353-74
NR7985--MA0684.1.RUNX3	chr7	5363900	5363909	+	0.000	0.000	Merged-chr7-5363814-17
NR3310--MA0511.2.RUNX2	chr15	58650024	58650032	+	0.000	0.000	Merged-chr15-58650001-42
NR5434--MA0684.1.RUNX3	chr2	144300253	144300262	+	0.000	0.000	Merged-chr2-144300316-30
NR3877--MA0002.2.RUNX1	chr16	93552875	93552885	+	0.000	0.000	Merged-chr16-93552984-42
NR5686--MA0684.1.RUNX3	chr3	30876916	30876925	-	0.000	0.000	Merged-chr3-30876888-40
NR7489--MA0002.2.RUNX1	chr6	39463122	39463132	+	0.000	0.000	Merged-chr6-39463174-40
NR3192--MA0002.2.RUNX1	chr15	12447227	12447237	-	0.000	0.000	Merged-chr15-12447311-14
NR8520--MA0002.2.RUNX1	chr7	139197238	139197248	-	0.000	0.000	Merged-chr7-139197222-17
NR1849--MA0002.2.RUNX1	chr12	17506137	17506147	+	0.000	0.000	Merged-chr12-17505962-36
NR9502--MA0002.2.RUNX1	chr9	109931844	109931854	+	0.000	0.000	Merged-chr9-109931864-77
NR9582--MA0511.2.RUNX2	chr9	119823983	119823991	+	0.000	0.000	Merged-chr9-119823942-29
NR7617--MA0002.2.RUNX1	chr6	85333392	85333402	+	0.000	0.000	Merged-chr6-85333277-106
NR3387--MA0684.1.RUNX3	chr15	79932477	79932486	+	0.000	0.000	Merged-chr15-79932596-65
NR9648--MA0511.2.RUNX2	chrX	42337013	42337021	-	0.000	0.000	Merged-chrX-42336875-23
NR750--MA0002.2.RUNX1	chr1	193329355	193329365	-	0.000	0.000	Merged-chr1-193329343-4
NR2960--MA0511.2.RUNX2	chr14	65330858	65330866	-	0.000	0.000	Merged-chr14-65330788-23
NR6049--MA0684.1.RUNX3	chr3	133506492	133506501	+	0.000	0.000	Merged-chr3-133506515-24
NR545--MA0002.2.RUNX1	chr1	161482364	161482374	-	0.000	0.000	Merged-chr1-161482401-11
NR4812--MA0002.2.RUNX1	chr19	41321259	41321269	-	0.000	0.000	Merged-chr19-41321209-31
NR2590--MA0002.2.RUNX1	chr13	94154624	94154634	+	0.000	0.000	Merged-chr13-94154628-40
NR9549--MA0002.2.RUNX1	chr9	116243855	116243865	-	0.000	0.000	Merged-chr9-116243832-57
NR2861--MA0002.2.RUNX1	chr14	45080380	45080390	-	0.000	0.000	Merged-chr14-45080367-24
NR1835--MA0684.1.RUNX3	chr12	13512612	13512621	+	0.000	0.000	Merged-chr12-13512538-15
NR8900--MA0002.2.RUNX1	chr8	115137019	115137029	+	0.000	0.000	Merged-chr8-115136921-34
NR1687--MA0002.2.RUNX1	chr11	104582887	104582897	+	0.000	0.000	Merged-chr11-104582835-39
NR5526--MA0511.2.RUNX2	chr2	163299177	163299185	+	0.000	0.000	Merged-chr2-163299110-16
NR7584--MA0684.1.RUNX3	chr6	72566266	72566275	+	0.000	0.000	Merged-chr6-72566205-29
NR9658--MA0002.2.RUNX1	chrX	50490666	50490676	-	0.000	0.000	Merged-chrX-50490696-9
NR1895--MA0511.2.RUNX2	chr12	35691087	35691095	+	0.000	0.000	Merged-chr12-35691135-26
NR1024--MA0511.2.RUNX2	chr10	79897903	79897911	+	0.000	0.000	Merged-chr10-79897818-26
NR3624--MA0684.1.RUNX3	chr16	23300117	23300126	-	0.000	0.000	Merged-chr16-23300229-19
NR3476--MA0002.2.RUNX1	chr15	97356179	97356189	-	0.000	0.000	Merged-chr15-97356067-61
NR8804--MA0002.2.RUNX1	chr8	84813284	84813294	+	0.000	0.000	Merged-chr8-84813219-19
NR6489--MA0511.2.RUNX2	chr4	95778035	95778043	+	0.000	0.000	Merged-chr4-95778146-34
NR2351--MA0002.2.RUNX1	chr13	28500999	28501009	-	0.000	0.000	Merged-chr13-28501043-27
NR3999--MA0002.2.RUNX1	chr17	25248162	25248172	+	0.000	0.000	Merged-chr17-25248347-49
NR2874--MA0002.2.RUNX1	chr14	48236301	48236311	+	0.000	0.000	Merged-chr14-48236278-24
NR3733--MA0684.1.RUNX3	chr16	48594584	48594593	+	0.000	0.000	Merged-chr16-48594719-53
NR6691--MA0002.2.RUNX1	chr4	137879945	137879955	-	0.000	0.000	Merged-chr4-137879843-32
NR4239--MA0684.1.RUNX3	chr17	81045692	81045701	+	0.000	0.000	Merged-chr17-81045626-69
NR9148--MA0002.2.RUNX1	chr9	35497955	35497965	+	0.000	0.000	Merged-chr9-35498014-17
NR3171--MA0002.2.RUNX1	chr15	3264396	3264406	+	0.000	0.000	Merged-chr15-3264546-21
NR3508--MA0002.2.RUNX1	chr15	100461768	100461778	+	0.000	0.000	Merged-chr15-100461811-2
NR938--MA0002.2.RUNX1	chr10	60225563	60225573	+	0.000	0.000	Merged-chr10-60225461-7
NR1286--MA0002.2.RUNX1	chr10	128991149	128991159	+	0.000	0.000	Merged-chr10-128991197-23
NR1557--MA0002.2.RUNX1	chr11	75137239	75137249	-	0.000	0.000	Merged-chr11-75137298-25
NR9548--MA0684.1.RUNX3	chr9	116214506	116214515	-	0.000	0.000	Merged-chr9-116214567-36
NR9005--MA0002.2.RUNX1	chr8	125667471	125667481	+	0.000	0.000	Merged-chr8-125667402-39
NR5522--MA0684.1.RUNX3	chr2	163084464	163084473	-	0.000	0.000	Merged-chr2-163084384-15
NR2983--MA0002.2.RUNX1	chr14	69804116	69804126	+	0.000	0.000	Merged-chr14-69804239-29
NR7577--MA0002.2.RUNX1	chr6	67475748	67475758	-	0.000	0.000	Merged-chr6-67475756-29
NR2635--MA0002.2.RUNX1	chr13	101756918	101756928	+	0.000	0.000	Merged-chr13-101756830-17
NR1609--MA0684.1.RUNX3	chr11	84829171	84829180	+	0.000	0.000	Merged-chr11-84829158-56
NR6723--MA0002.2.RUNX1	chr4	145341930	145341940	-	0.000	0.000	Merged-chr4-145342099-62
NR461--MA0511.2.RUNX2	chr1	138148985	138148993	+	0.000	0.000	Merged-chr1-138149059-47
NR732--MA0511.2.RUNX2	chr1	192106602	192106610	-	0.000	0.000	Merged-chr1-192106489-61
