#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Prdm1/Prdm1KO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
NR2071--MA0508.2.PRDM1	chr9	42229739	42229748	+	0.000	0.000	Merged-chr9-42229723-12
NR278--MA0508.2.PRDM1	chr10	94545658	94545667	-	0.000	0.000	Merged-chr10-94545691-55
NR549--MA0508.2.PRDM1	chr12	117995044	117995053	-	0.000	0.000	Merged-chr12-117995119-48
NR1740--MA0508.2.PRDM1	chr6	99261397	99261406	+	0.000	0.000	Merged-chr6-99261371-76
NR244--MA0508.2.PRDM1	chr10	59707794	59707803	-	0.000	0.000	Merged-chr10-59707523-19
NR515--MA0508.2.PRDM1	chr12	100871976	100871985	+	0.000	0.000	Merged-chr12-100871796-44
NR101--MA0508.2.PRDM1	chr1	133787920	133787929	+	0.000	0.000	Merged-chr1-133787965-48
NR1501--MA0508.2.PRDM1	chr4	92942503	92942512	-	0.000	0.000	Merged-chr4-92942379-25
NR148--MA0508.2.PRDM1	chr1	171281209	171281218	+	0.000	0.000	Merged-chr1-171281333-62
NR1591--MA0508.2.PRDM1	chr5	63943450	63943459	+	0.000	0.000	Merged-chr5-63943362-36
NR223--MA0508.2.PRDM1	chr10	26373543	26373552	-	0.000	0.000	Merged-chr10-26373649-2
NR1461--MA0508.2.PRDM1	chr4	48039742	48039751	-	0.000	0.000	Merged-chr4-48039854-22
NR1984--MA0508.2.PRDM1	chr8	35628452	35628461	+	0.000	0.000	Merged-chr8-35628375-52
NR597--MA0508.2.PRDM1	chr13	51848938	51848947	+	0.000	0.000	Merged-chr13-51849013-24
NR1602--MA0508.2.PRDM1	chr5	76951353	76951362	+	0.000	0.000	Merged-chr5-76951369-96
NR2089--MA0508.2.PRDM1	chr9	61216396	61216405	-	0.000	0.000	Merged-chr9-61216256-31
NR2151--MA0508.2.PRDM1	chr9	123935546	123935555	+	0.000	0.000	Merged-chr9-123935599-31
NR629--MA0508.2.PRDM1	chr13	91224129	91224138	+	0.000	0.000	Merged-chr13-91224009-83
NR2055--MA0508.2.PRDM1	chr9	7509854	7509863	-	0.000	0.000	Merged-chr9-7510063-49
NR196--MA0508.2.PRDM1	chr1	195092158	195092167	-	0.000	0.000	Merged-chr1-195092271-59
NR576--MA0508.2.PRDM1	chr13	29756250	29756259	-	0.000	0.000	Merged-chr13-29756237-14
NR608--MA0508.2.PRDM1	chr13	63886566	63886575	+	0.000	0.000	Merged-chr13-63886405-114
NR2177--MA0508.2.PRDM1	chrX	134804551	134804560	+	0.000	0.000	Merged-chrX-134804510-14
NR1703--MA0508.2.PRDM1	chr6	55056920	55056929	-	0.000	0.000	Merged-chr6-55056982-3
NR1955--MA0508.2.PRDM1	chr7	143822986	143822995	+	0.000	0.000	Merged-chr7-143822961-65
NR207--MA0508.2.PRDM1	chr10	14018287	14018296	-	0.000	0.000	Merged-chr10-14018063-54
NR1812--MA0508.2.PRDM1	chr7	12910141	12910150	-	0.000	0.000	Merged-chr7-12910020-103
NR2047--MA0508.2.PRDM1	chr8	128484961	128484970	-	0.000	0.000	Merged-chr8-128484849-18
NR459--MA0508.2.PRDM1	chr12	54398191	54398200	-	0.000	0.000	Merged-chr12-54398333-42
NR1793--MA0508.2.PRDM1	chr6	142950600	142950609	-	0.000	0.000	Merged-chr6-142950474-44
NR1302--MA0508.2.PRDM1	chr3	30975577	30975586	+	0.000	0.000	Merged-chr3-30975540-11
NR1825--MA0508.2.PRDM1	chr7	29908552	29908561	-	0.000	0.000	Merged-chr7-29908489-59
NR1411--MA0508.2.PRDM1	chr3	137865680	137865689	-	0.000	0.000	Merged-chr3-137865594-62
NR329--MA0508.2.PRDM1	chr10	130324423	130324432	+	0.000	0.000	Merged-chr10-130324467-31
NR1520--MA0508.2.PRDM1	chr4	121002448	121002457	+	0.000	0.000	Merged-chr4-121002570-50
NR1772--MA0508.2.PRDM1	chr6	129366092	129366101	+	0.000	0.000	Merged-chr6-129366136-25
NR1900--MA0508.2.PRDM1	chr7	107664528	107664537	+	0.000	0.000	Merged-chr7-107664561-57
NR1947--MA0508.2.PRDM1	chr7	139169267	139169276	-	0.000	0.000	Merged-chr7-139169350-23
NR1533--MA0508.2.PRDM1	chr4	137861612	137861621	-	0.000	0.000	Merged-chr4-137861569-3
NR1785--MA0508.2.PRDM1	chr6	136683929	136683938	+	0.000	0.000	Merged-chr6-136683885-26
NR1371--MA0508.2.PRDM1	chr3	108563479	108563488	-	0.000	0.000	Merged-chr3-108563505-4
NR1817--MA0508.2.PRDM1	chr7	19004028	19004037	+	0.000	0.000	Merged-chr7-19004188-46
NR398--MA0508.2.PRDM1	chr11	94404867	94404876	-	0.000	0.000	Merged-chr11-94404879-28
NR1860--MA0508.2.PRDM1	chr7	68279130	68279139	-	0.000	0.000	Merged-chr7-68279041-18
NR2095--MA0508.2.PRDM1	chr9	66142400	66142409	-	0.000	0.000	Merged-chr9-66142492-15
NR21--MA0508.2.PRDM1	chr1	40847760	40847769	+	0.000	0.000	Merged-chr1-40847809-27
NR159--MA0508.2.PRDM1	chr1	176939833	176939842	-	0.000	0.000	Merged-chr1-176939939-16
NR1621--MA0508.2.PRDM1	chr5	105139661	105139670	-	0.000	0.000	Merged-chr5-105139642-65
NR1525--MA0508.2.PRDM1	chr4	132008288	132008297	-	0.000	0.000	Merged-chr4-132008360-32
NR1363--MA0508.2.PRDM1	chr3	103829135	103829144	+	0.000	0.000	Merged-chr3-103829221-17
NR1220--MA0508.2.PRDM1	chr2	118111746	118111755	+	0.000	0.000	Merged-chr2-118111578-40
NR1538--MA0508.2.PRDM1	chr4	141536835	141536844	-	0.000	0.000	Merged-chr4-141536954-21
NR710--MA0508.2.PRDM1	chr14	49221841	49221850	+	0.000	0.000	Merged-chr14-49222035-53
NR2106--MA0508.2.PRDM1	chr9	77806872	77806881	+	0.000	0.000	Merged-chr9-77806830-39
NR1581--MA0508.2.PRDM1	chr5	39156040	39156049	-	0.000	0.000	Merged-chr5-39156004-13
NR1071--MA0508.2.PRDM1	chr19	11559728	11559737	-	0.000	0.000	Merged-chr19-11559745-14
NR1865--MA0508.2.PRDM1	chr7	75914211	75914220	+	0.000	0.000	Merged-chr7-75914112-33
NR1517--MA0508.2.PRDM1	chr4	118449834	118449843	-	0.000	0.000	Merged-chr4-118449765-23
NR1498--MA0508.2.PRDM1	chr4	89530409	89530418	-	0.000	0.000	Merged-chr4-89530281-33
NR1769--MA0508.2.PRDM1	chr6	127446830	127446839	-	0.000	0.000	Merged-chr6-127446764-51
NR1626--MA0508.2.PRDM1	chr5	107554483	107554492	+	0.000	0.000	Merged-chr5-107554534-24
NR1368--MA0508.2.PRDM1	chr3	106547763	106547772	+	0.000	0.000	Merged-chr3-106547777-76
NR1639--MA0508.2.PRDM1	chr5	124022579	124022588	+	0.000	0.000	Merged-chr5-124022476-27
NR2079--MA0508.2.PRDM1	chr9	52298506	52298515	-	0.000	0.000	Merged-chr9-52298460-10
NR540--MA0508.2.PRDM1	chr12	115119644	115119653	-	0.000	0.000	Merged-chr12-115119779-55
NR811--MA0508.2.PRDM1	chr15	91651788	91651797	-	0.000	0.000	Merged-chr15-91651721-23
NR1430--MA0508.2.PRDM1	chr3	152149629	152149638	-	0.000	0.000	Merged-chr3-152149620-22
NR1682--MA0508.2.PRDM1	chr6	28253019	28253028	-	0.000	0.000	Merged-chr6-28253096-6
NR1748--MA0508.2.PRDM1	chr6	106769397	106769406	-	0.000	0.000	Merged-chr6-106769282-61
NR920--MA0508.2.PRDM1	chr17	15440376	15440385	-	0.000	0.000	Merged-chr17-15440327-25
NR1857--MA0508.2.PRDM1	chr7	65373412	65373421	-	0.000	0.000	Merged-chr7-65373607-20
NR1443--MA0508.2.PRDM1	chr4	6925089	6925098	+	0.000	0.000	Merged-chr4-6924913-49
NR1714--MA0508.2.PRDM1	chr6	70103465	70103474	-	0.000	0.000	Merged-chr6-70103466-27
NR1238--MA0508.2.PRDM1	chr2	132643448	132643457	+	0.000	0.000	Merged-chr2-132643452-47
NR662--MA0508.2.PRDM1	chr13	112447339	112447348	-	0.000	0.000	Merged-chr13-112447320-26
NR1552--MA0508.2.PRDM1	chr4	147848475	147848484	-	0.000	0.000	Merged-chr4-147848412-69
NR1618--MA0508.2.PRDM1	chr5	100637487	100637496	+	0.000	0.000	Merged-chr5-100637307-83
NR2058--MA0508.2.PRDM1	chr9	13894666	13894675	-	0.000	0.000	Merged-chr9-13894754-54
NR1599--MA0508.2.PRDM1	chr5	74348732	74348741	+	0.000	0.000	Merged-chr5-74348625-55
NR532--MA0508.2.PRDM1	chr12	111897278	111897287	+	0.000	0.000	Merged-chr12-111897164-28
NR803--MA0508.2.PRDM1	chr15	77123098	77123107	-	0.000	0.000	Merged-chr15-77123073-12
NR1151--MA0508.2.PRDM1	chr2	39326056	39326065	-	0.000	0.000	Merged-chr2-39325876-70
NR1422--MA0508.2.PRDM1	chr3	145618470	145618479	+	0.000	0.000	Merged-chr3-145618462-44
NR1217--MA0508.2.PRDM1	chr2	117089594	117089603	+	0.000	0.000	Merged-chr2-117089625-28
NR784--MA0508.2.PRDM1	chr15	53474281	53474290	-	0.000	0.000	Merged-chr15-53474355-25
NR1260--MA0508.2.PRDM1	chr2	151978344	151978353	+	0.000	0.000	Merged-chr2-151978257-4
NR893--MA0508.2.PRDM1	chr16	84583986	84583995	+	0.000	0.000	Merged-chr16-84584013-98
NR1849--MA0508.2.PRDM1	chr7	58750043	58750052	-	0.000	0.000	Merged-chr7-58750204-53
NR1706--MA0508.2.PRDM1	chr6	61316050	61316059	-	0.000	0.000	Merged-chr6-61316185-1
NR1021--MA0508.2.PRDM1	chr18	47154267	47154276	-	0.000	0.000	Merged-chr18-47154331-12
NR654--MA0508.2.PRDM1	chr13	110044564	110044573	+	0.000	0.000	Merged-chr13-110044688-32
NR240--MA0508.2.PRDM1	chr10	52382205	52382214	-	0.000	0.000	Merged-chr10-52382064-99
NR1305--MA0508.2.PRDM1	chr3	37161152	37161161	-	0.000	0.000	Merged-chr3-37161165-34
NR1828--MA0508.2.PRDM1	chr7	30454088	30454097	-	0.000	0.000	Merged-chr7-30453953-45
NR1143--MA0508.2.PRDM1	chr2	34904947	34904956	+	0.000	0.000	Merged-chr2-34905139-61
NR1666--MA0508.2.PRDM1	chr5	149427532	149427541	-	0.000	0.000	Merged-chr5-149427432-30
NR471--MA0508.2.PRDM1	chr12	69537945	69537954	-	0.000	0.000	Merged-chr12-69537994-76
NR1090--MA0508.2.PRDM1	chr19	40257561	40257570	+	0.000	0.000	Merged-chr19-40257605-57
NR851--MA0508.2.PRDM1	chr16	25970372	25970381	+	0.000	0.000	Merged-chr16-25970446-35
NR1536--MA0508.2.PRDM1	chr4	139598954	139598963	+	0.000	0.000	Merged-chr4-139599159-54
NR1122--MA0508.2.PRDM1	chr2	9574307	9574316	+	0.000	0.000	Merged-chr2-9574386-32
NR960--MA0508.2.PRDM1	chr17	48462594	48462603	+	0.000	0.000	Merged-chr17-48462380-14
NR484--MA0508.2.PRDM1	chr12	76957918	76957927	+	0.000	0.000	Merged-chr12-76957913-30
NR341--MA0508.2.PRDM1	chr11	20133135	20133144	-	0.000	0.000	Merged-chr11-20133191-35
NR593--MA0508.2.PRDM1	chr13	48978067	48978076	+	0.000	0.000	Merged-chr13-48978131-34
NR1406--MA0508.2.PRDM1	chr3	136905630	136905639	+	0.000	0.000	Merged-chr3-136905694-23
NR1658--MA0508.2.PRDM1	chr5	143548531	143548540	+	0.000	0.000	Merged-chr5-143548603-67
NR354--MA0508.2.PRDM1	chr11	46474288	46474297	-	0.000	0.000	Merged-chr11-46474391-31
NR1039--MA0508.2.PRDM1	chr18	66478050	66478059	-	0.000	0.000	Merged-chr18-66478119-35
NR192--MA0508.2.PRDM1	chr1	193556851	193556860	-	0.000	0.000	Merged-chr1-193556979-11
NR734--MA0508.2.PRDM1	chr14	72778183	72778192	+	0.000	0.000	Merged-chr14-72778135-45
NR1082--MA0508.2.PRDM1	chr19	32455099	32455108	-	0.000	0.000	Merged-chr19-32455050-22
NR1353--MA0508.2.PRDM1	chr3	96764769	96764778	+	0.000	0.000	Merged-chr3-96764776-19
NR320--MA0508.2.PRDM1	chr10	122544398	122544407	+	0.000	0.000	Merged-chr10-122544406-31
NR2160--MA0508.2.PRDM1	chrX	59585889	59585898	+	0.000	0.000	Merged-chrX-59585920-18
NR909--MA0508.2.PRDM1	chr16	96061193	96061202	-	0.000	0.000	Merged-chr16-96061094-16
NR1889--MA0508.2.PRDM1	chr7	97749001	97749010	-	0.000	0.000	Merged-chr7-97749220-165
NR1018--MA0508.2.PRDM1	chr18	40308109	40308118	-	0.000	0.000	Merged-chr18-40308184-41
NR790--MA0508.2.PRDM1	chr15	58171454	58171463	+	0.000	0.000	Merged-chr15-58171434-29
NR2030--MA0508.2.PRDM1	chr8	115071703	115071712	-	0.000	0.000	Merged-chr8-115071677-26
NR93--MA0508.2.PRDM1	chr1	128399218	128399227	-	0.000	0.000	Merged-chr1-128399248-36
NR280--MA0508.2.PRDM1	chr10	94942824	94942833	+	0.000	0.000	Merged-chr10-94942923-6
NR931--MA0508.2.PRDM1	chr17	26551277	26551286	+	0.000	0.000	Merged-chr17-26551311-33
NR184--MA0508.2.PRDM1	chr1	190875269	190875278	-	0.000	0.000	Merged-chr1-190875350-16
NR1074--MA0508.2.PRDM1	chr19	21863656	21863665	-	0.000	0.000	Merged-chr19-21863590-59
NR312--MA0508.2.PRDM1	chr10	118166243	118166252	+	0.000	0.000	Merged-chr10-118166257-15
NR1597--MA0508.2.PRDM1	chr5	72817734	72817743	+	0.000	0.000	Merged-chr5-72817900-34
NR150--MA0508.2.PRDM1	chr1	171412310	171412319	+	0.000	0.000	Merged-chr1-171412217-14
NR944--MA0508.2.PRDM1	chr17	36023756	36023765	-	0.000	0.000	Merged-chr17-36023858-33
NR739--MA0508.2.PRDM1	chr14	74928987	74928996	-	0.000	0.000	Merged-chr14-74929148-19
NR1087--MA0508.2.PRDM1	chr19	34846599	34846608	-	0.000	0.000	Merged-chr19-34846685-64
NR577--MA0508.2.PRDM1	chr13	29903353	29903362	-	0.000	0.000	Merged-chr13-29903440-6
NR2131--MA0508.2.PRDM1	chr9	107334435	107334444	+	0.000	0.000	Merged-chr9-107334469-86
NR814--MA0508.2.PRDM1	chr15	93581887	93581896	+	0.000	0.000	Merged-chr15-93581886-25
NR795--MA0508.2.PRDM1	chr15	62482575	62482584	-	0.000	0.000	Merged-chr15-62482463-45
NR400--MA0508.2.PRDM1	chr11	96996675	96996684	-	0.000	0.000	Merged-chr11-96996617-51
NR447--MA0508.2.PRDM1	chr12	26460267	26460276	-	0.000	0.000	Merged-chr12-26460097-25
NR718--MA0508.2.PRDM1	chr14	55370710	55370719	-	0.000	0.000	Merged-chr14-55370593-10
NR1337--MA0508.2.PRDM1	chr3	84679076	84679085	+	0.000	0.000	Merged-chr3-84679070-45
NR304--MA0508.2.PRDM1	chr10	111156973	111156982	-	0.000	0.000	Merged-chr10-111156928-138
NR761--MA0508.2.PRDM1	chr14	115033559	115033568	-	0.000	0.000	Merged-chr14-115033681-13
NR1175--MA0508.2.PRDM1	chr2	69415311	69415320	-	0.000	0.000	Merged-chr2-69415236-25
NR142--MA0508.2.PRDM1	chr1	167637268	167637277	-	0.000	0.000	Merged-chr1-167637218-38
NR394--MA0508.2.PRDM1	chr11	86600408	86600417	-	0.000	0.000	Merged-chr11-86600317-16
NR665--MA0508.2.PRDM1	chr13	117025559	117025568	+	0.000	0.000	Merged-chr13-117025711-44
NR5--MA0508.2.PRDM1	chr1	13659713	13659722	+	0.000	0.000	Merged-chr1-13659781-1
NR251--MA0508.2.PRDM1	chr10	63175246	63175255	-	0.000	0.000	Merged-chr10-63175316-22
NR2091--MA0508.2.PRDM1	chr9	63738502	63738511	+	0.000	0.000	Merged-chr9-63738316-120
NR1188--MA0508.2.PRDM1	chr2	84887378	84887387	+	0.000	0.000	Merged-chr2-84887380-2
NR1297--MA0508.2.PRDM1	chr3	19319351	19319360	-	0.000	0.000	Merged-chr3-19319228-45
NR2123--MA0508.2.PRDM1	chr9	101099666	101099675	+	0.000	0.000	Merged-chr9-101099532-8
NR535--MA0508.2.PRDM1	chr12	113362632	113362641	+	0.000	0.000	Merged-chr12-113362654-28
NR501--MA0508.2.PRDM1	chr12	91604033	91604042	-	0.000	0.000	Merged-chr12-91604206-14
NR1167--MA0508.2.PRDM1	chr2	59488457	59488466	-	0.000	0.000	Merged-chr2-59488284-24
NR928--MA0508.2.PRDM1	chr17	23193129	23193138	+	0.000	0.000	Merged-chr17-23193299-96
NR2083--MA0508.2.PRDM1	chr9	56928239	56928248	+	0.000	0.000	Merged-chr9-56928215-69
NR766--MA0508.2.PRDM1	chr14	121478203	121478212	-	0.000	0.000	Merged-chr14-121478313-77
NR352--MA0508.2.PRDM1	chr11	44546519	44546528	+	0.000	0.000	Merged-chr11-44546543-17
NR418--MA0508.2.PRDM1	chr11	107539186	107539195	+	0.000	0.000	Merged-chr11-107539158-14
NR1037--MA0508.2.PRDM1	chr18	65099380	65099389	-	0.000	0.000	Merged-chr18-65099318-13
NR69--MA0508.2.PRDM1	chr1	91086489	91086498	-	0.000	0.000	Merged-chr1-91086368-53
NR875--MA0508.2.PRDM1	chr16	44999616	44999625	-	0.000	0.000	Merged-chr16-44999747-49
NR113--MA0508.2.PRDM1	chr1	152084876	152084885	-	0.000	0.000	Merged-chr1-152084822-56
NR907--MA0508.2.PRDM1	chr16	95860900	95860909	+	0.000	0.000	Merged-chr16-95860989-42
NR888--MA0508.2.PRDM1	chr16	75617833	75617842	-	0.000	0.000	Merged-chr16-75617911-31
NR2062--MA0508.2.PRDM1	chr9	25430014	25430023	-	0.000	0.000	Merged-chr9-25429934-32
NR649--MA0508.2.PRDM1	chr13	107461261	107461270	+	0.000	0.000	Merged-chr13-107461269-28
NR2075--MA0508.2.PRDM1	chr9	44772236	44772245	+	0.000	0.000	Merged-chr9-44772185-16
NR487--MA0508.2.PRDM1	chr12	78685989	78685998	+	0.000	0.000	Merged-chr12-78685977-17
NR344--MA0508.2.PRDM1	chr11	23699882	23699891	+	0.000	0.000	Merged-chr11-23700003-38
NR596--MA0508.2.PRDM1	chr13	51391728	51391737	-	0.000	0.000	Merged-chr13-51391583-19
NR2041--MA0508.2.PRDM1	chr8	125080753	125080762	+	0.000	0.000	Merged-chr8-125080812-18
NR105--MA0508.2.PRDM1	chr1	138559838	138559847	-	0.000	0.000	Merged-chr1-138559796-44
NR1710--MA0508.2.PRDM1	chr6	67266807	67266816	+	0.000	0.000	Merged-chr6-67267043-98
NR291--MA0508.2.PRDM1	chr10	99448148	99448157	+	0.000	0.000	Merged-chr10-99448196-17
NR357--MA0508.2.PRDM1	chr11	51636452	51636461	-	0.000	0.000	Merged-chr11-51636554-3
NR1691--MA0508.2.PRDM1	chr6	41113527	41113536	+	0.000	0.000	Merged-chr6-41113305-59
NR214--MA0508.2.PRDM1	chr10	19406856	19406865	-	0.000	0.000	Merged-chr10-19406936-14
NR989--MA0508.2.PRDM1	chr17	85975159	85975168	-	0.000	0.000	Merged-chr17-85975060-32
NR118--MA0508.2.PRDM1	chr1	155040530	155040539	-	0.000	0.000	Merged-chr1-155040391-76
NR575--MA0508.2.PRDM1	chr13	24416161	24416170	-	0.000	0.000	Merged-chr13-24416141-118
NR846--MA0508.2.PRDM1	chr16	21836808	21836817	+	0.000	0.000	Merged-chr16-21836791-13
NR2020--MA0508.2.PRDM1	chr8	94602960	94602969	+	0.000	0.000	Merged-chr8-94602939-5
NR161--MA0508.2.PRDM1	chr1	177667227	177667236	-	0.000	0.000	Merged-chr1-177667213-17
NR479--MA0508.2.PRDM1	chr12	75626334	75626343	-	0.000	0.000	Merged-chr12-75626384-8
NR174--MA0508.2.PRDM1	chr1	184738121	184738130	-	0.000	0.000	Merged-chr1-184738115-15
NR445--MA0508.2.PRDM1	chr12	25226551	25226560	-	0.000	0.000	Merged-chr12-25226513-7
NR968--MA0508.2.PRDM1	chr17	65939993	65940002	-	0.000	0.000	Merged-chr17-65939992-62
NR349--MA0508.2.PRDM1	chr11	31808050	31808059	+	0.000	0.000	Merged-chr11-31808102-31
NR206--MA0508.2.PRDM1	chr10	13424569	13424578	-	0.000	0.000	Merged-chr10-13424690-40
NR1811--MA0508.2.PRDM1	chr7	12891113	12891122	-	0.000	0.000	Merged-chr7-12891207-39
NR2012--MA0508.2.PRDM1	chr8	83741267	83741276	-	0.000	0.000	Merged-chr8-83741278-35
NR153--MA0508.2.PRDM1	chr1	173624273	173624282	+	0.000	0.000	Merged-chr1-173624382-21
NR328--MA0508.2.PRDM1	chr10	130322868	130322877	-	0.000	0.000	Merged-chr10-130322822-49
NR2134--MA0508.2.PRDM1	chr9	111047454	111047463	-	0.000	0.000	Merged-chr9-111047494-21
NR1784--MA0508.2.PRDM1	chr6	135011572	135011581	-	0.000	0.000	Merged-chr6-135011680-51
NR559--MA0508.2.PRDM1	chr13	5705161	5705170	-	0.000	0.000	Merged-chr13-5705239-38
NR1654--MA0508.2.PRDM1	chr5	140521490	140521499	-	0.000	0.000	Merged-chr5-140521372-2
NR1925--MA0508.2.PRDM1	chr7	125190145	125190154	-	0.000	0.000	Merged-chr7-125190262-47
NR20--MA0508.2.PRDM1	chr1	40393373	40393382	+	0.000	0.000	Merged-chr1-40393516-44
NR1511--MA0508.2.PRDM1	chr4	106293553	106293562	-	0.000	0.000	Merged-chr4-106293492-52
NR2017--MA0508.2.PRDM1	chr8	86686689	86686698	-	0.000	0.000	Merged-chr8-86686852-24
NR158--MA0508.2.PRDM1	chr1	176862417	176862426	-	0.000	0.000	Merged-chr1-176862345-25
NR429--MA0508.2.PRDM1	chr11	121064228	121064237	-	0.000	0.000	Merged-chr11-121064322-30
NR1492--MA0508.2.PRDM1	chr4	87859433	87859442	+	0.000	0.000	Merged-chr4-87859378-14
NR1763--MA0508.2.PRDM1	chr6	122804546	122804555	-	0.000	0.000	Merged-chr6-122804652-39
NR1620--MA0508.2.PRDM1	chr5	100672139	100672148	-	0.000	0.000	Merged-chr5-100672129-2
NR1872--MA0508.2.PRDM1	chr7	81855229	81855238	+	0.000	0.000	Merged-chr7-81855095-36
NR1091--MA0508.2.PRDM1	chr19	40268953	40268962	+	0.000	0.000	Merged-chr19-40268923-9
NR1633--MA0508.2.PRDM1	chr5	115712214	115712223	+	0.000	0.000	Merged-chr5-115712054-77
NR2139--MA0508.2.PRDM1	chr9	116091608	116091617	+	0.000	0.000	Merged-chr9-116091467-52
NR1885--MA0508.2.PRDM1	chr7	97041314	97041323	+	0.000	0.000	Merged-chr7-97041400-3
NR389--MA0508.2.PRDM1	chr11	80499899	80499908	-	0.000	0.000	Merged-chr11-80499798-1
NR1580--MA0508.2.PRDM1	chr5	38307966	38307975	-	0.000	0.000	Merged-chr5-38307807-52
NR498--MA0508.2.PRDM1	chr12	90132903	90132912	-	0.000	0.000	Merged-chr12-90132856-1
NR2099--MA0508.2.PRDM1	chr9	74142094	74142103	-	0.000	0.000	Merged-chr9-74142084-19
NR1450--MA0508.2.PRDM1	chr4	32424569	32424578	+	0.000	0.000	Merged-chr4-32424580-38
NR1354--MA0508.2.PRDM1	chr3	96764775	96764784	+	0.000	0.000	Merged-chr3-96764776-19
NR1625--MA0508.2.PRDM1	chr5	107546186	107546195	+	0.000	0.000	Merged-chr5-107546120-23
NR129--MA0508.2.PRDM1	chr1	160765700	160765709	+	0.000	0.000	Merged-chr1-160765870-25
NR1320--MA0508.2.PRDM1	chr3	59262127	59262136	+	0.000	0.000	Merged-chr3-59262212-10
NR1843--MA0508.2.PRDM1	chr7	49462669	49462678	+	0.000	0.000	Merged-chr7-49462687-57
NR94--MA0508.2.PRDM1	chr1	128617825	128617834	+	0.000	0.000	Merged-chr1-128617938-22
NR1585--MA0508.2.PRDM1	chr5	51853657	51853666	-	0.000	0.000	Merged-chr5-51853758-22
NR1171--MA0508.2.PRDM1	chr2	62628022	62628031	+	0.000	0.000	Merged-chr2-62628050-12
NR1442--MA0508.2.PRDM1	chr4	6844147	6844156	+	0.000	0.000	Merged-chr4-6844197-28
NR1--MA0508.2.PRDM1	chr1	7206748	7206757	+	0.000	0.000	Merged-chr1-7206621-34
NR198--MA0508.2.PRDM1	chr10	4671540	4671549	-	0.000	0.000	Merged-chr10-4671393-20
NR1203--MA0508.2.PRDM1	chr2	104561576	104561585	-	0.000	0.000	Merged-chr2-104561694-40
NR770--MA0508.2.PRDM1	chr15	4816847	4816856	-	0.000	0.000	Merged-chr15-4816968-28
NR1660--MA0508.2.PRDM1	chr5	147071127	147071136	-	0.000	0.000	Merged-chr5-147071000-57
NR1184--MA0508.2.PRDM1	chr2	79180858	79180867	-	0.000	0.000	Merged-chr2-79180935-23
NR1455--MA0508.2.PRDM1	chr4	40845787	40845796	-	0.000	0.000	Merged-chr4-40845579-27
NR1041--MA0508.2.PRDM1	chr18	68195042	68195051	+	0.000	0.000	Merged-chr18-68195286-23
NR1312--MA0508.2.PRDM1	chr3	51559774	51559783	-	0.000	0.000	Merged-chr3-51559853-4
NR802--MA0508.2.PRDM1	chr15	74918567	74918576	-	0.000	0.000	Merged-chr15-74918683-40
NR1150--MA0508.2.PRDM1	chr2	38536568	38536577	+	0.000	0.000	Merged-chr2-38536477-82
NR1739--MA0508.2.PRDM1	chr6	99095795	99095804	-	0.000	0.000	Merged-chr6-99095913-165
NR1054--MA0508.2.PRDM1	chr18	82954229	82954238	+	0.000	0.000	Merged-chr18-82954244-58
NR1272--MA0508.2.PRDM1	chr2	167621494	167621503	+	0.000	0.000	Merged-chr2-167621504-22
NR2049--MA0508.2.PRDM1	chr8	128526142	128526151	+	0.000	0.000	Merged-chr8-128526031-12
NR762--MA0508.2.PRDM1	chr14	116210449	116210458	+	0.000	0.000	Merged-chr14-116210530-30
NR1304--MA0508.2.PRDM1	chr3	32420042	32420051	+	0.000	0.000	Merged-chr3-32420097-47
NR871--MA0508.2.PRDM1	chr16	43695888	43695897	-	0.000	0.000	Merged-chr16-43696056-24
NR1360--MA0508.2.PRDM1	chr3	101238891	101238900	+	0.000	0.000	Merged-chr3-101238930-30
NR993--MA0508.2.PRDM1	chr17	87459656	87459665	+	0.000	0.000	Merged-chr17-87459671-41
NR1949--MA0508.2.PRDM1	chr7	141096796	141096805	+	0.000	0.000	Merged-chr7-141096826-78
NR1264--MA0508.2.PRDM1	chr2	153345647	153345656	-	0.000	0.000	Merged-chr2-153345751-112
NR1535--MA0508.2.PRDM1	chr4	139330790	139330799	+	0.000	0.000	Merged-chr4-139330878-48
NR1644--MA0508.2.PRDM1	chr5	129895660	129895669	+	0.000	0.000	Merged-chr5-129895711-51
NR1168--MA0508.2.PRDM1	chr2	59617060	59617069	+	0.000	0.000	Merged-chr2-59617159-6
NR1230--MA0508.2.PRDM1	chr2	127252664	127252673	+	0.000	0.000	Merged-chr2-127252810-11
NR863--MA0508.2.PRDM1	chr16	36598500	36598509	+	0.000	0.000	Merged-chr16-36598490-46
NR1482--MA0508.2.PRDM1	chr4	71291898	71291907	+	0.000	0.000	Merged-chr4-71291736-94
NR1277--MA0508.2.PRDM1	chr2	173448682	173448691	+	0.000	0.000	Merged-chr2-173448878-59
NR1134--MA0508.2.PRDM1	chr2	26933685	26933694	+	0.000	0.000	Merged-chr2-26933520-84
