#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/Bcl6KO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR6155--MA0766.1.GATA5	chrX	169973354	169973361	-	0.000	0.000	Merged-chrX-169973362-71
NR2294--MA1104.1.GATA6	chr16	66086700	66086712	-	0.000	0.000	Merged-chr16-66086640-17
NR4218--MA0035.3.Gata1	chr5	21227244	21227254	+	0.000	0.000	Merged-chr5-21227345-8
NR5763--MA0482.1.Gata4	chr9	64779818	64779828	-	0.000	0.000	Merged-chr9-64779927-39
NR1487--MA0037.3.GATA3	chr13	66991739	66991746	+	0.000	0.000	Merged-chr13-66991703-16
NR3964--MA0035.3.Gata1	chr4	89044205	89044215	+	0.000	0.000	Merged-chr4-89044155-38
NR2447--MA0766.1.GATA5	chr17	18615310	18615317	+	0.000	0.000	Merged-chr17-18615356-8
NR1322--MA0766.1.GATA5	chr12	111897202	111897209	-	0.000	0.000	Merged-chr12-111897164-28
NR4066--MA0140.2.GATA1::TAL1	chr4	124769246	124769263	-	0.000	0.000	Merged-chr4-124769177-27
NR4625--MA1104.1.GATA6	chr6	39284043	39284055	+	0.000	0.000	Merged-chr6-39284001-16
NR3547--MA0037.3.GATA3	chr3	52840429	52840436	-	0.000	0.000	Merged-chr3-52840378-53
NR4236--MA0766.1.GATA5	chr5	24777048	24777055	+	0.000	0.000	Merged-chr5-24777004-40
NR1251--MA0035.3.Gata1	chr12	84773166	84773176	+	0.000	0.000	Merged-chr12-84773092-54
NR5652--MA0036.3.GATA2	chr9	11579212	11579222	-	0.000	0.000	Merged-chr9-11579132-23
NR2352--MA0482.1.Gata4	chr16	93918466	93918476	+	0.000	0.000	Merged-chr16-93918388-61
NR4488--MA0766.1.GATA5	chr5	138657964	138657971	-	0.000	0.000	Merged-chr5-138657986-28
NR965--MA0140.2.GATA1::TAL1	chr11	83473049	83473066	-	0.000	0.000	Merged-chr11-83473066-65
NR3634--MA0766.1.GATA5	chr3	101296680	101296687	+	0.000	0.000	Merged-chr3-101296807-2
NR6025--MA0766.1.GATA5	chr9	123997919	123997926	+	0.000	0.000	Merged-chr9-123997875-9
NR5591--MA0035.3.Gata1	chr8	121650682	121650692	-	0.000	0.000	Merged-chr8-121650674-17
NR5537--MA0140.2.GATA1::TAL1	chr8	114452881	114452898	+	0.000	0.000	Merged-chr8-114452849-29
NR3682--MA0482.1.Gata4	chr3	115972372	115972382	-	0.000	0.000	Merged-chr3-115972355-68
NR3590--MA1104.1.GATA6	chr3	84772248	84772260	-	0.000	0.000	Merged-chr3-84772067-31
NR4734--MA0037.3.GATA3	chr6	97311130	97311137	+	0.000	0.000	Merged-chr6-97311024-32
NR3368--MA0140.2.GATA1::TAL1	chr2	146416550	146416567	+	0.000	0.000	Merged-chr2-146416561-24
NR4459--MA0482.1.Gata4	chr5	129846853	129846863	-	0.000	0.000	Merged-chr5-129846972-49
NR2455--MA0140.2.GATA1::TAL1	chr17	21423140	21423157	-	0.000	0.000	Merged-chr17-21423109-81
NR5766--MA0035.3.Gata1	chr9	64779819	64779829	-	0.000	0.000	Merged-chr9-64779927-39
NR4239--MA0036.3.GATA2	chr5	29901929	29901939	+	0.000	0.000	Merged-chr5-29901920-39
NR1737--MA0037.3.GATA3	chr14	47476788	47476795	+	0.000	0.000	Merged-chr14-47476839-9
NR3969--MA0140.2.GATA1::TAL1	chr4	89486077	89486094	-	0.000	0.000	Merged-chr4-89486149-23
NR5251--MA0036.3.GATA2	chr7	117394165	117394175	+	0.000	0.000	Merged-chr7-117394201-50
NR1671--MA1104.1.GATA6	chr13	113023932	113023944	-	0.000	0.000	Merged-chr13-113023939-34
NR3526--MA0037.3.GATA3	chr3	37157271	37157278	+	0.000	0.000	Merged-chr3-37157248-37
NR2448--MA1104.1.GATA6	chr17	19435142	19435154	+	0.000	0.000	Merged-chr17-19435269-18
NR3604--MA0140.2.GATA1::TAL1	chr3	89231608	89231625	+	0.000	0.000	Merged-chr3-89231593-29
NR1824--MA0766.1.GATA5	chr14	71113512	71113519	+	0.000	0.000	Merged-chr14-71113589-38
NR2059--MA0766.1.GATA5	chr15	78495178	78495185	+	0.000	0.000	Merged-chr15-78495177-43
NR271--MA0037.3.GATA3	chr1	143319752	143319759	-	0.000	0.000	Merged-chr1-143319719-34
NR1227--MA0037.3.GATA3	chr12	76953751	76953758	-	0.000	0.000	Merged-chr12-76953735-9
NR4604--MA0037.3.GATA3	chr6	22409094	22409101	+	0.000	0.000	Merged-chr6-22409213-46
NR3433--MA0035.3.Gata1	chr2	157131307	157131317	+	0.000	0.000	Merged-chr2-157131278-25
NR5283--MA0140.2.GATA1::TAL1	chr7	126822089	126822106	-	0.000	0.000	Merged-chr7-126822065-16
NR5750--MA0766.1.GATA5	chr9	61707989	61707996	-	0.000	0.000	Merged-chr9-61708026-57
NR2235--MA0482.1.Gata4	chr16	44242723	44242733	+	0.000	0.000	Merged-chr16-44242893-16
NR4713--MA0037.3.GATA3	chr6	86853549	86853556	+	0.000	0.000	Merged-chr6-86853576-1
NR2762--MA0037.3.GATA3	chr18	79353031	79353038	+	0.000	0.000	Merged-chr18-79353064-26
NR3542--MA0035.3.Gata1	chr3	51540133	51540143	-	0.000	0.000	Merged-chr3-51539976-32
NR881--MA0766.1.GATA5	chr11	46389539	46389546	-	0.000	0.000	Merged-chr11-46389577-59
NR5593--MA0482.1.Gata4	chr8	122533227	122533237	-	0.000	0.000	Merged-chr8-122533289-14
NR1490--MA0036.3.GATA2	chr13	66991737	66991747	-	0.000	0.000	Merged-chr13-66991703-16
NR23--MA0035.3.Gata1	chr1	21896407	21896417	-	0.000	0.000	Merged-chr1-21896423-20
NR1812--MA1104.1.GATA6	chr14	64884997	64885009	-	0.000	0.000	Merged-chr14-64885056-34
NR1514--MA0035.3.Gata1	chr13	89401484	89401494	+	0.000	0.000	Merged-chr13-89401429-25
NR6094--MA0766.1.GATA5	chrX	98259795	98259802	-	0.000	0.000	Merged-chrX-98259743-49
NR5450--MA0482.1.Gata4	chr8	81773504	81773514	+	0.000	0.000	Merged-chr8-81773679-46
NR6084--MA0036.3.GATA2	chrX	71474503	71474513	-	0.000	0.000	Merged-chrX-71474506-18
NR4280--MA0037.3.GATA3	chr5	64380793	64380800	-	0.000	0.000	Merged-chr5-64380845-38
NR3560--MA0766.1.GATA5	chr3	59114100	59114107	-	0.000	0.000	Merged-chr3-59114221-20
NR3550--MA0036.3.GATA2	chr3	52840428	52840438	+	0.000	0.000	Merged-chr3-52840378-53
NR1394--MA0036.3.GATA2	chr13	10019410	10019420	-	0.000	0.000	Merged-chr13-10019536-22
NR1929--MA0140.2.GATA1::TAL1	chr14	121407153	121407170	-	0.000	0.000	Merged-chr14-121407144-2
NR3350--MA0140.2.GATA1::TAL1	chr2	140427457	140427474	-	0.000	0.000	Merged-chr2-140427451-17
NR4312--MA1104.1.GATA6	chr5	72184255	72184267	+	0.000	0.000	Merged-chr5-72184279-24
NR2090--MA1104.1.GATA6	chr15	82914619	82914631	+	0.000	0.000	Merged-chr15-82914694-36
NR1803--MA0766.1.GATA5	chr14	60131692	60131699	-	0.000	0.000	Merged-chr14-60131750-51
NR4579--MA0036.3.GATA2	chr6	4664523	4664533	+	0.000	0.000	Merged-chr6-4664595-18
NR5166--MA0037.3.GATA3	chr7	90349365	90349372	+	0.000	0.000	Merged-chr7-90349289-16
NR1784--MA0766.1.GATA5	chr14	55946380	55946387	+	0.000	0.000	Merged-chr14-55946478-14
NR1774--MA0036.3.GATA2	chr14	54074906	54074916	-	0.000	0.000	Merged-chr14-54074884-6
NR6126--MA0766.1.GATA5	chrX	134601054	134601061	-	0.000	0.000	Merged-chrX-134601254-82
NR1190--MA0035.3.Gata1	chr12	70078945	70078955	-	0.000	0.000	Merged-chr12-70078875-55
NR4197--MA1104.1.GATA6	chr4	156022067	156022079	-	0.000	0.000	Merged-chr4-156022073-120
NR630--MA0037.3.GATA3	chr10	83733969	83733976	-	0.000	0.000	Merged-chr10-83733897-13
NR2214--MA0482.1.Gata4	chr16	33073040	33073050	-	0.000	0.000	Merged-chr16-33073178-28
NR1044--MA0037.3.GATA3	chr11	106057070	106057077	-	0.000	0.000	Merged-chr11-106057103-42
NR1567--MA0037.3.GATA3	chr13	97857808	97857815	+	0.000	0.000	Merged-chr13-97858038-42
NR1274--MA0766.1.GATA5	chr12	98247087	98247094	-	0.000	0.000	Merged-chr12-98247130-40
NR2989--MA0482.1.Gata4	chr2	19201775	19201785	-	0.000	0.000	Merged-chr2-19201871-12
NR2599--MA0035.3.Gata1	chr17	85982146	85982156	+	0.000	0.000	Merged-chr17-85982062-9
NR1219--MA0037.3.GATA3	chr12	76375666	76375673	+	0.000	0.000	Merged-chr12-76375733-19
NR2916--MA0037.3.GATA3	chr19	46613397	46613404	-	0.000	0.000	Merged-chr19-46613309-39
NR4434--MA1104.1.GATA6	chr5	115474732	115474744	-	0.000	0.000	Merged-chr5-115474524-35
NR3130--MA0482.1.Gata4	chr2	73060025	73060035	+	0.000	0.000	Merged-chr2-73059981-18
NR2502--MA0037.3.GATA3	chr17	44893787	44893794	+	0.000	0.000	Merged-chr17-44893726-24
NR3008--MA0037.3.GATA3	chr2	26753538	26753545	+	0.000	0.000	Merged-chr2-26753671-30
NR709--MA0037.3.GATA3	chr10	99194849	99194856	-	0.000	0.000	Merged-chr10-99194642-78
NR5789--MA0766.1.GATA5	chr9	78024981	78024988	-	0.000	0.000	Merged-chr9-78024957-31
NR2479--MA0482.1.Gata4	chr17	32350601	32350611	+	0.000	0.000	Merged-chr17-32350599-47
NR863--MA0036.3.GATA2	chr11	23754516	23754526	-	0.000	0.000	Merged-chr11-23754497-34
NR1753--MA0036.3.GATA2	chr14	51089607	51089617	-	0.000	0.000	Merged-chr14-51089414-103
NR5764--MA1104.1.GATA6	chr9	64779818	64779830	+	0.000	0.000	Merged-chr9-64779927-39
NR1548--MA0036.3.GATA2	chr13	95697071	95697081	+	0.000	0.000	Merged-chr13-95697036-46
NR5713--MA0482.1.Gata4	chr9	45945095	45945105	-	0.000	0.000	Merged-chr9-45945206-63
NR2863--MA0037.3.GATA3	chr19	29367426	29367433	+	0.000	0.000	Merged-chr19-29367376-49
NR5873--MA1104.1.GATA6	chr9	97068912	97068924	-	0.000	0.000	Merged-chr9-97068935-38
NR1642--MA1104.1.GATA6	chr13	108045779	108045791	-	0.000	0.000	Merged-chr13-108045887-18
NR2353--MA1104.1.GATA6	chr16	93918464	93918476	-	0.000	0.000	Merged-chr16-93918388-61
NR5522--MA0140.2.GATA1::TAL1	chr8	111645836	111645853	-	0.000	0.000	Merged-chr8-111645920-27
NR4266--MA0140.2.GATA1::TAL1	chr5	37051242	37051259	-	0.000	0.000	Merged-chr5-37051336-115
NR1495--MA0036.3.GATA2	chr13	67332555	67332565	-	0.000	0.000	Merged-chr13-67332541-54
NR4234--MA0482.1.Gata4	chr5	24777045	24777055	-	0.000	0.000	Merged-chr5-24777004-40
NR1724--MA0035.3.Gata1	chr14	27045097	27045107	+	0.000	0.000	Merged-chr14-27045220-26
NR6089--MA0036.3.GATA2	chrX	77580108	77580118	-	0.000	0.000	Merged-chrX-77580117-37
NR4827--MA0037.3.GATA3	chr6	126849237	126849244	+	0.000	0.000	Merged-chr6-126849069-62
NR3090--MA0482.1.Gata4	chr2	60328750	60328760	+	0.000	0.000	Merged-chr2-60328757-33
NR1307--MA0037.3.GATA3	chr12	107139203	107139210	+	0.000	0.000	Merged-chr12-107139139-48
NR3632--MA0482.1.Gata4	chr3	101296677	101296687	-	0.000	0.000	Merged-chr3-101296807-2
NR36--MA0036.3.GATA2	chr1	37544481	37544491	+	0.000	0.000	Merged-chr1-37544454-25
NR4138--MA0482.1.Gata4	chr4	146484586	146484596	+	0.000	0.000	Merged-chr4-146484444-130
NR4409--MA0482.1.Gata4	chr5	108670897	108670907	-	0.000	0.000	Merged-chr5-108670998-12
NR5293--MA0482.1.Gata4	chr7	128132355	128132365	+	0.000	0.000	Merged-chr7-128132284-5
NR4870--MA0037.3.GATA3	chr6	130312045	130312052	-	0.000	0.000	Merged-chr6-130312055-26
NR781--MA0035.3.Gata1	chr10	122976186	122976196	-	0.000	0.000	Merged-chr10-122976254-31
NR3146--MA0035.3.Gata1	chr2	77327443	77327453	+	0.000	0.000	Merged-chr2-77327471-3
NR108--MA0482.1.Gata4	chr1	71576670	71576680	-	0.000	0.000	Merged-chr1-71576890-29
NR12--MA0766.1.GATA5	chr1	13293496	13293503	-	0.000	0.000	Merged-chr1-13293593-50
NR1052--MA0035.3.Gata1	chr11	106439013	106439023	+	0.000	0.000	Merged-chr11-106438995-31
NR2219--MA0482.1.Gata4	chr16	36057522	36057532	-	0.000	0.000	Merged-chr16-36057640-19
NR906--MA0037.3.GATA3	chr11	58948841	58948848	+	0.000	0.000	Merged-chr11-58948790-70
NR1222--MA0036.3.GATA2	chr12	76375664	76375674	-	0.000	0.000	Merged-chr12-76375733-19
NR3460--MA0035.3.Gata1	chr2	166719517	166719527	+	0.000	0.000	Merged-chr2-166719426-29
NR3164--MA0766.1.GATA5	chr2	85246761	85246768	-	0.000	0.000	Merged-chr2-85246695-45
NR4861--MA0766.1.GATA5	chr6	130078306	130078313	-	0.000	0.000	Merged-chr6-130078295-22
NR2061--MA0037.3.GATA3	chr15	78571806	78571813	+	0.000	0.000	Merged-chr15-78571844-37
NR1822--MA0482.1.Gata4	chr14	71113509	71113519	-	0.000	0.000	Merged-chr14-71113589-38
NR5357--MA0036.3.GATA2	chr8	19703491	19703501	-	0.000	0.000	Merged-chr8-19703358-67
NR3011--MA0036.3.GATA2	chr2	26753536	26753546	-	0.000	0.000	Merged-chr2-26753671-30
NR2236--MA1104.1.GATA6	chr16	44242721	44242733	-	0.000	0.000	Merged-chr16-44242893-16
NR712--MA0036.3.GATA2	chr10	99393612	99393622	-	0.000	0.000	Merged-chr10-99393384-65
NR3544--MA0766.1.GATA5	chr3	51744642	51744649	-	0.000	0.000	Merged-chr3-51744632-10
NR2759--MA1104.1.GATA6	chr18	79027924	79027936	-	0.000	0.000	Merged-chr18-79027907-21
NR5020--MA0482.1.Gata4	chr7	25848141	25848151	-	0.000	0.000	Merged-chr7-25848293-34
NR5594--MA1104.1.GATA6	chr8	122533227	122533239	+	0.000	0.000	Merged-chr8-122533289-14
NR3406--MA0482.1.Gata4	chr2	151530971	151530981	-	0.000	0.000	Merged-chr2-151531035-38
NR1931--MA0482.1.Gata4	chr14	121423096	121423106	-	0.000	0.000	Merged-chr14-121422910-45
NR648--MA0037.3.GATA3	chr10	88426719	88426726	-	0.000	0.000	Merged-chr10-88426596-23
NR5451--MA1104.1.GATA6	chr8	81773502	81773514	-	0.000	0.000	Merged-chr8-81773679-46
NR2488--MA0037.3.GATA3	chr17	36020628	36020635	+	0.000	0.000	Merged-chr17-36020745-74
NR2689--MA0482.1.Gata4	chr18	60376025	60376035	-	0.000	0.000	Merged-chr18-60375896-42
NR4501--MA0037.3.GATA3	chr5	141045160	141045167	+	0.000	0.000	Merged-chr5-141045198-6
NR3024--MA0036.3.GATA2	chr2	28418247	28418257	-	0.000	0.000	Merged-chr2-28418249-8
NR5533--MA0035.3.Gata1	chr8	111976661	111976671	-	0.000	0.000	Merged-chr8-111976573-47
NR4731--MA0766.1.GATA5	chr6	91172603	91172610	+	0.000	0.000	Merged-chr6-91172590-9
NR1014--MA0140.2.GATA1::TAL1	chr11	98510211	98510228	-	0.000	0.000	Merged-chr11-98510270-21
NR5827--MA0482.1.Gata4	chr9	88539790	88539800	-	0.000	0.000	Merged-chr9-88539844-6
NR1529--MA0766.1.GATA5	chr13	91180551	91180558	-	0.000	0.000	Merged-chr13-91180481-23
NR701--MA0766.1.GATA5	chr10	96391849	96391856	+	0.000	0.000	Merged-chr10-96391802-8
NR5050--MA1104.1.GATA6	chr7	30280499	30280511	+	0.000	0.000	Merged-chr7-30280528-94
NR1782--MA0482.1.Gata4	chr14	55946377	55946387	-	0.000	0.000	Merged-chr14-55946478-14
NR2292--MA0037.3.GATA3	chr16	66086702	66086709	-	0.000	0.000	Merged-chr16-66086640-17
NR5859--MA0036.3.GATA2	chr9	95113474	95113484	+	0.000	0.000	Merged-chr9-95113538-34
NR2528--MA0140.2.GATA1::TAL1	chr17	65613712	65613729	+	0.000	0.000	Merged-chr17-65613497-143
NR1291--MA0036.3.GATA2	chr12	102612900	102612910	-	0.000	0.000	Merged-chr12-102612647-51
NR5455--MA0766.1.GATA5	chr8	83779753	83779760	-	0.000	0.000	Merged-chr8-83779707-23
NR4623--MA0037.3.GATA3	chr6	39284046	39284053	+	0.000	0.000	Merged-chr6-39284001-16
NR882--MA0035.3.Gata1	chr11	46389538	46389548	+	0.000	0.000	Merged-chr11-46389577-59
NR4418--MA0037.3.GATA3	chr5	112219581	112219588	-	0.000	0.000	Merged-chr5-112219700-2
NR1296--MA0035.3.Gata1	chr12	103116764	103116774	+	0.000	0.000	Merged-chr12-103116842-39
NR5774--MA0482.1.Gata4	chr9	69298080	69298090	+	0.000	0.000	Merged-chr9-69298140-58
NR443--MA0766.1.GATA5	chr1	191803663	191803670	-	0.000	0.000	Merged-chr1-191803516-12
NR1062--MA0766.1.GATA5	chr11	108101664	108101671	-	0.000	0.000	Merged-chr11-108101692-19
NR6141--MA0140.2.GATA1::TAL1	chrX	162868484	162868501	-	0.000	0.000	Merged-chrX-162868446-21
NR3951--MA0482.1.Gata4	chr4	88015483	88015493	+	0.000	0.000	Merged-chr4-88015608-45
NR1604--MA0766.1.GATA5	chr13	100576090	100576097	+	0.000	0.000	Merged-chr13-100576105-29
NR3561--MA0035.3.Gata1	chr3	59114099	59114109	+	0.000	0.000	Merged-chr3-59114221-20
NR1400--MA0482.1.Gata4	chr13	12412199	12412209	-	0.000	0.000	Merged-chr13-12412239-11
NR94--MA0766.1.GATA5	chr1	62829840	62829847	+	0.000	0.000	Merged-chr1-62829921-36
NR1676--MA0035.3.Gata1	chr13	113810566	113810576	-	0.000	0.000	Merged-chr13-113810507-13
NR1856--MA0766.1.GATA5	chr14	78687948	78687955	-	0.000	0.000	Merged-chr14-78687892-42
NR3061--MA0482.1.Gata4	chr2	49744822	49744832	+	0.000	0.000	Merged-chr2-49744707-28
NR3336--MA0140.2.GATA1::TAL1	chr2	135330407	135330424	-	0.000	0.000	Merged-chr2-135330343-33
NR1804--MA0035.3.Gata1	chr14	60131691	60131701	+	0.000	0.000	Merged-chr14-60131750-51
NR5187--MA0036.3.GATA2	chr7	100449171	100449181	+	0.000	0.000	Merged-chr7-100449076-60
NR299--MA0482.1.Gata4	chr1	151346963	151346973	+	0.000	0.000	Merged-chr1-151346878-17
NR5714--MA1104.1.GATA6	chr9	45945095	45945107	+	0.000	0.000	Merged-chr9-45945206-63
NR1785--MA0035.3.Gata1	chr14	55946378	55946388	-	0.000	0.000	Merged-chr14-55946478-14
NR5044--MA0036.3.GATA2	chr7	30216883	30216893	-	0.000	0.000	Merged-chr7-30216934-21
NR3852--MA0140.2.GATA1::TAL1	chr4	4790327	4790344	-	0.000	0.000	Merged-chr4-4790293-30
NR2813--MA0037.3.GATA3	chr19	5094353	5094360	+	0.000	0.000	Merged-chr19-5094459-12
NR651--MA0036.3.GATA2	chr10	88426718	88426728	+	0.000	0.000	Merged-chr10-88426596-23
NR6154--MA0037.3.GATA3	chrX	169973354	169973361	-	0.000	0.000	Merged-chrX-169973362-71
NR1065--MA0036.3.GATA2	chr11	108235529	108235539	+	0.000	0.000	Merged-chr11-108235503-22
NR118--MA0140.2.GATA1::TAL1	chr1	82836638	82836655	-	0.000	0.000	Merged-chr1-82836652-59
NR1607--MA0036.3.GATA2	chr13	101702250	101702260	-	0.000	0.000	Merged-chr13-101702260-81
NR3074--MA0482.1.Gata4	chr2	58137932	58137942	-	0.000	0.000	Merged-chr2-58137903-53
NR2446--MA0037.3.GATA3	chr17	18615310	18615317	+	0.000	0.000	Merged-chr17-18615356-8
NR927--MA0035.3.Gata1	chr11	69266614	69266624	-	0.000	0.000	Merged-chr11-69266485-18
NR1275--MA0035.3.Gata1	chr12	98247086	98247096	+	0.000	0.000	Merged-chr12-98247130-40
NR4235--MA1104.1.GATA6	chr5	24777045	24777057	+	0.000	0.000	Merged-chr5-24777004-40
NR1725--MA0140.2.GATA1::TAL1	chr14	27045099	27045116	+	0.000	0.000	Merged-chr14-27045220-26
NR3683--MA0035.3.Gata1	chr3	115972373	115972383	-	0.000	0.000	Merged-chr3-115972355-68
NR1798--MA0035.3.Gata1	chr14	60130610	60130620	-	0.000	0.000	Merged-chr14-60130504-4
NR3091--MA1104.1.GATA6	chr2	60328748	60328760	-	0.000	0.000	Merged-chr2-60328757-33
NR3725--MA0482.1.Gata4	chr3	132886775	132886785	+	0.000	0.000	Merged-chr3-132886809-16
NR3633--MA1104.1.GATA6	chr3	101296677	101296689	+	0.000	0.000	Merged-chr3-101296807-2
NR6024--MA1104.1.GATA6	chr9	123997916	123997928	+	0.000	0.000	Merged-chr9-123997875-9
NR3335--MA0035.3.Gata1	chr2	135330416	135330426	-	0.000	0.000	Merged-chr2-135330343-33
NR4139--MA1104.1.GATA6	chr4	146484584	146484596	-	0.000	0.000	Merged-chr4-146484444-130
NR5294--MA1104.1.GATA6	chr7	128132353	128132365	-	0.000	0.000	Merged-chr7-128132284-5
NR4670--MA0766.1.GATA5	chr6	58832867	58832874	-	0.000	0.000	Merged-chr6-58832889-39
NR4487--MA0037.3.GATA3	chr5	138657964	138657971	-	0.000	0.000	Merged-chr5-138657986-28
NR1678--MA0482.1.Gata4	chr13	114935608	114935618	+	0.000	0.000	Merged-chr13-114935699-10
NR2642--MA0766.1.GATA5	chr18	34783579	34783586	-	0.000	0.000	Merged-chr18-34783714-45
NR44--MA0482.1.Gata4	chr1	40399737	40399747	+	0.000	0.000	Merged-chr1-40399864-38
NR1458--MA0036.3.GATA2	chr13	49188129	49188139	-	0.000	0.000	Merged-chr13-49188113-1
NR4835--MA0036.3.GATA2	chr6	126995668	126995678	+	0.000	0.000	Merged-chr6-126995755-15
NR2884--MA0036.3.GATA2	chr19	32998970	32998980	-	0.000	0.000	Merged-chr19-32999080-29
NR5531--MA1104.1.GATA6	chr8	111976660	111976672	+	0.000	0.000	Merged-chr8-111976573-47
NR4421--MA0036.3.GATA2	chr5	112219580	112219590	+	0.000	0.000	Merged-chr5-112219700-2
NR4519--MA0037.3.GATA3	chr5	142406624	142406631	+	0.000	0.000	Merged-chr5-142406611-11
NR3528--MA0766.1.GATA5	chr3	37157271	37157278	+	0.000	0.000	Merged-chr3-37157248-37
NR948--MA0036.3.GATA2	chr11	75169168	75169178	+	0.000	0.000	Merged-chr11-75169080-24
NR4310--MA0037.3.GATA3	chr5	72184258	72184265	+	0.000	0.000	Merged-chr5-72184279-24
NR635--MA0035.3.Gata1	chr10	83733968	83733978	+	0.000	0.000	Merged-chr10-83733897-13
NR1823--MA1104.1.GATA6	chr14	71113509	71113521	+	0.000	0.000	Merged-chr14-71113589-38
NR1439--MA0482.1.Gata4	chr13	42101817	42101827	+	0.000	0.000	Merged-chr13-42101708-35
NR10--MA0482.1.Gata4	chr1	13293496	13293506	+	0.000	0.000	Merged-chr1-13293593-50
NR534--MA0036.3.GATA2	chr10	39613037	39613047	+	0.000	0.000	Merged-chr10-39613248-57
NR5527--MA0482.1.Gata4	chr8	111955418	111955428	+	0.000	0.000	Merged-chr8-111955328-48
NR4489--MA0140.2.GATA1::TAL1	chr5	139377565	139377582	+	0.000	0.000	Merged-chr5-139377554-24
NR1229--MA0766.1.GATA5	chr12	76953751	76953758	-	0.000	0.000	Merged-chr12-76953735-9
NR3847--MA0482.1.Gata4	chr3	159509172	159509182	+	0.000	0.000	Merged-chr3-159509158-33
NR1025--MA0482.1.Gata4	chr11	101627409	101627419	+	0.000	0.000	Merged-chr11-101627512-104
NR5021--MA1104.1.GATA6	chr7	25848141	25848153	+	0.000	0.000	Merged-chr7-25848293-34
NR3407--MA1104.1.GATA6	chr2	151530971	151530983	+	0.000	0.000	Merged-chr2-151531035-38
NR52--MA0766.1.GATA5	chr1	43520879	43520886	-	0.000	0.000	Merged-chr1-43520918-1
NR1932--MA1104.1.GATA6	chr14	121423096	121423108	+	0.000	0.000	Merged-chr14-121422910-45
NR2231--MA0036.3.GATA2	chr16	43661708	43661718	-	0.000	0.000	Merged-chr16-43661789-37
NR2192--MA0140.2.GATA1::TAL1	chr16	18344050	18344067	-	0.000	0.000	Merged-chr16-18343895-61
NR4195--MA0037.3.GATA3	chr4	156022069	156022076	-	0.000	0.000	Merged-chr4-156022073-120
NR3956--MA0482.1.Gata4	chr4	88875958	88875968	-	0.000	0.000	Merged-chr4-88875849-45
NR99--MA0766.1.GATA5	chr1	66987717	66987724	-	0.000	0.000	Merged-chr1-66987794-41
NR2441--MA0035.3.Gata1	chr17	18597363	18597373	+	0.000	0.000	Merged-chr17-18597509-40
NR4118--MA0037.3.GATA3	chr4	145312628	145312635	+	0.000	0.000	Merged-chr4-145312696-44
NR1294--MA1104.1.GATA6	chr12	103116763	103116775	-	0.000	0.000	Merged-chr12-103116842-39
NR2611--MA0036.3.GATA2	chr18	3281792	3281802	-	0.000	0.000	Merged-chr18-3281877-7
NR5949--MA0766.1.GATA5	chr9	110448999	110449006	+	0.000	0.000	Merged-chr9-110449150-25
NR3147--MA0140.2.GATA1::TAL1	chr2	77327445	77327462	+	0.000	0.000	Merged-chr2-77327471-3
NR3051--MA0036.3.GATA2	chr2	43727958	43727968	-	0.000	0.000	Merged-chr2-43727862-50
NR579--MA0037.3.GATA3	chr10	62327715	62327722	+	0.000	0.000	Merged-chr10-62327638-49
NR1176--MA0766.1.GATA5	chr12	54568788	54568795	+	0.000	0.000	Merged-chr12-54568862-31
NR3589--MA0482.1.Gata4	chr3	84772250	84772260	+	0.000	0.000	Merged-chr3-84772067-31
NR4814--MA0036.3.GATA2	chr6	125353459	125353469	-	0.000	0.000	Merged-chr6-125353566-72
NR6112--MA0037.3.GATA3	chrX	109113829	109113836	-	0.000	0.000	Merged-chrX-109113990-42
NR4432--MA0037.3.GATA3	chr5	115474734	115474741	-	0.000	0.000	Merged-chr5-115474524-35
NR691--MA0035.3.Gata1	chr10	96015953	96015963	-	0.000	0.000	Merged-chr10-96015913-48
NR5007--MA0035.3.Gata1	chr7	19332940	19332950	+	0.000	0.000	Merged-chr7-19332998-44
NR13--MA0035.3.Gata1	chr1	13293495	13293505	+	0.000	0.000	Merged-chr1-13293593-50
NR3032--MA0482.1.Gata4	chr2	31082841	31082851	-	0.000	0.000	Merged-chr2-31082849-41
NR1233--MA0035.3.Gata1	chr12	78686010	78686020	-	0.000	0.000	Merged-chr12-78685977-17
NR5439--MA0766.1.GATA5	chr8	72277431	72277438	-	0.000	0.000	Merged-chr8-72277394-10
NR4862--MA0035.3.Gata1	chr6	130078305	130078315	+	0.000	0.000	Merged-chr6-130078295-22
NR1179--MA0036.3.GATA2	chr12	55051397	55051407	+	0.000	0.000	Merged-chr12-55051446-14
NR3022--MA0035.3.Gata1	chr2	28180136	28180146	-	0.000	0.000	Merged-chr2-28180315-8
NR1113--MA0482.1.Gata4	chr12	4234234	4234244	+	0.000	0.000	Merged-chr12-4234133-70
NR5775--MA1104.1.GATA6	chr9	69298078	69298090	-	0.000	0.000	Merged-chr9-69298140-58
NR290--MA0035.3.Gata1	chr1	149758505	149758515	+	0.000	0.000	Merged-chr1-149758666-31
