#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Bcl6/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR405--MA0463.1.Bcl6	chr12	73162857	73162870	-	0.000	0.000	Merged-chr12-73162812-38
NR1100--MA0731.1.BCL6B	chr2	127086495	127086511	-	0.000	0.000	Merged-chr2-127086449-24
NR1418--MA0731.1.BCL6B	chr4	145246637	145246653	+	0.000	0.000	Merged-chr4-145246720-73
NR781--MA0463.1.Bcl6	chr16	75823389	75823402	-	0.000	0.000	Merged-chr16-75823473-28
NR1436--MA0463.1.Bcl6	chr4	152115981	152115994	-	0.000	0.000	Merged-chr4-152116111-49
NR656--MA0463.1.Bcl6	chr14	121823286	121823299	-	0.000	0.000	Merged-chr14-121823163-33
NR786--MA0463.1.Bcl6	chr16	84469148	84469161	-	0.000	0.000	Merged-chr16-84469144-1
NR1235--MA0731.1.BCL6B	chr3	97796646	97796662	+	0.000	0.000	Merged-chr3-97796692-21
NR1584--MA0463.1.Bcl6	chr6	38911332	38911345	+	0.000	0.000	Merged-chr6-38911348-28
NR1132--MA0463.1.Bcl6	chr2	144527546	144527559	-	0.000	0.000	Merged-chr2-144527541-67
NR1338--MA0463.1.Bcl6	chr4	55442510	55442523	+	0.000	0.000	Merged-chr4-55442539-69
NR1911--MA0463.1.Bcl6	chr9	35117633	35117646	+	0.000	0.000	Merged-chr9-35117725-13
NR1258--MA0463.1.Bcl6	chr3	115888037	115888050	+	0.000	0.000	Merged-chr3-115888038-82
NR263--MA0463.1.Bcl6	chr10	128213105	128213118	-	0.000	0.000	Merged-chr10-128213111-44
NR1831--MA0463.1.Bcl6	chr8	47533574	47533587	+	0.000	0.000	Merged-chr8-47533612-62
NR496--MA0463.1.Bcl6	chr13	21919360	21919373	+	0.000	0.000	Merged-chr13-21919198-19
NR823--MA0463.1.Bcl6	chr17	29606455	29606468	+	0.000	0.000	Merged-chr17-29606605-11
NR948--MA0731.1.BCL6B	chr19	5273246	5273262	-	0.000	0.000	Merged-chr19-5273188-67
NR165--MA0463.1.Bcl6	chr10	5824307	5824320	-	0.000	0.000	Merged-chr10-5824355-123
NR286--MA0463.1.Bcl6	chr11	46393592	46393605	+	0.000	0.000	Merged-chr11-46393520-11
NR1854--MA0463.1.Bcl6	chr8	84876968	84876981	-	0.000	0.000	Merged-chr8-84876953-6
NR398--MA0463.1.Bcl6	chr12	54353077	54353090	-	0.000	0.000	Merged-chr12-54353201-29
NR1196--MA0463.1.Bcl6	chr3	37753353	37753366	-	0.000	0.000	Merged-chr3-37753406-27
NR188--MA0463.1.Bcl6	chr10	46012268	46012281	-	0.000	0.000	Merged-chr10-46012127-41
NR1559--MA0731.1.BCL6B	chr5	146882273	146882289	-	0.000	0.000	Merged-chr5-146882424-24
NR640--MA0463.1.Bcl6	chr14	79499759	79499772	+	0.000	0.000	Merged-chr14-79499625-44
NR1541--MA0463.1.Bcl6	chr5	136929161	136929174	+	0.000	0.000	Merged-chr5-136929293-20
NR967--MA0463.1.Bcl6	chr19	29391272	29391285	-	0.000	0.000	Merged-chr19-29391437-12
NR19--MA0463.1.Bcl6	chr1	58806855	58806868	+	0.000	0.000	Merged-chr1-58806904-11
NR1201--MA0463.1.Bcl6	chr3	51333188	51333201	+	0.000	0.000	Merged-chr3-51333364-28
NR533--MA0463.1.Bcl6	chr13	67844440	67844453	-	0.000	0.000	Merged-chr13-67844387-42
NR645--MA0463.1.Bcl6	chr14	101949135	101949148	-	0.000	0.000	Merged-chr14-101949272-41
NR1546--MA0463.1.Bcl6	chr5	138659019	138659032	-	0.000	0.000	Merged-chr5-138659127-29
NR551--MA0463.1.Bcl6	chr13	95563837	95563850	-	0.000	0.000	Merged-chr13-95563885-30
NR775--MA0463.1.Bcl6	chr16	58534852	58534865	-	0.000	0.000	Merged-chr16-58534735-63
NR202--MA0463.1.Bcl6	chr10	75666785	75666798	-	0.000	0.000	Merged-chr10-75666667-21
NR723--MA0731.1.BCL6B	chr15	93405614	93405630	+	0.000	0.000	Merged-chr15-93405700-9
NR1582--MA0463.1.Bcl6	chr6	38360235	38360248	-	0.000	0.000	Merged-chr6-38360325-47
NR627--MA0731.1.BCL6B	chr14	67045669	67045685	-	0.000	0.000	Merged-chr14-67045553-9
NR435--MA0463.1.Bcl6	chr12	98445746	98445759	+	0.000	0.000	Merged-chr12-98445818-15
NR322--MA0731.1.BCL6B	chr11	83737560	83737576	-	0.000	0.000	Merged-chr11-83737468-25
NR1578--MA0463.1.Bcl6	chr6	31080774	31080787	+	0.000	0.000	Merged-chr6-31081023-63
NR2032--MA0731.1.BCL6B	chrX	167108519	167108535	-	0.000	0.000	Merged-chrX-167108657-26
NR1381--MA0463.1.Bcl6	chr4	119127468	119127481	-	0.000	0.000	Merged-chr4-119127359-48
NR1238--MA0463.1.Bcl6	chr3	100692319	100692332	+	0.000	0.000	Merged-chr3-100692410-68
NR1023--MA0463.1.Bcl6	chr2	45024123	45024136	-	0.000	0.000	Merged-chr2-45024097-31
NR1701--MA0731.1.BCL6B	chr7	28372749	28372765	-	0.000	0.000	Merged-chr7-28372841-69
NR1811--MA0463.1.Bcl6	chr7	142435488	142435501	+	0.000	0.000	Merged-chr7-142435660-33
NR553--MA0731.1.BCL6B	chr13	98832576	98832592	+	0.000	0.000	Merged-chr13-98832743-37
NR1923--MA0463.1.Bcl6	chr9	53452368	53452381	-	0.000	0.000	Merged-chr9-53452460-4
NR252--MA0463.1.Bcl6	chr10	117982728	117982741	+	0.000	0.000	Merged-chr10-117982814-16
NR1274--MA0463.1.Bcl6	chr3	130894459	130894472	-	0.000	0.000	Merged-chr3-130894407-22
NR837--MA0731.1.BCL6B	chr17	46555381	46555397	+	0.000	0.000	Merged-chr17-46555365-2
NR270--MA0463.1.Bcl6	chr11	17051559	17051572	+	0.000	0.000	Merged-chr11-17051443-1
NR906--MA0463.1.Bcl6	chr18	61643667	61643680	+	0.000	0.000	Merged-chr18-61643847-38
NR1601--MA0463.1.Bcl6	chr6	66944817	66944830	-	0.000	0.000	Merged-chr6-66944781-58
NR1928--MA0463.1.Bcl6	chr9	62344858	62344871	-	0.000	0.000	Merged-chr9-62344675-54
NR257--MA0463.1.Bcl6	chr10	121310905	121310918	+	0.000	0.000	Merged-chr10-121310778-72
NR707--MA0731.1.BCL6B	chr15	78903365	78903381	-	0.000	0.000	Merged-chr15-78903471-19
NR306--MA0731.1.BCL6B	chr11	69921667	69921683	+	0.000	0.000	Merged-chr11-69921533-99
NR1924--MA0731.1.BCL6B	chr9	53452500	53452516	-	0.000	0.000	Merged-chr9-53452460-4
NR750--MA0463.1.Bcl6	chr16	23988588	23988601	+	0.000	0.000	Merged-chr16-23988801-56
NR504--MA0463.1.Bcl6	chr13	30614125	30614138	+	0.000	0.000	Merged-chr13-30614195-6
NR616--MA0463.1.Bcl6	chr14	59558951	59558964	-	0.000	0.000	Merged-chr14-59558966-13
NR1302--MA0463.1.Bcl6	chr3	149349527	149349540	-	0.000	0.000	Merged-chr3-149349511-34
NR880--MA0463.1.Bcl6	chr18	3281149	3281162	-	0.000	0.000	Merged-chr18-3281199-85
NR1535--MA0463.1.Bcl6	chr5	134237003	134237016	+	0.000	0.000	Merged-chr5-134237023-52
NR44--MA0463.1.Bcl6	chr1	88450668	88450681	-	0.000	0.000	Merged-chr1-88450830-24
NR670--MA0463.1.Bcl6	chr15	31128165	31128178	-	0.000	0.000	Merged-chr15-31128073-18
NR312--MA0463.1.Bcl6	chr11	76261326	76261339	+	0.000	0.000	Merged-chr11-76261435-35
NR1419--MA0463.1.Bcl6	chr4	145586310	145586323	+	0.000	0.000	Merged-chr4-145586150-24
NR997--MA0463.1.Bcl6	chr2	6322838	6322851	+	0.000	0.000	Merged-chr2-6322787-80
NR1110--MA0463.1.Bcl6	chr2	131510076	131510089	+	0.000	0.000	Merged-chr2-131509995-53
NR49--MA0463.1.Bcl6	chr1	95674197	95674210	-	0.000	0.000	Merged-chr1-95674241-20
NR330--MA0463.1.Bcl6	chr11	96916648	96916661	-	0.000	0.000	Merged-chr11-96916500-59
NR1191--MA0731.1.BCL6B	chr3	27314901	27314917	-	0.000	0.000	Merged-chr3-27314931-22
NR675--MA0463.1.Bcl6	chr15	38452730	38452743	-	0.000	0.000	Merged-chr15-38452892-28
NR1908--MA0731.1.BCL6B	chr9	32594531	32594547	+	0.000	0.000	Merged-chr9-32594541-47
NR787--MA0463.1.Bcl6	chr16	87726010	87726023	-	0.000	0.000	Merged-chr16-87726198-44
NR684--MA0463.1.Bcl6	chr15	61408685	61408698	+	0.000	0.000	Merged-chr15-61408601-39
NR1855--MA0731.1.BCL6B	chr8	84876968	84876984	+	0.000	0.000	Merged-chr8-84876953-6
NR1339--MA0463.1.Bcl6	chr4	57065438	57065451	+	0.000	0.000	Merged-chr4-57065457-35
NR1245--MA0463.1.Bcl6	chr3	105059096	105059109	-	0.000	0.000	Merged-chr3-105059086-33
NR1030--MA0463.1.Bcl6	chr2	48333073	48333086	+	0.000	0.000	Merged-chr2-48333008-54
NR1912--MA0463.1.Bcl6	chr9	35123023	35123036	-	0.000	0.000	Merged-chr9-35123035-17
NR134--MA0463.1.Bcl6	chr1	180888723	180888736	-	0.000	0.000	Merged-chr1-180888660-21
NR1393--MA0463.1.Bcl6	chr4	126468071	126468084	-	0.000	0.000	Merged-chr4-126467953-5
NR1917--MA0463.1.Bcl6	chr9	50325569	50325582	+	0.000	0.000	Merged-chr9-50325609-2
