#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR9503--MA0684.1.RUNX3	chr7	90059429	90059438	-	0.000	0.000	Merged-chr7-90059452-5
NR8485--MA0511.2.RUNX2	chr6	12012341	12012349	-	0.000	0.000	Merged-chr6-12012357-7
NR1307--MA0002.2.RUNX1	chr10	96231473	96231483	+	0.000	0.000	Merged-chr10-96231519-16
NR4569--MA0002.2.RUNX1	chr16	91793555	91793565	+	0.000	0.000	Merged-chr16-91793603-12
NR9355--MA0002.2.RUNX1	chr7	48795271	48795281	+	0.000	0.000	Merged-chr7-48795353-37
NR10611--MA0511.2.RUNX2	chr9	69065962	69065970	-	0.000	0.000	Merged-chr9-69066025-13
NR8263--MA0684.1.RUNX3	chr5	118271941	118271950	-	0.000	0.000	Merged-chr5-118271976-24
NR4254--MA0511.2.RUNX2	chr16	23838336	23838344	-	0.000	0.000	Merged-chr16-23838386-46
NR7360--MA0511.2.RUNX2	chr4	63668487	63668495	-	0.000	0.000	Merged-chr4-63668506-36
NR10241--MA0002.2.RUNX1	chr8	116928143	116928153	-	0.000	0.000	Merged-chr8-116928093-15
NR1764--MA0002.2.RUNX1	chr11	59384838	59384848	+	0.000	0.000	Merged-chr11-59384734-17
NR9878--MA0002.2.RUNX1	chr8	3354615	3354625	+	0.000	0.000	Merged-chr8-3354570-64
NR6186--MA0511.2.RUNX2	chr2	118779827	118779835	+	0.000	0.000	Merged-chr2-118779707-27
NR11018--MA0002.2.RUNX1	chr9	123931860	123931870	+	0.000	0.000	Merged-chr9-123931993-21
NR1959--MA0684.1.RUNX3	chr11	94253695	94253704	+	0.000	0.000	Merged-chr11-94253783-2
NR6087--MA0002.2.RUNX1	chr2	90487665	90487675	+	0.000	0.000	Merged-chr2-90487735-49
NR10764--MA0002.2.RUNX1	chr9	88722011	88722021	-	0.000	0.000	Merged-chr9-88721964-40
NR1145--MA0002.2.RUNX1	chr10	75429655	75429665	-	0.000	0.000	Merged-chr10-75429705-8
NR1416--MA0002.2.RUNX1	chr10	118486897	118486907	-	0.000	0.000	Merged-chr10-118486914-30
NR5110--MA0684.1.RUNX3	chr18	14494475	14494484	+	0.000	0.000	Merged-chr18-14494264-19
NR145--MA0684.1.RUNX3	chr1	53843241	53843250	+	0.000	0.000	Merged-chr1-53843171-20
NR9420--MA0511.2.RUNX2	chr7	74544586	74544594	-	0.000	0.000	Merged-chr7-74544568-34
NR3282--MA0002.2.RUNX1	chr13	113172823	113172833	+	0.000	0.000	Merged-chr13-113172968-1
NR9593--MA0684.1.RUNX3	chr7	107707905	107707914	-	0.000	0.000	Merged-chr7-107707960-19
NR1873--MA0002.2.RUNX1	chr11	79130083	79130093	-	0.000	0.000	Merged-chr11-79129992-68
NR1002--MA0002.2.RUNX1	chr10	39340069	39340079	+	0.000	0.000	Merged-chr10-39339887-44
NR1668--MA0002.2.RUNX1	chr11	43767288	43767298	-	0.000	0.000	Merged-chr11-43767173-52
NR11004--MA0684.1.RUNX3	chr9	122244820	122244829	+	0.000	0.000	Merged-chr9-122244753-33
NR5362--MA0684.1.RUNX3	chr18	80228697	80228706	+	0.000	0.000	Merged-chr18-80228617-43
NR11127--MA0002.2.RUNX1	chrX	85869337	85869347	+	0.000	0.000	Merged-chrX-85869463-11
NR3410--MA0002.2.RUNX1	chr14	27405575	27405585	+	0.000	0.000	Merged-chr14-27405576-56
NR3205--MA0002.2.RUNX1	chr13	104112658	104112668	+	0.000	0.000	Merged-chr13-104112753-39
NR10873--MA0002.2.RUNX1	chr9	107280716	107280726	-	0.000	0.000	Merged-chr9-107280639-112
NR7770--MA0684.1.RUNX3	chr4	150545078	150545087	-	0.000	0.000	Merged-chr4-150545055-50
NR8547--MA0684.1.RUNX3	chr6	37046641	37046650	+	0.000	0.000	Merged-chr6-37046555-33
NR3391--MA0002.2.RUNX1	chr14	25839786	25839796	-	0.000	0.000	Merged-chr14-25839841-13
NR8399--MA0002.2.RUNX1	chr5	144126109	144126119	-	0.000	0.000	Merged-chr5-144126158-36
NR9973--MA0684.1.RUNX3	chr8	35628486	35628495	-	0.000	0.000	Merged-chr8-35628375-52
NR3728--MA0002.2.RUNX1	chr14	115250747	115250757	+	0.000	0.000	Merged-chr14-115250840-27
NR7422--MA0684.1.RUNX3	chr4	89008715	89008724	+	0.000	0.000	Merged-chr4-89008819-38
NR4168--MA0002.2.RUNX1	chr16	3776569	3776579	-	0.000	0.000	Merged-chr16-3776489-17
NR5742--MA0684.1.RUNX3	chr2	6162866	6162875	-	0.000	0.000	Merged-chr2-6162817-31
NR1462--MA0511.2.RUNX2	chr10	122652216	122652224	+	0.000	0.000	Merged-chr10-122652152-42
NR1733--MA0511.2.RUNX2	chr11	54226764	54226772	+	0.000	0.000	Merged-chr11-54226871-4
NR7545--MA0002.2.RUNX1	chr4	119320671	119320681	+	0.000	0.000	Merged-chr4-119320539-50
NR10982--MA0002.2.RUNX1	chr9	119977016	119977026	-	0.000	0.000	Merged-chr9-119976919-4
NR1634--MA0002.2.RUNX1	chr11	32013609	32013619	-	0.000	0.000	Merged-chr11-32013500-11
NR1429--MA0002.2.RUNX1	chr10	120064612	120064622	-	0.000	0.000	Merged-chr10-120064614-24
NR7402--MA0002.2.RUNX1	chr4	86712877	86712887	+	0.000	0.000	Merged-chr4-86712811-38
NR5180--MA0002.2.RUNX1	chr18	34827829	34827839	+	0.000	0.000	Merged-chr18-34827772-23
NR8656--MA0684.1.RUNX3	chr6	59412622	59412631	+	0.000	0.000	Merged-chr6-59412569-64
NR5722--MA0002.2.RUNX1	chr19	60874623	60874633	+	0.000	0.000	Merged-chr19-60874475-51
NR3771--MA0002.2.RUNX1	chr14	122063903	122063913	-	0.000	0.000	Merged-chr14-122063804-67
NR3295--MA0002.2.RUNX1	chr13	113693580	113693590	-	0.000	0.000	Merged-chr13-113693609-26
NR10363--MA0002.2.RUNX1	chr8	128622959	128622969	+	0.000	0.000	Merged-chr8-128622909-9
NR9211--MA0684.1.RUNX3	chr6	146813236	146813245	-	0.000	0.000	Merged-chr6-146813295-20
NR9063--MA0002.2.RUNX1	chr6	134220381	134220391	+	0.000	0.000	Merged-chr6-134220428-49
NR9334--MA0002.2.RUNX1	chr7	39650867	39650877	-	0.000	0.000	Merged-chr7-39650740-5
NR9605--MA0002.2.RUNX1	chr7	109861553	109861563	+	0.000	0.000	Merged-chr7-109861640-6
NR7925--MA0002.2.RUNX1	chr5	35819746	35819756	+	0.000	0.000	Merged-chr5-35819826-21
NR5498--MA0002.2.RUNX1	chr19	21623557	21623567	+	0.000	0.000	Merged-chr19-21623609-22
NR5103--MA0002.2.RUNX1	chr18	11931814	11931824	-	0.000	0.000	Merged-chr18-11931736-46
NR1620--MA0684.1.RUNX3	chr11	30166353	30166362	+	0.000	0.000	Merged-chr11-30166468-16
NR10220--MA0002.2.RUNX1	chr8	115450954	115450964	+	0.000	0.000	Merged-chr8-115450993-14
NR7511--MA0002.2.RUNX1	chr4	107196641	107196651	-	0.000	0.000	Merged-chr4-107196669-22
NR6707--MA0511.2.RUNX2	chr3	68789751	68789759	+	0.000	0.000	Merged-chr3-68789660-34
NR3281--MA0684.1.RUNX3	chr13	113104952	113104961	-	0.000	0.000	Merged-chr13-113104978-22
NR4485--MA0511.2.RUNX2	chr16	76679070	76679078	-	0.000	0.000	Merged-chr16-76679194-37
NR5626--MA0002.2.RUNX1	chr19	45577328	45577338	-	0.000	0.000	Merged-chr19-45577468-39
NR6214--MA0684.1.RUNX3	chr2	127760722	127760731	+	0.000	0.000	Merged-chr2-127760760-14
NR11077--MA0511.2.RUNX2	chrX	48713032	48713040	-	0.000	0.000	Merged-chrX-48713049-46
NR10743--MA0002.2.RUNX1	chr9	86104848	86104858	+	0.000	0.000	Merged-chr9-86104993-10
NR2649--MA0684.1.RUNX3	chr12	114804630	114804639	+	0.000	0.000	Merged-chr12-114804708-39
NR1680--MA0511.2.RUNX2	chr11	46375251	46375259	-	0.000	0.000	Merged-chr11-46375177-31
NR90--MA0002.2.RUNX1	chr1	40268784	40268794	+	0.000	0.000	Merged-chr1-40268723-25
NR5484--MA0684.1.RUNX3	chr19	15883264	15883273	-	0.000	0.000	Merged-chr19-15883225-34
NR1475--MA0511.2.RUNX2	chr10	127107654	127107662	+	0.000	0.000	Merged-chr10-127107710-55
NR10600--MA0002.2.RUNX1	chr9	66142459	66142469	+	0.000	0.000	Merged-chr9-66142492-15
NR7892--MA0684.1.RUNX3	chr5	24393606	24393615	+	0.000	0.000	Merged-chr5-24393621-16
NR1647--MA0002.2.RUNX1	chr11	35537641	35537651	-	0.000	0.000	Merged-chr11-35537638-11
NR9300--MA0002.2.RUNX1	chr7	27933615	27933625	-	0.000	0.000	Merged-chr7-27933719-74
NR4038--MA0002.2.RUNX1	chr15	83426603	83426613	-	0.000	0.000	Merged-chr15-83426605-52
NR6274--MA0511.2.RUNX2	chr2	136987997	136988005	-	0.000	0.000	Merged-chr2-136988057-20
NR2087--MA0002.2.RUNX1	chr11	109671974	109671984	-	0.000	0.000	Merged-chr11-109672054-52
NR7620--MA0002.2.RUNX1	chr4	133122361	133122371	+	0.000	0.000	Merged-chr4-133122243-22
NR7415--MA0002.2.RUNX1	chr4	88179587	88179597	+	0.000	0.000	Merged-chr4-88179548-21
NR3661--MA0684.1.RUNX3	chr14	77861400	77861409	+	0.000	0.000	Merged-chr14-77861310-50
NR13--MA0002.2.RUNX1	chr1	13294962	13294972	-	0.000	0.000	Merged-chr1-13295038-43
NR5193--MA0002.2.RUNX1	chr18	37814059	37814069	+	0.000	0.000	Merged-chr18-37813954-31
NR8003--MA0684.1.RUNX3	chr5	64992790	64992799	+	0.000	0.000	Merged-chr5-64992713-11
NR4389--MA0511.2.RUNX2	chr16	49951991	49951999	+	0.000	0.000	Merged-chr16-49952137-20
NR9922--MA0511.2.RUNX2	chr8	22727500	22727508	+	0.000	0.000	Merged-chr8-22727452-5
NR8126--MA0002.2.RUNX1	chr5	97946435	97946445	-	0.000	0.000	Merged-chr5-97946420-40
NR2109--MA0511.2.RUNX2	chr11	113194938	113194946	+	0.000	0.000	Merged-chr11-113194847-27
NR10852--MA0002.2.RUNX1	chr9	102541895	102541905	-	0.000	0.000	Merged-chr9-102541803-17
NR9823--MA0002.2.RUNX1	chr7	140207095	140207105	-	0.000	0.000	Merged-chr7-140207191-19
NR9347--MA0002.2.RUNX1	chr7	45338235	45338245	-	0.000	0.000	Merged-chr7-45338434-19
NR6797--MA0511.2.RUNX2	chr3	94375473	94375481	-	0.000	0.000	Merged-chr3-94375656-27
NR1584--MA0511.2.RUNX2	chr11	21192049	21192057	-	0.000	0.000	Merged-chr11-21192059-23
NR7396--MA0002.2.RUNX1	chr4	84977492	84977502	+	0.000	0.000	Merged-chr4-84977391-25
NR10603--MA0511.2.RUNX2	chr9	66504137	66504145	-	0.000	0.000	Merged-chr9-66504076-31
NR7667--MA0002.2.RUNX1	chr4	138257515	138257525	-	0.000	0.000	Merged-chr4-138257384-22
NR5050--MA0002.2.RUNX1	chr17	86779459	86779469	-	0.000	0.000	Merged-chr17-86779381-46
NR8255--MA0684.1.RUNX3	chr5	117938522	117938531	-	0.000	0.000	Merged-chr5-117938550-41
NR1091--MA0684.1.RUNX3	chr10	62533065	62533074	-	0.000	0.000	Merged-chr10-62533082-12
NR6099--MA0684.1.RUNX3	chr2	91042847	91042856	+	0.000	0.000	Merged-chr2-91042928-59
NR9681--MA0684.1.RUNX3	chr7	117635774	117635783	+	0.000	0.000	Merged-chr7-117635751-13
NR4024--MA0684.1.RUNX3	chr15	80572423	80572432	+	0.000	0.000	Merged-chr15-80572443-63
NR1485--MA0002.2.RUNX1	chr10	128270427	128270437	+	0.000	0.000	Merged-chr10-128270552-51
NR2073--MA0684.1.RUNX3	chr11	109149662	109149671	-	0.000	0.000	Merged-chr11-109149686-17
NR1756--MA0002.2.RUNX1	chr11	57669726	57669736	+	0.000	0.000	Merged-chr11-57669677-39
NR7253--MA0002.2.RUNX1	chr4	32768321	32768331	-	0.000	0.000	Merged-chr4-32768214-30
NR6449--MA0511.2.RUNX2	chr2	166610520	166610528	+	0.000	0.000	Merged-chr2-166610595-30
NR5844--MA0002.2.RUNX1	chr2	30897112	30897122	-	0.000	0.000	Merged-chr2-30897276-26
NR4769--MA0511.2.RUNX2	chr17	29304535	29304543	+	0.000	0.000	Merged-chr17-29304449-24
NR10362--MA0684.1.RUNX3	chr8	128577440	128577449	-	0.000	0.000	Merged-chr8-128577516-12
NR10633--MA0684.1.RUNX3	chr9	70080177	70080186	-	0.000	0.000	Merged-chr9-70080238-33
NR10904--MA0684.1.RUNX3	chr9	111143602	111143611	-	0.000	0.000	Merged-chr9-111143629-7
NR1071--MA0002.2.RUNX1	chr10	59589332	59589342	-	0.000	0.000	Merged-chr10-59589264-3
NR5800--MA0511.2.RUNX2	chr2	23540191	23540199	+	0.000	0.000	Merged-chr2-23540156-12
NR1408--MA0002.2.RUNX1	chr10	118407016	118407026	-	0.000	0.000	Merged-chr10-118407091-36
NR9185--MA0002.2.RUNX1	chr6	146221588	146221598	-	0.000	0.000	Merged-chr6-146221533-3
NR7924--MA0684.1.RUNX3	chr5	35166061	35166070	-	0.000	0.000	Merged-chr5-35166204-55
NR9456--MA0002.2.RUNX1	chr7	80410400	80410410	+	0.000	0.000	Merged-chr7-80410451-25
NR8093--MA0684.1.RUNX3	chr5	92245661	92245670	-	0.000	0.000	Merged-chr5-92245649-42
NR7776--MA0002.2.RUNX1	chr4	150921506	150921516	-	0.000	0.000	Merged-chr4-150921425-28
NR5430--MA0002.2.RUNX1	chr18	89238258	89238268	+	0.000	0.000	Merged-chr18-89238329-52
NR3274--MA0002.2.RUNX1	chr13	112211292	112211302	-	0.000	0.000	Merged-chr13-112211274-7
NR3545--MA0002.2.RUNX1	chr14	62943984	62943994	+	0.000	0.000	Merged-chr14-62944057-10
NR1594--MA0002.2.RUNX1	chr11	22833833	22833843	-	0.000	0.000	Merged-chr11-22833941-10
NR1808--MA0684.1.RUNX3	chr11	67580585	67580594	+	0.000	0.000	Merged-chr11-67580687-16
NR2248--MA0684.1.RUNX3	chr12	30557659	30557668	+	0.000	0.000	Merged-chr12-30557589-12
NR3896--MA0511.2.RUNX2	chr15	55218150	55218158	-	0.000	0.000	Merged-chr15-55218084-7
NR8238--MA0511.2.RUNX2	chr5	115085002	115085010	-	0.000	0.000	Merged-chr5-115085067-14
NR7904--MA0002.2.RUNX1	chr5	30353853	30353863	-	0.000	0.000	Merged-chr5-30353789-16
NR7428--MA0002.2.RUNX1	chr4	95196377	95196387	-	0.000	0.000	Merged-chr4-95196400-18
NR5748--MA0002.2.RUNX1	chr2	8965049	8965059	+	0.000	0.000	Merged-chr2-8965212-53
NR3402--MA0002.2.RUNX1	chr14	27373052	27373062	+	0.000	0.000	Merged-chr14-27372915-15
NR2327--MA0511.2.RUNX2	chr12	69447542	69447550	-	0.000	0.000	Merged-chr12-69447284-163
NR10865--MA0002.2.RUNX1	chr9	105499566	105499576	+	0.000	0.000	Merged-chr9-105499679-15
NR9713--MA0684.1.RUNX3	chr7	122317088	122317097	+	0.000	0.000	Merged-chr7-122317075-24
NR7491--MA0684.1.RUNX3	chr4	102698217	102698226	-	0.000	0.000	Merged-chr4-102698140-35
NR9294--MA0002.2.RUNX1	chr7	25274706	25274716	+	0.000	0.000	Merged-chr7-25274742-22
NR9565--MA0002.2.RUNX1	chr7	105373094	105373104	+	0.000	0.000	Merged-chr7-105373185-17
NR9836--MA0002.2.RUNX1	chr7	140981898	140981908	-	0.000	0.000	Merged-chr7-140982058-21
NR4193--MA0511.2.RUNX2	chr16	10852376	10852384	+	0.000	0.000	Merged-chr16-10852353-5
NR1868--MA0511.2.RUNX2	chr11	78780187	78780195	+	0.000	0.000	Merged-chr11-78780322-31
NR3802--MA0684.1.RUNX3	chr15	7217228	7217237	+	0.000	0.000	Merged-chr15-7217140-25
NR3383--MA0002.2.RUNX1	chr14	25534436	25534446	+	0.000	0.000	Merged-chr14-25534315-15
NR11056--MA0511.2.RUNX2	chrX	36758279	36758287	+	0.000	0.000	Merged-chrX-36758225-45
NR3654--MA0002.2.RUNX1	chr14	76569400	76569410	-	0.000	0.000	Merged-chr14-76569463-39
NR5890--MA0511.2.RUNX2	chr2	48249784	48249792	+	0.000	0.000	Merged-chr2-48249744-17
NR9965--MA0684.1.RUNX3	chr8	34948174	34948183	-	0.000	0.000	Merged-chr8-34948236-16
NR10246--MA0002.2.RUNX1	chr8	117548676	117548686	+	0.000	0.000	Merged-chr8-117548585-70
NR1103--MA0002.2.RUNX1	chr10	67662499	67662509	-	0.000	0.000	Merged-chr10-67662488-5
NR7471--MA0002.2.RUNX1	chr4	101213673	101213683	-	0.000	0.000	Merged-chr4-101213636-46
NR1930--MA0511.2.RUNX2	chr11	86925383	86925391	+	0.000	0.000	Merged-chr11-86925412-36
NR1183--MA0511.2.RUNX2	chr10	80622478	80622486	-	0.000	0.000	Merged-chr10-80622471-84
NR5734--MA0684.1.RUNX3	chr2	3756051	3756060	-	0.000	0.000	Merged-chr2-3756075-14
NR2800--MA0002.2.RUNX1	chr13	19219834	19219844	-	0.000	0.000	Merged-chr13-19219739-41
NR7537--MA0002.2.RUNX1	chr4	116806625	116806635	-	0.000	0.000	Merged-chr4-116806659-9
NR10580--MA0684.1.RUNX3	chr9	62080713	62080722	+	0.000	0.000	Merged-chr9-62080517-9
NR4116--MA0511.2.RUNX2	chr15	97836699	97836707	-	0.000	0.000	Merged-chr15-97837039-84
NR5857--MA0002.2.RUNX1	chr2	32757156	32757166	+	0.000	0.000	Merged-chr2-32757365-75
NR10851--MA0684.1.RUNX3	chr9	102539905	102539914	-	0.000	0.000	Merged-chr9-102539934-44
NR3849--MA0684.1.RUNX3	chr15	34473008	34473017	-	0.000	0.000	Merged-chr15-34473002-9
NR2165--MA0511.2.RUNX2	chr11	121064257	121064265	+	0.000	0.000	Merged-chr11-121064322-30
NR1232--MA0684.1.RUNX3	chr10	88327599	88327608	-	0.000	0.000	Merged-chr10-88327622-31
NR9280--MA0684.1.RUNX3	chr7	24457834	24457843	+	0.000	0.000	Merged-chr7-24457903-49
NR3306--MA0002.2.RUNX1	chr13	115011794	115011804	-	0.000	0.000	Merged-chr13-115011790-8
NR4017--MA0002.2.RUNX1	chr15	79774383	79774393	-	0.000	0.000	Merged-chr15-79774475-53
NR2009--MA0684.1.RUNX3	chr11	99255497	99255506	-	0.000	0.000	Merged-chr11-99255472-31
NR1040--MA0511.2.RUNX2	chr10	53374375	53374383	+	0.000	0.000	Merged-chr10-53374413-9
NR5172--MA0002.2.RUNX1	chr18	32945732	32945742	-	0.000	0.000	Merged-chr18-32945625-57
NR9901--MA0511.2.RUNX2	chr8	14012789	14012797	-	0.000	0.000	Merged-chr8-14012674-53
NR3706--MA0684.1.RUNX3	chr14	103666854	103666863	-	0.000	0.000	Merged-chr14-103667035-88
NR5509--MA0002.2.RUNX1	chr19	24971561	24971571	-	0.000	0.000	Merged-chr19-24971475-35
NR3287--MA0002.2.RUNX1	chr13	113549210	113549220	+	0.000	0.000	Merged-chr13-113549207-25
NR8820--MA0002.2.RUNX1	chr6	99811594	99811604	+	0.000	0.000	Merged-chr6-99811499-44
NR5794--MA0511.2.RUNX2	chr2	19734665	19734673	-	0.000	0.000	Merged-chr2-19734692-8
NR3829--MA0002.2.RUNX1	chr15	27625539	27625549	+	0.000	0.000	Merged-chr15-27625509-68
NR1878--MA0002.2.RUNX1	chr11	79615051	79615061	+	0.000	0.000	Merged-chr11-79615076-27
NR10626--MA0002.2.RUNX1	chr9	69987761	69987771	-	0.000	0.000	Merged-chr9-69987848-24
NR9802--MA0002.2.RUNX1	chr7	135659861	135659871	-	0.000	0.000	Merged-chr7-135659681-24
NR229--MA0511.2.RUNX2	chr1	71577189	71577197	-	0.000	0.000	Merged-chr1-71577265-1
NR11009--MA0684.1.RUNX3	chr9	123498109	123498118	-	0.000	0.000	Merged-chr9-123498117-30
NR3021--MA0684.1.RUNX3	chr13	81162519	81162528	-	0.000	0.000	Merged-chr13-81162609-12
NR5300--MA0002.2.RUNX1	chr18	67699711	67699721	+	0.000	0.000	Merged-chr18-67699722-29
NR1341--MA0684.1.RUNX3	chr10	108168050	108168059	-	0.000	0.000	Merged-chr10-108168166-48
NR7331--MA0511.2.RUNX2	chr4	59230675	59230683	-	0.000	0.000	Merged-chr4-59230603-11
NR3415--MA0002.2.RUNX1	chr14	30675111	30675121	-	0.000	0.000	Merged-chr14-30675172-26
NR9455--MA0684.1.RUNX3	chr7	80209933	80209942	-	0.000	0.000	Merged-chr7-80209951-53
NR3495--MA0511.2.RUNX2	chr14	55882490	55882498	-	0.000	0.000	Merged-chr14-55882429-48
NR2890--MA0002.2.RUNX1	chr13	41302822	41302832	-	0.000	0.000	Merged-chr13-41302926-20
NR7583--MA0511.2.RUNX2	chr4	126677526	126677534	+	0.000	0.000	Merged-chr4-126677717-65
NR8009--MA0002.2.RUNX1	chr5	65863568	65863578	-	0.000	0.000	Merged-chr5-65863563-64
NR3938--MA0002.2.RUNX1	chr15	63971793	63971803	-	0.000	0.000	Merged-chr15-63971776-11
NR9312--MA0684.1.RUNX3	chr7	30402557	30402566	+	0.000	0.000	Merged-chr7-30402572-19
NR11118--MA0684.1.RUNX3	chrX	77580136	77580145	-	0.000	0.000	Merged-chrX-77580117-37
NR9435--MA0002.2.RUNX1	chr7	75863434	75863444	+	0.000	0.000	Merged-chr7-75863636-9
NR7755--MA0002.2.RUNX1	chr4	149469735	149469745	+	0.000	0.000	Merged-chr4-149469788-41
NR1097--MA0002.2.RUNX1	chr10	67065738	67065748	+	0.000	0.000	Merged-chr10-67065679-35
NR6901--MA0002.2.RUNX1	chr3	115660798	115660808	-	0.000	0.000	Merged-chr3-115660829-1
NR7612--MA0002.2.RUNX1	chr4	132748881	132748891	-	0.000	0.000	Merged-chr4-132748989-25
NR9372--MA0511.2.RUNX2	chr7	58392983	58392991	-	0.000	0.000	Merged-chr7-58392737-68
NR5141--MA0511.2.RUNX2	chr18	23734927	23734935	-	0.000	0.000	Merged-chr18-23734973-16
NR6882--MA0002.2.RUNX1	chr3	108726488	108726498	+	0.000	0.000	Merged-chr3-108726514-23
NR2922--MA0002.2.RUNX1	chr13	49381348	49381358	+	0.000	0.000	Merged-chr13-49381430-36
NR940--MA0684.1.RUNX3	chr10	17579511	17579520	-	0.000	0.000	Merged-chr10-17579420-10
NR5979--MA0002.2.RUNX1	chr2	68289414	68289424	+	0.000	0.000	Merged-chr2-68289327-28
NR1083--MA0684.1.RUNX3	chr10	60346224	60346233	+	0.000	0.000	Merged-chr10-60346273-6
NR3362--MA0002.2.RUNX1	chr14	18301812	18301822	-	0.000	0.000	Merged-chr14-18301823-12
NR7820--MA0511.2.RUNX2	chr5	10254863	10254871	-	0.000	0.000	Merged-chr5-10254903-14
NR1625--MA0684.1.RUNX3	chr11	30182878	30182887	-	0.000	0.000	Merged-chr11-30182963-54
NR4016--MA0684.1.RUNX3	chr15	79740888	79740897	-	0.000	0.000	Merged-chr15-79740875-4
NR5836--MA0002.2.RUNX1	chr2	30112733	30112743	+	0.000	0.000	Merged-chr2-30112786-18
NR1877--MA0684.1.RUNX3	chr11	79530515	79530524	+	0.000	0.000	Merged-chr11-79530593-60
NR7201--MA0511.2.RUNX2	chr4	8872270	8872278	-	0.000	0.000	Merged-chr4-8872202-20
NR715--MA0002.2.RUNX1	chr1	172525391	172525401	+	0.000	0.000	Merged-chr1-172525457-28
NR9382--MA0002.2.RUNX1	chr7	63973380	63973390	-	0.000	0.000	Merged-chr7-63973470-12
NR9924--MA0002.2.RUNX1	chr8	22728940	22728950	-	0.000	0.000	Merged-chr8-22728865-15
NR9448--MA0002.2.RUNX1	chr7	78763120	78763130	+	0.000	0.000	Merged-chr7-78763113-9
NR2760--MA0002.2.RUNX1	chr13	9360277	9360287	+	0.000	0.000	Merged-chr13-9360244-14
NR7497--MA0002.2.RUNX1	chr4	103174416	103174426	+	0.000	0.000	Merged-chr4-103174438-7
NR3143--MA0684.1.RUNX3	chr13	98124673	98124682	+	0.000	0.000	Merged-chr13-98124541-43
NR3266--MA0002.2.RUNX1	chr13	111826797	111826807	-	0.000	0.000	Merged-chr13-111826819-15
NR7231--MA0684.1.RUNX3	chr4	16102223	16102232	-	0.000	0.000	Merged-chr4-16102324-55
NR5839--MA0511.2.RUNX2	chr2	30587370	30587378	-	0.000	0.000	Merged-chr2-30587397-33
NR7897--MA0684.1.RUNX3	chr5	28043137	28043146	+	0.000	0.000	Merged-chr5-28043033-10
NR10890--MA0511.2.RUNX2	chr9	110657969	110657977	-	0.000	0.000	Merged-chr9-110657917-11
NR7354--MA0002.2.RUNX1	chr4	62757064	62757074	+	0.000	0.000	Merged-chr4-62756958-63
NR1813--MA0511.2.RUNX2	chr11	68498872	68498880	-	0.000	0.000	Merged-chr11-68499042-49
NR3666--MA0684.1.RUNX3	chr14	78914393	78914402	-	0.000	0.000	Merged-chr14-78914359-46
NR10192--MA0684.1.RUNX3	chr8	111595925	111595934	+	0.000	0.000	Merged-chr8-111595874-65
NR8008--MA0684.1.RUNX3	chr5	65653980	65653989	-	0.000	0.000	Merged-chr5-65654078-14
NR9656--MA0511.2.RUNX2	chr7	115734329	115734337	+	0.000	0.000	Merged-chr7-115734410-28
NR1986--MA0684.1.RUNX3	chr11	97129154	97129163	+	0.000	0.000	Merged-chr11-97129027-2
NR6328--MA0684.1.RUNX3	chr2	146401795	146401804	+	0.000	0.000	Merged-chr2-146401628-6
NR7976--MA0511.2.RUNX2	chr5	53509645	53509653	+	0.000	0.000	Merged-chr5-53509705-20
NR824--MA0002.2.RUNX1	chr1	184576648	184576658	-	0.000	0.000	Merged-chr1-184576440-44
NR4377--MA0684.1.RUNX3	chr16	48801135	48801144	+	0.000	0.000	Merged-chr16-48801069-7
NR1443--MA0002.2.RUNX1	chr10	121189372	121189382	+	0.000	0.000	Merged-chr10-121189304-59
NR3745--MA0511.2.RUNX2	chr14	118929931	118929939	+	0.000	0.000	Merged-chr14-118930023-62
NR5203--MA0684.1.RUNX3	chr18	39102429	39102438	+	0.000	0.000	Merged-chr18-39102352-12
NR2935--MA0002.2.RUNX1	chr13	52793813	52793823	+	0.000	0.000	Merged-chr13-52793738-50
NR953--MA0684.1.RUNX3	chr10	21245101	21245110	-	0.000	0.000	Merged-chr10-21245318-22
NR9513--MA0511.2.RUNX2	chr7	92087616	92087624	-	0.000	0.000	Merged-chr7-92087702-17
NR10320--MA0684.1.RUNX3	chr8	125725664	125725673	-	0.000	0.000	Merged-chr8-125725496-61
NR3375--MA0002.2.RUNX1	chr14	21636676	21636686	+	0.000	0.000	Merged-chr14-21636677-36
NR3646--MA0002.2.RUNX1	chr14	75318930	75318940	+	0.000	0.000	Merged-chr14-75318936-27
NR1909--MA0684.1.RUNX3	chr11	84916302	84916311	+	0.000	0.000	Merged-chr11-84916345-39
NR4029--MA0684.1.RUNX3	chr15	81539679	81539688	+	0.000	0.000	Merged-chr15-81539760-43
NR3602--MA0511.2.RUNX2	chr14	69979175	69979183	-	0.000	0.000	Merged-chr14-69979172-46
NR5455--MA0684.1.RUNX3	chr19	8592422	8592431	+	0.000	0.000	Merged-chr19-8592238-38
