#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR24208--MA0599.1.KLF5	chr15	88733600	88733609	+	0.000	0.000	Merged-chr15-88733682-153
NR5761--MA0599.1.KLF5	chr10	42018393	42018402	-	0.000	0.000	Merged-chr10-42018378-38
NR68373--MA0741.1.KLF16	chr9	42209282	42209292	-	0.000	0.000	Merged-chr9-42209382-102
NR13110--MA0599.1.KLF5	chr11	118248640	118248649	+	0.000	0.000	Merged-chr11-118248688-60
NR50020--MA0740.1.KLF14	chr5	35176592	35176605	+	0.000	0.000	Merged-chr5-35176446-65
NR7817--MA0740.1.KLF14	chr10	94942957	94942970	+	0.000	0.000	Merged-chr10-94942923-6
NR47649--MA1107.1.KLF9	chr4	132178851	132178863	-	0.000	0.000	Merged-chr4-132178810-24
NR14917--MA0741.1.KLF16	chr12	87411316	87411326	-	0.000	0.000	Merged-chr12-87411276-22
NR66852--MA0039.3.KLF4	chr8	116645533	116645543	-	0.000	0.000	Merged-chr8-116645599-31
NR42328--MA0742.1.Klf12	chr3	101933737	101933751	-	0.000	0.000	Merged-chr3-101933748-15
NR16702--MA0599.1.KLF5	chr13	42049184	42049193	-	0.000	0.000	Merged-chr13-42049130-34
NR25359--MA0741.1.KLF16	chr16	14317340	14317350	+	0.000	0.000	Merged-chr16-14317361-64
NR3618--MA0741.1.KLF16	chr1	165194481	165194491	-	0.000	0.000	Merged-chr1-165194301-85
NR10144--MA0741.1.KLF16	chr11	52341131	52341141	+	0.000	0.000	Merged-chr11-52341177-43
NR35805--MA0740.1.KLF14	chr2	32961692	32961705	-	0.000	0.000	Merged-chr2-32961770-56
NR19751--MA1107.1.KLF9	chr14	30671948	30671960	+	0.000	0.000	Merged-chr14-30672121-25
NR44267--MA0039.3.KLF4	chr3	154628325	154628335	+	0.000	0.000	Merged-chr3-154628476-23
NR39804--MA0599.1.KLF5	chr2	170131526	170131535	+	0.000	0.000	Merged-chr2-170131188-85
NR53517--MA0742.1.Klf12	chr5	137684826	137684840	+	0.000	0.000	Merged-chr5-137684690-53
NR7694--MA0493.1.Klf1	chr10	91122850	91122860	-	0.000	0.000	Merged-chr10-91122777-7
NR34019--MA0599.1.KLF5	chr19	44146473	44146482	+	0.000	0.000	Merged-chr19-44146311-57
NR28921--MA0599.1.KLF5	chr17	36167765	36167774	+	0.000	0.000	Merged-chr17-36167828-41
NR26990--MA0741.1.KLF16	chr16	91011066	91011076	+	0.000	0.000	Merged-chr16-91011174-91
NR14509--MA0599.1.KLF5	chr12	72085584	72085593	-	0.000	0.000	Merged-chr12-72085712-110
NR52155--MA0599.1.KLF5	chr5	114667638	114667647	-	0.000	0.000	Merged-chr5-114667670-56
NR49091--MA0599.1.KLF5	chr4	155563490	155563499	+	0.000	0.000	Merged-chr4-155563706-85
NR9115--MA0741.1.KLF16	chr11	3517628	3517638	-	0.000	0.000	Merged-chr11-3517558-36
NR52255--MA0741.1.KLF16	chr5	115732291	115732301	+	0.000	0.000	Merged-chr5-115732233-125
NR21128--MA0741.1.KLF16	chr14	76579977	76579987	-	0.000	0.000	Merged-chr14-76580010-38
NR1499--MA1107.1.KLF9	chr1	85720772	85720784	+	0.000	0.000	Merged-chr1-85720773-26
NR9994--MA1107.1.KLF9	chr11	49100589	49100601	-	0.000	0.000	Merged-chr11-49100506-9
NR16751--MA0740.1.KLF14	chr13	43560360	43560373	+	0.000	0.000	Merged-chr13-43560201-73
NR11489--MA0740.1.KLF14	chr11	85140178	85140191	-	0.000	0.000	Merged-chr11-85140096-67
NR42319--MA0741.1.KLF16	chr3	101800626	101800636	-	0.000	0.000	Merged-chr3-101800601-48
NR50846--MA0741.1.KLF16	chr5	72201981	72201991	-	0.000	0.000	Merged-chr5-72202096-40
NR55632--MA0741.1.KLF16	chr6	56924008	56924018	-	0.000	0.000	Merged-chr6-56923975-70
NR65758--MA0740.1.KLF14	chr8	83594463	83594476	+	0.000	0.000	Merged-chr8-83594488-70
NR52121--MA0742.1.Klf12	chr5	114175811	114175825	-	0.000	0.000	Merged-chr5-114175903-40
NR12281--MA0741.1.KLF16	chr11	102284777	102284787	-	0.000	0.000	Merged-chr11-102284938-63
NR42330--MA0493.1.Klf1	chr3	101933741	101933751	-	0.000	0.000	Merged-chr3-101933748-15
NR9636--MA1107.1.KLF9	chr11	24077536	24077548	-	0.000	0.000	Merged-chr11-24077473-13
NR23108--MA1107.1.KLF9	chr15	60101871	60101883	+	0.000	0.000	Merged-chr15-60101772-22
NR58862--MA0740.1.KLF14	chr7	5020255	5020268	-	0.000	0.000	Merged-chr7-5020467-58
NR12225--MA1107.1.KLF9	chr11	101226445	101226457	+	0.000	0.000	Merged-chr11-101226407-43
NR23685--MA0039.3.KLF4	chr15	78772558	78772568	+	0.000	0.000	Merged-chr15-78772379-123
NR24659--MA1107.1.KLF9	chr15	98927697	98927709	+	0.000	0.000	Merged-chr15-98927787-24
NR55513--MA1107.1.KLF9	chr6	54092922	54092934	+	0.000	0.000	Merged-chr6-54092801-44
NR42456--MA0599.1.KLF5	chr3	103914484	103914493	-	0.000	0.000	Merged-chr3-103914557-104
NR10512--MA0599.1.KLF5	chr11	61579376	61579385	-	0.000	0.000	Merged-chr11-61579224-3
NR53678--MA1107.1.KLF9	chr5	139791464	139791476	-	0.000	0.000	Merged-chr5-139791708-104
NR45166--MA0599.1.KLF5	chr4	43558774	43558783	-	0.000	0.000	Merged-chr4-43558871-42
NR15817--MA1107.1.KLF9	chr12	112673269	112673281	+	0.000	0.000	Merged-chr12-112673444-1
NR59098--MA1107.1.KLF9	chr7	16783489	16783501	-	0.000	0.000	Merged-chr7-16783425-42
NR33614--MA0599.1.KLF5	chr19	29641270	29641279	-	0.000	0.000	Merged-chr19-29641308-66
NR28366--MA0599.1.KLF5	chr17	28594045	28594054	+	0.000	0.000	Merged-chr17-28593992-6
NR67056--MA0741.1.KLF16	chr8	120114105	120114115	-	0.000	0.000	Merged-chr8-120114148-66
NR13418--MA1107.1.KLF9	chr12	8521786	8521798	+	0.000	0.000	Merged-chr12-8521654-50
NR60788--MA1107.1.KLF9	chr7	63939873	63939885	+	0.000	0.000	Merged-chr7-63939782-2
NR48758--MA0599.1.KLF5	chr4	149759719	149759728	-	0.000	0.000	Merged-chr4-149759725-31
NR29782--MA0493.1.Klf1	chr17	65951221	65951231	+	0.000	0.000	Merged-chr17-65951140-56
NR54460--MA0599.1.KLF5	chr6	4087071	4087080	-	0.000	0.000	Merged-chr6-4086905-51
NR39710--MA0599.1.KLF5	chr2	168492185	168492194	-	0.000	0.000	Merged-chr2-168492092-36
NR40048--MA0599.1.KLF5	chr2	173659763	173659772	+	0.000	0.000	Merged-chr2-173659827-104
NR31978--MA0657.1.KLF13	chr18	66447982	66447999	-	0.000	0.000	Merged-chr18-66447922-43
NR47833--MA0741.1.KLF16	chr4	134187236	134187246	-	0.000	0.000	Merged-chr4-134187105-62
NR16706--MA0741.1.KLF16	chr13	42049183	42049193	-	0.000	0.000	Merged-chr13-42049130-34
NR34807--MA0599.1.KLF5	chr2	9878748	9878757	+	0.000	0.000	Merged-chr2-9878722-80
NR16555--MA0657.1.KLF13	chr13	36117584	36117601	+	0.000	0.000	Merged-chr13-36117623-83
NR22140--MA0741.1.KLF16	chr14	122464929	122464939	-	0.000	0.000	Merged-chr14-122465044-9
NR22411--MA0741.1.KLF16	chr15	18818615	18818625	-	0.000	0.000	Merged-chr15-18818754-6
NR67276--MA0493.1.Klf1	chr8	122870524	122870534	-	0.000	0.000	Merged-chr8-122870569-43
NR10991--MA0599.1.KLF5	chr11	74833016	74833025	-	0.000	0.000	Merged-chr11-74832896-3
NR35946--MA0741.1.KLF16	chr2	37443279	37443289	-	0.000	0.000	Merged-chr2-37443185-70
NR6156--MA1107.1.KLF9	chr10	60305570	60305582	+	0.000	0.000	Merged-chr10-60305430-32
NR67196--MA0599.1.KLF5	chr8	122282066	122282075	-	0.000	0.000	Merged-chr8-122281860-90
NR43602--MA0741.1.KLF16	chr3	138194209	138194219	-	0.000	0.000	Merged-chr3-138194119-16
NR66868--MA0741.1.KLF16	chr8	116735590	116735600	+	0.000	0.000	Merged-chr8-116735664-29
NR48664--MA0657.1.KLF13	chr4	148140479	148140496	-	0.000	0.000	Merged-chr4-148140424-95
NR59985--MA0493.1.Klf1	chr7	31028758	31028768	+	0.000	0.000	Merged-chr7-31028766-21
NR41922--MA0741.1.KLF16	chr3	94758218	94758228	+	0.000	0.000	Merged-chr3-94758240-64
NR18572--MA0741.1.KLF16	chr13	108316275	108316285	+	0.000	0.000	Merged-chr13-108316339-65
NR24226--MA0599.1.KLF5	chr15	89075973	89075982	-	0.000	0.000	Merged-chr15-89076090-81
NR33192--MA1107.1.KLF9	chr19	7295512	7295524	+	0.000	0.000	Merged-chr19-7295405-60
NR28845--MA0741.1.KLF16	chr17	35823156	35823166	-	0.000	0.000	Merged-chr17-35823208-57
NR33059--MA0599.1.KLF5	chr19	5729691	5729700	+	0.000	0.000	Merged-chr19-5729609-19
NR27961--MA0599.1.KLF5	chr17	22424079	22424088	-	0.000	0.000	Merged-chr17-22424161-65
NR36310--MA0493.1.Klf1	chr2	59630020	59630030	-	0.000	0.000	Merged-chr2-59629993-27
NR44108--MA0741.1.KLF16	chr3	152152188	152152198	+	0.000	0.000	Merged-chr3-152152191-31
NR16687--MA0741.1.KLF16	chr13	41373055	41373065	+	0.000	0.000	Merged-chr13-41373067-52
NR2331--MA0741.1.KLF16	chr1	128593455	128593465	+	0.000	0.000	Merged-chr1-128593290-2
NR68174--MA0599.1.KLF5	chr9	32695961	32695970	+	0.000	0.000	Merged-chr9-32696080-66
NR65596--MA0740.1.KLF14	chr8	75084042	75084055	-	0.000	0.000	Merged-chr8-75083999-30
NR24614--MA0741.1.KLF16	chr15	98634714	98634724	+	0.000	0.000	Merged-chr15-98634819-42
NR68911--MA0039.3.KLF4	chr9	57762937	57762947	+	0.000	0.000	Merged-chr9-57762825-14
NR27005--MA0741.1.KLF16	chr16	91485197	91485207	-	0.000	0.000	Merged-chr16-91485256-80
NR60346--MA0599.1.KLF5	chr7	45017795	45017804	+	0.000	0.000	Merged-chr7-45017720-50
NR68841--MA0599.1.KLF5	chr9	56041933	56041942	+	0.000	0.000	Merged-chr9-56042037-52
NR23154--MA0599.1.KLF5	chr15	61983499	61983508	-	0.000	0.000	Merged-chr15-61983458-31
NR743--MA0741.1.KLF16	chr1	52578326	52578336	+	0.000	0.000	Merged-chr1-52578518-39
NR14527--MA0599.1.KLF5	chr12	72761094	72761103	+	0.000	0.000	Merged-chr12-72761201-120
NR34919--MA0599.1.KLF5	chr2	13575063	13575072	+	0.000	0.000	Merged-chr2-13575035-10
NR33376--MA0741.1.KLF16	chr19	12012388	12012398	+	0.000	0.000	Merged-chr19-12012380-1
NR23699--MA1107.1.KLF9	chr15	78835207	78835219	-	0.000	0.000	Merged-chr15-78835387-37
NR33647--MA0741.1.KLF16	chr19	31337343	31337353	-	0.000	0.000	Merged-chr19-31337298-1
NR16907--MA1107.1.KLF9	chr13	51101690	51101702	-	0.000	0.000	Merged-chr13-51101722-7
NR27537--MA0742.1.Klf12	chr17	6978821	6978835	-	0.000	0.000	Merged-chr17-6979052-61
NR41032--MA0741.1.KLF16	chr3	52677348	52677358	+	0.000	0.000	Merged-chr3-52677309-55
NR37968--MA1107.1.KLF9	chr2	121355267	121355279	+	0.000	0.000	Merged-chr2-121355266-61
NR41969--MA0741.1.KLF16	chr3	95229942	95229952	+	0.000	0.000	Merged-chr3-95229765-17
NR40817--MA1107.1.KLF9	chr3	37280943	37280955	-	0.000	0.000	Merged-chr3-37281103-32
NR24212--MA0493.1.Klf1	chr15	88828409	88828419	-	0.000	0.000	Merged-chr15-88828677-52
NR24696--MA0599.1.KLF5	chr15	99126737	99126746	-	0.000	0.000	Merged-chr15-99126498-24
NR21391--MA0740.1.KLF14	chr14	99045512	99045525	+	0.000	0.000	Merged-chr14-99045494-2
NR38289--MA0599.1.KLF5	chr2	131180074	131180083	-	0.000	0.000	Merged-chr2-131179958-87
NR69143--MA0599.1.KLF5	chr9	64253638	64253647	+	0.000	0.000	Merged-chr9-64253507-68
NR13406--MA0740.1.KLF14	chr12	8521786	8521799	+	0.000	0.000	Merged-chr12-8521654-50
NR9715--MA0740.1.KLF14	chr11	31808294	31808307	-	0.000	0.000	Merged-chr11-31808102-31
NR16815--MA0741.1.KLF16	chr13	45917290	45917300	+	0.000	0.000	Merged-chr13-45917473-39
NR16339--MA0741.1.KLF16	chr13	23581489	23581499	+	0.000	0.000	Merged-chr13-23581680-55
NR24866--MA0741.1.KLF16	chr15	102136244	102136254	+	0.000	0.000	Merged-chr15-102136200-54
NR17209--MA1107.1.KLF9	chr13	58157713	58157725	-	0.000	0.000	Merged-chr13-58157645-3
NR67289--MA1107.1.KLF9	chr8	123065734	123065746	-	0.000	0.000	Merged-chr8-123065416-88
NR71493--MA0599.1.KLF5	chr9	123253117	123253126	+	0.000	0.000	Merged-chr9-123252996-28
NR58384--MA0741.1.KLF16	chr6	142571413	142571423	-	0.000	0.000	Merged-chr6-142571386-44
NR71205--MA0039.3.KLF4	chr9	117896557	117896567	+	0.000	0.000	Merged-chr9-117896590-25
NR56191--MA1107.1.KLF9	chr6	87541368	87541380	+	0.000	0.000	Merged-chr6-87541310-26
NR54693--MA0599.1.KLF5	chr6	22424204	22424213	+	0.000	0.000	Merged-chr6-22424289-78
NR56949--MA0599.1.KLF5	chr6	113681522	113681531	-	0.000	0.000	Merged-chr6-113681431-40
NR66992--MA0493.1.Klf1	chr8	119575033	119575043	-	0.000	0.000	Merged-chr8-119575055-76
NR48773--MA0657.1.KLF13	chr4	150008496	150008513	-	0.000	0.000	Merged-chr4-150008574-5
NR31233--MA0599.1.KLF5	chr18	34887437	34887446	+	0.000	0.000	Merged-chr18-34887458-62
NR16832--MA0599.1.KLF5	chr13	47043530	47043539	+	0.000	0.000	Merged-chr13-47043518-72
NR42455--MA1107.1.KLF9	chr3	103862686	103862698	+	0.000	0.000	Merged-chr3-103862515-1,Merged-chr3-103862758-3
NR20350--MA0599.1.KLF5	chr14	54653724	54653733	-	0.000	0.000	Merged-chr14-54653650-39
NR58521--MA0742.1.Klf12	chr6	144664979	144664993	+	0.000	0.000	Merged-chr6-144664964-20
NR72682--MA0741.1.KLF16	chrX	152353045	152353055	-	0.000	0.000	Merged-chrX-152352945-26
NR51964--MA1107.1.KLF9	chr5	112239855	112239867	-	0.000	0.000	Merged-chr5-112239781-12
NR69639--MA0741.1.KLF16	chr9	77939192	77939202	+	0.000	0.000	Merged-chr9-77938986-43
NR48043--MA0742.1.Klf12	chr4	136206189	136206203	-	0.000	0.000	Merged-chr4-136206356-47
NR43452--MA0599.1.KLF5	chr3	135191964	135191973	+	0.000	0.000	Merged-chr3-135191984-24
NR34488--MA1107.1.KLF9	chr19	57132251	57132263	-	0.000	0.000	Merged-chr19-57132265-94
NR9999--MA0741.1.KLF16	chr11	49202769	49202779	-	0.000	0.000	Merged-chr11-49202721-8
NR62475--MA0741.1.KLF16	chr7	119794070	119794080	-	0.000	0.000	Merged-chr7-119794114-60
NR38275--MA0493.1.Klf1	chr2	130839886	130839896	+	0.000	0.000	Merged-chr2-130839995-87
NR26971--MA0740.1.KLF14	chr16	90810572	90810585	-	0.000	0.000	Merged-chr16-90810372-70
NR8910--MA0599.1.KLF5	chr10	127381074	127381083	-	0.000	0.000	Merged-chr10-127381259-2
NR31944--MA0657.1.KLF13	chr18	65512479	65512496	-	0.000	0.000	Merged-chr18-65512491-27
NR72677--MA0599.1.KLF5	chrX	152353052	152353061	-	0.000	0.000	Merged-chrX-152352945-26
NR12105--MA0493.1.Klf1	chr11	99150543	99150553	+	0.000	0.000	Merged-chr11-99150380-50
NR66893--MA1107.1.KLF9	chr8	117052561	117052573	-	0.000	0.000	Merged-chr8-117052612-3
NR35485--MA0599.1.KLF5	chr2	28640924	28640933	+	0.000	0.000	Merged-chr2-28641113-91
NR56500--MA1107.1.KLF9	chr6	95117352	95117364	-	0.000	0.000	Merged-chr6-95117182-1
NR47774--MA0039.3.KLF4	chr4	133601936	133601946	+	0.000	0.000	Merged-chr4-133601958-40
NR65408--MA0741.1.KLF16	chr8	71382077	71382087	-	0.000	0.000	Merged-chr8-71381982-56
NR2506--MA0741.1.KLF16	chr1	133801282	133801292	-	0.000	0.000	Merged-chr1-133801271-79
NR72319--MA0599.1.KLF5	chrX	96019789	96019798	-	0.000	0.000	Merged-chrX-96019802-20
NR29428--MA0740.1.KLF14	chr17	51876640	51876653	+	0.000	0.000	Merged-chr17-51876629-40
NR63610--MA1107.1.KLF9	chr7	140137666	140137678	-	0.000	0.000	Merged-chr7-140137836-67
NR10990--MA1107.1.KLF9	chr11	74832953	74832965	-	0.000	0.000	Merged-chr11-74832896-3
NR48034--MA0741.1.KLF16	chr4	136172220	136172230	-	0.000	0.000	Merged-chr4-136172134-18
NR35436--MA0741.1.KLF16	chr2	27009826	27009836	+	0.000	0.000	Merged-chr2-27009935-56
NR61221--MA0599.1.KLF5	chr7	80803351	80803360	+	0.000	0.000	Merged-chr7-80803211-85
NR48873--MA0740.1.KLF14	chr4	152138937	152138950	-	0.000	0.000	Merged-chr4-152138737-60
NR27916--MA0493.1.Klf1	chr17	21423219	21423229	-	0.000	0.000	Merged-chr17-21423109-81
NR55304--MA0599.1.KLF5	chr6	49586679	49586688	-	0.000	0.000	Merged-chr6-49586785-41
NR25797--MA0740.1.KLF14	chr16	32812976	32812989	-	0.000	0.000	Merged-chr16-32813091-39
NR47685--MA1107.1.KLF9	chr4	132749038	132749050	-	0.000	0.000	Merged-chr4-132748989-25
NR48668--MA0740.1.KLF14	chr4	148160082	148160095	+	0.000	0.000	Merged-chr4-148160107-67
NR5429--MA0742.1.Klf12	chr10	22299534	22299548	-	0.000	0.000	Merged-chr10-22299519-45
NR61202--MA1107.1.KLF9	chr7	80450046	80450058	+	0.000	0.000	Merged-chr7-80450087-44
NR63369--MA0493.1.Klf1	chr7	136255659	136255669	-	0.000	0.000	Merged-chr7-136255499-1,Merged-chr7-136255803-24
NR4372--MA0741.1.KLF16	chr1	182517513	182517523	-	0.000	0.000	Merged-chr1-182517456-82
NR54373--MA0740.1.KLF14	chr5	150195941	150195954	+	0.000	0.000	Merged-chr5-150196068-64
NR28496--MA0599.1.KLF5	chr17	31277407	31277416	-	0.000	0.000	Merged-chr17-31277371-45
NR59857--MA0740.1.KLF14	chr7	29289120	29289133	+	0.000	0.000	Merged-chr7-29289173-29
NR70711--MA1107.1.KLF9	chr9	108144555	108144567	-	0.000	0.000	Merged-chr9-108144717-30
NR28138--MA0599.1.KLF5	chr17	25833058	25833067	+	0.000	0.000	Merged-chr17-25833037-57
NR50445--MA0741.1.KLF16	chr5	54111080	54111090	+	0.000	0.000	Merged-chr5-54110931-21
NR34802--MA0493.1.Klf1	chr2	9594245	9594255	+	0.000	0.000	Merged-chr2-9594121-50
NR55355--MA0740.1.KLF14	chr6	50596970	50596983	+	0.000	0.000	Merged-chr6-50596805-84
NR6981--MA0599.1.KLF5	chr10	79984974	79984983	-	0.000	0.000	Merged-chr10-79984711-132
NR12011--MA0493.1.Klf1	chr11	98457949	98457959	-	0.000	0.000	Merged-chr11-98457960-97
NR9691--MA0599.1.KLF5	chr11	30267622	30267631	-	0.000	0.000	Merged-chr11-30267779-110
NR40238--MA0741.1.KLF16	chr2	180042532	180042542	-	0.000	0.000	Merged-chr2-180042476-118
NR16710--MA1107.1.KLF9	chr13	42049182	42049194	-	0.000	0.000	Merged-chr13-42049130-34
NR68707--MA0599.1.KLF5	chr9	50856930	50856939	-	0.000	0.000	Merged-chr9-50856954-76
NR12217--MA0741.1.KLF16	chr11	101082550	101082560	+	0.000	0.000	Merged-chr11-101082516-61
NR11601--MA1107.1.KLF9	chr11	88204244	88204256	+	0.000	0.000	Merged-chr11-88204255-77
NR4788--MA0599.1.KLF5	chr1	191097833	191097842	+	0.000	0.000	Merged-chr1-191097986-4
NR9333--MA0599.1.KLF5	chr11	6528857	6528866	-	0.000	0.000	Merged-chr11-6528717-51
NR67048--MA0493.1.Klf1	chr8	120114011	120114021	-	0.000	0.000	Merged-chr8-120114148-66
NR42572--MA0493.1.Klf1	chr3	107864183	107864193	+	0.000	0.000	Merged-chr3-107864110-34
NR24211--MA0039.3.KLF4	chr15	88828407	88828417	-	0.000	0.000	Merged-chr15-88828677-52
NR63722--MA1107.1.KLF9	chr7	141468678	141468690	-	0.000	0.000	Merged-chr7-141468704-17
NR1757--MA0740.1.KLF14	chr1	93804368	93804381	+	0.000	0.000	Merged-chr1-93804567-2
NR51046--MA0039.3.KLF4	chr5	77167224	77167234	-	0.000	0.000	Merged-chr5-77167373-14
NR23769--MA0740.1.KLF14	chr15	79927823	79927836	+	0.000	0.000	Merged-chr15-79927783-58
NR18439--MA0599.1.KLF5	chr13	104109640	104109649	+	0.000	0.000	Merged-chr13-104109580-88
NR29107--MA0599.1.KLF5	chr17	46202798	46202807	+	0.000	0.000	Merged-chr17-46202897-79
NR39150--MA0493.1.Klf1	chr2	156840353	156840363	-	0.000	0.000	Merged-chr2-156840151-65
NR25692--MA0599.1.KLF5	chr16	29978035	29978044	-	0.000	0.000	Merged-chr16-29977874-22
NR60304--MA0741.1.KLF16	chr7	44553615	44553625	-	0.000	0.000	Merged-chr7-44553464-1
NR59677--MA0599.1.KLF5	chr7	27508182	27508191	-	0.000	0.000	Merged-chr7-27508351-96
NR67635--MA0599.1.KLF5	chr8	128595266	128595275	-	0.000	0.000	Merged-chr8-128595191-53
NR16850--MA0599.1.KLF5	chr13	48545978	48545987	-	0.000	0.000	Merged-chr13-48545909-2
NR50431--MA1107.1.KLF9	chr5	53998315	53998327	+	0.000	0.000	Merged-chr5-53998390-11
NR1397--MA0493.1.Klf1	chr1	82834720	82834730	-	0.000	0.000	Merged-chr1-82834713-10
NR14625--MA0741.1.KLF16	chr12	76837772	76837782	+	0.000	0.000	Merged-chr12-76837684-61
NR60770--MA0742.1.Klf12	chr7	63930350	63930364	+	0.000	0.000	Merged-chr7-63930287-48
NR9892--MA0493.1.Klf1	chr11	43767066	43767076	-	0.000	0.000	Merged-chr11-43767173-52
NR22676--MA0741.1.KLF16	chr15	37437359	37437369	+	0.000	0.000	Merged-chr15-37437279-19
NR63686--MA0657.1.KLF13	chr7	141392071	141392088	-	0.000	0.000	Merged-chr7-141392195-61
NR51982--MA1107.1.KLF9	chr5	112274142	112274154	-	0.000	0.000	Merged-chr5-112274120-60
NR27018--MA0741.1.KLF16	chr16	91588232	91588242	+	0.000	0.000	Merged-chr16-91588038-25
NR51849--MA0599.1.KLF5	chr5	110135829	110135838	+	0.000	0.000	Merged-chr5-110135830-52
NR23284--MA0599.1.KLF5	chr15	68258629	68258638	+	0.000	0.000	Merged-chr15-68258737-97
NR63186--MA0599.1.KLF5	chr7	132576174	132576183	+	0.000	0.000	Merged-chr7-132576269-107
NR39051--MA1107.1.KLF9	chr2	153710693	153710705	+	0.000	0.000	Merged-chr2-153710877-23
NR38293--MA0493.1.Klf1	chr2	131186879	131186889	+	0.000	0.000	Merged-chr2-131186955-76
NR10486--MA0740.1.KLF14	chr11	60811332	60811345	+	0.000	0.000	Merged-chr11-60811220-49
NR1343--MA0740.1.KLF14	chr1	79859561	79859574	+	0.000	0.000	Merged-chr1-79859601-7
NR39933--MA1107.1.KLF9	chr2	172405282	172405294	-	0.000	0.000	Merged-chr2-172405200-19
NR64449--MA0039.3.KLF4	chr8	25597251	25597261	+	0.000	0.000	Merged-chr8-25597379-88
NR18442--MA0741.1.KLF16	chr13	104109640	104109650	+	0.000	0.000	Merged-chr13-104109580-88
NR6815--MA0493.1.Klf1	chr10	77259119	77259129	-	0.000	0.000	Merged-chr10-77259226-56
NR6192--MA1107.1.KLF9	chr10	61336151	61336163	+	0.000	0.000	Merged-chr10-61336292-21
NR23951--MA0599.1.KLF5	chr15	82224430	82224439	-	0.000	0.000	Merged-chr15-82224462-30
NR15705--MA0039.3.KLF4	chr12	110506241	110506251	-	0.000	0.000	Merged-chr12-110506270-12
NR15715--MA0493.1.Klf1	chr12	110737914	110737924	-	0.000	0.000	Merged-chr12-110737948-78
NR13419--MA0740.1.KLF14	chr12	8674213	8674226	-	0.000	0.000	Merged-chr12-8674296-93
NR12925--MA0599.1.KLF5	chr11	116138894	116138903	+	0.000	0.000	Merged-chr11-116138884-66
NR50283--MA0741.1.KLF16	chr5	45669765	45669775	+	0.000	0.000	Merged-chr5-45669606-116
NR13046--MA0742.1.Klf12	chr11	117611226	117611240	+	0.000	0.000	Merged-chr11-117611199-52
NR38817--MA0493.1.Klf1	chr2	147012012	147012022	-	0.000	0.000	Merged-chr2-147011946-5
NR67044--MA0742.1.Klf12	chr8	120114017	120114031	-	0.000	0.000	Merged-chr8-120114148-66
NR65466--MA0740.1.KLF14	chr8	71665695	71665708	-	0.000	0.000	Merged-chr8-71665590-47
NR58586--MA1107.1.KLF9	chr6	145256892	145256904	+	0.000	0.000	Merged-chr6-145256997-16
NR61435--MA1107.1.KLF9	chr7	90355557	90355569	-	0.000	0.000	Merged-chr7-90355618-52
NR30027--MA0599.1.KLF5	chr17	73822558	73822567	+	0.000	0.000	Merged-chr17-73822361-73
NR50420--MA0742.1.Klf12	chr5	53605578	53605592	-	0.000	0.000	Merged-chr5-53605625-25
NR65222--MA0493.1.Klf1	chr8	69974414	69974424	-	0.000	0.000	Merged-chr8-69974320-59
NR8635--MA0741.1.KLF16	chr10	122097287	122097297	+	0.000	0.000	Merged-chr10-122097212-93
NR10302--MA0599.1.KLF5	chr11	57664956	57664965	-	0.000	0.000	Merged-chr11-57664898-25
NR48786--MA0657.1.KLF13	chr4	150248138	150248155	-	0.000	0.000	Merged-chr4-150248164-26
NR20480--MA0599.1.KLF5	chr14	57525681	57525690	-	0.000	0.000	Merged-chr14-57525572-80
NR46683--MA0740.1.KLF14	chr4	108071455	108071468	+	0.000	0.000	Merged-chr4-108071343-55
NR15556--MA0740.1.KLF14	chr12	108275476	108275489	+	0.000	0.000	Merged-chr12-108275445-64
NR31295--MA0741.1.KLF16	chr18	36286272	36286282	-	0.000	0.000	Merged-chr18-36286417-1
NR72681--MA0493.1.Klf1	chrX	152353052	152353062	-	0.000	0.000	Merged-chrX-152352945-26
NR3444--MA0742.1.Klf12	chr1	160906352	160906366	+	0.000	0.000	Merged-chr1-160906611-81
NR16819--MA0599.1.KLF5	chr13	45932587	45932596	+	0.000	0.000	Merged-chr13-45932644-29
NR22521--MA0599.1.KLF5	chr15	27923870	27923879	-	0.000	0.000	Merged-chr15-27923818-49
NR67728--MA1107.1.KLF9	chr9	14172190	14172202	-	0.000	0.000	Merged-chr9-14171965-37
NR50096--MA0493.1.Klf1	chr5	36722602	36722612	+	0.000	0.000	Merged-chr5-36722614-37
NR67003--MA0740.1.KLF14	chr8	119756067	119756080	+	0.000	0.000	Merged-chr8-119755879-40
NR1890--MA0599.1.KLF5	chr1	106037031	106037040	-	0.000	0.000	Merged-chr1-106037167-27
NR26470--MA0657.1.KLF13	chr16	64873904	64873921	+	0.000	0.000	Merged-chr16-64873763-80
NR69247--MA0742.1.Klf12	chr9	66593175	66593189	+	0.000	0.000	Merged-chr9-66593034-105
NR66684--MA0599.1.KLF5	chr8	111338044	111338053	+	0.000	0.000	Merged-chr8-111337975-54
