#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Bcl6/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR98--MA0731.1.BCL6B	chr1	164966186	164966202	+	0.000	0.000	Merged-chr1-164966286-53
NR1389--MA0463.1.Bcl6	chr4	122808345	122808358	-	0.000	0.000	Merged-chr4-122808329-35
NR385--MA0463.1.Bcl6	chr12	3745717	3745730	-	0.000	0.000	Merged-chr12-3745858-43
NR909--MA0463.1.Bcl6	chr18	65481390	65481403	-	0.000	0.000	Merged-chr18-65481395-37
NR1980--MA0463.1.Bcl6	chr9	115631660	115631673	-	0.000	0.000	Merged-chr9-115631619-2
NR1188--MA0731.1.BCL6B	chr3	14641577	14641593	-	0.000	0.000	Merged-chr3-14641669-50
NR1297--MA0731.1.BCL6B	chr3	146783896	146783912	-	0.000	0.000	Merged-chr3-146783871-10
NR1846--MA0463.1.Bcl6	chr8	70003303	70003316	+	0.000	0.000	Merged-chr8-70003366-27
NR230--MA0731.1.BCL6B	chr10	100629912	100629928	-	0.000	0.000	Merged-chr10-100629958-40
NR1094--MA0463.1.Bcl6	chr2	122234452	122234465	+	0.000	0.000	Merged-chr2-122234275-1
NR829--MA0463.1.Bcl6	chr17	33865564	33865577	-	0.000	0.000	Merged-chr17-33865585-36
NR614--MA0463.1.Bcl6	chr14	55604120	55604133	-	0.000	0.000	Merged-chr14-55604128-61
NR33--MA0463.1.Bcl6	chr1	74808094	74808107	-	0.000	0.000	Merged-chr1-74808255-37
NR928--MA0731.1.BCL6B	chr18	79258159	79258175	+	0.000	0.000	Merged-chr18-79258074-1
NR1991--MA0731.1.BCL6B	chr9	121675081	121675097	-	0.000	0.000	Merged-chr9-121675261-45
NR1636--MA0463.1.Bcl6	chr6	116682455	116682468	+	0.000	0.000	Merged-chr6-116682504-22
NR514--MA0731.1.BCL6B	chr13	45651940	45651956	+	0.000	0.000	Merged-chr13-45651981-2
NR623--MA0731.1.BCL6B	chr14	65330861	65330877	+	0.000	0.000	Merged-chr14-65330788-23
NR198--MA0463.1.Bcl6	chr10	61068650	61068663	+	0.000	0.000	Merged-chr10-61068590-29
NR507--MA0463.1.Bcl6	chr13	34046548	34046561	+	0.000	0.000	Merged-chr13-34046570-24
NR771--MA0463.1.Bcl6	chr16	52200034	52200047	+	0.000	0.000	Merged-chr16-52199997-1
NR222--MA0731.1.BCL6B	chr10	94865499	94865515	-	0.000	0.000	Merged-chr10-94865429-8
NR637--MA0463.1.Bcl6	chr14	78436194	78436207	-	0.000	0.000	Merged-chr14-78436014-44
NR422--MA0463.1.Bcl6	chr12	86687071	86687084	-	0.000	0.000	Merged-chr12-86687051-28
NR506--MA0731.1.BCL6B	chr13	33001651	33001667	-	0.000	0.000	Merged-chr13-33001523-50
NR615--MA0731.1.BCL6B	chr14	55604120	55604136	+	0.000	0.000	Merged-chr14-55604128-61
NR100--MA0463.1.Bcl6	chr1	165841074	165841087	-	0.000	0.000	Merged-chr1-165841004-25
NR1001--MA0463.1.Bcl6	chr2	18765774	18765787	+	0.000	0.000	Merged-chr2-18765910-35
NR212--MA0463.1.Bcl6	chr10	88426563	88426576	-	0.000	0.000	Merged-chr10-88426596-23
NR897--MA0463.1.Bcl6	chr18	46182171	46182184	-	0.000	0.000	Merged-chr18-46182052-26
NR1798--MA0463.1.Bcl6	chr7	132389755	132389768	+	0.000	0.000	Merged-chr7-132389640-23
NR357--MA0731.1.BCL6B	chr11	106762572	106762588	+	0.000	0.000	Merged-chr11-106762485-69
NR1962--MA0731.1.BCL6B	chr9	94668742	94668758	-	0.000	0.000	Merged-chr9-94668774-42
NR1458--MA0463.1.Bcl6	chr5	33516396	33516409	+	0.000	0.000	Merged-chr5-33516375-5
NR1975--MA0731.1.BCL6B	chr9	107542057	107542073	-	0.000	0.000	Merged-chr9-107542021-57
NR217--MA0463.1.Bcl6	chr10	91028170	91028183	+	0.000	0.000	Merged-chr10-91028217-15
NR687--MA0463.1.Bcl6	chr15	62265490	62265503	+	0.000	0.000	Merged-chr15-62265620-25
NR336--MA0731.1.BCL6B	chr11	98487928	98487944	+	0.000	0.000	Merged-chr11-98487809-30
NR445--MA0731.1.BCL6B	chr12	106802301	106802317	+	0.000	0.000	Merged-chr12-106802390-3
NR1391--MA0463.1.Bcl6	chr4	123940161	123940174	-	0.000	0.000	Merged-chr4-123940139-27
NR1845--MA0731.1.BCL6B	chr8	69920148	69920164	+	0.000	0.000	Merged-chr8-69920362-48
NR244--MA0463.1.Bcl6	chr10	115184857	115184870	+	0.000	0.000	Merged-chr10-115184922-20
NR920--MA0463.1.Bcl6	chr18	75247001	75247014	-	0.000	0.000	Merged-chr18-75247078-14
NR1821--MA0463.1.Bcl6	chr8	13964966	13964979	+	0.000	0.000	Merged-chr8-13964796-20
NR1933--MA0463.1.Bcl6	chr9	66158400	66158413	-	0.000	0.000	Merged-chr9-66158396-48
NR1792--MA0731.1.BCL6B	chr7	127922978	127922994	-	0.000	0.000	Merged-chr7-127922827-35
NR589--MA0463.1.Bcl6	chr14	17414438	17414451	+	0.000	0.000	Merged-chr14-17414498-32
NR1301--MA0731.1.BCL6B	chr3	148511210	148511226	+	0.000	0.000	Merged-chr3-148511126-2
NR2012--MA0731.1.BCL6B	chrX	100494214	100494230	-	0.000	0.000	Merged-chrX-100494288-61
NR1824--MA0731.1.BCL6B	chr8	33647223	33647239	+	0.000	0.000	Merged-chr8-33647058-21
NR166--MA0731.1.BCL6B	chr10	7681970	7681986	-	0.000	0.000	Merged-chr10-7681828-7
NR689--MA0731.1.BCL6B	chr15	62482505	62482521	+	0.000	0.000	Merged-chr15-62482463-45
NR1741--MA0463.1.Bcl6	chr7	89147009	89147022	+	0.000	0.000	Merged-chr7-89146936-24
NR285--MA0463.1.Bcl6	chr11	46083685	46083698	+	0.000	0.000	Merged-chr11-46083791-69
NR1186--MA0463.1.Bcl6	chr3	9656577	9656590	+	0.000	0.000	Merged-chr3-9656637-3
NR818--MA0463.1.Bcl6	chr17	28257113	28257126	-	0.000	0.000	Merged-chr17-28256965-58
NR1545--MA0731.1.BCL6B	chr5	138264029	138264045	-	0.000	0.000	Merged-chr5-138263904-55
NR836--MA0463.1.Bcl6	chr17	44436767	44436780	+	0.000	0.000	Merged-chr17-44436820-2
NR1737--MA0463.1.Bcl6	chr7	84143310	84143323	+	0.000	0.000	Merged-chr7-84143230-35
NR40--MA0463.1.Bcl6	chr1	85255087	85255100	-	0.000	0.000	Merged-chr1-85254946-51
NR1240--MA0731.1.BCL6B	chr3	101731254	101731270	-	0.000	0.000	Merged-chr3-101731258-4
NR2017--MA0731.1.BCL6B	chrX	105710855	105710871	+	0.000	0.000	Merged-chrX-105710929-18
NR1088--MA0463.1.Bcl6	chr2	117441216	117441229	+	0.000	0.000	Merged-chr2-117441143-41
NR1755--MA0463.1.Bcl6	chr7	101377953	101377966	+	0.000	0.000	Merged-chr7-101378062-62
NR299--MA0463.1.Bcl6	chr11	62187405	62187418	+	0.000	0.000	Merged-chr11-62187254-10
NR1661--MA0463.1.Bcl6	chr6	135011564	135011577	-	0.000	0.000	Merged-chr6-135011680-51
NR1509--MA0463.1.Bcl6	chr5	114194318	114194331	+	0.000	0.000	Merged-chr5-114194325-12
NR1988--MA0463.1.Bcl6	chr9	119068015	119068028	-	0.000	0.000	Merged-chr9-119067852-20
NR1200--MA0463.1.Bcl6	chr3	51226851	51226864	+	0.000	0.000	Merged-chr3-51226819-40
NR890--MA0463.1.Bcl6	chr18	36726052	36726065	+	0.000	0.000	Merged-chr18-36726027-47
NR1433--MA0463.1.Bcl6	chr4	149889170	149889183	-	0.000	0.000	Merged-chr4-149889246-22
NR1639--MA0463.1.Bcl6	chr6	119479228	119479241	-	0.000	0.000	Merged-chr6-119479144-6
NR137--MA0731.1.BCL6B	chr1	182163153	182163169	+	0.000	0.000	Merged-chr1-182163114-26
NR1451--MA0463.1.Bcl6	chr5	23844215	23844228	-	0.000	0.000	Merged-chr5-23844143-49
NR662--MA0463.1.Bcl6	chr15	3213993	3214006	+	0.000	0.000	Merged-chr15-3213823-14
NR90--MA0463.1.Bcl6	chr1	159390151	159390164	-	0.000	0.000	Merged-chr1-159390218-34
NR1083--MA0731.1.BCL6B	chr2	112676831	112676847	+	0.000	0.000	Merged-chr2-112676754-32
NR1625--MA0731.1.BCL6B	chr6	99239545	99239561	-	0.000	0.000	Merged-chr6-99239588-1
NR658--MA0463.1.Bcl6	chr14	121963672	121963685	-	0.000	0.000	Merged-chr14-121963751-61
NR1353--MA0463.1.Bcl6	chr4	88179562	88179575	-	0.000	0.000	Merged-chr4-88179548-21
NR129--MA0731.1.BCL6B	chr1	178187462	178187478	+	0.000	0.000	Merged-chr1-178187385-1
NR701--MA0731.1.BCL6B	chr15	73629443	73629459	+	0.000	0.000	Merged-chr15-73629517-1
NR81--MA0731.1.BCL6B	chr1	153559668	153559684	-	0.000	0.000	Merged-chr1-153559503-28
NR318--MA0463.1.Bcl6	chr11	79827221	79827234	-	0.000	0.000	Merged-chr11-79827219-10
NR1909--MA0731.1.BCL6B	chr9	33030733	33030749	-	0.000	0.000	Merged-chr9-33030819-6
NR791--MA0731.1.BCL6B	chr16	91443358	91443374	+	0.000	0.000	Merged-chr16-91443415-25
NR1595--MA0463.1.Bcl6	chr6	55203370	55203383	-	0.000	0.000	Merged-chr6-55203382-17
NR1237--MA0463.1.Bcl6	chr3	97971364	97971377	+	0.000	0.000	Merged-chr3-97971358-25
NR1904--MA0463.1.Bcl6	chr9	20581378	20581391	-	0.000	0.000	Merged-chr9-20581482-47
NR448--MA0463.1.Bcl6	chr12	107992791	107992804	-	0.000	0.000	Merged-chr12-107992676-1
NR1694--MA0731.1.BCL6B	chr7	16874381	16874397	-	0.000	0.000	Merged-chr7-16874249-24
NR1965--MA0731.1.BCL6B	chr9	98979824	98979840	-	0.000	0.000	Merged-chr9-98979931-56
NR260--MA0463.1.Bcl6	chr10	122696518	122696531	+	0.000	0.000	Merged-chr10-122696439-5
NR466--MA0463.1.Bcl6	chr12	117845122	117845135	-	0.000	0.000	Merged-chr12-117845075-15
NR1822--MA0731.1.BCL6B	chr8	13986372	13986388	-	0.000	0.000	Merged-chr8-13986527-3
NR1346--MA0731.1.BCL6B	chr4	63849278	63849294	-	0.000	0.000	Merged-chr4-63849353-15
NR1216--MA0731.1.BCL6B	chr3	78890029	78890045	-	0.000	0.000	Merged-chr3-78890015-28
NR783--MA0731.1.BCL6B	chr16	76323590	76323606	-	0.000	0.000	Merged-chr16-76323771-64
NR1944--MA0731.1.BCL6B	chr9	75546996	75547012	-	0.000	0.000	Merged-chr9-75547182-41
NR1325--MA0731.1.BCL6B	chr4	35224081	35224097	+	0.000	0.000	Merged-chr4-35224278-27
NR162--MA0463.1.Bcl6	chr1	194626193	194626206	-	0.000	0.000	Merged-chr1-194626204-2
NR274--MA0463.1.Bcl6	chr11	22936719	22936732	-	0.000	0.000	Merged-chr11-22936648-30
NR1287--MA0463.1.Bcl6	chr3	137955595	137955608	+	0.000	0.000	Merged-chr3-137955835-60
NR1399--MA0463.1.Bcl6	chr4	132843297	132843310	+	0.000	0.000	Merged-chr4-132843203-52
NR871--MA0731.1.BCL6B	chr17	86301371	86301387	-	0.000	0.000	Merged-chr17-86301226-81
NR834--MA0463.1.Bcl6	chr17	35861169	35861182	+	0.000	0.000	Merged-chr17-35861437-48
NR1827--MA0731.1.BCL6B	chr8	46543352	46543368	+	0.000	0.000	Merged-chr8-46543326-23
NR1059--MA0463.1.Bcl6	chr2	75055298	75055311	+	0.000	0.000	Merged-chr2-75055098-51
NR1142--MA0731.1.BCL6B	chr2	147876299	147876315	-	0.000	0.000	Merged-chr2-147876233-5
NR1990--MA0463.1.Bcl6	chr9	120140752	120140765	-	0.000	0.000	Merged-chr9-120140845-26
NR632--MA0731.1.BCL6B	chr14	69146607	69146623	-	0.000	0.000	Merged-chr14-69146788-20
NR470--MA0731.1.BCL6B	chr12	118101514	118101530	-	0.000	0.000	Merged-chr12-118101555-6
NR1806--MA0731.1.BCL6B	chr7	139119650	139119666	-	0.000	0.000	Merged-chr7-139119627-26
NR736--MA0463.1.Bcl6	chr16	10844226	10844239	-	0.000	0.000	Merged-chr16-10844299-63
NR521--MA0463.1.Bcl6	chr13	55432381	55432394	-	0.000	0.000	Merged-chr13-55432438-56
NR1995--MA0463.1.Bcl6	chr9	124067879	124067892	-	0.000	0.000	Merged-chr9-124067880-5
NR651--MA0463.1.Bcl6	chr14	118109877	118109890	+	0.000	0.000	Merged-chr14-118109992-14
NR972--MA0731.1.BCL6B	chr19	34290519	34290535	-	0.000	0.000	Merged-chr19-34290594-61
NR772--MA0463.1.Bcl6	chr16	55822246	55822259	-	0.000	0.000	Merged-chr16-55822144-53
NR1038--MA0731.1.BCL6B	chr2	53088802	53088818	-	0.000	0.000	Merged-chr2-53088913-36
NR1664--MA0463.1.Bcl6	chr6	136422639	136422652	+	0.000	0.000	Merged-chr6-136422610-10
NR210--MA0731.1.BCL6B	chr10	83719158	83719174	-	0.000	0.000	Merged-chr10-83719047-59
NR1--MA0463.1.Bcl6	chr1	6454138	6454151	+	0.000	0.000	Merged-chr1-6454252-50
NR1212--MA0463.1.Bcl6	chr3	68543285	68543298	-	0.000	0.000	Merged-chr3-68543251-15
NR996--MA0463.1.Bcl6	chr2	5841044	5841057	+	0.000	0.000	Merged-chr2-5840978-13
NR985--MA0731.1.BCL6B	chr19	46014589	46014605	+	0.000	0.000	Merged-chr19-46014734-21
NR1324--MA0463.1.Bcl6	chr4	35130578	35130591	+	0.000	0.000	Merged-chr4-35130648-17
NR1113--MA0731.1.BCL6B	chr2	132131470	132131486	-	0.000	0.000	Merged-chr2-132131548-24
NR674--MA0463.1.Bcl6	chr15	38284095	38284108	+	0.000	0.000	Merged-chr15-38283996-39
NR307--MA0463.1.Bcl6	chr11	70473508	70473521	+	0.000	0.000	Merged-chr11-70473545-6
NR1360--MA0463.1.Bcl6	chr4	97751575	97751588	-	0.000	0.000	Merged-chr4-97751611-100
NR1002--MA0463.1.Bcl6	chr2	18765846	18765859	+	0.000	0.000	Merged-chr2-18765910-35
NR1011--MA0463.1.Bcl6	chr2	33853628	33853641	+	0.000	0.000	Merged-chr2-33853667-12
NR1487--MA0731.1.BCL6B	chr5	92964846	92964862	+	0.000	0.000	Merged-chr5-92964665-18
NR343--MA0463.1.Bcl6	chr11	99105277	99105290	-	0.000	0.000	Merged-chr11-99105109-62
NR1867--MA0731.1.BCL6B	chr8	95081038	95081054	+	0.000	0.000	Merged-chr8-95081024-85
NR1244--MA0463.1.Bcl6	chr3	104968184	104968197	+	0.000	0.000	Merged-chr3-104968115-29
NR1150--MA0463.1.Bcl6	chr2	158794586	158794599	+	0.000	0.000	Merged-chr2-158794730-73
NR1105--MA0731.1.BCL6B	chr2	128698283	128698299	-	0.000	0.000	Merged-chr2-128698451-42
NR576--MA0463.1.Bcl6	chr13	111655971	111655984	+	0.000	0.000	Merged-chr13-111655949-74
NR361--MA0463.1.Bcl6	chr11	109671896	109671909	+	0.000	0.000	Merged-chr11-109672054-52
NR1262--MA0463.1.Bcl6	chr3	121570749	121570762	+	0.000	0.000	Merged-chr3-121570822-16
NR1628--MA0731.1.BCL6B	chr6	99432932	99432948	+	0.000	0.000	Merged-chr6-99433049-65
NR1280--MA0463.1.Bcl6	chr3	135610584	135610597	+	0.000	0.000	Merged-chr3-135610468-43
NR366--MA0463.1.Bcl6	chr11	114151022	114151035	+	0.000	0.000	Merged-chr11-114150915-1
NR97--MA0731.1.BCL6B	chr1	164562790	164562806	+	0.000	0.000	Merged-chr1-164562687-1
NR303--MA0731.1.BCL6B	chr11	68432706	68432722	+	0.000	0.000	Merged-chr11-68432875-7
NR284--MA0731.1.BCL6B	chr11	43174465	43174481	+	0.000	0.000	Merged-chr11-43174624-53
NR1070--MA0463.1.Bcl6	chr2	85034257	85034270	-	0.000	0.000	Merged-chr2-85034309-17
NR412--MA0731.1.BCL6B	chr12	82470805	82470821	+	0.000	0.000	Merged-chr12-82470743-2
NR1276--MA0463.1.Bcl6	chr3	131347974	131347987	+	0.000	0.000	Merged-chr3-131347955-2
NR63--MA0731.1.BCL6B	chr1	131110832	131110848	-	0.000	0.000	Merged-chr1-131110812-66
NR1397--MA0463.1.Bcl6	chr4	130931051	130931064	+	0.000	0.000	Merged-chr4-130930977-2
NR1182--MA0463.1.Bcl6	chr2	180347333	180347346	+	0.000	0.000	Merged-chr2-180347205-36
NR4--MA0731.1.BCL6B	chr1	20740780	20740796	-	0.000	0.000	Merged-chr1-20740658-39
NR250--MA0731.1.BCL6B	chr10	117665899	117665915	+	0.000	0.000	Merged-chr10-117665862-11
NR773--MA0731.1.BCL6B	chr16	55951631	55951647	-	0.000	0.000	Merged-chr16-55951395-55
NR1729--MA0731.1.BCL6B	chr7	74357249	74357265	-	0.000	0.000	Merged-chr7-74357288-11
NR935--MA0463.1.Bcl6	chr18	83445454	83445467	-	0.000	0.000	Merged-chr18-83445634-2
NR1066--MA0463.1.Bcl6	chr2	79698323	79698336	+	0.000	0.000	Merged-chr2-79698404-21
NR1742--MA0463.1.Bcl6	chr7	89500188	89500201	-	0.000	0.000	Merged-chr7-89500080-22
NR1948--MA0463.1.Bcl6	chr9	81864078	81864091	+	0.000	0.000	Merged-chr9-81863870-55
NR953--MA0463.1.Bcl6	chr19	10948767	10948780	-	0.000	0.000	Merged-chr19-10948684-1
NR914--MA0731.1.BCL6B	chr18	67769759	67769775	-	0.000	0.000	Merged-chr18-67769814-3
NR1057--MA0731.1.BCL6B	chr2	70091934	70091950	-	0.000	0.000	Merged-chr2-70091832-100
NR1608--MA0463.1.Bcl6	chr6	72401946	72401959	-	0.000	0.000	Merged-chr6-72402055-12
NR971--MA0463.1.Bcl6	chr19	34290522	34290535	+	0.000	0.000	Merged-chr19-34290594-61
NR613--MA0463.1.Bcl6	chr14	54171041	54171054	-	0.000	0.000	Merged-chr14-54170918-9
NR133--MA0731.1.BCL6B	chr1	180264979	180264995	+	0.000	0.000	Merged-chr1-180265063-87
NR799--MA0731.1.BCL6B	chr16	96159265	96159281	+	0.000	0.000	Merged-chr16-96159452-59
NR819--MA0463.1.Bcl6	chr17	28512336	28512349	+	0.000	0.000	Merged-chr17-28512509-7
NR1872--MA0463.1.Bcl6	chr8	105855013	105855026	-	0.000	0.000	Merged-chr8-105855087-69
NR631--MA0463.1.Bcl6	chr14	69146610	69146623	+	0.000	0.000	Merged-chr14-69146788-20
NR1890--MA0463.1.Bcl6	chr8	126824746	126824759	-	0.000	0.000	Merged-chr8-126824669-18
NR1288--MA0731.1.BCL6B	chr3	139064354	139064370	+	0.000	0.000	Merged-chr3-139064319-48
NR855--MA0463.1.Bcl6	chr17	71598725	71598738	+	0.000	0.000	Merged-chr17-71598732-66
NR761--MA0463.1.Bcl6	chr16	33560457	33560470	+	0.000	0.000	Merged-chr16-33560481-14
NR515--MA0463.1.Bcl6	chr13	45850823	45850836	+	0.000	0.000	Merged-chr13-45850664-56
NR539--MA0731.1.BCL6B	chr13	75227772	75227788	+	0.000	0.000	Merged-chr13-75227796-31
NR1429--MA0731.1.BCL6B	chr4	147848496	147848512	-	0.000	0.000	Merged-chr4-147848412-69
NR1434--MA0463.1.Bcl6	chr4	150799032	150799045	-	0.000	0.000	Merged-chr4-150799073-80
NR919--MA0731.1.BCL6B	chr18	75030878	75030894	+	0.000	0.000	Merged-chr18-75031147-33
NR1658--MA0463.1.Bcl6	chr6	131276621	131276634	-	0.000	0.000	Merged-chr6-131276753-31
NR181--MA0731.1.BCL6B	chr10	39133922	39133938	+	0.000	0.000	Merged-chr10-39134020-55
NR887--MA0463.1.Bcl6	chr18	23913412	23913425	+	0.000	0.000	Merged-chr18-23913382-65
NR91--MA0463.1.Bcl6	chr1	159938581	159938594	+	0.000	0.000	Merged-chr1-159938641-24
NR1961--MA0731.1.BCL6B	chr9	94668747	94668763	+	0.000	0.000	Merged-chr9-94668774-42
NR1233--MA0463.1.Bcl6	chr3	97297577	97297590	+	0.000	0.000	Merged-chr3-97297834-52
NR453--MA0463.1.Bcl6	chr12	111377097	111377110	-	0.000	0.000	Merged-chr12-111377192-1
NR659--MA0463.1.Bcl6	chr14	122035964	122035977	-	0.000	0.000	Merged-chr14-122036030-34
NR1007--MA0731.1.BCL6B	chr2	29666834	29666850	+	0.000	0.000	Merged-chr2-29666836-9
NR1354--MA0463.1.Bcl6	chr4	89178165	89178178	+	0.000	0.000	Merged-chr4-89178152-23
NR677--MA0463.1.Bcl6	chr15	53414979	53414992	-	0.000	0.000	Merged-chr15-53415050-1
NR225--MA0463.1.Bcl6	chr10	97160662	97160675	+	0.000	0.000	Merged-chr10-97160540-38
NR444--MA0731.1.BCL6B	chr12	104750163	104750179	-	0.000	0.000	Merged-chr12-104750134-9
NR2001--MA0463.1.Bcl6	chrX	12041641	12041654	-	0.000	0.000	Merged-chrX-12041677-9
NR449--MA0463.1.Bcl6	chr12	108903011	108903024	-	0.000	0.000	Merged-chr12-108903153-23
NR619--MA0731.1.BCL6B	chr14	62879606	62879622	-	0.000	0.000	Merged-chr14-62879632-33
NR140--MA0463.1.Bcl6	chr1	182540360	182540373	+	0.000	0.000	Merged-chr1-182540440-3
NR1256--MA0463.1.Bcl6	chr3	108726571	108726584	-	0.000	0.000	Merged-chr3-108726514-23
NR186--MA0731.1.BCL6B	chr10	43519995	43520011	+	0.000	0.000	Merged-chr10-43520023-14
NR728--MA0731.1.BCL6B	chr15	97963454	97963470	-	0.000	0.000	Merged-chr15-97963529-3
NR109--MA0463.1.Bcl6	chr1	170853712	170853725	+	0.000	0.000	Merged-chr1-170853758-47
NR373--MA0463.1.Bcl6	chr11	116377272	116377285	-	0.000	0.000	Merged-chr11-116377399-54
NR566--MA0731.1.BCL6B	chr13	106998766	106998782	-	0.000	0.000	Merged-chr13-106998870-40
NR391--MA0463.1.Bcl6	chr12	35799388	35799401	-	0.000	0.000	Merged-chr12-35799508-49
NR1807--MA0463.1.Bcl6	chr7	139129150	139129163	-	0.000	0.000	Merged-chr7-139129161-42
NR1932--MA0731.1.BCL6B	chr9	65549845	65549861	+	0.000	0.000	Merged-chr9-65550028-15
NR2015--MA0463.1.Bcl6	chrX	101369227	101369240	-	0.000	0.000	Merged-chrX-101369155-35
NR1158--MA0463.1.Bcl6	chr2	167505401	167505414	-	0.000	0.000	Merged-chr2-167505349-52
NR1825--MA0463.1.Bcl6	chr8	33903000	33903013	-	0.000	0.000	Merged-chr8-33902890-33
NR287--MA0731.1.BCL6B	chr11	48928314	48928330	+	0.000	0.000	Merged-chr11-48928222-10
NR1503--MA0463.1.Bcl6	chr5	110653365	110653378	+	0.000	0.000	Merged-chr5-110653386-72
NR1973--MA0463.1.Bcl6	chr9	105643038	105643051	+	0.000	0.000	Merged-chr9-105643016-54
NR1400--MA0463.1.Bcl6	chr4	133169722	133169735	-	0.000	0.000	Merged-chr4-133169752-57
NR620--MA0463.1.Bcl6	chr14	62928209	62928222	-	0.000	0.000	Merged-chr14-62928345-50
NR2029--MA0463.1.Bcl6	chrX	159189449	159189462	+	0.000	0.000	Merged-chrX-159189448-11
NR177--MA0463.1.Bcl6	chr10	28696626	28696639	-	0.000	0.000	Merged-chr10-28696715-18
NR1651--MA0463.1.Bcl6	chr6	127240322	127240335	+	0.000	0.000	Merged-chr6-127240470-92
NR719--MA0463.1.Bcl6	chr15	91664497	91664510	+	0.000	0.000	Merged-chr15-91664603-13
NR1405--MA0463.1.Bcl6	chr4	134767951	134767964	-	0.000	0.000	Merged-chr4-134767796-55
NR1903--MA0731.1.BCL6B	chr9	13509739	13509755	-	0.000	0.000	Merged-chr9-13509807-24
NR26--MA0463.1.Bcl6	chr1	60977868	60977881	-	0.000	0.000	Merged-chr1-60977872-47
NR1996--MA0463.1.Bcl6	chr9	124068594	124068607	-	0.000	0.000	Merged-chr9-124068612-53
NR849--MA0463.1.Bcl6	chr17	66101675	66101688	+	0.000	0.000	Merged-chr17-66101673-100
NR1893--MA0463.1.Bcl6	chr8	127178789	127178802	+	0.000	0.000	Merged-chr8-127178768-26
NR746--MA0463.1.Bcl6	chr16	18127358	18127371	-	0.000	0.000	Merged-chr16-18127553-42
NR245--MA0731.1.BCL6B	chr10	115184854	115184870	-	0.000	0.000	Merged-chr10-115184922-20
NR652--MA0463.1.Bcl6	chr14	121000901	121000914	+	0.000	0.000	Merged-chr14-121000827-24
NR1768--MA0463.1.Bcl6	chr7	110796785	110796798	+	0.000	0.000	Merged-chr7-110796753-46
NR1553--MA0463.1.Bcl6	chr5	143485210	143485223	-	0.000	0.000	Merged-chr5-143485209-17
NR62--MA0463.1.Bcl6	chr1	131010627	131010640	-	0.000	0.000	Merged-chr1-131010715-50
NR885--MA0463.1.Bcl6	chr18	6764930	6764943	-	0.000	0.000	Merged-chr18-6765110-70
NR529--MA0731.1.BCL6B	chr13	66905343	66905359	-	0.000	0.000	Merged-chr13-66905214-64
NR1592--MA0731.1.BCL6B	chr6	51330267	51330283	-	0.000	0.000	Merged-chr6-51330461-17
NR80--MA0463.1.Bcl6	chr1	153091931	153091944	+	0.000	0.000	Merged-chr1-153092020-1
NR367--MA0731.1.BCL6B	chr11	114151019	114151035	-	0.000	0.000	Merged-chr11-114150915-1
NR1101--MA0731.1.BCL6B	chr2	127310291	127310307	-	0.000	0.000	Merged-chr2-127310323-17
NR128--MA0731.1.BCL6B	chr1	178182416	178182432	+	0.000	0.000	Merged-chr1-178182458-49
NR1985--MA0731.1.BCL6B	chr9	118099591	118099607	-	0.000	0.000	Merged-chr9-118099608-24
NR1571--MA0731.1.BCL6B	chr6	15793395	15793411	-	0.000	0.000	Merged-chr6-15793359-107
NR85--MA0463.1.Bcl6	chr1	155050360	155050373	-	0.000	0.000	Merged-chr1-155050378-11
NR232--MA0463.1.Bcl6	chr10	105322145	105322158	-	0.000	0.000	Merged-chr10-105322037-2
NR1693--MA0731.1.BCL6B	chr7	7130893	7130909	+	0.000	0.000	Merged-chr7-7130705-50
NR577--MA0463.1.Bcl6	chr13	114932010	114932023	-	0.000	0.000	Merged-chr13-114931861-78
NR362--MA0463.1.Bcl6	chr11	109758841	109758854	+	0.000	0.000	Merged-chr11-109758787-36
NR1183--MA0731.1.BCL6B	chr2	180456447	180456463	+	0.000	0.000	Merged-chr2-180456418-79
NR1725--MA0731.1.BCL6B	chr7	68286116	68286132	-	0.000	0.000	Merged-chr7-68286059-41
NR474--MA0463.1.Bcl6	chr12	118748823	118748836	+	0.000	0.000	Merged-chr12-118748944-2
NR1375--MA0463.1.Bcl6	chr4	116004168	116004181	-	0.000	0.000	Merged-chr4-116004315-26
NR99--MA0463.1.Bcl6	chr1	164974106	164974119	+	0.000	0.000	Merged-chr1-164974050-5
NR349--MA0463.1.Bcl6	chr11	101658403	101658416	-	0.000	0.000	Merged-chr11-101658454-78
NR1702--MA0463.1.Bcl6	chr7	30198779	30198792	+	0.000	0.000	Merged-chr7-30198838-17
NR1738--MA0731.1.BCL6B	chr7	84143307	84143323	-	0.000	0.000	Merged-chr7-84143230-35
