#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR4631--MA0037.3.GATA3	chr18	6484970	6484977	-	0.000	0.000	Merged-chr18-6484878-33
NR2141--MA0140.2.GATA1::TAL1	chr12	81595270	81595287	-	0.000	0.000	Merged-chr12-81595167-52
NR3186--MA0037.3.GATA3	chr14	66241477	66241484	-	0.000	0.000	Merged-chr14-66241484-22
NR5105--MA0036.3.GATA2	chr19	58376992	58377002	-	0.000	0.000	Merged-chr19-58376963-7
NR3687--MA0766.1.GATA5	chr15	76231139	76231146	+	0.000	0.000	Merged-chr15-76231095-16
NR9477--MA0037.3.GATA3	chr9	13466584	13466591	+	0.000	0.000	Merged-chr9-13466686-68
NR3754--MA0482.1.Gata4	chr15	97831564	97831574	+	0.000	0.000	Merged-chr15-97831393-88
NR2584--MA0037.3.GATA3	chr13	59585438	59585445	-	0.000	0.000	Merged-chr13-59585318-80
NR7908--MA0482.1.Gata4	chr6	29229407	29229417	-	0.000	0.000	Merged-chr6-29229534-5
NR4369--MA0482.1.Gata4	chr17	32350601	32350611	+	0.000	0.000	Merged-chr17-32350599-47
NR7680--MA0482.1.Gata4	chr5	105699707	105699717	-	0.000	0.000	Merged-chr5-105699890-8
NR9810--MA1104.1.GATA6	chrX	7421266	7421278	+	0.000	0.000	Merged-chrX-7421154-31
NR1765--MA0140.2.GATA1::TAL1	chr11	110919281	110919298	-	0.000	0.000	Merged-chr11-110919203-38
NR7287--MA0037.3.GATA3	chr5	15470117	15470124	-	0.000	0.000	Merged-chr5-15470199-54
NR8109--MA0482.1.Gata4	chr6	66252375	66252385	+	0.000	0.000	Merged-chr6-66252273-1
NR7112--MA0036.3.GATA2	chr4	126677481	126677491	-	0.000	0.000	Merged-chr4-126677717-65
NR9416--MA0035.3.Gata1	chr8	124520719	124520729	+	0.000	0.000	Merged-chr8-124520851-52
NR9695--MA0140.2.GATA1::TAL1	chr9	84466002	84466019	-	0.000	0.000	Merged-chr9-84466111-2
NR1519--MA0036.3.GATA2	chr11	6528674	6528684	-	0.000	0.000	Merged-chr11-6528717-51
NR6446--MA1104.1.GATA6	chr3	135515338	135515350	-	0.000	0.000	Merged-chr3-135515494-6
NR1140--MA0035.3.Gata1	chr10	69168673	69168683	+	0.000	0.000	Merged-chr10-69168741-15
NR5142--MA0482.1.Gata4	chr2	13132683	13132693	-	0.000	0.000	Merged-chr2-13132891-60
NR9896--MA0482.1.Gata4	chrX	114474360	114474370	-	0.000	0.000	Merged-chrX-114474330-36
NR2288--MA0482.1.Gata4	chr12	105019701	105019711	+	0.000	0.000	Merged-chr12-105019829-37
NR6717--MA0037.3.GATA3	chr4	19923452	19923459	+	0.000	0.000	Merged-chr4-19923492-7
NR4100--MA0037.3.GATA3	chr16	78265278	78265285	-	0.000	0.000	Merged-chr16-78265078-57
NR3959--MA1104.1.GATA6	chr16	48760674	48760686	-	0.000	0.000	Merged-chr16-48760801-13
NR7683--MA0035.3.Gata1	chr5	105699708	105699718	-	0.000	0.000	Merged-chr5-105699890-8
NR1961--MA0037.3.GATA3	chr12	40427691	40427698	+	0.000	0.000	Merged-chr12-40427719-34
NR3750--MA1104.1.GATA6	chr15	97790275	97790287	+	0.000	0.000	Merged-chr15-97790248-21
NR7762--MA0140.2.GATA1::TAL1	chr5	140208921	140208938	-	0.000	0.000	Merged-chr5-140208912-49
NR4418--MA0037.3.GATA3	chr17	45573049	45573056	-	0.000	0.000	Merged-chr17-45573400-189
NR1788--MA0140.2.GATA1::TAL1	chr11	117334306	117334323	-	0.000	0.000	Merged-chr11-117334271-49
NR5564--MA0766.1.GATA5	chr2	122125776	122125783	-	0.000	0.000	Merged-chr2-122125883-8
NR194--MA0037.3.GATA3	chr1	59173180	59173187	+	0.000	0.000	Merged-chr1-59173225-2
NR4094--MA1104.1.GATA6	chr16	77095206	77095218	-	0.000	0.000	Merged-chr16-77095315-45
NR5559--MA0035.3.Gata1	chr2	121457052	121457062	+	0.000	0.000	Merged-chr2-121457132-54
NR9817--MA0036.3.GATA2	chrX	7566382	7566392	+	0.000	0.000	Merged-chrX-7566514-6
NR4528--MA0140.2.GATA1::TAL1	chr17	71491185	71491202	+	0.000	0.000	Merged-chr17-71491103-50
NR6271--MA0140.2.GATA1::TAL1	chr3	96273719	96273736	+	0.000	0.000	Merged-chr3-96273916-38
NR5838--MA0036.3.GATA2	chr2	179369438	179369448	-	0.000	0.000	Merged-chr2-179369287-1
NR8139--MA0140.2.GATA1::TAL1	chr6	70709468	70709485	-	0.000	0.000	Merged-chr6-70709572-48
NR3074--MA0482.1.Gata4	chr14	30675115	30675125	-	0.000	0.000	Merged-chr14-30675172-26
NR7548--MA0140.2.GATA1::TAL1	chr5	65901067	65901084	-	0.000	0.000	Merged-chr5-65901111-39
NR7290--MA0036.3.GATA2	chr5	15470116	15470126	+	0.000	0.000	Merged-chr5-15470199-54
NR9907--MA0482.1.Gata4	chrX	134601054	134601064	+	0.000	0.000	Merged-chrX-134601254-82
NR9722--MA0035.3.Gata1	chr9	90301325	90301335	+	0.000	0.000	Merged-chr9-90301276-26
NR715--MA0037.3.GATA3	chr1	164494819	164494826	+	0.000	0.000	Merged-chr1-164494906-11
NR3387--MA0766.1.GATA5	chr14	118796306	118796313	-	0.000	0.000	Merged-chr14-118796395-16
NR6249--MA0140.2.GATA1::TAL1	chr3	86635973	86635990	-	0.000	0.000	Merged-chr3-86635879-25
NR4487--MA0037.3.GATA3	chr17	65954138	65954145	-	0.000	0.000	Merged-chr17-65954196-36
NR282--MA0037.3.GATA3	chr1	74239441	74239448	+	0.000	0.000	Merged-chr1-74239577-59
NR9806--MA0766.1.GATA5	chr9	123928903	123928910	-	0.000	0.000	Merged-chr9-123928756-104
NR7845--MA0036.3.GATA2	chr6	8365160	8365170	+	0.000	0.000	Merged-chr6-8365103-3
NR5937--MA0140.2.GATA1::TAL1	chr3	27067436	27067453	-	0.000	0.000	Merged-chr3-27067455-6
NR6720--MA0036.3.GATA2	chr4	19923450	19923460	-	0.000	0.000	Merged-chr4-19923492-7
NR2297--MA0037.3.GATA3	chr12	107139203	107139210	+	0.000	0.000	Merged-chr12-107139139-48
NR76--MA0036.3.GATA2	chr1	14514551	14514561	-	0.000	0.000	Merged-chr1-14514684-1
NR3962--MA0140.2.GATA1::TAL1	chr16	48760861	48760878	-	0.000	0.000	Merged-chr16-48760801-13
NR3851--MA0037.3.GATA3	chr16	20930013	20930020	-	0.000	0.000	Merged-chr16-20930100-26
NR7688--MA0035.3.Gata1	chr5	109997108	109997118	-	0.000	0.000	Merged-chr5-109997231-2
NR1777--MA0035.3.Gata1	chr11	115564107	115564117	-	0.000	0.000	Merged-chr11-115564290-52
NR7909--MA1104.1.GATA6	chr6	29229407	29229419	+	0.000	0.000	Merged-chr6-29229534-5
NR8880--MA0766.1.GATA5	chr7	101504104	101504111	-	0.000	0.000	Merged-chr7-101503907-73
NR3685--MA0482.1.Gata4	chr15	76231136	76231146	-	0.000	0.000	Merged-chr15-76231095-16
NR7773--MA0482.1.Gata4	chr5	148596595	148596605	+	0.000	0.000	Merged-chr5-148596681-29
NR7681--MA1104.1.GATA6	chr5	105699707	105699719	+	0.000	0.000	Merged-chr5-105699890-8
NR6581--MA0766.1.GATA5	chr3	152929753	152929760	-	0.000	0.000	Merged-chr3-152929727-94
NR3149--MA0037.3.GATA3	chr14	55724754	55724761	+	0.000	0.000	Merged-chr14-55724704-52
NR3812--MA0140.2.GATA1::TAL1	chr16	7768613	7768630	+	0.000	0.000	Merged-chr16-7768660-2
NR4161--MA0037.3.GATA3	chr16	89595948	89595955	+	0.000	0.000	Merged-chr16-89595892-3
NR3175--MA0482.1.Gata4	chr14	62342731	62342741	-	0.000	0.000	Merged-chr14-62342844-35
NR8315--MA0037.3.GATA3	chr6	124750614	124750621	+	0.000	0.000	Merged-chr6-124750623-14
NR8296--MA0037.3.GATA3	chr6	122742624	122742631	-	0.000	0.000	Merged-chr6-122742614-91
NR2905--MA0766.1.GATA5	chr13	113580117	113580124	+	0.000	0.000	Merged-chr13-113580257-62
NR9897--MA1104.1.GATA6	chrX	114474360	114474372	+	0.000	0.000	Merged-chrX-114474330-36
NR2289--MA1104.1.GATA6	chr12	105019699	105019711	-	0.000	0.000	Merged-chr12-105019829-37
NR6198--MA0482.1.Gata4	chr3	81102401	81102411	+	0.000	0.000	Merged-chr3-81102418-9
NR3688--MA0035.3.Gata1	chr15	76231137	76231147	-	0.000	0.000	Merged-chr15-76231095-16
NR8602--MA0035.3.Gata1	chr7	12987629	12987639	-	0.000	0.000	Merged-chr7-12987633-12
NR8262--MA0037.3.GATA3	chr6	108532094	108532101	+	0.000	0.000	Merged-chr6-108531954-46
NR3249--MA0766.1.GATA5	chr14	87439913	87439920	-	0.000	0.000	Merged-chr14-87439901-5
NR5477--MA0035.3.Gata1	chr2	102975817	102975827	-	0.000	0.000	Merged-chr2-102975832-14
NR3696--MA0036.3.GATA2	chr15	80590804	80590814	-	0.000	0.000	Merged-chr15-80590747-44
NR3178--MA0035.3.Gata1	chr14	62342732	62342742	-	0.000	0.000	Merged-chr14-62342844-35
NR1666--MA0140.2.GATA1::TAL1	chr11	66906100	66906117	-	0.000	0.000	Merged-chr11-66906049-23
NR5086--MA0482.1.Gata4	chr19	46620060	46620070	-	0.000	0.000	Merged-chr19-46620252-57
NR8546--MA0037.3.GATA3	chr6	144987415	144987422	+	0.000	0.000	Merged-chr6-144987357-14
NR7545--MA0036.3.GATA2	chr5	65867407	65867417	+	0.000	0.000	Merged-chr5-65867573-52
NR5256--MA0766.1.GATA5	chr2	45972084	45972091	-	0.000	0.000	Merged-chr2-45972102-2
NR3713--MA0037.3.GATA3	chr15	91578252	91578259	-	0.000	0.000	Merged-chr15-91578192-2
NR9344--MA0766.1.GATA5	chr8	107164414	107164421	-	0.000	0.000	Merged-chr8-107164486-19
NR683--MA0035.3.Gata1	chr1	158177456	158177466	+	0.000	0.000	Merged-chr1-158177392-1
NR7686--MA1104.1.GATA6	chr5	109997107	109997119	+	0.000	0.000	Merged-chr5-109997231-2
NR1124--MA0036.3.GATA2	chr10	67205199	67205209	-	0.000	0.000	Merged-chr10-67205181-43
NR563--MA0482.1.Gata4	chr1	132046414	132046424	-	0.000	0.000	Merged-chr1-132046441-41
NR5565--MA0035.3.Gata1	chr2	122125775	122125785	+	0.000	0.000	Merged-chr2-122125883-8
NR9838--MA0482.1.Gata4	chrX	17590884	17590894	+	0.000	0.000	Merged-chrX-17590800-11
NR2367--MA0140.2.GATA1::TAL1	chr13	5408608	5408625	-	0.000	0.000	Merged-chr13-5408640-54
NR1028--MA0036.3.GATA2	chr10	43758227	43758237	+	0.000	0.000	Merged-chr10-43758318-11
NR6449--MA0140.2.GATA1::TAL1	chr3	135515341	135515358	+	0.000	0.000	Merged-chr3-135515494-6
NR8222--MA0036.3.GATA2	chr6	100011906	100011916	-	0.000	0.000	Merged-chr6-100011850-11
NR528--MA0766.1.GATA5	chr1	125466896	125466903	+	0.000	0.000	Merged-chr1-125466833-56
NR5387--MA0140.2.GATA1::TAL1	chr2	73485538	73485555	+	0.000	0.000	Merged-chr2-73485645-123
NR9804--MA0482.1.Gata4	chr9	123928903	123928913	+	0.000	0.000	Merged-chr9-123928756-104
NR1195--MA0482.1.Gata4	chr10	81137369	81137379	+	0.000	0.000	Merged-chr10-81137276-7
NR1737--MA0482.1.Gata4	chr11	100545861	100545871	+	0.000	0.000	Merged-chr11-100545700-39
NR5462--MA1104.1.GATA6	chr2	98665145	98665157	+	0.000	0.000	Merged-chr2-98665090-39
NR4179--MA0037.3.GATA3	chr16	93918466	93918473	-	0.000	0.000	Merged-chr16-93918388-61
NR4633--MA0766.1.GATA5	chr18	6484970	6484977	-	0.000	0.000	Merged-chr18-6484878-33
NR6770--MA0766.1.GATA5	chr4	32615369	32615376	-	0.000	0.000	Merged-chr4-32615355-52
NR566--MA0035.3.Gata1	chr1	132046415	132046425	-	0.000	0.000	Merged-chr1-132046441-41
NR5729--MA0482.1.Gata4	chr2	148528050	148528060	-	0.000	0.000	Merged-chr2-148527989-4
NR813--MA0482.1.Gata4	chr1	186713110	186713120	+	0.000	0.000	Merged-chr1-186713074-31
NR3388--MA0035.3.Gata1	chr14	118796305	118796315	+	0.000	0.000	Merged-chr14-118796395-16
NR7774--MA1104.1.GATA6	chr5	148596593	148596605	-	0.000	0.000	Merged-chr5-148596681-29
NR794--MA0482.1.Gata4	chr1	180364121	180364131	+	0.000	0.000	Merged-chr1-180364196-41
NR3176--MA1104.1.GATA6	chr14	62342731	62342743	+	0.000	0.000	Merged-chr14-62342844-35
NR1198--MA0035.3.Gata1	chr10	81137368	81137378	+	0.000	0.000	Merged-chr10-81137276-7
NR8342--MA0037.3.GATA3	chr6	128362492	128362499	-	0.000	0.000	Merged-chr6-128362737-69
NR4092--MA0037.3.GATA3	chr16	77095208	77095215	-	0.000	0.000	Merged-chr16-77095315-45
NR6199--MA1104.1.GATA6	chr3	81102399	81102411	-	0.000	0.000	Merged-chr3-81102418-9
NR816--MA0035.3.Gata1	chr1	186713109	186713119	+	0.000	0.000	Merged-chr1-186713074-31
NR2698--MA0036.3.GATA2	chr13	81659054	81659064	-	0.000	0.000	Merged-chr13-81658891-4
NR1139--MA0766.1.GATA5	chr10	69168674	69168681	-	0.000	0.000	Merged-chr10-69168741-15
NR700--MA1104.1.GATA6	chr1	161707158	161707170	+	0.000	0.000	Merged-chr1-161707270-12
NR9781--MA0037.3.GATA3	chr9	116138613	116138620	-	0.000	0.000	Merged-chr9-116138726-20
NR5733--MA0140.2.GATA1::TAL1	chr2	148528042	148528059	-	0.000	0.000	Merged-chr2-148527989-4
NR8878--MA0037.3.GATA3	chr7	101504104	101504111	-	0.000	0.000	Merged-chr7-101503907-73
NR3181--MA0482.1.Gata4	chr14	66218980	66218990	+	0.000	0.000	Merged-chr14-66218968-32
NR3093--MA0140.2.GATA1::TAL1	chr14	40930159	40930176	+	0.000	0.000	Merged-chr14-40930259-57
NR4867--MA0036.3.GATA2	chr18	62072966	62072976	+	0.000	0.000	Merged-chr18-62072861-2
NR7840--MA0140.2.GATA1::TAL1	chr6	7847066	7847083	+	0.000	0.000	Merged-chr6-7847080-25
NR4182--MA0036.3.GATA2	chr16	93918465	93918475	+	0.000	0.000	Merged-chr16-93918388-61
NR9809--MA0482.1.Gata4	chrX	7421266	7421276	-	0.000	0.000	Merged-chrX-7421154-31
NR4389--MA0037.3.GATA3	chr17	35993989	35993996	-	0.000	0.000	Merged-chr17-35993975-42
NR1507--MA1104.1.GATA6	chr10	130313721	130313733	-	0.000	0.000	Merged-chr10-130313729-35
NR6775--MA0766.1.GATA5	chr4	33110182	33110189	-	0.000	0.000	Merged-chr4-33110299-20
NR2906--MA0035.3.Gata1	chr13	113580115	113580125	-	0.000	0.000	Merged-chr13-113580257-62
NR9156--MA0036.3.GATA2	chr8	34164659	34164669	+	0.000	0.000	Merged-chr8-34164566-26
NR3960--MA0036.3.GATA2	chr16	48760675	48760685	+	0.000	0.000	Merged-chr16-48760801-13
NR4521--MA0140.2.GATA1::TAL1	chr17	70925029	70925046	+	0.000	0.000	Merged-chr17-70924985-48
NR2796--MA0766.1.GATA5	chr13	94381980	94381987	+	0.000	0.000	Merged-chr13-94381981-20
NR2786--MA0036.3.GATA2	chr13	90886326	90886336	-	0.000	0.000	Merged-chr13-90886172-1
NR7025--MA0140.2.GATA1::TAL1	chr4	96591244	96591261	+	0.000	0.000	Merged-chr4-96591096-6
NR9393--MA0037.3.GATA3	chr8	117801966	117801973	+	0.000	0.000	Merged-chr8-117802067-74
NR564--MA1104.1.GATA6	chr1	132046414	132046426	+	0.000	0.000	Merged-chr1-132046441-41
NR266--MA0035.3.Gata1	chr1	66987716	66987726	+	0.000	0.000	Merged-chr1-66987794-41
NR3781--MA0140.2.GATA1::TAL1	chr16	4762238	4762255	-	0.000	0.000	Merged-chr16-4762365-8
NR2101--MA0482.1.Gata4	chr12	73598433	73598443	+	0.000	0.000	Merged-chr12-73598343-51
NR446--MA0766.1.GATA5	chr1	105803095	105803102	+	0.000	0.000	Merged-chr1-105803155-19
NR6122--MA0766.1.GATA5	chr3	60954285	60954292	+	0.000	0.000	Merged-chr3-60954370-10
NR3749--MA0482.1.Gata4	chr15	97790275	97790285	-	0.000	0.000	Merged-chr15-97790248-21
NR1798--MA0482.1.Gata4	chr12	4234234	4234244	+	0.000	0.000	Merged-chr12-4234133-70
NR2547--MA0036.3.GATA2	chr13	41097618	41097628	-	0.000	0.000	Merged-chr13-41097728-40
NR7907--MA0037.3.GATA3	chr6	29229410	29229417	+	0.000	0.000	Merged-chr6-29229534-5
NR5209--MA0036.3.GATA2	chr2	22796697	22796707	-	0.000	0.000	Merged-chr2-22796662-28
NR284--MA0766.1.GATA5	chr1	74239441	74239448	+	0.000	0.000	Merged-chr1-74239577-59
NR8599--MA0037.3.GATA3	chr7	12987631	12987638	+	0.000	0.000	Merged-chr7-12987633-12
NR371--MA0140.2.GATA1::TAL1	chr1	91298271	91298288	-	0.000	0.000	Merged-chr1-91298212-56
NR4368--MA0037.3.GATA3	chr17	32350601	32350608	-	0.000	0.000	Merged-chr17-32350599-47
NR7008--MA0766.1.GATA5	chr4	95197266	95197273	+	0.000	0.000	Merged-chr4-95197383-10
NR1196--MA1104.1.GATA6	chr10	81137367	81137379	-	0.000	0.000	Merged-chr10-81137276-7
NR8777--MA0035.3.Gata1	chr7	72314634	72314644	+	0.000	0.000	Merged-chr7-72314558-78
NR935--MA0766.1.GATA5	chr10	21092871	21092878	-	0.000	0.000	Merged-chr10-21092817-9
NR8108--MA0037.3.GATA3	chr6	66252375	66252382	-	0.000	0.000	Merged-chr6-66252273-1
NR4030--MA0140.2.GATA1::TAL1	chr16	59007369	59007386	-	0.000	0.000	Merged-chr16-59007299-38
NR526--MA0482.1.Gata4	chr1	125466893	125466903	-	0.000	0.000	Merged-chr1-125466833-56
NR7107--MA0036.3.GATA2	chr4	126103848	126103858	+	0.000	0.000	Merged-chr4-126103759-104
NR8609--MA0766.1.GATA5	chr7	19093680	19093687	-	0.000	0.000	Merged-chr7-19093740-100
NR659--MA0035.3.Gata1	chr1	151683047	151683057	+	0.000	0.000	Merged-chr1-151683056-48
NR814--MA1104.1.GATA6	chr1	186713108	186713120	-	0.000	0.000	Merged-chr1-186713074-31
NR4825--MA0036.3.GATA2	chr18	56733837	56733847	-	0.000	0.000	Merged-chr18-56734019-60
NR9895--MA0037.3.GATA3	chrX	114474363	114474370	+	0.000	0.000	Merged-chrX-114474330-36
NR795--MA1104.1.GATA6	chr1	180364119	180364131	-	0.000	0.000	Merged-chr1-180364196-41
NR2287--MA0037.3.GATA3	chr12	105019701	105019708	-	0.000	0.000	Merged-chr12-105019829-37
NR6082--MA0766.1.GATA5	chr3	58622620	58622627	-	0.000	0.000	Merged-chr3-58622670-34
NR4392--MA0036.3.GATA2	chr17	35993988	35993998	+	0.000	0.000	Merged-chr17-35993975-42
NR6200--MA0036.3.GATA2	chr3	81102400	81102410	+	0.000	0.000	Merged-chr3-81102418-9
NR6580--MA1104.1.GATA6	chr3	152929751	152929763	-	0.000	0.000	Merged-chr3-152929727-94
NR4966--MA1104.1.GATA6	chr18	79027924	79027936	-	0.000	0.000	Merged-chr18-79027907-21
NR1520--MA0766.1.GATA5	chr11	6528676	6528683	+	0.000	0.000	Merged-chr11-6528717-51
NR1175--MA1104.1.GATA6	chr10	75424695	75424707	+	0.000	0.000	Merged-chr10-75424715-43
NR1634--MA0140.2.GATA1::TAL1	chr11	55023338	55023355	+	0.000	0.000	Merged-chr11-55023207-51
NR8936--MA0766.1.GATA5	chr7	113419587	113419594	+	0.000	0.000	Merged-chr7-113419557-35
NR3199--MA0482.1.Gata4	chr14	73123961	73123971	-	0.000	0.000	Merged-chr14-73124034-46
NR4803--MA0140.2.GATA1::TAL1	chr18	54482717	54482734	-	0.000	0.000	Merged-chr18-54482664-28
NR3784--MA0140.2.GATA1::TAL1	chr16	5145741	5145758	+	0.000	0.000	Merged-chr16-5145744-25
NR2550--MA0482.1.Gata4	chr13	41948365	41948375	-	0.000	0.000	Merged-chr13-41948463-1
NR2431--MA0035.3.Gata1	chr13	8457040	8457050	+	0.000	0.000	Merged-chr13-8457184-81
NR4482--MA0482.1.Gata4	chr17	64602271	64602281	-	0.000	0.000	Merged-chr17-64602197-17
NR1881--MA0766.1.GATA5	chr12	25013045	25013052	-	0.000	0.000	Merged-chr12-25013214-16
NR6771--MA0035.3.Gata1	chr4	32615368	32615378	+	0.000	0.000	Merged-chr4-32615355-52
NR7910--MA0036.3.GATA2	chr6	29229408	29229418	-	0.000	0.000	Merged-chr6-29229534-5
NR6322--MA0036.3.GATA2	chr3	115693559	115693569	+	0.000	0.000	Merged-chr3-115693579-13
NR4371--MA0036.3.GATA2	chr17	32350600	32350610	+	0.000	0.000	Merged-chr17-32350599-47
NR9389--MA0766.1.GATA5	chr8	117278454	117278461	-	0.000	0.000	Merged-chr8-117278352-17
NR7703--MA0037.3.GATA3	chr5	122145603	122145610	-	0.000	0.000	Merged-chr5-122145635-51
NR4490--MA0766.1.GATA5	chr17	65954138	65954145	-	0.000	0.000	Merged-chr17-65954196-36
NR9906--MA0037.3.GATA3	chrX	134601054	134601061	-	0.000	0.000	Merged-chrX-134601254-82
NR932--MA0140.2.GATA1::TAL1	chr10	19597077	19597094	-	0.000	0.000	Merged-chr10-19597137-35
NR4485--MA0035.3.Gata1	chr17	64602272	64602282	-	0.000	0.000	Merged-chr17-64602197-17
NR4384--MA0036.3.GATA2	chr17	35727168	35727178	-	0.000	0.000	Merged-chr17-35727200-6
NR4190--MA0482.1.Gata4	chr16	95798614	95798624	+	0.000	0.000	Merged-chr16-95798581-80
NR4339--MA0037.3.GATA3	chr17	23797678	23797685	+	0.000	0.000	Merged-chr17-23797661-48
NR2290--MA0036.3.GATA2	chr12	105019700	105019710	+	0.000	0.000	Merged-chr12-105019829-37
NR9115--MA0140.2.GATA1::TAL1	chr8	25017191	25017208	-	0.000	0.000	Merged-chr8-25017163-89
NR8182--MA0482.1.Gata4	chr6	86922089	86922099	+	0.000	0.000	Merged-chr6-86921974-19
NR6834--MA0766.1.GATA5	chr4	53384822	53384829	-	0.000	0.000	Merged-chr4-53384912-31
NR6630--MA0482.1.Gata4	chr3	159509172	159509182	+	0.000	0.000	Merged-chr3-159509158-33
NR2149--MA0037.3.GATA3	chr12	86795966	86795973	+	0.000	0.000	Merged-chr12-86795851-62
NR2794--MA0482.1.Gata4	chr13	94381977	94381987	-	0.000	0.000	Merged-chr13-94381981-20
NR6205--MA0036.3.GATA2	chr3	81201467	81201477	+	0.000	0.000	Merged-chr3-81201582-6
NR4525--MA0036.3.GATA2	chr17	71491183	71491193	+	0.000	0.000	Merged-chr17-71491103-50
NR8613--MA0036.3.GATA2	chr7	19332940	19332950	+	0.000	0.000	Merged-chr7-19332998-44
NR4894--MA0140.2.GATA1::TAL1	chr18	68059335	68059352	+	0.000	0.000	Merged-chr18-68059360-81
NR4193--MA0035.3.Gata1	chr16	95798613	95798623	+	0.000	0.000	Merged-chr16-95798581-80
NR6053--MA0766.1.GATA5	chr3	52298748	52298755	-	0.000	0.000	Merged-chr3-52298855-38
NR6043--MA0036.3.GATA2	chr3	51744641	51744651	+	0.000	0.000	Merged-chr3-51744632-10
NR7772--MA0037.3.GATA3	chr5	148596595	148596602	-	0.000	0.000	Merged-chr5-148596681-29
NR2555--MA0482.1.Gata4	chr13	45371942	45371952	-	0.000	0.000	Merged-chr13-45371918-16
NR6576--MA0766.1.GATA5	chr3	152919363	152919370	-	0.000	0.000	Merged-chr3-152919231-7
NR527--MA1104.1.GATA6	chr1	125466893	125466905	+	0.000	0.000	Merged-chr1-125466833-56
NR9882--MA0035.3.Gata1	chrX	104015322	104015332	-	0.000	0.000	Merged-chrX-104015448-5
NR8869--MA0140.2.GATA1::TAL1	chr7	92903842	92903859	-	0.000	0.000	Merged-chr7-92903803-41
NR1743--MA0766.1.GATA5	chr11	101627409	101627416	-	0.000	0.000	Merged-chr11-101627512-104
NR8432--MA0482.1.Gata4	chr6	134533243	134533253	+	0.000	0.000	Merged-chr6-134533147-7
NR6633--MA0035.3.Gata1	chr3	159509171	159509181	+	0.000	0.000	Merged-chr3-159509158-33
NR6056--MA0036.3.GATA2	chr3	52650274	52650284	+	0.000	0.000	Merged-chr3-52650302-1
NR4632--MA1104.1.GATA6	chr18	6484968	6484980	-	0.000	0.000	Merged-chr18-6484878-33
NR2568--MA0482.1.Gata4	chr13	51738080	51738090	+	0.000	0.000	Merged-chr13-51738268-47
NR1852--MA0766.1.GATA5	chr12	16185623	16185630	-	0.000	0.000	Merged-chr12-16185844-40
NR1669--MA0037.3.GATA3	chr11	70239914	70239921	+	0.000	0.000	Merged-chr11-70239985-43
NR8607--MA0482.1.Gata4	chr7	19093680	19093690	+	0.000	0.000	Merged-chr7-19093740-100
NR6656--MA0482.1.Gata4	chr4	9185019	9185029	-	0.000	0.000	Merged-chr4-9185047-5
NR4976--MA0482.1.Gata4	chr18	84355146	84355156	-	0.000	0.000	Merged-chr18-84355361-12
NR8987--MA0036.3.GATA2	chr7	126822098	126822108	-	0.000	0.000	Merged-chr7-126822065-16
NR4756--MA0036.3.GATA2	chr18	46013366	46013376	-	0.000	0.000	Merged-chr18-46013388-48
NR447--MA0035.3.Gata1	chr1	105803093	105803103	-	0.000	0.000	Merged-chr1-105803155-19
NR6123--MA0035.3.Gata1	chr3	60954283	60954293	-	0.000	0.000	Merged-chr3-60954370-10
NR2558--MA0035.3.Gata1	chr13	45371943	45371953	-	0.000	0.000	Merged-chr13-45371918-16
NR9160--MA0037.3.GATA3	chr8	35250947	35250954	-	0.000	0.000	Merged-chr8-35250826-10
NR6080--MA0482.1.Gata4	chr3	58622620	58622630	+	0.000	0.000	Merged-chr3-58622670-34
NR1542--MA0035.3.Gata1	chr11	11564365	11564375	+	0.000	0.000	Merged-chr11-11564485-53
NR2551--MA1104.1.GATA6	chr13	41948365	41948377	+	0.000	0.000	Merged-chr13-41948463-1
NR4103--MA0036.3.GATA2	chr16	78265277	78265287	+	0.000	0.000	Merged-chr16-78265078-57
NR4483--MA1104.1.GATA6	chr17	64602271	64602283	+	0.000	0.000	Merged-chr17-64602197-17
NR5781--MA0036.3.GATA2	chr2	163229299	163229309	-	0.000	0.000	Merged-chr2-163229277-53
NR197--MA0036.3.GATA2	chr1	59173178	59173188	-	0.000	0.000	Merged-chr1-59173225-2
NR6083--MA0035.3.Gata1	chr3	58622619	58622629	+	0.000	0.000	Merged-chr3-58622670-34
NR3470--MA0140.2.GATA1::TAL1	chr15	12225211	12225228	-	0.000	0.000	Merged-chr15-12225261-2
NR2150--MA1104.1.GATA6	chr12	86795963	86795975	+	0.000	0.000	Merged-chr12-86795851-62
NR2959--MA0036.3.GATA2	chr14	8255425	8255435	+	0.000	0.000	Merged-chr14-8255378-13
NR1640--MA0482.1.Gata4	chr11	59809114	59809124	+	0.000	0.000	Merged-chr11-59809207-3
NR1521--MA0035.3.Gata1	chr11	6528674	6528684	-	0.000	0.000	Merged-chr11-6528717-51
NR2146--MA0482.1.Gata4	chr12	84773040	84773050	+	0.000	0.000	Merged-chr12-84773092-54
NR9805--MA0036.3.GATA2	chr9	123928902	123928912	+	0.000	0.000	Merged-chr9-123928756-104
