#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/Bcl6KO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR2609--MA0684.1.RUNX3	chr13	36808165	36808174	+	0.000	0.000	Merged-chr13-36808291-60
NR3887--MA0002.2.RUNX1	chr16	29579518	29579528	+	0.000	0.000	Merged-chr16-29579520-66
NR8229--MA0002.2.RUNX1	chr6	120199716	120199726	+	0.000	0.000	Merged-chr6-120199707-32
NR2795--MA0684.1.RUNX3	chr13	89889237	89889246	+	0.000	0.000	Merged-chr13-89889254-28
NR558--MA0511.2.RUNX2	chr1	165985849	165985857	+	0.000	0.000	Merged-chr1-165985990-54
NR4869--MA0002.2.RUNX1	chr18	66465023	66465033	-	0.000	0.000	Merged-chr18-66464965-21
NR3473--MA0002.2.RUNX1	chr15	34467873	34467883	+	0.000	0.000	Merged-chr15-34468001-12
NR7290--MA0002.2.RUNX1	chr5	5755246	5755256	-	0.000	0.000	Merged-chr5-5755163-14
NR5881--MA0002.2.RUNX1	chr2	144658003	144658013	-	0.000	0.000	Merged-chr2-144658008-6
NR3996--MA0002.2.RUNX1	chr16	49818780	49818790	-	0.000	0.000	Merged-chr16-49818889-55
NR9641--MA0684.1.RUNX3	chr9	44515670	44515679	+	0.000	0.000	Merged-chr9-44515753-69
NR6387--MA0002.2.RUNX1	chr3	96181244	96181254	+	0.000	0.000	Merged-chr3-96181202-20
NR2033--MA0684.1.RUNX3	chr12	8208226	8208235	-	0.000	0.000	Merged-chr12-8208226-52
NR1716--MA0002.2.RUNX1	chr11	79696646	79696656	+	0.000	0.000	Merged-chr11-79696665-15
NR4107--MA0002.2.RUNX1	chr16	91448111	91448121	-	0.000	0.000	Merged-chr16-91448282-13
NR2156--MA0002.2.RUNX1	chr12	73598394	73598404	+	0.000	0.000	Merged-chr12-73598343-51
NR6244--MA0002.2.RUNX1	chr3	52498969	52498979	+	0.000	0.000	Merged-chr3-52498930-55
NR1302--MA0002.2.RUNX1	chr10	112105812	112105822	+	0.000	0.000	Merged-chr10-112105906-40
NR2285--MA0684.1.RUNX3	chr12	100201977	100201986	+	0.000	0.000	Merged-chr12-100202001-42
NR2556--MA0684.1.RUNX3	chr13	20306360	20306369	-	0.000	0.000	Merged-chr13-20306536-31
NR8817--MA0511.2.RUNX2	chr7	105554416	105554424	+	0.000	0.000	Merged-chr7-105554530-56
NR5933--MA0684.1.RUNX3	chr2	154558865	154558874	-	0.000	0.000	Merged-chr2-154558771-46
NR7465--MA0002.2.RUNX1	chr5	73152453	73152463	+	0.000	0.000	Merged-chr5-73152389-40
NR5990--MA0002.2.RUNX1	chr2	163131035	163131045	-	0.000	0.000	Merged-chr2-163131105-39
NR8324--MA0684.1.RUNX3	chr6	129273874	129273883	+	0.000	0.000	Merged-chr6-129273817-44
NR6373--MA0684.1.RUNX3	chr3	94375472	94375481	-	0.000	0.000	Merged-chr3-94375656-27
NR6644--MA0684.1.RUNX3	chr3	145538099	145538108	+	0.000	0.000	Merged-chr3-145538069-30
NR3505--MA0002.2.RUNX1	chr15	41774616	41774626	+	0.000	0.000	Merged-chr15-41774592-35
NR5741--MA0511.2.RUNX2	chr2	117447071	117447079	-	0.000	0.000	Merged-chr2-117447085-57
NR1554--MA0002.2.RUNX1	chr11	46344380	46344390	-	0.000	0.000	Merged-chr11-46344217-70
NR8847--MA0684.1.RUNX3	chr7	106551481	106551490	+	0.000	0.000	Merged-chr7-106551313-76
NR3691--MA0002.2.RUNX1	chr15	82235890	82235900	-	0.000	0.000	Merged-chr15-82235726-13
NR8033--MA0002.2.RUNX1	chr6	56568985	56568995	+	0.000	0.000	Merged-chr6-56568855-65
NR8699--MA0002.2.RUNX1	chr7	75863434	75863444	+	0.000	0.000	Merged-chr7-75863636-9
NR1411--MA0002.2.RUNX1	chr11	3371444	3371454	+	0.000	0.000	Merged-chr11-3371528-30
NR7574--MA0002.2.RUNX1	chr5	105616175	105616185	+	0.000	0.000	Merged-chr5-105616345-34
NR6482--MA0684.1.RUNX3	chr3	115815790	115815799	+	0.000	0.000	Merged-chr3-115815828-66
NR3614--MA0002.2.RUNX1	chr15	73150952	73150962	-	0.000	0.000	Merged-chr15-73151082-33
NR1729--MA0002.2.RUNX1	chr11	80785982	80785992	-	0.000	0.000	Merged-chr11-80785938-31
NR5480--MA0002.2.RUNX1	chr2	45017346	45017356	-	0.000	0.000	Merged-chr2-45017480-33
NR8208--MA0002.2.RUNX1	chr6	117431711	117431721	-	0.000	0.000	Merged-chr6-117431708-65
NR8608--MA0684.1.RUNX3	chr7	46839005	46839014	-	0.000	0.000	Merged-chr7-46838931-53
NR9886--MA0002.2.RUNX1	chr9	96650976	96650986	+	0.000	0.000	Merged-chr9-96650988-6
NR5384--MA0002.2.RUNX1	chr2	17597762	17597772	+	0.000	0.000	Merged-chr2-17597899-18
NR6514--MA0684.1.RUNX3	chr3	123192279	123192288	-	0.000	0.000	Merged-chr3-123192207-28
NR5340--MA0511.2.RUNX2	chr2	3810495	3810503	-	0.000	0.000	Merged-chr2-3810542-48
NR1424--MA0002.2.RUNX1	chr11	4289433	4289443	+	0.000	0.000	Merged-chr11-4289401-53
NR6322--MA0511.2.RUNX2	chr3	86837547	86837555	-	0.000	0.000	Merged-chr3-86837478-31
NR5512--MA0002.2.RUNX1	chr2	57407666	57407676	+	0.000	0.000	Merged-chr2-57407840-54
NR8298--MA0002.2.RUNX1	chr6	128411302	128411312	+	0.000	0.000	Merged-chr6-128411332-35
NR1553--MA0684.1.RUNX3	chr11	46216217	46216226	-	0.000	0.000	Merged-chr11-46216368-2
NR6018--MA0002.2.RUNX1	chr2	164544840	164544850	+	0.000	0.000	Merged-chr2-164544892-36
NR1947--MA0002.2.RUNX1	chr11	109860210	109860220	+	0.000	0.000	Merged-chr11-109860424-80
NR8254--MA0511.2.RUNX2	chr6	122533103	122533111	+	0.000	0.000	Merged-chr6-122533116-39
NR4067--MA0002.2.RUNX1	chr16	78576756	78576766	-	0.000	0.000	Merged-chr16-78576865-120
NR3961--MA0684.1.RUNX3	chr16	44508281	44508290	+	0.000	0.000	Merged-chr16-44508258-19
NR8155--MA0002.2.RUNX1	chr6	99811376	99811386	+	0.000	0.000	Merged-chr6-99811499-44
NR3213--MA0002.2.RUNX1	chr14	73105534	73105544	-	0.000	0.000	Merged-chr14-73105519-8
NR5720--MA0511.2.RUNX2	chr2	114654892	114654900	+	0.000	0.000	Merged-chr2-114654748-80
NR1533--MA0002.2.RUNX1	chr11	43174541	43174551	+	0.000	0.000	Merged-chr11-43174624-53
NR7844--MA0684.1.RUNX3	chr5	148267027	148267036	-	0.000	0.000	Merged-chr5-148266957-7
NR1933--MA0684.1.RUNX3	chr11	109445751	109445760	-	0.000	0.000	Merged-chr11-109445792-26
NR9981--MA0684.1.RUNX3	chr9	114778159	114778168	+	0.000	0.000	Merged-chr9-114778253-39
NR1785--MA0002.2.RUNX1	chr11	89145298	89145308	-	0.000	0.000	Merged-chr11-89145462-12
NR8092--MA0511.2.RUNX2	chr6	85144679	85144687	-	0.000	0.000	Merged-chr6-85144672-14
NR8363--MA0511.2.RUNX2	chr6	137795425	137795433	+	0.000	0.000	Merged-chr6-137795480-24
NR9899--MA0002.2.RUNX1	chr9	98339692	98339702	+	0.000	0.000	Merged-chr9-98339700-17
NR4403--MA0511.2.RUNX2	chr17	43645417	43645425	+	0.000	0.000	Merged-chr17-43645396-23
NR3322--MA0002.2.RUNX1	chr14	105480283	105480293	+	0.000	0.000	Merged-chr14-105480266-22
NR4847--MA0684.1.RUNX3	chr18	65207729	65207738	-	0.000	0.000	Merged-chr18-65207601-18
NR1437--MA0002.2.RUNX1	chr11	6410349	6410359	+	0.000	0.000	Merged-chr11-6410402-18
NR9756--MA0002.2.RUNX1	chr9	69340518	69340528	-	0.000	0.000	Merged-chr9-69340347-54
NR6606--MA0511.2.RUNX2	chr3	138877038	138877046	+	0.000	0.000	Merged-chr3-138877299-79
NR3451--MA0684.1.RUNX3	chr15	25828625	25828634	-	0.000	0.000	Merged-chr15-25828667-44
NR7490--MA0511.2.RUNX2	chr5	77367868	77367876	-	0.000	0.000	Merged-chr5-77367800-15
NR245--MA0511.2.RUNX2	chr1	85763516	85763524	+	0.000	0.000	Merged-chr1-85763508-29
NR9342--MA0002.2.RUNX1	chr8	94633718	94633728	+	0.000	0.000	Merged-chr8-94633712-19
NR5925--MA0684.1.RUNX3	chr2	152825926	152825935	+	0.000	0.000	Merged-chr2-152825903-49
NR1880--MA0684.1.RUNX3	chr11	104001297	104001306	+	0.000	0.000	Merged-chr11-104001412-21
NR6074--MA0002.2.RUNX1	chr2	170322320	170322330	-	0.000	0.000	Merged-chr2-170322190-22
NR4066--MA0684.1.RUNX3	chr16	78546726	78546735	+	0.000	0.000	Merged-chr16-78546881-68
NR9180--MA0002.2.RUNX1	chr8	25962251	25962261	-	0.000	0.000	Merged-chr8-25962203-9
NR8548--MA0002.2.RUNX1	chr7	28384307	28384317	+	0.000	0.000	Merged-chr7-28384283-3
NR7300--MA0684.1.RUNX3	chr5	10245886	10245895	-	0.000	0.000	Merged-chr5-10245943-14
NR8504--MA0511.2.RUNX2	chr7	16205097	16205105	+	0.000	0.000	Merged-chr7-16205032-23
NR5472--MA0002.2.RUNX1	chr2	35783558	35783568	+	0.000	0.000	Merged-chr2-35783526-7
NR3792--MA0002.2.RUNX1	chr15	102722147	102722157	+	0.000	0.000	Merged-chr15-102722024-72
NR529--MA0511.2.RUNX2	chr1	164138822	164138830	+	0.000	0.000	Merged-chr1-164138853-49
NR9755--MA0684.1.RUNX3	chr9	69174221	69174230	+	0.000	0.000	Merged-chr9-69174203-32
NR1720--MA0511.2.RUNX2	chr11	79790666	79790674	-	0.000	0.000	Merged-chr11-79790505-24
NR4777--MA0511.2.RUNX2	chr18	54970185	54970193	+	0.000	0.000	Merged-chr18-54970177-21
NR3844--MA0684.1.RUNX3	chr16	18626674	18626683	-	0.000	0.000	Merged-chr16-18626617-64
NR5376--MA0002.2.RUNX1	chr2	9947013	9947023	-	0.000	0.000	Merged-chr2-9946908-17
NR3030--MA0002.2.RUNX1	chr14	21525921	21525931	+	0.000	0.000	Merged-chr14-21525854-33
NR460--MA0002.2.RUNX1	chr1	151644455	151644465	+	0.000	0.000	Merged-chr1-151644358-13
NR5918--MA0002.2.RUNX1	chr2	151996521	151996531	+	0.000	0.000	Merged-chr2-151996585-55
NR8038--MA0002.2.RUNX1	chr6	59363652	59363662	-	0.000	0.000	Merged-chr6-59363496-31
NR3967--MA0002.2.RUNX1	chr16	45090255	45090265	+	0.000	0.000	Merged-chr16-45090257-28
NR5332--MA0511.2.RUNX2	chr2	3723977	3723985	-	0.000	0.000	Merged-chr2-3723872-33
NR4092--MA0511.2.RUNX2	chr16	89938343	89938351	+	0.000	0.000	Merged-chr16-89938532-48
NR3701--MA0684.1.RUNX3	chr15	83455791	83455800	+	0.000	0.000	Merged-chr15-83455870-33
NR7740--MA0511.2.RUNX2	chr5	130172164	130172172	-	0.000	0.000	Merged-chr5-130171993-118
NR3553--MA0002.2.RUNX1	chr15	58750440	58750450	-	0.000	0.000	Merged-chr15-58750240-28
NR983--MA0002.2.RUNX1	chr10	44700419	44700429	+	0.000	0.000	Merged-chr10-44700385-25
NR8246--MA0511.2.RUNX2	chr6	122293952	122293960	-	0.000	0.000	Merged-chr6-122294065-56
NR7370--MA0002.2.RUNX1	chr5	34196644	34196654	-	0.000	0.000	Merged-chr5-34196616-50
NR5362--MA0684.1.RUNX3	chr2	8965050	8965059	-	0.000	0.000	Merged-chr2-8965212-53
NR5690--MA0002.2.RUNX1	chr2	103652249	103652259	+	0.000	0.000	Merged-chr2-103652335-51
NR6196--MA0002.2.RUNX1	chr3	35747232	35747242	-	0.000	0.000	Merged-chr3-35747239-33
NR1254--MA0002.2.RUNX1	chr10	94942930	94942940	-	0.000	0.000	Merged-chr10-94942923-6
NR10002--MA0002.2.RUNX1	chr9	116138671	116138681	+	0.000	0.000	Merged-chr9-116138726-20
NR9844--MA0002.2.RUNX1	chr9	89687798	89687808	+	0.000	0.000	Merged-chr9-89687782-18
NR7893--MA0002.2.RUNX1	chr6	12081954	12081964	+	0.000	0.000	Merged-chr6-12082002-27
NR1210--MA0511.2.RUNX2	chr10	91082821	91082829	+	0.000	0.000	Merged-chr10-91082825-101
NR2951--MA0002.2.RUNX1	chr13	113669858	113669868	+	0.000	0.000	Merged-chr13-113669806-22
NR1383--MA0684.1.RUNX3	chr10	126013824	126013833	-	0.000	0.000	Merged-chr10-126013819-17
NR8399--MA0002.2.RUNX1	chr6	142950587	142950597	+	0.000	0.000	Merged-chr6-142950474-44
NR3933--MA0002.2.RUNX1	chr16	37036194	37036204	-	0.000	0.000	Merged-chr16-37036331-23
NR3186--MA0002.2.RUNX1	chr14	66281025	66281035	-	0.000	0.000	Merged-chr14-66280950-46
NR4168--MA0002.2.RUNX1	chr16	95189399	95189409	+	0.000	0.000	Merged-chr16-95189391-51
NR2173--MA0511.2.RUNX2	chr12	76943509	76943517	+	0.000	0.000	Merged-chr12-76943624-18
NR1634--MA0002.2.RUNX1	chr11	62576731	62576741	+	0.000	0.000	Merged-chr11-62576695-29
NR9625--MA0684.1.RUNX3	chr9	42249428	42249437	+	0.000	0.000	Merged-chr9-42249420-32
NR3936--MA0511.2.RUNX2	chr16	38341854	38341862	+	0.000	0.000	Merged-chr16-38341800-18
NR9748--MA0002.2.RUNX1	chr9	68969174	68969184	+	0.000	0.000	Merged-chr9-68969270-17
NR5994--MA0684.1.RUNX3	chr2	163160531	163160540	-	0.000	0.000	Merged-chr2-163160622-8
NR3714--MA0684.1.RUNX3	chr15	85328195	85328204	-	0.000	0.000	Merged-chr15-85328019-32
NR1015--MA0002.2.RUNX1	chr10	59392124	59392134	-	0.000	0.000	Merged-chr10-59392092-23
NR1842--MA0511.2.RUNX2	chr11	99136609	99136617	+	0.000	0.000	Merged-chr11-99136684-32
NR3300--MA0684.1.RUNX3	chr14	101879179	101879188	+	0.000	0.000	Merged-chr14-101879110-69
NR6357--MA0684.1.RUNX3	chr3	90081647	90081656	+	0.000	0.000	Merged-chr3-90081741-10
NR2348--MA0511.2.RUNX2	chr12	110381330	110381338	-	0.000	0.000	Merged-chr12-110381552-59
NR1472--MA0002.2.RUNX1	chr11	16508176	16508186	-	0.000	0.000	Merged-chr11-16508028-112
NR10220--MA0002.2.RUNX1	chrX	139813504	139813514	-	0.000	0.000	Merged-chrX-139813635-78
NR8116--MA0511.2.RUNX2	chr6	88518899	88518907	+	0.000	0.000	Merged-chr6-88518766-67
NR9813--MA0511.2.RUNX2	chr9	83441010	83441018	-	0.000	0.000	Merged-chr9-83441063-64
NR710--MA0002.2.RUNX1	chr1	184534536	184534546	+	0.000	0.000	Merged-chr1-184534660-49
NR9443--MA0002.2.RUNX1	chr8	119784354	119784364	+	0.000	0.000	Merged-chr8-119784383-58
NR3532--MA0002.2.RUNX1	chr15	53312507	53312517	-	0.000	0.000	Merged-chr15-53312552-7
NR962--MA0002.2.RUNX1	chr10	40212617	40212627	+	0.000	0.000	Merged-chr10-40212600-39
NR3803--MA0002.2.RUNX1	chr16	8412313	8412323	-	0.000	0.000	Merged-chr16-8412399-34
NR5563--MA0511.2.RUNX2	chr2	69415321	69415329	+	0.000	0.000	Merged-chr2-69415236-25
NR1918--MA0002.2.RUNX1	chr11	107668476	107668486	+	0.000	0.000	Merged-chr11-107668374-46
NR9300--MA0002.2.RUNX1	chr8	83086819	83086829	-	0.000	0.000	Merged-chr8-83086902-25
NR2087--MA0002.2.RUNX1	chr12	34248929	34248939	-	0.000	0.000	Merged-chr12-34249045-49
NR1061--MA0511.2.RUNX2	chr10	67096332	67096340	+	0.000	0.000	Merged-chr10-67096355-5
NR1998--MA0511.2.RUNX2	chr11	118243841	118243849	+	0.000	0.000	Merged-chr11-118244031-17
NR7766--MA0511.2.RUNX2	chr5	134492016	134492024	+	0.000	0.000	Merged-chr5-134491981-46
NR4709--MA0684.1.RUNX3	chr18	30272702	30272711	+	0.000	0.000	Merged-chr18-30272872-57
NR9347--MA0002.2.RUNX1	chr8	94969848	94969858	+	0.000	0.000	Merged-chr8-94969690-1
NR7001--MA0002.2.RUNX1	chr4	109471172	109471182	-	0.000	0.000	Merged-chr4-109471151-19
NR7667--MA0002.2.RUNX1	chr5	114865050	114865060	-	0.000	0.000	Merged-chr5-114865029-25
NR5321--MA0002.2.RUNX1	chr19	59344465	59344475	-	0.000	0.000	Merged-chr19-59344493-23
NR3313--MA0684.1.RUNX3	chr14	103469258	103469267	-	0.000	0.000	Merged-chr14-103469232-2
NR3165--MA0002.2.RUNX1	chr14	63104030	63104040	-	0.000	0.000	Merged-chr14-63104126-25
NR9952--MA0684.1.RUNX3	chr9	110907689	110907698	+	0.000	0.000	Merged-chr9-110907689-47
NR7130--MA0684.1.RUNX3	chr4	136266855	136266864	-	0.000	0.000	Merged-chr4-136266898-41
NR3787--MA0511.2.RUNX2	chr15	102234126	102234134	-	0.000	0.000	Merged-chr15-102234091-17
NR5573--MA0002.2.RUNX1	chr2	72536063	72536073	+	0.000	0.000	Merged-chr2-72536133-16
NR3893--MA0002.2.RUNX1	chr16	31035467	31035477	-	0.000	0.000	Merged-chr16-31035448-26
NR1342--MA0002.2.RUNX1	chr10	118714234	118714244	-	0.000	0.000	Merged-chr10-118714396-52
NR1613--MA0002.2.RUNX1	chr11	57669726	57669736	+	0.000	0.000	Merged-chr11-57669677-39
NR9661--MA0002.2.RUNX1	chr9	48817227	48817237	-	0.000	0.000	Merged-chr9-48817420-28
NR9456--MA0002.2.RUNX1	chr8	120396887	120396897	+	0.000	0.000	Merged-chr8-120396987-32
NR8093--MA0684.1.RUNX3	chr6	85144678	85144687	-	0.000	0.000	Merged-chr6-85144672-14
NR3274--MA0002.2.RUNX1	chr14	79503808	79503818	-	0.000	0.000	Merged-chr14-79503814-22
NR2199--MA0511.2.RUNX2	chr12	82394383	82394391	+	0.000	0.000	Merged-chr12-82394298-69
NR6922--MA0002.2.RUNX1	chr4	95278164	95278174	-	0.000	0.000	Merged-chr4-95278286-49
NR4971--MA0002.2.RUNX1	chr18	82503866	82503876	+	0.000	0.000	Merged-chr18-82503961-54
NR26--MA0002.2.RUNX1	chr1	16656912	16656922	+	0.000	0.000	Merged-chr1-16656979-64
NR290--MA0002.2.RUNX1	chr1	94048234	94048244	-	0.000	0.000	Merged-chr1-94048267-32
NR1789--MA0684.1.RUNX3	chr11	90196637	90196646	-	0.000	0.000	Merged-chr11-90196675-9
NR1180--MA0002.2.RUNX1	chr10	84897547	84897557	-	0.000	0.000	Merged-chr10-84897526-62
NR9294--MA0002.2.RUNX1	chr8	79209872	79209882	-	0.000	0.000	Merged-chr8-79209921-60
NR9836--MA0002.2.RUNX1	chr9	87025950	87025960	+	0.000	0.000	Merged-chr9-87025935-38
NR6144--MA0511.2.RUNX2	chr3	7503283	7503291	-	0.000	0.000	Merged-chr3-7503455-65
NR7885--MA0002.2.RUNX1	chr6	8495619	8495629	+	0.000	0.000	Merged-chr6-8495644-33
NR5211--MA0684.1.RUNX3	chr19	42780005	42780014	-	0.000	0.000	Merged-chr19-42779863-69
NR7014--MA0002.2.RUNX1	chr4	115048017	115048027	+	0.000	0.000	Merged-chr4-115047935-22
NR5063--MA0002.2.RUNX1	chr19	10198988	10198998	+	0.000	0.000	Merged-chr19-10198987-5
NR1917--MA0684.1.RUNX3	chr11	107668372	107668381	-	0.000	0.000	Merged-chr11-107668374-46
NR7742--MA0002.2.RUNX1	chr5	130172531	130172541	+	0.000	0.000	Merged-chr5-130172555-2
NR9773--MA0511.2.RUNX2	chr9	72390519	72390527	-	0.000	0.000	Merged-chr9-72390608-30
NR1626--MA0002.2.RUNX1	chr11	60937936	60937946	+	0.000	0.000	Merged-chr11-60937827-26
NR3435--MA0684.1.RUNX3	chr15	9574952	9574961	-	0.000	0.000	Merged-chr15-9575046-48
NR3492--MA0002.2.RUNX1	chr15	37437312	37437322	-	0.000	0.000	Merged-chr15-37437279-19
NR8820--MA0002.2.RUNX1	chr7	105563675	105563685	-	0.000	0.000	Merged-chr7-105563676-13
NR9260--MA0002.2.RUNX1	chr8	68674301	68674311	-	0.000	0.000	Merged-chr8-68674402-29
NR3892--MA0684.1.RUNX3	chr16	30550658	30550667	-	0.000	0.000	Merged-chr16-30550510-54
NR7917--MA0002.2.RUNX1	chr6	28949422	28949432	-	0.000	0.000	Merged-chr6-28949446-17
NR5380--MA0511.2.RUNX2	chr2	12302049	12302057	-	0.000	0.000	Merged-chr2-12301937-47
NR1259--MA0002.2.RUNX1	chr10	95910679	95910689	-	0.000	0.000	Merged-chr10-95910701-11
NR4841--MA0002.2.RUNX1	chr18	64991733	64991743	-	0.000	0.000	Merged-chr18-64991575-63
NR9849--MA0002.2.RUNX1	chr9	92274608	92274618	+	0.000	0.000	Merged-chr9-92274591-56
NR7898--MA0002.2.RUNX1	chr6	13871562	13871572	-	0.000	0.000	Merged-chr6-13871403-58
NR7503--MA0002.2.RUNX1	chr5	91007047	91007057	+	0.000	0.000	Merged-chr5-91007103-17
NR10070--MA0684.1.RUNX3	chr9	123761003	123761012	-	0.000	0.000	Merged-chr9-123761041-31
NR5618--MA0002.2.RUNX1	chr2	79050804	79050814	+	0.000	0.000	Merged-chr2-79050809-49
NR5476--MA0684.1.RUNX3	chr2	37735257	37735266	-	0.000	0.000	Merged-chr2-37735387-35
NR7755--MA0002.2.RUNX1	chr5	134237016	134237026	-	0.000	0.000	Merged-chr5-134237023-52
NR3130--MA0684.1.RUNX3	chr14	55882489	55882498	-	0.000	0.000	Merged-chr14-55882429-48
NR5599--MA0002.2.RUNX1	chr2	75590252	75590262	+	0.000	0.000	Merged-chr2-75590338-29
NR1721--MA0684.1.RUNX3	chr11	79790665	79790674	-	0.000	0.000	Merged-chr11-79790505-24
NR6729--MA0684.1.RUNX3	chr4	11077683	11077692	+	0.000	0.000	Merged-chr4-11077783-17
NR3319--MA0002.2.RUNX1	chr14	105240287	105240297	+	0.000	0.000	Merged-chr14-105240325-24
NR6630--MA0002.2.RUNX1	chr3	144411165	144411175	+	0.000	0.000	Merged-chr3-144411311-32
NR3875--MA0511.2.RUNX2	chr16	25426504	25426512	-	0.000	0.000	Merged-chr16-25426499-60
NR1324--MA0511.2.RUNX2	chr10	117640272	117640280	+	0.000	0.000	Merged-chr10-117640177-35
NR3776--MA0002.2.RUNX1	chr15	100301529	100301539	+	0.000	0.000	Merged-chr15-100301694-19
NR9150--MA0684.1.RUNX3	chr8	14970877	14970886	-	0.000	0.000	Merged-chr8-14970919-21
NR5141--MA0511.2.RUNX2	chr19	32138397	32138405	+	0.000	0.000	Merged-chr19-32138517-38
NR7741--MA0684.1.RUNX3	chr5	130172163	130172172	-	0.000	0.000	Merged-chr5-130171993-118
NR3461--MA0511.2.RUNX2	chr15	31128116	31128124	-	0.000	0.000	Merged-chr15-31128073-18
NR3527--MA0511.2.RUNX2	chr15	53100903	53100911	-	0.000	0.000	Merged-chr15-53100948-56
NR5856--MA0684.1.RUNX3	chr2	140066580	140066589	+	0.000	0.000	Merged-chr2-140066734-59
NR3305--MA0684.1.RUNX3	chr14	102834735	102834744	+	0.000	0.000	Merged-chr14-102834808-33
NR1748--MA0002.2.RUNX1	chr11	83828988	83828998	-	0.000	0.000	Merged-chr11-83828814-21
NR3557--MA0684.1.RUNX3	chr15	59009573	59009582	+	0.000	0.000	Merged-chr15-59009632-21
NR1211--MA0684.1.RUNX3	chr10	91082821	91082830	+	0.000	0.000	Merged-chr10-91082825-101
NR5250--MA0511.2.RUNX2	chr19	55263227	55263235	+	0.000	0.000	Merged-chr19-55263325-12
NR1890--MA0511.2.RUNX2	chr11	104582882	104582890	-	0.000	0.000	Merged-chr11-104582835-39
NR3907--MA0511.2.RUNX2	chr16	32520610	32520618	-	0.000	0.000	Merged-chr16-32520584-37
NR4347--MA0511.2.RUNX2	chr17	29531565	29531573	+	0.000	0.000	Merged-chr17-29531509-3
NR3471--MA0002.2.RUNX1	chr15	33083258	33083268	+	0.000	0.000	Merged-chr15-33083437-82
NR7182--MA0511.2.RUNX2	chr4	145275112	145275120	+	0.000	0.000	Merged-chr4-145275096-39
NR3537--MA0002.2.RUNX1	chr15	55699890	55699900	-	0.000	0.000	Merged-chr15-55699814-18
NR7502--MA0684.1.RUNX3	chr5	89198656	89198665	-	0.000	0.000	Merged-chr5-89198704-31
NR208--MA0511.2.RUNX2	chr1	71594452	71594460	+	0.000	0.000	Merged-chr1-71594444-22
NR1271--MA0511.2.RUNX2	chr10	96609528	96609536	+	0.000	0.000	Merged-chr10-96609713-52
NR701--MA0684.1.RUNX3	chr1	184005826	184005835	+	0.000	0.000	Merged-chr1-184005889-70
NR3937--MA0684.1.RUNX3	chr16	38341854	38341863	+	0.000	0.000	Merged-chr16-38341800-18
NR553--MA0002.2.RUNX1	chr1	165154336	165154346	-	0.000	0.000	Merged-chr1-165154267-24
NR1714--MA0002.2.RUNX1	chr11	79670801	79670811	+	0.000	0.000	Merged-chr11-79670763-15
NR3745--MA0511.2.RUNX2	chr15	96599114	96599122	-	0.000	0.000	Merged-chr15-96599090-44
NR7211--MA0002.2.RUNX1	chr4	148115748	148115758	-	0.000	0.000	Merged-chr4-148115678-7
NR1843--MA0684.1.RUNX3	chr11	99136609	99136618	+	0.000	0.000	Merged-chr11-99136684-32
NR10172--MA0002.2.RUNX1	chrX	77509329	77509339	-	0.000	0.000	Merged-chrX-77509424-59
NR5882--MA0511.2.RUNX2	chr2	144738372	144738380	-	0.000	0.000	Merged-chr2-144738431-3
NR2349--MA0684.1.RUNX3	chr12	110381329	110381338	-	0.000	0.000	Merged-chr12-110381552-59
NR7463--MA0002.2.RUNX1	chr5	72761424	72761434	-	0.000	0.000	Merged-chr5-72761381-14
NR8117--MA0684.1.RUNX3	chr6	88518899	88518908	+	0.000	0.000	Merged-chr6-88518766-67
NR4108--MA0511.2.RUNX2	chr16	91476001	91476009	+	0.000	0.000	Merged-chr16-91475994-53
NR9814--MA0684.1.RUNX3	chr9	83441009	83441018	-	0.000	0.000	Merged-chr9-83441063-64
NR5805--MA0511.2.RUNX2	chr2	128380754	128380762	+	0.000	0.000	Merged-chr2-128380717-35
NR1032--MA0511.2.RUNX2	chr10	60162576	60162584	-	0.000	0.000	Merged-chr10-60162645-38
NR1698--MA0511.2.RUNX2	chr11	77519248	77519256	-	0.000	0.000	Merged-chr11-77519189-54
NR7720--MA0684.1.RUNX3	chr5	124190324	124190333	-	0.000	0.000	Merged-chr5-124190286-2
NR8719--MA0511.2.RUNX2	chr7	80828607	80828615	+	0.000	0.000	Merged-chr7-80828687-47
NR1062--MA0684.1.RUNX3	chr10	67096332	67096341	+	0.000	0.000	Merged-chr10-67096355-5
NR7323--MA0511.2.RUNX2	chr5	20942630	20942638	-	0.000	0.000	Merged-chr5-20942646-25
NR1456--MA0002.2.RUNX1	chr11	11656472	11656482	-	0.000	0.000	Merged-chr11-11656569-9
NR7575--MA0511.2.RUNX2	chr5	105642691	105642699	-	0.000	0.000	Merged-chr5-105642805-64
NR8921--MA0002.2.RUNX1	chr7	118595379	118595389	-	0.000	0.000	Merged-chr7-118595316-35
NR1979--MA0002.2.RUNX1	chr11	116554672	116554682	-	0.000	0.000	Merged-chr11-116554635-8
