#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Bcl6/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
NR2178--MA0463.1.Bcl6	chr8	107056890	107056903	-	0.000	0.000	Merged-chr8-107056733-66
NR1091--MA0731.1.BCL6B	chr2	5704949	5704965	-	0.000	0.000	Merged-chr2-5704821-18
NR1791--MA0463.1.Bcl6	chr6	29916869	29916882	+	0.000	0.000	Merged-chr6-29917052-59
NR1639--MA0463.1.Bcl6	chr5	20845318	20845331	+	0.000	0.000	Merged-chr5-20845245-18
NR1335--MA0463.1.Bcl6	chr3	79254281	79254294	+	0.000	0.000	Merged-chr3-79254113-1
NR1559--MA0463.1.Bcl6	chr4	119127468	119127481	-	0.000	0.000	Merged-chr4-119127359-48
NR1465--MA0463.1.Bcl6	chr4	11492943	11492956	+	0.000	0.000	Merged-chr4-11492964-72
NR1250--MA0463.1.Bcl6	chr2	152962498	152962511	-	0.000	0.000	Merged-chr2-152962501-29
NR1572--MA0731.1.BCL6B	chr4	123577646	123577662	+	0.000	0.000	Merged-chr4-123577716-54
NR2078--MA0731.1.BCL6B	chr7	131540223	131540239	+	0.000	0.000	Merged-chr7-131540239-21
NR810--MA0731.1.BCL6B	chr15	100443703	100443719	-	0.000	0.000	Merged-chr15-100443625-43
NR224--MA0463.1.Bcl6	chr10	21077157	21077170	+	0.000	0.000	Merged-chr10-21077347-58
NR448--MA0463.1.Bcl6	chr12	52701511	52701524	+	0.000	0.000	Merged-chr12-52701322-34
NR1810--MA0463.1.Bcl6	chr6	51545480	51545493	-	0.000	0.000	Merged-chr6-51545421-58
NR661--MA0731.1.BCL6B	chr14	47277005	47277021	-	0.000	0.000	Merged-chr14-47276879-81
NR1346--MA0731.1.BCL6B	chr3	84305540	84305556	-	0.000	0.000	Merged-chr3-84305403-2
NR2328--MA0731.1.BCL6B	chrX	47998431	47998447	+	0.000	0.000	Merged-chrX-47998612-33
NR1273--MA0463.1.Bcl6	chr2	169398595	169398608	+	0.000	0.000	Merged-chr2-169398588-9
NR2126--MA0463.1.Bcl6	chr8	36030435	36030448	-	0.000	0.000	Merged-chr8-36030382-8
NR1269--MA0463.1.Bcl6	chr2	167975579	167975592	-	0.000	0.000	Merged-chr2-167975780-28
NR2247--MA0463.1.Bcl6	chr9	57910728	57910741	+	0.000	0.000	Merged-chr9-57910842-63
NR1175--MA0463.1.Bcl6	chr2	76421639	76421652	+	0.000	0.000	Merged-chr2-76421582-29
NR2144--MA0463.1.Bcl6	chr8	70809346	70809359	-	0.000	0.000	Merged-chr8-70809462-2
NR2019--MA0463.1.Bcl6	chr7	97371626	97371639	-	0.000	0.000	Merged-chr7-97371683-55
NR713--MA0463.1.Bcl6	chr14	78436194	78436207	-	0.000	0.000	Merged-chr14-78436014-44
NR1090--MA0463.1.Bcl6	chr2	5704952	5704965	+	0.000	0.000	Merged-chr2-5704821-18
NR1033--MA0731.1.BCL6B	chr18	79258159	79258175	+	0.000	0.000	Merged-chr18-79258074-1
NR1490--MA0731.1.BCL6B	chr4	54855896	54855912	-	0.000	0.000	Merged-chr4-54855897-1
NR1285--MA0731.1.BCL6B	chr2	174674171	174674187	+	0.000	0.000	Merged-chr2-174674180-20
NR2149--MA0463.1.Bcl6	chr8	77367069	77367082	-	0.000	0.000	Merged-chr8-77367221-20
NR361--MA0731.1.BCL6B	chr11	59964625	59964641	-	0.000	0.000	Merged-chr11-59964535-1
NR1251--MA0731.1.BCL6B	chr2	153780614	153780630	+	0.000	0.000	Merged-chr2-153780762-18
NR2046--MA0463.1.Bcl6	chr7	112210214	112210227	-	0.000	0.000	Merged-chr7-112210103-38
NR964--MA0463.1.Bcl6	chr17	85189679	85189692	-	0.000	0.000	Merged-chr17-85189630-51
NR470--MA0731.1.BCL6B	chr12	76923262	76923278	-	0.000	0.000	Merged-chr12-76923289-32
NR1360--MA0731.1.BCL6B	chr3	95135853	95135869	-	0.000	0.000	Merged-chr3-95135773-59
NR1155--MA0731.1.BCL6B	chr2	53102298	53102314	+	0.000	0.000	Merged-chr2-53102302-39
NR16--MA0463.1.Bcl6	chr1	36445320	36445333	+	0.000	0.000	Merged-chr1-36445137-58
NR1977--MA0463.1.Bcl6	chr7	44262976	44262989	+	0.000	0.000	Merged-chr7-44263081-47
NR231--MA0731.1.BCL6B	chr10	39133922	39133938	+	0.000	0.000	Merged-chr10-39134020-55
NR1995--MA0463.1.Bcl6	chr7	71242528	71242541	+	0.000	0.000	Merged-chr7-71242656-21
NR1749--MA0463.1.Bcl6	chr5	130088187	130088200	-	0.000	0.000	Merged-chr5-130088239-22
NR592--MA0731.1.BCL6B	chr13	84612705	84612721	+	0.000	0.000	Merged-chr13-84612634-1
NR996--MA0463.1.Bcl6	chr18	52410204	52410217	-	0.000	0.000	Merged-chr18-52410134-29
NR36--MA0731.1.BCL6B	chr1	66279479	66279495	+	0.000	0.000	Merged-chr1-66279555-43
NR2311--MA0463.1.Bcl6	chr9	119068015	119068028	-	0.000	0.000	Merged-chr9-119067852-20
NR1888--MA0731.1.BCL6B	chr6	121227013	121227029	-	0.000	0.000	Merged-chr6-121226970-16
NR213--MA0463.1.Bcl6	chr1	193421645	193421658	+	0.000	0.000	Merged-chr1-193421738-60
NR1799--MA0463.1.Bcl6	chr6	34955545	34955558	-	0.000	0.000	Merged-chr6-34955632-40
NR1584--MA0463.1.Bcl6	chr4	135963648	135963661	-	0.000	0.000	Merged-chr4-135963723-59
NR1459--MA0463.1.Bcl6	chr4	9009922	9009935	+	0.000	0.000	Merged-chr4-9009782-37
NR28--MA0731.1.BCL6B	chr1	59923361	59923377	-	0.000	0.000	Merged-chr1-59923331-34
NR672--MA0731.1.BCL6B	chr14	55604120	55604136	+	0.000	0.000	Merged-chr14-55604128-61
NR1374--MA0463.1.Bcl6	chr3	106785369	106785382	-	0.000	0.000	Merged-chr3-106785320-62
NR98--MA0463.1.Bcl6	chr1	118403981	118403994	-	0.000	0.000	Merged-chr1-118403887-21
NR227--MA0463.1.Bcl6	chr10	26521073	26521086	-	0.000	0.000	Merged-chr10-26521176-55
NR1128--MA0463.1.Bcl6	chr2	38739662	38739675	-	0.000	0.000	Merged-chr2-38739625-29
NR2130--MA0731.1.BCL6B	chr8	41443766	41443782	+	0.000	0.000	Merged-chr8-41443750-12
NR1227--MA0731.1.BCL6B	chr2	127086495	127086511	-	0.000	0.000	Merged-chr2-127086449-24
NR2218--MA0463.1.Bcl6	chr9	21436329	21436342	-	0.000	0.000	Merged-chr9-21436364-48
NR2003--MA0463.1.Bcl6	chr7	80299688	80299701	-	0.000	0.000	Merged-chr7-80299755-32
NR151--MA0463.1.Bcl6	chr1	160307338	160307351	-	0.000	0.000	Merged-chr1-160307254-61
NR97--MA0731.1.BCL6B	chr1	118403928	118403944	+	0.000	0.000	Merged-chr1-118403887-21
NR263--MA0463.1.Bcl6	chr10	75417577	75417590	-	0.000	0.000	Merged-chr10-75417748-37
NR1588--MA0731.1.BCL6B	chr4	138319745	138319761	+	0.000	0.000	Merged-chr4-138319664-19
NR281--MA0463.1.Bcl6	chr10	88346773	88346786	+	0.000	0.000	Merged-chr10-88346697-18
NR1458--MA0731.1.BCL6B	chr4	8903258	8903274	-	0.000	0.000	Merged-chr4-8903379-6
NR1729--MA0731.1.BCL6B	chr5	110653362	110653378	-	0.000	0.000	Merged-chr5-110653386-72
NR823--MA0463.1.Bcl6	chr16	10844226	10844239	-	0.000	0.000	Merged-chr16-10844299-63
NR268--MA0463.1.Bcl6	chr10	79926618	79926631	+	0.000	0.000	Merged-chr10-79926758-91
NR2138--MA0463.1.Bcl6	chr8	61283117	61283130	-	0.000	0.000	Merged-chr8-61283229-50
NR1742--MA0463.1.Bcl6	chr5	124907074	124907087	+	0.000	0.000	Merged-chr5-124907107-45
NR1328--MA0731.1.BCL6B	chr3	69005920	69005936	-	0.000	0.000	Merged-chr3-69006115-39
NR895--MA0731.1.BCL6B	chr16	91374132	91374148	-	0.000	0.000	Merged-chr16-91374174-40
NR707--MA0463.1.Bcl6	chr14	74835050	74835063	-	0.000	0.000	Merged-chr14-74835162-39
NR1966--MA0463.1.Bcl6	chr7	30194056	30194069	-	0.000	0.000	Merged-chr7-30194047-25
NR1608--MA0463.1.Bcl6	chr4	149889170	149889183	-	0.000	0.000	Merged-chr4-149889246-22
NR385--MA0731.1.BCL6B	chr11	80142247	80142263	-	0.000	0.000	Merged-chr11-80142193-43
NR242--MA0731.1.BCL6B	chr10	57753263	57753279	+	0.000	0.000	Merged-chr10-57753371-62
NR1644--MA0463.1.Bcl6	chr5	25007033	25007046	-	0.000	0.000	Merged-chr5-25007008-18
NR640--MA0463.1.Bcl6	chr14	20766197	20766210	-	0.000	0.000	Merged-chr14-20766175-32
NR1541--MA0463.1.Bcl6	chr4	102210083	102210096	+	0.000	0.000	Merged-chr4-102210111-10
NR112--MA0731.1.BCL6B	chr1	130548084	130548100	+	0.000	0.000	Merged-chr1-130548205-41
NR1397--MA0731.1.BCL6B	chr3	127763169	127763185	+	0.000	0.000	Merged-chr3-127763215-37
NR1528--MA0463.1.Bcl6	chr4	95053371	95053384	-	0.000	0.000	Merged-chr4-95053399-2
NR2188--MA0463.1.Bcl6	chr8	117303936	117303949	+	0.000	0.000	Merged-chr8-117303756-17
NR891--MA0463.1.Bcl6	chr16	87597755	87597768	+	0.000	0.000	Merged-chr16-87597793-27
NR739--MA0463.1.Bcl6	chr14	118109843	118109856	-	0.000	0.000	Merged-chr14-118109992-14
NR430--MA0463.1.Bcl6	chr12	28699707	28699720	+	0.000	0.000	Merged-chr12-28699931-23
NR757--MA0463.1.Bcl6	chr15	31472915	31472928	+	0.000	0.000	Merged-chr15-31472972-16
NR1028--MA0731.1.BCL6B	chr18	73751951	73751967	+	0.000	0.000	Merged-chr18-73752198-43
NR1461--MA0463.1.Bcl6	chr4	11404254	11404267	+	0.000	0.000	Merged-chr4-11404244-13
NR1389--MA0731.1.BCL6B	chr3	121593387	121593403	+	0.000	0.000	Merged-chr3-121593516-30
NR1582--MA0463.1.Bcl6	chr4	133843311	133843324	+	0.000	0.000	Merged-chr4-133843326-54
NR1121--MA0463.1.Bcl6	chr2	32553757	32553770	+	0.000	0.000	Merged-chr2-32553962-47
NR845--MA0731.1.BCL6B	chr16	33056616	33056632	+	0.000	0.000	Merged-chr16-33056487-79
NR2271--MA0731.1.BCL6B	chr9	89842701	89842717	+	0.000	0.000	Merged-chr9-89842601-13
NR1005--MA0463.1.Bcl6	chr18	61489723	61489736	+	0.000	0.000	Merged-chr18-61489584-71
NR301--MA0731.1.BCL6B	chr10	98785560	98785576	+	0.000	0.000	Merged-chr10-98785565-23
NR967--MA0731.1.BCL6B	chr17	86301247	86301263	+	0.000	0.000	Merged-chr17-86301226-81
NR2207--MA0463.1.Bcl6	chr8	127672146	127672159	-	0.000	0.000	Merged-chr8-127671980-1
NR2225--MA0463.1.Bcl6	chr9	32668470	32668483	+	0.000	0.000	Merged-chr9-32668373-11
NR728--MA0731.1.BCL6B	chr14	103550684	103550700	+	0.000	0.000	Merged-chr14-103550672-31
NR314--MA0731.1.BCL6B	chr10	117859939	117859955	-	0.000	0.000	Merged-chr10-117859986-12
NR152--MA0731.1.BCL6B	chr1	161309642	161309658	+	0.000	0.000	Merged-chr1-161309457-43
NR1171--MA0463.1.Bcl6	chr2	71360338	71360351	-	0.000	0.000	Merged-chr2-71360379-16
NR391--MA0463.1.Bcl6	chr11	94236370	94236383	+	0.000	0.000	Merged-chr11-94236284-28
NR239--MA0463.1.Bcl6	chr10	53863685	53863698	+	0.000	0.000	Merged-chr10-53863643-19
NR327--MA0731.1.BCL6B	chr10	128645864	128645880	-	0.000	0.000	Merged-chr10-128645990-43
NR2167--MA0731.1.BCL6B	chr8	94434330	94434346	-	0.000	0.000	Merged-chr8-94434227-54
NR165--MA0731.1.BCL6B	chr1	165812650	165812666	-	0.000	0.000	Merged-chr1-165812825-36
NR2276--MA0731.1.BCL6B	chr9	95858479	95858495	+	0.000	0.000	Merged-chr9-95858420-14
NR959--MA0731.1.BCL6B	chr17	78245441	78245457	+	0.000	0.000	Merged-chr17-78245592-60
NR1731--MA0463.1.Bcl6	chr5	111201014	111201027	-	0.000	0.000	Merged-chr5-111200863-1
NR2248--MA0463.1.Bcl6	chr9	62344858	62344871	-	0.000	0.000	Merged-chr9-62344675-54
NR797--MA0731.1.BCL6B	chr15	78903365	78903381	-	0.000	0.000	Merged-chr15-78903471-19
NR2145--MA0463.1.Bcl6	chr8	72279098	72279111	+	0.000	0.000	Merged-chr8-72279287-40
NR2051--MA0463.1.Bcl6	chr7	114817785	114817798	+	0.000	0.000	Merged-chr7-114817676-52
NR2163--MA0463.1.Bcl6	chr8	90828934	90828947	+	0.000	0.000	Merged-chr8-90828979-56
NR929--MA0463.1.Bcl6	chr17	29500923	29500936	+	0.000	0.000	Merged-chr17-29500871-30
NR620--MA0463.1.Bcl6	chr13	110683371	110683384	+	0.000	0.000	Merged-chr13-110683272-3
NR862--MA0463.1.Bcl6	chr16	50364128	50364141	-	0.000	0.000	Merged-chr16-50364238-69
NR410--MA0463.1.Bcl6	chr11	113612289	113612302	-	0.000	0.000	Merged-chr11-113612276-39
NR616--MA0463.1.Bcl6	chr13	108045820	108045833	+	0.000	0.000	Merged-chr13-108045887-18
NR1875--MA0463.1.Bcl6	chr6	116287138	116287151	-	0.000	0.000	Merged-chr6-116287137-8
NR880--MA0463.1.Bcl6	chr16	72218122	72218135	-	0.000	0.000	Merged-chr16-72218239-19
NR1996--MA0463.1.Bcl6	chr7	72261167	72261180	+	0.000	0.000	Merged-chr7-72261137-47
NR44--MA0463.1.Bcl6	chr1	79684420	79684433	-	0.000	0.000	Merged-chr1-79684355-13
NR1645--MA0731.1.BCL6B	chr5	25007033	25007049	+	0.000	0.000	Merged-chr5-25007008-18
NR1768--MA0463.1.Bcl6	chr5	147697206	147697219	+	0.000	0.000	Merged-chr5-147697335-17
NR1483--MA0731.1.BCL6B	chr4	49568025	49568041	+	0.000	0.000	Merged-chr4-49567834-34
NR670--MA0463.1.Bcl6	chr14	55603985	55603998	+	0.000	0.000	Merged-chr14-55604128-61
NR782--MA0463.1.Bcl6	chr15	58655187	58655200	+	0.000	0.000	Merged-chr15-58655104-54
NR2335--MA0731.1.BCL6B	chrX	100494214	100494230	-	0.000	0.000	Merged-chrX-100494288-61
NR67--MA0463.1.Bcl6	chr1	90676688	90676701	-	0.000	0.000	Merged-chr1-90676812-13
NR1462--MA0731.1.BCL6B	chr4	11404251	11404267	-	0.000	0.000	Merged-chr4-11404244-13
NR7--MA0463.1.Bcl6	chr1	20740783	20740796	+	0.000	0.000	Merged-chr1-20740658-39
NR2348--MA0731.1.BCL6B	chrX	167108519	167108535	-	0.000	0.000	Merged-chrX-167108657-26
NR899--MA0463.1.Bcl6	chr16	92767833	92767846	+	0.000	0.000	Merged-chr16-92767826-70
NR2186--MA0731.1.BCL6B	chr8	114986155	114986171	+	0.000	0.000	Merged-chr8-114986195-32
NR326--MA0463.1.Bcl6	chr10	128645867	128645880	+	0.000	0.000	Merged-chr10-128645990-43
NR1585--MA0463.1.Bcl6	chr4	135963678	135963691	+	0.000	0.000	Merged-chr4-135963723-59
NR1012--MA0463.1.Bcl6	chr18	65272282	65272295	+	0.000	0.000	Merged-chr18-65272227-29
NR590--MA0463.1.Bcl6	chr13	81351846	81351859	-	0.000	0.000	Merged-chr13-81351650-43
NR232--MA0463.1.Bcl6	chr10	39387280	39387293	-	0.000	0.000	Merged-chr10-39387129-14
NR438--MA0463.1.Bcl6	chr12	34249080	34249093	+	0.000	0.000	Merged-chr12-34249045-49
NR1339--MA0463.1.Bcl6	chr3	81102262	81102275	+	0.000	0.000	Merged-chr3-81102418-9
NR1800--MA0463.1.Bcl6	chr6	37564211	37564224	-	0.000	0.000	Merged-chr6-37564158-19
NR559--MA0463.1.Bcl6	chr13	44376071	44376084	+	0.000	0.000	Merged-chr13-44376077-22
NR2214--MA0463.1.Bcl6	chr9	13443678	13443691	-	0.000	0.000	Merged-chr9-13443699-54
NR1550--MA0731.1.BCL6B	chr4	109079933	109079949	-	0.000	0.000	Merged-chr4-109079913-32
NR2232--MA0463.1.Bcl6	chr9	43784807	43784820	+	0.000	0.000	Merged-chr9-43784994-20
NR380--MA0463.1.Bcl6	chr11	77606955	77606968	+	0.000	0.000	Merged-chr11-77606995-6
NR2107--MA0463.1.Bcl6	chr8	12672243	12672256	+	0.000	0.000	Merged-chr8-12672209-68
