#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR6872--MA0140.2.GATA1::TAL1	chr9	86076694	86076711	+	0.000	0.000	Merged-chr9-86076684-25
NR5686--MA0766.1.GATA5	chr6	122742624	122742631	-	0.000	0.000	Merged-chr6-122742614-91
NR3135--MA0766.1.GATA5	chr17	72904258	72904265	-	0.000	0.000	Merged-chr17-72904124-19
NR6263--MA0037.3.GATA3	chr7	128132355	128132362	-	0.000	0.000	Merged-chr7-128132284-5
NR2871--MA0036.3.GATA2	chr16	87603199	87603209	-	0.000	0.000	Merged-chr16-87603079-11
NR715--MA0037.3.GATA3	chr10	34172906	34172913	+	0.000	0.000	Merged-chr10-34172961-40
NR293--MA0140.2.GATA1::TAL1	chr1	133788085	133788102	+	0.000	0.000	Merged-chr1-133787965-48
NR2459--MA1104.1.GATA6	chr14	121423096	121423108	+	0.000	0.000	Merged-chr14-121422910-45
NR5176--MA0766.1.GATA5	chr5	65795514	65795521	-	0.000	0.000	Merged-chr5-65795420-10
NR3624--MA0766.1.GATA5	chr19	46613397	46613404	-	0.000	0.000	Merged-chr19-46613309-39
NR3789--MA1104.1.GATA6	chr2	38927188	38927200	+	0.000	0.000	Merged-chr2-38927385-1
NR2894--MA0766.1.GATA5	chr16	92443694	92443701	-	0.000	0.000	Merged-chr16-92443749-37
NR3742--MA0037.3.GATA3	chr2	25054340	25054347	-	0.000	0.000	Merged-chr2-25054565-53
NR1787--MA0482.1.Gata4	chr13	19219719	19219729	+	0.000	0.000	Merged-chr13-19219739-41
NR7064--MA0036.3.GATA2	chr9	120493244	120493254	+	0.000	0.000	Merged-chr9-120493281-1
NR5745--MA0140.2.GATA1::TAL1	chr6	131421599	131421616	+	0.000	0.000	Merged-chr6-131421811-26
NR805--MA0036.3.GATA2	chr10	75764405	75764415	+	0.000	0.000	Merged-chr10-75764403-65
NR1434--MA0766.1.GATA5	chr11	119047031	119047038	+	0.000	0.000	Merged-chr11-119046996-3
NR3704--MA0482.1.Gata4	chr2	11320204	11320214	-	0.000	0.000	Merged-chr2-11320345-22
NR3618--MA0140.2.GATA1::TAL1	chr19	44078411	44078428	+	0.000	0.000	Merged-chr19-44078434-18
NR3746--MA0766.1.GATA5	chr2	25054340	25054347	-	0.000	0.000	Merged-chr2-25054565-53
NR1661--MA0037.3.GATA3	chr12	107139203	107139210	+	0.000	0.000	Merged-chr12-107139139-48
NR2350--MA0766.1.GATA5	chr14	66241477	66241484	-	0.000	0.000	Merged-chr14-66241484-22
NR5924--MA1104.1.GATA6	chr7	19332939	19332951	-	0.000	0.000	Merged-chr7-19332998-44
NR1880--MA0140.2.GATA1::TAL1	chr13	49300932	49300949	+	0.000	0.000	Merged-chr13-49300930-11
NR2821--MA0035.3.Gata1	chr16	64824833	64824843	+	0.000	0.000	Merged-chr16-64824762-36
NR5126--MA0482.1.Gata4	chr5	30887490	30887500	-	0.000	0.000	Merged-chr5-30887642-12
NR5305--MA1104.1.GATA6	chr5	122145601	122145613	-	0.000	0.000	Merged-chr5-122145635-51
NR871--MA0766.1.GATA5	chr10	95283594	95283601	-	0.000	0.000	Merged-chr10-95283638-28
NR6603--MA0036.3.GATA2	chr8	124520719	124520729	+	0.000	0.000	Merged-chr8-124520851-52
NR1352--MA0482.1.Gata4	chr11	108101664	108101674	+	0.000	0.000	Merged-chr11-108101692-19
NR2725--MA0035.3.Gata1	chr16	20930012	20930022	+	0.000	0.000	Merged-chr16-20930100-26
NR3707--MA0035.3.Gata1	chr2	11320205	11320215	-	0.000	0.000	Merged-chr2-11320345-22
NR2686--MA0140.2.GATA1::TAL1	chr16	8869875	8869892	+	0.000	0.000	Merged-chr16-8869938-27
NR5097--MA0035.3.Gata1	chr5	21248920	21248930	+	0.000	0.000	Merged-chr5-21249086-19
NR2563--MA0035.3.Gata1	chr15	62169757	62169767	+	0.000	0.000	Merged-chr15-62169746-74
NR975--MA0035.3.Gata1	chr10	117938872	117938882	+	0.000	0.000	Merged-chr10-117938782-19
NR1094--MA0482.1.Gata4	chr11	32489303	32489313	-	0.000	0.000	Merged-chr11-32489418-40
NR832--MA0035.3.Gata1	chr10	81137368	81137378	+	0.000	0.000	Merged-chr10-81137276-7
NR2995--MA0766.1.GATA5	chr17	18718469	18718476	+	0.000	0.000	Merged-chr17-18718477-13
NR1246--MA0035.3.Gata1	chr11	87760741	87760751	-	0.000	0.000	Merged-chr11-87760646-1
NR5090--MA1104.1.GATA6	chr5	20792369	20792381	+	0.000	0.000	Merged-chr5-20792282-29
NR5724--MA0482.1.Gata4	chr6	129586993	129587003	+	0.000	0.000	Merged-chr6-129586992-7
NR5980--MA0037.3.GATA3	chr7	47008427	47008434	+	0.000	0.000	Merged-chr7-47008275-77
NR1448--MA1104.1.GATA6	chr12	3427690	3427702	-	0.000	0.000	Merged-chr12-3427631-4
NR3952--MA0037.3.GATA3	chr2	94178883	94178890	-	0.000	0.000	Merged-chr2-94178884-54
NR988--MA0035.3.Gata1	chr10	120979241	120979251	-	0.000	0.000	Merged-chr10-120978950-160
NR5147--MA0766.1.GATA5	chr5	37147598	37147605	-	0.000	0.000	Merged-chr5-37147664-17
NR4984--MA0035.3.Gata1	chr4	141210627	141210637	-	0.000	0.000	Merged-chr4-141210554-49
NR3508--MA1104.1.GATA6	chr19	9899581	9899593	-	0.000	0.000	Merged-chr19-9899505-60
NR6181--MA0037.3.GATA3	chr7	113419587	113419594	+	0.000	0.000	Merged-chr7-113419557-35
NR3566--MA0036.3.GATA2	chr19	29418705	29418715	+	0.000	0.000	Merged-chr19-29418635-70
NR2271--MA0035.3.Gata1	chr14	51089607	51089617	-	0.000	0.000	Merged-chr14-51089414-103
NR2542--MA0035.3.Gata1	chr15	58697154	58697164	-	0.000	0.000	Merged-chr15-58697268-28
NR6471--MA0140.2.GATA1::TAL1	chr8	95001898	95001915	+	0.000	0.000	Merged-chr8-95001890-40
NR47--MA0036.3.GATA2	chr1	43538868	43538878	+	0.000	0.000	Merged-chr1-43538951-30
NR4950--MA0035.3.Gata1	chr4	132040443	132040453	-	0.000	0.000	Merged-chr4-132040319-80
NR1838--MA0140.2.GATA1::TAL1	chr13	36731713	36731730	-	0.000	0.000	Merged-chr13-36731788-29
NR5727--MA0035.3.Gata1	chr6	129586992	129587002	+	0.000	0.000	Merged-chr6-129586992-7
NR1615--MA0482.1.Gata4	chr12	97269746	97269756	+	0.000	0.000	Merged-chr12-97269671-1
NR1134--MA0766.1.GATA5	chr11	53470104	53470111	-	0.000	0.000	Merged-chr11-53470263-39
NR792--MA0035.3.Gata1	chr10	68540789	68540799	+	0.000	0.000	Merged-chr10-68540864-1
NR2202--MA0036.3.GATA2	chr14	27268427	27268437	-	0.000	0.000	Merged-chr14-27268313-23
NR614--MA0036.3.GATA2	chr1	191391469	191391479	+	0.000	0.000	Merged-chr1-191391579-39
NR5244--MA1104.1.GATA6	chr5	92398408	92398420	+	0.000	0.000	Merged-chr5-92398390-31
NR672--MA0482.1.Gata4	chr10	18892249	18892259	-	0.000	0.000	Merged-chr10-18892324-9
NR1086--MA0482.1.Gata4	chr11	23754515	23754525	-	0.000	0.000	Merged-chr11-23754497-34
NR2664--MA0035.3.Gata1	chr15	100750371	100750381	+	0.000	0.000	Merged-chr15-100750259-57
NR2935--MA0035.3.Gata1	chr17	5798609	5798619	-	0.000	0.000	Merged-chr17-5798527-14
NR450--MA0140.2.GATA1::TAL1	chr1	164972974	164972991	+	0.000	0.000	Merged-chr1-164973033-32
NR4474--MA0140.2.GATA1::TAL1	chr3	107761729	107761746	-	0.000	0.000	Merged-chr3-107761625-19
NR4201--MA0035.3.Gata1	chr2	166046194	166046204	-	0.000	0.000	Merged-chr2-166046105-43
NR5697--MA0482.1.Gata4	chr6	127272914	127272924	-	0.000	0.000	Merged-chr6-127272790-27
NR391--MA0035.3.Gata1	chr1	155223926	155223936	-	0.000	0.000	Merged-chr1-155224072-96
NR2901--MA0035.3.Gata1	chr16	93918465	93918475	+	0.000	0.000	Merged-chr16-93918388-61
NR3255--MA0482.1.Gata4	chr18	38350149	38350159	+	0.000	0.000	Merged-chr18-38350190-47
NR5687--MA0035.3.Gata1	chr6	122742623	122742633	+	0.000	0.000	Merged-chr6-122742614-91
NR3705--MA1104.1.GATA6	chr2	11320204	11320216	+	0.000	0.000	Merged-chr2-11320345-22
NR3136--MA0035.3.Gata1	chr17	72904257	72904267	+	0.000	0.000	Merged-chr17-72904124-19
NR1278--MA1104.1.GATA6	chr11	95336985	95336997	+	0.000	0.000	Merged-chr11-95337203-127
NR4860--MA1104.1.GATA6	chr4	95197263	95197275	+	0.000	0.000	Merged-chr4-95197383-10
NR5458--MA0482.1.Gata4	chr6	12080604	12080614	-	0.000	0.000	Merged-chr6-12080624-16
NR4808--MA0766.1.GATA5	chr4	53384822	53384829	-	0.000	0.000	Merged-chr4-53384912-31
NR6765--MA0035.3.Gata1	chr9	64780047	64780057	+	0.000	0.000	Merged-chr9-64779927-39
NR2561--MA1104.1.GATA6	chr15	62169756	62169768	-	0.000	0.000	Merged-chr15-62169746-74
NR675--MA0035.3.Gata1	chr10	18892250	18892260	-	0.000	0.000	Merged-chr10-18892324-9
NR1479--MA0482.1.Gata4	chr12	25394413	25394423	+	0.000	0.000	Merged-chr12-25394494-23
NR830--MA1104.1.GATA6	chr10	81137367	81137379	-	0.000	0.000	Merged-chr10-81137276-7
NR2300--MA0766.1.GATA5	chr14	54227579	54227586	+	0.000	0.000	Merged-chr14-54227788-83
NR2966--MA0766.1.GATA5	chr17	13654752	13654759	+	0.000	0.000	Merged-chr17-13654932-70
NR1217--MA0035.3.Gata1	chr11	80576067	80576077	-	0.000	0.000	Merged-chr11-80575922-30
NR5127--MA1104.1.GATA6	chr5	30887490	30887502	+	0.000	0.000	Merged-chr5-30887642-12
NR2895--MA0035.3.Gata1	chr16	92443693	92443703	+	0.000	0.000	Merged-chr16-92443749-37
NR5557--MA0035.3.Gata1	chr6	88189800	88189810	-	0.000	0.000	Merged-chr6-88189765-31
NR3033--MA1104.1.GATA6	chr17	32402182	32402194	-	0.000	0.000	Merged-chr17-32402116-14
NR1353--MA1104.1.GATA6	chr11	108101662	108101674	-	0.000	0.000	Merged-chr11-108101692-19
NR4822--MA0482.1.Gata4	chr4	62636268	62636278	+	0.000	0.000	Merged-chr4-62636315-14
NR4341--MA0766.1.GATA5	chr3	52878543	52878550	-	0.000	0.000	Merged-chr3-52878450-55
NR3258--MA0035.3.Gata1	chr18	38350148	38350158	+	0.000	0.000	Merged-chr18-38350190-47
NR4982--MA1104.1.GATA6	chr4	141210626	141210638	+	0.000	0.000	Merged-chr4-141210554-49
NR868--MA0766.1.GATA5	chr10	94116420	94116427	+	0.000	0.000	Merged-chr10-94116374-33
NR1349--MA0482.1.Gata4	chr11	107547685	107547695	-	0.000	0.000	Merged-chr11-107547727-88
NR2564--MA0140.2.GATA1::TAL1	chr15	62169759	62169776	+	0.000	0.000	Merged-chr15-62169746-74
NR1651--MA0140.2.GATA1::TAL1	chr12	104067617	104067634	+	0.000	0.000	Merged-chr12-104067684-35
NR5725--MA1104.1.GATA6	chr6	129586991	129587003	-	0.000	0.000	Merged-chr6-129586992-7
NR5132--MA0482.1.Gata4	chr5	35771305	35771315	+	0.000	0.000	Merged-chr5-35771159-16
NR790--MA1104.1.GATA6	chr10	68540788	68540800	-	0.000	0.000	Merged-chr10-68540864-1
NR6557--MA0766.1.GATA5	chr8	117278454	117278461	-	0.000	0.000	Merged-chr8-117278352-17
NR1475--MA1104.1.GATA6	chr12	25270021	25270033	+	0.000	0.000	Merged-chr12-25270049-10
NR2457--MA0037.3.GATA3	chr14	121423099	121423106	+	0.000	0.000	Merged-chr14-121422910-45
NR5738--MA1104.1.GATA6	chr6	130136664	130136676	-	0.000	0.000	Merged-chr6-130136655-31
NR3787--MA0037.3.GATA3	chr2	38927191	38927198	+	0.000	0.000	Merged-chr2-38927385-1
NR4737--MA0036.3.GATA2	chr3	159509171	159509181	+	0.000	0.000	Merged-chr3-159509158-33
NR7138--MA0766.1.GATA5	chrX	134601054	134601061	-	0.000	0.000	Merged-chrX-134601254-82
NR1616--MA1104.1.GATA6	chr12	97269744	97269756	-	0.000	0.000	Merged-chr12-97269671-1
NR3222--MA0140.2.GATA1::TAL1	chr18	5592807	5592824	-	0.000	0.000	Merged-chr18-5592886-93
NR4432--MA0036.3.GATA2	chr3	97076430	97076440	-	0.000	0.000	Merged-chr3-97076384-70
NR969--MA0766.1.GATA5	chr10	117676230	117676237	-	0.000	0.000	Merged-chr10-117676030-42
NR7155--MA0140.2.GATA1::TAL1	chrX	162868484	162868501	-	0.000	0.000	Merged-chrX-162868446-21
NR673--MA1104.1.GATA6	chr10	18892249	18892261	+	0.000	0.000	Merged-chr10-18892324-9
NR1087--MA1104.1.GATA6	chr11	23754515	23754527	+	0.000	0.000	Merged-chr11-23754497-34
NR6221--MA0036.3.GATA2	chr7	119836235	119836245	+	0.000	0.000	Merged-chr7-119836348-71
NR5148--MA0035.3.Gata1	chr5	37147597	37147607	+	0.000	0.000	Merged-chr5-37147664-17
NR5698--MA1104.1.GATA6	chr6	127272914	127272926	+	0.000	0.000	Merged-chr6-127272790-27
NR6160--MA0035.3.Gata1	chr7	108967111	108967121	-	0.000	0.000	Merged-chr7-108967182-43
NR6431--MA0035.3.Gata1	chr8	79734393	79734403	-	0.000	0.000	Merged-chr8-79734534-16
NR5922--MA0037.3.GATA3	chr7	19332941	19332948	-	0.000	0.000	Merged-chr7-19332998-44
NR2985--MA0482.1.Gata4	chr17	17838231	17838241	+	0.000	0.000	Merged-chr17-17838305-60
NR5303--MA0037.3.GATA3	chr5	120648693	120648700	-	0.000	0.000	Merged-chr5-120648871-127
NR3256--MA1104.1.GATA6	chr18	38350147	38350159	-	0.000	0.000	Merged-chr18-38350190-47
NR4978--MA0766.1.GATA5	chr4	139293492	139293499	-	0.000	0.000	Merged-chr4-139293440-1
NR6454--MA0482.1.Gata4	chr8	91073944	91073954	-	0.000	0.000	Merged-chr8-91073966-44
NR6779--MA0140.2.GATA1::TAL1	chr9	69298081	69298098	+	0.000	0.000	Merged-chr9-69298140-58
NR5459--MA1104.1.GATA6	chr6	12080604	12080616	+	0.000	0.000	Merged-chr6-12080624-16
NR2627--MA0035.3.Gata1	chr15	93298391	93298401	+	0.000	0.000	Merged-chr15-93298411-30
NR887--MA0482.1.Gata4	chr10	96204411	96204421	+	0.000	0.000	Merged-chr10-96204406-28
NR2460--MA0036.3.GATA2	chr14	121423097	121423107	-	0.000	0.000	Merged-chr14-121422910-45
NR2112--MA0036.3.GATA2	chr13	108045780	108045790	+	0.000	0.000	Merged-chr13-108045887-18
NR2670--MA0035.3.Gata1	chr15	100755064	100755074	-	0.000	0.000	Merged-chr15-100755115-72
NR6672--MA0482.1.Gata4	chr9	21172540	21172550	-	0.000	0.000	Merged-chr9-21172499-22
NR3790--MA0036.3.GATA2	chr2	38927189	38927199	-	0.000	0.000	Merged-chr2-38927385-1
NR5278--MA0036.3.GATA2	chr5	105244864	105244874	-	0.000	0.000	Merged-chr5-105244982-37
NR2964--MA0482.1.Gata4	chr17	13654749	13654759	-	0.000	0.000	Merged-chr17-13654932-70
NR5084--MA0482.1.Gata4	chr5	17422756	17422766	+	0.000	0.000	Merged-chr5-17422615-4
NR4697--MA0140.2.GATA1::TAL1	chr3	152210480	152210497	-	0.000	0.000	Merged-chr3-152210438-105
NR5677--MA0037.3.GATA3	chr6	122274709	122274716	+	0.000	0.000	Merged-chr6-122274694-14
NR691--MA0482.1.Gata4	chr10	26229622	26229632	+	0.000	0.000	Merged-chr10-26229708-29
NR6637--MA0766.1.GATA5	chr8	127963050	127963057	+	0.000	0.000	Merged-chr8-127963000-27
NR2683--MA0035.3.Gata1	chr16	7419925	7419935	+	0.000	0.000	Merged-chr16-7419949-42
NR4328--MA0036.3.GATA2	chr3	37753350	37753360	+	0.000	0.000	Merged-chr3-37753406-27
NR3870--MA0035.3.Gata1	chr2	66185005	66185015	-	0.000	0.000	Merged-chr2-66184903-51
NR3312--MA0140.2.GATA1::TAL1	chr18	55107112	55107129	+	0.000	0.000	Merged-chr18-55107186-34
NR7157--MA0482.1.Gata4	chrX	167038164	167038174	-	0.000	0.000	Merged-chrX-167038027-22
NR26--MA0482.1.Gata4	chr1	36768934	36768944	+	0.000	0.000	Merged-chr1-36768955-19
NR2030--MA0035.3.Gata1	chr13	95697071	95697081	+	0.000	0.000	Merged-chr13-95697036-46
NR2301--MA0035.3.Gata1	chr14	54227577	54227587	-	0.000	0.000	Merged-chr14-54227788-83
NR2876--MA0766.1.GATA5	chr16	87726178	87726185	+	0.000	0.000	Merged-chr16-87726198-44
NR5462--MA0140.2.GATA1::TAL1	chr6	15726650	15726667	-	0.000	0.000	Merged-chr6-15726718-35
NR6803--MA0140.2.GATA1::TAL1	chr9	75424569	75424586	-	0.000	0.000	Merged-chr9-75424594-10
NR2723--MA0036.3.GATA2	chr16	20930012	20930022	+	0.000	0.000	Merged-chr16-20930100-26
NR4342--MA0035.3.Gata1	chr3	52878542	52878552	+	0.000	0.000	Merged-chr3-52878450-55
NR6040--MA0766.1.GATA5	chr7	75863453	75863460	-	0.000	0.000	Merged-chr7-75863636-9
NR978--MA0035.3.Gata1	chr10	117959505	117959515	-	0.000	0.000	Merged-chr10-117959672-9
NR6563--MA0766.1.GATA5	chr8	117801966	117801973	+	0.000	0.000	Merged-chr8-117802067-74
NR117--MA0140.2.GATA1::TAL1	chr1	82836638	82836655	-	0.000	0.000	Merged-chr1-82836652-59
NR676--MA0140.2.GATA1::TAL1	chr10	18892241	18892258	-	0.000	0.000	Merged-chr10-18892324-9
NR7059--MA0036.3.GATA2	chr9	120057231	120057241	-	0.000	0.000	Merged-chr9-120057282-6
NR3814--MA0036.3.GATA2	chr2	48473456	48473466	+	0.000	0.000	Merged-chr2-48473305-60
NR6196--MA0766.1.GATA5	chr7	114616936	114616943	+	0.000	0.000	Merged-chr7-114616980-17
NR6738--MA0766.1.GATA5	chr9	50924697	50924704	-	0.000	0.000	Merged-chr9-50924601-13
NR2760--MA0482.1.Gata4	chr16	32954080	32954090	-	0.000	0.000	Merged-chr16-32954126-18
NR3862--MA0035.3.Gata1	chr2	65044568	65044578	-	0.000	0.000	Merged-chr2-65044504-13
NR2335--MA0036.3.GATA2	chr14	62342732	62342742	-	0.000	0.000	Merged-chr14-62342844-35
NR2986--MA1104.1.GATA6	chr17	17838229	17838241	-	0.000	0.000	Merged-chr17-17838305-60
NR4548--MA0766.1.GATA5	chr3	130796845	130796852	+	0.000	0.000	Merged-chr3-130796721-21
NR5125--MA0037.3.GATA3	chr5	30887493	30887500	+	0.000	0.000	Merged-chr5-30887642-12
NR3552--MA0140.2.GATA1::TAL1	chr19	21629142	21629159	-	0.000	0.000	Merged-chr19-21629200-14
NR2316--MA0482.1.Gata4	chr14	59397232	59397242	-	0.000	0.000	Merged-chr14-59397210-50
NR1351--MA0037.3.GATA3	chr11	108101664	108101671	-	0.000	0.000	Merged-chr11-108101692-19
NR6579--MA0036.3.GATA2	chr8	122533228	122533238	-	0.000	0.000	Merged-chr8-122533289-14
NR888--MA1104.1.GATA6	chr10	96204409	96204421	-	0.000	0.000	Merged-chr10-96204406-28
NR6385--MA0482.1.Gata4	chr8	33898107	33898117	-	0.000	0.000	Merged-chr8-33898095-27
NR4807--MA1104.1.GATA6	chr4	53384820	53384832	-	0.000	0.000	Merged-chr4-53384912-31
NR1690--MA0766.1.GATA5	chr12	111897202	111897209	-	0.000	0.000	Merged-chr12-111897164-28
NR3729--MA0037.3.GATA3	chr2	18937789	18937796	+	0.000	0.000	Merged-chr2-18937882-20
NR1093--MA0037.3.GATA3	chr11	32489306	32489313	+	0.000	0.000	Merged-chr11-32489418-40
NR2120--MA0482.1.Gata4	chr13	108854218	108854228	-	0.000	0.000	Merged-chr13-108854384-23
NR2965--MA1104.1.GATA6	chr17	13654749	13654761	+	0.000	0.000	Merged-chr17-13654932-70
NR3838--MA0037.3.GATA3	chr2	60845543	60845550	+	0.000	0.000	Merged-chr2-60845573-40
NR5085--MA1104.1.GATA6	chr5	17422754	17422766	-	0.000	0.000	Merged-chr5-17422615-4
NR1084--MA0140.2.GATA1::TAL1	chr11	21571991	21572008	-	0.000	0.000	Merged-chr11-21571919-66
NR1170--MA0036.3.GATA2	chr11	65806925	65806935	-	0.000	0.000	Merged-chr11-65807044-98
NR692--MA1104.1.GATA6	chr10	26229620	26229632	-	0.000	0.000	Merged-chr10-26229708-29
NR6449--MA0036.3.GATA2	chr8	84813346	84813356	-	0.000	0.000	Merged-chr8-84813219-19
NR2218--MA0036.3.GATA2	chr14	34549215	34549225	-	0.000	0.000	Merged-chr14-34549308-78
NR4084--MA0036.3.GATA2	chr2	138245649	138245659	-	0.000	0.000	Merged-chr2-138245729-1
NR48--MA0140.2.GATA1::TAL1	chr1	43538870	43538887	+	0.000	0.000	Merged-chr1-43538951-30
NR4979--MA0035.3.Gata1	chr4	139293491	139293501	+	0.000	0.000	Merged-chr4-139293440-1
NR2818--MA0482.1.Gata4	chr16	64824834	64824844	+	0.000	0.000	Merged-chr16-64824762-36
NR749--MA0766.1.GATA5	chr10	44069230	44069237	-	0.000	0.000	Merged-chr10-44069344-19
NR2589--MA0766.1.GATA5	chr15	72928859	72928866	+	0.000	0.000	Merged-chr15-72929064-48
NR976--MA1104.1.GATA6	chr10	117959504	117959516	+	0.000	0.000	Merged-chr10-117959672-9
NR4859--MA0482.1.Gata4	chr4	95197263	95197273	-	0.000	0.000	Merged-chr4-95197383-10
NR1412--MA0035.3.Gata1	chr11	115564107	115564117	-	0.000	0.000	Merged-chr11-115564290-52
NR4767--MA1104.1.GATA6	chr4	32615367	32615379	-	0.000	0.000	Merged-chr4-32615355-52
NR1614--MA0037.3.GATA3	chr12	97269746	97269753	-	0.000	0.000	Merged-chr12-97269671-1
NR291--MA1104.1.GATA6	chr1	133033855	133033867	+	0.000	0.000	Merged-chr1-133033861-65
NR654--MA0482.1.Gata4	chr10	6978072	6978082	+	0.000	0.000	Merged-chr10-6978015-8
NR6601--MA0482.1.Gata4	chr8	124520720	124520730	+	0.000	0.000	Merged-chr8-124520851-52
NR2698--MA0766.1.GATA5	chr16	10879824	10879831	+	0.000	0.000	Merged-chr16-10879691-17
NR2969--MA0766.1.GATA5	chr17	13654775	13654782	+	0.000	0.000	Merged-chr17-13654932-70
NR829--MA0482.1.Gata4	chr10	81137369	81137379	+	0.000	0.000	Merged-chr10-81137276-7
NR4283--MA0482.1.Gata4	chr3	14869854	14869864	-	0.000	0.000	Merged-chr3-14869878-60
NR2874--MA0482.1.Gata4	chr16	87726175	87726185	-	0.000	0.000	Merged-chr16-87726198-44
NR3655--MA0037.3.GATA3	chr19	55866000	55866007	+	0.000	0.000	Merged-chr19-55866165-31
NR3623--MA0036.3.GATA2	chr19	46613396	46613406	+	0.000	0.000	Merged-chr19-46613309-39
NR1085--MA0037.3.GATA3	chr11	23754518	23754525	+	0.000	0.000	Merged-chr11-23754497-34
NR6266--MA0036.3.GATA2	chr7	128132354	128132364	+	0.000	0.000	Merged-chr7-128132284-5
NR667--MA0482.1.Gata4	chr10	18009885	18009895	+	0.000	0.000	Merged-chr10-18009949-7
NR4586--MA0036.3.GATA2	chr3	135719269	135719279	+	0.000	0.000	Merged-chr3-135719064-126
NR661--MA0140.2.GATA1::TAL1	chr10	7667482	7667499	+	0.000	0.000	Merged-chr10-7667535-49
NR3732--MA0036.3.GATA2	chr2	18937787	18937797	-	0.000	0.000	Merged-chr2-18937882-20
NR5348--MA1104.1.GATA6	chr5	137425806	137425818	+	0.000	0.000	Merged-chr5-137425710-17
NR5696--MA0037.3.GATA3	chr6	125231717	125231724	-	0.000	0.000	Merged-chr6-125231768-97
NR4796--MA0035.3.Gata1	chr4	41304150	41304160	-	0.000	0.000	Merged-chr4-41303993-1
NR1433--MA0036.3.GATA2	chr11	119047029	119047039	-	0.000	0.000	Merged-chr11-119046996-3
NR5877--MA0140.2.GATA1::TAL1	chr6	146909428	146909445	-	0.000	0.000	Merged-chr6-146909380-33
NR6425--MA0140.2.GATA1::TAL1	chr8	71542801	71542818	+	0.000	0.000	Merged-chr8-71542903-45
NR4171--MA0140.2.GATA1::TAL1	chr2	152789703	152789720	-	0.000	0.000	Merged-chr2-152789536-78
NR2268--MA0482.1.Gata4	chr14	51089606	51089616	-	0.000	0.000	Merged-chr14-51089414-103
NR5457--MA0037.3.GATA3	chr6	12080607	12080614	+	0.000	0.000	Merged-chr6-12080624-16
NR3745--MA0036.3.GATA2	chr2	25054339	25054349	+	0.000	0.000	Merged-chr2-25054565-53
NR2944--MA0140.2.GATA1::TAL1	chr17	12750898	12750915	+	0.000	0.000	Merged-chr17-12751004-39
NR4772--MA0140.2.GATA1::TAL1	chr4	32909415	32909432	-	0.000	0.000	Merged-chr4-32909502-13
NR833--MA0140.2.GATA1::TAL1	chr10	81194175	81194192	-	0.000	0.000	Merged-chr10-81194350-49
NR4052--MA0766.1.GATA5	chr2	120026845	120026852	+	0.000	0.000	Merged-chr2-120026874-2
NR6644--MA1104.1.GATA6	chr8	128264196	128264208	+	0.000	0.000	Merged-chr8-128264362-5
NR2413--MA1104.1.GATA6	chr14	100282787	100282799	-	0.000	0.000	Merged-chr14-100282949-10
NR1313--MA0766.1.GATA5	chr11	101627409	101627416	-	0.000	0.000	Merged-chr11-101627512-104
NR4371--MA0482.1.Gata4	chr3	75696298	75696308	-	0.000	0.000	Merged-chr3-75696372-7
NR968--MA0037.3.GATA3	chr10	117676230	117676237	-	0.000	0.000	Merged-chr10-117676030-42
NR6455--MA0035.3.Gata1	chr8	91073945	91073955	-	0.000	0.000	Merged-chr8-91073966-44
NR4546--MA0482.1.Gata4	chr3	130796842	130796852	-	0.000	0.000	Merged-chr3-130796721-21
NR3752--MA0140.2.GATA1::TAL1	chr2	25111314	25111331	+	0.000	0.000	Merged-chr2-25111409-51
NR2298--MA1104.1.GATA6	chr14	54227576	54227588	+	0.000	0.000	Merged-chr14-54227788-83
NR4336--MA0766.1.GATA5	chr3	52840429	52840436	-	0.000	0.000	Merged-chr3-52840378-53
NR6386--MA1104.1.GATA6	chr8	33898107	33898119	+	0.000	0.000	Merged-chr8-33898095-27
NR3554--MA0035.3.Gata1	chr19	25059774	25059784	+	0.000	0.000	Merged-chr19-25059831-2
NR5414--MA0766.1.GATA5	chr5	149583076	149583083	-	0.000	0.000	Merged-chr5-149583085-2
NR6197--MA0035.3.Gata1	chr7	114616934	114616944	-	0.000	0.000	Merged-chr7-114616980-17
NR6739--MA0035.3.Gata1	chr9	50924696	50924706	+	0.000	0.000	Merged-chr9-50924601-13
NR4467--MA1104.1.GATA6	chr3	106544878	106544890	+	0.000	0.000	Merged-chr3-106544962-40
NR2121--MA1104.1.GATA6	chr13	108854218	108854230	+	0.000	0.000	Merged-chr13-108854384-23
NR2669--MA0766.1.GATA5	chr15	100755066	100755073	+	0.000	0.000	Merged-chr15-100755115-72
NR1805--MA0036.3.GATA2	chr13	24655005	24655015	-	0.000	0.000	Merged-chr13-24655048-11
NR6163--MA0035.3.Gata1	chr7	108967357	108967367	+	0.000	0.000	Merged-chr7-108967182-43
NR3737--MA0036.3.GATA2	chr2	19201776	19201786	-	0.000	0.000	Merged-chr2-19201871-12
