#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Bcl6/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR1864--MA0731.1.BCL6B	chr4	86683518	86683534	+	0.000	0.000	Merged-chr4-86683553-15
NR2098--MA0463.1.Bcl6	chr5	111200319	111200332	-	0.000	0.000	Merged-chr5-111200479-33
NR1335--MA0463.1.Bcl6	chr19	31199619	31199632	+	0.000	0.000	Merged-chr19-31199719-19
NR1211--MA0731.1.BCL6B	chr17	70755478	70755494	+	0.000	0.000	Merged-chr17-70755266-44
NR1559--MA0463.1.Bcl6	chr2	153336213	153336226	-	0.000	0.000	Merged-chr2-153336329-40
NR1004--MA0463.1.Bcl6	chr15	100598719	100598732	-	0.000	0.000	Merged-chr15-100598688-62
NR694--MA0463.1.Bcl6	chr13	73714215	73714228	+	0.000	0.000	Merged-chr13-73714224-16
NR60--MA0731.1.BCL6B	chr1	58761717	58761733	+	0.000	0.000	Merged-chr1-58761595-25
NR2569--MA0463.1.Bcl6	chr8	127655655	127655668	-	0.000	0.000	Merged-chr8-127655779-25
NR596--MA0463.1.Bcl6	chr12	107992791	107992804	-	0.000	0.000	Merged-chr12-107992676-1
NR1291--MA0463.1.Bcl6	chr18	65272282	65272295	+	0.000	0.000	Merged-chr18-65272227-29
NR1045--MA0463.1.Bcl6	chr16	18127358	18127371	-	0.000	0.000	Merged-chr16-18127553-42
NR1712--MA0463.1.Bcl6	chr3	131170339	131170352	-	0.000	0.000	Merged-chr3-131170434-2
NR1673--MA0731.1.BCL6B	chr3	97297574	97297590	-	0.000	0.000	Merged-chr3-97297834-52
NR1325--MA0731.1.BCL6B	chr19	9991434	9991450	-	0.000	0.000	Merged-chr19-9991497-15
NR941--MA0463.1.Bcl6	chr15	27518139	27518152	+	0.000	0.000	Merged-chr15-27518308-43
NR1175--MA0463.1.Bcl6	chr17	35673883	35673896	+	0.000	0.000	Merged-chr17-35673774-49
NR1381--MA0731.1.BCL6B	chr2	35233016	35233032	+	0.000	0.000	Merged-chr2-35233017-25
NR2377--MA0463.1.Bcl6	chr7	80857356	80857369	-	0.000	0.000	Merged-chr7-80857503-23
NR1708--MA0463.1.Bcl6	chr3	129308458	129308471	+	0.000	0.000	Merged-chr3-129308560-67
NR2162--MA0463.1.Bcl6	chr6	29271104	29271117	+	0.000	0.000	Merged-chr6-29271103-44
NR1614--MA0463.1.Bcl6	chr3	37605793	37605806	-	0.000	0.000	Merged-chr3-37605967-27
NR2395--MA0463.1.Bcl6	chr7	99468976	99468989	+	0.000	0.000	Merged-chr7-99468692-92
NR2704--MA0463.1.Bcl6	chrX	142902319	142902332	+	0.000	0.000	Merged-chrX-142902308-39
NR1394--MA0731.1.BCL6B	chr2	46082295	46082311	+	0.000	0.000	Merged-chr2-46082259-1
NR1744--MA0463.1.Bcl6	chr3	146063290	146063303	-	0.000	0.000	Merged-chr3-146063322-20
NR1569--MA0731.1.BCL6B	chr2	163401537	163401553	+	0.000	0.000	Merged-chr2-163401452-24
NR1865--MA0463.1.Bcl6	chr4	86739316	86739329	-	0.000	0.000	Merged-chr4-86739424-15
NR1310--MA0463.1.Bcl6	chr18	83934315	83934328	-	0.000	0.000	Merged-chr18-83934444-16
NR1516--MA0463.1.Bcl6	chr2	132022887	132022900	+	0.000	0.000	Merged-chr2-132022814-33
NR1025--MA0731.1.BCL6B	chr16	8728335	8728351	-	0.000	0.000	Merged-chr16-8728485-34
NR57--MA0731.1.BCL6B	chr1	53843227	53843243	+	0.000	0.000	Merged-chr1-53843171-20
NR43--MA0463.1.Bcl6	chr1	36252998	36253011	+	0.000	0.000	Merged-chr1-36253004-32
NR754--MA0463.1.Bcl6	chr13	109912925	109912938	-	0.000	0.000	Merged-chr13-109912847-3
NR876--MA0731.1.BCL6B	chr14	79331573	79331589	-	0.000	0.000	Merged-chr14-79331457-66
NR1570--MA0463.1.Bcl6	chr2	164081821	164081834	-	0.000	0.000	Merged-chr2-164081803-8
NR1212--MA0463.1.Bcl6	chr17	70973772	70973785	+	0.000	0.000	Merged-chr17-70973710-59
NR1897--MA0463.1.Bcl6	chr4	101998738	101998751	-	0.000	0.000	Merged-chr4-101998677-38
NR746--MA0731.1.BCL6B	chr13	106998766	106998782	-	0.000	0.000	Merged-chr13-106998870-40
NR1342--MA0463.1.Bcl6	chr19	38298314	38298327	-	0.000	0.000	Merged-chr19-38298328-29
NR1907--MA0731.1.BCL6B	chr4	109079933	109079949	-	0.000	0.000	Merged-chr4-109079913-32
NR2432--MA0463.1.Bcl6	chr7	132304076	132304089	+	0.000	0.000	Merged-chr7-132304150-3
NR1126--MA0731.1.BCL6B	chr16	89986157	89986173	+	0.000	0.000	Merged-chr16-89986478-112
NR213--MA0463.1.Bcl6	chr1	182163153	182163166	-	0.000	0.000	Merged-chr1-182163114-26
NR616--MA0731.1.BCL6B	chr13	6515741	6515757	-	0.000	0.000	Merged-chr13-6515620-23
NR1132--MA0463.1.Bcl6	chr16	96767747	96767760	+	0.000	0.000	Merged-chr16-96767615-1
NR1338--MA0463.1.Bcl6	chr19	34290522	34290535	+	0.000	0.000	Merged-chr19-34290594-61
NR2101--MA0463.1.Bcl6	chr5	114194318	114194331	+	0.000	0.000	Merged-chr5-114194325-12
NR1867--MA0731.1.BCL6B	chr4	86739315	86739331	-	0.000	0.000	Merged-chr4-86739424-15
NR2422--MA0731.1.BCL6B	chr7	117429000	117429016	-	0.000	0.000	Merged-chr7-117429043-56
NR455--MA0463.1.Bcl6	chr11	77386339	77386352	+	0.000	0.000	Merged-chr11-77386373-55
NR473--MA0463.1.Bcl6	chr11	101087270	101087283	+	0.000	0.000	Merged-chr11-101087263-56
NR1589--MA0463.1.Bcl6	chr2	181377375	181377388	+	0.000	0.000	Merged-chr2-181377481-47
NR1374--MA0463.1.Bcl6	chr2	18765846	18765859	+	0.000	0.000	Merged-chr2-18765910-35
NR1195--MA0731.1.BCL6B	chr17	53463444	53463460	+	0.000	0.000	Merged-chr17-53463323-32
NR2558--MA0463.1.Bcl6	chr8	123051768	123051781	-	0.000	0.000	Merged-chr8-123051694-23
NR903--MA0463.1.Bcl6	chr14	118089292	118089305	-	0.000	0.000	Merged-chr14-118089540-176
NR685--MA0731.1.BCL6B	chr13	67375782	67375798	-	0.000	0.000	Merged-chr13-67375654-59
NR800--MA0463.1.Bcl6	chr14	14098861	14098874	-	0.000	0.000	Merged-chr14-14098740-35
NR1034--MA0463.1.Bcl6	chr16	11577696	11577709	-	0.000	0.000	Merged-chr16-11577786-44
NR2401--MA0731.1.BCL6B	chr7	105395366	105395382	-	0.000	0.000	Merged-chr7-105395581-59
NR1336--MA0731.1.BCL6B	chr19	31199616	31199632	-	0.000	0.000	Merged-chr19-31199719-19
NR1588--MA0731.1.BCL6B	chr2	181375967	181375983	+	0.000	0.000	Merged-chr2-181375912-7
NR2348--MA0463.1.Bcl6	chr7	58569056	58569069	+	0.000	0.000	Merged-chr7-58568960-29
NR2254--MA0463.1.Bcl6	chr6	119479228	119479241	-	0.000	0.000	Merged-chr6-119479144-6
NR1182--MA0463.1.Bcl6	chr17	44121610	44121623	-	0.000	0.000	Merged-chr17-44121634-62
NR2008--MA0463.1.Bcl6	chr5	21786687	21786700	-	0.000	0.000	Merged-chr5-21786800-52
NR2090--MA0731.1.BCL6B	chr5	99336699	99336715	-	0.000	0.000	Merged-chr5-99336656-39
NR147--MA0463.1.Bcl6	chr1	135818023	135818036	-	0.000	0.000	Merged-chr1-135817909-9
NR2122--MA0731.1.BCL6B	chr5	138264029	138264045	-	0.000	0.000	Merged-chr5-138263904-55
NR2645--MA0731.1.BCL6B	chr9	94668747	94668763	+	0.000	0.000	Merged-chr9-94668774-42
NR438--MA0731.1.BCL6B	chr11	55221690	55221706	+	0.000	0.000	Merged-chr11-55221509-28
NR89--MA0731.1.BCL6B	chr1	76754940	76754956	+	0.000	0.000	Merged-chr1-76755045-2
NR398--MA0463.1.Bcl6	chr11	3157550	3157563	+	0.000	0.000	Merged-chr11-3157744-93
NR971--MA0463.1.Bcl6	chr15	53274957	53274970	+	0.000	0.000	Merged-chr15-53274876-10
NR1196--MA0463.1.Bcl6	chr17	56885000	56885013	+	0.000	0.000	Merged-chr17-56885050-19
NR1307--MA0731.1.BCL6B	chr18	79258159	79258175	+	0.000	0.000	Merged-chr18-79258074-1
NR855--MA0463.1.Bcl6	chr14	55604120	55604133	-	0.000	0.000	Merged-chr14-55604128-61
NR2114--MA0731.1.BCL6B	chr5	125106445	125106461	+	0.000	0.000	Merged-chr5-125106359-47
NR1397--MA0731.1.BCL6B	chr2	49764785	49764801	-	0.000	0.000	Merged-chr2-49764736-24
NR1434--MA0463.1.Bcl6	chr2	66114547	66114560	-	0.000	0.000	Merged-chr2-66114486-5
NR1331--MA0463.1.Bcl6	chr19	18591399	18591412	-	0.000	0.000	Merged-chr19-18591291-34
NR2515--MA0463.1.Bcl6	chr8	81491449	81491462	-	0.000	0.000	Merged-chr8-81491424-1
NR1443--MA0463.1.Bcl6	chr2	72283051	72283064	-	0.000	0.000	Merged-chr2-72282934-17
NR663--MA0463.1.Bcl6	chr13	39011864	39011877	+	0.000	0.000	Merged-chr13-39011940-27
NR305--MA0463.1.Bcl6	chr10	51464417	51464430	+	0.000	0.000	Merged-chr10-51464441-1
NR104--MA0731.1.BCL6B	chr1	88244895	88244911	-	0.000	0.000	Merged-chr1-88244946-1
NR465--MA0731.1.BCL6B	chr11	98487928	98487944	+	0.000	0.000	Merged-chr11-98487809-30
NR659--MA0463.1.Bcl6	chr13	34046548	34046561	+	0.000	0.000	Merged-chr13-34046570-24
NR2538--MA0463.1.Bcl6	chr8	105855013	105855026	-	0.000	0.000	Merged-chr8-105855087-69
NR350--MA0463.1.Bcl6	chr10	94378508	94378521	+	0.000	0.000	Merged-chr10-94378414-58
NR2556--MA0463.1.Bcl6	chr8	122551369	122551382	+	0.000	0.000	Merged-chr8-122551287-97
NR858--MA0731.1.BCL6B	chr14	57680130	57680146	-	0.000	0.000	Merged-chr14-57680165-28
NR2668--MA0463.1.Bcl6	chr9	109862882	109862895	-	0.000	0.000	Merged-chr9-109862838-42
NR122--MA0463.1.Bcl6	chr1	105780191	105780204	+	0.000	0.000	Merged-chr1-105780158-1
NR1135--MA0463.1.Bcl6	chr16	97272489	97272502	+	0.000	0.000	Merged-chr16-97272459-57
NR2113--MA0463.1.Bcl6	chr5	124907074	124907087	+	0.000	0.000	Merged-chr5-124907107-45
NR1274--MA0463.1.Bcl6	chr18	46182171	46182184	-	0.000	0.000	Merged-chr18-46182052-26
NR566--MA0731.1.BCL6B	chr12	80938837	80938853	+	0.000	0.000	Merged-chr12-80938954-22
NR391--MA0463.1.Bcl6	chr10	124784884	124784897	-	0.000	0.000	Merged-chr10-124784824-1
NR2494--MA0463.1.Bcl6	chr8	61283117	61283130	-	0.000	0.000	Merged-chr8-61283229-50
NR2127--MA0463.1.Bcl6	chr5	143485210	143485223	-	0.000	0.000	Merged-chr5-143485209-17
NR2391--MA0463.1.Bcl6	chr7	97371626	97371639	-	0.000	0.000	Merged-chr7-97371683-55
NR2145--MA0463.1.Bcl6	chr6	8736127	8736140	+	0.000	0.000	Merged-chr6-8736179-83
NR387--MA0463.1.Bcl6	chr10	118722039	118722052	-	0.000	0.000	Merged-chr10-118722050-7
NR178--MA0731.1.BCL6B	chr1	165812650	165812666	-	0.000	0.000	Merged-chr1-165812825-36
NR499--MA0463.1.Bcl6	chr12	16133731	16133744	-	0.000	0.000	Merged-chr12-16133558-59
NR2146--MA0731.1.BCL6B	chr6	13838596	13838612	+	0.000	0.000	Merged-chr6-13838758-42
NR1709--MA0463.1.Bcl6	chr3	129308481	129308494	+	0.000	0.000	Merged-chr3-129308560-67
NR2396--MA0463.1.Bcl6	chr7	100591176	100591189	-	0.000	0.000	Merged-chr7-100591140-72
NR2293--MA0463.1.Bcl6	chr6	143115346	143115359	-	0.000	0.000	Merged-chr6-143115192-122,Merged-chr6-143115547-2
NR177--MA0463.1.Bcl6	chr1	165812653	165812666	+	0.000	0.000	Merged-chr1-165812825-36
NR428--MA0731.1.BCL6B	chr11	46358556	46358572	+	0.000	0.000	Merged-chr11-46358620-3
NR2648--MA0731.1.BCL6B	chr9	95072707	95072723	+	0.000	0.000	Merged-chr9-95072706-61
NR862--MA0463.1.Bcl6	chr14	63193889	63193902	+	0.000	0.000	Merged-chr14-63193803-41
NR2029--MA0731.1.BCL6B	chr5	45926350	45926366	+	0.000	0.000	Merged-chr5-45926189-15
NR983--MA0463.1.Bcl6	chr15	67460444	67460457	-	0.000	0.000	Merged-chr15-67460467-5
NR1517--MA0463.1.Bcl6	chr2	132230318	132230331	-	0.000	0.000	Merged-chr2-132230330-32
NR2298--MA0463.1.Bcl6	chr6	144677784	144677797	+	0.000	0.000	Merged-chr6-144677900-59
NR80--MA0463.1.Bcl6	chr1	69331973	69331986	+	0.000	0.000	Merged-chr1-69331775-34
NR102--MA0463.1.Bcl6	chr1	86344411	86344424	+	0.000	0.000	Merged-chr1-86344486-59
NR572--MA0463.1.Bcl6	chr12	86687071	86687084	-	0.000	0.000	Merged-chr12-86687051-28
NR684--MA0463.1.Bcl6	chr13	67375785	67375798	+	0.000	0.000	Merged-chr13-67375654-59
NR1227--MA0463.1.Bcl6	chr17	85189679	85189692	-	0.000	0.000	Merged-chr17-85189630-51
NR2109--MA0731.1.BCL6B	chr5	124022443	124022459	+	0.000	0.000	Merged-chr5-124022476-27
NR2581--MA0463.1.Bcl6	chr9	20581378	20581391	-	0.000	0.000	Merged-chr9-20581482-47
NR1912--MA0463.1.Bcl6	chr4	116708568	116708581	-	0.000	0.000	Merged-chr4-116708529-54
NR1311--MA0731.1.BCL6B	chr18	83934315	83934331	+	0.000	0.000	Merged-chr18-83934444-16
NR904--MA0463.1.Bcl6	chr14	118658263	118658276	+	0.000	0.000	Merged-chr14-118658326-68
NR229--MA0731.1.BCL6B	chr1	193170088	193170104	-	0.000	0.000	Merged-chr1-193170086-7
NR1563--MA0731.1.BCL6B	chr2	158794583	158794599	-	0.000	0.000	Merged-chr2-158794730-73
NR1834--MA0731.1.BCL6B	chr4	56088668	56088684	-	0.000	0.000	Merged-chr4-56088865-1
NR349--MA0463.1.Bcl6	chr10	93742757	93742770	-	0.000	0.000	Merged-chr10-93742892-5
