#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR9501--MA1107.1.KLF9	chr10	128094780	128094792	-	0.000	0.000	Merged-chr10-128094692-20
NR7666--MA1107.1.KLF9	chr10	81292948	81292960	+	0.000	0.000	Merged-chr10-81292977-72
NR20882--MA0741.1.KLF16	chr14	54464159	54464169	+	0.000	0.000	Merged-chr14-54464203-140
NR66377--MA0039.3.KLF4	chr9	44882118	44882128	-	0.000	0.000	Merged-chr9-44881969-124
NR913--MA0741.1.KLF16	chr1	43562529	43562539	+	0.000	0.000	Merged-chr1-43562449-72
NR42536--MA0599.1.KLF5	chr3	89387249	89387258	+	0.000	0.000	Merged-chr3-89387256-27
NR39472--MA0599.1.KLF5	chr2	154570006	154570015	-	0.000	0.000	Merged-chr2-154570093-4
NR35407--MA1107.1.KLF9	chr2	13573921	13573933	+	0.000	0.000	Merged-chr2-13573939-7
NR63597--MA0599.1.KLF5	chr8	70139324	70139333	+	0.000	0.000	Merged-chr8-70139491-63
NR1056--MA0741.1.KLF16	chr1	52597992	52598002	-	0.000	0.000	Merged-chr1-52598024-25
NR48295--MA1107.1.KLF9	chr4	134061994	134062006	-	0.000	0.000	Merged-chr4-134061948-77
NR14853--MA0599.1.KLF5	chr12	85486170	85486179	+	0.000	0.000	Merged-chr12-85486103-52
NR45913--MA0599.1.KLF5	chr4	43499672	43499681	-	0.000	0.000	Merged-chr4-43499565-45
NR52786--MA0741.1.KLF16	chr5	124249857	124249867	-	0.000	0.000	Merged-chr5-124249670-70
NR7695--MA0741.1.KLF16	chr10	81378724	81378734	+	0.000	0.000	Merged-chr10-81378614-74
NR57696--MA0740.1.KLF14	chr6	142884398	142884411	+	0.000	0.000	Merged-chr6-142884312-23
NR42579--MA0741.1.KLF16	chr3	90052817	90052827	-	0.000	0.000	Merged-chr3-90052542-109
NR68490--MA0741.1.KLF16	chrX	7586644	7586654	-	0.000	0.000	Merged-chrX-7586610-10
NR12784--MA1107.1.KLF9	chr11	116377474	116377486	-	0.000	0.000	Merged-chr11-116377399-54
NR55057--MA0599.1.KLF5	chr6	48554901	48554910	+	0.000	0.000	Merged-chr6-48554837-61
NR27427--MA0741.1.KLF16	chr16	76447256	76447266	-	0.000	0.000	Merged-chr16-76447349-16
NR11318--MA0742.1.Klf12	chr11	75336900	75336914	+	0.000	0.000	Merged-chr11-75337042-92
NR62247--MA0493.1.Klf1	chr8	11635797	11635807	-	0.000	0.000	Merged-chr8-11635696-171
NR53683--MA0599.1.KLF5	chr5	142895215	142895224	-	0.000	0.000	Merged-chr5-142895252-53
NR45209--MA0740.1.KLF14	chr4	11900135	11900148	-	0.000	0.000	Merged-chr4-11900204-55
NR66876--MA0741.1.KLF16	chr9	65587082	65587092	+	0.000	0.000	Merged-chr9-65587090-27
NR12007--MA0741.1.KLF16	chr11	97188150	97188160	-	0.000	0.000	Merged-chr11-97188063-96
NR29415--MA0599.1.KLF5	chr17	35165060	35165069	-	0.000	0.000	Merged-chr17-35165046-91
NR10037--MA0599.1.KLF5	chr11	20561490	20561499	-	0.000	0.000	Merged-chr11-20561447-13
NR3079--MA0493.1.Klf1	chr1	138276029	138276039	+	0.000	0.000	Merged-chr1-138276101-29
NR53664--MA1107.1.KLF9	chr5	141081204	141081216	-	0.000	0.000	Merged-chr5-141081137-7
NR47408--MA0599.1.KLF5	chr4	107879691	107879700	-	0.000	0.000	Merged-chr4-107879747-57
NR62497--MA1107.1.KLF9	chr8	22166435	22166447	-	0.000	0.000	Merged-chr8-22166326-62
NR36157--MA0740.1.KLF14	chr2	32854392	32854405	+	0.000	0.000	Merged-chr2-32854345-8
NR46533--MA0742.1.Klf12	chr4	63558531	63558545	-	0.000	0.000	Merged-chr4-63558751-64
NR18513--MA1107.1.KLF9	chr13	97681957	97681969	-	0.000	0.000	Merged-chr13-97682077-4
NR65883--MA1107.1.KLF9	chr9	22070945	22070957	-	0.000	0.000	Merged-chr9-22071062-89
NR27007--MA0599.1.KLF5	chr16	59471757	59471766	-	0.000	0.000	Merged-chr16-59471923-61
NR52167--MA0741.1.KLF16	chr5	112242597	112242607	+	0.000	0.000	Merged-chr5-112242517-49
NR57700--MA0741.1.KLF16	chr6	142884399	142884409	+	0.000	0.000	Merged-chr6-142884312-23
NR54584--MA0742.1.Klf12	chr6	28427352	28427366	-	0.000	0.000	Merged-chr6-28427259-9
NR27346--MA1107.1.KLF9	chr16	75292237	75292249	-	0.000	0.000	Merged-chr16-75292373-1
NR54855--MA0742.1.Klf12	chr6	41177284	41177298	+	0.000	0.000	Merged-chr6-41177322-23
NR34748--MA0740.1.KLF14	chr19	46761488	46761501	+	0.000	0.000	Merged-chr19-46761432-95
NR68799--MA1107.1.KLF9	chrX	48147978	48147990	+	0.000	0.000	Merged-chrX-48147927-58
NR3451--MA0599.1.KLF5	chr1	151041118	151041127	-	0.000	0.000	Merged-chr1-151041056-25
NR12464--MA0741.1.KLF16	chr11	106536356	106536366	+	0.000	0.000	Merged-chr11-106536245-61
NR20991--MA0741.1.KLF16	chr14	57769260	57769270	-	0.000	0.000	Merged-chr14-57769251-39
NR29225--MA0742.1.Klf12	chr17	31077828	31077842	-	0.000	0.000	Merged-chr17-31077750-28
NR6018--MA0599.1.KLF5	chr10	31313258	31313267	-	0.000	0.000	Merged-chr10-31313443-90
NR43750--MA1107.1.KLF9	chr3	131157636	131157648	-	0.000	0.000	Merged-chr3-131157614-46
NR10579--MA0741.1.KLF16	chr11	52000769	52000779	-	0.000	0.000	Merged-chr11-52000626-80
NR10023--MA0493.1.Klf1	chr11	20553255	20553265	+	0.000	0.000	Merged-chr11-20553238-64
NR29199--MA1107.1.KLF9	chr17	29973325	29973337	+	0.000	0.000	Merged-chr17-29973396-19
NR66279--MA0742.1.Klf12	chr9	44084867	44084881	-	0.000	0.000	Merged-chr9-44084798-37
NR10158--MA0599.1.KLF5	chr11	23665945	23665954	+	0.000	0.000	Merged-chr11-23666059-101
NR67173--MA0741.1.KLF16	chr9	80261153	80261163	-	0.000	0.000	Merged-chr9-80261052-5
NR66513--MA0599.1.KLF5	chr9	51020525	51020534	+	0.000	0.000	Merged-chr9-51020554-22
NR59485--MA0740.1.KLF14	chr7	45814347	45814360	+	0.000	0.000	Merged-chr7-45814403-76
NR35998--MA1107.1.KLF9	chr2	30807735	30807747	-	0.000	0.000	Merged-chr2-30807824-61
NR29321--MA0599.1.KLF5	chr17	33930789	33930798	-	0.000	0.000	Merged-chr17-33930835-34
NR66852--MA1107.1.KLF9	chr9	65535549	65535561	-	0.000	0.000	Merged-chr9-65535495-68
NR18503--MA0741.1.KLF16	chr13	97681956	97681966	-	0.000	0.000	Merged-chr13-97682077-4
NR48501--MA1107.1.KLF9	chr4	137367923	137367935	+	0.000	0.000	Merged-chr4-137367876-79
NR67835--MA0657.1.KLF13	chr9	106429375	106429392	-	0.000	0.000	Merged-chr9-106429526-66
NR11610--MA0741.1.KLF16	chr11	82889869	82889879	+	0.000	0.000	Merged-chr11-82889845-1
NR7684--MA1107.1.KLF9	chr10	81378513	81378525	+	0.000	0.000	Merged-chr10-81378614-74
NR51181--MA0599.1.KLF5	chr5	73292978	73292987	-	0.000	0.000	Merged-chr5-73292863-53
NR48044--MA0039.3.KLF4	chr4	129272591	129272601	+	0.000	0.000	Merged-chr4-129272515-32
NR24203--MA0599.1.KLF5	chr15	76879193	76879202	+	0.000	0.000	Merged-chr15-76879232-42
NR25078--MA0599.1.KLF5	chr15	93275329	93275338	+	0.000	0.000	Merged-chr15-93275409-98
NR19009--MA0741.1.KLF16	chr13	109239170	109239180	-	0.000	0.000	Merged-chr13-109239401-35
NR4616--MA1107.1.KLF9	chr1	181144039	181144051	+	0.000	0.000	Merged-chr1-181144225-73
NR37091--MA0599.1.KLF5	chr2	68471248	68471257	+	0.000	0.000	Merged-chr2-68471266-4
NR7736--MA0742.1.Klf12	chr10	81649164	81649178	-	0.000	0.000	Merged-chr10-81649169-52
NR11127--MA0599.1.KLF5	chr11	69662645	69662654	+	0.000	0.000	Merged-chr11-69662567-73
NR69376--MA0741.1.KLF16	chrX	137038097	137038107	+	0.000	0.000	Merged-chrX-137038164-54
NR40669--MA0742.1.Klf12	chr3	10351315	10351329	-	0.000	0.000	Merged-chr3-10351318-69
NR12533--MA0039.3.KLF4	chr11	109432645	109432655	-	0.000	0.000	Merged-chr11-109432542-63
NR40822--MA0599.1.KLF5	chr3	20154835	20154844	+	0.000	0.000	Merged-chr3-20154860-75
NR3488--MA0657.1.KLF13	chr1	151501034	151501051	+	0.000	0.000	Merged-chr1-151500785-93
NR54078--MA1107.1.KLF9	chr6	5867128	5867140	-	0.000	0.000	Merged-chr6-5867138-2
NR46473--MA0740.1.KLF14	chr4	62519704	62519717	+	0.000	0.000	Merged-chr4-62519693-67
NR22810--MA1107.1.KLF9	chr15	12795453	12795465	+	0.000	0.000	Merged-chr15-12795578-29
NR21090--MA0599.1.KLF5	chr14	60727347	60727356	-	0.000	0.000	Merged-chr14-60727314-32
NR15617--MA0740.1.KLF14	chr12	111759514	111759527	+	0.000	0.000	Merged-chr12-111759639-3
NR28930--MA0740.1.KLF14	chr17	25219704	25219717	-	0.000	0.000	Merged-chr17-25219757-41
NR49882--MA0741.1.KLF16	chr5	23110336	23110346	-	0.000	0.000	Merged-chr5-23110365-8
NR62483--MA0741.1.KLF16	chr8	22166297	22166307	-	0.000	0.000	Merged-chr8-22166326-62
NR55075--MA0599.1.KLF5	chr6	48706162	48706171	+	0.000	0.000	Merged-chr6-48706289-36
NR34353--MA1107.1.KLF9	chr19	32266942	32266954	+	0.000	0.000	Merged-chr19-32266743-101
NR11591--MA0741.1.KLF16	chr11	80477011	80477021	-	0.000	0.000	Merged-chr11-80476975-74
NR911--MA1107.1.KLF9	chr1	43500579	43500591	-	0.000	0.000	Merged-chr1-43500582-54
NR65145--MA0741.1.KLF16	chr8	120668178	120668188	+	0.000	0.000	Merged-chr8-120668120-83
NR52720--MA0740.1.KLF14	chr5	123749538	123749551	-	0.000	0.000	Merged-chr5-123749470-86
NR32640--MA0599.1.KLF5	chr18	56431878	56431887	+	0.000	0.000	Merged-chr18-56431859-87
NR47999--MA0599.1.KLF5	chr4	128727561	128727570	+	0.000	0.000	Merged-chr4-128727871-94
NR37606--MA0599.1.KLF5	chr2	90904757	90904766	-	0.000	0.000	Merged-chr2-90904623-58
NR29739--MA0741.1.KLF16	chr17	47739630	47739640	+	0.000	0.000	Merged-chr17-47739612-38
NR42513--MA0740.1.KLF14	chr3	89183123	89183136	+	0.000	0.000	Merged-chr3-89183015-64
NR37692--MA0740.1.KLF14	chr2	92464777	92464790	+	0.000	0.000	Merged-chr2-92464936-24
NR68522--MA0741.1.KLF16	chrX	8132734	8132744	+	0.000	0.000	Merged-chrX-8132839-1
NR58452--MA0599.1.KLF5	chr7	19333172	19333181	+	0.000	0.000	Merged-chr7-19332998-44
NR29063--MA0742.1.Klf12	chr17	27826183	27826197	-	0.000	0.000	Merged-chr17-27826379-77
NR61482--MA0740.1.KLF14	chr7	127393655	127393668	-	0.000	0.000	Merged-chr7-127393642-77
NR67961--MA0599.1.KLF5	chr9	108507759	108507768	-	0.000	0.000	Merged-chr9-108507928-53
NR64011--MA0599.1.KLF5	chr8	81014977	81014986	+	0.000	0.000	Merged-chr8-81015053-72
NR3969--MA0039.3.KLF4	chr1	165788654	165788664	-	0.000	0.000	Merged-chr1-165788733-30
NR13647--MA0599.1.KLF5	chr12	28649571	28649580	+	0.000	0.000	Merged-chr12-28649710-52
NR33764--MA0741.1.KLF16	chr19	3943435	3943445	-	0.000	0.000	Merged-chr19-3943382-37
NR39539--MA0493.1.Klf1	chr2	156730798	156730808	-	0.000	0.000	Merged-chr2-156730705-70
NR9399--MA0493.1.Klf1	chr10	127211640	127211650	-	0.000	0.000	Merged-chr10-127211540-55
NR30048--MA0742.1.Klf12	chr17	56627038	56627052	-	0.000	0.000	Merged-chr17-56627075-72
NR18341--MA0741.1.KLF16	chr13	92844708	92844718	+	0.000	0.000	Merged-chr13-92844902-63
NR65768--MA0599.1.KLF5	chr9	21131301	21131310	+	0.000	0.000	Merged-chr9-21131280-55
NR62340--MA0741.1.KLF16	chr8	14888960	14888970	-	0.000	0.000	Merged-chr8-14888762-80
NR54652--MA0740.1.KLF14	chr6	30509821	30509834	-	0.000	0.000	Merged-chr6-30509699-52
NR48968--MA0599.1.KLF5	chr4	149991100	149991109	-	0.000	0.000	Merged-chr4-149991121-13
NR42647--MA1107.1.KLF9	chr3	93550153	93550165	-	0.000	0.000	Merged-chr3-93550146-53
NR31008--MA0741.1.KLF16	chr17	86963013	86963023	+	0.000	0.000	Merged-chr17-86962989-104
NR53315--MA1107.1.KLF9	chr5	136146923	136146935	+	0.000	0.000	Merged-chr5-136147048-39
NR11096--MA0740.1.KLF14	chr11	69097179	69097192	+	0.000	0.000	Merged-chr11-69097123-2
NR16456--MA0741.1.KLF16	chr13	23763591	23763601	-	0.000	0.000	Merged-chr13-23763739-41
NR48067--MA1107.1.KLF9	chr4	129558801	129558813	-	0.000	0.000	Merged-chr4-129558615-59
NR39381--MA0657.1.KLF13	chr2	152293823	152293840	-	0.000	0.000	Merged-chr2-152293907-74
NR56025--MA1107.1.KLF9	chr6	90629685	90629697	+	0.000	0.000	Merged-chr6-90629668-42
NR7979--MA0741.1.KLF16	chr10	89747864	89747874	+	0.000	0.000	Merged-chr10-89747839-80
NR42494--MA0740.1.KLF14	chr3	88832610	88832623	+	0.000	0.000	Merged-chr3-88832556-26
NR61995--MA0599.1.KLF5	chr7	143501947	143501956	+	0.000	0.000	Merged-chr7-143502068-57
NR21267--MA0742.1.Klf12	chr14	70100079	70100093	-	0.000	0.000	Merged-chr14-70100170-54
NR11265--MA0742.1.Klf12	chr11	74555848	74555862	+	0.000	0.000	Merged-chr11-74556046-55
NR63821--MA0599.1.KLF5	chr8	72169383	72169392	+	0.000	0.000	Merged-chr8-72169499-55
NR58740--MA0740.1.KLF14	chr7	25755282	25755295	+	0.000	0.000	Merged-chr7-25755433-131
NR55056--MA0742.1.Klf12	chr6	48554900	48554914	+	0.000	0.000	Merged-chr6-48554837-61
NR47690--MA0599.1.KLF5	chr4	119239261	119239270	+	0.000	0.000	Merged-chr4-119239271-44
NR33278--MA0599.1.KLF5	chr18	75331226	75331235	+	0.000	0.000	Merged-chr18-75331173-4
NR12691--MA0742.1.Klf12	chr11	115475695	115475709	-	0.000	0.000	Merged-chr11-115475686-55
NR23224--MA1107.1.KLF9	chr15	36449180	36449192	+	0.000	0.000	Merged-chr15-36449278-49
NR16343--MA0493.1.Klf1	chr13	17944184	17944194	+	0.000	0.000	Merged-chr13-17944347-3
NR44285--MA1107.1.KLF9	chr3	144714793	144714805	-	0.000	0.000	Merged-chr3-144714756-6
NR28866--MA0741.1.KLF16	chr17	24414527	24414537	-	0.000	0.000	Merged-chr17-24414569-93
NR42572--MA0599.1.KLF5	chr3	89963216	89963225	-	0.000	0.000	Merged-chr3-89963361-50
NR47440--MA0741.1.KLF16	chr4	108460240	108460250	-	0.000	0.000	Merged-chr4-108460277-145
NR39752--MA0740.1.KLF14	chr2	162931481	162931494	+	0.000	0.000	Merged-chr2-162931607-133
NR25978--MA0599.1.KLF5	chr16	16146908	16146917	+	0.000	0.000	Merged-chr16-16146725-61
NR19099--MA0741.1.KLF16	chr13	112463974	112463984	+	0.000	0.000	Merged-chr13-112464093-61
NR9777--MA0742.1.Klf12	chr11	6528853	6528867	-	0.000	0.000	Merged-chr11-6528717-51
NR45760--MA0741.1.KLF16	chr4	41348060	41348070	+	0.000	0.000	Merged-chr4-41348000-22
NR11484--MA1107.1.KLF9	chr11	78246246	78246258	-	0.000	0.000	Merged-chr11-78245964-87
NR2028--MA0657.1.KLF13	chr1	92934600	92934617	+	0.000	0.000	Merged-chr1-92934490-65
NR34659--MA0742.1.Klf12	chr19	44510828	44510842	+	0.000	0.000	Merged-chr19-44510924-1
NR14428--MA0741.1.KLF16	chr12	69533503	69533513	+	0.000	0.000	Merged-chr12-69533409-7
NR3063--MA0741.1.KLF16	chr1	138149140	138149150	+	0.000	0.000	Merged-chr1-138149059-47
NR46536--MA0039.3.KLF4	chr4	63847306	63847316	-	0.000	0.000	Merged-chr4-63847263-40
NR43756--MA0599.1.KLF5	chr3	131272068	131272077	-	0.000	0.000	Merged-chr3-131271947-79
NR46466--MA0599.1.KLF5	chr4	62408696	62408705	+	0.000	0.000	Merged-chr4-62408524-84
NR50936--MA0039.3.KLF4	chr5	65019493	65019503	+	0.000	0.000	Merged-chr5-65019357-18
NR51179--MA0740.1.KLF14	chr5	73292975	73292988	-	0.000	0.000	Merged-chr5-73292863-53
NR43880--MA1107.1.KLF9	chr3	135417973	135417985	+	0.000	0.000	Merged-chr3-135417903-41
NR67249--MA0493.1.Klf1	chr9	83446115	83446125	+	0.000	0.000	Merged-chr9-83446152-4
NR37624--MA0599.1.KLF5	chr2	91236986	91236995	+	0.000	0.000	Merged-chr2-91237090-79
NR9497--MA0741.1.KLF16	chr10	128094779	128094789	-	0.000	0.000	Merged-chr10-128094692-20
NR32178--MA1107.1.KLF9	chr18	39009052	39009064	-	0.000	0.000	Merged-chr18-39009323-57
NR67024--MA0039.3.KLF4	chr9	74964992	74965002	-	0.000	0.000	Merged-chr9-74965156-11
NR59001--MA0742.1.Klf12	chr7	30321675	30321689	-	0.000	0.000	Merged-chr7-30321790-4
NR9864--MA1107.1.KLF9	chr11	11529021	11529033	+	0.000	0.000	Merged-chr11-11528988-38
NR52308--MA0741.1.KLF16	chr5	113873338	113873348	-	0.000	0.000	Merged-chr5-113873174-24
NR33851--MA0599.1.KLF5	chr19	5389954	5389963	-	0.000	0.000	Merged-chr19-5390000-41
NR14885--MA0741.1.KLF16	chr12	86860282	86860292	+	0.000	0.000	Merged-chr12-86860262-64
NR56277--MA0599.1.KLF5	chr6	99429074	99429083	+	0.000	0.000	Merged-chr6-99429138-37
NR63794--MA0740.1.KLF14	chr8	71665695	71665708	-	0.000	0.000	Merged-chr8-71665590-47
NR31738--MA0493.1.Klf1	chr18	23811152	23811162	+	0.000	0.000	Merged-chr18-23810991-46
NR51168--MA0599.1.KLF5	chr5	73256630	73256639	+	0.000	0.000	Merged-chr5-73256531-130
NR5234--MA0740.1.KLF14	chr10	4386708	4386721	-	0.000	0.000	Merged-chr10-4386678-1
NR53587--MA0740.1.KLF14	chr5	140586796	140586809	+	0.000	0.000	Merged-chr5-140586794-18
NR64010--MA1107.1.KLF9	chr8	81012396	81012408	+	0.000	0.000	Merged-chr8-81012350-63
NR64381--MA0741.1.KLF16	chr8	94365468	94365478	+	0.000	0.000	Merged-chr8-94365544-57
NR56258--MA1107.1.KLF9	chr6	99360016	99360028	+	0.000	0.000	Merged-chr6-99360034-2
NR11596--MA1107.1.KLF9	chr11	80512582	80512594	+	0.000	0.000	Merged-chr11-80512615-5
NR58813--MA0742.1.Klf12	chr7	27508316	27508330	-	0.000	0.000	Merged-chr7-27508351-96
NR51620--MA0599.1.KLF5	chr5	93133684	93133693	-	0.000	0.000	Merged-chr5-93133564-50
NR29652--MA0493.1.Klf1	chr17	45573315	45573325	+	0.000	0.000	Merged-chr17-45573400-189
NR62496--MA0741.1.KLF16	chr8	22166436	22166446	-	0.000	0.000	Merged-chr8-22166326-62
NR1294--MA0599.1.KLF5	chr1	63130091	63130100	+	0.000	0.000	Merged-chr1-63130141-51
NR26186--MA0599.1.KLF5	chr16	23102928	23102937	-	0.000	0.000	Merged-chr16-23102925-22
NR21367--MA0741.1.KLF16	chr14	73349361	73349371	-	0.000	0.000	Merged-chr14-73349439-20
NR48967--MA1107.1.KLF9	chr4	149991027	149991039	-	0.000	0.000	Merged-chr4-149991121-13
NR13165--MA0657.1.KLF13	chr12	8496609	8496626	+	0.000	0.000	Merged-chr12-8496481-10
NR55881--MA0599.1.KLF5	chr6	87590783	87590792	+	0.000	0.000	Merged-chr6-87590737-28
NR30586--MA0599.1.KLF5	chr17	74294864	74294873	-	0.000	0.000	Merged-chr17-74294944-148
NR7596--MA0599.1.KLF5	chr10	80622979	80622988	+	0.000	0.000	Merged-chr10-80622970-10
NR24524--MA0039.3.KLF4	chr15	81523066	81523076	+	0.000	0.000	Merged-chr15-81522874-123
NR5789--MA0741.1.KLF16	chr10	21254916	21254926	-	0.000	0.000	Merged-chr10-21254980-25
NR23242--MA1107.1.KLF9	chr15	36640939	36640951	-	0.000	0.000	Merged-chr15-36640954-48
NR14808--MA0741.1.KLF16	chr12	84408449	84408459	+	0.000	0.000	Merged-chr12-84408533-142
NR32751--MA1107.1.KLF9	chr18	60844165	60844177	-	0.000	0.000	Merged-chr18-60844209-77
NR58439--MA0599.1.KLF5	chr7	19295865	19295874	+	0.000	0.000	Merged-chr7-19295883-40
NR2478--MA0599.1.KLF5	chr1	119151863	119151872	-	0.000	0.000	Merged-chr1-119151846-1
NR55853--MA1107.1.KLF9	chr6	86669336	86669348	+	0.000	0.000	Merged-chr6-86669328-55
NR39383--MA0599.1.KLF5	chr2	152293829	152293838	-	0.000	0.000	Merged-chr2-152293907-74
NR40262--MA0493.1.Klf1	chr2	173659729	173659739	-	0.000	0.000	Merged-chr2-173659827-104
NR51821--MA0493.1.Klf1	chr5	100498683	100498693	+	0.000	0.000	Merged-chr5-100498698-59
NR4393--MA0741.1.KLF16	chr1	175625609	175625619	+	0.000	0.000	Merged-chr1-175625655-94
NR4664--MA0741.1.KLF16	chr1	184013532	184013542	-	0.000	0.000	Merged-chr1-184013369-24
NR58205--MA1107.1.KLF9	chr7	12818632	12818644	+	0.000	0.000	Merged-chr7-12818796-51
NR65673--MA1107.1.KLF9	chr9	15045565	15045577	-	0.000	0.000	Merged-chr9-15045417-72
NR52417--MA0741.1.KLF16	chr5	115158335	115158345	-	0.000	0.000	Merged-chr5-115158456-79
NR18509--MA1107.1.KLF9	chr13	97681940	97681952	-	0.000	0.000	Merged-chr13-97682077-4
NR37865--MA0741.1.KLF16	chr2	103668280	103668290	-	0.000	0.000	Merged-chr2-103668249-32
NR66956--MA0493.1.Klf1	chr9	70542743	70542753	-	0.000	0.000	Merged-chr9-70542837-79
NR34008--MA0657.1.KLF13	chr19	7206345	7206362	+	0.000	0.000	Merged-chr19-7206392-96
NR68121--MA0741.1.KLF16	chr9	114730235	114730245	-	0.000	0.000	Merged-chr9-114730346-23
NR28133--MA0599.1.KLF5	chr16	97462943	97462952	+	0.000	0.000	Merged-chr16-97462987-69
NR40259--MA0741.1.KLF16	chr2	173659685	173659695	+	0.000	0.000	Merged-chr2-173659827-104
NR42676--MA0742.1.Klf12	chr3	94886971	94886985	+	0.000	0.000	Merged-chr3-94886845-57
NR65818--MA0742.1.Klf12	chr9	21419885	21419899	-	0.000	0.000	Merged-chr9-21419783-26
NR3934--MA0740.1.KLF14	chr1	165194446	165194459	+	0.000	0.000	Merged-chr1-165194301-85
NR58415--MA0039.3.KLF4	chr7	19228263	19228273	+	0.000	0.000	Merged-chr7-19228320-141
NR12686--MA1107.1.KLF9	chr11	115475596	115475608	+	0.000	0.000	Merged-chr11-115475686-55
NR1144--MA0741.1.KLF16	chr1	58303908	58303918	+	0.000	0.000	Merged-chr1-58304012-69
NR53655--MA0039.3.KLF4	chr5	141081190	141081200	-	0.000	0.000	Merged-chr5-141081137-7
NR17231--MA1107.1.KLF9	chr13	58158330	58158342	-	0.000	0.000	Merged-chr13-58158134-148
NR55298--MA1107.1.KLF9	chr6	58844475	58844487	-	0.000	0.000	Merged-chr6-58844366-72
NR66857--MA1107.1.KLF9	chr9	65535559	65535571	-	0.000	0.000	Merged-chr9-65535495-68
NR48506--MA1107.1.KLF9	chr4	137641889	137641901	-	0.000	0.000	Merged-chr4-137641838-36
NR44752--MA0599.1.KLF5	chr3	154628569	154628578	+	0.000	0.000	Merged-chr3-154628476-23
NR10012--MA0657.1.KLF13	chr11	20532442	20532459	+	0.000	0.000	Merged-chr11-20532387-59
NR26740--MA1107.1.KLF9	chr16	48788726	48788738	-	0.000	0.000	Merged-chr16-48788871-49
NR18877--MA0741.1.KLF16	chr13	107095396	107095406	-	0.000	0.000	Merged-chr13-107095527-25
NR66642--MA1107.1.KLF9	chr9	57836916	57836928	-	0.000	0.000	Merged-chr9-57836875-58
NR35910--MA0599.1.KLF5	chr2	29622613	29622622	-	0.000	0.000	Merged-chr2-29622559-44
NR37180--MA0741.1.KLF16	chr2	71786874	71786884	-	0.000	0.000	Merged-chr2-71787122-109
NR29492--MA0740.1.KLF14	chr17	35969881	35969894	-	0.000	0.000	Merged-chr17-35969818-62
NR50302--MA0599.1.KLF5	chr5	36581993	36582002	+	0.000	0.000	Merged-chr5-36582061-78
NR11275--MA0599.1.KLF5	chr11	74770734	74770743	+	0.000	0.000	Merged-chr11-74770874-53
NR22497--MA1107.1.KLF9	chr14	121545778	121545790	+	0.000	0.000	Merged-chr14-121545671-6
NR27042--MA1107.1.KLF9	chr16	62832256	62832268	+	0.000	0.000	Merged-chr16-62832173-1
NR65133--MA0742.1.Klf12	chr8	120537373	120537387	-	0.000	0.000	Merged-chr8-120537413-55
NR51853--MA0599.1.KLF5	chr5	100911452	100911461	+	0.000	0.000	Merged-chr5-100911523-1
NR21408--MA0742.1.Klf12	chr14	75131062	75131076	+	0.000	0.000	Merged-chr14-75131133-67
NR20080--MA0741.1.KLF16	chr14	25719559	25719569	+	0.000	0.000	Merged-chr14-25719567-22
NR33841--MA1107.1.KLF9	chr19	5041499	5041511	+	0.000	0.000	Merged-chr19-5041354-41
NR68156--MA0599.1.KLF5	chr9	115561387	115561396	+	0.000	0.000	Merged-chr9-115561296-46
NR34377--MA0599.1.KLF5	chr19	32957088	32957097	+	0.000	0.000	Merged-chr19-32957163-34
NR6358--MA0493.1.Klf1	chr10	44444024	44444034	-	0.000	0.000	Merged-chr10-44443949-54
NR59529--MA0599.1.KLF5	chr7	46795809	46795818	+	0.000	0.000	Merged-chr7-46795936-83
NR45721--MA0599.1.KLF5	chr4	40876899	40876908	-	0.000	0.000	Merged-chr4-40876932-30
NR69355--MA0741.1.KLF16	chrX	136639856	136639866	-	0.000	0.000	Merged-chrX-136640017-3
NR51158--MA1107.1.KLF9	chr5	72763837	72763849	-	0.000	0.000	Merged-chr5-72763794-20
NR46279--MA0741.1.KLF16	chr4	57370216	57370226	+	0.000	0.000	Merged-chr4-57370135-36
NR53517--MA0742.1.Klf12	chr5	139372007	139372021	-	0.000	0.000	Merged-chr5-139372178-54
NR7694--MA0493.1.Klf1	chr10	81378723	81378733	+	0.000	0.000	Merged-chr10-81378614-74
NR33854--MA0740.1.KLF14	chr19	5424955	5424968	+	0.000	0.000	Merged-chr19-5424868-86
NR48696--MA0742.1.Klf12	chr4	141663217	141663231	+	0.000	0.000	Merged-chr4-141663261-9
NR33481--MA0742.1.Klf12	chr18	81515518	81515532	+	0.000	0.000	Merged-chr18-81515647-6
NR69214--MA0493.1.Klf1	chrX	106135775	106135785	-	0.000	0.000	Merged-chrX-106135909-80
NR22806--MA1107.1.KLF9	chr15	12795445	12795457	+	0.000	0.000	Merged-chr15-12795578-29
NR11923--MA1107.1.KLF9	chr11	95713999	95714011	+	0.000	0.000	Merged-chr11-95714089-14
NR52255--MA0741.1.KLF16	chr5	113772625	113772635	+	0.000	0.000	Merged-chr5-113772716-49
