#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_dn.bed
NR47479--MA0741.1.KLF16	chr4	141425778	141425788	+	0.000	0.000	Merged-chr4-141425823-59
NR67890--MA0599.1.KLF5	chr9	94607625	94607634	-	0.000	0.000	Merged-chr9-94607543-65
NR6959--MA0599.1.KLF5	chr10	81401814	81401823	-	0.000	0.000	Merged-chr10-81401925-26
NR5314--MA0599.1.KLF5	chr10	24639747	24639756	-	0.000	0.000	Merged-chr10-24639829-10
NR27998--MA0741.1.KLF16	chr17	31326299	31326309	-	0.000	0.000	Merged-chr17-31326302-35
NR22309--MA0740.1.KLF14	chr15	36241631	36241644	-	0.000	0.000	Merged-chr15-36241584-11
NR46394--MA1107.1.KLF9	chr4	120053610	120053622	-	0.000	0.000	Merged-chr4-120053646-59
NR13678--MA0742.1.Klf12	chr12	25155526	25155540	-	0.000	0.000	Merged-chr12-25155613-40
NR27715--MA0493.1.Klf1	chr17	27564908	27564918	-	0.000	0.000	Merged-chr17-27564806-2
NR15746--MA1107.1.KLF9	chr12	111855480	111855492	+	0.000	0.000	Merged-chr12-111855656-21
NR55774--MA0493.1.Klf1	chr6	119199130	119199140	+	0.000	0.000	Merged-chr6-119199024-52
NR8247--MA1107.1.KLF9	chr10	117925714	117925726	+	0.000	0.000	Merged-chr10-117925903-63
NR55460--MA1107.1.KLF9	chr6	112862179	112862191	+	0.000	0.000	Merged-chr6-112862022-40
NR27714--MA0039.3.KLF4	chr17	27564906	27564916	-	0.000	0.000	Merged-chr17-27564806-2
NR41014--MA0657.1.KLF13	chr3	79181731	79181748	-	0.000	0.000	Merged-chr3-79181699-42
NR50903--MA0599.1.KLF5	chr5	112239641	112239650	-	0.000	0.000	Merged-chr5-112239781-12
NR770--MA0493.1.Klf1	chr1	55489578	55489588	+	0.000	0.000	Merged-chr1-55489612-12
NR11624--MA0039.3.KLF4	chr11	95356944	95356954	+	0.000	0.000	Merged-chr11-95356897-59
NR5006--MA0599.1.KLF5	chr10	10307608	10307617	-	0.000	0.000	Merged-chr10-10307543-35
NR49665--MA0493.1.Klf1	chr5	68033412	68033422	+	0.000	0.000	Merged-chr5-68033501-23
NR61163--MA0039.3.KLF4	chr7	125620284	125620294	-	0.000	0.000	Merged-chr7-125620287-12
NR67395--MA0599.1.KLF5	chr9	79895081	79895090	+	0.000	0.000	Merged-chr9-79895109-7
NR12223--MA0741.1.KLF16	chr11	103382152	103382162	+	0.000	0.000	Merged-chr11-103382133-47
NR8242--MA0740.1.KLF14	chr10	117925714	117925727	+	0.000	0.000	Merged-chr10-117925903-63
NR51487--MA1107.1.KLF9	chr5	122987506	122987518	+	0.000	0.000	Merged-chr5-122987462-4
NR6961--MA0741.1.KLF16	chr10	81401813	81401823	-	0.000	0.000	Merged-chr10-81401925-26
NR6485--MA1107.1.KLF9	chr10	77624633	77624645	-	0.000	0.000	Merged-chr10-77624666-9
NR7576--MA0741.1.KLF16	chr10	96408138	96408148	+	0.000	0.000	Merged-chr10-96408012-53
NR18777--MA0599.1.KLF5	chr13	109239466	109239475	+	0.000	0.000	Merged-chr13-109239401-35
NR27713--MA0599.1.KLF5	chr17	27564908	27564917	-	0.000	0.000	Merged-chr17-27564806-2
NR18182--MA0741.1.KLF16	chr13	97442319	97442329	+	0.000	0.000	Merged-chr13-97442585-64
NR60134--MA0599.1.KLF5	chr7	98995318	98995327	-	0.000	0.000	Merged-chr7-98995432-21
NR55768--MA0599.1.KLF5	chr6	119199121	119199130	+	0.000	0.000	Merged-chr6-119199024-52
NR15744--MA1107.1.KLF9	chr12	111855476	111855488	+	0.000	0.000	Merged-chr12-111855656-21
NR11623--MA0599.1.KLF5	chr11	95356929	95356938	+	0.000	0.000	Merged-chr11-95356897-59
NR55776--MA1107.1.KLF9	chr6	119199130	119199142	+	0.000	0.000	Merged-chr6-119199024-52
NR65074--MA0741.1.KLF16	chr8	122430372	122430382	+	0.000	0.000	Merged-chr8-122430402-7
NR46397--MA1107.1.KLF9	chr4	120053616	120053628	-	0.000	0.000	Merged-chr4-120053646-59
NR45662--MA0599.1.KLF5	chr4	97871746	97871755	+	0.000	0.000	Merged-chr4-97871840-30
NR10533--MA0493.1.Klf1	chr11	70622565	70622575	-	0.000	0.000	Merged-chr11-70622499-26
NR28279--MA1107.1.KLF9	chr17	35706196	35706208	-	0.000	0.000	Merged-chr17-35706172-14
NR46057--MA1107.1.KLF9	chr4	109136946	109136958	+	0.000	0.000	Merged-chr4-109136872-28
NR67399--MA0741.1.KLF16	chr9	79895083	79895093	+	0.000	0.000	Merged-chr9-79895109-7
NR46389--MA0493.1.Klf1	chr4	119947768	119947778	-	0.000	0.000	Merged-chr4-119947761-47
NR61162--MA0599.1.KLF5	chr7	125620286	125620295	-	0.000	0.000	Merged-chr7-125620287-12
NR2064--MA0039.3.KLF4	chr1	128366550	128366560	-	0.000	0.000	Merged-chr1-128366514-8
NR64969--MA0599.1.KLF5	chr8	120538815	120538824	+	0.000	0.000	Merged-chr8-120538784-40
NR33439--MA0599.1.KLF5	chr19	37110672	37110681	+	0.000	0.000	Merged-chr19-37110576-17
NR7973--MA0657.1.KLF13	chr10	111562798	111562815	+	0.000	0.000	Merged-chr10-111562842-26
NR61160--MA0657.1.KLF13	chr7	125620280	125620297	-	0.000	0.000	Merged-chr7-125620287-12
NR53503--MA1107.1.KLF9	chr6	15746181	15746193	-	0.000	0.000	Merged-chr6-15746120-23
NR7551--MA0599.1.KLF5	chr10	95923297	95923306	-	0.000	0.000	Merged-chr10-95923402-19
NR5315--MA0741.1.KLF16	chr10	24639795	24639805	+	0.000	0.000	Merged-chr10-24639829-10
NR47086--MA0599.1.KLF5	chr4	134652273	134652282	-	0.000	0.000	Merged-chr4-134652470-11
NR46323--MA0599.1.KLF5	chr4	118406382	118406391	+	0.000	0.000	Merged-chr4-118406334-12
NR20761--MA0741.1.KLF16	chr14	70994737	70994747	-	0.000	0.000	Merged-chr14-70994576-24
NR50905--MA0039.3.KLF4	chr5	112239639	112239649	-	0.000	0.000	Merged-chr5-112239781-12
NR52949--MA0741.1.KLF16	chr5	146655615	146655625	-	0.000	0.000	Merged-chr5-146655552-37
NR22311--MA0741.1.KLF16	chr15	36241633	36241643	-	0.000	0.000	Merged-chr15-36241584-11
NR27428--MA0741.1.KLF16	chr17	23748258	23748268	+	0.000	0.000	Merged-chr17-23748319-15
NR3079--MA0039.3.KLF4	chr1	162565218	162565228	+	0.000	0.000	Merged-chr1-162565187-22
NR20644--MA0741.1.KLF16	chr14	66805704	66805714	+	0.000	0.000	Merged-chr14-66805736-29
