#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed
NR42112--MA0741.1.KLF16	chr4	46411763	46411773	-	0.000	0.000	Merged-chr4-46411765-13
NR8921--MA0599.1.KLF5	chr11	32211340	32211349	+	0.000	0.000	Merged-chr11-32211226-20
NR2769--MA0742.1.Klf12	chr1	157020051	157020065	+	0.000	0.000	Merged-chr1-157020072-9
NR13342--MA0740.1.KLF14	chr12	55357491	55357504	-	0.000	0.000	Merged-chr12-55357452-12
NR44624--MA0493.1.Klf1	chr4	140833017	140833027	-	0.000	0.000	Merged-chr4-140833040-18
NR1855--MA1107.1.KLF9	chr1	127796459	127796471	-	0.000	0.000	Merged-chr1-127796546-56
NR34160--MA0742.1.Klf12	chr2	72170842	72170856	-	0.000	0.000	Merged-chr2-72170854-84
NR38084--MA1107.1.KLF9	chr3	37157148	37157160	+	0.000	0.000	Merged-chr3-37157248-37
NR52680--MA0741.1.KLF16	chr6	121110158	121110168	-	0.000	0.000	Merged-chr6-121110104-77
NR14723--MA0741.1.KLF16	chr12	109446511	109446521	-	0.000	0.000	Merged-chr12-109446341-43
NR34826--MA1107.1.KLF9	chr2	104172840	104172852	-	0.000	0.000	Merged-chr2-104172938-49
NR10539--MA0741.1.KLF16	chr11	85407804	85407814	+	0.000	0.000	Merged-chr11-85407928-27
NR38725--MA0493.1.Klf1	chr3	86961190	86961200	-	0.000	0.000	Merged-chr3-86961231-31
NR34055--MA0741.1.KLF16	chr2	68289275	68289285	-	0.000	0.000	Merged-chr2-68289327-28
NR19517--MA0493.1.Klf1	chr14	68078500	68078510	+	0.000	0.000	Merged-chr14-68078565-20
NR43347--MA0599.1.KLF5	chr4	120288021	120288030	+	0.000	0.000	Merged-chr4-120287807-68
NR62639--MA1107.1.KLF9	chr9	50512114	50512126	-	0.000	0.000	Merged-chr9-50512107-7
NR44692--MA0599.1.KLF5	chr4	141296034	141296043	+	0.000	0.000	Merged-chr4-141296105-4
NR30266--MA0493.1.Klf1	chr18	75210433	75210443	+	0.000	0.000	Merged-chr18-75210545-14
NR53162--MA0493.1.Klf1	chr6	134184204	134184214	+	0.000	0.000	Merged-chr6-134184108-53
NR59911--MA1107.1.KLF9	chr8	77268572	77268584	+	0.000	0.000	Merged-chr8-77268341-22
NR30262--MA0740.1.KLF14	chr18	75210433	75210446	+	0.000	0.000	Merged-chr18-75210545-14
NR46620--MA1107.1.KLF9	chr5	63943574	63943586	-	0.000	0.000	Merged-chr5-63943362-36
NR28170--MA0039.3.KLF4	chr17	74864998	74865008	-	0.000	0.000	Merged-chr17-74864979-18
NR62425--MA0493.1.Klf1	chr9	42423875	42423885	+	0.000	0.000	Merged-chr9-42423784-11
NR30279--MA1107.1.KLF9	chr18	75322572	75322584	-	0.000	0.000	Merged-chr18-75322404-42
NR34056--MA0039.3.KLF4	chr2	68289368	68289378	-	0.000	0.000	Merged-chr2-68289327-28
NR42620--MA0599.1.KLF5	chr4	88079172	88079181	-	0.000	0.000	Merged-chr4-88079193-33
NR44288--MA0741.1.KLF16	chr4	136140417	136140427	+	0.000	0.000	Merged-chr4-136140503-4
NR53161--MA0039.3.KLF4	chr6	134184206	134184216	+	0.000	0.000	Merged-chr6-134184108-53
NR55686--MA1107.1.KLF9	chr7	55890160	55890172	+	0.000	0.000	Merged-chr7-55890160-26
NR60281--MA0493.1.Klf1	chr8	91507632	91507642	-	0.000	0.000	Merged-chr8-91507766-35
NR54364--MA0493.1.Klf1	chr7	16001851	16001861	-	0.000	0.000	Merged-chr7-16001989-41
NR56032--MA0741.1.KLF16	chr7	78684848	78684858	+	0.000	0.000	Merged-chr7-78685016-20
NR5688--MA0599.1.KLF5	chr10	70133336	70133345	-	0.000	0.000	Merged-chr10-70133310-29
NR13343--MA0657.1.KLF13	chr12	55357488	55357505	-	0.000	0.000	Merged-chr12-55357452-12
NR60994--MA0741.1.KLF16	chr8	119569912	119569922	-	0.000	0.000	Merged-chr8-119570093-35
NR41955--MA0493.1.Klf1	chr4	42866050	42866060	+	0.000	0.000	Merged-chr4-42865977-16
NR1422--MA0493.1.Klf1	chr1	91831309	91831319	+	0.000	0.000	Merged-chr1-91831329-12
NR46626--MA0599.1.KLF5	chr5	64040799	64040808	+	0.000	0.000	Merged-chr5-64040859-39
NR46619--MA0741.1.KLF16	chr5	63943575	63943585	-	0.000	0.000	Merged-chr5-63943362-36
NR58963--MA0741.1.KLF16	chr8	34397999	34398009	+	0.000	0.000	Merged-chr8-34397971-66
NR3668--MA0741.1.KLF16	chr1	180410509	180410519	+	0.000	0.000	Merged-chr1-180410391-12
NR25810--MA1107.1.KLF9	chr17	8236109	8236121	+	0.000	0.000	Merged-chr17-8235955-6
NR53918--MA0039.3.KLF4	chr6	146081187	146081197	-	0.000	0.000	Merged-chr6-146081045-99
NR59907--MA1107.1.KLF9	chr8	77268564	77268576	+	0.000	0.000	Merged-chr8-77268341-22
NR27995--MA0493.1.Klf1	chr17	70886880	70886890	-	0.000	0.000	Merged-chr17-70886838-34
NR29956--MA0599.1.KLF5	chr18	67212685	67212694	+	0.000	0.000	Merged-chr18-67212775-57
NR41981--MA0039.3.KLF4	chr4	43171520	43171530	-	0.000	0.000	Merged-chr4-43171535-31
NR23747--MA1107.1.KLF9	chr16	11505472	11505484	-	0.000	0.000	Merged-chr16-11505551-12
NR29954--MA0740.1.KLF14	chr18	67212684	67212697	+	0.000	0.000	Merged-chr18-67212775-57
NR437--MA0599.1.KLF5	chr1	39196991	39197000	-	0.000	0.000	Merged-chr1-39196974-45
NR5920--MA1107.1.KLF9	chr10	78115174	78115186	-	0.000	0.000	Merged-chr10-78115092-14
NR10724--MA0742.1.Klf12	chr11	88864589	88864603	+	0.000	0.000	Merged-chr11-88864546-48
NR5365--MA1107.1.KLF9	chr10	60225622	60225634	+	0.000	0.000	Merged-chr10-60225461-7
NR30263--MA0657.1.KLF13	chr18	75210432	75210449	+	0.000	0.000	Merged-chr18-75210545-14
NR53817--MA0742.1.Klf12	chr6	144890400	144890414	+	0.000	0.000	Merged-chr6-144890317-11
NR35645--MA0599.1.KLF5	chr2	132379897	132379906	-	0.000	0.000	Merged-chr2-132379852-19
NR18925--MA0493.1.Klf1	chr14	47740786	47740796	+	0.000	0.000	Merged-chr14-47740703-52
NR61469--MA0039.3.KLF4	chr8	125727532	125727542	-	0.000	0.000	Merged-chr8-125727602-12
NR24072--MA0493.1.Klf1	chr16	24468002	24468012	-	0.000	0.000	Merged-chr16-24467843-15
NR44622--MA0742.1.Klf12	chr4	140833013	140833027	-	0.000	0.000	Merged-chr4-140833040-18
NR52538--MA1107.1.KLF9	chr6	117937386	117937398	+	0.000	0.000	Merged-chr6-117937569-43
NR48348--MA0039.3.KLF4	chr5	118624061	118624071	+	0.000	0.000	Merged-chr5-118624196-6
NR47514--MA0741.1.KLF16	chr5	103459368	103459378	+	0.000	0.000	Merged-chr5-103459309-20
NR4178--MA0599.1.KLF5	chr1	191152676	191152685	+	0.000	0.000	Merged-chr1-191152485-1
NR65279--MA0493.1.Klf1	chr9	119453529	119453539	-	0.000	0.000	Merged-chr9-119453486-15
NR25606--MA0599.1.KLF5	chr17	5138638	5138647	-	0.000	0.000	Merged-chr17-5138884-51
NR48063--MA0741.1.KLF16	chr5	114505622	114505632	-	0.000	0.000	Merged-chr5-114505492-44
NR32579--MA0740.1.KLF14	chr2	7270305	7270318	-	0.000	0.000	Merged-chr2-7270224-62
NR32613--MA0599.1.KLF5	chr2	10314335	10314344	+	0.000	0.000	Merged-chr2-10314461-2
NR17325--MA0742.1.Klf12	chr13	99781078	99781092	-	0.000	0.000	Merged-chr13-99781144-21
NR45429--MA0493.1.Klf1	chr4	155050223	155050233	+	0.000	0.000	Merged-chr4-155050218-26
NR29969--MA1107.1.KLF9	chr18	67255883	67255895	-	0.000	0.000	Merged-chr18-67255745-40
NR11453--MA0493.1.Klf1	chr11	102074472	102074482	+	0.000	0.000	Merged-chr11-102074455-23
NR6907--MA0741.1.KLF16	chr10	96690998	96691008	-	0.000	0.000	Merged-chr10-96691005-66
NR57004--MA0599.1.KLF5	chr7	113572968	113572977	-	0.000	0.000	Merged-chr7-113573033-33
NR44286--MA0599.1.KLF5	chr4	136140417	136140426	+	0.000	0.000	Merged-chr4-136140503-4
NR59891--MA0599.1.KLF5	chr8	76902220	76902229	+	0.000	0.000	Merged-chr8-76902143-41
NR39955--MA0742.1.Klf12	chr3	121495130	121495144	-	0.000	0.000	Merged-chr3-121495033-1
NR44691--MA0742.1.Klf12	chr4	141296033	141296047	+	0.000	0.000	Merged-chr4-141296105-4
NR16142--MA0599.1.KLF5	chr13	51598238	51598247	-	0.000	0.000	Merged-chr13-51598262-24
NR19814--MA0493.1.Klf1	chr14	78559272	78559282	-	0.000	0.000	Merged-chr14-78559223-28
NR33805--MA1107.1.KLF9	chr2	53067448	53067460	-	0.000	0.000	Merged-chr2-53067376-9
NR33800--MA0039.3.KLF4	chr2	53051379	53051389	-	0.000	0.000	Merged-chr2-53051556-37
NR47359--MA0740.1.KLF14	chr5	99495558	99495571	+	0.000	0.000	Merged-chr5-99495568-41
NR52678--MA0493.1.Klf1	chr6	121110159	121110169	-	0.000	0.000	Merged-chr6-121110104-77
NR44283--MA0740.1.KLF14	chr4	136140416	136140429	+	0.000	0.000	Merged-chr4-136140503-4
NR16017--MA0599.1.KLF5	chr13	44507131	44507140	+	0.000	0.000	Merged-chr13-44507226-54
NR12878--MA0039.3.KLF4	chr12	17511205	17511215	+	0.000	0.000	Merged-chr12-17511273-48
NR35461--MA1107.1.KLF9	chr2	128392480	128392492	+	0.000	0.000	Merged-chr2-128392502-21
NR6908--MA1107.1.KLF9	chr10	96690997	96691009	-	0.000	0.000	Merged-chr10-96691005-66
NR20494--MA0741.1.KLF16	chr14	121107740	121107750	-	0.000	0.000	Merged-chr14-121107843-45
NR44822--MA0039.3.KLF4	chr4	144901712	144901722	+	0.000	0.000	Merged-chr4-144901724-37
NR41956--MA0741.1.KLF16	chr4	42866051	42866061	+	0.000	0.000	Merged-chr4-42865977-16
NR20873--MA0493.1.Klf1	chr15	25696042	25696052	-	0.000	0.000	Merged-chr15-25696018-37
NR44062--MA0493.1.Klf1	chr4	134059064	134059074	+	0.000	0.000	Merged-chr4-134059039-2
NR20874--MA0741.1.KLF16	chr15	25696041	25696051	-	0.000	0.000	Merged-chr15-25696018-37
NR64870--MA0741.1.KLF16	chr9	114613221	114613231	-	0.000	0.000	Merged-chr9-114613191-38
NR20872--MA0039.3.KLF4	chr15	25696040	25696050	-	0.000	0.000	Merged-chr15-25696018-37
NR26606--MA1107.1.KLF9	chr17	29193445	29193457	+	0.000	0.000	Merged-chr17-29193494-23
NR11274--MA1107.1.KLF9	chr11	99132669	99132681	-	0.000	0.000	Merged-chr11-99132520-18
NR39485--MA1107.1.KLF9	chr3	104616371	104616383	-	0.000	0.000	Merged-chr3-104616358-38
NR20444--MA0599.1.KLF5	chr14	120313645	120313654	+	0.000	0.000	Merged-chr14-120313531-118
NR34161--MA1107.1.KLF9	chr2	72170844	72170856	-	0.000	0.000	Merged-chr2-72170854-84
NR23802--MA1107.1.KLF9	chr16	14380126	14380138	-	0.000	0.000	Merged-chr16-14380008-54
NR29804--MA0657.1.KLF13	chr18	62192590	62192607	-	0.000	0.000	Merged-chr18-62192443-48
NR57125--MA0493.1.Klf1	chr7	117406360	117406370	-	0.000	0.000	Merged-chr7-117406595-16
NR62632--MA1107.1.KLF9	chr9	50512100	50512112	-	0.000	0.000	Merged-chr9-50512107-7
NR42675--MA0493.1.Klf1	chr4	89393467	89393477	-	0.000	0.000	Merged-chr4-89393499-15
NR33058--MA1107.1.KLF9	chr2	27187613	27187625	-	0.000	0.000	Merged-chr2-27187639-44
NR43344--MA0741.1.KLF16	chr4	120287786	120287796	-	0.000	0.000	Merged-chr4-120287807-68
NR44689--MA0740.1.KLF14	chr4	141296033	141296046	+	0.000	0.000	Merged-chr4-141296105-4
NR39007--MA0493.1.Klf1	chr3	93598256	93598266	+	0.000	0.000	Merged-chr3-93598203-11
NR54510--MA0657.1.KLF13	chr7	18925377	18925394	-	0.000	0.000	Merged-chr7-18925390-20
NR44284--MA0657.1.KLF13	chr4	136140415	136140432	+	0.000	0.000	Merged-chr4-136140503-4
NR1418--MA0657.1.KLF13	chr1	91755259	91755276	+	0.000	0.000	Merged-chr1-91755348-8
NR28553--MA0741.1.KLF16	chr17	84944352	84944362	-	0.000	0.000	Merged-chr17-84944510-25
NR56506--MA0742.1.Klf12	chr7	98797411	98797425	-	0.000	0.000	Merged-chr7-98797577-28
NR24051--MA0741.1.KLF16	chr16	24160874	24160884	+	0.000	0.000	Merged-chr16-24160756-32
NR10723--MA0740.1.KLF14	chr11	88864589	88864602	+	0.000	0.000	Merged-chr11-88864546-48
NR5094--MA0493.1.Klf1	chr10	42887291	42887301	-	0.000	0.000	Merged-chr10-42887187-18
NR16047--MA0741.1.KLF16	chr13	45885052	45885062	+	0.000	0.000	Merged-chr13-45885080-29
NR38727--MA1107.1.KLF9	chr3	86961188	86961200	-	0.000	0.000	Merged-chr3-86961231-31
NR62637--MA1107.1.KLF9	chr9	50512110	50512122	-	0.000	0.000	Merged-chr9-50512107-7
NR19519--MA1107.1.KLF9	chr14	68078500	68078512	+	0.000	0.000	Merged-chr14-68078565-20
NR5872--MA0039.3.KLF4	chr10	77609811	77609821	-	0.000	0.000	Merged-chr10-77609801-14
NR35457--MA0039.3.KLF4	chr2	128392482	128392492	+	0.000	0.000	Merged-chr2-128392502-21
NR41980--MA0599.1.KLF5	chr4	43171522	43171531	-	0.000	0.000	Merged-chr4-43171535-31
NR1849--MA1107.1.KLF9	chr1	127796439	127796451	-	0.000	0.000	Merged-chr1-127796546-56
NR53165--MA0599.1.KLF5	chr6	134220566	134220575	+	0.000	0.000	Merged-chr6-134220428-49
NR61462--MA1107.1.KLF9	chr8	125669919	125669931	-	0.000	0.000	Merged-chr8-125669948-44
NR13027--MA0657.1.KLF13	chr12	25351018	25351035	+	0.000	0.000	Merged-chr12-25351011-20
NR38279--MA0039.3.KLF4	chr3	52832553	52832563	+	0.000	0.000	Merged-chr3-52832411-30
NR62420--MA0741.1.KLF16	chr9	42423817	42423827	+	0.000	0.000	Merged-chr9-42423784-11
NR40732--MA0039.3.KLF4	chr3	142892190	142892200	-	0.000	0.000	Merged-chr3-142892335-19
NR34825--MA0493.1.Klf1	chr2	104172842	104172852	-	0.000	0.000	Merged-chr2-104172938-49
NR24592--MA0039.3.KLF4	chr16	55421972	55421982	+	0.000	0.000	Merged-chr16-55421971-12
NR8830--MA0599.1.KLF5	chr11	24077526	24077535	-	0.000	0.000	Merged-chr11-24077473-13
NR30268--MA1107.1.KLF9	chr18	75210433	75210445	+	0.000	0.000	Merged-chr18-75210545-14
NR14728--MA0740.1.KLF14	chr12	109446607	109446620	+	0.000	0.000	Merged-chr12-109446341-43
NR41656--MA0741.1.KLF16	chr4	32424644	32424654	+	0.000	0.000	Merged-chr4-32424580-38
NR62781--MA0741.1.KLF16	chr9	55283731	55283741	+	0.000	0.000	Merged-chr9-55283833-16
NR61659--MA0039.3.KLF4	chr8	128420726	128420736	+	0.000	0.000	Merged-chr8-128420826-46
NR34068--MA1107.1.KLF9	chr2	69125445	69125457	-	0.000	0.000	Merged-chr2-69125568-4
NR11270--MA0741.1.KLF16	chr11	99132689	99132699	-	0.000	0.000	Merged-chr11-99132520-18
NR28603--MA1107.1.KLF9	chr17	86184967	86184979	-	0.000	0.000	Merged-chr17-86185009-23
NR2182--MA0039.3.KLF4	chr1	135766475	135766485	-	0.000	0.000	Merged-chr1-135766283-55
NR35646--MA0741.1.KLF16	chr2	132379896	132379906	-	0.000	0.000	Merged-chr2-132379852-19
NR51353--MA0741.1.KLF16	chr6	61271213	61271223	+	0.000	0.000	Merged-chr6-61271177-5
NR41957--MA1107.1.KLF9	chr4	42866050	42866062	+	0.000	0.000	Merged-chr4-42865977-16
NR13259--MA0599.1.KLF5	chr12	52009335	52009344	-	0.000	0.000	Merged-chr12-52009335-9
NR39954--MA0740.1.KLF14	chr3	121495131	121495144	-	0.000	0.000	Merged-chr3-121495033-1
NR63893--MA1107.1.KLF9	chr9	87026076	87026088	+	0.000	0.000	Merged-chr9-87025935-38
NR53870--MA0741.1.KLF16	chr6	145256795	145256805	-	0.000	0.000	Merged-chr6-145256997-16
NR53179--MA0599.1.KLF5	chr6	134348665	134348674	-	0.000	0.000	Merged-chr6-134348726-53
NR42972--MA0599.1.KLF5	chr4	108371566	108371575	-	0.000	0.000	Merged-chr4-108371608-19
NR62423--MA0657.1.KLF13	chr9	42423874	42423891	+	0.000	0.000	Merged-chr9-42423784-11
NR12275--MA0039.3.KLF4	chr11	116688051	116688061	-	0.000	0.000	Merged-chr11-116688042-60
NR13263--MA0493.1.Klf1	chr12	52383031	52383041	+	0.000	0.000	Merged-chr12-52383146-23
NR32578--MA1107.1.KLF9	chr2	7254631	7254643	-	0.000	0.000	Merged-chr2-7254714-17
NR47033--MA0493.1.Klf1	chr5	77130584	77130594	+	0.000	0.000	Merged-chr5-77130540-43
NR50356--MA1107.1.KLF9	chr5	150859863	150859875	+	0.000	0.000	Merged-chr5-150859850-43
NR27992--MA0039.3.KLF4	chr17	70886786	70886796	-	0.000	0.000	Merged-chr17-70886838-34
NR29963--MA0599.1.KLF5	chr18	67255708	67255717	-	0.000	0.000	Merged-chr18-67255745-40
NR5229--MA0741.1.KLF16	chr10	53461527	53461537	-	0.000	0.000	Merged-chr10-53461441-37
NR62418--MA0039.3.KLF4	chr9	42423818	42423828	+	0.000	0.000	Merged-chr9-42423784-11
NR25610--MA0741.1.KLF16	chr17	5138645	5138655	-	0.000	0.000	Merged-chr17-5138884-51
NR47241--MA0741.1.KLF16	chr5	92967514	92967524	+	0.000	0.000	Merged-chr5-92967427-8
NR12278--MA0741.1.KLF16	chr11	116688052	116688062	-	0.000	0.000	Merged-chr11-116688042-60
NR32233--MA0039.3.KLF4	chr19	56682113	56682123	+	0.000	0.000	Merged-chr19-56681979-1
NR3524--MA0742.1.Klf12	chr1	178182342	178182356	+	0.000	0.000	Merged-chr1-178182458-49
NR2770--MA0493.1.Klf1	chr1	157020051	157020061	+	0.000	0.000	Merged-chr1-157020072-9
NR29962--MA1107.1.KLF9	chr18	67212690	67212702	+	0.000	0.000	Merged-chr18-67212775-57
NR55943--MA0741.1.KLF16	chr7	68205948	68205958	-	0.000	0.000	Merged-chr7-68206033-25
NR53915--MA0741.1.KLF16	chr6	145992968	145992978	+	0.000	0.000	Merged-chr6-145993129-56
NR24178--MA0741.1.KLF16	chr16	31205910	31205920	-	0.000	0.000	Merged-chr16-31205914-4
NR12877--MA0599.1.KLF5	chr12	17511204	17511213	+	0.000	0.000	Merged-chr12-17511273-48
NR55685--MA0741.1.KLF16	chr7	55890161	55890171	+	0.000	0.000	Merged-chr7-55890160-26
NR57780--MA0493.1.Klf1	chr7	132772647	132772657	-	0.000	0.000	Merged-chr7-132772585-7
NR417--MA0493.1.Klf1	chr1	38723991	38724001	+	0.000	0.000	Merged-chr1-38723833-22
NR3501--MA0039.3.KLF4	chr1	177382971	177382981	+	0.000	0.000	Merged-chr1-177382915-26
NR14730--MA0599.1.KLF5	chr12	109446608	109446617	+	0.000	0.000	Merged-chr12-109446341-43
NR61924--MA0039.3.KLF4	chr9	21419887	21419897	-	0.000	0.000	Merged-chr9-21419783-26
NR5923--MA1107.1.KLF9	chr10	78115180	78115192	-	0.000	0.000	Merged-chr10-78115092-14
NR1811--MA0599.1.KLF5	chr1	127322326	127322335	-	0.000	0.000	Merged-chr1-127322582-29
NR58977--MA1107.1.KLF9	chr8	34651916	34651928	-	0.000	0.000	Merged-chr8-34651925-47
NR58947--MA0740.1.KLF14	chr8	33968619	33968632	+	0.000	0.000	Merged-chr8-33968508-27
NR60988--MA0599.1.KLF5	chr8	119569898	119569907	-	0.000	0.000	Merged-chr8-119570093-35
NR5368--MA1107.1.KLF9	chr10	60225628	60225640	+	0.000	0.000	Merged-chr10-60225461-7
NR20871--MA0599.1.KLF5	chr15	25696042	25696051	-	0.000	0.000	Merged-chr15-25696018-37
NR53873--MA0493.1.Klf1	chr6	145256892	145256902	+	0.000	0.000	Merged-chr6-145256997-16
NR49917--MA0599.1.KLF5	chr5	144295004	144295013	-	0.000	0.000	Merged-chr5-144295152-24
NR47233--MA0741.1.KLF16	chr5	92967506	92967516	+	0.000	0.000	Merged-chr5-92967427-8
NR22063--MA0741.1.KLF16	chr15	80602606	80602616	+	0.000	0.000	Merged-chr15-80602759-36
NR19735--MA0741.1.KLF16	chr14	75820042	75820052	-	0.000	0.000	Merged-chr14-75819905-19
NR12849--MA0039.3.KLF4	chr12	16136337	16136347	+	0.000	0.000	Merged-chr12-16136516-15
NR24266--MA0741.1.KLF16	chr16	33053322	33053332	+	0.000	0.000	Merged-chr16-33053250-22
NR5023--MA0039.3.KLF4	chr10	41620110	41620120	-	0.000	0.000	Merged-chr10-41620205-22
NR4623--MA1107.1.KLF9	chr10	13446831	13446843	-	0.000	0.000	Merged-chr10-13446841-15
NR19816--MA1107.1.KLF9	chr14	78559254	78559266	-	0.000	0.000	Merged-chr14-78559223-28
NR47513--MA0493.1.Klf1	chr5	103459367	103459377	+	0.000	0.000	Merged-chr5-103459309-20
NR55945--MA1107.1.KLF9	chr7	68205943	68205955	-	0.000	0.000	Merged-chr7-68206033-25
NR5928--MA1107.1.KLF9	chr10	78115190	78115202	-	0.000	0.000	Merged-chr10-78115092-14
NR436--MA0742.1.Klf12	chr1	39196987	39197001	-	0.000	0.000	Merged-chr1-39196974-45
NR3525--MA0493.1.Klf1	chr1	178182342	178182352	+	0.000	0.000	Merged-chr1-178182458-49
NR52144--MA0599.1.KLF5	chr6	100581241	100581250	+	0.000	0.000	Merged-chr6-100581320-61
NR62221--MA0741.1.KLF16	chr9	32740970	32740980	+	0.000	0.000	Merged-chr9-32741073-58
NR61653--MA0599.1.KLF5	chr8	128418604	128418613	+	0.000	0.000	Merged-chr8-128418642-30
NR24103--MA0599.1.KLF5	chr16	24834890	24834899	+	0.000	0.000	Merged-chr16-24834930-16
NR14523--MA0742.1.Klf12	chr12	106016397	106016411	-	0.000	0.000	Merged-chr12-106016418-37
NR25626--MA1107.1.KLF9	chr17	5748072	5748084	-	0.000	0.000	Merged-chr17-5748141-46
NR39091--MA0740.1.KLF14	chr3	95673114	95673127	+	0.000	0.000	Merged-chr3-95672932-76
NR35456--MA0599.1.KLF5	chr2	128392481	128392490	+	0.000	0.000	Merged-chr2-128392502-21
NR18736--MA0493.1.Klf1	chr14	32716953	32716963	+	0.000	0.000	Merged-chr14-32716978-71
NR51273--MA0493.1.Klf1	chr6	57449423	57449433	-	0.000	0.000	Merged-chr6-57449516-18
NR4628--MA1107.1.KLF9	chr10	13446841	13446853	-	0.000	0.000	Merged-chr10-13446841-15
NR60795--MA1107.1.KLF9	chr8	114878681	114878693	+	0.000	0.000	Merged-chr8-114878790-3
NR47321--MA0493.1.Klf1	chr5	96878935	96878945	+	0.000	0.000	Merged-chr5-96879087-37
NR11269--MA0599.1.KLF5	chr11	99132690	99132699	-	0.000	0.000	Merged-chr11-99132520-18
NR46026--MA0742.1.Klf12	chr5	28269888	28269902	-	0.000	0.000	Merged-chr5-28269924-54
NR1018--MA0039.3.KLF4	chr1	74570563	74570573	+	0.000	0.000	Merged-chr1-74570528-25
NR61658--MA0599.1.KLF5	chr8	128420725	128420734	+	0.000	0.000	Merged-chr8-128420826-46
NR47238--MA0741.1.KLF16	chr5	92967511	92967521	+	0.000	0.000	Merged-chr5-92967427-8
NR9340--MA0599.1.KLF5	chr11	54063288	54063297	-	0.000	0.000	Merged-chr11-54063198-57
NR62779--MA0742.1.Klf12	chr9	55283730	55283744	+	0.000	0.000	Merged-chr9-55283833-16
NR1851--MA1107.1.KLF9	chr1	127796443	127796455	-	0.000	0.000	Merged-chr1-127796546-56
NR4996--MA0493.1.Klf1	chr10	40683314	40683324	-	0.000	0.000	Merged-chr10-40683346-22
NR42113--MA1107.1.KLF9	chr4	46411762	46411774	-	0.000	0.000	Merged-chr4-46411765-13
NR39484--MA0493.1.Klf1	chr3	104616373	104616383	-	0.000	0.000	Merged-chr3-104616358-38
NR36210--MA0493.1.Klf1	chr2	152904422	152904432	-	0.000	0.000	Merged-chr2-152904288-57
NR34064--MA0741.1.KLF16	chr2	69125446	69125456	-	0.000	0.000	Merged-chr2-69125568-4
NR22034--MA0741.1.KLF16	chr15	80192527	80192537	+	0.000	0.000	Merged-chr15-80192413-58
NR5096--MA1107.1.KLF9	chr10	42887289	42887301	-	0.000	0.000	Merged-chr10-42887187-18
NR11277--MA1107.1.KLF9	chr11	99132675	99132687	-	0.000	0.000	Merged-chr11-99132520-18
NR43343--MA0742.1.Klf12	chr4	120287788	120287802	-	0.000	0.000	Merged-chr4-120287807-68
NR31727--MA0742.1.Klf12	chr19	40821548	40821562	+	0.000	0.000	Merged-chr19-40821418-1
NR62644--MA1107.1.KLF9	chr9	50512124	50512136	-	0.000	0.000	Merged-chr9-50512107-7
NR20446--MA1107.1.KLF9	chr14	120313644	120313656	+	0.000	0.000	Merged-chr14-120313531-118
NR2181--MA0742.1.Klf12	chr1	135766473	135766487	-	0.000	0.000	Merged-chr1-135766283-55
NR1856--MA1107.1.KLF9	chr1	127796461	127796473	-	0.000	0.000	Merged-chr1-127796546-56
NR30271--MA0493.1.Klf1	chr18	75247015	75247025	+	0.000	0.000	Merged-chr18-75247078-14
NR51351--MA0741.1.KLF16	chr6	61271211	61271221	+	0.000	0.000	Merged-chr6-61271177-5
NR24107--MA0741.1.KLF16	chr16	24834895	24834905	+	0.000	0.000	Merged-chr16-24834930-16
NR59890--MA0740.1.KLF14	chr8	76902219	76902232	+	0.000	0.000	Merged-chr8-76902143-41
NR28601--MA1107.1.KLF9	chr17	86184963	86184975	-	0.000	0.000	Merged-chr17-86185009-23
NR47030--MA0742.1.Klf12	chr5	77130584	77130598	+	0.000	0.000	Merged-chr5-77130540-43
NR32795--MA1107.1.KLF9	chr2	19630761	19630773	+	0.000	0.000	Merged-chr2-19630844-34
NR39282--MA0039.3.KLF4	chr3	100582913	100582923	-	0.000	0.000	Merged-chr3-100582913-18
NR36689--MA1107.1.KLF9	chr2	163603906	163603918	+	0.000	0.000	Merged-chr2-163604093-28
NR37408--MA0493.1.Klf1	chr2	173449001	173449011	+	0.000	0.000	Merged-chr2-173448878-59
NR39280--MA0740.1.KLF14	chr3	100582912	100582925	-	0.000	0.000	Merged-chr3-100582913-18
NR47034--MA0741.1.KLF16	chr5	77130585	77130595	+	0.000	0.000	Merged-chr5-77130540-43
NR28176--MA1107.1.KLF9	chr17	74864998	74865010	-	0.000	0.000	Merged-chr17-74864979-18
NR59912--MA1107.1.KLF9	chr8	77268574	77268586	+	0.000	0.000	Merged-chr8-77268341-22
NR61923--MA0599.1.KLF5	chr9	21419889	21419898	-	0.000	0.000	Merged-chr9-21419783-26
NR28171--MA0039.3.KLF4	chr17	74865012	74865022	-	0.000	0.000	Merged-chr17-74864979-18
NR8922--MA0493.1.Klf1	chr11	32211339	32211349	+	0.000	0.000	Merged-chr11-32211226-20
NR13265--MA1107.1.KLF9	chr12	52383031	52383043	+	0.000	0.000	Merged-chr12-52383146-23
