#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed
NR2621--MA0140.2.GATA1::TAL1	chr15	78835258	78835275	-	0.000	0.000	Merged-chr15-78835387-37
NR6172--MA0037.3.GATA3	chr6	130102978	130102985	-	0.000	0.000	Merged-chr6-130103023-31
NR7403--MA0766.1.GATA5	chr9	92314083	92314090	-	0.000	0.000	Merged-chr9-92314019-19
NR1134--MA1104.1.GATA6	chr11	57952912	57952924	+	0.000	0.000	Merged-chr11-57952769-40
NR921--MA0482.1.Gata4	chr10	117861197	117861207	+	0.000	0.000	Merged-chr10-117861044-50
NR114--MA0037.3.GATA3	chr1	74201346	74201353	-	0.000	0.000	Merged-chr1-74201398-63
NR4776--MA0037.3.GATA3	chr3	132886775	132886782	-	0.000	0.000	Merged-chr3-132886809-16
NR3969--MA1104.1.GATA6	chr2	60845540	60845552	+	0.000	0.000	Merged-chr2-60845573-40
NR1301--MA0482.1.Gata4	chr11	101658281	101658291	+	0.000	0.000	Merged-chr11-101658454-78
NR1623--MA0037.3.GATA3	chr12	98247087	98247094	-	0.000	0.000	Merged-chr12-98247130-40
NR5293--MA0036.3.GATA2	chr4	145263889	145263899	-	0.000	0.000	Merged-chr4-145263821-10
NR2238--MA1104.1.GATA6	chr14	23475554	23475566	-	0.000	0.000	Merged-chr14-23475735-25
NR2554--MA0036.3.GATA2	chr15	52570470	52570480	+	0.000	0.000	Merged-chr15-52570490-21
NR3342--MA0482.1.Gata4	chr18	13016561	13016571	+	0.000	0.000	Merged-chr18-13016580-10
NR4851--MA1104.1.GATA6	chr3	138334459	138334471	+	0.000	0.000	Merged-chr3-138334424-50
NR7063--MA0482.1.Gata4	chr8	122712103	122712113	+	0.000	0.000	Merged-chr8-122712057-14
NR6961--MA0035.3.Gata1	chr8	94240435	94240445	+	0.000	0.000	Merged-chr8-94240399-13
NR6180--MA0035.3.Gata1	chr6	130136665	130136675	+	0.000	0.000	Merged-chr6-130136655-31
NR2770--MA1104.1.GATA6	chr16	20144773	20144785	+	0.000	0.000	Merged-chr16-20144854-9
NR5043--MA0766.1.GATA5	chr4	47319835	47319842	+	0.000	0.000	Merged-chr4-47319930-54
NR6128--MA0140.2.GATA1::TAL1	chr6	124375792	124375809	-	0.000	0.000	Merged-chr6-124375670-49
NR6777--MA0036.3.GATA2	chr7	140207132	140207142	+	0.000	0.000	Merged-chr7-140207191-19
NR2498--MA0140.2.GATA1::TAL1	chr14	123015953	123015970	+	0.000	0.000	Merged-chr14-123015903-11
NR5898--MA0482.1.Gata4	chr6	58832867	58832877	+	0.000	0.000	Merged-chr6-58832889-39
NR922--MA1104.1.GATA6	chr10	117861195	117861207	-	0.000	0.000	Merged-chr10-117861044-50
NR1808--MA0482.1.Gata4	chr13	19219719	19219729	+	0.000	0.000	Merged-chr13-19219739-41
NR528--MA0035.3.Gata1	chr1	181951070	181951080	+	0.000	0.000	Merged-chr1-181951117-29
NR3343--MA1104.1.GATA6	chr18	13016559	13016571	-	0.000	0.000	Merged-chr18-13016580-10
NR7064--MA1104.1.GATA6	chr8	122712101	122712113	-	0.000	0.000	Merged-chr8-122712057-14
NR2026--MA0037.3.GATA3	chr13	95697072	95697079	-	0.000	0.000	Merged-chr13-95697036-46
NR3460--MA0140.2.GATA1::TAL1	chr18	62092675	62092692	-	0.000	0.000	Merged-chr18-62092853-21
NR2378--MA0766.1.GATA5	chr14	78687948	78687955	-	0.000	0.000	Merged-chr14-78687892-42
NR6185--MA0036.3.GATA2	chr6	130312044	130312054	+	0.000	0.000	Merged-chr6-130312055-26
NR1132--MA0037.3.GATA3	chr11	57952915	57952922	+	0.000	0.000	Merged-chr11-57952769-40
NR2063--MA0036.3.GATA2	chr13	101702250	101702260	-	0.000	0.000	Merged-chr13-101702260-81
NR5899--MA1104.1.GATA6	chr6	58832865	58832877	-	0.000	0.000	Merged-chr6-58832889-39
NR3892--MA0140.2.GATA1::TAL1	chr2	29753050	29753067	-	0.000	0.000	Merged-chr2-29753036-13
NR7299--MA0766.1.GATA5	chr9	63785710	63785717	-	0.000	0.000	Merged-chr9-63785726-16
NR3068--MA0766.1.GATA5	chr17	12165548	12165555	-	0.000	0.000	Merged-chr17-12165459-54
NR2414--MA0035.3.Gata1	chr14	101477377	101477387	-	0.000	0.000	Merged-chr14-101477413-70
NR1220--MA0037.3.GATA3	chr11	83550291	83550298	-	0.000	0.000	Merged-chr11-83550444-44
NR5831--MA0037.3.GATA3	chr6	33051811	33051818	+	0.000	0.000	Merged-chr6-33051908-11
NR706--MA0482.1.Gata4	chr10	53461301	53461311	-	0.000	0.000	Merged-chr10-53461441-37
NR6634--MA0482.1.Gata4	chr7	114616933	114616943	-	0.000	0.000	Merged-chr7-114616980-17
NR4192--MA0036.3.GATA2	chr2	117374270	117374280	+	0.000	0.000	Merged-chr2-117374468-47
NR3816--MA0037.3.GATA3	chr2	9688420	9688427	+	0.000	0.000	Merged-chr2-9688295-16
NR4848--MA0035.3.Gata1	chr3	138334345	138334355	+	0.000	0.000	Merged-chr3-138334424-50
NR6594--MA0482.1.Gata4	chr7	112136763	112136773	+	0.000	0.000	Merged-chr7-112136797-13
NR4247--MA0766.1.GATA5	chr2	127923473	127923480	-	0.000	0.000	Merged-chr2-127923410-36
NR2838--MA0766.1.GATA5	chr16	43690240	43690247	-	0.000	0.000	Merged-chr16-43690423-59
NR6502--MA0036.3.GATA2	chr7	90007379	90007389	-	0.000	0.000	Merged-chr7-90007418-46
NR7612--MA0037.3.GATA3	chrX	77640427	77640434	-	0.000	0.000	Merged-chrX-77640531-25
NR5900--MA0036.3.GATA2	chr6	58832866	58832876	+	0.000	0.000	Merged-chr6-58832889-39
NR5042--MA0037.3.GATA3	chr4	47319835	47319842	+	0.000	0.000	Merged-chr4-47319930-54
NR2852--MA0482.1.Gata4	chr16	49771836	49771846	-	0.000	0.000	Merged-chr16-49771808-11
NR4978--MA0036.3.GATA2	chr4	10770162	10770172	-	0.000	0.000	Merged-chr4-10770192-53
NR920--MA0037.3.GATA3	chr10	117861197	117861204	-	0.000	0.000	Merged-chr10-117861044-50
NR1300--MA0037.3.GATA3	chr11	101658281	101658288	-	0.000	0.000	Merged-chr11-101658454-78
NR7529--MA0037.3.GATA3	chr9	118059237	118059244	-	0.000	0.000	Merged-chr9-118059304-13
NR3341--MA0037.3.GATA3	chr18	13016561	13016568	-	0.000	0.000	Merged-chr18-13016580-10
NR2170--MA0035.3.Gata1	chr13	113580115	113580125	-	0.000	0.000	Merged-chr13-113580257-62
NR7062--MA0037.3.GATA3	chr8	122712103	122712110	-	0.000	0.000	Merged-chr8-122712057-14
NR1862--MA0482.1.Gata4	chr13	37403960	37403970	-	0.000	0.000	Merged-chr13-37403815-12
NR2496--MA0036.3.GATA2	chr14	123015951	123015961	+	0.000	0.000	Merged-chr14-123015903-11
NR6635--MA1104.1.GATA6	chr7	114616933	114616945	+	0.000	0.000	Merged-chr7-114616980-17
NR3734--MA0037.3.GATA3	chr19	46613397	46613404	-	0.000	0.000	Merged-chr19-46613309-39
NR2637--MA0036.3.GATA2	chr15	82906891	82906901	-	0.000	0.000	Merged-chr15-82906941-10
NR6193--MA0766.1.GATA5	chr6	130419322	130419329	-	0.000	0.000	Merged-chr6-130419325-26
NR5852--MA0036.3.GATA2	chr6	41141088	41141098	+	0.000	0.000	Merged-chr6-41141136-19
NR5897--MA0037.3.GATA3	chr6	58832867	58832874	-	0.000	0.000	Merged-chr6-58832889-39
NR7402--MA0036.3.GATA2	chr9	92314082	92314092	+	0.000	0.000	Merged-chr9-92314019-19
NR4386--MA0036.3.GATA2	chr2	153211619	153211629	-	0.000	0.000	Merged-chr2-153211681-14
NR4115--MA0482.1.Gata4	chr2	102852289	102852299	-	0.000	0.000	Merged-chr2-102852175-26
NR6175--MA0036.3.GATA2	chr6	130102977	130102987	+	0.000	0.000	Merged-chr6-130103023-31
NR3197--MA0037.3.GATA3	chr17	50136229	50136236	-	0.000	0.000	Merged-chr17-50136209-46
NR4248--MA0035.3.Gata1	chr2	127923472	127923482	+	0.000	0.000	Merged-chr2-127923410-36
NR6775--MA0482.1.Gata4	chr7	140207133	140207143	+	0.000	0.000	Merged-chr7-140207191-19
NR117--MA0036.3.GATA2	chr1	74201345	74201355	+	0.000	0.000	Merged-chr1-74201398-63
NR4779--MA0036.3.GATA2	chr3	132886774	132886784	+	0.000	0.000	Merged-chr3-132886809-16
NR7046--MA0037.3.GATA3	chr8	117548685	117548692	-	0.000	0.000	Merged-chr8-117548585-70
NR5857--MA0036.3.GATA2	chr6	41163688	41163698	-	0.000	0.000	Merged-chr6-41163628-13
NR4118--MA0035.3.Gata1	chr2	102852290	102852300	-	0.000	0.000	Merged-chr2-102852175-26
NR2226--MA1104.1.GATA6	chr14	15770133	15770145	+	0.000	0.000	Merged-chr14-15770075-60
NR2553--MA1104.1.GATA6	chr15	52570469	52570481	-	0.000	0.000	Merged-chr15-52570490-21
NR7399--MA0037.3.GATA3	chr9	92314083	92314090	-	0.000	0.000	Merged-chr9-92314019-19
NR6178--MA1104.1.GATA6	chr6	130136664	130136676	-	0.000	0.000	Merged-chr6-130136655-31
NR3346--MA0035.3.Gata1	chr18	13016560	13016570	+	0.000	0.000	Merged-chr18-13016580-10
NR2837--MA0037.3.GATA3	chr16	43690240	43690247	-	0.000	0.000	Merged-chr16-43690423-59
NR5796--MA0036.3.GATA2	chr5	148397627	148397637	+	0.000	0.000	Merged-chr5-148397526-5
NR7614--MA0766.1.GATA5	chrX	77640427	77640434	-	0.000	0.000	Merged-chrX-77640531-25
NR6519--MA0140.2.GATA1::TAL1	chr7	98797518	98797535	+	0.000	0.000	Merged-chr7-98797577-28
NR4116--MA1104.1.GATA6	chr2	102852289	102852301	+	0.000	0.000	Merged-chr2-102852175-26
NR6776--MA1104.1.GATA6	chr7	140207131	140207143	-	0.000	0.000	Merged-chr7-140207191-19
NR6183--MA0482.1.Gata4	chr6	130312045	130312055	+	0.000	0.000	Merged-chr6-130312055-26
NR1302--MA0766.1.GATA5	chr11	101658281	101658288	-	0.000	0.000	Merged-chr11-101658454-78
NR1764--MA0482.1.Gata4	chr12	118439071	118439081	-	0.000	0.000	Merged-chr12-118439012-3
NR6633--MA0037.3.GATA3	chr7	114616936	114616943	+	0.000	0.000	Merged-chr7-114616980-17
NR3824--MA0482.1.Gata4	chr2	11617067	11617077	+	0.000	0.000	Merged-chr2-11617013-39
NR2169--MA0766.1.GATA5	chr13	113580117	113580124	+	0.000	0.000	Merged-chr13-113580257-62
NR3200--MA0766.1.GATA5	chr17	50136229	50136236	-	0.000	0.000	Merged-chr17-50136209-46
NR1863--MA0035.3.Gata1	chr13	37403961	37403971	-	0.000	0.000	Merged-chr13-37403815-12
NR5655--MA0766.1.GATA5	chr5	105192811	105192818	-	0.000	0.000	Merged-chr5-105192735-25
NR4801--MA0766.1.GATA5	chr3	135590667	135590674	+	0.000	0.000	Merged-chr3-135590750-10
NR1947--MA0766.1.GATA5	chr13	74490194	74490201	-	0.000	0.000	Merged-chr13-74490220-4
NR2029--MA0036.3.GATA2	chr13	95697071	95697081	+	0.000	0.000	Merged-chr13-95697036-46
NR5135--MA0036.3.GATA2	chr4	89400518	89400528	-	0.000	0.000	Merged-chr4-89400416-12
NR4849--MA0037.3.GATA3	chr3	138334462	138334469	+	0.000	0.000	Merged-chr3-138334424-50
NR1307--MA0766.1.GATA5	chr11	101661876	101661883	+	0.000	0.000	Merged-chr11-101661964-4
NR1829--MA0140.2.GATA1::TAL1	chr13	24230988	24231005	+	0.000	0.000	Merged-chr13-24231017-39
NR1135--MA0036.3.GATA2	chr11	57952913	57952923	-	0.000	0.000	Merged-chr11-57952769-40
NR7298--MA0036.3.GATA2	chr9	63785709	63785719	+	0.000	0.000	Merged-chr9-63785726-16
NR3067--MA0036.3.GATA2	chr17	12165547	12165557	+	0.000	0.000	Merged-chr17-12165459-54
NR1360--MA0140.2.GATA1::TAL1	chr11	110919281	110919298	-	0.000	0.000	Merged-chr11-110919203-38
NR2734--MA0037.3.GATA3	chr15	101388145	101388152	-	0.000	0.000	Merged-chr15-101388154-52
NR6184--MA1104.1.GATA6	chr6	130312043	130312055	-	0.000	0.000	Merged-chr6-130312055-26
NR1765--MA1104.1.GATA6	chr12	118439071	118439083	+	0.000	0.000	Merged-chr12-118439012-3
NR1756--MA0766.1.GATA5	chr12	118255862	118255869	+	0.000	0.000	Merged-chr12-118255780-45
NR7615--MA0035.3.Gata1	chrX	77640426	77640436	+	0.000	0.000	Merged-chrX-77640531-25
NR4852--MA0036.3.GATA2	chr3	138334460	138334470	-	0.000	0.000	Merged-chr3-138334424-50
NR7048--MA0766.1.GATA5	chr8	117548685	117548692	-	0.000	0.000	Merged-chr8-117548585-70
NR2237--MA0037.3.GATA3	chr14	23475556	23475563	-	0.000	0.000	Merged-chr14-23475735-25
NR6994--MA0035.3.Gata1	chr8	111955417	111955427	+	0.000	0.000	Merged-chr8-111955328-48
NR7014--MA0766.1.GATA5	chr8	114879816	114879823	+	0.000	0.000	Merged-chr8-114879936-19
NR2620--MA0035.3.Gata1	chr15	78835267	78835277	-	0.000	0.000	Merged-chr15-78835387-37
NR5847--MA0036.3.GATA2	chr6	39284044	39284054	-	0.000	0.000	Merged-chr6-39284001-16
NR1626--MA0766.1.GATA5	chr12	98247087	98247094	-	0.000	0.000	Merged-chr12-98247130-40
NR2771--MA0036.3.GATA2	chr16	20144774	20144784	-	0.000	0.000	Merged-chr16-20144854-9
NR5433--MA0036.3.GATA2	chr5	29901929	29901939	+	0.000	0.000	Merged-chr5-29901920-39
NR3201--MA0035.3.Gata1	chr17	50136228	50136238	+	0.000	0.000	Merged-chr17-50136209-46
NR3367--MA0482.1.Gata4	chr18	34783894	34783904	-	0.000	0.000	Merged-chr18-34783714-45
NR5854--MA0140.2.GATA1::TAL1	chr6	41141090	41141107	+	0.000	0.000	Merged-chr6-41141136-19
NR5656--MA0035.3.Gata1	chr5	105192810	105192820	+	0.000	0.000	Merged-chr5-105192735-25
NR5294--MA0766.1.GATA5	chr4	145263891	145263898	+	0.000	0.000	Merged-chr4-145263821-10
NR1948--MA0035.3.Gata1	chr13	74490193	74490203	+	0.000	0.000	Merged-chr13-74490220-4
NR3856--MA0482.1.Gata4	chr2	19628498	19628508	+	0.000	0.000	Merged-chr2-19628399-27
NR6962--MA0482.1.Gata4	chr8	94969659	94969669	+	0.000	0.000	Merged-chr8-94969690-1
NR6774--MA0037.3.GATA3	chr7	140207133	140207140	-	0.000	0.000	Merged-chr7-140207191-19
NR3508--MA0482.1.Gata4	chr18	73765132	73765142	+	0.000	0.000	Merged-chr18-73765273-28
NR923--MA0036.3.GATA2	chr10	117861196	117861206	+	0.000	0.000	Merged-chr10-117861044-50
NR7400--MA0482.1.Gata4	chr9	92314083	92314093	+	0.000	0.000	Merged-chr9-92314019-19
NR1308--MA0035.3.Gata1	chr11	101661874	101661884	-	0.000	0.000	Merged-chr11-101661964-4
NR4780--MA0766.1.GATA5	chr3	132886775	132886782	-	0.000	0.000	Merged-chr3-132886809-16
NR4980--MA0035.3.Gata1	chr4	10770162	10770172	-	0.000	0.000	Merged-chr4-10770192-53
NR4106--MA0037.3.GATA3	chr2	102812794	102812801	+	0.000	0.000	Merged-chr2-102812992-26
NR7065--MA0036.3.GATA2	chr8	122712102	122712112	+	0.000	0.000	Merged-chr8-122712057-14
NR3686--MA0482.1.Gata4	chr19	31321986	31321996	-	0.000	0.000	Merged-chr19-31321995-11
NR2817--MA0140.2.GATA1::TAL1	chr16	33687809	33687826	-	0.000	0.000	Merged-chr16-33687969-54
NR5127--MA0482.1.Gata4	chr4	88875958	88875968	-	0.000	0.000	Merged-chr4-88875849-45
NR5855--MA0482.1.Gata4	chr6	41163687	41163697	-	0.000	0.000	Merged-chr6-41163628-13
NR7044--MA0036.3.GATA2	chr8	117278453	117278463	+	0.000	0.000	Merged-chr8-117278352-17
NR3689--MA0035.3.Gata1	chr19	31321987	31321997	-	0.000	0.000	Merged-chr19-31321995-11
NR7015--MA0035.3.Gata1	chr8	114879814	114879824	-	0.000	0.000	Merged-chr8-114879936-19
