#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed
NR1526--MA0482.1.Gata4	chr12	91065611	91065621	+	0.000	0.000	Merged-chr12-91065547-31
NR3571--MA1104.1.GATA6	chr19	32998969	32998981	+	0.000	0.000	Merged-chr19-32999080-29
NR3729--MA0482.1.Gata4	chr2	26753535	26753545	-	0.000	0.000	Merged-chr2-26753671-30
NR5200--MA0482.1.Gata4	chr5	64371383	64371393	+	0.000	0.000	Merged-chr5-64371502-26
NR6504--MA0037.3.GATA3	chr8	94633742	94633749	-	0.000	0.000	Merged-chr8-94633712-19
NR6408--MA1104.1.GATA6	chr8	40595268	40595280	+	0.000	0.000	Merged-chr8-40595277-53
NR3010--MA0482.1.Gata4	chr16	97204301	97204311	+	0.000	0.000	Merged-chr16-97204388-55
NR2341--MA0766.1.GATA5	chr14	78618936	78618943	+	0.000	0.000	Merged-chr14-78619032-26
NR92--MA0140.2.GATA1::TAL1	chr1	52652799	52652816	-	0.000	0.000	Merged-chr1-52652704-8
NR5702--MA0482.1.Gata4	chr6	67184853	67184863	-	0.000	0.000	Merged-chr6-67184785-39
NR122--MA0037.3.GATA3	chr1	78682599	78682606	-	0.000	0.000	Merged-chr1-78682425-23
NR3384--MA0482.1.Gata4	chr18	61479926	61479936	+	0.000	0.000	Merged-chr18-61480035-15
NR3738--MA1104.1.GATA6	chr2	29689672	29689684	+	0.000	0.000	Merged-chr2-29689675-19
NR4775--MA0766.1.GATA5	chr4	71291542	71291549	-	0.000	0.000	Merged-chr4-71291736-94
NR6140--MA0036.3.GATA2	chr7	67500441	67500451	-	0.000	0.000	Merged-chr7-67500556-27
NR5338--MA0035.3.Gata1	chr5	107840714	107840724	-	0.000	0.000	Merged-chr5-107840807-27
NR3387--MA0035.3.Gata1	chr18	61479925	61479935	+	0.000	0.000	Merged-chr18-61480035-15
NR2856--MA0766.1.GATA5	chr16	45025480	45025487	+	0.000	0.000	Merged-chr16-45025536-40
NR6552--MA0037.3.GATA3	chr8	114888906	114888913	+	0.000	0.000	Merged-chr8-114888790-56
NR3886--MA0482.1.Gata4	chr2	78961704	78961714	-	0.000	0.000	Merged-chr2-78961805-37
NR5718--MA0035.3.Gata1	chr6	72993527	72993537	-	0.000	0.000	Merged-chr6-72993527-59
NR1766--MA1104.1.GATA6	chr13	29756228	29756240	+	0.000	0.000	Merged-chr13-29756237-14
NR4540--MA0035.3.Gata1	chr3	138334460	138334470	-	0.000	0.000	Merged-chr3-138334424-50
NR5201--MA1104.1.GATA6	chr5	64371381	64371393	-	0.000	0.000	Merged-chr5-64371502-26
NR4030--MA0035.3.Gata1	chr2	117399743	117399753	-	0.000	0.000	Merged-chr2-117399695-40
NR5797--MA0482.1.Gata4	chr6	108704936	108704946	+	0.000	0.000	Merged-chr6-108704873-18
NR5535--MA0035.3.Gata1	chr5	149392279	149392289	-	0.000	0.000	Merged-chr5-149392157-30
NR3011--MA1104.1.GATA6	chr16	97204299	97204311	-	0.000	0.000	Merged-chr16-97204388-55
NR4070--MA0037.3.GATA3	chr2	129385622	129385629	-	0.000	0.000	Merged-chr2-129385556-29
NR6655--MA0036.3.GATA2	chr8	128530707	128530717	-	0.000	0.000	Merged-chr8-128530780-6
NR2501--MA0482.1.Gata4	chr15	31440061	31440071	+	0.000	0.000	Merged-chr15-31440136-19
NR4516--MA0037.3.GATA3	chr3	136725869	136725876	-	0.000	0.000	Merged-chr3-136725981-1
NR3050--MA0482.1.Gata4	chr17	12513655	12513665	+	0.000	0.000	Merged-chr17-12513699-7
NR3321--MA0482.1.Gata4	chr18	39457947	39457957	+	0.000	0.000	Merged-chr18-39457993-13
NR4813--MA0482.1.Gata4	chr4	89400517	89400527	-	0.000	0.000	Merged-chr4-89400416-12
NR336--MA0766.1.GATA5	chr1	161309589	161309596	-	0.000	0.000	Merged-chr1-161309457-43
NR5703--MA1104.1.GATA6	chr6	67184853	67184865	+	0.000	0.000	Merged-chr6-67184785-39
NR6854--MA0482.1.Gata4	chr9	80318150	80318160	+	0.000	0.000	Merged-chr9-80318250-48
NR6915--MA0766.1.GATA5	chr9	92274726	92274733	+	0.000	0.000	Merged-chr9-92274591-56
NR4683--MA0036.3.GATA2	chr4	10770162	10770172	-	0.000	0.000	Merged-chr4-10770192-53
NR2655--MA0036.3.GATA2	chr15	82914620	82914630	-	0.000	0.000	Merged-chr15-82914694-36
NR3053--MA0035.3.Gata1	chr17	12513654	12513664	+	0.000	0.000	Merged-chr17-12513699-7
NR5155--MA0036.3.GATA2	chr5	33304163	33304173	-	0.000	0.000	Merged-chr5-33304235-9
NR666--MA0140.2.GATA1::TAL1	chr10	68356044	68356061	-	0.000	0.000	Merged-chr10-68356186-29
NR6591--MA0766.1.GATA5	chr8	121650684	121650691	+	0.000	0.000	Merged-chr8-121650674-17
NR1386--MA0035.3.Gata1	chr12	16474653	16474663	-	0.000	0.000	Merged-chr12-16474710-17
NR472--MA0482.1.Gata4	chr1	191102864	191102874	+	0.000	0.000	Merged-chr1-191102990-43
NR3887--MA1104.1.GATA6	chr2	78961704	78961716	+	0.000	0.000	Merged-chr2-78961805-37
NR4728--MA0036.3.GATA2	chr4	43835051	43835061	-	0.000	0.000	Merged-chr4-43834935-30
NR6406--MA0037.3.GATA3	chr8	40595271	40595278	+	0.000	0.000	Merged-chr8-40595277-53
NR1298--MA0036.3.GATA2	chr11	112889836	112889846	-	0.000	0.000	Merged-chr11-112889934-3
NR223--MA0035.3.Gata1	chr1	127320132	127320142	+	0.000	0.000	Merged-chr1-127320105-13
NR7185--MA0766.1.GATA5	chrX	160496687	160496694	-	0.000	0.000	Merged-chrX-160496581-5
NR2857--MA0035.3.Gata1	chr16	45025478	45025488	-	0.000	0.000	Merged-chr16-45025536-40
NR307--MA0766.1.GATA5	chr1	151973294	151973301	+	0.000	0.000	Merged-chr1-151973357-25
NR5798--MA1104.1.GATA6	chr6	108704934	108704946	-	0.000	0.000	Merged-chr6-108704873-18
NR1315--MA0037.3.GATA3	chr11	115746912	115746919	-	0.000	0.000	Merged-chr11-115746671-90
NR2451--MA0036.3.GATA2	chr14	123015951	123015961	+	0.000	0.000	Merged-chr14-123015903-11
NR1378--MA0035.3.Gata1	chr12	16136556	16136566	+	0.000	0.000	Merged-chr12-16136516-15
NR2636--MA0766.1.GATA5	chr15	81308334	81308341	-	0.000	0.000	Merged-chr15-81308219-24
NR3051--MA1104.1.GATA6	chr17	12513653	12513665	-	0.000	0.000	Merged-chr17-12513699-7
NR3322--MA1104.1.GATA6	chr18	39457945	39457957	-	0.000	0.000	Merged-chr18-39457993-13
NR3736--MA0037.3.GATA3	chr2	29689675	29689682	+	0.000	0.000	Merged-chr2-29689675-19
NR334--MA0482.1.Gata4	chr1	161309589	161309599	+	0.000	0.000	Merged-chr1-161309457-43
NR4310--MA0140.2.GATA1::TAL1	chr3	68967463	68967480	-	0.000	0.000	Merged-chr3-68967303-47
NR661--MA0482.1.Gata4	chr10	68356052	68356062	-	0.000	0.000	Merged-chr10-68356186-29
NR983--MA0037.3.GATA3	chr11	32126142	32126149	+	0.000	0.000	Merged-chr11-32126247-55
NR4308--MA0766.1.GATA5	chr3	68967474	68967481	+	0.000	0.000	Merged-chr3-68967303-47
NR473--MA1104.1.GATA6	chr1	191102862	191102874	-	0.000	0.000	Merged-chr1-191102990-43
NR3728--MA0037.3.GATA3	chr2	26753538	26753545	+	0.000	0.000	Merged-chr2-26753671-30
NR6916--MA0035.3.Gata1	chr9	92274724	92274734	-	0.000	0.000	Merged-chr9-92274591-56
NR2294--MA0036.3.GATA2	chr14	62928196	62928206	-	0.000	0.000	Merged-chr14-62928345-50
NR2161--MA0766.1.GATA5	chr14	20938526	20938533	+	0.000	0.000	Merged-chr14-20938430-1
NR3742--MA0140.2.GATA1::TAL1	chr2	29753050	29753067	-	0.000	0.000	Merged-chr2-29753036-13
NR6592--MA0035.3.Gata1	chr8	121650682	121650692	-	0.000	0.000	Merged-chr8-121650674-17
NR6828--MA0036.3.GATA2	chr9	70040278	70040288	+	0.000	0.000	Merged-chr9-70040199-23
NR4539--MA0766.1.GATA5	chr3	138334462	138334469	+	0.000	0.000	Merged-chr3-138334424-50
NR6666--MA0036.3.GATA2	chr9	7576785	7576795	-	0.000	0.000	Merged-chr9-7576753-19
NR5701--MA0037.3.GATA3	chr6	67184856	67184863	+	0.000	0.000	Merged-chr6-67184785-39
NR414--MA0482.1.Gata4	chr1	179493159	179493169	-	0.000	0.000	Merged-chr1-179493163-27
NR3731--MA0036.3.GATA2	chr2	26753536	26753546	-	0.000	0.000	Merged-chr2-26753671-30
NR335--MA1104.1.GATA6	chr1	161309587	161309599	-	0.000	0.000	Merged-chr1-161309457-43
NR308--MA0035.3.Gata1	chr1	151973292	151973302	-	0.000	0.000	Merged-chr1-151973357-25
NR1894--MA0035.3.Gata1	chr13	75053972	75053982	-	0.000	0.000	Merged-chr13-75053881-13
NR788--MA0482.1.Gata4	chr10	108406935	108406945	-	0.000	0.000	Merged-chr10-108407108-16
NR3885--MA0037.3.GATA3	chr2	78961707	78961714	+	0.000	0.000	Merged-chr2-78961805-37
NR6777--MA0766.1.GATA5	chr9	56098145	56098152	-	0.000	0.000	Merged-chr9-56098023-21
NR2637--MA0035.3.Gata1	chr15	81308333	81308343	+	0.000	0.000	Merged-chr15-81308219-24
NR662--MA1104.1.GATA6	chr10	68356052	68356064	+	0.000	0.000	Merged-chr10-68356186-29
NR4306--MA0482.1.Gata4	chr3	68967471	68967481	-	0.000	0.000	Merged-chr3-68967303-47
NR2212--MA0482.1.Gata4	chr14	52437183	52437193	+	0.000	0.000	Merged-chr14-52437010-8
NR417--MA0036.3.GATA2	chr1	179578811	179578821	+	0.000	0.000	Merged-chr1-179578897-31
NR4309--MA0035.3.Gata1	chr3	68967472	68967482	-	0.000	0.000	Merged-chr3-68967303-47
NR4100--MA0035.3.Gata1	chr2	136988018	136988028	-	0.000	0.000	Merged-chr2-136988057-20
NR3821--MA0766.1.GATA5	chr2	60328750	60328757	-	0.000	0.000	Merged-chr2-60328757-33
NR6141--MA0035.3.Gata1	chr7	67500441	67500451	-	0.000	0.000	Merged-chr7-67500556-27
NR2847--MA0035.3.Gata1	chr16	44305869	44305879	+	0.000	0.000	Merged-chr16-44305871-15
NR3406--MA0140.2.GATA1::TAL1	chr18	67212824	67212841	+	0.000	0.000	Merged-chr18-67212775-57
NR597--MA0482.1.Gata4	chr10	39991288	39991298	+	0.000	0.000	Merged-chr10-39991173-41
NR6975--MA1104.1.GATA6	chr9	105689626	105689638	-	0.000	0.000	Merged-chr9-105689631-24
NR6653--MA0482.1.Gata4	chr8	128530706	128530716	-	0.000	0.000	Merged-chr8-128530780-6
NR789--MA1104.1.GATA6	chr10	108406935	108406947	+	0.000	0.000	Merged-chr10-108407108-16
NR471--MA0037.3.GATA3	chr1	191102864	191102871	-	0.000	0.000	Merged-chr1-191102990-43
NR3107--MA0037.3.GATA3	chr17	27323303	27323310	-	0.000	0.000	Merged-chr17-27323176-36
NR6414--MA0482.1.Gata4	chr8	57828414	57828424	-	0.000	0.000	Merged-chr8-57828491-18
NR6547--MA0035.3.Gata1	chr8	111976661	111976671	-	0.000	0.000	Merged-chr8-111976573-47
NR1300--MA0035.3.Gata1	chr11	112889836	112889846	-	0.000	0.000	Merged-chr11-112889934-3
NR5706--MA0035.3.Gata1	chr6	67184854	67184864	-	0.000	0.000	Merged-chr6-67184785-39
NR369--MA0036.3.GATA2	chr1	164136961	164136971	-	0.000	0.000	Merged-chr1-164136892-1
NR6553--MA1104.1.GATA6	chr8	114888903	114888915	+	0.000	0.000	Merged-chr8-114888790-56
NR6778--MA0035.3.Gata1	chr9	56098144	56098154	+	0.000	0.000	Merged-chr9-56098023-21
NR5382--MA0035.3.Gata1	chr5	121837257	121837267	+	0.000	0.000	Merged-chr5-121837232-116
NR4726--MA0482.1.Gata4	chr4	43835050	43835060	-	0.000	0.000	Merged-chr4-43834935-30
NR1802--MA0035.3.Gata1	chr13	38050035	38050045	+	0.000	0.000	Merged-chr13-38050052-14
NR333--MA0037.3.GATA3	chr1	161309589	161309596	-	0.000	0.000	Merged-chr1-161309457-43
NR3569--MA0037.3.GATA3	chr19	32998972	32998979	+	0.000	0.000	Merged-chr19-32999080-29
NR5684--MA0766.1.GATA5	chr6	58881142	58881149	+	0.000	0.000	Merged-chr6-58880983-47
NR3242--MA0140.2.GATA1::TAL1	chr17	74753300	74753317	+	0.000	0.000	Merged-chr17-74753393-19
NR6545--MA1104.1.GATA6	chr8	111976660	111976672	+	0.000	0.000	Merged-chr8-111976573-47
NR4517--MA1104.1.GATA6	chr3	136725867	136725879	-	0.000	0.000	Merged-chr3-136725981-1
NR6654--MA1104.1.GATA6	chr8	128530706	128530718	+	0.000	0.000	Merged-chr8-128530780-6
NR660--MA0037.3.GATA3	chr10	68356055	68356062	+	0.000	0.000	Merged-chr10-68356186-29
NR4099--MA0036.3.GATA2	chr2	136988018	136988028	-	0.000	0.000	Merged-chr2-136988057-20
NR3822--MA0035.3.Gata1	chr2	60328749	60328759	+	0.000	0.000	Merged-chr2-60328757-33
NR5606--MA0140.2.GATA1::TAL1	chr6	39218186	39218203	+	0.000	0.000	Merged-chr6-39218184-14
NR1384--MA0482.1.Gata4	chr12	16474652	16474662	-	0.000	0.000	Merged-chr12-16474710-17
NR2290--MA0140.2.GATA1::TAL1	chr14	60541861	60541878	+	0.000	0.000	Merged-chr14-60541882-16
NR3572--MA0036.3.GATA2	chr19	32998970	32998980	-	0.000	0.000	Merged-chr19-32999080-29
NR7184--MA0036.3.GATA2	chrX	160496686	160496696	+	0.000	0.000	Merged-chrX-160496581-5
NR3325--MA0035.3.Gata1	chr18	39457946	39457956	+	0.000	0.000	Merged-chr18-39457993-13
NR6409--MA0036.3.GATA2	chr8	40595269	40595279	-	0.000	0.000	Merged-chr8-40595277-53
NR6053--MA0482.1.Gata4	chr7	19819202	19819212	-	0.000	0.000	Merged-chr7-19819165-4
NR4727--MA1104.1.GATA6	chr4	43835050	43835062	+	0.000	0.000	Merged-chr4-43834935-30
NR4609--MA0140.2.GATA1::TAL1	chr3	148491490	148491507	-	0.000	0.000	Merged-chr3-148491583-74
NR4730--MA0035.3.Gata1	chr4	43835051	43835061	-	0.000	0.000	Merged-chr4-43834935-30
NR90--MA0482.1.Gata4	chr1	52652807	52652817	-	0.000	0.000	Merged-chr1-52652704-8
NR2087--MA0482.1.Gata4	chr13	113031444	113031454	-	0.000	0.000	Merged-chr13-113031425-1
NR580--MA0036.3.GATA2	chr10	34117969	34117979	+	0.000	0.000	Merged-chr10-34117997-36
NR3739--MA0036.3.GATA2	chr2	29689673	29689683	-	0.000	0.000	Merged-chr2-29689675-19
NR787--MA0037.3.GATA3	chr10	108406938	108406945	+	0.000	0.000	Merged-chr10-108407108-16
NR3009--MA0037.3.GATA3	chr16	97204301	97204308	-	0.000	0.000	Merged-chr16-97204388-55
NR5714--MA0482.1.Gata4	chr6	72993526	72993536	-	0.000	0.000	Merged-chr6-72993527-59
NR1767--MA0036.3.GATA2	chr13	29756229	29756239	-	0.000	0.000	Merged-chr13-29756237-14
NR5685--MA0035.3.Gata1	chr6	58881140	58881150	-	0.000	0.000	Merged-chr6-58880983-47
NR3043--MA0766.1.GATA5	chr17	7904966	7904973	-	0.000	0.000	Merged-chr17-7905100-9
NR2211--MA0037.3.GATA3	chr14	52437183	52437190	-	0.000	0.000	Merged-chr14-52437010-8
NR7168--MA0036.3.GATA2	chrX	113084409	113084419	-	0.000	0.000	Merged-chrX-113084391-25
NR5202--MA0036.3.GATA2	chr5	64371382	64371392	+	0.000	0.000	Merged-chr5-64371502-26
NR5531--MA0482.1.Gata4	chr5	149392278	149392288	-	0.000	0.000	Merged-chr5-149392157-30
NR790--MA0036.3.GATA2	chr10	108406936	108406946	-	0.000	0.000	Merged-chr10-108407108-16
NR3012--MA0036.3.GATA2	chr16	97204300	97204310	+	0.000	0.000	Merged-chr16-97204388-55
NR227--MA0140.2.GATA1::TAL1	chr1	128771002	128771019	-	0.000	0.000	Merged-chr1-128770934-28
NR3575--MA0140.2.GATA1::TAL1	chr19	32998961	32998978	-	0.000	0.000	Merged-chr19-32999080-29
NR2800--MA0766.1.GATA5	chr16	24826503	24826510	-	0.000	0.000	Merged-chr16-24826564-20
NR665--MA0035.3.Gata1	chr10	68356053	68356063	-	0.000	0.000	Merged-chr10-68356186-29
NR6652--MA0037.3.GATA3	chr8	128530709	128530716	+	0.000	0.000	Merged-chr8-128530780-6
NR5715--MA1104.1.GATA6	chr6	72993526	72993538	+	0.000	0.000	Merged-chr6-72993527-59
NR6774--MA0037.3.GATA3	chr9	56098145	56098152	-	0.000	0.000	Merged-chr9-56098023-21
NR3888--MA0036.3.GATA2	chr2	78961705	78961715	-	0.000	0.000	Merged-chr2-78961805-37
NR4815--MA0035.3.Gata1	chr4	89400518	89400528	-	0.000	0.000	Merged-chr4-89400416-12
NR5687--MA0766.1.GATA5	chr6	61225494	61225501	-	0.000	0.000	Merged-chr6-61225621-10
NR1042--MA0766.1.GATA5	chr11	54063314	54063321	+	0.000	0.000	Merged-chr11-54063198-57
NR3041--MA0482.1.Gata4	chr17	7904966	7904976	+	0.000	0.000	Merged-chr17-7905100-9
NR3859--MA0035.3.Gata1	chr2	70790451	70790461	+	0.000	0.000	Merged-chr2-70790463-12
NR2853--MA0482.1.Gata4	chr16	45025477	45025487	-	0.000	0.000	Merged-chr16-45025536-40
NR5532--MA1104.1.GATA6	chr5	149392278	149392290	+	0.000	0.000	Merged-chr5-149392157-30
NR4725--MA0037.3.GATA3	chr4	43835053	43835060	+	0.000	0.000	Merged-chr4-43834935-30
NR5799--MA0036.3.GATA2	chr6	108704935	108704945	+	0.000	0.000	Merged-chr6-108704873-18
NR3054--MA0482.1.Gata4	chr17	12513728	12513738	+	0.000	0.000	Merged-chr17-12513699-7
NR4684--MA0766.1.GATA5	chr4	10770164	10770171	+	0.000	0.000	Merged-chr4-10770192-53
NR2656--MA0766.1.GATA5	chr15	82914622	82914629	+	0.000	0.000	Merged-chr15-82914694-36
NR4119--MA1104.1.GATA6	chr2	146416410	146416422	+	0.000	0.000	Merged-chr2-146416561-24
NR602--MA0035.3.Gata1	chr10	44341971	44341981	+	0.000	0.000	Merged-chr10-44341926-8
NR1039--MA0482.1.Gata4	chr11	54063311	54063321	-	0.000	0.000	Merged-chr11-54063198-57
NR3057--MA0035.3.Gata1	chr17	12513727	12513737	+	0.000	0.000	Merged-chr17-12513699-7
NR3556--MA0482.1.Gata4	chr19	31321986	31321996	-	0.000	0.000	Merged-chr19-31321995-11
NR7049--MA0035.3.Gata1	chr9	120961808	120961818	-	0.000	0.000	Merged-chr9-120961674-26
NR1318--MA0766.1.GATA5	chr11	115746912	115746919	-	0.000	0.000	Merged-chr11-115746671-90
NR1299--MA0766.1.GATA5	chr11	112889838	112889845	+	0.000	0.000	Merged-chr11-112889934-3
NR5064--MA0035.3.Gata1	chr5	3887082	3887092	-	0.000	0.000	Merged-chr5-3887091-30
