#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed
NR1023--MA0002.2.RUNX1	chr10	43004711	43004721	-	0.000	0.000	Merged-chr10-43004823-13
NR5777--MA0002.2.RUNX1	chr2	17597762	17597772	+	0.000	0.000	Merged-chr2-17597899-18
NR1751--MA0002.2.RUNX1	chr11	55031376	55031386	-	0.000	0.000	Merged-chr11-55031517-56
NR5733--MA0511.2.RUNX2	chr2	3756052	3756060	-	0.000	0.000	Merged-chr2-3756075-14
NR4208--MA0002.2.RUNX1	chr16	14088426	14088436	+	0.000	0.000	Merged-chr16-14088440-49
NR6074--MA0002.2.RUNX1	chr2	84779336	84779346	+	0.000	0.000	Merged-chr2-84779489-49
NR4066--MA0684.1.RUNX3	chr15	89131568	89131577	+	0.000	0.000	Merged-chr15-89131620-40
NR3540--MA0002.2.RUNX1	chr14	62353473	62353483	+	0.000	0.000	Merged-chr14-62353676-8
NR9974--MA0002.2.RUNX1	chr8	35674648	35674658	+	0.000	0.000	Merged-chr8-35674862-23
NR4569--MA0002.2.RUNX1	chr16	91793555	91793565	+	0.000	0.000	Merged-chr16-91793603-12
NR9355--MA0002.2.RUNX1	chr7	48795271	48795281	+	0.000	0.000	Merged-chr7-48795353-37
NR10611--MA0511.2.RUNX2	chr9	69065962	69065970	-	0.000	0.000	Merged-chr9-69066025-13
NR8263--MA0684.1.RUNX3	chr5	118271941	118271950	-	0.000	0.000	Merged-chr5-118271976-24
NR11018--MA0002.2.RUNX1	chr9	123931860	123931870	+	0.000	0.000	Merged-chr9-123931993-21
NR10764--MA0002.2.RUNX1	chr9	88722011	88722021	-	0.000	0.000	Merged-chr9-88721964-40
NR145--MA0684.1.RUNX3	chr1	53843241	53843250	+	0.000	0.000	Merged-chr1-53843171-20
NR3282--MA0002.2.RUNX1	chr13	113172823	113172833	+	0.000	0.000	Merged-chr13-113172968-1
NR10873--MA0002.2.RUNX1	chr9	107280716	107280726	-	0.000	0.000	Merged-chr9-107280639-112
NR10363--MA0002.2.RUNX1	chr8	128622959	128622969	+	0.000	0.000	Merged-chr8-128622909-9
NR9211--MA0684.1.RUNX3	chr6	146813236	146813245	-	0.000	0.000	Merged-chr6-146813295-20
NR7925--MA0002.2.RUNX1	chr5	35819746	35819756	+	0.000	0.000	Merged-chr5-35819826-21
NR10220--MA0002.2.RUNX1	chr8	115450954	115450964	+	0.000	0.000	Merged-chr8-115450993-14
NR6707--MA0511.2.RUNX2	chr3	68789751	68789759	+	0.000	0.000	Merged-chr3-68789660-34
NR5626--MA0002.2.RUNX1	chr19	45577328	45577338	-	0.000	0.000	Merged-chr19-45577468-39
NR10600--MA0002.2.RUNX1	chr9	66142459	66142469	+	0.000	0.000	Merged-chr9-66142492-15
NR3661--MA0684.1.RUNX3	chr14	77861400	77861409	+	0.000	0.000	Merged-chr14-77861310-50
NR10852--MA0002.2.RUNX1	chr9	102541895	102541905	-	0.000	0.000	Merged-chr9-102541803-17
NR9823--MA0002.2.RUNX1	chr7	140207095	140207105	-	0.000	0.000	Merged-chr7-140207191-19
NR6797--MA0511.2.RUNX2	chr3	94375473	94375481	-	0.000	0.000	Merged-chr3-94375656-27
NR10603--MA0511.2.RUNX2	chr9	66504137	66504145	-	0.000	0.000	Merged-chr9-66504076-31
NR7667--MA0002.2.RUNX1	chr4	138257515	138257525	-	0.000	0.000	Merged-chr4-138257384-22
NR2073--MA0684.1.RUNX3	chr11	109149662	109149671	-	0.000	0.000	Merged-chr11-109149686-17
NR1756--MA0002.2.RUNX1	chr11	57669726	57669736	+	0.000	0.000	Merged-chr11-57669677-39
NR6449--MA0511.2.RUNX2	chr2	166610520	166610528	+	0.000	0.000	Merged-chr2-166610595-30
NR9185--MA0002.2.RUNX1	chr6	146221588	146221598	-	0.000	0.000	Merged-chr6-146221533-3
NR7924--MA0684.1.RUNX3	chr5	35166061	35166070	-	0.000	0.000	Merged-chr5-35166204-55
NR5430--MA0002.2.RUNX1	chr18	89238258	89238268	+	0.000	0.000	Merged-chr18-89238329-52
NR3545--MA0002.2.RUNX1	chr14	62943984	62943994	+	0.000	0.000	Merged-chr14-62944057-10
NR2248--MA0684.1.RUNX3	chr12	30557659	30557668	+	0.000	0.000	Merged-chr12-30557589-12
NR3402--MA0002.2.RUNX1	chr14	27373052	27373062	+	0.000	0.000	Merged-chr14-27372915-15
NR10865--MA0002.2.RUNX1	chr9	105499566	105499576	+	0.000	0.000	Merged-chr9-105499679-15
NR9713--MA0684.1.RUNX3	chr7	122317088	122317097	+	0.000	0.000	Merged-chr7-122317075-24
NR9836--MA0002.2.RUNX1	chr7	140981898	140981908	-	0.000	0.000	Merged-chr7-140982058-21
NR1868--MA0511.2.RUNX2	chr11	78780187	78780195	+	0.000	0.000	Merged-chr11-78780322-31
NR10246--MA0002.2.RUNX1	chr8	117548676	117548686	+	0.000	0.000	Merged-chr8-117548585-70
NR1103--MA0002.2.RUNX1	chr10	67662499	67662509	-	0.000	0.000	Merged-chr10-67662488-5
NR5734--MA0684.1.RUNX3	chr2	3756051	3756060	-	0.000	0.000	Merged-chr2-3756075-14
NR2800--MA0002.2.RUNX1	chr13	19219834	19219844	-	0.000	0.000	Merged-chr13-19219739-41
NR7537--MA0002.2.RUNX1	chr4	116806625	116806635	-	0.000	0.000	Merged-chr4-116806659-9
NR10580--MA0684.1.RUNX3	chr9	62080713	62080722	+	0.000	0.000	Merged-chr9-62080517-9
NR9802--MA0002.2.RUNX1	chr7	135659861	135659871	-	0.000	0.000	Merged-chr7-135659681-24
NR9455--MA0684.1.RUNX3	chr7	80209933	80209942	-	0.000	0.000	Merged-chr7-80209951-53
NR3495--MA0511.2.RUNX2	chr14	55882490	55882498	-	0.000	0.000	Merged-chr14-55882429-48
NR9312--MA0684.1.RUNX3	chr7	30402557	30402566	+	0.000	0.000	Merged-chr7-30402572-19
NR7612--MA0002.2.RUNX1	chr4	132748881	132748891	-	0.000	0.000	Merged-chr4-132748989-25
NR5836--MA0002.2.RUNX1	chr2	30112733	30112743	+	0.000	0.000	Merged-chr2-30112786-18
NR9382--MA0002.2.RUNX1	chr7	63973380	63973390	-	0.000	0.000	Merged-chr7-63973470-12
NR9656--MA0511.2.RUNX2	chr7	115734329	115734337	+	0.000	0.000	Merged-chr7-115734410-28
NR824--MA0002.2.RUNX1	chr1	184576648	184576658	-	0.000	0.000	Merged-chr1-184576440-44
NR1443--MA0002.2.RUNX1	chr10	121189372	121189382	+	0.000	0.000	Merged-chr10-121189304-59
NR5203--MA0684.1.RUNX3	chr18	39102429	39102438	+	0.000	0.000	Merged-chr18-39102352-12
NR10320--MA0684.1.RUNX3	chr8	125725664	125725673	-	0.000	0.000	Merged-chr8-125725496-61
NR3232--MA0002.2.RUNX1	chr13	108298434	108298444	+	0.000	0.000	Merged-chr13-108298444-3
NR1347--MA0002.2.RUNX1	chr10	110742184	110742194	-	0.000	0.000	Merged-chr10-110742149-12
NR9395--MA0002.2.RUNX1	chr7	66104630	66104640	-	0.000	0.000	Merged-chr7-66104804-17
NR7320--MA0002.2.RUNX1	chr4	57306553	57306563	+	0.000	0.000	Merged-chr4-57306623-55
NR771--MA0002.2.RUNX1	chr1	180410442	180410452	-	0.000	0.000	Merged-chr1-180410391-12
NR10599--MA0002.2.RUNX1	chr9	66142450	66142460	+	0.000	0.000	Merged-chr9-66142492-15
NR3593--MA0002.2.RUNX1	chr14	67911799	67911809	-	0.000	0.000	Merged-chr14-67911920-26
NR10185--MA0002.2.RUNX1	chr8	110813252	110813262	-	0.000	0.000	Merged-chr8-110813191-16
NR5944--MA0684.1.RUNX3	chr2	60774692	60774701	+	0.000	0.000	Merged-chr2-60774747-55
NR1664--MA0511.2.RUNX2	chr11	43705348	43705356	-	0.000	0.000	Merged-chr11-43705351-17
NR1316--MA0511.2.RUNX2	chr10	98776540	98776548	+	0.000	0.000	Merged-chr10-98776574-38
NR7684--MA0511.2.RUNX2	chr4	139367697	139367705	-	0.000	0.000	Merged-chr4-139367606-11
NR8934--MA0002.2.RUNX1	chr6	120149922	120149932	-	0.000	0.000	Merged-chr6-120149856-18
NR1948--MA0511.2.RUNX2	chr11	90675672	90675680	+	0.000	0.000	Merged-chr11-90675808-18
NR2388--MA0511.2.RUNX2	chr12	79456258	79456266	-	0.000	0.000	Merged-chr12-79456305-9
NR5666--MA0002.2.RUNX1	chr19	55773066	55773076	+	0.000	0.000	Merged-chr19-55773145-3
NR750--MA0002.2.RUNX1	chr1	178218440	178218450	+	0.000	0.000	Merged-chr1-178218511-16
NR10783--MA0002.2.RUNX1	chr9	92274608	92274618	+	0.000	0.000	Merged-chr9-92274591-56
NR3367--MA0002.2.RUNX1	chr14	20168672	20168682	+	0.000	0.000	Merged-chr14-20168649-33
NR9135--MA0002.2.RUNX1	chr6	142823173	142823183	-	0.000	0.000	Merged-chr6-142823375-40
NR53--MA0002.2.RUNX1	chr1	36025099	36025109	+	0.000	0.000	Merged-chr1-36025179-31
NR9486--MA0511.2.RUNX2	chr7	84196336	84196344	+	0.000	0.000	Merged-chr7-84196453-50
NR2970--MA0002.2.RUNX1	chr13	63141462	63141472	+	0.000	0.000	Merged-chr13-63141358-58
NR3432--MA0511.2.RUNX2	chr14	36316927	36316935	+	0.000	0.000	Merged-chr14-36316941-55
NR7293--MA0002.2.RUNX1	chr4	47300826	47300836	+	0.000	0.000	Merged-chr4-47300829-7
NR10739--MA0684.1.RUNX3	chr9	85671751	85671760	-	0.000	0.000	Merged-chr9-85671881-60
NR7488--MA0684.1.RUNX3	chr4	102629842	102629851	-	0.000	0.000	Merged-chr4-102629885-23
NR2874--MA0002.2.RUNX1	chr13	37403901	37403911	-	0.000	0.000	Merged-chr13-37403815-12
NR10177--MA0002.2.RUNX1	chr8	107360743	107360753	+	0.000	0.000	Merged-chr8-107360738-8
NR10404--MA0511.2.RUNX2	chr9	15526095	15526103	+	0.000	0.000	Merged-chr9-15526156-7
NR1163--MA0684.1.RUNX3	chr10	77478380	77478389	-	0.000	0.000	Merged-chr10-77478359-10
NR9210--MA0002.2.RUNX1	chr6	146813235	146813245	+	0.000	0.000	Merged-chr6-146813295-20
NR8850--MA0511.2.RUNX2	chr6	108630934	108630942	-	0.000	0.000	Merged-chr6-108631007-44
NR7010--MA0511.2.RUNX2	chr3	135662560	135662568	+	0.000	0.000	Merged-chr3-135662466-47
NR10434--MA0684.1.RUNX3	chr9	32394804	32394813	-	0.000	0.000	Merged-chr9-32394945-22
NR9610--MA0684.1.RUNX3	chr7	110824212	110824221	+	0.000	0.000	Merged-chr7-110824322-44
NR7183--MA0684.1.RUNX3	chr3	157803537	157803546	-	0.000	0.000	Merged-chr3-157803404-34
NR10020--MA0684.1.RUNX3	chr8	57417018	57417027	-	0.000	0.000	Merged-chr8-57416909-32
NR6452--MA0002.2.RUNX1	chr2	166665835	166665845	-	0.000	0.000	Merged-chr2-166665700-84
NR9657--MA0684.1.RUNX3	chr7	115734329	115734338	+	0.000	0.000	Merged-chr7-115734410-28
NR5648--MA0511.2.RUNX2	chr19	53407588	53407596	+	0.000	0.000	Merged-chr19-53407600-23
NR10417--MA0511.2.RUNX2	chr9	22641249	22641257	-	0.000	0.000	Merged-chr9-22641148-30
NR6389--MA0684.1.RUNX3	chr2	158105844	158105853	-	0.000	0.000	Merged-chr2-158105775-9
NR2873--MA0684.1.RUNX3	chr13	37403755	37403764	-	0.000	0.000	Merged-chr13-37403815-12
NR2601--MA0002.2.RUNX1	chr12	108601018	108601028	+	0.000	0.000	Merged-chr12-108601181-28
NR2952--MA0511.2.RUNX2	chr13	55641101	55641109	+	0.000	0.000	Merged-chr13-55640933-22
NR503--MA0002.2.RUNX1	chr1	135268270	135268280	+	0.000	0.000	Merged-chr1-135268339-27
NR7704--MA0684.1.RUNX3	chr4	141917979	141917988	-	0.000	0.000	Merged-chr4-141918116-30
NR2614--MA0002.2.RUNX1	chr12	110825224	110825234	+	0.000	0.000	Merged-chr12-110825377-13
NR4751--MA0002.2.RUNX1	chr17	28015152	28015162	+	0.000	0.000	Merged-chr17-28015264-72
NR1026--MA0002.2.RUNX1	chr10	44429430	44429440	-	0.000	0.000	Merged-chr10-44429593-53
NR9616--MA0002.2.RUNX1	chr7	112136755	112136765	+	0.000	0.000	Merged-chr7-112136797-13
NR4403--MA0002.2.RUNX1	chr16	50632866	50632876	-	0.000	0.000	Merged-chr16-50633027-57
NR10569--MA0684.1.RUNX3	chr9	61630506	61630515	+	0.000	0.000	Merged-chr9-61630561-11
NR820--MA0511.2.RUNX2	chr1	184534678	184534686	+	0.000	0.000	Merged-chr1-184534660-49
NR3067--MA0002.2.RUNX1	chr13	90981480	90981490	+	0.000	0.000	Merged-chr13-90981461-11
NR4912--MA0684.1.RUNX3	chr17	57183080	57183089	-	0.000	0.000	Merged-chr17-57183114-28
NR10614--MA0511.2.RUNX2	chr9	69092612	69092620	-	0.000	0.000	Merged-chr9-69092509-18
NR1148--MA0002.2.RUNX1	chr10	75697171	75697181	-	0.000	0.000	Merged-chr10-75697186-22
NR6810--MA0684.1.RUNX3	chr3	95697805	95697814	+	0.000	0.000	Merged-chr3-95697809-14
NR2160--MA0002.2.RUNX1	chr11	119671399	119671409	+	0.000	0.000	Merged-chr11-119671227-50
NR9105--MA0684.1.RUNX3	chr6	137795425	137795434	+	0.000	0.000	Merged-chr6-137795480-24
NR7425--MA0684.1.RUNX3	chr4	89400559	89400568	-	0.000	0.000	Merged-chr4-89400416-12
NR1736--MA0511.2.RUNX2	chr11	54240074	54240082	+	0.000	0.000	Merged-chr11-54240142-13
NR7011--MA0684.1.RUNX3	chr3	135662560	135662569	+	0.000	0.000	Merged-chr3-135662466-47
NR3717--MA0684.1.RUNX3	chr14	105240288	105240297	-	0.000	0.000	Merged-chr14-105240325-24
NR10243--MA0684.1.RUNX3	chr8	117052669	117052678	-	0.000	0.000	Merged-chr8-117052612-3
NR3569--MA0002.2.RUNX1	chr14	64666912	64666922	-	0.000	0.000	Merged-chr14-64666873-42
NR6880--MA0002.2.RUNX1	chr3	108718344	108718354	-	0.000	0.000	Merged-chr3-108718262-42
NR4600--MA0002.2.RUNX1	chr16	94660405	94660415	+	0.000	0.000	Merged-chr16-94660460-20
NR6261--MA0002.2.RUNX1	chr2	132843590	132843600	+	0.000	0.000	Merged-chr2-132843527-2
NR8973--MA0684.1.RUNX3	chr6	124375733	124375742	+	0.000	0.000	Merged-chr6-124375670-49
NR1365--MA0684.1.RUNX3	chr10	116487538	116487547	+	0.000	0.000	Merged-chr10-116487356-53
NR9684--MA0684.1.RUNX3	chr7	118113648	118113657	+	0.000	0.000	Merged-chr7-118113743-35
NR10792--MA0511.2.RUNX2	chr9	94441585	94441593	+	0.000	0.000	Merged-chr9-94441414-62
NR5519--MA0684.1.RUNX3	chr19	27967981	27967990	+	0.000	0.000	Merged-chr19-27967760-35
NR455--MA0002.2.RUNX1	chr1	128570146	128570156	-	0.000	0.000	Merged-chr1-128570257-50
NR10759--MA0002.2.RUNX1	chr9	87025950	87025960	+	0.000	0.000	Merged-chr9-87025935-38
NR2837--MA0002.2.RUNX1	chr13	30682001	30682011	+	0.000	0.000	Merged-chr13-30682181-38
NR9045--MA0002.2.RUNX1	chr6	131276858	131276868	-	0.000	0.000	Merged-chr6-131276753-31
NR10597--MA0002.2.RUNX1	chr9	65491674	65491684	-	0.000	0.000	Merged-chr9-65491594-16
NR8813--MA0511.2.RUNX2	chr6	99435255	99435263	+	0.000	0.000	Merged-chr6-99435291-39
NR3263--MA0684.1.RUNX3	chr13	111569229	111569238	+	0.000	0.000	Merged-chr13-111569188-35
NR8714--MA0002.2.RUNX1	chr6	82872262	82872272	-	0.000	0.000	Merged-chr6-82872396-48
NR4878--MA0002.2.RUNX1	chr17	51789392	51789402	-	0.000	0.000	Merged-chr17-51789354-14
NR468--MA0002.2.RUNX1	chr1	131446756	131446766	+	0.000	0.000	Merged-chr1-131446788-25
NR2390--MA0684.1.RUNX3	chr12	79456257	79456266	-	0.000	0.000	Merged-chr12-79456305-9
NR5989--MA0684.1.RUNX3	chr2	69415321	69415330	+	0.000	0.000	Merged-chr2-69415236-25
NR2912--MA0002.2.RUNX1	chr13	45443302	45443312	-	0.000	0.000	Merged-chr13-45443236-24
NR2436--MA0002.2.RUNX1	chr12	86310024	86310034	+	0.000	0.000	Merged-chr12-86310059-67
NR8204--MA0002.2.RUNX1	chr5	111178473	111178483	+	0.000	0.000	Merged-chr5-111178626-62
NR2022--MA0002.2.RUNX1	chr11	100804662	100804672	-	0.000	0.000	Merged-chr11-100804708-41
NR10738--MA0002.2.RUNX1	chr9	85671750	85671760	+	0.000	0.000	Merged-chr9-85671881-60
NR7487--MA0002.2.RUNX1	chr4	102629841	102629851	+	0.000	0.000	Merged-chr4-102629885-23
NR957--MA0002.2.RUNX1	chr10	21354055	21354065	+	0.000	0.000	Merged-chr10-21353968-32
NR9838--MA0684.1.RUNX3	chr7	140981898	140981907	+	0.000	0.000	Merged-chr7-140982058-21
NR7887--MA0684.1.RUNX3	chr5	23637511	23637520	+	0.000	0.000	Merged-chr5-23637519-38
NR1214--MA0684.1.RUNX3	chr10	84897547	84897556	+	0.000	0.000	Merged-chr10-84897526-62
NR6851--MA0002.2.RUNX1	chr3	103091964	103091974	+	0.000	0.000	Merged-chr3-103091976-34
NR9037--MA0002.2.RUNX1	chr6	130312073	130312083	-	0.000	0.000	Merged-chr6-130312055-26
NR2620--MA0002.2.RUNX1	chr12	111913012	111913022	-	0.000	0.000	Merged-chr12-111913088-13
NR2872--MA0002.2.RUNX1	chr13	37403754	37403764	+	0.000	0.000	Merged-chr13-37403815-12
NR7409--MA0684.1.RUNX3	chr4	88088936	88088945	-	0.000	0.000	Merged-chr4-88088936-18
NR1449--MA0511.2.RUNX2	chr10	121382804	121382812	-	0.000	0.000	Merged-chr10-121382753-17
NR3778--MA0684.1.RUNX3	chr14	123163086	123163095	+	0.000	0.000	Merged-chr14-123163033-38
NR8021--MA0002.2.RUNX1	chr5	67155858	67155868	-	0.000	0.000	Merged-chr5-67155759-12
NR10698--MA0002.2.RUNX1	chr9	79919432	79919442	-	0.000	0.000	Merged-chr9-79919473-56
NR7518--MA0684.1.RUNX3	chr4	108371652	108371661	+	0.000	0.000	Merged-chr4-108371608-19
NR446--MA0684.1.RUNX3	chr1	127651301	127651310	+	0.000	0.000	Merged-chr1-127651305-2
NR6993--MA0684.1.RUNX3	chr3	133506492	133506501	+	0.000	0.000	Merged-chr3-133506515-24
NR298--MA0002.2.RUNX1	chr1	87607792	87607802	-	0.000	0.000	Merged-chr1-87607643-76
NR6450--MA0002.2.RUNX1	chr2	166610520	166610530	-	0.000	0.000	Merged-chr2-166610595-30
NR77--MA0002.2.RUNX1	chr1	38777641	38777651	-	0.000	0.000	Merged-chr1-38777708-41
NR3125--MA0684.1.RUNX3	chr13	95913143	95913152	-	0.000	0.000	Merged-chr13-95913173-23
NR10568--MA0002.2.RUNX1	chr9	61630506	61630516	-	0.000	0.000	Merged-chr9-61630561-11
NR7194--MA0684.1.RUNX3	chr4	6924977	6924986	+	0.000	0.000	Merged-chr4-6924913-49
NR10031--MA0684.1.RUNX3	chr8	64871800	64871809	-	0.000	0.000	Merged-chr8-64871934-64
NR2997--MA0511.2.RUNX2	chr13	73491291	73491299	-	0.000	0.000	Merged-chr13-73491277-13
NR9002--MA0684.1.RUNX3	chr6	127302987	127302996	+	0.000	0.000	Merged-chr6-127302896-25
NR7117--MA0684.1.RUNX3	chr3	146764992	146765001	-	0.000	0.000	Merged-chr3-146765113-32
NR3108--MA0511.2.RUNX2	chr13	95449935	95449943	+	0.000	0.000	Merged-chr13-95449730-51
NR8814--MA0684.1.RUNX3	chr6	99435255	99435264	+	0.000	0.000	Merged-chr6-99435291-39
NR3089--MA0511.2.RUNX2	chr13	92859009	92859017	-	0.000	0.000	Merged-chr13-92859070-18
NR6681--MA0002.2.RUNX1	chr3	60472474	60472484	+	0.000	0.000	Merged-chr3-60472640-67
NR8761--MA0684.1.RUNX3	chr6	88939628	88939637	-	0.000	0.000	Merged-chr6-88939617-36
NR1027--MA0511.2.RUNX2	chr10	44565402	44565410	-	0.000	0.000	Merged-chr10-44565261-15
NR10991--MA0002.2.RUNX1	chr9	120943830	120943840	+	0.000	0.000	Merged-chr9-120943869-18
NR4848--MA0684.1.RUNX3	chr17	46870743	46870752	+	0.000	0.000	Merged-chr17-46870796-80
NR4828--MA0002.2.RUNX1	chr17	44121820	44121830	-	0.000	0.000	Merged-chr17-44121634-62
NR7077--MA0684.1.RUNX3	chr3	142892308	142892317	+	0.000	0.000	Merged-chr3-142892335-19
NR2611--MA0684.1.RUNX3	chr12	110506352	110506361	+	0.000	0.000	Merged-chr12-110506270-12
NR8996--MA0511.2.RUNX2	chr6	126995693	126995701	-	0.000	0.000	Merged-chr6-126995755-15
NR103--MA0511.2.RUNX2	chr1	40585669	40585677	-	0.000	0.000	Merged-chr1-40585603-1
NR6716--MA0511.2.RUNX2	chr3	75930327	75930335	-	0.000	0.000	Merged-chr3-75930291-55
NR4080--MA0511.2.RUNX2	chr15	93913639	93913647	+	0.000	0.000	Merged-chr15-93913565-49
NR8483--MA0002.2.RUNX1	chr6	8712113	8712123	+	0.000	0.000	Merged-chr6-8712206-28
NR3812--MA0002.2.RUNX1	chr15	12606557	12606567	-	0.000	0.000	Merged-chr15-12606518-21
NR8883--MA0684.1.RUNX3	chr6	115594629	115594638	+	0.000	0.000	Merged-chr6-115594731-47
NR8949--MA0684.1.RUNX3	chr6	122293951	122293960	-	0.000	0.000	Merged-chr6-122294065-56
NR4361--MA0002.2.RUNX1	chr16	45204612	45204622	+	0.000	0.000	Merged-chr16-45204582-16
NR8343--MA0511.2.RUNX2	chr5	137305616	137305624	+	0.000	0.000	Merged-chr5-137305628-4
NR474--MA0002.2.RUNX1	chr1	131993387	131993397	-	0.000	0.000	Merged-chr1-131993308-10
NR2955--MA0511.2.RUNX2	chr13	56476959	56476967	+	0.000	0.000	Merged-chr13-56477022-46
NR8452--MA0511.2.RUNX2	chr5	149641833	149641841	-	0.000	0.000	Merged-chr5-149641711-30
NR4807--MA0002.2.RUNX1	chr17	35231247	35231257	+	0.000	0.000	Merged-chr17-35231264-33
NR4394--MA0684.1.RUNX3	chr16	50298929	50298938	-	0.000	0.000	Merged-chr16-50299012-15
NR9609--MA0511.2.RUNX2	chr7	110824212	110824220	+	0.000	0.000	Merged-chr7-110824322-44
NR10019--MA0511.2.RUNX2	chr8	57417019	57417027	-	0.000	0.000	Merged-chr8-57416909-32
NR4360--MA0684.1.RUNX3	chr16	45019096	45019105	+	0.000	0.000	Merged-chr16-45019020-28
NR8095--MA0002.2.RUNX1	chr5	92327538	92327548	-	0.000	0.000	Merged-chr5-92327493-24
NR823--MA0511.2.RUNX2	chr1	184576648	184576656	+	0.000	0.000	Merged-chr1-184576440-44
NR2855--MA0684.1.RUNX3	chr13	33077448	33077457	+	0.000	0.000	Merged-chr13-33077340-51
NR8746--MA0002.2.RUNX1	chr6	87447421	87447431	-	0.000	0.000	Merged-chr6-87447444-55
NR8431--MA0511.2.RUNX2	chr5	148678762	148678770	+	0.000	0.000	Merged-chr5-148678733-37
NR204--MA0511.2.RUNX2	chr1	62829802	62829810	-	0.000	0.000	Merged-chr1-62829921-36
NR10237--MA0511.2.RUNX2	chr8	116717266	116717274	+	0.000	0.000	Merged-chr8-116717291-13
NR648--MA0684.1.RUNX3	chr1	164079559	164079568	-	0.000	0.000	Merged-chr1-164079439-12
NR1710--MA0002.2.RUNX1	chr11	52080086	52080096	+	0.000	0.000	Merged-chr11-52080171-5
NR8190--MA0684.1.RUNX3	chr5	107612457	107612466	-	0.000	0.000	Merged-chr5-107612497-14
NR3894--MA0002.2.RUNX1	chr15	53130254	53130264	+	0.000	0.000	Merged-chr15-53130224-36
NR2424--MA0511.2.RUNX2	chr12	84762820	84762828	-	0.000	0.000	Merged-chr12-84762785-51
NR10962--MA0002.2.RUNX1	chr9	118519257	118519267	+	0.000	0.000	Merged-chr9-118519152-31
NR8365--MA0684.1.RUNX3	chr5	139320773	139320782	-	0.000	0.000	Merged-chr5-139320705-5
NR4591--MA0684.1.RUNX3	chr16	94068074	94068083	+	0.000	0.000	Merged-chr16-94067922-8
NR6394--MA0002.2.RUNX1	chr2	158450879	158450889	-	0.000	0.000	Merged-chr2-158450944-19
NR4908--MA0002.2.RUNX1	chr17	56904937	56904947	-	0.000	0.000	Merged-chr17-56905051-10
NR4322--MA0511.2.RUNX2	chr16	35905584	35905592	-	0.000	0.000	Merged-chr16-35905598-39
NR7995--MA0002.2.RUNX1	chr5	64651525	64651535	-	0.000	0.000	Merged-chr5-64651532-36
NR5301--MA0002.2.RUNX1	chr18	67882878	67882888	-	0.000	0.000	Merged-chr18-67882933-18
NR8358--MA0002.2.RUNX1	chr5	139300569	139300579	-	0.000	0.000	Merged-chr5-139300628-14
NR6012--MA0002.2.RUNX1	chr2	72365441	72365451	+	0.000	0.000	Merged-chr2-72365558-19
NR2304--MA0002.2.RUNX1	chr12	54568751	54568761	-	0.000	0.000	Merged-chr12-54568862-31
NR1574--MA0002.2.RUNX1	chr11	16988016	16988026	-	0.000	0.000	Merged-chr11-16987963-24
NR4570--MA0684.1.RUNX3	chr16	91793556	91793565	-	0.000	0.000	Merged-chr16-91793603-12
NR1160--MA0002.2.RUNX1	chr10	77273672	77273682	+	0.000	0.000	Merged-chr10-77273499-67
NR2208--MA0002.2.RUNX1	chr12	16136628	16136638	+	0.000	0.000	Merged-chr12-16136516-15
NR1683--MA0002.2.RUNX1	chr11	46454876	46454886	+	0.000	0.000	Merged-chr11-46454823-30
NR8261--MA0511.2.RUNX2	chr5	118271942	118271950	-	0.000	0.000	Merged-chr5-118271976-24
NR2446--MA0684.1.RUNX3	chr12	86971251	86971260	-	0.000	0.000	Merged-chr12-86971344-14
NR10176--MA0511.2.RUNX2	chr8	107360745	107360753	-	0.000	0.000	Merged-chr8-107360738-8
NR1920--MA0002.2.RUNX1	chr11	86078281	86078291	-	0.000	0.000	Merged-chr11-86078174-26
NR9620--MA0002.2.RUNX1	chr7	112238966	112238976	+	0.000	0.000	Merged-chr7-112238810-51
NR6709--MA0684.1.RUNX3	chr3	68789751	68789760	+	0.000	0.000	Merged-chr3-68789660-34
NR299--MA0511.2.RUNX2	chr1	87637247	87637255	-	0.000	0.000	Merged-chr1-87637275-111
NR8161--MA0684.1.RUNX3	chr5	105010567	105010576	+	0.000	0.000	Merged-chr5-105010527-49
NR6799--MA0684.1.RUNX3	chr3	94375472	94375481	-	0.000	0.000	Merged-chr3-94375656-27
NR4182--MA0684.1.RUNX3	chr16	4584024	4584033	+	0.000	0.000	Merged-chr16-4584045-35
NR2839--MA0684.1.RUNX3	chr13	30682002	30682011	-	0.000	0.000	Merged-chr13-30682181-38
NR2918--MA0511.2.RUNX2	chr13	48979287	48979295	-	0.000	0.000	Merged-chr13-48979303-21
NR5654--MA0002.2.RUNX1	chr19	55137610	55137620	-	0.000	0.000	Merged-chr19-55137510-21
NR6017--MA0002.2.RUNX1	chr2	72536063	72536073	+	0.000	0.000	Merged-chr2-72536133-16
NR7714--MA0002.2.RUNX1	chr4	145045906	145045916	-	0.000	0.000	Merged-chr4-145045932-55
