#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_dn.bed
NR13153--MA1107.1.KLF9	chr12	8351295	8351307	-	0.000	0.000	Merged-chr12-8351458-49
NR57410--MA1107.1.KLF9	chr6	136947155	136947167	-	0.000	0.000	Merged-chr6-136947119-17
NR16740--MA0039.3.KLF4	chr13	38958320	38958330	+	0.000	0.000	Merged-chr13-38958304-24
NR32246--MA0599.1.KLF5	chr18	41753031	41753040	-	0.000	0.000	Merged-chr18-41752958-32
NR10000--MA1107.1.KLF9	chr11	19926216	19926228	+	0.000	0.000	Merged-chr11-19926174-9
NR13149--MA1107.1.KLF9	chr12	8351272	8351284	-	0.000	0.000	Merged-chr12-8351458-49
NR32352--MA0039.3.KLF4	chr18	46013412	46013422	+	0.000	0.000	Merged-chr18-46013388-48
NR21247--MA0599.1.KLF5	chr14	69774965	69774974	-	0.000	0.000	Merged-chr14-69774788-96
NR51244--MA0599.1.KLF5	chr5	74704612	74704621	+	0.000	0.000	Merged-chr5-74704453-70
NR38388--MA0741.1.KLF16	chr2	121441878	121441888	+	0.000	0.000	Merged-chr2-121441988-1
NR9909--MA1107.1.KLF9	chr11	16558799	16558811	-	0.000	0.000	Merged-chr11-16558983-1
NR33564--MA0493.1.Klf1	chr18	83993540	83993550	-	0.000	0.000	Merged-chr18-83993380-25
NR54951--MA0741.1.KLF16	chr6	43619506	43619516	+	0.000	0.000	Merged-chr6-43619418-19
NR57408--MA0741.1.KLF16	chr6	136947148	136947158	-	0.000	0.000	Merged-chr6-136947119-17
NR65643--MA0599.1.KLF5	chr9	13536880	13536889	+	0.000	0.000	Merged-chr9-13536890-20
NR12422--MA1107.1.KLF9	chr11	106057116	106057128	-	0.000	0.000	Merged-chr11-106057103-42
NR23901--MA0740.1.KLF14	chr15	66286852	66286865	+	0.000	0.000	Merged-chr15-66286791-54
NR40333--MA0039.3.KLF4	chr2	174566143	174566153	+	0.000	0.000	Merged-chr2-174566072-46
NR12650--MA0039.3.KLF4	chr11	115185184	115185194	-	0.000	0.000	Merged-chr11-115185164-10
NR44269--MA0599.1.KLF5	chr3	144260893	144260902	+	0.000	0.000	Merged-chr3-144261016-37
NR69206--MA0599.1.KLF5	chrX	104857315	104857324	+	0.000	0.000	Merged-chrX-104857124-25
NR8645--MA1107.1.KLF9	chr10	110952124	110952136	+	0.000	0.000	Merged-chr10-110952029-21
NR61731--MA0493.1.Klf1	chr7	136894457	136894467	+	0.000	0.000	Merged-chr7-136894538-85
NR42890--MA0742.1.Klf12	chr3	101066372	101066386	-	0.000	0.000	Merged-chr3-101066330-34
NR16572--MA0493.1.Klf1	chr13	30186515	30186525	+	0.000	0.000	Merged-chr13-30186492-12
NR27008--MA0599.1.KLF5	chr16	59471776	59471785	-	0.000	0.000	Merged-chr16-59471923-61
NR23902--MA0599.1.KLF5	chr15	66286853	66286862	+	0.000	0.000	Merged-chr15-66286791-54
NR8897--MA0599.1.KLF5	chr10	117118630	117118639	-	0.000	0.000	Merged-chr10-117118585-40
NR42894--MA1107.1.KLF9	chr3	101066374	101066386	-	0.000	0.000	Merged-chr3-101066330-34
NR53562--MA1107.1.KLF9	chr5	140208842	140208854	+	0.000	0.000	Merged-chr5-140208912-49
NR65669--MA0741.1.KLF16	chr9	14926828	14926838	+	0.000	0.000	Merged-chr9-14926732-51
NR63052--MA0741.1.KLF16	chr8	45934776	45934786	+	0.000	0.000	Merged-chr8-45934835-41
NR7382--MA0599.1.KLF5	chr10	78399395	78399404	+	0.000	0.000	Merged-chr10-78399498-14
NR16568--MA0493.1.Klf1	chr13	30186460	30186470	-	0.000	0.000	Merged-chr13-30186492-12
NR55221--MA0740.1.KLF14	chr6	54760113	54760126	+	0.000	0.000	Merged-chr6-54760187-57
NR10401--MA0599.1.KLF5	chr11	35326716	35326725	-	0.000	0.000	Merged-chr11-35326644-22
NR33503--MA0599.1.KLF5	chr18	82532270	82532279	-	0.000	0.000	Merged-chr18-82532131-16
NR55984--MA1107.1.KLF9	chr6	89286787	89286799	+	0.000	0.000	Merged-chr6-89286978-37
NR10400--MA1107.1.KLF9	chr11	35283350	35283362	-	0.000	0.000	Merged-chr11-35283251-26
NR21334--MA0741.1.KLF16	chr14	70994737	70994747	-	0.000	0.000	Merged-chr14-70994576-24
NR14764--MA1107.1.KLF9	chr12	82166462	82166474	-	0.000	0.000	Merged-chr12-82166286-58
NR62885--MA0599.1.KLF5	chr8	36249397	36249406	-	0.000	0.000	Merged-chr8-36249558-6
NR38956--MA1107.1.KLF9	chr2	135824072	135824084	-	0.000	0.000	Merged-chr2-135823878-14
NR63933--MA0039.3.KLF4	chr8	77383807	77383817	+	0.000	0.000	Merged-chr8-77383968-15
NR34942--MA0493.1.Klf1	chr19	57077332	57077342	-	0.000	0.000	Merged-chr19-57077212-7
NR67179--MA0493.1.Klf1	chr9	80313763	80313773	-	0.000	0.000	Merged-chr9-80313733-27
NR64604--MA0599.1.KLF5	chr8	105279178	105279187	-	0.000	0.000	Merged-chr8-105279164-33
NR41027--MA0493.1.Klf1	chr3	27463050	27463060	-	0.000	0.000	Merged-chr3-27462923-28
NR40631--MA0493.1.Klf1	chr3	9500017	9500027	-	0.000	0.000	Merged-chr3-9499976-58
NR17419--MA0742.1.Klf12	chr13	64432380	64432394	+	0.000	0.000	Merged-chr13-64432516-70
NR52310--MA0741.1.KLF16	chr5	113873340	113873350	-	0.000	0.000	Merged-chr5-113873174-24
NR55096--MA0741.1.KLF16	chr6	49321612	49321622	+	0.000	0.000	Merged-chr6-49321537-14
NR31914--MA1107.1.KLF9	chr18	32311869	32311881	-	0.000	0.000	Merged-chr18-32311918-36
NR14438--MA1107.1.KLF9	chr12	69853616	69853628	+	0.000	0.000	Merged-chr12-69853558-20
NR64967--MA0599.1.KLF5	chr8	117198122	117198131	+	0.000	0.000	Merged-chr8-117198283-35
NR27421--MA0741.1.KLF16	chr16	76283383	76283393	-	0.000	0.000	Merged-chr16-76283420-1
NR43042--MA0599.1.KLF5	chr3	104616373	104616382	-	0.000	0.000	Merged-chr3-104616358-38
NR62657--MA0493.1.Klf1	chr8	27161538	27161548	-	0.000	0.000	Merged-chr8-27161535-3
NR12253--MA0741.1.KLF16	chr11	100862018	100862028	+	0.000	0.000	Merged-chr11-100861973-17
NR6095--MA0039.3.KLF4	chr10	37232223	37232233	+	0.000	0.000	Merged-chr10-37232300-62
NR65385--MA0493.1.Klf1	chr8	125558862	125558872	+	0.000	0.000	Merged-chr8-125558804-33
NR57301--MA1107.1.KLF9	chr6	134183957	134183969	+	0.000	0.000	Merged-chr6-134184108-53
NR32245--MA0742.1.Klf12	chr18	41753027	41753041	-	0.000	0.000	Merged-chr18-41752958-32
NR13156--MA1107.1.KLF9	chr12	8351301	8351313	-	0.000	0.000	Merged-chr12-8351458-49
NR46069--MA1107.1.KLF9	chr4	47011203	47011215	-	0.000	0.000	Merged-chr4-47011023-46
NR67180--MA0741.1.KLF16	chr9	80313762	80313772	-	0.000	0.000	Merged-chr9-80313733-27
NR52302--MA0741.1.KLF16	chr5	113873332	113873342	-	0.000	0.000	Merged-chr5-113873174-24
NR50351--MA0741.1.KLF16	chr5	37056577	37056587	-	0.000	0.000	Merged-chr5-37056635-20
NR69654--MA0741.1.KLF16	chrX	166329051	166329061	-	0.000	0.000	Merged-chrX-166329162-24
NR6324--MA1107.1.KLF9	chr10	42849026	42849038	-	0.000	0.000	Merged-chr10-42848913-29
NR9916--MA1107.1.KLF9	chr11	16558813	16558825	-	0.000	0.000	Merged-chr11-16558983-1
NR46068--MA0741.1.KLF16	chr4	47011210	47011220	-	0.000	0.000	Merged-chr4-47011023-46
NR62522--MA0741.1.KLF16	chr8	22544873	22544883	-	0.000	0.000	Merged-chr8-22544867-25
NR33500--MA0740.1.KLF14	chr18	82532267	82532280	-	0.000	0.000	Merged-chr18-82532131-16
NR54954--MA1107.1.KLF9	chr6	43619511	43619523	+	0.000	0.000	Merged-chr6-43619418-19
NR32087--MA0741.1.KLF16	chr18	35849820	35849830	+	0.000	0.000	Merged-chr18-35849928-52
NR63408--MA0741.1.KLF16	chr8	61448672	61448682	+	0.000	0.000	Merged-chr8-61448591-1
NR6731--MA0741.1.KLF16	chr10	60028424	60028434	+	0.000	0.000	Merged-chr10-60028260-54
NR29725--MA0741.1.KLF16	chr17	47688202	47688212	+	0.000	0.000	Merged-chr17-47688340-70
NR45306--MA0039.3.KLF4	chr4	15929284	15929294	+	0.000	0.000	Merged-chr4-15929333-33
NR26475--MA0493.1.Klf1	chr16	33714343	33714353	+	0.000	0.000	Merged-chr16-33714431-35
NR36300--MA0599.1.KLF5	chr2	37765371	37765380	-	0.000	0.000	Merged-chr2-37765232-35
NR27012--MA0741.1.KLF16	chr16	59471775	59471785	-	0.000	0.000	Merged-chr16-59471923-61
NR61733--MA1107.1.KLF9	chr7	136894457	136894469	+	0.000	0.000	Merged-chr7-136894538-85
NR51857--MA0742.1.Klf12	chr5	100929920	100929934	+	0.000	0.000	Merged-chr5-100929891-31
NR65664--MA0599.1.KLF5	chr9	14548192	14548201	+	0.000	0.000	Merged-chr9-14548192-17
NR64681--MA0493.1.Klf1	chr8	105965475	105965485	+	0.000	0.000	Merged-chr8-105965531-1
NR23904--MA0740.1.KLF14	chr15	66286886	66286899	+	0.000	0.000	Merged-chr15-66286791-54
NR52307--MA0741.1.KLF16	chr5	113873337	113873347	-	0.000	0.000	Merged-chr5-113873174-24
NR32079--MA0741.1.KLF16	chr18	35830261	35830271	+	0.000	0.000	Merged-chr18-35830192-19
NR33501--MA0657.1.KLF13	chr18	82532264	82532281	-	0.000	0.000	Merged-chr18-82532131-16
NR61729--MA0742.1.Klf12	chr7	136894457	136894471	+	0.000	0.000	Merged-chr7-136894538-85
NR64680--MA0039.3.KLF4	chr8	105965477	105965487	+	0.000	0.000	Merged-chr8-105965531-1
NR16463--MA0493.1.Klf1	chr13	24547215	24547225	-	0.000	0.000	Merged-chr13-24547194-39
NR16577--MA0741.1.KLF16	chr13	30186559	30186569	-	0.000	0.000	Merged-chr13-30186492-12
NR55982--MA1107.1.KLF9	chr6	89286783	89286795	+	0.000	0.000	Merged-chr6-89286978-37
NR67092--MA0599.1.KLF5	chr9	77683657	77683666	+	0.000	0.000	Merged-chr9-77683679-29
NR9584--MA0741.1.KLF16	chr10	128940595	128940605	-	0.000	0.000	Merged-chr10-128940717-41
NR12421--MA0741.1.KLF16	chr11	106057117	106057127	-	0.000	0.000	Merged-chr11-106057103-42
NR49905--MA0741.1.KLF16	chr5	24344667	24344677	+	0.000	0.000	Merged-chr5-24344705-18
NR34945--MA0599.1.KLF5	chr19	57093751	57093760	-	0.000	0.000	Merged-chr19-57093567-48
NR55978--MA1107.1.KLF9	chr6	89286775	89286787	+	0.000	0.000	Merged-chr6-89286978-37
NR14757--MA0657.1.KLF13	chr12	82165836	82165853	+	0.000	0.000	Merged-chr12-82165766-1
NR64932--MA1107.1.KLF9	chr8	116143486	116143498	+	0.000	0.000	Merged-chr8-116143566-1
NR27005--MA0742.1.Klf12	chr16	59471753	59471767	-	0.000	0.000	Merged-chr16-59471923-61
NR51501--MA0741.1.KLF16	chr5	89882148	89882158	-	0.000	0.000	Merged-chr5-89882343-19
NR24714--MA0741.1.KLF16	chr15	85042838	85042848	+	0.000	0.000	Merged-chr15-85042702-72
NR30971--MA0599.1.KLF5	chr17	84855804	84855813	-	0.000	0.000	Merged-chr17-84855735-62
NR14679--MA0599.1.KLF5	chr12	79628620	79628629	+	0.000	0.000	Merged-chr12-79628685-20
NR7386--MA0741.1.KLF16	chr10	78399401	78399411	+	0.000	0.000	Merged-chr10-78399498-14
NR6644--MA1107.1.KLF9	chr10	58350930	58350942	-	0.000	0.000	Merged-chr10-58350801-17
NR3477--MA0039.3.KLF4	chr1	151236860	151236870	+	0.000	0.000	Merged-chr1-151236737-36
NR6641--MA0741.1.KLF16	chr10	58350931	58350941	-	0.000	0.000	Merged-chr10-58350801-17
NR32353--MA1107.1.KLF9	chr18	46013410	46013422	+	0.000	0.000	Merged-chr18-46013388-48
NR9582--MA0039.3.KLF4	chr10	128940594	128940604	-	0.000	0.000	Merged-chr10-128940717-41
NR31913--MA0493.1.Klf1	chr18	32311871	32311881	-	0.000	0.000	Merged-chr18-32311918-36
NR14437--MA0493.1.Klf1	chr12	69853616	69853626	+	0.000	0.000	Merged-chr12-69853558-20
NR31133--MA0039.3.KLF4	chr17	88758097	88758107	-	0.000	0.000	Merged-chr17-88758216-29
NR65387--MA1107.1.KLF9	chr8	125558862	125558874	+	0.000	0.000	Merged-chr8-125558804-33
NR35991--MA0599.1.KLF5	chr2	30718763	30718772	+	0.000	0.000	Merged-chr2-30718733-68
NR55223--MA0493.1.Klf1	chr6	54760113	54760123	+	0.000	0.000	Merged-chr6-54760187-57
NR46066--MA0741.1.KLF16	chr4	47011204	47011214	-	0.000	0.000	Merged-chr4-47011023-46
NR61084--MA0742.1.Klf12	chr7	113263093	113263107	-	0.000	0.000	Merged-chr7-113263148-32
NR9905--MA1107.1.KLF9	chr11	16558791	16558803	-	0.000	0.000	Merged-chr11-16558983-1
NR59367--MA1107.1.KLF9	chr7	44485368	44485380	-	0.000	0.000	Merged-chr7-44485410-35
NR1414--MA0039.3.KLF4	chr1	69683244	69683254	-	0.000	0.000	Merged-chr1-69683222-14
NR62772--MA0741.1.KLF16	chr8	34398003	34398013	+	0.000	0.000	Merged-chr8-34397971-66
NR63048--MA0742.1.Klf12	chr8	45934775	45934789	+	0.000	0.000	Merged-chr8-45934835-41
NR59934--MA0741.1.KLF16	chr7	67353864	67353874	+	0.000	0.000	Merged-chr7-67353683-35
NR11146--MA0740.1.KLF14	chr11	69919795	69919808	+	0.000	0.000	Merged-chr11-69919909-46
NR66254--MA0741.1.KLF16	chr9	42463821	42463831	+	0.000	0.000	Merged-chr9-42464013-7
NR5067--MA0742.1.Klf12	chr1	193146634	193146648	-	0.000	0.000	Merged-chr1-193146532-29
NR52305--MA0741.1.KLF16	chr5	113873335	113873345	-	0.000	0.000	Merged-chr5-113873174-24
NR53649--MA0599.1.KLF5	chr5	140944722	140944731	-	0.000	0.000	Merged-chr5-140944857-24
NR49906--MA1107.1.KLF9	chr5	24344664	24344676	+	0.000	0.000	Merged-chr5-24344705-18
NR27004--MA0740.1.KLF14	chr16	59471773	59471786	-	0.000	0.000	Merged-chr16-59471923-61
NR52299--MA0741.1.KLF16	chr5	113873329	113873339	-	0.000	0.000	Merged-chr5-113873174-24
NR51245--MA0493.1.Klf1	chr5	74704611	74704621	+	0.000	0.000	Merged-chr5-74704453-70
NR65425--MA0599.1.KLF5	chr8	126596365	126596374	-	0.000	0.000	Merged-chr8-126596361-10
NR8646--MA1107.1.KLF9	chr10	110952126	110952138	+	0.000	0.000	Merged-chr10-110952029-21
NR36279--MA0039.3.KLF4	chr2	35507257	35507267	+	0.000	0.000	Merged-chr2-35507253-54
NR65670--MA1107.1.KLF9	chr9	14926827	14926839	+	0.000	0.000	Merged-chr9-14926732-51
NR53962--MA0741.1.KLF16	chr5	150259561	150259571	+	0.000	0.000	Merged-chr5-150259783-65
NR53563--MA1107.1.KLF9	chr5	140208844	140208856	+	0.000	0.000	Merged-chr5-140208912-49
NR47307--MA0599.1.KLF5	chr4	102908262	102908271	-	0.000	0.000	Merged-chr4-102908208-33
NR65644--MA0493.1.Klf1	chr9	13536879	13536889	+	0.000	0.000	Merged-chr9-13536890-20
NR36302--MA1107.1.KLF9	chr2	37765369	37765381	-	0.000	0.000	Merged-chr2-37765232-35
NR44338--MA0740.1.KLF14	chr3	146004977	146004990	-	0.000	0.000	Merged-chr3-146004832-23
NR55095--MA0599.1.KLF5	chr6	49321612	49321621	+	0.000	0.000	Merged-chr6-49321537-14
NR32875--MA0599.1.KLF5	chr18	65322465	65322474	-	0.000	0.000	Merged-chr18-65322333-46
NR9997--MA0599.1.KLF5	chr11	19926217	19926226	+	0.000	0.000	Merged-chr11-19926174-9
NR7383--MA0599.1.KLF5	chr10	78399401	78399410	+	0.000	0.000	Merged-chr10-78399498-14
NR16569--MA0493.1.Klf1	chr13	30186465	30186475	-	0.000	0.000	Merged-chr13-30186492-12
NR57297--MA0740.1.KLF14	chr6	134183957	134183970	+	0.000	0.000	Merged-chr6-134184108-53
NR10835--MA1107.1.KLF9	chr11	60130603	60130615	-	0.000	0.000	Merged-chr11-60130741-13
NR55971--MA0039.3.KLF4	chr6	89286791	89286801	+	0.000	0.000	Merged-chr6-89286978-37
NR62769--MA0741.1.KLF16	chr8	34398000	34398010	+	0.000	0.000	Merged-chr8-34397971-66
NR40009--MA0741.1.KLF16	chr2	168741484	168741494	+	0.000	0.000	Merged-chr2-168741453-11
NR26178--MA1107.1.KLF9	chr16	22655364	22655376	-	0.000	0.000	Merged-chr16-22655382-16
NR40282--MA0493.1.Klf1	chr2	174018093	174018103	+	0.000	0.000	Merged-chr2-174018150-40
NR14759--MA0740.1.KLF14	chr12	82166461	82166474	-	0.000	0.000	Merged-chr12-82166286-58
NR33502--MA0742.1.Klf12	chr18	82532266	82532280	-	0.000	0.000	Merged-chr18-82532131-16
NR7482--MA0740.1.KLF14	chr10	80139420	80139433	+	0.000	0.000	Merged-chr10-80139256-20
NR18454--MA0599.1.KLF5	chr13	95765258	95765267	-	0.000	0.000	Merged-chr13-95765232-46
NR55985--MA1107.1.KLF9	chr6	89286789	89286801	+	0.000	0.000	Merged-chr6-89286978-37
NR32763--MA0741.1.KLF16	chr18	61377970	61377980	-	0.000	0.000	Merged-chr18-61377910-13
NR10398--MA0741.1.KLF16	chr11	35283360	35283370	-	0.000	0.000	Merged-chr11-35283251-26
NR55220--MA0741.1.KLF16	chr6	54760013	54760023	-	0.000	0.000	Merged-chr6-54760187-57
NR14770--MA0493.1.Klf1	chr12	82187387	82187397	+	0.000	0.000	Merged-chr12-82187311-20
NR63047--MA0740.1.KLF14	chr8	45934775	45934788	+	0.000	0.000	Merged-chr8-45934835-41
NR38957--MA1107.1.KLF9	chr2	135824074	135824086	-	0.000	0.000	Merged-chr2-135823878-14
NR44339--MA0657.1.KLF13	chr3	146004974	146004991	-	0.000	0.000	Merged-chr3-146004832-23
NR40198--MA0599.1.KLF5	chr2	172940357	172940366	-	0.000	0.000	Merged-chr2-172940358-59
NR4897--MA0741.1.KLF16	chr1	189500040	189500050	+	0.000	0.000	Merged-chr1-189499965-39
NR53367--MA1107.1.KLF9	chr5	137103426	137103438	-	0.000	0.000	Merged-chr5-137103369-20
NR61732--MA0741.1.KLF16	chr7	136894458	136894468	+	0.000	0.000	Merged-chr7-136894538-85
NR5066--MA0740.1.KLF14	chr1	193146635	193146648	-	0.000	0.000	Merged-chr1-193146532-29
NR41028--MA0493.1.Klf1	chr3	27463055	27463065	-	0.000	0.000	Merged-chr3-27462923-28
NR35850--MA0599.1.KLF5	chr2	27122115	27122124	-	0.000	0.000	Merged-chr2-27122236-19
NR45624--MA0741.1.KLF16	chr4	34551629	34551639	+	0.000	0.000	Merged-chr4-34551500-9
NR63406--MA0740.1.KLF14	chr8	61448671	61448684	+	0.000	0.000	Merged-chr8-61448591-1
NR14758--MA0742.1.Klf12	chr12	82165837	82165851	+	0.000	0.000	Merged-chr12-82165766-1
NR6639--MA0599.1.KLF5	chr10	58350932	58350941	-	0.000	0.000	Merged-chr10-58350801-17
NR43007--MA0599.1.KLF5	chr3	103641543	103641552	-	0.000	0.000	Merged-chr3-103641510-13
NR737--MA0741.1.KLF16	chr1	36920566	36920576	+	0.000	0.000	Merged-chr1-36920402-81
NR62886--MA0493.1.Klf1	chr8	36249397	36249407	-	0.000	0.000	Merged-chr8-36249558-6
NR56692--MA0599.1.KLF5	chr6	115123395	115123404	-	0.000	0.000	Merged-chr6-115123444-38
NR51859--MA0039.3.KLF4	chr5	100929922	100929932	+	0.000	0.000	Merged-chr5-100929891-31
NR735--MA0039.3.KLF4	chr1	36920567	36920577	+	0.000	0.000	Merged-chr1-36920402-81
NR53963--MA1107.1.KLF9	chr5	150259560	150259572	+	0.000	0.000	Merged-chr5-150259783-65
NR51246--MA0741.1.KLF16	chr5	74704612	74704622	+	0.000	0.000	Merged-chr5-74704453-70
NR27422--MA0741.1.KLF16	chr16	76283385	76283395	-	0.000	0.000	Merged-chr16-76283420-1
NR13157--MA1107.1.KLF9	chr12	8351303	8351315	-	0.000	0.000	Merged-chr12-8351458-49
NR24716--MA1107.1.KLF9	chr15	85233151	85233163	+	0.000	0.000	Merged-chr15-85233310-62
NR60379--MA0039.3.KLF4	chr7	84149057	84149067	+	0.000	0.000	Merged-chr7-84149073-24
NR44343--MA0493.1.Klf1	chr3	146004980	146004990	-	0.000	0.000	Merged-chr3-146004832-23
NR1235--MA0599.1.KLF5	chr1	60974444	60974453	+	0.000	0.000	Merged-chr1-60974278-38
NR14771--MA0741.1.KLF16	chr12	82187382	82187392	+	0.000	0.000	Merged-chr12-82187311-20
NR53110--MA0741.1.KLF16	chr5	134234522	134234532	+	0.000	0.000	Merged-chr5-134234445-9
NR9917--MA1107.1.KLF9	chr11	16558823	16558835	-	0.000	0.000	Merged-chr11-16558983-1
NR32249--MA1107.1.KLF9	chr18	41753029	41753041	-	0.000	0.000	Merged-chr18-41752958-32
NR62654--MA0742.1.Klf12	chr8	27161534	27161548	-	0.000	0.000	Merged-chr8-27161535-3
NR10395--MA0599.1.KLF5	chr11	35283361	35283370	-	0.000	0.000	Merged-chr11-35283251-26
NR18808--MA0039.3.KLF4	chr13	104622036	104622046	-	0.000	0.000	Merged-chr13-104621850-17
NR51247--MA1107.1.KLF9	chr5	74704611	74704623	+	0.000	0.000	Merged-chr5-74704453-70
NR32076--MA0599.1.KLF5	chr18	35830184	35830193	+	0.000	0.000	Merged-chr18-35830192-19
NR62658--MA0741.1.KLF16	chr8	27161535	27161545	-	0.000	0.000	Merged-chr8-27161535-3
NR42893--MA0741.1.KLF16	chr3	101066375	101066385	-	0.000	0.000	Merged-chr3-101066330-34
NR732--MA0740.1.KLF14	chr1	36920501	36920514	+	0.000	0.000	Merged-chr1-36920402-81
NR11147--MA0741.1.KLF16	chr11	69919796	69919806	+	0.000	0.000	Merged-chr11-69919909-46
NR48095--MA0599.1.KLF5	chr4	129754970	129754979	+	0.000	0.000	Merged-chr4-129754913-37
NR24712--MA0740.1.KLF14	chr15	85042837	85042850	+	0.000	0.000	Merged-chr15-85042702-72
NR51706--MA0741.1.KLF16	chr5	96825220	96825230	+	0.000	0.000	Merged-chr5-96825060-50
NR67181--MA1107.1.KLF9	chr9	80313761	80313773	-	0.000	0.000	Merged-chr9-80313733-27
NR51241--MA0740.1.KLF14	chr5	74704611	74704624	+	0.000	0.000	Merged-chr5-74704453-70
NR4895--MA0599.1.KLF5	chr1	189500040	189500049	+	0.000	0.000	Merged-chr1-189499965-39
NR34941--MA0599.1.KLF5	chr19	57077332	57077341	-	0.000	0.000	Merged-chr19-57077212-7
NR55983--MA1107.1.KLF9	chr6	89286785	89286797	+	0.000	0.000	Merged-chr6-89286978-37
NR23903--MA0741.1.KLF16	chr15	66286853	66286863	+	0.000	0.000	Merged-chr15-66286791-54
NR36301--MA0493.1.Klf1	chr2	37765371	37765381	-	0.000	0.000	Merged-chr2-37765232-35
NR65431--MA0039.3.KLF4	chr8	126721955	126721965	-	0.000	0.000	Merged-chr8-126721826-22
NR35174--MA0742.1.Klf12	chr2	6622315	6622329	-	0.000	0.000	Merged-chr2-6622331-33
NR34940--MA1107.1.KLF9	chr19	57077249	57077261	-	0.000	0.000	Merged-chr19-57077212-7
NR54590--MA0599.1.KLF5	chr6	28878189	28878198	-	0.000	0.000	Merged-chr6-28878211-33
NR63051--MA0493.1.Klf1	chr8	45934775	45934785	+	0.000	0.000	Merged-chr8-45934835-41
NR52294--MA0599.1.KLF5	chr5	113873221	113873230	-	0.000	0.000	Merged-chr5-113873174-24
NR59366--MA0741.1.KLF16	chr7	44485360	44485370	-	0.000	0.000	Merged-chr7-44485410-35
NR9506--MA0039.3.KLF4	chr10	128135576	128135586	+	0.000	0.000	Merged-chr10-128135587-20
NR55979--MA1107.1.KLF9	chr6	89286777	89286789	+	0.000	0.000	Merged-chr6-89286978-37
NR51722--MA0039.3.KLF4	chr5	97090259	97090269	-	0.000	0.000	Merged-chr5-97090318-20
NR51858--MA0599.1.KLF5	chr5	100929921	100929930	+	0.000	0.000	Merged-chr5-100929891-31
NR734--MA0599.1.KLF5	chr1	36920566	36920575	+	0.000	0.000	Merged-chr1-36920402-81
NR51242--MA0657.1.KLF13	chr5	74704610	74704627	+	0.000	0.000	Merged-chr5-74704453-70
NR64933--MA1107.1.KLF9	chr8	116143488	116143500	+	0.000	0.000	Merged-chr8-116143566-1
NR3478--MA1107.1.KLF9	chr1	151236858	151236870	+	0.000	0.000	Merged-chr1-151236737-36
NR41182--MA1107.1.KLF9	chr3	31095080	31095092	-	0.000	0.000	Merged-chr3-31095271-1
NR21333--MA0599.1.KLF5	chr14	70994738	70994747	-	0.000	0.000	Merged-chr14-70994576-24
NR27420--MA0599.1.KLF5	chr16	76283386	76283395	-	0.000	0.000	Merged-chr16-76283420-1
NR64679--MA0742.1.Klf12	chr8	105965475	105965489	+	0.000	0.000	Merged-chr8-105965531-1
NR13150--MA1107.1.KLF9	chr12	8351289	8351301	-	0.000	0.000	Merged-chr12-8351458-49
NR41640--MA0599.1.KLF5	chr3	51701527	51701536	+	0.000	0.000	Merged-chr3-51701450-64
NR40863--MA0493.1.Klf1	chr3	21955872	21955882	-	0.000	0.000	Merged-chr3-21955906-3
NR62653--MA0740.1.KLF14	chr8	27161535	27161548	-	0.000	0.000	Merged-chr8-27161535-3
NR62888--MA1107.1.KLF9	chr8	36249395	36249407	-	0.000	0.000	Merged-chr8-36249558-6
NR7483--MA0741.1.KLF16	chr10	80139421	80139431	+	0.000	0.000	Merged-chr10-80139256-20
NR9910--MA1107.1.KLF9	chr11	16558801	16558813	-	0.000	0.000	Merged-chr11-16558983-1
NR6645--MA1107.1.KLF9	chr10	58350934	58350946	-	0.000	0.000	Merged-chr10-58350801-17
NR45552--MA0599.1.KLF5	chr4	32560430	32560439	+	0.000	0.000	Merged-chr4-32560610-21
NR66255--MA0599.1.KLF5	chr9	42463858	42463867	+	0.000	0.000	Merged-chr9-42464013-7
NR35851--MA0741.1.KLF16	chr2	27122114	27122124	-	0.000	0.000	Merged-chr2-27122236-19
NR59933--MA0599.1.KLF5	chr7	67353864	67353873	+	0.000	0.000	Merged-chr7-67353683-35
NR36131--MA0039.3.KLF4	chr2	32727636	32727646	-	0.000	0.000	Merged-chr2-32727599-14
NR53944--MA0493.1.Klf1	chr5	149459384	149459394	+	0.000	0.000	Merged-chr5-149459249-24
NR52301--MA0741.1.KLF16	chr5	113873331	113873341	-	0.000	0.000	Merged-chr5-113873174-24
NR50350--MA0741.1.KLF16	chr5	37056576	37056586	-	0.000	0.000	Merged-chr5-37056635-20
NR6342--MA0599.1.KLF5	chr10	43579021	43579030	-	0.000	0.000	Merged-chr10-43578959-39
NR9906--MA1107.1.KLF9	chr11	16558793	16558805	-	0.000	0.000	Merged-chr11-16558983-1
NR65642--MA0740.1.KLF14	chr9	13536879	13536892	+	0.000	0.000	Merged-chr9-13536890-20
NR52518--MA1107.1.KLF9	chr5	118710065	118710077	-	0.000	0.000	Merged-chr5-118710096-15
