#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed
NR7024--MA0684.1.RUNX3	chr3	105133255	105133264	-	0.000	0.000	Merged-chr3-105133189-20
NR5467--MA0002.2.RUNX1	chr18	69209060	69209070	+	0.000	0.000	Merged-chr18-69209051-20
NR6753--MA0511.2.RUNX2	chr3	10151851	10151859	-	0.000	0.000	Merged-chr3-10151750-17
NR293--MA0002.2.RUNX1	chr1	80418894	80418904	+	0.000	0.000	Merged-chr1-80418874-24
NR4626--MA0002.2.RUNX1	chr16	89872228	89872238	-	0.000	0.000	Merged-chr16-89872318-26
NR772--MA0511.2.RUNX2	chr1	180398589	180398597	-	0.000	0.000	Merged-chr1-180398476-24
NR1087--MA0002.2.RUNX1	chr10	44341912	44341922	+	0.000	0.000	Merged-chr10-44341926-8
NR8380--MA0511.2.RUNX2	chr5	105675683	105675691	-	0.000	0.000	Merged-chr5-105675662-27
NR8204--MA0002.2.RUNX1	chr5	63943498	63943508	-	0.000	0.000	Merged-chr5-63943362-36
NR1196--MA0002.2.RUNX1	chr10	75839305	75839315	-	0.000	0.000	Merged-chr10-75839326-47
NR4682--MA0002.2.RUNX1	chr16	92821940	92821950	+	0.000	0.000	Merged-chr16-92822005-45
NR9276--MA0002.2.RUNX1	chr6	134639356	134639366	-	0.000	0.000	Merged-chr6-134639271-1
NR4463--MA0684.1.RUNX3	chr16	48594584	48594593	+	0.000	0.000	Merged-chr16-48594719-53
NR2558--MA0002.2.RUNX1	chr12	98601152	98601162	+	0.000	0.000	Merged-chr12-98601119-23
NR5776--MA0511.2.RUNX2	chr19	33429584	33429592	+	0.000	0.000	Merged-chr19-33429713-40
NR3526--MA0684.1.RUNX3	chr14	65330857	65330866	-	0.000	0.000	Merged-chr14-65330788-23
NR7294--MA0511.2.RUNX2	chr3	148510625	148510633	+	0.000	0.000	Merged-chr3-148510691-67
NR764--MA0511.2.RUNX2	chr1	179493151	179493159	+	0.000	0.000	Merged-chr1-179493163-27
NR2633--MA0002.2.RUNX1	chr12	107051466	107051476	-	0.000	0.000	Merged-chr12-107051429-24
NR8481--MA0511.2.RUNX2	chr5	115693470	115693478	+	0.000	0.000	Merged-chr5-115693567-32
NR363--MA0511.2.RUNX2	chr1	91755272	91755280	-	0.000	0.000	Merged-chr1-91755348-8
NR3204--MA0511.2.RUNX2	chr13	99503596	99503604	-	0.000	0.000	Merged-chr13-99503494-98
NR7021--MA0511.2.RUNX2	chr3	105133256	105133264	-	0.000	0.000	Merged-chr3-105133189-20
NR1729--MA0684.1.RUNX3	chr11	54105211	54105220	-	0.000	0.000	Merged-chr11-54105258-8
NR9777--MA0684.1.RUNX3	chr7	99003412	99003421	+	0.000	0.000	Merged-chr7-99003498-20
NR4801--MA0684.1.RUNX3	chr17	12513611	12513620	-	0.000	0.000	Merged-chr17-12513699-7
NR10424--MA0684.1.RUNX3	chr8	94240484	94240493	+	0.000	0.000	Merged-chr8-94240399-13
NR2231--MA0684.1.RUNX3	chr11	119476191	119476200	-	0.000	0.000	Merged-chr11-119476184-7
NR2529--MA0002.2.RUNX1	chr12	90810730	90810740	+	0.000	0.000	Merged-chr12-90810823-15
NR8340--MA0002.2.RUNX1	chr5	99499892	99499902	+	0.000	0.000	Merged-chr5-99499835-48
NR4718--MA0684.1.RUNX3	chr16	95263159	95263168	+	0.000	0.000	Merged-chr16-95263048-64
NR10768--MA0511.2.RUNX2	chr9	42158806	42158814	+	0.000	0.000	Merged-chr9-42158908-46
NR8373--MA0684.1.RUNX3	chr5	105313659	105313668	+	0.000	0.000	Merged-chr5-105313637-29
NR5710--MA0002.2.RUNX1	chr19	21771765	21771775	-	0.000	0.000	Merged-chr19-21771815-24
NR8181--MA0511.2.RUNX2	chr5	52126097	52126105	+	0.000	0.000	Merged-chr5-52126006-25
NR1731--MA0002.2.RUNX1	chr11	54188039	54188049	+	0.000	0.000	Merged-chr11-54188081-11
NR2908--MA0684.1.RUNX3	chr13	30682002	30682011	-	0.000	0.000	Merged-chr13-30682181-38
NR857--MA0511.2.RUNX2	chr1	191119059	191119067	-	0.000	0.000	Merged-chr1-191119060-9
NR9811--MA0002.2.RUNX1	chr7	104400860	104400870	-	0.000	0.000	Merged-chr7-104400949-29
NR5137--MA0684.1.RUNX3	chr17	79817129	79817138	+	0.000	0.000	Merged-chr17-79817109-13
NR6023--MA0511.2.RUNX2	chr2	26753520	26753528	+	0.000	0.000	Merged-chr2-26753671-30
NR1853--MA0002.2.RUNX1	chr11	75878726	75878736	-	0.000	0.000	Merged-chr11-75878686-10
NR7178--MA0684.1.RUNX3	chr3	133079931	133079940	+	0.000	0.000	Merged-chr3-133079778-18
NR6381--MA0002.2.RUNX1	chr2	124732845	124732855	-	0.000	0.000	Merged-chr2-124732800-44
NR4767--MA0002.2.RUNX1	chr17	6154600	6154610	+	0.000	0.000	Merged-chr17-6154576-19
NR2150--MA0002.2.RUNX1	chr11	111056292	111056302	-	0.000	0.000	Merged-chr11-111056370-11
NR4353--MA0002.2.RUNX1	chr16	24826554	24826564	-	0.000	0.000	Merged-chr16-24826564-20
NR9933--MA0002.2.RUNX1	chr7	121059761	121059771	-	0.000	0.000	Merged-chr7-121059708-48
NR4462--MA0002.2.RUNX1	chr16	48594584	48594594	-	0.000	0.000	Merged-chr16-48594719-53
NR4322--MA0511.2.RUNX2	chr16	22526578	22526586	-	0.000	0.000	Merged-chr16-22526487-34
NR336--MA0002.2.RUNX1	chr1	87637245	87637255	+	0.000	0.000	Merged-chr1-87637275-111
NR8738--MA0002.2.RUNX1	chr6	8712113	8712123	+	0.000	0.000	Merged-chr6-8712206-28
NR10229--MA0511.2.RUNX2	chr8	34740486	34740494	-	0.000	0.000	Merged-chr8-34740455-84
NR4587--MA0511.2.RUNX2	chr16	78573107	78573115	+	0.000	0.000	Merged-chr16-78573118-8
NR10259--MA0684.1.RUNX3	chr8	41334318	41334327	-	0.000	0.000	Merged-chr8-41334366-24
NR2317--MA0002.2.RUNX1	chr12	25784513	25784523	-	0.000	0.000	Merged-chr12-25784585-45
NR8685--MA0002.2.RUNX1	chr5	148709295	148709305	-	0.000	0.000	Merged-chr5-148709171-35
NR5059--MA0511.2.RUNX2	chr17	62857484	62857492	+	0.000	0.000	Merged-chr17-62857583-41
NR1920--MA0002.2.RUNX1	chr11	83828988	83828998	-	0.000	0.000	Merged-chr11-83828814-21
NR6024--MA0684.1.RUNX3	chr2	26753520	26753529	+	0.000	0.000	Merged-chr2-26753671-30
NR4218--MA0511.2.RUNX2	chr15	102208301	102208309	+	0.000	0.000	Merged-chr15-102208267-21
NR6004--MA0002.2.RUNX1	chr2	21222924	21222934	-	0.000	0.000	Merged-chr2-21222970-39
NR3742--MA0684.1.RUNX3	chr14	121325021	121325030	+	0.000	0.000	Merged-chr14-121324999-52
NR8207--MA0002.2.RUNX1	chr5	64040849	64040859	-	0.000	0.000	Merged-chr5-64040859-39
NR8188--MA0002.2.RUNX1	chr5	53605657	53605667	-	0.000	0.000	Merged-chr5-53605625-25
NR9885--MA0002.2.RUNX1	chr7	115501798	115501808	+	0.000	0.000	Merged-chr7-115501823-28
NR4784--MA0511.2.RUNX2	chr17	8225309	8225317	-	0.000	0.000	Merged-chr17-8225447-9
NR6242--MA0684.1.RUNX3	chr2	84582458	84582467	-	0.000	0.000	Merged-chr2-84582461-28
NR9742--MA0002.2.RUNX1	chr7	88459937	88459947	+	0.000	0.000	Merged-chr7-88459917-15
NR5511--MA0002.2.RUNX1	chr18	79297926	79297936	-	0.000	0.000	Merged-chr18-79298014-36
NR6334--MA0511.2.RUNX2	chr2	114873176	114873184	+	0.000	0.000	Merged-chr2-114873203-5
NR3844--MA0002.2.RUNX1	chr15	31440250	31440260	+	0.000	0.000	Merged-chr15-31440136-19
NR10770--MA0684.1.RUNX3	chr9	42158806	42158815	+	0.000	0.000	Merged-chr9-42158908-46
NR860--MA0002.2.RUNX1	chr1	191152558	191152568	+	0.000	0.000	Merged-chr1-191152485-1
NR8438--MA0002.2.RUNX1	chr5	112273145	112273155	-	0.000	0.000	Merged-chr5-112273170-1
NR767--MA0511.2.RUNX2	chr1	179578841	179578849	+	0.000	0.000	Merged-chr1-179578897-31
NR3682--MA0002.2.RUNX1	chr14	101480705	101480715	-	0.000	0.000	Merged-chr14-101480860-35
NR6539--MA0684.1.RUNX3	chr2	153336330	153336339	-	0.000	0.000	Merged-chr2-153336329-40
NR8037--MA0002.2.RUNX1	chr5	3887153	3887163	-	0.000	0.000	Merged-chr5-3887091-30
NR7706--MA0002.2.RUNX1	chr4	103174377	103174387	-	0.000	0.000	Merged-chr4-103174438-7
NR7914--MA0511.2.RUNX2	chr4	145045906	145045914	+	0.000	0.000	Merged-chr4-145045932-55
NR1091--MA0002.2.RUNX1	chr10	44679955	44679965	+	0.000	0.000	Merged-chr10-44679817-10
NR10904--MA0002.2.RUNX1	chr9	66492528	66492538	+	0.000	0.000	Merged-chr9-66492510-30
NR4219--MA0684.1.RUNX3	chr15	102208301	102208310	+	0.000	0.000	Merged-chr15-102208267-21
NR6008--MA0684.1.RUNX3	chr2	21223169	21223178	-	0.000	0.000	Merged-chr2-21222970-39
NR5192--MA0002.2.RUNX1	chr17	86184913	86184923	+	0.000	0.000	Merged-chr17-86185009-23
NR5734--MA0002.2.RUNX1	chr19	29185719	29185729	+	0.000	0.000	Merged-chr19-29185697-46
NR8125--MA0002.2.RUNX1	chr5	31831715	31831725	-	0.000	0.000	Merged-chr5-31831785-25
NR11505--MA0684.1.RUNX3	chrX	160496720	160496729	+	0.000	0.000	Merged-chrX-160496581-5
NR5986--MA0002.2.RUNX1	chr2	17597762	17597772	+	0.000	0.000	Merged-chr2-17597899-18
NR3401--MA0002.2.RUNX1	chr14	32716930	32716940	-	0.000	0.000	Merged-chr14-32716978-71
NR7013--MA0002.2.RUNX1	chr3	103091964	103091974	+	0.000	0.000	Merged-chr3-103091976-34
NR4307--MA0684.1.RUNX3	chr16	17695010	17695019	-	0.000	0.000	Merged-chr16-17695007-34
NR2213--MA0684.1.RUNX3	chr11	117872035	117872044	-	0.000	0.000	Merged-chr11-117872185-83
NR8203--MA0511.2.RUNX2	chr5	63943498	63943506	+	0.000	0.000	Merged-chr5-63943362-36
NR11479--MA0002.2.RUNX1	chrX	142384585	142384595	-	0.000	0.000	Merged-chrX-142384466-2
NR6348--MA0684.1.RUNX3	chr2	117399617	117399626	+	0.000	0.000	Merged-chr2-117399695-40
NR9577--MA0002.2.RUNX1	chr7	48795271	48795281	+	0.000	0.000	Merged-chr7-48795353-37
NR3937--MA0002.2.RUNX1	chr15	58750401	58750411	-	0.000	0.000	Merged-chr15-58750240-28
NR1767--MA0684.1.RUNX3	chr11	58829921	58829930	+	0.000	0.000	Merged-chr11-58829916-12
NR9272--MA0002.2.RUNX1	chr6	134048226	134048236	+	0.000	0.000	Merged-chr6-134048216-52
NR1780--MA0511.2.RUNX2	chr11	61564313	61564321	+	0.000	0.000	Merged-chr11-61564144-31
NR7592--MA0002.2.RUNX1	chr4	63898505	63898515	+	0.000	0.000	Merged-chr4-63898483-4
NR2557--MA0511.2.RUNX2	chr12	98601154	98601162	-	0.000	0.000	Merged-chr12-98601119-23
NR8369--MA0002.2.RUNX1	chr5	105010567	105010577	-	0.000	0.000	Merged-chr5-105010527-49
NR3741--MA0002.2.RUNX1	chr14	121325021	121325031	-	0.000	0.000	Merged-chr14-121324999-52
NR1171--MA0002.2.RUNX1	chr10	70133337	70133347	+	0.000	0.000	Merged-chr10-70133310-29
NR7876--MA0002.2.RUNX1	chr4	135520640	135520650	-	0.000	0.000	Merged-chr4-135520643-13
NR3774--MA0684.1.RUNX3	chr14	123163086	123163095	+	0.000	0.000	Merged-chr14-123163033-38
NR3502--MA0002.2.RUNX1	chr14	61818564	61818574	-	0.000	0.000	Merged-chr14-61818597-46
NR8639--MA0684.1.RUNX3	chr5	143038779	143038788	-	0.000	0.000	Merged-chr5-143038769-30
NR3340--MA0002.2.RUNX1	chr14	7913994	7914004	+	0.000	0.000	Merged-chr14-7914040-29
NR9651--MA0684.1.RUNX3	chr7	67500545	67500554	-	0.000	0.000	Merged-chr7-67500556-27
NR1312--MA0002.2.RUNX1	chr10	93188655	93188665	+	0.000	0.000	Merged-chr10-93188465-33
NR1107--MA0002.2.RUNX1	chr10	58354857	58354867	-	0.000	0.000	Merged-chr10-58354769-20
NR945--MA0002.2.RUNX1	chr10	13438594	13438604	-	0.000	0.000	Merged-chr10-13438536-33
NR9678--MA0002.2.RUNX1	chr7	75596204	75596214	+	0.000	0.000	Merged-chr7-75596193-49
NR3767--MA0002.2.RUNX1	chr14	122908300	122908310	-	0.000	0.000	Merged-chr14-122908322-32
NR5699--MA0002.2.RUNX1	chr19	18715927	18715937	+	0.000	0.000	Merged-chr19-18715934-3
NR1468--MA0002.2.RUNX1	chr10	120895928	120895938	-	0.000	0.000	Merged-chr10-120895921-55
NR6018--MA0511.2.RUNX2	chr2	25856080	25856088	-	0.000	0.000	Merged-chr2-25856140-7
NR5142--MA0002.2.RUNX1	chr17	80579292	80579302	+	0.000	0.000	Merged-chr17-80579337-18
NR2387--MA0511.2.RUNX2	chr12	55466581	55466589	+	0.000	0.000	Merged-chr12-55466597-41
NR1480--MA0511.2.RUNX2	chr10	121382804	121382812	-	0.000	0.000	Merged-chr10-121382753-17
NR2528--MA0511.2.RUNX2	chr12	90810732	90810740	-	0.000	0.000	Merged-chr12-90810823-15
NR3190--MA0684.1.RUNX3	chr13	98684552	98684561	+	0.000	0.000	Merged-chr13-98684546-11
NR1926--MA0511.2.RUNX2	chr11	85384535	85384543	-	0.000	0.000	Merged-chr11-85384605-20
NR10304--MA0002.2.RUNX1	chr8	68112509	68112519	+	0.000	0.000	Merged-chr8-68112424-37
NR5809--MA0511.2.RUNX2	chr19	40821498	40821506	+	0.000	0.000	Merged-chr19-40821418-1
NR3967--MA0511.2.RUNX2	chr15	64163572	64163580	+	0.000	0.000	Merged-chr15-64163684-42
NR10936--MA0002.2.RUNX1	chr9	70040165	70040175	+	0.000	0.000	Merged-chr9-70040199-23
NR10251--MA0002.2.RUNX1	chr8	40584804	40584814	-	0.000	0.000	Merged-chr8-40584789-43
NR10522--MA0002.2.RUNX1	chr8	116590654	116590664	-	0.000	0.000	Merged-chr8-116590566-65
NR10317--MA0002.2.RUNX1	chr8	70174662	70174672	+	0.000	0.000	Merged-chr8-70174484-11
NR5805--MA0684.1.RUNX3	chr19	40267494	40267503	+	0.000	0.000	Merged-chr19-40267576-38
NR10569--MA0002.2.RUNX1	chr8	121650712	121650722	-	0.000	0.000	Merged-chr8-121650674-17
NR4803--MA0002.2.RUNX1	chr17	12513682	12513692	+	0.000	0.000	Merged-chr17-12513699-7
NR1535--MA0002.2.RUNX1	chr10	128991149	128991159	+	0.000	0.000	Merged-chr10-128991197-23
NR3738--MA0002.2.RUNX1	chr14	121291071	121291081	-	0.000	0.000	Merged-chr14-121291161-18
NR9487--MA0002.2.RUNX1	chr7	24457834	24457844	-	0.000	0.000	Merged-chr7-24457903-49
NR10373--MA0002.2.RUNX1	chr8	81572864	81572874	-	0.000	0.000	Merged-chr8-81572647-16
NR1852--MA0511.2.RUNX2	chr11	75878726	75878734	+	0.000	0.000	Merged-chr11-75878686-10
NR8047--MA0684.1.RUNX3	chr5	7829816	7829825	-	0.000	0.000	Merged-chr5-7829791-41
NR6019--MA0684.1.RUNX3	chr2	25856079	25856088	-	0.000	0.000	Merged-chr2-25856140-7
NR9248--MA0002.2.RUNX1	chr6	129304397	129304407	-	0.000	0.000	Merged-chr6-129304354-36
NR9932--MA0511.2.RUNX2	chr7	121059761	121059769	+	0.000	0.000	Merged-chr7-121059708-48
NR3589--MA0002.2.RUNX1	chr14	70272601	70272611	-	0.000	0.000	Merged-chr14-70272572-43
NR10991--MA0684.1.RUNX3	chr9	79756092	79756101	+	0.000	0.000	Merged-chr9-79756214-5
NR1766--MA0002.2.RUNX1	chr11	58829921	58829931	-	0.000	0.000	Merged-chr11-58829916-12
NR10495--MA0002.2.RUNX1	chr8	111976525	111976535	-	0.000	0.000	Merged-chr8-111976573-47
NR9595--MA0684.1.RUNX3	chr7	55890219	55890228	-	0.000	0.000	Merged-chr7-55890160-26
NR6932--MA0002.2.RUNX1	chr3	89906197	89906207	-	0.000	0.000	Merged-chr3-89906356-37
NR4981--MA0002.2.RUNX1	chr17	45703419	45703429	-	0.000	0.000	Merged-chr17-45703436-19
NR36--MA0002.2.RUNX1	chr1	20740681	20740691	+	0.000	0.000	Merged-chr1-20740658-39
NR7296--MA0684.1.RUNX3	chr3	148510625	148510634	+	0.000	0.000	Merged-chr3-148510691-67
NR1779--MA0002.2.RUNX1	chr11	61564198	61564208	-	0.000	0.000	Merged-chr11-61564144-31
NR4885--MA0002.2.RUNX1	chr17	27323198	27323208	+	0.000	0.000	Merged-chr17-27323176-36
NR10656--MA0684.1.RUNX3	chr8	128622960	128622969	-	0.000	0.000	Merged-chr8-128622909-9
NR4994--MA0002.2.RUNX1	chr17	47515652	47515662	-	0.000	0.000	Merged-chr17-47515680-12
NR3524--MA0511.2.RUNX2	chr14	65330858	65330866	-	0.000	0.000	Merged-chr14-65330788-23
NR9607--MA0002.2.RUNX1	chr7	58392981	58392991	+	0.000	0.000	Merged-chr7-58392737-68
NR6531--MA0002.2.RUNX1	chr2	152906976	152906986	+	0.000	0.000	Merged-chr2-152906761-58
NR10417--MA0684.1.RUNX3	chr8	91395943	91395952	+	0.000	0.000	Merged-chr8-91395862-46
NR7642--MA0684.1.RUNX3	chr4	89400559	89400568	-	0.000	0.000	Merged-chr4-89400416-12
NR10430--MA0511.2.RUNX2	chr8	94633720	94633728	-	0.000	0.000	Merged-chr8-94633712-19
NR3206--MA0684.1.RUNX3	chr13	99503595	99503604	-	0.000	0.000	Merged-chr13-99503494-98
NR2661--MA0002.2.RUNX1	chr12	110332811	110332821	-	0.000	0.000	Merged-chr12-110332893-21
NR7255--MA0002.2.RUNX1	chr3	142892308	142892318	-	0.000	0.000	Merged-chr3-142892335-19
NR3676--MA0684.1.RUNX3	chr14	87050452	87050461	+	0.000	0.000	Merged-chr14-87050365-8
NR2802--MA0002.2.RUNX1	chr13	5757410	5757420	-	0.000	0.000	Merged-chr13-5757363-53
NR9775--MA0511.2.RUNX2	chr7	99003412	99003420	+	0.000	0.000	Merged-chr7-99003498-20
NR1313--MA0511.2.RUNX2	chr10	93188700	93188708	-	0.000	0.000	Merged-chr10-93188465-33
NR10291--MA0002.2.RUNX1	chr8	64805444	64805454	+	0.000	0.000	Merged-chr8-64805470-51
NR7999--MA0511.2.RUNX2	chr4	152038884	152038892	-	0.000	0.000	Merged-chr4-152038898-1
NR10422--MA0511.2.RUNX2	chr8	94240484	94240492	+	0.000	0.000	Merged-chr8-94240399-13
NR5458--MA0002.2.RUNX1	chr18	68227788	68227798	+	0.000	0.000	Merged-chr18-68227583-82
NR2530--MA0684.1.RUNX3	chr12	90810731	90810740	-	0.000	0.000	Merged-chr12-90810823-15
NR11130--MA0002.2.RUNX1	chr9	101249834	101249844	+	0.000	0.000	Merged-chr9-101249791-43
NR3093--MA0002.2.RUNX1	chr13	81675840	81675850	-	0.000	0.000	Merged-chr13-81675595-44
NR8421--MA0002.2.RUNX1	chr5	111059192	111059202	-	0.000	0.000	Merged-chr5-111059205-94
NR446--MA0002.2.RUNX1	chr1	127732966	127732976	+	0.000	0.000	Merged-chr1-127732945-24
NR6754--MA0002.2.RUNX1	chr3	10151849	10151859	+	0.000	0.000	Merged-chr3-10151750-17
NR773--MA0002.2.RUNX1	chr1	180398587	180398597	+	0.000	0.000	Merged-chr1-180398476-24
NR4835--MA0002.2.RUNX1	chr17	18597514	18597524	-	0.000	0.000	Merged-chr17-18597509-40
NR9528--MA0511.2.RUNX2	chr7	35742516	35742524	+	0.000	0.000	Merged-chr7-35742502-39
NR8381--MA0002.2.RUNX1	chr5	105675681	105675691	+	0.000	0.000	Merged-chr5-105675662-27
NR3124--MA0684.1.RUNX3	chr13	89670127	89670136	+	0.000	0.000	Merged-chr13-89670013-3
NR5135--MA0511.2.RUNX2	chr17	79817129	79817137	+	0.000	0.000	Merged-chr17-79817109-13
NR1090--MA0511.2.RUNX2	chr10	44679957	44679965	-	0.000	0.000	Merged-chr10-44679817-10
NR10057--MA0002.2.RUNX1	chr7	138876909	138876919	+	0.000	0.000	Merged-chr7-138877099-9
NR1314--MA0684.1.RUNX3	chr10	93188699	93188708	-	0.000	0.000	Merged-chr10-93188465-33
NR9362--MA0684.1.RUNX3	chr6	144953072	144953081	+	0.000	0.000	Merged-chr6-144953133-29
NR5148--MA0511.2.RUNX2	chr17	80772670	80772678	-	0.000	0.000	Merged-chr17-80772766-52
NR5191--MA0511.2.RUNX2	chr17	86184915	86184923	-	0.000	0.000	Merged-chr17-86185009-23
NR765--MA0002.2.RUNX1	chr1	179493151	179493161	-	0.000	0.000	Merged-chr1-179493163-27
NR11501--MA0684.1.RUNX3	chrX	159828383	159828392	+	0.000	0.000	Merged-chrX-159828290-35
NR4241--MA0511.2.RUNX2	chr16	4584024	4584032	+	0.000	0.000	Merged-chr16-4584045-35
NR7569--MA0511.2.RUNX2	chr4	59790007	59790015	-	0.000	0.000	Merged-chr4-59790006-29
NR1036--MA0002.2.RUNX1	chr10	37323929	37323939	+	0.000	0.000	Merged-chr10-37323815-38
NR10658--MA0511.2.RUNX2	chr8	128643065	128643073	-	0.000	0.000	Merged-chr8-128643198-31
NR8482--MA0002.2.RUNX1	chr5	115693470	115693480	-	0.000	0.000	Merged-chr5-115693567-32
NR10416--MA0002.2.RUNX1	chr8	91395943	91395953	-	0.000	0.000	Merged-chr8-91395862-46
NR364--MA0002.2.RUNX1	chr1	91755270	91755280	+	0.000	0.000	Merged-chr1-91755348-8
NR10257--MA0511.2.RUNX2	chr8	41334319	41334327	-	0.000	0.000	Merged-chr8-41334366-24
NR7055--MA0684.1.RUNX3	chr3	108887078	108887087	+	0.000	0.000	Merged-chr3-108887140-15
NR4787--MA0002.2.RUNX1	chr17	8236108	8236118	-	0.000	0.000	Merged-chr17-8235955-6
NR9529--MA0684.1.RUNX3	chr7	35742516	35742525	+	0.000	0.000	Merged-chr7-35742502-39
NR4995--MA0511.2.RUNX2	chr17	47710437	47710445	-	0.000	0.000	Merged-chr17-47710307-11
NR33--MA0684.1.RUNX3	chr1	20260127	20260136	+	0.000	0.000	Merged-chr1-20260109-34
NR9509--MA0002.2.RUNX1	chr7	28423074	28423084	+	0.000	0.000	Merged-chr7-28423189-12
NR886--MA0684.1.RUNX3	chr1	192510749	192510758	+	0.000	0.000	Merged-chr1-192510804-31
NR4786--MA0684.1.RUNX3	chr17	8225308	8225317	-	0.000	0.000	Merged-chr17-8225447-9
NR3168--MA0511.2.RUNX2	chr13	95892234	95892242	+	0.000	0.000	Merged-chr13-95891948-150
NR3217--MA0684.1.RUNX3	chr13	99781337	99781346	-	0.000	0.000	Merged-chr13-99781144-21
NR1266--MA0684.1.RUNX3	chr10	84897547	84897556	+	0.000	0.000	Merged-chr10-84897526-62
NR6240--MA0511.2.RUNX2	chr2	84582459	84582467	-	0.000	0.000	Merged-chr2-84582461-28
NR342--MA0684.1.RUNX3	chr1	88475603	88475612	+	0.000	0.000	Merged-chr1-88475619-20
NR4404--MA0684.1.RUNX3	chr16	35485017	35485026	+	0.000	0.000	Merged-chr16-35485007-20
NR4732--MA0002.2.RUNX1	chr16	95999472	95999482	-	0.000	0.000	Merged-chr16-95999409-48
NR10249--MA0511.2.RUNX2	chr8	40584804	40584812	+	0.000	0.000	Merged-chr8-40584789-43
NR1106--MA0511.2.RUNX2	chr10	58354857	58354865	+	0.000	0.000	Merged-chr10-58354769-20
NR944--MA0511.2.RUNX2	chr10	13438594	13438602	+	0.000	0.000	Merged-chr10-13438536-33
NR2976--MA0684.1.RUNX3	chr13	46159487	46159496	+	0.000	0.000	Merged-chr13-46159501-43
NR9677--MA0511.2.RUNX2	chr7	75596206	75596214	-	0.000	0.000	Merged-chr7-75596193-49
NR5810--MA0002.2.RUNX1	chr19	40821498	40821508	-	0.000	0.000	Merged-chr19-40821418-1
NR8596--MA0002.2.RUNX1	chr5	137857118	137857128	-	0.000	0.000	Merged-chr5-137857044-20
NR769--MA0684.1.RUNX3	chr1	179578841	179578850	+	0.000	0.000	Merged-chr1-179578897-31
NR8182--MA0002.2.RUNX1	chr5	52126097	52126107	-	0.000	0.000	Merged-chr5-52126006-25
NR5698--MA0511.2.RUNX2	chr19	18715929	18715937	-	0.000	0.000	Merged-chr19-18715934-3
NR9359--MA0684.1.RUNX3	chr6	144910470	144910479	-	0.000	0.000	Merged-chr6-144910390-40
NR7851--MA0002.2.RUNX1	chr4	134059083	134059093	-	0.000	0.000	Merged-chr4-134059039-2
NR858--MA0002.2.RUNX1	chr1	191119057	191119067	+	0.000	0.000	Merged-chr1-191119060-9
NR4378--MA0002.2.RUNX1	chr16	31205788	31205798	+	0.000	0.000	Merged-chr16-31205914-4
NR4443--MA0511.2.RUNX2	chr16	44727665	44727673	-	0.000	0.000	Merged-chr16-44727692-16
NR9229--MA0684.1.RUNX3	chr6	128771052	128771061	-	0.000	0.000	Merged-chr6-128771124-9
NR8640--MA0511.2.RUNX2	chr5	143077514	143077522	+	0.000	0.000	Merged-chr5-143077525-16
NR5359--MA0684.1.RUNX3	chr18	56413121	56413130	-	0.000	0.000	Merged-chr18-56413005-50
NR8941--MA0684.1.RUNX3	chr6	67475748	67475757	+	0.000	0.000	Merged-chr6-67475756-29
NR5468--MA0684.1.RUNX3	chr18	69209061	69209070	-	0.000	0.000	Merged-chr18-69209051-20
NR8160--MA0684.1.RUNX3	chr5	38566699	38566708	+	0.000	0.000	Merged-chr5-38566846-14
NR3169--MA0684.1.RUNX3	chr13	95892234	95892243	+	0.000	0.000	Merged-chr13-95891948-150
NR4323--MA0002.2.RUNX1	chr16	22526576	22526586	+	0.000	0.000	Merged-chr16-22526487-34
NR10316--MA0511.2.RUNX2	chr8	70174664	70174672	-	0.000	0.000	Merged-chr8-70174484-11
NR8206--MA0002.2.RUNX1	chr5	63943528	63943538	+	0.000	0.000	Merged-chr5-63943362-36
NR4802--MA0511.2.RUNX2	chr17	12513684	12513692	-	0.000	0.000	Merged-chr17-12513699-7
NR6112--MA0002.2.RUNX1	chr2	53051370	53051380	-	0.000	0.000	Merged-chr2-53051556-37
NR121--MA0511.2.RUNX2	chr1	43207414	43207422	+	0.000	0.000	Merged-chr1-43207362-30
NR294--MA0684.1.RUNX3	chr1	80418895	80418904	-	0.000	0.000	Merged-chr1-80418874-24
NR6093--MA0002.2.RUNX1	chr2	45141055	45141065	+	0.000	0.000	Merged-chr2-45141075-18
NR11503--MA0511.2.RUNX2	chrX	160496720	160496728	+	0.000	0.000	Merged-chrX-160496581-5
NR6016--MA0002.2.RUNX1	chr2	25620564	25620574	+	0.000	0.000	Merged-chr2-25620603-21
NR5491--MA0002.2.RUNX1	chr18	75374180	75374190	+	0.000	0.000	Merged-chr18-75374196-25
NR1088--MA0684.1.RUNX3	chr10	44341913	44341922	-	0.000	0.000	Merged-chr10-44341926-8
NR4588--MA0002.2.RUNX1	chr16	78573107	78573117	-	0.000	0.000	Merged-chr16-78573118-8
