#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval-0.05_up.bed
NR4392--MA0089.1.MAFG::NFE2L1	chr14	20938759	20938764	-	0.000	0.000	Merged-chr14-20938813-17
NR1780--MA0089.1.MAFG::NFE2L1	chr10	85359479	85359484	-	0.000	0.000	Merged-chr10-85359625-39
NR14877--MA0089.1.MAFG::NFE2L1	chrX	57200528	57200533	+	0.000	0.000	Merged-chrX-57200663-17
NR5924--MA0089.1.MAFG::NFE2L1	chr16	76499912	76499917	+	0.000	0.000	Merged-chr16-76499941-29
NR7013--MA0496.2.MAFK	chr18	75304850	75304868	-	0.000	0.000	Merged-chr18-75304696-39
NR11368--MA0496.2.MAFK	chr5	136550857	136550875	-	0.000	0.000	Merged-chr5-136550897-14
NR13079--MA0501.1.MAF::NFE2	chr7	113241947	113241961	-	0.000	0.000	Merged-chr7-113241990-10
NR1640--MA0117.2.Mafb	chr10	67512433	67512444	+	0.000	0.000	Merged-chr10-67512381-13
NR8058--MA0089.1.MAFG::NFE2L1	chr2	103668157	103668162	-	0.000	0.000	Merged-chr2-103668249-32
NR833--MA0089.1.MAFG::NFE2L1	chr1	151698037	151698042	+	0.000	0.000	Merged-chr1-151698105-31
NR4996--MA0089.1.MAFG::NFE2L1	chr14	121879680	121879685	-	0.000	0.000	Merged-chr14-121879691-39
NR408--MA0591.1.Bach1::Mafk	chr1	84881699	84881713	+	0.000	0.000	Merged-chr1-84881698-12
NR11709--MA0495.2.MAFF	chr6	52825668	52825688	+	0.000	0.000	Merged-chr6-52825813-18
NR6087--MA0659.1.MAFG	chr16	96358152	96358172	+	0.000	0.000	Merged-chr16-96358039-35
NR7396--MA0117.2.Mafb	chr19	55383407	55383418	-	0.000	0.000	Merged-chr19-55383240-23
NR410--MA0501.1.MAF::NFE2	chr1	84881745	84881759	-	0.000	0.000	Merged-chr1-84881698-12
NR2624--MA0501.1.MAF::NFE2	chr11	90586478	90586492	-	0.000	0.000	Merged-chr11-90586478-10
NR3932--MA0117.2.Mafb	chr13	75053978	75053989	+	0.000	0.000	Merged-chr13-75053881-13
NR218--MA0501.1.MAF::NFE2	chr1	54279702	54279716	-	0.000	0.000	Merged-chr1-54279813-25
NR1429--MA0501.1.MAF::NFE2	chr10	26564622	26564636	+	0.000	0.000	Merged-chr10-26564649-11
NR10554--MA0089.1.MAFG::NFE2L1	chr4	149854401	149854406	+	0.000	0.000	Merged-chr4-149854542-67
NR2258--MA0496.2.MAFK	chr11	23570307	23570325	+	0.000	0.000	Merged-chr11-23570355-13
NR5618--MA0501.1.MAF::NFE2	chr16	30676264	30676278	-	0.000	0.000	Merged-chr16-30676152-12
NR11004--MA0089.1.MAFG::NFE2L1	chr5	86673053	86673058	+	0.000	0.000	Merged-chr5-86673072-6
NR7605--MA0495.2.MAFF	chr2	32181554	32181574	-	0.000	0.000	Merged-chr2-32181600-13
NR1414--MA0501.1.MAF::NFE2	chr10	25457256	25457270	-	0.000	0.000	Merged-chr10-25457296-47
NR7301--MA0089.1.MAFG::NFE2L1	chr19	32496638	32496643	+	0.000	0.000	Merged-chr19-32496642-11
NR500--MA0496.2.MAFK	chr1	92119342	92119360	-	0.000	0.000	Merged-chr1-92119439-48
NR13907--MA0495.2.MAFF	chr8	111624157	111624177	+	0.000	0.000	Merged-chr8-111624206-14
NR5794--MA0117.2.Mafb	chr16	52292840	52292851	-	0.000	0.000	Merged-chr16-52292729-42
NR7539--MA0591.1.Bach1::Mafk	chr2	18519345	18519359	+	0.000	0.000	Merged-chr2-18519177-24
NR1614--MA0089.1.MAFG::NFE2L1	chr10	62186845	62186850	-	0.000	0.000	Merged-chr10-62187045-24
NR179--MA0089.1.MAFG::NFE2L1	chr1	43403597	43403602	+	0.000	0.000	Merged-chr1-43403565-20
NR4736--MA0591.1.Bach1::Mafk	chr14	73253976	73253990	+	0.000	0.000	Merged-chr14-73253840-37
NR407--MA0495.2.MAFF	chr1	84881696	84881716	-	0.000	0.000	Merged-chr1-84881698-12
NR14898--MA0501.1.MAF::NFE2	chrX	71622524	71622538	+	0.000	0.000	Merged-chrX-71622436-27
NR1775--MA0501.1.MAF::NFE2	chr10	85050873	85050887	+	0.000	0.000	Merged-chr10-85050856-11
NR8430--MA0089.1.MAFG::NFE2L1	chr2	146517123	146517128	+	0.000	0.000	Merged-chr2-146517219-24
NR8118--MA0501.1.MAF::NFE2	chr2	114059834	114059848	+	0.000	0.000	Merged-chr2-114059851-34
NR13909--MA0117.2.Mafb	chr8	111624157	111624168	+	0.000	0.000	Merged-chr8-111624206-14
NR13842--MA0089.1.MAFG::NFE2L1	chr8	103979271	103979276	-	0.000	0.000	Merged-chr8-103979175-27
NR6486--MA0089.1.MAFG::NFE2L1	chr17	70746941	70746946	+	0.000	0.000	Merged-chr17-70746811-20
NR10438--MA0117.2.Mafb	chr4	138247431	138247442	+	0.000	0.000	Merged-chr4-138247417-10
NR14720--MA0501.1.MAF::NFE2	chr9	116319690	116319704	+	0.000	0.000	Merged-chr9-116319642-35
NR14697--MA0089.1.MAFG::NFE2L1	chr9	115134830	115134835	+	0.000	0.000	Merged-chr9-115134877-14
NR13191--MA0495.2.MAFF	chr7	126725378	126725398	-	0.000	0.000	Merged-chr7-126725257-13
NR2891--MA0591.1.Bach1::Mafk	chr12	17373770	17373784	+	0.000	0.000	Merged-chr12-17373480-96
NR635--MA0496.2.MAFK	chr1	119469664	119469682	+	0.000	0.000	Merged-chr1-119469584-5
NR14103--MA0089.1.MAFG::NFE2L1	chr9	11329085	11329090	+	0.000	0.000	Merged-chr9-11329095-28
NR6841--MA0501.1.MAF::NFE2	chr18	54822970	54822984	-	0.000	0.000	Merged-chr18-54822886-30
NR1462--MA0117.2.Mafb	chr10	38884900	38884911	+	0.000	0.000	Merged-chr10-38884993-65
NR6488--MA0501.1.MAF::NFE2	chr17	70746963	70746977	+	0.000	0.000	Merged-chr17-70746811-20
NR14473--MA0496.2.MAFK	chr9	83564271	83564289	-	0.000	0.000	Merged-chr9-83564254-44
NR5996--MA0591.1.Bach1::Mafk	chr16	89974508	89974522	+	0.000	0.000	Merged-chr16-89974505-28
NR9035--MA0117.2.Mafb	chr3	69274873	69274884	+	0.000	0.000	Merged-chr3-69274909-13
NR7664--MA0495.2.MAFF	chr2	44953119	44953139	+	0.000	0.000	Merged-chr2-44953031-31
NR9467--MA0501.1.MAF::NFE2	chr3	129602462	129602476	-	0.000	0.000	Merged-chr3-129602465-51
NR4009--MA0496.2.MAFK	chr13	90101752	90101770	+	0.000	0.000	Merged-chr13-90101603-11
NR5279--MA0089.1.MAFG::NFE2L1	chr15	72742468	72742473	+	0.000	0.000	Merged-chr15-72742645-6
NR2897--MA0117.2.Mafb	chr12	21467973	21467984	-	0.000	0.000	Merged-chr12-21468092-6
NR12359--MA0089.1.MAFG::NFE2L1	chr6	134217897	134217902	-	0.000	0.000	Merged-chr6-134217908-11
NR12080--MA0501.1.MAF::NFE2	chr6	108895322	108895336	+	0.000	0.000	Merged-chr6-108895381-27
NR2436--MA0117.2.Mafb	chr11	58830091	58830102	+	0.000	0.000	Merged-chr11-58829916-12
NR13936--MA0501.1.MAF::NFE2	chr8	115771214	115771228	-	0.000	0.000	Merged-chr8-115771261-45
NR11012--MA0591.1.Bach1::Mafk	chr5	86783382	86783396	-	0.000	0.000	Merged-chr5-86783243-43
NR5417--MA0591.1.Bach1::Mafk	chr15	95276772	95276786	+	0.000	0.000	Merged-chr15-95276729-22
NR7931--MA0501.1.MAF::NFE2	chr2	83700882	83700896	+	0.000	0.000	Merged-chr2-83700891-43
NR6921--MA0117.2.Mafb	chr18	65062041	65062052	-	0.000	0.000	Merged-chr18-65062031-13
NR13169--MA0496.2.MAFK	chr7	123327113	123327131	-	0.000	0.000	Merged-chr7-123327122-14
NR4737--MA0089.1.MAFG::NFE2L1	chr14	73335627	73335632	+	0.000	0.000	Merged-chr14-73335535-15
NR6607--MA0089.1.MAFG::NFE2L1	chr17	88480633	88480638	-	0.000	0.000	Merged-chr17-88480530-23
NR10402--MA0501.1.MAF::NFE2	chr4	133185414	133185428	-	0.000	0.000	Merged-chr4-133185402-47
NR5527--MA0591.1.Bach1::Mafk	chr16	14350969	14350983	-	0.000	0.000	Merged-chr16-14350919-24
NR5615--MA0495.2.MAFF	chr16	30676264	30676284	+	0.000	0.000	Merged-chr16-30676152-12
NR1647--MA0089.1.MAFG::NFE2L1	chr10	67891305	67891310	+	0.000	0.000	Merged-chr10-67891340-18
NR11960--MA0591.1.Bach1::Mafk	chr6	91489112	91489126	+	0.000	0.000	Merged-chr6-91488939-35
NR441--MA0591.1.Bach1::Mafk	chr1	87132004	87132018	-	0.000	0.000	Merged-chr1-87131942-1
NR14295--MA0496.2.MAFK	chr9	48538399	48538417	+	0.000	0.000	Merged-chr9-48538454-59
NR473--MA0089.1.MAFG::NFE2L1	chr1	91095389	91095394	-	0.000	0.000	Merged-chr1-91095433-53
NR11311--MA0089.1.MAFG::NFE2L1	chr5	124907153	124907158	-	0.000	0.000	Merged-chr5-124907107-45
NR7007--MA0495.2.MAFF	chr18	75304849	75304869	+	0.000	0.000	Merged-chr18-75304696-39
NR2155--MA0501.1.MAF::NFE2	chr11	4297996	4298010	-	0.000	0.000	Merged-chr11-4298043-4
NR5084--MA0501.1.MAF::NFE2	chr15	28081382	28081396	+	0.000	0.000	Merged-chr15-28081319-36
NR11713--MA0659.1.MAFG	chr6	52825668	52825688	-	0.000	0.000	Merged-chr6-52825813-18
NR10383--MA0089.1.MAFG::NFE2L1	chr4	130188878	130188883	-	0.000	0.000	Merged-chr4-130189069-22
NR2474--MA0089.1.MAFG::NFE2L1	chr11	63873441	63873446	-	0.000	0.000	Merged-chr11-63873500-16
NR1054--MA0089.1.MAFG::NFE2L1	chr1	177676835	177676840	+	0.000	0.000	Merged-chr1-177676690-44
NR12447--MA0496.2.MAFK	chr6	143132508	143132526	+	0.000	0.000	Merged-chr6-143132490-15
NR3115--MA0117.2.Mafb	chr12	73746294	73746305	+	0.000	0.000	Merged-chr12-73746193-23
NR359--MA0496.2.MAFK	chr1	78422794	78422812	-	0.000	0.000	Merged-chr1-78422740-38
NR3686--MA0496.2.MAFK	chr13	36203200	36203218	+	0.000	0.000	Merged-chr13-36203222-10
NR12077--MA0089.1.MAFG::NFE2L1	chr6	108895321	108895326	+	0.000	0.000	Merged-chr6-108895381-27
NR681--MA0591.1.Bach1::Mafk	chr1	127380973	127380987	-	0.000	0.000	Merged-chr1-127381080-26
NR4631--MA0089.1.MAFG::NFE2L1	chr14	58968091	58968096	-	0.000	0.000	Merged-chr14-58968106-10
NR10596--MA0089.1.MAFG::NFE2L1	chr4	155091176	155091181	-	0.000	0.000	Merged-chr4-155091102-19
NR2834--MA0591.1.Bach1::Mafk	chr11	120888815	120888829	-	0.000	0.000	Merged-chr11-120888924-18
NR10995--MA0117.2.Mafb	chr5	77082925	77082936	-	0.000	0.000	Merged-chr5-77082994-13
NR14943--MA0501.1.MAF::NFE2	chrX	93368360	93368374	-	0.000	0.000	Merged-chrX-93368471-14
NR12275--MA0117.2.Mafb	chr6	128345849	128345860	-	0.000	0.000	Merged-chr6-128345779-18
NR10299--MA0496.2.MAFK	chr4	118078608	118078626	+	0.000	0.000	Merged-chr4-118078644-25
NR4644--MA0089.1.MAFG::NFE2L1	chr14	61046558	61046563	+	0.000	0.000	Merged-chr14-61046434-63
NR5617--MA0591.1.Bach1::Mafk	chr16	30676267	30676281	-	0.000	0.000	Merged-chr16-30676152-12
NR8805--MA0495.2.MAFF	chr3	18243867	18243887	+	0.000	0.000	Merged-chr3-18243680-52
NR8679--MA0496.2.MAFK	chr2	172977504	172977522	+	0.000	0.000	Merged-chr2-172977593-131
NR6515--MA0117.2.Mafb	chr17	73087225	73087236	+	0.000	0.000	Merged-chr17-73087309-28
NR2585--MA0089.1.MAFG::NFE2L1	chr11	84016349	84016354	+	0.000	0.000	Merged-chr11-84016302-8
NR4555--MA0591.1.Bach1::Mafk	chr14	46671309	46671323	+	0.000	0.000	Merged-chr14-46671310-13
NR3299--MA0591.1.Bach1::Mafk	chr12	102588575	102588589	+	0.000	0.000	Merged-chr12-102588735-27
NR6551--MA0659.1.MAFG	chr17	80139917	80139937	+	0.000	0.000	Merged-chr17-80140059-47
NR8789--MA0089.1.MAFG::NFE2L1	chr3	9767227	9767232	-	0.000	0.000	Merged-chr3-9767219-17
NR2580--MA0591.1.Bach1::Mafk	chr11	82425781	82425795	-	0.000	0.000	Merged-chr11-82425638-6
NR2966--MA0117.2.Mafb	chr12	36474437	36474448	+	0.000	0.000	Merged-chr12-36474390-19
NR4757--MA0089.1.MAFG::NFE2L1	chr14	74918882	74918887	-	0.000	0.000	Merged-chr14-74918775-39
NR11716--MA0496.2.MAFK	chr6	52825669	52825687	-	0.000	0.000	Merged-chr6-52825813-18
NR12497--MA0496.2.MAFK	chr6	145993222	145993240	+	0.000	0.000	Merged-chr6-145993129-56
NR8807--MA0117.2.Mafb	chr3	18243876	18243887	-	0.000	0.000	Merged-chr3-18243680-52
NR14030--MA0659.1.MAFG	chr8	126686967	126686987	+	0.000	0.000	Merged-chr8-126687126-29
NR12479--MA0501.1.MAF::NFE2	chr6	144804578	144804592	+	0.000	0.000	Merged-chr6-144804553-29
NR1413--MA0496.2.MAFK	chr10	25140547	25140565	-	0.000	0.000	Merged-chr10-25140477-16
NR3726--MA0089.1.MAFG::NFE2L1	chr13	43775259	43775264	+	0.000	0.000	Merged-chr13-43775108-65
NR682--MA0089.1.MAFG::NFE2L1	chr1	127732793	127732798	+	0.000	0.000	Merged-chr1-127732945-24
NR6378--MA0501.1.MAF::NFE2	chr17	48404016	48404030	-	0.000	0.000	Merged-chr17-48404057-9
NR6775--MA0117.2.Mafb	chr18	37694534	37694545	+	0.000	0.000	Merged-chr18-37694498-20
NR10557--MA0117.2.Mafb	chr4	150583617	150583628	+	0.000	0.000	Merged-chr4-150583490-1
NR1399--MA0501.1.MAF::NFE2	chr10	21946999	21947013	+	0.000	0.000	Merged-chr10-21947042-21
NR1754--MA0089.1.MAFG::NFE2L1	chr10	82631144	82631149	-	0.000	0.000	Merged-chr10-82631329-16
NR6121--MA0089.1.MAFG::NFE2L1	chr17	5160426	5160431	-	0.000	0.000	Merged-chr17-5160538-7
NR13914--MA0496.2.MAFK	chr8	111624158	111624176	+	0.000	0.000	Merged-chr8-111624206-14
NR1263--MA0089.1.MAFG::NFE2L1	chr1	193102918	193102923	+	0.000	0.000	Merged-chr1-193102904-19
NR3725--MA0117.2.Mafb	chr13	43769096	43769107	-	0.000	0.000	Merged-chr13-43769048-23
NR2985--MA0089.1.MAFG::NFE2L1	chr12	39920748	39920753	-	0.000	0.000	Merged-chr12-39920734-11
NR534--MA0591.1.Bach1::Mafk	chr1	97764139	97764153	-	0.000	0.000	Merged-chr1-97764346-16
NR7930--MA0089.1.MAFG::NFE2L1	chr2	83700881	83700886	+	0.000	0.000	Merged-chr2-83700891-43
NR10300--MA0089.1.MAFG::NFE2L1	chr4	118078854	118078859	+	0.000	0.000	Merged-chr4-118078644-25
NR391--MA0089.1.MAFG::NFE2L1	chr1	82973418	82973423	+	0.000	0.000	Merged-chr1-82973536-4
NR9904--MA0496.2.MAFK	chr4	47272967	47272985	-	0.000	0.000	Merged-chr4-47272801-22
NR9048--MA0089.1.MAFG::NFE2L1	chr3	78890009	78890014	+	0.000	0.000	Merged-chr3-78890015-28
NR13780--MA0089.1.MAFG::NFE2L1	chr8	91545812	91545817	-	0.000	0.000	Merged-chr8-91545805-43
NR10226--MA0089.1.MAFG::NFE2L1	chr4	107652820	107652825	+	0.000	0.000	Merged-chr4-107652939-20
NR12440--MA0495.2.MAFF	chr6	143132507	143132527	+	0.000	0.000	Merged-chr6-143132490-15
NR11089--MA0591.1.Bach1::Mafk	chr5	96879086	96879100	+	0.000	0.000	Merged-chr5-96879087-37
NR967--MA0501.1.MAF::NFE2	chr1	165075766	165075780	+	0.000	0.000	Merged-chr1-165075837-38
NR7666--MA0501.1.MAF::NFE2	chr2	44953125	44953139	+	0.000	0.000	Merged-chr2-44953031-31
NR952--MA0501.1.MAF::NFE2	chr1	164395262	164395276	-	0.000	0.000	Merged-chr1-164395295-18
NR495--MA0591.1.Bach1::Mafk	chr1	92119344	92119358	-	0.000	0.000	Merged-chr1-92119439-48
NR8067--MA0496.2.MAFK	chr2	106015177	106015195	+	0.000	0.000	Merged-chr2-106015150-10
NR3551--MA0117.2.Mafb	chr13	8234315	8234326	+	0.000	0.000	Merged-chr13-8234431-1
NR76--MA0089.1.MAFG::NFE2L1	chr1	23321408	23321413	-	0.000	0.000	Merged-chr1-23321414-28
NR12657--MA0117.2.Mafb	chr7	37978088	37978099	+	0.000	0.000	Merged-chr7-37977957-29
NR12516--MA0496.2.MAFK	chr6	146960324	146960342	+	0.000	0.000	Merged-chr6-146960171-26
NR12442--MA0117.2.Mafb	chr6	143132516	143132527	-	0.000	0.000	Merged-chr6-143132490-15
NR8629--MA0117.2.Mafb	chr2	168742462	168742473	-	0.000	0.000	Merged-chr2-168742095-110
NR13913--MA0501.1.MAF::NFE2	chr8	111624157	111624171	-	0.000	0.000	Merged-chr8-111624206-14
NR10779--MA0501.1.MAF::NFE2	chr5	34430987	34431001	+	0.000	0.000	Merged-chr5-34430803-28
NR5819--MA0495.2.MAFF	chr16	57422225	57422245	-	0.000	0.000	Merged-chr16-57422160-30
NR11455--MA0089.1.MAFG::NFE2L1	chr5	147448722	147448727	-	0.000	0.000	Merged-chr5-147448805-80
NR6088--MA0501.1.MAF::NFE2	chr16	96358152	96358166	-	0.000	0.000	Merged-chr16-96358039-35
NR13869--MA0501.1.MAF::NFE2	chr8	107164532	107164546	-	0.000	0.000	Merged-chr8-107164486-19
NR493--MA0117.2.Mafb	chr1	92119350	92119361	-	0.000	0.000	Merged-chr1-92119439-48
NR8000--MA0089.1.MAFG::NFE2L1	chr2	93454540	93454545	+	0.000	0.000	Merged-chr2-93454506-54
NR1487--MA0089.1.MAFG::NFE2L1	chr10	41572406	41572411	-	0.000	0.000	Merged-chr10-41572400-16
NR14197--MA0659.1.MAFG	chr9	34996151	34996171	-	0.000	0.000	Merged-chr9-34996088-18
NR4004--MA0591.1.Bach1::Mafk	chr13	89889247	89889261	+	0.000	0.000	Merged-chr13-89889254-28
NR5012--MA0089.1.MAFG::NFE2L1	chr14	122788067	122788072	-	0.000	0.000	Merged-chr14-122788282-21
NR7667--MA0496.2.MAFK	chr2	44953120	44953138	-	0.000	0.000	Merged-chr2-44953031-31
NR13512--MA0089.1.MAFG::NFE2L1	chr8	41334269	41334274	+	0.000	0.000	Merged-chr8-41334366-24
NR4036--MA0501.1.MAF::NFE2	chr13	93939720	93939734	-	0.000	0.000	Merged-chr13-93939742-17
NR5793--MA0089.1.MAFG::NFE2L1	chr16	52143352	52143357	+	0.000	0.000	Merged-chr16-52143257-58
NR10970--MA0117.2.Mafb	chr5	72159920	72159931	-	0.000	0.000	Merged-chr5-72159731-18
NR7347--MA0117.2.Mafb	chr19	44282812	44282823	-	0.000	0.000	Merged-chr19-44282748-31
NR12018--MA0089.1.MAFG::NFE2L1	chr6	99057059	99057064	+	0.000	0.000	Merged-chr6-99057290-54
NR839--MA0591.1.Bach1::Mafk	chr1	152831295	152831309	-	0.000	0.000	Merged-chr1-152831430-11
NR4655--MA0117.2.Mafb	chr14	62879728	62879739	-	0.000	0.000	Merged-chr14-62879632-33
NR2247--MA0117.2.Mafb	chr11	22814193	22814204	-	0.000	0.000	Merged-chr11-22814136-127
NR12482--MA0089.1.MAFG::NFE2L1	chr6	144922951	144922956	-	0.000	0.000	Merged-chr6-144923057-24
NR13168--MA0501.1.MAF::NFE2	chr7	123327118	123327132	+	0.000	0.000	Merged-chr7-123327122-14
NR1963--MA0117.2.Mafb	chr10	111719771	111719782	+	0.000	0.000	Merged-chr10-111719810-23
NR3394--MA0501.1.MAF::NFE2	chr12	110939576	110939590	+	0.000	0.000	Merged-chr12-110939619-21
NR12218--MA0089.1.MAFG::NFE2L1	chr6	122334303	122334308	+	0.000	0.000	Merged-chr6-122334221-7
NR9675--MA0659.1.MAFG	chr3	153260800	153260820	-	0.000	0.000	Merged-chr3-153260790-34
NR6645--MA0089.1.MAFG::NFE2L1	chr18	5694538	5694543	+	0.000	0.000	Merged-chr18-5694694-26
NR5225--MA0089.1.MAFG::NFE2L1	chr15	61441870	61441875	-	0.000	0.000	Merged-chr15-61441836-34
NR9862--MA0591.1.Bach1::Mafk	chr4	41295743	41295757	+	0.000	0.000	Merged-chr4-41295781-15
NR14278--MA0089.1.MAFG::NFE2L1	chr9	46025402	46025407	-	0.000	0.000	Merged-chr9-46025474-7
NR10483--MA0591.1.Bach1::Mafk	chr4	145201493	145201507	+	0.000	0.000	Merged-chr4-145201623-9
NR14365--MA0089.1.MAFG::NFE2L1	chr9	65084607	65084612	-	0.000	0.000	Merged-chr9-65084631-10
NR725--MA0089.1.MAFG::NFE2L1	chr1	133012581	133012586	+	0.000	0.000	Merged-chr1-133012523-20
NR12797--MA0089.1.MAFG::NFE2L1	chr7	68250585	68250590	-	0.000	0.000	Merged-chr7-68250535-42
NR8040--MA0501.1.MAF::NFE2	chr2	102733285	102733299	+	0.000	0.000	Merged-chr2-102733347-57
NR2800--MA0089.1.MAFG::NFE2L1	chr11	117092973	117092978	+	0.000	0.000	Merged-chr11-117092893-43
NR3933--MA0659.1.MAFG	chr13	75053978	75053998	+	0.000	0.000	Merged-chr13-75053881-13
NR6842--MA0496.2.MAFK	chr18	54822971	54822989	+	0.000	0.000	Merged-chr18-54822886-30
NR1496--MA0089.1.MAFG::NFE2L1	chr10	43532594	43532599	+	0.000	0.000	Merged-chr10-43532719-12
NR14611--MA0501.1.MAF::NFE2	chr9	104258160	104258174	-	0.000	0.000	Merged-chr9-104258018-4
NR2739--MA0089.1.MAFG::NFE2L1	chr11	107668452	107668457	+	0.000	0.000	Merged-chr11-107668374-46
NR2259--MA0496.2.MAFK	chr11	23570307	23570325	-	0.000	0.000	Merged-chr11-23570355-13
NR1310--MA0117.2.Mafb	chr10	9855908	9855919	-	0.000	0.000	Merged-chr10-9856019-18
NR13232--MA0089.1.MAFG::NFE2L1	chr7	130893287	130893292	+	0.000	0.000	Merged-chr7-130893114-41
NR4007--MA0659.1.MAFG	chr13	90101751	90101771	+	0.000	0.000	Merged-chr13-90101603-11
NR6090--MA0496.2.MAFK	chr16	96358153	96358171	-	0.000	0.000	Merged-chr16-96358039-35
NR11366--MA0501.1.MAF::NFE2	chr5	136550862	136550876	+	0.000	0.000	Merged-chr5-136550897-14
NR13908--MA0495.2.MAFF	chr8	111624157	111624177	-	0.000	0.000	Merged-chr8-111624206-14
NR938--MA0089.1.MAFG::NFE2L1	chr1	162557486	162557491	-	0.000	0.000	Merged-chr1-162557712-25
NR9555--MA0089.1.MAFG::NFE2L1	chr3	138992833	138992838	+	0.000	0.000	Merged-chr3-138992913-17
NR6527--MA0117.2.Mafb	chr17	74354552	74354563	+	0.000	0.000	Merged-chr17-74354475-5
NR9907--MA0591.1.Bach1::Mafk	chr4	47716214	47716228	-	0.000	0.000	Merged-chr4-47716164-4
NR7928--MA0496.2.MAFK	chr2	83700796	83700814	+	0.000	0.000	Merged-chr2-83700891-43
NR5999--MA0496.2.MAFK	chr16	89974506	89974524	+	0.000	0.000	Merged-chr16-89974505-28
NR498--MA0501.1.MAF::NFE2	chr1	92119347	92119361	+	0.000	0.000	Merged-chr1-92119439-48
NR5825--MA0089.1.MAFG::NFE2L1	chr16	57634365	57634370	+	0.000	0.000	Merged-chr16-57634391-20
NR1790--MA0501.1.MAF::NFE2	chr10	85829471	85829485	-	0.000	0.000	Merged-chr10-85829298-76
NR1302--MA0089.1.MAFG::NFE2L1	chr10	7846458	7846463	+	0.000	0.000	Merged-chr10-7846413-3
NR11332--MA0659.1.MAFG	chr5	132218577	132218597	+	0.000	0.000	Merged-chr5-132218633-11
NR6484--MA0591.1.Bach1::Mafk	chr17	70728879	70728893	+	0.000	0.000	Merged-chr17-70729015-28
NR3685--MA0501.1.MAF::NFE2	chr13	36203199	36203213	-	0.000	0.000	Merged-chr13-36203222-10
NR7606--MA0496.2.MAFK	chr2	32181555	32181573	+	0.000	0.000	Merged-chr2-32181600-13
NR12501--MA0089.1.MAFG::NFE2L1	chr6	146185786	146185791	-	0.000	0.000	Merged-chr6-146185680-43
NR2586--MA0501.1.MAF::NFE2	chr11	84016343	84016357	+	0.000	0.000	Merged-chr11-84016302-8
NR8810--MA0501.1.MAF::NFE2	chr3	18243873	18243887	+	0.000	0.000	Merged-chr3-18243680-52
NR13716--MA0495.2.MAFF	chr8	83131932	83131952	+	0.000	0.000	Merged-chr8-83131891-13
NR7778--MA0501.1.MAF::NFE2	chr2	59969361	59969375	-	0.000	0.000	Merged-chr2-59969233-23
NR2967--MA0496.2.MAFK	chr12	36474438	36474456	-	0.000	0.000	Merged-chr12-36474390-19
NR636--MA0496.2.MAFK	chr1	119469664	119469682	-	0.000	0.000	Merged-chr1-119469584-5
NR6377--MA0591.1.Bach1::Mafk	chr17	48404019	48404033	-	0.000	0.000	Merged-chr17-48404057-9
NR6578--MA0089.1.MAFG::NFE2L1	chr17	85189505	85189510	-	0.000	0.000	Merged-chr17-85189630-51
NR6450--MA0089.1.MAFG::NFE2L1	chr17	64826307	64826312	-	0.000	0.000	Merged-chr17-64826379-6
NR2759--MA0117.2.Mafb	chr11	109785552	109785563	-	0.000	0.000	Merged-chr11-109785498-8
NR7247--MA0591.1.Bach1::Mafk	chr19	21200066	21200080	+	0.000	0.000	Merged-chr19-21199898-12
NR4740--MA0495.2.MAFF	chr14	73472443	73472463	+	0.000	0.000	Merged-chr14-73472602-8
NR7395--MA0501.1.MAF::NFE2	chr19	55383078	55383092	-	0.000	0.000	Merged-chr19-55383240-23
NR5008--MA0117.2.Mafb	chr14	122453889	122453900	+	0.000	0.000	Merged-chr14-122453892-19
NR6261--MA0089.1.MAFG::NFE2L1	chr17	29552560	29552565	+	0.000	0.000	Merged-chr17-29552502-38
NR13222--MA0501.1.MAF::NFE2	chr7	129764597	129764611	-	0.000	0.000	Merged-chr7-129764736-16
NR9614--MA0659.1.MAFG	chr3	146063412	146063432	+	0.000	0.000	Merged-chr3-146063322-20
NR10353--MA0089.1.MAFG::NFE2L1	chr4	126090367	126090372	-	0.000	0.000	Merged-chr4-126090420-25
NR11362--MA0495.2.MAFF	chr5	136550856	136550876	+	0.000	0.000	Merged-chr5-136550897-14
NR3084--MA0089.1.MAFG::NFE2L1	chr12	69863711	69863716	-	0.000	0.000	Merged-chr12-69863671-25
NR14398--MA0089.1.MAFG::NFE2L1	chr9	74975993	74975998	+	0.000	0.000	Merged-chr9-74976047-58
NR6865--MA0089.1.MAFG::NFE2L1	chr18	57970375	57970380	-	0.000	0.000	Merged-chr18-57970531-36
NR5445--MA0089.1.MAFG::NFE2L1	chr15	100189188	100189193	+	0.000	0.000	Merged-chr15-100189073-42
NR357--MA0659.1.MAFG	chr1	78422793	78422813	+	0.000	0.000	Merged-chr1-78422740-38
NR5190--MA0495.2.MAFF	chr15	55327531	55327551	-	0.000	0.000	Merged-chr15-55327422-12
NR5532--MA0089.1.MAFG::NFE2L1	chr16	17024650	17024655	-	0.000	0.000	Merged-chr16-17024705-22
