#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed
NR1828--MA0501.1.MAF::NFE2	chr11	5219449	5219463	-	0.000	0.000	Merged-chr11-5219481-13
NR5367--MA0089.1.MAFG::NFE2L1	chr17	56819798	56819803	+	0.000	0.000	Merged-chr17-56819789-51
NR12673--MA0501.1.MAF::NFE2	chr9	107551138	107551152	-	0.000	0.000	Merged-chr9-107551360-55
NR1422--MA0089.1.MAFG::NFE2L1	chr10	77532145	77532150	+	0.000	0.000	Merged-chr10-77531961-9
NR1608--MA0117.2.Mafb	chr10	99448051	99448062	+	0.000	0.000	Merged-chr10-99448196-17
NR10772--MA0117.2.Mafb	chr6	145417535	145417546	+	0.000	0.000	Merged-chr6-145417723-108
NR6105--MA0591.1.Bach1::Mafk	chr19	14668744	14668758	-	0.000	0.000	Merged-chr19-14668781-26
NR2050--MA0501.1.MAF::NFE2	chr11	71230855	71230869	+	0.000	0.000	Merged-chr11-71230864-28
NR2504--MA0495.2.MAFF	chr12	25256485	25256505	-	0.000	0.000	Merged-chr12-25256439-11
NR7943--MA0591.1.Bach1::Mafk	chr3	102755993	102756007	+	0.000	0.000	Merged-chr3-102756086-59
NR6733--MA0496.2.MAFK	chr2	79122644	79122662	+	0.000	0.000	Merged-chr2-79122721-3
NR12838--MA0591.1.Bach1::Mafk	chr9	124114864	124114878	+	0.000	0.000	Merged-chr9-124115010-18
NR4989--MA0591.1.Bach1::Mafk	chr16	87497338	87497352	+	0.000	0.000	Merged-chr16-87497296-12
NR11138--MA0089.1.MAFG::NFE2L1	chr7	80782239	80782244	+	0.000	0.000	Merged-chr7-80782374-50
NR6304--MA0089.1.MAFG::NFE2L1	chr19	56756638	56756643	-	0.000	0.000	Merged-chr19-56756635-43
NR11343--MA0501.1.MAF::NFE2	chr7	115311003	115311017	-	0.000	0.000	Merged-chr7-115311049-7
NR10756--MA0591.1.Bach1::Mafk	chr6	144689272	144689286	-	0.000	0.000	Merged-chr6-144689209-25
NR6664--MA0117.2.Mafb	chr2	66101983	66101994	-	0.000	0.000	Merged-chr2-66101928-1
NR12832--MA0089.1.MAFG::NFE2L1	chr9	123931840	123931845	-	0.000	0.000	Merged-chr9-123931993-21
NR4176--MA0591.1.Bach1::Mafk	chr15	12030425	12030439	+	0.000	0.000	Merged-chr15-12030440-19
NR11829--MA0089.1.MAFG::NFE2L1	chr8	81497809	81497814	-	0.000	0.000	Merged-chr8-81497739-56
NR4455--MA0591.1.Bach1::Mafk	chr15	81308191	81308205	-	0.000	0.000	Merged-chr15-81308219-24
NR11049--MA0089.1.MAFG::NFE2L1	chr7	64213171	64213176	-	0.000	0.000	Merged-chr7-64213076-17
NR4936--MA0089.1.MAFG::NFE2L1	chr16	75920923	75920928	+	0.000	0.000	Merged-chr16-75921068-56
NR11310--MA0089.1.MAFG::NFE2L1	chr7	110965579	110965584	-	0.000	0.000	Merged-chr7-110965629-28
NR9505--MA0089.1.MAFG::NFE2L1	chr5	92327483	92327488	-	0.000	0.000	Merged-chr5-92327493-24
NR7937--MA0089.1.MAFG::NFE2L1	chr3	101651484	101651489	-	0.000	0.000	Merged-chr3-101651434-38
NR1576--MA0495.2.MAFF	chr10	96599770	96599790	+	0.000	0.000	Merged-chr10-96599778-54
NR8023--MA0591.1.Bach1::Mafk	chr3	116434789	116434803	-	0.000	0.000	Merged-chr3-116434903-21
NR3893--MA0089.1.MAFG::NFE2L1	chr14	67842015	67842020	+	0.000	0.000	Merged-chr14-67841831-15
NR5878--MA0089.1.MAFG::NFE2L1	chr18	67255730	67255735	-	0.000	0.000	Merged-chr18-67255745-40
NR2200--MA0591.1.Bach1::Mafk	chr11	97123496	97123510	+	0.000	0.000	Merged-chr11-97123645-15
NR9882--MA0089.1.MAFG::NFE2L1	chr5	148678739	148678744	+	0.000	0.000	Merged-chr5-148678733-37
NR200--MA0496.2.MAFK	chr1	60875486	60875504	+	0.000	0.000	Merged-chr1-60875356-55
NR11205--MA0117.2.Mafb	chr7	92420824	92420835	-	0.000	0.000	Merged-chr7-92420666-38
NR2399--MA0089.1.MAFG::NFE2L1	chr11	119671391	119671396	-	0.000	0.000	Merged-chr11-119671227-50
NR6546--MA0496.2.MAFK	chr2	38536552	38536570	-	0.000	0.000	Merged-chr2-38536477-82
NR12178--MA0089.1.MAFG::NFE2L1	chr8	128646936	128646941	+	0.000	0.000	Merged-chr8-128646767-27
NR12991--MA0496.2.MAFK	chrX	142792381	142792399	-	0.000	0.000	Merged-chrX-142792362-24
NR10383--MA0501.1.MAF::NFE2	chr6	108296019	108296033	+	0.000	0.000	Merged-chr6-108296153-11
NR8071--MA0089.1.MAFG::NFE2L1	chr3	127892031	127892036	-	0.000	0.000	Merged-chr3-127892051-37
NR5372--MA0089.1.MAFG::NFE2L1	chr17	57126043	57126048	+	0.000	0.000	Merged-chr17-57126152-41
NR4604--MA0501.1.MAF::NFE2	chr15	103153084	103153098	+	0.000	0.000	Merged-chr15-103152944-45
NR7372--MA0501.1.MAF::NFE2	chr2	160658027	160658041	-	0.000	0.000	Merged-chr2-160657923-30
NR6273--MA0501.1.MAF::NFE2	chr19	53464923	53464937	-	0.000	0.000	Merged-chr19-53464901-55
NR3891--MA0089.1.MAFG::NFE2L1	chr14	67841943	67841948	+	0.000	0.000	Merged-chr14-67841831-15
NR12331--MA0117.2.Mafb	chr9	50525710	50525721	-	0.000	0.000	Merged-chr9-50525750-20
NR10029--MA0089.1.MAFG::NFE2L1	chr6	38809566	38809571	+	0.000	0.000	Merged-chr6-38809579-1
NR6128--MA0659.1.MAFG	chr19	21785904	21785924	+	0.000	0.000	Merged-chr19-21785964-7
NR2686--MA0089.1.MAFG::NFE2L1	chr12	86971334	86971339	+	0.000	0.000	Merged-chr12-86971344-14
NR872--MA0089.1.MAFG::NFE2L1	chr1	171629065	171629070	-	0.000	0.000	Merged-chr1-171629248-54
NR7370--MA0659.1.MAFG	chr2	160658027	160658047	+	0.000	0.000	Merged-chr2-160657923-30
NR2467--MA0659.1.MAFG	chr12	12278413	12278433	-	0.000	0.000	Merged-chr12-12278395-37
NR5826--MA0117.2.Mafb	chr18	62125591	62125602	-	0.000	0.000	Merged-chr18-62125570-18
NR7066--MA0089.1.MAFG::NFE2L1	chr2	122666672	122666677	+	0.000	0.000	Merged-chr2-122666523-63
NR10493--MA0089.1.MAFG::NFE2L1	chr6	122294115	122294120	+	0.000	0.000	Merged-chr6-122294065-56
NR4177--MA0501.1.MAF::NFE2	chr15	12030428	12030442	+	0.000	0.000	Merged-chr15-12030440-19
NR6466--MA0496.2.MAFK	chr2	27693884	27693902	-	0.000	0.000	Merged-chr2-27693880-30
NR4199--MA0117.2.Mafb	chr15	34389262	34389273	+	0.000	0.000	Merged-chr15-34389092-27
NR4756--MA0089.1.MAFG::NFE2L1	chr16	33769967	33769972	-	0.000	0.000	Merged-chr16-33769896-51
NR1553--MA0089.1.MAFG::NFE2L1	chr10	94860820	94860825	+	0.000	0.000	Merged-chr10-94860976-37
NR5031--MA0591.1.Bach1::Mafk	chr16	91366697	91366711	-	0.000	0.000	Merged-chr16-91366873-55
NR12345--MA0117.2.Mafb	chr9	52074078	52074089	+	0.000	0.000	Merged-chr9-52073999-13
NR9672--MA0591.1.Bach1::Mafk	chr5	113671748	113671762	-	0.000	0.000	Merged-chr5-113671684-1
NR6222--MA0089.1.MAFG::NFE2L1	chr19	42266461	42266466	-	0.000	0.000	Merged-chr19-42266343-14
NR12596--MA0659.1.MAFG	chr9	94441517	94441537	+	0.000	0.000	Merged-chr9-94441414-62
NR6731--MA0495.2.MAFF	chr2	79122643	79122663	-	0.000	0.000	Merged-chr2-79122721-3
NR10099--MA0591.1.Bach1::Mafk	chr6	56879612	56879626	-	0.000	0.000	Merged-chr6-56879420-1,Merged-chr6-56879700-29
NR2091--MA0089.1.MAFG::NFE2L1	chr11	78865059	78865064	-	0.000	0.000	Merged-chr11-78864936-24
NR12455--MA0496.2.MAFK	chr9	72097292	72097310	-	0.000	0.000	Merged-chr9-72097262-35
NR2051--MA0117.2.Mafb	chr11	72000255	72000266	+	0.000	0.000	Merged-chr11-72000404-31
NR596--MA0501.1.MAF::NFE2	chr1	136255309	136255323	-	0.000	0.000	Merged-chr1-136255292-47
NR7373--MA0496.2.MAFK	chr2	160658028	160658046	+	0.000	0.000	Merged-chr2-160657923-30
NR10791--MA0089.1.MAFG::NFE2L1	chr6	146271409	146271414	-	0.000	0.000	Merged-chr6-146271470-40
NR11241--MA0089.1.MAFG::NFE2L1	chr7	101288099	101288104	+	0.000	0.000	Merged-chr7-101288112-19
NR8016--MA0089.1.MAFG::NFE2L1	chr3	115729335	115729340	+	0.000	0.000	Merged-chr3-115729400-55
NR6463--MA0591.1.Bach1::Mafk	chr2	27693886	27693900	+	0.000	0.000	Merged-chr2-27693880-30
NR8132--MA0496.2.MAFK	chr3	135528003	135528021	-	0.000	0.000	Merged-chr3-135527896-22
NR12599--MA0496.2.MAFK	chr9	94441518	94441536	-	0.000	0.000	Merged-chr9-94441414-62
NR6512--MA0496.2.MAFK	chr2	34140006	34140024	-	0.000	0.000	Merged-chr2-34139840-30
NR9363--MA0117.2.Mafb	chr5	53507665	53507676	+	0.000	0.000	Merged-chr5-53507602-15
NR11830--MA0089.1.MAFG::NFE2L1	chr8	81497946	81497951	-	0.000	0.000	Merged-chr8-81497739-56
NR10410--MA0089.1.MAFG::NFE2L1	chr6	114644708	114644713	-	0.000	0.000	Merged-chr6-114644613-24
NR6835--MA0089.1.MAFG::NFE2L1	chr2	102701607	102701612	-	0.000	0.000	Merged-chr2-102701497-15
NR3935--MA0501.1.MAF::NFE2	chr14	71120624	71120638	-	0.000	0.000	Merged-chr14-71120653-22
NR9749--MA0089.1.MAFG::NFE2L1	chr5	125052465	125052470	-	0.000	0.000	Merged-chr5-125052528-23
NR3171--MA0496.2.MAFK	chr13	45443021	45443039	-	0.000	0.000	Merged-chr13-45443236-24
NR6768--MA0501.1.MAF::NFE2	chr2	84779605	84779619	-	0.000	0.000	Merged-chr2-84779489-49
NR815--MA0089.1.MAFG::NFE2L1	chr1	164079311	164079316	-	0.000	0.000	Merged-chr1-164079439-12
NR11747--MA0591.1.Bach1::Mafk	chr8	61587726	61587740	+	0.000	0.000	Merged-chr8-61587779-2
NR5313--MA0089.1.MAFG::NFE2L1	chr17	44556037	44556042	+	0.000	0.000	Merged-chr17-44556103-15
NR12985--MA0495.2.MAFF	chrX	142792380	142792400	-	0.000	0.000	Merged-chrX-142792362-24
NR3345--MA0501.1.MAF::NFE2	chr13	75844212	75844226	+	0.000	0.000	Merged-chr13-75844274-45
NR5336--MA0501.1.MAF::NFE2	chr17	47515641	47515655	+	0.000	0.000	Merged-chr17-47515680-12
NR787--MA0117.2.Mafb	chr1	162093486	162093497	-	0.000	0.000	Merged-chr1-162093386-7
NR6324--MA0501.1.MAF::NFE2	chr19	58358283	58358297	-	0.000	0.000	Merged-chr19-58358384-21
NR2463--MA0495.2.MAFF	chr12	12278413	12278433	+	0.000	0.000	Merged-chr12-12278395-37
NR10291--MA0495.2.MAFF	chr6	95712230	95712250	-	0.000	0.000	Merged-chr6-95712332-22
NR10293--MA0659.1.MAFG	chr6	95712230	95712250	-	0.000	0.000	Merged-chr6-95712332-22
NR5827--MA0495.2.MAFF	chr18	62163115	62163135	+	0.000	0.000	Merged-chr18-62163179-10
NR6127--MA0591.1.Bach1::Mafk	chr19	21785907	21785921	-	0.000	0.000	Merged-chr19-21785964-7
NR772--MA0591.1.Bach1::Mafk	chr1	160179675	160179689	+	0.000	0.000	Merged-chr1-160179671-30
NR5068--MA0117.2.Mafb	chr16	93746684	93746695	+	0.000	0.000	Merged-chr16-93746709-33
NR11197--MA0591.1.Bach1::Mafk	chr7	90355523	90355537	-	0.000	0.000	Merged-chr7-90355618-52
NR9560--MA0495.2.MAFF	chr5	97002395	97002415	+	0.000	0.000	Merged-chr5-97002471-16
NR7367--MA0495.2.MAFF	chr2	160658027	160658047	+	0.000	0.000	Merged-chr2-160657923-30
NR8130--MA0495.2.MAFF	chr3	135528002	135528022	-	0.000	0.000	Merged-chr3-135527896-22
NR4755--MA0496.2.MAFK	chr16	33769915	33769933	-	0.000	0.000	Merged-chr16-33769896-51
NR9751--MA0501.1.MAF::NFE2	chr5	125052455	125052469	-	0.000	0.000	Merged-chr5-125052528-23
NR2434--MA0591.1.Bach1::Mafk	chr12	3846370	3846384	-	0.000	0.000	Merged-chr12-3846265-11
NR8365--MA0659.1.MAFG	chr4	6476447	6476467	+	0.000	0.000	Merged-chr4-6476530-28
NR9189--MA0089.1.MAFG::NFE2L1	chr5	8397651	8397656	+	0.000	0.000	Merged-chr5-8397712-7
NR10310--MA0495.2.MAFF	chr6	99435314	99435334	+	0.000	0.000	Merged-chr6-99435291-39
NR8649--MA0089.1.MAFG::NFE2L1	chr4	89302406	89302411	-	0.000	0.000	Merged-chr4-89302202-17
NR7114--MA0089.1.MAFG::NFE2L1	chr2	129285304	129285309	+	0.000	0.000	Merged-chr2-129285453-11
NR11961--MA0089.1.MAFG::NFE2L1	chr8	107505352	107505357	-	0.000	0.000	Merged-chr8-107505522-28
NR6506--MA0495.2.MAFF	chr2	34140005	34140025	-	0.000	0.000	Merged-chr2-34139840-30
NR9115--MA0659.1.MAFG	chr4	150894694	150894714	+	0.000	0.000	Merged-chr4-150894695-19
NR11911--MA0501.1.MAF::NFE2	chr8	94969768	94969782	+	0.000	0.000	Merged-chr8-94969690-1
NR10312--MA0117.2.Mafb	chr6	99435323	99435334	-	0.000	0.000	Merged-chr6-99435291-39
NR6542--MA0495.2.MAFF	chr2	38536551	38536571	+	0.000	0.000	Merged-chr2-38536477-82
NR6734--MA0496.2.MAFK	chr2	79122644	79122662	-	0.000	0.000	Merged-chr2-79122721-3
NR1412--MA0089.1.MAFG::NFE2L1	chr10	75446552	75446557	-	0.000	0.000	Merged-chr10-75446685-44
NR7880--MA0089.1.MAFG::NFE2L1	chr3	95697795	95697800	-	0.000	0.000	Merged-chr3-95697809-14
NR9374--MA0089.1.MAFG::NFE2L1	chr5	62772116	62772121	+	0.000	0.000	Merged-chr5-62772215-28
NR2052--MA0089.1.MAFG::NFE2L1	chr11	72000312	72000317	+	0.000	0.000	Merged-chr11-72000404-31
NR5833--MA0089.1.MAFG::NFE2L1	chr18	62163173	62163178	-	0.000	0.000	Merged-chr18-62163179-10
NR2615--MA0501.1.MAF::NFE2	chr12	72844375	72844389	-	0.000	0.000	Merged-chr12-72844339-47
NR8645--MA0089.1.MAFG::NFE2L1	chr4	89178228	89178233	-	0.000	0.000	Merged-chr4-89178152-23
NR9365--MA0501.1.MAF::NFE2	chr5	53994810	53994824	-	0.000	0.000	Merged-chr5-53994753-10
NR11090--MA0089.1.MAFG::NFE2L1	chr7	74684201	74684206	+	0.000	0.000	Merged-chr7-74684112-21
NR11783--MA0591.1.Bach1::Mafk	chr8	71587146	71587160	-	0.000	0.000	Merged-chr8-71587200-14
NR6462--MA0495.2.MAFF	chr2	27693883	27693903	-	0.000	0.000	Merged-chr2-27693880-30
NR3119--MA0089.1.MAFG::NFE2L1	chr13	32868434	32868439	+	0.000	0.000	Merged-chr13-32868285-30
NR11991--MA0501.1.MAF::NFE2	chr8	113656298	113656312	+	0.000	0.000	Merged-chr8-113656358-52
NR9118--MA0496.2.MAFK	chr4	150894695	150894713	+	0.000	0.000	Merged-chr4-150894695-19
NR2420--MA0496.2.MAFK	chr11	121039352	121039370	+	0.000	0.000	Merged-chr11-121039238-62
NR8469--MA0089.1.MAFG::NFE2L1	chr4	41770547	41770552	-	0.000	0.000	Merged-chr4-41770467-12
NR10292--MA0591.1.Bach1::Mafk	chr6	95712233	95712247	-	0.000	0.000	Merged-chr6-95712332-22
NR6005--MA0089.1.MAFG::NFE2L1	chr18	82513661	82513666	+	0.000	0.000	Merged-chr18-82513500-48
NR201--MA0496.2.MAFK	chr1	60875486	60875504	-	0.000	0.000	Merged-chr1-60875356-55
NR12231--MA0089.1.MAFG::NFE2L1	chr9	21133208	21133213	+	0.000	0.000	Merged-chr9-21133285-42
NR11130--MA0659.1.MAFG	chr7	80209870	80209890	-	0.000	0.000	Merged-chr7-80209951-53
NR4033--MA0089.1.MAFG::NFE2L1	chr14	101477495	101477500	+	0.000	0.000	Merged-chr14-101477413-70
NR4335--MA0089.1.MAFG::NFE2L1	chr15	66789532	66789537	+	0.000	0.000	Merged-chr15-66789335-49
NR2179--MA0501.1.MAF::NFE2	chr11	94260051	94260065	+	0.000	0.000	Merged-chr11-94260056-24
NR6464--MA0501.1.MAF::NFE2	chr2	27693889	27693903	+	0.000	0.000	Merged-chr2-27693880-30
NR11569--MA0117.2.Mafb	chr7	142114131	142114142	+	0.000	0.000	Merged-chr7-142113991-20
NR8943--MA0089.1.MAFG::NFE2L1	chr4	134047746	134047751	+	0.000	0.000	Merged-chr4-134047792-28
NR7371--MA0659.1.MAFG	chr2	160658027	160658047	-	0.000	0.000	Merged-chr2-160657923-30
NR5464--MA0089.1.MAFG::NFE2L1	chr17	74864912	74864917	-	0.000	0.000	Merged-chr17-74864979-18
NR2261--MA0089.1.MAFG::NFE2L1	chr11	106165392	106165397	-	0.000	0.000	Merged-chr11-106165537-24
NR11558--MA0496.2.MAFK	chr7	140983130	140983148	+	0.000	0.000	Merged-chr7-140983161-18
NR3343--MA0659.1.MAFG	chr13	75844206	75844226	+	0.000	0.000	Merged-chr13-75844274-45
NR7250--MA0117.2.Mafb	chr2	146497710	146497721	-	0.000	0.000	Merged-chr2-146497617-49
NR2470--MA0496.2.MAFK	chr12	12278414	12278432	-	0.000	0.000	Merged-chr12-12278395-37
NR5032--MA0501.1.MAF::NFE2	chr16	91366694	91366708	-	0.000	0.000	Merged-chr16-91366873-55
NR7434--MA0089.1.MAFG::NFE2L1	chr2	166740617	166740622	+	0.000	0.000	Merged-chr2-166740656-12
NR11346--MA0501.1.MAF::NFE2	chr7	115734398	115734412	-	0.000	0.000	Merged-chr7-115734410-28
NR12597--MA0659.1.MAFG	chr9	94441517	94441537	-	0.000	0.000	Merged-chr9-94441414-62
NR4257--MA0089.1.MAFG::NFE2L1	chr15	58649984	58649989	-	0.000	0.000	Merged-chr15-58650001-42
NR8967--MA0089.1.MAFG::NFE2L1	chr4	137603742	137603747	-	0.000	0.000	Merged-chr4-137603877-24
NR4123--MA0591.1.Bach1::Mafk	chr14	121830076	121830090	+	0.000	0.000	Merged-chr14-121830164-49
NR12844--MA0089.1.MAFG::NFE2L1	chrX	13552560	13552565	-	0.000	0.000	Merged-chrX-13552455-23
NR7936--MA0089.1.MAFG::NFE2L1	chr3	101651486	101651491	+	0.000	0.000	Merged-chr3-101651434-38
NR6507--MA0591.1.Bach1::Mafk	chr2	34140008	34140022	+	0.000	0.000	Merged-chr2-34139840-30
NR1543--MA0089.1.MAFG::NFE2L1	chr10	93442398	93442403	+	0.000	0.000	Merged-chr10-93442339-20
NR3892--MA0089.1.MAFG::NFE2L1	chr14	67841941	67841946	-	0.000	0.000	Merged-chr14-67841831-15
NR9111--MA0495.2.MAFF	chr4	150894694	150894714	+	0.000	0.000	Merged-chr4-150894695-19
NR5877--MA0089.1.MAFG::NFE2L1	chr18	67248868	67248873	-	0.000	0.000	Merged-chr18-67248991-53
NR4326--MA0117.2.Mafb	chr15	64173598	64173609	-	0.000	0.000	Merged-chr15-64173635-34
NR509--MA0089.1.MAFG::NFE2L1	chr1	121241330	121241335	-	0.000	0.000	Merged-chr1-121241343-38
NR10608--MA0089.1.MAFG::NFE2L1	chr6	134117865	134117870	+	0.000	0.000	Merged-chr6-134117779-3
NR3124--MA0089.1.MAFG::NFE2L1	chr13	33077203	33077208	-	0.000	0.000	Merged-chr13-33077340-51
NR7374--MA0496.2.MAFK	chr2	160658028	160658046	-	0.000	0.000	Merged-chr2-160657923-30
NR12553--MA0089.1.MAFG::NFE2L1	chr9	88520205	88520210	-	0.000	0.000	Merged-chr9-88520347-6
NR529--MA0591.1.Bach1::Mafk	chr1	127344979	127344993	-	0.000	0.000	Merged-chr1-127345077-51
NR3346--MA0496.2.MAFK	chr13	75844207	75844225	+	0.000	0.000	Merged-chr13-75844274-45
NR5775--MA0089.1.MAFG::NFE2L1	chr18	56451900	56451905	+	0.000	0.000	Merged-chr18-56451973-44
NR9113--MA0117.2.Mafb	chr4	150894694	150894705	+	0.000	0.000	Merged-chr4-150894695-19
NR1502--MA0501.1.MAF::NFE2	chr10	88428306	88428320	-	0.000	0.000	Merged-chr10-88428108-41
NR871--MA0089.1.MAFG::NFE2L1	chr1	171629067	171629072	+	0.000	0.000	Merged-chr1-171629248-54
NR4555--MA0089.1.MAFG::NFE2L1	chr15	96497942	96497947	+	0.000	0.000	Merged-chr15-96497899-21
NR1330--MA0117.2.Mafb	chr10	53461297	53461308	+	0.000	0.000	Merged-chr10-53461441-37
NR5497--MA0089.1.MAFG::NFE2L1	chr17	80174328	80174333	-	0.000	0.000	Merged-chr17-80174428-10
NR10066--MA0591.1.Bach1::Mafk	chr6	50553488	50553502	+	0.000	0.000	Merged-chr6-50553342-12
NR12625--MA0501.1.MAF::NFE2	chr9	96740568	96740582	+	0.000	0.000	Merged-chr9-96740764-95
NR90--MA0117.2.Mafb	chr1	38884008	38884019	+	0.000	0.000	Merged-chr1-38884000-31
NR12751--MA0089.1.MAFG::NFE2L1	chr9	116332761	116332766	+	0.000	0.000	Merged-chr9-116332830-24
NR11055--MA0089.1.MAFG::NFE2L1	chr7	66116121	66116126	-	0.000	0.000	Merged-chr7-66116161-49
NR11556--MA0495.2.MAFF	chr7	140983129	140983149	+	0.000	0.000	Merged-chr7-140983161-18
NR5558--MA0591.1.Bach1::Mafk	chr17	88142920	88142934	-	0.000	0.000	Merged-chr17-88142994-11
NR2090--MA0089.1.MAFG::NFE2L1	chr11	78865061	78865066	+	0.000	0.000	Merged-chr11-78864936-24
NR12951--MA0089.1.MAFG::NFE2L1	chrX	106704807	106704812	+	0.000	0.000	Merged-chrX-106704745-40
NR12624--MA0591.1.Bach1::Mafk	chr9	96740565	96740579	+	0.000	0.000	Merged-chr9-96740764-95
NR9611--MA0089.1.MAFG::NFE2L1	chr5	105718245	105718250	+	0.000	0.000	Merged-chr5-105718341-55
NR2417--MA0089.1.MAFG::NFE2L1	chr11	121039361	121039366	-	0.000	0.000	Merged-chr11-121039238-62
NR8828--MA0496.2.MAFK	chr4	116700973	116700991	-	0.000	0.000	Merged-chr4-116701085-12
NR4410--MA0591.1.Bach1::Mafk	chr15	77877481	77877495	-	0.000	0.000	Merged-chr15-77877456-21
NR2464--MA0495.2.MAFF	chr12	12278413	12278433	-	0.000	0.000	Merged-chr12-12278395-37
NR5828--MA0495.2.MAFF	chr18	62163115	62163135	-	0.000	0.000	Merged-chr18-62163179-10
NR2490--MA0089.1.MAFG::NFE2L1	chr12	17511194	17511199	-	0.000	0.000	Merged-chr12-17511273-48
NR10424--MA0089.1.MAFG::NFE2L1	chr6	115594669	115594674	-	0.000	0.000	Merged-chr6-115594731-47
NR11555--MA0089.1.MAFG::NFE2L1	chr7	140981896	140981901	+	0.000	0.000	Merged-chr7-140982058-21
NR5516--MA0089.1.MAFG::NFE2L1	chr17	83846446	83846451	-	0.000	0.000	Merged-chr17-83846499-25
NR829--MA0089.1.MAFG::NFE2L1	chr1	165722907	165722912	-	0.000	0.000	Merged-chr1-165722797-48
NR8026--MA0089.1.MAFG::NFE2L1	chr3	116434961	116434966	+	0.000	0.000	Merged-chr3-116434903-21
NR9117--MA0501.1.MAF::NFE2	chr4	150894694	150894708	-	0.000	0.000	Merged-chr4-150894695-19
NR7368--MA0495.2.MAFF	chr2	160658027	160658047	-	0.000	0.000	Merged-chr2-160657923-30
NR7369--MA0591.1.Bach1::Mafk	chr2	160658030	160658044	-	0.000	0.000	Merged-chr2-160657923-30
NR6732--MA0089.1.MAFG::NFE2L1	chr2	79122659	79122664	+	0.000	0.000	Merged-chr2-79122721-3
NR134--MA0089.1.MAFG::NFE2L1	chr1	51572874	51572879	-	0.000	0.000	Merged-chr1-51572755-47
NR8366--MA0659.1.MAFG	chr4	6476447	6476467	-	0.000	0.000	Merged-chr4-6476530-28
NR4454--MA0117.2.Mafb	chr15	81308188	81308199	+	0.000	0.000	Merged-chr15-81308219-24
NR5339--MA0501.1.MAF::NFE2	chr17	47564745	47564759	+	0.000	0.000	Merged-chr17-47564757-20
NR10924--MA0089.1.MAFG::NFE2L1	chr7	28820769	28820774	-	0.000	0.000	Merged-chr7-28820769-1
NR4988--MA0089.1.MAFG::NFE2L1	chr16	87497340	87497345	+	0.000	0.000	Merged-chr16-87497296-12
NR9116--MA0659.1.MAFG	chr4	150894694	150894714	-	0.000	0.000	Merged-chr4-150894695-19
NR1381--MA0089.1.MAFG::NFE2L1	chr10	67662414	67662419	+	0.000	0.000	Merged-chr10-67662488-5
NR5768--MA0117.2.Mafb	chr18	56336425	56336436	-	0.000	0.000	Merged-chr18-56336426-19
NR4114--MA0501.1.MAF::NFE2	chr14	120347978	120347992	-	0.000	0.000	Merged-chr14-120347945-44
NR12598--MA0496.2.MAFK	chr9	94441518	94441536	+	0.000	0.000	Merged-chr9-94441414-62
NR6511--MA0496.2.MAFK	chr2	34140006	34140024	+	0.000	0.000	Merged-chr2-34139840-30
NR8907--MA0591.1.Bach1::Mafk	chr4	128981294	128981308	-	0.000	0.000	Merged-chr4-128981305-55
NR11786--MA0501.1.MAF::NFE2	chr8	71724195	71724209	-	0.000	0.000	Merged-chr8-71724177-3
NR11088--MA0495.2.MAFF	chr7	74587728	74587748	+	0.000	0.000	Merged-chr7-74587664-21
NR6543--MA0495.2.MAFF	chr2	38536551	38536571	-	0.000	0.000	Merged-chr2-38536477-82
NR10313--MA0591.1.Bach1::Mafk	chr6	99435317	99435331	+	0.000	0.000	Merged-chr6-99435291-39
NR6510--MA0501.1.MAF::NFE2	chr2	34140011	34140025	+	0.000	0.000	Merged-chr2-34139840-30
NR2421--MA0591.1.Bach1::Mafk	chr11	121039415	121039429	+	0.000	0.000	Merged-chr11-121039238-62
NR10242--MA0089.1.MAFG::NFE2L1	chr6	87394938	87394943	-	0.000	0.000	Merged-chr6-87395104-19
NR2259--MA0089.1.MAFG::NFE2L1	chr11	104631500	104631505	-	0.000	0.000	Merged-chr11-104631492-24
NR3169--MA0501.1.MAF::NFE2	chr13	45443026	45443040	+	0.000	0.000	Merged-chr13-45443236-24
NR203--MA0591.1.Bach1::Mafk	chr1	61039454	61039468	-	0.000	0.000	Merged-chr1-61039499-28
NR7985--MA0089.1.MAFG::NFE2L1	chr3	107796755	107796760	-	0.000	0.000	Merged-chr3-107796765-38
NR11371--MA0089.1.MAFG::NFE2L1	chr7	118135777	118135782	+	0.000	0.000	Merged-chr7-118135744-21
