#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval-0.05_up.bed
NR9221--MA0684.1.RUNX3	chr9	83551778	83551787	+	0.000	0.000	Merged-chr9-83551807-21
NR5494--MA0684.1.RUNX3	chr2	160746825	160746834	-	0.000	0.000	Merged-chr2-160746776-15
NR5844--MA0511.2.RUNX2	chr3	65650569	65650577	-	0.000	0.000	Merged-chr3-65650597-39
NR1517--MA0511.2.RUNX2	chr11	52320786	52320794	-	0.000	0.000	Merged-chr11-52320694-9
NR9072--MA0684.1.RUNX3	chr9	42158806	42158815	+	0.000	0.000	Merged-chr9-42158908-46
NR3555--MA0002.2.RUNX1	chr15	97455693	97455703	+	0.000	0.000	Merged-chr15-97455795-23
NR1799--MA0684.1.RUNX3	chr12	8818046	8818055	+	0.000	0.000	Merged-chr12-8817903-12
NR1256--MA0002.2.RUNX1	chr10	110742184	110742194	-	0.000	0.000	Merged-chr10-110742149-12
NR1527--MA0002.2.RUNX1	chr11	54105210	54105220	+	0.000	0.000	Merged-chr11-54105258-8
NR9260--MA0511.2.RUNX2	chr9	92217820	92217828	-	0.000	0.000	Merged-chr9-92217904-40
NR9432--MA0002.2.RUNX1	chrX	17521364	17521374	+	0.000	0.000	Merged-chrX-17521323-26
NR1748--MA0511.2.RUNX2	chr11	118232694	118232702	+	0.000	0.000	Merged-chr11-118232579-51
NR9302--MA0002.2.RUNX1	chr9	96936025	96936035	+	0.000	0.000	Merged-chr9-96936027-74
NR345--MA0002.2.RUNX1	chr1	88475603	88475613	-	0.000	0.000	Merged-chr1-88475619-20
NR9226--MA0684.1.RUNX3	chr9	84031079	84031088	+	0.000	0.000	Merged-chr9-84030961-27
NR3024--MA0002.2.RUNX1	chr14	73389250	73389260	+	0.000	0.000	Merged-chr14-73389146-30
NR977--MA0002.2.RUNX1	chr10	39005776	39005786	-	0.000	0.000	Merged-chr10-39005753-18
NR5479--MA0002.2.RUNX1	chr2	156267596	156267606	+	0.000	0.000	Merged-chr2-156267698-19
NR7887--MA0002.2.RUNX1	chr6	125355266	125355276	+	0.000	0.000	Merged-chr6-125355418-28
NR3804--MA0684.1.RUNX3	chr16	58718950	58718959	-	0.000	0.000	Merged-chr16-58718786-22
NR467--MA0002.2.RUNX1	chr1	126670684	126670694	-	0.000	0.000	Merged-chr1-126670494-1
NR3166--MA0684.1.RUNX3	chr14	118681224	118681233	-	0.000	0.000	Merged-chr14-118681179-25
NR3708--MA0684.1.RUNX3	chr16	35781231	35781240	-	0.000	0.000	Merged-chr16-35781109-15
NR5130--MA0511.2.RUNX2	chr2	59488408	59488416	+	0.000	0.000	Merged-chr2-59488284-24
NR4720--MA0684.1.RUNX3	chr18	84302688	84302697	+	0.000	0.000	Merged-chr18-84302803-33
NR5187--MA0002.2.RUNX1	chr2	75055026	75055036	+	0.000	0.000	Merged-chr2-75055098-51
NR4541--MA0511.2.RUNX2	chr18	49721779	49721787	+	0.000	0.000	Merged-chr18-49721855-41
NR7627--MA0002.2.RUNX1	chr6	60940542	60940552	-	0.000	0.000	Merged-chr6-60940563-22
NR2252--MA0002.2.RUNX1	chr13	5806317	5806327	+	0.000	0.000	Merged-chr13-5806398-17
NR1078--MA0002.2.RUNX1	chr10	68673689	68673699	+	0.000	0.000	Merged-chr10-68673774-53
NR8795--MA0002.2.RUNX1	chr8	96552736	96552746	+	0.000	0.000	Merged-chr8-96552694-31
NR4564--MA0002.2.RUNX1	chr18	54906903	54906913	-	0.000	0.000	Merged-chr18-54907072-1
NR6733--MA0002.2.RUNX1	chr4	136106913	136106923	-	0.000	0.000	Merged-chr4-136106995-34
NR4577--MA0002.2.RUNX1	chr18	56413120	56413130	+	0.000	0.000	Merged-chr18-56413005-50
NR8949--MA0002.2.RUNX1	chr8	128473688	128473698	-	0.000	0.000	Merged-chr8-128473725-2
NR9389--MA0002.2.RUNX1	chr9	118167867	118167877	-	0.000	0.000	Merged-chr9-118167872-33
NR6954--MA0511.2.RUNX2	chr5	31964052	31964060	-	0.000	0.000	Merged-chr5-31963887-11
NR6855--MA0002.2.RUNX1	chr5	8075408	8075418	-	0.000	0.000	Merged-chr5-8075370-38
NR4699--MA0002.2.RUNX1	chr18	79297926	79297936	-	0.000	0.000	Merged-chr18-79298014-36
NR6759--MA0002.2.RUNX1	chr4	145177923	145177933	-	0.000	0.000	Merged-chr4-145177901-38
NR1288--MA0002.2.RUNX1	chr10	118714234	118714244	-	0.000	0.000	Merged-chr10-118714396-52
NR3368--MA0684.1.RUNX3	chr15	50841965	50841974	+	0.000	0.000	Merged-chr15-50841998-15
NR986--MA0511.2.RUNX2	chr10	39793436	39793444	-	0.000	0.000	Merged-chr10-39793457-38
NR9102--MA0684.1.RUNX3	chr9	51239013	51239022	-	0.000	0.000	Merged-chr9-51239066-41
NR6672--MA0002.2.RUNX1	chr4	123416432	123416442	+	0.000	0.000	Merged-chr4-123416422-1
NR1982--MA0002.2.RUNX1	chr12	69539513	69539523	-	0.000	0.000	Merged-chr12-69539558-45
NR33--MA0684.1.RUNX3	chr1	10325539	10325548	+	0.000	0.000	Merged-chr1-10325689-27
NR7287--MA0002.2.RUNX1	chr5	118678867	118678877	-	0.000	0.000	Merged-chr5-118678760-15
NR9589--MA0511.2.RUNX2	chrX	159828383	159828391	+	0.000	0.000	Merged-chrX-159828290-35
NR2583--MA0684.1.RUNX3	chr13	93939605	93939614	-	0.000	0.000	Merged-chr13-93939742-17
NR600--MA0684.1.RUNX3	chr1	161309625	161309634	+	0.000	0.000	Merged-chr1-161309457-43
NR8997--MA0002.2.RUNX1	chr9	15582170	15582180	-	0.000	0.000	Merged-chr9-15582230-13
NR499--MA0002.2.RUNX1	chr1	135019166	135019176	-	0.000	0.000	Merged-chr1-135019182-17
NR7286--MA0684.1.RUNX3	chr5	118601661	118601670	-	0.000	0.000	Merged-chr5-118601665-20
NR4984--MA0002.2.RUNX1	chr2	25828777	25828787	-	0.000	0.000	Merged-chr2-25828697-14
NR8453--MA0002.2.RUNX1	chr7	123355109	123355119	-	0.000	0.000	Merged-chr7-123355107-50
NR8724--MA0002.2.RUNX1	chr8	70160137	70160147	+	0.000	0.000	Merged-chr8-70160118-32
NR2959--MA0511.2.RUNX2	chr14	54231331	54231339	+	0.000	0.000	Merged-chr14-54231287-11
NR6091--MA0511.2.RUNX2	chr3	129561209	129561217	-	0.000	0.000	Merged-chr3-129561081-2
NR9325--MA0684.1.RUNX3	chr9	105689659	105689668	-	0.000	0.000	Merged-chr9-105689631-24
NR9308--MA0511.2.RUNX2	chr9	98616577	98616585	-	0.000	0.000	Merged-chr9-98616546-17
NR2859--MA0684.1.RUNX3	chr14	20775785	20775794	+	0.000	0.000	Merged-chr14-20775848-16
NR4823--MA0511.2.RUNX2	chr19	33265324	33265332	-	0.000	0.000	Merged-chr19-33265390-26
NR4248--MA0002.2.RUNX1	chr17	52468606	52468616	-	0.000	0.000	Merged-chr17-52468640-52
NR6755--MA0511.2.RUNX2	chr4	145045906	145045914	+	0.000	0.000	Merged-chr4-145045932-55
NR6927--MA0002.2.RUNX1	chr5	23394519	23394529	-	0.000	0.000	Merged-chr5-23394422-14
NR4628--MA0002.2.RUNX1	chr18	68227788	68227798	+	0.000	0.000	Merged-chr18-68227583-82
NR2948--MA0002.2.RUNX1	chr14	52427893	52427903	-	0.000	0.000	Merged-chr14-52427807-17
NR8554--MA0002.2.RUNX1	chr8	13955209	13955219	+	0.000	0.000	Merged-chr8-13955228-14
NR7588--MA0511.2.RUNX2	chr6	50009529	50009537	-	0.000	0.000	Merged-chr6-50009459-48
NR2133--MA0002.2.RUNX1	chr12	100228651	100228661	+	0.000	0.000	Merged-chr12-100228598-12
NR3734--MA0002.2.RUNX1	chr16	43376986	43376996	+	0.000	0.000	Merged-chr16-43376977-35
NR8397--MA0002.2.RUNX1	chr7	109741958	109741968	+	0.000	0.000	Merged-chr7-109741680-86
NR279--MA0002.2.RUNX1	chr1	78538556	78538566	+	0.000	0.000	Merged-chr1-78538536-20
NR8191--MA0511.2.RUNX2	chr7	42692723	42692731	+	0.000	0.000	Merged-chr7-42692763-63
NR344--MA0511.2.RUNX2	chr1	88475603	88475611	+	0.000	0.000	Merged-chr1-88475619-20
NR1029--MA0511.2.RUNX2	chr10	56486719	56486727	+	0.000	0.000	Merged-chr10-56486689-18
NR2879--MA0002.2.RUNX1	chr14	27261030	27261040	+	0.000	0.000	Merged-chr14-27261045-15
NR1483--MA0002.2.RUNX1	chr11	45875747	45875757	+	0.000	0.000	Merged-chr11-45875730-14
NR278--MA0684.1.RUNX3	chr1	78537715	78537724	+	0.000	0.000	Merged-chr1-78537773-101
NR6457--MA0002.2.RUNX1	chr4	55343348	55343358	-	0.000	0.000	Merged-chr4-55343422-62
NR9563--MA0002.2.RUNX1	chrX	143030812	143030822	+	0.000	0.000	Merged-chrX-143030752-27
NR8202--MA0511.2.RUNX2	chr7	48795300	48795308	-	0.000	0.000	Merged-chr7-48795353-37
NR5170--MA0002.2.RUNX1	chr2	70425864	70425874	+	0.000	0.000	Merged-chr2-70425902-24
NR148--MA0684.1.RUNX3	chr1	43403618	43403627	+	0.000	0.000	Merged-chr1-43403565-20
NR7773--MA0684.1.RUNX3	chr6	100255528	100255537	+	0.000	0.000	Merged-chr6-100255672-12
NR3542--MA0684.1.RUNX3	chr15	94478962	94478971	+	0.000	0.000	Merged-chr15-94478905-44
NR9433--MA0002.2.RUNX1	chrX	17521350	17521360	-	0.000	0.000	Merged-chrX-17521323-26
NR1951--MA0002.2.RUNX1	chr12	52796715	52796725	+	0.000	0.000	Merged-chr12-52796893-1
NR8083--MA0684.1.RUNX3	chr7	6172089	6172098	+	0.000	0.000	Merged-chr7-6172024-124
NR1964--MA0002.2.RUNX1	chr12	59170020	59170030	-	0.000	0.000	Merged-chr12-59170039-43
NR3600--MA0511.2.RUNX2	chr16	10690240	10690248	+	0.000	0.000	Merged-chr16-10690218-33
NR2618--MA0684.1.RUNX3	chr13	99503595	99503604	-	0.000	0.000	Merged-chr13-99503494-98
NR7590--MA0684.1.RUNX3	chr6	50009528	50009537	-	0.000	0.000	Merged-chr6-50009459-48
NR72--MA0002.2.RUNX1	chr1	20260160	20260170	-	0.000	0.000	Merged-chr1-20260109-34
NR8207--MA0511.2.RUNX2	chr7	49335378	49335386	-	0.000	0.000	Merged-chr7-49335315-27
NR4576--MA0511.2.RUNX2	chr18	56413122	56413130	-	0.000	0.000	Merged-chr18-56413005-50
NR6305--MA0684.1.RUNX3	chr4	10770174	10770183	+	0.000	0.000	Merged-chr4-10770192-53
NR5846--MA0684.1.RUNX3	chr3	65650568	65650577	-	0.000	0.000	Merged-chr3-65650597-39
NR119--MA0684.1.RUNX3	chr1	38557783	38557792	+	0.000	0.000	Merged-chr1-38557840-50
NR3190--MA0002.2.RUNX1	chr14	121291071	121291081	-	0.000	0.000	Merged-chr14-121291161-18
NR5492--MA0511.2.RUNX2	chr2	160746826	160746834	-	0.000	0.000	Merged-chr2-160746776-15
NR8203--MA0684.1.RUNX3	chr7	48795299	48795308	-	0.000	0.000	Merged-chr7-48795353-37
NR7473--MA0684.1.RUNX3	chr6	22314677	22314686	+	0.000	0.000	Merged-chr6-22314730-22
NR4698--MA0511.2.RUNX2	chr18	79297926	79297934	+	0.000	0.000	Merged-chr18-79298014-36
NR4359--MA0684.1.RUNX3	chr17	80419014	80419023	+	0.000	0.000	Merged-chr17-80418993-27
NR1981--MA0511.2.RUNX2	chr12	69539513	69539521	+	0.000	0.000	Merged-chr12-69539558-45
NR3770--MA0511.2.RUNX2	chr16	52007169	52007177	-	0.000	0.000	Merged-chr16-52007257-28
NR5894--MA0684.1.RUNX3	chr3	79227567	79227576	+	0.000	0.000	Merged-chr3-79227479-60
NR5132--MA0684.1.RUNX3	chr2	59488408	59488417	+	0.000	0.000	Merged-chr2-59488284-24
NR6952--MA0002.2.RUNX1	chr5	31831715	31831725	-	0.000	0.000	Merged-chr5-31831785-25
NR7663--MA0002.2.RUNX1	chr6	71920780	71920790	+	0.000	0.000	Merged-chr6-71920942-9
NR6174--MA0511.2.RUNX2	chr3	144232151	144232159	-	0.000	0.000	Merged-chr3-144232172-58
NR5364--MA0002.2.RUNX1	chr2	132292338	132292348	+	0.000	0.000	Merged-chr2-132292299-25
NR3640--MA0511.2.RUNX2	chr16	18377258	18377266	-	0.000	0.000	Merged-chr16-18377300-20
NR7772--MA0002.2.RUNX1	chr6	100255528	100255538	-	0.000	0.000	Merged-chr6-100255672-12
NR3541--MA0002.2.RUNX1	chr15	94478962	94478972	-	0.000	0.000	Merged-chr15-94478905-44
NR3958--MA0511.2.RUNX2	chr16	95263159	95263167	+	0.000	0.000	Merged-chr16-95263048-64
NR7424--MA0002.2.RUNX1	chr6	8352886	8352896	+	0.000	0.000	Merged-chr6-8352802-16
NR2019--MA0002.2.RUNX1	chr12	76923257	76923267	+	0.000	0.000	Merged-chr12-76923289-32
NR1689--MA0684.1.RUNX3	chr11	106201958	106201967	+	0.000	0.000	Merged-chr11-106202086-45
NR9465--MA0002.2.RUNX1	chrX	52679311	52679321	-	0.000	0.000	Merged-chrX-52679336-26
NR7023--MA0002.2.RUNX1	chr5	52126036	52126046	+	0.000	0.000	Merged-chr5-52126006-25
NR5472--MA0684.1.RUNX3	chr2	154754296	154754305	+	0.000	0.000	Merged-chr2-154754253-27
NR2018--MA0684.1.RUNX3	chr12	76853982	76853991	-	0.000	0.000	Merged-chr12-76853895-20
NR5600--MA0684.1.RUNX3	chr3	9567028	9567037	+	0.000	0.000	Merged-chr3-9567055-14
NR5627--MA0002.2.RUNX1	chr3	18243759	18243769	-	0.000	0.000	Merged-chr3-18243680-52
NR711--MA0002.2.RUNX1	chr1	179578841	179578851	-	0.000	0.000	Merged-chr1-179578897-31
NR2931--MA0002.2.RUNX1	chr14	43925223	43925233	-	0.000	0.000	Merged-chr14-43925389-59
NR7402--MA0684.1.RUNX3	chr5	149368334	149368343	-	0.000	0.000	Merged-chr5-149368318-30
NR5845--MA0002.2.RUNX1	chr3	65650567	65650577	+	0.000	0.000	Merged-chr3-65650597-39
NR5478--MA0002.2.RUNX1	chr2	156267587	156267597	+	0.000	0.000	Merged-chr2-156267698-19
NR1518--MA0002.2.RUNX1	chr11	52320784	52320794	+	0.000	0.000	Merged-chr11-52320694-9
