#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval-0.1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval-0.1_up.bed
NR2500--MA0591.1.Bach1::Mafk	chr12	25211459	25211473	+	0.000	0.000	Merged-chr12-25211568-13
NR3531--MA0089.1.MAFG::NFE2L1	chr13	107866816	107866821	+	0.000	0.000	Merged-chr13-107866970-30
NR4460--MA0089.1.MAFG::NFE2L1	chr15	81819851	81819856	+	0.000	0.000	Merged-chr15-81819861-26
NR5832--MA0496.2.MAFK	chr18	62163116	62163134	-	0.000	0.000	Merged-chr18-62163179-10
NR124--MA0496.2.MAFK	chr1	43888561	43888579	-	0.000	0.000	Merged-chr1-43888618-32
NR6730--MA0495.2.MAFF	chr2	79122643	79122663	+	0.000	0.000	Merged-chr2-79122721-3
NR8222--MA0117.2.Mafb	chr3	143936478	143936489	-	0.000	0.000	Merged-chr3-143936594-7
NR12671--MA0089.1.MAFG::NFE2L1	chr9	107280810	107280815	-	0.000	0.000	Merged-chr9-107280639-112
NR2419--MA0501.1.MAF::NFE2	chr11	121039351	121039365	-	0.000	0.000	Merged-chr11-121039238-62
NR10078--MA0501.1.MAF::NFE2	chr6	52703449	52703463	+	0.000	0.000	Merged-chr6-52703457-14
NR12454--MA0496.2.MAFK	chr9	72097292	72097310	+	0.000	0.000	Merged-chr9-72097262-35
NR7978--MA0089.1.MAFG::NFE2L1	chr3	106785304	106785309	+	0.000	0.000	Merged-chr3-106785320-62
NR9424--MA0117.2.Mafb	chr5	74404336	74404347	-	0.000	0.000	Merged-chr5-74404312-40
NR6170--MA0496.2.MAFK	chr19	32172686	32172704	-	0.000	0.000	Merged-chr19-32172725-56
NR11782--MA0591.1.Bach1::Mafk	chr8	71587146	71587160	+	0.000	0.000	Merged-chr8-71587200-14
NR5601--MA0089.1.MAFG::NFE2L1	chr18	4305050	4305055	+	0.000	0.000	Merged-chr18-4305032-14
NR11803--MA0496.2.MAFK	chr8	75202262	75202280	+	0.000	0.000	Merged-chr8-75202303-18
NR9559--MA0089.1.MAFG::NFE2L1	chr5	96948964	96948969	+	0.000	0.000	Merged-chr5-96949155-39
NR6129--MA0501.1.MAF::NFE2	chr19	21785904	21785918	-	0.000	0.000	Merged-chr19-21785964-7
NR3166--MA0089.1.MAFG::NFE2L1	chr13	44807384	44807389	-	0.000	0.000	Merged-chr13-44807320-10
NR199--MA0591.1.Bach1::Mafk	chr1	60875488	60875502	+	0.000	0.000	Merged-chr1-60875356-55
NR2469--MA0496.2.MAFK	chr12	12278414	12278432	+	0.000	0.000	Merged-chr12-12278395-37
NR10311--MA0495.2.MAFF	chr6	99435314	99435334	-	0.000	0.000	Merged-chr6-99435291-39
NR6630--MA0591.1.Bach1::Mafk	chr2	60328884	60328898	-	0.000	0.000	Merged-chr2-60328757-33
NR5487--MA0501.1.MAF::NFE2	chr17	79616788	79616802	-	0.000	0.000	Merged-chr17-79616795-12
NR6509--MA0659.1.MAFG	chr2	34140005	34140025	-	0.000	0.000	Merged-chr2-34139840-30
NR9355--MA0089.1.MAFG::NFE2L1	chr5	44220711	44220716	-	0.000	0.000	Merged-chr5-44220668-26
NR12291--MA0089.1.MAFG::NFE2L1	chr9	43095839	43095844	-	0.000	0.000	Merged-chr9-43095855-1
NR7106--MA0089.1.MAFG::NFE2L1	chr2	128401353	128401358	-	0.000	0.000	Merged-chr2-128401504-24
NR11139--MA0591.1.Bach1::Mafk	chr7	80821097	80821111	+	0.000	0.000	Merged-chr7-80821063-7
NR12369--MA0501.1.MAF::NFE2	chr9	57288681	57288695	+	0.000	0.000	Merged-chr9-57288731-24
NR6178--MA0089.1.MAFG::NFE2L1	chr19	32935826	32935831	-	0.000	0.000	Merged-chr19-32935830-20
NR11360--MA0089.1.MAFG::NFE2L1	chr7	117988649	117988654	-	0.000	0.000	Merged-chr7-117988670-8
NR7095--MA0501.1.MAF::NFE2	chr2	128111947	128111961	-	0.000	0.000	Merged-chr2-128111932-19
NR9500--MA0591.1.Bach1::Mafk	chr5	92245628	92245642	-	0.000	0.000	Merged-chr5-92245649-42
NR7653--MA0591.1.Bach1::Mafk	chr3	22138125	22138139	+	0.000	0.000	Merged-chr3-22138280-48
NR9114--MA0591.1.Bach1::Mafk	chr4	150894697	150894711	-	0.000	0.000	Merged-chr4-150894695-19
NR5234--MA0495.2.MAFF	chr17	26572479	26572499	+	0.000	0.000	Merged-chr17-26572396-49
NR7092--MA0089.1.MAFG::NFE2L1	chr2	127312816	127312821	-	0.000	0.000	Merged-chr2-127312939-16
NR4475--MA0496.2.MAFK	chr15	82906878	82906896	+	0.000	0.000	Merged-chr15-82906941-10
NR1417--MA0089.1.MAFG::NFE2L1	chr10	76542916	76542921	+	0.000	0.000	Merged-chr10-76543066-52
NR8120--MA0089.1.MAFG::NFE2L1	chr3	133614202	133614207	-	0.000	0.000	Merged-chr3-133614378-37
NR12984--MA0495.2.MAFF	chrX	142792380	142792400	+	0.000	0.000	Merged-chrX-142792362-24
NR6484--MA0591.1.Bach1::Mafk	chr2	31082800	31082814	+	0.000	0.000	Merged-chr2-31082849-41
NR3853--MA0089.1.MAFG::NFE2L1	chr14	61774045	61774050	-	0.000	0.000	Merged-chr14-61773988-12
NR2433--MA0089.1.MAFG::NFE2L1	chr12	3846377	3846382	-	0.000	0.000	Merged-chr12-3846265-11
NR9351--MA0089.1.MAFG::NFE2L1	chr5	43824756	43824761	-	0.000	0.000	Merged-chr5-43824623-50
NR1315--MA0089.1.MAFG::NFE2L1	chr10	44403554	44403559	-	0.000	0.000	Merged-chr10-44403501-23
NR10428--MA0496.2.MAFK	chr6	115594718	115594736	-	0.000	0.000	Merged-chr6-115594731-47
NR2331--MA0089.1.MAFG::NFE2L1	chr11	114322876	114322881	-	0.000	0.000	Merged-chr11-114322815-29
NR12780--MA0117.2.Mafb	chr9	118519336	118519347	+	0.000	0.000	Merged-chr9-118519152-31
NR12986--MA0117.2.Mafb	chrX	142792389	142792400	-	0.000	0.000	Merged-chrX-142792362-24
NR11341--MA0117.2.Mafb	chr7	115311003	115311014	+	0.000	0.000	Merged-chr7-115311049-7
NR1587--MA0495.2.MAFF	chr10	98776481	98776501	-	0.000	0.000	Merged-chr10-98776574-38
NR10757--MA0089.1.MAFG::NFE2L1	chr6	144804582	144804587	-	0.000	0.000	Merged-chr6-144804553-29
NR10088--MA0501.1.MAF::NFE2	chr6	54116510	54116524	-	0.000	0.000	Merged-chr6-54116572-22
NR474--MA0501.1.MAF::NFE2	chr1	108038596	108038610	+	0.000	0.000	Merged-chr1-108038539-17
NR5026--MA0117.2.Mafb	chr16	90995165	90995176	-	0.000	0.000	Merged-chr16-90995039-12
NR5029--MA0495.2.MAFF	chr16	91366658	91366678	-	0.000	0.000	Merged-chr16-91366873-55
NR690--MA0496.2.MAFK	chr1	152254076	152254094	+	0.000	0.000	Merged-chr1-152254014-57
NR10290--MA0495.2.MAFF	chr6	95712230	95712250	+	0.000	0.000	Merged-chr6-95712332-22
NR4957--MA0117.2.Mafb	chr16	78198808	78198819	-	0.000	0.000	Merged-chr16-78198816-65
NR6165--MA0591.1.Bach1::Mafk	chr19	32172688	32172702	+	0.000	0.000	Merged-chr19-32172725-56
NR3527--MA0117.2.Mafb	chr13	107534043	107534054	-	0.000	0.000	Merged-chr13-107534013-23
NR10654--MA0501.1.MAF::NFE2	chr6	137582484	137582498	-	0.000	0.000	Merged-chr6-137582391-38
NR2053--MA0089.1.MAFG::NFE2L1	chr11	72000377	72000382	+	0.000	0.000	Merged-chr11-72000404-31
NR141--MA0501.1.MAF::NFE2	chr1	52100694	52100708	-	0.000	0.000	Merged-chr1-52100715-41
NR12423--MA0089.1.MAFG::NFE2L1	chr9	64914760	64914765	+	0.000	0.000	Merged-chr9-64914839-18
NR7436--MA0501.1.MAF::NFE2	chr2	167363332	167363346	+	0.000	0.000	Merged-chr2-167363421-42
NR4903--MA0089.1.MAFG::NFE2L1	chr16	58709279	58709284	-	0.000	0.000	Merged-chr16-58709115-34
NR6164--MA0495.2.MAFF	chr19	32172685	32172705	-	0.000	0.000	Merged-chr19-32172725-56
NR3342--MA0591.1.Bach1::Mafk	chr13	75844209	75844223	+	0.000	0.000	Merged-chr13-75844274-45
NR11129--MA0089.1.MAFG::NFE2L1	chr7	80203810	80203815	-	0.000	0.000	Merged-chr7-80203762-1
NR4754--MA0496.2.MAFK	chr16	33769915	33769933	+	0.000	0.000	Merged-chr16-33769896-51
NR7802--MA0089.1.MAFG::NFE2L1	chr3	84046515	84046520	+	0.000	0.000	Merged-chr3-84046424-40
NR5367--MA0089.1.MAFG::NFE2L1	chr17	56819798	56819803	+	0.000	0.000	Merged-chr17-56819789-51
NR2499--MA0495.2.MAFF	chr12	25211456	25211476	-	0.000	0.000	Merged-chr12-25211568-13
NR1711--MA0089.1.MAFG::NFE2L1	chr10	118477476	118477481	-	0.000	0.000	Merged-chr10-118477518-33
NR7736--MA0501.1.MAF::NFE2	chr3	59222498	59222512	+	0.000	0.000	Merged-chr3-59222464-17
NR11982--MA0089.1.MAFG::NFE2L1	chr8	111998985	111998990	-	0.000	0.000	Merged-chr8-111998914-9
NR10772--MA0117.2.Mafb	chr6	145417535	145417546	+	0.000	0.000	Merged-chr6-145417723-108
NR12292--MA0495.2.MAFF	chr9	43785161	43785181	+	0.000	0.000	Merged-chr9-43784994-20
NR2504--MA0495.2.MAFF	chr12	25256485	25256505	-	0.000	0.000	Merged-chr12-25256439-11
NR7826--MA0089.1.MAFG::NFE2L1	chr3	87846942	87846947	+	0.000	0.000	Merged-chr3-87846918-77
NR7805--MA0496.2.MAFK	chr3	84046620	84046638	+	0.000	0.000	Merged-chr3-84046424-40
NR6733--MA0496.2.MAFK	chr2	79122644	79122662	+	0.000	0.000	Merged-chr2-79122721-3
NR12838--MA0591.1.Bach1::Mafk	chr9	124114864	124114878	+	0.000	0.000	Merged-chr9-124115010-18
NR12294--MA0117.2.Mafb	chr9	43785170	43785181	-	0.000	0.000	Merged-chr9-43784994-20
NR4989--MA0591.1.Bach1::Mafk	chr16	87497338	87497352	+	0.000	0.000	Merged-chr16-87497296-12
NR11138--MA0089.1.MAFG::NFE2L1	chr7	80782239	80782244	+	0.000	0.000	Merged-chr7-80782374-50
NR6304--MA0089.1.MAFG::NFE2L1	chr19	56756638	56756643	-	0.000	0.000	Merged-chr19-56756635-43
NR11343--MA0501.1.MAF::NFE2	chr7	115311003	115311017	-	0.000	0.000	Merged-chr7-115311049-7
NR10095--MA0089.1.MAFG::NFE2L1	chr6	54991366	54991371	-	0.000	0.000	Merged-chr6-54991459-9
NR12832--MA0089.1.MAFG::NFE2L1	chr9	123931840	123931845	-	0.000	0.000	Merged-chr9-123931993-21
NR11847--MA0496.2.MAFK	chr8	84825733	84825751	+	0.000	0.000	Merged-chr8-84825845-44
NR4176--MA0591.1.Bach1::Mafk	chr15	12030425	12030439	+	0.000	0.000	Merged-chr15-12030440-19
NR11829--MA0089.1.MAFG::NFE2L1	chr8	81497809	81497814	-	0.000	0.000	Merged-chr8-81497739-56
NR11049--MA0089.1.MAFG::NFE2L1	chr7	64213171	64213176	-	0.000	0.000	Merged-chr7-64213076-17
NR4936--MA0089.1.MAFG::NFE2L1	chr16	75920923	75920928	+	0.000	0.000	Merged-chr16-75921068-56
NR11310--MA0089.1.MAFG::NFE2L1	chr7	110965579	110965584	-	0.000	0.000	Merged-chr7-110965629-28
NR9505--MA0089.1.MAFG::NFE2L1	chr5	92327483	92327488	-	0.000	0.000	Merged-chr5-92327493-24
NR7937--MA0089.1.MAFG::NFE2L1	chr3	101651484	101651489	-	0.000	0.000	Merged-chr3-101651434-38
NR6402--MA0089.1.MAFG::NFE2L1	chr2	11801452	11801457	-	0.000	0.000	Merged-chr2-11801641-32
NR1576--MA0495.2.MAFF	chr10	96599770	96599790	+	0.000	0.000	Merged-chr10-96599778-54
NR8023--MA0591.1.Bach1::Mafk	chr3	116434789	116434803	-	0.000	0.000	Merged-chr3-116434903-21
NR3893--MA0089.1.MAFG::NFE2L1	chr14	67842015	67842020	+	0.000	0.000	Merged-chr14-67841831-15
NR5878--MA0089.1.MAFG::NFE2L1	chr18	67255730	67255735	-	0.000	0.000	Merged-chr18-67255745-40
NR2200--MA0591.1.Bach1::Mafk	chr11	97123496	97123510	+	0.000	0.000	Merged-chr11-97123645-15
NR9882--MA0089.1.MAFG::NFE2L1	chr5	148678739	148678744	+	0.000	0.000	Merged-chr5-148678733-37
NR200--MA0496.2.MAFK	chr1	60875486	60875504	+	0.000	0.000	Merged-chr1-60875356-55
NR11205--MA0117.2.Mafb	chr7	92420824	92420835	-	0.000	0.000	Merged-chr7-92420666-38
NR2399--MA0089.1.MAFG::NFE2L1	chr11	119671391	119671396	-	0.000	0.000	Merged-chr11-119671227-50
NR6546--MA0496.2.MAFK	chr2	38536552	38536570	-	0.000	0.000	Merged-chr2-38536477-82
NR12178--MA0089.1.MAFG::NFE2L1	chr8	128646936	128646941	+	0.000	0.000	Merged-chr8-128646767-27
NR12991--MA0496.2.MAFK	chrX	142792381	142792399	-	0.000	0.000	Merged-chrX-142792362-24
NR10383--MA0501.1.MAF::NFE2	chr6	108296019	108296033	+	0.000	0.000	Merged-chr6-108296153-11
NR6602--MA0089.1.MAFG::NFE2L1	chr2	53102208	53102213	-	0.000	0.000	Merged-chr2-53102302-39
NR8071--MA0089.1.MAFG::NFE2L1	chr3	127892031	127892036	-	0.000	0.000	Merged-chr3-127892051-37
NR6792--MA0089.1.MAFG::NFE2L1	chr2	92243992	92243997	-	0.000	0.000	Merged-chr2-92243919-9
NR4604--MA0501.1.MAF::NFE2	chr15	103153084	103153098	+	0.000	0.000	Merged-chr15-103152944-45
NR7372--MA0501.1.MAF::NFE2	chr2	160658027	160658041	-	0.000	0.000	Merged-chr2-160657923-30
NR6273--MA0501.1.MAF::NFE2	chr19	53464923	53464937	-	0.000	0.000	Merged-chr19-53464901-55
NR3891--MA0089.1.MAFG::NFE2L1	chr14	67841943	67841948	+	0.000	0.000	Merged-chr14-67841831-15
NR11801--MA0659.1.MAFG	chr8	75202261	75202281	+	0.000	0.000	Merged-chr8-75202303-18
NR6128--MA0659.1.MAFG	chr19	21785904	21785924	+	0.000	0.000	Merged-chr19-21785964-7
NR2686--MA0089.1.MAFG::NFE2L1	chr12	86971334	86971339	+	0.000	0.000	Merged-chr12-86971344-14
NR872--MA0089.1.MAFG::NFE2L1	chr1	171629065	171629070	-	0.000	0.000	Merged-chr1-171629248-54
NR7370--MA0659.1.MAFG	chr2	160658027	160658047	+	0.000	0.000	Merged-chr2-160657923-30
NR2467--MA0659.1.MAFG	chr12	12278413	12278433	-	0.000	0.000	Merged-chr12-12278395-37
NR8271--MA0089.1.MAFG::NFE2L1	chr3	149394037	149394042	+	0.000	0.000	Merged-chr3-149393865-18
NR7066--MA0089.1.MAFG::NFE2L1	chr2	122666672	122666677	+	0.000	0.000	Merged-chr2-122666523-63
NR10493--MA0089.1.MAFG::NFE2L1	chr6	122294115	122294120	+	0.000	0.000	Merged-chr6-122294065-56
NR4177--MA0501.1.MAF::NFE2	chr15	12030428	12030442	+	0.000	0.000	Merged-chr15-12030440-19
NR6466--MA0496.2.MAFK	chr2	27693884	27693902	-	0.000	0.000	Merged-chr2-27693880-30
NR4199--MA0117.2.Mafb	chr15	34389262	34389273	+	0.000	0.000	Merged-chr15-34389092-27
NR4756--MA0089.1.MAFG::NFE2L1	chr16	33769967	33769972	-	0.000	0.000	Merged-chr16-33769896-51
NR1553--MA0089.1.MAFG::NFE2L1	chr10	94860820	94860825	+	0.000	0.000	Merged-chr10-94860976-37
NR5031--MA0591.1.Bach1::Mafk	chr16	91366697	91366711	-	0.000	0.000	Merged-chr16-91366873-55
NR12345--MA0117.2.Mafb	chr9	52074078	52074089	+	0.000	0.000	Merged-chr9-52073999-13
NR1479--MA0089.1.MAFG::NFE2L1	chr10	84678907	84678912	-	0.000	0.000	Merged-chr10-84678816-22
NR11056--MA0089.1.MAFG::NFE2L1	chr7	66233399	66233404	-	0.000	0.000	Merged-chr7-66233598-56
NR6222--MA0089.1.MAFG::NFE2L1	chr19	42266461	42266466	-	0.000	0.000	Merged-chr19-42266343-14
NR12596--MA0659.1.MAFG	chr9	94441517	94441537	+	0.000	0.000	Merged-chr9-94441414-62
NR6731--MA0495.2.MAFF	chr2	79122643	79122663	-	0.000	0.000	Merged-chr2-79122721-3
NR10099--MA0591.1.Bach1::Mafk	chr6	56879612	56879626	-	0.000	0.000	Merged-chr6-56879420-1,Merged-chr6-56879700-29
NR2091--MA0089.1.MAFG::NFE2L1	chr11	78865059	78865064	-	0.000	0.000	Merged-chr11-78864936-24
NR12455--MA0496.2.MAFK	chr9	72097292	72097310	-	0.000	0.000	Merged-chr9-72097262-35
NR12381--MA0117.2.Mafb	chr9	57800578	57800589	-	0.000	0.000	Merged-chr9-57800660-12
NR2051--MA0117.2.Mafb	chr11	72000255	72000266	+	0.000	0.000	Merged-chr11-72000404-31
NR13026--MA0089.1.MAFG::NFE2L1	chrX	167231321	167231326	+	0.000	0.000	Merged-chrX-167231316-28
NR8460--MA0591.1.Bach1::Mafk	chr4	40834005	40834019	+	0.000	0.000	Merged-chr4-40833912-100
NR8782--MA0591.1.Bach1::Mafk	chr4	108826234	108826248	+	0.000	0.000	Merged-chr4-108826101-25
NR11804--MA0496.2.MAFK	chr8	75202262	75202280	-	0.000	0.000	Merged-chr8-75202303-18
NR596--MA0501.1.MAF::NFE2	chr1	136255309	136255323	-	0.000	0.000	Merged-chr1-136255292-47
NR7373--MA0496.2.MAFK	chr2	160658028	160658046	+	0.000	0.000	Merged-chr2-160657923-30
NR10791--MA0089.1.MAFG::NFE2L1	chr6	146271409	146271414	-	0.000	0.000	Merged-chr6-146271470-40
NR9725--MA0089.1.MAFG::NFE2L1	chr5	122380010	122380015	-	0.000	0.000	Merged-chr5-122379949-17
NR11241--MA0089.1.MAFG::NFE2L1	chr7	101288099	101288104	+	0.000	0.000	Merged-chr7-101288112-19
NR6463--MA0591.1.Bach1::Mafk	chr2	27693886	27693900	+	0.000	0.000	Merged-chr2-27693880-30
NR1508--MA0117.2.Mafb	chr10	88783301	88783312	-	0.000	0.000	Merged-chr10-88783253-12
NR8132--MA0496.2.MAFK	chr3	135528003	135528021	-	0.000	0.000	Merged-chr3-135527896-22
NR12599--MA0496.2.MAFK	chr9	94441518	94441536	-	0.000	0.000	Merged-chr9-94441414-62
NR6512--MA0496.2.MAFK	chr2	34140006	34140024	-	0.000	0.000	Merged-chr2-34139840-30
NR9363--MA0117.2.Mafb	chr5	53507665	53507676	+	0.000	0.000	Merged-chr5-53507602-15
NR11830--MA0089.1.MAFG::NFE2L1	chr8	81497946	81497951	-	0.000	0.000	Merged-chr8-81497739-56
NR10410--MA0089.1.MAFG::NFE2L1	chr6	114644708	114644713	-	0.000	0.000	Merged-chr6-114644613-24
NR6835--MA0089.1.MAFG::NFE2L1	chr2	102701607	102701612	-	0.000	0.000	Merged-chr2-102701497-15
NR3935--MA0501.1.MAF::NFE2	chr14	71120624	71120638	-	0.000	0.000	Merged-chr14-71120653-22
NR9749--MA0089.1.MAFG::NFE2L1	chr5	125052465	125052470	-	0.000	0.000	Merged-chr5-125052528-23
NR5235--MA0495.2.MAFF	chr17	26572479	26572499	-	0.000	0.000	Merged-chr17-26572396-49
NR6768--MA0501.1.MAF::NFE2	chr2	84779605	84779619	-	0.000	0.000	Merged-chr2-84779489-49
NR815--MA0089.1.MAFG::NFE2L1	chr1	164079311	164079316	-	0.000	0.000	Merged-chr1-164079439-12
NR9393--MA0495.2.MAFF	chr5	65654024	65654044	+	0.000	0.000	Merged-chr5-65654078-14
NR5313--MA0089.1.MAFG::NFE2L1	chr17	44556037	44556042	+	0.000	0.000	Merged-chr17-44556103-15
NR12985--MA0495.2.MAFF	chrX	142792380	142792400	-	0.000	0.000	Merged-chrX-142792362-24
NR8227--MA0089.1.MAFG::NFE2L1	chr3	144236289	144236294	+	0.000	0.000	Merged-chr3-144236371-1
NR3345--MA0501.1.MAF::NFE2	chr13	75844212	75844226	+	0.000	0.000	Merged-chr13-75844274-45
NR1308--MA0501.1.MAF::NFE2	chr10	43954148	43954162	-	0.000	0.000	Merged-chr10-43954194-45
NR6324--MA0501.1.MAF::NFE2	chr19	58358283	58358297	-	0.000	0.000	Merged-chr19-58358384-21
NR3042--MA0591.1.Bach1::Mafk	chr13	6624364	6624378	+	0.000	0.000	Merged-chr13-6624284-1,Merged-chr13-6624539-25
NR10087--MA0591.1.Bach1::Mafk	chr6	54116513	54116527	-	0.000	0.000	Merged-chr6-54116572-22
NR2463--MA0495.2.MAFF	chr12	12278413	12278433	+	0.000	0.000	Merged-chr12-12278395-37
NR10291--MA0495.2.MAFF	chr6	95712230	95712250	-	0.000	0.000	Merged-chr6-95712332-22
NR10293--MA0659.1.MAFG	chr6	95712230	95712250	-	0.000	0.000	Merged-chr6-95712332-22
NR5827--MA0495.2.MAFF	chr18	62163115	62163135	+	0.000	0.000	Merged-chr18-62163179-10
NR6127--MA0591.1.Bach1::Mafk	chr19	21785907	21785921	-	0.000	0.000	Merged-chr19-21785964-7
NR11197--MA0591.1.Bach1::Mafk	chr7	90355523	90355537	-	0.000	0.000	Merged-chr7-90355618-52
NR7367--MA0495.2.MAFF	chr2	160658027	160658047	+	0.000	0.000	Merged-chr2-160657923-30
NR8130--MA0495.2.MAFF	chr3	135528002	135528022	-	0.000	0.000	Merged-chr3-135527896-22
NR4755--MA0496.2.MAFK	chr16	33769915	33769933	-	0.000	0.000	Merged-chr16-33769896-51
NR9751--MA0501.1.MAF::NFE2	chr5	125052455	125052469	-	0.000	0.000	Merged-chr5-125052528-23
NR3852--MA0089.1.MAFG::NFE2L1	chr14	61774047	61774052	+	0.000	0.000	Merged-chr14-61773988-12
NR7107--MA0591.1.Bach1::Mafk	chr2	128401514	128401528	-	0.000	0.000	Merged-chr2-128401504-24
NR2434--MA0591.1.Bach1::Mafk	chr12	3846370	3846384	-	0.000	0.000	Merged-chr12-3846265-11
NR8365--MA0659.1.MAFG	chr4	6476447	6476467	+	0.000	0.000	Merged-chr4-6476530-28
NR9189--MA0089.1.MAFG::NFE2L1	chr5	8397651	8397656	+	0.000	0.000	Merged-chr5-8397712-7
NR10310--MA0495.2.MAFF	chr6	99435314	99435334	+	0.000	0.000	Merged-chr6-99435291-39
NR8649--MA0089.1.MAFG::NFE2L1	chr4	89302406	89302411	-	0.000	0.000	Merged-chr4-89302202-17
NR7114--MA0089.1.MAFG::NFE2L1	chr2	129285304	129285309	+	0.000	0.000	Merged-chr2-129285453-11
NR11961--MA0089.1.MAFG::NFE2L1	chr8	107505352	107505357	-	0.000	0.000	Merged-chr8-107505522-28
NR6506--MA0495.2.MAFF	chr2	34140005	34140025	-	0.000	0.000	Merged-chr2-34139840-30
NR9115--MA0659.1.MAFG	chr4	150894694	150894714	+	0.000	0.000	Merged-chr4-150894695-19
NR11911--MA0501.1.MAF::NFE2	chr8	94969768	94969782	+	0.000	0.000	Merged-chr8-94969690-1
NR11206--MA0089.1.MAFG::NFE2L1	chr7	92463712	92463717	+	0.000	0.000	Merged-chr7-92463612-13
NR10312--MA0117.2.Mafb	chr6	99435323	99435334	-	0.000	0.000	Merged-chr6-99435291-39
NR7806--MA0496.2.MAFK	chr3	84046620	84046638	-	0.000	0.000	Merged-chr3-84046424-40
NR6542--MA0495.2.MAFF	chr2	38536551	38536571	+	0.000	0.000	Merged-chr2-38536477-82
NR6734--MA0496.2.MAFK	chr2	79122644	79122662	-	0.000	0.000	Merged-chr2-79122721-3
NR1412--MA0089.1.MAFG::NFE2L1	chr10	75446552	75446557	-	0.000	0.000	Merged-chr10-75446685-44
NR7880--MA0089.1.MAFG::NFE2L1	chr3	95697795	95697800	-	0.000	0.000	Merged-chr3-95697809-14
NR9374--MA0089.1.MAFG::NFE2L1	chr5	62772116	62772121	+	0.000	0.000	Merged-chr5-62772215-28
NR2052--MA0089.1.MAFG::NFE2L1	chr11	72000312	72000317	+	0.000	0.000	Merged-chr11-72000404-31
NR5833--MA0089.1.MAFG::NFE2L1	chr18	62163173	62163178	-	0.000	0.000	Merged-chr18-62163179-10
NR2615--MA0501.1.MAF::NFE2	chr12	72844375	72844389	-	0.000	0.000	Merged-chr12-72844339-47
NR9676--MA0089.1.MAFG::NFE2L1	chr5	114041780	114041785	-	0.000	0.000	Merged-chr5-114041714-24
NR10941--MA0089.1.MAFG::NFE2L1	chr7	30418149	30418154	+	0.000	0.000	Merged-chr7-30418152-10
NR8645--MA0089.1.MAFG::NFE2L1	chr4	89178228	89178233	-	0.000	0.000	Merged-chr4-89178152-23
NR9365--MA0501.1.MAF::NFE2	chr5	53994810	53994824	-	0.000	0.000	Merged-chr5-53994753-10
NR11090--MA0089.1.MAFG::NFE2L1	chr7	74684201	74684206	+	0.000	0.000	Merged-chr7-74684112-21
NR11783--MA0591.1.Bach1::Mafk	chr8	71587146	71587160	-	0.000	0.000	Merged-chr8-71587200-14
NR6462--MA0495.2.MAFF	chr2	27693883	27693903	-	0.000	0.000	Merged-chr2-27693880-30
NR1999--MA0591.1.Bach1::Mafk	chr11	61602966	61602980	-	0.000	0.000	Merged-chr11-61602995-47
NR9118--MA0496.2.MAFK	chr4	150894695	150894713	+	0.000	0.000	Merged-chr4-150894695-19
NR2420--MA0496.2.MAFK	chr11	121039352	121039370	+	0.000	0.000	Merged-chr11-121039238-62
NR8469--MA0089.1.MAFG::NFE2L1	chr4	41770547	41770552	-	0.000	0.000	Merged-chr4-41770467-12
NR10292--MA0591.1.Bach1::Mafk	chr6	95712233	95712247	-	0.000	0.000	Merged-chr6-95712332-22
NR6005--MA0089.1.MAFG::NFE2L1	chr18	82513661	82513666	+	0.000	0.000	Merged-chr18-82513500-48
NR201--MA0496.2.MAFK	chr1	60875486	60875504	-	0.000	0.000	Merged-chr1-60875356-55
NR12231--MA0089.1.MAFG::NFE2L1	chr9	21133208	21133213	+	0.000	0.000	Merged-chr9-21133285-42
NR11130--MA0659.1.MAFG	chr7	80209870	80209890	-	0.000	0.000	Merged-chr7-80209951-53
NR4033--MA0089.1.MAFG::NFE2L1	chr14	101477495	101477500	+	0.000	0.000	Merged-chr14-101477413-70
NR4335--MA0089.1.MAFG::NFE2L1	chr15	66789532	66789537	+	0.000	0.000	Merged-chr15-66789335-49
NR11981--MA0089.1.MAFG::NFE2L1	chr8	111998831	111998836	-	0.000	0.000	Merged-chr8-111998914-9
NR6464--MA0501.1.MAF::NFE2	chr2	27693889	27693903	+	0.000	0.000	Merged-chr2-27693880-30
NR5238--MA0496.2.MAFK	chr17	26572480	26572498	-	0.000	0.000	Merged-chr17-26572396-49
NR2335--MA0591.1.Bach1::Mafk	chr11	115128698	115128712	+	0.000	0.000	Merged-chr11-115128624-38
NR11569--MA0117.2.Mafb	chr7	142114131	142114142	+	0.000	0.000	Merged-chr7-142113991-20
NR11802--MA0659.1.MAFG	chr8	75202261	75202281	-	0.000	0.000	Merged-chr8-75202303-18
NR8943--MA0089.1.MAFG::NFE2L1	chr4	134047746	134047751	+	0.000	0.000	Merged-chr4-134047792-28
NR7371--MA0659.1.MAFG	chr2	160658027	160658047	-	0.000	0.000	Merged-chr2-160657923-30
