#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval-0.1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval-0.1_up.bed
NR8197--MA0002.2.RUNX1	chr5	110735786	110735796	-	0.000	0.000	Merged-chr5-110735767-7
NR1802--MA0511.2.RUNX2	chr11	67564417	67564425	+	0.000	0.000	Merged-chr11-67564427-31
NR2957--MA0684.1.RUNX3	chr13	56476959	56476968	+	0.000	0.000	Merged-chr13-56477022-46
NR8947--MA0511.2.RUNX2	chr6	122293952	122293960	-	0.000	0.000	Merged-chr6-122294065-56
NR9817--MA0002.2.RUNX1	chr7	139157681	139157691	-	0.000	0.000	Merged-chr7-139157777-16
NR1684--MA0002.2.RUNX1	chr11	46454882	46454892	+	0.000	0.000	Merged-chr11-46454823-30
NR50--MA0002.2.RUNX1	chr1	34510855	34510865	-	0.000	0.000	Merged-chr1-34510825-54
NR5838--MA0002.2.RUNX1	chr2	30257926	30257936	+	0.000	0.000	Merged-chr2-30257905-18
NR1812--MA0002.2.RUNX1	chr11	68442540	68442550	+	0.000	0.000	Merged-chr11-68442579-25
NR6234--MA0511.2.RUNX2	chr2	129180169	129180177	-	0.000	0.000	Merged-chr2-129180074-1
NR3744--MA0002.2.RUNX1	chr14	118828007	118828017	+	0.000	0.000	Merged-chr14-118827968-19
NR144--MA0511.2.RUNX2	chr1	53843241	53843249	+	0.000	0.000	Merged-chr1-53843171-20
NR8708--MA0511.2.RUNX2	chr6	72841926	72841934	+	0.000	0.000	Merged-chr6-72841906-9
NR7561--MA0002.2.RUNX1	chr4	122923025	122923035	+	0.000	0.000	Merged-chr4-122923030-28
NR10793--MA0002.2.RUNX1	chr9	94441585	94441595	-	0.000	0.000	Merged-chr9-94441414-62
NR7961--MA0684.1.RUNX3	chr5	44220689	44220698	+	0.000	0.000	Merged-chr5-44220668-26
NR2156--MA0002.2.RUNX1	chr11	119164546	119164556	-	0.000	0.000	Merged-chr11-119164536-11
NR4392--MA0511.2.RUNX2	chr16	50298930	50298938	-	0.000	0.000	Merged-chr16-50299012-15
NR7213--MA0002.2.RUNX1	chr4	11492627	11492637	+	0.000	0.000	Merged-chr4-11492586-1
NR2159--MA0511.2.RUNX2	chr11	119671401	119671409	-	0.000	0.000	Merged-chr11-119671227-50
NR6496--MA0002.2.RUNX1	chr2	173455289	173455299	+	0.000	0.000	Merged-chr2-173455329-43
NR3905--MA0684.1.RUNX3	chr15	58750401	58750410	+	0.000	0.000	Merged-chr15-58750240-28
NR2221--MA0511.2.RUNX2	chr12	17511244	17511252	-	0.000	0.000	Merged-chr12-17511273-48
NR6419--MA0002.2.RUNX1	chr2	164041119	164041129	-	0.000	0.000	Merged-chr2-164041176-18
NR4468--MA0002.2.RUNX1	chr16	64758703	64758713	+	0.000	0.000	Merged-chr16-64758494-145
NR8433--MA0684.1.RUNX3	chr5	148678762	148678771	+	0.000	0.000	Merged-chr5-148678733-37
NR206--MA0684.1.RUNX3	chr1	62829801	62829810	-	0.000	0.000	Merged-chr1-62829921-36
NR5546--MA0002.2.RUNX1	chr19	32172610	32172620	-	0.000	0.000	Merged-chr19-32172725-56
NR6134--MA0684.1.RUNX3	chr2	104177548	104177557	+	0.000	0.000	Merged-chr2-104177493-61
NR1520--MA0002.2.RUNX1	chr11	3702162	3702172	+	0.000	0.000	Merged-chr11-3702327-20
NR4249--MA0684.1.RUNX3	chr16	23197033	23197042	-	0.000	0.000	Merged-chr16-23196963-14
NR6879--MA0511.2.RUNX2	chr3	108718344	108718352	+	0.000	0.000	Merged-chr3-108718262-42
NR2426--MA0684.1.RUNX3	chr12	84762819	84762828	-	0.000	0.000	Merged-chr12-84762785-51
NR4708--MA0511.2.RUNX2	chr17	18957940	18957948	+	0.000	0.000	Merged-chr17-18957901-23
NR991--MA0002.2.RUNX1	chr10	30716230	30716240	+	0.000	0.000	Merged-chr10-30716378-49
NR8298--MA0002.2.RUNX1	chr5	124873279	124873289	-	0.000	0.000	Merged-chr5-124873220-16
NR1881--MA0002.2.RUNX1	chr11	79696700	79696710	+	0.000	0.000	Merged-chr11-79696665-15
NR6018--MA0002.2.RUNX1	chr2	72536095	72536105	+	0.000	0.000	Merged-chr2-72536133-16
NR1903--MA0511.2.RUNX2	chr11	83746275	83746283	+	0.000	0.000	Merged-chr11-83746367-9
NR5764--MA0002.2.RUNX1	chr2	11693298	11693308	+	0.000	0.000	Merged-chr2-11693188-23
NR2343--MA0511.2.RUNX2	chr12	70219231	70219239	+	0.000	0.000	Merged-chr12-70219283-39
NR4324--MA0684.1.RUNX3	chr16	35905583	35905592	-	0.000	0.000	Merged-chr16-35905598-39
NR1785--MA0002.2.RUNX1	chr11	62576731	62576741	+	0.000	0.000	Merged-chr11-62576695-29
NR2373--MA0684.1.RUNX3	chr12	75837679	75837688	+	0.000	0.000	Merged-chr12-75837700-7
NR11121--MA0684.1.RUNX3	chrX	77640460	77640469	-	0.000	0.000	Merged-chrX-77640531-25
NR8363--MA0511.2.RUNX2	chr5	139320774	139320782	-	0.000	0.000	Merged-chr5-139320705-5
NR4176--MA0002.2.RUNX1	chr16	4503549	4503559	-	0.000	0.000	Merged-chr16-4503652-20
NR3594--MA0684.1.RUNX3	chr14	67911799	67911808	+	0.000	0.000	Merged-chr14-67911920-26
NR6064--MA0511.2.RUNX2	chr2	80684883	80684891	+	0.000	0.000	Merged-chr2-80684823-58
NR5730--MA0002.2.RUNX1	chr2	3658032	3658042	+	0.000	0.000	Merged-chr2-3658087-77
NR3845--MA0002.2.RUNX1	chr15	34389220	34389230	+	0.000	0.000	Merged-chr15-34389092-27
NR1023--MA0002.2.RUNX1	chr10	43004711	43004721	-	0.000	0.000	Merged-chr10-43004823-13
NR5777--MA0002.2.RUNX1	chr2	17597762	17597772	+	0.000	0.000	Merged-chr2-17597899-18
NR1751--MA0002.2.RUNX1	chr11	55031376	55031386	-	0.000	0.000	Merged-chr11-55031517-56
NR5733--MA0511.2.RUNX2	chr2	3756052	3756060	-	0.000	0.000	Merged-chr2-3756075-14
NR4208--MA0002.2.RUNX1	chr16	14088426	14088436	+	0.000	0.000	Merged-chr16-14088440-49
NR6074--MA0002.2.RUNX1	chr2	84779336	84779346	+	0.000	0.000	Merged-chr2-84779489-49
NR4066--MA0684.1.RUNX3	chr15	89131568	89131577	+	0.000	0.000	Merged-chr15-89131620-40
NR4569--MA0002.2.RUNX1	chr16	91793555	91793565	+	0.000	0.000	Merged-chr16-91793603-12
NR10611--MA0511.2.RUNX2	chr9	69065962	69065970	-	0.000	0.000	Merged-chr9-69066025-13
NR8263--MA0684.1.RUNX3	chr5	118271941	118271950	-	0.000	0.000	Merged-chr5-118271976-24
NR4254--MA0511.2.RUNX2	chr16	23838336	23838344	-	0.000	0.000	Merged-chr16-23838386-46
NR11018--MA0002.2.RUNX1	chr9	123931860	123931870	+	0.000	0.000	Merged-chr9-123931993-21
NR10764--MA0002.2.RUNX1	chr9	88722011	88722021	-	0.000	0.000	Merged-chr9-88721964-40
NR145--MA0684.1.RUNX3	chr1	53843241	53843250	+	0.000	0.000	Merged-chr1-53843171-20
NR3282--MA0002.2.RUNX1	chr13	113172823	113172833	+	0.000	0.000	Merged-chr13-113172968-1
NR10873--MA0002.2.RUNX1	chr9	107280716	107280726	-	0.000	0.000	Merged-chr9-107280639-112
NR3771--MA0002.2.RUNX1	chr14	122063903	122063913	-	0.000	0.000	Merged-chr14-122063804-67
NR9211--MA0684.1.RUNX3	chr6	146813236	146813245	-	0.000	0.000	Merged-chr6-146813295-20
NR7925--MA0002.2.RUNX1	chr5	35819746	35819756	+	0.000	0.000	Merged-chr5-35819826-21
NR10220--MA0002.2.RUNX1	chr8	115450954	115450964	+	0.000	0.000	Merged-chr8-115450993-14
NR6707--MA0511.2.RUNX2	chr3	68789751	68789759	+	0.000	0.000	Merged-chr3-68789660-34
NR5626--MA0002.2.RUNX1	chr19	45577328	45577338	-	0.000	0.000	Merged-chr19-45577468-39
NR2649--MA0684.1.RUNX3	chr12	114804630	114804639	+	0.000	0.000	Merged-chr12-114804708-39
NR10600--MA0002.2.RUNX1	chr9	66142459	66142469	+	0.000	0.000	Merged-chr9-66142492-15
NR4038--MA0002.2.RUNX1	chr15	83426603	83426613	-	0.000	0.000	Merged-chr15-83426605-52
NR3661--MA0684.1.RUNX3	chr14	77861400	77861409	+	0.000	0.000	Merged-chr14-77861310-50
NR5193--MA0002.2.RUNX1	chr18	37814059	37814069	+	0.000	0.000	Merged-chr18-37813954-31
NR2109--MA0511.2.RUNX2	chr11	113194938	113194946	+	0.000	0.000	Merged-chr11-113194847-27
NR7667--MA0002.2.RUNX1	chr4	138257515	138257525	-	0.000	0.000	Merged-chr4-138257384-22
NR5050--MA0002.2.RUNX1	chr17	86779459	86779469	-	0.000	0.000	Merged-chr17-86779381-46
NR8255--MA0684.1.RUNX3	chr5	117938522	117938531	-	0.000	0.000	Merged-chr5-117938550-41
NR9681--MA0684.1.RUNX3	chr7	117635774	117635783	+	0.000	0.000	Merged-chr7-117635751-13
NR2073--MA0684.1.RUNX3	chr11	109149662	109149671	-	0.000	0.000	Merged-chr11-109149686-17
NR1756--MA0002.2.RUNX1	chr11	57669726	57669736	+	0.000	0.000	Merged-chr11-57669677-39
NR6449--MA0511.2.RUNX2	chr2	166610520	166610528	+	0.000	0.000	Merged-chr2-166610595-30
NR1071--MA0002.2.RUNX1	chr10	59589332	59589342	-	0.000	0.000	Merged-chr10-59589264-3
NR9185--MA0002.2.RUNX1	chr6	146221588	146221598	-	0.000	0.000	Merged-chr6-146221533-3
NR7924--MA0684.1.RUNX3	chr5	35166061	35166070	-	0.000	0.000	Merged-chr5-35166204-55
NR9456--MA0002.2.RUNX1	chr7	80410400	80410410	+	0.000	0.000	Merged-chr7-80410451-25
NR8093--MA0684.1.RUNX3	chr5	92245661	92245670	-	0.000	0.000	Merged-chr5-92245649-42
NR5430--MA0002.2.RUNX1	chr18	89238258	89238268	+	0.000	0.000	Merged-chr18-89238329-52
NR3274--MA0002.2.RUNX1	chr13	112211292	112211302	-	0.000	0.000	Merged-chr13-112211274-7
NR3545--MA0002.2.RUNX1	chr14	62943984	62943994	+	0.000	0.000	Merged-chr14-62944057-10
NR7428--MA0002.2.RUNX1	chr4	95196377	95196387	-	0.000	0.000	Merged-chr4-95196400-18
NR3402--MA0002.2.RUNX1	chr14	27373052	27373062	+	0.000	0.000	Merged-chr14-27372915-15
NR10865--MA0002.2.RUNX1	chr9	105499566	105499576	+	0.000	0.000	Merged-chr9-105499679-15
NR9713--MA0684.1.RUNX3	chr7	122317088	122317097	+	0.000	0.000	Merged-chr7-122317075-24
NR9294--MA0002.2.RUNX1	chr7	25274706	25274716	+	0.000	0.000	Merged-chr7-25274742-22
NR9836--MA0002.2.RUNX1	chr7	140981898	140981908	-	0.000	0.000	Merged-chr7-140982058-21
NR10246--MA0002.2.RUNX1	chr8	117548676	117548686	+	0.000	0.000	Merged-chr8-117548585-70
NR1103--MA0002.2.RUNX1	chr10	67662499	67662509	-	0.000	0.000	Merged-chr10-67662488-5
NR5734--MA0684.1.RUNX3	chr2	3756051	3756060	-	0.000	0.000	Merged-chr2-3756075-14
NR2800--MA0002.2.RUNX1	chr13	19219834	19219844	-	0.000	0.000	Merged-chr13-19219739-41
NR7537--MA0002.2.RUNX1	chr4	116806625	116806635	-	0.000	0.000	Merged-chr4-116806659-9
NR2009--MA0684.1.RUNX3	chr11	99255497	99255506	-	0.000	0.000	Merged-chr11-99255472-31
NR5509--MA0002.2.RUNX1	chr19	24971561	24971571	-	0.000	0.000	Merged-chr19-24971475-35
NR3287--MA0002.2.RUNX1	chr13	113549210	113549220	+	0.000	0.000	Merged-chr13-113549207-25
NR9802--MA0002.2.RUNX1	chr7	135659861	135659871	-	0.000	0.000	Merged-chr7-135659681-24
NR229--MA0511.2.RUNX2	chr1	71577189	71577197	-	0.000	0.000	Merged-chr1-71577265-1
NR9455--MA0684.1.RUNX3	chr7	80209933	80209942	-	0.000	0.000	Merged-chr7-80209951-53
NR3495--MA0511.2.RUNX2	chr14	55882490	55882498	-	0.000	0.000	Merged-chr14-55882429-48
NR3938--MA0002.2.RUNX1	chr15	63971793	63971803	-	0.000	0.000	Merged-chr15-63971776-11
NR9312--MA0684.1.RUNX3	chr7	30402557	30402566	+	0.000	0.000	Merged-chr7-30402572-19
NR7755--MA0002.2.RUNX1	chr4	149469735	149469745	+	0.000	0.000	Merged-chr4-149469788-41
NR7612--MA0002.2.RUNX1	chr4	132748881	132748891	-	0.000	0.000	Merged-chr4-132748989-25
NR5141--MA0511.2.RUNX2	chr18	23734927	23734935	-	0.000	0.000	Merged-chr18-23734973-16
NR1083--MA0684.1.RUNX3	chr10	60346224	60346233	+	0.000	0.000	Merged-chr10-60346273-6
NR1625--MA0684.1.RUNX3	chr11	30182878	30182887	-	0.000	0.000	Merged-chr11-30182963-54
NR4016--MA0684.1.RUNX3	chr15	79740888	79740897	-	0.000	0.000	Merged-chr15-79740875-4
NR5836--MA0002.2.RUNX1	chr2	30112733	30112743	+	0.000	0.000	Merged-chr2-30112786-18
NR7201--MA0511.2.RUNX2	chr4	8872270	8872278	-	0.000	0.000	Merged-chr4-8872202-20
NR9382--MA0002.2.RUNX1	chr7	63973380	63973390	-	0.000	0.000	Merged-chr7-63973470-12
NR2760--MA0002.2.RUNX1	chr13	9360277	9360287	+	0.000	0.000	Merged-chr13-9360244-14
NR7897--MA0684.1.RUNX3	chr5	28043137	28043146	+	0.000	0.000	Merged-chr5-28043033-10
NR1813--MA0511.2.RUNX2	chr11	68498872	68498880	-	0.000	0.000	Merged-chr11-68499042-49
NR8008--MA0684.1.RUNX3	chr5	65653980	65653989	-	0.000	0.000	Merged-chr5-65654078-14
NR9656--MA0511.2.RUNX2	chr7	115734329	115734337	+	0.000	0.000	Merged-chr7-115734410-28
NR1986--MA0684.1.RUNX3	chr11	97129154	97129163	+	0.000	0.000	Merged-chr11-97129027-2
NR824--MA0002.2.RUNX1	chr1	184576648	184576658	-	0.000	0.000	Merged-chr1-184576440-44
NR5203--MA0684.1.RUNX3	chr18	39102429	39102438	+	0.000	0.000	Merged-chr18-39102352-12
NR10320--MA0684.1.RUNX3	chr8	125725664	125725673	-	0.000	0.000	Merged-chr8-125725496-61
NR3232--MA0002.2.RUNX1	chr13	108298434	108298444	+	0.000	0.000	Merged-chr13-108298444-3
NR1347--MA0002.2.RUNX1	chr10	110742184	110742194	-	0.000	0.000	Merged-chr10-110742149-12
NR7320--MA0002.2.RUNX1	chr4	57306553	57306563	+	0.000	0.000	Merged-chr4-57306623-55
NR6990--MA0684.1.RUNX3	chr3	133328718	133328727	-	0.000	0.000	Merged-chr3-133328719-18
NR771--MA0002.2.RUNX1	chr1	180410442	180410452	-	0.000	0.000	Merged-chr1-180410391-12
NR11014--MA0511.2.RUNX2	chr9	123519405	123519413	+	0.000	0.000	Merged-chr9-123519487-45
NR10599--MA0002.2.RUNX1	chr9	66142450	66142460	+	0.000	0.000	Merged-chr9-66142492-15
NR3593--MA0002.2.RUNX1	chr14	67911799	67911809	-	0.000	0.000	Merged-chr14-67911920-26
NR10185--MA0002.2.RUNX1	chr8	110813252	110813262	-	0.000	0.000	Merged-chr8-110813191-16
NR9033--MA0684.1.RUNX3	chr6	130237896	130237905	+	0.000	0.000	Merged-chr6-130237898-58
NR9632--MA0002.2.RUNX1	chr7	114159885	114159895	-	0.000	0.000	Merged-chr7-114159939-24
NR3344--MA0511.2.RUNX2	chr14	14088430	14088438	+	0.000	0.000	Merged-chr14-14088309-59
NR5944--MA0684.1.RUNX3	chr2	60774692	60774701	+	0.000	0.000	Merged-chr2-60774747-55
NR1664--MA0511.2.RUNX2	chr11	43705348	43705356	-	0.000	0.000	Merged-chr11-43705351-17
NR5530--MA0684.1.RUNX3	chr19	29347395	29347404	-	0.000	0.000	Merged-chr19-29347328-12
NR1316--MA0511.2.RUNX2	chr10	98776540	98776548	+	0.000	0.000	Merged-chr10-98776574-38
NR7684--MA0511.2.RUNX2	chr4	139367697	139367705	-	0.000	0.000	Merged-chr4-139367606-11
NR3149--MA0002.2.RUNX1	chr13	99431520	99431530	+	0.000	0.000	Merged-chr13-99431578-17
NR2057--MA0684.1.RUNX3	chr11	106961728	106961737	+	0.000	0.000	Merged-chr11-106961822-47
NR641--MA0002.2.RUNX1	chr1	162586524	162586534	+	0.000	0.000	Merged-chr1-162586427-19
NR8934--MA0002.2.RUNX1	chr6	120149922	120149932	-	0.000	0.000	Merged-chr6-120149856-18
NR1948--MA0511.2.RUNX2	chr11	90675672	90675680	+	0.000	0.000	Merged-chr11-90675808-18
NR5666--MA0002.2.RUNX1	chr19	55773066	55773076	+	0.000	0.000	Merged-chr19-55773145-3
NR750--MA0002.2.RUNX1	chr1	178218440	178218450	+	0.000	0.000	Merged-chr1-178218511-16
NR10783--MA0002.2.RUNX1	chr9	92274608	92274618	+	0.000	0.000	Merged-chr9-92274591-56
NR3367--MA0002.2.RUNX1	chr14	20168672	20168682	+	0.000	0.000	Merged-chr14-20168649-33
NR9135--MA0002.2.RUNX1	chr6	142823173	142823183	-	0.000	0.000	Merged-chr6-142823375-40
NR5718--MA0684.1.RUNX3	chr19	60681736	60681745	+	0.000	0.000	Merged-chr19-60681647-27
NR2970--MA0002.2.RUNX1	chr13	63141462	63141472	+	0.000	0.000	Merged-chr13-63141358-58
NR3432--MA0511.2.RUNX2	chr14	36316927	36316935	+	0.000	0.000	Merged-chr14-36316941-55
NR10739--MA0684.1.RUNX3	chr9	85671751	85671760	-	0.000	0.000	Merged-chr9-85671881-60
NR3585--MA0002.2.RUNX1	chr14	67818319	67818329	-	0.000	0.000	Merged-chr14-67818328-11
NR10177--MA0002.2.RUNX1	chr8	107360743	107360753	+	0.000	0.000	Merged-chr8-107360738-8
NR10404--MA0511.2.RUNX2	chr9	15526095	15526103	+	0.000	0.000	Merged-chr9-15526156-7
NR1163--MA0684.1.RUNX3	chr10	77478380	77478389	-	0.000	0.000	Merged-chr10-77478359-10
NR9210--MA0002.2.RUNX1	chr6	146813235	146813245	+	0.000	0.000	Merged-chr6-146813295-20
NR8850--MA0511.2.RUNX2	chr6	108630934	108630942	-	0.000	0.000	Merged-chr6-108631007-44
NR7010--MA0511.2.RUNX2	chr3	135662560	135662568	+	0.000	0.000	Merged-chr3-135662466-47
NR10434--MA0684.1.RUNX3	chr9	32394804	32394813	-	0.000	0.000	Merged-chr9-32394945-22
NR9610--MA0684.1.RUNX3	chr7	110824212	110824221	+	0.000	0.000	Merged-chr7-110824322-44
NR9134--MA0684.1.RUNX3	chr6	142752679	142752688	+	0.000	0.000	Merged-chr6-142752635-30
NR11145--MA0684.1.RUNX3	chrX	100476580	100476589	-	0.000	0.000	Merged-chrX-100476611-55
NR7183--MA0684.1.RUNX3	chr3	157803537	157803546	-	0.000	0.000	Merged-chr3-157803404-34
NR10020--MA0684.1.RUNX3	chr8	57417018	57417027	-	0.000	0.000	Merged-chr8-57416909-32
NR1814--MA0684.1.RUNX3	chr11	68498871	68498880	-	0.000	0.000	Merged-chr11-68499042-49
NR6452--MA0002.2.RUNX1	chr2	166665835	166665845	-	0.000	0.000	Merged-chr2-166665700-84
NR9657--MA0684.1.RUNX3	chr7	115734329	115734338	+	0.000	0.000	Merged-chr7-115734410-28
NR5648--MA0511.2.RUNX2	chr19	53407588	53407596	+	0.000	0.000	Merged-chr19-53407600-23
NR6389--MA0684.1.RUNX3	chr2	158105844	158105853	-	0.000	0.000	Merged-chr2-158105775-9
NR5757--MA0511.2.RUNX2	chr2	11040240	11040248	+	0.000	0.000	Merged-chr2-11040200-20
NR10874--MA0511.2.RUNX2	chr9	108083386	108083394	-	0.000	0.000	Merged-chr9-108083224-47
NR2601--MA0002.2.RUNX1	chr12	108601018	108601028	+	0.000	0.000	Merged-chr12-108601181-28
NR2952--MA0511.2.RUNX2	chr13	55641101	55641109	+	0.000	0.000	Merged-chr13-55640933-22
NR10299--MA0002.2.RUNX1	chr8	123343096	123343106	+	0.000	0.000	Merged-chr8-123343096-7
NR11015--MA0684.1.RUNX3	chr9	123519405	123519414	+	0.000	0.000	Merged-chr9-123519487-45
NR503--MA0002.2.RUNX1	chr1	135268270	135268280	+	0.000	0.000	Merged-chr1-135268339-27
NR6574--MA0002.2.RUNX1	chr3	19240124	19240134	-	0.000	0.000	Merged-chr3-19240113-21
NR6801--MA0511.2.RUNX2	chr3	94916042	94916050	+	0.000	0.000	Merged-chr3-94916123-28
NR2614--MA0002.2.RUNX1	chr12	110825224	110825234	+	0.000	0.000	Merged-chr12-110825377-13
NR4751--MA0002.2.RUNX1	chr17	28015152	28015162	+	0.000	0.000	Merged-chr17-28015264-72
NR4817--MA0002.2.RUNX1	chr17	35742187	35742197	-	0.000	0.000	Merged-chr17-35741988-36
NR1026--MA0002.2.RUNX1	chr10	44429430	44429440	-	0.000	0.000	Merged-chr10-44429593-53
NR10569--MA0684.1.RUNX3	chr9	61630506	61630515	+	0.000	0.000	Merged-chr9-61630561-11
NR820--MA0511.2.RUNX2	chr1	184534678	184534686	+	0.000	0.000	Merged-chr1-184534660-49
NR5117--MA0511.2.RUNX2	chr18	14985726	14985734	-	0.000	0.000	Merged-chr18-14985821-9
NR3067--MA0002.2.RUNX1	chr13	90981480	90981490	+	0.000	0.000	Merged-chr13-90981461-11
NR4912--MA0684.1.RUNX3	chr17	57183080	57183089	-	0.000	0.000	Merged-chr17-57183114-28
NR10614--MA0511.2.RUNX2	chr9	69092612	69092620	-	0.000	0.000	Merged-chr9-69092509-18
NR7363--MA0511.2.RUNX2	chr4	63847311	63847319	-	0.000	0.000	Merged-chr4-63847263-40
NR1148--MA0002.2.RUNX1	chr10	75697171	75697181	-	0.000	0.000	Merged-chr10-75697186-22
NR5507--MA0002.2.RUNX1	chr19	24971529	24971539	+	0.000	0.000	Merged-chr19-24971475-35
NR6810--MA0684.1.RUNX3	chr3	95697805	95697814	+	0.000	0.000	Merged-chr3-95697809-14
NR7809--MA0511.2.RUNX2	chr5	8373581	8373589	+	0.000	0.000	Merged-chr5-8373673-6
NR2160--MA0002.2.RUNX1	chr11	119671399	119671409	+	0.000	0.000	Merged-chr11-119671227-50
NR5907--MA0684.1.RUNX3	chr2	52561263	52561272	+	0.000	0.000	Merged-chr2-52561333-21
NR3208--MA0002.2.RUNX1	chr13	104576341	104576351	+	0.000	0.000	Merged-chr13-104576446-28
NR9105--MA0684.1.RUNX3	chr6	137795425	137795434	+	0.000	0.000	Merged-chr6-137795480-24
NR9162--MA0002.2.RUNX1	chr6	144664941	144664951	-	0.000	0.000	Merged-chr6-144664964-20
NR7425--MA0684.1.RUNX3	chr4	89400559	89400568	-	0.000	0.000	Merged-chr4-89400416-12
NR3317--MA0002.2.RUNX1	chr13	119653361	119653371	-	0.000	0.000	Merged-chr13-119653292-20
NR7011--MA0684.1.RUNX3	chr3	135662560	135662569	+	0.000	0.000	Merged-chr3-135662466-47
NR7948--MA0684.1.RUNX3	chr5	37259132	37259141	+	0.000	0.000	Merged-chr5-37259222-30
NR10243--MA0684.1.RUNX3	chr8	117052669	117052678	-	0.000	0.000	Merged-chr8-117052612-3
NR6880--MA0002.2.RUNX1	chr3	108718344	108718354	-	0.000	0.000	Merged-chr3-108718262-42
NR4600--MA0002.2.RUNX1	chr16	94660405	94660415	+	0.000	0.000	Merged-chr16-94660460-20
NR4951--MA0511.2.RUNX2	chr17	71216503	71216511	-	0.000	0.000	Merged-chr17-71216494-9
NR6261--MA0002.2.RUNX1	chr2	132843590	132843600	+	0.000	0.000	Merged-chr2-132843527-2
NR4581--MA0002.2.RUNX1	chr16	92821940	92821950	+	0.000	0.000	Merged-chr16-92822005-45
NR9032--MA0002.2.RUNX1	chr6	130237896	130237906	-	0.000	0.000	Merged-chr6-130237898-58
NR9161--MA0684.1.RUNX3	chr6	144602993	144603002	+	0.000	0.000	Merged-chr6-144603024-14
NR8973--MA0684.1.RUNX3	chr6	124375733	124375742	+	0.000	0.000	Merged-chr6-124375670-49
NR5119--MA0002.2.RUNX1	chr18	14985712	14985722	+	0.000	0.000	Merged-chr18-14985821-9
NR1365--MA0684.1.RUNX3	chr10	116487538	116487547	+	0.000	0.000	Merged-chr10-116487356-53
NR9684--MA0684.1.RUNX3	chr7	118113648	118113657	+	0.000	0.000	Merged-chr7-118113743-35
NR10792--MA0511.2.RUNX2	chr9	94441585	94441593	+	0.000	0.000	Merged-chr9-94441414-62
NR4865--MA0002.2.RUNX1	chr17	50310589	50310599	-	0.000	0.000	Merged-chr17-50310494-22
NR5519--MA0684.1.RUNX3	chr19	27967981	27967990	+	0.000	0.000	Merged-chr19-27967760-35
NR7212--MA0511.2.RUNX2	chr4	11492629	11492637	-	0.000	0.000	Merged-chr4-11492586-1
NR455--MA0002.2.RUNX1	chr1	128570146	128570156	-	0.000	0.000	Merged-chr1-128570257-50
NR10759--MA0002.2.RUNX1	chr9	87025950	87025960	+	0.000	0.000	Merged-chr9-87025935-38
NR9045--MA0002.2.RUNX1	chr6	131276858	131276868	-	0.000	0.000	Merged-chr6-131276753-31
NR3948--MA0684.1.RUNX3	chr15	66507879	66507888	+	0.000	0.000	Merged-chr15-66508027-52
NR3--MA0511.2.RUNX2	chr1	6467288	6467296	-	0.000	0.000	Merged-chr1-6467226-38
NR10597--MA0002.2.RUNX1	chr9	65491674	65491684	-	0.000	0.000	Merged-chr9-65491594-16
NR8813--MA0511.2.RUNX2	chr6	99435255	99435263	+	0.000	0.000	Merged-chr6-99435291-39
NR3058--MA0684.1.RUNX3	chr13	89418967	89418976	+	0.000	0.000	Merged-chr13-89418895-21
NR4878--MA0002.2.RUNX1	chr17	51789392	51789402	-	0.000	0.000	Merged-chr17-51789354-14
NR8966--MA0002.2.RUNX1	chr6	122826642	122826652	+	0.000	0.000	Merged-chr6-122826486-57
NR5989--MA0684.1.RUNX3	chr2	69415321	69415330	+	0.000	0.000	Merged-chr2-69415236-25
NR2436--MA0002.2.RUNX1	chr12	86310024	86310034	+	0.000	0.000	Merged-chr12-86310059-67
NR2022--MA0002.2.RUNX1	chr11	100804662	100804672	-	0.000	0.000	Merged-chr11-100804708-41
NR4800--MA0511.2.RUNX2	chr17	34630399	34630407	-	0.000	0.000	Merged-chr17-34630470-19
NR10738--MA0002.2.RUNX1	chr9	85671750	85671760	+	0.000	0.000	Merged-chr9-85671881-60
NR990--MA0511.2.RUNX2	chr10	30716232	30716240	-	0.000	0.000	Merged-chr10-30716378-49
NR9838--MA0684.1.RUNX3	chr7	140981898	140981907	+	0.000	0.000	Merged-chr7-140982058-21
NR7887--MA0684.1.RUNX3	chr5	23637511	23637520	+	0.000	0.000	Merged-chr5-23637519-38
NR5607--MA0684.1.RUNX3	chr19	42149675	42149684	+	0.000	0.000	Merged-chr19-42149753-11
NR10453--MA0684.1.RUNX3	chr9	41153627	41153636	-	0.000	0.000	Merged-chr9-41153398-36
NR9276--MA0002.2.RUNX1	chr7	24407323	24407333	-	0.000	0.000	Merged-chr7-24407263-37
NR1214--MA0684.1.RUNX3	chr10	84897547	84897556	+	0.000	0.000	Merged-chr10-84897526-62
NR6851--MA0002.2.RUNX1	chr3	103091964	103091974	+	0.000	0.000	Merged-chr3-103091976-34
NR9037--MA0002.2.RUNX1	chr6	130312073	130312083	-	0.000	0.000	Merged-chr6-130312055-26
