#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.1_up.bed
NR13554--MA0039.3.KLF4	chr12	17511205	17511215	+	0.000	0.000	Merged-chr12-17511273-48
NR28890--MA0741.1.KLF16	chr17	52602274	52602284	+	0.000	0.000	Merged-chr17-52602412-35
NR12908--MA1107.1.KLF9	chr11	116688045	116688057	-	0.000	0.000	Merged-chr11-116688042-60
NR65125--MA1107.1.KLF9	chr8	122712183	122712195	-	0.000	0.000	Merged-chr8-122712057-14
NR27165--MA0039.3.KLF4	chr17	12715317	12715327	+	0.000	0.000	Merged-chr17-12715294-20
NR12903--MA0039.3.KLF4	chr11	116688045	116688055	-	0.000	0.000	Merged-chr11-116688042-60
NR63618--MA0599.1.KLF5	chr8	77376595	77376604	+	0.000	0.000	Merged-chr8-77376569-21
NR41161--MA0039.3.KLF4	chr3	84772128	84772138	-	0.000	0.000	Merged-chr3-84772067-31
NR29122--MA0493.1.Klf1	chr17	63405677	63405687	+	0.000	0.000	Merged-chr17-63405591-44
NR19423--MA0493.1.Klf1	chr14	12243814	12243824	+	0.000	0.000	Merged-chr14-12243878-61
NR4122--MA1107.1.KLF9	chr1	184573176	184573188	+	0.000	0.000	Merged-chr1-184573445-38
NR67037--MA0741.1.KLF16	chr9	69073443	69073453	-	0.000	0.000	Merged-chr9-69073494-25
NR17015--MA0493.1.Klf1	chr13	52800950	52800960	+	0.000	0.000	Merged-chr13-52800951-49
NR35904--MA0657.1.KLF13	chr2	60774633	60774650	-	0.000	0.000	Merged-chr2-60774747-55
NR34339--MA0741.1.KLF16	chr19	60182325	60182335	+	0.000	0.000	Merged-chr19-60182316-4
NR65116--MA0039.3.KLF4	chr8	122712169	122712179	-	0.000	0.000	Merged-chr8-122712057-14
NR29485--MA0493.1.Klf1	chr17	74865000	74865010	-	0.000	0.000	Merged-chr17-74864979-18
NR35907--MA0039.3.KLF4	chr2	60774637	60774647	-	0.000	0.000	Merged-chr2-60774747-55
NR19776--MA0039.3.KLF4	chr14	32716955	32716965	+	0.000	0.000	Merged-chr14-32716978-71
NR50103--MA0493.1.Klf1	chr5	89045089	89045099	+	0.000	0.000	Merged-chr5-89044916-44
NR66510--MA0741.1.KLF16	chr9	55283731	55283741	+	0.000	0.000	Merged-chr9-55283833-16
NR46030--MA0741.1.KLF16	chr4	108371565	108371575	-	0.000	0.000	Merged-chr4-108371608-19
NR37555--MA0493.1.Klf1	chr2	125791558	125791568	+	0.000	0.000	Merged-chr2-125791694-59
NR55333--MA0493.1.Klf1	chr6	108338393	108338403	-	0.000	0.000	Merged-chr6-108338556-41
NR29489--MA1107.1.KLF9	chr17	74865012	74865024	-	0.000	0.000	Merged-chr17-74864979-18
NR28805--MA0741.1.KLF16	chr17	50025422	50025432	+	0.000	0.000	Merged-chr17-50025514-42
NR29484--MA0039.3.KLF4	chr17	74865012	74865022	-	0.000	0.000	Merged-chr17-74864979-18
NR59128--MA1107.1.KLF9	chr7	49494867	49494879	-	0.000	0.000	Merged-chr7-49494921-17
NR34519--MA0599.1.KLF5	chr2	8871604	8871613	-	0.000	0.000	Merged-chr2-8871484-19
NR14033--MA0599.1.KLF5	chr12	52383120	52383129	-	0.000	0.000	Merged-chr12-52383146-23
NR15575--MA0599.1.KLF5	chr12	109446608	109446617	+	0.000	0.000	Merged-chr12-109446341-43
NR10331--MA0493.1.Klf1	chr11	66961629	66961639	+	0.000	0.000	Merged-chr11-66961666-9
NR39058--MA0039.3.KLF4	chr2	163603908	163603918	+	0.000	0.000	Merged-chr2-163604093-28
NR60593--MA0741.1.KLF16	chr7	110796447	110796457	-	0.000	0.000	Merged-chr7-110796429-1
NR14043--MA0741.1.KLF16	chr12	52383145	52383155	-	0.000	0.000	Merged-chr12-52383146-23
NR65175--MA1107.1.KLF9	chr8	123163083	123163095	+	0.000	0.000	Merged-chr8-123163099-40
NR879--MA1107.1.KLF9	chr1	60017018	60017030	+	0.000	0.000	Merged-chr1-60017133-4
NR49448--MA0740.1.KLF14	chr5	53605579	53605592	-	0.000	0.000	Merged-chr5-53605625-25
NR11523--MA0039.3.KLF4	chr11	93995234	93995244	-	0.000	0.000	Merged-chr11-93995310-5
NR53744--MA1107.1.KLF9	chr6	33683797	33683809	-	0.000	0.000	Merged-chr6-33683719-46
NR49564--MA0493.1.Klf1	chr5	64990218	64990228	-	0.000	0.000	Merged-chr5-64990076-28
NR68879--MA1107.1.KLF9	chr9	116243760	116243772	-	0.000	0.000	Merged-chr9-116243832-57
NR43579--MA0039.3.KLF4	chr3	148419632	148419642	-	0.000	0.000	Merged-chr3-148419698-33
NR35715--MA0039.3.KLF4	chr2	53051379	53051389	-	0.000	0.000	Merged-chr2-53051556-37
NR11452--MA1107.1.KLF9	chr11	90257459	90257471	+	0.000	0.000	Merged-chr11-90257307-51
NR14029--MA0599.1.KLF5	chr12	52383032	52383041	+	0.000	0.000	Merged-chr12-52383146-23
NR52632--MA0740.1.KLF14	chr5	141241508	141241521	-	0.000	0.000	Merged-chr5-141241462-54
NR37107--MA0039.3.KLF4	chr2	114153383	114153393	-	0.000	0.000	Merged-chr2-114153480-37
NR65987--MA0599.1.KLF5	chr9	32740970	32740979	+	0.000	0.000	Merged-chr9-32741073-58
NR57232--MA0599.1.KLF5	chr6	146080242	146080251	+	0.000	0.000	Merged-chr6-146080250-19
NR9623--MA0599.1.KLF5	chr11	46462215	46462224	-	0.000	0.000	Merged-chr11-46462115-37
NR29736--MA1107.1.KLF9	chr17	83158740	83158752	+	0.000	0.000	Merged-chr17-83158899-1
NR38788--MA0039.3.KLF4	chr2	158105824	158105834	-	0.000	0.000	Merged-chr2-158105775-9
NR59948--MA1107.1.KLF9	chr7	92420557	92420569	-	0.000	0.000	Merged-chr7-92420666-38
NR14046--MA1107.1.KLF9	chr12	52383146	52383158	-	0.000	0.000	Merged-chr12-52383146-23
NR9192--MA1107.1.KLF9	chr11	11519489	11519501	+	0.000	0.000	Merged-chr11-11519616-36
NR55827--MA0599.1.KLF5	chr6	120206738	120206747	+	0.000	0.000	Merged-chr6-120206801-39
NR13968--MA1107.1.KLF9	chr12	40536189	40536201	+	0.000	0.000	Merged-chr12-40536190-67
NR49449--MA0657.1.KLF13	chr5	53605576	53605593	-	0.000	0.000	Merged-chr5-53605625-25
NR35891--MA0493.1.Klf1	chr2	60375320	60375330	-	0.000	0.000	Merged-chr2-60375404-17
NR28682--MA1107.1.KLF9	chr17	47171165	47171177	-	0.000	0.000	Merged-chr17-47171280-54
NR38565--MA0740.1.KLF14	chr2	153292440	153292453	+	0.000	0.000	Merged-chr2-153292567-49
NR47999--MA0599.1.KLF5	chr4	150087352	150087361	-	0.000	0.000	Merged-chr4-150087480-81
NR8196--MA0039.3.KLF4	chr10	117651214	117651224	-	0.000	0.000	Merged-chr10-117651194-26
NR45362--MA0493.1.Klf1	chr4	82755889	82755899	+	0.000	0.000	Merged-chr4-82755852-39
NR13553--MA0599.1.KLF5	chr12	17511204	17511213	+	0.000	0.000	Merged-chr12-17511273-48
NR67186--MA0741.1.KLF16	chr9	72660394	72660404	+	0.000	0.000	Merged-chr9-72660303-37
NR12668--MA1107.1.KLF9	chr11	113537055	113537067	+	0.000	0.000	Merged-chr11-113536889-33
NR28889--MA0493.1.Klf1	chr17	52602273	52602283	+	0.000	0.000	Merged-chr17-52602412-35
NR50357--MA0741.1.KLF16	chr5	98167607	98167617	-	0.000	0.000	Merged-chr5-98167553-86
NR10054--MA1107.1.KLF9	chr11	58290595	58290607	+	0.000	0.000	Merged-chr11-58290425-28
NR67836--MA0599.1.KLF5	chr9	92274696	92274705	-	0.000	0.000	Merged-chr9-92274591-56
NR34497--MA0742.1.Klf12	chr2	7254629	7254643	-	0.000	0.000	Merged-chr2-7254714-17
NR27164--MA0599.1.KLF5	chr17	12715316	12715325	+	0.000	0.000	Merged-chr17-12715294-20
NR12902--MA0599.1.KLF5	chr11	116688053	116688062	-	0.000	0.000	Merged-chr11-116688042-60
NR57225--MA0742.1.Klf12	chr6	145992967	145992981	+	0.000	0.000	Merged-chr6-145993129-56
NR41160--MA0599.1.KLF5	chr3	84772130	84772139	-	0.000	0.000	Merged-chr3-84772067-31
NR51713--MA1107.1.KLF9	chr5	129190327	129190339	+	0.000	0.000	Merged-chr5-129190300-30
NR16007--MA1107.1.KLF9	chr12	117553354	117553366	-	0.000	0.000	Merged-chr12-117553468-60
NR61734--MA0039.3.KLF4	chr7	137476771	137476781	+	0.000	0.000	Merged-chr7-137476773-22
NR16849--MA0741.1.KLF16	chr13	45885146	45885156	+	0.000	0.000	Merged-chr13-45885080-29
NR60592--MA0599.1.KLF5	chr7	110796453	110796462	-	0.000	0.000	Merged-chr7-110796429-1
NR60215--MA1107.1.KLF9	chr7	100700068	100700080	-	0.000	0.000	Merged-chr7-100699955-31
NR25632--MA0039.3.KLF4	chr16	45261509	45261519	+	0.000	0.000	Merged-chr16-45261551-46
NR37846--MA0740.1.KLF14	chr2	132669325	132669338	+	0.000	0.000	Merged-chr2-132669439-31
NR36211--MA1107.1.KLF9	chr2	72170844	72170856	-	0.000	0.000	Merged-chr2-72170854-84
NR8318--MA1107.1.KLF9	chr10	118633633	118633645	+	0.000	0.000	Merged-chr10-118633664-46
NR62740--MA0493.1.Klf1	chr8	34651918	34651928	-	0.000	0.000	Merged-chr8-34651925-47
NR36896--MA1107.1.KLF9	chr2	104172840	104172852	-	0.000	0.000	Merged-chr2-104172938-49
NR62847--MA1107.1.KLF9	chr8	40963170	40963182	-	0.000	0.000	Merged-chr8-40963134-88
NR31439--MA0599.1.KLF5	chr18	67212685	67212694	+	0.000	0.000	Merged-chr18-67212775-57
NR53263--MA0599.1.KLF5	chr5	150840383	150840392	+	0.000	0.000	Merged-chr5-150840546-64
NR7358--MA1107.1.KLF9	chr10	89765927	89765939	-	0.000	0.000	Merged-chr10-89765992-47
NR70175--MA0599.1.KLF5	chrX	113298101	113298110	+	0.000	0.000	Merged-chrX-113298172-75
NR35906--MA0599.1.KLF5	chr2	60774639	60774648	-	0.000	0.000	Merged-chr2-60774747-55
NR19775--MA0599.1.KLF5	chr14	32716954	32716963	+	0.000	0.000	Merged-chr14-32716978-71
NR45752--MA0741.1.KLF16	chr4	101217266	101217276	-	0.000	0.000	Merged-chr4-101217167-64
NR46028--MA0599.1.KLF5	chr4	108371566	108371575	-	0.000	0.000	Merged-chr4-108371608-19
NR55340--MA0741.1.KLF16	chr6	108448396	108448406	+	0.000	0.000	Merged-chr6-108448378-58
NR21739--MA1107.1.KLF9	chr14	120313644	120313656	+	0.000	0.000	Merged-chr14-120313531-118
NR57245--MA0039.3.KLF4	chr6	146271369	146271379	+	0.000	0.000	Merged-chr6-146271470-40
NR874--MA0742.1.Klf12	chr1	60017018	60017032	+	0.000	0.000	Merged-chr1-60017133-4
NR5644--MA1107.1.KLF9	chr10	42699262	42699274	+	0.000	0.000	Merged-chr10-42699170-35
NR15817--MA0039.3.KLF4	chr12	112699402	112699412	+	0.000	0.000	Merged-chr12-112699364-12
NR29483--MA0599.1.KLF5	chr17	74865014	74865023	-	0.000	0.000	Merged-chr17-74864979-18
NR15747--MA0599.1.KLF5	chr12	111914281	111914290	-	0.000	0.000	Merged-chr12-111914227-24
NR64753--MA0741.1.KLF16	chr8	116645534	116645544	-	0.000	0.000	Merged-chr8-116645599-31
NR23419--MA0741.1.KLF16	chr15	80192525	80192535	+	0.000	0.000	Merged-chr15-80192413-58
NR45259--MA0039.3.KLF4	chr4	63636225	63636235	-	0.000	0.000	Merged-chr4-63636346-15
NR19617--MA0039.3.KLF4	chr14	25768329	25768339	+	0.000	0.000	Merged-chr14-25768243-1
NR67093--MA0740.1.KLF14	chr9	70484978	70484991	+	0.000	0.000	Merged-chr9-70485119-27
NR621--MA1107.1.KLF9	chr1	43880615	43880627	-	0.000	0.000	Merged-chr1-43880599-41
NR62843--MA0742.1.Klf12	chr8	40963168	40963182	-	0.000	0.000	Merged-chr8-40963134-88
NR63531--MA0599.1.KLF5	chr8	72285418	72285427	+	0.000	0.000	Merged-chr8-72285397-19
NR878--MA0741.1.KLF16	chr1	60017019	60017029	+	0.000	0.000	Merged-chr1-60017133-4
NR31165--MA0741.1.KLF16	chr18	60625570	60625580	-	0.000	0.000	Merged-chr18-60625535-13
NR37847--MA0657.1.KLF13	chr2	132669324	132669341	+	0.000	0.000	Merged-chr2-132669439-31
NR43578--MA0599.1.KLF5	chr3	148419634	148419643	-	0.000	0.000	Merged-chr3-148419698-33
NR8200--MA0741.1.KLF16	chr10	117660138	117660148	-	0.000	0.000	Merged-chr10-117659981-30
NR67424--MA1107.1.KLF9	chr9	80313843	80313855	-	0.000	0.000	Merged-chr9-80313733-27
NR31449--MA0741.1.KLF16	chr18	67255713	67255723	-	0.000	0.000	Merged-chr18-67255745-40
NR47378--MA0599.1.KLF5	chr4	139319888	139319897	+	0.000	0.000	Merged-chr4-139319909-27
NR4121--MA0493.1.Klf1	chr1	184573176	184573186	+	0.000	0.000	Merged-chr1-184573445-38
NR58153--MA0493.1.Klf1	chr7	24481950	24481960	+	0.000	0.000	Merged-chr7-24481860-36
NR66370--MA1107.1.KLF9	chr9	50414244	50414256	-	0.000	0.000	Merged-chr9-50414250-13
NR38769--MA0599.1.KLF5	chr2	157447413	157447422	+	0.000	0.000	Merged-chr2-157447566-79
NR55335--MA1107.1.KLF9	chr6	108338414	108338426	-	0.000	0.000	Merged-chr6-108338556-41
NR34987--MA0599.1.KLF5	chr2	27432662	27432671	+	0.000	0.000	Merged-chr2-27432813-10
NR65736--MA0742.1.Klf12	chr9	21419885	21419899	-	0.000	0.000	Merged-chr9-21419783-26
NR45542--MA1107.1.KLF9	chr4	89359537	89359549	-	0.000	0.000	Merged-chr4-89359690-21
NR58152--MA0039.3.KLF4	chr7	24481952	24481962	+	0.000	0.000	Merged-chr7-24481860-36
NR13141--MA0039.3.KLF4	chr11	119671196	119671206	-	0.000	0.000	Merged-chr11-119671227-50
NR35668--MA0742.1.Klf12	chr2	49846311	49846325	+	0.000	0.000	Merged-chr2-49846316-44
NR67094--MA0657.1.KLF13	chr9	70484977	70484994	+	0.000	0.000	Merged-chr9-70485119-27
NR10333--MA1107.1.KLF9	chr11	66961629	66961641	+	0.000	0.000	Merged-chr11-66961666-9
NR65164--MA1107.1.KLF9	chr8	123163061	123163073	+	0.000	0.000	Merged-chr8-123163099-40
NR16845--MA0039.3.KLF4	chr13	45885061	45885071	+	0.000	0.000	Merged-chr13-45885080-29
NR25211--MA0740.1.KLF14	chr16	24160873	24160886	+	0.000	0.000	Merged-chr16-24160756-32
NR6132--MA0741.1.KLF16	chr10	68445692	68445702	-	0.000	0.000	Merged-chr10-68445900-93
NR61459--MA0493.1.Klf1	chr7	130369645	130369655	+	0.000	0.000	Merged-chr7-130369779-7
NR49543--MA0039.3.KLF4	chr5	64651650	64651660	-	0.000	0.000	Merged-chr5-64651532-36
NR35905--MA0742.1.Klf12	chr2	60774635	60774649	-	0.000	0.000	Merged-chr2-60774747-55
NR55900--MA0493.1.Klf1	chr6	121110180	121110190	-	0.000	0.000	Merged-chr6-121110104-77
NR35849--MA0599.1.KLF5	chr2	59513733	59513742	-	0.000	0.000	Merged-chr2-59513816-12
NR8195--MA0599.1.KLF5	chr10	117651216	117651225	-	0.000	0.000	Merged-chr10-117651194-26
NR31166--MA1107.1.KLF9	chr18	60625567	60625579	-	0.000	0.000	Merged-chr18-60625535-13
NR62910--MA0742.1.Klf12	chr8	46654713	46654727	+	0.000	0.000	Merged-chr8-46654782-26
NR65146--MA0039.3.KLF4	chr8	122917784	122917794	+	0.000	0.000	Merged-chr8-122917932-59
NR7628--MA1107.1.KLF9	chr10	98745688	98745700	+	0.000	0.000	Merged-chr10-98745748-77
NR61465--MA0742.1.Klf12	chr7	130812682	130812696	-	0.000	0.000	Merged-chr7-130812664-20
NR45538--MA1107.1.KLF9	chr4	89359529	89359541	-	0.000	0.000	Merged-chr4-89359690-21
NR10357--MA0599.1.KLF5	chr11	67633844	67633853	-	0.000	0.000	Merged-chr11-67633953-18
NR22112--MA0742.1.Klf12	chr15	25692698	25692712	-	0.000	0.000	Merged-chr15-25692698-43
NR65169--MA1107.1.KLF9	chr8	123163071	123163083	+	0.000	0.000	Merged-chr8-123163099-40
NR11120--MA0599.1.KLF5	chr11	82205855	82205864	+	0.000	0.000	Merged-chr11-82205985-28
NR14036--MA0599.1.KLF5	chr12	52383137	52383146	-	0.000	0.000	Merged-chr12-52383146-23
NR8205--MA0741.1.KLF16	chr10	117660143	117660153	-	0.000	0.000	Merged-chr10-117659981-30
NR22768--MA0493.1.Klf1	chr15	59805063	59805073	-	0.000	0.000	Merged-chr15-59805045-21
NR46413--MA1107.1.KLF9	chr4	120288020	120288032	+	0.000	0.000	Merged-chr4-120287807-68
NR29828--MA1107.1.KLF9	chr17	84056506	84056518	-	0.000	0.000	Merged-chr17-84056540-29
NR27163--MA0742.1.Klf12	chr17	12715315	12715329	+	0.000	0.000	Merged-chr17-12715294-20
NR65742--MA1107.1.KLF9	chr9	21419887	21419899	-	0.000	0.000	Merged-chr9-21419783-26
NR64670--MA1107.1.KLF9	chr8	114888552	114888564	-	0.000	0.000	Merged-chr8-114888790-56
NR42413--MA0599.1.KLF5	chr3	121570967	121570976	-	0.000	0.000	Merged-chr3-121570822-16
NR53178--MA0039.3.KLF4	chr5	149647680	149647690	+	0.000	0.000	Merged-chr5-149647772-15
NR5633--MA0740.1.KLF14	chr10	42699280	42699293	+	0.000	0.000	Merged-chr10-42699170-35
NR14040--MA0493.1.Klf1	chr12	52383132	52383142	-	0.000	0.000	Merged-chr12-52383146-23
NR22116--MA0741.1.KLF16	chr15	25692701	25692711	-	0.000	0.000	Merged-chr15-25692698-43
NR6440--MA0740.1.KLF14	chr10	76962204	76962217	-	0.000	0.000	Merged-chr10-76962071-59
NR1205--MA0039.3.KLF4	chr1	74570563	74570573	+	0.000	0.000	Merged-chr1-74570528-25
NR49805--MA0599.1.KLF5	chr5	74260693	74260702	-	0.000	0.000	Merged-chr5-74260801-106
NR28680--MA1107.1.KLF9	chr17	47171161	47171173	-	0.000	0.000	Merged-chr17-47171280-54
NR60182--MA0741.1.KLF16	chr7	99834114	99834124	-	0.000	0.000	Merged-chr7-99833987-52
NR22446--MA0493.1.Klf1	chr15	38709602	38709612	+	0.000	0.000	Merged-chr15-38709565-1
NR10338--MA0741.1.KLF16	chr11	66961666	66961676	+	0.000	0.000	Merged-chr11-66961666-9
NR10271--MA1107.1.KLF9	chr11	62752440	62752452	+	0.000	0.000	Merged-chr11-62752620-69
NR52838--MA0742.1.Klf12	chr5	144358358	144358372	-	0.000	0.000	Merged-chr5-144358177-56
NR60214--MA0741.1.KLF16	chr7	100700069	100700079	-	0.000	0.000	Merged-chr7-100699955-31
NR2786--MA0742.1.Klf12	chr1	153380033	153380047	+	0.000	0.000	Merged-chr1-153380015-29
NR61457--MA0742.1.Klf12	chr7	130369645	130369659	+	0.000	0.000	Merged-chr7-130369779-7
NR49545--MA0741.1.KLF16	chr5	64651646	64651656	-	0.000	0.000	Merged-chr5-64651532-36
NR62842--MA0740.1.KLF14	chr8	40963169	40963182	-	0.000	0.000	Merged-chr8-40963134-88
NR57244--MA0599.1.KLF5	chr6	146271368	146271377	+	0.000	0.000	Merged-chr6-146271470-40
NR55901--MA0741.1.KLF16	chr6	121110158	121110168	-	0.000	0.000	Merged-chr6-121110104-77
NR28676--MA1107.1.KLF9	chr17	47171153	47171165	-	0.000	0.000	Merged-chr17-47171280-54
NR20501--MA0657.1.KLF13	chr14	61778878	61778895	-	0.000	0.000	Merged-chr14-61778850-45
NR493--MA1107.1.KLF9	chr1	39196989	39197001	-	0.000	0.000	Merged-chr1-39196974-45
NR42426--MA1107.1.KLF9	chr3	121723456	121723468	-	0.000	0.000	Merged-chr3-121723396-86
NR66525--MA0599.1.KLF5	chr9	56098022	56098031	+	0.000	0.000	Merged-chr9-56098023-21
NR55829--MA1107.1.KLF9	chr6	120206737	120206749	+	0.000	0.000	Merged-chr6-120206801-39
NR23223--MA0493.1.Klf1	chr15	77071686	77071696	-	0.000	0.000	Merged-chr15-77071598-27
NR2788--MA0039.3.KLF4	chr1	153380035	153380045	+	0.000	0.000	Merged-chr1-153380015-29
NR50039--MA0039.3.KLF4	chr5	86783217	86783227	+	0.000	0.000	Merged-chr5-86783243-43
NR69686--MA1107.1.KLF9	chrX	37142022	37142034	+	0.000	0.000	Merged-chrX-37141960-22
NR16821--MA0599.1.KLF5	chr13	44507199	44507208	+	0.000	0.000	Merged-chr13-44507226-54
NR24886--MA0742.1.Klf12	chr16	10814915	10814929	+	0.000	0.000	Merged-chr16-10815093-30
NR30125--MA0741.1.KLF16	chr17	88597599	88597609	+	0.000	0.000	Merged-chr17-88597413-65
NR15573--MA0741.1.KLF16	chr12	109446515	109446525	-	0.000	0.000	Merged-chr12-109446341-43
NR65331--MA1107.1.KLF9	chr8	125669919	125669931	-	0.000	0.000	Merged-chr8-125669948-44
NR36621--MA0741.1.KLF16	chr2	91835255	91835265	+	0.000	0.000	Merged-chr2-91835374-51
NR57226--MA0493.1.Klf1	chr6	145992967	145992977	+	0.000	0.000	Merged-chr6-145993129-56
NR11451--MA0741.1.KLF16	chr11	90257464	90257474	+	0.000	0.000	Merged-chr11-90257307-51
NR49808--MA0741.1.KLF16	chr5	74260692	74260702	-	0.000	0.000	Merged-chr5-74260801-106
NR31446--MA0599.1.KLF5	chr18	67255708	67255717	-	0.000	0.000	Merged-chr18-67255745-40
NR16006--MA0493.1.Klf1	chr12	117553356	117553366	-	0.000	0.000	Merged-chr12-117553468-60
NR159--MA0599.1.KLF5	chr1	20912783	20912792	-	0.000	0.000	Merged-chr1-20912686-65
NR57234--MA0039.3.KLF4	chr6	146081187	146081197	-	0.000	0.000	Merged-chr6-146081045-99
NR31445--MA1107.1.KLF9	chr18	67212690	67212702	+	0.000	0.000	Merged-chr18-67212775-57
NR60031--MA0599.1.KLF5	chr7	97042038	97042047	+	0.000	0.000	Merged-chr7-97042218-26
NR65121--MA1107.1.KLF9	chr8	122712175	122712187	-	0.000	0.000	Merged-chr8-122712057-14
NR10049--MA0493.1.Klf1	chr11	58283331	58283341	-	0.000	0.000	Merged-chr11-58283237-2
NR36895--MA0493.1.Klf1	chr2	104172842	104172852	-	0.000	0.000	Merged-chr2-104172938-49
NR58151--MA0599.1.KLF5	chr7	24481951	24481960	+	0.000	0.000	Merged-chr7-24481860-36
NR65136--MA0742.1.Klf12	chr8	122830610	122830624	-	0.000	0.000	Merged-chr8-122830523-28
NR30127--MA1107.1.KLF9	chr17	88597600	88597612	+	0.000	0.000	Merged-chr17-88597413-65
NR5639--MA0599.1.KLF5	chr10	42699281	42699290	+	0.000	0.000	Merged-chr10-42699170-35
NR55204--MA0599.1.KLF5	chr6	100581241	100581250	+	0.000	0.000	Merged-chr6-100581320-61
NR16844--MA0599.1.KLF5	chr13	45885060	45885069	+	0.000	0.000	Merged-chr13-45885080-29
NR6574--MA0742.1.Klf12	chr10	79417249	79417263	+	0.000	0.000	Merged-chr10-79417442-89
NR11225--MA0741.1.KLF16	chr11	85407803	85407813	+	0.000	0.000	Merged-chr11-85407928-27
NR2343--MA0742.1.Klf12	chr1	135766473	135766487	-	0.000	0.000	Merged-chr1-135766283-55
NR9797--MA0599.1.KLF5	chr11	52268708	52268717	+	0.000	0.000	Merged-chr11-52268561-57
NR22111--MA0740.1.KLF14	chr15	25692699	25692712	-	0.000	0.000	Merged-chr15-25692698-43
NR1763--MA0599.1.KLF5	chr1	106515650	106515659	+	0.000	0.000	Merged-chr1-106515798-55
NR49542--MA0599.1.KLF5	chr5	64651647	64651656	-	0.000	0.000	Merged-chr5-64651532-36
NR31222--MA0493.1.Klf1	chr18	61481723	61481733	+	0.000	0.000	Merged-chr18-61481826-14
NR25225--MA0599.1.KLF5	chr16	24508049	24508058	+	0.000	0.000	Merged-chr16-24508054-13
NR34500--MA1107.1.KLF9	chr2	7254631	7254643	-	0.000	0.000	Merged-chr2-7254714-17
NR61466--MA0599.1.KLF5	chr7	130812674	130812683	-	0.000	0.000	Merged-chr7-130812664-20
NR52839--MA0599.1.KLF5	chr5	144358362	144358371	-	0.000	0.000	Merged-chr5-144358177-56
NR12909--MA1107.1.KLF9	chr11	116688051	116688063	-	0.000	0.000	Merged-chr11-116688042-60
NR65145--MA0599.1.KLF5	chr8	122917783	122917792	+	0.000	0.000	Merged-chr8-122917932-59
NR12904--MA0039.3.KLF4	chr11	116688051	116688061	-	0.000	0.000	Merged-chr11-116688042-60
NR58156--MA0599.1.KLF5	chr7	24481986	24481995	-	0.000	0.000	Merged-chr7-24481860-36
NR47958--MA0741.1.KLF16	chr4	149664350	149664360	+	0.000	0.000	Merged-chr4-149664202-47
NR29329--MA0493.1.Klf1	chr17	70886880	70886890	-	0.000	0.000	Merged-chr17-70886838-34
NR34675--MA0741.1.KLF16	chr2	17597925	17597935	-	0.000	0.000	Merged-chr2-17597899-18
NR67096--MA0493.1.Klf1	chr9	70484978	70484988	+	0.000	0.000	Merged-chr9-70485119-27
NR66323--MA0039.3.KLF4	chr9	48447926	48447936	+	0.000	0.000	Merged-chr9-48448010-22
NR53177--MA0599.1.KLF5	chr5	149647679	149647688	+	0.000	0.000	Merged-chr5-149647772-15
NR44335--MA0599.1.KLF5	chr4	32425044	32425053	-	0.000	0.000	Merged-chr4-32425258-22
NR22882--MA0493.1.Klf1	chr15	64163724	64163734	-	0.000	0.000	Merged-chr15-64163684-42
NR55903--MA0599.1.KLF5	chr6	121210730	121210739	+	0.000	0.000	Merged-chr6-121210795-40
NR65171--MA1107.1.KLF9	chr8	123163075	123163087	+	0.000	0.000	Merged-chr8-123163099-40
NR47666--MA0741.1.KLF16	chr4	145342060	145342070	+	0.000	0.000	Merged-chr4-145342099-62
NR8203--MA0741.1.KLF16	chr10	117660141	117660151	-	0.000	0.000	Merged-chr10-117659981-30
NR37848--MA0742.1.Klf12	chr2	132669325	132669339	+	0.000	0.000	Merged-chr2-132669439-31
NR66137--MA0599.1.KLF5	chr9	42208802	42208811	+	0.000	0.000	Merged-chr9-42208688-2
NR35716--MA1107.1.KLF9	chr2	53051379	53051391	-	0.000	0.000	Merged-chr2-53051556-37
NR34672--MA0599.1.KLF5	chr2	17597916	17597925	-	0.000	0.000	Merged-chr2-17597899-18
NR8909--MA0493.1.Klf1	chr10	128940596	128940606	-	0.000	0.000	Merged-chr10-128940717-41
NR489--MA0742.1.Klf12	chr1	39196987	39197001	-	0.000	0.000	Merged-chr1-39196974-45
NR58146--MA0039.3.KLF4	chr7	24452281	24452291	-	0.000	0.000	Merged-chr7-24452185-33
NR38566--MA0599.1.KLF5	chr2	153292441	153292450	+	0.000	0.000	Merged-chr2-153292567-49
NR58724--MA1107.1.KLF9	chr7	35742593	35742605	-	0.000	0.000	Merged-chr7-35742502-39
NR14034--MA0599.1.KLF5	chr12	52383127	52383136	-	0.000	0.000	Merged-chr12-52383146-23
NR54485--MA0039.3.KLF4	chr6	71831704	71831714	-	0.000	0.000	Merged-chr6-71831897-1
NR3729--MA0599.1.KLF5	chr1	177455706	177455715	-	0.000	0.000	Merged-chr1-177455545-12
NR35850--MA0039.3.KLF4	chr2	59513731	59513741	-	0.000	0.000	Merged-chr2-59513816-12
