#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.1_up.bed
NR20981--MA1107.1.KLF9	chr14	73290096	73290108	-	0.000	0.000	Merged-chr14-73290096-39
NR15703--MA0599.1.KLF5	chr12	110506243	110506252	-	0.000	0.000	Merged-chr12-110506270-12
NR63855--MA0741.1.KLF16	chr7	143724046	143724056	-	0.000	0.000	Merged-chr7-143724096-15
NR95--MA0493.1.Klf1	chr1	13301832	13301842	+	0.000	0.000	Merged-chr1-13301807-39
NR42521--MA0741.1.KLF16	chr3	105704896	105704906	+	0.000	0.000	Merged-chr3-105704887-86
NR32497--MA0039.3.KLF4	chr18	80609769	80609779	+	0.000	0.000	Merged-chr18-80609939-56
NR24849--MA0493.1.Klf1	chr15	101388110	101388120	+	0.000	0.000	Merged-chr15-101388154-52
NR52913--MA0599.1.KLF5	chr5	129192020	129192029	+	0.000	0.000	Merged-chr5-129191899-21
NR52912--MA0742.1.Klf12	chr5	129192019	129192033	+	0.000	0.000	Merged-chr5-129191899-21
NR10275--MA1107.1.KLF9	chr11	55131118	55131130	+	0.000	0.000	Merged-chr11-55131266-10
NR23785--MA0741.1.KLF16	chr15	80192528	80192538	+	0.000	0.000	Merged-chr15-80192413-58
NR5861--MA0741.1.KLF16	chr10	44368933	44368943	-	0.000	0.000	Merged-chr10-44368737-26
NR48973--MA1107.1.KLF9	chr4	154105755	154105767	-	0.000	0.000	Merged-chr4-154105612-38
NR20980--MA0741.1.KLF16	chr14	73290097	73290107	-	0.000	0.000	Merged-chr14-73290096-39
NR35343--MA0599.1.KLF5	chr2	25549704	25549713	-	0.000	0.000	Merged-chr2-25549553-59
NR33644--MA0741.1.KLF16	chr19	31337340	31337350	-	0.000	0.000	Merged-chr19-31337298-1
NR31640--MA0039.3.KLF4	chr18	56374074	56374084	-	0.000	0.000	Merged-chr18-56374140-32
NR19399--MA1107.1.KLF9	chr14	20174200	20174212	-	0.000	0.000	Merged-chr14-20174041-54
NR69234--MA0599.1.KLF5	chr9	66158205	66158214	+	0.000	0.000	Merged-chr9-66158396-48
NR11576--MA0493.1.Klf1	chr11	88131941	88131951	+	0.000	0.000	Merged-chr11-88132051-21
NR11290--MA0599.1.KLF5	chr11	79132139	79132148	+	0.000	0.000	Merged-chr11-79132078-52
NR48968--MA0741.1.KLF16	chr4	154105712	154105722	-	0.000	0.000	Merged-chr4-154105612-38
NR20306--MA0742.1.Klf12	chr14	54061508	54061522	+	0.000	0.000	Merged-chr14-54061633-25
NR28108--MA0599.1.KLF5	chr17	25248217	25248226	+	0.000	0.000	Merged-chr17-25248347-49
NR39325--MA0039.3.KLF4	chr2	160471240	160471250	+	0.000	0.000	Merged-chr2-160471164-70
NR52916--MA0741.1.KLF16	chr5	129192020	129192030	+	0.000	0.000	Merged-chr5-129191899-21
NR30408--MA0741.1.KLF16	chr17	83654859	83654869	-	0.000	0.000	Merged-chr17-83654883-58
NR56851--MA0742.1.Klf12	chr6	108630897	108630911	+	0.000	0.000	Merged-chr6-108631007-44
NR72114--MA0742.1.Klf12	chrX	71474485	71474499	+	0.000	0.000	Merged-chrX-71474506-18
NR13676--MA0599.1.KLF5	chr12	21480430	21480439	+	0.000	0.000	Merged-chr12-21480312-60
NR69235--MA0741.1.KLF16	chr9	66158205	66158215	+	0.000	0.000	Merged-chr9-66158396-48
NR21168--MA0493.1.Klf1	chr14	78692261	78692271	-	0.000	0.000	Merged-chr14-78692214-30
NR10872--MA0599.1.KLF5	chr11	70597424	70597433	-	0.000	0.000	Merged-chr11-70597550-26
NR13675--MA0742.1.Klf12	chr12	21480429	21480443	+	0.000	0.000	Merged-chr12-21480312-60
NR33946--MA1107.1.KLF9	chr19	41597650	41597662	+	0.000	0.000	Merged-chr19-41597559-38
NR71232--MA0741.1.KLF16	chr9	118518953	118518963	-	0.000	0.000	Merged-chr9-118519152-31
NR28125--MA1107.1.KLF9	chr17	25583845	25583857	+	0.000	0.000	Merged-chr17-25583989-33
NR65527--MA0039.3.KLF4	chr8	72291267	72291277	-	0.000	0.000	Merged-chr8-72291225-23
NR34458--MA0039.3.KLF4	chr19	56756562	56756572	-	0.000	0.000	Merged-chr19-56756635-43
NR5864--MA0657.1.KLF13	chr10	44409978	44409995	+	0.000	0.000	Merged-chr10-44410043-43
NR26295--MA0493.1.Klf1	chr16	55735672	55735682	-	0.000	0.000	Merged-chr16-55735684-24
NR30480--MA0493.1.Klf1	chr17	84116652	84116662	-	0.000	0.000	Merged-chr17-84116630-65
NR29573--MA1107.1.KLF9	chr17	56913625	56913637	-	0.000	0.000	Merged-chr17-56913567-28
NR56855--MA0741.1.KLF16	chr6	108630898	108630908	+	0.000	0.000	Merged-chr6-108631007-44
NR18290--MA0741.1.KLF16	chr13	101540641	101540651	+	0.000	0.000	Merged-chr13-101540748-63
NR1077--MA0599.1.KLF5	chr1	69513669	69513678	+	0.000	0.000	Merged-chr1-69513618-39
NR62089--MA0599.1.KLF5	chr7	110796453	110796462	-	0.000	0.000	Merged-chr7-110796429-1
NR61096--MA0039.3.KLF4	chr7	79249795	79249805	-	0.000	0.000	Merged-chr7-79249720-34
NR8428--MA0493.1.Klf1	chr10	118419174	118419184	-	0.000	0.000	Merged-chr10-118419236-59
NR12394--MA0599.1.KLF5	chr11	104631541	104631550	-	0.000	0.000	Merged-chr11-104631492-24
NR66895--MA1107.1.KLF9	chr8	117052565	117052577	-	0.000	0.000	Merged-chr8-117052612-3
NR72115--MA0599.1.KLF5	chrX	71474486	71474495	+	0.000	0.000	Merged-chrX-71474506-18
NR4114--MA0599.1.KLF5	chr1	177008855	177008864	+	0.000	0.000	Merged-chr1-177008942-27
NR11294--MA1107.1.KLF9	chr11	79132166	79132178	+	0.000	0.000	Merged-chr11-79132078-52
NR58584--MA0493.1.Klf1	chr6	145256892	145256902	+	0.000	0.000	Merged-chr6-145256997-16
NR48326--MA0599.1.KLF5	chr4	140983709	140983718	-	0.000	0.000	Merged-chr4-140983649-41
NR4144--MA0742.1.Klf12	chr1	178182342	178182356	+	0.000	0.000	Merged-chr1-178182458-49
NR58249--MA0599.1.KLF5	chr6	140722427	140722436	+	0.000	0.000	Merged-chr6-140722560-90
NR56856--MA1107.1.KLF9	chr6	108630897	108630909	+	0.000	0.000	Merged-chr6-108631007-44
NR68193--MA1107.1.KLF9	chr9	32815712	32815724	-	0.000	0.000	Merged-chr9-32815663-32
NR20800--MA0599.1.KLF5	chr14	67912074	67912083	+	0.000	0.000	Merged-chr14-67911920-26
NR5865--MA0039.3.KLF4	chr10	44420274	44420284	+	0.000	0.000	Merged-chr10-44420150-34
NR10330--MA0741.1.KLF16	chr11	57952969	57952979	-	0.000	0.000	Merged-chr11-57952769-40
NR46048--MA0599.1.KLF5	chr4	83354992	83355001	+	0.000	0.000	Merged-chr4-83354968-34
NR31678--MA0493.1.Klf1	chr18	57249690	57249700	+	0.000	0.000	Merged-chr18-57249763-26
NR10518--MA1107.1.KLF9	chr11	61639552	61639564	+	0.000	0.000	Merged-chr11-61639314-57
NR16939--MA0741.1.KLF16	chr13	51776417	51776427	+	0.000	0.000	Merged-chr13-51776600-43
NR66911--MA0741.1.KLF16	chr8	117289163	117289173	-	0.000	0.000	Merged-chr8-117289266-15
NR41037--MA0493.1.Klf1	chr3	52732159	52732169	+	0.000	0.000	Merged-chr3-52732187-17
NR13473--MA0657.1.KLF13	chr12	8829881	8829898	-	0.000	0.000	Merged-chr12-8829730-25
NR28489--MA0493.1.Klf1	chr17	31077832	31077842	-	0.000	0.000	Merged-chr17-31077750-28
NR46714--MA1107.1.KLF9	chr4	108371564	108371576	-	0.000	0.000	Merged-chr4-108371608-19
NR59347--MA0741.1.KLF16	chr7	19790020	19790030	+	0.000	0.000	Merged-chr7-19790098-49
NR31925--MA0599.1.KLF5	chr18	65107251	65107260	+	0.000	0.000	Merged-chr18-65107334-45
NR31024--MA1107.1.KLF9	chr18	23828649	23828661	-	0.000	0.000	Merged-chr18-23828715-22
NR16623--MA1107.1.KLF9	chr13	38503553	38503565	+	0.000	0.000	Merged-chr13-38503650-43
NR26668--MA0599.1.KLF5	chr16	75921058	75921067	+	0.000	0.000	Merged-chr16-75921068-56
NR42518--MA0741.1.KLF16	chr3	105704893	105704903	+	0.000	0.000	Merged-chr3-105704887-86
NR35276--MA1107.1.KLF9	chr2	25170652	25170664	-	0.000	0.000	Merged-chr2-25170502-21
NR32208--MA1107.1.KLF9	chr18	73816983	73816995	+	0.000	0.000	Merged-chr18-73816843-39
NR1897--MA0599.1.KLF5	chr1	106515650	106515659	+	0.000	0.000	Merged-chr1-106515798-55
NR29265--MA1107.1.KLF9	chr17	47943098	47943110	+	0.000	0.000	Merged-chr17-47943297-31
NR54458--MA0493.1.Klf1	chr6	3536249	3536259	+	0.000	0.000	Merged-chr6-3536376-27
NR5858--MA0741.1.KLF16	chr10	44368930	44368940	-	0.000	0.000	Merged-chr10-44368737-26
NR10975--MA0741.1.KLF16	chr11	74547200	74547210	-	0.000	0.000	Merged-chr11-74547322-69
NR28399--MA1107.1.KLF9	chr17	29152729	29152741	-	0.000	0.000	Merged-chr17-29152803-18
NR61245--MA1107.1.KLF9	chr7	81075344	81075356	+	0.000	0.000	Merged-chr7-81075371-56
NR10327--MA0599.1.KLF5	chr11	57952970	57952979	-	0.000	0.000	Merged-chr11-57952769-40
NR63765--MA1107.1.KLF9	chr7	142354081	142354093	+	0.000	0.000	Merged-chr7-142354183-49
NR4842--MA0741.1.KLF16	chr1	191738896	191738906	-	0.000	0.000	Merged-chr1-191738954-40
NR7899--MA0741.1.KLF16	chr10	98776529	98776539	-	0.000	0.000	Merged-chr10-98776574-38
NR92--MA0742.1.Klf12	chr1	13301832	13301846	+	0.000	0.000	Merged-chr1-13301807-39
NR2507--MA1107.1.KLF9	chr1	133801265	133801277	-	0.000	0.000	Merged-chr1-133801271-79
NR33812--MA0741.1.KLF16	chr19	38746134	38746144	-	0.000	0.000	Merged-chr19-38746267-36
NR54256--MA0741.1.KLF16	chr5	148489495	148489505	-	0.000	0.000	Merged-chr5-148489625-52
NR69973--MA1107.1.KLF9	chr9	87026076	87026088	+	0.000	0.000	Merged-chr9-87025935-38
NR42289--MA0599.1.KLF5	chr3	101570912	101570921	+	0.000	0.000	Merged-chr3-101570775-35
NR44463--MA1107.1.KLF9	chr4	6925027	6925039	-	0.000	0.000	Merged-chr4-6924913-49
NR55509--MA0741.1.KLF16	chr6	54092919	54092929	+	0.000	0.000	Merged-chr6-54092801-44
NR24850--MA1107.1.KLF9	chr15	101388110	101388122	+	0.000	0.000	Merged-chr15-101388154-52
NR42478--MA0741.1.KLF16	chr3	104771698	104771708	-	0.000	0.000	Merged-chr3-104771571-48
NR32496--MA0599.1.KLF5	chr18	80609768	80609777	+	0.000	0.000	Merged-chr18-80609939-56
NR45855--MA0741.1.KLF16	chr4	63401085	63401095	+	0.000	0.000	Merged-chr4-63401068-56
NR13358--MA0039.3.KLF4	chr12	4065645	4065655	+	0.000	0.000	Merged-chr12-4065716-30
NR12502--MA0657.1.KLF13	chr11	106536354	106536371	+	0.000	0.000	Merged-chr11-106536245-61
NR46020--MA0657.1.KLF13	chr4	82755888	82755905	+	0.000	0.000	Merged-chr4-82755852-39
NR57723--MA0740.1.KLF14	chr6	128796573	128796586	-	0.000	0.000	Merged-chr6-128796510-47
NR8156--MA0493.1.Klf1	chr10	111031828	111031838	+	0.000	0.000	Merged-chr10-111031729-43
NR11547--MA0599.1.KLF5	chr11	87745142	87745151	-	0.000	0.000	Merged-chr11-87745119-47
NR62049--MA0740.1.KLF14	chr7	110203785	110203798	-	0.000	0.000	Merged-chr7-110203728-41
NR18907--MA0493.1.Klf1	chr13	117223259	117223269	+	0.000	0.000	Merged-chr13-117223399-24
NR46634--MA1107.1.KLF9	chr4	107006402	107006414	-	0.000	0.000	Merged-chr4-107006366-21
NR18612--MA0599.1.KLF5	chr13	108862404	108862413	+	0.000	0.000	Merged-chr13-108862166-40
NR56850--MA0740.1.KLF14	chr6	108630897	108630910	+	0.000	0.000	Merged-chr6-108631007-44
NR63859--MA0039.3.KLF4	chr7	143724084	143724094	+	0.000	0.000	Merged-chr7-143724096-15
NR119--MA0742.1.Klf12	chr1	13559532	13559546	-	0.000	0.000	Merged-chr1-13559747-54
NR22460--MA1107.1.KLF9	chr15	25884682	25884694	-	0.000	0.000	Merged-chr15-25884835-36
NR9166--MA0599.1.KLF5	chr11	4206008	4206017	-	0.000	0.000	Merged-chr11-4206247-48
NR48801--MA0493.1.Klf1	chr4	150894668	150894678	+	0.000	0.000	Merged-chr4-150894695-19
NR26108--MA1107.1.KLF9	chr16	44362189	44362201	+	0.000	0.000	Merged-chr16-44362356-45
NR39324--MA0599.1.KLF5	chr2	160471239	160471248	+	0.000	0.000	Merged-chr2-160471164-70
NR30791--MA0599.1.KLF5	chr18	4296001	4296010	+	0.000	0.000	Merged-chr18-4296046-21
NR50023--MA0493.1.Klf1	chr5	35176592	35176602	+	0.000	0.000	Merged-chr5-35176446-65
NR55064--MA0742.1.Klf12	chr6	38810071	38810085	+	0.000	0.000	Merged-chr6-38810070-95
NR63759--MA0740.1.KLF14	chr7	142354081	142354094	+	0.000	0.000	Merged-chr7-142354183-49
NR12504--MA0741.1.KLF16	chr11	106536356	106536366	+	0.000	0.000	Merged-chr11-106536245-61
NR37307--MA0741.1.KLF16	chr2	101762097	101762107	+	0.000	0.000	Merged-chr2-101762037-3
NR48479--MA0493.1.Klf1	chr4	144901710	144901720	+	0.000	0.000	Merged-chr4-144901724-37
NR44482--MA0493.1.Klf1	chr4	8834802	8834812	-	0.000	0.000	Merged-chr4-8834782-18
NR18299--MA0599.1.KLF5	chr13	101664209	101664218	+	0.000	0.000	Merged-chr13-101664276-40
NR58607--MA0741.1.KLF16	chr6	146081079	146081089	-	0.000	0.000	Merged-chr6-146081045-99
NR62090--MA0741.1.KLF16	chr7	110796447	110796457	-	0.000	0.000	Merged-chr7-110796429-1
NR26457--MA0039.3.KLF4	chr16	64800653	64800663	+	0.000	0.000	Merged-chr16-64800516-42
NR25954--MA0740.1.KLF14	chr16	36985751	36985764	-	0.000	0.000	Merged-chr16-36985776-57
NR55068--MA0741.1.KLF16	chr6	38810072	38810082	+	0.000	0.000	Merged-chr6-38810070-95
NR33817--MA0741.1.KLF16	chr19	38746191	38746201	-	0.000	0.000	Merged-chr19-38746267-36
NR29415--MA0599.1.KLF5	chr17	51814475	51814484	-	0.000	0.000	Merged-chr17-51814512-17
NR69656--MA1107.1.KLF9	chr9	78074219	78074231	+	0.000	0.000	Merged-chr9-78074095-46
NR47890--MA1107.1.KLF9	chr4	134734841	134734853	+	0.000	0.000	Merged-chr4-134734669-83
NR33815--MA0599.1.KLF5	chr19	38746192	38746201	-	0.000	0.000	Merged-chr19-38746267-36
NR57371--MA0599.1.KLF5	chr6	122533112	122533121	+	0.000	0.000	Merged-chr6-122533116-39
NR33492--MA0493.1.Klf1	chr19	21786047	21786057	-	0.000	0.000	Merged-chr19-21785964-7
NR58420--MA0493.1.Klf1	chr6	142862378	142862388	-	0.000	0.000	Merged-chr6-142862347-56
NR15391--MA1107.1.KLF9	chr12	105001113	105001125	+	0.000	0.000	Merged-chr12-105001185-43
NR53437--MA0599.1.KLF5	chr5	136953067	136953076	+	0.000	0.000	Merged-chr5-136953170-41
NR46322--MA0493.1.Klf1	chr4	95188385	95188395	-	0.000	0.000	Merged-chr4-95188222-47
NR1688--MA0741.1.KLF16	chr1	91825520	91825530	-	0.000	0.000	Merged-chr1-91825474-20
NR18178--MA0493.1.Klf1	chr13	98692033	98692043	-	0.000	0.000	Merged-chr13-98692096-35
NR22134--MA1107.1.KLF9	chr14	122187049	122187061	+	0.000	0.000	Merged-chr14-122187060-26
NR38198--MA0740.1.KLF14	chr2	128470705	128470718	-	0.000	0.000	Merged-chr2-128470524-44
NR48086--MA0599.1.KLF5	chr4	137603899	137603908	+	0.000	0.000	Merged-chr4-137603877-24
NR55510--MA0741.1.KLF16	chr6	54092923	54092933	+	0.000	0.000	Merged-chr6-54092801-44
NR33491--MA0039.3.KLF4	chr19	21786045	21786055	-	0.000	0.000	Merged-chr19-21785964-7
NR10274--MA0741.1.KLF16	chr11	55131119	55131129	+	0.000	0.000	Merged-chr11-55131266-10
NR42315--MA0742.1.Klf12	chr3	101748435	101748449	+	0.000	0.000	Merged-chr3-101748481-44
NR61689--MA0741.1.KLF16	chr7	99834114	99834124	-	0.000	0.000	Merged-chr7-99833987-52
NR42660--MA0039.3.KLF4	chr3	109133239	109133249	+	0.000	0.000	Merged-chr3-109133281-24
NR18876--MA1107.1.KLF9	chr13	114887433	114887445	-	0.000	0.000	Merged-chr13-114887526-35
NR34456--MA0740.1.KLF14	chr19	56756561	56756574	-	0.000	0.000	Merged-chr19-56756635-43
NR15127--MA0039.3.KLF4	chr12	94083600	94083610	+	0.000	0.000	Merged-chr12-94083592-14
NR50020--MA0740.1.KLF14	chr5	35176592	35176605	+	0.000	0.000	Merged-chr5-35176446-65
NR7817--MA0740.1.KLF14	chr10	94942957	94942970	+	0.000	0.000	Merged-chr10-94942923-6
NR66852--MA0039.3.KLF4	chr8	116645533	116645543	-	0.000	0.000	Merged-chr8-116645599-31
NR55513--MA1107.1.KLF9	chr6	54092922	54092934	+	0.000	0.000	Merged-chr6-54092801-44
NR39710--MA0599.1.KLF5	chr2	168492185	168492194	-	0.000	0.000	Merged-chr2-168492092-36
NR44108--MA0741.1.KLF16	chr3	152152188	152152198	+	0.000	0.000	Merged-chr3-152152191-31
NR743--MA0741.1.KLF16	chr1	52578326	52578336	+	0.000	0.000	Merged-chr1-52578518-39
NR23699--MA1107.1.KLF9	chr15	78835207	78835219	-	0.000	0.000	Merged-chr15-78835387-37
NR33647--MA0741.1.KLF16	chr19	31337343	31337353	-	0.000	0.000	Merged-chr19-31337298-1
NR71205--MA0039.3.KLF4	chr9	117896557	117896567	+	0.000	0.000	Merged-chr9-117896590-25
NR66893--MA1107.1.KLF9	chr8	117052561	117052573	-	0.000	0.000	Merged-chr8-117052612-3
NR2506--MA0741.1.KLF16	chr1	133801282	133801292	-	0.000	0.000	Merged-chr1-133801271-79
NR25797--MA0740.1.KLF14	chr16	32812976	32812989	-	0.000	0.000	Merged-chr16-32813091-39
NR47685--MA1107.1.KLF9	chr4	132749038	132749050	-	0.000	0.000	Merged-chr4-132748989-25
NR61202--MA1107.1.KLF9	chr7	80450046	80450058	+	0.000	0.000	Merged-chr7-80450087-44
NR50445--MA0741.1.KLF16	chr5	54111080	54111090	+	0.000	0.000	Merged-chr5-54110931-21
NR4788--MA0599.1.KLF5	chr1	191097833	191097842	+	0.000	0.000	Merged-chr1-191097986-4
NR51046--MA0039.3.KLF4	chr5	77167224	77167234	-	0.000	0.000	Merged-chr5-77167373-14
NR27018--MA0741.1.KLF16	chr16	91588232	91588242	+	0.000	0.000	Merged-chr16-91588038-25
NR15705--MA0039.3.KLF4	chr12	110506241	110506251	-	0.000	0.000	Merged-chr12-110506270-12
NR58586--MA1107.1.KLF9	chr6	145256892	145256904	+	0.000	0.000	Merged-chr6-145256997-16
NR61435--MA1107.1.KLF9	chr7	90355557	90355569	-	0.000	0.000	Merged-chr7-90355618-52
NR23118--MA0493.1.Klf1	chr15	60120108	60120118	-	0.000	0.000	Merged-chr15-60120172-38
NR53436--MA0740.1.KLF14	chr5	136953066	136953079	+	0.000	0.000	Merged-chr5-136953170-41
NR69027--MA0599.1.KLF5	chr9	60998295	60998304	-	0.000	0.000	Merged-chr9-60998373-9
NR33942--MA0740.1.KLF14	chr19	41597370	41597383	-	0.000	0.000	Merged-chr19-41597559-38
NR34265--MA0493.1.Klf1	chr19	53020410	53020420	-	0.000	0.000	Merged-chr19-53020270-32
NR26092--MA0493.1.Klf1	chr16	44337718	44337728	-	0.000	0.000	Merged-chr16-44337753-20
NR20314--MA0493.1.Klf1	chr14	54146702	54146712	+	0.000	0.000	Merged-chr14-54146707-32
NR3018--MA0599.1.KLF5	chr1	152084755	152084764	-	0.000	0.000	Merged-chr1-152084822-56
NR57263--MA0039.3.KLF4	chr6	120264383	120264393	-	0.000	0.000	Merged-chr6-120264409-18
NR43680--MA0742.1.Klf12	chr3	141778822	141778836	-	0.000	0.000	Merged-chr3-141778800-74
NR66889--MA1107.1.KLF9	chr8	117052553	117052565	-	0.000	0.000	Merged-chr8-117052612-3
NR11396--MA0493.1.Klf1	chr11	82214556	82214566	-	0.000	0.000	Merged-chr11-82214647-44
NR13357--MA0599.1.KLF5	chr12	4065644	4065653	+	0.000	0.000	Merged-chr12-4065716-30
NR56867--MA0742.1.Klf12	chr6	108665781	108665795	+	0.000	0.000	Merged-chr6-108665749-34
NR59346--MA0599.1.KLF5	chr7	19790020	19790029	+	0.000	0.000	Merged-chr7-19790098-49
NR55063--MA0740.1.KLF14	chr6	38810071	38810084	+	0.000	0.000	Merged-chr6-38810070-95
NR16043--MA0039.3.KLF4	chr12	118424068	118424078	-	0.000	0.000	Merged-chr12-118424167-25
NR16935--MA0493.1.Klf1	chr13	51748283	51748293	+	0.000	0.000	Merged-chr13-51748371-46
NR13469--MA0599.1.KLF5	chr12	8829818	8829827	-	0.000	0.000	Merged-chr12-8829730-25
NR63858--MA0599.1.KLF5	chr7	143724083	143724092	+	0.000	0.000	Merged-chr7-143724096-15
NR50646--MA0039.3.KLF4	chr5	64651650	64651660	-	0.000	0.000	Merged-chr5-64651532-36
NR45389--MA0039.3.KLF4	chr4	47251263	47251273	+	0.000	0.000	Merged-chr4-47251279-48
NR52741--MA1107.1.KLF9	chr5	125052282	125052294	+	0.000	0.000	Merged-chr5-125052528-23
NR41039--MA1107.1.KLF9	chr3	52732159	52732171	+	0.000	0.000	Merged-chr3-52732187-17
NR8448--MA0039.3.KLF4	chr10	118470797	118470807	-	0.000	0.000	Merged-chr10-118470709-40
NR54255--MA0599.1.KLF5	chr5	148489466	148489475	-	0.000	0.000	Merged-chr5-148489625-52
NR17339--MA0039.3.KLF4	chr13	63189528	63189538	-	0.000	0.000	Merged-chr13-63189715-33
NR17349--MA0493.1.Klf1	chr13	63189866	63189876	+	0.000	0.000	Merged-chr13-63189715-33
NR57927--MA0493.1.Klf1	chr6	134067259	134067269	-	0.000	0.000	Merged-chr6-134067446-111
NR68192--MA0493.1.Klf1	chr9	32815714	32815724	-	0.000	0.000	Merged-chr9-32815663-32
NR30478--MA0039.3.KLF4	chr17	84116639	84116649	-	0.000	0.000	Merged-chr17-84116630-65
NR23695--MA0740.1.KLF14	chr15	78835206	78835219	-	0.000	0.000	Merged-chr15-78835387-37
NR18224--MA0493.1.Klf1	chr13	99781082	99781092	-	0.000	0.000	Merged-chr13-99781144-21
NR46259--MA0742.1.Klf12	chr4	89044179	89044193	-	0.000	0.000	Merged-chr4-89044155-38
NR12395--MA0741.1.KLF16	chr11	104631540	104631550	-	0.000	0.000	Merged-chr11-104631492-24
NR56653--MA1107.1.KLF9	chr6	99435232	99435244	+	0.000	0.000	Merged-chr6-99435291-39
NR37464--MA0599.1.KLF5	chr2	104146166	104146175	+	0.000	0.000	Merged-chr2-104146200-22
NR29272--MA1107.1.KLF9	chr17	47943112	47943124	+	0.000	0.000	Merged-chr17-47943297-31
NR70525--MA0599.1.KLF5	chr9	104269540	104269549	+	0.000	0.000	Merged-chr9-104269530-16
NR20794--MA0740.1.KLF14	chr14	67886974	67886987	+	0.000	0.000	Merged-chr14-67887091-21
NR66910--MA0742.1.Klf12	chr8	117289160	117289174	-	0.000	0.000	Merged-chr8-117289266-15
NR5416--MA0039.3.KLF4	chr10	21975566	21975576	+	0.000	0.000	Merged-chr10-21975536-24
NR26456--MA0599.1.KLF5	chr16	64800652	64800661	+	0.000	0.000	Merged-chr16-64800516-42
NR20802--MA1107.1.KLF9	chr14	67912073	67912085	+	0.000	0.000	Merged-chr14-67911920-26
NR16622--MA0493.1.Klf1	chr13	38503553	38503563	+	0.000	0.000	Merged-chr13-38503650-43
NR16735--MA0740.1.KLF14	chr13	43250874	43250887	+	0.000	0.000	Merged-chr13-43250604-89
NR33463--MA0599.1.KLF5	chr19	20424215	20424224	-	0.000	0.000	Merged-chr19-20424322-22
NR10209--MA0599.1.KLF5	chr11	53810298	53810307	-	0.000	0.000	Merged-chr11-53810428-22
NR65840--MA1107.1.KLF9	chr8	84127452	84127464	-	0.000	0.000	Merged-chr8-84127420-70
NR42497--MA0493.1.Klf1	chr3	104796706	104796716	-	0.000	0.000	Merged-chr3-104796663-34
NR43922--MA1107.1.KLF9	chr3	148419632	148419644	-	0.000	0.000	Merged-chr3-148419698-33
NR50017--MA0599.1.KLF5	chr5	35176572	35176581	-	0.000	0.000	Merged-chr5-35176446-65
NR62101--MA0493.1.Klf1	chr7	110956798	110956808	+	0.000	0.000	Merged-chr7-110956692-58
NR58582--MA0742.1.Klf12	chr6	145256892	145256906	+	0.000	0.000	Merged-chr6-145256997-16
NR43152--MA1107.1.KLF9	chr3	127892091	127892103	-	0.000	0.000	Merged-chr3-127892051-37
NR56869--MA0493.1.Klf1	chr6	108665781	108665791	+	0.000	0.000	Merged-chr6-108665749-34
NR29268--MA1107.1.KLF9	chr17	47943104	47943116	+	0.000	0.000	Merged-chr17-47943297-31
NR31927--MA1107.1.KLF9	chr18	65107250	65107262	+	0.000	0.000	Merged-chr18-65107334-45
NR43271--MA0742.1.Klf12	chr3	131057377	131057391	-	0.000	0.000	Merged-chr3-131057396-52
NR69972--MA0493.1.Klf1	chr9	87026076	87026086	+	0.000	0.000	Merged-chr9-87025935-38
NR23660--MA1107.1.KLF9	chr15	78495159	78495171	+	0.000	0.000	Merged-chr15-78495177-43
NR4781--MA0740.1.KLF14	chr1	191097789	191097802	+	0.000	0.000	Merged-chr1-191097986-4
NR26218--MA1107.1.KLF9	chr16	49796919	49796931	+	0.000	0.000	Merged-chr16-49797153-43
NR43492--MA0039.3.KLF4	chr3	135675687	135675697	+	0.000	0.000	Merged-chr3-135675679-12
NR747--MA0039.3.KLF4	chr1	52578383	52578393	+	0.000	0.000	Merged-chr1-52578518-39
NR50025--MA1107.1.KLF9	chr5	35176592	35176604	+	0.000	0.000	Merged-chr5-35176446-65
NR26454--MA0657.1.KLF13	chr16	64800650	64800667	+	0.000	0.000	Merged-chr16-64800516-42
NR69971--MA0039.3.KLF4	chr9	87026078	87026088	+	0.000	0.000	Merged-chr9-87025935-38
NR4358--MA0039.3.KLF4	chr1	182383214	182383224	-	0.000	0.000	Merged-chr1-182383219-38
NR10270--MA0657.1.KLF13	chr11	55131117	55131134	+	0.000	0.000	Merged-chr11-55131266-10
NR39184--MA0741.1.KLF16	chr2	157424108	157424118	-	0.000	0.000	Merged-chr2-157424284-16
NR46319--MA0740.1.KLF14	chr4	95068312	95068325	+	0.000	0.000	Merged-chr4-95068269-28
NR26236--MA1107.1.KLF9	chr16	49982434	49982446	-	0.000	0.000	Merged-chr16-49982447-38
NR68968--MA0741.1.KLF16	chr9	58583282	58583292	-	0.000	0.000	Merged-chr9-58583464-18
NR63638--MA0039.3.KLF4	chr7	140999462	140999472	+	0.000	0.000	Merged-chr7-140999347-54
NR28123--MA0741.1.KLF16	chr17	25583846	25583856	+	0.000	0.000	Merged-chr17-25583989-33
NR67111--MA0039.3.KLF4	chr8	120701896	120701906	-	0.000	0.000	Merged-chr8-120702084-56
