#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval-0.1_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval-0.1_dn.bed
NR26851--MA0599.1.KLF5	chr17	33550436	33550445	+	0.000	0.000	Merged-chr17-33550477-13
NR2267--MA0741.1.KLF16	chr1	138180318	138180328	-	0.000	0.000	Merged-chr1-138180262-18
NR26963--MA0599.1.KLF5	chr17	34630422	34630431	-	0.000	0.000	Merged-chr17-34630470-19
NR47848--MA0039.3.KLF4	chr5	112239654	112239664	-	0.000	0.000	Merged-chr5-112239781-12
NR61167--MA0657.1.KLF13	chr8	121898635	121898652	-	0.000	0.000	Merged-chr8-121898554-47
NR1144--MA0493.1.Klf1	chr1	80389549	80389559	-	0.000	0.000	Merged-chr1-80389705-48
NR37630--MA1107.1.KLF9	chr2	180438405	180438417	-	0.000	0.000	Merged-chr2-180438318-9
NR65434--MA1107.1.KLF9	chr9	121682271	121682283	+	0.000	0.000	Merged-chr9-121682469-52
NR1719--MA0742.1.Klf12	chr1	120073814	120073828	-	0.000	0.000	Merged-chr1-120073802-51
NR1143--MA0039.3.KLF4	chr1	80389547	80389557	-	0.000	0.000	Merged-chr1-80389705-48
NR10720--MA0493.1.Klf1	chr11	88718619	88718629	-	0.000	0.000	Merged-chr11-88718407-109
NR43769--MA0741.1.KLF16	chr4	129621213	129621223	+	0.000	0.000	Merged-chr4-129621333-30
NR5088--MA0599.1.KLF5	chr10	42838839	42838848	-	0.000	0.000	Merged-chr10-42838902-52
NR5755--MA0599.1.KLF5	chr10	75320564	75320573	-	0.000	0.000	Merged-chr10-75320421-51
NR52587--MA0493.1.Klf1	chr6	119199125	119199135	+	0.000	0.000	Merged-chr6-119199024-52
NR6834--MA0657.1.KLF13	chr10	95193987	95194004	-	0.000	0.000	Merged-chr10-95194130-23
NR51039--MA0740.1.KLF14	chr6	48693967	48693980	-	0.000	0.000	Merged-chr6-48693973-35
NR59777--MA1107.1.KLF9	chr8	71668273	71668285	-	0.000	0.000	Merged-chr8-71668308-31
NR62213--MA0741.1.KLF16	chr9	32695948	32695958	+	0.000	0.000	Merged-chr9-32696080-66
NR31801--MA0741.1.KLF16	chr19	43809535	43809545	+	0.000	0.000	Merged-chr19-43809499-23
NR43324--MA1107.1.KLF9	chr4	120053608	120053620	-	0.000	0.000	Merged-chr4-120053646-59
NR45196--MA0599.1.KLF5	chr4	150894786	150894795	+	0.000	0.000	Merged-chr4-150894695-19
NR57495--MA0493.1.Klf1	chr7	127137854	127137864	+	0.000	0.000	Merged-chr7-127137762-54
NR14221--MA0599.1.KLF5	chr12	99942542	99942551	+	0.000	0.000	Merged-chr12-99942644-16
NR6836--MA0741.1.KLF16	chr10	95193992	95194002	-	0.000	0.000	Merged-chr10-95194130-23
NR1068--MA1107.1.KLF9	chr1	75213261	75213273	-	0.000	0.000	Merged-chr1-75213327-22
NR52870--MA0599.1.KLF5	chr6	127165834	127165843	+	0.000	0.000	Merged-chr6-127165836-16
NR12488--MA1107.1.KLF9	chr11	119083834	119083846	+	0.000	0.000	Merged-chr11-119083935-60
NR11063--MA0741.1.KLF16	chr11	97133379	97133389	+	0.000	0.000	Merged-chr11-97133494-13
NR60568--MA0493.1.Klf1	chr8	106007473	106007483	-	0.000	0.000	Merged-chr8-106007407-44
NR43768--MA0493.1.Klf1	chr4	129621212	129621222	+	0.000	0.000	Merged-chr4-129621333-30
NR58226--MA0039.3.KLF4	chr7	141270825	141270835	+	0.000	0.000	Merged-chr7-141270891-9
NR35917--MA1107.1.KLF9	chr2	144753669	144753681	-	0.000	0.000	Merged-chr2-144753678-53
NR60148--MA0599.1.KLF5	chr8	85026761	85026770	+	0.000	0.000	Merged-chr8-85026917-48
NR17182--MA0599.1.KLF5	chr13	95524227	95524236	+	0.000	0.000	Merged-chr13-95524264-2
NR49565--MA0599.1.KLF5	chr5	139377611	139377620	-	0.000	0.000	Merged-chr5-139377554-24
NR32904--MA0599.1.KLF5	chr2	25148132	25148141	+	0.000	0.000	Merged-chr2-25148103-14
NR3057--MA0599.1.KLF5	chr1	165691729	165691738	+	0.000	0.000	Merged-chr1-165691684-32
NR37649--MA0039.3.KLF4	chr2	180732238	180732248	-	0.000	0.000	Merged-chr2-180732168-28
NR22435--MA0599.1.KLF5	chr15	86058714	86058723	-	0.000	0.000	Merged-chr15-86058836-53
NR32899--MA0493.1.Klf1	chr2	25148073	25148083	+	0.000	0.000	Merged-chr2-25148103-14
NR3723--MA1107.1.KLF9	chr1	181228987	181228999	+	0.000	0.000	Merged-chr1-181229140-10
NR15558--MA0599.1.KLF5	chr13	23585925	23585934	-	0.000	0.000	Merged-chr13-23585683-100
NR8978--MA0741.1.KLF16	chr11	34782729	34782739	+	0.000	0.000	Merged-chr11-34782610-2
NR35406--MA0742.1.Klf12	chr2	127304896	127304910	+	0.000	0.000	Merged-chr2-127304764-20
NR52580--MA0599.1.KLF5	chr6	119199116	119199125	+	0.000	0.000	Merged-chr6-119199024-52
NR15575--MA1107.1.KLF9	chr13	23739619	23739631	-	0.000	0.000	Merged-chr13-23739426-131
NR58636--MA0599.1.KLF5	chr8	13703969	13703978	-	0.000	0.000	Merged-chr8-13703943-8
NR51449--MA1107.1.KLF9	chr6	70709686	70709698	-	0.000	0.000	Merged-chr6-70709572-48
NR28657--MA0599.1.KLF5	chr17	86969786	86969795	-	0.000	0.000	Merged-chr17-86969824-22
NR17774--MA0599.1.KLF5	chr13	109239466	109239475	+	0.000	0.000	Merged-chr13-109239401-35
NR61171--MA0493.1.Klf1	chr8	121898641	121898651	-	0.000	0.000	Merged-chr8-121898554-47
NR11011--MA0599.1.KLF5	chr11	96912747	96912756	-	0.000	0.000	Merged-chr11-96912869-14
NR45197--MA0741.1.KLF16	chr4	150894786	150894796	+	0.000	0.000	Merged-chr4-150894695-19
NR9991--MA0742.1.Klf12	chr11	70622581	70622595	-	0.000	0.000	Merged-chr11-70622499-26
NR11788--MA0741.1.KLF16	chr11	107444019	107444029	-	0.000	0.000	Merged-chr11-107443890-34
NR11374--MA0741.1.KLF16	chr11	101171559	101171569	-	0.000	0.000	Merged-chr11-101171521-37
NR64455--MA0599.1.KLF5	chr9	106312898	106312907	-	0.000	0.000	Merged-chr9-106313051-17
NR5841--MA1107.1.KLF9	chr10	77264473	77264485	+	0.000	0.000	Merged-chr10-77264465-20
NR51043--MA0741.1.KLF16	chr6	48693969	48693979	-	0.000	0.000	Merged-chr6-48693973-35
NR52593--MA1107.1.KLF9	chr6	119199106	119199118	+	0.000	0.000	Merged-chr6-119199024-52
NR1720--MA0599.1.KLF5	chr1	120073818	120073827	-	0.000	0.000	Merged-chr1-120073802-51
NR8977--MA0493.1.Klf1	chr11	34782728	34782738	+	0.000	0.000	Merged-chr11-34782610-2
NR19249--MA0741.1.KLF16	chr14	57769260	57769270	-	0.000	0.000	Merged-chr14-57769251-39
NR15469--MA0493.1.Klf1	chr13	17536549	17536559	+	0.000	0.000	Merged-chr13-17536592-6
NR26169--MA0599.1.KLF5	chr17	23748258	23748267	+	0.000	0.000	Merged-chr17-23748319-15
NR7555--MA0039.3.KLF4	chr10	117969967	117969977	-	0.000	0.000	Merged-chr10-117970017-9
NR52585--MA0493.1.Klf1	chr6	119199115	119199125	+	0.000	0.000	Merged-chr6-119199024-52
NR10722--MA1107.1.KLF9	chr11	88718617	88718629	-	0.000	0.000	Merged-chr11-88718407-109
NR52591--MA0741.1.KLF16	chr6	119199131	119199141	+	0.000	0.000	Merged-chr6-119199024-52
NR1510--MA0599.1.KLF5	chr1	97613887	97613896	+	0.000	0.000	Merged-chr1-97613912-17
NR51178--MA0599.1.KLF5	chr6	52962471	52962480	-	0.000	0.000	Merged-chr6-52962536-54
NR1512--MA0741.1.KLF16	chr1	97613887	97613897	+	0.000	0.000	Merged-chr1-97613912-17
NR11366--MA0741.1.KLF16	chr11	101082555	101082565	+	0.000	0.000	Merged-chr11-101082516-61
NR15572--MA0742.1.Klf12	chr13	23739617	23739631	-	0.000	0.000	Merged-chr13-23739426-131
NR10634--MA0599.1.KLF5	chr11	87808383	87808392	+	0.000	0.000	Merged-chr11-87808482-18
NR32893--MA0742.1.Klf12	chr2	25148073	25148087	+	0.000	0.000	Merged-chr2-25148103-14
NR37648--MA0599.1.KLF5	chr2	180732208	180732217	-	0.000	0.000	Merged-chr2-180732168-28
NR51089--MA0599.1.KLF5	chr6	50394125	50394134	-	0.000	0.000	Merged-chr6-50394261-50
NR2268--MA1107.1.KLF9	chr1	138180317	138180329	-	0.000	0.000	Merged-chr1-138180262-18
NR744--MA0599.1.KLF5	chr1	58392871	58392880	+	0.000	0.000	Merged-chr1-58392729-1
NR22400--MA1107.1.KLF9	chr15	85653827	85653839	-	0.000	0.000	Merged-chr15-85653877-74
NR30385--MA1107.1.KLF9	chr18	80178394	80178406	+	0.000	0.000	Merged-chr18-80178605-23
NR11706--MA0493.1.Klf1	chr11	106216894	106216904	+	0.000	0.000	Merged-chr11-106216790-91
NR1067--MA0493.1.Klf1	chr1	75213263	75213273	-	0.000	0.000	Merged-chr1-75213327-22
NR22177--MA0493.1.Klf1	chr15	81872354	81872364	+	0.000	0.000	Merged-chr15-81872198-88
NR43327--MA1107.1.KLF9	chr4	120053614	120053626	-	0.000	0.000	Merged-chr4-120053646-59
NR4345--MA1107.1.KLF9	chr1	193198496	193198508	+	0.000	0.000	Merged-chr1-193198474-9
NR56623--MA0493.1.Klf1	chr7	101466458	101466468	-	0.000	0.000	Merged-chr7-101466620-78
NR19699--MA0742.1.Klf12	chr14	75069086	75069100	+	0.000	0.000	Merged-chr14-75069229-133
NR9990--MA0740.1.KLF14	chr11	70622582	70622595	-	0.000	0.000	Merged-chr11-70622499-26
NR50666--MA0493.1.Klf1	chr6	30230375	30230385	-	0.000	0.000	Merged-chr6-30230479-12
NR24055--MA0657.1.KLF13	chr16	24238376	24238393	-	0.000	0.000	Merged-chr16-24238458-30
NR32901--MA1107.1.KLF9	chr2	25148073	25148085	+	0.000	0.000	Merged-chr2-25148103-14
NR5132--MA0599.1.KLF5	chr10	43998143	43998152	-	0.000	0.000	Merged-chr10-43998227-1
NR45632--MA0039.3.KLF4	chr5	5420286	5420296	+	0.000	0.000	Merged-chr5-5420247-39
NR1340--MA1107.1.KLF9	chr1	88267859	88267871	+	0.000	0.000	Merged-chr1-88267879-42
NR13018--MA0493.1.Klf1	chr12	25155530	25155540	-	0.000	0.000	Merged-chr12-25155613-40
NR3722--MA0493.1.Klf1	chr1	181228987	181228997	+	0.000	0.000	Merged-chr1-181229140-10
NR46750--MA0493.1.Klf1	chr5	65850929	65850939	-	0.000	0.000	Merged-chr5-65850971-35
NR52626--MA0039.3.KLF4	chr6	120264383	120264393	-	0.000	0.000	Merged-chr6-120264409-18
NR58835--MA0493.1.Klf1	chr8	25578494	25578504	-	0.000	0.000	Merged-chr8-25578502-39
NR38585--MA0740.1.KLF14	chr3	79181734	79181747	-	0.000	0.000	Merged-chr3-79181699-42
NR47853--MA1107.1.KLF9	chr5	112239654	112239666	-	0.000	0.000	Merged-chr5-112239781-12
NR61173--MA1107.1.KLF9	chr8	121898639	121898651	-	0.000	0.000	Merged-chr8-121898554-47
NR50290--MA1107.1.KLF9	chr5	149594190	149594202	+	0.000	0.000	Merged-chr5-149594297-11
NR43919--MA1107.1.KLF9	chr4	132775197	132775209	-	0.000	0.000	Merged-chr4-132775105-24
NR55923--MA1107.1.KLF9	chr7	67425608	67425620	+	0.000	0.000	Merged-chr7-67425669-21
NR46177--MA0741.1.KLF16	chr5	33520516	33520526	+	0.000	0.000	Merged-chr5-33520453-4
NR15574--MA0493.1.Klf1	chr13	23739621	23739631	-	0.000	0.000	Merged-chr13-23739426-131
NR38587--MA0599.1.KLF5	chr3	79181737	79181746	-	0.000	0.000	Merged-chr3-79181699-42
NR51041--MA0599.1.KLF5	chr6	48693970	48693979	-	0.000	0.000	Merged-chr6-48693973-35
NR7553--MA0740.1.KLF14	chr10	117925748	117925761	+	0.000	0.000	Merged-chr10-117925903-63
NR14621--MA0740.1.KLF14	chr12	107961261	107961274	+	0.000	0.000	Merged-chr12-107961222-28
NR31723--MA0493.1.Klf1	chr19	40665958	40665968	-	0.000	0.000	Merged-chr19-40666029-20
NR11363--MA0599.1.KLF5	chr11	101082555	101082564	+	0.000	0.000	Merged-chr11-101082516-61
NR1337--MA0493.1.Klf1	chr1	88267859	88267869	+	0.000	0.000	Merged-chr1-88267879-42
NR53864--MA0039.3.KLF4	chr6	145249540	145249550	-	0.000	0.000	Merged-chr6-145249454-6
NR8969--MA0742.1.Klf12	chr11	34782599	34782613	-	0.000	0.000	Merged-chr11-34782610-2
NR8979--MA1107.1.KLF9	chr11	34782728	34782740	+	0.000	0.000	Merged-chr11-34782610-2
NR5836--MA0599.1.KLF5	chr10	77264472	77264481	+	0.000	0.000	Merged-chr10-77264465-20
NR38586--MA0657.1.KLF13	chr3	79181731	79181748	-	0.000	0.000	Merged-chr3-79181699-42
NR9994--MA0599.1.KLF5	chr11	70622648	70622657	+	0.000	0.000	Merged-chr11-70622499-26
NR35407--MA0493.1.Klf1	chr2	127304896	127304906	+	0.000	0.000	Merged-chr2-127304764-20
NR11368--MA0599.1.KLF5	chr11	101171546	101171555	-	0.000	0.000	Merged-chr11-101171521-37
NR42409--MA1107.1.KLF9	chr4	59531339	59531351	-	0.000	0.000	Merged-chr4-59531324-24
NR47859--MA0493.1.Klf1	chr5	112239791	112239801	-	0.000	0.000	Merged-chr5-112239781-12
NR10717--MA0599.1.KLF5	chr11	88718619	88718628	-	0.000	0.000	Merged-chr11-88718407-109
NR904--MA0741.1.KLF16	chr1	66897062	66897072	+	0.000	0.000	Merged-chr1-66897217-4
NR5767--MA0741.1.KLF16	chr10	75536381	75536391	-	0.000	0.000	Merged-chr10-75536310-39
NR6828--MA0599.1.KLF5	chr10	95009039	95009048	+	0.000	0.000	Merged-chr10-95009173-43
NR52588--MA0493.1.Klf1	chr6	119199130	119199140	+	0.000	0.000	Merged-chr6-119199024-52
NR6519--MA0742.1.Klf12	chr10	83336546	83336560	-	0.000	0.000	Merged-chr10-83336542-10
NR14623--MA0039.3.KLF4	chr12	107961263	107961273	+	0.000	0.000	Merged-chr12-107961222-28
NR26852--MA0493.1.Klf1	chr17	33550435	33550445	+	0.000	0.000	Merged-chr17-33550477-13
NR47251--MA0599.1.KLF5	chr5	93136899	93136908	-	0.000	0.000	Merged-chr5-93137054-42
NR42406--MA0741.1.KLF16	chr4	59331051	59331061	+	0.000	0.000	Merged-chr4-59331068-10
NR58227--MA1107.1.KLF9	chr7	141270823	141270835	+	0.000	0.000	Merged-chr7-141270891-9
NR59778--MA1107.1.KLF9	chr8	71668275	71668287	-	0.000	0.000	Merged-chr8-71668308-31
NR45631--MA0599.1.KLF5	chr5	5420285	5420294	+	0.000	0.000	Merged-chr5-5420247-39
NR10633--MA0742.1.Klf12	chr11	87808382	87808396	+	0.000	0.000	Merged-chr11-87808482-18
NR22179--MA1107.1.KLF9	chr15	81872354	81872366	+	0.000	0.000	Merged-chr15-81872198-88
NR14629--MA0493.1.Klf1	chr12	107961289	107961299	+	0.000	0.000	Merged-chr12-107961222-28
NR52625--MA0599.1.KLF5	chr6	120264385	120264394	-	0.000	0.000	Merged-chr6-120264409-18
NR49561--MA0599.1.KLF5	chr5	139377553	139377562	-	0.000	0.000	Merged-chr5-139377554-24
NR47922--MA1107.1.KLF9	chr5	112311048	112311060	+	0.000	0.000	Merged-chr5-112310969-9
NR50888--MA0493.1.Klf1	chr6	42343613	42343623	-	0.000	0.000	Merged-chr6-42343728-43
NR43316--MA0039.3.KLF4	chr4	119947766	119947776	-	0.000	0.000	Merged-chr4-119947761-47
NR1127--MA0741.1.KLF16	chr1	78478154	78478164	-	0.000	0.000	Merged-chr1-78478073-15
NR24587--MA0039.3.KLF4	chr16	52470453	52470463	+	0.000	0.000	Merged-chr16-52470408-42
NR746--MA1107.1.KLF9	chr1	58392870	58392882	+	0.000	0.000	Merged-chr1-58392729-1
NR3719--MA0742.1.Klf12	chr1	181228987	181229001	+	0.000	0.000	Merged-chr1-181229140-10
NR7224--MA0740.1.KLF14	chr10	111571231	111571244	+	0.000	0.000	Merged-chr10-111571158-21
NR53863--MA0599.1.KLF5	chr6	145249542	145249551	-	0.000	0.000	Merged-chr6-145249454-6
NR31800--MA0039.3.KLF4	chr19	43809536	43809546	+	0.000	0.000	Merged-chr19-43809499-23
NR19250--MA1107.1.KLF9	chr14	57769259	57769271	-	0.000	0.000	Merged-chr14-57769251-39
NR32900--MA0493.1.Klf1	chr2	25148102	25148112	+	0.000	0.000	Merged-chr2-25148103-14
NR14351--MA0039.3.KLF4	chr12	102725373	102725383	+	0.000	0.000	Merged-chr12-102725313-9
NR28880--MA1107.1.KLF9	chr18	7869135	7869147	-	0.000	0.000	Merged-chr18-7869140-116
NR17183--MA0493.1.Klf1	chr13	95524226	95524236	+	0.000	0.000	Merged-chr13-95524264-2
NR11784--MA0741.1.KLF16	chr11	107444015	107444025	-	0.000	0.000	Merged-chr11-107443890-34
NR5835--MA0742.1.Klf12	chr10	77264471	77264485	+	0.000	0.000	Merged-chr10-77264465-20
NR11370--MA0741.1.KLF16	chr11	101171550	101171560	-	0.000	0.000	Merged-chr11-101171521-37
NR58837--MA1107.1.KLF9	chr8	25578492	25578504	-	0.000	0.000	Merged-chr8-25578502-39
NR8633--MA0599.1.KLF5	chr11	16987919	16987928	+	0.000	0.000	Merged-chr11-16987963-24
NR47860--MA1107.1.KLF9	chr5	112239780	112239792	-	0.000	0.000	Merged-chr5-112239781-12
NR52581--MA0599.1.KLF5	chr6	119199121	119199130	+	0.000	0.000	Merged-chr6-119199024-52
NR1228--MA0599.1.KLF5	chr1	85720716	85720725	+	0.000	0.000	Merged-chr1-85720773-26
NR14593--MA0039.3.KLF4	chr12	107139250	107139260	-	0.000	0.000	Merged-chr12-107139139-48
NR19559--MA0039.3.KLF4	chr14	69774963	69774973	-	0.000	0.000	Merged-chr14-69774788-96
NR17770--MA0741.1.KLF16	chr13	109239170	109239180	-	0.000	0.000	Merged-chr13-109239401-35
NR24938--MA0493.1.Klf1	chr16	78606460	78606470	+	0.000	0.000	Merged-chr16-78606501-17
NR1339--MA1107.1.KLF9	chr1	88267857	88267869	+	0.000	0.000	Merged-chr1-88267879-42
NR55922--MA0493.1.Klf1	chr7	67425608	67425618	+	0.000	0.000	Merged-chr7-67425669-21
NR47864--MA0741.1.KLF16	chr5	112242597	112242607	+	0.000	0.000	Merged-chr5-112242517-49
NR65774--MA0599.1.KLF5	chrX	13552351	13552360	-	0.000	0.000	Merged-chrX-13552455-23
NR19700--MA0741.1.KLF16	chr14	75069087	75069097	+	0.000	0.000	Merged-chr14-75069229-133
NR67164--MA0740.1.KLF14	chrY	90799067	90799080	-	0.000	0.000	Merged-chrY-90799205-23
NR67166--MA0599.1.KLF5	chrY	90799070	90799079	-	0.000	0.000	Merged-chrY-90799205-23
NR52594--MA1107.1.KLF9	chr6	119199130	119199142	+	0.000	0.000	Merged-chr6-119199024-52
NR58637--MA0493.1.Klf1	chr8	13703969	13703979	-	0.000	0.000	Merged-chr8-13703943-8
NR43770--MA1107.1.KLF9	chr4	129621212	129621224	+	0.000	0.000	Merged-chr4-129621333-30
NR11012--MA0493.1.Klf1	chr11	96912747	96912757	-	0.000	0.000	Merged-chr11-96912869-14
NR19312--MA0741.1.KLF16	chr14	60705240	60705250	+	0.000	0.000	Merged-chr14-60705209-36
NR42408--MA0493.1.Klf1	chr4	59531341	59531351	-	0.000	0.000	Merged-chr4-59531324-24
NR52586--MA0493.1.Klf1	chr6	119199120	119199130	+	0.000	0.000	Merged-chr6-119199024-52
NR38589--MA0039.3.KLF4	chr3	79237835	79237845	+	0.000	0.000	Merged-chr3-79237925-42
NR17993--MA0741.1.KLF16	chr13	113556698	113556708	+	0.000	0.000	Merged-chr13-113556743-10
NR51179--MA0599.1.KLF5	chr6	52962593	52962602	-	0.000	0.000	Merged-chr6-52962536-54
NR11062--MA0599.1.KLF5	chr11	97133385	97133394	+	0.000	0.000	Merged-chr11-97133494-13
NR67165--MA0657.1.KLF13	chrY	90799064	90799081	-	0.000	0.000	Merged-chrY-90799205-23
NR43315--MA0599.1.KLF5	chr4	119947768	119947777	-	0.000	0.000	Merged-chr4-119947761-47
NR8974--MA0740.1.KLF14	chr11	34782728	34782741	+	0.000	0.000	Merged-chr11-34782610-2
NR2919--MA0599.1.KLF5	chr1	162565217	162565226	+	0.000	0.000	Merged-chr1-162565187-22
NR64144--MA0741.1.KLF16	chr9	96754666	96754676	-	0.000	0.000	Merged-chr9-96754558-43
NR1721--MA0493.1.Klf1	chr1	120073818	120073828	-	0.000	0.000	Merged-chr1-120073802-51
NR907--MA0741.1.KLF16	chr1	66897065	66897075	+	0.000	0.000	Merged-chr1-66897217-4
NR31799--MA0599.1.KLF5	chr19	43809535	43809544	+	0.000	0.000	Merged-chr19-43809499-23
NR745--MA0741.1.KLF16	chr1	58392871	58392881	+	0.000	0.000	Merged-chr1-58392729-1
NR11790--MA0741.1.KLF16	chr11	107444021	107444031	-	0.000	0.000	Merged-chr11-107443890-34
NR3121--MA0039.3.KLF4	chr1	166429125	166429135	-	0.000	0.000	Merged-chr1-166429186-23
NR32894--MA0742.1.Klf12	chr2	25148102	25148116	+	0.000	0.000	Merged-chr2-25148103-14
NR4549--MA0741.1.KLF16	chr10	8370348	8370358	+	0.000	0.000	Merged-chr10-8370203-10
NR1511--MA0493.1.Klf1	chr1	97613886	97613896	+	0.000	0.000	Merged-chr1-97613912-17
NR4548--MA0493.1.Klf1	chr10	8370347	8370357	+	0.000	0.000	Merged-chr10-8370203-10
NR10719--MA0039.3.KLF4	chr11	88718617	88718627	-	0.000	0.000	Merged-chr11-88718407-109
NR10635--MA0493.1.Klf1	chr11	87808382	87808392	+	0.000	0.000	Merged-chr11-87808482-18
NR43328--MA1107.1.KLF9	chr4	120053616	120053628	-	0.000	0.000	Merged-chr4-120053646-59
NR19558--MA0599.1.KLF5	chr14	69774965	69774974	-	0.000	0.000	Merged-chr14-69774788-96
NR47921--MA0493.1.Klf1	chr5	112311048	112311058	+	0.000	0.000	Merged-chr5-112310969-9
NR6521--MA0039.3.KLF4	chr10	83336548	83336558	-	0.000	0.000	Merged-chr10-83336542-10
NR32897--MA0039.3.KLF4	chr2	25148075	25148085	+	0.000	0.000	Merged-chr2-25148103-14
NR47468--MA0039.3.KLF4	chr5	100872341	100872351	-	0.000	0.000	Merged-chr5-100872198-32
NR49563--MA1107.1.KLF9	chr5	139377551	139377563	-	0.000	0.000	Merged-chr5-139377554-24
NR32902--MA1107.1.KLF9	chr2	25148102	25148114	+	0.000	0.000	Merged-chr2-25148103-14
NR28875--MA0599.1.KLF5	chr18	7869123	7869132	-	0.000	0.000	Merged-chr18-7869140-116
NR41441--MA0599.1.KLF5	chr4	6444303	6444312	-	0.000	0.000	Merged-chr4-6444192-47
NR43317--MA0741.1.KLF16	chr4	119947767	119947777	-	0.000	0.000	Merged-chr4-119947761-47
NR32907--MA1107.1.KLF9	chr2	25148131	25148143	+	0.000	0.000	Merged-chr2-25148103-14
NR61081--MA0599.1.KLF5	chr8	120538815	120538824	+	0.000	0.000	Merged-chr8-120538784-40
NR15468--MA0599.1.KLF5	chr13	17536550	17536559	+	0.000	0.000	Merged-chr13-17536592-6
NR52577--MA0742.1.Klf12	chr6	119199104	119199118	+	0.000	0.000	Merged-chr6-119199024-52
NR50291--MA1107.1.KLF9	chr5	149594192	149594204	+	0.000	0.000	Merged-chr5-149594297-11
NR5133--MA0493.1.Klf1	chr10	43998143	43998153	-	0.000	0.000	Merged-chr10-43998227-1
NR10932--MA0599.1.KLF5	chr11	94998327	94998336	-	0.000	0.000	Merged-chr11-94998178-21
NR12855--MA0039.3.KLF4	chr12	16580528	16580538	-	0.000	0.000	Merged-chr12-16580677-15
NR38588--MA0599.1.KLF5	chr3	79237834	79237843	+	0.000	0.000	Merged-chr3-79237925-42
NR19701--MA1107.1.KLF9	chr14	75069086	75069098	+	0.000	0.000	Merged-chr14-75069229-133
NR11787--MA0741.1.KLF16	chr11	107444018	107444028	-	0.000	0.000	Merged-chr11-107443890-34
NR10933--MA0741.1.KLF16	chr11	94998326	94998336	-	0.000	0.000	Merged-chr11-94998178-21
NR17772--MA1107.1.KLF9	chr13	109239167	109239179	-	0.000	0.000	Merged-chr13-109239401-35
NR11373--MA0741.1.KLF16	chr11	101171558	101171568	-	0.000	0.000	Merged-chr11-101171521-37
NR17992--MA0493.1.Klf1	chr13	113556697	113556707	+	0.000	0.000	Merged-chr13-113556743-10
NR37064--MA0599.1.KLF5	chr2	168007363	168007372	+	0.000	0.000	Merged-chr2-168007422-8
NR49568--MA0741.1.KLF16	chr5	139377610	139377620	-	0.000	0.000	Merged-chr5-139377554-24
NR30383--MA0742.1.Klf12	chr18	80178394	80178408	+	0.000	0.000	Merged-chr18-80178605-23
NR47957--MA0039.3.KLF4	chr5	113621167	113621177	+	0.000	0.000	Merged-chr5-113621220-18
NR48631--MA1107.1.KLF9	chr5	124075986	124075998	-	0.000	0.000	Merged-chr5-124075936-23
NR36758--MA0599.1.KLF5	chr2	164913586	164913595	-	0.000	0.000	Merged-chr2-164913622-30
NR9995--MA0599.1.KLF5	chr11	70622674	70622683	+	0.000	0.000	Merged-chr11-70622499-26
NR8635--MA0039.3.KLF4	chr11	16997024	16997034	+	0.000	0.000	Merged-chr11-16997057-26
NR52590--MA0741.1.KLF16	chr6	119199107	119199117	+	0.000	0.000	Merged-chr6-119199024-52
NR11369--MA0599.1.KLF5	chr11	101171551	101171560	-	0.000	0.000	Merged-chr11-101171521-37
NR28879--MA0741.1.KLF16	chr18	7869136	7869146	-	0.000	0.000	Merged-chr18-7869140-116
NR51042--MA0493.1.Klf1	chr6	48693970	48693980	-	0.000	0.000	Merged-chr6-48693973-35
NR51177--MA0599.1.KLF5	chr6	52962441	52962450	-	0.000	0.000	Merged-chr6-52962536-54
NR36755--MA0740.1.KLF14	chr2	164913583	164913596	-	0.000	0.000	Merged-chr2-164913622-30
NR11365--MA0741.1.KLF16	chr11	101082550	101082560	+	0.000	0.000	Merged-chr11-101082516-61
NR10718--MA0599.1.KLF5	chr11	88718627	88718636	-	0.000	0.000	Merged-chr11-88718407-109
NR40715--MA0599.1.KLF5	chr3	142863497	142863506	-	0.000	0.000	Merged-chr3-142863489-16
NR42898--MA1107.1.KLF9	chr4	106970873	106970885	-	0.000	0.000	Merged-chr4-106970923-40
NR28469--MA0599.1.KLF5	chr17	84032432	84032441	+	0.000	0.000	Merged-chr17-84032623-33
NR14862--MA0493.1.Klf1	chr12	111855729	111855739	+	0.000	0.000	Merged-chr12-111855656-21
NR51557--MA0741.1.KLF16	chr6	72644737	72644747	+	0.000	0.000	Merged-chr6-72644677-18
NR37650--MA1107.1.KLF9	chr2	180732238	180732250	-	0.000	0.000	Merged-chr2-180732168-28
NR47855--MA0742.1.Klf12	chr5	112239787	112239801	-	0.000	0.000	Merged-chr5-112239781-12
NR12140--MA1107.1.KLF9	chr11	115603685	115603697	-	0.000	0.000	Merged-chr11-115603871-66
NR32672--MA0599.1.KLF5	chr2	12423706	12423715	+	0.000	0.000	Merged-chr2-12423867-9
