#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval-0.1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval-0.1_up.bed
NR40520--MA0493.1.Klf1	chr3	115758852	115758862	-	0.000	0.000	Merged-chr3-115758930-94
NR44871--MA0657.1.KLF13	chr4	129060100	129060117	-	0.000	0.000	Merged-chr4-129060075-18
NR52507--MA0599.1.KLF5	chr6	67339548	67339557	+	0.000	0.000	Merged-chr6-67339720-32
NR47652--MA0741.1.KLF16	chr5	53946899	53946909	+	0.000	0.000	Merged-chr5-53946981-13
NR37205--MA1107.1.KLF9	chr2	157147982	157147994	-	0.000	0.000	Merged-chr2-157147783-53
NR36161--MA0599.1.KLF5	chr2	128111917	128111926	+	0.000	0.000	Merged-chr2-128111932-19
NR9899--MA0493.1.Klf1	chr11	55131242	55131252	+	0.000	0.000	Merged-chr11-55131266-10
NR11613--MA0493.1.Klf1	chr11	97146172	97146182	+	0.000	0.000	Merged-chr11-97146058-3
NR62451--MA1107.1.KLF9	chr8	115232561	115232573	-	0.000	0.000	Merged-chr8-115232618-16
NR61767--MA0742.1.Klf12	chr8	88618725	88618739	-	0.000	0.000	Merged-chr8-88618877-30
NR52320--MA0742.1.Klf12	chr6	54925959	54925973	+	0.000	0.000	Merged-chr6-54926058-40
NR57718--MA1107.1.KLF9	chr7	98108945	98108957	+	0.000	0.000	Merged-chr7-98109106-60
NR25327--MA0493.1.Klf1	chr16	91588231	91588241	+	0.000	0.000	Merged-chr16-91588038-25
NR32149--MA0741.1.KLF16	chr19	42149819	42149829	+	0.000	0.000	Merged-chr19-42149753-11
NR41231--MA0741.1.KLF16	chr3	135440447	135440457	-	0.000	0.000	Merged-chr3-135440382-31
NR18593--MA0493.1.Klf1	chr14	12243814	12243824	+	0.000	0.000	Merged-chr14-12243878-61
NR49582--MA0599.1.KLF5	chr5	118478285	118478294	+	0.000	0.000	Merged-chr5-118478208-82
NR26869--MA0740.1.KLF14	chr17	31873456	31873469	-	0.000	0.000	Merged-chr17-31873313-29
NR16538--MA0741.1.KLF16	chr13	54073630	54073640	+	0.000	0.000	Merged-chr13-54073650-18
NR16809--MA0741.1.KLF16	chr13	63189568	63189578	-	0.000	0.000	Merged-chr13-63189715-33
NR21549--MA1107.1.KLF9	chr15	42983349	42983361	+	0.000	0.000	Merged-chr15-42983258-15
NR25326--MA0039.3.KLF4	chr16	91588233	91588243	+	0.000	0.000	Merged-chr16-91588038-25
NR52672--MA0741.1.KLF16	chr6	72957841	72957851	-	0.000	0.000	Merged-chr6-72957924-4
NR50787--MA0039.3.KLF4	chr5	140839010	140839020	+	0.000	0.000	Merged-chr5-140838792-15
NR21553--MA0039.3.KLF4	chr15	42983387	42983397	+	0.000	0.000	Merged-chr15-42983258-15
NR32151--MA0599.1.KLF5	chr19	42149847	42149856	+	0.000	0.000	Merged-chr19-42149753-11
NR48504--MA0741.1.KLF16	chr5	92967510	92967520	+	0.000	0.000	Merged-chr5-92967427-8
NR47962--MA0599.1.KLF5	chr5	72163343	72163352	+	0.000	0.000	Merged-chr5-72163190-22
NR48334--MA0039.3.KLF4	chr5	89045091	89045101	+	0.000	0.000	Merged-chr5-89044916-44
NR18915--MA1107.1.KLF9	chr14	30827010	30827022	-	0.000	0.000	Merged-chr14-30826905-18
NR56980--MA0740.1.KLF14	chr7	66233573	66233586	+	0.000	0.000	Merged-chr7-66233598-56
NR21595--MA0599.1.KLF5	chr15	51803265	51803274	-	0.000	0.000	Merged-chr15-51803142-36
NR57754--MA1107.1.KLF9	chr7	98797413	98797425	-	0.000	0.000	Merged-chr7-98797577-28
NR31656--MA0741.1.KLF16	chr19	21785262	21785272	+	0.000	0.000	Merged-chr19-21785424-37
NR13127--MA0741.1.KLF16	chr12	8829811	8829821	-	0.000	0.000	Merged-chr12-8829730-25
NR7621--MA0493.1.Klf1	chr10	107872813	107872823	+	0.000	0.000	Merged-chr10-107872809-21
NR33428--MA1107.1.KLF9	chr2	26312942	26312954	+	0.000	0.000	Merged-chr2-26313010-11
NR62447--MA1107.1.KLF9	chr8	115185723	115185735	+	0.000	0.000	Merged-chr8-115185594-22
NR19538--MA0657.1.KLF13	chr14	57713126	57713143	-	0.000	0.000	Merged-chr14-57713043-44
NR23509--MA0741.1.KLF16	chr16	4552972	4552982	+	0.000	0.000	Merged-chr16-4552981-12
NR20142--MA0493.1.Klf1	chr14	76579950	76579960	-	0.000	0.000	Merged-chr14-76580010-38
NR48488--MA0599.1.KLF5	chr5	92961723	92961732	+	0.000	0.000	Merged-chr5-92961688-16
NR5314--MA0741.1.KLF16	chr10	40171481	40171491	-	0.000	0.000	Merged-chr10-40171372-15
NR42717--MA0740.1.KLF14	chr4	41770563	41770576	+	0.000	0.000	Merged-chr4-41770467-12
NR32867--MA0657.1.KLF13	chr19	60183109	60183126	+	0.000	0.000	Merged-chr19-60182957-49
NR40100--MA0740.1.KLF14	chr3	101570873	101570886	-	0.000	0.000	Merged-chr3-101570775-35
NR38007--MA0740.1.KLF14	chr2	172390701	172390714	-	0.000	0.000	Merged-chr2-172390550-32
NR36931--MA0493.1.Klf1	chr2	151581107	151581117	-	0.000	0.000	Merged-chr2-151581099-26
NR13149--MA0742.1.Klf12	chr12	12320900	12320914	-	0.000	0.000	Merged-chr12-12320871-15
NR27887--MA1107.1.KLF9	chr17	56905169	56905181	+	0.000	0.000	Merged-chr17-56905051-10
NR44329--MA1107.1.KLF9	chr4	116701026	116701038	-	0.000	0.000	Merged-chr4-116701085-12
NR19376--MA0657.1.KLF13	chr14	54146701	54146718	+	0.000	0.000	Merged-chr14-54146707-32
NR14051--MA0599.1.KLF5	chr12	76889981	76889990	+	0.000	0.000	Merged-chr12-76889803-12
NR28311--MA0599.1.KLF5	chr17	74865000	74865009	-	0.000	0.000	Merged-chr17-74864979-18
NR65395--MA0493.1.Klf1	chr9	94453390	94453400	+	0.000	0.000	Merged-chr9-94453263-19
NR62460--MA0039.3.KLF4	chr8	115726941	115726951	-	0.000	0.000	Merged-chr8-115726918-55
NR61227--MA0741.1.KLF16	chr8	72163001	72163011	+	0.000	0.000	Merged-chr8-72162977-17
NR3159--MA0493.1.Klf1	chr1	162565216	162565226	+	0.000	0.000	Merged-chr1-162565187-22
NR32147--MA0599.1.KLF5	chr19	42149819	42149828	+	0.000	0.000	Merged-chr19-42149753-11
NR1338--MA0599.1.KLF5	chr1	85680448	85680457	+	0.000	0.000	Merged-chr1-85680352-18
NR324--MA1107.1.KLF9	chr1	36274541	36274553	+	0.000	0.000	Merged-chr1-36274584-22
NR46579--MA0741.1.KLF16	chr4	155694294	155694304	-	0.000	0.000	Merged-chr4-155694254-1
NR31364--MA0741.1.KLF16	chr19	7375017	7375027	+	0.000	0.000	Merged-chr19-7375131-8
NR53762--MA1107.1.KLF9	chr6	119199104	119199116	+	0.000	0.000	Merged-chr6-119199024-52
NR6427--MA0742.1.Klf12	chr10	79692122	79692136	+	0.000	0.000	Merged-chr10-79692164-17
NR22232--MA1107.1.KLF9	chr15	78495159	78495171	+	0.000	0.000	Merged-chr15-78495177-43
NR20039--MA1107.1.KLF9	chr14	75064698	75064710	+	0.000	0.000	Merged-chr14-75064758-13
NR46274--MA0741.1.KLF16	chr4	150995150	150995160	-	0.000	0.000	Merged-chr4-150995020-21
NR37493--MA0741.1.KLF16	chr2	164041242	164041252	-	0.000	0.000	Merged-chr2-164041176-18
NR53986--MA1107.1.KLF9	chr6	125276982	125276994	+	0.000	0.000	Merged-chr6-125277000-16
NR20393--MA0741.1.KLF16	chr14	100235723	100235733	+	0.000	0.000	Merged-chr14-100235821-25
NR51915--MA0599.1.KLF5	chr6	39349271	39349280	+	0.000	0.000	Merged-chr6-39349203-4
NR35775--MA0599.1.KLF5	chr2	117418847	117418856	-	0.000	0.000	Merged-chr2-117418760-26
NR62465--MA0039.3.KLF4	chr8	115728737	115728747	+	0.000	0.000	Merged-chr8-115728663-11
NR42289--MA0493.1.Klf1	chr4	4790263	4790273	-	0.000	0.000	Merged-chr4-4790293-30
NR61393--MA0039.3.KLF4	chr8	81693376	81693386	-	0.000	0.000	Merged-chr8-81693347-14
NR56522--MA0742.1.Klf12	chr7	45121470	45121484	+	0.000	0.000	Merged-chr7-45121524-44
NR37841--MA0740.1.KLF14	chr2	168591374	168591387	-	0.000	0.000	Merged-chr2-168591388-1
NR52668--MA1107.1.KLF9	chr6	72841931	72841943	+	0.000	0.000	Merged-chr6-72841906-9
NR776--MA0039.3.KLF4	chr1	59180247	59180257	+	0.000	0.000	Merged-chr1-59180254-19
NR46255--MA0740.1.KLF14	chr4	150894753	150894766	+	0.000	0.000	Merged-chr4-150894695-19
NR40575--MA0493.1.Klf1	chr3	116856131	116856141	-	0.000	0.000	Merged-chr3-116855977-19
NR45120--MA0493.1.Klf1	chr4	132749106	132749116	-	0.000	0.000	Merged-chr4-132748989-25
NR5071--MA0599.1.KLF5	chr10	19594672	19594681	-	0.000	0.000	Merged-chr10-19594652-16
NR42718--MA0657.1.KLF13	chr4	41770562	41770579	+	0.000	0.000	Merged-chr4-41770467-12
NR31653--MA0599.1.KLF5	chr19	21785262	21785271	+	0.000	0.000	Merged-chr19-21785424-37
NR66162--MA0039.3.KLF4	chr9	110896830	110896840	-	0.000	0.000	Merged-chr9-110896831-29
NR65762--MA1107.1.KLF9	chr9	104269487	104269499	-	0.000	0.000	Merged-chr9-104269530-16
NR64440--MA0493.1.Klf1	chr9	61630515	61630525	+	0.000	0.000	Merged-chr9-61630561-11
NR53968--MA0039.3.KLF4	chr6	125067857	125067867	-	0.000	0.000	Merged-chr6-125067765-41
NR50506--MA0741.1.KLF16	chr5	136953067	136953077	+	0.000	0.000	Merged-chr5-136953170-41
NR55396--MA1107.1.KLF9	chr7	16001849	16001861	-	0.000	0.000	Merged-chr7-16001989-41
NR7356--MA0742.1.Klf12	chr10	94942957	94942971	+	0.000	0.000	Merged-chr10-94942923-6
NR14153--MA0039.3.KLF4	chr12	80331801	80331811	-	0.000	0.000	Merged-chr12-80331845-24
NR20962--MA0493.1.Klf1	chr14	122852470	122852480	-	0.000	0.000	Merged-chr14-122852603-67
NR65883--MA1107.1.KLF9	chr9	106430929	106430941	+	0.000	0.000	Merged-chr9-106430870-17
NR40114--MA0493.1.Klf1	chr3	101588958	101588968	+	0.000	0.000	Merged-chr3-101588946-10
NR37220--MA0741.1.KLF16	chr2	157447413	157447423	+	0.000	0.000	Merged-chr2-157447566-79
NR54867--MA0599.1.KLF5	chr6	144664967	144664976	+	0.000	0.000	Merged-chr6-144664964-20
NR49474--MA0039.3.KLF4	chr5	115516813	115516823	-	0.000	0.000	Merged-chr5-115516638-85
NR64542--MA0039.3.KLF4	chr9	64797333	64797343	+	0.000	0.000	Merged-chr9-64797561-46
NR36183--MA0039.3.KLF4	chr2	128392482	128392492	+	0.000	0.000	Merged-chr2-128392502-21
NR26826--MA0599.1.KLF5	chr17	31326300	31326309	-	0.000	0.000	Merged-chr17-31326302-35
NR17609--MA0742.1.Klf12	chr13	98692029	98692043	-	0.000	0.000	Merged-chr13-98692096-35
NR56011--MA0039.3.KLF4	chr7	28423307	28423317	+	0.000	0.000	Merged-chr7-28423189-12
NR39423--MA0741.1.KLF16	chr3	84630932	84630942	-	0.000	0.000	Merged-chr3-84630888-13
NR51181--MA0599.1.KLF5	chr5	148489466	148489475	-	0.000	0.000	Merged-chr5-148489625-52
NR67369--MA1107.1.KLF9	chrX	48435809	48435821	-	0.000	0.000	Merged-chrX-48435827-14
NR5319--MA0741.1.KLF16	chr10	40171486	40171496	-	0.000	0.000	Merged-chr10-40171372-15
NR65416--MA0741.1.KLF16	chr9	95311656	95311666	-	0.000	0.000	Merged-chr9-95311897-42
NR33021--MA0039.3.KLF4	chr2	6462522	6462532	+	0.000	0.000	Merged-chr2-6462544-11
NR22575--MA0741.1.KLF16	chr15	83474242	83474252	+	0.000	0.000	Merged-chr15-83474258-63
NR3979--MA0493.1.Klf1	chr1	182383261	182383271	-	0.000	0.000	Merged-chr1-182383219-38
NR28656--MA0493.1.Klf1	chr17	84368868	84368878	-	0.000	0.000	Merged-chr17-84368765-10
NR31474--MA0742.1.Klf12	chr19	10742351	10742365	+	0.000	0.000	Merged-chr19-10742399-21
NR15007--MA0493.1.Klf1	chr12	107144554	107144564	-	0.000	0.000	Merged-chr12-107144688-5
NR39220--MA0039.3.KLF4	chr3	68784302	68784312	-	0.000	0.000	Merged-chr3-68784168-43
NR13327--MA0657.1.KLF13	chr12	25351018	25351035	+	0.000	0.000	Merged-chr12-25351011-20
NR14611--MA0493.1.Klf1	chr12	100480786	100480796	+	0.000	0.000	Merged-chr12-100480598-53
NR49372--MA0741.1.KLF16	chr5	114041786	114041796	-	0.000	0.000	Merged-chr5-114041714-24
NR19612--MA1107.1.KLF9	chr14	59553218	59553230	+	0.000	0.000	Merged-chr14-59553394-22
NR6815--MA0599.1.KLF5	chr10	81524157	81524166	+	0.000	0.000	Merged-chr10-81524170-54
NR32300--MA0599.1.KLF5	chr19	45577319	45577328	+	0.000	0.000	Merged-chr19-45577468-39
NR27278--MA0741.1.KLF16	chr17	36982672	36982682	+	0.000	0.000	Merged-chr17-36982659-16
NR39477--MA0599.1.KLF5	chr3	87266865	87266874	-	0.000	0.000	Merged-chr3-87266700-20
NR35773--MA0740.1.KLF14	chr2	117418844	117418857	-	0.000	0.000	Merged-chr2-117418760-26
NR29848--MA0039.3.KLF4	chr18	56871833	56871843	-	0.000	0.000	Merged-chr18-56871976-16
NR46578--MA0599.1.KLF5	chr4	155694295	155694304	-	0.000	0.000	Merged-chr4-155694254-1
NR7371--MA0740.1.KLF14	chr10	95009209	95009222	-	0.000	0.000	Merged-chr10-95009173-43
NR12794--MA0493.1.Klf1	chr11	118200332	118200342	-	0.000	0.000	Merged-chr11-118200400-19
NR14079--MA0599.1.KLF5	chr12	77765418	77765427	+	0.000	0.000	Merged-chr12-77765433-12
NR14610--MA0039.3.KLF4	chr12	100480788	100480798	+	0.000	0.000	Merged-chr12-100480598-53
NR31758--MA0742.1.Klf12	chr19	27967765	27967779	-	0.000	0.000	Merged-chr19-27967760-35
NR60555--MA1107.1.KLF9	chr8	40584799	40584811	+	0.000	0.000	Merged-chr8-40584789-43
NR32872--MA1107.1.KLF9	chr19	60183110	60183122	+	0.000	0.000	Merged-chr19-60182957-49
NR40125--MA0742.1.Klf12	chr3	101748387	101748401	+	0.000	0.000	Merged-chr3-101748481-44
NR37623--MA1107.1.KLF9	chr2	166610540	166610552	+	0.000	0.000	Merged-chr2-166610595-30
NR31651--MA0740.1.KLF14	chr19	21785255	21785268	+	0.000	0.000	Merged-chr19-21785424-37
NR7474--MA1107.1.KLF9	chr10	98776713	98776725	-	0.000	0.000	Merged-chr10-98776574-38
NR777--MA0741.1.KLF16	chr1	59180246	59180256	+	0.000	0.000	Merged-chr1-59180254-19
NR3044--MA0740.1.KLF14	chr1	159813013	159813026	-	0.000	0.000	Merged-chr1-159812982-41
NR48431--MA0599.1.KLF5	chr5	92245585	92245594	-	0.000	0.000	Merged-chr5-92245649-42
NR35703--MA0742.1.Klf12	chr2	114136953	114136967	-	0.000	0.000	Merged-chr2-114137020-31
NR41272--MA0599.1.KLF5	chr3	136730177	136730186	-	0.000	0.000	Merged-chr3-136730222-15
NR29223--MA0599.1.KLF5	chr18	23841686	23841695	-	0.000	0.000	Merged-chr18-23841558-17
NR37769--MA0741.1.KLF16	chr2	167831834	167831844	-	0.000	0.000	Merged-chr2-167831852-3
NR27193--MA0740.1.KLF14	chr17	35742070	35742083	+	0.000	0.000	Merged-chr17-35741988-36
NR58689--MA0741.1.KLF16	chr7	122317172	122317182	+	0.000	0.000	Merged-chr7-122317075-24
NR29204--MA1107.1.KLF9	chr18	23733795	23733807	+	0.000	0.000	Merged-chr18-23733972-8
NR13222--MA0599.1.KLF5	chr12	17511204	17511213	+	0.000	0.000	Merged-chr12-17511273-48
NR30218--MA1107.1.KLF9	chr18	67255871	67255883	-	0.000	0.000	Merged-chr18-67255745-40
NR2119--MA1107.1.KLF9	chr1	128540452	128540464	+	0.000	0.000	Merged-chr1-128540410-9
NR47562--MA0741.1.KLF16	chr5	43824748	43824758	-	0.000	0.000	Merged-chr5-43824623-50
NR37660--MA0599.1.KLF5	chr2	166740624	166740633	-	0.000	0.000	Merged-chr2-166740656-12
NR33496--MA0039.3.KLF4	chr2	27487404	27487414	-	0.000	0.000	Merged-chr2-27487515-13
NR34807--MA0599.1.KLF5	chr2	73470528	73470537	-	0.000	0.000	Merged-chr2-73470465-56
NR23372--MA1107.1.KLF9	chr15	102110643	102110655	-	0.000	0.000	Merged-chr15-102110732-12
NR22265--MA0493.1.Klf1	chr15	78835209	78835219	-	0.000	0.000	Merged-chr15-78835387-37
NR31098--MA0493.1.Klf1	chr19	3976113	3976123	+	0.000	0.000	Merged-chr19-3976009-22
NR37847--MA1107.1.KLF9	chr2	168591375	168591387	-	0.000	0.000	Merged-chr2-168591388-1
NR64208--MA0493.1.Klf1	chr9	54624196	54624206	-	0.000	0.000	Merged-chr9-54624263-10
NR30482--MA1107.1.KLF9	chr18	73816987	73816999	+	0.000	0.000	Merged-chr18-73816843-39
NR63493--MA0039.3.KLF4	chr9	21328058	21328068	-	0.000	0.000	Merged-chr9-21328115-58
NR33805--MA0039.3.KLF4	chr2	32493473	32493483	-	0.000	0.000	Merged-chr2-32493543-52
NR59617--MA0039.3.KLF4	chr7	141270825	141270835	+	0.000	0.000	Merged-chr7-141270891-9
NR39902--MA0493.1.Klf1	chr3	96338265	96338275	+	0.000	0.000	Merged-chr3-96338308-3
NR23493--MA1107.1.KLF9	chr16	3962971	3962983	+	0.000	0.000	Merged-chr16-3962878-14
NR3352--MA1107.1.KLF9	chr1	167245575	167245587	+	0.000	0.000	Merged-chr1-167245435-23
NR12458--MA1107.1.KLF9	chr11	113802535	113802547	-	0.000	0.000	Merged-chr11-113802652-27
NR64034--MA0599.1.KLF5	chr9	45329720	45329729	-	0.000	0.000	Merged-chr9-45329808-12
NR21752--MA1107.1.KLF9	chr15	60120074	60120086	-	0.000	0.000	Merged-chr15-60120172-38
NR183--MA0599.1.KLF5	chr1	21870789	21870798	+	0.000	0.000	Merged-chr1-21870806-15
NR63247--MA0039.3.KLF4	chr8	128420726	128420736	+	0.000	0.000	Merged-chr8-128420826-46
NR33632--MA0599.1.KLF5	chr2	29849206	29849215	-	0.000	0.000	Merged-chr2-29849136-11
NR14513--MA0493.1.Klf1	chr12	94083598	94083608	+	0.000	0.000	Merged-chr12-94083592-14
NR33494--MA0742.1.Klf12	chr2	27487402	27487416	-	0.000	0.000	Merged-chr2-27487515-13
NR58451--MA0039.3.KLF4	chr7	117406358	117406368	-	0.000	0.000	Merged-chr7-117406595-16
NR39239--MA1107.1.KLF9	chr3	68784323	68784335	-	0.000	0.000	Merged-chr3-68784168-43
NR40518--MA0742.1.Klf12	chr3	115758848	115758862	-	0.000	0.000	Merged-chr3-115758930-94
NR28576--MA0493.1.Klf1	chr17	83809335	83809345	+	0.000	0.000	Merged-chr17-83809391-18
NR6908--MA0039.3.KLF4	chr10	83733944	83733954	-	0.000	0.000	Merged-chr10-83733897-13
NR67724--MA0493.1.Klf1	chrX	102061020	102061030	+	0.000	0.000	Merged-chrX-102061073-12
NR37619--MA1107.1.KLF9	chr2	166607045	166607057	+	0.000	0.000	Merged-chr2-166607083-27
NR3055--MA0741.1.KLF16	chr1	159812996	159813006	-	0.000	0.000	Merged-chr1-159812982-41
NR19541--MA1107.1.KLF9	chr14	57713130	57713142	-	0.000	0.000	Merged-chr14-57713043-44
NR50786--MA0599.1.KLF5	chr5	140839009	140839018	+	0.000	0.000	Merged-chr5-140838792-15
NR21552--MA0599.1.KLF5	chr15	42983386	42983395	+	0.000	0.000	Merged-chr15-42983258-15
NR60285--MA0741.1.KLF16	chr8	25059856	25059866	+	0.000	0.000	Merged-chr8-25059963-13
NR54717--MA0742.1.Klf12	chr6	142955193	142955207	+	0.000	0.000	Merged-chr6-142955079-5
NR29219--MA0599.1.KLF5	chr18	23811115	23811124	+	0.000	0.000	Merged-chr18-23810991-46
NR34368--MA0493.1.Klf1	chr2	60204356	60204366	+	0.000	0.000	Merged-chr2-60204421-25
NR42326--MA0493.1.Klf1	chr4	8712374	8712384	+	0.000	0.000	Merged-chr4-8712432-5
NR7713--MA0599.1.KLF5	chr10	111031829	111031838	+	0.000	0.000	Merged-chr10-111031729-43
NR37614--MA0742.1.Klf12	chr2	166607045	166607059	+	0.000	0.000	Merged-chr2-166607083-27
NR31363--MA0599.1.KLF5	chr19	7375017	7375026	+	0.000	0.000	Merged-chr19-7375131-8
NR10512--MA0742.1.Klf12	chr11	70597420	70597434	-	0.000	0.000	Merged-chr11-70597550-26
NR64276--MA0599.1.KLF5	chr9	57339968	57339977	-	0.000	0.000	Merged-chr9-57339944-60
NR33498--MA0741.1.KLF16	chr2	27487405	27487415	-	0.000	0.000	Merged-chr2-27487515-13
NR30478--MA1107.1.KLF9	chr18	73816979	73816991	+	0.000	0.000	Merged-chr18-73816843-39
NR5506--MA0493.1.Klf1	chr10	44368843	44368853	+	0.000	0.000	Merged-chr10-44368737-26
NR7372--MA0657.1.KLF13	chr10	95009206	95009223	-	0.000	0.000	Merged-chr10-95009173-43
NR7914--MA0657.1.KLF13	chr10	117022727	117022744	+	0.000	0.000	Merged-chr10-117022803-21
NR21748--MA0742.1.Klf12	chr15	59805086	59805100	+	0.000	0.000	Merged-chr15-59805045-21
NR25343--MA0599.1.KLF5	chr16	91780938	91780947	-	0.000	0.000	Merged-chr16-91781071-63
NR47658--MA0039.3.KLF4	chr5	54111081	54111091	+	0.000	0.000	Merged-chr5-54110931-21
NR13325--MA0493.1.Klf1	chr12	25216881	25216891	-	0.000	0.000	Merged-chr12-25216883-29
NR21542--MA1107.1.KLF9	chr15	42983296	42983308	+	0.000	0.000	Merged-chr15-42983258-15
NR56524--MA0599.1.KLF5	chr7	45121664	45121673	+	0.000	0.000	Merged-chr7-45121524-44
NR52518--MA0741.1.KLF16	chr6	67533270	67533280	+	0.000	0.000	Merged-chr6-67533170-65
NR40504--MA1107.1.KLF9	chr3	115706532	115706544	+	0.000	0.000	Merged-chr3-115706402-1
NR14690--MA0742.1.Klf12	chr12	102351063	102351077	-	0.000	0.000	Merged-chr12-102350976-38
NR45166--MA0493.1.Klf1	chr4	133058024	133058034	+	0.000	0.000	Merged-chr4-133057911-45
NR3045--MA0657.1.KLF13	chr1	159812991	159813008	-	0.000	0.000	Merged-chr1-159812982-41
NR5505--MA0039.3.KLF4	chr10	44368845	44368855	+	0.000	0.000	Merged-chr10-44368737-26
NR40929--MA0039.3.KLF4	chr3	127892091	127892101	-	0.000	0.000	Merged-chr3-127892051-37
NR31135--MA0599.1.KLF5	chr19	4294650	4294659	+	0.000	0.000	Merged-chr19-4294616-52
NR62534--MA1107.1.KLF9	chr8	117052553	117052565	-	0.000	0.000	Merged-chr8-117052612-3
NR37618--MA0741.1.KLF16	chr2	166607046	166607056	+	0.000	0.000	Merged-chr2-166607083-27
NR3160--MA1107.1.KLF9	chr1	162565216	162565228	+	0.000	0.000	Merged-chr1-162565187-22
NR50956--MA0742.1.Klf12	chr5	143976868	143976882	-	0.000	0.000	Merged-chr5-143976902-14
NR30725--MA0741.1.KLF16	chr18	80600737	80600747	-	0.000	0.000	Merged-chr18-80600681-25
NR32104--MA0599.1.KLF5	chr19	41360631	41360640	+	0.000	0.000	Merged-chr19-41360707-21
NR33520--MA0493.1.Klf1	chr2	27693905	27693915	-	0.000	0.000	Merged-chr2-27693880-30
NR56523--MA1107.1.KLF9	chr7	45121470	45121482	+	0.000	0.000	Merged-chr7-45121524-44
NR20104--MA0741.1.KLF16	chr14	75819282	75819292	+	0.000	0.000	Merged-chr14-75819243-7
NR9593--MA0599.1.KLF5	chr11	49177975	49177984	-	0.000	0.000	Merged-chr11-49177868-11
NR49633--MA0493.1.Klf1	chr5	120688652	120688662	-	0.000	0.000	Merged-chr5-120688663-27
NR16807--MA0741.1.KLF16	chr13	63189566	63189576	-	0.000	0.000	Merged-chr13-63189715-33
NR63729--MA0742.1.Klf12	chr9	32539680	32539694	+	0.000	0.000	Merged-chr9-32539747-88
NR47781--MA0742.1.Klf12	chr5	64814614	64814628	-	0.000	0.000	Merged-chr5-64814599-21
NR11615--MA1107.1.KLF9	chr11	97146172	97146184	+	0.000	0.000	Merged-chr11-97146058-3
NR4023--MA0599.1.KLF5	chr1	183179962	183179971	-	0.000	0.000	Merged-chr1-183179810-7
NR9538--MA0039.3.KLF4	chr11	46454879	46454889	-	0.000	0.000	Merged-chr11-46454823-30
NR16183--MA0493.1.Klf1	chr13	43250722	43250732	-	0.000	0.000	Merged-chr13-43250604-89
NR22397--MA0741.1.KLF16	chr15	80192527	80192537	+	0.000	0.000	Merged-chr15-80192413-58
NR9901--MA1107.1.KLF9	chr11	55131242	55131254	+	0.000	0.000	Merged-chr11-55131266-10
NR14878--MA0742.1.Klf12	chr12	104999354	104999368	+	0.000	0.000	Merged-chr12-104999417-2
NR54921--MA1107.1.KLF9	chr6	145417482	145417494	-	0.000	0.000	Merged-chr6-145417723-108
NR40509--MA1107.1.KLF9	chr3	115706542	115706554	+	0.000	0.000	Merged-chr3-115706402-1
NR12579--MA0742.1.Klf12	chr11	115338892	115338906	+	0.000	0.000	Merged-chr11-115338922-7
NR9663--MA0657.1.KLF13	chr11	51577799	51577816	+	0.000	0.000	Merged-chr11-51577778-26
NR62539--MA1107.1.KLF9	chr8	117052563	117052575	-	0.000	0.000	Merged-chr8-117052612-3
NR7355--MA0740.1.KLF14	chr10	94942957	94942970	+	0.000	0.000	Merged-chr10-94942923-6
NR61280--MA0599.1.KLF5	chr8	75082634	75082643	-	0.000	0.000	Merged-chr8-75082480-28
NR14050--MA0742.1.Klf12	chr12	76889980	76889994	+	0.000	0.000	Merged-chr12-76889803-12
NR62464--MA0599.1.KLF5	chr8	115728736	115728745	+	0.000	0.000	Merged-chr8-115728663-11
NR53761--MA0741.1.KLF16	chr6	119199131	119199141	+	0.000	0.000	Merged-chr6-119199024-52
NR54209--MA0039.3.KLF4	chr6	131276844	131276854	-	0.000	0.000	Merged-chr6-131276753-31
NR51210--MA0741.1.KLF16	chr5	148769453	148769463	+	0.000	0.000	Merged-chr5-148769647-40
NR45636--MA1107.1.KLF9	chr4	138033650	138033662	-	0.000	0.000	Merged-chr4-138033707-13
NR10613--MA0742.1.Klf12	chr11	73132360	73132374	+	0.000	0.000	Merged-chr11-73132319-6
NR62450--MA0493.1.Klf1	chr8	115232563	115232573	-	0.000	0.000	Merged-chr8-115232618-16
NR10240--MA0599.1.KLF5	chr11	64116917	64116926	-	0.000	0.000	Merged-chr11-64116814-48
NR64750--MA1107.1.KLF9	chr9	69458368	69458380	+	0.000	0.000	Merged-chr9-69458326-40
NR845--MA0039.3.KLF4	chr1	60875403	60875413	-	0.000	0.000	Merged-chr1-60875356-55
NR775--MA0599.1.KLF5	chr1	59180246	59180255	+	0.000	0.000	Merged-chr1-59180254-19
NR48116--MA0740.1.KLF14	chr5	74404327	74404340	-	0.000	0.000	Merged-chr5-74404312-40
NR52671--MA0599.1.KLF5	chr6	72957842	72957851	-	0.000	0.000	Merged-chr6-72957924-4
