#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.1_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.1_dn.bed
NR49604--MA0599.1.KLF5	chr5	65950934	65950943	-	0.000	0.000	Merged-chr5-65951105-46
NR41015--MA0599.1.KLF5	chr3	79181737	79181746	-	0.000	0.000	Merged-chr3-79181699-42
NR39439--MA0493.1.Klf1	chr2	169520067	169520077	-	0.000	0.000	Merged-chr2-169519991-22
NR39438--MA0039.3.KLF4	chr2	169520065	169520075	-	0.000	0.000	Merged-chr2-169519991-22
NR32885--MA0599.1.KLF5	chr19	9116470	9116479	-	0.000	0.000	Merged-chr19-9116540-6
NR52816--MA0599.1.KLF5	chr5	144254629	144254638	-	0.000	0.000	Merged-chr5-144254762-7
NR48518--MA1107.1.KLF9	chr5	5420284	5420296	+	0.000	0.000	Merged-chr5-5420247-39
NR13681--MA0493.1.Klf1	chr12	25155530	25155540	-	0.000	0.000	Merged-chr12-25155613-40
NR6957--MA0599.1.KLF5	chr10	81401785	81401794	-	0.000	0.000	Merged-chr10-81401925-26
NR31571--MA0493.1.Klf1	chr18	69196484	69196494	+	0.000	0.000	Merged-chr18-69196479-70
NR28275--MA0599.1.KLF5	chr17	35706109	35706118	-	0.000	0.000	Merged-chr17-35706172-14
NR13680--MA0039.3.KLF4	chr12	25155528	25155538	-	0.000	0.000	Merged-chr12-25155613-40
NR43748--MA0741.1.KLF16	chr3	152209699	152209709	-	0.000	0.000	Merged-chr3-152209810-2
NR4091--MA0741.1.KLF16	chr1	184064441	184064451	+	0.000	0.000	Merged-chr1-184064517-33
NR30253--MA0493.1.Klf1	chr18	4348350	4348360	+	0.000	0.000	Merged-chr18-4348193-25
NR22395--MA0741.1.KLF16	chr15	38122406	38122416	+	0.000	0.000	Merged-chr15-38122272-49
NR4585--MA0599.1.KLF5	chr1	191802749	191802758	-	0.000	0.000	Merged-chr1-191802759-25
NR40838--MA1107.1.KLF9	chr3	65985106	65985118	+	0.000	0.000	Merged-chr3-65985116-9
NR62758--MA0742.1.Klf12	chr8	35428946	35428960	-	0.000	0.000	Merged-chr8-35428921-45
NR55772--MA0493.1.Klf1	chr6	119199120	119199130	+	0.000	0.000	Merged-chr6-119199024-52
NR27717--MA1107.1.KLF9	chr17	27564906	27564918	-	0.000	0.000	Merged-chr17-27564806-2
NR17354--MA0741.1.KLF16	chr13	63541775	63541785	+	0.000	0.000	Merged-chr13-63541673-31
NR57642--MA0741.1.KLF16	chr7	4777059	4777069	-	0.000	0.000	Merged-chr7-4777194-35
NR7980--MA0599.1.KLF5	chr10	111562893	111562902	+	0.000	0.000	Merged-chr10-111562842-26
NR49529--MA0599.1.KLF5	chr5	64336911	64336920	-	0.000	0.000	Merged-chr5-64336866-17
NR13494--MA0599.1.KLF5	chr12	12580878	12580887	+	0.000	0.000	Merged-chr12-12580881-28
NR610--MA0039.3.KLF4	chr1	43478180	43478190	-	0.000	0.000	Merged-chr1-43478113-25
NR41298--MA0599.1.KLF5	chr3	89378432	89378441	-	0.000	0.000	Merged-chr3-89378543-26
NR13493--MA0742.1.Klf12	chr12	12580877	12580891	+	0.000	0.000	Merged-chr12-12580881-28
NR52769--MA0742.1.Klf12	chr5	143975168	143975182	+	0.000	0.000	Merged-chr5-143975077-1
NR6958--MA0741.1.KLF16	chr10	81401784	81401794	-	0.000	0.000	Merged-chr10-81401925-26
NR9793--MA0741.1.KLF16	chr11	51898827	51898837	-	0.000	0.000	Merged-chr11-51898870-27
NR28177--MA0599.1.KLF5	chr17	34632607	34632616	+	0.000	0.000	Merged-chr17-34632499-30
NR60263--MA0742.1.Klf12	chr7	101348689	101348703	-	0.000	0.000	Merged-chr7-101348573-1
NR60138--MA1107.1.KLF9	chr7	98995321	98995333	-	0.000	0.000	Merged-chr7-98995432-21
NR67418--MA1107.1.KLF9	chr9	80266691	80266703	-	0.000	0.000	Merged-chr9-80266579-55
NR54695--MA0039.3.KLF4	chr6	83718235	83718245	-	0.000	0.000	Merged-chr6-83718285-22
NR424--MA0599.1.KLF5	chr1	37864876	37864885	+	0.000	0.000	Merged-chr1-37865069-70
NR54464--MA0740.1.KLF14	chr6	71322741	71322754	+	0.000	0.000	Merged-chr6-71322825-41
NR51486--MA0741.1.KLF16	chr5	122987507	122987517	+	0.000	0.000	Merged-chr5-122987462-4
NR20371--MA0493.1.Klf1	chr14	57769261	57769271	-	0.000	0.000	Merged-chr14-57769251-39
NR46388--MA0039.3.KLF4	chr4	119947766	119947776	-	0.000	0.000	Merged-chr4-119947761-47
NR55593--MA1107.1.KLF9	chr6	114883580	114883592	+	0.000	0.000	Merged-chr6-114883519-32
NR769--MA0599.1.KLF5	chr1	55489579	55489588	+	0.000	0.000	Merged-chr1-55489612-12
NR33670--MA0039.3.KLF4	chr19	43809536	43809546	+	0.000	0.000	Merged-chr19-43809499-23
NR38332--MA1107.1.KLF9	chr2	147832609	147832621	+	0.000	0.000	Merged-chr2-147832545-2
NR55459--MA1107.1.KLF9	chr6	112862177	112862189	+	0.000	0.000	Merged-chr6-112862022-40
NR63994--MA0039.3.KLF4	chr8	88298231	88298241	-	0.000	0.000	Merged-chr8-88298148-50
NR65318--MA0740.1.KLF14	chr8	125558862	125558875	+	0.000	0.000	Merged-chr8-125558804-33
NR27996--MA0493.1.Klf1	chr17	31326300	31326310	-	0.000	0.000	Merged-chr17-31326302-35
NR28277--MA0741.1.KLF16	chr17	35706197	35706207	-	0.000	0.000	Merged-chr17-35706172-14
NR66285--MA0599.1.KLF5	chr9	45329720	45329729	-	0.000	0.000	Merged-chr9-45329808-12
NR10703--MA0741.1.KLF16	chr11	74837926	74837936	+	0.000	0.000	Merged-chr11-74837874-1
NR61166--MA1107.1.KLF9	chr7	125620284	125620296	-	0.000	0.000	Merged-chr7-125620287-12
NR15135--MA0741.1.KLF16	chr12	100480844	100480854	+	0.000	0.000	Merged-chr12-100480598-53
NR50906--MA0493.1.Klf1	chr5	112239626	112239636	-	0.000	0.000	Merged-chr5-112239781-12
NR41303--MA0493.1.Klf1	chr3	89378532	89378542	+	0.000	0.000	Merged-chr3-89378543-26
NR48051--MA0741.1.KLF16	chr4	150894786	150894796	+	0.000	0.000	Merged-chr4-150894695-19
NR27325--MA0493.1.Klf1	chr17	21383737	21383747	-	0.000	0.000	Merged-chr17-21383828-70
NR42902--MA0740.1.KLF14	chr3	132928112	132928125	-	0.000	0.000	Merged-chr3-132927951-20
NR62757--MA0740.1.KLF14	chr8	35428947	35428960	-	0.000	0.000	Merged-chr8-35428921-45
NR15132--MA0039.3.KLF4	chr12	100480788	100480798	+	0.000	0.000	Merged-chr12-100480598-53
NR25615--MA1107.1.KLF9	chr16	44362191	44362203	+	0.000	0.000	Merged-chr16-44362356-45
NR43751--MA1107.1.KLF9	chr3	152209700	152209712	-	0.000	0.000	Merged-chr3-152209810-2
NR4093--MA1107.1.KLF9	chr1	184064446	184064458	+	0.000	0.000	Merged-chr1-184064517-33
NR11916--MA0599.1.KLF5	chr11	98959601	98959610	-	0.000	0.000	Merged-chr11-98959702-39
NR56461--MA0741.1.KLF16	chr6	134437136	134437146	-	0.000	0.000	Merged-chr6-134437142-33
NR362--MA0493.1.Klf1	chr1	36571861	36571871	-	0.000	0.000	Merged-chr1-36571820-13
NR27710--MA0740.1.KLF14	chr17	27564905	27564918	-	0.000	0.000	Merged-chr17-27564806-2
NR49177--MA0599.1.KLF5	chr5	35771280	35771289	-	0.000	0.000	Merged-chr5-35771159-16
NR54406--MA1107.1.KLF9	chr6	66313066	66313078	+	0.000	0.000	Merged-chr6-66313006-24
NR6483--MA0039.3.KLF4	chr10	77624633	77624643	-	0.000	0.000	Merged-chr10-77624666-9
NR24269--MA0741.1.KLF16	chr15	98793195	98793205	-	0.000	0.000	Merged-chr15-98793364-7
NR13684--MA0599.1.KLF5	chr12	25211592	25211601	+	0.000	0.000	Merged-chr12-25211568-13
NR22915--MA0493.1.Klf1	chr15	66825632	66825642	+	0.000	0.000	Merged-chr15-66825502-98
NR6359--MA0493.1.Klf1	chr10	75536382	75536392	-	0.000	0.000	Merged-chr10-75536310-39
NR25390--MA0741.1.KLF16	chr16	32658896	32658906	+	0.000	0.000	Merged-chr16-32659000-27
NR55626--MA1107.1.KLF9	chr6	115515935	115515947	+	0.000	0.000	Merged-chr6-115515938-20
NR40574--MA0741.1.KLF16	chr3	52297522	52297532	+	0.000	0.000	Merged-chr3-52297502-16
NR64702--MA0599.1.KLF5	chr8	115408398	115408407	+	0.000	0.000	Merged-chr8-115408581-14
NR42905--MA0741.1.KLF16	chr3	132928114	132928124	-	0.000	0.000	Merged-chr3-132927951-20
NR25783--MA0741.1.KLF16	chr16	57176554	57176564	-	0.000	0.000	Merged-chr16-57176339-30
NR46387--MA0599.1.KLF5	chr4	119947768	119947777	-	0.000	0.000	Merged-chr4-119947761-47
NR67402--MA1107.1.KLF9	chr9	79895082	79895094	+	0.000	0.000	Merged-chr9-79895109-7
NR27711--MA0657.1.KLF13	chr17	27564902	27564919	-	0.000	0.000	Merged-chr17-27564806-2
NR54466--MA0599.1.KLF5	chr6	71322742	71322751	+	0.000	0.000	Merged-chr6-71322825-41
NR27832--MA0493.1.Klf1	chr17	28590947	28590957	-	0.000	0.000	Merged-chr17-28590948-24
NR66283--MA0657.1.KLF13	chr9	45247774	45247791	+	0.000	0.000	Merged-chr9-45247703-45
NR33452--MA0741.1.KLF16	chr19	37333674	37333684	-	0.000	0.000	Merged-chr19-37333490-26
NR4591--MA1107.1.KLF9	chr1	191802745	191802757	-	0.000	0.000	Merged-chr1-191802759-25
NR13697--MA1107.1.KLF9	chr12	25362960	25362972	-	0.000	0.000	Merged-chr12-25363030-6
NR46395--MA1107.1.KLF9	chr4	120053612	120053624	-	0.000	0.000	Merged-chr4-120053646-59
NR24271--MA1107.1.KLF9	chr15	98793194	98793206	-	0.000	0.000	Merged-chr15-98793364-7
NR69139--MA1107.1.KLF9	chr9	120057134	120057146	-	0.000	0.000	Merged-chr9-120057282-6
NR67397--MA0741.1.KLF16	chr9	79895077	79895087	+	0.000	0.000	Merged-chr9-79895109-7
NR56821--MA0742.1.Klf12	chr6	140684616	140684630	+	0.000	0.000	Merged-chr6-140684445-39
NR69134--MA0039.3.KLF4	chr9	120039505	120039515	-	0.000	0.000	Merged-chr9-120039595-19
NR30932--MA0493.1.Klf1	chr18	50022487	50022497	+	0.000	0.000	Merged-chr18-50022640-10
NR27994--MA0599.1.KLF5	chr17	31326300	31326309	-	0.000	0.000	Merged-chr17-31326302-35
NR46055--MA1107.1.KLF9	chr4	109136942	109136954	+	0.000	0.000	Merged-chr4-109136872-28
NR50677--MA0741.1.KLF16	chr5	107533757	107533767	+	0.000	0.000	Merged-chr5-107533890-8
NR52951--MA0742.1.Klf12	chr5	146757566	146757580	-	0.000	0.000	Merged-chr5-146757539-9
NR8252--MA0039.3.KLF4	chr10	117969967	117969977	-	0.000	0.000	Merged-chr10-117970017-9
NR25367--MA0599.1.KLF5	chr16	32516539	32516548	-	0.000	0.000	Merged-chr16-32516451-30
NR1891--MA0493.1.Klf1	chr1	120073818	120073828	-	0.000	0.000	Merged-chr1-120073802-51
NR20373--MA1107.1.KLF9	chr14	57769259	57769271	-	0.000	0.000	Merged-chr14-57769251-39
NR1050--MA0741.1.KLF16	chr1	66897067	66897077	+	0.000	0.000	Merged-chr1-66897217-4
NR59468--MA0741.1.KLF16	chr7	72339612	72339622	-	0.000	0.000	Merged-chr7-72339570-17
NR60137--MA0493.1.Klf1	chr7	98995318	98995328	-	0.000	0.000	Merged-chr7-98995432-21
NR46390--MA0741.1.KLF16	chr4	119947767	119947777	-	0.000	0.000	Merged-chr4-119947761-47
NR6101--MA0599.1.KLF5	chr10	68136635	68136644	+	0.000	0.000	Merged-chr10-68136775-17
NR52948--MA0039.3.KLF4	chr5	146655614	146655624	-	0.000	0.000	Merged-chr5-146655552-37
NR18181--MA0599.1.KLF5	chr13	97442319	97442328	+	0.000	0.000	Merged-chr13-97442585-64
NR3081--MA1107.1.KLF9	chr1	162565216	162565228	+	0.000	0.000	Merged-chr1-162565187-22
NR52770--MA0493.1.Klf1	chr5	143975186	143975196	+	0.000	0.000	Merged-chr5-143975077-1
NR25387--MA0741.1.KLF16	chr16	32658893	32658903	+	0.000	0.000	Merged-chr16-32659000-27
NR8249--MA0742.1.Klf12	chr10	117925748	117925762	+	0.000	0.000	Merged-chr10-117925903-63
NR62761--MA0741.1.KLF16	chr8	35428949	35428959	-	0.000	0.000	Merged-chr8-35428921-45
NR56462--MA1107.1.KLF9	chr6	134437135	134437147	-	0.000	0.000	Merged-chr6-134437142-33
NR51484--MA0599.1.KLF5	chr5	122987511	122987520	+	0.000	0.000	Merged-chr5-122987462-4
NR38335--MA1107.1.KLF9	chr2	147832619	147832631	+	0.000	0.000	Merged-chr2-147832545-2
NR50908--MA1107.1.KLF9	chr5	112239639	112239651	-	0.000	0.000	Merged-chr5-112239781-12
NR88--MA0599.1.KLF5	chr1	13560130	13560139	+	0.000	0.000	Merged-chr1-13560165-1
NR52766--MA0493.1.Klf1	chr5	143975134	143975144	+	0.000	0.000	Merged-chr5-143975077-1
NR48052--MA1107.1.KLF9	chr4	150894771	150894783	+	0.000	0.000	Merged-chr4-150894695-19
NR36855--MA0599.1.KLF5	chr2	103750420	103750429	+	0.000	0.000	Merged-chr2-103750485-21
NR27327--MA1107.1.KLF9	chr17	21383735	21383747	-	0.000	0.000	Merged-chr17-21383828-70
NR7974--MA0742.1.Klf12	chr10	111562799	111562813	+	0.000	0.000	Merged-chr10-111562842-26
NR20760--MA0599.1.KLF5	chr14	70994738	70994747	-	0.000	0.000	Merged-chr14-70994576-24
NR61161--MA0742.1.Klf12	chr7	125620282	125620296	-	0.000	0.000	Merged-chr7-125620287-12
NR38327--MA0493.1.Klf1	chr2	147832613	147832623	+	0.000	0.000	Merged-chr2-147832545-2
NR40573--MA0039.3.KLF4	chr3	52297523	52297533	+	0.000	0.000	Merged-chr3-52297502-16
NR11191--MA0740.1.KLF14	chr11	83637043	83637056	-	0.000	0.000	Merged-chr11-83637048-8
NR49175--MA0742.1.Klf12	chr5	35771276	35771290	-	0.000	0.000	Merged-chr5-35771159-16
NR5603--MA0599.1.KLF5	chr10	42269337	42269346	-	0.000	0.000	Merged-chr10-42269495-58
NR61165--MA0741.1.KLF16	chr7	125620285	125620295	-	0.000	0.000	Merged-chr7-125620287-12
NR67396--MA0599.1.KLF5	chr9	79895087	79895096	+	0.000	0.000	Merged-chr9-79895109-7
NR58745--MA0039.3.KLF4	chr7	35774223	35774233	+	0.000	0.000	Merged-chr7-35774249-18
NR69136--MA0741.1.KLF16	chr9	120039506	120039516	-	0.000	0.000	Merged-chr9-120039595-19
NR46385--MA0657.1.KLF13	chr4	119947762	119947779	-	0.000	0.000	Merged-chr4-119947761-47
NR364--MA1107.1.KLF9	chr1	36571855	36571867	-	0.000	0.000	Merged-chr1-36571820-13
NR39233--MA1107.1.KLF9	chr2	166664666	166664678	-	0.000	0.000	Merged-chr2-166664771-14
NR56820--MA0740.1.KLF14	chr6	140684616	140684629	+	0.000	0.000	Merged-chr6-140684445-39
NR62352--MA0741.1.KLF16	chr8	11107240	11107250	-	0.000	0.000	Merged-chr8-11107220-18
NR7577--MA0741.1.KLF16	chr10	96408139	96408149	+	0.000	0.000	Merged-chr10-96408012-53
NR5608--MA0599.1.KLF5	chr10	42269394	42269403	-	0.000	0.000	Merged-chr10-42269495-58
NR40581--MA0742.1.Klf12	chr3	52470107	52470121	-	0.000	0.000	Merged-chr3-52470194-16
NR1047--MA0741.1.KLF16	chr1	66897064	66897074	+	0.000	0.000	Merged-chr1-66897217-4
NR10532--MA0742.1.Klf12	chr11	70622581	70622595	-	0.000	0.000	Merged-chr11-70622499-26
NR62604--MA1107.1.KLF9	chr8	25578421	25578433	+	0.000	0.000	Merged-chr8-25578502-39
NR27320--MA0740.1.KLF14	chr17	21383734	21383747	-	0.000	0.000	Merged-chr17-21383828-70
NR22912--MA0039.3.KLF4	chr15	66786734	66786744	+	0.000	0.000	Merged-chr15-66786864-7
NR5112--MA0657.1.KLF13	chr10	17512289	17512306	+	0.000	0.000	Merged-chr10-17512175-6
NR47662--MA0493.1.Klf1	chr4	145305931	145305941	-	0.000	0.000	Merged-chr4-145306183-45
NR60271--MA0741.1.KLF16	chr7	101466453	101466463	-	0.000	0.000	Merged-chr7-101466620-78
NR11126--MA0493.1.Klf1	chr11	82239651	82239661	+	0.000	0.000	Merged-chr11-82239644-20
NR54405--MA0493.1.Klf1	chr6	66313066	66313076	+	0.000	0.000	Merged-chr6-66313006-24
NR62602--MA0741.1.KLF16	chr8	25578422	25578432	+	0.000	0.000	Merged-chr8-25578502-39
NR5611--MA0039.3.KLF4	chr10	42269540	42269550	+	0.000	0.000	Merged-chr10-42269495-58
NR67400--MA1107.1.KLF9	chr9	79895076	79895088	+	0.000	0.000	Merged-chr9-79895109-7
NR31568--MA0599.1.KLF5	chr18	69196480	69196489	+	0.000	0.000	Merged-chr18-69196479-70
NR42903--MA0599.1.KLF5	chr3	132928115	132928124	-	0.000	0.000	Merged-chr3-132927951-20
NR3240--MA0493.1.Klf1	chr1	165816642	165816652	-	0.000	0.000	Merged-chr1-165816619-40
NR13154--MA0742.1.Klf12	chr11	119894899	119894913	+	0.000	0.000	Merged-chr11-119894940-18
NR8248--MA0740.1.KLF14	chr10	117925748	117925761	+	0.000	0.000	Merged-chr10-117925903-63
NR52947--MA0599.1.KLF5	chr5	146655616	146655625	-	0.000	0.000	Merged-chr5-146655552-37
NR28276--MA0599.1.KLF5	chr17	35706200	35706209	-	0.000	0.000	Merged-chr17-35706172-14
NR55769--MA0599.1.KLF5	chr6	119199126	119199135	+	0.000	0.000	Merged-chr6-119199024-52
NR27321--MA0657.1.KLF13	chr17	21383731	21383748	-	0.000	0.000	Merged-chr17-21383828-70
NR29799--MA0741.1.KLF16	chr17	83824029	83824039	+	0.000	0.000	Merged-chr17-83824004-16
NR16155--MA0493.1.Klf1	chr13	4191114	4191124	-	0.000	0.000	Merged-chr13-4191269-39
NR41029--MA1107.1.KLF9	chr3	79504655	79504667	+	0.000	0.000	Merged-chr3-79504650-9
NR15745--MA1107.1.KLF9	chr12	111855478	111855490	+	0.000	0.000	Merged-chr12-111855656-21
NR40839--MA1107.1.KLF9	chr3	65985108	65985120	+	0.000	0.000	Merged-chr3-65985116-9
NR7081--MA0599.1.KLF5	chr10	83154017	83154026	-	0.000	0.000	Merged-chr10-83154095-25
NR49180--MA0741.1.KLF16	chr5	35771279	35771289	-	0.000	0.000	Merged-chr5-35771159-16
NR55773--MA0493.1.Klf1	chr6	119199125	119199135	+	0.000	0.000	Merged-chr6-119199024-52
NR52817--MA0493.1.Klf1	chr5	144254629	144254639	-	0.000	0.000	Merged-chr5-144254762-7
NR60273--MA1107.1.KLF9	chr7	101466456	101466468	-	0.000	0.000	Merged-chr7-101466620-78
NR11302--MA0599.1.KLF5	chr11	87760531	87760540	+	0.000	0.000	Merged-chr11-87760646-1
NR30631--MA0599.1.KLF5	chr18	34776870	34776879	-	0.000	0.000	Merged-chr18-34776840-4
NR49605--MA0741.1.KLF16	chr5	65950933	65950943	-	0.000	0.000	Merged-chr5-65951105-46
NR52772--MA1107.1.KLF9	chr5	143975168	143975180	+	0.000	0.000	Merged-chr5-143975077-1
NR20587--MA0493.1.Klf1	chr14	64628283	64628293	-	0.000	0.000	Merged-chr14-64628307-21
NR22333--MA0599.1.KLF5	chr15	36474811	36474820	+	0.000	0.000	Merged-chr15-36474869-12
NR30934--MA0741.1.KLF16	chr18	50022791	50022801	+	0.000	0.000	Merged-chr18-50022640-10
NR16745--MA0741.1.KLF16	chr13	41346037	41346047	+	0.000	0.000	Merged-chr13-41345949-16
NR10531--MA0740.1.KLF14	chr11	70622582	70622595	-	0.000	0.000	Merged-chr11-70622499-26
NR38333--MA1107.1.KLF9	chr2	147832611	147832623	+	0.000	0.000	Merged-chr2-147832545-2
NR9329--MA0741.1.KLF16	chr11	21247764	21247774	+	0.000	0.000	Merged-chr11-21247881-35
NR41299--MA0493.1.Klf1	chr3	89378432	89378442	-	0.000	0.000	Merged-chr3-89378543-26
NR3080--MA0493.1.Klf1	chr1	162565216	162565226	+	0.000	0.000	Merged-chr1-162565187-22
NR24992--MA0599.1.KLF5	chr16	17405428	17405437	+	0.000	0.000	Merged-chr16-17405439-1
NR13155--MA0493.1.Klf1	chr11	119894899	119894909	+	0.000	0.000	Merged-chr11-119894940-18
NR40432--MA0039.3.KLF4	chr3	37758201	37758211	-	0.000	0.000	Merged-chr3-37758309-31
NR52303--MA0493.1.Klf1	chr5	137425541	137425551	+	0.000	0.000	Merged-chr5-137425710-17
NR6470--MA1107.1.KLF9	chr10	77264473	77264485	+	0.000	0.000	Merged-chr10-77264465-20
NR52768--MA1107.1.KLF9	chr5	143975134	143975146	+	0.000	0.000	Merged-chr5-143975077-1
NR13682--MA0741.1.KLF16	chr12	25155529	25155539	-	0.000	0.000	Merged-chr12-25155613-40
NR60269--MA0039.3.KLF4	chr7	101466456	101466466	-	0.000	0.000	Merged-chr7-101466620-78
NR6103--MA1107.1.KLF9	chr10	68136685	68136697	-	0.000	0.000	Merged-chr10-68136775-17
NR66286--MA0599.1.KLF5	chr9	45329725	45329734	-	0.000	0.000	Merged-chr9-45329808-12
NR4586--MA0741.1.KLF16	chr1	191802742	191802752	-	0.000	0.000	Merged-chr1-191802759-25
NR15134--MA0599.1.KLF5	chr12	100480844	100480853	+	0.000	0.000	Merged-chr12-100480598-53
NR36195--MA0599.1.KLF5	chr2	71843327	71843336	+	0.000	0.000	Merged-chr2-71843530-15
NR51558--MA0493.1.Klf1	chr5	124075942	124075952	+	0.000	0.000	Merged-chr5-124075936-23
NR7976--MA0039.3.KLF4	chr10	111562801	111562811	+	0.000	0.000	Merged-chr10-111562842-26
NR3237--MA0740.1.KLF14	chr1	165816639	165816652	-	0.000	0.000	Merged-chr1-165816619-40
NR38329--MA1107.1.KLF9	chr2	147832603	147832615	+	0.000	0.000	Merged-chr2-147832545-2
NR5609--MA0742.1.Klf12	chr10	42269538	42269552	+	0.000	0.000	Merged-chr10-42269495-58
NR57649--MA1107.1.KLF9	chr7	4777375	4777387	+	0.000	0.000	Merged-chr7-4777194-35
NR50907--MA0493.1.Klf1	chr5	112239641	112239651	-	0.000	0.000	Merged-chr5-112239781-12
NR52250--MA0599.1.KLF5	chr5	136449972	136449981	-	0.000	0.000	Merged-chr5-136449962-15
NR25369--MA0039.3.KLF4	chr16	32516547	32516557	-	0.000	0.000	Merged-chr16-32516451-30
NR22310--MA0657.1.KLF13	chr15	36241628	36241645	-	0.000	0.000	Merged-chr15-36241584-11
NR68578--MA0599.1.KLF5	chr9	110880153	110880162	-	0.000	0.000	Merged-chr9-110880207-47
NR5610--MA0599.1.KLF5	chr10	42269539	42269548	+	0.000	0.000	Merged-chr10-42269495-58
NR3211--MA0599.1.KLF5	chr1	165691729	165691738	+	0.000	0.000	Merged-chr1-165691684-32
NR33449--MA0493.1.Klf1	chr19	37333607	37333617	+	0.000	0.000	Merged-chr19-37333490-26
NR3872--MA0039.3.KLF4	chr1	180303748	180303758	+	0.000	0.000	Merged-chr1-180303799-22
NR6102--MA0741.1.KLF16	chr10	68136635	68136645	+	0.000	0.000	Merged-chr10-68136775-17
NR33448--MA0742.1.Klf12	chr19	37333607	37333621	+	0.000	0.000	Merged-chr19-37333490-26
NR4090--MA0493.1.Klf1	chr1	184064446	184064456	+	0.000	0.000	Merged-chr1-184064517-33
NR41300--MA0741.1.KLF16	chr3	89378431	89378441	-	0.000	0.000	Merged-chr3-89378543-26
NR20370--MA0742.1.Klf12	chr14	57769257	57769271	-	0.000	0.000	Merged-chr14-57769251-39
NR7979--MA0657.1.KLF13	chr10	111562886	111562903	+	0.000	0.000	Merged-chr10-111562842-26
NR30634--MA0741.1.KLF16	chr18	34777008	34777018	-	0.000	0.000	Merged-chr18-34776840-4
NR54468--MA0741.1.KLF16	chr6	71322742	71322752	+	0.000	0.000	Merged-chr6-71322825-41
NR42792--MA1107.1.KLF9	chr3	131057526	131057538	-	0.000	0.000	Merged-chr3-131057396-52
NR52763--MA0742.1.Klf12	chr5	143975134	143975148	+	0.000	0.000	Merged-chr5-143975077-1
NR39232--MA0493.1.Klf1	chr2	166664668	166664678	-	0.000	0.000	Merged-chr2-166664771-14
NR15708--MA0599.1.KLF5	chr12	111166500	111166509	+	0.000	0.000	Merged-chr12-111166510-86
NR46386--MA0742.1.Klf12	chr4	119947764	119947778	-	0.000	0.000	Merged-chr4-119947761-47
NR3242--MA1107.1.KLF9	chr1	165816640	165816652	-	0.000	0.000	Merged-chr1-165816619-40
NR64287--MA0741.1.KLF16	chr8	104439603	104439613	-	0.000	0.000	Merged-chr8-104439585-1
NR69018--MA0742.1.Klf12	chr9	117910975	117910989	-	0.000	0.000	Merged-chr9-117910970-21
NR55767--MA0599.1.KLF5	chr6	119199116	119199125	+	0.000	0.000	Merged-chr6-119199024-52
NR43747--MA0741.1.KLF16	chr3	152209698	152209708	-	0.000	0.000	Merged-chr3-152209810-2
NR43211--MA1107.1.KLF9	chr3	138868581	138868593	-	0.000	0.000	Merged-chr3-138868592-15
NR3239--MA0599.1.KLF5	chr1	165816642	165816651	-	0.000	0.000	Merged-chr1-165816619-40
NR62760--MA0493.1.Klf1	chr8	35428950	35428960	-	0.000	0.000	Merged-chr8-35428921-45
NR6468--MA0741.1.KLF16	chr10	77264474	77264484	+	0.000	0.000	Merged-chr10-77264465-20
NR55771--MA0493.1.Klf1	chr6	119199115	119199125	+	0.000	0.000	Merged-chr6-119199024-52
NR49178--MA0493.1.Klf1	chr5	35771275	35771285	-	0.000	0.000	Merged-chr5-35771159-16
NR48517--MA0039.3.KLF4	chr5	5420286	5420296	+	0.000	0.000	Merged-chr5-5420247-39
NR26100--MA0741.1.KLF16	chr16	76357270	76357280	-	0.000	0.000	Merged-chr16-76357413-27
NR16154--MA0742.1.Klf12	chr13	4191110	4191124	-	0.000	0.000	Merged-chr13-4191269-39
NR10537--MA0599.1.KLF5	chr11	70622648	70622657	+	0.000	0.000	Merged-chr11-70622499-26
NR4592--MA1107.1.KLF9	chr1	191802747	191802759	-	0.000	0.000	Merged-chr1-191802759-25
NR41028--MA0493.1.Klf1	chr3	79504655	79504665	+	0.000	0.000	Merged-chr3-79504650-9
NR46396--MA1107.1.KLF9	chr4	120053614	120053626	-	0.000	0.000	Merged-chr4-120053646-59
NR60268--MA0599.1.KLF5	chr7	101466458	101466467	-	0.000	0.000	Merged-chr7-101466620-78
NR27995--MA0599.1.KLF5	chr17	31326305	31326314	-	0.000	0.000	Merged-chr17-31326302-35
NR13496--MA0741.1.KLF16	chr12	12580878	12580888	+	0.000	0.000	Merged-chr12-12580881-28
NR39720--MA0039.3.KLF4	chr2	174566143	174566153	+	0.000	0.000	Merged-chr2-174566072-46
NR8245--MA0493.1.Klf1	chr10	117925714	117925724	+	0.000	0.000	Merged-chr10-117925903-63
NR46056--MA1107.1.KLF9	chr4	109136944	109136956	+	0.000	0.000	Merged-chr4-109136872-28
NR7975--MA0599.1.KLF5	chr10	111562800	111562809	+	0.000	0.000	Merged-chr10-111562842-26
NR21803--MA0741.1.KLF16	chr14	121315918	121315928	-	0.000	0.000	Merged-chr14-121315767-6
