#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval-0.1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval-0.1_up.bed
NR3414--MA0684.1.RUNX3	chr15	31649792	31649801	-	0.000	0.000	Merged-chr15-31649789-27
NR967--MA0002.2.RUNX1	chr10	26879360	26879370	+	0.000	0.000	Merged-chr10-26879299-36
NR7625--MA0002.2.RUNX1	chr5	114505598	114505608	-	0.000	0.000	Merged-chr5-114505492-44
NR553--MA0002.2.RUNX1	chr1	152037320	152037330	-	0.000	0.000	Merged-chr1-152037309-6
NR7211--MA0002.2.RUNX1	chr5	3887153	3887163	-	0.000	0.000	Merged-chr5-3887091-30
NR8068--MA0511.2.RUNX2	chr6	83096108	83096116	+	0.000	0.000	Merged-chr6-83096074-55
NR1618--MA0002.2.RUNX1	chr11	54188039	54188049	+	0.000	0.000	Merged-chr11-54188081-11
NR2--MA0002.2.RUNX1	chr1	6454075	6454085	+	0.000	0.000	Merged-chr1-6454252-50
NR5164--MA0002.2.RUNX1	chr2	6379922	6379932	-	0.000	0.000	Merged-chr2-6380083-49
NR7466--MA0511.2.RUNX2	chr5	91283139	91283147	-	0.000	0.000	Merged-chr5-91283193-32
NR6861--MA0002.2.RUNX1	chr4	95278164	95278174	-	0.000	0.000	Merged-chr4-95278286-49
NR9252--MA0002.2.RUNX1	chr8	64805564	64805574	-	0.000	0.000	Merged-chr8-64805470-51
NR3506--MA0511.2.RUNX2	chr15	55327443	55327451	-	0.000	0.000	Merged-chr15-55327422-12
NR1999--MA0684.1.RUNX3	chr12	26057915	26057924	+	0.000	0.000	Merged-chr12-26057851-43
NR7323--MA0511.2.RUNX2	chr5	34822910	34822918	-	0.000	0.000	Merged-chr5-34822830-22
NR7989--MA0511.2.RUNX2	chr6	60940542	60940550	+	0.000	0.000	Merged-chr6-60940563-22
NR837--MA0002.2.RUNX1	chr1	193102711	193102721	+	0.000	0.000	Merged-chr1-193102904-19
NR5815--MA0002.2.RUNX1	chr2	166022403	166022413	+	0.000	0.000	Merged-chr2-166022472-15
NR5339--MA0002.2.RUNX1	chr2	57256103	57256113	+	0.000	0.000	Merged-chr2-57256116-15
NR5796--MA0002.2.RUNX1	chr2	160746824	160746834	+	0.000	0.000	Merged-chr2-160746776-15
NR880--MA0002.2.RUNX1	chr10	9856012	9856022	-	0.000	0.000	Merged-chr10-9856019-18
NR675--MA0002.2.RUNX1	chr1	168432186	168432196	-	0.000	0.000	Merged-chr1-168432368-41
NR9013--MA0002.2.RUNX1	chr7	132672698	132672708	-	0.000	0.000	Merged-chr7-132672749-42
NR1568--MA0511.2.RUNX2	chr11	32486696	32486704	-	0.000	0.000	Merged-chr11-32486832-15
NR3897--MA0684.1.RUNX3	chr16	48594584	48594593	+	0.000	0.000	Merged-chr16-48594719-53
NR9887--MA0511.2.RUNX2	chr9	98616577	98616585	-	0.000	0.000	Merged-chr9-98616546-17
NR3354--MA0002.2.RUNX1	chr15	4816995	4817005	+	0.000	0.000	Merged-chr15-4816968-28
NR1617--MA0684.1.RUNX3	chr11	54153014	54153023	-	0.000	0.000	Merged-chr11-54152969-5
NR5861--MA0511.2.RUNX2	chr2	172977498	172977506	+	0.000	0.000	Merged-chr2-172977593-131
NR9394--MA0684.1.RUNX3	chr8	114264134	114264143	-	0.000	0.000	Merged-chr8-114264109-12
NR641--MA0002.2.RUNX1	chr1	164414031	164414041	+	0.000	0.000	Merged-chr1-164413844-41
NR7908--MA0684.1.RUNX3	chr6	38581835	38581844	-	0.000	0.000	Merged-chr6-38581914-20
NR9026--MA0002.2.RUNX1	chr7	136164676	136164686	-	0.000	0.000	Merged-chr7-136164647-23
NR3671--MA0511.2.RUNX2	chr15	94478962	94478970	+	0.000	0.000	Merged-chr15-94478905-44
NR2861--MA0002.2.RUNX1	chr13	108100837	108100847	+	0.000	0.000	Merged-chr13-108100820-31
NR5669--MA0511.2.RUNX2	chr2	135823861	135823869	+	0.000	0.000	Merged-chr2-135823878-14
NR5176--MA0684.1.RUNX3	chr2	8965050	8965059	-	0.000	0.000	Merged-chr2-8965212-53
NR5775--MA0002.2.RUNX1	chr2	158154377	158154387	+	0.000	0.000	Merged-chr2-158154460-58
NR1068--MA0002.2.RUNX1	chr10	60162574	60162584	+	0.000	0.000	Merged-chr10-60162645-38
NR9644--MA0684.1.RUNX3	chr9	51239013	51239022	-	0.000	0.000	Merged-chr9-51239066-41
NR5364--MA0511.2.RUNX2	chr2	59482996	59483004	-	0.000	0.000	Merged-chr2-59482840-22
NR5330--MA0511.2.RUNX2	chr2	52885288	52885296	+	0.000	0.000	Merged-chr2-52885299-16
NR8880--MA0684.1.RUNX3	chr7	112918188	112918197	+	0.000	0.000	Merged-chr7-112918016-3
NR981--MA0002.2.RUNX1	chr10	30537424	30537434	-	0.000	0.000	Merged-chr10-30537547-6
NR1609--MA0684.1.RUNX3	chr11	52224161	52224170	+	0.000	0.000	Merged-chr11-52224357-50
NR9928--MA0684.1.RUNX3	chr9	108617516	108617525	-	0.000	0.000	Merged-chr9-108617434-16
NR1874--MA0511.2.RUNX2	chr11	115589156	115589164	+	0.000	0.000	Merged-chr11-115589146-15
NR3061--MA0684.1.RUNX3	chr14	50981535	50981544	-	0.000	0.000	Merged-chr14-50981493-30
NR2330--MA0002.2.RUNX1	chr12	112720127	112720137	+	0.000	0.000	Merged-chr12-112720162-15
NR3379--MA0684.1.RUNX3	chr15	18951818	18951827	-	0.000	0.000	Merged-chr15-18951851-25
NR3392--MA0511.2.RUNX2	chr15	27668288	27668296	-	0.000	0.000	Merged-chr15-27668249-55
NR3187--MA0511.2.RUNX2	chr14	75892373	75892381	-	0.000	0.000	Merged-chr14-75892464-20
NR8178--MA0684.1.RUNX3	chr6	100255528	100255537	+	0.000	0.000	Merged-chr6-100255672-12
NR123--MA0002.2.RUNX1	chr1	43403618	43403628	-	0.000	0.000	Merged-chr1-43403565-20
NR7817--MA0511.2.RUNX2	chr5	149080641	149080649	-	0.000	0.000	Merged-chr5-149080540-39
NR9478--MA0511.2.RUNX2	chr8	125667473	125667481	-	0.000	0.000	Merged-chr8-125667402-39
NR1208--MA0684.1.RUNX3	chr10	84897547	84897556	+	0.000	0.000	Merged-chr10-84897526-62
NR3838--MA0511.2.RUNX2	chr16	35742397	35742405	-	0.000	0.000	Merged-chr16-35742622-74
NR2962--MA0002.2.RUNX1	chr14	15011568	15011578	+	0.000	0.000	Merged-chr14-15011517-9
NR7699--MA0002.2.RUNX1	chr5	124241815	124241825	-	0.000	0.000	Merged-chr5-124241668-15
NR1016--MA0511.2.RUNX2	chr10	40462465	40462473	-	0.000	0.000	Merged-chr10-40462347-27
NR3054--MA0002.2.RUNX1	chr14	48246459	48246469	+	0.000	0.000	Merged-chr14-48246381-22
NR7956--MA0684.1.RUNX3	chr6	50009528	50009537	-	0.000	0.000	Merged-chr6-50009459-48
NR9488--MA0002.2.RUNX1	chr8	126551172	126551182	-	0.000	0.000	Merged-chr8-126551138-20
NR5528--MA0002.2.RUNX1	chr2	102379148	102379158	-	0.000	0.000	Merged-chr2-102379112-1
NR341--MA0002.2.RUNX1	chr1	94092012	94092022	+	0.000	0.000	Merged-chr1-94091974-43
NR1278--MA0002.2.RUNX1	chr10	94334099	94334109	+	0.000	0.000	Merged-chr10-94333972-2
NR9348--MA0511.2.RUNX2	chr8	94827988	94827996	-	0.000	0.000	Merged-chr8-94828163-36
NR7873--MA0511.2.RUNX2	chr6	22330738	22330746	-	0.000	0.000	Merged-chr6-22330722-48
NR310--MA0511.2.RUNX2	chr1	89090406	89090414	+	0.000	0.000	Merged-chr1-89090487-27
NR5399--MA0684.1.RUNX3	chr2	65871109	65871118	-	0.000	0.000	Merged-chr2-65871141-19
NR7363--MA0511.2.RUNX2	chr5	52126038	52126046	-	0.000	0.000	Merged-chr5-52126006-25
NR1496--MA0002.2.RUNX1	chr11	8535124	8535134	-	0.000	0.000	Merged-chr11-8535073-21
NR6953--MA0684.1.RUNX3	chr4	109274053	109274062	-	0.000	0.000	Merged-chr4-109273984-17
NR734--MA0002.2.RUNX1	chr1	179493151	179493161	-	0.000	0.000	Merged-chr1-179493163-27
NR7316--MA0684.1.RUNX3	chr5	31964051	31964060	-	0.000	0.000	Merged-chr5-31963887-11
NR8594--MA0002.2.RUNX1	chr7	42642552	42642562	-	0.000	0.000	Merged-chr7-42642590-33
NR7124--MA0511.2.RUNX2	chr4	145045906	145045914	+	0.000	0.000	Merged-chr4-145045932-55
NR7297--MA0684.1.RUNX3	chr5	25092799	25092808	+	0.000	0.000	Merged-chr5-25092896-11
NR5745--MA0684.1.RUNX3	chr2	154754253	154754262	-	0.000	0.000	Merged-chr2-154754253-27
NR7548--MA0002.2.RUNX1	chr5	105152073	105152083	-	0.000	0.000	Merged-chr5-105152132-21
NR2891--MA0511.2.RUNX2	chr13	112133859	112133867	+	0.000	0.000	Merged-chr13-112133906-22
NR3317--MA0002.2.RUNX1	chr14	120373173	120373183	-	0.000	0.000	Merged-chr14-120372978-21
NR1100--MA0684.1.RUNX3	chr10	67891369	67891378	+	0.000	0.000	Merged-chr10-67891340-18
NR4995--MA0002.2.RUNX1	chr19	32496494	32496504	+	0.000	0.000	Merged-chr19-32496642-11
NR1098--MA0511.2.RUNX2	chr10	67891369	67891377	+	0.000	0.000	Merged-chr10-67891340-18
NR541--MA0511.2.RUNX2	chr1	150396149	150396157	+	0.000	0.000	Merged-chr1-150396130-66
NR5087--MA0002.2.RUNX1	chr19	55408646	55408656	-	0.000	0.000	Merged-chr19-55408533-26
NR7865--MA0511.2.RUNX2	chr6	17851279	17851287	-	0.000	0.000	Merged-chr6-17851443-16
NR1399--MA0684.1.RUNX3	chr10	118714234	118714243	+	0.000	0.000	Merged-chr10-118714396-52
NR9797--MA0511.2.RUNX2	chr9	83564266	83564274	-	0.000	0.000	Merged-chr9-83564254-44
NR5467--MA0002.2.RUNX1	chr2	78860119	78860129	+	0.000	0.000	Merged-chr2-78860154-39
NR96--MA0511.2.RUNX2	chr1	38557783	38557791	+	0.000	0.000	Merged-chr1-38557840-50
NR7276--MA0684.1.RUNX3	chr5	22360808	22360817	-	0.000	0.000	Merged-chr5-22360842-38
NR10236--MA0002.2.RUNX1	chrX	159199648	159199658	-	0.000	0.000	Merged-chrX-159199808-53
NR1173--MA0511.2.RUNX2	chr10	79417193	79417201	-	0.000	0.000	Merged-chr10-79417442-89
NR7927--MA0684.1.RUNX3	chr6	43619393	43619402	+	0.000	0.000	Merged-chr6-43619418-19
NR1967--MA0511.2.RUNX2	chr12	16901153	16901161	+	0.000	0.000	Merged-chr12-16901091-18
NR7368--MA0511.2.RUNX2	chr5	52872436	52872444	+	0.000	0.000	Merged-chr5-52872385-12
NR216--MA0002.2.RUNX1	chr1	67181367	67181377	-	0.000	0.000	Merged-chr1-67181322-10
NR7639--MA0511.2.RUNX2	chr5	115693470	115693478	+	0.000	0.000	Merged-chr5-115693567-32
NR4755--MA0684.1.RUNX3	chr18	68227789	68227798	-	0.000	0.000	Merged-chr18-68227583-82
NR15--MA0684.1.RUNX3	chr1	10325539	10325548	+	0.000	0.000	Merged-chr1-10325689-27
NR4878--MA0002.2.RUNX1	chr18	84874255	84874265	+	0.000	0.000	Merged-chr18-84874398-59
NR2532--MA0002.2.RUNX1	chr13	34114737	34114747	-	0.000	0.000	Merged-chr13-34114809-14
NR3786--MA0684.1.RUNX3	chr16	22526577	22526586	-	0.000	0.000	Merged-chr16-22526487-34
NR7398--MA0684.1.RUNX3	chr5	63943498	63943507	+	0.000	0.000	Merged-chr5-63943362-36
NR5175--MA0002.2.RUNX1	chr2	8965049	8965059	+	0.000	0.000	Merged-chr2-8965212-53
NR6872--MA0002.2.RUNX1	chr4	97657874	97657884	-	0.000	0.000	Merged-chr4-97657761-27
NR9709--MA0002.2.RUNX1	chr9	63749434	63749444	+	0.000	0.000	Merged-chr9-63749415-13
NR6461--MA0511.2.RUNX2	chr3	142626129	142626137	+	0.000	0.000	Merged-chr3-142626110-5
NR834--MA0684.1.RUNX3	chr1	192510749	192510758	+	0.000	0.000	Merged-chr1-192510804-31
NR8521--MA0511.2.RUNX2	chr7	6172089	6172097	+	0.000	0.000	Merged-chr7-6172024-124
NR5001--MA0511.2.RUNX2	chr19	33429584	33429592	+	0.000	0.000	Merged-chr19-33429713-40
NR10086--MA0684.1.RUNX3	chrX	37141940	37141949	-	0.000	0.000	Merged-chrX-37141960-22
NR10066--MA0002.2.RUNX1	chrX	17521364	17521374	+	0.000	0.000	Merged-chrX-17521323-26
NR7357--MA0002.2.RUNX1	chr5	45790451	45790461	-	0.000	0.000	Merged-chr5-45790409-20
NR4618--MA0002.2.RUNX1	chr18	37956390	37956400	-	0.000	0.000	Merged-chr18-37956293-26
NR3526--MA0684.1.RUNX3	chr15	61651350	61651359	-	0.000	0.000	Merged-chr15-61651331-17
NR6361--MA0684.1.RUNX3	chr3	126825138	126825147	-	0.000	0.000	Merged-chr3-126825034-19
NR3378--MA0002.2.RUNX1	chr15	18951817	18951827	+	0.000	0.000	Merged-chr15-18951851-25
NR4599--MA0002.2.RUNX1	chr18	35383457	35383467	-	0.000	0.000	Merged-chr18-35383519-5
NR8687--MA0002.2.RUNX1	chr7	67500551	67500561	+	0.000	0.000	Merged-chr7-67500556-27
NR6070--MA0002.2.RUNX1	chr3	67033547	67033557	-	0.000	0.000	Merged-chr3-67033715-15
NR9798--MA0684.1.RUNX3	chr9	83564265	83564274	-	0.000	0.000	Merged-chr9-83564254-44
NR4442--MA0684.1.RUNX3	chr17	80579293	80579302	-	0.000	0.000	Merged-chr17-80579337-18
NR1188--MA0002.2.RUNX1	chr10	81249630	81249640	-	0.000	0.000	Merged-chr10-81249714-12
NR2762--MA0684.1.RUNX3	chr13	91178712	91178721	+	0.000	0.000	Merged-chr13-91178743-26
NR2570--MA0511.2.RUNX2	chr13	41774153	41774161	-	0.000	0.000	Merged-chr13-41774048-23
NR155--MA0002.2.RUNX1	chr1	54279843	54279853	+	0.000	0.000	Merged-chr1-54279813-25
NR7435--MA0511.2.RUNX2	chr5	74471121	74471129	+	0.000	0.000	Merged-chr5-74471085-11
NR6625--MA0002.2.RUNX1	chr4	10875591	10875601	+	0.000	0.000	Merged-chr4-10875548-10
NR8861--MA0511.2.RUNX2	chr7	109741960	109741968	-	0.000	0.000	Merged-chr7-109741680-86
NR2123--MA0002.2.RUNX1	chr12	76853981	76853991	+	0.000	0.000	Merged-chr12-76853895-20
NR393--MA0684.1.RUNX3	chr1	106884006	106884015	-	0.000	0.000	Merged-chr1-106884032-17
NR121--MA0002.2.RUNX1	chr1	43207414	43207424	-	0.000	0.000	Merged-chr1-43207362-30
NR1349--MA0684.1.RUNX3	chr10	116914010	116914019	+	0.000	0.000	Merged-chr10-116914032-56
NR8765--MA0511.2.RUNX2	chr7	88459939	88459947	-	0.000	0.000	Merged-chr7-88459917-15
NR6942--MA0511.2.RUNX2	chr4	107989118	107989126	+	0.000	0.000	Merged-chr4-107989218-22
NR4786--MA0511.2.RUNX2	chr18	73648551	73648559	+	0.000	0.000	Merged-chr18-73648637-9
NR3409--MA0684.1.RUNX3	chr15	31473069	31473078	+	0.000	0.000	Merged-chr15-31472972-16
NR8761--MA0684.1.RUNX3	chr7	84740071	84740080	-	0.000	0.000	Merged-chr7-84740151-41
NR4653--MA0002.2.RUNX1	chr18	49721779	49721789	-	0.000	0.000	Merged-chr18-49721855-41
NR100--MA0002.2.RUNX1	chr1	38597975	38597985	-	0.000	0.000	Merged-chr1-38597807-10
NR6171--MA0002.2.RUNX1	chr3	89892864	89892874	+	0.000	0.000	Merged-chr3-89892725-25
NR8916--MA0002.2.RUNX1	chr7	117418904	117418914	+	0.000	0.000	Merged-chr7-117419068-12
NR4686--MA0684.1.RUNX3	chr18	56413121	56413130	-	0.000	0.000	Merged-chr18-56413005-50
NR8897--MA0002.2.RUNX1	chr7	115430348	115430358	-	0.000	0.000	Merged-chr7-115430253-20
NR6346--MA0002.2.RUNX1	chr3	122629774	122629784	-	0.000	0.000	Merged-chr3-122629759-30
NR8710--MA0511.2.RUNX2	chr7	75596206	75596214	-	0.000	0.000	Merged-chr7-75596193-49
NR4523--MA0002.2.RUNX1	chr18	10154728	10154738	+	0.000	0.000	Merged-chr18-10154788-16
NR2638--MA0002.2.RUNX1	chr13	59468173	59468183	-	0.000	0.000	Merged-chr13-59468165-25
NR9389--MA0684.1.RUNX3	chr8	111577954	111577963	-	0.000	0.000	Merged-chr8-111578108-20
NR10102--MA0511.2.RUNX2	chrX	50490666	50490674	+	0.000	0.000	Merged-chrX-50490696-9
NR2082--MA0684.1.RUNX3	chr12	69539513	69539522	+	0.000	0.000	Merged-chr12-69539558-45
NR765--MA0684.1.RUNX3	chr1	183180409	183180418	+	0.000	0.000	Merged-chr1-183180587-56
NR7218--MA0684.1.RUNX3	chr5	7829816	7829825	-	0.000	0.000	Merged-chr5-7829791-41
NR7990--MA0002.2.RUNX1	chr6	60940542	60940552	-	0.000	0.000	Merged-chr6-60940563-22
NR6421--MA0002.2.RUNX1	chr3	135629097	135629107	-	0.000	0.000	Merged-chr3-135628984-19
NR8624--MA0002.2.RUNX1	chr7	49364549	49364559	-	0.000	0.000	Merged-chr7-49364720-42
NR1731--MA0002.2.RUNX1	chr11	82195070	82195080	+	0.000	0.000	Merged-chr11-82195229-33
NR4582--MA0511.2.RUNX2	chr18	32149484	32149492	-	0.000	0.000	Merged-chr18-32149405-13
NR2302--MA0511.2.RUNX2	chr12	107721106	107721114	-	0.000	0.000	Merged-chr12-107721179-46
NR443--MA0511.2.RUNX2	chr1	128399307	128399315	+	0.000	0.000	Merged-chr1-128399248-36
NR4754--MA0002.2.RUNX1	chr18	68227788	68227798	+	0.000	0.000	Merged-chr18-68227583-82
NR9811--MA0002.2.RUNX1	chr9	85680202	85680212	+	0.000	0.000	Merged-chr9-85680180-31
NR6020--MA0002.2.RUNX1	chr3	51637078	51637088	+	0.000	0.000	Merged-chr3-51637013-67
NR966--MA0511.2.RUNX2	chr10	26879362	26879370	-	0.000	0.000	Merged-chr10-26879299-36
NR6943--MA0684.1.RUNX3	chr4	107989118	107989127	+	0.000	0.000	Merged-chr4-107989218-22
NR10237--MA0511.2.RUNX2	chrX	159828383	159828391	+	0.000	0.000	Merged-chrX-159828290-35
NR10138--MA0002.2.RUNX1	chrX	71622485	71622495	-	0.000	0.000	Merged-chrX-71622436-27
NR6447--MA0002.2.RUNX1	chr3	138841563	138841573	-	0.000	0.000	Merged-chr3-138841387-35
NR8441--MA0002.2.RUNX1	chr6	142978145	142978155	-	0.000	0.000	Merged-chr6-142978155-9
NR6512--MA0511.2.RUNX2	chr3	146045007	146045015	-	0.000	0.000	Merged-chr3-146045142-29
NR8094--MA0684.1.RUNX3	chr6	87725734	87725743	+	0.000	0.000	Merged-chr6-87725596-14
NR9298--MA0511.2.RUNX2	chr8	77341136	77341144	+	0.000	0.000	Merged-chr8-77341017-10
NR4356--MA0511.2.RUNX2	chr17	62857484	62857492	+	0.000	0.000	Merged-chr17-62857583-41
NR6956--MA0684.1.RUNX3	chr4	109471172	109471181	+	0.000	0.000	Merged-chr4-109471151-19
NR2533--MA0511.2.RUNX2	chr13	34914838	34914846	-	0.000	0.000	Merged-chr13-34914852-26
NR989--MA0002.2.RUNX1	chr10	37207075	37207085	+	0.000	0.000	Merged-chr10-37207171-14
NR674--MA0511.2.RUNX2	chr1	168432186	168432194	+	0.000	0.000	Merged-chr1-168432368-41
NR2785--MA0511.2.RUNX2	chr13	94966127	94966135	+	0.000	0.000	Merged-chr13-94966148-17
NR3926--MA0002.2.RUNX1	chr16	52362333	52362343	-	0.000	0.000	Merged-chr16-52362398-3
NR10008--MA0002.2.RUNX1	chr9	118167867	118167877	-	0.000	0.000	Merged-chr9-118167872-33
NR4475--MA0002.2.RUNX1	chr17	86038397	86038407	-	0.000	0.000	Merged-chr17-86038391-20
NR8457--MA0511.2.RUNX2	chr6	144953072	144953080	+	0.000	0.000	Merged-chr6-144953133-29
NR9025--MA0511.2.RUNX2	chr7	136164676	136164684	+	0.000	0.000	Merged-chr7-136164647-23
NR6787--MA0002.2.RUNX1	chr4	62476083	62476093	-	0.000	0.000	Merged-chr4-62476033-55
NR9750--MA0002.2.RUNX1	chr9	75115525	75115535	-	0.000	0.000	Merged-chr9-75115492-20
NR1067--MA0511.2.RUNX2	chr10	60162576	60162584	-	0.000	0.000	Merged-chr10-60162645-38
NR7279--MA0684.1.RUNX3	chr5	22740148	22740157	+	0.000	0.000	Merged-chr5-22740212-9
NR2394--MA0002.2.RUNX1	chr12	117586384	117586394	+	0.000	0.000	Merged-chr12-117586270-30
NR7451--MA0002.2.RUNX1	chr5	88499874	88499884	-	0.000	0.000	Merged-chr5-88499946-26
NR2569--MA0002.2.RUNX1	chr13	41615010	41615020	+	0.000	0.000	Merged-chr13-41614922-33
NR6038--MA0002.2.RUNX1	chr3	55688355	55688365	-	0.000	0.000	Merged-chr3-55688329-24
NR318--MA0511.2.RUNX2	chr1	91755272	91755280	-	0.000	0.000	Merged-chr1-91755348-8
NR2015--MA0511.2.RUNX2	chr12	34248929	34248937	+	0.000	0.000	Merged-chr12-34249045-49
NR8555--MA0002.2.RUNX1	chr7	24457834	24457844	-	0.000	0.000	Merged-chr7-24457903-49
NR1771--MA0002.2.RUNX1	chr11	96504750	96504760	-	0.000	0.000	Merged-chr11-96504933-13
NR2425--MA0684.1.RUNX3	chr13	6652639	6652648	+	0.000	0.000	Merged-chr13-6652733-20
NR4357--MA0684.1.RUNX3	chr17	62857484	62857493	+	0.000	0.000	Merged-chr17-62857583-41
NR5240--MA0002.2.RUNX1	chr2	25828777	25828787	-	0.000	0.000	Merged-chr2-25828697-14
NR4436--MA0511.2.RUNX2	chr17	79817129	79817137	+	0.000	0.000	Merged-chr17-79817109-13
NR9580--MA0002.2.RUNX1	chr9	35017027	35017037	-	0.000	0.000	Merged-chr9-35016972-25
NR7700--MA0684.1.RUNX3	chr5	124241815	124241824	+	0.000	0.000	Merged-chr5-124241668-15
NR1893--MA0002.2.RUNX1	chr11	118232513	118232523	-	0.000	0.000	Merged-chr11-118232579-51
NR1022--MA0002.2.RUNX1	chr10	42849060	42849070	-	0.000	0.000	Merged-chr10-42848913-29
NR8167--MA0002.2.RUNX1	chr6	99498346	99498356	-	0.000	0.000	Merged-chr6-99498294-17
NR9593--MA0002.2.RUNX1	chr9	42158806	42158816	-	0.000	0.000	Merged-chr9-42158908-46
NR1610--MA0511.2.RUNX2	chr11	52314259	52314267	+	0.000	0.000	Merged-chr11-52314367-60
NR2116--MA0511.2.RUNX2	chr12	76527683	76527691	+	0.000	0.000	Merged-chr12-76527633-28
NR2494--MA0684.1.RUNX3	chr13	24866804	24866813	+	0.000	0.000	Merged-chr13-24866887-32
NR2289--MA0684.1.RUNX3	chr12	105538366	105538375	+	0.000	0.000	Merged-chr12-105538395-6
NR8262--MA0684.1.RUNX3	chr6	119509053	119509062	-	0.000	0.000	Merged-chr6-119509030-36
NR10068--MA0684.1.RUNX3	chrX	17521350	17521359	+	0.000	0.000	Merged-chrX-17521323-26
NR9211--MA0002.2.RUNX1	chr8	35898292	35898302	+	0.000	0.000	Merged-chr8-35898290-14
NR8593--MA0511.2.RUNX2	chr7	42642552	42642560	+	0.000	0.000	Merged-chr7-42642590-33
NR2126--MA0002.2.RUNX1	chr12	76932828	76932838	+	0.000	0.000	Merged-chr12-76932922-30
NR2748--MA0511.2.RUNX2	chr13	89889237	89889245	+	0.000	0.000	Merged-chr13-89889254-28
NR7640--MA0002.2.RUNX1	chr5	115693470	115693480	-	0.000	0.000	Merged-chr5-115693567-32
NR7911--MA0002.2.RUNX1	chr6	39347440	39347450	-	0.000	0.000	Merged-chr6-39347435-5
NR5341--MA0002.2.RUNX1	chr2	57407666	57407676	+	0.000	0.000	Merged-chr2-57407840-54
NR6118--MA0002.2.RUNX1	chr3	82365230	82365240	-	0.000	0.000	Merged-chr3-82365236-33
NR4709--MA0002.2.RUNX1	chr18	61188276	61188286	-	0.000	0.000	Merged-chr18-61188282-36
NR3790--MA0684.1.RUNX3	chr16	23144425	23144434	-	0.000	0.000	Merged-chr16-23144552-50
NR8255--MA0002.2.RUNX1	chr6	119159740	119159750	-	0.000	0.000	Merged-chr6-119159656-11
NR4024--MA0002.2.RUNX1	chr16	89817051	89817061	-	0.000	0.000	Merged-chr16-89817047-30
NR8093--MA0002.2.RUNX1	chr6	87725734	87725744	-	0.000	0.000	Merged-chr6-87725596-14
NR6336--MA0002.2.RUNX1	chr3	121593310	121593320	-	0.000	0.000	Merged-chr3-121593516-30
NR1123--MA0002.2.RUNX1	chr10	71266164	71266174	-	0.000	0.000	Merged-chr10-71266010-2,Merged-chr10-71266331-5
NR2185--MA0511.2.RUNX2	chr12	89719331	89719339	-	0.000	0.000	Merged-chr12-89719457-81
NR961--MA0002.2.RUNX1	chr10	26562868	26562878	+	0.000	0.000	Merged-chr10-26563078-18
NR9694--MA0002.2.RUNX1	chr9	61225167	61225177	-	0.000	0.000	Merged-chr9-61225287-14
NR2979--MA0511.2.RUNX2	chr14	20775785	20775793	+	0.000	0.000	Merged-chr14-20775848-16
NR3312--MA0684.1.RUNX3	chr14	119236410	119236419	-	0.000	0.000	Merged-chr14-119236354-10
NR3706--MA0002.2.RUNX1	chr15	100119555	100119565	+	0.000	0.000	Merged-chr15-100119488-4
NR3687--MA0002.2.RUNX1	chr15	97455659	97455669	-	0.000	0.000	Merged-chr15-97455795-23
NR4798--MA0684.1.RUNX3	chr18	75374181	75374190	-	0.000	0.000	Merged-chr18-75374196-25
NR215--MA0511.2.RUNX2	chr1	67181367	67181375	+	0.000	0.000	Merged-chr1-67181322-10
NR3895--MA0511.2.RUNX2	chr16	48594584	48594592	+	0.000	0.000	Merged-chr16-48594719-53
NR3673--MA0684.1.RUNX3	chr15	94478962	94478971	+	0.000	0.000	Merged-chr15-94478905-44
NR5747--MA0002.2.RUNX1	chr2	154754296	154754306	-	0.000	0.000	Merged-chr2-154754253-27
NR7884--MA0002.2.RUNX1	chr6	28878170	28878180	-	0.000	0.000	Merged-chr6-28878211-33
NR3801--MA0684.1.RUNX3	chr16	24171356	24171365	-	0.000	0.000	Merged-chr16-24171355-10
NR8538--MA0684.1.RUNX3	chr7	16535908	16535917	-	0.000	0.000	Merged-chr7-16535889-17
NR3510--MA0002.2.RUNX1	chr15	57838721	57838731	-	0.000	0.000	Merged-chr15-57838718-52
NR7122--MA0002.2.RUNX1	chr4	144996003	144996013	-	0.000	0.000	Merged-chr4-144996009-47
NR1611--MA0684.1.RUNX3	chr11	52314259	52314268	+	0.000	0.000	Merged-chr11-52314367-60
NR2117--MA0684.1.RUNX3	chr12	76527683	76527692	+	0.000	0.000	Merged-chr12-76527633-28
NR367--MA0684.1.RUNX3	chr1	98022055	98022064	+	0.000	0.000	Merged-chr1-98022036-10
NR3775--MA0002.2.RUNX1	chr16	17695009	17695019	+	0.000	0.000	Merged-chr16-17695007-34
NR7863--MA0002.2.RUNX1	chr6	17382929	17382939	+	0.000	0.000	Merged-chr6-17382878-11
NR1876--MA0684.1.RUNX3	chr11	115589156	115589165	+	0.000	0.000	Merged-chr11-115589146-15
NR5964--MA0684.1.RUNX3	chr3	21996141	21996150	-	0.000	0.000	Merged-chr3-21996009-51
