#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.1_up.bed
NR4713--MA0684.1.RUNX3	chr17	62857484	62857493	+	0.000	0.000	Merged-chr17-62857583-41
NR3539--MA0684.1.RUNX3	chr14	118483013	118483022	-	0.000	0.000	Merged-chr14-118482949-23
NR7479--MA0002.2.RUNX1	chr4	145045906	145045916	-	0.000	0.000	Merged-chr4-145045932-55
NR63--MA0684.1.RUNX3	chr1	38557783	38557792	+	0.000	0.000	Merged-chr1-38557840-50
NR3456--MA0511.2.RUNX2	chr14	78356899	78356907	-	0.000	0.000	Merged-chr14-78356893-53
NR10206--MA0684.1.RUNX3	chr8	128622960	128622969	-	0.000	0.000	Merged-chr8-128622909-9
NR852--MA0511.2.RUNX2	chr10	4357606	4357614	-	0.000	0.000	Merged-chr10-4357640-28
NR4687--MA0002.2.RUNX1	chr17	52468606	52468616	-	0.000	0.000	Merged-chr17-52468640-52
NR10458--MA0684.1.RUNX3	chr9	75246458	75246467	-	0.000	0.000	Merged-chr9-75246433-36
NR2388--MA0002.2.RUNX1	chr12	98601152	98601162	+	0.000	0.000	Merged-chr12-98601119-23
NR7921--MA0002.2.RUNX1	chr5	99499892	99499902	+	0.000	0.000	Merged-chr5-99499835-48
NR690--MA0511.2.RUNX2	chr1	179578841	179578849	+	0.000	0.000	Merged-chr1-179578897-31
NR2993--MA0684.1.RUNX3	chr13	95892234	95892243	+	0.000	0.000	Merged-chr13-95891948-150
NR3499--MA0684.1.RUNX3	chr14	101879179	101879188	+	0.000	0.000	Merged-chr14-101879110-69
NR4382--MA0002.2.RUNX1	chr16	91562219	91562229	+	0.000	0.000	Merged-chr16-91562152-19
NR7173--MA0684.1.RUNX3	chr4	86722117	86722126	+	0.000	0.000	Merged-chr4-86721990-52
NR2083--MA0002.2.RUNX1	chr11	119671240	119671250	+	0.000	0.000	Merged-chr11-119671227-50
NR8788--MA0002.2.RUNX1	chr6	129240078	129240088	+	0.000	0.000	Merged-chr6-129239949-37
NR4557--MA0002.2.RUNX1	chr17	27323198	27323208	+	0.000	0.000	Merged-chr17-27323176-36
NR2909--MA0002.2.RUNX1	chr13	81675840	81675850	-	0.000	0.000	Merged-chr13-81675595-44
NR4718--MA0684.1.RUNX3	chr17	63356437	63356446	+	0.000	0.000	Merged-chr17-63356437-30
NR2062--MA0002.2.RUNX1	chr11	117872034	117872044	+	0.000	0.000	Merged-chr11-117872185-83
NR10159--MA0002.2.RUNX1	chr8	125649257	125649267	-	0.000	0.000	Merged-chr8-125649394-37
NR7387--MA0511.2.RUNX2	chr4	134059083	134059091	+	0.000	0.000	Merged-chr4-134059039-2
NR887--MA0684.1.RUNX3	chr10	13438594	13438603	+	0.000	0.000	Merged-chr10-13438536-33
NR6543--MA0002.2.RUNX1	chr3	75731470	75731480	-	0.000	0.000	Merged-chr3-75731321-54
NR4518--MA0511.2.RUNX2	chr17	21463758	21463766	+	0.000	0.000	Merged-chr17-21463736-49
NR4876--MA0002.2.RUNX1	chr18	6106732	6106742	-	0.000	0.000	Merged-chr18-6106813-28
NR9347--MA0684.1.RUNX3	chr7	92420706	92420715	-	0.000	0.000	Merged-chr7-92420666-38
NR4405--MA0684.1.RUNX3	chr16	93552990	93552999	+	0.000	0.000	Merged-chr16-93552984-42
NR5097--MA0684.1.RUNX3	chr18	77121745	77121754	+	0.000	0.000	Merged-chr18-77121790-35
NR3860--MA0002.2.RUNX1	chr15	82111957	82111967	+	0.000	0.000	Merged-chr15-82112003-17
NR3069--MA0684.1.RUNX3	chr13	107523137	107523146	+	0.000	0.000	Merged-chr13-107523216-37
NR3178--MA0684.1.RUNX3	chr14	12243954	12243963	-	0.000	0.000	Merged-chr14-12243878-61
NR8087--MA0002.2.RUNX1	chr5	115693470	115693480	-	0.000	0.000	Merged-chr5-115693567-32
NR4061--MA0002.2.RUNX1	chr16	18377256	18377266	+	0.000	0.000	Merged-chr16-18377300-20
NR4998--MA0002.2.RUNX1	chr18	56413120	56413130	+	0.000	0.000	Merged-chr18-56413005-50
NR9198--MA0684.1.RUNX3	chr7	48795272	48795281	-	0.000	0.000	Merged-chr7-48795353-37
NR6393--MA0684.1.RUNX3	chr3	10151850	10151859	-	0.000	0.000	Merged-chr3-10151750-17
NR2956--MA0684.1.RUNX3	chr13	91484403	91484412	-	0.000	0.000	Merged-chr13-91484361-55
NR4488--MA0002.2.RUNX1	chr17	12655817	12655827	-	0.000	0.000	Merged-chr17-12655999-51
NR4715--MA0511.2.RUNX2	chr17	63356450	63356458	+	0.000	0.000	Merged-chr17-63356437-30
NR2066--MA0684.1.RUNX3	chr11	117872114	117872123	-	0.000	0.000	Merged-chr11-117872185-83
NR7087--MA0511.2.RUNX2	chr4	48012477	48012485	-	0.000	0.000	Merged-chr4-48012358-52
NR8271--MA0002.2.RUNX1	chr5	149080639	149080649	+	0.000	0.000	Merged-chr5-149080540-39
NR4205--MA0511.2.RUNX2	chr16	48594584	48594592	+	0.000	0.000	Merged-chr16-48594719-53
NR10792--MA0002.2.RUNX1	chr9	120943830	120943840	+	0.000	0.000	Merged-chr9-120943869-18
NR8608--MA0002.2.RUNX1	chr6	99910122	99910132	-	0.000	0.000	Merged-chr6-99910177-32
NR6386--MA0002.2.RUNX1	chr3	9755157	9755167	-	0.000	0.000	Merged-chr3-9755096-55
NR7119--MA0511.2.RUNX2	chr4	59790158	59790166	-	0.000	0.000	Merged-chr4-59790006-29
NR10208--MA0511.2.RUNX2	chr8	128643065	128643073	-	0.000	0.000	Merged-chr8-128643198-31
NR2886--MA0511.2.RUNX2	chr13	73491291	73491299	-	0.000	0.000	Merged-chr13-73491277-13
NR8698--MA0002.2.RUNX1	chr6	119522293	119522303	+	0.000	0.000	Merged-chr6-119522115-45
NR8969--MA0002.2.RUNX1	chr6	146081159	146081169	+	0.000	0.000	Merged-chr6-146081045-99
NR3756--MA0002.2.RUNX1	chr15	64067797	64067807	-	0.000	0.000	Merged-chr15-64067738-34
NR2250--MA0684.1.RUNX3	chr12	69539513	69539522	+	0.000	0.000	Merged-chr12-69539558-45
NR457--MA0684.1.RUNX3	chr1	138952394	138952403	+	0.000	0.000	Merged-chr1-138952405-35
NR6799--MA0684.1.RUNX3	chr3	133078627	133078636	+	0.000	0.000	Merged-chr3-133078514-46
NR3722--MA0002.2.RUNX1	chr15	55520967	55520977	-	0.000	0.000	Merged-chr15-55520889-48
NR5610--MA0511.2.RUNX2	chr2	25620566	25620574	-	0.000	0.000	Merged-chr2-25620603-21
NR2756--MA0511.2.RUNX2	chr13	38050154	38050162	-	0.000	0.000	Merged-chr13-38050052-14
NR9917--MA0002.2.RUNX1	chr8	77292723	77292733	+	0.000	0.000	Merged-chr8-77292720-71
NR7188--MA0511.2.RUNX2	chr4	89393390	89393398	-	0.000	0.000	Merged-chr4-89393499-15
NR8612--MA0511.2.RUNX2	chr6	100581257	100581265	+	0.000	0.000	Merged-chr6-100581320-61
NR3572--MA0684.1.RUNX3	chr14	122748080	122748089	+	0.000	0.000	Merged-chr14-122748042-18
NR1667--MA0002.2.RUNX1	chr11	58290430	58290440	+	0.000	0.000	Merged-chr11-58290425-28
NR396--MA0684.1.RUNX3	chr1	131012705	131012714	-	0.000	0.000	Merged-chr1-131012685-13
NR4729--MA0684.1.RUNX3	chr17	64827073	64827082	-	0.000	0.000	Merged-chr17-64827066-53
NR5692--MA0511.2.RUNX2	chr2	46372995	46373003	+	0.000	0.000	Merged-chr2-46373080-32
NR6227--MA0002.2.RUNX1	chr2	158450879	158450889	-	0.000	0.000	Merged-chr2-158450944-19
NR1123--MA0002.2.RUNX1	chr10	71247269	71247279	-	0.000	0.000	Merged-chr10-71247188-37
NR2072--MA0684.1.RUNX3	chr11	118232694	118232703	+	0.000	0.000	Merged-chr11-118232579-51
NR9203--MA0002.2.RUNX1	chr7	49364549	49364559	-	0.000	0.000	Merged-chr7-49364720-42
NR5572--MA0002.2.RUNX1	chr2	17597762	17597772	+	0.000	0.000	Merged-chr2-17597899-18
NR6828--MA0511.2.RUNX2	chr3	137954548	137954556	+	0.000	0.000	Merged-chr3-137954430-54
NR6064--MA0684.1.RUNX3	chr2	128544656	128544665	+	0.000	0.000	Merged-chr2-128544786-45
NR831--MA0002.2.RUNX1	chr1	193366053	193366063	-	0.000	0.000	Merged-chr1-193366026-12
NR1721--MA0002.2.RUNX1	chr11	67633799	67633809	-	0.000	0.000	Merged-chr11-67633953-18
NR6858--MA0684.1.RUNX3	chr3	142892308	142892317	+	0.000	0.000	Merged-chr3-142892335-19
NR5713--MA0002.2.RUNX1	chr2	53051370	53051380	-	0.000	0.000	Merged-chr2-53051556-37
NR3491--MA0002.2.RUNX1	chr14	99419171	99419181	+	0.000	0.000	Merged-chr14-99419131-33
NR2021--MA0511.2.RUNX2	chr11	113153481	113153489	+	0.000	0.000	Merged-chr11-113153533-26
NR129--MA0002.2.RUNX1	chr1	58311395	58311405	-	0.000	0.000	Merged-chr1-58311498-34
NR258--MA0684.1.RUNX3	chr1	88587508	88587517	+	0.000	0.000	Merged-chr1-88587471-60
NR9563--MA0684.1.RUNX3	chr7	123355109	123355118	+	0.000	0.000	Merged-chr7-123355107-50
NR8369--MA0002.2.RUNX1	chr6	33683814	33683824	+	0.000	0.000	Merged-chr6-33683719-46
NR9923--MA0002.2.RUNX1	chr8	78975204	78975214	+	0.000	0.000	Merged-chr8-78975191-34
NR7101--MA0002.2.RUNX1	chr4	55398090	55398100	-	0.000	0.000	Merged-chr4-55398224-75
NR10210--MA0684.1.RUNX3	chr8	128643064	128643073	-	0.000	0.000	Merged-chr8-128643198-31
NR3936--MA0684.1.RUNX3	chr15	94453065	94453074	+	0.000	0.000	Merged-chr15-94453103-20
NR5468--MA0002.2.RUNX1	chr19	56685711	56685721	+	0.000	0.000	Merged-chr19-56685748-31
NR7975--MA0511.2.RUNX2	chr5	105675683	105675691	-	0.000	0.000	Merged-chr5-105675662-27
NR3916--MA0002.2.RUNX1	chr15	92134557	92134567	-	0.000	0.000	Merged-chr15-92134460-52
NR2348--MA0684.1.RUNX3	chr12	90810946	90810955	-	0.000	0.000	Merged-chr12-90810823-15
NR9413--MA0002.2.RUNX1	chr7	104400860	104400870	-	0.000	0.000	Merged-chr7-104400949-29
NR60--MA0002.2.RUNX1	chr1	38557750	38557760	-	0.000	0.000	Merged-chr1-38557840-50
NR6658--MA0511.2.RUNX2	chr3	103091905	103091913	-	0.000	0.000	Merged-chr3-103091976-34
NR6929--MA0511.2.RUNX2	chr3	153895686	153895694	+	0.000	0.000	Merged-chr3-153895730-42
NR4216--MA0511.2.RUNX2	chr16	51691026	51691034	+	0.000	0.000	Merged-chr16-51690993-50
NR3915--MA0684.1.RUNX3	chr15	92134396	92134405	+	0.000	0.000	Merged-chr15-92134460-52
NR7190--MA0684.1.RUNX3	chr4	89393389	89393398	-	0.000	0.000	Merged-chr4-89393499-15
NR8189--MA0511.2.RUNX2	chr5	139300569	139300577	+	0.000	0.000	Merged-chr5-139300628-14
NR9644--MA0002.2.RUNX1	chr7	132748844	132748854	+	0.000	0.000	Merged-chr7-132748920-16
NR2387--MA0511.2.RUNX2	chr12	98601154	98601162	-	0.000	0.000	Merged-chr12-98601119-23
NR10325--MA0002.2.RUNX1	chr9	42466030	42466040	-	0.000	0.000	Merged-chr9-42465861-57
NR9501--MA0002.2.RUNX1	chr7	114356664	114356674	+	0.000	0.000	Merged-chr7-114356592-29
NR5394--MA0002.2.RUNX1	chr19	42266337	42266347	+	0.000	0.000	Merged-chr19-42266343-14
NR6048--MA0684.1.RUNX3	chr2	128111787	128111796	-	0.000	0.000	Merged-chr2-128111932-19
NR8949--MA0511.2.RUNX2	chr6	144910471	144910479	-	0.000	0.000	Merged-chr6-144910390-40
NR3571--MA0002.2.RUNX1	chr14	122748080	122748090	-	0.000	0.000	Merged-chr14-122748042-18
NR7282--MA0511.2.RUNX2	chr4	108987531	108987539	-	0.000	0.000	Merged-chr4-108987548-41
NR9948--MA0684.1.RUNX3	chr8	83740326	83740335	+	0.000	0.000	Merged-chr8-83740218-49
NR5777--MA0511.2.RUNX2	chr2	69415321	69415329	+	0.000	0.000	Merged-chr2-69415236-25
NR7963--MA0684.1.RUNX3	chr5	105313659	105313668	+	0.000	0.000	Merged-chr5-105313637-29
NR5264--MA0002.2.RUNX1	chr19	14620641	14620651	+	0.000	0.000	Merged-chr19-14620634-30
NR10860--MA0511.2.RUNX2	chrX	37141941	37141949	-	0.000	0.000	Merged-chrX-37141960-22
NR4199--MA0002.2.RUNX1	chr16	45222994	45223004	+	0.000	0.000	Merged-chr16-45223020-10
NR10936--MA0002.2.RUNX1	chrX	101767450	101767460	+	0.000	0.000	Merged-chrX-101767433-48
NR9365--MA0002.2.RUNX1	chr7	98090400	98090410	-	0.000	0.000	Merged-chr7-98090470-13
NR10522--MA0002.2.RUNX1	chr9	84031079	84031089	-	0.000	0.000	Merged-chr9-84030961-27
NR10046--MA0002.2.RUNX1	chr8	111976525	111976535	-	0.000	0.000	Merged-chr8-111976573-47
NR5263--MA0684.1.RUNX3	chr19	14620505	14620514	-	0.000	0.000	Merged-chr19-14620634-30
NR1032--MA0684.1.RUNX3	chr10	54255394	54255403	-	0.000	0.000	Merged-chr10-54255218-57
NR4217--MA0684.1.RUNX3	chr16	51691026	51691035	+	0.000	0.000	Merged-chr16-51690993-50
NR5623--MA0002.2.RUNX1	chr2	26623154	26623164	+	0.000	0.000	Merged-chr2-26623162-26
NR8094--MA0511.2.RUNX2	chr5	118082072	118082080	-	0.000	0.000	Merged-chr5-118082270-75
NR1373--MA0002.2.RUNX1	chr10	117652226	117652236	-	0.000	0.000	Merged-chr10-117652105-48
NR10121--MA0002.2.RUNX1	chr8	121650712	121650722	-	0.000	0.000	Merged-chr8-121650674-17
NR7955--MA0684.1.RUNX3	chr5	105010567	105010576	+	0.000	0.000	Merged-chr5-105010527-49
NR9562--MA0002.2.RUNX1	chr7	123355109	123355119	-	0.000	0.000	Merged-chr7-123355107-50
NR2149--MA0684.1.RUNX3	chr12	17726603	17726612	+	0.000	0.000	Merged-chr12-17726607-38
NR10495--MA0002.2.RUNX1	chr9	80082398	80082408	-	0.000	0.000	Merged-chr9-80082362-35
NR7772--MA0684.1.RUNX3	chr5	62858476	62858485	-	0.000	0.000	Merged-chr5-62858471-55
NR3459--MA0002.2.RUNX1	chr14	78612324	78612334	+	0.000	0.000	Merged-chr14-78612334-35
NR8086--MA0511.2.RUNX2	chr5	115693470	115693478	+	0.000	0.000	Merged-chr5-115693567-32
NR5744--MA0684.1.RUNX3	chr2	60774692	60774701	+	0.000	0.000	Merged-chr2-60774747-55
NR1669--MA0684.1.RUNX3	chr11	58290431	58290440	-	0.000	0.000	Merged-chr11-58290425-28
NR3458--MA0684.1.RUNX3	chr14	78356898	78356907	-	0.000	0.000	Merged-chr14-78356893-53
NR821--MA0002.2.RUNX1	chr1	192779066	192779076	+	0.000	0.000	Merged-chr1-192778895-23
NR7480--MA0684.1.RUNX3	chr4	145045906	145045915	+	0.000	0.000	Merged-chr4-145045932-55
NR4070--MA0002.2.RUNX1	chr16	23144576	23144586	+	0.000	0.000	Merged-chr16-23144552-50
NR10506--MA0002.2.RUNX1	chr9	80820290	80820300	-	0.000	0.000	Merged-chr9-80820177-30
NR1473--MA0684.1.RUNX3	chr10	130439221	130439230	-	0.000	0.000	Merged-chr10-130439179-24
NR61--MA0511.2.RUNX2	chr1	38557783	38557791	+	0.000	0.000	Merged-chr1-38557840-50
NR4973--MA0002.2.RUNX1	chr18	49721779	49721789	-	0.000	0.000	Merged-chr18-49721855-41
NR28--MA0002.2.RUNX1	chr1	20260160	20260170	-	0.000	0.000	Merged-chr1-20260109-34
NR2783--MA0002.2.RUNX1	chr13	43775229	43775239	+	0.000	0.000	Merged-chr13-43775108-65
NR4099--MA0511.2.RUNX2	chr16	26668078	26668086	-	0.000	0.000	Merged-chr16-26667963-36
NR3437--MA0684.1.RUNX3	chr14	75769438	75769447	+	0.000	0.000	Merged-chr14-75769501-48
NR7254--MA0684.1.RUNX3	chr4	102712034	102712043	-	0.000	0.000	Merged-chr4-102711875-43
NR10979--MA0511.2.RUNX2	chrX	159828383	159828391	+	0.000	0.000	Merged-chrX-159828290-35
NR8951--MA0684.1.RUNX3	chr6	144910470	144910479	-	0.000	0.000	Merged-chr6-144910390-40
NR2991--MA0511.2.RUNX2	chr13	95892234	95892242	+	0.000	0.000	Merged-chr13-95891948-150
NR7777--MA0684.1.RUNX3	chr5	63943498	63943507	+	0.000	0.000	Merged-chr5-63943362-36
NR3497--MA0511.2.RUNX2	chr14	101879179	101879187	+	0.000	0.000	Merged-chr14-101879110-69
NR7171--MA0511.2.RUNX2	chr4	86722117	86722125	+	0.000	0.000	Merged-chr4-86721990-52
NR2130--MA0002.2.RUNX1	chr12	16136628	16136638	+	0.000	0.000	Merged-chr12-16136516-15
NR7409--MA0002.2.RUNX1	chr4	135520640	135520650	-	0.000	0.000	Merged-chr4-135520643-13
NR10181--MA0684.1.RUNX3	chr8	127500373	127500382	-	0.000	0.000	Merged-chr8-127500234-70
NR10723--MA0684.1.RUNX3	chr9	115387673	115387682	-	0.000	0.000	Merged-chr9-115387656-46
NR10499--MA0684.1.RUNX3	chr9	80313775	80313784	-	0.000	0.000	Merged-chr9-80313733-27
NR9307--MA0002.2.RUNX1	chr7	80204619	80204629	+	0.000	0.000	Merged-chr7-80204651-51
NR4551--MA0002.2.RUNX1	chr17	26752474	26752484	+	0.000	0.000	Merged-chr17-26752448-33
NR1796--MA0511.2.RUNX2	chr11	80323508	80323516	+	0.000	0.000	Merged-chr11-80323459-26
NR6631--MA0684.1.RUNX3	chr3	94916148	94916157	+	0.000	0.000	Merged-chr3-94916123-28
NR6611--MA0002.2.RUNX1	chr3	89906197	89906207	-	0.000	0.000	Merged-chr3-89906356-37
NR7389--MA0684.1.RUNX3	chr4	134059083	134059092	+	0.000	0.000	Merged-chr4-134059039-2
NR793--MA0684.1.RUNX3	chr1	191097492	191097501	+	0.000	0.000	Merged-chr1-191097500-32
NR7098--MA0002.2.RUNX1	chr4	55343348	55343358	-	0.000	0.000	Merged-chr4-55343422-62
NR5837--MA0684.1.RUNX3	chr2	78860237	78860246	+	0.000	0.000	Merged-chr2-78860154-39
NR3138--MA0002.2.RUNX1	chr13	114151100	114151110	+	0.000	0.000	Merged-chr13-114151304-52
NR1666--MA0511.2.RUNX2	chr11	58290445	58290453	-	0.000	0.000	Merged-chr11-58290425-28
NR885--MA0511.2.RUNX2	chr10	13438594	13438602	+	0.000	0.000	Merged-chr10-13438536-33
NR9667--MA0684.1.RUNX3	chr7	137476759	137476768	-	0.000	0.000	Merged-chr7-137476773-22
NR6223--MA0002.2.RUNX1	chr2	158154377	158154387	+	0.000	0.000	Merged-chr2-158154460-58
NR4795--MA0002.2.RUNX1	chr17	80772668	80772678	+	0.000	0.000	Merged-chr17-80772766-52
NR9345--MA0511.2.RUNX2	chr7	92420707	92420715	-	0.000	0.000	Merged-chr7-92420666-38
NR5095--MA0511.2.RUNX2	chr18	77121745	77121753	+	0.000	0.000	Merged-chr18-77121790-35
NR3067--MA0511.2.RUNX2	chr13	107523137	107523145	+	0.000	0.000	Merged-chr13-107523216-37
NR3176--MA0511.2.RUNX2	chr14	12243955	12243963	-	0.000	0.000	Merged-chr14-12243878-61
NR2845--MA0511.2.RUNX2	chr13	56476959	56476967	+	0.000	0.000	Merged-chr13-56477022-46
NR906--MA0002.2.RUNX1	chr10	17539348	17539358	+	0.000	0.000	Merged-chr10-17539427-37
NR7089--MA0684.1.RUNX3	chr4	48012476	48012485	-	0.000	0.000	Merged-chr4-48012358-52
NR6391--MA0511.2.RUNX2	chr3	10151851	10151859	-	0.000	0.000	Merged-chr3-10151750-17
NR4426--MA0002.2.RUNX1	chr16	95999472	95999482	-	0.000	0.000	Merged-chr16-95999409-48
NR2475--MA0002.2.RUNX1	chr12	112720127	112720137	+	0.000	0.000	Merged-chr12-112720162-15
NR2954--MA0511.2.RUNX2	chr13	91484404	91484412	-	0.000	0.000	Merged-chr13-91484361-55
NR5345--MA0511.2.RUNX2	chr19	33429584	33429592	+	0.000	0.000	Merged-chr19-33429713-40
NR224--MA0511.2.RUNX2	chr1	82819631	82819639	+	0.000	0.000	Merged-chr1-82819589-51
NR4393--MA0684.1.RUNX3	chr16	92748397	92748406	+	0.000	0.000	Merged-chr16-92748370-54
NR4787--MA0002.2.RUNX1	chr17	79578856	79578866	+	0.000	0.000	Merged-chr17-79578807-24
NR8190--MA0002.2.RUNX1	chr5	139300569	139300579	-	0.000	0.000	Merged-chr5-139300628-14
NR2888--MA0684.1.RUNX3	chr13	73491290	73491299	-	0.000	0.000	Merged-chr13-73491277-13
NR9810--MA0002.2.RUNX1	chr8	33448818	33448828	+	0.000	0.000	Merged-chr8-33448893-8
NR2977--MA0002.2.RUNX1	chr13	94153713	94153723	+	0.000	0.000	Merged-chr13-94153821-20
NR10408--MA0002.2.RUNX1	chr9	66142459	66142469	+	0.000	0.000	Merged-chr9-66142492-15
NR4100--MA0002.2.RUNX1	chr16	26668076	26668086	+	0.000	0.000	Merged-chr16-26667963-36
NR455--MA0511.2.RUNX2	chr1	138952394	138952402	+	0.000	0.000	Merged-chr1-138952405-35
NR2758--MA0684.1.RUNX3	chr13	38050153	38050162	-	0.000	0.000	Merged-chr13-38050052-14
NR10454--MA0511.2.RUNX2	chr9	75246459	75246467	-	0.000	0.000	Merged-chr9-75246433-36
NR2976--MA0684.1.RUNX3	chr13	94153700	94153709	-	0.000	0.000	Merged-chr13-94153821-20
NR749--MA0002.2.RUNX1	chr1	184573498	184573508	-	0.000	0.000	Merged-chr1-184573445-38
NR8614--MA0684.1.RUNX3	chr6	100581257	100581266	+	0.000	0.000	Merged-chr6-100581320-61
NR4714--MA0511.2.RUNX2	chr17	63356437	63356445	+	0.000	0.000	Merged-chr17-63356437-30
NR2459--MA0002.2.RUNX1	chr12	110703297	110703307	-	0.000	0.000	Merged-chr12-110703335-47
NR7973--MA0002.2.RUNX1	chr5	105675577	105675587	+	0.000	0.000	Merged-chr5-105675662-27
NR605--MA0684.1.RUNX3	chr1	165985849	165985858	+	0.000	0.000	Merged-chr1-165985990-54
NR4310--MA0002.2.RUNX1	chr16	76249895	76249905	+	0.000	0.000	Merged-chr16-76249767-78
NR4727--MA0511.2.RUNX2	chr17	64827074	64827082	-	0.000	0.000	Merged-chr17-64827066-53
NR9093--MA0511.2.RUNX2	chr7	24457834	24457842	+	0.000	0.000	Merged-chr7-24457903-49
NR10508--MA0684.1.RUNX3	chr9	80820290	80820299	+	0.000	0.000	Merged-chr9-80820177-30
NR4200--MA0684.1.RUNX3	chr16	45222995	45223004	-	0.000	0.000	Merged-chr16-45223020-10
NR10045--MA0511.2.RUNX2	chr8	111964452	111964460	-	0.000	0.000	Merged-chr8-111964548-16
NR8954--MA0684.1.RUNX3	chr6	144953072	144953081	+	0.000	0.000	Merged-chr6-144953133-29
NR9470--MA0002.2.RUNX1	chr7	110796768	110796778	+	0.000	0.000	Merged-chr7-110796753-46
NR6221--MA0002.2.RUNX1	chr2	158154324	158154334	-	0.000	0.000	Merged-chr2-158154460-58
NR2070--MA0511.2.RUNX2	chr11	118232694	118232702	+	0.000	0.000	Merged-chr11-118232579-51
NR4716--MA0002.2.RUNX1	chr17	63356437	63356447	-	0.000	0.000	Merged-chr17-63356437-30
NR8057--MA0002.2.RUNX1	chr5	113670841	113670851	+	0.000	0.000	Merged-chr5-113670817-25
NR6062--MA0511.2.RUNX2	chr2	128544656	128544664	+	0.000	0.000	Merged-chr2-128544786-45
NR6856--MA0511.2.RUNX2	chr3	142892308	142892316	+	0.000	0.000	Merged-chr3-142892335-19
NR958--MA0684.1.RUNX3	chr10	26879361	26879370	-	0.000	0.000	Merged-chr10-26879299-36
NR4206--MA0002.2.RUNX1	chr16	48594584	48594594	-	0.000	0.000	Merged-chr16-48594719-53
NR9499--MA0511.2.RUNX2	chr7	114356569	114356577	-	0.000	0.000	Merged-chr7-114356592-29
NR796--MA0684.1.RUNX3	chr1	191275772	191275781	+	0.000	0.000	Merged-chr1-191275783-38
NR256--MA0511.2.RUNX2	chr1	88587508	88587516	+	0.000	0.000	Merged-chr1-88587471-60
NR2887--MA0002.2.RUNX1	chr13	73491289	73491299	+	0.000	0.000	Merged-chr13-73491277-13
NR4424--MA0002.2.RUNX1	chr16	95809281	95809291	-	0.000	0.000	Merged-chr16-95809247-50
NR8241--MA0002.2.RUNX1	chr5	144294997	144295007	-	0.000	0.000	Merged-chr5-144295152-24
NR636--MA0511.2.RUNX2	chr1	171939569	171939577	+	0.000	0.000	Merged-chr1-171939454-57
NR8370--MA0684.1.RUNX3	chr6	33683815	33683824	-	0.000	0.000	Merged-chr6-33683719-46
NR4090--MA0511.2.RUNX2	chr16	25248986	25248994	+	0.000	0.000	Merged-chr16-25249109-39
NR252--MA0684.1.RUNX3	chr1	87637246	87637255	-	0.000	0.000	Merged-chr1-87637275-111
NR5611--MA0002.2.RUNX1	chr2	25620564	25620574	+	0.000	0.000	Merged-chr2-25620603-21
NR8668--MA0002.2.RUNX1	chr6	114644726	114644736	+	0.000	0.000	Merged-chr6-114644613-24
NR2757--MA0002.2.RUNX1	chr13	38050152	38050162	+	0.000	0.000	Merged-chr13-38050052-14
NR10980--MA0002.2.RUNX1	chrX	159828383	159828393	-	0.000	0.000	Merged-chrX-159828290-35
NR1361--MA0002.2.RUNX1	chr10	117056182	117056192	+	0.000	0.000	Merged-chr10-117056166-30
NR5992--MA0684.1.RUNX3	chr2	117417568	117417577	-	0.000	0.000	Merged-chr2-117417577-23
NR659--MA0002.2.RUNX1	chr1	175631929	175631939	-	0.000	0.000	Merged-chr1-175631822-65
NR4658--MA0511.2.RUNX2	chr17	47710437	47710445	-	0.000	0.000	Merged-chr17-47710307-11
NR2389--MA0684.1.RUNX3	chr12	98601153	98601162	-	0.000	0.000	Merged-chr12-98601119-23
NR3913--MA0511.2.RUNX2	chr15	92134396	92134404	+	0.000	0.000	Merged-chr15-92134460-52
NR2084--MA0684.1.RUNX3	chr11	119671241	119671250	-	0.000	0.000	Merged-chr11-119671227-50
NR4558--MA0684.1.RUNX3	chr17	27323199	27323208	-	0.000	0.000	Merged-chr17-27323176-36
NR5841--MA0684.1.RUNX3	chr2	79121032	79121041	-	0.000	0.000	Merged-chr2-79121079-51
NR5693--MA0002.2.RUNX1	chr2	46372995	46373005	-	0.000	0.000	Merged-chr2-46373080-32
NR10862--MA0684.1.RUNX3	chrX	37141940	37141949	-	0.000	0.000	Merged-chrX-37141960-22
NR637--MA0684.1.RUNX3	chr1	171939569	171939578	+	0.000	0.000	Merged-chr1-171939454-57
NR4091--MA0684.1.RUNX3	chr16	25248986	25248995	+	0.000	0.000	Merged-chr16-25249109-39
NR2063--MA0684.1.RUNX3	chr11	117872035	117872044	-	0.000	0.000	Merged-chr11-117872185-83
NR7514--MA0002.2.RUNX1	chr4	148683727	148683737	+	0.000	0.000	Merged-chr4-148683681-71
NR93--MA0002.2.RUNX1	chr1	43880550	43880560	+	0.000	0.000	Merged-chr1-43880599-41
NR931--MA0002.2.RUNX1	chr10	21504626	21504636	-	0.000	0.000	Merged-chr10-21504659-28
