#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval-0.1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval-0.1_up.bed
NR14723--MA0741.1.KLF16	chr12	109446511	109446521	-	0.000	0.000	Merged-chr12-109446341-43
NR34826--MA1107.1.KLF9	chr2	104172840	104172852	-	0.000	0.000	Merged-chr2-104172938-49
NR41740--MA0599.1.KLF5	chr4	35130608	35130617	+	0.000	0.000	Merged-chr4-35130648-17
NR18686--MA1107.1.KLF9	chr14	31398273	31398285	-	0.000	0.000	Merged-chr14-31398460-1
NR7387--MA1107.1.KLF9	chr10	116664590	116664602	-	0.000	0.000	Merged-chr10-116664420-26
NR36464--MA1107.1.KLF9	chr2	157119299	157119311	-	0.000	0.000	Merged-chr2-157119108-55
NR20599--MA0740.1.KLF14	chr14	123001572	123001585	+	0.000	0.000	Merged-chr14-123001594-21
NR46060--MA1107.1.KLF9	chr5	30240772	30240784	-	0.000	0.000	Merged-chr5-30240775-35
NR34055--MA0741.1.KLF16	chr2	68289275	68289285	-	0.000	0.000	Merged-chr2-68289327-28
NR7493--MA0741.1.KLF16	chr10	117651086	117651096	-	0.000	0.000	Merged-chr10-117651194-26
NR51948--MA0039.3.KLF4	chr6	91156642	91156652	+	0.000	0.000	Merged-chr6-91156791-33
NR48350--MA0741.1.KLF16	chr5	118661942	118661952	+	0.000	0.000	Merged-chr5-118661904-17
NR19517--MA0493.1.Klf1	chr14	68078500	68078510	+	0.000	0.000	Merged-chr14-68078565-20
NR60012--MA0493.1.Klf1	chr8	83390148	83390158	-	0.000	0.000	Merged-chr8-83389958-14
NR20603--MA0741.1.KLF16	chr14	123001582	123001592	+	0.000	0.000	Merged-chr14-123001594-21
NR43347--MA0599.1.KLF5	chr4	120288021	120288030	+	0.000	0.000	Merged-chr4-120287807-68
NR2395--MA0493.1.Klf1	chr1	147237213	147237223	+	0.000	0.000	Merged-chr1-147237183-6
NR14658--MA1107.1.KLF9	chr12	108334121	108334133	-	0.000	0.000	Merged-chr12-108333959-92
NR20217--MA1107.1.KLF9	chr14	105897605	105897617	+	0.000	0.000	Merged-chr14-105897458-44
NR34388--MA0493.1.Klf1	chr2	79052364	79052374	-	0.000	0.000	Merged-chr2-79052352-13
NR8124--MA0493.1.Klf1	chr10	128039373	128039383	+	0.000	0.000	Merged-chr10-128039274-35
NR838--MA1107.1.KLF9	chr1	61016826	61016838	+	0.000	0.000	Merged-chr1-61016858-25
NR45177--MA0493.1.Klf1	chr4	150518992	150519002	+	0.000	0.000	Merged-chr4-150519164-27
NR46965--MA0657.1.KLF13	chr5	75978536	75978553	+	0.000	0.000	Merged-chr5-75978410-42
NR6219--MA0657.1.KLF13	chr10	80662382	80662399	+	0.000	0.000	Merged-chr10-80662335-4
NR24918--MA0599.1.KLF5	chr16	78301700	78301709	-	0.000	0.000	Merged-chr16-78301830-77
NR18598--MA0599.1.KLF5	chr14	27174410	27174419	-	0.000	0.000	Merged-chr14-27174454-2
NR39613--MA1107.1.KLF9	chr3	107630764	107630776	-	0.000	0.000	Merged-chr3-107630963-1
NR44692--MA0599.1.KLF5	chr4	141296034	141296043	+	0.000	0.000	Merged-chr4-141296105-4
NR16946--MA0493.1.Klf1	chr13	89521652	89521662	+	0.000	0.000	Merged-chr13-89521757-30
NR30266--MA0493.1.Klf1	chr18	75210433	75210443	+	0.000	0.000	Merged-chr18-75210545-14
NR53162--MA0493.1.Klf1	chr6	134184204	134184214	+	0.000	0.000	Merged-chr6-134184108-53
NR59911--MA1107.1.KLF9	chr8	77268572	77268584	+	0.000	0.000	Merged-chr8-77268341-22
NR24704--MA0741.1.KLF16	chr16	58703613	58703623	+	0.000	0.000	Merged-chr16-58703563-32
NR7500--MA0742.1.Klf12	chr10	117651249	117651263	-	0.000	0.000	Merged-chr10-117651194-26
NR30262--MA0740.1.KLF14	chr18	75210433	75210446	+	0.000	0.000	Merged-chr18-75210545-14
NR46620--MA1107.1.KLF9	chr5	63943574	63943586	-	0.000	0.000	Merged-chr5-63943362-36
NR39198--MA0599.1.KLF5	chr3	97055084	97055093	+	0.000	0.000	Merged-chr3-97055000-19
NR28170--MA0039.3.KLF4	chr17	74864998	74865008	-	0.000	0.000	Merged-chr17-74864979-18
NR22528--MA0599.1.KLF5	chr15	89498886	89498895	+	0.000	0.000	Merged-chr15-89498857-24
NR12036--MA0493.1.Klf1	chr11	114068455	114068465	+	0.000	0.000	Merged-chr11-114068502-5
NR62425--MA0493.1.Klf1	chr9	42423875	42423885	+	0.000	0.000	Merged-chr9-42423784-11
NR30279--MA1107.1.KLF9	chr18	75322572	75322584	-	0.000	0.000	Merged-chr18-75322404-42
NR16945--MA0039.3.KLF4	chr13	89521654	89521664	+	0.000	0.000	Merged-chr13-89521757-30
NR34056--MA0039.3.KLF4	chr2	68289368	68289378	-	0.000	0.000	Merged-chr2-68289327-28
NR37411--MA0741.1.KLF16	chr2	173578284	173578294	+	0.000	0.000	Merged-chr2-173578364-53
NR50678--MA0741.1.KLF16	chr6	30617392	30617402	+	0.000	0.000	Merged-chr6-30617295-15
NR42620--MA0599.1.KLF5	chr4	88079172	88079181	-	0.000	0.000	Merged-chr4-88079193-33
NR44288--MA0741.1.KLF16	chr4	136140417	136140427	+	0.000	0.000	Merged-chr4-136140503-4
NR53161--MA0039.3.KLF4	chr6	134184206	134184216	+	0.000	0.000	Merged-chr6-134184108-53
NR62895--MA0493.1.Klf1	chr9	58140060	58140070	+	0.000	0.000	Merged-chr9-58140138-21
NR55686--MA1107.1.KLF9	chr7	55890160	55890172	+	0.000	0.000	Merged-chr7-55890160-26
NR60281--MA0493.1.Klf1	chr8	91507632	91507642	-	0.000	0.000	Merged-chr8-91507766-35
NR54364--MA0493.1.Klf1	chr7	16001851	16001861	-	0.000	0.000	Merged-chr7-16001989-41
NR5688--MA0599.1.KLF5	chr10	70133336	70133345	-	0.000	0.000	Merged-chr10-70133310-29
NR13343--MA0657.1.KLF13	chr12	55357488	55357505	-	0.000	0.000	Merged-chr12-55357452-12
NR26602--MA0741.1.KLF16	chr17	29155908	29155918	-	0.000	0.000	Merged-chr17-29155963-15
NR60994--MA0741.1.KLF16	chr8	119569912	119569922	-	0.000	0.000	Merged-chr8-119570093-35
NR52838--MA0493.1.Klf1	chr6	125678725	125678735	-	0.000	0.000	Merged-chr6-125678786-19
NR41955--MA0493.1.Klf1	chr4	42866050	42866060	+	0.000	0.000	Merged-chr4-42865977-16
NR1422--MA0493.1.Klf1	chr1	91831309	91831319	+	0.000	0.000	Merged-chr1-91831329-12
NR10787--MA1107.1.KLF9	chr11	90259992	90260004	-	0.000	0.000	Merged-chr11-90260049-1
NR42032--MA0039.3.KLF4	chr4	44170198	44170208	+	0.000	0.000	Merged-chr4-44170097-14
NR46619--MA0741.1.KLF16	chr5	63943575	63943585	-	0.000	0.000	Merged-chr5-63943362-36
NR7504--MA0741.1.KLF16	chr10	117651252	117651262	-	0.000	0.000	Merged-chr10-117651194-26
NR57928--MA0657.1.KLF13	chr7	136894456	136894473	+	0.000	0.000	Merged-chr7-136894538-85
NR23049--MA0493.1.Klf1	chr15	99276217	99276227	-	0.000	0.000	Merged-chr15-99276334-34
NR58963--MA0741.1.KLF16	chr8	34397999	34398009	+	0.000	0.000	Merged-chr8-34397971-66
NR40437--MA0741.1.KLF16	chr3	133758586	133758596	+	0.000	0.000	Merged-chr3-133758511-65
NR13806--MA1107.1.KLF9	chr12	80885786	80885798	-	0.000	0.000	Merged-chr12-80885869-36
NR3668--MA0741.1.KLF16	chr1	180410509	180410519	+	0.000	0.000	Merged-chr1-180410391-12
NR25810--MA1107.1.KLF9	chr17	8236109	8236121	+	0.000	0.000	Merged-chr17-8235955-6
NR53918--MA0039.3.KLF4	chr6	146081187	146081197	-	0.000	0.000	Merged-chr6-146081045-99
NR59907--MA1107.1.KLF9	chr8	77268564	77268576	+	0.000	0.000	Merged-chr8-77268341-22
NR32858--MA0740.1.KLF14	chr2	24762033	24762046	-	0.000	0.000	Merged-chr2-24762167-12
NR50349--MA1107.1.KLF9	chr5	150595501	150595513	-	0.000	0.000	Merged-chr5-150595349-1
NR50134--MA1107.1.KLF9	chr5	148266887	148266899	-	0.000	0.000	Merged-chr5-148266957-7
NR2652--MA0741.1.KLF16	chr1	155050325	155050335	-	0.000	0.000	Merged-chr1-155050378-11
NR1687--MA0599.1.KLF5	chr1	119504641	119504650	+	0.000	0.000	Merged-chr1-119504796-62
NR27995--MA0493.1.Klf1	chr17	70886880	70886890	-	0.000	0.000	Merged-chr17-70886838-34
NR12777--MA0741.1.KLF16	chr12	8829810	8829820	-	0.000	0.000	Merged-chr12-8829730-25
NR29956--MA0599.1.KLF5	chr18	67212685	67212694	+	0.000	0.000	Merged-chr18-67212775-57
NR21144--MA0741.1.KLF16	chr15	38710157	38710167	-	0.000	0.000	Merged-chr15-38710125-56
NR21227--MA1107.1.KLF9	chr15	51803263	51803275	-	0.000	0.000	Merged-chr15-51803142-36
NR66361--MA0741.1.KLF16	chrX	99136009	99136019	-	0.000	0.000	Merged-chrX-99136067-62
NR29954--MA0740.1.KLF14	chr18	67212684	67212697	+	0.000	0.000	Merged-chr18-67212775-57
NR39968--MA0493.1.Klf1	chr3	121689302	121689312	+	0.000	0.000	Merged-chr3-121689232-23
NR22336--MA0599.1.KLF5	chr15	84372964	84372973	-	0.000	0.000	Merged-chr15-84372915-18
NR13836--MA0740.1.KLF14	chr12	82166461	82166474	-	0.000	0.000	Merged-chr12-82166286-58
NR437--MA0599.1.KLF5	chr1	39196991	39197000	-	0.000	0.000	Merged-chr1-39196974-45
NR16942--MA0740.1.KLF14	chr13	89521652	89521665	+	0.000	0.000	Merged-chr13-89521757-30
NR5920--MA1107.1.KLF9	chr10	78115174	78115186	-	0.000	0.000	Merged-chr10-78115092-14
NR5812--MA0742.1.Klf12	chr10	76961984	76961998	+	0.000	0.000	Merged-chr10-76962071-59
NR8094--MA0599.1.KLF5	chr10	127621034	127621043	-	0.000	0.000	Merged-chr10-127621046-1
NR5365--MA1107.1.KLF9	chr10	60225622	60225634	+	0.000	0.000	Merged-chr10-60225461-7
NR32186--MA0740.1.KLF14	chr19	55401897	55401910	-	0.000	0.000	Merged-chr19-55401887-30
NR30263--MA0657.1.KLF13	chr18	75210432	75210449	+	0.000	0.000	Merged-chr18-75210545-14
NR53817--MA0742.1.Klf12	chr6	144890400	144890414	+	0.000	0.000	Merged-chr6-144890317-11
NR35645--MA0599.1.KLF5	chr2	132379897	132379906	-	0.000	0.000	Merged-chr2-132379852-19
NR18925--MA0493.1.Klf1	chr14	47740786	47740796	+	0.000	0.000	Merged-chr14-47740703-52
NR3624--MA1107.1.KLF9	chr1	179847492	179847504	-	0.000	0.000	Merged-chr1-179847496-1
NR39967--MA0039.3.KLF4	chr3	121689304	121689314	+	0.000	0.000	Merged-chr3-121689232-23
NR61469--MA0039.3.KLF4	chr8	125727532	125727542	-	0.000	0.000	Merged-chr8-125727602-12
NR44622--MA0742.1.Klf12	chr4	140833013	140833027	-	0.000	0.000	Merged-chr4-140833040-18
NR22340--MA0493.1.Klf1	chr15	84372976	84372986	-	0.000	0.000	Merged-chr15-84372915-18
NR52538--MA1107.1.KLF9	chr6	117937386	117937398	+	0.000	0.000	Merged-chr6-117937569-43
NR48348--MA0039.3.KLF4	chr5	118624061	118624071	+	0.000	0.000	Merged-chr5-118624196-6
NR18723--MA1107.1.KLF9	chr14	31934162	31934174	-	0.000	0.000	Merged-chr14-31934172-18
NR47514--MA0741.1.KLF16	chr5	103459368	103459378	+	0.000	0.000	Merged-chr5-103459309-20
NR20734--MA0599.1.KLF5	chr15	8616193	8616202	+	0.000	0.000	Merged-chr15-8616259-27
NR58432--MA0741.1.KLF16	chr8	3221122	3221132	+	0.000	0.000	Merged-chr8-3221344-66
NR63685--MA1107.1.KLF9	chr9	80313761	80313773	-	0.000	0.000	Merged-chr9-80313733-27
NR4178--MA0599.1.KLF5	chr1	191152676	191152685	+	0.000	0.000	Merged-chr1-191152485-1
NR65279--MA0493.1.Klf1	chr9	119453529	119453539	-	0.000	0.000	Merged-chr9-119453486-15
NR1910--MA1107.1.KLF9	chr1	128713043	128713055	+	0.000	0.000	Merged-chr1-128713010-21
NR11902--MA0741.1.KLF16	chr11	110337720	110337730	+	0.000	0.000	Merged-chr11-110337673-72
NR40435--MA0039.3.KLF4	chr3	133758587	133758597	+	0.000	0.000	Merged-chr3-133758511-65
NR7486--MA0742.1.Klf12	chr10	117651101	117651115	-	0.000	0.000	Merged-chr10-117651194-26
NR59048--MA1107.1.KLF9	chr8	36248359	36248371	+	0.000	0.000	Merged-chr8-36248253-9
NR52839--MA0741.1.KLF16	chr6	125678724	125678734	-	0.000	0.000	Merged-chr6-125678786-19
NR52217--MA0599.1.KLF5	chr6	108251595	108251604	-	0.000	0.000	Merged-chr6-108251708-11
NR48063--MA0741.1.KLF16	chr5	114505622	114505632	-	0.000	0.000	Merged-chr5-114505492-44
NR59047--MA0741.1.KLF16	chr8	36248360	36248370	+	0.000	0.000	Merged-chr8-36248253-9
NR32579--MA0740.1.KLF14	chr2	7270305	7270318	-	0.000	0.000	Merged-chr2-7270224-62
NR32613--MA0599.1.KLF5	chr2	10314335	10314344	+	0.000	0.000	Merged-chr2-10314461-2
NR46035--MA0741.1.KLF16	chr5	29195950	29195960	-	0.000	0.000	Merged-chr5-29195906-68
NR17325--MA0742.1.Klf12	chr13	99781078	99781092	-	0.000	0.000	Merged-chr13-99781144-21
NR45429--MA0493.1.Klf1	chr4	155050223	155050233	+	0.000	0.000	Merged-chr4-155050218-26
NR16106--MA0599.1.KLF5	chr13	49251351	49251360	-	0.000	0.000	Merged-chr13-49251247-4
NR1643--MA0740.1.KLF14	chr1	111864953	111864966	-	0.000	0.000	Merged-chr1-111864716-124
NR58537--MA0599.1.KLF5	chr8	11009006	11009015	+	0.000	0.000	Merged-chr8-11009107-63
NR63363--MA1107.1.KLF9	chr9	69073442	69073454	-	0.000	0.000	Merged-chr9-69073494-25
NR66073--MA1107.1.KLF9	chrX	57189588	57189600	-	0.000	0.000	Merged-chrX-57189507-26
NR29969--MA1107.1.KLF9	chr18	67255883	67255895	-	0.000	0.000	Merged-chr18-67255745-40
NR54074--MA0493.1.Klf1	chr7	3292994	3293004	+	0.000	0.000	Merged-chr7-3292987-7
NR11453--MA0493.1.Klf1	chr11	102074472	102074482	+	0.000	0.000	Merged-chr11-102074455-23
NR6907--MA0741.1.KLF16	chr10	96690998	96691008	-	0.000	0.000	Merged-chr10-96691005-66
NR66728--MA0599.1.KLF5	chrX	150813354	150813363	+	0.000	0.000	Merged-chrX-150813149-62
NR53015--MA0742.1.Klf12	chr6	129049282	129049296	-	0.000	0.000	Merged-chr6-129049251-27
NR44286--MA0599.1.KLF5	chr4	136140417	136140426	+	0.000	0.000	Merged-chr4-136140503-4
NR59891--MA0599.1.KLF5	chr8	76902220	76902229	+	0.000	0.000	Merged-chr8-76902143-41
NR39955--MA0742.1.Klf12	chr3	121495130	121495144	-	0.000	0.000	Merged-chr3-121495033-1
NR1688--MA0741.1.KLF16	chr1	119504641	119504651	+	0.000	0.000	Merged-chr1-119504796-62
NR11591--MA0741.1.KLF16	chr11	104231387	104231397	+	0.000	0.000	Merged-chr11-104231376-24
NR44691--MA0742.1.Klf12	chr4	141296033	141296047	+	0.000	0.000	Merged-chr4-141296105-4
NR22354--MA0493.1.Klf1	chr15	84663067	84663077	-	0.000	0.000	Merged-chr15-84663201-26
NR5814--MA0493.1.Klf1	chr10	76961984	76961994	+	0.000	0.000	Merged-chr10-76962071-59
NR16142--MA0599.1.KLF5	chr13	51598238	51598247	-	0.000	0.000	Merged-chr13-51598262-24
NR59093--MA1107.1.KLF9	chr8	40963170	40963182	-	0.000	0.000	Merged-chr8-40963134-88
NR33805--MA1107.1.KLF9	chr2	53067448	53067460	-	0.000	0.000	Merged-chr2-53067376-9
NR12575--MA0599.1.KLF5	chr11	120581252	120581261	-	0.000	0.000	Merged-chr11-120581105-4
NR42187--MA0742.1.Klf12	chr4	47251261	47251275	+	0.000	0.000	Merged-chr4-47251279-48
NR53830--MA0741.1.KLF16	chr6	145002394	145002404	-	0.000	0.000	Merged-chr6-145002461-23
NR13838--MA0039.3.KLF4	chr12	82166462	82166472	-	0.000	0.000	Merged-chr12-82166286-58
NR33800--MA0039.3.KLF4	chr2	53051379	53051389	-	0.000	0.000	Merged-chr2-53051556-37
NR47359--MA0740.1.KLF14	chr5	99495558	99495571	+	0.000	0.000	Merged-chr5-99495568-41
NR52678--MA0493.1.Klf1	chr6	121110159	121110169	-	0.000	0.000	Merged-chr6-121110104-77
NR66056--MA0493.1.Klf1	chrX	56374554	56374564	-	0.000	0.000	Merged-chrX-56374648-33
NR44283--MA0740.1.KLF14	chr4	136140416	136140429	+	0.000	0.000	Merged-chr4-136140503-4
NR22362--MA0039.3.KLF4	chr15	84663176	84663186	-	0.000	0.000	Merged-chr15-84663201-26
NR16017--MA0599.1.KLF5	chr13	44507131	44507140	+	0.000	0.000	Merged-chr13-44507226-54
NR63387--MA0599.1.KLF5	chr9	69467510	69467519	+	0.000	0.000	Merged-chr9-69467550-22
NR12878--MA0039.3.KLF4	chr12	17511205	17511215	+	0.000	0.000	Merged-chr12-17511273-48
NR19752--MA0599.1.KLF5	chr14	76177401	76177410	+	0.000	0.000	Merged-chr14-76177407-12
NR63359--MA1107.1.KLF9	chr9	69068527	69068539	-	0.000	0.000	Merged-chr9-69068633-33
NR66530--MA1107.1.KLF9	chrX	113298147	113298159	-	0.000	0.000	Merged-chrX-113298172-75
NR25870--MA0493.1.Klf1	chr17	10229875	10229885	+	0.000	0.000	Merged-chr17-10229858-11
NR6908--MA1107.1.KLF9	chr10	96690997	96691009	-	0.000	0.000	Merged-chr10-96691005-66
NR51947--MA0599.1.KLF5	chr6	91156641	91156650	+	0.000	0.000	Merged-chr6-91156791-33
NR20494--MA0741.1.KLF16	chr14	121107740	121107750	-	0.000	0.000	Merged-chr14-121107843-45
NR44822--MA0039.3.KLF4	chr4	144901712	144901722	+	0.000	0.000	Merged-chr4-144901724-37
NR41956--MA0741.1.KLF16	chr4	42866051	42866061	+	0.000	0.000	Merged-chr4-42865977-16
NR20873--MA0493.1.Klf1	chr15	25696042	25696052	-	0.000	0.000	Merged-chr15-25696018-37
NR24919--MA0741.1.KLF16	chr16	78301699	78301709	-	0.000	0.000	Merged-chr16-78301830-77
NR9115--MA0741.1.KLF16	chr11	49202765	49202775	-	0.000	0.000	Merged-chr11-49202721-8
NR11841--MA0741.1.KLF16	chr11	109331354	109331364	+	0.000	0.000	Merged-chr11-109331360-60
NR50441--MA0742.1.Klf12	chr6	6217148	6217162	+	0.000	0.000	Merged-chr6-6217012-81
NR20874--MA0741.1.KLF16	chr15	25696041	25696051	-	0.000	0.000	Merged-chr15-25696018-37
NR64870--MA0741.1.KLF16	chr9	114613221	114613231	-	0.000	0.000	Merged-chr9-114613191-38
NR1644--MA0657.1.KLF13	chr1	111864950	111864967	-	0.000	0.000	Merged-chr1-111864716-124
NR20872--MA0039.3.KLF4	chr15	25696040	25696050	-	0.000	0.000	Merged-chr15-25696018-37
NR11274--MA1107.1.KLF9	chr11	99132669	99132681	-	0.000	0.000	Merged-chr11-99132520-18
NR39485--MA1107.1.KLF9	chr3	104616371	104616383	-	0.000	0.000	Merged-chr3-104616358-38
NR20444--MA0599.1.KLF5	chr14	120313645	120313654	+	0.000	0.000	Merged-chr14-120313531-118
NR34161--MA1107.1.KLF9	chr2	72170844	72170856	-	0.000	0.000	Merged-chr2-72170854-84
NR40960--MA1107.1.KLF9	chr3	148511246	148511258	+	0.000	0.000	Merged-chr3-148511126-2
NR2495--MA1107.1.KLF9	chr1	151248488	151248500	+	0.000	0.000	Merged-chr1-151248636-5
NR29804--MA0657.1.KLF13	chr18	62192590	62192607	-	0.000	0.000	Merged-chr18-62192443-48
NR32188--MA0493.1.Klf1	chr19	55401900	55401910	-	0.000	0.000	Merged-chr19-55401887-30
NR57125--MA0493.1.Klf1	chr7	117406360	117406370	-	0.000	0.000	Merged-chr7-117406595-16
NR12574--MA0742.1.Klf12	chr11	120581248	120581262	-	0.000	0.000	Merged-chr11-120581105-4
NR13805--MA0741.1.KLF16	chr12	80885789	80885799	-	0.000	0.000	Merged-chr12-80885869-36
NR42675--MA0493.1.Klf1	chr4	89393467	89393477	-	0.000	0.000	Merged-chr4-89393499-15
NR37955--MA0740.1.KLF14	chr3	28402420	28402433	-	0.000	0.000	Merged-chr3-28402386-46
NR35436--MA0741.1.KLF16	chr2	128088012	128088022	+	0.000	0.000	Merged-chr2-128088091-23
NR55643--MA1107.1.KLF9	chr7	49494867	49494879	-	0.000	0.000	Merged-chr7-49494921-17
NR33058--MA1107.1.KLF9	chr2	27187613	27187625	-	0.000	0.000	Merged-chr2-27187639-44
NR16944--MA0599.1.KLF5	chr13	89521653	89521662	+	0.000	0.000	Merged-chr13-89521757-30
NR50445--MA0741.1.KLF16	chr6	6217149	6217159	+	0.000	0.000	Merged-chr6-6217012-81
NR43344--MA0741.1.KLF16	chr4	120287786	120287796	-	0.000	0.000	Merged-chr4-120287807-68
NR52715--MA0599.1.KLF5	chr6	122553755	122553764	-	0.000	0.000	Merged-chr6-122553933-10
NR44689--MA0740.1.KLF14	chr4	141296033	141296046	+	0.000	0.000	Merged-chr4-141296105-4
NR53017--MA0599.1.KLF5	chr6	129049286	129049295	-	0.000	0.000	Merged-chr6-129049251-27
NR39007--MA0493.1.Klf1	chr3	93598256	93598266	+	0.000	0.000	Merged-chr3-93598203-11
NR14442--MA0599.1.KLF5	chr12	104999355	104999364	+	0.000	0.000	Merged-chr12-104999417-2
NR23050--MA1107.1.KLF9	chr15	99276215	99276227	-	0.000	0.000	Merged-chr15-99276334-34
NR14643--MA0493.1.Klf1	chr12	108275431	108275441	+	0.000	0.000	Merged-chr12-108275445-64
NR60319--MA0493.1.Klf1	chr8	93810263	93810273	-	0.000	0.000	Merged-chr8-93810346-59
NR44284--MA0657.1.KLF13	chr4	136140415	136140432	+	0.000	0.000	Merged-chr4-136140503-4
NR11378--MA0493.1.Klf1	chr11	101199827	101199837	-	0.000	0.000	Merged-chr11-101199720-6
NR28553--MA0741.1.KLF16	chr17	84944352	84944362	-	0.000	0.000	Merged-chr17-84944510-25
NR56506--MA0742.1.Klf12	chr7	98797411	98797425	-	0.000	0.000	Merged-chr7-98797577-28
NR24051--MA0741.1.KLF16	chr16	24160874	24160884	+	0.000	0.000	Merged-chr16-24160756-32
NR5811--MA0740.1.KLF14	chr10	76961984	76961997	+	0.000	0.000	Merged-chr10-76962071-59
NR53835--MA0741.1.KLF16	chr6	145002399	145002409	-	0.000	0.000	Merged-chr6-145002461-23
NR14647--MA0742.1.Klf12	chr12	108275476	108275490	+	0.000	0.000	Merged-chr12-108275445-64
NR5094--MA0493.1.Klf1	chr10	42887291	42887301	-	0.000	0.000	Merged-chr10-42887187-18
NR41267--MA1107.1.KLF9	chr3	154683891	154683903	-	0.000	0.000	Merged-chr3-154683777-15
NR18693--MA1107.1.KLF9	chr14	31398287	31398299	-	0.000	0.000	Merged-chr14-31398460-1
NR5538--MA0599.1.KLF5	chr10	63175394	63175403	+	0.000	0.000	Merged-chr10-63175316-22
NR8601--MA0741.1.KLF16	chr11	11519490	11519500	+	0.000	0.000	Merged-chr11-11519616-36
NR37959--MA0039.3.KLF4	chr3	28402421	28402431	-	0.000	0.000	Merged-chr3-28402386-46
NR52155--MA0493.1.Klf1	chr6	100879806	100879816	-	0.000	0.000	Merged-chr6-100879682-24
NR4494--MA0741.1.KLF16	chr10	7212243	7212253	-	0.000	0.000	Merged-chr10-7212223-140
NR17139--MA0599.1.KLF5	chr13	95063723	95063732	-	0.000	0.000	Merged-chr13-95063599-48
NR19519--MA1107.1.KLF9	chr14	68078500	68078512	+	0.000	0.000	Merged-chr14-68078565-20
NR5872--MA0039.3.KLF4	chr10	77609811	77609821	-	0.000	0.000	Merged-chr10-77609801-14
NR8582--MA0741.1.KLF16	chr11	6707047	6707057	-	0.000	0.000	Merged-chr11-6706975-16
NR2397--MA1107.1.KLF9	chr1	147237213	147237225	+	0.000	0.000	Merged-chr1-147237183-6
NR52104--MA0741.1.KLF16	chr6	99801017	99801027	+	0.000	0.000	Merged-chr6-99800956-8
NR58538--MA0741.1.KLF16	chr8	11009006	11009016	+	0.000	0.000	Merged-chr8-11009107-63
NR1849--MA1107.1.KLF9	chr1	127796439	127796451	-	0.000	0.000	Merged-chr1-127796546-56
NR53165--MA0599.1.KLF5	chr6	134220566	134220575	+	0.000	0.000	Merged-chr6-134220428-49
NR1905--MA0742.1.Klf12	chr1	128713043	128713057	+	0.000	0.000	Merged-chr1-128713010-21
NR50676--MA0741.1.KLF16	chr6	30617390	30617400	+	0.000	0.000	Merged-chr6-30617295-15
NR62700--MA0742.1.Klf12	chr9	53706252	53706266	-	0.000	0.000	Merged-chr9-53706205-55
NR66380--MA0741.1.KLF16	chrX	100777198	100777208	+	0.000	0.000	Merged-chrX-100777014-69
NR14301--MA0740.1.KLF14	chr12	101718628	101718641	+	0.000	0.000	Merged-chr12-101718493-65
NR61389--MA0741.1.KLF16	chr8	124434605	124434615	+	0.000	0.000	Merged-chr8-124434522-47
NR38279--MA0039.3.KLF4	chr3	52832553	52832563	+	0.000	0.000	Merged-chr3-52832411-30
NR62420--MA0741.1.KLF16	chr9	42423817	42423827	+	0.000	0.000	Merged-chr9-42423784-11
NR66692--MA1107.1.KLF9	chrX	140664763	140664775	-	0.000	0.000	Merged-chrX-140664923-33
NR24792--MA0741.1.KLF16	chr16	72350568	72350578	-	0.000	0.000	Merged-chr16-72350554-25
NR24338--MA0493.1.Klf1	chr16	35984021	35984031	-	0.000	0.000	Merged-chr16-35984000-4
NR37456--MA0741.1.KLF16	chr2	174556042	174556052	-	0.000	0.000	Merged-chr2-174555978-36
NR56967--MA0741.1.KLF16	chr7	112678979	112678989	-	0.000	0.000	Merged-chr7-112678806-2
NR40732--MA0039.3.KLF4	chr3	142892190	142892200	-	0.000	0.000	Merged-chr3-142892335-19
NR59364--MA0599.1.KLF5	chr8	60632695	60632704	+	0.000	0.000	Merged-chr8-60632762-58
NR34825--MA0493.1.Klf1	chr2	104172842	104172852	-	0.000	0.000	Merged-chr2-104172938-49
NR36458--MA1107.1.KLF9	chr2	157119287	157119299	-	0.000	0.000	Merged-chr2-157119108-55
NR24592--MA0039.3.KLF4	chr16	55421972	55421982	+	0.000	0.000	Merged-chr16-55421971-12
NR9141--MA0599.1.KLF5	chr11	49266334	49266343	+	0.000	0.000	Merged-chr11-49266442-28
NR53891--MA0741.1.KLF16	chr6	145469421	145469431	-	0.000	0.000	Merged-chr6-145469437-17
NR40177--MA0039.3.KLF4	chr3	127845179	127845189	+	0.000	0.000	Merged-chr3-127845262-14
NR30268--MA1107.1.KLF9	chr18	75210433	75210445	+	0.000	0.000	Merged-chr18-75210545-14
NR16071--MA0740.1.KLF14	chr13	46779983	46779996	+	0.000	0.000	Merged-chr13-46780080-38
NR37956--MA0657.1.KLF13	chr3	28402417	28402434	-	0.000	0.000	Merged-chr3-28402386-46
NR14728--MA0740.1.KLF14	chr12	109446607	109446620	+	0.000	0.000	Merged-chr12-109446341-43
