#name (cmd = mergePeaks -d 150 MACS2_Bcl6KO_Th1_peaks.Icos.sig.bed MACS2_DKO_Tfh_peaks.Icos.sig.bed MACS2_DKO_Th1_peaks.Icos.sig.bed MACS2_Naive_peaks.Icos.sig.bed MACS2_Prdm1KO_Tfh_peaks.Icos.sig.bed MACS2_WT_Tfh_peaks.Icos.sig.bed MACS2_WT_Th1_peaks.Icos.sig.bed)	chr	start	end	strand	Stat	Parent files	Total subpeaks	MACS2_Bcl6KO_Th1_peaks.Icos.sig.bed	MACS2_DKO_Tfh_peaks.Icos.sig.bed	MACS2_DKO_Th1_peaks.Icos.sig.bed	MACS2_Naive_peaks.Icos.sig.bed	MACS2_Prdm1KO_Tfh_peaks.Icos.sig.bed	MACS2_WT_Tfh_peaks.Icos.sig.bed	MACS2_WT_Th1_peaks.Icos.sig.bed
Merged-chr1-60857747-5	chr1	60857582	60857972	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Icos.sig.bed|MACS2_DKO_Th1_peaks.Icos.sig.bed|MACS2_Naive_peaks.Icos.sig.bed|MACS2_WT_Th1_peaks.Icos.sig.bed	5	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_3889		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_2113	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_7956			/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_2971a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_2971b
Merged-chr1-60911112-4	chr1	60910996	60911252	+	0.000000	MACS2_DKO_Tfh_peaks.Icos.sig.bed|MACS2_DKO_Th1_peaks.Icos.sig.bed|MACS2_Naive_peaks.Icos.sig.bed|MACS2_WT_Tfh_peaks.Icos.sig.bed	4		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_2827	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_2120	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_7963		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_4254	
Merged-chr1-61003263-3	chr1	61003129	61003382	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Icos.sig.bed|MACS2_DKO_Tfh_peaks.Icos.sig.bed|MACS2_DKO_Th1_peaks.Icos.sig.bed	3	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_3921	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_2847	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_2141				
Merged-chr1-61027311-15	chr1	61027173	61027404	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Icos.sig.bed|MACS2_DKO_Tfh_peaks.Icos.sig.bed|MACS2_DKO_Th1_peaks.Icos.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Icos.sig.bed|MACS2_WT_Tfh_peaks.Icos.sig.bed|MACS2_WT_Th1_peaks.Icos.sig.bed	15	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_3924a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_3924b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_3924c	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_2851a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_2851b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_2851c	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_2147a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_2147b		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_5678a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_5678b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_5678c	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_4277a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_4277b	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_3004a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_3004b
Merged-chr1-61030815-7	chr1	61030692	61030972	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Icos.sig.bed|MACS2_DKO_Tfh_peaks.Icos.sig.bed|MACS2_DKO_Th1_peaks.Icos.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Icos.sig.bed|MACS2_WT_Tfh_peaks.Icos.sig.bed|MACS2_WT_Th1_peaks.Icos.sig.bed	7	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_3926b	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_2853	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_2149a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_2149b		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_5681	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_4279	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_3006
Merged-chr1-61050355-11	chr1	61050192	61050505	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Icos.sig.bed|MACS2_DKO_Tfh_peaks.Icos.sig.bed|MACS2_DKO_Th1_peaks.Icos.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Icos.sig.bed|MACS2_WT_Tfh_peaks.Icos.sig.bed|MACS2_WT_Th1_peaks.Icos.sig.bed	11	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_3930a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_3930b	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_2858	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_2153a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_2153b		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_5685a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_5685b	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_4284a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_4284b	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_3012a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_3012b
Merged-chr1-61054897-12	chr1	61054715	61055029	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Icos.sig.bed|MACS2_DKO_Tfh_peaks.Icos.sig.bed|MACS2_DKO_Th1_peaks.Icos.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Icos.sig.bed|MACS2_WT_Tfh_peaks.Icos.sig.bed|MACS2_WT_Th1_peaks.Icos.sig.bed	12	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_3931a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_3931b	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_2859a	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_2154a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_2154b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_2154c		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_5686	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_4285a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_4285b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_4285c	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_3013a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_3013b
Merged-chr1-60868566-7	chr1	60868441	60868724	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Icos.sig.bed|MACS2_DKO_Tfh_peaks.Icos.sig.bed|MACS2_DKO_Th1_peaks.Icos.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Icos.sig.bed|MACS2_WT_Tfh_peaks.Icos.sig.bed|MACS2_WT_Th1_peaks.Icos.sig.bed	7	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_3892	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_2821	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_2114a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_2114b		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_5651	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_4247	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_2974
Merged-chr1-60875302-8	chr1	60875142	60875436	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Icos.sig.bed|MACS2_DKO_Tfh_peaks.Icos.sig.bed|MACS2_DKO_Th1_peaks.Icos.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Icos.sig.bed|MACS2_WT_Tfh_peaks.Icos.sig.bed|MACS2_WT_Th1_peaks.Icos.sig.bed	8	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_3893	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_2822a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_2822b	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_2115		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_5652a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_5652b	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_4248	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_2975
Merged-chr1-60902665-6	chr1	60902539	60902770	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Icos.sig.bed|MACS2_DKO_Tfh_peaks.Icos.sig.bed|MACS2_DKO_Th1_peaks.Icos.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Icos.sig.bed|MACS2_WT_Tfh_peaks.Icos.sig.bed|MACS2_WT_Th1_peaks.Icos.sig.bed	6	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_3897	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_2825	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_2117		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_5655	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_4251	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_2978
Merged-chr1-60913516-6	chr1	60913415	60913636	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Icos.sig.bed|MACS2_DKO_Tfh_peaks.Icos.sig.bed|MACS2_DKO_Th1_peaks.Icos.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Icos.sig.bed|MACS2_WT_Tfh_peaks.Icos.sig.bed|MACS2_WT_Th1_peaks.Icos.sig.bed	6	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_3901	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_2829	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_2122		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_5658	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_4256	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_2981
Merged-chr1-60930649-7	chr1	60930526	60930749	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Icos.sig.bed|MACS2_DKO_Tfh_peaks.Icos.sig.bed|MACS2_DKO_Th1_peaks.Icos.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Icos.sig.bed|MACS2_WT_Tfh_peaks.Icos.sig.bed|MACS2_WT_Th1_peaks.Icos.sig.bed	7	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_3905	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_2832	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_2125		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_5661	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_4259	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_2985b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_2985a
Merged-chr1-60985196-6	chr1	60984966	60985337	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Icos.sig.bed|MACS2_DKO_Tfh_peaks.Icos.sig.bed|MACS2_DKO_Th1_peaks.Icos.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Icos.sig.bed|MACS2_WT_Tfh_peaks.Icos.sig.bed|MACS2_WT_Th1_peaks.Icos.sig.bed	6	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_3916	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_2841	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_2134		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_5669	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_4266	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_2996
Merged-chr1-61035438-6	chr1	61035265	61035600	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Icos.sig.bed|MACS2_DKO_Tfh_peaks.Icos.sig.bed|MACS2_DKO_Th1_peaks.Icos.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Icos.sig.bed|MACS2_WT_Tfh_peaks.Icos.sig.bed|MACS2_WT_Th1_peaks.Icos.sig.bed	6	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_3927	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_2854	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_2150		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_5682	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_4280	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_3007
Merged-chr1-61039493-6	chr1	61039328	61039679	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Icos.sig.bed|MACS2_DKO_Tfh_peaks.Icos.sig.bed|MACS2_DKO_Th1_peaks.Icos.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Icos.sig.bed|MACS2_WT_Tfh_peaks.Icos.sig.bed|MACS2_WT_Th1_peaks.Icos.sig.bed	6	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_3928	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_2856	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_2151		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_5683	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_4282	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_3009
Merged-chr1-60899177-18	chr1	60898987	60899365	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Icos.sig.bed|MACS2_DKO_Tfh_peaks.Icos.sig.bed|MACS2_DKO_Th1_peaks.Icos.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Icos.sig.bed|MACS2_WT_Tfh_peaks.Icos.sig.bed|MACS2_WT_Th1_peaks.Icos.sig.bed	18	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_3896a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_3896b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_3896c	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_2824a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_2824b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_2824c	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_2116a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_2116b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_2116c,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_2116d		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_5654a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_5654b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_5654c	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_4250b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_4250a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_4250c	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_2977a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_2977b
Merged-chr1-61102304-4	chr1	61102224	61102384	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Icos.sig.bed|MACS2_DKO_Th1_peaks.Icos.sig.bed	4	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_3933a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_3933b		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_2157a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_2157b				
Merged-chr1-61024629-3	chr1	61024519	61024749	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Icos.sig.bed|MACS2_DKO_Th1_peaks.Icos.sig.bed|MACS2_WT_Th1_peaks.Icos.sig.bed	3	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_3923		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_2146				/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_3003
Merged-chr1-60936474-3	chr1	60936373	60936582	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Icos.sig.bed|MACS2_DKO_Th1_peaks.Icos.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Icos.sig.bed	3	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_3906		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_2126		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_5662		
Merged-chr1-60937224-3	chr1	60937110	60937325	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Icos.sig.bed|MACS2_DKO_Th1_peaks.Icos.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Icos.sig.bed	3	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_3907		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_2127		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_5663		
Merged-chr1-61030025-4	chr1	61029845	61030158	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Icos.sig.bed|MACS2_DKO_Th1_peaks.Icos.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Icos.sig.bed|MACS2_WT_Th1_peaks.Icos.sig.bed	4	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_3925		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_2148		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_5680		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_3005
Merged-chr1-60983181-2	chr1	60983101	60983261	+	0.000000	MACS2_DKO_Tfh_peaks.Icos.sig.bed|MACS2_DKO_Th1_peaks.Icos.sig.bed	2		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_2840	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_2133				
Merged-chr1-60997544-2	chr1	60997467	60997621	+	0.000000	MACS2_DKO_Tfh_peaks.Icos.sig.bed|MACS2_DKO_Th1_peaks.Icos.sig.bed	2		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_2844	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_2137				
Merged-chr1-61023090-3	chr1	61022971	61023210	+	0.000000	MACS2_DKO_Tfh_peaks.Icos.sig.bed|MACS2_DKO_Th1_peaks.Icos.sig.bed|MACS2_WT_Th1_peaks.Icos.sig.bed	3		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_2850	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_2145				/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_3002
Merged-chr1-60911799-3	chr1	60911677	60911907	+	0.000000	MACS2_DKO_Tfh_peaks.Icos.sig.bed|MACS2_DKO_Th1_peaks.Icos.sig.bed|MACS2_WT_Tfh_peaks.Icos.sig.bed	3		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_2828	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_2121			/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_4255	
Merged-chr1-60961070-4	chr1	60960836	60961273	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Icos.sig.bed|MACS2_DKO_Tfh_peaks.Icos.sig.bed|MACS2_Naive_peaks.Icos.sig.bed|MACS2_WT_Th1_peaks.Icos.sig.bed	4	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_3912	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_2836		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_7967			/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_2990
Merged-chr1-61001304-1	chr1	61001229	61001379	+	0.000000	MACS2_DKO_Th1_peaks.Icos.sig.bed	1			/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_2139				
Merged-chr1-61002236-1	chr1	61002161	61002311	+	0.000000	MACS2_DKO_Th1_peaks.Icos.sig.bed	1			/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_2140				
Merged-chr1-61017475-1	chr1	61017400	61017550	+	0.000000	MACS2_DKO_Th1_peaks.Icos.sig.bed	1			/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_2144				
Merged-chr1-61125272-1	chr1	61125197	61125347	+	0.000000	MACS2_DKO_Th1_peaks.Icos.sig.bed	1			/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_2158				
Merged-chr1-60907633-2	chr1	60907540	60907726	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Icos.sig.bed|MACS2_Naive_peaks.Icos.sig.bed	2	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_3898			/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_7961			
