#name (cmd = mergePeaks -d 150 MACS2_Bcl6KO_Th1_peaks.Tcf7.sig.bed MACS2_DKO_Tfh_peaks.Tcf7.sig.bed MACS2_DKO_Th1_peaks.Tcf7.sig.bed MACS2_Naive_peaks.Tcf7.sig.bed MACS2_Prdm1KO_Tfh_peaks.Tcf7.sig.bed MACS2_WT_Tfh_peaks.Tcf7.sig.bed MACS2_WT_Th1_peaks.Tcf7.sig.bed)	chr	start	end	strand	Stat	Parent files	Total subpeaks	MACS2_Bcl6KO_Th1_peaks.Tcf7.sig.bed	MACS2_DKO_Tfh_peaks.Tcf7.sig.bed	MACS2_DKO_Th1_peaks.Tcf7.sig.bed	MACS2_Naive_peaks.Tcf7.sig.bed	MACS2_Prdm1KO_Tfh_peaks.Tcf7.sig.bed	MACS2_WT_Tfh_peaks.Tcf7.sig.bed	MACS2_WT_Th1_peaks.Tcf7.sig.bed
Merged-chr11-52281183-4	chr11	52281005	52281385	+	0.000000	MACS2_DKO_Tfh_peaks.Tcf7.sig.bed|MACS2_DKO_Th1_peaks.Tcf7.sig.bed|MACS2_Naive_peaks.Tcf7.sig.bed|MACS2_WT_Th1_peaks.Tcf7.sig.bed	4		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_41506	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_34431	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_61147			/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_41953
Merged-chr11-52143954-5	chr11	52143839	52144071	+	0.000000	MACS2_DKO_Tfh_peaks.Tcf7.sig.bed|MACS2_DKO_Th1_peaks.Tcf7.sig.bed|MACS2_Naive_peaks.Tcf7.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Tcf7.sig.bed|MACS2_WT_Tfh_peaks.Tcf7.sig.bed	5		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_41485	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_34412	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_61128	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_57763	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_43818	
Merged-chr11-52332796-8	chr11	52332659	52332931	+	0.000000	MACS2_DKO_Tfh_peaks.Tcf7.sig.bed|MACS2_DKO_Th1_peaks.Tcf7.sig.bed|MACS2_Naive_peaks.Tcf7.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Tcf7.sig.bed|MACS2_WT_Tfh_peaks.Tcf7.sig.bed	8		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_41518	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_34445b	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_61160b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_61160a	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_57787a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_57787b	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_43846a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_43846b	
Merged-chr11-52419599-4	chr11	52419450	52419737	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Tcf7.sig.bed|MACS2_DKO_Tfh_peaks.Tcf7.sig.bed|MACS2_DKO_Th1_peaks.Tcf7.sig.bed|MACS2_WT_Th1_peaks.Tcf7.sig.bed	4	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_49655	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_41527	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_34453				/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_41968
Merged-chr11-52080202-4	chr11	52080110	52080309	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Tcf7.sig.bed|MACS2_DKO_Tfh_peaks.Tcf7.sig.bed|MACS2_DKO_Th1_peaks.Tcf7.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Tcf7.sig.bed	4	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_49618	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_41482	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_34408		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_57760		
Merged-chr11-52327461-5	chr11	52327300	52327638	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Tcf7.sig.bed|MACS2_DKO_Tfh_peaks.Tcf7.sig.bed|MACS2_DKO_Th1_peaks.Tcf7.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Tcf7.sig.bed|MACS2_WT_Tfh_peaks.Tcf7.sig.bed	5	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_49647	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_41517	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_34444		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_57786	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_43845	
Merged-chr11-52099063-10	chr11	52098900	52099172	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Tcf7.sig.bed|MACS2_DKO_Tfh_peaks.Tcf7.sig.bed|MACS2_DKO_Th1_peaks.Tcf7.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Tcf7.sig.bed|MACS2_WT_Tfh_peaks.Tcf7.sig.bed|MACS2_WT_Th1_peaks.Tcf7.sig.bed	10	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_49619	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_41483a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_41483b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_41483c	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_34409b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_34409a		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_57761	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_43815	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_41936a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_41936b
Merged-chr11-52109707-6	chr11	52109544	52109854	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Tcf7.sig.bed|MACS2_DKO_Tfh_peaks.Tcf7.sig.bed|MACS2_DKO_Th1_peaks.Tcf7.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Tcf7.sig.bed|MACS2_WT_Tfh_peaks.Tcf7.sig.bed|MACS2_WT_Th1_peaks.Tcf7.sig.bed	6	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_49620	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_41484	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_34410		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_57762	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_43816	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_41937
Merged-chr11-52220522-6	chr11	52220356	52220709	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Tcf7.sig.bed|MACS2_DKO_Tfh_peaks.Tcf7.sig.bed|MACS2_DKO_Th1_peaks.Tcf7.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Tcf7.sig.bed|MACS2_WT_Tfh_peaks.Tcf7.sig.bed|MACS2_WT_Th1_peaks.Tcf7.sig.bed	6	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_49629	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_41489	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_34416		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_57765	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_43821	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_41943
Merged-chr11-52261062-6	chr11	52260935	52261196	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Tcf7.sig.bed|MACS2_DKO_Tfh_peaks.Tcf7.sig.bed|MACS2_DKO_Th1_peaks.Tcf7.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Tcf7.sig.bed|MACS2_WT_Tfh_peaks.Tcf7.sig.bed|MACS2_WT_Th1_peaks.Tcf7.sig.bed	6	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_49634	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_41500	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_34425		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_57772	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_43829	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_41948
Merged-chr11-52299815-6	chr11	52299727	52299914	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Tcf7.sig.bed|MACS2_DKO_Tfh_peaks.Tcf7.sig.bed|MACS2_DKO_Th1_peaks.Tcf7.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Tcf7.sig.bed|MACS2_WT_Tfh_peaks.Tcf7.sig.bed|MACS2_WT_Th1_peaks.Tcf7.sig.bed	6	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_49642	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_41509	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_34436		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_57779	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_43837	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_41958
Merged-chr11-52333974-6	chr11	52333821	52334106	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Tcf7.sig.bed|MACS2_DKO_Tfh_peaks.Tcf7.sig.bed|MACS2_DKO_Th1_peaks.Tcf7.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Tcf7.sig.bed|MACS2_WT_Tfh_peaks.Tcf7.sig.bed|MACS2_WT_Th1_peaks.Tcf7.sig.bed	6	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_49648	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_41519	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_34446		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_57788	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_43847	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_41962
Merged-chr11-52346563-11	chr11	52346425	52346781	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Tcf7.sig.bed|MACS2_DKO_Tfh_peaks.Tcf7.sig.bed|MACS2_DKO_Th1_peaks.Tcf7.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Tcf7.sig.bed|MACS2_WT_Tfh_peaks.Tcf7.sig.bed|MACS2_WT_Th1_peaks.Tcf7.sig.bed	11	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_49650	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_41522	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_34449a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_34449b		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_57793a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_57793b	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_43851a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_43851b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_43851c	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_41964a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_41964b
Merged-chr11-52253998-2	chr11	52253920	52254077	+	0.000000	MACS2_DKO_Th1_peaks.Tcf7.sig.bed|MACS2_Naive_peaks.Tcf7.sig.bed	2			/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_34423	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_61138			
Merged-chr11-52255300-2	chr11	52255179	52255422	+	0.000000	MACS2_DKO_Th1_peaks.Tcf7.sig.bed|MACS2_Naive_peaks.Tcf7.sig.bed	2			/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_34424	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_61139			
Merged-chr11-52284264-5	chr11	52284124	52284398	+	0.000000	MACS2_DKO_Th1_peaks.Tcf7.sig.bed|MACS2_Naive_peaks.Tcf7.sig.bed|MACS2_WT_Th1_peaks.Tcf7.sig.bed	5			/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_34433	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_61149b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_61149a			/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_41956a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_41956b
Merged-chr11-52275354-9	chr11	52275224	52275548	+	0.000000	MACS2_DKO_Th1_peaks.Tcf7.sig.bed|MACS2_Naive_peaks.Tcf7.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Tcf7.sig.bed	9			/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_34430a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_34430b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_34430c	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_61146a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_61146b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_61146c,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_61146d	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_57776a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_57776c		
Merged-chr11-52305432-2	chr11	52305311	52305554	+	0.000000	MACS2_DKO_Tfh_peaks.Tcf7.sig.bed|MACS2_DKO_Th1_peaks.Tcf7.sig.bed	2		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_41510	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_34437				
Merged-chr11-52324832-10	chr11	52324690	52324990	+	0.000000	MACS2_DKO_Tfh_peaks.Tcf7.sig.bed|MACS2_DKO_Th1_peaks.Tcf7.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Tcf7.sig.bed|MACS2_WT_Tfh_peaks.Tcf7.sig.bed	10		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_41516a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_41516b	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_34443a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_34443b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_34443c,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_34443d		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_57785a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_57785b	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_43844a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_43844b	
Merged-chr11-52262182-5	chr11	52262009	52262305	+	0.000000	MACS2_DKO_Tfh_peaks.Tcf7.sig.bed|MACS2_DKO_Th1_peaks.Tcf7.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Tcf7.sig.bed|MACS2_WT_Tfh_peaks.Tcf7.sig.bed|MACS2_WT_Th1_peaks.Tcf7.sig.bed	5		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_41501	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_34426		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_57773	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_43830	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_41949
Merged-chr11-52274236-1	chr11	52274161	52274311	+	0.000000	MACS2_DKO_Th1_peaks.Tcf7.sig.bed	1			/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_34429				
Merged-chr11-52297587-1	chr11	52297512	52297662	+	0.000000	MACS2_DKO_Th1_peaks.Tcf7.sig.bed	1			/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_34435				
Merged-chr11-52343433-1	chr11	52343358	52343508	+	0.000000	MACS2_DKO_Th1_peaks.Tcf7.sig.bed	1			/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_34448				
Merged-chr11-52074977-2	chr11	52074902	52075052	+	0.000000	MACS2_DKO_Th1_peaks.Tcf7.sig.bed	2			/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_34406a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_34406b				
Merged-chr11-52167718-3	chr11	52167582	52167824	+	0.000000	MACS2_DKO_Th1_peaks.Tcf7.sig.bed|MACS2_WT_Tfh_peaks.Tcf7.sig.bed	3			/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_34413a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_34413b			/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_43819	
Merged-chr11-52250070-5	chr11	52249905	52250168	+	0.000000	MACS2_DKO_Th1_peaks.Tcf7.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Tcf7.sig.bed	5			/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_34421		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_57770a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_57770b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_57770c,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_57770d		
Merged-chr11-52338082-2	chr11	52337996	52338169	+	0.000000	MACS2_DKO_Tfh_peaks.Tcf7.sig.bed|MACS2_Naive_peaks.Tcf7.sig.bed	2		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_41520		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_61162			
Merged-chr11-52309648-3	chr11	52309483	52309829	+	0.000000	MACS2_DKO_Tfh_peaks.Tcf7.sig.bed|MACS2_Naive_peaks.Tcf7.sig.bed|MACS2_WT_Tfh_peaks.Tcf7.sig.bed	3		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_41511		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_61153		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_43838	
Merged-chr11-52421509-2	chr11	52421406	52421613	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Tcf7.sig.bed|MACS2_DKO_Tfh_peaks.Tcf7.sig.bed	2	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_49656	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_41528					
Merged-chr11-52275004-20	chr11	52274841	52275158	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Tcf7.sig.bed|MACS2_DKO_Tfh_peaks.Tcf7.sig.bed|MACS2_WT_Tfh_peaks.Tcf7.sig.bed|MACS2_WT_Th1_peaks.Tcf7.sig.bed	20	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_49637a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_49637d,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_49637b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_49637c	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_41504f,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_41504a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_41504b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_41504c,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_41504d,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_41504e				/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_43833a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_43833b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_43833c,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_43833d	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_41952c,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_41952a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_41952b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_41952d,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_41952e,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_41952f
Merged-chr11-52254220-4	chr11	52254089	52254363	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Tcf7.sig.bed|MACS2_DKO_Tfh_peaks.Tcf7.sig.bed|MACS2_WT_Tfh_peaks.Tcf7.sig.bed|MACS2_WT_Th1_peaks.Tcf7.sig.bed	4	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_49633	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_41498b				/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_43827	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_41947
Merged-chr11-52109458-1	chr11	52109383	52109533	+	0.000000	MACS2_Naive_peaks.Tcf7.sig.bed	1				/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_61127			
Merged-chr11-52248813-1	chr11	52248738	52248888	+	0.000000	MACS2_Naive_peaks.Tcf7.sig.bed	1				/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_61134			
Merged-chr11-52251961-1	chr11	52251886	52252036	+	0.000000	MACS2_Naive_peaks.Tcf7.sig.bed	1				/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_61136			
Merged-chr11-52273984-1	chr11	52273909	52274059	+	0.000000	MACS2_Naive_peaks.Tcf7.sig.bed	1				/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_61145			
