#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1-log2fc-1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1-log2fc-1_up.bed
NR65687--MA0741.1.KLF16	chr9	21167778	21167788	+	0.000	0.000	Merged-chr9-21167831-1
NR3995--MA0599.1.KLF5	chr1	182537331	182537340	+	0.000	0.000	Merged-chr1-182537225-11
NR408--MA0493.1.Klf1	chr1	37469424	37469434	-	0.000	0.000	Merged-chr1-37469260-14
NR68519--MA0039.3.KLF4	chr9	109863271	109863281	-	0.000	0.000	Merged-chr9-109863307-1
NR3994--MA0742.1.Klf12	chr1	182537330	182537344	+	0.000	0.000	Merged-chr1-182537225-11
NR22217--MA1107.1.KLF9	chr15	34046419	34046431	+	0.000	0.000	Merged-chr15-34046584-10
NR18511--MA1107.1.KLF9	chr13	102284436	102284448	+	0.000	0.000	Merged-chr13-102284441-1
NR7445--MA1107.1.KLF9	chr10	93126287	93126299	-	0.000	0.000	Merged-chr10-93126298-4
NR42208--MA0741.1.KLF16	chr3	109456514	109456524	-	0.000	0.000	Merged-chr3-109456576-4
NR5482--MA0741.1.KLF16	chr10	39240241	39240251	+	0.000	0.000	Merged-chr10-39240051-25
NR53426--MA0493.1.Klf1	chr6	8632593	8632603	+	0.000	0.000	Merged-chr6-8632721-45
NR5185--MA1107.1.KLF9	chr10	19333705	19333717	+	0.000	0.000	Merged-chr10-19333654-15
NR18525--MA1107.1.KLF9	chr13	102284496	102284508	+	0.000	0.000	Merged-chr13-102284441-1
NR51036--MA0493.1.Klf1	chr5	113994154	113994164	+	0.000	0.000	Merged-chr5-113994160-2
NR36433--MA1107.1.KLF9	chr2	78988455	78988467	+	0.000	0.000	Merged-chr2-78988349-6
NR55781--MA0599.1.KLF5	chr6	119451005	119451014	+	0.000	0.000	Merged-chr6-119451010-23
NR66570--MA0599.1.KLF5	chr9	57346465	57346474	-	0.000	0.000	Merged-chr9-57346292-13
NR45763--MA0741.1.KLF16	chr4	101235199	101235209	+	0.000	0.000	Merged-chr4-101235092-24
NR59527--MA0493.1.Klf1	chr7	75397645	75397655	+	0.000	0.000	Merged-chr7-75397713-20
NR41159--MA0599.1.KLF5	chr3	84772125	84772134	-	0.000	0.000	Merged-chr3-84772067-31
NR2953--MA0741.1.KLF16	chr1	157039111	157039121	-	0.000	0.000	Merged-chr1-157039058-34
NR29773--MA0742.1.Klf12	chr17	83634501	83634515	+	0.000	0.000	Merged-chr17-83634380-4
NR69062--MA0742.1.Klf12	chr9	118863766	118863780	-	0.000	0.000	Merged-chr9-118863800-9
NR12246--MA0039.3.KLF4	chr11	104538437	104538447	+	0.000	0.000	Merged-chr11-104538419-8
NR69066--MA0741.1.KLF16	chr9	118863769	118863779	-	0.000	0.000	Merged-chr9-118863800-9
NR44133--MA0741.1.KLF16	chr4	8913758	8913768	-	0.000	0.000	Merged-chr4-8913815-2
NR31048--MA1107.1.KLF9	chr18	55161684	55161696	-	0.000	0.000	Merged-chr18-55161771-19
NR27450--MA0493.1.Klf1	chr17	24084756	24084766	+	0.000	0.000	Merged-chr17-24084802-20
NR7008--MA0741.1.KLF16	chr10	81659619	81659629	-	0.000	0.000	Merged-chr10-81659727-10
NR22224--MA1107.1.KLF9	chr15	34046433	34046445	+	0.000	0.000	Merged-chr15-34046584-10
NR42159--MA0039.3.KLF4	chr3	108756249	108756259	+	0.000	0.000	Merged-chr3-108756222-1
NR42206--MA0741.1.KLF16	chr3	109456512	109456522	-	0.000	0.000	Merged-chr3-109456576-4
NR59526--MA0740.1.KLF14	chr7	75397645	75397658	+	0.000	0.000	Merged-chr7-75397713-20
NR45769--MA0039.3.KLF4	chr4	101235220	101235230	+	0.000	0.000	Merged-chr4-101235092-24
NR56009--MA0599.1.KLF5	chr6	124782732	124782741	+	0.000	0.000	Merged-chr6-124782672-28
NR59404--MA0599.1.KLF5	chr7	67407108	67407117	-	0.000	0.000	Merged-chr7-67407196-3
NR69061--MA0740.1.KLF14	chr9	118863767	118863780	-	0.000	0.000	Merged-chr9-118863800-9
NR41549--MA1107.1.KLF9	chr3	95681581	95681593	-	0.000	0.000	Merged-chr3-95681559-19
NR36429--MA0740.1.KLF14	chr2	78988455	78988468	+	0.000	0.000	Merged-chr2-78988349-6
NR18523--MA1107.1.KLF9	chr13	102284492	102284504	+	0.000	0.000	Merged-chr13-102284441-1
NR6372--MA0493.1.Klf1	chr10	75643003	75643013	+	0.000	0.000	Merged-chr10-75643156-15
