#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1-log2fc-1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1-log2fc-1_up.bed
NR5060--MA0684.1.RUNX3	chr18	69547155	69547164	+	0.000	0.000	Merged-chr18-69547283-22
NR604--MA0002.2.RUNX1	chr1	165985849	165985859	-	0.000	0.000	Merged-chr1-165985990-54
NR7408--MA0511.2.RUNX2	chr4	135520640	135520648	+	0.000	0.000	Merged-chr4-135520643-13
NR10223--MA0002.2.RUNX1	chr9	7510086	7510096	+	0.000	0.000	Merged-chr9-7510063-49
NR7120--MA0684.1.RUNX3	chr4	59790157	59790166	-	0.000	0.000	Merged-chr4-59790006-29
NR2696--MA0002.2.RUNX1	chr13	24779333	24779343	+	0.000	0.000	Merged-chr13-24779175-40
NR2301--MA0002.2.RUNX1	chr12	79429964	79429974	+	0.000	0.000	Merged-chr12-79430089-33
NR5087--MA0002.2.RUNX1	chr18	75541214	75541224	-	0.000	0.000	Merged-chr18-75541168-25
NR8943--MA0511.2.RUNX2	chr6	144602993	144603001	+	0.000	0.000	Merged-chr6-144603024-14
NR4712--MA0511.2.RUNX2	chr17	62857484	62857492	+	0.000	0.000	Merged-chr17-62857583-41
NR8573--MA0002.2.RUNX1	chr6	94760977	94760987	+	0.000	0.000	Merged-chr6-94761021-48
NR10507--MA0002.2.RUNX1	chr9	80820301	80820311	-	0.000	0.000	Merged-chr9-80820177-30
NR4550--MA0511.2.RUNX2	chr17	26752476	26752484	-	0.000	0.000	Merged-chr17-26752448-33
NR8953--MA0002.2.RUNX1	chr6	144953072	144953082	-	0.000	0.000	Merged-chr6-144953133-29
NR1017--MA0684.1.RUNX3	chr10	44420257	44420266	-	0.000	0.000	Merged-chr10-44420150-34
NR5261--MA0511.2.RUNX2	chr19	14620506	14620514	-	0.000	0.000	Merged-chr19-14620634-30
NR2295--MA0002.2.RUNX1	chr12	76923257	76923267	+	0.000	0.000	Merged-chr12-76923289-32
NR3548--MA0002.2.RUNX1	chr14	118828007	118828017	+	0.000	0.000	Merged-chr14-118827968-19
NR8334--MA0002.2.RUNX1	chr6	17851360	17851370	+	0.000	0.000	Merged-chr6-17851443-16
NR29--MA0002.2.RUNX1	chr1	20825285	20825295	-	0.000	0.000	Merged-chr1-20825313-33
NR8586--MA0002.2.RUNX1	chr6	97300902	97300912	-	0.000	0.000	Merged-chr6-97300820-20
NR7097--MA0511.2.RUNX2	chr4	55343348	55343356	+	0.000	0.000	Merged-chr4-55343422-62
NR6829--MA0002.2.RUNX1	chr3	138275270	138275280	+	0.000	0.000	Merged-chr3-138275247-64
NR8695--MA0002.2.RUNX1	chr6	119408839	119408849	+	0.000	0.000	Merged-chr6-119408748-28
NR5575--MA0684.1.RUNX3	chr2	17712751	17712760	-	0.000	0.000	Merged-chr2-17712795-10
NR3418--MA0002.2.RUNX1	chr14	73408524	73408534	+	0.000	0.000	Merged-chr14-73408421-6
NR2022--MA0002.2.RUNX1	chr11	113153481	113153491	-	0.000	0.000	Merged-chr11-113153533-26
NR957--MA0002.2.RUNX1	chr10	26879360	26879370	+	0.000	0.000	Merged-chr10-26879299-36
NR10946--MA0511.2.RUNX2	chrX	106622660	106622668	+	0.000	0.000	Merged-chrX-106622619-36
NR10519--MA0684.1.RUNX3	chr9	83564265	83564274	-	0.000	0.000	Merged-chr9-83564254-44
NR795--MA0002.2.RUNX1	chr1	191275772	191275782	-	0.000	0.000	Merged-chr1-191275783-38
NR5001--MA0511.2.RUNX2	chr18	56547183	56547191	-	0.000	0.000	Merged-chr18-56547142-34
NR9262--MA0684.1.RUNX3	chr7	67500545	67500554	-	0.000	0.000	Merged-chr7-67500556-27
NR4794--MA0511.2.RUNX2	chr17	80772670	80772678	-	0.000	0.000	Merged-chr17-80772766-52
NR6775--MA0684.1.RUNX3	chr3	129613935	129613944	-	0.000	0.000	Merged-chr3-129613875-22
NR6503--MA0002.2.RUNX1	chr3	59059437	59059447	+	0.000	0.000	Merged-chr3-59059388-26
NR4390--MA0002.2.RUNX1	chr16	92565886	92565896	-	0.000	0.000	Merged-chr16-92565942-11
NR251--MA0002.2.RUNX1	chr1	87637245	87637255	+	0.000	0.000	Merged-chr1-87637275-111
NR4713--MA0684.1.RUNX3	chr17	62857484	62857493	+	0.000	0.000	Merged-chr17-62857583-41
NR3539--MA0684.1.RUNX3	chr14	118483013	118483022	-	0.000	0.000	Merged-chr14-118482949-23
NR7479--MA0002.2.RUNX1	chr4	145045906	145045916	-	0.000	0.000	Merged-chr4-145045932-55
NR141--MA0684.1.RUNX3	chr1	60744505	60744514	-	0.000	0.000	Merged-chr1-60744410-6
NR8557--MA0002.2.RUNX1	chr6	89065130	89065140	-	0.000	0.000	Merged-chr6-89065226-11
NR63--MA0684.1.RUNX3	chr1	38557783	38557792	+	0.000	0.000	Merged-chr1-38557840-50
NR10206--MA0684.1.RUNX3	chr8	128622960	128622969	-	0.000	0.000	Merged-chr8-128622909-9
NR852--MA0511.2.RUNX2	chr10	4357606	4357614	-	0.000	0.000	Merged-chr10-4357640-28
NR10458--MA0684.1.RUNX3	chr9	75246458	75246467	-	0.000	0.000	Merged-chr9-75246433-36
NR6101--MA0684.1.RUNX3	chr2	137224836	137224845	-	0.000	0.000	Merged-chr2-137224983-29
NR2388--MA0002.2.RUNX1	chr12	98601152	98601162	+	0.000	0.000	Merged-chr12-98601119-23
NR7921--MA0002.2.RUNX1	chr5	99499892	99499902	+	0.000	0.000	Merged-chr5-99499835-48
NR7286--MA0511.2.RUNX2	chr4	109252025	109252033	+	0.000	0.000	Merged-chr4-109251883-18
NR690--MA0511.2.RUNX2	chr1	179578841	179578849	+	0.000	0.000	Merged-chr1-179578897-31
NR4382--MA0002.2.RUNX1	chr16	91562219	91562229	+	0.000	0.000	Merged-chr16-91562152-19
NR9598--MA0511.2.RUNX2	chr7	127922867	127922875	+	0.000	0.000	Merged-chr7-127922827-35
NR5638--MA0511.2.RUNX2	chr2	30897091	30897099	+	0.000	0.000	Merged-chr2-30897276-26
NR4557--MA0002.2.RUNX1	chr17	27323198	27323208	+	0.000	0.000	Merged-chr17-27323176-36
NR4351--MA0511.2.RUNX2	chr16	89817051	89817059	+	0.000	0.000	Merged-chr16-89817047-30
NR799--MA0684.1.RUNX3	chr1	191419219	191419228	+	0.000	0.000	Merged-chr1-191419117-1
NR8483--MA0002.2.RUNX1	chr6	67510722	67510732	-	0.000	0.000	Merged-chr6-67510918-34
NR10708--MA0684.1.RUNX3	chr9	114462786	114462795	-	0.000	0.000	Merged-chr9-114462838-21
NR2909--MA0002.2.RUNX1	chr13	81675840	81675850	-	0.000	0.000	Merged-chr13-81675595-44
NR4718--MA0684.1.RUNX3	chr17	63356437	63356446	+	0.000	0.000	Merged-chr17-63356437-30
NR8915--MA0684.1.RUNX3	chr6	140801343	140801352	-	0.000	0.000	Merged-chr6-140801246-11
NR10159--MA0002.2.RUNX1	chr8	125649257	125649267	-	0.000	0.000	Merged-chr8-125649394-37
NR7387--MA0511.2.RUNX2	chr4	134059083	134059091	+	0.000	0.000	Merged-chr4-134059039-2
NR887--MA0684.1.RUNX3	chr10	13438594	13438603	+	0.000	0.000	Merged-chr10-13438536-33
NR10128--MA0511.2.RUNX2	chr8	122527147	122527155	+	0.000	0.000	Merged-chr8-122527026-7
NR5561--MA0002.2.RUNX1	chr2	11623258	11623268	-	0.000	0.000	Merged-chr2-11623326-4
NR3881--MA0002.2.RUNX1	chr15	84372841	84372851	+	0.000	0.000	Merged-chr15-84372915-18
NR6543--MA0002.2.RUNX1	chr3	75731470	75731480	-	0.000	0.000	Merged-chr3-75731321-54
NR10237--MA0511.2.RUNX2	chr9	11579119	11579127	-	0.000	0.000	Merged-chr9-11579132-23
NR6381--MA0002.2.RUNX1	chr3	9034459	9034469	-	0.000	0.000	Merged-chr3-9034452-42
NR1710--MA0002.2.RUNX1	chr11	65740672	65740682	+	0.000	0.000	Merged-chr11-65740593-21
NR4518--MA0511.2.RUNX2	chr17	21463758	21463766	+	0.000	0.000	Merged-chr17-21463736-49
NR8335--MA0511.2.RUNX2	chr6	17901301	17901309	-	0.000	0.000	Merged-chr6-17901265-19
NR4876--MA0002.2.RUNX1	chr18	6106732	6106742	-	0.000	0.000	Merged-chr18-6106813-28
NR9347--MA0684.1.RUNX3	chr7	92420706	92420715	-	0.000	0.000	Merged-chr7-92420666-38
NR2804--MA0511.2.RUNX2	chr13	51472881	51472889	-	0.000	0.000	Merged-chr13-51472915-5
NR5097--MA0684.1.RUNX3	chr18	77121745	77121754	+	0.000	0.000	Merged-chr18-77121790-35
NR3860--MA0002.2.RUNX1	chr15	82111957	82111967	+	0.000	0.000	Merged-chr15-82112003-17
NR2913--MA0511.2.RUNX2	chr13	81705664	81705672	+	0.000	0.000	Merged-chr13-81705633-6
NR6446--MA0684.1.RUNX3	chr3	37360911	37360920	+	0.000	0.000	Merged-chr3-37360899-19
NR3178--MA0684.1.RUNX3	chr14	12243954	12243963	-	0.000	0.000	Merged-chr14-12243878-61
NR8087--MA0002.2.RUNX1	chr5	115693470	115693480	-	0.000	0.000	Merged-chr5-115693567-32
NR4061--MA0002.2.RUNX1	chr16	18377256	18377266	+	0.000	0.000	Merged-chr16-18377300-20
NR4998--MA0002.2.RUNX1	chr18	56413120	56413130	+	0.000	0.000	Merged-chr18-56413005-50
NR9198--MA0684.1.RUNX3	chr7	48795272	48795281	-	0.000	0.000	Merged-chr7-48795353-37
NR6393--MA0684.1.RUNX3	chr3	10151850	10151859	-	0.000	0.000	Merged-chr3-10151750-17
NR4488--MA0002.2.RUNX1	chr17	12655817	12655827	-	0.000	0.000	Merged-chr17-12655999-51
NR4715--MA0511.2.RUNX2	chr17	63356450	63356458	+	0.000	0.000	Merged-chr17-63356437-30
NR7087--MA0511.2.RUNX2	chr4	48012477	48012485	-	0.000	0.000	Merged-chr4-48012358-52
NR1540--MA0002.2.RUNX1	chr11	19823813	19823823	+	0.000	0.000	Merged-chr11-19823630-23
NR8271--MA0002.2.RUNX1	chr5	149080639	149080649	+	0.000	0.000	Merged-chr5-149080540-39
NR4205--MA0511.2.RUNX2	chr16	48594584	48594592	+	0.000	0.000	Merged-chr16-48594719-53
NR10792--MA0002.2.RUNX1	chr9	120943830	120943840	+	0.000	0.000	Merged-chr9-120943869-18
NR8608--MA0002.2.RUNX1	chr6	99910122	99910132	-	0.000	0.000	Merged-chr6-99910177-32
NR8737--MA0684.1.RUNX3	chr6	122837925	122837934	+	0.000	0.000	Merged-chr6-122837963-9
NR7119--MA0511.2.RUNX2	chr4	59790158	59790166	-	0.000	0.000	Merged-chr4-59790006-29
NR4087--MA0002.2.RUNX1	chr16	24527375	24527385	-	0.000	0.000	Merged-chr16-24527284-22
NR5784--MA0002.2.RUNX1	chr2	70920144	70920154	-	0.000	0.000	Merged-chr2-70920097-22
NR10208--MA0511.2.RUNX2	chr8	128643065	128643073	-	0.000	0.000	Merged-chr8-128643198-31
NR2886--MA0511.2.RUNX2	chr13	73491291	73491299	-	0.000	0.000	Merged-chr13-73491277-13
NR3756--MA0002.2.RUNX1	chr15	64067797	64067807	-	0.000	0.000	Merged-chr15-64067738-34
NR5893--MA0002.2.RUNX1	chr2	91088246	91088256	-	0.000	0.000	Merged-chr2-91088396-18
NR10238--MA0684.1.RUNX3	chr9	11579118	11579127	-	0.000	0.000	Merged-chr9-11579132-23
NR457--MA0684.1.RUNX3	chr1	138952394	138952403	+	0.000	0.000	Merged-chr1-138952405-35
NR2839--MA0684.1.RUNX3	chr13	55199908	55199917	-	0.000	0.000	Merged-chr13-55199787-10
NR3722--MA0002.2.RUNX1	chr15	55520967	55520977	-	0.000	0.000	Merged-chr15-55520889-48
NR5610--MA0511.2.RUNX2	chr2	25620566	25620574	-	0.000	0.000	Merged-chr2-25620603-21
NR8716--MA0684.1.RUNX3	chr6	120956488	120956497	+	0.000	0.000	Merged-chr6-120956639-2
NR2756--MA0511.2.RUNX2	chr13	38050154	38050162	-	0.000	0.000	Merged-chr13-38050052-14
NR2805--MA0684.1.RUNX3	chr13	51472880	51472889	-	0.000	0.000	Merged-chr13-51472915-5
NR6844--MA0511.2.RUNX2	chr3	142207653	142207661	-	0.000	0.000	Merged-chr3-142207646-13
NR10880--MA0002.2.RUNX1	chrX	52930399	52930409	+	0.000	0.000	Merged-chrX-52930355-32
NR9917--MA0002.2.RUNX1	chr8	77292723	77292733	+	0.000	0.000	Merged-chr8-77292720-71
NR7188--MA0511.2.RUNX2	chr4	89393390	89393398	-	0.000	0.000	Merged-chr4-89393499-15
NR10240--MA0002.2.RUNX1	chr9	11579184	11579194	+	0.000	0.000	Merged-chr9-11579132-23
NR8612--MA0511.2.RUNX2	chr6	100581257	100581265	+	0.000	0.000	Merged-chr6-100581320-61
NR3572--MA0684.1.RUNX3	chr14	122748080	122748089	+	0.000	0.000	Merged-chr14-122748042-18
NR4776--MA0511.2.RUNX2	chr17	74745175	74745183	-	0.000	0.000	Merged-chr17-74745133-7
NR5898--MA0002.2.RUNX1	chr2	92243819	92243829	+	0.000	0.000	Merged-chr2-92243919-9
NR1667--MA0002.2.RUNX1	chr11	58290430	58290440	+	0.000	0.000	Merged-chr11-58290425-28
NR396--MA0684.1.RUNX3	chr1	131012705	131012714	-	0.000	0.000	Merged-chr1-131012685-13
NR4729--MA0684.1.RUNX3	chr17	64827073	64827082	-	0.000	0.000	Merged-chr17-64827066-53
NR2695--MA0511.2.RUNX2	chr13	24779335	24779343	-	0.000	0.000	Merged-chr13-24779175-40
NR6227--MA0002.2.RUNX1	chr2	158450879	158450889	-	0.000	0.000	Merged-chr2-158450944-19
NR2105--MA0002.2.RUNX1	chr12	3823656	3823666	+	0.000	0.000	Merged-chr12-3823687-29
NR1375--MA0002.2.RUNX1	chr10	117721677	117721687	+	0.000	0.000	Merged-chr10-117721632-23
NR5734--MA0002.2.RUNX1	chr2	59364679	59364689	-	0.000	0.000	Merged-chr2-59364601-33
NR9203--MA0002.2.RUNX1	chr7	49364549	49364559	-	0.000	0.000	Merged-chr7-49364720-42
NR5572--MA0002.2.RUNX1	chr2	17597762	17597772	+	0.000	0.000	Merged-chr2-17597899-18
NR6064--MA0684.1.RUNX3	chr2	128544656	128544665	+	0.000	0.000	Merged-chr2-128544786-45
NR831--MA0002.2.RUNX1	chr1	193366053	193366063	-	0.000	0.000	Merged-chr1-193366026-12
NR1721--MA0002.2.RUNX1	chr11	67633799	67633809	-	0.000	0.000	Merged-chr11-67633953-18
NR8694--MA0511.2.RUNX2	chr6	119408841	119408849	-	0.000	0.000	Merged-chr6-119408748-28
NR6858--MA0684.1.RUNX3	chr3	142892308	142892317	+	0.000	0.000	Merged-chr3-142892335-19
NR1497--MA0002.2.RUNX1	chr11	4339438	4339448	+	0.000	0.000	Merged-chr11-4339426-10
NR3782--MA0684.1.RUNX3	chr15	68228446	68228455	+	0.000	0.000	Merged-chr15-68228296-28
NR2213--MA0684.1.RUNX3	chr12	51449505	51449514	-	0.000	0.000	Merged-chr12-51449424-10
NR5713--MA0002.2.RUNX1	chr2	53051370	53051380	-	0.000	0.000	Merged-chr2-53051556-37
NR3491--MA0002.2.RUNX1	chr14	99419171	99419181	+	0.000	0.000	Merged-chr14-99419131-33
NR2021--MA0511.2.RUNX2	chr11	113153481	113153489	+	0.000	0.000	Merged-chr11-113153533-26
NR8499--MA0002.2.RUNX1	chr6	72841926	72841936	-	0.000	0.000	Merged-chr6-72841906-9
NR129--MA0002.2.RUNX1	chr1	58311395	58311405	-	0.000	0.000	Merged-chr1-58311498-34
NR5551--MA0002.2.RUNX1	chr2	11040172	11040182	-	0.000	0.000	Merged-chr2-11040200-20
NR10463--MA0002.2.RUNX1	chr9	75805158	75805168	-	0.000	0.000	Merged-chr9-75805166-16
NR9563--MA0684.1.RUNX3	chr7	123355109	123355118	+	0.000	0.000	Merged-chr7-123355107-50
NR6043--MA0684.1.RUNX3	chr2	127760722	127760731	+	0.000	0.000	Merged-chr2-127760760-14
NR8369--MA0002.2.RUNX1	chr6	33683814	33683824	+	0.000	0.000	Merged-chr6-33683719-46
NR9923--MA0002.2.RUNX1	chr8	78975204	78975214	+	0.000	0.000	Merged-chr8-78975191-34
NR10210--MA0684.1.RUNX3	chr8	128643064	128643073	-	0.000	0.000	Merged-chr8-128643198-31
NR3936--MA0684.1.RUNX3	chr15	94453065	94453074	+	0.000	0.000	Merged-chr15-94453103-20
NR7975--MA0511.2.RUNX2	chr5	105675683	105675691	-	0.000	0.000	Merged-chr5-105675662-27
NR3916--MA0002.2.RUNX1	chr15	92134557	92134567	-	0.000	0.000	Merged-chr15-92134460-52
NR2348--MA0684.1.RUNX3	chr12	90810946	90810955	-	0.000	0.000	Merged-chr12-90810823-15
NR9413--MA0002.2.RUNX1	chr7	104400860	104400870	-	0.000	0.000	Merged-chr7-104400949-29
NR10793--MA0511.2.RUNX2	chr9	120960684	120960692	+	0.000	0.000	Merged-chr9-120960803-26
NR60--MA0002.2.RUNX1	chr1	38557750	38557760	-	0.000	0.000	Merged-chr1-38557840-50
NR6658--MA0511.2.RUNX2	chr3	103091905	103091913	-	0.000	0.000	Merged-chr3-103091976-34
NR7574--MA0511.2.RUNX2	chr5	10254863	10254871	-	0.000	0.000	Merged-chr5-10254903-14
NR8129--MA0684.1.RUNX3	chr5	124022335	124022344	-	0.000	0.000	Merged-chr5-124022476-27
NR3915--MA0684.1.RUNX3	chr15	92134396	92134405	+	0.000	0.000	Merged-chr15-92134460-52
NR7190--MA0684.1.RUNX3	chr4	89393389	89393398	-	0.000	0.000	Merged-chr4-89393499-15
NR8189--MA0511.2.RUNX2	chr5	139300569	139300577	+	0.000	0.000	Merged-chr5-139300628-14
NR9644--MA0002.2.RUNX1	chr7	132748844	132748854	+	0.000	0.000	Merged-chr7-132748920-16
NR2387--MA0511.2.RUNX2	chr12	98601154	98601162	-	0.000	0.000	Merged-chr12-98601119-23
NR9501--MA0002.2.RUNX1	chr7	114356664	114356674	+	0.000	0.000	Merged-chr7-114356592-29
NR5394--MA0002.2.RUNX1	chr19	42266337	42266347	+	0.000	0.000	Merged-chr19-42266343-14
NR6048--MA0684.1.RUNX3	chr2	128111787	128111796	-	0.000	0.000	Merged-chr2-128111932-19
NR9482--MA0002.2.RUNX1	chr7	112414758	112414768	-	0.000	0.000	Merged-chr7-112414814-18
NR8949--MA0511.2.RUNX2	chr6	144910471	144910479	-	0.000	0.000	Merged-chr6-144910390-40
NR3571--MA0002.2.RUNX1	chr14	122748080	122748090	-	0.000	0.000	Merged-chr14-122748042-18
NR1067--MA0002.2.RUNX1	chr10	60290308	60290318	+	0.000	0.000	Merged-chr10-60290356-31
NR10642--MA0511.2.RUNX2	chr9	105483254	105483262	+	0.000	0.000	Merged-chr9-105483179-11
NR5698--MA0684.1.RUNX3	chr2	48249784	48249793	+	0.000	0.000	Merged-chr2-48249744-17
NR5777--MA0511.2.RUNX2	chr2	69415321	69415329	+	0.000	0.000	Merged-chr2-69415236-25
NR3127--MA0002.2.RUNX1	chr13	113669858	113669868	+	0.000	0.000	Merged-chr13-113669806-22
NR7963--MA0684.1.RUNX3	chr5	105313659	105313668	+	0.000	0.000	Merged-chr5-105313637-29
NR2873--MA0002.2.RUNX1	chr13	63808146	63808156	-	0.000	0.000	Merged-chr13-63808172-29
NR5264--MA0002.2.RUNX1	chr19	14620641	14620651	+	0.000	0.000	Merged-chr19-14620634-30
NR1704--MA0684.1.RUNX3	chr11	64116047	64116056	+	0.000	0.000	Merged-chr11-64115983-5
NR10860--MA0511.2.RUNX2	chrX	37141941	37141949	-	0.000	0.000	Merged-chrX-37141960-22
NR10936--MA0002.2.RUNX1	chrX	101767450	101767460	+	0.000	0.000	Merged-chrX-101767433-48
NR9365--MA0002.2.RUNX1	chr7	98090400	98090410	-	0.000	0.000	Merged-chr7-98090470-13
NR10522--MA0002.2.RUNX1	chr9	84031079	84031089	-	0.000	0.000	Merged-chr9-84030961-27
NR10046--MA0002.2.RUNX1	chr8	111976525	111976535	-	0.000	0.000	Merged-chr8-111976573-47
NR5263--MA0684.1.RUNX3	chr19	14620505	14620514	-	0.000	0.000	Merged-chr19-14620634-30
NR1032--MA0684.1.RUNX3	chr10	54255394	54255403	-	0.000	0.000	Merged-chr10-54255218-57
NR9255--MA0684.1.RUNX3	chr7	66292194	66292203	+	0.000	0.000	Merged-chr7-66292206-13
NR5623--MA0002.2.RUNX1	chr2	26623154	26623164	+	0.000	0.000	Merged-chr2-26623162-26
NR1373--MA0002.2.RUNX1	chr10	117652226	117652236	-	0.000	0.000	Merged-chr10-117652105-48
NR10121--MA0002.2.RUNX1	chr8	121650712	121650722	-	0.000	0.000	Merged-chr8-121650674-17
NR7955--MA0684.1.RUNX3	chr5	105010567	105010576	+	0.000	0.000	Merged-chr5-105010527-49
NR10948--MA0684.1.RUNX3	chrX	106622660	106622669	+	0.000	0.000	Merged-chrX-106622619-36
NR5573--MA0511.2.RUNX2	chr2	17712752	17712760	-	0.000	0.000	Merged-chr2-17712795-10
NR9562--MA0002.2.RUNX1	chr7	123355109	123355119	-	0.000	0.000	Merged-chr7-123355107-50
NR2149--MA0684.1.RUNX3	chr12	17726603	17726612	+	0.000	0.000	Merged-chr12-17726607-38
NR10495--MA0002.2.RUNX1	chr9	80082398	80082408	-	0.000	0.000	Merged-chr9-80082362-35
NR10256--MA0002.2.RUNX1	chr9	15526042	15526052	+	0.000	0.000	Merged-chr9-15526156-7
NR8086--MA0511.2.RUNX2	chr5	115693470	115693478	+	0.000	0.000	Merged-chr5-115693567-32
NR3297--MA0002.2.RUNX1	chr14	54138476	54138486	+	0.000	0.000	Merged-chr14-54138460-21
NR1669--MA0684.1.RUNX3	chr11	58290431	58290440	-	0.000	0.000	Merged-chr11-58290425-28
NR821--MA0002.2.RUNX1	chr1	192779066	192779076	+	0.000	0.000	Merged-chr1-192778895-23
NR7480--MA0684.1.RUNX3	chr4	145045906	145045915	+	0.000	0.000	Merged-chr4-145045932-55
NR4070--MA0002.2.RUNX1	chr16	23144576	23144586	+	0.000	0.000	Merged-chr16-23144552-50
NR10506--MA0002.2.RUNX1	chr9	80820290	80820300	-	0.000	0.000	Merged-chr9-80820177-30
NR5099--MA0002.2.RUNX1	chr18	77822831	77822841	-	0.000	0.000	Merged-chr18-77822747-6
NR61--MA0511.2.RUNX2	chr1	38557783	38557791	+	0.000	0.000	Merged-chr1-38557840-50
NR5783--MA0511.2.RUNX2	chr2	70920144	70920152	+	0.000	0.000	Merged-chr2-70920097-22
NR4973--MA0002.2.RUNX1	chr18	49721779	49721789	-	0.000	0.000	Merged-chr18-49721855-41
NR28--MA0002.2.RUNX1	chr1	20260160	20260170	-	0.000	0.000	Merged-chr1-20260109-34
NR8018--MA0684.1.RUNX3	chr5	110390480	110390489	+	0.000	0.000	Merged-chr5-110390618-8
NR7288--MA0684.1.RUNX3	chr4	109252025	109252034	+	0.000	0.000	Merged-chr4-109251883-18
NR10453--MA0002.2.RUNX1	chr9	75222155	75222165	+	0.000	0.000	Merged-chr9-75222047-24
NR5544--MA0511.2.RUNX2	chr2	9792666	9792674	+	0.000	0.000	Merged-chr2-9792573-15
NR2783--MA0002.2.RUNX1	chr13	43775229	43775239	+	0.000	0.000	Merged-chr13-43775108-65
NR4099--MA0511.2.RUNX2	chr16	26668078	26668086	-	0.000	0.000	Merged-chr16-26667963-36
NR3437--MA0684.1.RUNX3	chr14	75769438	75769447	+	0.000	0.000	Merged-chr14-75769501-48
NR9057--MA0002.2.RUNX1	chr7	3281903	3281913	-	0.000	0.000	Merged-chr7-3281916-4
NR10979--MA0511.2.RUNX2	chrX	159828383	159828391	+	0.000	0.000	Merged-chrX-159828290-35
NR8951--MA0684.1.RUNX3	chr6	144910470	144910479	-	0.000	0.000	Merged-chr6-144910390-40
NR5697--MA0002.2.RUNX1	chr2	48249784	48249794	-	0.000	0.000	Merged-chr2-48249744-17
NR7777--MA0684.1.RUNX3	chr5	63943498	63943507	+	0.000	0.000	Merged-chr5-63943362-36
NR4681--MA0002.2.RUNX1	chr17	50880318	50880328	-	0.000	0.000	Merged-chr17-50880221-39
NR2130--MA0002.2.RUNX1	chr12	16136628	16136638	+	0.000	0.000	Merged-chr12-16136516-15
NR7409--MA0002.2.RUNX1	chr4	135520640	135520650	-	0.000	0.000	Merged-chr4-135520643-13
NR10181--MA0684.1.RUNX3	chr8	127500373	127500382	-	0.000	0.000	Merged-chr8-127500234-70
NR10723--MA0684.1.RUNX3	chr9	115387673	115387682	-	0.000	0.000	Merged-chr9-115387656-46
NR10499--MA0684.1.RUNX3	chr9	80313775	80313784	-	0.000	0.000	Merged-chr9-80313733-27
NR8944--MA0002.2.RUNX1	chr6	144602993	144603003	-	0.000	0.000	Merged-chr6-144603024-14
NR6502--MA0002.2.RUNX1	chr3	58581721	58581731	+	0.000	0.000	Merged-chr3-58581767-20
NR4551--MA0002.2.RUNX1	chr17	26752474	26752484	+	0.000	0.000	Merged-chr17-26752448-33
NR1796--MA0511.2.RUNX2	chr11	80323508	80323516	+	0.000	0.000	Merged-chr11-80323459-26
NR6611--MA0002.2.RUNX1	chr3	89906197	89906207	-	0.000	0.000	Merged-chr3-89906356-37
NR7389--MA0684.1.RUNX3	chr4	134059083	134059092	+	0.000	0.000	Merged-chr4-134059039-2
NR8913--MA0511.2.RUNX2	chr6	140801344	140801352	-	0.000	0.000	Merged-chr6-140801246-11
NR793--MA0684.1.RUNX3	chr1	191097492	191097501	+	0.000	0.000	Merged-chr1-191097500-32
NR9254--MA0002.2.RUNX1	chr7	66292194	66292204	-	0.000	0.000	Merged-chr7-66292206-13
NR7098--MA0002.2.RUNX1	chr4	55343348	55343358	-	0.000	0.000	Merged-chr4-55343422-62
NR3138--MA0002.2.RUNX1	chr13	114151100	114151110	+	0.000	0.000	Merged-chr13-114151304-52
NR1666--MA0511.2.RUNX2	chr11	58290445	58290453	-	0.000	0.000	Merged-chr11-58290425-28
NR8761--MA0002.2.RUNX1	chr6	127365329	127365339	-	0.000	0.000	Merged-chr6-127365482-29
NR10296--MA0002.2.RUNX1	chr9	35194222	35194232	-	0.000	0.000	Merged-chr9-35194224-11
NR885--MA0511.2.RUNX2	chr10	13438594	13438602	+	0.000	0.000	Merged-chr10-13438536-33
NR1900--MA0002.2.RUNX1	chr11	99307797	99307807	+	0.000	0.000	Merged-chr11-99307699-7
NR7033--MA0511.2.RUNX2	chr4	35138189	35138197	+	0.000	0.000	Merged-chr4-35138282-17
NR6223--MA0002.2.RUNX1	chr2	158154377	158154387	+	0.000	0.000	Merged-chr2-158154460-58
NR8426--MA0002.2.RUNX1	chr6	50009527	50009537	+	0.000	0.000	Merged-chr6-50009459-48
NR4795--MA0002.2.RUNX1	chr17	80772668	80772678	+	0.000	0.000	Merged-chr17-80772766-52
NR7457--MA0002.2.RUNX1	chr4	140867471	140867481	+	0.000	0.000	Merged-chr4-140867435-11
NR9345--MA0511.2.RUNX2	chr7	92420707	92420715	-	0.000	0.000	Merged-chr7-92420666-38
NR3229--MA0511.2.RUNX2	chr14	32388533	32388541	-	0.000	0.000	Merged-chr14-32388438-6
NR5095--MA0511.2.RUNX2	chr18	77121745	77121753	+	0.000	0.000	Merged-chr18-77121790-35
NR10307--MA0002.2.RUNX1	chr9	41004623	41004633	+	0.000	0.000	Merged-chr9-41004686-23
