#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-log2fc-1_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-log2fc-1_dn.bed
NR1412--MA0496.2.MAFK	chr10	25140547	25140565	+	0.000	0.000	Merged-chr10-25140477-16
NR2703--MA0089.1.MAFG::NFE2L1	chr11	103808856	103808861	+	0.000	0.000	Merged-chr11-103808730-15
NR4676--MA0089.1.MAFG::NFE2L1	chr14	66805902	66805907	+	0.000	0.000	Merged-chr14-66805736-29
NR1473--MA0089.1.MAFG::NFE2L1	chr10	39430564	39430569	+	0.000	0.000	Merged-chr10-39430541-24
NR3740--MA0495.2.MAFF	chr13	44420069	44420089	-	0.000	0.000	Merged-chr13-44420007-1
NR5590--MA0117.2.Mafb	chr16	24953197	24953208	-	0.000	0.000	Merged-chr16-24953085-11
NR12076--MA0495.2.MAFF	chr6	108895316	108895336	-	0.000	0.000	Merged-chr6-108895381-27
NR2254--MA0591.1.Bach1::Mafk	chr11	23570309	23570323	-	0.000	0.000	Merged-chr11-23570355-13
NR13437--MA0501.1.MAF::NFE2	chr8	18768246	18768260	-	0.000	0.000	Merged-chr8-18768213-14
NR11662--MA0591.1.Bach1::Mafk	chr6	37723511	37723525	+	0.000	0.000	Merged-chr6-37723494-25
NR2898--MA0591.1.Bach1::Mafk	chr12	21467967	21467981	+	0.000	0.000	Merged-chr12-21468092-6
NR14596--MA0495.2.MAFF	chr9	102587546	102587566	-	0.000	0.000	Merged-chr9-102587549-11
NR3297--MA0495.2.MAFF	chr12	102588572	102588592	-	0.000	0.000	Merged-chr12-102588735-27
NR8618--MA0089.1.MAFG::NFE2L1	chr2	167967795	167967800	-	0.000	0.000	Merged-chr2-167967809-5
NR11930--MA0089.1.MAFG::NFE2L1	chr6	85029842	85029847	-	0.000	0.000	Merged-chr6-85029852-8
NR13166--MA0495.2.MAFF	chr7	123327112	123327132	-	0.000	0.000	Merged-chr7-123327122-14
NR7979--MA0089.1.MAFG::NFE2L1	chr2	90560139	90560144	+	0.000	0.000	Merged-chr2-90560115-12
NR4446--MA0591.1.Bach1::Mafk	chr14	30273210	30273224	+	0.000	0.000	Merged-chr14-30273182-14
NR308--MA0659.1.MAFG	chr1	72449904	72449924	-	0.000	0.000	Merged-chr1-72450027-13
NR9115--MA0496.2.MAFK	chr3	84732099	84732117	-	0.000	0.000	Merged-chr3-84732134-27
NR11546--MA0495.2.MAFF	chr6	15726619	15726639	-	0.000	0.000	Merged-chr6-15726718-35
NR8632--MA0659.1.MAFG	chr2	169396602	169396622	+	0.000	0.000	Merged-chr2-169396513-5
NR15005--MA0089.1.MAFG::NFE2L1	chrX	134566714	134566719	+	0.000	0.000	Merged-chrX-134566845-16
NR9903--MA0496.2.MAFK	chr4	47272967	47272985	+	0.000	0.000	Merged-chr4-47272801-22
NR4963--MA0089.1.MAFG::NFE2L1	chr14	119227905	119227910	-	0.000	0.000	Merged-chr14-119227938-9
NR3812--MA0591.1.Bach1::Mafk	chr13	55255262	55255276	+	0.000	0.000	Merged-chr13-55255412-37
NR9312--MA0501.1.MAF::NFE2	chr3	108781691	108781705	-	0.000	0.000	Merged-chr3-108781707-12
NR5413--MA0089.1.MAFG::NFE2L1	chr15	94235382	94235387	+	0.000	0.000	Merged-chr15-94235397-15
NR8893--MA0089.1.MAFG::NFE2L1	chr3	41031639	41031644	-	0.000	0.000	Merged-chr3-41031560-12
NR13717--MA0495.2.MAFF	chr8	83131932	83131952	-	0.000	0.000	Merged-chr8-83131891-13
NR10458--MA0117.2.Mafb	chr4	141952347	141952358	-	0.000	0.000	Merged-chr4-141952458-47
NR14668--MA0089.1.MAFG::NFE2L1	chr9	112174593	112174598	+	0.000	0.000	Merged-chr9-112174843-101
NR4701--MA0501.1.MAF::NFE2	chr14	69813202	69813216	+	0.000	0.000	Merged-chr14-69813335-19
NR14813--MA0117.2.Mafb	chrX	9243706	9243717	+	0.000	0.000	Merged-chrX-9243541-17
NR11548--MA0117.2.Mafb	chr6	15726619	15726630	+	0.000	0.000	Merged-chr6-15726718-35
NR13220--MA0089.1.MAFG::NFE2L1	chr7	129764607	129764612	-	0.000	0.000	Merged-chr7-129764736-16
NR12493--MA0591.1.Bach1::Mafk	chr6	145677666	145677680	-	0.000	0.000	Merged-chr6-145677669-10
NR1581--MA0591.1.Bach1::Mafk	chr10	58480253	58480267	-	0.000	0.000	Merged-chr10-58480234-23
NR9613--MA0495.2.MAFF	chr3	146063412	146063432	+	0.000	0.000	Merged-chr3-146063322-20
NR14598--MA0591.1.Bach1::Mafk	chr9	102587549	102587563	+	0.000	0.000	Merged-chr9-102587549-11
NR2540--MA0501.1.MAF::NFE2	chr11	75541179	75541193	-	0.000	0.000	Merged-chr11-75541431-19
NR3210--MA0659.1.MAFG	chr12	91604327	91604347	+	0.000	0.000	Merged-chr12-91604206-14,Merged-chr12-91604478-1
NR12609--MA0496.2.MAFK	chr7	19872431	19872449	-	0.000	0.000	Merged-chr7-19872321-3
NR8527--MA0089.1.MAFG::NFE2L1	chr2	156970708	156970713	+	0.000	0.000	Merged-chr2-156970494-23
NR12316--MA0659.1.MAFG	chr6	130429677	130429697	+	0.000	0.000	Merged-chr6-130429681-16
NR2646--MA0496.2.MAFK	chr11	96435095	96435113	-	0.000	0.000	Merged-chr11-96435210-8
NR2625--MA0089.1.MAFG::NFE2L1	chr11	90586654	90586659	-	0.000	0.000	Merged-chr11-90586478-10
NR11463--MA0089.1.MAFG::NFE2L1	chr5	149160677	149160682	-	0.000	0.000	Merged-chr5-149160687-30
NR103--MA0591.1.Bach1::Mafk	chr1	32104206	32104220	+	0.000	0.000	Merged-chr1-32104339-13
NR8614--MA0089.1.MAFG::NFE2L1	chr2	167936102	167936107	+	0.000	0.000	Merged-chr2-167936072-3
NR6147--MA0591.1.Bach1::Mafk	chr17	9002575	9002589	-	0.000	0.000	Merged-chr17-9002640-32
NR3649--MA0659.1.MAFG	chr13	29805496	29805516	+	0.000	0.000	Merged-chr13-29805422-4
NR5511--MA0089.1.MAFG::NFE2L1	chr16	11646904	11646909	-	0.000	0.000	Merged-chr16-11646915-14
NR14194--MA0495.2.MAFF	chr9	34996151	34996171	-	0.000	0.000	Merged-chr9-34996088-18
NR8991--MA0089.1.MAFG::NFE2L1	chr3	61344221	61344226	+	0.000	0.000	Merged-chr3-61344207-16
NR9556--MA0089.1.MAFG::NFE2L1	chr3	138992831	138992836	-	0.000	0.000	Merged-chr3-138992913-17
NR3528--MA0117.2.Mafb	chr13	3782690	3782701	-	0.000	0.000	Merged-chr13-3782702-4
NR14196--MA0659.1.MAFG	chr9	34996151	34996171	+	0.000	0.000	Merged-chr9-34996088-18
NR5900--MA0089.1.MAFG::NFE2L1	chr16	75823556	75823561	-	0.000	0.000	Merged-chr16-75823473-28
NR7480--MA0117.2.Mafb	chr2	9997638	9997649	+	0.000	0.000	Merged-chr2-9997770-18
NR1971--MA0089.1.MAFG::NFE2L1	chr10	111924221	111924226	+	0.000	0.000	Merged-chr10-111924366-28
NR1579--MA0496.2.MAFK	chr10	58383471	58383489	-	0.000	0.000	Merged-chr10-58383440-43
NR14762--MA0501.1.MAF::NFE2	chr9	119271676	119271690	+	0.000	0.000	Merged-chr9-119271668-22
NR3340--MA0117.2.Mafb	chr12	105069094	105069105	+	0.000	0.000	Merged-chr12-105069151-33
NR1409--MA0591.1.Bach1::Mafk	chr10	25140549	25140563	-	0.000	0.000	Merged-chr10-25140477-16
NR584--MA0496.2.MAFK	chr1	106187587	106187605	+	0.000	0.000	Merged-chr1-106187715-26
NR12315--MA0089.1.MAFG::NFE2L1	chr6	130429671	130429676	-	0.000	0.000	Merged-chr6-130429681-16
NR2255--MA0659.1.MAFG	chr11	23570306	23570326	+	0.000	0.000	Merged-chr11-23570355-13
NR14021--MA0591.1.Bach1::Mafk	chr8	126188894	126188908	+	0.000	0.000	Merged-chr8-126188962-13
NR11722--MA0501.1.MAF::NFE2	chr6	53455711	53455725	+	0.000	0.000	Merged-chr6-53455637-20
NR10296--MA0495.2.MAFF	chr4	118078607	118078627	+	0.000	0.000	Merged-chr4-118078644-25
NR1493--MA0089.1.MAFG::NFE2L1	chr10	42934724	42934729	-	0.000	0.000	Merged-chr10-42934777-29
NR3352--MA0495.2.MAFF	chr12	106447410	106447430	+	0.000	0.000	Merged-chr12-106447324-1
NR5860--MA0591.1.Bach1::Mafk	chr16	64796760	64796774	+	0.000	0.000	Merged-chr16-64796887-9
NR3354--MA0659.1.MAFG	chr12	106447410	106447430	+	0.000	0.000	Merged-chr12-106447324-1
NR7516--MA0501.1.MAF::NFE2	chr2	14712053	14712067	+	0.000	0.000	Merged-chr2-14711970-14
NR7257--MA0591.1.Bach1::Mafk	chr19	21810324	21810338	+	0.000	0.000	Merged-chr19-21810338-13
NR9674--MA0659.1.MAFG	chr3	153260800	153260820	+	0.000	0.000	Merged-chr3-153260790-34
NR5131--MA0089.1.MAFG::NFE2L1	chr15	41429472	41429477	+	0.000	0.000	Merged-chr15-41429607-8
NR11825--MA0495.2.MAFF	chr6	67014762	67014782	-	0.000	0.000	Merged-chr6-67014748-19
NR3213--MA0496.2.MAFK	chr12	91604328	91604346	-	0.000	0.000	Merged-chr12-91604206-14,Merged-chr12-91604478-1
NR3187--MA0089.1.MAFG::NFE2L1	chr12	86592686	86592691	+	0.000	0.000	Merged-chr12-86592700-17
NR12319--MA0496.2.MAFK	chr6	130429678	130429696	-	0.000	0.000	Merged-chr6-130429681-16
NR14877--MA0089.1.MAFG::NFE2L1	chrX	57200528	57200533	+	0.000	0.000	Merged-chrX-57200663-17
NR5924--MA0089.1.MAFG::NFE2L1	chr16	76499912	76499917	+	0.000	0.000	Merged-chr16-76499941-29
NR4326--MA0495.2.MAFF	chr14	8099810	8099830	-	0.000	0.000	Merged-chr14-8099733-53
NR1067--MA0117.2.Mafb	chr1	179185021	179185032	+	0.000	0.000	Merged-chr1-179184943-3
NR12138--MA0659.1.MAFG	chr6	116287117	116287137	+	0.000	0.000	Merged-chr6-116287137-8
NR11368--MA0496.2.MAFK	chr5	136550857	136550875	-	0.000	0.000	Merged-chr5-136550897-14
NR3921--MA0495.2.MAFF	chr13	72959366	72959386	-	0.000	0.000	Merged-chr13-72959557-1
NR10972--MA0591.1.Bach1::Mafk	chr5	72250366	72250380	-	0.000	0.000	Merged-chr5-72250347-10
NR1396--MA0496.2.MAFK	chr10	21659610	21659628	+	0.000	0.000	Merged-chr10-21659696-16
NR10413--MA0495.2.MAFF	chr4	134483935	134483955	-	0.000	0.000	Merged-chr4-134483836-10
NR13079--MA0501.1.MAF::NFE2	chr7	113241947	113241961	-	0.000	0.000	Merged-chr7-113241990-10
NR1640--MA0117.2.Mafb	chr10	67512433	67512444	+	0.000	0.000	Merged-chr10-67512381-13
NR8058--MA0089.1.MAFG::NFE2L1	chr2	103668157	103668162	-	0.000	0.000	Merged-chr2-103668249-32
NR9446--MA0659.1.MAFG	chr3	126570830	126570850	-	0.000	0.000	Merged-chr3-126570904-20
NR833--MA0089.1.MAFG::NFE2L1	chr1	151698037	151698042	+	0.000	0.000	Merged-chr1-151698105-31
NR4328--MA0659.1.MAFG	chr14	8099810	8099830	+	0.000	0.000	Merged-chr14-8099733-53
NR408--MA0591.1.Bach1::Mafk	chr1	84881699	84881713	+	0.000	0.000	Merged-chr1-84881698-12
NR3834--MA0501.1.MAF::NFE2	chr13	58206782	58206796	-	0.000	0.000	Merged-chr13-58206802-1
NR9074--MA0089.1.MAFG::NFE2L1	chr3	81102217	81102222	-	0.000	0.000	Merged-chr3-81102418-9
NR11709--MA0495.2.MAFF	chr6	52825668	52825688	+	0.000	0.000	Merged-chr6-52825813-18
NR12140--MA0496.2.MAFK	chr6	116287118	116287136	+	0.000	0.000	Merged-chr6-116287137-8
NR5042--MA0089.1.MAFG::NFE2L1	chr15	9435986	9435991	+	0.000	0.000	Merged-chr15-9435954-24
NR14947--MA0591.1.Bach1::Mafk	chrX	94169500	94169514	+	0.000	0.000	Merged-chrX-94169687-15
NR410--MA0501.1.MAF::NFE2	chr1	84881745	84881759	-	0.000	0.000	Merged-chr1-84881698-12
NR2624--MA0501.1.MAF::NFE2	chr11	90586478	90586492	-	0.000	0.000	Merged-chr11-90586478-10
NR1429--MA0501.1.MAF::NFE2	chr10	26564622	26564636	+	0.000	0.000	Merged-chr10-26564649-11
NR10554--MA0089.1.MAFG::NFE2L1	chr4	149854401	149854406	+	0.000	0.000	Merged-chr4-149854542-67
NR5720--MA0089.1.MAFG::NFE2L1	chr16	43624986	43624991	+	0.000	0.000	Merged-chr16-43625129-31
NR2258--MA0496.2.MAFK	chr11	23570307	23570325	+	0.000	0.000	Merged-chr11-23570355-13
NR5618--MA0501.1.MAF::NFE2	chr16	30676264	30676278	-	0.000	0.000	Merged-chr16-30676152-12
NR11004--MA0089.1.MAFG::NFE2L1	chr5	86673053	86673058	+	0.000	0.000	Merged-chr5-86673072-6
NR10968--MA0496.2.MAFK	chr5	68033469	68033487	-	0.000	0.000	Merged-chr5-68033501-23
NR7605--MA0495.2.MAFF	chr2	32181554	32181574	-	0.000	0.000	Merged-chr2-32181600-13
NR7301--MA0089.1.MAFG::NFE2L1	chr19	32496638	32496643	+	0.000	0.000	Merged-chr19-32496642-11
NR13931--MA0089.1.MAFG::NFE2L1	chr8	115531562	115531567	-	0.000	0.000	Merged-chr8-115531430-21
NR9274--MA0089.1.MAFG::NFE2L1	chr3	103907901	103907906	+	0.000	0.000	Merged-chr3-103907790-52
NR13907--MA0495.2.MAFF	chr8	111624157	111624177	+	0.000	0.000	Merged-chr8-111624206-14
NR5098--MA0496.2.MAFK	chr15	32526186	32526204	-	0.000	0.000	Merged-chr15-32526016-1
NR555--MA0089.1.MAFG::NFE2L1	chr1	104215342	104215347	-	0.000	0.000	Merged-chr1-104215254-1
NR440--MA0089.1.MAFG::NFE2L1	chr1	87098822	87098827	+	0.000	0.000	Merged-chr1-87098850-16
NR7068--MA0495.2.MAFF	chr18	80671894	80671914	+	0.000	0.000	Merged-chr18-80671844-8
NR9109--MA0495.2.MAFF	chr3	84732098	84732118	-	0.000	0.000	Merged-chr3-84732134-27
NR5327--MA0591.1.Bach1::Mafk	chr15	78607720	78607734	-	0.000	0.000	Merged-chr15-78607691-21
NR7070--MA0591.1.Bach1::Mafk	chr18	80671897	80671911	+	0.000	0.000	Merged-chr18-80671844-8
NR4414--MA0591.1.Bach1::Mafk	chr14	25033085	25033099	-	0.000	0.000	Merged-chr14-25033079-23
NR4736--MA0591.1.Bach1::Mafk	chr14	73253976	73253990	+	0.000	0.000	Merged-chr14-73253840-37
NR10841--MA0089.1.MAFG::NFE2L1	chr5	45676811	45676816	-	0.000	0.000	Merged-chr5-45676772-9
NR407--MA0495.2.MAFF	chr1	84881696	84881716	-	0.000	0.000	Merged-chr1-84881698-12
NR14609--MA0089.1.MAFG::NFE2L1	chr9	103595398	103595403	-	0.000	0.000	Merged-chr9-103595480-3
NR11541--MA0117.2.Mafb	chr6	15163987	15163998	-	0.000	0.000	Merged-chr6-15163954-12
NR8053--MA0501.1.MAF::NFE2	chr2	103271650	103271664	+	0.000	0.000	Merged-chr2-103271548-6
NR4930--MA0591.1.Bach1::Mafk	chr14	115015514	115015528	+	0.000	0.000	Merged-chr14-115015527-11
NR1775--MA0501.1.MAF::NFE2	chr10	85050873	85050887	+	0.000	0.000	Merged-chr10-85050856-11
NR8430--MA0089.1.MAFG::NFE2L1	chr2	146517123	146517128	+	0.000	0.000	Merged-chr2-146517219-24
NR13909--MA0117.2.Mafb	chr8	111624157	111624168	+	0.000	0.000	Merged-chr8-111624206-14
NR13842--MA0089.1.MAFG::NFE2L1	chr8	103979271	103979276	-	0.000	0.000	Merged-chr8-103979175-27
NR605--MA0591.1.Bach1::Mafk	chr1	107590015	107590029	-	0.000	0.000	Merged-chr1-107590197-16
NR10438--MA0117.2.Mafb	chr4	138247431	138247442	+	0.000	0.000	Merged-chr4-138247417-10
NR8948--MA0591.1.Bach1::Mafk	chr3	54592455	54592469	-	0.000	0.000	Merged-chr3-54592638-50
NR12958--MA0117.2.Mafb	chr7	98995279	98995290	+	0.000	0.000	Merged-chr7-98995432-21
NR14822--MA0591.1.Bach1::Mafk	chrX	11691272	11691286	-	0.000	0.000	Merged-chrX-11691222-6
NR1825--MA0501.1.MAF::NFE2	chr10	89487169	89487183	+	0.000	0.000	Merged-chr10-89487316-19
NR4808--MA0659.1.MAFG	chr14	86239027	86239047	-	0.000	0.000	Merged-chr14-86238911-3
NR14697--MA0089.1.MAFG::NFE2L1	chr9	115134830	115134835	+	0.000	0.000	Merged-chr9-115134877-14
NR6788--MA0089.1.MAFG::NFE2L1	chr18	39319449	39319454	+	0.000	0.000	Merged-chr18-39319462-8
NR13191--MA0495.2.MAFF	chr7	126725378	126725398	-	0.000	0.000	Merged-chr7-126725257-13
NR14351--MA0591.1.Bach1::Mafk	chr9	62425370	62425384	-	0.000	0.000	Merged-chr9-62425384-15
NR635--MA0496.2.MAFK	chr1	119469664	119469682	+	0.000	0.000	Merged-chr1-119469584-5
NR13673--MA0501.1.MAF::NFE2	chr8	77550137	77550151	-	0.000	0.000	Merged-chr8-77550010-38
NR6841--MA0501.1.MAF::NFE2	chr18	54822970	54822984	-	0.000	0.000	Merged-chr18-54822886-30
NR1462--MA0117.2.Mafb	chr10	38884900	38884911	+	0.000	0.000	Merged-chr10-38884993-65
NR5905--MA0495.2.MAFF	chr16	75903184	75903204	-	0.000	0.000	Merged-chr16-75903251-33
NR9035--MA0117.2.Mafb	chr3	69274873	69274884	+	0.000	0.000	Merged-chr3-69274909-13
NR14971--MA0089.1.MAFG::NFE2L1	chrX	104760581	104760586	+	0.000	0.000	Merged-chrX-104760741-26
NR7664--MA0495.2.MAFF	chr2	44953119	44953139	+	0.000	0.000	Merged-chr2-44953031-31
NR10361--MA0501.1.MAF::NFE2	chr4	126862137	126862151	+	0.000	0.000	Merged-chr4-126861919-23
NR9467--MA0501.1.MAF::NFE2	chr3	129602462	129602476	-	0.000	0.000	Merged-chr3-129602465-51
NR5245--MA0591.1.Bach1::Mafk	chr15	62726726	62726740	-	0.000	0.000	Merged-chr15-62726785-12
NR4009--MA0496.2.MAFK	chr13	90101752	90101770	+	0.000	0.000	Merged-chr13-90101603-11
NR8863--MA0117.2.Mafb	chr3	31109332	31109343	+	0.000	0.000	Merged-chr3-31109260-17
NR5096--MA0591.1.Bach1::Mafk	chr15	32526188	32526202	-	0.000	0.000	Merged-chr15-32526016-1
NR5279--MA0089.1.MAFG::NFE2L1	chr15	72742468	72742473	+	0.000	0.000	Merged-chr15-72742645-6
NR4235--MA0089.1.MAFG::NFE2L1	chr13	113378996	113379001	-	0.000	0.000	Merged-chr13-113378821-1
NR2897--MA0117.2.Mafb	chr12	21467973	21467984	-	0.000	0.000	Merged-chr12-21468092-6
NR233--MA0495.2.MAFF	chr1	55630405	55630425	+	0.000	0.000	Merged-chr1-55630357-14
NR5540--MA0089.1.MAFG::NFE2L1	chr16	18733476	18733481	-	0.000	0.000	Merged-chr16-18733506-32
NR12359--MA0089.1.MAFG::NFE2L1	chr6	134217897	134217902	-	0.000	0.000	Merged-chr6-134217908-11
NR5025--MA0117.2.Mafb	chr15	5580415	5580426	+	0.000	0.000	Merged-chr15-5580453-13
NR9498--MA0089.1.MAFG::NFE2L1	chr3	133160001	133160006	-	0.000	0.000	Merged-chr3-133159832-24
NR9145--MA0496.2.MAFK	chr3	89727208	89727226	+	0.000	0.000	Merged-chr3-89727230-25
NR853--MA0089.1.MAFG::NFE2L1	chr1	153700901	153700906	+	0.000	0.000	Merged-chr1-153700855-14
NR12080--MA0501.1.MAF::NFE2	chr6	108895322	108895336	+	0.000	0.000	Merged-chr6-108895381-27
NR6295--MA0089.1.MAFG::NFE2L1	chr17	33851549	33851554	-	0.000	0.000	Merged-chr17-33851490-17
NR11553--MA0496.2.MAFK	chr6	15726620	15726638	-	0.000	0.000	Merged-chr6-15726718-35
NR14850--MA0495.2.MAFF	chrX	42336960	42336980	+	0.000	0.000	Merged-chrX-42336875-23
NR3743--MA0496.2.MAFK	chr13	44420070	44420088	-	0.000	0.000	Merged-chr13-44420007-1
NR1058--MA0089.1.MAFG::NFE2L1	chr1	178737787	178737792	+	0.000	0.000	Merged-chr1-178737867-2
NR7931--MA0501.1.MAF::NFE2	chr2	83700882	83700896	+	0.000	0.000	Merged-chr2-83700891-43
NR6980--MA0501.1.MAF::NFE2	chr18	70520979	70520993	-	0.000	0.000	Merged-chr18-70520943-32
NR4811--MA0089.1.MAFG::NFE2L1	chr14	86239086	86239091	-	0.000	0.000	Merged-chr14-86238911-3
NR11464--MA0591.1.Bach1::Mafk	chr5	149160702	149160716	-	0.000	0.000	Merged-chr5-149160687-30
NR11549--MA0591.1.Bach1::Mafk	chr6	15726622	15726636	-	0.000	0.000	Merged-chr6-15726718-35
NR10267--MA0495.2.MAFF	chr4	114173169	114173189	-	0.000	0.000	Merged-chr4-114173056-28
NR6921--MA0117.2.Mafb	chr18	65062041	65062052	-	0.000	0.000	Merged-chr18-65062031-13
NR13169--MA0496.2.MAFK	chr7	123327113	123327131	-	0.000	0.000	Merged-chr7-123327122-14
NR4737--MA0089.1.MAFG::NFE2L1	chr14	73335627	73335632	+	0.000	0.000	Merged-chr14-73335535-15
NR12120--MA0495.2.MAFF	chr6	114905019	114905039	+	0.000	0.000	Merged-chr6-114905018-60
NR591--MA0496.2.MAFK	chr1	106187696	106187714	-	0.000	0.000	Merged-chr1-106187715-26
NR5913--MA0591.1.Bach1::Mafk	chr16	76341851	76341865	-	0.000	0.000	Merged-chr16-76341927-28
NR4424--MA0659.1.MAFG	chr14	27268381	27268401	+	0.000	0.000	Merged-chr14-27268313-23
NR14703--MA0089.1.MAFG::NFE2L1	chr9	115527237	115527242	-	0.000	0.000	Merged-chr9-115527363-1
NR9202--MA0591.1.Bach1::Mafk	chr3	94482979	94482993	-	0.000	0.000	Merged-chr3-94482974-4
NR5564--MA0089.1.MAFG::NFE2L1	chr16	23240455	23240460	+	0.000	0.000	Merged-chr16-23240557-21
NR3365--MA0501.1.MAF::NFE2	chr12	107362245	107362259	-	0.000	0.000	Merged-chr12-107362270-34
NR3781--MA0089.1.MAFG::NFE2L1	chr13	49300855	49300860	-	0.000	0.000	Merged-chr13-49300930-11
NR6390--MA0501.1.MAF::NFE2	chr17	50132919	50132933	-	0.000	0.000	Merged-chr17-50132792-1
NR5615--MA0495.2.MAFF	chr16	30676264	30676284	+	0.000	0.000	Merged-chr16-30676152-12
NR3001--MA0495.2.MAFF	chr12	41565894	41565914	-	0.000	0.000	Merged-chr12-41565825-5
NR11960--MA0591.1.Bach1::Mafk	chr6	91489112	91489126	+	0.000	0.000	Merged-chr6-91488939-35
NR13184--MA0089.1.MAFG::NFE2L1	chr7	125475655	125475660	-	0.000	0.000	Merged-chr7-125475749-6
NR441--MA0591.1.Bach1::Mafk	chr1	87132004	87132018	-	0.000	0.000	Merged-chr1-87131942-1
NR8784--MA0591.1.Bach1::Mafk	chr3	9500068	9500082	-	0.000	0.000	Merged-chr3-9499976-58
NR11311--MA0089.1.MAFG::NFE2L1	chr5	124907153	124907158	-	0.000	0.000	Merged-chr5-124907107-45
NR6248--MA0591.1.Bach1::Mafk	chr17	27658980	27658994	+	0.000	0.000	Merged-chr17-27658898-8
NR10081--MA0117.2.Mafb	chr4	88275632	88275643	-	0.000	0.000	Merged-chr4-88275744-16
NR3003--MA0659.1.MAFG	chr12	41565894	41565914	-	0.000	0.000	Merged-chr12-41565825-5
NR4079--MA0591.1.Bach1::Mafk	chr13	101735970	101735984	+	0.000	0.000	Merged-chr13-101735927-5
NR11713--MA0659.1.MAFG	chr6	52825668	52825688	-	0.000	0.000	Merged-chr6-52825813-18
NR11728--MA0089.1.MAFG::NFE2L1	chr6	53968417	53968422	-	0.000	0.000	Merged-chr6-53968469-12
NR10308--MA0089.1.MAFG::NFE2L1	chr4	120044808	120044813	-	0.000	0.000	Merged-chr4-120044912-16
NR1054--MA0089.1.MAFG::NFE2L1	chr1	177676835	177676840	+	0.000	0.000	Merged-chr1-177676690-44
NR13105--MA0659.1.MAFG	chr7	116409582	116409602	+	0.000	0.000	Merged-chr7-116409560-37
NR8312--MA0591.1.Bach1::Mafk	chr2	131502110	131502124	-	0.000	0.000	Merged-chr2-131502191-12
NR8450--MA0496.2.MAFK	chr2	147744119	147744137	+	0.000	0.000	Merged-chr2-147744071-13
NR12447--MA0496.2.MAFK	chr6	143132508	143132526	+	0.000	0.000	Merged-chr6-143132490-15
NR3115--MA0117.2.Mafb	chr12	73746294	73746305	+	0.000	0.000	Merged-chr12-73746193-23
NR5562--MA0089.1.MAFG::NFE2L1	chr16	23170894	23170899	-	0.000	0.000	Merged-chr16-23171002-17
NR6301--MA0089.1.MAFG::NFE2L1	chr17	34555705	34555710	-	0.000	0.000	Merged-chr17-34555638-13
NR5861--MA0496.2.MAFK	chr16	64796758	64796776	+	0.000	0.000	Merged-chr16-64796887-9
NR11640--MA0501.1.MAF::NFE2	chr6	31286529	31286543	+	0.000	0.000	Merged-chr6-31286530-8
NR11639--MA0591.1.Bach1::Mafk	chr6	31286526	31286540	+	0.000	0.000	Merged-chr6-31286530-8
NR7166--MA0659.1.MAFG	chr19	6976275	6976295	-	0.000	0.000	Merged-chr19-6976214-1
NR12906--MA0117.2.Mafb	chr7	90039538	90039549	-	0.000	0.000	Merged-chr7-90039651-42
NR3686--MA0496.2.MAFK	chr13	36203200	36203218	+	0.000	0.000	Merged-chr13-36203222-10
NR10726--MA0591.1.Bach1::Mafk	chr5	23256190	23256204	+	0.000	0.000	Merged-chr5-23256254-4
NR12077--MA0089.1.MAFG::NFE2L1	chr6	108895321	108895326	+	0.000	0.000	Merged-chr6-108895381-27
NR3341--MA0501.1.MAF::NFE2	chr12	105069094	105069108	-	0.000	0.000	Merged-chr12-105069151-33
NR9113--MA0659.1.MAFG	chr3	84732098	84732118	-	0.000	0.000	Merged-chr3-84732134-27
NR14814--MA0089.1.MAFG::NFE2L1	chrX	9447639	9447644	-	0.000	0.000	Merged-chrX-9447532-12
NR10238--MA0501.1.MAF::NFE2	chr4	109226115	109226129	+	0.000	0.000	Merged-chr4-109226244-12
NR4631--MA0089.1.MAFG::NFE2L1	chr14	58968091	58968096	-	0.000	0.000	Merged-chr14-58968106-10
NR5886--MA0117.2.Mafb	chr16	70395566	70395577	+	0.000	0.000	Merged-chr16-70395493-20
NR630--MA0117.2.Mafb	chr1	119457064	119457075	+	0.000	0.000	Merged-chr1-119457268-70
NR10995--MA0117.2.Mafb	chr5	77082925	77082936	-	0.000	0.000	Merged-chr5-77082994-13
NR3038--MA0501.1.MAF::NFE2	chr12	54835303	54835317	-	0.000	0.000	Merged-chr12-54835214-18
NR11832--MA0496.2.MAFK	chr6	67014763	67014781	-	0.000	0.000	Merged-chr6-67014748-19
NR14943--MA0501.1.MAF::NFE2	chrX	93368360	93368374	-	0.000	0.000	Merged-chrX-93368471-14
NR10299--MA0496.2.MAFK	chr4	118078608	118078626	+	0.000	0.000	Merged-chr4-118078644-25
NR14847--MA0501.1.MAF::NFE2	chrX	37091647	37091661	+	0.000	0.000	Merged-chrX-37091711-13
NR4427--MA0496.2.MAFK	chr14	27268382	27268400	-	0.000	0.000	Merged-chr14-27268313-23
