#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Tcf7/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1-log2fc-1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1-log2fc-1_up.bed
NR1424--MA0523.1.TCF7L2	chr13	8458069	8458082	+	0.000	0.000	Merged-chr13-8458004-23
NR3120--MA0523.1.TCF7L2	chr2	115610663	115610676	+	0.000	0.000	Merged-chr2-115610633-33
NR2351--MA0523.1.TCF7L2	chr17	5748008	5748021	-	0.000	0.000	Merged-chr17-5748141-46
NR3335--MA0523.1.TCF7L2	chr3	10151766	10151779	-	0.000	0.000	Merged-chr3-10151750-17
NR1075--MA0523.1.TCF7L2	chr11	111065058	111065071	+	0.000	0.000	Merged-chr11-111065000-37
NR945--MA0523.1.TCF7L2	chr11	74100878	74100891	-	0.000	0.000	Merged-chr11-74100988-13
NR421--MA0769.1.Tcf7	chr1	183987878	183987889	+	0.000	0.000	Merged-chr1-183987914-47
NR4390--MA0769.1.Tcf7	chr6	41113489	41113500	+	0.000	0.000	Merged-chr6-41113305-59
NR5356--MA1421.1.TCF7L1	chr9	31254925	31254936	+	0.000	0.000	Merged-chr9-31254853-49
NR5031--MA0523.1.TCF7L2	chr7	132415457	132415470	-	0.000	0.000	Merged-chr7-132415500-16
NR1845--MA0523.1.TCF7L2	chr14	79236621	79236634	-	0.000	0.000	Merged-chr14-79236608-48
NR3769--MA0523.1.TCF7L2	chr4	48436941	48436954	+	0.000	0.000	Merged-chr4-48436967-9
NR4416--MA1421.1.TCF7L1	chr6	50009502	50009513	-	0.000	0.000	Merged-chr6-50009459-48
NR654--MA0769.1.Tcf7	chr10	89766144	89766155	-	0.000	0.000	Merged-chr10-89765992-47
NR5137--MA1421.1.TCF7L1	chr8	56443932	56443943	-	0.000	0.000	Merged-chr8-56443904-53
NR73--MA0523.1.TCF7L2	chr1	64486486	64486499	-	0.000	0.000	Merged-chr1-64486540-36
NR3178--MA1421.1.TCF7L1	chr2	135891375	135891386	-	0.000	0.000	Merged-chr2-135891354-60
NR5284--MA0523.1.TCF7L2	chr8	125649318	125649331	+	0.000	0.000	Merged-chr8-125649394-37
NR5629--MA0523.1.TCF7L2	chr9	118285716	118285729	-	0.000	0.000	Merged-chr9-118285683-37
NR3165--MA1421.1.TCF7L1	chr2	131145730	131145741	+	0.000	0.000	Merged-chr2-131145703-8
NR326--MA0523.1.TCF7L2	chr1	156710949	156710962	-	0.000	0.000	Merged-chr1-156710970-33
NR2892--MA0523.1.TCF7L2	chr2	8965234	8965247	+	0.000	0.000	Merged-chr2-8965212-53
NR724--MA1421.1.TCF7L1	chr10	110774132	110774143	-	0.000	0.000	Merged-chr10-110774024-14
NR5448--MA0523.1.TCF7L2	chr9	72890935	72890948	-	0.000	0.000	Merged-chr9-72890879-25
NR5154--MA0769.1.Tcf7	chr8	68112389	68112400	-	0.000	0.000	Merged-chr8-68112424-37
NR2321--MA0523.1.TCF7L2	chr16	94185592	94185605	+	0.000	0.000	Merged-chr16-94185634-42
NR4971--MA0523.1.TCF7L2	chr7	117404664	117404677	+	0.000	0.000	Merged-chr7-117404576-18
NR2923--MA0523.1.TCF7L2	chr2	26623143	26623156	+	0.000	0.000	Merged-chr2-26623162-26
NR1744--MA1421.1.TCF7L1	chr14	21112814	21112825	-	0.000	0.000	Merged-chr14-21112934-51
NR243--MA0769.1.Tcf7	chr1	136600778	136600789	+	0.000	0.000	Merged-chr1-136600909-41
NR3617--MA1421.1.TCF7L1	chr3	138334344	138334355	-	0.000	0.000	Merged-chr3-138334424-50
NR515--MA0523.1.TCF7L2	chr10	26879379	26879392	+	0.000	0.000	Merged-chr10-26879299-36
NR1816--MA0769.1.Tcf7	chr14	64734721	64734732	-	0.000	0.000	Merged-chr14-64734579-23
NR2092--MA0523.1.TCF7L2	chr15	94255221	94255234	-	0.000	0.000	Merged-chr15-94255177-46
NR2024--MA0769.1.Tcf7	chr15	65810845	65810856	-	0.000	0.000	Merged-chr15-65810890-18
NR2328--MA1421.1.TCF7L1	chr16	95869617	95869628	+	0.000	0.000	Merged-chr16-95869616-44
NR4529--MA0523.1.TCF7L2	chr6	101359849	101359862	-	0.000	0.000	Merged-chr6-101359900-41
NR502--MA0523.1.TCF7L2	chr10	19321923	19321936	+	0.000	0.000	Merged-chr10-19321944-43
NR2924--MA0769.1.Tcf7	chr2	26623143	26623154	+	0.000	0.000	Merged-chr2-26623162-26
NR4133--MA0523.1.TCF7L2	chr5	86816950	86816963	+	0.000	0.000	Merged-chr5-86816982-25
NR181--MA0769.1.Tcf7	chr1	105565176	105565187	-	0.000	0.000	Merged-chr1-105565114-33
NR3884--MA0523.1.TCF7L2	chr4	121002521	121002534	-	0.000	0.000	Merged-chr4-121002570-50
NR673--MA0523.1.TCF7L2	chr10	95442547	95442560	-	0.000	0.000	Merged-chr10-95442476-5
NR4348--MA0523.1.TCF7L2	chr6	17307428	17307441	+	0.000	0.000	Merged-chr6-17307561-30
NR5589--MA0523.1.TCF7L2	chr9	107334462	107334475	-	0.000	0.000	Merged-chr9-107334469-86
NR2955--MA1421.1.TCF7L1	chr2	44345135	44345146	+	0.000	0.000	Merged-chr2-44345197-78
NR1245--MA1421.1.TCF7L1	chr12	79692327	79692338	+	0.000	0.000	Merged-chr12-79692424-46
NR947--MA1421.1.TCF7L1	chr11	74100908	74100919	+	0.000	0.000	Merged-chr11-74100988-13
NR5536--MA0769.1.Tcf7	chr9	90199249	90199260	+	0.000	0.000	Merged-chr9-90199244-4
NR1002--MA0523.1.TCF7L2	chr11	97096392	97096405	-	0.000	0.000	Merged-chr11-97096321-4
NR4470--MA1421.1.TCF7L1	chr6	84617256	84617267	-	0.000	0.000	Merged-chr6-84617241-46
NR2349--MA1421.1.TCF7L1	chr17	5748002	5748013	-	0.000	0.000	Merged-chr17-5748141-46
NR35--MA0769.1.Tcf7	chr1	39895714	39895725	-	0.000	0.000	Merged-chr1-39895697-26
NR4815--MA1421.1.TCF7L1	chr7	66292231	66292242	+	0.000	0.000	Merged-chr7-66292206-13
NR1775--MA0523.1.TCF7L2	chr14	46578262	46578275	+	0.000	0.000	Merged-chr14-46578431-37
NR547--MA1421.1.TCF7L1	chr10	41620211	41620222	+	0.000	0.000	Merged-chr10-41620205-22
NR1423--MA0523.1.TCF7L2	chr13	5757565	5757578	-	0.000	0.000	Merged-chr13-5757363-53
NR2496--MA0523.1.TCF7L2	chr17	63414342	63414355	+	0.000	0.000	Merged-chr17-63414241-20
NR2651--MA0523.1.TCF7L2	chr18	60375884	60375897	-	0.000	0.000	Merged-chr18-60375896-42
NR1692--MA0769.1.Tcf7	chr13	113071294	113071305	+	0.000	0.000	Merged-chr13-113071273-26
NR34--MA0523.1.TCF7L2	chr1	39895712	39895725	-	0.000	0.000	Merged-chr1-39895697-26
NR917--MA1421.1.TCF7L1	chr11	64021029	64021040	-	0.000	0.000	Merged-chr11-64021089-15
NR5605--MA1421.1.TCF7L1	chr9	114613208	114613219	+	0.000	0.000	Merged-chr9-114613191-38
NR1085--MA1421.1.TCF7L1	chr11	113574273	113574284	+	0.000	0.000	Merged-chr11-113574265-17
NR1831--MA0523.1.TCF7L2	chr14	70962241	70962254	-	0.000	0.000	Merged-chr14-70962142-29
NR2494--MA1421.1.TCF7L1	chr17	63356501	63356512	+	0.000	0.000	Merged-chr17-63356437-30
NR4996--MA0523.1.TCF7L2	chr7	125511553	125511566	+	0.000	0.000	Merged-chr7-125511628-40
NR4286--MA0769.1.Tcf7	chr5	134333003	134333014	-	0.000	0.000	Merged-chr5-134333065-45
NR1003--MA0769.1.Tcf7	chr11	97096394	97096405	-	0.000	0.000	Merged-chr11-97096321-4
NR677--MA0523.1.TCF7L2	chr10	96115330	96115343	-	0.000	0.000	Merged-chr10-96115346-13
NR2032--MA0523.1.TCF7L2	chr15	67138976	67138989	+	0.000	0.000	Merged-chr15-67138945-51
NR4124--MA0523.1.TCF7L2	chr5	75662509	75662522	-	0.000	0.000	Merged-chr5-75662405-46
NR3370--MA1421.1.TCF7L1	chr3	38280379	38280390	-	0.000	0.000	Merged-chr3-38280395-39
NR230--MA0523.1.TCF7L2	chr1	133012416	133012429	-	0.000	0.000	Merged-chr1-133012523-20
NR4354--MA1421.1.TCF7L1	chr6	22340122	22340133	+	0.000	0.000	Merged-chr6-22340067-27
NR4186--MA1421.1.TCF7L1	chr5	98018288	98018299	+	0.000	0.000	Merged-chr5-98018284-53
NR4188--MA0769.1.Tcf7	chr5	98018288	98018299	+	0.000	0.000	Merged-chr5-98018284-53
NR504--MA1421.1.TCF7L1	chr10	21353635	21353646	-	0.000	0.000	Merged-chr10-21353510-2
NR1017--MA0769.1.Tcf7	chr11	100824191	100824202	-	0.000	0.000	Merged-chr11-100824336-61
NR2353--MA0769.1.Tcf7	chr17	5748010	5748021	-	0.000	0.000	Merged-chr17-5748141-46
NR2028--MA0523.1.TCF7L2	chr15	66998422	66998435	+	0.000	0.000	Merged-chr15-66998486-48
NR5390--MA0523.1.TCF7L2	chr9	52259957	52259970	+	0.000	0.000	Merged-chr9-52259787-26
NR4421--MA0769.1.Tcf7	chr6	50009509	50009520	-	0.000	0.000	Merged-chr6-50009459-48
NR879--MA0523.1.TCF7L2	chr11	49722942	49722955	-	0.000	0.000	Merged-chr11-49723086-55
NR4388--MA1421.1.TCF7L1	chr6	41113489	41113500	+	0.000	0.000	Merged-chr6-41113305-59
NR3630--MA0523.1.TCF7L2	chr3	142533252	142533265	-	0.000	0.000	Merged-chr3-142533345-44
NR2002--MA0523.1.TCF7L2	chr15	59805125	59805138	-	0.000	0.000	Merged-chr15-59805045-21
NR4300--MA0523.1.TCF7L2	chr5	143630878	143630891	-	0.000	0.000	Merged-chr5-143630947-39
NR1076--MA0769.1.Tcf7	chr11	111065058	111065069	+	0.000	0.000	Merged-chr11-111065000-37
NR5541--MA0523.1.TCF7L2	chr9	92218022	92218035	+	0.000	0.000	Merged-chr9-92217904-40
NR3230--MA0523.1.TCF7L2	chr2	150578759	150578772	-	0.000	0.000	Merged-chr2-150578789-44
NR4319--MA0769.1.Tcf7	chr5	148265472	148265483	-	0.000	0.000	Merged-chr5-148265362-14
NR4471--MA0523.1.TCF7L2	chr6	84617254	84617267	-	0.000	0.000	Merged-chr6-84617241-46
NR829--MA0769.1.Tcf7	chr11	22164002	22164013	+	0.000	0.000	Merged-chr11-22164019-19
NR5178--MA1421.1.TCF7L1	chr8	79679108	79679119	+	0.000	0.000	Merged-chr8-79679083-33
NR4539--MA1421.1.TCF7L1	chr6	108512292	108512303	-	0.000	0.000	Merged-chr6-108512233-21
NR3011--MA0523.1.TCF7L2	chr2	68882157	68882170	-	0.000	0.000	Merged-chr2-68882205-16
NR3171--MA0769.1.Tcf7	chr2	132669231	132669242	+	0.000	0.000	Merged-chr2-132669439-31
NR2594--MA0523.1.TCF7L2	chr18	32543279	32543292	-	0.000	0.000	Merged-chr18-32543284-47
NR4355--MA0769.1.Tcf7	chr6	22340122	22340133	+	0.000	0.000	Merged-chr6-22340067-27
NR2981--MA0769.1.Tcf7	chr2	52891408	52891419	-	0.000	0.000	Merged-chr2-52891472-34
NR258--MA1421.1.TCF7L1	chr1	138952414	138952425	+	0.000	0.000	Merged-chr1-138952405-35
NR3719--MA1421.1.TCF7L1	chr4	7455298	7455309	+	0.000	0.000	Merged-chr4-7455242-36
NR2753--MA0769.1.Tcf7	chr18	82607534	82607545	+	0.000	0.000	Merged-chr18-82607647-23
NR3470--MA0523.1.TCF7L2	chr3	100475183	100475196	+	0.000	0.000	Merged-chr3-100475201-27
NR3609--MA0523.1.TCF7L2	chr3	136905833	136905846	-	0.000	0.000	Merged-chr3-136905694-23
NR1220--MA0769.1.Tcf7	chr12	73876809	73876820	+	0.000	0.000	Merged-chr12-73876720-26
NR570--MA0769.1.Tcf7	chr10	58354866	58354877	-	0.000	0.000	Merged-chr10-58354769-20
NR1168--MA0523.1.TCF7L2	chr12	40536138	40536151	+	0.000	0.000	Merged-chr12-40536190-67
NR212--MA0769.1.Tcf7	chr1	127796578	127796589	-	0.000	0.000	Merged-chr1-127796546-56
NR569--MA0523.1.TCF7L2	chr10	58354864	58354877	-	0.000	0.000	Merged-chr10-58354769-20
NR324--MA0769.1.Tcf7	chr1	156574337	156574348	-	0.000	0.000	Merged-chr1-156574252-14
NR1170--MA1421.1.TCF7L1	chr12	41167989	41168000	-	0.000	0.000	Merged-chr12-41167989-46
NR4054--MA0523.1.TCF7L2	chr5	28402976	28402989	-	0.000	0.000	Merged-chr5-28402904-51
NR981--MA0523.1.TCF7L2	chr11	88103375	88103388	-	0.000	0.000	Merged-chr11-88103479-31
NR2396--MA0523.1.TCF7L2	chr17	25942039	25942052	+	0.000	0.000	Merged-chr17-25941942-32
NR4065--MA0769.1.Tcf7	chr5	31831722	31831733	+	0.000	0.000	Merged-chr5-31831785-25
NR1261--MA0769.1.Tcf7	chr12	85818540	85818551	+	0.000	0.000	Merged-chr12-85818661-14
NR1467--MA0769.1.Tcf7	chr13	30777869	30777880	-	0.000	0.000	Merged-chr13-30777847-15
NR3432--MA0769.1.Tcf7	chr3	84595450	84595461	-	0.000	0.000	Merged-chr3-84595329-34
NR1239--MA0769.1.Tcf7	chr12	79430130	79430141	+	0.000	0.000	Merged-chr12-79430089-33
NR2217--MA0769.1.Tcf7	chr16	45261674	45261685	+	0.000	0.000	Merged-chr16-45261551-46
NR1319--MA0523.1.TCF7L2	chr12	102581813	102581826	+	0.000	0.000	Merged-chr12-102581960-56
NR5107--MA0523.1.TCF7L2	chr8	33548715	33548728	-	0.000	0.000	Merged-chr8-33548647-24
NR4858--MA0523.1.TCF7L2	chr7	83852587	83852600	+	0.000	0.000	Merged-chr7-83852721-40
NR4955--MA1421.1.TCF7L1	chr7	114159822	114159833	+	0.000	0.000	Merged-chr7-114159939-24
NR4896--MA0523.1.TCF7L2	chr7	97067537	97067550	-	0.000	0.000	Merged-chr7-97067401-28
NR796--MA0523.1.TCF7L2	chr10	128940662	128940675	-	0.000	0.000	Merged-chr10-128940717-41
NR4424--MA0769.1.Tcf7	chr6	50427723	50427734	+	0.000	0.000	Merged-chr6-50427690-6
NR2495--MA0769.1.Tcf7	chr17	63356501	63356512	+	0.000	0.000	Merged-chr17-63356437-30
NR1780--MA1421.1.TCF7L1	chr14	47740485	47740496	+	0.000	0.000	Merged-chr14-47740703-52
NR4086--MA1421.1.TCF7L1	chr5	52126117	52126128	-	0.000	0.000	Merged-chr5-52126006-25
NR3012--MA0769.1.Tcf7	chr2	68882159	68882170	-	0.000	0.000	Merged-chr2-68882205-16
NR4496--MA0523.1.TCF7L2	chr6	90391831	90391844	-	0.000	0.000	Merged-chr6-90391920-9
NR4504--MA1421.1.TCF7L1	chr6	94681555	94681566	+	0.000	0.000	Merged-chr6-94681460-83
NR970--MA0769.1.Tcf7	chr11	83118303	83118314	-	0.000	0.000	Merged-chr11-83118266-24
NR1174--MA1421.1.TCF7L1	chr12	41168055	41168066	+	0.000	0.000	Merged-chr12-41167989-46
NR2397--MA0769.1.Tcf7	chr17	25942039	25942050	+	0.000	0.000	Merged-chr17-25941942-32
NR4559--MA0769.1.Tcf7	chr6	115762220	115762231	-	0.000	0.000	Merged-chr6-115762298-33
NR5321--MA0523.1.TCF7L2	chr9	7501333	7501346	+	0.000	0.000	Merged-chr9-7501482-49
NR4213--MA0523.1.TCF7L2	chr5	105010601	105010614	+	0.000	0.000	Merged-chr5-105010527-49
NR210--MA1421.1.TCF7L1	chr1	127796578	127796589	-	0.000	0.000	Merged-chr1-127796546-56
NR5383--MA1421.1.TCF7L1	chr9	46015114	46015125	-	0.000	0.000	Merged-chr9-46015200-37
NR1506--MA1421.1.TCF7L1	chr13	59536414	59536425	+	0.000	0.000	Merged-chr13-59536572-15
NR2093--MA0769.1.Tcf7	chr15	94255223	94255234	-	0.000	0.000	Merged-chr15-94255177-46
NR4134--MA0769.1.Tcf7	chr5	86816950	86816961	+	0.000	0.000	Merged-chr5-86816982-25
NR4275--MA1421.1.TCF7L1	chr5	129190414	129190425	-	0.000	0.000	Merged-chr5-129190300-30
NR1119--MA1421.1.TCF7L1	chr11	121777144	121777155	-	0.000	0.000	Merged-chr11-121777303-26
NR2626--MA0769.1.Tcf7	chr18	46181992	46182003	+	0.000	0.000	Merged-chr18-46182052-26
NR1691--MA0523.1.TCF7L2	chr13	113071294	113071307	+	0.000	0.000	Merged-chr13-113071273-26
NR147--MA0523.1.TCF7L2	chr1	91405857	91405870	+	0.000	0.000	Merged-chr1-91405791-30
NR377--MA1421.1.TCF7L1	chr1	172197335	172197346	-	0.000	0.000	Merged-chr1-172197316-25
NR4269--MA0769.1.Tcf7	chr5	124022502	124022513	-	0.000	0.000	Merged-chr5-124022476-27
NR2322--MA0769.1.Tcf7	chr16	94185592	94185603	+	0.000	0.000	Merged-chr16-94185634-42
NR5032--MA0769.1.Tcf7	chr7	132415459	132415470	-	0.000	0.000	Merged-chr7-132415500-16
NR231--MA1421.1.TCF7L1	chr1	133012465	133012476	+	0.000	0.000	Merged-chr1-133012523-20
NR3618--MA0769.1.Tcf7	chr3	138334344	138334355	-	0.000	0.000	Merged-chr3-138334424-50
NR4860--MA0769.1.Tcf7	chr7	83852807	83852818	+	0.000	0.000	Merged-chr7-83852721-40
NR5749--MA1421.1.TCF7L1	chrX	159828200	159828211	+	0.000	0.000	Merged-chrX-159828290-35
NR4972--MA0769.1.Tcf7	chr7	117404664	117404675	+	0.000	0.000	Merged-chr7-117404576-18
NR1308--MA1421.1.TCF7L1	chr12	99084375	99084386	-	0.000	0.000	Merged-chr12-99084355-37
NR233--MA0769.1.Tcf7	chr1	133012465	133012476	+	0.000	0.000	Merged-chr1-133012523-20
NR5630--MA0523.1.TCF7L2	chr9	118285729	118285742	-	0.000	0.000	Merged-chr9-118285683-37
NR1810--MA0769.1.Tcf7	chr14	62928379	62928390	-	0.000	0.000	Merged-chr14-62928345-50
NR4990--MA0769.1.Tcf7	chr7	123354475	123354486	+	0.000	0.000	Merged-chr7-123354508-1
NR5692--MA1421.1.TCF7L1	chrX	52930410	52930421	-	0.000	0.000	Merged-chrX-52930355-32
NR2696--MA0523.1.TCF7L2	chr18	69548096	69548109	-	0.000	0.000	Merged-chr18-69547959-32
NR5243--MA0523.1.TCF7L2	chr8	115771146	115771159	+	0.000	0.000	Merged-chr8-115771261-45
NR3426--MA0769.1.Tcf7	chr3	83997231	83997242	+	0.000	0.000	Merged-chr3-83997240-19
NR542--MA0523.1.TCF7L2	chr10	39517646	39517659	+	0.000	0.000	Merged-chr10-39517662-15
NR3332--MA0769.1.Tcf7	chr2	181483763	181483774	-	0.000	0.000	Merged-chr2-181483913-67
NR4217--MA0523.1.TCF7L2	chr5	105198257	105198270	+	0.000	0.000	Merged-chr5-105198197-37
NR4423--MA0523.1.TCF7L2	chr6	50427723	50427736	+	0.000	0.000	Merged-chr6-50427690-6
NR323--MA0523.1.TCF7L2	chr1	156574335	156574348	-	0.000	0.000	Merged-chr1-156574252-14
NR3462--MA0769.1.Tcf7	chr3	96814544	96814555	-	0.000	0.000	Merged-chr3-96814496-20
NR274--MA0769.1.Tcf7	chr1	143819072	143819083	-	0.000	0.000	Merged-chr1-143819193-15
NR1175--MA0769.1.Tcf7	chr12	41168055	41168066	+	0.000	0.000	Merged-chr12-41167989-46
NR3521--MA0523.1.TCF7L2	chr3	108124256	108124269	-	0.000	0.000	Merged-chr3-108124378-33
NR104--MA0523.1.TCF7L2	chr1	78591295	78591308	-	0.000	0.000	Merged-chr1-78591432-38
NR5445--MA0523.1.TCF7L2	chr9	72660352	72660365	-	0.000	0.000	Merged-chr9-72660303-37
NR3592--MA0769.1.Tcf7	chr3	133626744	133626755	-	0.000	0.000	Merged-chr3-133626779-42
NR4897--MA0769.1.Tcf7	chr7	97067539	97067550	-	0.000	0.000	Merged-chr7-97067401-28
NR4419--MA0523.1.TCF7L2	chr6	50009507	50009520	-	0.000	0.000	Merged-chr6-50009459-48
NR1219--MA0523.1.TCF7L2	chr12	73876809	73876822	+	0.000	0.000	Merged-chr12-73876720-26
NR5494--MA1421.1.TCF7L1	chr9	85011576	85011587	+	0.000	0.000	Merged-chr9-85011578-31
NR2013--MA0523.1.TCF7L2	chr15	63971803	63971816	-	0.000	0.000	Merged-chr15-63971776-11
NR4472--MA0769.1.Tcf7	chr6	84617256	84617267	-	0.000	0.000	Merged-chr6-84617241-46
NR4417--MA1421.1.TCF7L1	chr6	50009509	50009520	-	0.000	0.000	Merged-chr6-50009459-48
NR2903--MA0523.1.TCF7L2	chr2	17861893	17861906	+	0.000	0.000	Merged-chr2-17861880-15
NR5306--MA1421.1.TCF7L1	chr8	128418695	128418706	-	0.000	0.000	Merged-chr8-128418642-30
NR4356--MA0769.1.Tcf7	chr6	24515044	24515055	-	0.000	0.000	Merged-chr6-24515075-25
NR523--MA1421.1.TCF7L1	chr10	30570577	30570588	+	0.000	0.000	Merged-chr10-30570499-22
NR2215--MA0523.1.TCF7L2	chr16	45261674	45261687	+	0.000	0.000	Merged-chr16-45261551-46
NR781--MA0769.1.Tcf7	chr10	121497999	121498010	+	0.000	0.000	Merged-chr10-121498117-10
NR2855--MA0523.1.TCF7L2	chr19	55792754	55792767	+	0.000	0.000	Merged-chr19-55792789-50
NR3334--MA1421.1.TCF7L1	chr3	10151768	10151779	-	0.000	0.000	Merged-chr3-10151750-17
NR1074--MA1421.1.TCF7L1	chr11	111065058	111065069	+	0.000	0.000	Merged-chr11-111065000-37
NR1844--MA1421.1.TCF7L1	chr14	79236623	79236634	-	0.000	0.000	Merged-chr14-79236608-48
NR66--MA0769.1.Tcf7	chr1	63002092	63002103	-	0.000	0.000	Merged-chr1-63002017-23
NR232--MA0523.1.TCF7L2	chr1	133012465	133012478	+	0.000	0.000	Merged-chr1-133012523-20
NR389--MA1421.1.TCF7L1	chr1	175631972	175631983	+	0.000	0.000	Merged-chr1-175631822-65
NR4276--MA0769.1.Tcf7	chr5	129190414	129190425	-	0.000	0.000	Merged-chr5-129190300-30
NR213--MA0769.1.Tcf7	chr1	127796594	127796605	-	0.000	0.000	Merged-chr1-127796546-56
NR5655--MA0523.1.TCF7L2	chr9	122399008	122399021	-	0.000	0.000	Merged-chr9-122399009-31
NR4438--MA1421.1.TCF7L1	chr6	61125650	61125661	+	0.000	0.000	Merged-chr6-61125660-31
NR4042--MA1421.1.TCF7L1	chr5	22587659	22587670	-	0.000	0.000	Merged-chr5-22587622-39
NR1238--MA1421.1.TCF7L1	chr12	79430130	79430141	+	0.000	0.000	Merged-chr12-79430089-33
NR5496--MA0769.1.Tcf7	chr9	85011576	85011587	+	0.000	0.000	Merged-chr9-85011578-31
NR5628--MA1421.1.TCF7L1	chr9	118285718	118285729	-	0.000	0.000	Merged-chr9-118285683-37
NR653--MA0523.1.TCF7L2	chr10	89766142	89766155	-	0.000	0.000	Merged-chr10-89765992-47
NR1141--MA0769.1.Tcf7	chr12	17726669	17726680	-	0.000	0.000	Merged-chr12-17726607-38
NR325--MA1421.1.TCF7L1	chr1	156710951	156710962	-	0.000	0.000	Merged-chr1-156710970-33
NR2891--MA1421.1.TCF7L1	chr2	8965213	8965224	-	0.000	0.000	Merged-chr2-8965212-53
