#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-log2fc-1_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-log2fc-1_dn.bed
NR7099--MA1104.1.GATA6	chr7	142967346	142967358	+	0.000	0.000	Merged-chr7-142967366-1
NR200--MA0482.1.Gata4	chr1	88578421	88578431	-	0.000	0.000	Merged-chr1-88578300-28
NR3073--MA1104.1.GATA6	chr16	45093368	45093380	+	0.000	0.000	Merged-chr16-45093384-16
NR747--MA0035.3.Gata1	chr10	39764911	39764921	+	0.000	0.000	Merged-chr10-39764888-24
NR5818--MA1104.1.GATA6	chr5	32488276	32488288	+	0.000	0.000	Merged-chr5-32488180-22
NR247--MA0482.1.Gata4	chr1	95375656	95375666	+	0.000	0.000	Merged-chr1-95375799-8
NR890--MA0140.2.GATA1::TAL1	chr10	91177555	91177572	+	0.000	0.000	Merged-chr10-91177490-19
NR5821--MA0035.3.Gata1	chr5	32488277	32488287	-	0.000	0.000	Merged-chr5-32488180-22
NR2082--MA0766.1.GATA5	chr13	94381980	94381987	+	0.000	0.000	Merged-chr13-94381981-20
NR5720--MA0036.3.GATA2	chr4	150517581	150517591	+	0.000	0.000	Merged-chr4-150517532-35
NR627--MA0482.1.Gata4	chr10	4079703	4079713	-	0.000	0.000	Merged-chr10-4079812-35
NR988--MA0482.1.Gata4	chr10	117377580	117377590	+	0.000	0.000	Merged-chr10-117377577-5
NR4036--MA0036.3.GATA2	chr2	11320205	11320215	-	0.000	0.000	Merged-chr2-11320345-22
NR2341--MA1104.1.GATA6	chr14	31401014	31401026	+	0.000	0.000	Merged-chr14-31401139-16
NR2960--MA0037.3.GATA3	chr16	7767896	7767903	+	0.000	0.000	Merged-chr16-7768064-22
NR2956--MA0482.1.Gata4	chr16	7419926	7419936	+	0.000	0.000	Merged-chr16-7419949-42
NR2973--MA1104.1.GATA6	chr16	10676896	10676908	+	0.000	0.000	Merged-chr16-10676780-15
NR6489--MA0037.3.GATA3	chr6	122334238	122334245	+	0.000	0.000	Merged-chr6-122334221-7
NR5221--MA0037.3.GATA3	chr3	146699130	146699137	-	0.000	0.000	Merged-chr3-146699153-10
NR5473--MA0037.3.GATA3	chr4	86725372	86725379	-	0.000	0.000	Merged-chr4-86725378-12
NR1242--MA0037.3.GATA3	chr11	70265525	70265532	-	0.000	0.000	Merged-chr11-70265494-15
NR4523--MA1104.1.GATA6	chr2	132292253	132292265	+	0.000	0.000	Merged-chr2-132292299-25
NR984--MA1104.1.GATA6	chr10	117377486	117377498	-	0.000	0.000	Merged-chr10-117377577-5
NR4871--MA0037.3.GATA3	chr3	60565494	60565501	+	0.000	0.000	Merged-chr3-60565389-13
NR4124--MA0036.3.GATA2	chr2	32857712	32857722	+	0.000	0.000	Merged-chr2-32857854-19
NR6633--MA0035.3.Gata1	chr6	140308146	140308156	-	0.000	0.000	Merged-chr6-140308190-9
NR2747--MA1104.1.GATA6	chr15	36440112	36440124	+	0.000	0.000	Merged-chr15-36440213-15
NR4857--MA0035.3.Gata1	chr3	55115680	55115690	+	0.000	0.000	Merged-chr3-55115739-6
NR1690--MA0766.1.GATA5	chr12	92625447	92625454	-	0.000	0.000	Merged-chr12-92625384-3
NR3328--MA1104.1.GATA6	chr17	3246827	3246839	+	0.000	0.000	Merged-chr17-3246798-10
NR5166--MA0140.2.GATA1::TAL1	chr3	139024643	139024660	+	0.000	0.000	Merged-chr3-139024771-15
NR7471--MA0766.1.GATA5	chr9	7576787	7576794	+	0.000	0.000	Merged-chr9-7576753-19
NR201--MA1104.1.GATA6	chr1	88578421	88578433	+	0.000	0.000	Merged-chr1-88578300-28
NR248--MA1104.1.GATA6	chr1	95375654	95375666	-	0.000	0.000	Merged-chr1-95375799-8
NR5300--MA0766.1.GATA5	chr4	11404221	11404228	-	0.000	0.000	Merged-chr4-11404244-13
NR628--MA1104.1.GATA6	chr10	4079703	4079715	+	0.000	0.000	Merged-chr10-4079812-35
NR4326--MA0035.3.Gata1	chr2	84016490	84016500	+	0.000	0.000	Merged-chr2-84016424-23
NR2080--MA0482.1.Gata4	chr13	94381977	94381987	-	0.000	0.000	Merged-chr13-94381981-20
NR4283--MA0482.1.Gata4	chr2	70425815	70425825	+	0.000	0.000	Merged-chr2-70425902-24
NR3724--MA0035.3.Gata1	chr18	55293050	55293060	+	0.000	0.000	Merged-chr18-55293214-19
NR989--MA1104.1.GATA6	chr10	117377578	117377590	-	0.000	0.000	Merged-chr10-117377577-5
NR2705--MA1104.1.GATA6	chr15	11489313	11489325	-	0.000	0.000	Merged-chr15-11489207-4
NR6266--MA0036.3.GATA2	chr6	55511845	55511855	+	0.000	0.000	Merged-chr6-55511868-6
NR2957--MA1104.1.GATA6	chr16	7419924	7419936	-	0.000	0.000	Merged-chr16-7419949-42
NR6059--MA0037.3.GATA3	chr5	114681322	114681329	+	0.000	0.000	Merged-chr5-114681129-21
NR362--MA0482.1.Gata4	chr1	133571484	133571494	-	0.000	0.000	Merged-chr1-133571423-3
NR4951--MA0037.3.GATA3	chr3	84570697	84570704	-	0.000	0.000	Merged-chr3-84570776-21
NR2330--MA0482.1.Gata4	chr14	30024461	30024471	+	0.000	0.000	Merged-chr14-30024538-20
NR2944--MA0140.2.GATA1::TAL1	chr16	4762238	4762255	-	0.000	0.000	Merged-chr16-4762365-8
NR1478--MA0037.3.GATA3	chr12	28699759	28699766	-	0.000	0.000	Merged-chr12-28699931-23
NR6659--MA0036.3.GATA2	chr6	142567727	142567737	+	0.000	0.000	Merged-chr6-142567710-6
NR579--MA0766.1.GATA5	chr1	184016504	184016511	-	0.000	0.000	Merged-chr1-184016575-13
NR2761--MA0037.3.GATA3	chr15	41429629	41429636	+	0.000	0.000	Merged-chr15-41429607-8
NR4817--MA0482.1.Gata4	chr3	28318057	28318067	+	0.000	0.000	Merged-chr3-28318064-9
NR2496--MA0140.2.GATA1::TAL1	chr14	66805727	66805744	-	0.000	0.000	Merged-chr14-66805736-29
NR1920--MA1104.1.GATA6	chr13	41447156	41447168	-	0.000	0.000	Merged-chr13-41447189-7
NR2128--MA0035.3.Gata1	chr13	102598332	102598342	+	0.000	0.000	Merged-chr13-102598245-27
NR378--MA0035.3.Gata1	chr1	137075019	137075029	+	0.000	0.000	Merged-chr1-137074990-14
NR5816--MA0037.3.GATA3	chr5	32488279	32488286	+	0.000	0.000	Merged-chr5-32488180-22
NR6234--MA0766.1.GATA5	chr6	41104187	41104194	+	0.000	0.000	Merged-chr6-41104184-15
NR1840--MA0035.3.Gata1	chr12	116932354	116932364	+	0.000	0.000	Merged-chr12-116932315-2
NR5571--MA0482.1.Gata4	chr4	120717457	120717467	-	0.000	0.000	Merged-chr4-120717361-2
NR6062--MA0036.3.GATA2	chr5	114681320	114681330	-	0.000	0.000	Merged-chr5-114681129-21
NR1510--MA0766.1.GATA5	chr12	40427691	40427698	+	0.000	0.000	Merged-chr12-40427719-34
NR1691--MA0035.3.Gata1	chr12	92625446	92625456	+	0.000	0.000	Merged-chr12-92625384-3
NR3607--MA0036.3.GATA2	chr17	87036795	87036805	-	0.000	0.000	Merged-chr17-87036710-20
NR2081--MA1104.1.GATA6	chr13	94381977	94381989	+	0.000	0.000	Merged-chr13-94381981-20
NR2256--MA1104.1.GATA6	chr14	10445398	10445410	-	0.000	0.000	Merged-chr14-10445443-9
NR3302--MA0036.3.GATA2	chr16	94374311	94374321	+	0.000	0.000	Merged-chr16-94374445-4
NR1622--MA0036.3.GATA2	chr12	82187423	82187433	+	0.000	0.000	Merged-chr12-82187311-20
NR3293--MA0766.1.GATA5	chr16	92995630	92995637	-	0.000	0.000	Merged-chr16-92995449-20
NR7472--MA0035.3.Gata1	chr9	7576785	7576795	-	0.000	0.000	Merged-chr9-7576753-19
NR5301--MA0035.3.Gata1	chr4	11404220	11404230	+	0.000	0.000	Merged-chr4-11404244-13
NR982--MA0037.3.GATA3	chr10	117377488	117377495	-	0.000	0.000	Merged-chr10-117377577-5
NR1322--MA0035.3.Gata1	chr11	96993115	96993125	+	0.000	0.000	Merged-chr11-96993116-10
NR2331--MA1104.1.GATA6	chr14	30024459	30024471	-	0.000	0.000	Merged-chr14-30024538-20
NR2745--MA0037.3.GATA3	chr15	36440115	36440122	+	0.000	0.000	Merged-chr15-36440213-15
NR1574--MA0035.3.Gata1	chr12	69853655	69853665	-	0.000	0.000	Merged-chr12-69853558-20
NR3705--MA0766.1.GATA5	chr18	46448741	46448748	+	0.000	0.000	Merged-chr18-46448750-18
NR4259--MA0482.1.Gata4	chr2	65552087	65552097	-	0.000	0.000	Merged-chr2-65551988-12
NR3220--MA0035.3.Gata1	chr16	66086701	66086711	+	0.000	0.000	Merged-chr16-66086640-17
NR4818--MA1104.1.GATA6	chr3	28318055	28318067	-	0.000	0.000	Merged-chr3-28318064-9
NR1994--MA1104.1.GATA6	chr13	61788291	61788303	-	0.000	0.000	Merged-chr13-61788395-14
NR5702--MA0036.3.GATA2	chr4	148638464	148638474	-	0.000	0.000	Merged-chr4-148638535-16
NR3926--MA0036.3.GATA2	chr19	16418578	16418588	+	0.000	0.000	Merged-chr19-16418552-32
NR626--MA0037.3.GATA3	chr10	4079706	4079713	+	0.000	0.000	Merged-chr10-4079812-35
NR3631--MA0766.1.GATA5	chr18	6484970	6484977	-	0.000	0.000	Merged-chr18-6484878-33
NR5824--MA0036.3.GATA2	chr5	32950841	32950851	+	0.000	0.000	Merged-chr5-32950856-18
NR3111--MA0036.3.GATA2	chr16	50555184	50555194	+	0.000	0.000	Merged-chr16-50555141-20
NR2812--MA0037.3.GATA3	chr15	66444010	66444017	-	0.000	0.000	Merged-chr15-66444135-3
NR3299--MA0037.3.GATA3	chr16	94374312	94374319	-	0.000	0.000	Merged-chr16-94374445-4
NR7464--MA0036.3.GATA2	chr9	5311521	5311531	+	0.000	0.000	Merged-chr9-5311572-34
NR5197--MA0037.3.GATA3	chr3	143977280	143977287	+	0.000	0.000	Merged-chr3-143977087-2
NR3291--MA0482.1.Gata4	chr16	92995630	92995640	+	0.000	0.000	Merged-chr16-92995449-20
NR1457--MA0036.3.GATA2	chr12	15536116	15536126	+	0.000	0.000	Merged-chr12-15536023-13
NR2883--MA0036.3.GATA2	chr15	91616640	91616650	-	0.000	0.000	Merged-chr15-91616695-12
NR1314--MA0036.3.GATA2	chr11	95379180	95379190	+	0.000	0.000	Merged-chr11-95379150-8
NR4034--MA0482.1.Gata4	chr2	11320204	11320214	-	0.000	0.000	Merged-chr2-11320345-22
NR543--MA0766.1.GATA5	chr1	175673737	175673744	-	0.000	0.000	Merged-chr1-175673854-4
NR990--MA0036.3.GATA2	chr10	117377579	117377589	+	0.000	0.000	Merged-chr10-117377577-5
NR1444--MA0140.2.GATA1::TAL1	chr12	8827559	8827576	-	0.000	0.000	Merged-chr12-8827572-4
NR5906--MA0482.1.Gata4	chr5	71903684	71903694	+	0.000	0.000	Merged-chr5-71903621-28
NR1327--MA0036.3.GATA2	chr11	98660772	98660782	-	0.000	0.000	Merged-chr11-98660794-12
NR7900--MA0482.1.Gata4	chr9	118512894	118512904	-	0.000	0.000	Merged-chr9-118512920-16
NR7153--MA0482.1.Gata4	chr8	18768221	18768231	+	0.000	0.000	Merged-chr8-18768213-14
NR5304--MA1104.1.GATA6	chr4	11610146	11610158	+	0.000	0.000	Merged-chr4-11610147-18
NR7727--MA0036.3.GATA2	chr9	86579814	86579824	+	0.000	0.000	Merged-chr9-86579809-9
NR655--MA0036.3.GATA2	chr10	12821597	12821607	-	0.000	0.000	Merged-chr10-12821526-15
NR3706--MA0035.3.Gata1	chr18	46448739	46448749	-	0.000	0.000	Merged-chr18-46448750-18
NR5885--MA0036.3.GATA2	chr5	63768123	63768133	+	0.000	0.000	Merged-chr5-63767981-25
NR4700--MA0140.2.GATA1::TAL1	chr2	163111880	163111897	-	0.000	0.000	Merged-chr2-163112057-15
NR3695--MA0036.3.GATA2	chr18	46013366	46013376	-	0.000	0.000	Merged-chr18-46013388-48
NR5128--MA0035.3.Gata1	chr3	135582002	135582012	+	0.000	0.000	Merged-chr3-135581925-8
NR5279--MA0036.3.GATA2	chr3	159505787	159505797	-	0.000	0.000	Merged-chr3-159505893-1
NR3680--MA0037.3.GATA3	chr18	39091413	39091420	+	0.000	0.000	Merged-chr18-39091619-9
NR987--MA0035.3.Gata1	chr10	117377487	117377497	+	0.000	0.000	Merged-chr10-117377577-5
NR5341--MA0036.3.GATA2	chr4	34429153	34429163	-	0.000	0.000	Merged-chr4-34429163-2
NR7374--MA0035.3.Gata1	chr8	110846146	110846156	+	0.000	0.000	Merged-chr8-110845988-12
NR1919--MA0482.1.Gata4	chr13	41447158	41447168	+	0.000	0.000	Merged-chr13-41447189-7
NR1362--MA0036.3.GATA2	chr11	106438887	106438897	+	0.000	0.000	Merged-chr11-106438995-31
NR7897--MA0035.3.Gata1	chr9	117400612	117400622	-	0.000	0.000	Merged-chr9-117400417-34
NR5723--MA0140.2.GATA1::TAL1	chr4	150517583	150517600	+	0.000	0.000	Merged-chr4-150517532-35
NR7122--MA0140.2.GATA1::TAL1	chr8	8497284	8497301	+	0.000	0.000	Merged-chr8-8497226-1
NR7252--MA0036.3.GATA2	chr8	64935134	64935144	+	0.000	0.000	Merged-chr8-64935114-22
NR5224--MA0036.3.GATA2	chr3	146699129	146699139	+	0.000	0.000	Merged-chr3-146699153-10
NR932--MA0035.3.Gata1	chr10	100696018	100696028	+	0.000	0.000	Merged-chr10-100696169-14
NR4035--MA1104.1.GATA6	chr2	11320204	11320216	+	0.000	0.000	Merged-chr2-11320345-22
NR5476--MA0036.3.GATA2	chr4	86725371	86725381	+	0.000	0.000	Merged-chr4-86725378-12
NR5282--MA0482.1.Gata4	chr3	159509172	159509182	+	0.000	0.000	Merged-chr3-159509158-33
NR313--MA0035.3.Gata1	chr1	120533692	120533702	+	0.000	0.000	Merged-chr1-120533758-1
NR2942--MA0036.3.GATA2	chr16	4762247	4762257	-	0.000	0.000	Merged-chr16-4762365-8
NR6860--MA0035.3.Gata1	chr7	68479021	68479031	+	0.000	0.000	Merged-chr7-68478943-25
NR7485--MA0482.1.Gata4	chr9	14201338	14201348	+	0.000	0.000	Merged-chr9-14201080-12
NR7756--MA0482.1.Gata4	chr9	95113475	95113485	+	0.000	0.000	Merged-chr9-95113538-34
NR4874--MA0036.3.GATA2	chr3	60565492	60565502	-	0.000	0.000	Merged-chr3-60565389-13
NR5907--MA1104.1.GATA6	chr5	71903682	71903694	-	0.000	0.000	Merged-chr5-71903621-28
NR2472--MA0140.2.GATA1::TAL1	chr14	60541861	60541878	+	0.000	0.000	Merged-chr14-60541882-16
NR5570--MA0037.3.GATA3	chr4	120717460	120717467	+	0.000	0.000	Merged-chr4-120717361-2
NR7154--MA1104.1.GATA6	chr8	18768219	18768231	-	0.000	0.000	Merged-chr8-18768213-14
NR3219--MA0766.1.GATA5	chr16	66086702	66086709	-	0.000	0.000	Merged-chr16-66086640-17
NR4850--MA0766.1.GATA5	chr3	52298748	52298755	-	0.000	0.000	Merged-chr3-52298855-38
NR1243--MA1104.1.GATA6	chr11	70265523	70265535	-	0.000	0.000	Merged-chr11-70265494-15
NR1606--MA0482.1.Gata4	chr12	77070146	77070156	+	0.000	0.000	Merged-chr12-77070291-10
NR5997--MA1104.1.GATA6	chr5	97400175	97400187	-	0.000	0.000	Merged-chr5-97400055-3
NR5285--MA0035.3.Gata1	chr3	159509171	159509181	+	0.000	0.000	Merged-chr3-159509158-33
NR52--MA0035.3.Gata1	chr1	36960732	36960742	-	0.000	0.000	Merged-chr1-36960699-30
NR6913--MA0036.3.GATA2	chr7	82834593	82834603	+	0.000	0.000	Merged-chr7-82834673-11
NR1609--MA0035.3.Gata1	chr12	77070145	77070155	+	0.000	0.000	Merged-chr12-77070291-10
NR7257--MA0036.3.GATA2	chr8	69168492	69168502	-	0.000	0.000	Merged-chr8-69168549-18
NR6251--MA0766.1.GATA5	chr6	49354721	49354728	-	0.000	0.000	Merged-chr6-49354722-8
NR2272--MA0766.1.GATA5	chr14	16172526	16172533	+	0.000	0.000	Merged-chr14-16172497-2
NR2886--MA0035.3.Gata1	chr15	91616640	91616650	-	0.000	0.000	Merged-chr15-91616695-12
NR3573--MA0482.1.Gata4	chr17	80419076	80419086	+	0.000	0.000	Merged-chr17-80418993-27
NR1688--MA0482.1.Gata4	chr12	92625447	92625457	+	0.000	0.000	Merged-chr12-92625384-3
NR3158--MA0766.1.GATA5	chr16	57319940	57319947	+	0.000	0.000	Merged-chr16-57319907-20
NR578--MA0036.3.GATA2	chr1	184016503	184016513	+	0.000	0.000	Merged-chr1-184016575-13
NR4258--MA0037.3.GATA3	chr2	65552090	65552097	+	0.000	0.000	Merged-chr2-65551988-12
NR3605--MA0482.1.Gata4	chr17	87036794	87036804	-	0.000	0.000	Merged-chr17-87036710-20
NR4954--MA0036.3.GATA2	chr3	84570696	84570706	+	0.000	0.000	Merged-chr3-84570776-21
NR4811--MA0036.3.GATA2	chr3	27067359	27067369	+	0.000	0.000	Merged-chr3-27067455-6
NR5283--MA1104.1.GATA6	chr3	159509170	159509182	-	0.000	0.000	Merged-chr3-159509158-33
NR5302--MA0140.2.GATA1::TAL1	chr4	11404222	11404239	+	0.000	0.000	Merged-chr4-11404244-13
NR7757--MA1104.1.GATA6	chr9	95113473	95113485	-	0.000	0.000	Merged-chr9-95113538-34
NR6816--MA0140.2.GATA1::TAL1	chr7	42980460	42980477	+	0.000	0.000	Merged-chr7-42980472-32
NR4630--MA0482.1.Gata4	chr2	148368485	148368495	-	0.000	0.000	Merged-chr2-148368361-1
NR5517--MA0140.2.GATA1::TAL1	chr4	101222342	101222359	+	0.000	0.000	Merged-chr4-101222255-9
NR1607--MA1104.1.GATA6	chr12	77070144	77070156	-	0.000	0.000	Merged-chr12-77070291-10
NR3949--MA0140.2.GATA1::TAL1	chr19	29270292	29270309	-	0.000	0.000	Merged-chr19-29270422-21
NR2291--MA0482.1.Gata4	chr14	19979553	19979563	-	0.000	0.000	Merged-chr14-19979538-4
NR2342--MA0036.3.GATA2	chr14	31401015	31401025	-	0.000	0.000	Merged-chr14-31401139-16
NR1269--MA0035.3.Gata1	chr11	76599252	76599262	-	0.000	0.000	Merged-chr11-76599172-10
NR4286--MA0140.2.GATA1::TAL1	chr2	70425816	70425833	+	0.000	0.000	Merged-chr2-70425902-24
NR3329--MA0035.3.Gata1	chr17	3246828	3246838	-	0.000	0.000	Merged-chr17-3246798-10
NR2974--MA0036.3.GATA2	chr16	10676897	10676907	-	0.000	0.000	Merged-chr16-10676780-15
NR3290--MA0037.3.GATA3	chr16	92995630	92995637	-	0.000	0.000	Merged-chr16-92995449-20
NR2294--MA0035.3.Gata1	chr14	19979554	19979564	-	0.000	0.000	Merged-chr14-19979538-4
NR4620--MA0036.3.GATA2	chr2	144941395	144941405	-	0.000	0.000	Merged-chr2-144941527-10
NR5479--MA0035.3.Gata1	chr4	86725381	86725391	-	0.000	0.000	Merged-chr4-86725378-12
NR4524--MA0036.3.GATA2	chr2	132292254	132292264	-	0.000	0.000	Merged-chr2-132292299-25
NR3606--MA1104.1.GATA6	chr17	87036794	87036806	+	0.000	0.000	Merged-chr17-87036710-20
NR5905--MA0037.3.GATA3	chr5	71903684	71903691	-	0.000	0.000	Merged-chr5-71903621-28
NR2748--MA0036.3.GATA2	chr15	36440113	36440123	-	0.000	0.000	Merged-chr15-36440213-15
NR6252--MA0035.3.Gata1	chr6	49354720	49354730	+	0.000	0.000	Merged-chr6-49354722-8
NR2958--MA0035.3.Gata1	chr16	7419925	7419935	+	0.000	0.000	Merged-chr16-7419949-42
NR162--MA0035.3.Gata1	chr1	84817775	84817785	-	0.000	0.000	Merged-chr1-84817778-11
NR2273--MA0035.3.Gata1	chr14	16172524	16172534	-	0.000	0.000	Merged-chr14-16172497-2
NR6629--MA0037.3.GATA3	chr6	140308148	140308155	+	0.000	0.000	Merged-chr6-140308190-9
NR2977--MA0140.2.GATA1::TAL1	chr16	11526680	11526697	-	0.000	0.000	Merged-chr16-11526520-43
NR3159--MA0035.3.Gata1	chr16	57319938	57319948	-	0.000	0.000	Merged-chr16-57319907-20
NR2076--MA0036.3.GATA2	chr13	90886326	90886336	-	0.000	0.000	Merged-chr13-90886172-1
NR2881--MA0482.1.Gata4	chr15	91616639	91616649	-	0.000	0.000	Merged-chr15-91616695-12
NR202--MA0036.3.GATA2	chr1	88578422	88578432	-	0.000	0.000	Merged-chr1-88578300-28
NR249--MA0036.3.GATA2	chr1	95375655	95375665	+	0.000	0.000	Merged-chr1-95375799-8
NR629--MA0036.3.GATA2	chr10	4079704	4079714	-	0.000	0.000	Merged-chr10-4079812-35
NR250--MA0035.3.Gata1	chr1	95375655	95375665	+	0.000	0.000	Merged-chr1-95375799-8
NR1921--MA0035.3.Gata1	chr13	41447157	41447167	+	0.000	0.000	Merged-chr13-41447189-7
NR6491--MA0036.3.GATA2	chr6	122334236	122334246	-	0.000	0.000	Merged-chr6-122334221-7
NR2292--MA1104.1.GATA6	chr14	19979553	19979565	+	0.000	0.000	Merged-chr14-19979538-4
NR2722--MA0140.2.GATA1::TAL1	chr15	25673750	25673767	+	0.000	0.000	Merged-chr15-25673661-24
NR653--MA0482.1.Gata4	chr10	12821596	12821606	-	0.000	0.000	Merged-chr10-12821526-15
NR194--MA1104.1.GATA6	chr1	87132395	87132407	+	0.000	0.000	Merged-chr1-87132380-14
NR6233--MA0482.1.Gata4	chr6	41104184	41104194	-	0.000	0.000	Merged-chr6-41104184-15
NR5168--MA0482.1.Gata4	chr3	139024692	139024702	+	0.000	0.000	Merged-chr3-139024771-15
NR160--MA1104.1.GATA6	chr1	84817774	84817786	+	0.000	0.000	Merged-chr1-84817778-11
NR656--MA0035.3.Gata1	chr10	12821597	12821607	-	0.000	0.000	Merged-chr10-12821526-15
NR6630--MA1104.1.GATA6	chr6	140308145	140308157	+	0.000	0.000	Merged-chr6-140308190-9
NR3660--MA0140.2.GATA1::TAL1	chr18	32311819	32311836	+	0.000	0.000	Merged-chr18-32311918-36
NR7755--MA0037.3.GATA3	chr9	95113475	95113482	-	0.000	0.000	Merged-chr9-95113538-34
NR2079--MA0037.3.GATA3	chr13	94381980	94381987	+	0.000	0.000	Merged-chr13-94381981-20
NR4285--MA0035.3.Gata1	chr2	70425814	70425824	+	0.000	0.000	Merged-chr2-70425902-24
NR5198--MA1104.1.GATA6	chr3	143977277	143977289	+	0.000	0.000	Merged-chr3-143977087-2
NR6658--MA0140.2.GATA1::TAL1	chr6	142567587	142567604	+	0.000	0.000	Merged-chr6-142567710-6
NR2332--MA0035.3.Gata1	chr14	30024460	30024470	+	0.000	0.000	Merged-chr14-30024538-20
NR6267--MA0766.1.GATA5	chr6	55511846	55511853	-	0.000	0.000	Merged-chr6-55511868-6
NR2882--MA1104.1.GATA6	chr15	91616639	91616651	+	0.000	0.000	Merged-chr15-91616695-12
NR3723--MA0036.3.GATA2	chr18	55293050	55293060	+	0.000	0.000	Merged-chr18-55293214-19
NR4491--MA0140.2.GATA1::TAL1	chr2	125011635	125011652	-	0.000	0.000	Merged-chr2-125011615-3
NR5722--MA0035.3.Gata1	chr4	150517581	150517591	+	0.000	0.000	Merged-chr4-150517532-35
NR7101--MA0140.2.GATA1::TAL1	chr7	143052807	143052824	-	0.000	0.000	Merged-chr7-143053012-41
NR1364--MA0140.2.GATA1::TAL1	chr11	106438889	106438906	+	0.000	0.000	Merged-chr11-106438995-31
NR1686--MA0140.2.GATA1::TAL1	chr12	92582433	92582450	-	0.000	0.000	Merged-chr12-92582334-1
NR3574--MA0036.3.GATA2	chr17	80419075	80419085	+	0.000	0.000	Merged-chr17-80418993-27
NR1965--MA0140.2.GATA1::TAL1	chr13	52628270	52628287	-	0.000	0.000	Merged-chr13-52628204-1
NR3922--MA0482.1.Gata4	chr19	14370965	14370975	+	0.000	0.000	Merged-chr19-14371021-10
NR2257--MA0036.3.GATA2	chr14	10445399	10445409	+	0.000	0.000	Merged-chr14-10445443-9
NR654--MA1104.1.GATA6	chr10	12821596	12821608	+	0.000	0.000	Merged-chr10-12821526-15
NR1687--MA0037.3.GATA3	chr12	92625447	92625454	-	0.000	0.000	Merged-chr12-92625384-3
NR2451--MA0140.2.GATA1::TAL1	chr14	58967996	58968013	-	0.000	0.000	Merged-chr14-58968106-10
NR5953--MA0035.3.Gata1	chr5	90677679	90677689	+	0.000	0.000	Merged-chr5-90677751-17
NR3604--MA0037.3.GATA3	chr17	87036797	87036804	+	0.000	0.000	Merged-chr17-87036710-20
NR3282--MA0036.3.GATA2	chr16	92307632	92307642	-	0.000	0.000	Merged-chr16-92307633-7
NR5169--MA1104.1.GATA6	chr3	139024690	139024702	-	0.000	0.000	Merged-chr3-139024771-15
NR6225--MA0766.1.GATA5	chr6	37455686	37455693	-	0.000	0.000	Merged-chr6-37455816-24
NR7468--MA0037.3.GATA3	chr9	7576787	7576794	+	0.000	0.000	Merged-chr9-7576753-19
NR5833--MA0482.1.Gata4	chr5	36140704	36140714	+	0.000	0.000	Merged-chr5-36140594-4,Merged-chr5-36140888-1
NR6063--MA0766.1.GATA5	chr5	114681322	114681329	+	0.000	0.000	Merged-chr5-114681129-21
NR5278--MA1104.1.GATA6	chr3	159505786	159505798	+	0.000	0.000	Merged-chr3-159505893-1
NR5281--MA0035.3.Gata1	chr3	159505787	159505797	-	0.000	0.000	Merged-chr3-159505893-1
NR4819--MA0036.3.GATA2	chr3	28318056	28318066	+	0.000	0.000	Merged-chr3-28318064-9
NR6167--MA0035.3.Gata1	chr5	151416829	151416839	+	0.000	0.000	Merged-chr5-151416725-1
NR1995--MA0036.3.GATA2	chr13	61788292	61788302	+	0.000	0.000	Merged-chr13-61788395-14
NR5836--MA0035.3.Gata1	chr5	36140703	36140713	+	0.000	0.000	Merged-chr5-36140594-4,Merged-chr5-36140888-1
NR576--MA0482.1.Gata4	chr1	184016504	184016514	+	0.000	0.000	Merged-chr1-184016575-13
NR3303--MA0766.1.GATA5	chr16	94374312	94374319	-	0.000	0.000	Merged-chr16-94374445-4
NR6207--MA0036.3.GATA2	chr6	29279097	29279107	-	0.000	0.000	Merged-chr6-29279043-26
NR5820--MA0766.1.GATA5	chr5	32488279	32488286	+	0.000	0.000	Merged-chr5-32488180-22
NR3593--MA0035.3.Gata1	chr17	84241679	84241689	+	0.000	0.000	Merged-chr17-84241728-6
NR6916--MA0482.1.Gata4	chr7	84645155	84645165	-	0.000	0.000	Merged-chr7-84644943-16
NR1950--MA0140.2.GATA1::TAL1	chr13	49300932	49300949	+	0.000	0.000	Merged-chr13-49300930-11
NR4075--MA0482.1.Gata4	chr2	18403846	18403856	+	0.000	0.000	Merged-chr2-18403900-7
NR1464--MA0036.3.GATA2	chr12	16901174	16901184	+	0.000	0.000	Merged-chr12-16901091-18
NR4869--MA0482.1.Gata4	chr3	60565325	60565335	+	0.000	0.000	Merged-chr3-60565389-13
NR6268--MA0035.3.Gata1	chr6	55511845	55511855	+	0.000	0.000	Merged-chr6-55511868-6
NR7983--MA0766.1.GATA5	chrX	135962558	135962565	+	0.000	0.000	Merged-chrX-135962489-11
NR5703--MA0766.1.GATA5	chr4	148638466	148638473	+	0.000	0.000	Merged-chr4-148638535-16
NR4078--MA0035.3.Gata1	chr2	18403845	18403855	+	0.000	0.000	Merged-chr2-18403900-7
