#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-log2fc-1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-log2fc-1_up.bed
NR29226--MA0741.1.KLF16	chr18	23841685	23841695	-	0.000	0.000	Merged-chr18-23841558-17
NR6667--MA0039.3.KLF4	chr10	80807298	80807308	-	0.000	0.000	Merged-chr10-80807386-23
NR32152--MA0039.3.KLF4	chr19	42149848	42149858	+	0.000	0.000	Merged-chr19-42149753-11
NR39447--MA0599.1.KLF5	chr3	84826079	84826088	-	0.000	0.000	Merged-chr3-84826191-13
NR51262--MA1107.1.KLF9	chr5	149594170	149594182	+	0.000	0.000	Merged-chr5-149594297-11
NR59655--MA0741.1.KLF16	chr7	141579228	141579238	-	0.000	0.000	Merged-chr7-141579078-48
NR47963--MA0039.3.KLF4	chr5	72163344	72163354	+	0.000	0.000	Merged-chr5-72163190-22
NR63338--MA1107.1.KLF9	chr9	13518705	13518717	-	0.000	0.000	Merged-chr9-13518732-12
NR25388--MA0493.1.Klf1	chr16	93447188	93447198	+	0.000	0.000	Merged-chr16-93447186-16
NR55832--MA1107.1.KLF9	chr7	25274703	25274715	-	0.000	0.000	Merged-chr7-25274742-22
NR22105--MA0493.1.Klf1	chr15	76299956	76299966	+	0.000	0.000	Merged-chr15-76299697-39
NR28765--MA0493.1.Klf1	chr17	86760432	86760442	-	0.000	0.000	Merged-chr17-86760300-15
NR33933--MA0599.1.KLF5	chr2	34938758	34938767	-	0.000	0.000	Merged-chr2-34938971-69
NR11348--MA0599.1.KLF5	chr11	88993896	88993905	-	0.000	0.000	Merged-chr11-88993773-46
NR24091--MA0039.3.KLF4	chr16	24624701	24624711	-	0.000	0.000	Merged-chr16-24624633-23
NR6905--MA0742.1.Klf12	chr10	83733912	83733926	-	0.000	0.000	Merged-chr10-83733897-13
NR37621--MA0599.1.KLF5	chr2	166610541	166610550	+	0.000	0.000	Merged-chr2-166610595-30
NR7757--MA0039.3.KLF4	chr10	111635691	111635701	-	0.000	0.000	Merged-chr10-111635766-22
NR28657--MA1107.1.KLF9	chr17	84368866	84368878	-	0.000	0.000	Merged-chr17-84368765-10
NR36834--MA0039.3.KLF4	chr2	148537243	148537253	-	0.000	0.000	Merged-chr2-148537326-5
NR33631--MA0741.1.KLF16	chr2	29820464	29820474	+	0.000	0.000	Merged-chr2-29820454-25
NR1357--MA1107.1.KLF9	chr1	85720776	85720788	+	0.000	0.000	Merged-chr1-85720773-26
NR17994--MA0493.1.Klf1	chr13	108170104	108170114	+	0.000	0.000	Merged-chr13-108170237-20
NR15634--MA0742.1.Klf12	chr13	9360272	9360286	-	0.000	0.000	Merged-chr13-9360244-14
NR50620--MA1107.1.KLF9	chr5	138473862	138473874	-	0.000	0.000	Merged-chr5-138473735-19
NR39216--MA0742.1.Klf12	chr3	68784300	68784314	-	0.000	0.000	Merged-chr3-68784168-43
NR58794--MA0599.1.KLF5	chr7	125592991	125593000	-	0.000	0.000	Merged-chr7-125593204-10
NR28018--MA0741.1.KLF16	chr17	64617890	64617900	+	0.000	0.000	Merged-chr17-64617840-28
NR53756--MA0493.1.Klf1	chr6	119199120	119199130	+	0.000	0.000	Merged-chr6-119199024-52
NR25387--MA0039.3.KLF4	chr16	93447190	93447200	+	0.000	0.000	Merged-chr16-93447186-16
NR64898--MA1107.1.KLF9	chr9	73176864	73176876	-	0.000	0.000	Merged-chr9-73176903-12
NR53442--MA1107.1.KLF9	chr6	108512155	108512167	+	0.000	0.000	Merged-chr6-108512233-21
NR45136--MA0599.1.KLF5	chr4	132808285	132808294	-	0.000	0.000	Merged-chr4-132808337-17
NR31855--MA0741.1.KLF16	chr19	31337346	31337356	-	0.000	0.000	Merged-chr19-31337298-1
NR21550--MA0740.1.KLF14	chr15	42983385	42983398	+	0.000	0.000	Merged-chr15-42983258-15
NR64479--MA0742.1.Klf12	chr9	62412491	62412505	+	0.000	0.000	Merged-chr9-62412387-14
NR38011--MA0039.3.KLF4	chr2	172439344	172439354	-	0.000	0.000	Merged-chr2-172439271-2
NR58396--MA0740.1.KLF14	chr7	115448892	115448905	+	0.000	0.000	Merged-chr7-115449030-8
NR51389--MA0599.1.KLF5	chr6	3536306	3536315	+	0.000	0.000	Merged-chr6-3536376-27
NR14052--MA0039.3.KLF4	chr12	76889982	76889992	+	0.000	0.000	Merged-chr12-76889803-12
NR49220--MA0740.1.KLF14	chr5	112301909	112301922	+	0.000	0.000	Merged-chr5-112301937-36
NR25532--MA0599.1.KLF5	chr16	96089728	96089737	+	0.000	0.000	Merged-chr16-96089683-18
NR60664--MA1107.1.KLF9	chr8	48425233	48425245	-	0.000	0.000	Merged-chr8-48425330-34
NR58795--MA0741.1.KLF16	chr7	125592990	125593000	-	0.000	0.000	Merged-chr7-125593204-10
NR25322--MA0741.1.KLF16	chr16	91588190	91588200	+	0.000	0.000	Merged-chr16-91588038-25
NR12580--MA1107.1.KLF9	chr11	115338892	115338904	+	0.000	0.000	Merged-chr11-115338922-7
NR23371--MA0741.1.KLF16	chr15	102110644	102110654	-	0.000	0.000	Merged-chr15-102110732-12
NR14590--MA0741.1.KLF16	chr12	99642765	99642775	+	0.000	0.000	Merged-chr12-99642640-25
NR42998--MA1107.1.KLF9	chr4	46635542	46635554	-	0.000	0.000	Merged-chr4-46635507-41
NR16087--MA0742.1.Klf12	chr13	38503553	38503567	+	0.000	0.000	Merged-chr13-38503650-43
NR47485--MA0742.1.Klf12	chr5	36850296	36850310	-	0.000	0.000	Merged-chr5-36850196-6
NR51267--MA1107.1.KLF9	chr5	149594180	149594192	+	0.000	0.000	Merged-chr5-149594297-11
NR67720--MA1107.1.KLF9	chrX	102037220	102037232	-	0.000	0.000	Merged-chrX-102037181-28
NR13406--MA1107.1.KLF9	chr12	32202002	32202014	-	0.000	0.000	Merged-chr12-32202051-6
NR56018--MA1107.1.KLF9	chr7	28665851	28665863	-	0.000	0.000	Merged-chr7-28665750-36
NR57354--MA1107.1.KLF9	chr7	81075553	81075565	-	0.000	0.000	Merged-chr7-81075371-56
NR14609--MA0599.1.KLF5	chr12	100442337	100442346	+	0.000	0.000	Merged-chr12-100442312-6
NR21862--MA0599.1.KLF5	chr15	67158702	67158711	-	0.000	0.000	Merged-chr15-67158847-15
NR58690--MA1107.1.KLF9	chr7	122317171	122317183	+	0.000	0.000	Merged-chr7-122317075-24
NR7716--MA0741.1.KLF16	chr10	111031831	111031841	+	0.000	0.000	Merged-chr10-111031729-43
NR53572--MA1107.1.KLF9	chr6	114679266	114679278	-	0.000	0.000	Merged-chr6-114679499-19
NR39223--MA0493.1.Klf1	chr3	68784288	68784298	-	0.000	0.000	Merged-chr3-68784168-43
NR7337--MA1107.1.KLF9	chr10	94551750	94551762	-	0.000	0.000	Merged-chr10-94551623-4
NR63329--MA0039.3.KLF4	chr9	11579251	11579261	-	0.000	0.000	Merged-chr9-11579132-23
NR39250--MA0741.1.KLF16	chr3	69264216	69264226	-	0.000	0.000	Merged-chr3-69264408-12
NR44910--MA0740.1.KLF14	chr4	129556558	129556571	+	0.000	0.000	Merged-chr4-129556698-9
NR33032--MA0039.3.KLF4	chr2	7254631	7254641	-	0.000	0.000	Merged-chr2-7254714-17
NR42104--MA0599.1.KLF5	chr3	154628487	154628496	+	0.000	0.000	Merged-chr3-154628476-23
NR37075--MA0740.1.KLF14	chr2	154615971	154615984	+	0.000	0.000	Merged-chr2-154615883-15
NR37603--MA0493.1.Klf1	chr2	166227683	166227693	-	0.000	0.000	Merged-chr2-166227606-22
NR39236--MA1107.1.KLF9	chr3	68784313	68784325	-	0.000	0.000	Merged-chr3-68784168-43
NR33591--MA0741.1.KLF16	chr2	29102776	29102786	-	0.000	0.000	Merged-chr2-29102866-17
NR6377--MA1107.1.KLF9	chr10	78243972	78243984	-	0.000	0.000	Merged-chr10-78243898-1
NR7374--MA0599.1.KLF5	chr10	95009212	95009221	-	0.000	0.000	Merged-chr10-95009173-43
NR49948--MA0599.1.KLF5	chr5	125052283	125052292	+	0.000	0.000	Merged-chr5-125052528-23
NR50617--MA0741.1.KLF16	chr5	138473865	138473875	-	0.000	0.000	Merged-chr5-138473735-19
NR57105--MA0742.1.Klf12	chr7	75760686	75760700	-	0.000	0.000	Merged-chr7-75760769-39
NR34338--MA0493.1.Klf1	chr2	59513733	59513743	-	0.000	0.000	Merged-chr2-59513816-12
NR8691--MA1107.1.KLF9	chr10	128663974	128663986	-	0.000	0.000	Merged-chr10-128663895-18
NR33980--MA0742.1.Klf12	chr2	35729681	35729695	-	0.000	0.000	Merged-chr2-35729635-16
NR64046--MA0657.1.KLF13	chr9	46151676	46151693	+	0.000	0.000	Merged-chr9-46151705-34
NR29675--MA0741.1.KLF16	chr18	46917803	46917813	-	0.000	0.000	Merged-chr18-46917814-10
NR14514--MA1107.1.KLF9	chr12	94083598	94083610	+	0.000	0.000	Merged-chr12-94083592-14
NR42407--MA0039.3.KLF4	chr4	11684320	11684330	-	0.000	0.000	Merged-chr4-11684265-15
NR51916--MA0039.3.KLF4	chr6	39372751	39372761	+	0.000	0.000	Merged-chr6-39372871-18
NR32870--MA0493.1.Klf1	chr19	60183110	60183120	+	0.000	0.000	Merged-chr19-60182957-49
NR24110--MA1107.1.KLF9	chr16	24975252	24975264	+	0.000	0.000	Merged-chr16-24975123-11
NR8106--MA0599.1.KLF5	chr10	119031179	119031188	-	0.000	0.000	Merged-chr10-119031155-35
NR21745--MA0742.1.Klf12	chr15	59762260	59762274	+	0.000	0.000	Merged-chr15-59762255-43
NR16800--MA0742.1.Klf12	chr13	63189526	63189540	-	0.000	0.000	Merged-chr13-63189715-33
NR31426--MA1107.1.KLF9	chr19	8984277	8984289	-	0.000	0.000	Merged-chr19-8984128-7
NR32663--MA0742.1.Klf12	chr19	56756820	56756834	-	0.000	0.000	Merged-chr19-56756635-43
NR5073--MA0493.1.Klf1	chr10	19594672	19594682	-	0.000	0.000	Merged-chr10-19594652-16
NR5660--MA0599.1.KLF5	chr10	59897802	59897811	-	0.000	0.000	Merged-chr10-59897691-5
NR8646--MA0039.3.KLF4	chr10	128232751	128232761	-	0.000	0.000	Merged-chr10-128232915-1
NR50041--MA0741.1.KLF16	chr5	129192020	129192030	+	0.000	0.000	Merged-chr5-129191899-21
NR14635--MA0741.1.KLF16	chr12	100928456	100928466	-	0.000	0.000	Merged-chr12-100928517-22
NR36656--MA1107.1.KLF9	chr2	144173862	144173874	-	0.000	0.000	Merged-chr2-144174021-12
NR9634--MA0493.1.Klf1	chr11	50231599	50231609	+	0.000	0.000	Merged-chr11-50231589-20
NR49952--MA0493.1.Klf1	chr5	125052482	125052492	+	0.000	0.000	Merged-chr5-125052528-23
NR24442--MA0493.1.Klf1	chr16	43619456	43619466	-	0.000	0.000	Merged-chr16-43619426-5
NR36657--MA0657.1.KLF13	chr2	144188335	144188352	-	0.000	0.000	Merged-chr2-144188289-22
NR2117--MA0493.1.Klf1	chr1	128540452	128540462	+	0.000	0.000	Merged-chr1-128540410-9
NR14066--MA0039.3.KLF4	chr12	77077947	77077957	+	0.000	0.000	Merged-chr12-77077923-9
NR41810--MA1107.1.KLF9	chr3	149394066	149394078	-	0.000	0.000	Merged-chr3-149393865-18
NR31659--MA1107.1.KLF9	chr19	21785261	21785273	+	0.000	0.000	Merged-chr19-21785424-37
NR40071--MA1107.1.KLF9	chr3	100812079	100812091	+	0.000	0.000	Merged-chr3-100812047-20
NR33180--MA0039.3.KLF4	chr2	17712689	17712699	+	0.000	0.000	Merged-chr2-17712795-10
NR26902--MA0741.1.KLF16	chr17	32363865	32363875	-	0.000	0.000	Merged-chr17-32364018-2
NR36772--MA0039.3.KLF4	chr2	146498547	146498557	+	0.000	0.000	Merged-chr2-146498425-8
NR39492--MA0493.1.Klf1	chr3	87742761	87742771	+	0.000	0.000	Merged-chr3-87742894-18
NR33992--MA0599.1.KLF5	chr2	35783571	35783580	-	0.000	0.000	Merged-chr2-35783526-7
NR5072--MA0039.3.KLF4	chr10	19594670	19594680	-	0.000	0.000	Merged-chr10-19594652-16
NR33984--MA0741.1.KLF16	chr2	35729684	35729694	-	0.000	0.000	Merged-chr2-35729635-16
NR62560--MA0741.1.KLF16	chr8	117278226	117278236	-	0.000	0.000	Merged-chr8-117278352-17
NR28457--MA0493.1.Klf1	chr17	80441971	80441981	-	0.000	0.000	Merged-chr17-80441791-30
NR44870--MA0740.1.KLF14	chr4	129060103	129060116	-	0.000	0.000	Merged-chr4-129060075-18
NR3350--MA0493.1.Klf1	chr1	167245575	167245585	+	0.000	0.000	Merged-chr1-167245435-23
NR29206--MA1107.1.KLF9	chr18	23733799	23733811	+	0.000	0.000	Merged-chr18-23733972-8
NR43525--MA0493.1.Klf1	chr4	82755889	82755899	+	0.000	0.000	Merged-chr4-82755852-39
NR57118--MA0493.1.Klf1	chr7	75863433	75863443	-	0.000	0.000	Merged-chr7-75863636-9
NR12456--MA0493.1.Klf1	chr11	113802537	113802547	-	0.000	0.000	Merged-chr11-113802652-27
NR8021--MA0599.1.KLF5	chr10	117981632	117981641	-	0.000	0.000	Merged-chr10-117981589-6
NR19609--MA0741.1.KLF16	chr14	59553209	59553219	+	0.000	0.000	Merged-chr14-59553394-22
NR55734--MA0039.3.KLF4	chr7	24445792	24445802	+	0.000	0.000	Merged-chr7-24445764-20
NR5507--MA1107.1.KLF9	chr10	44368843	44368855	+	0.000	0.000	Merged-chr10-44368737-26
NR42900--MA1107.1.KLF9	chr4	45342681	45342693	+	0.000	0.000	Merged-chr4-45342662-1
NR40501--MA1107.1.KLF9	chr3	115706526	115706538	+	0.000	0.000	Merged-chr3-115706402-1
NR49532--MA0599.1.KLF5	chr5	117126111	117126120	+	0.000	0.000	Merged-chr5-117125989-17
NR28810--MA1107.1.KLF9	chr17	87365447	87365459	-	0.000	0.000	Merged-chr17-87365443-26
NR53326--MA0039.3.KLF4	chr6	100879714	100879724	+	0.000	0.000	Merged-chr6-100879682-24
NR47419--MA0493.1.Klf1	chr5	35771275	35771285	-	0.000	0.000	Merged-chr5-35771159-16
NR47660--MA0741.1.KLF16	chr5	54111080	54111090	+	0.000	0.000	Merged-chr5-54110931-21
NR57218--MA0741.1.KLF16	chr7	80032538	80032548	+	0.000	0.000	Merged-chr7-80032517-2
NR16804--MA0741.1.KLF16	chr13	63189563	63189573	-	0.000	0.000	Merged-chr13-63189715-33
NR5502--MA0039.3.KLF4	chr10	44341798	44341808	-	0.000	0.000	Merged-chr10-44341926-8
NR62531--MA1107.1.KLF9	chr8	117052547	117052559	-	0.000	0.000	Merged-chr8-117052612-3
NR53453--MA0742.1.Klf12	chr6	108630897	108630911	+	0.000	0.000	Merged-chr6-108631007-44
NR35464--MA0493.1.Klf1	chr2	103658743	103658753	-	0.000	0.000	Merged-chr2-103658723-12
NR26837--MA0493.1.Klf1	chr17	31456840	31456850	-	0.000	0.000	Merged-chr17-31456921-12
NR39981--MA0657.1.KLF13	chr3	97211377	97211394	+	0.000	0.000	Merged-chr3-97211392-28
NR62065--MA0039.3.KLF4	chr8	104785782	104785792	-	0.000	0.000	Merged-chr8-104785669-6
NR24089--MA0740.1.KLF14	chr16	24624700	24624713	-	0.000	0.000	Merged-chr16-24624633-23
NR37842--MA0742.1.Klf12	chr2	168591373	168591387	-	0.000	0.000	Merged-chr2-168591388-1
NR54870--MA0741.1.KLF16	chr6	144664967	144664977	+	0.000	0.000	Merged-chr6-144664964-20
NR48760--MA0742.1.Klf12	chr5	100572393	100572407	-	0.000	0.000	Merged-chr5-100572278-24
NR6880--MA0599.1.KLF5	chr10	83336550	83336559	-	0.000	0.000	Merged-chr10-83336542-10
NR52296--MA0599.1.KLF5	chr6	54775930	54775939	-	0.000	0.000	Merged-chr6-54775842-27
NR52114--MA0741.1.KLF16	chr6	48802126	48802136	+	0.000	0.000	Merged-chr6-48802126-31
NR45167--MA1107.1.KLF9	chr4	133058024	133058036	+	0.000	0.000	Merged-chr4-133057911-45
NR13402--MA0742.1.Klf12	chr12	32202000	32202014	-	0.000	0.000	Merged-chr12-32202051-6
NR3136--MA0599.1.KLF5	chr1	161791979	161791988	-	0.000	0.000	Merged-chr1-161792020-2
NR37617--MA0493.1.Klf1	chr2	166607045	166607055	+	0.000	0.000	Merged-chr2-166607083-27
NR47959--MA0740.1.KLF14	chr5	72163105	72163118	+	0.000	0.000	Merged-chr5-72163190-22
NR8020--MA1107.1.KLF9	chr10	117975000	117975012	-	0.000	0.000	Merged-chr10-117975083-3
NR52277--MA1107.1.KLF9	chr6	54096529	54096541	-	0.000	0.000	Merged-chr6-54096523-11
NR10948--MA0493.1.Klf1	chr11	79698233	79698243	+	0.000	0.000	Merged-chr11-79698290-25
NR20733--MA0741.1.KLF16	chr14	118930942	118930952	+	0.000	0.000	Merged-chr14-118930911-17
NR40510--MA1107.1.KLF9	chr3	115706544	115706556	+	0.000	0.000	Merged-chr3-115706402-1
NR59259--MA0741.1.KLF16	chr7	132792547	132792557	+	0.000	0.000	Merged-chr7-132792649-7
NR32978--MA0493.1.Klf1	chr2	5003272	5003282	+	0.000	0.000	Merged-chr2-5003396-19
NR17844--MA0740.1.KLF14	chr13	103215749	103215762	+	0.000	0.000	Merged-chr13-103215841-2
NR35805--MA0741.1.KLF16	chr2	118499608	118499618	-	0.000	0.000	Merged-chr2-118499587-16
NR43002--MA0599.1.KLF5	chr4	46643554	46643563	-	0.000	0.000	Merged-chr4-46643613-5
NR6816--MA0740.1.KLF14	chr10	81525253	81525266	-	0.000	0.000	Merged-chr10-81525209-7
NR46257--MA1107.1.KLF9	chr4	150894753	150894765	+	0.000	0.000	Merged-chr4-150894695-19
NR63071--MA0493.1.Klf1	chr8	125727534	125727544	-	0.000	0.000	Merged-chr8-125727602-12
NR49634--MA1107.1.KLF9	chr5	120688650	120688662	-	0.000	0.000	Merged-chr5-120688663-27
NR22420--MA0599.1.KLF5	chr15	80681479	80681488	+	0.000	0.000	Merged-chr15-80681651-57
NR18001--MA1107.1.KLF9	chr13	108170116	108170128	+	0.000	0.000	Merged-chr13-108170237-20
NR9540--MA0741.1.KLF16	chr11	46454880	46454890	-	0.000	0.000	Merged-chr11-46454823-30
NR40076--MA1107.1.KLF9	chr3	100812089	100812101	+	0.000	0.000	Merged-chr3-100812047-20
NR10501--MA0742.1.Klf12	chr11	70473448	70473462	-	0.000	0.000	Merged-chr11-70473545-6
NR53578--MA0493.1.Klf1	chr6	114679346	114679356	-	0.000	0.000	Merged-chr6-114679499-19
NR53457--MA0741.1.KLF16	chr6	108630898	108630908	+	0.000	0.000	Merged-chr6-108631007-44
NR2162--MA0493.1.Klf1	chr1	131161257	131161267	-	0.000	0.000	Merged-chr1-131161352-21
NR41740--MA0599.1.KLF5	chr3	148419634	148419643	-	0.000	0.000	Merged-chr3-148419698-33
NR7128--MA0493.1.Klf1	chr10	88540383	88540393	-	0.000	0.000	Merged-chr10-88540211-41
NR12927--MA0599.1.KLF5	chr11	120990521	120990530	+	0.000	0.000	Merged-chr11-120990355-3
NR28595--MA0039.3.KLF4	chr17	83880367	83880377	-	0.000	0.000	Merged-chr17-83880471-24
NR61231--MA1107.1.KLF9	chr8	72163000	72163012	+	0.000	0.000	Merged-chr8-72162977-17
NR19753--MA0039.3.KLF4	chr14	64847627	64847637	+	0.000	0.000	Merged-chr14-64847545-5
NR10612--MA0657.1.KLF13	chr11	73132359	73132376	+	0.000	0.000	Merged-chr11-73132319-6
NR18328--MA1107.1.KLF9	chr13	114444904	114444916	+	0.000	0.000	Merged-chr13-114444756-1
NR44915--MA0740.1.KLF14	chr4	129556602	129556615	+	0.000	0.000	Merged-chr4-129556698-9
NR40174--MA0741.1.KLF16	chr3	103376021	103376031	+	0.000	0.000	Merged-chr3-103375915-4
NR37846--MA0741.1.KLF16	chr2	168591376	168591386	-	0.000	0.000	Merged-chr2-168591388-1
NR34335--MA0742.1.Klf12	chr2	59513729	59513743	-	0.000	0.000	Merged-chr2-59513816-12
NR21540--MA0493.1.Klf1	chr15	42983296	42983306	+	0.000	0.000	Merged-chr15-42983258-15
NR39983--MA0741.1.KLF16	chr3	97211379	97211389	+	0.000	0.000	Merged-chr3-97211392-28
NR59571--MA0493.1.Klf1	chr7	141006602	141006612	-	0.000	0.000	Merged-chr7-141006658-12
NR8012--MA0493.1.Klf1	chr10	117969955	117969965	-	0.000	0.000	Merged-chr10-117970017-9
NR33596--MA0741.1.KLF16	chr2	29102781	29102791	-	0.000	0.000	Merged-chr2-29102866-17
NR11609--MA0599.1.KLF5	chr11	97146124	97146133	+	0.000	0.000	Merged-chr11-97146058-3
NR13326--MA0039.3.KLF4	chr12	25339017	25339027	-	0.000	0.000	Merged-chr12-25338973-26
NR40554--MA0741.1.KLF16	chr3	116434982	116434992	-	0.000	0.000	Merged-chr3-116434903-21
NR55896--MA1107.1.KLF9	chr7	27260013	27260025	-	0.000	0.000	Merged-chr7-27259929-6
NR32866--MA0740.1.KLF14	chr19	60183110	60183123	+	0.000	0.000	Merged-chr19-60182957-49
NR12926--MA1107.1.KLF9	chr11	120990484	120990496	+	0.000	0.000	Merged-chr11-120990355-3
NR41273--MA0039.3.KLF4	chr3	136730175	136730185	-	0.000	0.000	Merged-chr3-136730222-15
NR33982--MA0039.3.KLF4	chr2	35729683	35729693	-	0.000	0.000	Merged-chr2-35729635-16
NR66140--MA0599.1.KLF5	chr9	110640928	110640937	+	0.000	0.000	Merged-chr9-110640822-1
NR19375--MA0740.1.KLF14	chr14	54146702	54146715	+	0.000	0.000	Merged-chr14-54146707-32
NR29224--MA0039.3.KLF4	chr18	23841684	23841694	-	0.000	0.000	Merged-chr18-23841558-17
NR55678--MA0599.1.KLF5	chr7	19790020	19790029	+	0.000	0.000	Merged-chr7-19790098-49
NR9371--MA0599.1.KLF5	chr11	32580749	32580758	-	0.000	0.000	Merged-chr11-32580688-47
NR40515--MA1107.1.KLF9	chr3	115706554	115706566	+	0.000	0.000	Merged-chr3-115706402-1
NR10505--MA0741.1.KLF16	chr11	70473451	70473461	-	0.000	0.000	Merged-chr11-70473545-6
NR23500--MA1107.1.KLF9	chr16	4074960	4074972	+	0.000	0.000	Merged-chr16-4075088-14
NR18243--MA1107.1.KLF9	chr13	112551840	112551852	+	0.000	0.000	Merged-chr13-112551755-26
NR37661--MA0039.3.KLF4	chr2	166740622	166740632	-	0.000	0.000	Merged-chr2-166740656-12
NR8011--MA0039.3.KLF4	chr10	117969967	117969977	-	0.000	0.000	Merged-chr10-117970017-9
NR42409--MA0741.1.KLF16	chr4	11684321	11684331	-	0.000	0.000	Merged-chr4-11684265-15
NR44871--MA0657.1.KLF13	chr4	129060100	129060117	-	0.000	0.000	Merged-chr4-129060075-18
NR52507--MA0599.1.KLF5	chr6	67339548	67339557	+	0.000	0.000	Merged-chr6-67339720-32
NR61473--MA1107.1.KLF9	chr8	84024604	84024616	+	0.000	0.000	Merged-chr8-84024491-4
NR47652--MA0741.1.KLF16	chr5	53946899	53946909	+	0.000	0.000	Merged-chr5-53946981-13
NR37205--MA1107.1.KLF9	chr2	157147982	157147994	-	0.000	0.000	Merged-chr2-157147783-53
NR58570--MA0741.1.KLF16	chr7	119874010	119874020	-	0.000	0.000	Merged-chr7-119874114-5
NR64726--MA0599.1.KLF5	chr9	69068529	69068538	-	0.000	0.000	Merged-chr9-69068633-33
NR36161--MA0599.1.KLF5	chr2	128111917	128111926	+	0.000	0.000	Merged-chr2-128111932-19
NR53579--MA0741.1.KLF16	chr6	114679345	114679355	-	0.000	0.000	Merged-chr6-114679499-19
NR11613--MA0493.1.Klf1	chr11	97146172	97146182	+	0.000	0.000	Merged-chr11-97146058-3
NR62451--MA1107.1.KLF9	chr8	115232561	115232573	-	0.000	0.000	Merged-chr8-115232618-16
NR61767--MA0742.1.Klf12	chr8	88618725	88618739	-	0.000	0.000	Merged-chr8-88618877-30
NR52320--MA0742.1.Klf12	chr6	54925959	54925973	+	0.000	0.000	Merged-chr6-54926058-40
NR25327--MA0493.1.Klf1	chr16	91588231	91588241	+	0.000	0.000	Merged-chr16-91588038-25
NR34145--MA0740.1.KLF14	chr2	48419949	48419962	+	0.000	0.000	Merged-chr2-48419995-8
NR22610--MA0741.1.KLF16	chr15	84331229	84331239	-	0.000	0.000	Merged-chr15-84331397-42
NR12403--MA0741.1.KLF16	chr11	113009481	113009491	+	0.000	0.000	Merged-chr11-113009621-13
NR33989--MA0741.1.KLF16	chr2	35729772	35729782	+	0.000	0.000	Merged-chr2-35729635-16
NR67112--MA0741.1.KLF16	chrX	12977825	12977835	-	0.000	0.000	Merged-chrX-12977868-18
NR32149--MA0741.1.KLF16	chr19	42149819	42149829	+	0.000	0.000	Merged-chr19-42149753-11
NR28901--MA0741.1.KLF16	chr17	88654072	88654082	-	0.000	0.000	Merged-chr17-88654141-3
NR18593--MA0493.1.Klf1	chr14	12243814	12243824	+	0.000	0.000	Merged-chr14-12243878-61
NR26869--MA0740.1.KLF14	chr17	31873456	31873469	-	0.000	0.000	Merged-chr17-31873313-29
NR16538--MA0741.1.KLF16	chr13	54073630	54073640	+	0.000	0.000	Merged-chr13-54073650-18
NR16809--MA0741.1.KLF16	chr13	63189568	63189578	-	0.000	0.000	Merged-chr13-63189715-33
NR57521--MA1107.1.KLF9	chr7	90312630	90312642	-	0.000	0.000	Merged-chr7-90312520-23
NR53765--MA0740.1.KLF14	chr6	119217775	119217788	+	0.000	0.000	Merged-chr6-119217771-9
NR21549--MA1107.1.KLF9	chr15	42983349	42983361	+	0.000	0.000	Merged-chr15-42983258-15
NR17986--MA0742.1.Klf12	chr13	107966995	107967009	+	0.000	0.000	Merged-chr13-107967058-4
NR25326--MA0039.3.KLF4	chr16	91588233	91588243	+	0.000	0.000	Merged-chr16-91588038-25
NR59089--MA0741.1.KLF16	chr7	128555755	128555765	-	0.000	0.000	Merged-chr7-128555863-14
NR50787--MA0039.3.KLF4	chr5	140839010	140839020	+	0.000	0.000	Merged-chr5-140838792-15
NR21553--MA0039.3.KLF4	chr15	42983387	42983397	+	0.000	0.000	Merged-chr15-42983258-15
NR9456--MA0493.1.Klf1	chr11	43362633	43362643	+	0.000	0.000	Merged-chr11-43362621-15
NR6666--MA0599.1.KLF5	chr10	80807300	80807309	-	0.000	0.000	Merged-chr10-80807386-23
NR32151--MA0599.1.KLF5	chr19	42149847	42149856	+	0.000	0.000	Merged-chr19-42149753-11
NR48504--MA0741.1.KLF16	chr5	92967510	92967520	+	0.000	0.000	Merged-chr5-92967427-8
NR49201--MA0493.1.Klf1	chr5	112239686	112239696	-	0.000	0.000	Merged-chr5-112239781-12
NR47962--MA0599.1.KLF5	chr5	72163343	72163352	+	0.000	0.000	Merged-chr5-72163190-22
NR38998--MA1107.1.KLF9	chr3	52850416	52850428	+	0.000	0.000	Merged-chr3-52850315-12
NR48334--MA0039.3.KLF4	chr5	89045091	89045101	+	0.000	0.000	Merged-chr5-89044916-44
NR55901--MA1107.1.KLF9	chr7	27260023	27260035	-	0.000	0.000	Merged-chr7-27259929-6
NR18915--MA1107.1.KLF9	chr14	30827010	30827022	-	0.000	0.000	Merged-chr14-30826905-18
NR23510--MA0493.1.Klf1	chr16	4577147	4577157	-	0.000	0.000	Merged-chr16-4577220-25
NR26220--MA0493.1.Klf1	chr17	19435238	19435248	+	0.000	0.000	Merged-chr17-19435269-18
