#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh-log2fc-1_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh-log2fc-1_dn.bed
NR4374--MA0599.1.KLF5	chr1	182711610	182711619	-	0.000	0.000	Merged-chr1-182711604-2
NR9186--MA0741.1.KLF16	chr11	4463002	4463012	+	0.000	0.000	Merged-chr11-4463139-8
NR52597--MA0741.1.KLF16	chr5	123512321	123512331	+	0.000	0.000	Merged-chr5-123512374-9
NR9125--MA0599.1.KLF5	chr11	3863952	3863961	-	0.000	0.000	Merged-chr11-3863952-34
NR8916--MA1107.1.KLF9	chr10	127471442	127471454	-	0.000	0.000	Merged-chr10-127471535-20
NR35276--MA1107.1.KLF9	chr2	25170652	25170664	-	0.000	0.000	Merged-chr2-25170502-21
NR43910--MA1107.1.KLF9	chr3	148219376	148219388	-	0.000	0.000	Merged-chr3-148219203-2
NR44785--MA1107.1.KLF9	chr4	32342558	32342570	+	0.000	0.000	Merged-chr4-32342446-3
NR36030--MA0740.1.KLF14	chr2	44159727	44159740	+	0.000	0.000	Merged-chr2-44159655-18
NR62166--MA0740.1.KLF14	chr7	112865928	112865941	+	0.000	0.000	Merged-chr7-112866045-1
NR17732--MA0599.1.KLF5	chr13	81170021	81170030	-	0.000	0.000	Merged-chr13-81169960-2
NR41769--MA0740.1.KLF14	chr3	89911445	89911458	+	0.000	0.000	Merged-chr3-89911440-10
NR39977--MA0599.1.KLF5	chr2	173063391	173063400	+	0.000	0.000	Merged-chr2-173063390-29
NR22415--MA1107.1.KLF9	chr15	19456871	19456883	+	0.000	0.000	Merged-chr15-19456859-1
NR11729--MA0657.1.KLF13	chr11	94223699	94223716	-	0.000	0.000	Merged-chr11-94223709-9
NR58820--MA0741.1.KLF16	chr7	4777060	4777070	-	0.000	0.000	Merged-chr7-4777194-35
NR59023--MA0740.1.KLF14	chr7	16129680	16129693	+	0.000	0.000	Merged-chr7-16129723-14
NR16594--MA0741.1.KLF16	chr13	37751669	37751679	+	0.000	0.000	Merged-chr13-37751511-23
NR71782--MA0741.1.KLF16	chrX	12151842	12151852	+	0.000	0.000	Merged-chrX-12151801-24
NR18131--MA0741.1.KLF16	chr13	97790019	97790029	+	0.000	0.000	Merged-chr13-97790032-25
NR43266--MA0740.1.KLF14	chr3	130819808	130819821	+	0.000	0.000	Merged-chr3-130819788-3
NR18612--MA0599.1.KLF5	chr13	108862404	108862413	+	0.000	0.000	Merged-chr13-108862166-40
NR20813--MA0741.1.KLF16	chr14	68735106	68735116	+	0.000	0.000	Merged-chr14-68735223-2
NR1490--MA0599.1.KLF5	chr1	85720716	85720725	+	0.000	0.000	Merged-chr1-85720773-26
NR50264--MA1107.1.KLF9	chr5	44971073	44971085	+	0.000	0.000	Merged-chr5-44970910-1
NR41422--MA1107.1.KLF9	chr3	79129198	79129210	-	0.000	0.000	Merged-chr3-79129160-12
NR69179--MA0741.1.KLF16	chr9	65087634	65087644	-	0.000	0.000	Merged-chr9-65087693-13
NR67669--MA0493.1.Klf1	chr9	6670787	6670797	+	0.000	0.000	Merged-chr9-6670702-1
NR36031--MA0657.1.KLF13	chr2	44159726	44159743	+	0.000	0.000	Merged-chr2-44159655-18
NR62167--MA0657.1.KLF13	chr7	112865927	112865944	+	0.000	0.000	Merged-chr7-112866045-1
NR68995--MA0039.3.KLF4	chr9	59565755	59565765	-	0.000	0.000	Merged-chr9-59565831-20
NR44485--MA0741.1.KLF16	chr4	8913758	8913768	-	0.000	0.000	Merged-chr4-8913815-2
NR46792--MA0599.1.KLF5	chr4	111435252	111435261	-	0.000	0.000	Merged-chr4-111435287-1
NR9184--MA0599.1.KLF5	chr11	4463006	4463015	+	0.000	0.000	Merged-chr11-4463139-8
NR33143--MA0599.1.KLF5	chr19	6839878	6839887	-	0.000	0.000	Merged-chr19-6839786-2
NR61071--MA1107.1.KLF9	chr7	78383927	78383939	+	0.000	0.000	Merged-chr7-78384000-1
NR8872--MA1107.1.KLF9	chr10	127151463	127151475	+	0.000	0.000	Merged-chr10-127151405-14
NR4164--MA0493.1.Klf1	chr1	178777942	178777952	+	0.000	0.000	Merged-chr1-178777930-3
NR47352--MA0741.1.KLF16	chr4	127095287	127095297	-	0.000	0.000	Merged-chr4-127095353-15
NR56590--MA0741.1.KLF16	chr6	97487964	97487974	+	0.000	0.000	Merged-chr6-97487837-16
NR69079--MA0493.1.Klf1	chr9	62261107	62261117	-	0.000	0.000	Merged-chr9-62261115-16
NR1703--MA0742.1.Klf12	chr1	92627900	92627914	-	0.000	0.000	Merged-chr1-92627858-2
NR56911--MA1107.1.KLF9	chr6	112162843	112162855	+	0.000	0.000	Merged-chr6-112162678-1
NR41516--MA0039.3.KLF4	chr3	82365264	82365274	-	0.000	0.000	Merged-chr3-82365236-33
NR72515--MA0599.1.KLF5	chrX	134566726	134566735	+	0.000	0.000	Merged-chrX-134566845-16
NR61838--MA0599.1.KLF5	chr7	102315702	102315711	-	0.000	0.000	Merged-chr7-102315597-18
NR59024--MA0657.1.KLF13	chr7	16129679	16129696	+	0.000	0.000	Merged-chr7-16129723-14
NR14051--MA0493.1.Klf1	chr12	41566225	41566235	-	0.000	0.000	Merged-chr12-41566300-31
NR68348--MA0599.1.KLF5	chr9	41160883	41160892	-	0.000	0.000	Merged-chr9-41160864-12
NR58825--MA0741.1.KLF16	chr7	4777376	4777386	+	0.000	0.000	Merged-chr7-4777194-35
NR59028--MA0740.1.KLF14	chr7	16129754	16129767	+	0.000	0.000	Merged-chr7-16129723-14
NR490--MA1107.1.KLF9	chr1	39102343	39102355	-	0.000	0.000	Merged-chr1-39102412-8
NR9350--MA0742.1.Klf12	chr11	6680660	6680674	+	0.000	0.000	Merged-chr11-6680624-1
NR8681--MA0599.1.KLF5	chr10	122778138	122778147	+	0.000	0.000	Merged-chr10-122778014-1
NR19837--MA0599.1.KLF5	chr14	33099321	33099330	+	0.000	0.000	Merged-chr14-33099452-34
NR41420--MA0741.1.KLF16	chr3	79129230	79129240	-	0.000	0.000	Merged-chr3-79129160-12
NR42765--MA0740.1.KLF14	chr3	115897889	115897902	+	0.000	0.000	Merged-chr3-115897908-5
NR67214--MA0742.1.Klf12	chr8	122451265	122451279	-	0.000	0.000	Merged-chr8-122451262-3
NR56907--MA1107.1.KLF9	chr6	112162835	112162847	+	0.000	0.000	Merged-chr6-112162678-1
NR33145--MA0741.1.KLF16	chr19	6839888	6839898	-	0.000	0.000	Merged-chr19-6839786-2
NR68356--MA1107.1.KLF9	chr9	41160887	41160899	-	0.000	0.000	Merged-chr9-41160864-12
NR35225--MA0599.1.KLF5	chr2	24750200	24750209	-	0.000	0.000	Merged-chr2-24750294-26
NR41469--MA0599.1.KLF5	chr3	81102428	81102437	-	0.000	0.000	Merged-chr3-81102418-9
NR41433--MA0741.1.KLF16	chr3	79194582	79194592	-	0.000	0.000	Merged-chr3-79194432-21
NR19845--MA1107.1.KLF9	chr14	33099320	33099332	+	0.000	0.000	Merged-chr14-33099452-34
NR42328--MA0742.1.Klf12	chr3	101933737	101933751	-	0.000	0.000	Merged-chr3-101933748-15
NR54411--MA0741.1.KLF16	chr5	150894465	150894475	-	0.000	0.000	Merged-chr5-150894547-1
NR12798--MA1107.1.KLF9	chr11	114813034	114813046	+	0.000	0.000	Merged-chr11-114812922-18
NR1499--MA1107.1.KLF9	chr1	85720772	85720784	+	0.000	0.000	Merged-chr1-85720773-26
NR42330--MA0493.1.Klf1	chr3	101933741	101933751	-	0.000	0.000	Merged-chr3-101933748-15
NR53952--MA0741.1.KLF16	chr5	142926608	142926618	-	0.000	0.000	Merged-chr5-142926803-39
NR16012--MA0493.1.Klf1	chr12	117103159	117103169	+	0.000	0.000	Merged-chr12-117103253-4
NR26992--MA0599.1.KLF5	chr16	91358558	91358567	+	0.000	0.000	Merged-chr16-91358652-12
NR59029--MA0657.1.KLF13	chr7	16129753	16129770	+	0.000	0.000	Merged-chr7-16129723-14
NR25674--MA0599.1.KLF5	chr16	28853748	28853757	+	0.000	0.000	Merged-chr16-28853718-1
NR42455--MA1107.1.KLF9	chr3	103862686	103862698	+	0.000	0.000	Merged-chr3-103862515-1,Merged-chr3-103862758-3
NR18112--MA0599.1.KLF5	chr13	97694928	97694937	-	0.000	0.000	Merged-chr13-97694845-1
NR18318--MA0599.1.KLF5	chr13	101885604	101885613	+	0.000	0.000	Merged-chr13-101885533-1
NR46220--MA0742.1.Klf12	chr4	87669660	87669674	+	0.000	0.000	Merged-chr4-87669731-33
NR486--MA0039.3.KLF4	chr1	39102341	39102351	-	0.000	0.000	Merged-chr1-39102412-8
NR27190--MA1107.1.KLF9	chr16	95243069	95243081	+	0.000	0.000	Merged-chr16-95243231-1
NR68352--MA0741.1.KLF16	chr9	41160886	41160896	-	0.000	0.000	Merged-chr9-41160864-12
NR66738--MA0741.1.KLF16	chr8	113669801	113669811	-	0.000	0.000	Merged-chr8-113669969-10
NR41773--MA0741.1.KLF16	chr3	89911446	89911456	+	0.000	0.000	Merged-chr3-89911440-10
NR40177--MA1107.1.KLF9	chr2	178891774	178891786	+	0.000	0.000	Merged-chr2-178891686-1
NR9351--MA0599.1.KLF5	chr11	6680674	6680683	+	0.000	0.000	Merged-chr11-6680624-1
NR26092--MA0493.1.Klf1	chr16	44337718	44337728	-	0.000	0.000	Merged-chr16-44337753-20
NR39970--MA0599.1.KLF5	chr2	173036668	173036677	-	0.000	0.000	Merged-chr2-173036738-9
NR60117--MA1107.1.KLF9	chr7	37978641	37978653	+	0.000	0.000	Merged-chr7-37978660-9
NR57263--MA0039.3.KLF4	chr6	120264383	120264393	-	0.000	0.000	Merged-chr6-120264409-18
NR31056--MA0741.1.KLF16	chr18	24653031	24653041	-	0.000	0.000	Merged-chr18-24652935-1
NR10521--MA0493.1.Klf1	chr11	61660913	61660923	-	0.000	0.000	Merged-chr11-61660971-31
NR27074--MA1107.1.KLF9	chr16	92565897	92565909	-	0.000	0.000	Merged-chr16-92565942-11
NR60369--MA0599.1.KLF5	chr7	45211901	45211910	+	0.000	0.000	Merged-chr7-45211894-24
NR6986--MA0599.1.KLF5	chr10	79997317	79997326	+	0.000	0.000	Merged-chr10-79997412-19
NR42469--MA1107.1.KLF9	chr3	104631157	104631169	-	0.000	0.000	Merged-chr3-104631108-10
NR1844--MA0039.3.KLF4	chr1	98088160	98088170	-	0.000	0.000	Merged-chr1-98088226-2
NR41734--MA0599.1.KLF5	chr3	89387731	89387740	+	0.000	0.000	Merged-chr3-89387851-1
NR71811--MA0493.1.Klf1	chrX	17319515	17319525	+	0.000	0.000	Merged-chrX-17319399-10
NR60359--MA1107.1.KLF9	chr7	45068180	45068192	-	0.000	0.000	Merged-chr7-45068056-13
NR36589--MA0599.1.KLF5	chr2	71801020	71801029	-	0.000	0.000	Merged-chr2-71801040-44
NR31932--MA0599.1.KLF5	chr18	65382267	65382276	-	0.000	0.000	Merged-chr18-65382247-1
NR10529--MA0741.1.KLF16	chr11	61760705	61760715	-	0.000	0.000	Merged-chr11-61760771-9
NR9349--MA0657.1.KLF13	chr11	6680659	6680676	+	0.000	0.000	Merged-chr11-6680624-1
NR5193--MA0742.1.Klf12	chr10	10307604	10307618	-	0.000	0.000	Merged-chr10-10307543-35
NR49561--MA0741.1.KLF16	chr5	22740221	22740231	-	0.000	0.000	Merged-chr5-22740212-9
NR62212--MA1107.1.KLF9	chr7	114284562	114284574	-	0.000	0.000	Merged-chr7-114284648-5
NR18130--MA0493.1.Klf1	chr13	97790018	97790028	+	0.000	0.000	Merged-chr13-97790032-25
NR45450--MA0657.1.KLF13	chr4	49626418	49626435	-	0.000	0.000	Merged-chr4-49626526-1
NR10367--MA0741.1.KLF16	chr11	58199548	58199558	+	0.000	0.000	Merged-chr11-58199630-58
NR15527--MA1107.1.KLF9	chr12	107953673	107953685	+	0.000	0.000	Merged-chr12-107953476-22
NR39083--MA1107.1.KLF9	chr2	154713412	154713424	+	0.000	0.000	Merged-chr2-154713279-3
NR33883--MA0493.1.Klf1	chr19	40509069	40509079	-	0.000	0.000	Merged-chr19-40509084-1
NR57081--MA0493.1.Klf1	chr6	115972940	115972950	-	0.000	0.000	Merged-chr6-115972922-11
NR67668--MA0742.1.Klf12	chr9	6670787	6670801	+	0.000	0.000	Merged-chr9-6670702-1
NR44779--MA1107.1.KLF9	chr4	32342546	32342558	+	0.000	0.000	Merged-chr4-32342446-3
NR41515--MA0599.1.KLF5	chr3	82365266	82365275	-	0.000	0.000	Merged-chr3-82365236-33
NR57995--MA0599.1.KLF5	chr6	135150462	135150471	-	0.000	0.000	Merged-chr6-135150450-14
NR46745--MA0599.1.KLF5	chr4	109229934	109229943	+	0.000	0.000	Merged-chr4-109229977-29
NR67213--MA0740.1.KLF14	chr8	122451266	122451279	-	0.000	0.000	Merged-chr8-122451262-3
NR31055--MA0599.1.KLF5	chr18	24653032	24653041	-	0.000	0.000	Merged-chr18-24652935-1
NR41608--MA1107.1.KLF9	chr3	87488050	87488062	+	0.000	0.000	Merged-chr3-87488125-17
NR62208--MA1107.1.KLF9	chr7	114284554	114284566	-	0.000	0.000	Merged-chr7-114284648-5
NR39079--MA1107.1.KLF9	chr2	154713404	154713416	+	0.000	0.000	Merged-chr2-154713279-3
NR10203--MA0039.3.KLF4	chr11	53785628	53785638	+	0.000	0.000	Merged-chr11-53785670-24
NR5803--MA0599.1.KLF5	chr10	42849028	42849037	-	0.000	0.000	Merged-chr10-42848913-29
NR10184--MA0741.1.KLF16	chr11	53617433	53617443	+	0.000	0.000	Merged-chr11-53617453-3
NR33347--MA0599.1.KLF5	chr19	11467350	11467359	+	0.000	0.000	Merged-chr19-11467244-4
NR14567--MA0039.3.KLF4	chr12	74009611	74009621	+	0.000	0.000	Merged-chr12-74009516-16
NR20812--MA0493.1.Klf1	chr14	68735105	68735115	+	0.000	0.000	Merged-chr14-68735223-2
NR42931--MA0741.1.KLF16	chr3	121982314	121982324	+	0.000	0.000	Merged-chr3-121982250-28
NR56035--MA0741.1.KLF16	chr6	83456841	83456851	-	0.000	0.000	Merged-chr6-83457033-1
NR62244--MA1107.1.KLF9	chr7	115416166	115416178	-	0.000	0.000	Merged-chr7-115416169-1
NR12877--MA0599.1.KLF5	chr11	115751909	115751918	+	0.000	0.000	Merged-chr11-115751964-2
NR13043--MA0039.3.KLF4	chr11	117409382	117409392	-	0.000	0.000	Merged-chr11-117409438-1
NR56591--MA1107.1.KLF9	chr6	97487969	97487981	+	0.000	0.000	Merged-chr6-97487837-16
NR41774--MA1107.1.KLF9	chr3	89911445	89911457	+	0.000	0.000	Merged-chr3-89911440-10
NR14842--MA0599.1.KLF5	chr12	85486977	85486986	-	0.000	0.000	Merged-chr12-85486872-12
NR15359--MA0599.1.KLF5	chr12	104263601	104263610	+	0.000	0.000	Merged-chr12-104263435-1
NR57997--MA0741.1.KLF16	chr6	135150455	135150465	-	0.000	0.000	Merged-chr6-135150450-14
NR41434--MA1107.1.KLF9	chr3	79194581	79194593	-	0.000	0.000	Merged-chr3-79194432-21
NR61084--MA0599.1.KLF5	chr7	78762993	78763002	-	0.000	0.000	Merged-chr7-78763113-9
NR41766--MA0493.1.Klf1	chr3	89911333	89911343	-	0.000	0.000	Merged-chr3-89911440-10
NR1492--MA1107.1.KLF9	chr1	85720758	85720770	+	0.000	0.000	Merged-chr1-85720773-26
NR4825--MA0493.1.Klf1	chr1	191421288	191421298	-	0.000	0.000	Merged-chr1-191421132-37
NR56587--MA1107.1.KLF9	chr6	97487833	97487845	-	0.000	0.000	Merged-chr6-97487837-16
NR66735--MA0599.1.KLF5	chr8	113669802	113669811	-	0.000	0.000	Merged-chr8-113669969-10
NR61750--MA1107.1.KLF9	chr7	100950760	100950772	+	0.000	0.000	Merged-chr7-100950799-22
NR11730--MA0741.1.KLF16	chr11	94223704	94223714	-	0.000	0.000	Merged-chr11-94223709-9
NR68354--MA1107.1.KLF9	chr9	41160881	41160893	-	0.000	0.000	Merged-chr9-41160864-12
NR71781--MA0493.1.Klf1	chrX	12151847	12151857	+	0.000	0.000	Merged-chrX-12151801-24
NR19154--MA0493.1.Klf1	chr14	7818952	7818962	-	0.000	0.000	Merged-chr14-7819138-4
NR27586--MA1107.1.KLF9	chr17	8342709	8342721	+	0.000	0.000	Merged-chr17-8342878-22
NR56914--MA1107.1.KLF9	chr6	112162849	112162861	+	0.000	0.000	Merged-chr6-112162678-1
NR41606--MA0741.1.KLF16	chr3	87488051	87488061	+	0.000	0.000	Merged-chr3-87488125-17
NR10183--MA0599.1.KLF5	chr11	53617433	53617442	+	0.000	0.000	Merged-chr11-53617453-3
NR35684--MA0599.1.KLF5	chr2	31950222	31950231	-	0.000	0.000	Merged-chr2-31950269-16
NR67125--MA0039.3.KLF4	chr8	120948319	120948329	+	0.000	0.000	Merged-chr8-120948330-1
NR43267--MA0741.1.KLF16	chr3	130819808	130819818	+	0.000	0.000	Merged-chr3-130819788-3
NR10362--MA0740.1.KLF14	chr11	58199547	58199560	+	0.000	0.000	Merged-chr11-58199630-58
NR67036--MA1107.1.KLF9	chr8	119927822	119927834	+	0.000	0.000	Merged-chr8-119927830-10
NR71427--MA1107.1.KLF9	chr9	121455038	121455050	-	0.000	0.000	Merged-chr9-121454962-55
NR54412--MA1107.1.KLF9	chr5	150894464	150894476	-	0.000	0.000	Merged-chr5-150894547-1
NR67843--MA0599.1.KLF5	chr9	20757384	20757393	-	0.000	0.000	Merged-chr9-20757221-14
NR42333--MA0599.1.KLF5	chr3	101939312	101939321	+	0.000	0.000	Merged-chr3-101939314-18
NR57262--MA0599.1.KLF5	chr6	120264385	120264394	-	0.000	0.000	Merged-chr6-120264409-18
NR40601--MA0599.1.KLF5	chr3	28244441	28244450	+	0.000	0.000	Merged-chr3-28244555-21
NR12796--MA1107.1.KLF9	chr11	114813030	114813042	+	0.000	0.000	Merged-chr11-114812922-18
NR1497--MA1107.1.KLF9	chr1	85720768	85720780	+	0.000	0.000	Merged-chr1-85720773-26
NR58570--MA1107.1.KLF9	chr6	145135517	145135529	+	0.000	0.000	Merged-chr6-145135361-11
NR68384--MA0741.1.KLF16	chr9	42423778	42423788	+	0.000	0.000	Merged-chr9-42423784-11
NR25626--MA1107.1.KLF9	chr16	23375103	23375115	+	0.000	0.000	Merged-chr16-23375120-32
NR42774--MA0741.1.KLF16	chr3	115897933	115897943	+	0.000	0.000	Merged-chr3-115897908-5
NR27498--MA0599.1.KLF5	chr17	6640871	6640880	-	0.000	0.000	Merged-chr17-6640870-18
NR6987--MA0741.1.KLF16	chr10	79997317	79997327	+	0.000	0.000	Merged-chr10-79997412-19
NR42332--MA1107.1.KLF9	chr3	101933739	101933751	-	0.000	0.000	Merged-chr3-101933748-15
NR1843--MA0599.1.KLF5	chr1	98088155	98088164	-	0.000	0.000	Merged-chr1-98088226-2
NR68350--MA0741.1.KLF16	chr9	41160880	41160890	-	0.000	0.000	Merged-chr9-41160864-12
NR41587--MA1107.1.KLF9	chr3	86104010	86104022	-	0.000	0.000	Merged-chr3-86103938-30
NR4178--MA0741.1.KLF16	chr1	178959914	178959924	-	0.000	0.000	Merged-chr1-178959718-2
NR61658--MA0599.1.KLF5	chr7	98995318	98995327	-	0.000	0.000	Merged-chr7-98995432-21
NR58002--MA1107.1.KLF9	chr6	135150460	135150472	-	0.000	0.000	Merged-chr6-135150450-14
NR65458--MA0599.1.KLF5	chr8	71654770	71654779	+	0.000	0.000	Merged-chr8-71654739-11
NR52595--MA0039.3.KLF4	chr5	123512322	123512332	+	0.000	0.000	Merged-chr5-123512374-9
NR52834--MA0599.1.KLF5	chr5	127478711	127478720	-	0.000	0.000	Merged-chr5-127478750-4
NR8866--MA0740.1.KLF14	chr10	127151483	127151496	+	0.000	0.000	Merged-chr10-127151405-14
NR20997--MA0493.1.Klf1	chr14	73596754	73596764	+	0.000	0.000	Merged-chr14-73596722-14
NR43648--MA0742.1.Klf12	chr3	139245434	139245448	+	0.000	0.000	Merged-chr3-139245505-16
NR47727--MA0741.1.KLF16	chr4	133039348	133039358	+	0.000	0.000	Merged-chr4-133039433-1
NR8810--MA0599.1.KLF5	chr10	126630214	126630223	+	0.000	0.000	Merged-chr10-126630142-1
NR937--MA1107.1.KLF9	chr1	62049750	62049762	+	0.000	0.000	Merged-chr1-62049803-1
NR42766--MA0741.1.KLF16	chr3	115897890	115897900	+	0.000	0.000	Merged-chr3-115897908-5
NR20996--MA0039.3.KLF4	chr14	73596756	73596766	+	0.000	0.000	Merged-chr14-73596722-14
NR67893--MA0599.1.KLF5	chr9	21167894	21167903	-	0.000	0.000	Merged-chr9-21167831-1
NR57249--MA0493.1.Klf1	chr6	120006492	120006502	+	0.000	0.000	Merged-chr6-120006378-7
NR5423--MA1107.1.KLF9	chr10	22149875	22149887	-	0.000	0.000	Merged-chr10-22149944-1
NR67740--MA0741.1.KLF16	chr9	14281806	14281816	-	0.000	0.000	Merged-chr9-14281792-3
NR4375--MA0741.1.KLF16	chr1	182711607	182711617	-	0.000	0.000	Merged-chr1-182711604-2
NR14566--MA0599.1.KLF5	chr12	74009610	74009619	+	0.000	0.000	Merged-chr12-74009516-16
NR3267--MA0599.1.KLF5	chr1	156473590	156473599	+	0.000	0.000	Merged-chr1-156473479-2
NR54980--MA0741.1.KLF16	chr6	34988510	34988520	-	0.000	0.000	Merged-chr6-34988361-14
NR60370--MA0039.3.KLF4	chr7	45211902	45211912	+	0.000	0.000	Merged-chr7-45211894-24
NR58823--MA0599.1.KLF5	chr7	4777376	4777385	+	0.000	0.000	Merged-chr7-4777194-35
NR488--MA0741.1.KLF16	chr1	39102342	39102352	-	0.000	0.000	Merged-chr1-39102412-8
NR34840--MA0039.3.KLF4	chr2	10374033	10374043	-	0.000	0.000	Merged-chr2-10373891-14
NR18132--MA1107.1.KLF9	chr13	97790018	97790030	+	0.000	0.000	Merged-chr13-97790032-25
NR42331--MA0741.1.KLF16	chr3	101933740	101933750	-	0.000	0.000	Merged-chr3-101933748-15
NR59031--MA0599.1.KLF5	chr7	16129774	16129783	+	0.000	0.000	Merged-chr7-16129723-14
NR39972--MA1107.1.KLF9	chr2	173036666	173036678	-	0.000	0.000	Merged-chr2-173036738-9
NR8867--MA0657.1.KLF13	chr10	127151482	127151499	+	0.000	0.000	Merged-chr10-127151405-14
NR62205--MA0741.1.KLF16	chr7	114284577	114284587	-	0.000	0.000	Merged-chr7-114284648-5
NR29391--MA1107.1.KLF9	chr17	51396114	51396126	-	0.000	0.000	Merged-chr17-51396225-19
NR60358--MA0493.1.Klf1	chr7	45068182	45068192	-	0.000	0.000	Merged-chr7-45068056-13
NR1692--MA0741.1.KLF16	chr1	91912404	91912414	+	0.000	0.000	Merged-chr1-91912376-2
NR43911--MA1107.1.KLF9	chr3	148219378	148219390	-	0.000	0.000	Merged-chr3-148219203-2
NR44786--MA1107.1.KLF9	chr4	32342560	32342572	+	0.000	0.000	Merged-chr4-32342446-3
NR68477--MA0741.1.KLF16	chr9	44708542	44708552	-	0.000	0.000	Merged-chr9-44708535-22
NR28288--MA1107.1.KLF9	chr17	27997436	27997448	-	0.000	0.000	Merged-chr17-27997387-33
NR32134--MA0599.1.KLF5	chr18	69537634	69537643	-	0.000	0.000	Merged-chr18-69537623-22
NR39077--MA1107.1.KLF9	chr2	154713400	154713412	+	0.000	0.000	Merged-chr2-154713279-3
NR69083--MA1107.1.KLF9	chr9	62261190	62261202	-	0.000	0.000	Merged-chr9-62261115-16
NR19831--MA0740.1.KLF14	chr14	33099320	33099333	+	0.000	0.000	Merged-chr14-33099452-34
NR58565--MA0740.1.KLF14	chr6	145135517	145135530	+	0.000	0.000	Merged-chr6-145135361-11
NR60112--MA0742.1.Klf12	chr7	37978641	37978655	+	0.000	0.000	Merged-chr7-37978660-9
NR41423--MA1107.1.KLF9	chr3	79129200	79129212	-	0.000	0.000	Merged-chr3-79129160-12
NR71783--MA0741.1.KLF16	chrX	12151848	12151858	+	0.000	0.000	Merged-chrX-12151801-24
NR31057--MA1107.1.KLF9	chr18	24653030	24653042	-	0.000	0.000	Merged-chr18-24652935-1
NR39978--MA0493.1.Klf1	chr2	173063390	173063400	+	0.000	0.000	Merged-chr2-173063390-29
NR46793--MA0599.1.KLF5	chr4	111435259	111435268	-	0.000	0.000	Merged-chr4-111435287-1
NR33144--MA0599.1.KLF5	chr19	6839889	6839898	-	0.000	0.000	Merged-chr19-6839786-2
NR60116--MA0741.1.KLF16	chr7	37978642	37978652	+	0.000	0.000	Merged-chr7-37978660-9
NR41768--MA1107.1.KLF9	chr3	89911331	89911343	-	0.000	0.000	Merged-chr3-89911440-10
NR8873--MA1107.1.KLF9	chr10	127151483	127151495	+	0.000	0.000	Merged-chr10-127151405-14
NR68004--MA0599.1.KLF5	chr9	22132315	22132324	-	0.000	0.000	Merged-chr9-22132302-2
NR18126--MA0740.1.KLF14	chr13	97790018	97790031	+	0.000	0.000	Merged-chr13-97790032-25
NR56912--MA1107.1.KLF9	chr6	112162845	112162857	+	0.000	0.000	Merged-chr6-112162678-1
NR69080--MA0741.1.KLF16	chr9	62261189	62261199	-	0.000	0.000	Merged-chr9-62261115-16
NR67737--MA0741.1.KLF16	chr9	14281780	14281790	-	0.000	0.000	Merged-chr9-14281792-3
NR19832--MA0657.1.KLF13	chr14	33099299	33099316	+	0.000	0.000	Merged-chr14-33099452-34
NR52594--MA0599.1.KLF5	chr5	123512321	123512330	+	0.000	0.000	Merged-chr5-123512374-9
NR28665--MA1107.1.KLF9	chr17	34127648	34127660	+	0.000	0.000	Merged-chr17-34127670-6
NR42772--MA0741.1.KLF16	chr3	115897931	115897941	+	0.000	0.000	Merged-chr3-115897908-5
NR61064--MA0493.1.Klf1	chr7	78383916	78383926	+	0.000	0.000	Merged-chr7-78384000-1
NR68349--MA0599.1.KLF5	chr9	41160889	41160898	-	0.000	0.000	Merged-chr9-41160864-12
NR52593--MA1107.1.KLF9	chr5	123512264	123512276	-	0.000	0.000	Merged-chr5-123512374-9
NR48717--MA1107.1.KLF9	chr4	148704855	148704867	-	0.000	0.000	Merged-chr4-148704871-18
NR20995--MA0599.1.KLF5	chr14	73596755	73596764	+	0.000	0.000	Merged-chr14-73596722-14
NR16218--MA1107.1.KLF9	chr13	13531063	13531075	-	0.000	0.000	Merged-chr13-13531086-27
NR4176--MA0741.1.KLF16	chr1	178959911	178959921	-	0.000	0.000	Merged-chr1-178959718-2
NR13492--MA0740.1.KLF14	chr12	11280081	11280094	-	0.000	0.000	Merged-chr12-11280014-10
NR26710--MA0493.1.Klf1	chr16	76500202	76500212	+	0.000	0.000	Merged-chr16-76500244-1
NR56908--MA1107.1.KLF9	chr6	112162837	112162849	+	0.000	0.000	Merged-chr6-112162678-1
NR8985--MA0039.3.KLF4	chr10	128135576	128135586	+	0.000	0.000	Merged-chr10-128135587-20
NR67035--MA0493.1.Klf1	chr8	119927822	119927832	+	0.000	0.000	Merged-chr8-119927830-10
NR9189--MA1107.1.KLF9	chr11	4463001	4463013	+	0.000	0.000	Merged-chr11-4463139-8
NR59027--MA0741.1.KLF16	chr7	16129681	16129691	+	0.000	0.000	Merged-chr7-16129723-14
NR68036--MA0599.1.KLF5	chr9	22468357	22468366	-	0.000	0.000	Merged-chr9-22468507-1
NR18127--MA0657.1.KLF13	chr13	97790017	97790034	+	0.000	0.000	Merged-chr13-97790032-25
